""	GPR37L1	EGFR	C1QBP	ITGB8	LRP6	LRP1	FGFR3	LRP5	MRC2	THY1	TFRC	LRP4	CD47	SDC3	TNFRSF12A	NRCAM	SORT1	CD9	ADORA1	CNR1	CD82	IGF1R	NOTCH1	ABCA1	TYRO3	CD81	EDNRB	ERBB2	TNFRSF1A	LPP	CHL1	RIPK1	FZD3	F2R	TSPAN5	CD46	LRP8	TSPAN12	CADM1	CANX	ITGB1	ATP5F1B	INSR	VANGL2	PDGFRA	CD44	PTPRS	CELSR2	RYK	ITGAV	PLXNB1	ADGRV1	SDC1	TNFRSF11B	NOTCH2	PTK7	ANTXR1	FGFR1	MCFD2	FZD5	SORL1	CD99L2	ITGA6	TRPM3	PODXL	KCND2	FZD8	KCNJ10	SMAD3	CHRM3	ASGR1	PILRB	RAMP2	ADCYAP1R1	ERBB4	GRIN2B	TNFRSF19	NOTCH3	LINGO1	TRAF2	TNFRSF21	PLSCR1	GPC1	TSPAN17	S1PR2	PRTG	SEMA4C	ACKR3	TNFRSF10B	HMMR	EPHB3	LIFR	TMEM67	NCSTN	SLC16A1	PTPRA	IGF2R	APLP1	PLXNB2	PTPRJ	EPHB2	SMAP1	RACK1	SLC1A5	RXRA	APLP2	ADGRE5	STX4	CD63	JMJD6	AMFR	TSPAN14	LAMP1	RPSA	LRP10	PTPRZ1	SIRPA	NRP2	NCL	CLEC2D	CD74
GPR37L1	1	0.564672108928877	0.64465059006007	0.898300891957506	0.507164489316141	0.848813222891936	0.909881423947566	0.694997246470761	0.943930411106567	0.0933583927126358	0.890307189270364	0.629984634135423	0.85071257056918	0.904440940988338	0.816314889197493	0.824117731574466	0.88218842853043	0.565456381837162	0.912846869018553	0.8818839200092	0.434045940895763	0.803318359703747	0.525605626571275	0.89388968965341	0.821205759416068	0.897445708387252	0.943672550021229	0.923556131326711	0.918809081825849	0.938045922235335	0.862155624555506	0.882822407997739	0.831762624995464	0.887272358413918	0.769058841234955	0.775296143654753	0.504612763926667	0.586779848738121	0.924128133722616	0.936478671084115	0.840245334578247	0.614521164483179	0.6012031027113	0.660147617716608	0.339459867009347	0.78745053354788	0.683526971077483	0.856962056415312	0.761750914982679	0.9278616617541	0.705212396553582	0.786737697375909	0.508015786042862	0.440633722683833	0.893598679965227	0.72797929627719	0.548789666645575	0.899054870006052	0.912604664201383	0.826799716488163	0.820134008387663	0.889816166347255	0.800896159282762	0.767942054285858	0.906596387195659	0.259838175050748	0.908801875651057	0.745499487287016	0.886483653254378	0.277994385321331	0.592381411841645	0.620645446600674	0.547285445225199	0.766555305412125	0.635732643193861	0.506754306370249	0.747873194732077	0.866200848478117	0.244211486780399	0.367868466480716	0.906571438941398	0.881966231418411	0.914036982812727	0.795829233662913	0.355920740101995	0.469432683344541	0.633264942549816	0.483065573357013	0.731327542490894	0.21009864775254	0.293674316502549	0.899405136783301	0.792606520191101	0.902379459755231	0.683601800679496	0.882890010691908	0.857167296242243	0.841749000823737	0.88576631644729	0.892451662686775	0.632029293300214	0.740508029493598	0.635287814136785	0.258728079433389	0.77866958856938	0.908998920446135	0.896000904522114	0.858503542081924	0.833478562244374	0.64953188383523	0.829766342683103	0.631080085164879	0.9453030365188	0.630829767377975	0.92439141764236	0.79604880308677	0.864487173812639	0.784839830823513	0.664712018716322	0.469615568133814	0.0748548257837185
EGFR	0.564672108928877	1	0.786080152721974	0.735423703502475	0.760363681981841	0.841857266602029	0.404384657738321	0.876482292121406	0.518803663509478	0.326994819733126	0.706505470121165	0.806987641322585	0.675805766539308	0.735230510396738	0.379989290397438	0.378914694102775	0.718579234342499	0.838220113325576	0.485480275130957	0.503237270622616	0.806247202048189	0.67542118261737	0.875775037298937	0.327843008033883	0.849136887065193	0.678351073299228	0.58312762377563	0.400769260043889	0.512406128368058	0.517392812479725	0.448708627062636	0.729920375699876	0.838493816062901	0.762741351515902	0.803990281901823	0.703485226199111	0.727791488064298	0.920925412497054	0.381328490622936	0.653990064189849	0.482118207375715	0.812726885746819	0.686950857774387	0.797446496593896	0.838550897128272	0.041771916261982	0.829481614228571	0.805881770948089	0.859164473457742	0.549408575931069	0.755832678265832	0.435669530005266	0.682888639878645	0.82675081667545	0.75542147109776	0.7727572651884	0.65658382752552	0.463469347338764	0.630229943018714	0.735351323161786	0.22763996667563	0.630929960371153	0.251647522964472	0.762766792078367	0.317879276292287	0.615567203849973	0.434340814392125	0.690604139932944	0.415505812027927	0.609023813509752	0.63566457054565	0.742917882353249	0.837376841722226	0.325113417438752	0.532556040805322	0.740156613324204	0.823462720793885	0.754424549360722	0.669257243926833	0.763097486382789	0.523260111200861	0.661350400908101	0.379274240800634	0.712119285685519	0.747881847492916	0.794302987959829	0.823421145919617	0.902901461005711	0.61497066853967	0.653483645340301	0.780732907616218	0.370665213172638	0.775757507039782	0.650146709728436	0.880102025029144	0.81233476618522	0.533605056674941	0.349298061422857	0.481778379882597	0.598201253161106	0.776725899584997	0.837344967198324	0.784287319027551	0.646160948109211	0.784146449912551	0.607152811763585	0.547943229745916	0.6989146061926	0.643816361663658	0.758305152870315	0.685448351569134	0.833071330759251	0.566110186048141	0.807008643279468	0.397223041125656	0.805793119190285	0.252440736129633	0.125727785674051	0.877049242742709	0.788219292839388	0.0419188381825294
C1QBP	0.64465059006007	0.786080152721974	1	0.665205254892183	0.60164119810632	0.777694105427667	0.42117922882032	0.806594988593228	0.572340131980113	0.473296553902444	0.725872625578651	0.615495965481488	0.795516755371711	0.655161409740037	0.628249745393723	0.507478969289322	0.725849116134488	0.912486587475807	0.594829935098998	0.444271703857198	0.769861763078319	0.624839756110712	0.76170665163187	0.459343947918688	0.826111521405472	0.850001032961508	0.597110351495628	0.539196951737128	0.677888996196437	0.581581030330128	0.461662591908467	0.732111241302038	0.723712291361334	0.830647077471116	0.833753851325529	0.595472974809847	0.616647970930144	0.873023027896814	0.535008899996699	0.715683731360939	0.661243150290977	0.977246511748135	0.629591372298436	0.666372357564604	0.653261555065926	0.295691938859194	0.756754832205434	0.758589356080981	0.810395741444476	0.620256851159665	0.675871956745174	0.350047394981233	0.825855833087424	0.776504792907058	0.748580404042909	0.810016117354893	0.518421961666385	0.559141318462307	0.777671505130891	0.728438182066473	0.383328957630423	0.704415355684696	0.28320256644205	0.669149621078096	0.459934920191879	0.445736986975941	0.503990199646094	0.598609443290056	0.507953105035593	0.519498591800247	0.667390210826928	0.630846136334816	0.924682154589003	0.292288103228854	0.374916994610289	0.453544398534066	0.714384616923802	0.736951898706894	0.610230534111072	0.787090422055777	0.601571658128968	0.760493787340515	0.596146679451863	0.827766494828733	0.701633605893827	0.601603090295962	0.750970533270518	0.850685201705808	0.739681212478855	0.534310496842692	0.685933111272398	0.442389024885538	0.691464250320434	0.726984456539883	0.865476519019779	0.781395530095309	0.574917039178805	0.600792231071978	0.63180180581712	0.560804474656323	0.735517238336181	0.919404493939722	0.980672095423264	0.762509206419131	0.703891838144257	0.728255438938504	0.667986997162457	0.838003154111955	0.839286965353291	0.894683659384664	0.73669704533446	0.830377864411995	0.72770973592947	0.987273343396282	0.563699455039386	0.656453820939065	0.379862242521171	0.386076708800577	0.908765059580697	0.641131485878517	0.057751378522482
ITGB8	0.898300891957506	0.735423703502475	0.665205254892183	1	0.664960346581086	0.925461571598177	0.793995242415369	0.797657946704564	0.898227046904957	0.104426007355708	0.924701870482219	0.72941839645256	0.841779793803873	0.91351544166414	0.745378040567933	0.815432107449513	0.89341639448137	0.647621849837308	0.812906935441744	0.879393593387669	0.572318541544476	0.883764933697682	0.676738547724323	0.790809458656001	0.88593366773711	0.849790428053081	0.890010082924076	0.804579934519651	0.811170706349718	0.915750103815348	0.832088910228173	0.91822893538045	0.934297714527336	0.91970533062698	0.810451517871391	0.878232510908853	0.681054627691481	0.68918865501923	0.805123072756493	0.930960696836284	0.849269355773902	0.645521249990865	0.713369846341569	0.815385448853278	0.527088137903737	0.596919756860803	0.813656893184492	0.89980699360179	0.87534797304956	0.913255809904743	0.762589042826476	0.762055785300488	0.559701673361253	0.551378748061258	0.917281546402009	0.780235397375687	0.669697957282021	0.834763345744856	0.891816596657255	0.853646203915367	0.707708807215532	0.840046300746989	0.653491936258599	0.83819729544777	0.754482200227667	0.420207433986909	0.789935066823791	0.771504967091019	0.755172638363088	0.471506069815769	0.651224898933149	0.720575006107292	0.611836738260417	0.635872904691274	0.708716425340485	0.714063278330346	0.79928827171901	0.8702447001432	0.393620617911118	0.466078546021482	0.84442617662545	0.808415768639487	0.807908487000478	0.781832537884975	0.504239163492909	0.652343470777701	0.732125473150446	0.598991165494921	0.803736639692578	0.34173567135342	0.43717878697932	0.81395638709816	0.901554949005866	0.87363403641896	0.794841801733664	0.930381646436845	0.830607448178369	0.743522885395191	0.820295510380803	0.865091845029903	0.709897942002628	0.799939088856174	0.674546999790608	0.356103120386294	0.861699996261281	0.889158265089875	0.879690220117692	0.837578624183128	0.801242530764604	0.719777250739798	0.859433606486834	0.754188332061078	0.873154309250742	0.658965360295717	0.827203735886242	0.905395597107969	0.710751979679258	0.665976243674835	0.781467574925039	0.638239905413787	0.0762897361586655
LRP6	0.507164489316141	0.760363681981841	0.60164119810632	0.664960346581086	1	0.793373860033391	0.345472840521557	0.80749106193163	0.42274967217833	0.571343094294031	0.598183735818148	0.77107619389383	0.562924531739398	0.5612739809544	0.25339105544437	0.595500922301499	0.639618710399194	0.648903848180459	0.343889617498361	0.474556819841742	0.81829815824741	0.778469635853335	0.90991554418719	0.367933621667784	0.726006002576702	0.541198139515826	0.484602517758115	0.318476339327911	0.344381818199755	0.516031920761914	0.31229031777872	0.680597530902996	0.75980266253219	0.677573266796099	0.590202659728854	0.805164066507216	0.849341782994398	0.770183006497674	0.331803002337017	0.600777966262666	0.435045522158869	0.620725926015833	0.834961605409888	0.85969407598283	0.866777055376923	0.0843337034362502	0.88915815234834	0.747092895907076	0.830884293385743	0.572993867397427	0.856271461972363	0.51959503970408	0.626268866307444	0.485751062573194	0.629758650159197	0.625143004144902	0.888076721082325	0.506271319449499	0.571578647030805	0.570052654252906	0.213403999296015	0.590527720046046	0.209478671320055	0.498614450078707	0.306070574750612	0.863634603508887	0.352655730479401	0.789866947212155	0.408751096732156	0.684800999209046	0.742212806537318	0.714857667097769	0.600534076572026	0.268447855017654	0.754795737487987	0.620541217989995	0.527523759448467	0.587817574590915	0.796350469128859	0.660748607274221	0.584731995531821	0.475448416555008	0.320795706544429	0.62197111514891	0.846134843340417	0.864703436986929	0.764882853031151	0.683408378704799	0.701436064957381	0.529481093904318	0.791781284097786	0.350874870788255	0.664810189993814	0.575865172485075	0.754369610070772	0.713725584416732	0.593538661196778	0.420393571490032	0.439994637389526	0.510918460310803	0.793151659736743	0.745344803938913	0.590894419017578	0.438287188726182	0.786426332729253	0.531976021934572	0.589380170351704	0.583071204947002	0.383039671435846	0.649310284133477	0.648479647792048	0.669414157466051	0.495118635360232	0.62422221475879	0.35086281603362	0.871314160565768	0.269487657693687	0.139621515306473	0.821032599822245	0.828058567215559	0.0458380070521532
LRP1	0.848813222891936	0.841857266602029	0.777694105427667	0.925461571598177	0.793373860033391	1	0.716644226205572	0.908781632736248	0.805268076145213	0.325633939886119	0.883761467950223	0.827096273931544	0.845475408943568	0.904648883644971	0.632922985193337	0.742845600911286	0.910765484258704	0.778766335671586	0.74110917882397	0.797311675965268	0.751682213042956	0.91137731656217	0.851325822979175	0.702603924615367	0.948164995001557	0.875698869446726	0.834138842384417	0.70996866885526	0.759385016907485	0.828402148127602	0.72609909241261	0.915174018077973	0.953187265087732	0.914819956344502	0.852992055599296	0.894341674470763	0.785919913057929	0.840413040027111	0.711392076669534	0.899730559437338	0.753130315181156	0.786990055433217	0.811549810906246	0.88186161413508	0.700992470940581	0.45099718742377	0.889141579529644	0.961233263682766	0.942801386655702	0.861909295512377	0.895490415993357	0.748869169726367	0.69393990426346	0.626670804905305	0.906059646195903	0.851921694296128	0.775868799948108	0.78941671234945	0.859344566899091	0.855871326739007	0.603836801229451	0.864950281253229	0.580045088039167	0.805842800455104	0.675004572308767	0.596755176598614	0.720827459613237	0.865414019124741	0.71856277910445	0.578135981417957	0.75122391569249	0.801798977266103	0.744755037954852	0.616363226838737	0.74309381697757	0.711431431445872	0.824718645540451	0.894860045330363	0.608209116972128	0.659590583817172	0.832716331871381	0.829138215010434	0.708754688581171	0.839827186637685	0.687942109483804	0.772183422640528	0.854106175008968	0.761952297788691	0.821432213851903	0.493275463524372	0.6588946316213	0.719370396233005	0.881906524360959	0.888731923664092	0.886623470972146	0.953996367598829	0.833905341681131	0.701722364550171	0.7716527096594	0.838650648492262	0.860097317681692	0.896139374731642	0.778860104045411	0.496418273201121	0.929958889079674	0.849748682691235	0.818880249026134	0.869083506867095	0.768764595707282	0.784001767281574	0.87876109196949	0.827237091685379	0.841212154897543	0.7866689093188	0.7317461448894	0.950911248904628	0.638144416078624	0.502810688633087	0.889153070816756	0.775972142780468	0.128125969773045
FGFR3	0.909881423947566	0.404384657738321	0.42117922882032	0.793995242415369	0.345472840521557	0.716644226205572	1	0.539828779897245	0.923275954266504	-0.148082521898322	0.803133079485271	0.536468622011987	0.741655323587166	0.871851546297204	0.722625633034148	0.698753454093422	0.814688461524072	0.37615726904608	0.897759475758044	0.893329010391381	0.185559145890477	0.693801480690399	0.337560700069025	0.888715964044808	0.694534775722775	0.763233709854791	0.9290073931065	0.888187922777274	0.863573208038958	0.871541258775367	0.898255347754773	0.779909083093133	0.737449562528129	0.730284771810093	0.643371423442424	0.692208616586471	0.32694446769366	0.403614409070344	0.910111323296389	0.86097566646155	0.721394426607127	0.401941282381772	0.437622127196478	0.501831799923615	0.12735982206842	0.799256723601376	0.50900180583351	0.755783305067465	0.615414371637987	0.848367932795171	0.561909166080132	0.852931633063857	0.297563774208348	0.283994467177161	0.793847100104158	0.614325303784628	0.378006295267165	0.85450023469432	0.790322701374094	0.775677354063855	0.832966844563724	0.80772585713204	0.926891477817596	0.718460102260194	0.929473816376927	0.060364989866641	0.927445476350383	0.638746168051932	0.894236060454779	0.116511300812876	0.409958241525303	0.512685081469866	0.348960505892792	0.883257895856751	0.551061303380663	0.447430921740104	0.691270697079061	0.812335218093357	0.0226611678710781	0.15176132765471	0.83574543208073	0.819881517549815	0.850978467080393	0.632217488552626	0.138728141759935	0.326002534173374	0.505011166229743	0.289526981889582	0.528821266318837	0.0848934301771778	0.086543548959363	0.926381933701578	0.71634162454998	0.804178992493664	0.532064879744396	0.783847032463207	0.777318477076621	0.732997393132228	0.80799036580186	0.897749765567623	0.508080315884714	0.55686430879201	0.417504907284472	0.0880869414557265	0.669103430065641	0.816290946306403	0.760851771145102	0.71588593824724	0.709321670291096	0.452815978807067	0.720867021427703	0.453639688219079	0.857899413478365	0.399391365866971	0.892085277244463	0.681548058146447	0.915073328887708	0.736179352196974	0.460009171087496	0.323616952157431	0.0846790434870163
LRP5	0.694997246470761	0.876482292121406	0.806594988593228	0.797657946704564	0.80749106193163	0.908781632736248	0.539828779897245	1	0.628470339541333	0.424388666899602	0.784659290110697	0.833817356611633	0.733234455404087	0.78266495940808	0.473730221846247	0.573828335177864	0.79076679366037	0.809075945279404	0.600272188682467	0.615789852618492	0.811370244578048	0.786405583520442	0.887228920970839	0.497925607887856	0.885448843010111	0.765131666801106	0.691645355953157	0.52313505620571	0.60387891499502	0.647311002402527	0.542186319413387	0.780148629889908	0.864704382653106	0.823404418687769	0.785662911808595	0.786223198608889	0.770386135457329	0.88911256606305	0.525685969036695	0.760854002964426	0.594098504745609	0.817629286795216	0.770530368227578	0.842225371737238	0.782663499595152	0.236312863899816	0.883883754656556	0.872752142676084	0.898432863883525	0.695898884711998	0.832284381673192	0.59281552778472	0.71312641411434	0.713685819786951	0.795892827617761	0.784207870043936	0.744834001967367	0.620883982087559	0.73540422819617	0.774704858674131	0.38307995652238	0.728447175620127	0.407319243635798	0.739889262031824	0.493735564756498	0.649200038724158	0.545863659876669	0.7706490364113	0.580371690350225	0.5973760596636	0.714445438266979	0.735399157287433	0.809362063766009	0.448197450641226	0.649908471491297	0.676142407750211	0.771489063604616	0.793953819870218	0.704788950890355	0.715739940201671	0.692504674423043	0.721507032223865	0.524862211470293	0.777396877961238	0.776918404720312	0.81854489035223	0.823654269165407	0.835357906821481	0.713589189452497	0.525771236281797	0.769265299758384	0.521088903383572	0.796036948665997	0.754108188119102	0.870614086008501	0.857178934757621	0.675566485675138	0.520474569738978	0.593576520383846	0.702999645974517	0.827956202914027	0.857461447963637	0.794224043715525	0.603773818959628	0.827154662889082	0.703197302653665	0.690663364676031	0.762202166375023	0.684971296535209	0.766194192750393	0.760372199144481	0.789672880977959	0.685580181740109	0.812853014899645	0.553300513914949	0.870874160015635	0.429364266506174	0.300256537117341	0.896260390509658	0.794256297261466	0.0468485240052735
MRC2	0.943930411106567	0.518803663509478	0.572340131980113	0.898227046904957	0.42274967217833	0.805268076145213	0.923275954266504	0.628470339541333	1	-0.102874462050406	0.895013634566976	0.551299937537339	0.868493502103105	0.907181740719216	0.85778652952013	0.789436776234516	0.90284281073035	0.532816116604001	0.915938422475797	0.917381111726132	0.299545879280589	0.787164477395596	0.438072649039546	0.923380376286789	0.790672785088581	0.857740906233346	0.945316824231691	0.936908084807563	0.935926435753687	0.951193757974723	0.938102687710675	0.882433727329356	0.833451390224762	0.848895921176663	0.781607885618973	0.764671366993079	0.446031410476302	0.496471310880238	0.954170768411115	0.953092660879075	0.879474645139421	0.543615722110854	0.528057574270341	0.598509140253487	0.233589819134014	0.817010178318805	0.62283214316454	0.83415008824278	0.738180370751713	0.923781402408536	0.607414271349641	0.812609551795156	0.443847006581258	0.39265622315823	0.897355803510786	0.740958429058627	0.424585137654962	0.915297626794453	0.900530408930015	0.872450237540349	0.874606523655342	0.874776467819833	0.849700636077967	0.801343515316139	0.921220829060127	0.104840237140431	0.939805964278181	0.648855877685118	0.875708985028749	0.233878481937478	0.47962184741554	0.62341432717115	0.478193782914351	0.790111516691788	0.576379753628764	0.519062249867237	0.772294037835425	0.883227600005501	0.0946179393510421	0.293844101156683	0.844063877399248	0.881338696492554	0.936082512269044	0.745267918094664	0.224777196795957	0.405799805201472	0.603982164163083	0.413074379495599	0.682454745899039	0.222867876518132	0.188309051796661	0.948194465413132	0.825050574673557	0.900995860058062	0.681498291987315	0.875065621530645	0.846629810489251	0.830511584690095	0.911268710229798	0.903990368676959	0.592270228479241	0.698589712745095	0.579383819285526	0.24364803177636	0.755128679904614	0.931803256695067	0.842500257934224	0.835733311797732	0.842654012923041	0.61419633034061	0.838818505031016	0.615648346774405	0.941637521081302	0.546398671227046	0.943938998810911	0.745505054295438	0.899879963255805	0.815552520330934	0.612144911574687	0.437078266305323	0.104564336805616
THY1	0.0933583927126358	0.326994819733126	0.473296553902444	0.104426007355708	0.571343094294031	0.325633939886119	-0.148082521898322	0.424388666899602	-0.102874462050406	1	0.10834086971279	0.354973705736966	0.12615582501822	-0.00620275978064068	-0.0722837446868982	0.280956784394327	0.108495737647158	0.436799543144927	-0.082771452247652	-0.108175295709791	0.671841872894821	0.317887433352136	0.596524892668872	-0.05707174700873	0.271061528949163	0.223750962420096	-0.0418697213169252	-0.0859398753404814	-0.066185820603733	0.0259261418636322	-0.207906283908312	0.161467451700277	0.168270535812315	0.265674746307746	0.118641117455279	0.241598932877504	0.472611903526512	0.505898165744479	-0.0907953313529313	0.0940721682126484	0.0650618360431738	0.468466326144254	0.46403305039598	0.406021126075179	0.656149999460413	-0.168011172426508	0.453499390581135	0.245101503858268	0.353243652923882	0.129003202308064	0.538114863175196	-0.0233066945917791	0.519360945123901	0.213349041528875	0.109025708394632	0.224125629711807	0.585248784357772	0.0704644213027655	0.176754259111195	0.0103223004426272	-0.166198824141699	0.160555655319386	-0.253542713092452	-0.0709502968515262	-0.0929210428807941	0.74542330544596	-0.14069479176207	0.405180167813922	0.00995426544568147	0.495675358513846	0.556175000955303	0.283739563413084	0.410880839279468	-0.185844726451063	0.306701762399326	0.118200075642631	-0.0405010743502521	0.0698084654520727	0.769796879737636	0.535381353628263	0.222474804210701	0.0723493251889082	-0.0379153174860284	0.308270179020977	0.712898148867619	0.480237809909377	0.388664916853026	0.433291661058109	0.45945675348858	0.287192030218249	0.679059293241031	-0.126659620767376	0.0882712217188051	0.144322202070322	0.326553598597274	0.17294346797475	0.146524208724103	0.16848923987997	0.022606477030242	-0.0248904284774068	0.400064282800892	0.408742845142863	0.435376110430026	0.339029576743922	0.270081646592322	0.0737912232221571	0.251167178649858	0.239338420713646	0.0270322622823708	0.422373392699614	0.193121215098906	0.335460473798124	0.0886994009202027	0.50377985044929	-0.0634424437336338	0.34736498718343	-0.128597573243243	-0.111435387104756	0.498939175592619	0.427576261989375	-0.0449740059923408
