""	GPR37L1	EGFR	C1QBP	ITGB8	LRP6	LRP1	FGFR3	LRP5	MRC2	THY1	TFRC	LRP4	CD47	SDC3	TNFRSF12A	NRCAM	SORT1	CD9	ADORA1	CNR1	CD82	IGF1R	NOTCH1	ABCA1	TYRO3	CD81	EDNRB	ERBB2	TNFRSF1A	LPP	CHL1	RIPK1	FZD3	F2R	TSPAN5	CD46	LRP8	TSPAN12	CADM1	CANX	ITGB1	ATP5F1B	INSR	VANGL2	PDGFRA	CD44	PTPRS	CELSR2	RYK	ITGAV	PLXNB1	ADGRV1	SDC1	TNFRSF11B	NOTCH2	PTK7	ANTXR1	FGFR1	MCFD2	FZD5	SORL1	CD99L2	ITGA6	TRPM3	PODXL	KCND2	FZD8	KCNJ10	SMAD3	CHRM3	ASGR1	PILRB	RAMP2	ADCYAP1R1	ERBB4	GRIN2B	TNFRSF19	NOTCH3	LINGO1	TRAF2	TNFRSF21	PLSCR1	GPC1	TSPAN17	S1PR2	PRTG	SEMA4C	ACKR3	TNFRSF10B	HMMR	EPHB3	LIFR	TMEM67	NCSTN	SLC16A1	PTPRA	IGF2R	APLP1	PLXNB2	PTPRJ	EPHB2	SMAP1	RACK1	SLC1A5	RXRA	APLP2	ADGRE5	STX4	CD63	JMJD6	AMFR	TSPAN14	LAMP1	RPSA	LRP10	PTPRZ1	SIRPA	NRP2	NCL	CLEC2D	CD74
RIPK1	0.882822407997739	0.729920375699876	0.732111241302038	0.91822893538045	0.680597530902996	0.915174018077973	0.779909083093133	0.780148629889908	0.882433727329356	0.161467451700277	0.882750754292503	0.699080711709463	0.926679172803789	0.879250262974052	0.794599401240955	0.804773645533115	0.94676419183087	0.717327723758785	0.797293852557659	0.832527247930496	0.583859037805857	0.881087850774151	0.705638013096679	0.8196446799699	0.893581796209319	0.890623552742117	0.878114058920586	0.830470761055067	0.859995411252479	0.913736150532145	0.790447760019237	1	0.923075133274916	0.92232000081482	0.889925245505303	0.864757071955169	0.652966624300852	0.720052657942193	0.836270286007541	0.952975008429251	0.860533815238971	0.719752310930813	0.742017656814063	0.770775645645353	0.536579179770505	0.633950879134129	0.812717187700943	0.920863090912975	0.899436267986563	0.906728529242071	0.783740722695556	0.753412285837449	0.656760940154448	0.524596380592677	0.940574403444922	0.844567991942625	0.642988717916172	0.87846322803276	0.925523867863015	0.884344948614506	0.732688795694327	0.913863176445959	0.661312885700196	0.799366163672964	0.779200559601255	0.419815899265097	0.824983763377105	0.76821615081703	0.794230861446505	0.441293743062813	0.633544860700204	0.787179046770043	0.650595317470592	0.651136788770259	0.693354250908688	0.6066599918544	0.806277812243853	0.903242894630572	0.387299904645417	0.592234156413088	0.814468829601872	0.882977266682202	0.837339239284617	0.841354406401144	0.522504179093885	0.607606299136751	0.781837392060656	0.619632744729684	0.826479505573568	0.49043743219828	0.44979710788579	0.827530689091026	0.878980628038021	0.919060182658381	0.840340735588938	0.958248179054773	0.868414028393038	0.814336918391749	0.896107300045296	0.858384436877304	0.778216581360786	0.878282169233521	0.734606849103321	0.410976443343731	0.88204713213412	0.942569651480075	0.842391593466478	0.902055354627995	0.829752411187403	0.769261959632834	0.922345610007974	0.777837540834631	0.919673528209814	0.72379072674481	0.834788400845134	0.881852034824719	0.752251088959944	0.666207681695907	0.837052626561434	0.67619421081706	0.130423261256172
FZD3	0.831762624995464	0.838493816062901	0.723712291361334	0.934297714527336	0.75980266253219	0.953187265087732	0.737449562528129	0.864704382653106	0.833451390224762	0.168270535812315	0.89752041999991	0.798910931801914	0.863282408392029	0.921609778132188	0.652001220493774	0.705758232719462	0.927760223919484	0.749100649950245	0.755812024579141	0.848072474836399	0.655893046806965	0.877832664113407	0.782529972230353	0.715565715221469	0.918535999002478	0.838368422924807	0.868357204281204	0.713717576229811	0.773776282808522	0.835677879163831	0.774763188702298	0.923075133274916	1	0.899252700081714	0.879950075945436	0.905470850192062	0.731969269321556	0.792906414426343	0.73144711922074	0.911434247847951	0.747908216292918	0.731431651968991	0.761896424952674	0.853813520125848	0.641395387609292	0.455152074492118	0.873341106950974	0.944032713825174	0.935080011171776	0.843017301222585	0.827811189727935	0.760143442042596	0.612560757139309	0.625883352048183	0.925089405615906	0.845360896321114	0.707655146714019	0.799304731838788	0.848058524748382	0.904849033407891	0.607090614966702	0.845601555916222	0.629725091168739	0.865175095874099	0.690382773158933	0.499135090209563	0.767785819773784	0.822644394012225	0.71934990481751	0.525232205040978	0.6949416748707	0.798849152270848	0.705426084486286	0.640216897871438	0.722591769774821	0.743641206607089	0.872220592518261	0.896273079086132	0.496182401925674	0.603537027619088	0.809088432131009	0.83168498934968	0.714658025554104	0.805524584859065	0.598221387891523	0.745074475354722	0.833640494953502	0.725045187585572	0.753919641687226	0.503894199269806	0.576767875919464	0.749000494214573	0.921529107545949	0.877670419053437	0.876639577710504	0.964433454999328	0.799887814493599	0.659299279942364	0.767991115180564	0.854811880753389	0.806290039725906	0.865870228297749	0.731735895286098	0.460080988492298	0.924442697742042	0.851029504711824	0.787325836526899	0.840592943448437	0.779005357480301	0.751334431988236	0.865299825584069	0.79473415274441	0.830978496419191	0.726755529657039	0.74270368036087	0.933857417945672	0.651870409752818	0.492417383214364	0.848049605903141	0.745084977248225	0.0797182143360615
F2R	0.887272358413918	0.762741351515902	0.830647077471116	0.91970533062698	0.677573266796099	0.914819956344502	0.730284771810093	0.823404418687769	0.848895921176663	0.265674746307746	0.897710752814881	0.688942837175033	0.90705827954125	0.852936945241155	0.789763577129224	0.807717663920479	0.903172485427313	0.763292770885194	0.793542540515298	0.764565580203698	0.649791448175768	0.847140178453544	0.729804061642155	0.774346063006222	0.904522225587573	0.918682662477692	0.858640803834959	0.801335188065686	0.846470115813366	0.879956602637576	0.742422769035371	0.92232000081482	0.899252700081714	1	0.874636039626649	0.820821751948618	0.674238617790802	0.77627905746618	0.808204294514193	0.925196367156818	0.872480838440857	0.804569841508681	0.715292045479965	0.793586311495093	0.58220327569195	0.609842036164739	0.833512627317725	0.899943923822701	0.891021091380878	0.901004588614545	0.789182029299651	0.66265901388817	0.702919719356534	0.614814396700047	0.934454328642313	0.827071928179037	0.653906659149759	0.836203239397122	0.943589915835607	0.851813874921296	0.679785967702547	0.879406648228707	0.578375774741075	0.794762560247095	0.742058803059744	0.442950730269604	0.766602633897547	0.784411862761452	0.768173467833427	0.466628726683088	0.699777019912929	0.755801390115815	0.738108811478782	0.563754059549161	0.647781594230363	0.59239039536178	0.784934943875001	0.864969719239012	0.465018570095098	0.616056960984581	0.821159247585078	0.865752298457259	0.828770360487525	0.881902369305156	0.58948008352944	0.636510934984301	0.788741610985186	0.695873567844811	0.853633240531447	0.458508968900035	0.529425912835955	0.773988544200562	0.874210067323756	0.901077932416312	0.843862861601828	0.934267417773709	0.815918822828053	0.808390871352911	0.848568795186782	0.805422562942385	0.757203907708005	0.901523066611929	0.819223176881574	0.47183391958913	0.830949120813537	0.920948498705738	0.889172525472885	0.905026065269462	0.872621142642628	0.820346698426178	0.889228601416368	0.818803096153768	0.911596047940735	0.813880183651764	0.834595826037026	0.8618026469374	0.682350444394258	0.683455323865695	0.870207849837377	0.662823534186912	0.0765044090078917
TSPAN5	0.769058841234955	0.803990281901823	0.833753851325529	0.810451517871391	0.590202659728854	0.852992055599296	0.643371423442424	0.785662911808595	0.781607885618973	0.118641117455279	0.818646134145371	0.675181930342102	0.932022437765346	0.829842386923473	0.760350738326329	0.595619935541857	0.909761378006818	0.795856401738441	0.726767938155145	0.702548651839859	0.622903388977957	0.746138155742584	0.697701808614778	0.656027864019407	0.879620167215985	0.867080224593838	0.794155026572148	0.730621887336969	0.828081890013869	0.764365396042312	0.69594332674638	0.889925245505303	0.879950075945436	0.874636039626649	1	0.74440043203225	0.618177521762015	0.78235133641276	0.733581365363997	0.866424567151702	0.770733253498777	0.83589711974622	0.678593967383762	0.710943448458525	0.534411997616368	0.479557210858455	0.761428997621029	0.889257727610044	0.861976541443258	0.763124382407074	0.6838432172944	0.60497487096031	0.738719840224959	0.651387836644607	0.904171397632793	0.904696880357008	0.484003442199035	0.745337825282241	0.850126288681275	0.891617987817441	0.595452336300982	0.857147414324684	0.538512377925955	0.83169348733464	0.645043998765212	0.329092856013707	0.735684146454824	0.664020647855387	0.668472455907419	0.383950696211078	0.564701717360204	0.757511080954341	0.801025477693903	0.548550221907391	0.533366502736707	0.537116416427151	0.87478640147739	0.882303373303155	0.364331004229309	0.724075391820436	0.685046785620858	0.900043920928684	0.741752663937258	0.828063697459625	0.512416338676206	0.562804049130627	0.801096659665097	0.734237992454057	0.700515932655179	0.620339305533073	0.497862660157095	0.687116725465622	0.841362038826487	0.85807539636649	0.87947234807547	0.931209551737459	0.711824225367001	0.70620306155297	0.814433239412032	0.747241999832618	0.788556838208618	0.911273415156899	0.825936939014573	0.570203873221889	0.823241452231124	0.878055576031237	0.689723779040105	0.878511525003434	0.881399912961393	0.791549498626186	0.870259953930892	0.804699521006681	0.851333389120343	0.81922409854654	0.721265646688011	0.77002212538915	0.615255233437891	0.521141544292705	0.862407562512895	0.679025748407754	0.0811210838415576
CD46	0.775296143654753	0.703485226199111	0.595472974809847	0.878232510908853	0.805164066507216	0.894341674470763	0.692208616586471	0.786223198608889	0.764671366993079	0.241598932877504	0.822855053227523	0.761487500267609	0.780242635450222	0.805304488582432	0.58606996086754	0.788642246602578	0.847711978147042	0.62463936218154	0.659673062485647	0.810092021721557	0.628214588601749	0.88709852869653	0.754928174874962	0.721503078338599	0.822646587756901	0.746386900847088	0.790216116337167	0.658304738003807	0.672135849339238	0.813562956589545	0.706599519655097	0.864757071955169	0.905470850192062	0.820821751948618	0.74440043203225	1	0.756812399490729	0.678857451922554	0.684465315960425	0.856605932019421	0.712839370840572	0.591537873095577	0.808400825881046	0.843002066151309	0.630897276412116	0.463993836313078	0.867311460986685	0.870800838075239	0.885225451775956	0.835991793394237	0.82211933880348	0.77327091193891	0.562012298525555	0.45017370184618	0.835391896642948	0.766788693757952	0.787005341924797	0.790649337321109	0.791890476497186	0.787893261256088	0.603754777231786	0.792073864501186	0.5941633181667	0.70542155770142	0.66536501496766	0.585805022118831	0.692828877780044	0.815739167599129	0.704284201190397	0.555969607332438	0.704644991615863	0.77249197273285	0.554508667441906	0.576430516533345	0.808292112958612	0.67287803865022	0.708108659825354	0.793277709579221	0.514588366350658	0.515443611057777	0.793404297708628	0.725061665876366	0.665104260521856	0.719399676308688	0.593045489181117	0.735075682397692	0.777249777371084	0.567618678447297	0.759238624077116	0.419427054942273	0.538003068153411	0.70792427675142	0.850964495593957	0.80395363377819	0.788937866990759	0.87565085795246	0.817289119508172	0.654241611056901	0.727208503707348	0.803515776438096	0.760193879607898	0.781465266699774	0.602599758412114	0.348901680605696	0.887690905960412	0.796276793098807	0.784481202595903	0.756230043016501	0.633495202357428	0.682198424289733	0.810293016568366	0.709909234048963	0.766930765849719	0.593154422454107	0.693403797820947	0.941656684564814	0.637133560130848	0.490966676410446	0.774121287558919	0.731221381599283	0.155362465056897
LRP8	0.504612763926667	0.727791488064298	0.616647970930144	0.681054627691481	0.849341782994398	0.785919913057929	0.32694446769366	0.770386135457329	0.446031410476302	0.472611903526512	0.578066208939785	0.692196518833289	0.565949699621426	0.566185593102688	0.320936308875258	0.589670560249719	0.636681128407318	0.614378802233156	0.354038165922871	0.48477710791091	0.79833946239385	0.780895488981011	0.849118971674649	0.40026639297044	0.732458762332818	0.567643675017731	0.46813751786949	0.354283644055587	0.383167463726693	0.539889594856766	0.346367936850288	0.652966624300852	0.731969269321556	0.674238617790802	0.618177521762015	0.756812399490729	1	0.710427586944042	0.354254203356104	0.602839170250503	0.494760013700213	0.623779193857506	0.818468183232536	0.830194691668825	0.773880459303859	0.131935239333844	0.841672821164952	0.737934196647176	0.790654758990263	0.597206584923122	0.782527282299172	0.503945229431319	0.664586311761837	0.465817446978507	0.627659039336015	0.637201791207629	0.807406339943102	0.50960799569145	0.585090819408334	0.567271212235545	0.283059795389066	0.571672859091826	0.191947048379404	0.504784332221829	0.316299554793732	0.762808258497053	0.331458104437432	0.748242589156448	0.410107725849571	0.644619617102267	0.715153473446759	0.688352788214502	0.619542402041175	0.269055041640496	0.725128989452911	0.596311965636026	0.546187872569901	0.58595429774816	0.735429679636097	0.647673791342864	0.559346039165176	0.494265781559293	0.367021874196095	0.626262263527731	0.755415134839964	0.79463870247421	0.735955343809555	0.649885652992081	0.7164475306157	0.509055826531445	0.734517822749238	0.376688708428787	0.642053320733295	0.589688924250342	0.72774318371493	0.694935480690835	0.624662494868728	0.456387774273455	0.484055833649094	0.509993220078997	0.781874708873832	0.716134008991458	0.601192812043616	0.473368706467501	0.77650280977493	0.561159708569834	0.580398436614218	0.589381725306882	0.439437526374162	0.626396008234595	0.661669202709522	0.706771522674994	0.515080909771974	0.627261805371503	0.388032869796013	0.813047575100757	0.290495937173279	0.221477967642184	0.790551446414122	0.811207782223783	0.125789529297164
TSPAN12	0.586779848738121	0.920925412497054	0.873023027896814	0.68918865501923	0.770183006497674	0.840413040027111	0.403614409070344	0.88911256606305	0.496471310880238	0.505898165744479	0.718282096111737	0.792504385172504	0.682912967310669	0.701536545817779	0.394118452498507	0.429530545263421	0.700538450637999	0.868513686979682	0.493418542281639	0.463433948541342	0.865708894022882	0.673058132671075	0.907491369357778	0.330727840928943	0.846988096653436	0.72689273830652	0.579452199795613	0.390970615345225	0.517466584614625	0.501791299331396	0.404054986645167	0.720052657942193	0.792906414426343	0.77627905746618	0.78235133641276	0.678857451922554	0.710427586944042	1	0.39467728364952	0.658139595462772	0.493729127491066	0.886009669500813	0.715885806694943	0.776607246241506	0.831651141823335	0.0791206568367431	0.815094883173859	0.806710942170652	0.860722428586186	0.566343833620823	0.786651741731913	0.430916850324788	0.76957352277374	0.809030026615044	0.716934499996648	0.787746801139109	0.677344963077688	0.480881614350809	0.651963060337591	0.700994414502433	0.233681547869969	0.662505948030506	0.256852432549999	0.695542620640758	0.342750296295455	0.667612568588079	0.430152788578996	0.677875325294413	0.43032715524687	0.61387610242241	0.703798724312991	0.699256080396497	0.884371773511752	0.332671349103476	0.500701409025362	0.620731724715878	0.750858635904258	0.74306343784133	0.75900221002299	0.808368451663206	0.577158406188933	0.68608332443376	0.402715152954034	0.725649974919119	0.825938395794715	0.779931035344549	0.818742533620548	0.907703727870978	0.673013175776106	0.589571356138973	0.817111981993992	0.368647001747641	0.73132161820205	0.653240525122048	0.885909223742258	0.795488308418968	0.540539678807794	0.417396022293735	0.491017336281577	0.581867156113918	0.824347578946909	0.878995756106354	0.85299420020132	0.701486542530533	0.759663556577187	0.612759110629597	0.570915642631796	0.7236117622914	0.653341241707618	0.817931208094988	0.69845404825831	0.824570173515399	0.599900619550399	0.886211583697435	0.410570882578149	0.789286792052465	0.286060545426029	0.158845184420702	0.917014761068934	0.769209792678088	0.0164270268406545
CADM1	0.924128133722616	0.381328490622936	0.535008899996699	0.805123072756493	0.331803002337017	0.711392076669534	0.910111323296389	0.525685969036695	0.954170768411115	-0.0907953313529313	0.811121665303604	0.430635806391916	0.864723323385532	0.81480313216795	0.884643254864022	0.814147351057857	0.869568492862998	0.457197247478838	0.896075994459018	0.86312612140763	0.19427432490262	0.721039356899898	0.337362034046193	0.96038830730122	0.699054419772926	0.838814696572087	0.922490501075304	0.964283003334678	0.945070149181529	0.938780476760686	0.890477278686216	0.836270286007541	0.73144711922074	0.808204294514193	0.733581365363997	0.684465315960425	0.354254203356104	0.39467728364952	1	0.918039472530604	0.882086631371269	0.509195726755062	0.453775607274558	0.496233436775206	0.127365316513142	0.920242821283501	0.543287333194382	0.753206836098619	0.651396250016544	0.910987892846921	0.538378525505117	0.773957118601068	0.406782282204062	0.28278713568264	0.856541215947664	0.678748129438582	0.34317819097167	0.941422372627579	0.896931333205172	0.80620859455218	0.912009866057509	0.870245771907734	0.868255946378539	0.701196743434028	0.961290484501199	0.0215152197189047	0.944182982011666	0.601338886979946	0.897920572669301	0.0896619726805366	0.417224286549366	0.599786023705006	0.40555855396499	0.785538636148465	0.532597188345581	0.33421073377218	0.672551495746383	0.80936583239726	0.00329383010160991	0.254793456073545	0.823659606937479	0.872504059797376	0.969342268139364	0.734820430322453	0.135797373108412	0.279883659497314	0.536019354290373	0.305972786674617	0.657508592905668	0.226102307904515	0.0935457882564892	0.962846391472478	0.736343896220126	0.88164107342728	0.580822316156255	0.810320080474585	0.824624261336582	0.895501576075387	0.934944714158534	0.855493267851342	0.518668950454652	0.658347253158752	0.534201337998962	0.144258966058763	0.67045311847543	0.928995568457427	0.82319835742627	0.812464448852498	0.818515748877481	0.559833055632383	0.806402028919047	0.522799489704922	0.948550450096565	0.49972794269608	0.974139298906438	0.651552753779239	0.940647735892105	0.892313522929449	0.540652507123703	0.347139719723639	0.100740546953364
CANX	0.936478671084115	0.653990064189849	0.715683731360939	0.930960696836284	0.600777966262666	0.899730559437338	0.86097566646155	0.760854002964426	0.953092660879075	0.0940721682126484	0.929034261759301	0.655308479098295	0.937196681710436	0.917107628611611	0.841159498190062	0.83477558826205	0.959532931147211	0.68839795991996	0.883938832992015	0.893436541258878	0.490992702728724	0.873960151324678	0.62671461542125	0.900013876516962	0.881853219363225	0.916143318351718	0.938794671489688	0.894009086821927	0.921821074995859	0.955085442787011	0.881532745787031	0.952975008429251	0.911434247847951	0.925196367156818	0.866424567151702	0.856605932019421	0.602839170250503	0.658139595462772	0.918039472530604	1	0.903756058541943	0.694197621569166	0.676387394414125	0.730490152885455	0.434911343140204	0.736874729084543	0.773167605365505	0.908256634193617	0.871282008991942	0.951667445463278	0.738097641477201	0.801788820301068	0.598283133295974	0.498300753642798	0.949971052019463	0.842081173610472	0.578315881873871	0.942364484875737	0.955736979011658	0.915141929968302	0.815719280080426	0.919861834803899	0.773220804227384	0.82258600701717	0.874861836151428	0.302820203466206	0.898984003552597	0.747539231319905	0.867108411140118	0.391876761717895	0.618938197619014	0.743736079593299	0.625243602430512	0.736768420627611	0.654515675440701	0.574315847624008	0.815715240873155	0.923400877932118	0.309175817520724	0.491120081816453	0.874453164556084	0.917344751181192	0.910198814943533	0.840200725026188	0.432366107746083	0.562045214251428	0.74126744488977	0.56413026630932	0.802080680581842	0.384994290966479	0.385127696906303	0.90814628236363	0.888320175991354	0.944849888273631	0.822033572187891	0.949664272611213	0.893775944719324	0.854603883477291	0.92730995759137	0.914288664713189	0.732816545263289	0.840076368790458	0.72439848915647	0.400784266725744	0.863880045311548	0.969632466511676	0.880527857004841	0.908492908468348	0.871540258232143	0.75000618562193	0.912149697212384	0.740421978740952	0.964631833238457	0.696945985421983	0.922019446482252	0.847525333931034	0.846998764292056	0.75197079136164	0.78246078387515	0.601737659929796	0.123653853864308
ITGB1	0.840245334578247	0.482118207375715	0.661243150290977	0.849269355773902	0.435045522158869	0.753130315181156	0.721394426607127	0.594098504745609	0.879474645139421	0.0650618360431738	0.818702924868653	0.428139281374988	0.880491212005806	0.731411430698193	0.910091743819428	0.86625439969954	0.838202823934408	0.588500091815905	0.773428162410462	0.753473644759961	0.383321228575857	0.772553470720601	0.456397716580576	0.860556595241345	0.733436197059444	0.85977564850284	0.809899256942489	0.869003942477847	0.868891278309878	0.914110284753741	0.787666985430262	0.860533815238971	0.747908216292918	0.872480838440857	0.770733253498777	0.712839370840572	0.494760013700213	0.493729127491066	0.882086631371269	0.903756058541943	1	0.611903333037903	0.564429180741241	0.586555175797831	0.281942780748249	0.797178109718981	0.63288640696646	0.747808990418902	0.732599807729092	0.919028276782429	0.565754560470582	0.628310460643662	0.572358037022497	0.370965159961547	0.847819788806082	0.713445557887296	0.434709992659166	0.875867345729915	0.926896276437492	0.763587186193072	0.848503890489029	0.824906594710407	0.606757577021464	0.678355200368398	0.790790882220822	0.166898397835823	0.77865610731976	0.571781097241378	0.750687200510854	0.292155798383601	0.514411108168137	0.628643526082475	0.49774583613604	0.529632562474112	0.519028351787215	0.408237815565632	0.624987226257724	0.766311267132143	0.172198843841886	0.405719089528596	0.74545757600334	0.801665111491656	0.919759500414418	0.775315992082253	0.310119984362255	0.373400152688353	0.602474655498559	0.407889284509493	0.824337949597478	0.321143050809109	0.22819390181155	0.846145957725731	0.769597833883604	0.861563095495742	0.68271822548538	0.806814503808287	0.812494204310747	0.907488077825029	0.918362026544938	0.753217219668202	0.560682990604884	0.754462648554154	0.675966802574507	0.321995818104233	0.699539653530095	0.944407594230313	0.86742684832809	0.858680440306739	0.849288170836064	0.709644473467779	0.850216949407786	0.689112357744618	0.92010251464782	0.629651756769276	0.904340022850422	0.674100549830635	0.771644715626646	0.881570506721611	0.687102324885277	0.464274620639015	0.198559267884918
ATP5F1B	0.614521164483179	0.812726885746819	0.977246511748135	0.645521249990865	0.620725926015833	0.786990055433217	0.401941282381772	0.817629286795216	0.543615722110854	0.468466326144254	0.698792683249695	0.636549087337414	0.787326557868829	0.659015922716286	0.569329289875884	0.46375656961248	0.737101198736984	0.924742127099678	0.562395846008124	0.435896804218457	0.772398055022692	0.613911614397523	0.788873044418625	0.431828994403857	0.827673792055068	0.831585532117819	0.587449731642807	0.506999921272702	0.653558724345794	0.549007927085578	0.439311869637577	0.719752310930813	0.731431651968991	0.804569841508681	0.83589711974622	0.591537873095577	0.623779193857506	0.886009669500813	0.509195726755062	0.694197621569166	0.611903333037903	1	0.625503448907837	0.677530432750293	0.683828975122194	0.245564911711293	0.763684940176698	0.766641850558631	0.816902486592253	0.590809035137641	0.697530485102938	0.347972499997574	0.793164976701016	0.79226096884054	0.745502000172567	0.807460755488541	0.529581034428368	0.536610688010839	0.750414506127564	0.734871802026734	0.353269428529934	0.701550021906889	0.276172900582963	0.675403451205562	0.427031589011611	0.464157050416582	0.489928008119634	0.62807415055013	0.482615605941653	0.499406444666263	0.641175347036329	0.681631212231343	0.927163931569918	0.296482253367784	0.385166858491021	0.448538454125539	0.737032271745044	0.735577411130852	0.64503125729339	0.815050736608692	0.584469607410837	0.74733296873417	0.553016669093797	0.825691816247765	0.713627094569064	0.623306386784886	0.784280610828643	0.88728411448408	0.703289184442203	0.613087377873675	0.730388331859867	0.416246266317697	0.697125462882091	0.72085424055881	0.865231161022247	0.783651167020908	0.561677311240339	0.569633977515649	0.599781824046924	0.559151540293625	0.749024623052646	0.92662560827913	0.972242753688626	0.748071448350752	0.719570662774334	0.704312620140406	0.621792574002841	0.823562247841892	0.809231479029313	0.874412796100102	0.731084911655276	0.818675317009065	0.702249995623089	0.976081375428718	0.531039020164247	0.662526849531973	0.353772868496	0.326385731197246	0.904159026227419	0.666720183874417	0.0652639335544406
INSR	0.6012031027113	0.686950857774387	0.629591372298436	0.713369846341569	0.834961605409888	0.811549810906246	0.437622127196478	0.770530368227578	0.528057574270341	0.46403305039598	0.650954339741724	0.755140157527745	0.658226009808165	0.618037223455374	0.424103790374093	0.653629233550882	0.697835333513984	0.603899146994686	0.446120278512016	0.561935393254012	0.805742544317426	0.810870080029721	0.825714665434613	0.476497665680082	0.777531427969923	0.633628925112118	0.572513450373948	0.453819817128455	0.465204673203895	0.622894009418516	0.404172950628628	0.742017656814063	0.761896424952674	0.715292045479965	0.678593967383762	0.808400825881046	0.818468183232536	0.715885806694943	0.453775607274558	0.676387394414125	0.564429180741241	0.625503448907837	1	0.829550610179394	0.681882703603884	0.246409183700974	0.81290231728674	0.797975012562633	0.799057810304124	0.662148689068973	0.814312674946937	0.630080551894403	0.754524396501036	0.411879287396355	0.671493028501961	0.698296769551433	0.802228276823388	0.585405719614793	0.635101897786402	0.603863291821174	0.376890947287091	0.689991426318631	0.31311972037387	0.522586276602663	0.431821417575272	0.752342752303882	0.453180276235285	0.741426674553355	0.510372532816937	0.597268864776596	0.685248999564596	0.64422343196633	0.618680218176843	0.372797095292693	0.768927033123985	0.524236100202907	0.547813786962607	0.650592008494677	0.674575107822351	0.701100441808546	0.652651732177976	0.601322024554141	0.462329524761191	0.627051230110026	0.744120853730888	0.727405375385843	0.722277882878761	0.611421270539942	0.760436275029478	0.429885540203544	0.647267338005259	0.465953647649374	0.648044712943321	0.642489375832593	0.741703245117891	0.767067225823928	0.675888061525097	0.579190364062764	0.575389510266616	0.572542341039959	0.844836005175085	0.756564363594789	0.619669882677868	0.4739528068411	0.817100745738718	0.633087831496521	0.632758092500669	0.639910328536298	0.491069956106755	0.642383008437724	0.728260362146296	0.686588267904797	0.615952086622312	0.654591033440132	0.464141552307424	0.83360593851807	0.431974087231258	0.303808749054464	0.804823370804175	0.796576782828122	0.0935083048039041
VANGL2	0.660147617716608	0.797446496593896	0.666372357564604	0.815385448853278	0.85969407598283	0.88186161413508	0.501831799923615	0.842225371737238	0.598509140253487	0.406021126075179	0.744003367491196	0.783638757823264	0.688659108401646	0.72030780630878	0.447813217226701	0.6563528645968	0.752859507304732	0.684167839096876	0.540418668586428	0.64435345619357	0.778826900783809	0.832773580810183	0.868308743364713	0.513635021408486	0.841031000054308	0.687568329764241	0.652588759721194	0.493179039168384	0.535279770336874	0.668474905777808	0.519333914006383	0.770775645645353	0.853813520125848	0.793586311495093	0.710943448458525	0.843002066151309	0.830194691668825	0.776607246241506	0.496233436775206	0.730490152885455	0.586555175797831	0.677530432750293	0.829550610179394	1	0.779215116139685	0.24222849335202	0.886625024835749	0.838934084370645	0.871309968166843	0.707098296474759	0.842504682495221	0.619022635062307	0.646988573365042	0.537671143416025	0.77418459013124	0.724143459117733	0.822830638584349	0.618854357093301	0.703137845858372	0.697054011522245	0.374848339987125	0.707523825456419	0.364865618460054	0.64770519607403	0.475421282137934	0.738110134940062	0.5150734205052	0.820008924361856	0.51737232702211	0.648960243577821	0.748941086820743	0.72583575586446	0.67382653734159	0.413109170328358	0.772336140475243	0.682777228238657	0.674524816786132	0.711358734555257	0.701971998797214	0.656820281402027	0.689282440372118	0.621807717898343	0.502387341834009	0.705598041624477	0.7449605149689	0.789932464933242	0.80109533172891	0.720640411716364	0.731337980712287	0.489106949772323	0.716819348309024	0.511980604329389	0.783097759720844	0.713881064086936	0.799314479272569	0.82932486667849	0.674186563523474	0.543200408262062	0.587003617096131	0.638254415678353	0.810140201977965	0.799000107155082	0.661473021360208	0.438688903046393	0.850162046470786	0.673174288574421	0.705036680100445	0.697117642035058	0.569423609929426	0.691339915549612	0.730724034402189	0.72763537953388	0.642724661749309	0.680722927562379	0.526808472882336	0.90752214321276	0.416239606835073	0.308097636745419	0.839517709229828	0.789368452322576	0.048706537950085
