""	CCR1	SIGLEC10	FPR1	LILRB1	TFRC	C5AR1	ITGB2	KCNQ3	TREM2	VSIR	INSR	CD74	AXL	SORL1	TSPAN14	ITGAM	TNFRSF1A	ADRB2	CD81	PILRA	ITGB1	CD4	APLP2	ADGRE2	IL6R	CD33	TNFRSF1B	C3AR1	P2RY12	PLAUR	ITGAX	SLC1A5	ENG	GPNMB	PLXNB2	TLR2	LILRA4	CD163	TREM1	TLR4	HAVCR2	LAIR1	ADCY7	SIRPA	ABCA1	PTGER4	LRP1	RACK1	CXCR4	PTPRC	CD9	CANX	SMAP1	LPP	SORT1	TLR7	CD46	CD69	PTPRA	CD63	ITGAV	C1QBP	CD47
TNFRSF1B	0.884435620556677	0.82474718070965	0.849497507388109	0.805509860547926	0.840420996906092	0.866963995536493	0.879590876055855	0.785495266906886	0.820719425490036	0.581619675116044	0.424837369923198	0.779896625675203	0.740010150553556	0.700091328825652	0.734332046200592	0.79804834860494	0.856987696482856	0.262650465710651	0.894472240870367	0.772336697917105	0.876832765836354	0.869539297411315	0.901354910458085	0.636986960360163	0.765991292953895	0.592459464436032	1	0.743049158948722	0.144976257634563	0.819752426676812	0.825082684474395	0.601530277688541	0.863432881092693	0.834948501609412	0.817367613651991	0.627166399503828	0.617777748080497	0.898011729881023	0.713727717411579	0.632546972199869	0.811179641103929	0.87102763957017	0.756141883118897	0.86557358470329	0.901818058814871	0.856722983102876	0.886463215751642	0.774176723177828	0.433039928227471	0.715556320087086	0.778820621615963	0.864013260959681	0.601599008556857	0.778134455426717	0.664090176997731	0.646801048522713	0.725299363610459	0.72347464821668	0.668923890330088	0.855987847009833	0.863002729379002	0.777005534529057	0.692868653360559
C3AR1	0.766470181238469	0.73550596478856	0.799094746917285	0.783128289777871	0.734988681591441	0.74448438992448	0.776255735467647	0.749323255782273	0.800452752714914	0.758534804670988	0.432904032217683	0.842578143191069	0.789454987271404	0.823640407280998	0.81174461104212	0.768554639928318	0.781097030707825	0.440974748950528	0.781072180949448	0.786271805220425	0.737407927118091	0.79383514561594	0.730762655745657	0.65794437591021	0.774581258716027	0.633647199960417	0.743049158948722	1	0.396419600014845	0.694828719874464	0.804103566575424	0.691747342414024	0.673363913386043	0.557492096919481	0.752333576840782	0.709067828352484	0.7249266912558	0.690971493633753	0.684975804282556	0.695965215755736	0.834576901177307	0.835715955045043	0.696550006602624	0.743207596059032	0.70016395966651	0.772826612510154	0.782656666089922	0.72131106509194	0.527708975961002	0.793197091855582	0.687668405546176	0.716408998575839	0.643616562128687	0.750256058622259	0.703171550387078	0.69914372421498	0.655798299106654	0.735008496315304	0.628233397629337	0.71122687305023	0.768379251366641	0.682050922106813	0.624391094965842
P2RY12	0.135999935535238	0.0943835762443135	0.194525398652946	0.230089448195943	0.0804457328328988	0.119945142786339	0.152575376154402	0.275117270556221	0.160405159538921	0.48366246283799	0.255583254699881	0.284059871529803	0.252147904532956	0.344515900647463	0.255610692971029	0.2199002198236	0.233102324193094	0.416794530362346	0.127954861777051	0.246838260535318	0.064940335307516	0.174304905940836	0.0469307689159416	0.109493730268264	0.211335665133164	0.218767121688267	0.144976257634563	0.396419600014845	1	0.0589346517897392	0.234544791400008	0.364684505815599	0.070525310489178	-0.0347184203454462	0.147955420202219	0.32142988664751	0.358514275047996	0.0300401237884984	0.155236186609548	0.184563309006467	0.213124940061703	0.203185176676014	0.264200189187662	0.099845065084656	0.0495027590405443	0.130145722572327	0.0951781845497409	0.155897688148557	0.357877909313493	0.326405050801335	0.0424546200228951	0.0358483184391458	0.0887701158480126	0.183210310162739	0.29242139686475	0.300509877088397	0.201692900402345	0.149164912832307	0.0964321271705165	0.018713912961617	0.0830208268472076	0.0485525473439329	0.139776361211063
PLAUR	0.78474004400115	0.846559654973309	0.858116804063192	0.715909546291709	0.885769056245137	0.920161867821288	0.809585260705072	0.729752753044116	0.799760447816983	0.567691803042321	0.379548412546347	0.821496370352834	0.769032462974382	0.65084297455118	0.801399555530758	0.734578899916752	0.822685322938377	0.0659420710599822	0.823565799804722	0.767733568974839	0.812010288135543	0.85237987348985	0.834052490596916	0.80998720808146	0.718845791601343	0.692499340514034	0.819752426676812	0.694828719874464	0.0589346517897392	1	0.754336551855478	0.628283243652279	0.743578456491261	0.661674723059696	0.801428591488959	0.593892324474925	0.555833565176396	0.834773139585088	0.845050960249768	0.596792649433657	0.792375496138374	0.79198105581256	0.711252008920515	0.809204229383509	0.792424121589604	0.849361941162709	0.843408091508275	0.751210533892141	0.333586258487245	0.746290436505384	0.736016392836626	0.80412425070985	0.578393544653719	0.718847198178798	0.636246810077175	0.632661035539715	0.640415569280917	0.869808406271023	0.613114422175262	0.802141464829566	0.890529572235968	0.739145651678286	0.628889375620716
ITGAX	0.828402721254522	0.773633576226381	0.867937456649308	0.826734691076348	0.797842292603506	0.809189538958867	0.827872320182133	0.756955873247492	0.837493392801933	0.643460737968317	0.451831978586211	0.837122575116608	0.832385595155733	0.835887171584838	0.814064640277587	0.769902825494112	0.827747785642463	0.342166924085055	0.85860372899611	0.776467823455762	0.837221052788297	0.846745250448662	0.803916920670795	0.74281096983916	0.790879678992158	0.602745430743463	0.825082684474395	0.804103566575424	0.234544791400008	0.754336551855478	1	0.684035759043812	0.756863956846167	0.668464897185585	0.811667212252944	0.657609170973957	0.713858877085762	0.780810788754021	0.72987597367793	0.622996172291733	0.851343827936612	0.859491754915304	0.770651835956795	0.814827673712273	0.803701364391358	0.803243245764035	0.874083156996793	0.780112582986093	0.543315317815062	0.804117550191468	0.838550137356059	0.803852392910697	0.638927091084313	0.813923544446954	0.731531037840781	0.731482734276138	0.711738533099131	0.74695787937936	0.658714832798814	0.790166255489324	0.838629160126262	0.739161304745605	0.642723194175679
SLC1A5	0.606216411983391	0.496720136884249	0.70561793490565	0.683890464616444	0.58610517866431	0.674749380561678	0.591424723245549	0.594020968349963	0.633565050474202	0.693247144287798	0.544733506609729	0.769508464372587	0.763500876930484	0.775311646131518	0.773660208974031	0.617365111396425	0.670026831162111	0.237564672651366	0.625540055070731	0.731787858420167	0.600573872031226	0.657741879511298	0.524639131427275	0.72947462603455	0.612985747109653	0.617922045906598	0.601530277688541	0.691747342414024	0.364684505815599	0.628283243652279	0.684035759043812	1	0.490703389949456	0.317491080577767	0.626048328594641	0.546050659150107	0.678272111573889	0.518477298119366	0.738802153306488	0.397592748039371	0.64153574951826	0.663830509949097	0.659677372187965	0.606946631097592	0.542256363357594	0.677489854917067	0.663992790975435	0.720848651348345	0.562097790421913	0.803419765152039	0.621540933171479	0.527041195178567	0.576531397026711	0.676770825021312	0.704773024124288	0.754592132229432	0.578326319104081	0.748960151993356	0.496247939909522	0.477354072019563	0.631747144317078	0.625122173475379	0.502852157120563
ENG	0.83257853932505	0.770600223841222	0.817898174023153	0.763061948551542	0.702440140117483	0.782829852848712	0.890415962951207	0.696273182193807	0.801775541305467	0.436307933535324	0.352561135950806	0.693811886602372	0.639504045259347	0.574268440607483	0.597314323955031	0.762053645546736	0.788209656120627	0.204652704675916	0.856912485471643	0.64897232619577	0.858884433506063	0.836772979222236	0.892905757206028	0.545098905342898	0.673099925641428	0.505273799553805	0.863432881092693	0.673363913386043	0.070525310489178	0.743578456491261	0.756863956846167	0.490703389949456	1	0.889900475538468	0.783216119142404	0.519529566925594	0.551854510057248	0.864804077584835	0.639620450259331	0.517336542103212	0.763260484516796	0.833392478703813	0.656066863317488	0.82139924539611	0.904713800509905	0.783503242635783	0.821094858879924	0.713903321308037	0.261578471384172	0.604001619533659	0.731840529300618	0.825350960771401	0.56586940372387	0.693887927052671	0.548697450711302	0.530034881343799	0.632457376008027	0.60819589908728	0.606999363708551	0.87369435667787	0.787300997638155	0.747633840337728	0.653136603874418
GPNMB	0.817443336923785	0.730158345259684	0.675352530049103	0.676727061991319	0.665971170765744	0.722299788183093	0.844187615210702	0.626646625739806	0.733094717210627	0.265914275887723	0.199695804520784	0.548970799519236	0.530160356421061	0.436597744278147	0.464661704204778	0.68828849113198	0.697324233864465	0.151541136515853	0.834773442496049	0.540308868031902	0.79494835994951	0.771604802710575	0.888288324512513	0.382245877343053	0.58978213520283	0.386907778522565	0.834948501609412	0.557492096919481	-0.0347184203454462	0.661674723059696	0.668464897185585	0.317491080577767	0.889900475538468	1	0.678807780722825	0.383604887596738	0.477440310011675	0.891425534950073	0.484561200817578	0.476873952420863	0.64492234236869	0.76744405261081	0.556445829573224	0.810019457126613	0.90209427194823	0.696597859912372	0.774056880951603	0.630335028656463	0.182810769610178	0.399024364505158	0.698043935328288	0.820168432517226	0.489808687784193	0.623503480413676	0.424687511224655	0.391214751211078	0.559893411946471	0.472077392838226	0.528527360376743	0.874371528935156	0.718517476592579	0.65328646634908	0.568720332039571
PLXNB2	0.795274750511646	0.774314859288818	0.827211488451478	0.751168286444578	0.793913253647417	0.821364553086335	0.806517425338322	0.755225419185831	0.774524022234468	0.617605083337643	0.467464523139525	0.788657098711523	0.740712140455328	0.737230633751305	0.748609762439183	0.763025916888556	0.803612680215114	0.278992312598858	0.827926407719414	0.735569463671899	0.845205958030223	0.835436433222025	0.821091970945889	0.702284355956329	0.709108069995838	0.640707850469368	0.817367613651991	0.752333576840782	0.147955420202219	0.801428591488959	0.811667212252944	0.626048328594641	0.783216119142404	0.678807780722825	1	0.675231941720348	0.63264758443785	0.77759278214001	0.73387395872257	0.610538984929868	0.78677198028679	0.789062613058797	0.726341253940488	0.815247050788496	0.804387301305891	0.792966535086623	0.846564498001936	0.744171228349884	0.414050797896329	0.774190854029238	0.763308941948699	0.794621163004959	0.652421274138684	0.775236672930281	0.689717782446351	0.662569855567377	0.669123709269619	0.75562266870619	0.636924161149127	0.784853999535731	0.831057176494633	0.744374934362964	0.69485567010761
TLR2	0.605339647010847	0.607169450244153	0.661453730413797	0.600012354430202	0.658147073741991	0.629084920058839	0.585255845516879	0.629543607907575	0.561559331382064	0.760803916232773	0.51264815144621	0.679995401138867	0.621547672410927	0.731404950572445	0.734227892833967	0.659504785213504	0.67877964374177	0.490442692483476	0.609547122703642	0.697016494795583	0.628284185082638	0.682686832493243	0.597866234980777	0.618558994941606	0.679867573953077	0.532765925817673	0.627166399503828	0.709067828352484	0.32142988664751	0.593892324474925	0.657609170973957	0.546050659150107	0.519529566925594	0.383604887596738	0.675231941720348	1	0.578844846307709	0.565893821612234	0.612416143452288	0.6895488935962	0.758096008082925	0.650944186279327	0.654142515389978	0.619346030028852	0.562230772098389	0.620190072427343	0.681449964613588	0.546034311477733	0.543557788612317	0.759439529734221	0.510831392018888	0.56190757949679	0.553827234979544	0.68404890591717	0.618852962348894	0.626379304574244	0.637091831401123	0.624797364131719	0.550033607652885	0.516906706785828	0.628356256737735	0.554586975517003	0.56192057074993
LILRA4	0.715152475110654	0.561321236054884	0.665123915468767	0.735942051321751	0.65412065544547	0.597366666580778	0.692277510337154	0.640725097006519	0.758573391422666	0.708641478213821	0.407797424661591	0.79366589754492	0.796822302544692	0.796546562191097	0.710956564139923	0.634773785702193	0.682244182733311	0.382405694715564	0.743615171603481	0.737379491106491	0.658912228152898	0.724364610455729	0.599934058925544	0.602180463327227	0.625494027758989	0.655639232240873	0.617777748080497	0.7249266912558	0.358514275047996	0.555833565176396	0.713858877085762	0.678272111573889	0.551854510057248	0.477440310011675	0.63264758443785	0.578844846307709	1	0.61052951833087	0.547291283132712	0.519814997714087	0.718678192865015	0.732161592578048	0.617181201234781	0.700744222382559	0.580631248027838	0.63458265203648	0.715154639687491	0.735935336416431	0.378045173382652	0.704629005980162	0.667245825085082	0.645649904580408	0.606024137356263	0.726268719403352	0.687066954172179	0.672355154922451	0.60681277330396	0.661403063702907	0.544541987763034	0.611365761850888	0.666497141309543	0.615268812085452	0.42785464727683
CD163	0.91414083710108	0.862652970479646	0.811450389731762	0.765185207178836	0.87170379872753	0.847690012309055	0.925205702634061	0.74070145401623	0.864598724677503	0.48864913630326	0.284825675483211	0.770593690940847	0.755010633472272	0.636815194794986	0.716293672548849	0.798142981135326	0.849227704395286	0.179371072881398	0.946712461215598	0.765332125043976	0.897196395146647	0.905002391870953	0.943717520634805	0.65193839681964	0.71828312839098	0.592819634177562	0.898011729881023	0.690971493633753	0.0300401237884984	0.834773139585088	0.780810788754021	0.518477298119366	0.864804077584835	0.891425534950073	0.77759278214001	0.565893821612234	0.61052951833087	1	0.652686458307362	0.611255997629073	0.806242244359784	0.8684034625438	0.730437810345235	0.9063514207058	0.920389009134147	0.820048402084238	0.922751086487263	0.805686574119081	0.278339122261329	0.633051929407775	0.789105584758734	0.925464124757785	0.63107354584679	0.766552086388333	0.603000076880366	0.587434876958405	0.692817076334681	0.705515149037751	0.670354833474317	0.91774077874543	0.88883564019461	0.78989272968558	0.618044808282828
TREM1	0.684662928770052	0.656466315728301	0.819831010198721	0.694058844887415	0.735016476823882	0.862419745350785	0.670351718791536	0.639177445366186	0.674679227868225	0.614800511576626	0.508532530111791	0.765034903499618	0.726111663648523	0.673778783403373	0.81549075352261	0.66279586194151	0.715279214890854	0.102861990307574	0.699537607610543	0.723298982649278	0.72381599649706	0.748020466665683	0.689311993244576	0.828867451832428	0.713823824953288	0.612013738060446	0.713727717411579	0.684975804282556	0.155236186609548	0.845050960249768	0.72987597367793	0.738802153306488	0.639620450259331	0.484561200817578	0.73387395872257	0.612416143452288	0.547291283132712	0.652686458307362	1	0.470941328649998	0.735033692466569	0.706802839324988	0.649878724388215	0.697655728039633	0.701232448574497	0.816919297671506	0.749046525505277	0.700971629280765	0.482723987381642	0.795553096724216	0.687773855196604	0.652424119932407	0.514048045180548	0.667001757996448	0.637668688745482	0.649990865092033	0.608421287165254	0.859085803853913	0.559774432059491	0.616020888468355	0.761414689858213	0.68477370538545	0.632576810489999
TLR4	0.622688447270647	0.661435740293913	0.597601152257605	0.560793114621947	0.682432971476231	0.59198073416163	0.601710451785501	0.638928962925462	0.583042675474061	0.597977748247456	0.322128288222293	0.611734133358366	0.584353354815602	0.612452806702137	0.622634246643722	0.645336437245221	0.6749046711401	0.449024687990963	0.627473432684598	0.641536287298104	0.608180794410494	0.657983237189588	0.643459082309313	0.486029570383008	0.617827030692392	0.490861776233706	0.632546972199869	0.695965215755736	0.184563309006467	0.596792649433657	0.622996172291733	0.397592748039371	0.517336542103212	0.476873952420863	0.610538984929868	0.6895488935962	0.519814997714087	0.611255997629073	0.470941328649998	1	0.729509718739223	0.635744120578659	0.58400484808418	0.61922050082524	0.567729095150108	0.609740621110869	0.664430885563646	0.497942845614394	0.363583588947077	0.585784815473316	0.50967539253384	0.620568008520694	0.523001109843868	0.613147909562023	0.532998200504146	0.548003577661512	0.567017325618781	0.527706348086315	0.58417273241886	0.590517782266152	0.657102953096706	0.53193909848665	0.524246522215282
HAVCR2	0.836749441971109	0.835046172628547	0.865682924089168	0.792472122766783	0.848275851959087	0.806390069961651	0.850515594414044	0.757324805896768	0.844357883100586	0.717478778345011	0.402796234145309	0.860345076047777	0.817033389430009	0.817564872827495	0.856895133138279	0.829262541386339	0.863271245242534	0.393074251085427	0.855975597408318	0.825703096718448	0.86261336188699	0.874466094583829	0.816491231732422	0.745048356004325	0.814474501632385	0.635924611317959	0.811179641103929	0.834576901177307	0.213124940061703	0.792375496138374	0.851343827936612	0.64153574951826	0.763260484516796	0.64492234236869	0.78677198028679	0.758096008082925	0.718678192865015	0.806242244359784	0.735033692466569	0.729509718739223	1	0.859822297564422	0.721780460926742	0.83931351119446	0.795303052142037	0.829239654224167	0.885822881062687	0.755208425860006	0.461689429124157	0.832055011282144	0.769808546958076	0.812586613981194	0.682854995649427	0.809804515820885	0.669201227629948	0.692152057231495	0.751452173461651	0.783691548309809	0.728047568012661	0.806016512021801	0.864154036626397	0.749226319206509	0.627208864821638
LAIR1	0.894113318351799	0.830340851412544	0.874346267951518	0.863890481830998	0.824012194478792	0.845982343634715	0.922162223801056	0.781474582887791	0.903638360187617	0.666430935524042	0.436628562791271	0.879151577763787	0.850447767320963	0.809493605520829	0.789879128287877	0.827876343168028	0.875611785975336	0.305697393751731	0.917748288722611	0.795589342253584	0.870979151659939	0.902595310750789	0.872968262076034	0.689931035258166	0.767683771454872	0.658500422296213	0.87102763957017	0.835715955045043	0.203185176676014	0.79198105581256	0.859491754915304	0.663830509949097	0.833392478703813	0.76744405261081	0.789062613058797	0.650944186279327	0.732161592578048	0.8684034625438	0.706802839324988	0.635744120578659	0.859822297564422	1	0.764081851272665	0.881247565800628	0.862260046967942	0.851890885307837	0.901261815542055	0.851407940334743	0.43811574040339	0.761977728947598	0.800204317473649	0.865741047914641	0.689760565736981	0.8467236483082	0.730036303475657	0.712338268434716	0.700402929302913	0.78235357067456	0.658526667890801	0.867093289830661	0.881037630899653	0.801498349858224	0.659089004667576
ADCY7	0.76687500701815	0.72533966369976	0.773290029954699	0.689138250857811	0.754377469843536	0.735660481193822	0.751568764219512	0.742372052248315	0.72367288716198	0.665504314512811	0.373085950132751	0.779858563145466	0.729127176206319	0.739364753389883	0.742347786610225	0.704031795703643	0.790620722021303	0.334585646378613	0.757607173486877	0.782442867350329	0.726715263429766	0.76386025990133	0.747307925126116	0.659300960673097	0.679269052152828	0.582683189777355	0.756141883118897	0.696550006602624	0.264200189187662	0.711252008920515	0.770651835956795	0.659677372187965	0.656066863317488	0.556445829573224	0.726341253940488	0.654142515389978	0.617181201234781	0.730437810345235	0.649878724388215	0.58400484808418	0.721780460926742	0.764081851272665	1	0.737141836841715	0.696943061731709	0.746851146760072	0.774450604905538	0.73051083332498	0.520567465141825	0.751001453123461	0.657148685447899	0.741397021613774	0.587018567037053	0.722428666103692	0.720889866843374	0.722206793156851	0.65707682684173	0.690516097498908	0.610537355055782	0.678862864478542	0.780504346299445	0.677048096817999	0.596502278749436
SIRPA	0.894961554182395	0.81883063896916	0.836798223499227	0.805949013551575	0.840273770060355	0.84936375777137	0.906171465578422	0.78155547979716	0.865864810417879	0.600007822827274	0.38639137263101	0.819242440280976	0.804671097124526	0.738885632538904	0.765976064491208	0.823694482402254	0.848317393599501	0.206124489300878	0.931064065866424	0.779358739452529	0.896435394359924	0.903992527840394	0.898112453818305	0.682741641263007	0.739971283452769	0.665565601203739	0.86557358470329	0.743207596059032	0.099845065084656	0.809204229383509	0.814827673712273	0.606946631097592	0.82139924539611	0.810019457126613	0.815247050788496	0.619346030028852	0.700744222382559	0.9063514207058	0.697655728039633	0.61922050082524	0.83931351119446	0.881247565800628	0.737141836841715	1	0.879460148807861	0.843249121531793	0.907763250844144	0.82874718261934	0.365732815515935	0.704429394011801	0.817732682121006	0.885824186419005	0.647145438532501	0.824338170870155	0.682130007163682	0.655931181674389	0.725464852899072	0.762947863533046	0.670035911504671	0.870946799414441	0.871280181460278	0.78839654244544	0.643864275179478
ABCA1	0.884427371667929	0.790601596537163	0.81342956701801	0.7919087215423	0.783823153562001	0.860705400176976	0.88618038920014	0.718730782196482	0.79795456409126	0.478750904323705	0.389589637007928	0.714546326234714	0.690724769835247	0.62616211692622	0.68361801265192	0.796241164795151	0.819706560281104	0.240313013921009	0.898817617304362	0.719760567456843	0.893592176325254	0.877192600944314	0.928045614685396	0.614161059456314	0.724096719091035	0.521536350713391	0.901818058814871	0.70016395966651	0.0495027590405443	0.792424121589604	0.803701364391358	0.542256363357594	0.904713800509905	0.90209427194823	0.804387301305891	0.562230772098389	0.580631248027838	0.920389009134147	0.701232448574497	0.567729095150108	0.795303052142037	0.862260046967942	0.696943061731709	0.879460148807861	1	0.830228710737645	0.892732304343729	0.772325622142278	0.367335268935259	0.653159622755151	0.772992153497167	0.873047081500954	0.610446657574932	0.760056866338313	0.599789519130475	0.583338117693445	0.671504728956581	0.681436811547402	0.662710278540985	0.865501056596048	0.834248144090613	0.778128026341752	0.711823065623996
PTGER4	0.869681429196385	0.80246976443799	0.881862762409208	0.814872371579524	0.834316457316472	0.873242291947621	0.843131799155262	0.790995689364854	0.812702006409046	0.636398089112901	0.397460567786524	0.821495931897579	0.791736118042175	0.733154546401584	0.803907375522707	0.763467982498625	0.819463441305088	0.237297850521648	0.857245697308881	0.795534407854253	0.843023124999438	0.854034703356081	0.8385811725747	0.715236864566239	0.760671030665581	0.610635156404086	0.856722983102876	0.772826612510154	0.130145722572327	0.849361941162709	0.803243245764035	0.677489854917067	0.783503242635783	0.696597859912372	0.792966535086623	0.620190072427343	0.63458265203648	0.820048402084238	0.816919297671506	0.609740621110869	0.829239654224167	0.851890885307837	0.746851146760072	0.843249121531793	0.830228710737645	1	0.842522390643484	0.777988235602927	0.462267320124259	0.757968282596596	0.758011193726015	0.828647683528429	0.562648550573528	0.76928687679586	0.696695599699445	0.713700120339564	0.665868483930213	0.828866361944102	0.683682406471136	0.791520436216189	0.882709834747683	0.750466705682734	0.634654121524962
LRP1	0.901738155274367	0.859417004443934	0.871486062088391	0.823541166250636	0.89689282661193	0.870456873619935	0.907583948116513	0.787371649413924	0.885243176234836	0.639308899113943	0.425642545034747	0.870162252487166	0.850030304507804	0.804286847211745	0.837674862364121	0.857638506443945	0.886433204631307	0.245726483353707	0.945276539840064	0.842038424155387	0.928895449091796	0.925406802093839	0.919229263388644	0.772745752286528	0.788904046380781	0.674690740899726	0.886463215751642	0.782656666089922	0.0951781845497409	0.843408091508275	0.874083156996793	0.663992790975435	0.821094858879924	0.774056880951603	0.846564498001936	0.681449964613588	0.715154639687491	0.922751086487263	0.749046525505277	0.664430885563646	0.885822881062687	0.901261815542055	0.774450604905538	0.907763250844144	0.892732304343729	0.842522390643484	1	0.867974457708796	0.397971986640113	0.790858753470467	0.852204191480315	0.914267914627027	0.731680720056937	0.868385338949798	0.731568844021269	0.718428680312266	0.76112682959422	0.799443527988913	0.755353776872334	0.885245252178332	0.925779892868863	0.850883951548929	0.699817777196651
RACK1	0.809701063714302	0.72177817573347	0.815898574087163	0.789528446650704	0.773019483935487	0.783495201772972	0.858310088525443	0.726383990360574	0.898325389803654	0.6556655367896	0.387607518650115	0.909838181659965	0.909660054091625	0.795469000535682	0.773406703166875	0.764536979968924	0.8471552302163	0.164432328260831	0.880428445733689	0.822438710324299	0.843982063535604	0.867676159422115	0.793694140044736	0.756207229873462	0.636914746167714	0.796263162122304	0.774176723177828	0.72131106509194	0.155897688148557	0.751210533892141	0.780112582986093	0.720848651348345	0.713903321308037	0.630335028656463	0.744171228349884	0.546034311477733	0.735935336416431	0.805686574119081	0.700971629280765	0.497942845614394	0.755208425860006	0.851407940334743	0.73051083332498	0.82874718261934	0.772325622142278	0.777988235602927	0.867974457708796	1	0.292192590582688	0.775997406070799	0.82273096547364	0.838248439389116	0.692570789047778	0.834669895760416	0.794232690889047	0.773130258136858	0.709794074632732	0.8234777853986	0.62979674339345	0.798752145521041	0.841434445841448	0.872622296703566	0.621981691897866
CXCR4	0.396935350647253	0.307467424721003	0.452920055610045	0.441767335000872	0.351755764206625	0.450422731684247	0.308245253945943	0.429312928310153	0.255648800467338	0.549011760987534	0.498766501384968	0.400113630455304	0.382678180766895	0.587388168267111	0.536189163261347	0.433158517112126	0.407360440498269	0.46923935789936	0.323203649233637	0.448210518361199	0.331744269441994	0.376416091708525	0.307990382727537	0.388102267512542	0.523998523831332	0.206522654656828	0.433039928227471	0.527708975961002	0.357877909313493	0.333586258487245	0.543315317815062	0.562097790421913	0.261578471384172	0.182810769610178	0.414050797896329	0.543557788612317	0.378045173382652	0.278339122261329	0.482723987381642	0.363583588947077	0.461689429124157	0.43811574040339	0.520567465141825	0.365732815515935	0.367335268935259	0.462267320124259	0.397971986640113	0.292192590582688	1	0.578656805145761	0.28736848589535	0.240435826561355	0.282845005719139	0.436426335031067	0.465191726984596	0.494541377803256	0.396030224456037	0.408364321527618	0.297755599286975	0.191060093415626	0.341157092061544	0.242569778940476	0.348604324298055
PTPRC	0.704652322219988	0.6815584952198	0.830344193618111	0.74987405355134	0.741051787025213	0.774497186131836	0.705082280133652	0.730473205967544	0.741337807188026	0.818485156572869	0.552213145391576	0.877675387267512	0.835084948177747	0.878117707610634	0.87332560590028	0.755379157896767	0.810575665022575	0.366751106706934	0.722189552705692	0.842359452902227	0.737763887687818	0.791214192904396	0.65435349812492	0.823457873799776	0.735258310057846	0.72655686082574	0.715556320087086	0.793197091855582	0.326405050801335	0.746290436505384	0.804117550191468	0.803419765152039	0.604001619533659	0.399024364505158	0.774190854029238	0.759439529734221	0.704629005980162	0.633051929407775	0.795553096724216	0.585784815473316	0.832055011282144	0.761977728947598	0.751001453123461	0.704429394011801	0.653159622755151	0.757968282596596	0.790858753470467	0.775997406070799	0.578656805145761	1	0.676743322501819	0.63602779036266	0.638845829742802	0.783654357082503	0.783994195471983	0.805145097739703	0.716102823737011	0.83102370523674	0.61741785799017	0.598261004882529	0.763198692254494	0.711149746438871	0.615957602527573
CD9	0.804529165972353	0.736529787229977	0.823058263284074	0.783789070231267	0.770506167332092	0.761653884198773	0.829472474954674	0.710632276350617	0.883360071885401	0.500261277872721	0.369627205194647	0.810785201455084	0.822428110541988	0.725635842152101	0.741084027231146	0.699620139935611	0.764533078425924	0.0852730786344923	0.870654177705582	0.720113932426733	0.861678766307617	0.789743169962799	0.820829870574352	0.734326637565557	0.730775956342976	0.642234348863026	0.778820621615963	0.687668405546176	0.0424546200228951	0.736016392836626	0.838550137356059	0.621540933171479	0.731840529300618	0.698043935328288	0.763308941948699	0.510831392018888	0.667245825085082	0.789105584758734	0.687773855196604	0.50967539253384	0.769808546958076	0.800204317473649	0.657148685447899	0.817732682121006	0.772992153497167	0.758011193726015	0.852204191480315	0.82273096547364	0.28736848589535	0.676743322501819	1	0.867427836806313	0.669025311518309	0.795545275148039	0.679451723828149	0.656195744636554	0.66623504823784	0.760039652881412	0.681403085586024	0.864246403163292	0.83602092606753	0.835403850532023	0.663756398478064
CANX	0.909398949234066	0.862061957384389	0.825823519617105	0.782959384072259	0.877082159272939	0.807460555480319	0.918689809383561	0.763778434334107	0.893412144658468	0.513779237495432	0.284301530659346	0.807591679787512	0.793757635142513	0.670835089609346	0.726769735002135	0.767931806323268	0.831637088822798	0.174350888480909	0.945971304654083	0.753999206236956	0.919563168906171	0.877101136431847	0.934265027446002	0.662578761838744	0.700309855053553	0.604626226842096	0.864013260959681	0.716408998575839	0.0358483184391458	0.80412425070985	0.803852392910697	0.527041195178567	0.825350960771401	0.820168432517226	0.794621163004959	0.56190757949679	0.645649904580408	0.925464124757785	0.652424119932407	0.620568008520694	0.812586613981194	0.865741047914641	0.741397021613774	0.885824186419005	0.873047081500954	0.828647683528429	0.914267914627027	0.838248439389116	0.240435826561355	0.63602779036266	0.867427836806313	1	0.687909929861687	0.818498996527796	0.652001522577645	0.633751605017324	0.688586748965829	0.735598044197558	0.749103834066466	0.940743330880916	0.929194050563794	0.85649585918644	0.687955196797845
SMAP1	0.644225717881983	0.61087464827434	0.634330794120224	0.597654772435167	0.656300007376687	0.590549669650756	0.667342939180667	0.50935382084066	0.67938521964427	0.522354052922419	0.392403596360702	0.688074781338329	0.666531425326963	0.652817167472447	0.666394845209968	0.662229919289589	0.693533791018368	0.259152800959563	0.697452092565092	0.657815554394232	0.717045972253812	0.697138057190446	0.664285217294822	0.581366254506752	0.563496048505853	0.558838058595671	0.601599008556857	0.643616562128687	0.0887701158480126	0.578393544653719	0.638927091084313	0.576531397026711	0.56586940372387	0.489808687784193	0.652421274138684	0.553827234979544	0.606024137356263	0.63107354584679	0.514048045180548	0.523001109843868	0.682854995649427	0.689760565736981	0.587018567037053	0.647145438532501	0.610446657574932	0.562648550573528	0.731680720056937	0.692570789047778	0.282845005719139	0.638845829742802	0.669025311518309	0.687909929861687	1	0.735132717097525	0.588442529570479	0.580558923699341	0.548347409383193	0.618153927865594	0.644194941665413	0.67073634713804	0.707416623903267	0.722190784107294	0.594526745352864
