""	GPR171	CD2	CD3D	CXCR4	PTPRC	CD69	PTGER2	CD44	ITGA4	CD8A	CD8B	CD74	CD3G	TNFRSF1B	SORL1	CLEC2D	KLRD1	CD247	KLRB1	CD6	RPSA	TNFRSF14	NCL	KLRC1	JAML	F2R	ACTR2	LY96	SLC16A7	CD63	S1PR4	ERAP1	CD96	CXCR3	NOTCH2	CD4	CD163	TRADD	TSPAN14	FAS	RXRA	PLXNA3	DIP2A	CD47	NOTCH1	ITGB1	LAMP1	TNFRSF25	TIGIT	CD46	TSPAN17	PTPRA	CD226	SDC3	PTPRZ1	VSIR	ATP5F1B	TREM2	RACK1	PDGFRA	CD81	CANX	APLP2	PTGER4	HLA.DPB1	SMAP1	TNFRSF1A
LAMP1	-0.78190570798145	-0.812894813940777	-0.753565171880745	-0.708122428166236	-0.79590076999208	-0.676567012378348	-0.710213620312471	-0.672046192000319	-0.65434169703374	-0.509976820162526	-0.373018525639719	0.286049169185852	-0.778979763610777	-0.282761965284781	-0.0918044345451085	-0.786225302734309	-0.677003897324818	-0.556595676549126	-0.778440580112598	-0.786811330601692	-0.271427364307307	-0.817472161204416	0.674251065218025	-0.687043147987806	-0.356961500757715	-0.0891001344702248	0.34215338582912	0.368404101617423	0.00873597863741558	0.85954340474193	-0.737405453225999	0.461129673828588	-0.607337840851945	-0.421400508666084	0.645964429430033	0.145204816421774	0.442451620958222	-0.531211758688692	0.0277278737277171	0.0691072918575982	0.681633286294893	0.59788648279635	0.667673695399109	0.694875746471753	0.801897112657603	0.657252546851546	1	-0.733398880936345	-0.469536183466536	0.852023523480886	0.193008972078423	0.643840869133296	0.054991246681006	0.780186323535104	0.730259445449673	0.258920136839211	0.855983905431513	0.273858035003737	0.550405276684155	0.752720637000657	0.934245574220449	0.681097066702629	0.879189105994076	-0.742732581878279	0.322811554899154	0.739455838576181	0.877874881393865
TNFRSF25	0.614803876251986	0.70499666172741	0.585977964565137	0.509851085661653	0.709279326645794	0.456581023349936	0.553918598759761	0.531652237712777	0.594067277883388	0.224683370804657	0.362746867261643	-0.419170793167567	0.631472506840846	0.0912250280752303	0.0537832958071654	0.761929457835921	0.502889406682026	0.445393637535011	0.715865614701556	0.685908179628111	0.717164619294801	0.825687314327853	-0.189459181203026	0.509822130047592	0.102202317738999	0.492777380367323	-0.0238873395909087	-0.358603887470848	0.310866337673291	-0.511919968061172	0.551072945280112	-0.0972101263787108	0.377752194163411	0.0827399231981571	-0.253361064788527	-0.275803033585537	-0.585990686775976	0.562456272298496	0.0490063106722072	0.0144869081924828	-0.314057548617984	-0.334492427574993	-0.276529316375687	-0.326390254247617	-0.454849266662711	-0.159733441460759	-0.733398880936345	1	0.520918857997718	-0.555392494649048	0.0586841786530656	-0.192123334706763	-0.270970933515671	-0.364007520442646	-0.298128607845256	-0.579432834464877	-0.417652514333995	-0.395906580261125	-0.050322976010333	-0.366388869749645	-0.613474343945992	-0.306311076294451	-0.532207688402413	0.604656764864608	-0.389659593689599	-0.338267895280665	-0.629352664855355
TIGIT	0.629767833362358	0.621657245503904	0.463247238024222	0.65227357771764	0.783157358543744	0.491167734587776	0.367706306094869	0.628954304136219	0.908882040465108	0.585523955630225	0.791453221610558	0.326710993239298	0.626412185085338	0.756699448785339	0.654500793162734	0.612228462855859	0.410556386240704	0.904516594062971	0.620666006037488	0.497387675362336	0.506231063121048	0.580853796840029	-0.451707469356746	0.364776767612159	0.596096536353611	0.571545387759623	0.501567138023562	0.205957503977521	0.186714108690747	-0.490630625269223	0.299867029288978	-0.0996368309918329	0.114425424860642	0.0895093601581458	-0.627559834782346	0.518266275102634	0.163136155925029	0.383813493032136	-0.345362192583753	0.57727568502204	-0.564632342076388	-0.697745642521556	-0.261051982761194	-0.681610386649589	-0.621515993409662	-0.330768233362559	-0.469536183466536	0.520918857997718	1	-0.623454496739352	-0.596313399661771	-0.411473433524527	0.172158784196352	-0.490457884826624	-0.43698692162655	0.0349658670045518	-0.429625817703679	0.310467364143376	-0.327590718614941	-0.54939961539149	-0.335137698769814	-0.522737915094813	-0.538243368727852	0.581592879406513	0.365413197687338	-0.431142031107024	-0.507625286245053
CD46	-0.819215574445573	-0.863183631021481	-0.834624727129949	-0.893362812113353	-0.867848363599604	-0.852900264444618	-0.826447272809924	-0.854828512415589	-0.789985481939956	-0.802676237242164	-0.398036947540494	-0.018447686679055	-0.866551818109824	-0.480776260030499	-0.346588178808628	-0.823862372571178	-0.725394798758184	-0.749603786712829	-0.86080620502303	-0.865480885762642	-0.308500653116672	-0.792964998037447	0.780789337747823	-0.73078842271324	-0.67993389407566	0.0129822266167975	0.0649472727880405	0.0971079120985539	0.0859819155073453	0.911980092964274	-0.767093381275944	0.261723988546114	-0.708450653038759	-0.576128881543476	0.821017662210596	-0.157934213590352	0.163477136202798	-0.664887037312504	-0.0351235727044077	-0.148154185889458	0.868181411245947	0.833108117430153	0.806375394561039	0.832363234384633	0.816305311606966	0.824266648566903	0.852023523480886	-0.555392494649048	-0.623454496739352	1	0.307930266258223	0.810855455268976	-0.265441174107876	0.881626760302539	0.816239675810828	-0.0552088725241452	0.817276342597036	-0.0413946360735128	0.698892522852152	0.856285893558424	0.879959543593619	0.814595371448058	0.910711183204439	-0.837774548546873	0.00773279140409711	0.838889471867017	0.939108080597729
TSPAN17	-0.153600493681516	-0.0579785498286381	0.0691740568878152	-0.253657369480491	-0.255903319658376	-0.0829207405000028	0.124747784329922	-0.14983913628322	-0.458106644655387	-0.279212835124229	-0.560311489502543	-0.557318718540193	-0.110242515724926	-0.642285690896491	-0.54930396044432	-0.00307760908528957	0.167144538874336	-0.533904751678338	-0.0846382346390209	0.0514833313751577	0.200129166214816	-0.00588985241455595	0.504141581262076	0.214684178766256	-0.327702490058411	-0.306661748093416	-0.165286082390251	-0.495961671182515	0.00187129470340239	0.173190665615042	0.187684937385767	0.379798151503478	0.289869492751034	0.142811488773778	0.605374959809916	-0.64982039350766	-0.508854303428273	0.0526294604927658	0.618185865333861	-0.63382763159479	0.288243309135255	0.366844273360889	0.109613904114238	0.573802443908101	0.533353471040759	0.255609033625188	0.193008972078423	0.0586841786530656	-0.596313399661771	0.307930266258223	1	0.295711624496654	-0.18243204542661	0.340109130096169	0.368770655857204	-0.29628865265381	0.337080369132053	-0.559729891387844	0.332545632740879	0.363176660008478	0.0192705860446434	0.296189828077995	0.252595178055228	-0.0616503138970762	-0.549151130349292	0.260720947354926	0.0584356281874409
PTPRA	-0.65848340324742	-0.714766616946922	-0.759896612342268	-0.855336561508024	-0.679404395964908	-0.870217012247218	-0.785614214914575	-0.771380703292956	-0.574391462338637	-0.838338357326766	-0.213064271481256	-0.368802410223444	-0.728995134183437	-0.60408209311035	-0.527801323617137	-0.582296395835207	-0.667058672516588	-0.634679869807577	-0.737283722522324	-0.760639942274866	0.0443177103657879	-0.544490562166661	0.916638714248046	-0.666167362604872	-0.738966989372395	0.439542904357173	0.149545592534346	-0.131456313150424	0.392477935315749	0.894560192819459	-0.76612767486229	0.181306674499889	-0.776123277726518	-0.788153885434471	0.887268610307198	-0.452253465386814	-0.23423177901255	-0.561584663483537	-0.217268644490863	-0.160595737474866	0.938634093296715	0.832289553382565	0.805497444616327	0.91787762199408	0.842130201521129	0.942666342296512	0.643840869133296	-0.192123334706763	-0.411473433524527	0.810855455268976	0.295711624496654	1	-0.627269679321931	0.970665908081907	0.940333671739215	-0.528505623308255	0.866071660666838	-0.37078845972994	0.892891963632329	0.964664126750038	0.770059875299583	0.910384606911647	0.902899624264477	-0.82373225654228	-0.286493610838094	0.965160530246366	0.819380013675877
CD226	0.0961180846036751	0.215386240363015	0.323281691133709	0.558480632622998	0.196068409896271	0.597414250267139	0.460085363359052	0.473917679082644	0.177229819490285	0.667344424371994	-0.15427516682518	0.760767165316365	0.251712626582801	0.409982971322268	0.726195889610699	0.0961183138739704	0.228014227696872	0.338548532550015	0.346402435122076	0.358202942307057	-0.123525361466244	0.0747429300606974	-0.574150313573628	0.251846508022036	0.579468753105389	-0.540989533042353	0.160733459617779	0.697376975312073	-0.128014195494537	-0.311114097676131	0.307330867972879	0.468681429228466	0.499334710996679	0.561370370459228	-0.603519529178319	0.719536561223552	0.661976928647147	0.53298886679076	0.481985211338228	0.369298674679821	-0.472014516076563	-0.390214343411449	-0.266727848079164	-0.516852417597324	-0.406416130722061	-0.500018356852093	0.054991246681006	-0.270970933515671	0.172158784196352	-0.265441174107876	-0.18243204542661	-0.627269679321931	1	-0.507013664702115	-0.583270905902696	0.882712317016634	-0.322840759303731	0.787756957638392	-0.431566941993175	-0.553047902038313	-0.115147938688254	-0.375436566633613	-0.291099198334674	0.428982467630307	0.725856731059853	-0.539977630484858	-0.283354973092918
SDC3	-0.731899642785676	-0.790791065029874	-0.801246088300702	-0.880223530812551	-0.770655248842671	-0.874925319620728	-0.802801117304421	-0.792479433771914	-0.647267495798914	-0.812195421523275	-0.313688645682888	-0.248992450197001	-0.794124189459143	-0.588592346344305	-0.475266297424616	-0.681947477015704	-0.707799139680587	-0.691555190528808	-0.802221317222602	-0.815275285111196	-0.037652012337	-0.658080390828161	0.943003474858913	-0.715993531185499	-0.679098120238706	0.284842024254754	0.201536662989403	-0.0540383388193757	0.259671280478052	0.935631286266786	-0.792649485566847	0.275041205917664	-0.759457986390207	-0.730792970294017	0.909896777336393	-0.36982382218079	-0.103813485359919	-0.598235516364798	-0.14369399689206	-0.141546854985345	0.929899411143191	0.823630656698783	0.789963643146864	0.944348266929536	0.924034292193008	0.914309860823252	0.780186323535104	-0.364007520442646	-0.490457884826624	0.881626760302539	0.340109130096169	0.970665908081907	-0.507013664702115	1	0.970103107255751	-0.356893051721604	0.940552239978767	-0.262818988016821	0.851376905467089	0.984605578437219	0.853638787298383	0.894541382582399	0.953822671640335	-0.86028837738845	-0.166020331760113	0.970784343421467	0.877385121076566
PTPRZ1	-0.626573787768648	-0.703780898061777	-0.728693720203848	-0.838061966540121	-0.690315793539982	-0.836858085209766	-0.760382569534597	-0.742424967328429	-0.553303495579687	-0.762455382594061	-0.218786619425675	-0.29698203656334	-0.701811260306019	-0.536348786502749	-0.510648732238576	-0.589806224592827	-0.622484099380382	-0.613871655200423	-0.742798050141693	-0.757416547227797	0.0450335278310766	-0.610418985381245	0.973203751485187	-0.652972970761949	-0.621757725382854	0.319479446183628	0.269747697755775	-0.18392217153011	0.136516254437685	0.857772587264674	-0.713227962998017	0.21890335079611	-0.730032607585078	-0.684575725189491	0.933991373028615	-0.396353882552796	-0.148014893997153	-0.61955704959138	-0.192069769229462	-0.1292602627822	0.844285645060797	0.701263854013065	0.701020425309789	0.916470221747168	0.942945778452641	0.866607613108518	0.730259445449673	-0.298128607845256	-0.43698692162655	0.816239675810828	0.368770655857204	0.940333671739215	-0.583270905902696	0.970103107255751	1	-0.416502932167063	0.938157458149828	-0.325490387468111	0.771734909453032	0.968248663827209	0.799927647527243	0.789169259757552	0.884087656476004	-0.79458038006929	-0.213136387411655	0.945444723023125	0.810286322242055
VSIR	-0.113828611977665	-0.0686544092673794	0.0366027626538131	0.288727134644257	-0.0584531133929461	0.320604306135088	0.143510987624463	0.178386301898186	0.0075540069584873	0.486715227616797	-0.15822049709788	0.877412386413385	-0.0110540674453558	0.427682262307194	0.679630593674928	-0.199978356658483	-0.0188322153822278	0.17992020207119	0.0236751309904386	0.0350273894626896	-0.433992968333439	-0.253877202263852	-0.471101580561671	-0.0112504859137196	0.484341848560818	-0.622141081411156	0.145665581487398	0.695903905754608	-0.415282631931346	-0.156903906923734	0.044850057388692	0.246494685411263	0.223193575077184	0.416290268279317	-0.472950317193228	0.7929956357561	0.858506721608831	0.138509985911956	0.221402587891908	0.389291848627611	-0.368486282402681	-0.323823703651834	-0.215219498494109	-0.422652195167571	-0.240156911970568	-0.456786412804668	0.258920136839211	-0.579432834464877	0.0349658670045518	-0.0552088725241452	-0.29628865265381	-0.528505623308255	0.882712317016634	-0.356893051721604	-0.416502932167063	1	-0.183224038829892	0.865786873872739	-0.489931305850651	-0.406002695407222	0.102433684728792	-0.353342231391164	-0.146732644796069	0.156850035408179	0.824902429078386	-0.408146551850711	-0.0236819702929773
ATP5F1B	-0.677755677619857	-0.72564623573296	-0.716965041373465	-0.746382758058277	-0.705366336269377	-0.746728397747365	-0.68973866745731	-0.645370722917508	-0.563189267679638	-0.654168583640004	-0.321961499419175	-0.0804948473819011	-0.71322532654227	-0.460502765226305	-0.331276722036309	-0.667751918639796	-0.651435645922739	-0.592598284874482	-0.697911591206442	-0.730962558070154	0.0774765976500624	-0.638665956609036	0.931209972556833	-0.671873433188091	-0.463238904641682	0.210738616406393	0.414561553699737	0.0932268468711689	0.167649567496783	0.904185235591716	-0.708534580607747	0.466267138470408	-0.659296614398083	-0.597560757949378	0.832949565859085	-0.205015939450615	0.0420384059560699	-0.478372154504094	-0.0279144766990546	-0.0110168927658429	0.808414150788411	0.669363911127165	0.694609529159912	0.876181586746554	0.932109749574649	0.840421900017926	0.855983905431513	-0.417652514333995	-0.429625817703679	0.817276342597036	0.337080369132053	0.866071660666838	-0.322840759303731	0.940552239978767	0.938157458149828	-0.183224038829892	1	-0.0989963763527086	0.79154402569629	0.931581688494969	0.878664331414542	0.80634581348586	0.921303441387481	-0.755573725632688	0.0133430866954897	0.918868748253325	0.823989492562787
TREM2	-0.179958593195576	-0.118603725775637	-0.109790706035511	0.278182972028479	-0.00276869278187555	0.223039094848359	0.000923437995705615	0.13440525666243	0.157789201561367	0.428381784477417	0.0406726676282031	0.985669176807115	-0.0694025980166139	0.504055097805768	0.858184613255925	-0.205082101147193	-0.204581029876223	0.32967223431805	0.0221970787480126	-0.0363583853863888	-0.269918918593232	-0.23462142042643	-0.41307077520966	-0.18100103897531	0.388739649249937	-0.245595010512006	0.329224560343498	0.888000773190644	-0.219781234420696	-0.0389781928813304	-0.163463769966173	0.270098288357248	-0.0337351606953212	0.102466558441989	-0.504949724905548	0.930756461321547	0.934803277336449	0.167545612017224	-0.0220718110299267	0.716888869854742	-0.257632485481973	-0.309522726566028	-0.064725814963829	-0.444934724929608	-0.27980820053907	-0.27206870550386	0.273858035003737	-0.395906580261125	0.310467364143376	-0.0413946360735128	-0.559729891387844	-0.37078845972994	0.787756957638392	-0.262818988016821	-0.325490387468111	0.865786873872739	-0.0989963763527086	1	-0.338779275723	-0.332081592537117	0.252461143382488	-0.252489745884462	-0.0612051607675448	0.0802543237385172	0.966926230900116	-0.293377512940556	0.0755955820908979
RACK1	-0.515768305998521	-0.533652133268739	-0.563476500354675	-0.647042647179448	-0.509857686147997	-0.665909108736607	-0.553045659455635	-0.509578080986304	-0.481062825914726	-0.725214327291949	-0.234673586137657	-0.350784750881391	-0.561949980261373	-0.515905884635498	-0.420588586737771	-0.467443960441509	-0.510095754176752	-0.53170604343185	-0.499283625597214	-0.545944918218242	0.280285575408483	-0.32960895012325	0.825039602440086	-0.502647625816055	-0.579690027791188	0.460313115413986	0.246343284417312	0.0257699402715714	0.663036552437937	0.838729920479738	-0.568726389970172	0.446229841541517	-0.571129710215411	-0.636153609536191	0.735785444928209	-0.404437221357942	-0.279340789394359	-0.258884603959593	0.0288664383503004	-0.178506433955148	0.860318073517388	0.81046239603422	0.831627594925118	0.824123441638387	0.681093408912538	0.935555450314451	0.550405276684155	-0.050322976010333	-0.327590718614941	0.698892522852152	0.332545632740879	0.892891963632329	-0.431566941993175	0.851376905467089	0.771734909453032	-0.489931305850651	0.79154402569629	-0.338779275723	1	0.842305337332688	0.65793644311579	0.939553478284145	0.824447231405997	-0.612249776302221	-0.253801713661259	0.886542354901	0.667170717744155
PDGFRA	-0.712088577117678	-0.782901619362288	-0.786086077180801	-0.89185788195244	-0.776279845386151	-0.883160775170901	-0.793293252457153	-0.790866516538101	-0.677788287016396	-0.834842717097844	-0.326870803982105	-0.322562439548302	-0.784255498724596	-0.618202692366215	-0.57454427580161	-0.685138007721041	-0.68939630060546	-0.718613139678747	-0.801717600097104	-0.810646243139789	-0.0486178006652653	-0.658174537069544	0.945430109008411	-0.692159296811583	-0.677531993514904	0.262053265211686	0.161273481166145	-0.113307224552117	0.243700894877445	0.928262082476672	-0.759524763632639	0.233505082150625	-0.735745289346633	-0.698800692592909	0.925278217224592	-0.43600487029894	-0.163025602377922	-0.610799340118429	-0.134307691795591	-0.20338921750695	0.921456425558486	0.826087503826547	0.754402982718679	0.958423987421611	0.930749712554084	0.906025987397172	0.752720637000657	-0.366388869749645	-0.54939961539149	0.856285893558424	0.363176660008478	0.964664126750038	-0.553047902038313	0.984605578437219	0.968248663827209	-0.406002695407222	0.931581688494969	-0.332081592537117	0.842305337332688	1	0.815575899464598	0.899696171810996	0.944352298605625	-0.863833576224031	-0.247024678962888	0.977814872636994	0.863540721687287
CD81	-0.803731099108731	-0.858877137189631	-0.868932566038469	-0.767211899981687	-0.771149472708175	-0.790777475916209	-0.844995639636769	-0.741613297447651	-0.571770601121372	-0.61627463783745	-0.220763977693115	0.272337543073142	-0.828144198139058	-0.264377974526939	-0.0613273117493821	-0.811274760186943	-0.79777126974704	-0.501082172127442	-0.820096944236531	-0.870994729712891	-0.210954655581378	-0.812456438912976	0.721989285209985	-0.804002999225209	-0.461536067034333	0.163297650060147	0.394453922356267	0.383474616481105	0.124505709075684	0.927843495816646	-0.876990075635064	0.356899074675357	-0.810821822921662	-0.650026186059001	0.655063019663475	0.146971837624301	0.419210786450433	-0.590523781218826	-0.206301061809941	0.196368234560515	0.776469151865375	0.648447412803921	0.782263426754067	0.698883265032479	0.767303330131266	0.786866555571735	0.934245574220449	-0.613474343945992	-0.335137698769814	0.879959543593619	0.0192705860446434	0.770059875299583	-0.115147938688254	0.853638787298383	0.799927647527243	0.102433684728792	0.878664331414542	0.252461143382488	0.65793644311579	0.815575899464598	1	0.757434701286724	0.922856068877064	-0.825349086656408	0.328686847406179	0.834407695254762	0.94643397455115
CANX	-0.718229305530229	-0.742254993955513	-0.735437869180603	-0.793731360426187	-0.733268296606448	-0.788989151328249	-0.701804657074544	-0.696169517691908	-0.694232848141946	-0.797428387873602	-0.38793196254087	-0.277159359062305	-0.756888962921621	-0.620620507758928	-0.474245993362625	-0.662230201270201	-0.674638308401083	-0.698729816186318	-0.710968266572817	-0.725558902392634	-0.0391194247508101	-0.565378952847046	0.790345332595313	-0.642910837835676	-0.678400243406586	0.26800135649241	0.0752827651592938	0.0872985123323434	0.550873336328832	0.925444245255371	-0.722576732363042	0.358742460444595	-0.651569517804509	-0.670362582535654	0.771142524160217	-0.381479742806154	-0.155592756906283	-0.407365020235338	0.00977669629374608	-0.202309615510958	0.949963226796351	0.930354866870137	0.858371138403639	0.880956806002112	0.750441617229643	0.917376756086138	0.681097066702629	-0.306311076294451	-0.522737915094813	0.814595371448058	0.296189828077995	0.910384606911647	-0.375436566633613	0.894541382582399	0.789169259757552	-0.353342231391164	0.80634581348586	-0.252489745884462	0.939553478284145	0.899696171810996	0.757434701286724	1	0.928846668723871	-0.795340782536829	-0.201868077929002	0.91189171567418	0.816209811800851
APLP2	-0.833268726509032	-0.87535047234863	-0.858485134024462	-0.865482746920372	-0.852402433264618	-0.856688703000344	-0.821035348172121	-0.795660400518392	-0.732224934332795	-0.764649796771108	-0.397474012362168	-0.0645122553791248	-0.866581644031997	-0.545509176267536	-0.366513069853476	-0.79553359268941	-0.780761431460714	-0.705069852548692	-0.851518382923279	-0.862074586160243	-0.176196040278653	-0.771101706027924	0.84084017303324	-0.765628659075147	-0.630141610921786	0.154015849870838	0.198497490195118	0.17021970211286	0.281950337544003	0.980918544903172	-0.842398801858324	0.369489480297637	-0.749654621862922	-0.683133318560819	0.816423651291929	-0.205133098687145	0.0897679562418877	-0.563156652176136	-0.0713249790500688	-0.0636824657698093	0.929663730454809	0.854109290955099	0.834668331161251	0.89108138028053	0.876611626602174	0.883899286622661	0.879189105994076	-0.532207688402413	-0.538243368727852	0.910711183204439	0.252595178055228	0.902899624264477	-0.291099198334674	0.953822671640335	0.884087656476004	-0.146732644796069	0.921303441387481	-0.0612051607675448	0.824447231405997	0.944352298605625	0.922856068877064	0.928846668723871	1	-0.892728177489551	0.0075147163135005	0.93729535937371	0.938299274883972
PTGER4	0.886034463494336	0.961471911376039	0.961906396339254	0.936487343690979	0.919727369778725	0.944371147014697	0.929425490947994	0.933745089560077	0.774463783517668	0.814386581830299	0.389410142342543	0.0873345278346367	0.951877877361634	0.565798659014432	0.429616740492354	0.873659057270949	0.888700211285636	0.758007868458337	0.964641367490039	0.959795146237701	0.486550978824849	0.863790879787695	-0.689285815548454	0.848658083054853	0.723500328397401	-0.0781856859645975	0.0778615689088934	-0.0859153300494911	-0.0561633858948087	-0.882473423081389	0.93471037283317	0.0100436489519121	0.840451034965649	0.769328557370385	-0.722070136983159	0.246563626220145	-0.0907911230262034	0.749281739936181	0.32488861997809	0.0606946865713724	-0.885952334715126	-0.817122170507225	-0.668343879918989	-0.78707342179626	-0.771628561600504	-0.722503430366391	-0.742732581878279	0.604656764864608	0.581592879406513	-0.837774548546873	-0.0616503138970762	-0.82373225654228	0.428982467630307	-0.86028837738845	-0.79458038006929	0.156850035408179	-0.755573725632688	0.0802543237385172	-0.612249776302221	-0.863833576224031	-0.825349086656408	-0.795340782536829	-0.892728177489551	1	0.0428147608949715	-0.827845082215878	-0.929430120273438
HLA-DPB1	-0.176998656909046	-0.140260769233035	-0.151162227353162	0.246667214562841	-0.0117756016127667	0.165448398602024	-0.0479867241294375	0.13867488701712	0.198741722447733	0.39233676853097	0.083266924491126	0.977485319941953	-0.091178475610276	0.524387236893491	0.872333531727538	-0.226421329457379	-0.241362472198674	0.337930688082589	-0.00342522952958988	-0.078760327380978	-0.172269037333618	-0.25996865149964	-0.294377149588856	-0.235034291042114	0.435414979883716	-0.141829385646507	0.482863495692982	0.872240743329119	-0.19324538634913	0.0229307549346593	-0.211780936301324	0.325380596838467	-0.112409410907078	0.01383494711021	-0.430569349901218	0.914731068015362	0.912714332845987	0.133509034116176	-0.0693101819846423	0.781763332672644	-0.199579618686634	-0.290689527529423	0.0138198515766262	-0.382564960281719	-0.190276079805741	-0.190753764994903	0.322811554899154	-0.389659593689599	0.365413197687338	0.00773279140409711	-0.549151130349292	-0.286493610838094	0.725856731059853	-0.166020331760113	-0.213136387411655	0.824902429078386	0.0133430866954897	0.966926230900116	-0.253801713661259	-0.247024678962888	0.328686847406179	-0.201868077929002	0.0075147163135005	0.0428147608949715	1	-0.197656318754457	0.121526271850594
SMAP1	-0.646160418536136	-0.741345957013423	-0.769625755281367	-0.858010070224966	-0.699806576596427	-0.875645530991272	-0.807179753947992	-0.737290356736358	-0.583335745809547	-0.813466105198362	-0.178828466849542	-0.274668791230571	-0.734653593429088	-0.488315493965029	-0.513217454526237	-0.656851978103607	-0.65839748961574	-0.602849030595757	-0.769395002845964	-0.803794320582508	0.026989648939691	-0.622379152263998	0.926423147723752	-0.680235858713587	-0.625100128843873	0.382963886836423	0.277675277903897	-0.0552535263462592	0.353495376557405	0.941418646151797	-0.761223614503061	0.245616865040943	-0.784305177769526	-0.709320817478499	0.876508942595741	-0.349014582902147	-0.118988759631839	-0.613234948633558	-0.219553719549021	-0.154948848498369	0.89718709856177	0.795803779330515	0.834522814306853	0.905648626450726	0.86517708502256	0.947329901680433	0.739455838576181	-0.338267895280665	-0.431142031107024	0.838889471867017	0.260720947354926	0.965160530246366	-0.539977630484858	0.970784343421467	0.945444723023125	-0.408146551850711	0.918868748253325	-0.293377512940556	0.886542354901	0.977814872636994	0.834407695254762	0.91189171567418	0.93729535937371	-0.827845082215878	-0.197656318754457	1	0.862748996115911
TNFRSF1A	-0.86440673830684	-0.938529051907814	-0.942780488993295	-0.913192047648575	-0.881812139847299	-0.919816144928354	-0.93855003520744	-0.890694534507422	-0.736663042221699	-0.792591025275965	-0.29195339496482	0.0886423525336264	-0.923227847639536	-0.391301032230066	-0.277005703828226	-0.88887964870407	-0.852302649141738	-0.673488414588015	-0.930322212399532	-0.960900433025209	-0.383213630340701	-0.872551432080388	0.725351941694907	-0.843542454148964	-0.638228355451675	0.117821706842305	0.134259147750327	0.225270203189821	0.102515984469439	0.94970007316876	-0.913501418085848	0.152411994202904	-0.857980893371851	-0.699183193219583	0.730384529078759	-0.0376129090826777	0.278706656380984	-0.739217237240352	-0.248129450399164	0.00596811684392359	0.865665954833416	0.787104564897305	0.797347865815556	0.767071581456247	0.774412350095309	0.810742795255449	0.877874881393865	-0.629352664855355	-0.507625286245053	0.939108080597729	0.0584356281874409	0.819380013675877	-0.283354973092918	0.877385121076566	0.810286322242055	-0.0236819702929773	0.823989492562787	0.0755955820908979	0.667170717744155	0.863540721687287	0.94643397455115	0.816209811800851	0.938299274883972	-0.929430120273438	0.121526271850594	0.862748996115911	1
