""	EGFR	THY1	LRP4	LRP6	SDC3	LRP1	ITGB8	GPR37L1	LDLR	SCARB1	NRCAM	C1QBP	ITGAV	SORT1	IGF1R	SDC2	ADORA1	GPR37	IL1RAPL1	VLDLR	EDNRB	ADCY1	CHL1	CNR1	LRP8	CD47	AR	CD44	ABCA1	INSR	CD82	RIPK1	CD81	CD46	CD9	TNFRSF1A	PTPRK	ITGA3	TYRO3	TSPAN5	NOTCH4	TNFRSF12A	CANX	CHRM3	ERBB3	NOTCH1	ITGA6	FGFR1	LPP	ITGB1	RAMP1	CADM1	MRC2	ATP5F1B	F2R	S1PR3	FZD3	NOTCH2	ADGRG1	LINGO1	SORL1	RXRA	CD99L2	TFRC	KLRC2	LIFR	MCAM	ADGRV1	ANTXR1	TLR4	ADCY9	CELSR2	AMFR	NRP1	VANGL2	PLXNB2	CALCRL	PTK7	RAMP2	TNFRSF21	TNFRSF19	CD68	APLP2	NGFR	NCSTN	RYK	PDGFRA	ITGA5	GPC1	PLXNB1	SLC1A5	KCNJ10	CNTNAP1	ACKR3	SMAD3	TSPAN12	MCFD2	CDH11	FZD1	SMAP1	MYLK	KCND2	S1PR2	PTPRS	TGFBR3	SDC4	TSPAN17	NT5E	GPC4	ITGA2	IL17RC	PLXNA2	IGF2R	SLC16A1	PLSCR4	SEMA4C	DAG1	DPP4	PTPRA	CD63	DCC	PLXNA1	MERTK	APLP1	PILRB	RACK1	EPHB3	PLXNA3	ROBO2	TMEM67	AXL	SLC16A7	GPNMB	ADGRE5	STX4	TNFRSF10B	JMJD6	STX3	PTPRJ	SIRPA	ERAP1	NRP2	LAMP1	RPSA	LRP10	TSPAN14	CDH10	HLA.DPB1	PTPRZ1	CD74	NCL
CALCRL	0.767729207412686	0.755814314151433	0.873807362773067	0.86643117202869	0.915271886965263	0.860535753202944	0.86688643266504	0.849239787888999	0.814305439571596	0.55391890158919	0.889745073291365	0.689089548187756	0.889064441734052	0.904112120881581	0.552578614845149	0.719606632447239	0.858780297897399	0.84178219360602	0.849068260122048	0.460596010950029	0.883494559142199	0.703034927924619	0.86104709303085	0.716536552171182	0.781106229661797	0.814991036274173	0.85658122041332	0.27203452508206	0.559180474057236	0.856480275147449	0.713007895038127	0.764634869928102	0.861893477808119	0.848686408686587	0.708681074708934	0.670654834700392	0.88090695546272	0.72987269546394	0.830787700471307	0.761114767732311	0.781973030900075	0.397656217692202	0.819115448397611	0.791539763952051	0.829624643455384	0.908156358363683	0.951234117956137	0.769104553359205	0.852705327290023	0.801945624841612	0.808311357953192	0.873579930529123	0.729632131370411	0.704187015285209	0.861449250934666	0.208282753242587	0.856720702103541	0.866158731996252	0.875754525465836	0.735829761761408	0.801270193390026	0.760257506727396	0.758631540992846	0.662308950244872	0.796452635774651	0.913626523791979	0.849118268289554	0.80485766838282	0.857235840193757	0.828111577769006	0.79374249882416	0.883809757806138	0.770389353222304	0.611362954170573	0.832877065712578	0.766303462491613	1	0.830046776404833	0.787134136385913	0.793195873244046	0.788660659840143	0.260373402358736	0.858937026879589	0.77391322533286	0.829127932220956	0.836767381943925	0.782368648088637	0.725138030303565	0.556240427742488	0.915336250339434	0.260116325223832	0.864085428587466	0.684548359544668	0.668526529784524	0.702574054705905	0.830100027462953	0.780381029529108	0.766220335912319	0.697383197501313	0.821397978266613	0.122147515467212	0.827316829463471	0.739330371674524	0.804702200568248	0.74399410905458	0.326798875698634	0.764958525442796	0.877147412652297	0.670047210559467	0.787422107363723	0.842251924029851	0.905993541680234	0.838059590147048	0.42947854900071	0.812070794965069	0.855506910427827	0.852022733873412	0.483153894282769	0.864707325419106	0.70197466470454	0.8394083341662	0.634384235497766	0.872437045963447	0.8663330727257	0.859564683145454	0.583730095159485	0.848592759401042	0.684967707258403	0.883575974387467	0.856218016732523	0.827725281941969	0.798459165888783	0.431257297643646	0.745685708301509	0.665669621300452	0.438710462902311	0.496293758057026	0.448119673859352	0.79845868491444	0.874882188693313	0.89344202277805	0.894647964758763	0.876890888381243	0.58631718666791	0.826582324922803	0.874172460017635	0.853824751827024	0.592060854538515	0.889354838130783	0.57549827655697	0.769659658061926
PTK7	0.935298153350131	0.861781010348056	0.826483515652365	0.886804728608326	0.859298799755129	0.877028643775951	0.939151351722215	0.740691143006133	0.919740185235662	0.788116096044117	0.949595147258682	0.894819256120343	0.922176570776545	0.923150160254812	0.7072913349028	0.897382938269524	0.869574159471632	0.854645159632496	0.699471302054701	0.646770752742097	0.819501421483657	0.822166605613442	0.925754764512654	0.769267741212568	0.875123204803817	0.943589554453004	0.927588105064909	0.501344569624093	0.726455825457556	0.685577557452342	0.811729784587549	0.904896778659647	0.915529194624139	0.903115922095867	0.883899840051786	0.885481780343725	0.833739647293703	0.922391782943948	0.839124262713965	0.917987628748605	0.587157049672128	0.66973681727164	0.958563828606608	0.922297381520915	0.784189861688635	0.858066991175592	0.791377597333843	0.9519735671658	0.954899310566703	0.90744472243731	0.809167512624939	0.939586467483107	0.791693346653088	0.900592412828288	0.930508270075817	0.491629960123973	0.939918932713537	0.941571638773172	0.824080479622511	0.776760928040079	0.759891493085502	0.896722056682827	0.899227407705449	0.872137991670658	0.805094333559224	0.889873031324569	0.813330024536546	0.657861935492326	0.934003461226584	0.881656330767235	0.910666223581116	0.920180405800278	0.920257560219973	0.776287071166793	0.840579000199464	0.910436460984726	0.830046776404833	1	0.883494988632647	0.908570948050347	0.933331444842185	0.452792175371246	0.962374602341036	0.631959570837087	0.943681943927858	0.939072896670735	0.757417405797751	0.826011538172494	0.811599924323365	0.822962881355301	0.469922829575734	0.704783930988309	0.810145658583146	0.752835996454663	0.774402123735209	0.882698366230142	0.940173928680936	0.872568606284483	0.863993145911186	0.939677846935903	0.299572779622415	0.813147493175357	0.862412360607256	0.831636805270041	0.848368826188346	0.618822932608304	0.866112884624275	0.791333694456241	0.77181616041219	0.788854038577643	0.940202304821747	0.702170807876406	0.900400046078979	0.713996102218295	0.768016560337869	0.880907259671106	0.912860598062221	0.758300401944945	0.936268637779466	0.903067877106438	0.77988472643235	0.842196030409489	0.81696499972173	0.861404414141096	0.897309667843194	0.853965212814967	0.93006790151787	0.872272665383717	0.901311645052471	0.906075392574239	0.863037520143351	0.863124421172041	0.570839664035008	0.847067623448259	0.845224512368794	0.671525634128978	0.725542113652365	0.412298666115667	0.84258601719879	0.789496329311814	0.904122074235958	0.812854758640661	0.907412883241491	0.847568652649479	0.943531023623287	0.784143216662835	0.812531258064293	0.573891594290178	0.853054872337821	0.486868095212065	0.932264773152959
RAMP2	0.869393657891351	0.867511264460288	0.786971278092285	0.841169807201981	0.792000996863055	0.850472924688205	0.890531034917842	0.706520611755313	0.884732066753334	0.696168194747789	0.89492416992106	0.89921485543966	0.831618436335793	0.852283184068955	0.667346913839798	0.801229887357462	0.806838053443204	0.806564599139783	0.698000225589254	0.660645685008114	0.698835327813826	0.838953467934659	0.834999962716441	0.727650347283132	0.869608548718471	0.911445799208447	0.854691381034424	0.4767286267021	0.652632257180323	0.709978533841827	0.838545910419441	0.850656118056999	0.879675300257371	0.854369847249599	0.877729621060457	0.85244131501177	0.798979429204422	0.897506415127246	0.809894135876724	0.884000658388578	0.618851192146002	0.736007967024794	0.906708476230909	0.896605096884196	0.793310250368126	0.775586309932115	0.737309558230394	0.906351763753852	0.898271451797007	0.931638969098487	0.77304237498218	0.888391013418246	0.698363368812776	0.881223054241114	0.865445024876235	0.458824575787494	0.918467465695826	0.848863605413043	0.787928649531561	0.778748512391476	0.657748746797272	0.866573325862388	0.82771641799293	0.846785782041521	0.810270075047213	0.793448237644808	0.782483727321367	0.508567299630698	0.88266521060404	0.805134571265342	0.786128508743831	0.863689131684669	0.843307224857335	0.74731005299589	0.781654848773055	0.867614890578327	0.787134136385913	0.883494988632647	1	0.862201231147948	0.865795370529478	0.437790870390942	0.904479275610155	0.532909003147968	0.877139287488662	0.932662684445508	0.720536711797162	0.839268996977183	0.831065413292324	0.756484281996001	0.45915722432511	0.634187008408211	0.732274180424366	0.782370946456975	0.732912168632773	0.859885571174869	0.900840117701411	0.848345206661569	0.768197070618973	0.923461795495912	0.264303465871403	0.723068941240677	0.88254653409029	0.831194438916958	0.74029048680593	0.586227548208538	0.797991527040829	0.693153040096872	0.746901142049289	0.79834827710052	0.896591580036074	0.698868038559996	0.816883149352487	0.666270184548442	0.677911310486107	0.832802262157801	0.858684236912957	0.69504984353701	0.900449179504924	0.91725564901723	0.78751012495322	0.845128420276577	0.713125209703557	0.839641039775019	0.800501874023664	0.834442641713194	0.825606145358667	0.853676905807557	0.867555399786848	0.864569850283538	0.765158323457718	0.821479938986549	0.53600341576513	0.882201729872798	0.842083441123297	0.650837409285004	0.726554651595413	0.366354333450096	0.865656909720738	0.675580025920451	0.852823338663432	0.7583900785905	0.882654539872234	0.822875154019382	0.886433390106156	0.721329637833229	0.807575656199797	0.488703852193195	0.810703011419294	0.387723214073044	0.904101798348071
TNFRSF21	0.941708971803012	0.965144399631497	0.891553175272043	0.889450858522187	0.916043917560048	0.945917120939538	0.967920682180597	0.853442875730488	0.883615915609665	0.614230485797228	0.938550778245119	0.915168961051892	0.958692173997283	0.914095425486338	0.529954646093942	0.861707695809478	0.928306677781526	0.938860462143592	0.746929354288239	0.460787648678564	0.862894627437351	0.943052362364944	0.941712999343727	0.792438674029427	0.931884152580283	0.909738839678582	0.938295177729433	0.280647718532808	0.587910900085669	0.648111221474008	0.928415654266205	0.908411217923423	0.956768755528713	0.846941844355018	0.831633648286177	0.800577651250789	0.818232115199948	0.859187348634446	0.908214761665174	0.934711969605865	0.592176424212832	0.519342878845246	0.912273003271978	0.923424716214644	0.901572854458803	0.908441365072512	0.813318147475769	0.926391340966644	0.895827086194838	0.830835297614324	0.908288552802442	0.94880026725796	0.751193647641873	0.914846602076288	0.85403285661715	0.253446506236604	0.91513860480787	0.934308640433995	0.91132263269221	0.908575009752465	0.747532714948521	0.781583006334522	0.934310788741111	0.815691952738392	0.889090110475515	0.92509277055771	0.841264225087762	0.683840998391382	0.95496132526676	0.833395661981633	0.907750740191163	0.960199272615433	0.940301793397489	0.630491508211815	0.908184272829334	0.84052345936484	0.793195873244046	0.908570948050347	0.862201231147948	1	0.913258395711372	0.276601697572418	0.933061601439885	0.719666985301853	0.913265887605494	0.902660309025238	0.857559669639219	0.695722226237815	0.711692347441324	0.856998530528776	0.232412720094495	0.784147567869541	0.825626779788951	0.908841332246805	0.714859180295749	0.878937059589929	0.890510487062913	0.863407075375227	0.732067181451688	0.938093823061246	0.0151653105491111	0.889619620450084	0.905217696072518	0.839648861957721	0.794869497921398	0.409495810142948	0.893990446044092	0.825072813678025	0.780211486983581	0.732044903939276	0.932553196410807	0.733579200066189	0.881103726876762	0.520006409464545	0.794951359625169	0.80734200645183	0.978211180862856	0.653046750183316	0.968330799236789	0.874885250571908	0.870930129009442	0.777906664323709	0.807901374005643	0.915141937078222	0.903152531850749	0.763043569955188	0.906249744169785	0.800556238757778	0.955644316534567	0.945672967482524	0.82188298614769	0.904841621618139	0.396873101662651	0.903411177293209	0.706524960269204	0.504258664987967	0.596382549620056	0.365522693632191	0.832993208089324	0.831428568714049	0.869928216797818	0.733362446880624	0.943913024134453	0.81497699760528	0.8945046638979	0.764876436751775	0.892222906680939	0.532881063000177	0.926105702706428	0.459503411457866	0.947854897002949
TNFRSF19	0.934500253272381	0.869999293201318	0.829788215028458	0.889227178082493	0.854029808616775	0.883783140842407	0.926439216635714	0.738870285773169	0.890721741752526	0.759328783092	0.941417836750644	0.886379927010367	0.920294334578017	0.933153250942736	0.705352069487142	0.903032163510836	0.893673816276314	0.869999618787466	0.722092454608303	0.6739698748256	0.800516590932238	0.8564358295855	0.921949064396082	0.818125975675326	0.861380389616853	0.937680251875915	0.901597588392636	0.510458291852032	0.731680373906124	0.681970457852959	0.832501840991809	0.893695470025366	0.915788554965843	0.910323921537232	0.891165427087225	0.886477456925653	0.80851078515545	0.935427491273832	0.837809105401053	0.911475820560266	0.561655286264363	0.694344420803817	0.94387246584258	0.931409521362327	0.8230445128234	0.846976934897606	0.764849674717111	0.948463428578091	0.95566363975062	0.91582088600175	0.816061737611834	0.937583419640618	0.787187815657767	0.899500207884629	0.89445487426415	0.469632224139445	0.944534540485177	0.935194722960242	0.825023305376549	0.782745079469882	0.768675179323934	0.901964261234971	0.910185540611558	0.887709087117727	0.792505443722863	0.870254542554247	0.7923773853202	0.62635492478041	0.936826969749147	0.903254261750041	0.886316953936927	0.928845574249914	0.897470009673657	0.775302640268539	0.839323749183393	0.927702674348851	0.788660659840143	0.933331444842185	0.865795370529478	0.913258395711372	1	0.459625915150422	0.959440117927647	0.63304906583282	0.941933669057282	0.927277572516715	0.777544899089947	0.82399489836586	0.822841049826903	0.812473075063835	0.415145671812746	0.673824910567488	0.81395640011895	0.82568410228755	0.802330282019823	0.840027241842526	0.93037697829829	0.908271084453416	0.804470424457431	0.923758052449701	0.276093683949108	0.811408679234729	0.899233658425824	0.826336543866519	0.831314954543904	0.613486072945234	0.888512057195397	0.77669075966332	0.793050385206181	0.757675500901013	0.923428049570739	0.660004143046225	0.886591391717582	0.701148767491658	0.775624921379787	0.90373489543955	0.910986810535137	0.753165577938962	0.933916687696274	0.924616769138671	0.792590738168679	0.87524845606612	0.808678989963684	0.855914454224095	0.890361957650264	0.836900672451643	0.90346239503301	0.894331268622815	0.897214703764836	0.913523963124564	0.848596565416558	0.845337397573081	0.552794842324451	0.872664406581492	0.830468968174336	0.638869160139533	0.710924874524261	0.428997295124174	0.843794936538822	0.778668695248729	0.882761759831869	0.785093643799294	0.926259262855252	0.834956396587635	0.939086732338788	0.767254689864331	0.794223117397748	0.522661150598147	0.850622549073675	0.432304637595048	0.913206766912595
CD68	0.414652436580899	0.187849471641612	0.120255925384516	0.328115149705225	0.158831058768411	0.208737447903658	0.319725122101792	-0.00320330668034156	0.411403537252871	0.676521473912436	0.387012382934316	0.410484508443849	0.282204653739987	0.359652728135712	0.648003955500763	0.540197771764509	0.233571549348141	0.204490535474103	0.103279802721499	0.707415419192909	0.161825949164996	0.210200207706603	0.340892209712719	0.318330035323874	0.252975710050946	0.51201639076205	0.321668253482453	0.770326175464077	0.64738314411256	0.221929674823322	0.173091040469724	0.439716517914182	0.300300827131001	0.486135389774609	0.525639444404952	0.619922985757393	0.259978006330621	0.567514111504869	0.135104638747241	0.395659242090946	0.240144596769459	0.733496705036236	0.518400138721284	0.400544819644815	0.126858440941708	0.174316776999907	0.153470949295998	0.492073122729086	0.492164472200539	0.600579659301036	0.111098496072751	0.368139713132419	0.390204806807973	0.421857590822393	0.486148037358184	0.755680150423866	0.425334791388319	0.378371066015629	0.113448552471216	0.0572565596494656	0.384088463052969	0.62262138236903	0.357925104385517	0.574478573980219	0.127373461488838	0.202165850481474	0.209897341151154	0.0955973964941229	0.344215876761446	0.480520617471277	0.326856221617798	0.29038822448014	0.414673830277071	0.698524476338774	0.175440009760231	0.581309009650503	0.260373402358736	0.452792175371246	0.437790870390942	0.276601697572418	0.459625915150422	1	0.482037737716907	0.0261674451196241	0.49076286136808	0.463729501483815	0.0417001842475916	0.674062119329077	0.679968589999442	0.206096270447227	0.742296715005654	-0.00992544389506404	0.308457159645281	0.145469205232689	0.410021708956931	0.272598302412204	0.535181516236168	0.432806953846272	0.52831316673564	0.408621691016905	0.682249196640995	0.0903943104450475	0.360505652565717	0.253130907471428	0.482563590532819	0.766177043253163	0.379864124436217	0.121933337747045	0.39853548983303	0.320635841519832	0.366676478335167	0.0764325401898511	0.386170115645512	0.753925519236038	0.167412259353042	0.473632184556659	0.25020667738301	0.719001506695363	0.329659732868588	0.559488901286357	0.13857294978702	0.583795574692284	0.340458748806617	0.219443309933058	0.327546602166558	0.63406493097503	0.367142265030828	0.629920610530673	0.230358267869736	0.314697345016444	0.384193589666613	0.283415742405168	0.853564040412818	0.31385770088578	0.699315414084615	0.728482721811517	0.643577164556715	0.3509333022681	0.496305284119385	0.194824372178618	0.369930251020363	0.437935752461956	0.384365883026516	0.526925810644095	0.505874579030912	0.300288888938335	0.141685155952167	0.420437472770902	0.140889644779256	0.253566285692589	0.391484147085163
APLP2	0.944884779219455	0.888748021578738	0.850097424642099	0.90958666691435	0.892623554729904	0.902600286089232	0.950755133297832	0.781500932641566	0.938296231606657	0.774703741487643	0.967211526454958	0.923453443925903	0.955860990083999	0.960393640098622	0.692848185189947	0.935679275863624	0.917888760538459	0.892354666003653	0.739647158379392	0.650575679009924	0.861535524592399	0.858267764197658	0.951596219447273	0.799643145314354	0.891072546279854	0.971827595952874	0.947193406186132	0.495514129229357	0.719687760439485	0.724480407888921	0.845916466629834	0.912015070989877	0.953864577453574	0.924706776872965	0.908199142989434	0.888976758714132	0.852483017560126	0.937846555265042	0.870422557343277	0.943835748982322	0.641805994597166	0.691447778290926	0.979855001534921	0.94694287453812	0.835868202140905	0.893763631705152	0.832245518989593	0.96960169658384	0.96542623451901	0.944249459096012	0.858048402140772	0.967068637507183	0.790471773070221	0.936180596130004	0.945498232742674	0.456059513069444	0.962115098581691	0.968998589177622	0.859270999193242	0.797768334875978	0.798488297195106	0.919042988368553	0.918291100123258	0.896915169983907	0.81438359510467	0.912182602173429	0.850816284468293	0.707364551055496	0.956361253189185	0.936036421288792	0.910089040537843	0.951375444096873	0.939002476767817	0.777119627893914	0.860003941451743	0.94542723376195	0.858937026879589	0.962374602341036	0.904479275610155	0.933061601439885	0.959440117927647	0.482037737716907	1	0.702890228444975	0.963381922734148	0.959638428450492	0.786509741953482	0.846757852350864	0.813833107431524	0.853860253716282	0.439936869742698	0.740603662414884	0.810448356993587	0.810854394144136	0.795580210460975	0.87767768242224	0.962856708250779	0.904087536179713	0.831611971926286	0.96376917844374	0.295525418474673	0.842756753440462	0.897610547354569	0.843702155528326	0.88976040918475	0.602571742878325	0.905827002412035	0.834087563852091	0.787524515348211	0.76599333720067	0.94733294556857	0.736070006058748	0.912462217907883	0.69104608850735	0.805147756869143	0.916100701737359	0.940679396112292	0.75600677210728	0.96728607612762	0.943111509868808	0.832032787816398	0.862045661874121	0.869181681298286	0.908973581598605	0.920473982204687	0.871482383194851	0.946067015828507	0.89033349038225	0.92651947203651	0.92413076628381	0.876582157777556	0.871182092503137	0.575206459761936	0.871033002909041	0.859544079414513	0.666453592987677	0.732062537646081	0.44924579687306	0.874301379615247	0.844963043661937	0.920490063454756	0.855433994953385	0.956005828634307	0.873987199263911	0.965126293764397	0.828327088126749	0.830078141221381	0.586154886623647	0.881558841115475	0.48670484924214	0.952240031345951
NGFR	0.620146679059686	0.692470589037039	0.736945825400304	0.621089515957551	0.858770744966446	0.723017178236153	0.673596086657938	0.855129873824887	0.670857928453179	0.348865989536021	0.688393131829539	0.626364812234012	0.794828912985759	0.748864248368955	0.169515729253814	0.682662913842171	0.845666851899301	0.797432096749753	0.675407080871448	0.141178932979714	0.921088516062233	0.629427420936541	0.719632644266302	0.574041038253921	0.691422113375486	0.639848245462899	0.708324972508071	-0.0780377975107585	0.262283736317551	0.583072191764737	0.634323404143239	0.545391298776101	0.80722593081436	0.56655664996622	0.550300829325285	0.415310986470597	0.641170177091362	0.504555100486254	0.751100696340577	0.670577157539772	0.521123771902813	0.155571801267163	0.642167246013677	0.625097497150236	0.719627729004148	0.791971721404063	0.853414183473201	0.594084648999236	0.592147263637672	0.549347796946918	0.874749283317339	0.713660907217549	0.504022653808676	0.673733436855856	0.674165620753653	-0.0488580663082982	0.63631018097438	0.74660236584957	0.805845210992458	0.685855603491141	0.677817523375063	0.553794814499171	0.691344165851349	0.503091938743857	0.646676915041726	0.825969141528798	0.712462381854458	0.911895201449277	0.704116455036205	0.696020123143041	0.656918104939564	0.741363087122768	0.652408503524296	0.28940968403205	0.709750402891524	0.598790614744937	0.77391322533286	0.631959570837087	0.532909003147968	0.719666985301853	0.63304906583282	0.0261674451196241	0.702890228444975	1	0.608632313043663	0.594760589863402	0.70169400157791	0.397281673790273	0.346488622130371	0.83510061919636	-0.0673643033133132	0.862368467879803	0.448303503245272	0.690663982470038	0.468465049062623	0.595895808675442	0.602986382617942	0.513531186763329	0.466207355088969	0.679724293083585	-0.0793206775729146	0.812682999149097	0.623899656515374	0.573178010694413	0.680962532850058	0.0778068392266838	0.636247170572645	0.896437271490502	0.451177732415484	0.430472254044635	0.658255112775098	0.740800711201489	0.64598768070325	0.166102533487588	0.757883845469612	0.661031131007944	0.789187923179631	0.332433782560218	0.762366980636441	0.569580738966592	0.73385472955558	0.381203937656454	0.814457610536418	0.827219140587961	0.672136565023018	0.456794306420984	0.725440213042981	0.443459818026044	0.738804353920652	0.658757228623214	0.717759544043867	0.578752561494794	0.082368947953194	0.606303345602694	0.382089106015587	0.18870152642952	0.272250038866256	0.219196366333143	0.528815129915819	0.938047515137411	0.675710025639099	0.696657578566631	0.727943879029178	0.546489428908743	0.622319853354745	0.723885475660453	0.693507979488092	0.452012931644058	0.776779656452785	0.434012402603942	0.623402410578891
NCSTN	0.913092297862497	0.849293650232042	0.82195749433213	0.892436938619184	0.8512298981827	0.886301396308835	0.938350154562587	0.72952480555555	0.870887205938334	0.808473176601867	0.956310628984241	0.870192191804974	0.916410161595538	0.940214224731955	0.782147020635097	0.889277412234653	0.860338885413345	0.855401555447596	0.727841704313559	0.656245221777296	0.792851525879481	0.823697925122891	0.934947033881403	0.844015012637241	0.838307026984827	0.950258615280093	0.904375925497467	0.570272803515543	0.800297321662381	0.722027296930209	0.795163157863155	0.916995601127108	0.907158520253289	0.933550834801812	0.906004497371179	0.917546015321583	0.820322597054853	0.93654625235713	0.801541952326694	0.882250369885332	0.612505972338968	0.688836583998905	0.948561588363005	0.899234811744558	0.832972962687179	0.85240844440311	0.783766448907963	0.937102666427082	0.959517495790038	0.91258202750334	0.795604832725202	0.953330666987355	0.856045882724376	0.869947499518814	0.932897119656801	0.499799823645623	0.948126692948997	0.943100036748621	0.82751691509809	0.764708987172097	0.818204230831912	0.889665045068612	0.887533264444025	0.842590432761225	0.786146429560635	0.877481253107349	0.800575456522908	0.620599715275005	0.93257047001329	0.869974377326492	0.877852957552966	0.924324882540049	0.936259228369197	0.803870313936204	0.850586423558458	0.932304789571272	0.829127932220956	0.943681943927858	0.877139287488662	0.913265887605494	0.941933669057282	0.49076286136808	0.963381922734148	0.608632313043663	1	0.93158833648143	0.733893804408753	0.871046192268923	0.822392763621394	0.831689433610369	0.497992800054905	0.675386806018017	0.869597743598524	0.770208553695128	0.79720053316632	0.843206283255901	0.946702429560201	0.920838765980393	0.842933009634431	0.926715429377179	0.303198695516605	0.775743157009939	0.87382258506741	0.812641426842851	0.874287199260312	0.625877299660466	0.88840248369973	0.752766183870224	0.873390441729337	0.79728349455618	0.931919890204296	0.67625488855097	0.913707973296144	0.732605006640007	0.811807214965109	0.891559611756692	0.897580097660937	0.772505917240508	0.926414558440654	0.903396830380047	0.78952347863471	0.850246909291025	0.792737515453271	0.853401866639076	0.898148280966369	0.838707719760962	0.919200758593053	0.912216675343576	0.906614064036543	0.910773924472321	0.872760076719688	0.883003100472295	0.632259753414245	0.842961469249713	0.84760376592608	0.675133666985847	0.696765876075961	0.499009894846384	0.880688811968176	0.777286098087648	0.932357565853232	0.833571546843425	0.928955131272021	0.807782205185491	0.944491813032178	0.790981766746558	0.82699635938484	0.513986528157779	0.842531348377133	0.427405072147483	0.90533845540765
RYK	0.947313298049284	0.885161281673675	0.86316848874597	0.940129826915893	0.860795189989768	0.915347133159777	0.951903633293545	0.762163302106812	0.943093884796498	0.74542087328504	0.948202240567134	0.910161452941912	0.92053767184491	0.91838694060499	0.695291507892682	0.860636342531562	0.886237665409979	0.868354115930147	0.758180337931918	0.697834079897953	0.794772572431918	0.86611684127843	0.923800597106252	0.728322983745154	0.904979284176212	0.959257646028988	0.933324166077797	0.488740972249	0.685584205810395	0.709641449311605	0.870488707254232	0.923014452551865	0.921031725809648	0.938524937949123	0.902333672592996	0.874496536393059	0.879599030864362	0.933523338236533	0.869640042218924	0.923682527376258	0.65734203082195	0.712674528816682	0.968479048157931	0.955586184526703	0.837062054828197	0.874654583295364	0.793494038372296	0.966080611043355	0.966921772028823	0.941344878184495	0.802101433908578	0.945251588639484	0.733961358333731	0.903898504301312	0.893537439869905	0.463366223500868	0.964402172164579	0.930247159001674	0.856653078240499	0.817265023778861	0.732233592195967	0.900694808082954	0.885786298842846	0.901696694518428	0.864267964371033	0.882835939373744	0.803580241527165	0.626472012353911	0.94597738795019	0.897149457751864	0.902928735736825	0.937014064403932	0.906920531189536	0.749436256979488	0.852003130899257	0.907200808144773	0.836767381943925	0.939072896670735	0.932662684445508	0.902660309025238	0.927277572516715	0.463729501483815	0.959638428450492	0.594760589863402	0.93158833648143	1	0.806571941086911	0.835211210530129	0.806147691168517	0.811927034695285	0.458117001471972	0.732102180589286	0.810472139855481	0.786196274164388	0.780851415904335	0.912823264914106	0.948357787034438	0.905488610293119	0.824987134883217	0.958859443087073	0.283354027632853	0.81397122904809	0.894016903662263	0.897459718009544	0.817653913380055	0.595395918450826	0.862940249731806	0.788713710827969	0.753464898075322	0.786304762284677	0.946225099673397	0.721991825697719	0.894998336045488	0.678541424128708	0.711887912059668	0.875904565730034	0.918040586737899	0.714558185583994	0.94867188066036	0.926991387631515	0.834760253776006	0.862969564954591	0.831297312103881	0.886468273767468	0.913833640848946	0.845732942606445	0.917499534654343	0.878244619928824	0.919743478383128	0.933169294957782	0.801223207086881	0.904553109306618	0.596419041127165	0.898349224708772	0.871220431025624	0.68390959724038	0.74696817654943	0.483484971345037	0.889529983394324	0.762969651208461	0.89750218404173	0.817085529338067	0.940535387123145	0.835431477064523	0.93784473183091	0.775942300617271	0.842163199902233	0.550040718348987	0.888924403699637	0.456409370895484	0.953478401121729
