""	GPR37L1	EGFR	FGFR3	LRP1	MRC2	C1QBP	THY1	CD47	TFRC	ITGB8	LRP4	LRP5	LRP6	VLDLR	TNFRSF12A	SDC3	SORT1	CD9	CNR1	ADORA1	ABCA1	IGF1R	EDNRB	ERBB2	TYRO3	LPP	CHL1	CD82	FZD3	RIPK1	LRP8	NRCAM	F2R	NOTCH1	CD81	TNFRSF1A	CAV1	CD46	ITGB1	CADM1	TSPAN5	ITGA3	TSPAN12	CELSR2	PTPRS	ATP5F1B	SCARB1	CANX	INSR	SDC1	CD44	VANGL2	RYK	CHRM3	ANTXR1	FGFR1	FZD5	SORL1	ADCY1	PTK7	NOTCH2	SMAD3	PLXNB1	TRPM3	FZD8	FZD7	KCND2	MCAM	MCFD2	FZD2	PODXL	FZD1	CD99L2	TRAF2	ITGA6	TNFRSF21	SEMA4C	TNFRSF11B	ADGRV1	KCNJ10	RGMB	ASGR1	SMAP1	SLC1A5	RAMP2	RAMP1	GPC1	PDGFRA	APLP2	PILRB	ADCYAP1R1	ATRN	EPHA4	PDCD2	MGRN1	ERBB4	ACKR3	NOTCH3	LINGO1	TNFRSF19	PRTG	PLXNA2	PLXNB2	ITGAV	GRIN2B	PLSCR1	S1PR2	TSPAN17	TNFRSF10B	LIFR	EPHB3	PTPRA	TMEM67	NCSTN	IGF2R	SLC16A1	NRP2	HMMR	ADGRE5	APLP1	PTPRJ	EPHB2	RACK1	RXRA	JMJD6	ROBO2	AMFR	CD63	STX4	LAMP1	TSPAN14	SIRPA	SDC4	PTPRZ1	RPSA	LRP10	PLAUR	GPC2	NCL	CLEC2D	HLA.DPB1	GPNMB	CD74
ERBB2	0.910228248887043	0.555086449331921	0.941613528146328	0.773473187528867	0.895654898080391	0.657134840549094	0.38499137846181	0.829592556580065	0.772579344036704	0.868833145184057	0.4214888694504	0.66270621171984	0.398758059799704	0.81515352756672	0.810394111129981	0.853412015124395	0.848620272802144	0.533190361935136	0.895220399525187	0.878973686479402	0.925129465732624	0.693069787547057	0.904096775369841	1	0.717400713943237	0.891430762516464	0.775635837258313	0.381184506863983	0.758639535003997	0.837806491829799	0.561444398410743	0.862434299450952	0.871884471734817	0.419404102425406	0.853933315185603	0.943864462606538	0.655253237802489	0.680311696792417	0.859407883488468	0.958297995971241	0.827645148389318	0.870225497017282	0.529076587880501	0.785705665025006	0.69736965919634	0.633075929632224	0.675133180998322	0.871827671689113	0.555870324501428	0.549109189149293	0.872652112272445	0.504120611820536	0.714962780803906	0.296880157830982	0.418883334721072	0.864582459527904	0.754336054745108	0.8668694734972	0.345800584755852	0.647194195413577	0.86831542188813	0.892448181702659	0.646523223288866	0.672784472723442	0.919014717516477	0.919636384879208	0.259326634342778	0.71015364353932	0.910464671368499	0.473940052197773	0.939756657721946	0.820600892902712	0.898594902414404	0.460133892803884	0.900866276836579	0.764377846848866	0.576742784615348	0.501357777876874	0.709415068427579	0.699588601122333	0.654506400920312	0.587484590139067	0.705544822078946	0.308084103441685	0.54357829068941	0.921942570155766	0.954998211029787	0.225213915308882	0.901271592746736	0.688008504092143	0.816190203238995	0.856969660021131	0.903673307076372	0.63609275025816	0.745064855720822	0.618426064709201	0.436586493364159	0.743763286819817	0.196306315142314	0.796110650483223	0.535311535857045	0.493717676095175	0.895070845796072	0.895250488824799	0.356943295361018	0.839588356017142	0.335882736283626	0.767357584573721	0.721216000944963	0.934681913201088	0.283473144791356	0.842346138978101	0.752967855535147	0.886535963425901	0.809691758072493	0.52008936559605	0.840842650253241	0.261449891127299	0.856689285875899	0.901071557788521	0.824266011602129	0.463754288343733	0.625283407790234	0.698994260968053	0.565142896784966	0.75417437102242	0.852305134924143	0.822579440311041	0.829867592289672	0.921538400913678	0.596803418015919	0.939497508920588	0.829556401155328	0.704575227973841	0.646092078304012	0.951681282159409	0.277100605658927	0.221931917249444	0.631182687124262	0.444354276195236	0.108635950142164	0.248939831288782	0.154954290205438
TYRO3	0.891839718145847	0.915858872179511	0.723132921831681	0.943336314196463	0.838667405225619	0.888235840405611	0.780979078966401	0.895722854719643	0.861595098420498	0.841156698388602	0.719288748700111	0.922010889560756	0.786140975905037	0.671785604515578	0.655922223656586	0.880846198216058	0.920610708102896	0.753989142183244	0.711640911020953	0.817689478054727	0.693440182910485	0.851733413910181	0.839738400356636	0.717400713943237	1	0.822064078547979	0.724669658316321	0.825525709403534	0.915720190855167	0.881876531951861	0.844582537599233	0.73947803624724	0.894986537257581	0.881308123668898	0.867698560254224	0.791692870945865	0.41627063384363	0.873524777202288	0.74416903466388	0.714539259715595	0.887162558609791	0.494698337153093	0.902217347541062	0.947644128306229	0.906410003302971	0.876640677266122	0.814005572209414	0.886289489581786	0.85686608407804	0.814665188830593	0.453747877560198	0.861635930233854	0.927778392836573	0.627996246512968	0.766486152120988	0.705070701834928	0.857106837136899	0.555984458787644	0.764453502883753	0.913757284071908	0.889739312355732	0.694304494325112	0.895856155931622	0.720150841602704	0.701733336645161	0.545487936934473	0.721705835924961	0.857524706285243	0.845951653477165	0.807648565007079	0.748045274416559	0.801815542110896	0.827299677496814	0.816963677832704	0.655107255604325	0.820519346698783	0.87662754568201	0.823051761446217	0.770009956279193	0.876654331601245	0.870207492825946	0.834463948299494	0.93294714509825	0.727710504357353	0.829904730800849	0.754491092493863	0.739313897284972	0.746800473198919	0.847442040521956	0.850405052221179	0.751498423031117	0.874529803956137	0.73296286320508	0.899457540066478	0.907214435120929	0.66873495224734	0.842698201488573	0.919921319504961	0.717417554223344	0.830386930473241	0.850988734866896	0.851462262639152	0.82316543339698	0.791884088308574	0.707613007008542	0.845638582695463	0.806264173367629	0.869559574361925	0.845244844395491	0.729074888387426	0.751151021979995	0.942207142994405	0.894285927548547	0.866422320634756	0.839211173338013	0.756754734998611	0.478450672653774	0.608857481751441	0.842706026287484	0.716715135018079	0.848334239262537	0.846607982017095	0.832322866198902	0.905652206092204	0.800667413518511	0.859997980217513	0.830755525714129	0.810585311254707	0.849662975432046	0.846979697456169	0.871075541227679	0.724798914807869	0.603665348462447	0.894532890662604	0.886649092538759	0.728419841834112	0.362240348928953	0.71475628225365	0.934793569746328	0.793984169413656	0.0411536761300006	0.172544008948021	0.088216037370153
LPP	0.91485205781264	0.713945820035085	0.895605031987996	0.882671352663399	0.936205537390334	0.733365452484862	0.55639510796237	0.886572957114988	0.835187193519009	0.959547785641717	0.564839597521245	0.777999559739594	0.642235833279229	0.87527233306275	0.774932763858002	0.872699273180441	0.932581715766463	0.642540664943818	0.907231666182507	0.875575239632258	0.936216667798943	0.876873526676831	0.910410229544358	0.891430762516464	0.822064078547979	1	0.803412187308095	0.562554966417384	0.892406319059615	0.923818457962776	0.755097192025453	0.9446483595722	0.910977887971947	0.623242868368843	0.86881972714495	0.917818911383071	0.680604872362848	0.849802526921079	0.927587400632452	0.924084806521366	0.900652147494171	0.814003281072403	0.654122338705066	0.87442881034596	0.826561109513837	0.714811721985311	0.796954108208117	0.960818406233252	0.726607406100104	0.638867478488782	0.780069526625246	0.688914910060992	0.85671889326527	0.51764172162736	0.618699099663766	0.9320912845074	0.816711179463618	0.828432566652652	0.519166965770537	0.777564469145577	0.93759192445756	0.855538706005199	0.803324404651902	0.707095006316825	0.907008421023972	0.853345267563465	0.473693853809309	0.814829852203872	0.941781633830247	0.592929842785356	0.890770845662761	0.859042792778491	0.930019868150676	0.594751323361746	0.853853418938471	0.875076313967339	0.710002044294061	0.593658193198985	0.8064229971779	0.839019580579909	0.812140454812754	0.738571790840396	0.830620859359108	0.485247898485433	0.604777241867547	0.841867514106346	0.904676597438734	0.454294434981209	0.95350917981787	0.836371571642724	0.751260767149958	0.942668971386703	0.912635454342931	0.731379440577407	0.893814274834261	0.695393265920453	0.575675797805026	0.829556578391021	0.418875537959154	0.809621999491634	0.735500920932502	0.689143967872966	0.930405463005165	0.938279168507778	0.522157905524988	0.889493108901651	0.518050080501106	0.854885264260765	0.858115329620485	0.941551586448843	0.445679133549923	0.918329746673952	0.862024892213281	0.917348226992931	0.918524413542005	0.692269284307998	0.80027134139566	0.435723908816005	0.881962220655767	0.871052200509729	0.900230733862797	0.652497779287096	0.70546241551049	0.866657203704985	0.707415505487098	0.836613448828655	0.888545750286696	0.810354970977011	0.880822006210952	0.931899273704372	0.730268905150287	0.901689172958315	0.846895458154918	0.850122114595401	0.730351052441342	0.925950750661332	0.346697032271091	0.453314301747189	0.806715632078113	0.659967243601903	0.119034662817546	0.258921991064135	0.177969113496064
CHL1	0.811174630888133	0.58720666852966	0.779550736288977	0.785988459409588	0.903766323769238	0.644201412071597	0.395163704448922	0.748079468585946	0.878018169942355	0.828094460315358	0.429860179789022	0.706348562121927	0.470654346489142	0.838070116658986	0.718911827704117	0.894598590092091	0.801502542034075	0.679682374684186	0.875717714611151	0.864604811404289	0.744152401357998	0.704173001863988	0.841927803043643	0.775635837258313	0.724669658316321	0.803412187308095	1	0.359462068878359	0.780699105252965	0.76278104957358	0.573670855659228	0.662182647614078	0.72553602578883	0.539084762838342	0.744949874255043	0.784901090578731	0.529345944853359	0.727754542465116	0.74817273061819	0.750278746312881	0.781924877655895	0.594049544812491	0.610542213043692	0.787311563267692	0.713884633664623	0.626905252370621	0.656693406077367	0.847203263111964	0.558972440195695	0.488105938544582	0.521397947392976	0.549971400238004	0.75443632040376	0.626559414103465	0.44619963425818	0.681028319981571	0.868582543345574	0.619645769359862	0.44247657210857	0.739296294662784	0.793968060605094	0.609783752049167	0.642790876049277	0.751950232058035	0.808736951224618	0.682833257575662	0.357209170341974	0.666679233605883	0.746512053383991	0.5718079191962	0.83002888712785	0.614906508412429	0.728476189044685	0.508638559559176	0.80375650849805	0.683630926626978	0.639640358452942	0.60671702143185	0.75861766311044	0.681899932232874	0.785558886738012	0.642681343142713	0.711536135979477	0.503048880980555	0.556959790671525	0.696001073939382	0.770571201599775	0.409003656924273	0.796071576681255	0.635448763889101	0.717946827092588	0.828835259326719	0.713251018373721	0.641467598258948	0.737800094261725	0.539502738972785	0.569850863358687	0.786165831243338	0.41896890691442	0.845678171945026	0.637470936022149	0.625621423864131	0.76204320939195	0.686291314734693	0.673945579597279	0.695503734787374	0.472740518809402	0.715053334186765	0.620016093253793	0.791014993217925	0.417808717158009	0.804231192826122	0.768264656785085	0.769245493716634	0.729112711266522	0.717638746365032	0.523389252404728	0.301519514720467	0.719950639212374	0.649638854625236	0.787004680725943	0.609945081074792	0.656970600649817	0.731209374326043	0.68093874313158	0.800883128218435	0.770494737958923	0.779907812716432	0.787347979534589	0.771639214060655	0.657047804060308	0.722931622877094	0.654473751490082	0.729529300947434	0.619851673609265	0.747178328552536	0.305610895409333	0.342230483215207	0.664631936910241	0.48522648195052	0.0193082752484176	0.1402787448603	0.0580646792178858
CD82	0.638459024583606	0.877045019727189	0.393503950917018	0.787899296423068	0.496092659937247	0.77372342713079	0.911013246668111	0.678835497738909	0.592769203825966	0.586367784902965	0.792628742907825	0.805980060668258	0.87895038003886	0.360332084060939	0.365409032803627	0.567396273267097	0.687276446470708	0.628452299645093	0.362908489731686	0.483899600389867	0.396553559521123	0.741998668715337	0.533222156306114	0.381184506863983	0.825525709403534	0.562554966417384	0.359462068878359	1	0.756080885770902	0.671813552770272	0.83798777396974	0.565037566756381	0.689260815206492	0.907076725111857	0.671743291905019	0.491928583445223	0.211648240983897	0.761398334414691	0.476653270373474	0.392160805279917	0.648959684950617	0.188707132727332	0.851466176493277	0.770451460799472	0.788988586944591	0.775433055305494	0.672858715285214	0.627649104845924	0.858699280463306	0.722297962614152	0.154371476575717	0.879617860849632	0.799834091930552	0.556722418456617	0.889917696889079	0.480422451420158	0.563645997958058	0.242222464264547	0.792037127502883	0.769635710977025	0.637052360044652	0.440154815273635	0.85958214114069	0.420597957295537	0.335749502539629	0.184593481529414	0.892238143354275	0.676927751759106	0.598368339157837	0.725387516636263	0.378748788150725	0.59289115622986	0.575141283069933	0.785898043904161	0.272875717162017	0.712149133503257	0.818656636200744	0.73890514480583	0.56130405707887	0.797325318206275	0.741179820777657	0.798727486466516	0.817353061585693	0.684193571488215	0.784491728153275	0.479008654827401	0.41312013478856	0.86088738456187	0.572866761959781	0.74927947501285	0.47359024800999	0.647592909266771	0.441293484945379	0.802671727519097	0.787130802556307	0.617186306164271	0.820762769417379	0.684446371873543	0.852441133116368	0.521077662149875	0.786253298910905	0.847279327422439	0.554476852668049	0.574794358697885	0.581123370713616	0.606004397433394	0.857725177714223	0.707639201504516	0.769599382878231	0.404828635491882	0.843461109137773	0.72733187047272	0.696305083380451	0.632670011609329	0.626863756881419	0.602771495471245	0.201818817918504	0.607882208457509	0.654904883342113	0.481315149500486	0.605380054620296	0.80801368585412	0.706863969172521	0.786883140345606	0.679280752694226	0.614598586191924	0.588970421107644	0.535797152883898	0.626498487551273	0.578458845588933	0.768873570200967	0.411511331960461	0.312701549520208	0.783610420777717	0.796688916565505	0.420375394490736	0.314093186561758	0.891581996567996	0.849748457345795	0.808270275235364	0.0366731131275816	0.120978410268779	0.0735762289126874
FZD3	0.894865082175911	0.895894389795821	0.781361061722785	0.961168628723203	0.868285255767931	0.778296906929503	0.697593858166268	0.863517509540065	0.861620749154544	0.934593063091575	0.776843269795221	0.890036068666431	0.82694690426296	0.725347735518457	0.615717948782338	0.899615848312468	0.936548843203552	0.695338948665679	0.811864482773263	0.815065038053542	0.764336272752407	0.919920628303933	0.886970965991806	0.758639535003997	0.915720190855167	0.892406319059615	0.780699105252965	0.756080885770902	1	0.920332809948767	0.862030040757094	0.819914364189624	0.886479209436858	0.82387981667572	0.831634729674345	0.792182456174823	0.460167099122035	0.930728139728913	0.766450513887636	0.75818958840752	0.866453459566318	0.543227321238241	0.843355963376337	0.933956669136534	0.928144441562142	0.780950066925725	0.763950353342551	0.913301133232665	0.839087313991499	0.654132740598383	0.501923088599735	0.855319577018528	0.944098833959666	0.65346753599237	0.804545837920072	0.775937447201776	0.867641439753165	0.589677340115396	0.693063199973572	0.863188953738501	0.915535907387157	0.682199013429532	0.9061796532648	0.756811993790821	0.748905594897236	0.622473556398995	0.728536047752165	0.843510492451033	0.846948575543767	0.75250523887661	0.766669352622432	0.759373897391982	0.84347408967091	0.695275913037741	0.732836020249869	0.871600154130364	0.8514784620756	0.77783673963815	0.85796457049376	0.926635996097298	0.916191185004187	0.837281788960785	0.902990630973319	0.603937444045307	0.740337027032093	0.735088015879848	0.742444436412532	0.717390204789253	0.858663219981016	0.897919391941322	0.747264437186572	0.938115347981329	0.755976039234818	0.811591088827228	0.942553453374701	0.791176272312101	0.792740282962366	0.872871625893584	0.660437111152434	0.834812477868713	0.86276946865619	0.851155555435673	0.823472684874866	0.830048259403193	0.713282879690505	0.827368101271326	0.712982466715252	0.847217684676566	0.840622631769101	0.816898114541013	0.710327355544518	0.956817557786581	0.92031095626227	0.861533388840186	0.845739052235113	0.741649720037332	0.527662161573532	0.566618391260007	0.82822338075626	0.705585406922872	0.888834494760595	0.800099530068481	0.737469851270518	0.915173751321614	0.745982833060122	0.926595980015022	0.823439656467036	0.752056657732933	0.853432937880463	0.831927001837786	0.826516380915202	0.74657115107545	0.622518845870837	0.966217756952307	0.780098368872787	0.766389477301763	0.326222891755066	0.69623375424889	0.905245968859328	0.826556408477872	0.030562383202085	0.154156625507917	0.0834951082346023
RIPK1	0.912841500688043	0.822851914178431	0.834382199582879	0.914458660281194	0.88633975751153	0.813275497646327	0.635732740476497	0.923025082912672	0.841989494293749	0.921045963937297	0.626861985617773	0.836491321884166	0.691339251244686	0.776789385193617	0.735736038382375	0.875955221329469	0.946714706962159	0.695447483586354	0.828719809847152	0.857918866492193	0.838141579644359	0.860489636474955	0.909293838730323	0.837806491829799	0.881876531951861	0.923818457962776	0.76278104957358	0.671813552770272	0.920332809948767	1	0.806762190426961	0.86363071317575	0.919592835122419	0.727367295799794	0.899426655668894	0.883529571940783	0.547084065043678	0.862669374470756	0.861093642187595	0.864943773082303	0.918905596478674	0.688671210402231	0.778208285157409	0.904986997432787	0.880224583659251	0.808805265363838	0.798339297029225	0.938586983136636	0.760926593037899	0.705795838208351	0.658539278714337	0.776203407368593	0.904136571091388	0.509602494275161	0.67249142142152	0.843836362623277	0.846169709481707	0.739892849624234	0.619490086703197	0.823498138926733	0.950193269248088	0.804164145937746	0.829363785758277	0.742345269103703	0.823118189028962	0.745477020450647	0.564106191668693	0.843483558450067	0.92471637860649	0.715311615137742	0.827612556357554	0.849573920979348	0.900675988889543	0.70601729306694	0.796835114383335	0.849121056412754	0.767011478281597	0.718223247059863	0.790349582068127	0.859820812382549	0.820560130153501	0.757185480893249	0.903030207068852	0.561098511659241	0.723093063907094	0.849572165675864	0.84964103738206	0.56413924092935	0.933828210819979	0.873079183157388	0.75088454168043	0.906548522305028	0.848201015543434	0.826216363192421	0.894257698280203	0.700593007476986	0.697667874041192	0.873420395917079	0.504956985487868	0.836172320145373	0.766730630916587	0.739270123727988	0.903874212894227	0.90358830217896	0.559706332675846	0.902042255204703	0.61754374310905	0.877470869614971	0.865144270934749	0.866615406712938	0.57562093545601	0.952919251827689	0.894573468911255	0.910350628563803	0.875530495581031	0.694833391824798	0.685847402884019	0.5697881242494	0.86949255322709	0.81101663264432	0.900285890348271	0.729006433854018	0.769910637069294	0.869006462918626	0.743866093494206	0.869672914687487	0.863344038231556	0.835830603083929	0.897862960748543	0.922294340465343	0.804560457906868	0.845691757673106	0.74460927810731	0.882695856092898	0.810036818014899	0.860263475173685	0.375208960130765	0.54801363328793	0.887064126913426	0.739414464907806	0.137074945385848	0.275403820559036	0.18866033132767
LRP8	0.737437764593985	0.861765752403387	0.591507605568399	0.863835602938158	0.696995961113478	0.737734003119084	0.799093844554106	0.767517661656961	0.704474404153581	0.769193064564539	0.785737261593388	0.839194919951316	0.863417888810358	0.590604337458193	0.511356458754201	0.722223900104286	0.814853937920934	0.641143751386851	0.597304994871518	0.646598674393343	0.618303654029195	0.86423905371379	0.677712092029909	0.561444398410743	0.844582537599233	0.755097192025453	0.573670855659228	0.83798777396974	0.862030040757094	0.806762190426961	1	0.741570083727057	0.783221063163245	0.872447830190717	0.725999433652168	0.647516015747666	0.401082358119149	0.84092345166793	0.66261668792275	0.592643370403222	0.755419730136194	0.416571132482219	0.783318259255033	0.830856755055683	0.850862365777875	0.747011727559314	0.750264448311362	0.790833579189318	0.848387708854083	0.663990550925424	0.365401995244295	0.869792138406379	0.86667249754023	0.618711555113583	0.859857316354194	0.677924076719722	0.685233858184277	0.458101695528321	0.724026662527842	0.800852728444247	0.779455807935601	0.572914560412585	0.876205501841703	0.561720569047571	0.579751936970042	0.432946214226052	0.786099993754455	0.806475580519719	0.73487925146713	0.690558894262488	0.574094692571452	0.684396028780463	0.72510090954393	0.721003983652486	0.499451536200736	0.811407323814488	0.843884653481757	0.689491141445253	0.686682699683908	0.850910264831627	0.839941634942901	0.780061243595286	0.845060565878757	0.674941442551314	0.681743950043483	0.582000295277706	0.593766079693479	0.767651676252585	0.738835574147284	0.862762413347375	0.560416501198141	0.813173845994738	0.611641352468531	0.76772086778121	0.882167453902157	0.696860356646308	0.753324931565268	0.764993147106709	0.740728086384429	0.665283690849404	0.830627606095901	0.857721560287827	0.707912279190038	0.729587303198899	0.632261285515458	0.705940853847441	0.768939444773767	0.790118425197447	0.813178929127303	0.62467160878277	0.758764478514362	0.815905246918101	0.802960654472314	0.752144237091211	0.783252589111112	0.676768987676508	0.421825425803773	0.595652919660353	0.745479814288694	0.621478298252765	0.746821032578584	0.818891722817915	0.691138613308046	0.880803688237961	0.709994585220538	0.740547863356374	0.721020065341244	0.625543314247989	0.734815149586581	0.71369244853025	0.803931602857498	0.58989856653268	0.524649776319761	0.86150709489572	0.752367074103505	0.613102037007636	0.348648242693193	0.790412343136604	0.863885441088654	0.818839777966371	0.0813730969640102	0.189223088246208	0.133153896652685
NRCAM	0.865193231366755	0.63658954663463	0.870885846533052	0.81812731010357	0.846106613099192	0.65401835463306	0.57710009394555	0.811714117309887	0.711432044176031	0.914345174865084	0.553137547611631	0.706596192833115	0.639639651812264	0.824377711376959	0.721830493916285	0.762937586217629	0.858270346965553	0.527463261536097	0.837285206795067	0.793317967826217	0.944233251076263	0.843966223079865	0.833939956841622	0.862434299450952	0.73947803624724	0.9446483595722	0.662182647614078	0.565037566756381	0.819914364189624	0.86363071317575	0.741570083727057	1	0.880916328238184	0.556291782448649	0.810996214524711	0.8773547735201	0.718927000496646	0.790489563749148	0.892221244952036	0.905843724208096	0.810788121762941	0.852187930174343	0.552963695920697	0.808006436073752	0.77244515250599	0.63037973702571	0.737966972121741	0.8934794352992	0.692598926855435	0.577234065967299	0.840273215580831	0.649605316615333	0.780700951173476	0.404488362042852	0.647423770791753	0.948533703250408	0.667223368192567	0.818932966231842	0.435841599563951	0.662489923885512	0.872989898112876	0.875564590906877	0.792020466320123	0.564631306710617	0.847919224752268	0.851315094554012	0.467834409799037	0.77166760091742	0.919724027318786	0.478548008838658	0.841066124553631	0.842024084027498	0.914987898710098	0.495777660001815	0.775349383732853	0.883032250503769	0.653739625539136	0.479366386442541	0.726667423775182	0.810935546130171	0.741324466558241	0.687676481525376	0.749417406807225	0.370419012219239	0.5087891640158	0.809451843432801	0.878478457975157	0.399376735031358	0.900068792221671	0.79507627585562	0.684192806147183	0.897433539948363	0.902725740472407	0.649239270145969	0.855900190735513	0.712333254934337	0.46205782608666	0.70773738703303	0.368228848656354	0.682494490399278	0.665549086568253	0.631729783194206	0.884688405077616	0.944505087177492	0.369715187032489	0.829550583419922	0.453882988332143	0.81506809855207	0.854162949668084	0.911439294717315	0.386295694508067	0.837420012433275	0.781054454709616	0.873588241353391	0.891471027561713	0.559615189659937	0.8629211116971	0.349309710240507	0.87315817406306	0.890373766974007	0.827661972901637	0.553716692774322	0.611657536135417	0.805810516492629	0.608272783175099	0.718986662564207	0.832624494650935	0.717403927125565	0.806998522444213	0.889617414996633	0.624245514884672	0.871937755600423	0.849057282101424	0.804220261978563	0.656513398435369	0.915874377026162	0.2616603537012	0.444052195810183	0.727110287420508	0.621826817884783	0.0981676887653543	0.22790981114774	0.1567168131247
F2R	0.935179877820755	0.812648373653764	0.858412591437903	0.899367810004007	0.881143991021806	0.858315219937066	0.681714717770844	0.935188905420487	0.832498955879698	0.888174968974191	0.60224134226549	0.843138613814642	0.661581955351679	0.777355946510058	0.79486331880553	0.869757063145543	0.937360193657671	0.707507557364026	0.802847330603689	0.881740986061097	0.863681973780566	0.821321707835315	0.897109347615997	0.871884471734817	0.894986537257581	0.910977887971947	0.72553602578883	0.689260815206492	0.886479209436858	0.919592835122419	0.783221063163245	0.880916328238184	1	0.711894553196314	0.931285654903959	0.927108581595218	0.61425641892778	0.816191391927939	0.877611398422179	0.891176502945654	0.916098673237645	0.741994681134848	0.769156869611282	0.907636007183512	0.866193878847594	0.848469459076561	0.815304636858694	0.930201282739433	0.751693490314774	0.75861061569856	0.721377084003417	0.739858133974421	0.880426682619086	0.475028258625174	0.665761835675248	0.862305503625801	0.810007918203895	0.749777785456095	0.570893309949171	0.810917893300022	0.950939366560078	0.86636381757718	0.839416439371165	0.703701886120901	0.822467436220293	0.767437306893653	0.535272318739055	0.861885767295718	0.956340701017567	0.713287344913667	0.855002360763532	0.878507630614443	0.928165679457762	0.713038106649205	0.766344232278046	0.851587311377809	0.778215325248968	0.698791600419367	0.726082404362914	0.845634333611007	0.787557733328528	0.755311023235593	0.896316019145075	0.552067110571788	0.752669736364523	0.897418933429399	0.899733262378502	0.544807265092785	0.937724903549289	0.863048619925685	0.763347934008313	0.909191909119393	0.889553687540628	0.857944111576313	0.890187459209455	0.655143173639078	0.702067967918116	0.870556373834975	0.513547245774166	0.832869704505913	0.731771231739824	0.725768421050708	0.916476796558782	0.922036894716207	0.533049470346062	0.912454161602103	0.633839409913199	0.916929894735967	0.869503480172338	0.858054521667455	0.574689609245758	0.939119325086901	0.875445057065495	0.950756249770234	0.879435887856657	0.671147282506574	0.741055405071671	0.542895302978921	0.935878879653918	0.886070932964092	0.881899209665944	0.701204554587028	0.813701510585201	0.864624413910832	0.759633945470644	0.815347474472469	0.906603995307253	0.878362406158941	0.913296468213136	0.948781743336283	0.79613532723742	0.857122254757654	0.784699525381998	0.837285324199306	0.86190580410461	0.907029801642589	0.332413488921689	0.554616820336762	0.861913384694834	0.670433391986699	0.0856464965834104	0.224706452853301	0.136279755407092
NOTCH1	0.674705661444406	0.924769449280818	0.440781728284603	0.849671264060449	0.62670147988687	0.803327033527352	0.872305133895156	0.746258769531859	0.705849322233094	0.651070587591018	0.76769684629309	0.889319966807615	0.887701589581885	0.476099728564364	0.417187689799043	0.701036154297336	0.776880085269552	0.724630623662599	0.456577548571574	0.598087556513351	0.440965974814161	0.796068334209276	0.611139847217028	0.419404102425406	0.881308123668898	0.623242868368843	0.539084762838342	0.907076725111857	0.82387981667572	0.727367295799794	0.872447830190717	0.556291782448649	0.711894553196314	1	0.684940820049525	0.53349947158587	0.221490995180039	0.813658542099816	0.523345391421979	0.432247209461932	0.722424607877352	0.185476168767236	0.898788378240996	0.83365060405124	0.863940891254755	0.818895199881585	0.720087705265054	0.71841402121946	0.865717460022945	0.748318084975236	0.131574690417368	0.919567656445055	0.878376932311069	0.691073895775649	0.861201591008421	0.502556758840909	0.717180176527621	0.262117444062192	0.846209987594745	0.866390589212829	0.716679336513066	0.430984446242044	0.873782611169479	0.545231381939281	0.437878463194501	0.231149841366957	0.87006100902762	0.767841753748461	0.631709574481104	0.828098081929743	0.467524139369746	0.606411230908878	0.621171259678297	0.850453774115825	0.374363067690143	0.7000803686486	0.897372137052073	0.800897376445396	0.646339256397204	0.829848237227434	0.838749360544696	0.783829694582628	0.870743569987795	0.795674713909123	0.797605479776115	0.471278726667329	0.457784094158005	0.910700692419064	0.640654022260128	0.821251140168809	0.514538009398453	0.721460534849728	0.461830336665949	0.838230969664925	0.829733894620137	0.613715931665467	0.889791844868664	0.816127362379093	0.894700266498794	0.666076257255273	0.856280961803969	0.911619137801937	0.6129056288582	0.577224892525776	0.720954168419036	0.656883911243867	0.905114306397953	0.762178977048455	0.762999308783766	0.468208810158899	0.904010168815724	0.793391593040019	0.793112289490124	0.686708381301374	0.676152578346492	0.738533516381882	0.183958390998756	0.712766718624829	0.649318418103296	0.474793192273808	0.672534659524853	0.923584757668494	0.761159430354471	0.853859147430748	0.768333967349577	0.712882729498554	0.652602861659144	0.603575308169609	0.683848135669211	0.616645257313946	0.850747988317476	0.445850279560954	0.36166144489727	0.834238283909291	0.813228320567701	0.450378446916951	0.31055797853672	0.885870584399367	0.909067752648501	0.84294499722331	-0.00162148691593254	0.0981756212196229	0.0385797498582698
