""	SIGLEC10	CCR1	TFRC	CD163	CD40	CCRL2	TREM2	TMIGD3	LILRB1	THBD	HAVCR2	GPNMB	LILRB2	CD86	CXCR4	STAB1	ITGB2	TLR2	SIGLEC1	C5AR1	AXL	SIRPA	CD4	TNFRSF1A	TLR4	PECAM1	TSPAN14	ITGAM	ADRB2	ADORA3	KCNQ3	VSIR	PILRA	IL6R	CD74	ITGB5	NECTIN2	FPR1	CD81	HLA.DPB1	APLP2	RACK1	RHBDF2	CD44	TNFRSF1B	ENG	CANX	SORL1	TNFRSF14	ADCY7	IGF2R	ADGRE2	UNC5B	TLR7	FPR3	PLXNB2	TRPM2	CXADR	CD47	ALOX5	NOTCH2	RXRA	CD9	TLR1	TREM1	ITGAV	LRP1	MCFD2	CADM1	ITGA5	ITGB1	PTPRC	SORT1	CD33	CD93	SDC2	SMAP1	SCARB1	ATP5F1B	PTGER4	ABCA1	LPP	CD63	TRADD	CD69	SLC1A5	PTPRA	EDNRB	ITGA6	SIGIRR	CD82	C1QBP	SDC3	ITGA4
HAVCR2	0.542548356487432	0.345118259066414	0.753854312945876	0.296508747102205	0.371540776352439	0.592072818174726	0.778964329381877	0.538558014446061	0.550166420919719	0.0709758347295833	1	0.206952535008158	0.0284056655375772	0.455891654684491	0.0717398239090813	0.336627474478856	0.661832414045145	0.447196004524919	0.107961651831784	0.291208577428864	0.711470173068316	0.615337589888599	0.57058354362263	0.488162712395063	0.0376912886134189	0.0363293559951043	0.684667166324215	0.169685505304269	0.694650341936754	0.527763043800567	0.284083885915376	0.40210568523055	0.542635748985124	0.681359422237485	0.336790863499422	0.29289513922748	0.324758737296383	0.687954539435048	0.620946689035914	0.00951266934344652	0.443211074421547	0.382111981767126	0.687654152908774	0.18776492813455	0.445394505238532	0.456388584856016	0.345002992746691	0.737651625463258	0.15443377611112	0.359390891573249	0.259843142398089	0.552621609041369	0.703569189261535	0.517871166262727	0.15038075855515	0.319263750490469	0.434741961309462	0.49751612150286	0.301539041661541	0.395909234626612	0.0649195070546165	0.449234212314628	0.2966259157456	0.653369682201485	-0.113354480124256	0.776894575569413	0.514434221486034	0.330775689571033	0.309231052192879	0.308931210567906	0.504144482906435	0.616653036086161	0.50904941311788	0.447739103163128	0.21230958659077	0.18461575089864	0.330392130362802	0.538285180319027	0.265009731936583	0.60543914994564	0.325097914861265	0.413679319814422	0.350529245462992	0.276965295036643	0.569232825583476	0.546988339969805	0.336549897735071	0.251866621636647	0.607237056017959	0.165392645557096	0.134794536256393	0.300421298059435	0.234291835972978	0.171209446267389
GPNMB	0.389032554023219	0.660863174802397	0.328097840103022	0.563796060199226	0.47855370032751	0.342732087281418	0.359848351395464	0.599627883052126	0.263205346065958	0.61517912330594	0.206952535008158	1	0.324722189860428	0.185665876459004	-0.218833599318804	0.481369969864985	0.485242309633626	0.396568988789021	0.507709606337218	0.674599314167761	0.172098464273647	0.623792298799479	0.341834084043597	0.421613674026329	0.606084014910961	-0.176616108697449	0.413565513958812	0.574044994610369	0.351603777218203	0.53226025208862	-0.309564750784724	-0.41607994846126	0.685147466180233	0.5598647162938	-0.191397886530982	0.492169069968351	0.407453450436396	0.169842319901737	0.607537512313135	-0.373382044192249	0.630977720812708	-0.0339144147145702	-0.183374763602698	0.634786902439111	0.191775669449252	0.510227965986437	0.525924964219002	0.0637775665743776	0.606837139501862	0.0084385438138103	0.691505344371536	-0.249274926588351	0.0902938346048335	0.350137753370208	0.563792775020548	0.346715290617485	0.27583627403757	0.3635217836209	0.370258710097307	0.435146541567323	0.474695051552097	0.562530904838325	0.37698316146467	0.247746349074803	0.376886024847297	0.342158013555333	0.678622409685878	0.532356102672481	0.0808225985118113	0.508682631200332	0.536289921546657	0.0485998995393326	0.350488724719514	0.359123457901969	0.311754484195651	0.600251457807217	0.257279787146849	0.351953418538839	0.152796447049603	-0.0139881231057113	0.9017126882305	0.21918691370577	0.511504265859781	0.357663053205178	-0.331846759196512	0.43232456309272	0.195903389410825	0.369496668840112	0.0313479731268183	-0.0799400910585951	0.704116402171869	0.18824831002052	0.438931123932592	0.0316367392820035
LILRB2	0.701400925335982	0.718229090922141	-0.0902652922340728	0.814937545756011	0.52865590213371	-0.259084936093811	0.369733696497705	-0.0547703308012426	0.627482074160809	0.786705905979791	0.0284056655375772	0.324722189860428	1	0.463543878346093	-0.345737148699665	0.796146352069117	0.594263818512416	0.658879908124001	0.813227210199425	0.739807072964807	0.101477089885797	0.369189946311773	0.668009841818827	0.606217986862962	0.626451158147873	0.104696624899304	0.197934904465616	0.801651291870374	-0.0664944957479164	0.636671425285496	0.0938242087384195	0.0213250072810558	0.275540825678514	0.26786731825331	0.418237672791978	0.789258334297444	0.627691841679799	0.465827145743249	0.58484965822926	0.188836053878129	0.711450578966778	0.478094048157226	-0.339172180820275	0.781312039748581	0.486914261336075	0.75381729274411	0.743616315715019	-0.357777448542674	0.660940349026649	0.395586113197728	0.513588168791199	-0.130258083665239	0.127222454769983	0.105161839179526	0.736394837931628	0.663835441019352	0.558766485522781	0.52047376552257	0.713652680812903	0.711641109102595	0.486447892990933	0.545862748384583	0.340654607778854	0.303808446190647	0.285426840451081	0.183825356920879	0.541041154818957	0.688106580210281	0.41118429321345	0.603530466951791	0.492917191109153	0.459079803851273	0.170879922721928	0.711801115199615	0.856518021200301	0.230102371105854	0.61227899235227	0.119359864401677	0.611840499457318	0.0587409580914353	0.357428970008775	0.362520129864886	0.698820564802161	0.653172999948001	-0.301328211663991	0.514760989236212	0.135969622634358	0.525786847283186	-0.0424649871907436	0.335343243769941	0.612072181870188	0.604847407340832	0.427694845571996	0.715167559722165
CD86	0.759851439999463	0.520866413627172	0.0951286373625813	0.595392932947655	0.610874325557335	-0.062025582481109	0.62083037056662	-0.028082351748177	0.750699868451205	0.407078139456692	0.455891654684491	0.185665876459004	0.463543878346093	1	0.14294580361356	0.539426942445662	0.675554770475913	0.583544894587531	0.531426650106845	0.454404609162407	0.568553315056374	0.248117968851496	0.70647130127685	0.641558823509878	0.399257067735017	0.28250171206242	0.205027181509076	0.403291481737525	0.321591949172816	0.719231785308852	0.407773922344107	0.576564395777837	0.585651364694615	0.39579450097872	0.775072773638418	0.58804770459514	0.439781572720464	0.764835721614006	0.577939193241067	0.537943484042094	0.530724428240109	0.685509647811457	0.104142148073169	0.433948586466436	0.659510205456469	0.600845240057823	0.595938005044584	0.0305574266557899	0.588678234360101	0.599668424849859	0.381739876144609	0.310039277389339	0.394832212833642	0.297690326113813	0.336248745896487	0.524833058108296	0.380512851236144	0.643219301379708	0.640325176249974	0.605834048121018	0.297960613354634	0.309542866019604	0.240297193346515	0.597346193538114	-0.0302394941132303	0.31065660320357	0.429384294374845	0.472057514265908	0.575921469327235	0.288346990434739	0.413466524886757	0.74212991701935	0.170423935813882	0.697040051288694	0.626708836975262	-0.0159523351024314	0.645680447419664	0.261235261898508	0.509454019745826	0.571825500763051	0.228045534868842	0.346716314378694	0.604969239693654	0.555664363040172	0.251839940393742	0.562227265538467	0.169659108037574	0.376826458775353	0.279794643069566	0.53221775873695	0.242822392027581	0.513219706797329	0.173202320299913	0.64879829818083
CXCR4	-0.195751330577761	-0.418744018576994	-0.130828311779455	-0.366119659538501	-0.134509872429951	-0.0299429971791626	-0.0657620807564151	-0.266371398738467	-0.134968066898913	-0.391502572367617	0.0717398239090813	-0.218833599318804	-0.345737148699665	0.14294580361356	1	-0.406164501314003	-0.0515222212586846	-0.280984984415394	-0.363180245957234	-0.27789262496482	0.173853478935615	-0.207287675914156	-0.154033678609623	-0.102504925328882	-0.20780376070924	0.421366086789926	-0.0393392366092619	-0.497519669011003	0.0284247522600309	-0.15993505466384	0.345980078199823	0.441230919553835	-0.0439575246105037	-0.0744395017019147	0.329383229026639	-0.301615409756113	-0.14844218569733	-0.0290773813980322	-0.183057422220315	0.565736742423005	-0.283927995709733	0.285094858850981	0.136802514834293	-0.370103889068645	0.222084968517857	-0.259770918003359	-0.238458009276959	0.158731951354798	-0.0303202069023437	0.201393525854755	-0.307918419406439	0.281547607055565	-0.0112025520626691	0.038259750072301	-0.412583043502569	-0.205657847690597	-0.218472426243535	-0.110615856076862	-0.0553611023351686	-0.342715272527886	-0.142223092790403	-0.235225223815757	0.0557813015451266	0.0234556419505622	-0.376218196371681	-0.0750983203070395	-0.327098582592229	-0.199176229711099	0.300587984518046	-0.205937969461175	-0.02491037324313	0.291581896392769	0.0772620351655066	-0.20662509724493	-0.307147965737962	-0.118731934704857	0.0460321573977402	0.119448311965227	-0.0331036964024813	0.222241962857433	-0.209733105835002	0.0440603773789165	-0.18356410496937	-0.166162789826978	0.508555830248134	-0.0592368752438284	0.0926467401120251	-0.190864473778174	0.253109414977468	0.414209765518756	-0.293876350663863	-0.0543666162131421	-0.225014301776986	0.0556801358949513
STAB1	0.854002958424226	0.87884498315577	0.25254683065031	0.966200233295292	0.59164786737621	-0.0725971993639905	0.641113924672183	0.235324594052569	0.776748305852552	0.751857867137879	0.336627474478856	0.481369969864985	0.796146352069117	0.539426942445662	-0.406164501314003	1	0.74237082209841	0.83071403229088	0.878080558160986	0.794048919741204	0.341473749787611	0.596843299133695	0.838246760977582	0.773553868816188	0.681695037461754	-0.0689226957443198	0.452620921867552	0.837483694269165	0.143285119984881	0.8472758545024	0.0800130112906179	0.0393175426285057	0.496607773968633	0.495831705284211	0.438085716492382	0.902919815312741	0.681217091709922	0.663599662316662	0.827179194307053	0.0652766076242746	0.832335324213386	0.419354391508119	-0.0594232777020028	0.805007406081726	0.538729985454486	0.879338918906232	0.80897306751482	-0.0842441015660658	0.657512937753506	0.493584591573009	0.644388102878554	0.0347066639475761	0.38161121114787	0.299208232210745	0.872135089294603	0.703943880441942	0.731824956021263	0.697585118965382	0.701800786820331	0.85048532052809	0.446140200411964	0.647518758209531	0.387212367874615	0.439768620497437	0.144934874718321	0.448229478541061	0.76218172461177	0.699614963320877	0.417008758258733	0.610161952124139	0.575708024452943	0.538260109358596	0.2822951660557	0.810859193715332	0.897322440784821	0.179846276416317	0.62479714008412	0.28885144092345	0.514037404864515	0.238009734978963	0.533281225916868	0.442676590880272	0.747389080287437	0.673803706569717	-0.165973586185561	0.584626695766593	0.226156695846297	0.547530848186683	0.13551680583427	0.184900033669417	0.640178208782371	0.538890940427557	0.601937903719458	0.665239675467521
ITGB2	0.834629836283414	0.736545897223732	0.41543552076182	0.760322055563809	0.650330341685906	0.237585743780194	0.857590940506407	0.367493877595818	0.829473540244893	0.606343906267385	0.661832414045145	0.485242309633626	0.594263818512416	0.675554770475913	-0.0515222212586846	0.74237082209841	1	0.724061361116482	0.610212587246835	0.717923971675481	0.600517481006376	0.700530878044387	0.874768562184064	0.796919539019651	0.465845839801292	0.0922202735827118	0.621594517596684	0.641543210520716	0.484986180357505	0.848599121500459	0.337994768312154	0.310430659706679	0.632380514363758	0.686646876245626	0.551346532627006	0.767078779198186	0.67772840859731	0.801386405388233	0.888804809373332	0.187057599090908	0.823519189435574	0.631877684413669	0.181767584895434	0.674360129124145	0.728548612261866	0.833887855761712	0.799823459125589	0.27306399384943	0.625103265654376	0.541331872976627	0.628763147613945	0.257878898013433	0.549101875448327	0.479449797480924	0.569409924385103	0.713876050830946	0.644390978131499	0.732421111334058	0.741967014751281	0.730228162358401	0.460617672934516	0.66489432657615	0.562502294341207	0.767018730825881	0.109998609583505	0.705629705673821	0.764269811077686	0.709033498501599	0.572016520797855	0.685905826332012	0.768403264407337	0.771683831951097	0.550946553308136	0.840634309709083	0.704264338086046	0.3288755123659	0.684178939982079	0.526526903681834	0.618727852005705	0.491663441818315	0.53290318456523	0.60248124640437	0.774943662146819	0.674536245067793	0.256219924035083	0.753270672313199	0.398890690001815	0.550846874681612	0.495142089737102	0.412243659700471	0.589282994762444	0.638016706555664	0.477065634040165	0.611862866469588
TLR2	0.785238663201234	0.739939882024939	0.237072571512803	0.816304558106014	0.584477013339939	-0.0325917689574555	0.628247426676115	0.185257332236049	0.732956657475038	0.596504720049056	0.447196004524919	0.396568988789021	0.658879908124001	0.583544894587531	-0.280984984415394	0.83071403229088	0.724061361116482	1	0.765862801570601	0.675660274098352	0.368493052323802	0.53896986643772	0.754732213158506	0.681214628341205	0.537482541918999	-0.0547218057484794	0.467874367698904	0.677257872062844	0.205858905807223	0.749843018835995	0.17179898381805	0.172122844575541	0.518771991979388	0.475496901416901	0.458660946257018	0.788554835912232	0.599699282300886	0.643690494532867	0.709793121570075	0.140031155251527	0.7218040835019	0.450780294425813	0.029601478848569	0.68565537333619	0.553764849140887	0.771274514524234	0.709866583151793	0.0298662798095311	0.633241963275867	0.441877287229701	0.53084781825392	0.137336360084725	0.385316542347163	0.318788455600574	0.685068792060075	0.526421225644379	0.642269890419434	0.630333746790558	0.602548625191334	0.7272030879313	0.391760816961365	0.608156152422372	0.377735970589528	0.485907807994915	0.182103642894551	0.465187696726044	0.679068628355615	0.602636020350504	0.440762459287266	0.481456239587994	0.516831022130673	0.572459406434268	0.259123012607477	0.732407847055458	0.745492100123142	0.173877583570417	0.616247029323046	0.356863094372224	0.46701913627792	0.322747734857147	0.431379542584004	0.384681533843019	0.691066211957902	0.647178553318331	-0.0162088052190695	0.601112112424568	0.22621906670659	0.500317603374552	0.191821490334885	0.233249681681286	0.510956442231662	0.472525278263288	0.453551569432424	0.602518971411535
SIGLEC1	0.779873114377619	0.824764187563367	-0.0287013302774516	0.915138813462586	0.666905598805123	-0.262614840734822	0.415441095878612	-0.0013035619426606	0.649944712248092	0.804254786030468	0.107961651831784	0.507709606337218	0.813227210199425	0.531426650106845	-0.363180245957234	0.878080558160986	0.610212587246835	0.765862801570601	1	0.748910698211418	0.121389945292427	0.39477264830715	0.710233730521733	0.684968913143163	0.72421517445385	0.00607260137911438	0.225963688661269	0.832575848530003	-0.0175858397309088	0.738373172321777	0.028928761468984	-0.0542931317859328	0.412701981328938	0.322860670641158	0.39429986940907	0.837561325093236	0.635236992489133	0.472571016708878	0.671100047829753	0.154435432221833	0.751605745471858	0.393552710480112	-0.341263372242003	0.807558321150935	0.461567396682117	0.789747150030408	0.791446746121881	-0.319811364138248	0.760031278794753	0.387111630234117	0.676548705041022	-0.131397174481429	0.16162417078755	0.0964412767715201	0.813461886644718	0.623456325181147	0.520600655295227	0.577244174540318	0.706879344621862	0.78933812251072	0.490807129301423	0.629527290555046	0.354391660828289	0.361018772824066	0.228870838080835	0.178211991021177	0.637522042825013	0.685462884774764	0.396241182160514	0.566914428188194	0.452343699286048	0.46384552591964	0.162450301290452	0.69543857512209	0.864027860254654	0.180602743603304	0.678021298014306	0.150079247969386	0.51646487040825	0.133624551950013	0.461425402141152	0.380582082629112	0.750956391089082	0.692682654410946	-0.301505785315223	0.540698027337185	0.201871828243257	0.595171784826912	-0.00182761170386988	0.259428385423863	0.637015229918783	0.507019283758719	0.51880021872025	0.698020802551065
C5AR1	0.702837064634327	0.828099041052704	0.259483913127959	0.841574388568673	0.540715778123261	0.196974006931292	0.544346169929061	0.321087513317623	0.673147004745142	0.847421854285945	0.291208577428864	0.674599314167761	0.739807072964807	0.454404609162407	-0.27789262496482	0.794048919741204	0.717923971675481	0.675660274098352	0.748910698211418	1	0.240640818403973	0.658028315132125	0.70395302251077	0.687561922474828	0.744712204836337	-0.0892283512392182	0.503482679863723	0.815440220485539	0.247003378579396	0.740112685544684	0.0456817518926809	-0.0645493754071185	0.597355452927025	0.57654180480145	0.254639091295597	0.795165955278505	0.573830410164492	0.543261548711347	0.772664035859717	-0.0305382949944269	0.832242497762652	0.361584779766288	-0.0915105713964698	0.864976706681112	0.611556350800309	0.768038745318808	0.784553947223345	-0.0265211460935295	0.695586103160045	0.420707135033249	0.687561844453642	0.00208580355169921	0.294425178875882	0.319580205484522	0.79539201554105	0.635540816223552	0.612086074849316	0.608277514660786	0.669566004419511	0.768396444356669	0.571430766644637	0.755559892885383	0.485529333886345	0.424664925122528	0.399855380704372	0.409545592208035	0.75945935972253	0.705931732907126	0.330412960615532	0.670423515819777	0.630561878603748	0.412051576082028	0.402254408247389	0.653823180482229	0.754961290019765	0.471008655265566	0.600870054692546	0.375248473058242	0.411240235293956	0.162957552565912	0.688757739234467	0.43392135548996	0.706929161497887	0.556727667926715	-0.193491938050074	0.570731877018573	0.237633621000317	0.534942248122312	0.0542728086106058	0.112267984068045	0.711220181416466	0.4415249673429	0.524445070338241	0.50111305585356
AXL	0.486301580415057	0.330479131843355	0.508832022606814	0.331089478751567	0.261525025097428	0.406474194353268	0.793159727064889	0.472818932418571	0.570849178157142	0.0534403194338717	0.711470173068316	0.172098464273647	0.101477089885797	0.568553315056374	0.173853478935615	0.341473749787611	0.600517481006376	0.368493052323802	0.121389945292427	0.240640818403973	1	0.472887195259205	0.566296431029072	0.501772043043316	0.177208989955011	0.165918986709947	0.580699386268343	0.0957926629295548	0.486360927752664	0.620518310504137	0.367094570598606	0.540275770617212	0.549432778995683	0.4196301296618	0.522664401906658	0.32363099034526	0.231356031024688	0.685317101675052	0.553561882070421	0.217250622860254	0.351011615633388	0.491084636122485	0.498917415552003	0.122555637663118	0.482051295338804	0.448641471777185	0.28792359358763	0.502207435000854	0.23795060813441	0.553155347885279	0.102482305098473	0.445574359720484	0.628320801620339	0.618625464838664	0.169669781584104	0.38552090063552	0.445207739599374	0.498666786699409	0.311133537404849	0.286516311332694	0.158679158009408	0.203221361287481	0.241496724240466	0.53962233783473	-0.26045829382905	0.652468340900924	0.388928268584041	0.214856439133933	0.376278418433231	0.141003129868253	0.477348100680815	0.551801171416149	0.304213366185482	0.529541252734103	0.295874511966008	-0.0220882029861645	0.221673171238284	0.549858095599295	0.268399122172517	0.578463282122299	0.329566412800421	0.264573163691067	0.322556991064696	0.270879305442523	0.471032188080628	0.449399436577414	0.156865527709146	0.0873295950263197	0.504011303189183	0.295600476205783	0.0753643227749146	0.298352524840388	0.144854467638604	0.268291890415476
SIRPA	0.512366136374164	0.638517414751032	0.656097731860276	0.579586849205225	0.390381782412987	0.506282608166787	0.705458238502939	0.660819642201838	0.511197494601169	0.471065564628818	0.615337589888599	0.623792298799479	0.369189946311773	0.248117968851496	-0.207287675914156	0.596843299133695	0.700530878044387	0.53896986643772	0.39477264830715	0.658028315132125	0.472887195259205	1	0.619794282918958	0.65112130364668	0.44063397107956	-0.120255960650423	0.735738752350199	0.545435405765349	0.507238414664489	0.637531374788745	-0.0509054325710867	-0.0887747354081899	0.589742398899798	0.696152219894779	0.0691645598390784	0.582272572332432	0.568403409224228	0.520922216573928	0.77193156339652	-0.26697104698101	0.731792646439427	0.267160406268385	0.267214314461573	0.617512107984179	0.413032029545546	0.678948877057416	0.619473603322311	0.487681433337143	0.390451657309562	0.30420024047268	0.605841338084625	0.245739092767639	0.602430946721163	0.395437219337307	0.582119052846735	0.538622241872416	0.553616309546824	0.602345593512348	0.467718529992489	0.52307363648645	0.461098907657661	0.673133542438048	0.582029509976395	0.431828211352416	0.216153222735609	0.771807206381731	0.78921681291375	0.615553413899266	0.272458290984455	0.622420975801181	0.758626950514957	0.373077264035106	0.604744355057451	0.554301294692865	0.411313500189597	0.583814995576592	0.390638684211613	0.6250562522663	0.370991325443576	0.115061199992468	0.749375488713072	0.544141235476665	0.602853323119404	0.401200566860635	0.0381192507334088	0.545111437666606	0.46748962720516	0.471324557321717	0.405989340887355	0.00704683000999009	0.590466734990144	0.429051107815803	0.60365382714393	0.216066422746436
CD4	0.881924318763934	0.763244619746667	0.344034378993057	0.830148617633291	0.679315297942528	0.0753910061094333	0.791867956392106	0.228553562211149	0.885264242560374	0.636026178962695	0.57058354362263	0.341834084043597	0.668009841818827	0.70647130127685	-0.154033678609623	0.838246760977582	0.874768562184064	0.754732213158506	0.710233730521733	0.70395302251077	0.566296431029072	0.619794282918958	1	0.862347943146656	0.492158200964317	0.13604520701518	0.542202730394961	0.703676392053492	0.347563490014216	0.870528374735066	0.329981714291669	0.323596157388697	0.539896372598738	0.594638703464827	0.636375254099421	0.861455897760548	0.739849002238975	0.844476581264312	0.882323073648279	0.248768866159448	0.845238934124697	0.707856144367431	0.160927030173534	0.722079466286609	0.706197888692308	0.89162385331539	0.845241499788243	0.127866926305928	0.616274848505561	0.667002853953986	0.638957619626443	0.260034956145784	0.584258526349423	0.318493058181578	0.646841496944021	0.819123875456746	0.690987128899568	0.783495800671606	0.806049406440136	0.816468433289963	0.482894167377593	0.634301925779212	0.540055259693811	0.681842197405369	0.0386781221772676	0.634215858518676	0.769520529053422	0.746659767631337	0.607620957332603	0.671856580591578	0.735903636213264	0.778311411469128	0.454823092216325	0.880607477086468	0.829215376566667	0.216228671916295	0.774951221934472	0.467630298907951	0.719984071284059	0.462177031808694	0.445832884626844	0.66661244140498	0.822938696456528	0.705278551682293	0.182953815296868	0.710701330518364	0.432869892704231	0.600627778600711	0.419526701097417	0.416071229411367	0.522589266480082	0.741064694450271	0.570800464287662	0.748279972215284
TNFRSF1A	0.800612362496813	0.760695437384129	0.269388813202321	0.784522734548633	0.639892555597115	0.0586905646708323	0.713470395537948	0.20259695352735	0.79804741661086	0.624060968442799	0.488162712395063	0.421613674026329	0.606217986862962	0.641558823509878	-0.102504925328882	0.773553868816188	0.796919539019651	0.681214628341205	0.684968913143163	0.687561922474828	0.501772043043316	0.65112130364668	0.862347943146656	1	0.563054935445528	0.161645195569976	0.551035050460759	0.669067188087391	0.260683097310093	0.847181326441654	0.276146594020956	0.218854747356706	0.503255402243188	0.523730394193383	0.570509598208626	0.811958371269297	0.787311175394779	0.733931437242785	0.862573798526178	0.233758773073398	0.851231340040022	0.702002119599024	0.0529172811181645	0.742977224027731	0.670957633003429	0.841981390904215	0.869043777235624	0.103333252831467	0.631110172356906	0.593113960059358	0.710914753250377	0.15493690752722	0.535795613517012	0.314948961739355	0.662016558468604	0.814090407954802	0.562650845078731	0.818288878933933	0.783528046161494	0.721244533561705	0.586651010176076	0.64533782082228	0.675135886402081	0.512581162940748	0.135012392582166	0.595799934312215	0.813778450813164	0.783864781406507	0.671176855799824	0.688794975209069	0.777808788695309	0.681473868612014	0.477838671674415	0.808047560719966	0.775294324781409	0.330478943453488	0.774348439994528	0.469478831299216	0.699336207791507	0.385320939568997	0.567386514131656	0.727703491815742	0.869711408957434	0.694007494022053	0.114380268077606	0.654837813930191	0.592959577571086	0.705189421220177	0.501673530131348	0.432264085300136	0.631695894803193	0.707394310411751	0.670777043039579	0.687780491695816
TLR4	0.50440138120921	0.729966424893122	0.0723351409730877	0.746416763816712	0.407197844076697	-0.0185564943716151	0.335362597357133	0.193865907898512	0.45742991980703	0.690393821382638	0.0376912886134189	0.606084014910961	0.626451158147873	0.399257067735017	-0.20780376070924	0.681695037461754	0.465845839801292	0.537482541918999	0.72421517445385	0.744712204836337	0.177208989955011	0.44063397107956	0.492158200964317	0.563054935445528	1	-0.052426845466277	0.344789515789418	0.674394470012194	0.053307648115138	0.628542646910432	-0.0292134772702674	-0.115359709995102	0.495718064920811	0.302525398572096	0.209941456109053	0.639532185610458	0.377253934131277	0.325767031204773	0.539265842672651	0.0388010007536394	0.577109454258219	0.201407588915538	-0.242692704743491	0.638119172452143	0.360058681037783	0.573714399983422	0.541842797901912	-0.213381774595943	0.607542545896496	0.358841309735348	0.516504936368575	-0.125752259105363	0.155338384328503	0.250690564940743	0.751365443160514	0.458247520987693	0.397863543311117	0.429968416046012	0.465565859497256	0.541568507741488	0.487101044066855	0.503327588823914	0.284737030217674	0.189716422807335	0.227557484928864	0.137792246809938	0.545431655618963	0.45110111932118	0.174165576812644	0.393870240690033	0.371137377674719	0.208537241237402	0.157495502741492	0.49920922022765	0.62638996281019	0.231767820403507	0.391286106672891	0.246829926043001	0.225692016197803	0.00281843002687875	0.588552336846768	0.17974291518175	0.494488427216678	0.405086718622226	-0.344548070940517	0.392433420495934	0.0597144526525154	0.383279143068515	-0.0785058135063779	0.0562499433985629	0.560399933652957	0.236099364676936	0.419102905830497	0.404731102140831
PECAM1	0.123708445165072	-0.115739018611836	-0.197165795172406	-0.0589377644962651	0.190848474848549	-0.175275396182144	-0.00476716392364902	-0.257886060632459	0.132336697221741	-0.104325676075188	0.0363293559951043	-0.176616108697449	0.104696624899304	0.28250171206242	0.421366086789926	-0.0689226957443198	0.0922202735827118	-0.0547218057484794	0.00607260137911438	-0.0892283512392182	0.165918986709947	-0.120255960650423	0.13604520701518	0.161645195569976	-0.052426845466277	1	-0.046264834177868	-0.139512130280089	-0.0494954935377199	0.00870348116406283	0.196278752216006	0.3240339868234	-0.0576613609410563	0.00920731730794751	0.409576682664657	-0.00608207597023	0.27622870558283	0.0803626832089651	0.0556066359182195	0.485817812330459	0.0478175813461202	0.495631769631603	-0.0712240925294984	-0.071137352008407	0.267317954922116	0.138100943683571	0.11439610096193	-0.0829381541205382	0.163510147717928	0.139198669878495	-0.0466711121842777	0.150183600715886	0.0261872269359551	0.0272644264113635	-0.142898142363051	0.133720573034399	-0.0322109261114889	0.131954862143881	0.257231941424864	-0.0130266092370868	0.0672358285487585	-0.00564899501966069	0.148527907592514	0.0485678081190668	-0.137710571570543	0.0625281148239463	-0.0844895709819513	0.205653166225543	0.490467007711003	0.168222251998516	0.271218146208209	0.429407351082598	0.103913581947815	0.0869148588793058	0.0993951098188646	0.0383920099656787	0.289844237278528	0.0859938667050455	0.426142325135875	0.264284064644664	-0.0956573877979329	0.300013083860546	0.227039851532459	0.273611347597527	0.264774697068702	0.201950191398921	0.255925154453307	0.0789515423917407	0.334915847127581	0.650394801195274	-0.0417886749992859	0.377284527798175	-0.0240735021699839	0.29196882632536
TSPAN14	0.435873621959279	0.483049477916686	0.696953967251595	0.421599143928994	0.26896547977691	0.58891563209914	0.69791716105693	0.627918546514199	0.500429097105236	0.251408757973447	0.684667166324215	0.413565513958812	0.197934904465616	0.205027181509076	-0.0393392366092619	0.452620921867552	0.621594517596684	0.467874367698904	0.225963688661269	0.503482679863723	0.580699386268343	0.735738752350199	0.542202730394961	0.551035050460759	0.344789515789418	-0.046264834177868	1	0.31143480145882	0.518019435588284	0.545167847363436	0.109123677298289	0.112416211268828	0.492872539619998	0.647131980546015	0.164361802755785	0.419564254502772	0.414044555923094	0.536376385311555	0.665820141802552	-0.15832605855785	0.554377516501179	0.290746970516226	0.486791403216918	0.33951745898824	0.445059468916003	0.541139066894016	0.403174184143846	0.591295880965599	0.221385847331317	0.376292808109221	0.384132911889387	0.361434453797886	0.649888150166711	0.575616376641808	0.461645858858526	0.414273947957171	0.530116709339835	0.44162565196598	0.303759165551384	0.389698429635094	0.251163951797485	0.565268849046735	0.466822209158561	0.419332782717661	0.0197501461971083	0.743584121082603	0.616059683325101	0.387307790212804	0.248408404714776	0.466060655169791	0.616679611422465	0.43608926604383	0.562655314919862	0.447369017322759	0.302203450065499	0.395143270519587	0.279734504420331	0.607084395134904	0.260319040829724	0.300599841731498	0.584938231275069	0.395794589291249	0.399679586453149	0.241162535728601	0.273875384194197	0.481287573136705	0.335446425535489	0.305957916067004	0.538710524765119	0.0269802111679988	0.382709257268783	0.279694322681008	0.431590524805206	0.160054925632001
