""	CXCR3	CD3D	KLRB1	CD3G	CD2	KLRD1	CD8A	CD247	KLRC1	CD8B	KLRK1	CXCR4	CD69	FAS	SMAP1	CD27	PTPRC	TNFRSF1A	HAVCR2	CD44	TNFRSF14	HMMR	ADGRE5	TFRC	SELL	LPP	SLC16A7	PTPRA	ITGB1	SIRPG	CD47	ADCY7	TRADD	TNFRSF1B	TSPAN14	ITGA4	RACK1	CLEC2D	CANX	PILRB	PLXNB2	RPSA	S1PR4	CD4	VSIR	ITGB2	IFITM1	RXRA	CD6	PTGER4	ITGAM	SLC1A5	JMJD6	CD9	ENG	RHBDF2	CD163	SIGIRR	ADORA3	APLP2	TREM1	GPNMB	PTGER2	CD81	CD68	HLA.DPB1	ITGAX	SORL1	CD74	C1QBP	PLAUR	CD46	ABCA1	LRP1	CD63	TSPAN5	MCFD2	TREM2	FPR3	LAMP1	C3AR1	CD93	STAB1	NRP1	NRP2	LRP10
ITGB1	-0.065217823298388	0.00240696876943421	-0.117690138373653	0.0269837309392659	-0.00234728215593953	-0.0506941025738987	-0.0153177916260686	-0.106910206199493	-0.111671081988605	-0.0946858503450558	-0.0748303114139744	0.208954570929301	0.031350000255337	0.209824985072606	0.70697287485595	-0.0207081082691929	0.436156447521277	0.786170260847351	0.840532515133598	0.693893781434602	0.564525805234995	0.529672404513455	0.356500292283874	0.673156738306766	-0.0750005347149475	0.857159723952958	0.0830425279695963	0.70549043116434	1	-0.0724541775726611	0.675667378618457	0.788920131781827	0.367400534996499	0.581963179037915	0.631994674459414	0.842764810313025	0.648846090695822	0.250665639759243	0.76537387098683	0.435189137951615	0.684524961886435	0.517216189313181	0.178998566134615	0.759816742278563	0.777613841884414	0.801891557772147	-0.00398412523891267	0.763672490479661	0.19608075905978	0.489123558785653	0.734155608990527	0.587209795749825	0.480406089573936	0.651115796268259	0.737487642085318	0.729250651436488	0.681592715458302	0.54931580051399	0.770731403950003	0.711977082471833	0.520812644304977	0.298802468658416	-0.124620004355536	0.831843845548319	0.457581200892651	0.753026635773805	0.366400842936002	0.743977223440052	0.827342807746135	0.688405962520219	0.696712488226349	0.758191734452599	0.265075949106004	0.622119908169963	0.851955613450597	0.0985065640036707	0.69670114337255	0.806281366726672	0.651758210683635	0.635241129803703	0.713190140486963	0.703684442653942	0.701387640972271	0.625743873270845	0.539817793207932	0.791372049936534
SIRPG	0.633681822126577	0.66144944646761	0.910918927735886	0.599440056832998	0.656031936530039	0.494873116359143	0.557575200182438	0.926820425954802	0.73602689513017	0.647941115819846	0.872018189587755	0.765288039590164	0.944662673860269	0.576803592864638	0.292111130839003	0.530716368571144	0.745930338695275	-0.460036436379173	-0.186004183972227	-0.421731385370775	0.00422885836612878	0.167758077050583	0.75115690130449	-0.306740010414313	0.597984627628454	-0.0416488924891139	0.803145573804407	0.179945104565672	-0.0724541775726611	1	0.375534113389222	-0.185918384893024	0.583429525480325	0.537151378530946	0.606809298930752	-0.187681531065911	0.253114085997403	0.417023211490382	-0.443578125984533	0.352799975028074	-0.558967826315453	0.516385093222184	0.629134049334231	-0.584198840538459	-0.0686740832807431	-0.502746557490427	0.839433252691841	-0.237939952439434	0.637924759412636	0.41536092895962	-0.569283096446699	0.445946028732306	-0.20300071045967	-0.519152943539899	-0.542880791117574	-0.542157530310866	-0.624576445628527	0.519687817526294	-0.456323949252361	-0.612929117586349	-0.627063232005724	-0.647574814571218	0.816465173906421	-0.400035646662364	-0.609844278502447	-0.317021613893174	-0.606399099656684	-0.428913118354868	-0.368596559745527	0.121054108769625	-0.575450895622368	-0.161587445225039	-0.702647748575357	-0.662772298086894	-0.147371691579339	0.67349832981181	-0.38299723790967	-0.48148755984267	-0.623862506604876	-0.405430861930385	-0.543089016214793	-0.522235923660606	-0.506008854446218	-0.613960209285204	-0.638725369169127	-0.358934853981068
CD47	0.329938565126113	0.466527554486351	0.205677828564313	0.460507739469899	0.451531054271002	0.0876205089240492	0.362612893930838	0.240745138758227	0.073670068235529	0.29114367123478	0.232394989671703	0.677922676090503	0.516994574271104	0.61039598477407	0.665426469935555	0.371559838058701	0.74865846849297	0.38696802579174	0.469826042378593	0.324983265672875	0.343860945015755	0.771362326206418	0.692824297151878	0.47969679100062	0.344236769017775	0.613811679407428	0.357093265668495	0.740869675937437	0.675667378618457	0.375534113389222	1	0.473424208973697	0.717192989377634	0.7585796349518	0.665869352089353	0.669734407379021	0.643006891999813	0.603561184466531	0.397568991283786	0.587385719492691	0.209426042524255	0.696396447142101	0.628158826080075	0.287151821736437	0.55775541116864	0.364418510096817	0.430689983513747	0.379367312302787	0.613933350503402	0.602382468699534	0.224523636071303	0.803987853635076	0.263604933516509	0.218855406082803	0.276161046099591	0.236920259678808	0.158081048484728	0.816181065912746	0.338988120384221	0.223267691395632	0.0233556505384272	-0.224857204313281	0.199896142825154	0.418825621843002	-0.0727607923027393	0.487018212657642	-0.184724084282632	0.456375223974408	0.483503893208099	0.689264385213836	0.184016751464064	0.429599063900653	-0.243499021995179	0.084287616744644	0.578028500670154	0.449115868272069	0.388071943962954	0.357588737154963	0.134527419992536	0.207916275665305	0.273178784870019	0.2534112925326	0.226686990105607	0.100161503784356	0.0499920693859815	0.368110567778357
ADCY7	-0.0258295307055016	-0.0501899368149788	-0.169899127072454	-0.0240027433369154	-0.0581845240636748	0.0371138891870905	0.0256132309243324	-0.194313515965903	-0.0889817268300649	-0.0942558229354415	-0.0894219514891325	0.0573695831936267	-0.0754931282351067	0.114715043639264	0.472772167946163	-0.0499254459167475	0.286792805259107	0.681341397591002	0.793660901108944	0.527716445957122	0.32014800982854	0.449346436020178	0.223309196379793	0.489516278195652	-0.0815939242429513	0.676168717144576	0.0729868569656328	0.4859089574438	0.788920131781827	-0.185918384893024	0.473424208973697	1	0.24346449094367	0.274363377502631	0.403476337608501	0.816009118443075	0.460356289681761	0.15522990908899	0.587973325502717	0.370776129399201	0.61831747594791	0.368366509905904	0.0901631540441251	0.71424932615443	0.656770094183564	0.718661849142172	-0.0193761742034908	0.640353980498737	0.136374539273406	0.428579872574242	0.659019030329855	0.488661354248925	0.437511306024391	0.503492148097665	0.696837509174905	0.656444413634136	0.632514087105592	0.383044639989398	0.749269967623616	0.621969006522537	0.426808691543088	0.136163781575137	-0.112976183665618	0.75636664710217	0.305175805092429	0.7331883669887	0.284768443570898	0.764059575343549	0.781620314035546	0.614912272220014	0.593790366347244	0.587282054887132	0.125859142580549	0.515936797173294	0.639653405621407	-0.124198298299067	0.490568509918629	0.758315739598955	0.623921609648236	0.423300827375953	0.656761873954254	0.691328258139062	0.693420406377135	0.555018948656719	0.376943199334025	0.645917419841484
TRADD	0.728324983883569	0.856356466321368	0.414264222395948	0.837865308514137	0.832077524985497	0.254310320178098	0.755687427083681	0.431931580444614	0.239397600436944	0.740026524606878	0.467481072896413	0.895230835767197	0.758164795655065	0.866233590367022	0.453332988599353	0.773814867641488	0.871315399867379	-0.123014197896676	0.111732624071986	0.0641918508886326	0.369246730167371	0.581255989663399	0.772473121798425	0.0505630003505839	0.751199437668589	0.271805547025861	0.484138194142354	0.299861987884004	0.367400534996499	0.583429525480325	0.717192989377634	0.24346449094367	1	0.740820203626485	0.571276033263082	0.267863597729325	0.383217534524041	0.820335480076756	-0.0874453903716844	0.382010245502951	-0.237762187439967	0.502667821460396	0.87857843063272	-0.0998810726475415	0.181616670777876	-0.0475249028021284	0.78650489581764	0.0042386987397895	0.853751944239717	0.761962392137261	-0.214036128450142	0.591859011684467	0.0933546443144694	-0.259611523099763	-0.191360803115497	-0.116817729799899	-0.274517645024996	0.822875106630837	-0.060905450494359	-0.238434326778845	-0.328032814550699	-0.429610408413923	0.525962403542085	-0.0460135317709129	-0.322022174711079	0.0997885497202369	-0.467679489919933	0.00375674870877103	0.0570820345930551	0.238516404955248	-0.223159330292689	0.0690680265939966	-0.501059286508458	-0.351694221915248	0.0976436463606507	0.380597589285428	-0.0590885964403976	-0.0761017186243721	-0.29225128133078	-0.0816353677381848	-0.18067976873761	-0.19208342810033	-0.185786664339442	-0.304558746467662	-0.338302164313669	0.0292824478675598
TNFRSF1B	0.354988635314478	0.505429211838331	0.369605678277667	0.483371721625667	0.499573153762429	0.093046084007097	0.329872359086524	0.407992701375197	0.170035572819449	0.348654901093691	0.347660935067164	0.742351572074445	0.615976247916673	0.648557938893552	0.720964286178525	0.412118936584475	0.779587110793157	0.191482012833208	0.353083146425678	0.268642473177391	0.485519457371012	0.55969361436525	0.716781423776338	0.281075335139753	0.375504490717422	0.550072525697275	0.360937563364824	0.541580194534437	0.581963179037915	0.537151378530946	0.7585796349518	0.274363377502631	0.740820203626485	1	0.782990537136227	0.441596978454735	0.601679266916501	0.595178883705524	0.241874862136103	0.34672747908343	0.0538368060290772	0.632399924276222	0.643527805968625	0.144780274328248	0.48644857195318	0.235954327959202	0.494330693642675	0.287718012243611	0.668342812550478	0.585700826613351	0.116483285987903	0.663571984348697	0.0641397635511203	0.083988119995674	0.101520318773123	0.146855625737304	0.0223835339002189	0.772318556447316	0.192426750760208	0.0960268505614776	-0.0146773365784279	-0.111436963690649	0.311420066171346	0.243122529800147	0.00059825224431033	0.333385181450535	-0.135359307121505	0.188967662379414	0.321219371358125	0.427002019442071	0.109209646346446	0.419540940530279	-0.173358507928486	-0.0137940155607366	0.448231332386243	0.472862440292154	0.267705776149802	0.200798652638934	-0.00194219473020784	0.214313444937804	0.149959816712198	0.0742772451419078	0.0583426975576848	0.0125795842383756	0.0040518237673708	0.285102313603794
TSPAN14	0.224439204217663	0.300988801174479	0.54864722327814	0.249081540704028	0.282453330789227	0.14417898421299	0.181118831630116	0.534247224737602	0.356811759061295	0.228576405983896	0.453786828644372	0.577238414841154	0.621503642997269	0.412190634345743	0.709909100041819	0.174252662911172	0.733481917197377	0.319272378689369	0.522969763493929	0.248157589738438	0.431408513088512	0.393125910420484	0.66748552450219	0.280229955405648	0.28859593898485	0.60960346713133	0.567284698715219	0.543606757209852	0.631994674459414	0.606809298930752	0.665869352089353	0.403476337608501	0.571276033263082	0.782990537136227	1	0.490641935563151	0.710450473190402	0.306906255124706	0.319520524029964	0.431152227385625	0.198106792403591	0.774538439458778	0.40705547468617	0.20807461516164	0.605543159826964	0.304525970852703	0.440675805747866	0.476249078555262	0.462075033961573	0.597632942600773	0.223036699837363	0.66333849734093	0.0276986274617743	0.121134593217186	0.229990697725703	0.229307252339174	0.145322758488189	0.628498427069362	0.32176648170279	0.163956760946805	0.0653267046365508	-0.105337436783975	0.44917929793508	0.394405058099436	0.0412809574159165	0.37749650429061	-0.0440542574698451	0.277317710815124	0.393932629004343	0.604223576979827	0.205624645795756	0.474659931205238	-0.174080510211838	0.0882188653702587	0.563631654243148	0.486318018263859	0.287286454563704	0.317273110730802	0.131538983693827	0.251837124152159	0.222413357109057	0.235359881040802	0.239534419269293	0.1341959940072	-0.00979807485099908	0.328386178837563
ITGA4	-0.210917322066519	-0.097740231966639	-0.246136402110745	-0.0779268621314157	-0.130119599373663	-0.24137805326293	-0.107538386354182	-0.219531856933416	-0.274768408827606	-0.184410940808485	-0.237011731183116	0.129696262294251	-0.0553011210920465	0.130195018714326	0.621594928291191	-0.162634892590381	0.343097013247263	0.829040792760157	0.845447636081503	0.637769727609438	0.365274869831651	0.604246430634536	0.240582021338171	0.647030455186599	-0.109288189763357	0.735290979939301	-0.00465133124119128	0.647447316692752	0.842764810313025	-0.187681531065911	0.669734407379021	0.816009118443075	0.267863597729325	0.441596978454735	0.490641935563151	1	0.666153526979283	0.135392107275984	0.779443081142041	0.303186386246788	0.75017421516443	0.562129472522796	0.108617050103654	0.796977582320072	0.851116403975074	0.854024062145422	-0.147350207015562	0.761688226630101	0.120067943559127	0.442887888078536	0.751534940946844	0.618808486712351	0.408180943297267	0.5675159162652	0.81009910089219	0.733334738066043	0.708333204953856	0.45668277031413	0.818553362330159	0.741745952324684	0.566909556765406	0.21250891643613	-0.260227557637818	0.873025777255755	0.393558509562073	0.875406210141024	0.270857547308802	0.902496462211759	0.915127274401925	0.813707834560967	0.721243017966619	0.669921817205124	0.199079431280712	0.602145381977702	0.819442528634428	-0.0770867370192897	0.688382178544982	0.862687856984511	0.716126469274359	0.52002881691283	0.780705332107288	0.799152016391705	0.748562696332198	0.625807803143839	0.455525877675806	0.728187163781399
RACK1	-0.0111584531143685	0.0186428701417047	0.228578783157834	-0.00935629460020133	-0.0106838565280168	-0.131009597614563	-0.0687317603309014	0.201217582017111	0.0632119202780329	-0.0430591630174988	0.102947811106143	0.364948192654045	0.297943254265251	0.156821030917777	0.820972851280694	-0.0908710793380424	0.531981127567912	0.563915476009384	0.712798644257456	0.646160265827809	0.501374705382476	0.344772396533138	0.411160841266589	0.594416892992001	0.128647343479539	0.678263195267754	0.359802095689366	0.594337496392861	0.648846090695822	0.253114085997403	0.643006891999813	0.460356289681761	0.383217534524041	0.601679266916501	0.710450473190402	0.666153526979283	1	0.0882430470253002	0.637797057594776	0.262383852649072	0.485477827618127	0.930391244615416	0.192681015989348	0.420978567378538	0.829609825762588	0.556458339745851	0.105800569444734	0.695960438706649	0.187083221504208	0.512415409073065	0.471573501847877	0.682691820315045	0.221600855974508	0.39248251586411	0.43455080982334	0.415419412749533	0.328682609108054	0.485646949140441	0.425810643084643	0.416489934591051	0.439513446582624	0.17802521099748	0.177324718962759	0.536395717897821	0.320987873223068	0.665652117635581	0.18557750401792	0.576872254610536	0.618801300494551	0.828978120859213	0.502986171234062	0.661770190106364	0.122178584081377	0.303017993019933	0.73154294042541	0.303715253321708	0.605945686076348	0.512252007843145	0.364921679330277	0.379690569240359	0.486458230129345	0.410366919295886	0.301613000723746	0.262163717038412	0.301979377826979	0.564945764987292
CLEC2D	0.736954868055826	0.869808378416208	0.17913005536946	0.883489436857893	0.883212431067918	0.335279049365712	0.799902460144202	0.277772509157321	0.148070154412484	0.668160562054611	0.377223163848112	0.809609754114019	0.586045548341021	0.87421028838885	0.284718321074486	0.884542562430112	0.729883148758645	-0.232811485703861	-0.07507210621356	-0.0288607073183802	0.227360857258516	0.647589407832585	0.714858513239203	0.00394455080209681	0.529940166352277	0.0990994205634071	0.202881893979534	0.29614338464734	0.250665639759243	0.417023211490382	0.603561184466531	0.15522990908899	0.820335480076756	0.595178883705524	0.306906255124706	0.135392107275984	0.0882430470253002	1	-0.210347415485499	0.328213870461122	-0.347418389704221	0.189287275997867	0.90921839881913	-0.159338170520204	-0.0403725975677264	-0.12658561321977	0.697454398885004	-0.242259957809014	0.85480759031269	0.581214516724991	-0.26798884302736	0.483913005669434	0.208733027798724	-0.22918409834129	-0.259822565728567	-0.212180132477039	-0.338898219872956	0.774300119298149	-0.15322153071092	-0.298594033444205	-0.389963707603883	-0.451219839648425	0.264071623740983	-0.153918083226535	-0.409123629068015	-0.0209373886068872	-0.487462211719023	-0.0786966580869304	-0.0437284990568281	0.0279848144661901	-0.312263115748218	-0.0996579211745856	-0.487916493026766	-0.39078302655826	-0.0680907996396035	0.261830128533727	-0.152243661259081	-0.169977208971238	-0.37102129203291	-0.185548146400205	-0.240206899634168	-0.274379541540577	-0.260995003780175	-0.368175714107186	-0.33295076617531	-0.0422983875961447
CANX	-0.559890485358263	-0.488522950438145	-0.443930369792673	-0.465331803764519	-0.511560497260561	-0.470845179449793	-0.48691978806613	-0.455129101095943	-0.46769451018443	-0.561031307042059	-0.524729290776809	-0.245812522029826	-0.404430965842004	-0.24982103263944	0.568101729974785	-0.5042972046063	-0.0537589864432689	0.945424765165007	0.814207687875344	0.85514220292523	0.47828368564152	0.28015174152092	-0.126458509966281	0.786498681935885	-0.431978721332031	0.722988920291487	-0.254552170864354	0.545764365681784	0.76537387098683	-0.443578125984533	0.397568991283786	0.587973325502717	-0.0874453903716844	0.241874862136103	0.319520524029964	0.779443081142041	0.637797057594776	-0.210347415485499	1	0.119972774009009	0.907855616292946	0.402919612776388	-0.305596767731098	0.876620405193525	0.807170362258188	0.913406021609777	-0.52687586591796	0.842333796149751	-0.267524551622823	0.0917513467591426	0.903075253928092	0.31948488542869	0.404446155770437	0.798265360162668	0.871327873650599	0.837148747861674	0.871785776659874	0.122192782112375	0.832622939186026	0.934913628654078	0.835692750859036	0.672148052918307	-0.492151784937389	0.89245335017374	0.787268348560973	0.811162825747122	0.677835908623441	0.843063872899267	0.870457374195517	0.67898163811825	0.907701518882227	0.80710591268218	0.674041986158877	0.880751619654124	0.911518380384646	-0.118796870063238	0.903933253643432	0.887883433247963	0.852406161437954	0.805896300508233	0.89142404672259	0.823091410957466	0.782318251907746	0.821117864526881	0.837781670918841	0.834758845677502
PILRB	0.332922462635597	0.313073651861047	0.384035988143298	0.299230715131846	0.306982835588559	0.446824399600665	0.338822146531192	0.341176772179252	0.409843869278551	0.307756540788857	0.439217643534977	0.406190019514647	0.432457083598956	0.359672192246587	0.316319604819209	0.22370060391653	0.46652949268852	0.147012618550743	0.292169732569661	0.0278159652655798	0.048439340896568	0.434413774067453	0.543898484598287	0.23187374336748	0.242933731846506	0.433632984551841	0.550324870236611	0.618404284551625	0.435189137951615	0.352799975028074	0.587385719492691	0.370776129399201	0.382010245502951	0.34672747908343	0.431152227385625	0.303186386246788	0.262383852649072	0.328213870461122	0.119972774009009	1	0.0159466647601074	0.335951164430582	0.369307995431155	0.0386500444764677	0.187119156611647	0.055239532279981	0.414864613456245	0.167031228817478	0.414010644696613	0.333110206996027	0.0275530491167726	0.470414028819036	0.319741040156311	0.232071873956581	0.0675174796235854	0.111817746272943	-0.00994557223032194	0.531381409384681	0.0832223440598619	0.00709889362440136	-0.215915742912795	-0.331044780366891	0.405425650192522	0.184195103558589	-0.27359835114747	0.16002952260023	-0.165000069225026	0.222537829783335	0.18622219300549	0.397724282357481	-0.0624308834338421	0.276915681316389	-0.301078860380587	-0.0194166052105923	0.304245140569283	0.581635531944989	0.0140520719708614	0.124884658419323	-0.0836196348524752	-0.0707137272375835	0.0467462143279951	0.0546015710771713	0.0809201294116809	-0.0115278625112557	-0.0708480132473394	0.19708989839518
PLXNB2	-0.622955136585689	-0.589957122377361	-0.522387732309523	-0.563337853508558	-0.610937656155631	-0.479233638784867	-0.548750400500564	-0.527313988942064	-0.493718034367861	-0.618530596582128	-0.582362142977875	-0.397682323692628	-0.535809761527541	-0.391553253328047	0.410171683424552	-0.591258108523864	-0.182853648372648	0.9210956561965	0.812791703317294	0.75986683069223	0.380037472425974	0.161969802834223	-0.260546945234366	0.682734989143473	-0.510958292642649	0.624320952399643	-0.335821608808081	0.394294343758192	0.684524961886435	-0.558967826315453	0.209426042524255	0.61831747594791	-0.237762187439967	0.0538368060290772	0.198106792403591	0.75017421516443	0.485477827618127	-0.347418389704221	0.907855616292946	0.0159466647601074	1	0.263170622742263	-0.440512661338429	0.916827100949022	0.755072052844529	0.925893684578337	-0.617246556819012	0.812556946026559	-0.422670177427734	0.0432255604675945	0.924014479383737	0.183658154016375	0.315353336243961	0.746059894925757	0.926037989015938	0.863635899849741	0.921279982107511	-0.0358283392546959	0.869163503926773	0.944361996925823	0.865621367763374	0.674661126214226	-0.564583878635799	0.899909509388352	0.776442416639917	0.772949422103175	0.70989352441122	0.835951989822636	0.845995779347517	0.585707578806118	0.935981745379015	0.679241949268301	0.679395387725796	0.893430751362489	0.804779052818962	-0.339699012867502	0.816231531303356	0.912686183597536	0.925483944960695	0.735768065437878	0.894898242738458	0.903509413163458	0.86784883164574	0.891981250553855	0.799406507203603	0.776029525952326
RPSA	0.176611460920776	0.217676510324174	0.472816705945504	0.168596068830934	0.191801414988349	0.0564005828229481	0.114170619239958	0.451287647383625	0.288584176094671	0.160795507413092	0.361513534353477	0.54069019731597	0.552632902952486	0.295169059492806	0.751949904298705	0.0744634863705898	0.687086459333811	0.346956784447444	0.567326159721912	0.386660132765148	0.351333873755082	0.398873536076347	0.590442271940811	0.394733523373676	0.303959102350597	0.549341004670444	0.589180285358608	0.552205774997093	0.517216189313181	0.516385093222184	0.696396447142101	0.368366509905904	0.502667821460396	0.632399924276222	0.774538439458778	0.562129472522796	0.930391244615416	0.189287275997867	0.402919612776388	0.335951164430582	0.263170622742263	1	0.363214601737816	0.187901604693186	0.696341525886035	0.329973284172798	0.34929852059232	0.553374906199241	0.34923694953767	0.559467494726436	0.231424608358154	0.781369974904415	0.0877235348336658	0.114790123639498	0.232405464754047	0.161040473575902	0.0988283553833745	0.573741351337995	0.238585088171341	0.162659570007941	0.173773616667124	-0.113359891131004	0.407284087123924	0.353496815147139	0.0343491641621442	0.469530522548853	-0.0782102055327451	0.395260266701432	0.417620896660421	0.820126699287396	0.244776854421693	0.467206480052227	-0.176477398797563	0.0293239712274489	0.575294171599528	0.411179745834676	0.383042045340043	0.298639404934913	0.140001970756299	0.161189324719699	0.238174372517643	0.225942928883868	0.129364336964138	0.0314000711540607	0.00296463293737219	0.319389863460349
S1PR4	0.810138856203583	0.933727719262592	0.442538919299564	0.928594841507637	0.932339396805648	0.424612592777113	0.841389823154623	0.546399489977399	0.382068726017953	0.807359429872529	0.591384355833255	0.916702078288792	0.792080068879321	0.901873540740671	0.367186822700616	0.871626786716645	0.854740545827346	-0.331806616284365	-0.0924935677815494	-0.167498913698922	0.165946967078469	0.64666709589408	0.811175564560361	-0.121274669128978	0.670280670540133	0.0427220282894954	0.464117833098416	0.264257034656016	0.178998566134615	0.629134049334231	0.628158826080075	0.0901631540441251	0.87857843063272	0.643527805968625	0.40705547468617	0.108617050103654	0.192681015989348	0.90921839881913	-0.305596767731098	0.369307995431155	-0.440512661338429	0.363214601737816	1	-0.308545285442307	-0.0272423950807569	-0.252177292513672	0.84811159089504	-0.252790005257824	0.880113808625792	0.644456808963801	-0.396840068661027	0.59922697762272	0.123823144306543	-0.388801542168239	-0.376736934693115	-0.363539630927914	-0.48320622655106	0.812225822670682	-0.265669727201402	-0.438343318254592	-0.511647922545695	-0.608565475812751	0.490118613184887	-0.240783653857535	-0.54091881441752	-0.0731996903398358	-0.626913055807462	-0.175527150933655	-0.126622915072002	0.11590922433808	-0.432951671334676	-0.142669472507968	-0.656996819432067	-0.555998386474677	-0.0932609664840854	0.357486775652824	-0.281240363368719	-0.280477957943416	-0.494723255853392	-0.287682370507363	-0.363669982205612	-0.369297694330906	-0.370904343798077	-0.524921593591301	-0.514045465858185	-0.149955828797041
CD4	-0.498268321944461	-0.463682683941206	-0.596997820204878	-0.419436660921613	-0.47697941577218	-0.475970438286806	-0.435321886388085	-0.600767608763286	-0.574352250503201	-0.532503921834551	-0.612591336845747	-0.314129307332618	-0.51767820769226	-0.234418011253198	0.369138454563551	-0.421515987017172	-0.118313733414709	0.918481998435925	0.770003856337771	0.750544196970992	0.405306328659293	0.246748030659461	-0.201405778455834	0.70480150948258	-0.404350757526426	0.68096254652018	-0.399127984928771	0.39459253390299	0.759816742278563	-0.584198840538459	0.287151821736437	0.71424932615443	-0.0998810726475415	0.144780274328248	0.20807461516164	0.796977582320072	0.420978567378538	-0.159338170520204	0.876620405193525	0.0386500444764677	0.916827100949022	0.187901604693186	-0.308545285442307	1	0.698226850431025	0.937850530562493	-0.544524356309234	0.767445791465459	-0.27060308201492	0.139171149356001	0.930193620072323	0.178716420027957	0.35594510794192	0.722823225432532	0.954184674770664	0.895274650818383	0.950594041681194	0.0392624821406586	0.923460469114152	0.934583774139334	0.813039222846629	0.603246261568665	-0.590656348622477	0.939380854716337	0.728909034775144	0.794595210933798	0.629526234679266	0.864190068983899	0.881127961719125	0.53081964803353	0.917346836706574	0.685687809201373	0.599219926974558	0.89804856183126	0.760112177846152	-0.337709090203094	0.811947369082265	0.941070189401985	0.929657695840345	0.740712627214363	0.895040270415148	0.932590403929896	0.926592152130051	0.912127238373189	0.768604014111453	0.783914575572585
VSIR	-0.2904505659101	-0.219528636353273	-0.0863186987292484	-0.22243770210402	-0.246071683755511	-0.289888498066555	-0.257292928786713	-0.0876220393932688	-0.173633696815755	-0.278127660869919	-0.171618713348227	0.0806287903190966	-0.0174899937200435	-0.0197540621394793	0.703488803090818	-0.287900551041883	0.332321386727486	0.814003877055995	0.866671258523577	0.702939030238145	0.487958094222776	0.360699238216248	0.192223400842235	0.647824101718836	-0.136025123754181	0.729569777759299	0.0725129826093417	0.619658924372273	0.777613841884414	-0.0686740832807431	0.55775541116864	0.656770094183564	0.181616670777876	0.48644857195318	0.605543159826964	0.851116403975074	0.829609825762588	-0.0403725975677264	0.807170362258188	0.187119156611647	0.755072052844529	0.696341525886035	-0.0272423950807569	0.698226850431025	1	0.822396429310411	-0.180052238515808	0.831366322036195	-0.0212219436247889	0.438868137059699	0.72500106887117	0.57618588895868	0.270665638765079	0.582013691181907	0.738668182463853	0.683798249455699	0.644802856062984	0.362962405774097	0.760129470926138	0.712887930820785	0.619055706460866	0.341296559132546	-0.147121331921003	0.805877710757866	0.510193627735842	0.881236157484565	0.367367404834655	0.812446309401571	0.880077522614667	0.831441399101379	0.759272685267213	0.724310134100094	0.308539040014883	0.596490254299928	0.860326229478923	0.0128983896135755	0.736774934237132	0.819187689271661	0.686723611570393	0.547753681388418	0.7801349604823	0.731477688961413	0.643478609234847	0.588897904339448	0.498122679685763	0.751187627383909
ITGB2	-0.502710597196901	-0.426238909090797	-0.522685250098033	-0.39346668517683	-0.441926173661127	-0.419247443145452	-0.400202248338697	-0.516802299095763	-0.501374872038208	-0.503423791615029	-0.530024455902669	-0.22132761203136	-0.429786235122953	-0.199376737572896	0.526663489631287	-0.428196588437847	-0.01206110879412	0.927607802996147	0.866584233401923	0.827307118739264	0.477642270894866	0.340452274384893	-0.0917222506492859	0.720960367308521	-0.431448397723114	0.713049661723958	-0.322538047247784	0.461443774626679	0.801891557772147	-0.502746557490427	0.364418510096817	0.718661849142172	-0.0475249028021284	0.235954327959202	0.304525970852703	0.854024062145422	0.556458339745851	-0.12658561321977	0.913406021609777	0.055239532279981	0.925893684578337	0.329973284172798	-0.252177292513672	0.937850530562493	0.822396429310411	1	-0.494174528991014	0.836627268833874	-0.219650053932447	0.197205700656367	0.952116111733003	0.327914995103624	0.392520171418303	0.76368444899482	0.932905177762574	0.893554833339982	0.904794023898634	0.164507665893677	0.898512652431742	0.937858991704081	0.871485582946988	0.640869898280881	-0.534123683539439	0.932562704890097	0.75582947088337	0.860481211007898	0.643101662225077	0.88546165883662	0.930011668919123	0.630214305082214	0.953229775609731	0.720018209250729	0.619159697416288	0.862384800075722	0.844640323477777	-0.321365864200049	0.826312543053015	0.962398967618988	0.909133495250951	0.738982291947748	0.934320891179849	0.889298110393458	0.84929327196099	0.858470169149656	0.760228529814513	0.820415316889465
