""	PTPRZ1	NRCAM	PTPRS	EGFR	CDH10	NCL	SDC3	F3	LRP1	ROBO1	APP	CDH2	NLGN1	DDR1	NRXN1	PTPRD	NCAM2	SLC16A7	PTPRF	PTPRA	FGFR1	NRXN2	FGFR2	CNTN1	GPC1	PTPRK	DCC	NLGN3	FZD3	CHL1	LRP6	FZD6	NOTCH2	TSPAN12	LIFR	APLP2	SDC2	ROBO2	NCSTN	ADCY1	ADORA1	DAG1	GRM5	ITGA7	LGR4	NEO1	FGFR3	SLC16A1	LINGO1	LRRTM2	NLGN2	KCNQ5	TNFRSF21	ADGRL1	PLXNB2	LRP10	THY1	BMPR2	ROBO3	EPHB3	CD46	ITGAV	ITGA6	FAP	NETO2	UNC5C	ADCYAP1R1	NPTXR	CD47	UNC5D	CSPG4	BCAM	ACKR3	ITGB1	ITGA3	RAMP1	LAMP1	TGFBR3	ADAM23	GPR37L1	CD63	TNFRSF19	CHRM3	SORT1	RPSA	INSR	MCFD2	CADM1	AR	NOTCH1	FAS	CD99L2	EPHA4	MCAM	FZD5	AMFR	PDGFRA	CD81	ACVR1B	ADAM22	DIP2A	ERBB4	TSPAN5	NRP1	PTK7	GPC2	LRP4	DSCAM	LRRN3	PLSCR4	BMPR1A	DCBLD2	TYRO3	ANTXR1	PLXNA3	SMAD3	DPP4	ITGA1	GPR37	NRP2	NT5E	RAMP2	CALCRL	NECTIN2	SIRPA	ACTR2	KLRC2	TLR4	SORL1	TFRC	EDNRA	CNR1	ABCA1	IGF2R	ERAP1	EDNRB	CD44	RXRA	RACK1	JMJD6	STX4	TNFRSF12A	IGF1R	CANX	F2R	PTPRJ	MERTK	S1PR1	SMAP1	TNFRSF1A	TSPAN14	CD74	HLA.DPB1	C1QBP	KLRK1	SIGIRR
PTPRZ1	1	0.953023725351017	0.793598420248919	0.879766537145545	0.807017491282137	0.836773130895283	0.864545050455279	0.767630742005969	0.922009676847805	0.902560641950411	0.924831582650384	0.917716542024913	0.898170794776132	0.906181722494475	0.899415317355732	0.934339298604613	0.918798840586789	0.925178099207215	0.882764843831488	0.95574280085882	0.841639535254416	0.902157541577758	0.723274090515143	0.843870423313481	0.744255696932747	0.843079366954626	0.892112873454963	0.865054469061139	0.925166181706489	0.930819371721345	0.88466254078125	0.916209685611788	0.885916288752996	0.801436686697153	0.912141562894209	0.911828674708489	0.888426803626647	0.951963079691704	0.862667820731399	0.736786699872834	0.877517972390858	0.881566304659279	0.858610092239635	0.840677251544541	0.860970285833326	0.812850226672706	0.646578806313977	0.889388283874784	0.67002828784045	0.822328095766187	0.684805568446862	0.836374302798347	0.833676306775293	0.609954724498363	0.772742502310707	0.846207447449544	0.599921485904356	0.876146271507124	0.850794617379057	0.838695094017224	0.903013576754437	0.901486877759296	0.838444101744503	0.690400333242581	0.615385079173903	0.815074614361929	0.71686546263017	0.70335568813102	0.896276768928837	0.83796812831426	0.667231356446659	0.628872447028604	0.710417108555833	0.77298336437545	0.750780316968272	0.827928891777493	0.844586278314594	0.875276439794291	0.929684908447479	0.832403246651855	0.808529381447883	0.901735104457719	0.876766127772197	0.901072529843976	0.540916387128064	0.454312594053057	0.899522475338599	0.927479529415061	0.892689978385455	0.802032660232015	0.848308540981442	0.83521597555541	0.880570293522503	0.65317132127596	0.830056795072511	0.772711005073465	0.498947025199749	0.792437830551307	0.856866833504595	0.883311415995541	0.809566076537145	0.908372663370392	0.876285288756583	0.753999882686234	0.739278747113206	0.712159570879002	0.646087960909747	0.591371949205198	0.905268896314956	0.806930876721407	0.898518357083442	0.844008761902259	0.653448081767669	0.768483719861192	0.65175423821373	0.762748119224441	0.805182644848796	0.715661507416387	0.750570624617924	0.649846588197753	0.91137754211828	0.400862619127426	0.819376386298366	0.744102097829657	0.737118576802737	0.814349074462526	0.885895458416047	0.72492509447147	0.766883789281218	0.656095856937219	0.832379433889307	0.8541299728127	0.720186153368104	0.866641380805734	0.756295111509424	0.83095412106688	0.648196556893348	0.815384795298049	0.712619950566556	0.68795670005695	0.754728806718586	0.622190538153254	0.65427459410033	0.890213318604111	0.729157116364227	0.662790631528767	0.626041963092251	0.671604338583273	0.894642667954982	0.829072533526517	0.712837737397805	0.217099227655292	0.275583909336179	0.837135544397628	0.743237936518232	0.700070771706082
NRCAM	0.953023725351017	1	0.771603788434077	0.898980080358777	0.812469584639	0.77786660977372	0.907813525083419	0.857026215270813	0.961538572743065	0.930764331491258	0.953496287959073	0.876853740751041	0.907410114042668	0.884812849131963	0.827040227428841	0.947242186992047	0.908783405082238	0.915271290040932	0.909357772194689	0.955424401015429	0.808119755211983	0.873744878531476	0.822713824820556	0.755970990513923	0.79172404686321	0.877369887494282	0.862252760410212	0.757561589355386	0.934284597348027	0.944133442696898	0.857400378120422	0.918195665247234	0.923426033396751	0.70932845249673	0.949553437063194	0.932355085288996	0.919177351643456	0.915146834259236	0.88627730801136	0.74222614026508	0.909975165983411	0.913559972022877	0.862099886749802	0.83153962468083	0.908978183763235	0.829552338395659	0.683629694946927	0.846726384368829	0.519455266397056	0.737787084974891	0.60164378415315	0.899716736044713	0.831559869643312	0.600985778993674	0.836692789822554	0.911292536101032	0.468671481204566	0.907054503829243	0.810029377356669	0.808315832491587	0.923141898697924	0.95436086247365	0.916544491484847	0.705632053882825	0.489858972636079	0.808867724328974	0.774296490194985	0.683322606179208	0.872744375722819	0.783049260768841	0.549185899708553	0.69544182013941	0.717890979991743	0.77580351934144	0.810156454303675	0.781163065285197	0.885865442503349	0.885160186045523	0.907652738044257	0.846884124565731	0.783157522550396	0.902111358349266	0.814290021738225	0.92550781829045	0.454919617396103	0.519907493097588	0.92630185571537	0.934855131295716	0.886824582544408	0.778114821610222	0.895383604137758	0.842781186344269	0.882349311084272	0.604724668307195	0.81302522414304	0.851942635452899	0.38908249654263	0.793038530514242	0.872165141391091	0.85218763778833	0.815077309518547	0.924572302735035	0.867588744506879	0.809879790409288	0.75497503501407	0.579643211493086	0.614355086338847	0.494032723235229	0.929244347187096	0.857347997151284	0.887633463282935	0.854116995471456	0.526083734306468	0.754617553097118	0.572801809643764	0.81492784105829	0.827338577906311	0.736339152296845	0.797916483426158	0.747955123581735	0.873466967152687	0.290321945725063	0.908086893253848	0.793223236315458	0.842052376831876	0.797904572556227	0.818872097762703	0.787922416839047	0.859220281433399	0.668821799069391	0.908557014437476	0.887342778105861	0.797841536208303	0.925115333095853	0.835071998393063	0.886935261522143	0.75668747626706	0.79817173926176	0.637367730820507	0.63000231041547	0.765525545199545	0.600291580704202	0.682358748480754	0.888070718965519	0.767913725660941	0.668032968775094	0.675772429869666	0.739486297767183	0.846607382402383	0.908077175577256	0.73923848447093	0.271496197999794	0.327887650871775	0.771492810733446	0.759349355955507	0.715880690479813
PTPRS	0.793598420248919	0.771603788434077	1	0.761023090045874	0.782627008150258	0.790926817428064	0.736917486060091	0.543666050877636	0.734570191562209	0.82782805938197	0.770721600769091	0.833743824276158	0.757124290462095	0.767755444610577	0.734708410383715	0.807102971517038	0.778604828558931	0.800787973930357	0.730200508950191	0.808940154126221	0.762419955953324	0.807323551237736	0.556356163406801	0.709529052901738	0.617604737233239	0.75235141253254	0.747436816463663	0.782415363934725	0.769905618547694	0.724169889444555	0.800005311561991	0.788357975147943	0.709959734283267	0.724773404513849	0.783320585575318	0.773366171846274	0.710383383632121	0.81117911198097	0.744139732504205	0.651790214053414	0.63500095824973	0.767734126353616	0.680066395682625	0.726688894473634	0.675040401111545	0.664170830622498	0.574772529669333	0.825527089889896	0.653919203258932	0.704904707601897	0.665096076128372	0.663919036987469	0.695544616290235	0.5751226616968	0.66275433238255	0.729107402227766	0.631607382881347	0.76558326257816	0.690352193886816	0.781617089066965	0.712525836395297	0.722928854652207	0.650478758758649	0.669910909241085	0.641977735504489	0.785450291260895	0.487378776698948	0.671583970728451	0.744161264029651	0.750735260535525	0.689611975022454	0.566610224181248	0.654293417960126	0.727060948731616	0.553515520496304	0.736953359756152	0.720703486277117	0.722759493876849	0.749110718671311	0.616643511810002	0.727144971775576	0.753906422187769	0.800686833547388	0.77542406405511	0.601889319522686	0.419140360864873	0.771238045266531	0.78687073897918	0.721877453165948	0.731942321274157	0.685343476082026	0.773377540149751	0.75058721067593	0.590786975787764	0.712866075861885	0.665320420531101	0.55364288514209	0.64974463539691	0.720632473829775	0.798876295220279	0.724302128369417	0.736820373214339	0.756506429327379	0.625214029531123	0.661856705718369	0.725905495287709	0.676698547025485	0.652928056323755	0.712839917679979	0.631888902722036	0.797110996514323	0.715514213324962	0.58435123911883	0.689403814204565	0.65168845412095	0.689791272089432	0.71632015256031	0.624380768434711	0.598929963313483	0.504454009282683	0.769298819195368	0.482413183595307	0.623356787909545	0.695306581369494	0.602379853975425	0.731299333475232	0.807349331724764	0.601188307874381	0.586225272633973	0.607391888273853	0.675178476762321	0.651674212542247	0.602597521418744	0.700618613802331	0.603997410308511	0.647460781425645	0.51895779440205	0.664980276408668	0.698865669675328	0.674945705358602	0.640256029421933	0.590364630618229	0.608037575718816	0.793481937547958	0.711949316761464	0.542972059202194	0.491451999446496	0.497459130912345	0.805534747492132	0.680510005451489	0.635066358506894	0.215471235726893	0.269897326848036	0.754526352184182	0.53229869025665	0.541301011285459
EGFR	0.879766537145545	0.898980080358777	0.761023090045874	1	0.776690470287907	0.661752901194196	0.844690526753749	0.755060256636235	0.889788667164673	0.86982228720988	0.809428217616178	0.787115614258427	0.753617603343862	0.805092286434271	0.757809809116424	0.87522411023832	0.882265368502152	0.846624983239237	0.887421532705387	0.899629159387717	0.633114712169145	0.824036124808613	0.840399530569319	0.680690380424154	0.613902434494649	0.73371119242381	0.760544480745897	0.674045467750747	0.805377125957118	0.859877691468015	0.728519910875358	0.86593990920706	0.877738851095344	0.695182113068632	0.896515704243527	0.818333454797832	0.778486471312342	0.864684040036605	0.837955260945836	0.77290697842428	0.867879880386289	0.842735587994922	0.834844948701293	0.706251007864792	0.86366328313391	0.706945223565209	0.752214156968793	0.804350993330141	0.471630664647558	0.610818149423477	0.537266807988029	0.802693732205177	0.765781218128564	0.642088741891949	0.667654269220475	0.774837753986278	0.360533164283622	0.796900800775365	0.766982446311273	0.747437499280099	0.818199375747684	0.873612199700857	0.80285735420892	0.603802878927534	0.466580770736653	0.737536205914863	0.817973049521921	0.631941087001221	0.715608973090932	0.63370192213997	0.493057190783357	0.616639594793531	0.641678422971183	0.594809632566287	0.63668088054368	0.77842541843224	0.789375501977197	0.771959672544498	0.833230372489588	0.841958163484222	0.683158708735699	0.742093698703985	0.761119479844306	0.830017142348962	0.369023327628151	0.310918463734099	0.790999560475235	0.876783656697046	0.867432456765422	0.626307037764357	0.725308536252795	0.827235370470211	0.834065903231971	0.404484462087773	0.678507057270248	0.71222693636002	0.344972897541587	0.717398416018833	0.755742947554328	0.832711315619064	0.639192560166175	0.908007416560044	0.728284685937224	0.663727443170123	0.611083032594656	0.54945080341635	0.605813326579104	0.407149831628199	0.844231052815644	0.805331809707558	0.83981671989971	0.661448126125893	0.457945202162878	0.666201828295461	0.528020479908423	0.638041796955471	0.698193851276742	0.536580120847234	0.826241108595468	0.609395904845753	0.839761812854244	0.277899577422769	0.837203293645061	0.652077432758851	0.805922245143202	0.657306600292968	0.816902945168177	0.617419764767256	0.769777659853062	0.481530260504153	0.779972326558988	0.787986892776803	0.688345269212738	0.796452927266025	0.733074370288846	0.859164589900624	0.585568413741055	0.683372374631043	0.517773131488817	0.541797248789468	0.630161756227349	0.47855054805409	0.473916165023815	0.783882111308713	0.578189630467904	0.502892407919742	0.59742348406716	0.637176651934585	0.774952264128576	0.776085321673507	0.564791183083332	0.211920265759155	0.263786358067845	0.708011930703289	0.776232379473193	0.666663140264131
CDH10	0.807017491282137	0.812469584639	0.782627008150258	0.776690470287907	1	0.708965307685813	0.864781032442738	0.642478380849499	0.838992022070562	0.835548166702242	0.796948399450125	0.779859236682662	0.793074607443441	0.840715054009574	0.752727758211338	0.887082419678146	0.81727520535995	0.823791670252725	0.758393869454901	0.821288524016353	0.702725203176179	0.855379503754176	0.697186528708551	0.769281597465038	0.589238101832077	0.757064656514605	0.793517089989625	0.764425937649753	0.810577567443831	0.818883527882956	0.791859980538477	0.804438198665078	0.79717564128026	0.630377985892183	0.842125477414861	0.782606719503064	0.754615451390008	0.763834553264781	0.757650727639073	0.724858435213059	0.737016234477246	0.825470529227697	0.792279033305824	0.734359669485916	0.751456854661598	0.684435051050653	0.60430735930295	0.735112196472831	0.539262419588296	0.750540452305023	0.580305381792382	0.749165039766542	0.714950277519182	0.610310645260976	0.686424559055662	0.76448671464723	0.454738446855487	0.793451404044151	0.650588478369738	0.731603848380452	0.750491267535919	0.81517316188357	0.698692143886925	0.558633084830982	0.492443695460929	0.774924153862714	0.590156983568778	0.656268584585581	0.74176444886942	0.731469491200478	0.581438023290029	0.67409029158484	0.683074866664723	0.640057589541595	0.580449474784523	0.68967798001084	0.772832792724449	0.765356181920466	0.799222368324241	0.739794135716932	0.64994672523993	0.788067947261224	0.714223477430306	0.810631755616682	0.415720705779601	0.389545878057422	0.747225313302843	0.842154299652304	0.806700757091834	0.715695088529273	0.688755530231656	0.763288268476418	0.795639402460408	0.586288781020174	0.703328115968584	0.687327169192054	0.43030138884878	0.678620860226961	0.818443805227327	0.773238606623469	0.678262111536636	0.837067870784399	0.744882955082674	0.661449587152235	0.666042939608963	0.552549072901576	0.715559465949461	0.526736386994618	0.766174249167891	0.69234153875077	0.836441445485195	0.774397895189628	0.640225107273719	0.723742806630242	0.518274487420976	0.695415853585027	0.667373043115285	0.62890344822275	0.675672933733055	0.501459326541288	0.781131428366224	0.303002831218289	0.721025317275942	0.612176848121588	0.753528371046416	0.676781831384779	0.690752650232004	0.620334961776117	0.712283601283654	0.511567136747199	0.747621729390238	0.81017897958593	0.665601576260756	0.738354767872701	0.697001937597472	0.73369457138107	0.617763010770676	0.771807491510179	0.578247519818487	0.550790017593315	0.595383041035248	0.462274901818845	0.538078465249431	0.769225465133203	0.648389478473964	0.591911193563168	0.564025250656604	0.597900789230186	0.754679492856563	0.714490933319245	0.622127051215317	0.22145487413521	0.245404177058286	0.674959093439516	0.640062779998967	0.565074816204837
NCL	0.836773130895283	0.77786660977372	0.790926817428064	0.661752901194196	0.708965307685813	1	0.693701714022819	0.525264258977568	0.730343272827514	0.818162584563546	0.870926478949778	0.954403804453815	0.840717526601368	0.871203842543295	0.735821067646551	0.776828624174309	0.774528875910178	0.884291941901578	0.770967125601595	0.834899471497322	0.922184023413702	0.852655132485376	0.416729883800305	0.79155500270555	0.769251884444812	0.710030414215646	0.858292886254698	0.876781559092086	0.88690181141887	0.707537761239688	0.878874950281497	0.871246104576224	0.766852962663415	0.877828814709192	0.788584304839445	0.900807976953162	0.817425735977219	0.814504479232526	0.798545023896956	0.60180557373225	0.629050998397811	0.739209946807969	0.665746234249335	0.817552064709614	0.62418747076732	0.800199186647185	0.341595017104091	0.91486271029943	0.765714524562934	0.833391901329952	0.795850111173197	0.656308503886814	0.856437341377922	0.521803263892139	0.807640870698744	0.776638941315612	0.862095187372871	0.859970855443311	0.820748910424744	0.870164028017455	0.735717639441314	0.749077268035632	0.66249123667913	0.770012120579185	0.844368892266794	0.751746937120087	0.379800823369213	0.771345084520374	0.908137377792796	0.836354257850776	0.883294771774556	0.601450043347281	0.583004999974189	0.928479078340331	0.698380749055199	0.78619668344525	0.762729246718708	0.869938778208803	0.774433199341065	0.583716463995061	0.933573737860124	0.853892732883891	0.895271509204222	0.877875944344753	0.855604529510354	0.517186834929989	0.887292139585581	0.778039891645671	0.722266801426777	0.853627892613546	0.792204229837297	0.831957100204412	0.729578927133363	0.775575011088388	0.810111662048039	0.746818783415186	0.661801989406884	0.703965188923969	0.771869327830371	0.858377237627297	0.82741389032212	0.688514336041592	0.911838624291267	0.800717707023642	0.819533703116713	0.791904906046179	0.651694885254834	0.79170796155258	0.744524181350938	0.638245988258436	0.846640879202079	0.840859306490122	0.766106866293311	0.852144285470077	0.718448504401415	0.714656478365743	0.78771562116204	0.77334075798533	0.568189919236734	0.624438297318372	0.858868825143285	0.617783254355135	0.549804582350192	0.772090567946728	0.564610898665095	0.947449693168102	0.878330263896652	0.736498024891383	0.676309085637328	0.788627772240773	0.707526596816959	0.718238253953071	0.720039010946951	0.804009470202111	0.669607173391978	0.560767603043763	0.633977839561362	0.820152084537522	0.947634186175945	0.887932462106953	0.796313300076807	0.773075661631855	0.737704481135412	0.947693267797695	0.802943237578245	0.786195583371175	0.622745176404993	0.54277578125893	0.871381544264159	0.771400365931373	0.787588209170955	0.427040148254182	0.500792270598057	0.93193862133695	0.524286251700707	0.610139239812639
SDC3	0.864545050455279	0.907813525083419	0.736917486060091	0.844690526753749	0.864781032442738	0.693701714022819	1	0.823672701896685	0.954293443038437	0.922155194267693	0.888833819314008	0.804734772451073	0.853077809591165	0.895259942572533	0.752063999093424	0.900928163326306	0.841052825597747	0.844432501369999	0.827670186052191	0.910738652282902	0.708820310811173	0.86037903897284	0.845900002532731	0.764728394288748	0.633903400426569	0.861659024452791	0.802137041455	0.75446974723331	0.835893088910623	0.936743156076116	0.769108604751018	0.832661680420519	0.891585234777035	0.678158072898941	0.921628599925813	0.877774440678536	0.889548649439761	0.821672051830973	0.861806946417707	0.650247243182256	0.884589619573147	0.938997800903156	0.770105591043303	0.687454009721548	0.835791178652723	0.688499693407173	0.690142662825221	0.734264122898777	0.485838858470144	0.714261922158962	0.584143481810443	0.846581444355935	0.756889898297263	0.717655772153568	0.770149352410272	0.85637549071515	0.376742257035541	0.848479909712701	0.713480997048072	0.723089695590406	0.788049612914527	0.92705373183203	0.837178404952597	0.575941321233705	0.424314968084213	0.849896603234297	0.781939336116725	0.661516893758608	0.81396513028947	0.715468678988617	0.467643798505895	0.808135946696036	0.748970484467215	0.659626526651738	0.636671483966634	0.803372228884839	0.918233817960486	0.838881699167899	0.816381025228541	0.843096093778956	0.668939327869166	0.804682550647139	0.696962530308779	0.87012814094515	0.368086904191897	0.45087139524505	0.82477337049355	0.918725590665055	0.820813099691703	0.726399133392753	0.756713175100486	0.796305350782578	0.826593713338951	0.566904922503527	0.73074693712157	0.778938663453376	0.318168224194332	0.860901327791328	0.861894991747861	0.754520582902116	0.699304857737744	0.877523636938548	0.776359905054952	0.729657340650762	0.683025120471596	0.527761996605909	0.625653400401252	0.410247056420777	0.894564587120849	0.868664257193561	0.859544006820988	0.78783118224384	0.517068445184328	0.723472923441954	0.543853827051667	0.740211306410963	0.736556967284873	0.648225460353126	0.777007534522557	0.608544488427747	0.843194180800337	0.285318134075863	0.884923195327342	0.697434770101529	0.843157008155376	0.684466739003161	0.723803616479821	0.720555102526662	0.840292515494819	0.535359812307147	0.875940232509729	0.870414203055439	0.722444622758148	0.814997152683757	0.736132589278237	0.915863608907196	0.751877504565165	0.770144164492942	0.542476776597978	0.511098541963997	0.63688008937524	0.390506902073174	0.549662939135367	0.824012072611004	0.677060885862982	0.616731041313621	0.645501433171789	0.786363057507681	0.822666080367676	0.848421251264422	0.687257545176565	0.233077645127783	0.236560504910819	0.71848506915872	0.627183715693858	0.751419063068277
F3	0.767630742005969	0.857026215270813	0.543666050877636	0.755060256636235	0.642478380849499	0.525264258977568	0.823672701896685	1	0.862324617861405	0.783653441833097	0.796427129963518	0.67178905333717	0.706391701086552	0.713291338801905	0.575262067286057	0.756343013131232	0.739724125332915	0.777392660764162	0.816527871178192	0.811868437518835	0.519662884907707	0.669834745416118	0.843355174620997	0.538524059938313	0.605486672306431	0.748153747542832	0.57912102272009	0.507488298401396	0.738240525680869	0.8781047198451	0.608600746259319	0.745797644399114	0.841450699084358	0.489214490188276	0.811586148316415	0.779202489328957	0.787801268440469	0.763761825658432	0.78307740262577	0.561870717899307	0.904635722169983	0.84085672433518	0.722988722090606	0.592545004146133	0.769358109093527	0.657573167106424	0.56203488760184	0.64377940456022	0.27539165515239	0.487813573826119	0.352027269246554	0.865748562733112	0.725814786814075	0.568031289282344	0.664858355621439	0.747002466930844	0.189513664607478	0.752869749658448	0.623211810570857	0.568881264672192	0.778463408658237	0.878033710608035	0.775003319042792	0.457985943325174	0.288000761859952	0.639322513860184	0.806024784664864	0.54462222913069	0.732718366584596	0.559233917358473	0.239520680717822	0.659420153272353	0.757981044812552	0.546433015048185	0.625419552052598	0.692257938303041	0.845132895674268	0.666239830700848	0.777655308626295	0.754163295450693	0.597867365155724	0.683588188162448	0.554846380288358	0.731675284070098	0.234039261584338	0.307341218819964	0.744460648267652	0.816086020240664	0.756510378869919	0.541792372954289	0.764838525898534	0.643898462969138	0.8218991022207	0.325387947058977	0.669494911392019	0.772915776320718	0.228920783975891	0.773862079630761	0.717405398547381	0.65702830482941	0.545359767879528	0.812903725745802	0.625960204203402	0.607961141200031	0.647411630781526	0.358016867899556	0.455823253763034	0.206079043703516	0.831946239246781	0.798711355848023	0.729214371187504	0.619862144147314	0.328866523239618	0.586226825512603	0.385481546031691	0.649725172517079	0.735442824776648	0.489933762303404	0.81307346950395	0.644720090697231	0.659780959268979	0.15551590694792	0.929968970286095	0.595881725343725	0.829157500840733	0.570231995001822	0.602951594037623	0.598405221843762	0.7831700040873	0.392787106611445	0.83716487220131	0.790718639826961	0.662673297076061	0.78125750894295	0.742993279538516	0.915787066133227	0.813017431995847	0.581548476390086	0.394374653121778	0.43223532887996	0.525065003746109	0.422580654134852	0.412776129271716	0.69645781062493	0.519017270877627	0.464256533182728	0.524760703008845	0.663392816672556	0.721418499834174	0.851612241817062	0.486827630807983	0.138595169067338	0.185383259365832	0.584243186435634	0.659608830245218	0.725138134719986
LRP1	0.922009676847805	0.961538572743065	0.734570191562209	0.889788667164673	0.838992022070562	0.730343272827514	0.954293443038437	0.862324617861405	1	0.922678282789032	0.924637215215674	0.836502744558391	0.888211747206995	0.893682711799507	0.795567774530994	0.932928286867938	0.874824844166117	0.883404010993622	0.888138993526866	0.946182321780672	0.753567401966406	0.88059917432483	0.872378042934944	0.759099100197461	0.726328037103353	0.860446927909526	0.844810236606513	0.744536354701168	0.891678617245252	0.960336031417618	0.798678745472174	0.887970129466835	0.926667667693145	0.684744600312347	0.952489744430147	0.91083184826113	0.91612980205638	0.879485329883336	0.905072134933565	0.713101055491519	0.921156798290735	0.946411115544688	0.841766373039977	0.772446005893861	0.897028254832031	0.761729797533171	0.720936147853506	0.798845232894	0.513345029641975	0.746042148622124	0.589189290182063	0.888987973467835	0.826990103255326	0.677507522593373	0.809312428590364	0.889140893693208	0.396141647545031	0.90149060513341	0.758968631653852	0.748323154838811	0.870756071269284	0.962332483961093	0.890577745834928	0.608347721578435	0.445617462233995	0.824320432210849	0.808458174506236	0.648006975874685	0.847233163102713	0.754266622643586	0.510800882963756	0.741592025054204	0.723951379919327	0.714472774440771	0.750396936693436	0.786773378312582	0.904264017677325	0.864734234867045	0.885891297932667	0.89297699959087	0.734750119998303	0.861712524565284	0.759836369706762	0.899618461018184	0.397455227915941	0.47173991943277	0.881289618749369	0.943430038171944	0.869918440637427	0.74063856520474	0.851787805045383	0.827550479818808	0.870530189038158	0.573041216991994	0.785234837679066	0.819473810816088	0.343439081833599	0.828665764815782	0.874942651291167	0.820309398031141	0.75936114184463	0.919097773517938	0.819144830693842	0.786167189835547	0.735641572092899	0.543389767828569	0.609062843839271	0.432895835472062	0.939971887024303	0.868535679490643	0.885761897248235	0.819082785443203	0.532011402243491	0.738334286367074	0.579657096312119	0.778791560482221	0.800227153130102	0.682134490667834	0.828186342700932	0.70384353251091	0.855085808335224	0.273657679861748	0.913273274871644	0.739520174227852	0.877681801425671	0.754140031163864	0.764490382517278	0.758046089950259	0.882062043513084	0.593423987667439	0.897169445895566	0.902432976257058	0.796270761480832	0.888174169699416	0.79892797756734	0.921392304758743	0.773907785832519	0.809544579049353	0.582544782859076	0.57310650718862	0.720716910660675	0.51848404234535	0.592041346378325	0.858537051947157	0.699088582364821	0.67540710872505	0.700496690512836	0.784896173403894	0.838973945190402	0.89655224711256	0.718669931954393	0.289933177257379	0.318725801963919	0.750949469280165	0.717241966510248	0.743110421278107
ROBO1	0.902560641950411	0.930764331491258	0.82782805938197	0.86982228720988	0.835548166702242	0.818162584563546	0.922155194267693	0.783653441833097	0.922678282789032	1	0.92843330787562	0.899583957154553	0.868060032681225	0.91632923601037	0.771695556043258	0.913124900693625	0.901196251239545	0.92321821215828	0.873688461677637	0.948693420717517	0.789276848279963	0.899079168617035	0.788594169371283	0.806937687549903	0.711199086673123	0.876364624295731	0.837482332398523	0.825900266970569	0.896863209850566	0.90950922742091	0.835362690610339	0.891662866468976	0.907565535656747	0.800192735162332	0.931360209697609	0.937147734222012	0.910316370941719	0.887738250238284	0.903556015896755	0.71449465210369	0.856741071711746	0.924914016453762	0.799687383201608	0.776113062035271	0.820922942331171	0.771144711882585	0.647551693049888	0.863960570902685	0.586260026472244	0.745397495271793	0.68454237066891	0.818952953951233	0.848588967236531	0.678065066646532	0.816418486132225	0.887770899309758	0.558533474643793	0.895535545825925	0.795639345780422	0.833890780481353	0.827417415112731	0.935095397559025	0.821196447781373	0.708120799962062	0.60251215379065	0.870975422190664	0.727007264573288	0.751671829051755	0.886129653779842	0.788837565621015	0.63413627658294	0.749419883880611	0.765925867634922	0.775276506582153	0.676928911770353	0.859846613574307	0.932112982826445	0.874406129399878	0.848470088379783	0.828021829802549	0.8121893273473	0.835070311059915	0.797319390693791	0.925176954252702	0.549171131832345	0.460710271753226	0.904760838690893	0.936910985308452	0.852859869216453	0.779076379601752	0.81599323937675	0.880729275094801	0.841315371654882	0.597853872978083	0.803473177877739	0.842280984540116	0.484212493123184	0.849694900504689	0.871342887752376	0.867754908855365	0.768187132990596	0.877685052276561	0.859556663405946	0.775505224890866	0.757216263242249	0.614471268818562	0.690309284114644	0.530999464156903	0.909329604987674	0.861665033490388	0.892454073751374	0.813210892316939	0.57265476199634	0.801004478578485	0.605639448784552	0.758904158370101	0.776255750396126	0.707543614570069	0.787404213620298	0.644907415192294	0.898159730752213	0.420624382429158	0.863101282432909	0.768154186665285	0.801484139117816	0.802120880435178	0.847520565164506	0.734342107886735	0.81143166819515	0.622230941051889	0.889673688196705	0.8854791382351	0.763020995030934	0.86086619039714	0.787166965288574	0.876164280109058	0.740095403411516	0.787401986137067	0.700157560682401	0.674232805768124	0.726167167009656	0.559916404597552	0.6259704736303	0.919943815976355	0.760551423915518	0.652941889072334	0.64595405127424	0.712242708584754	0.886857516949668	0.859156899752105	0.721930853804139	0.277941822391589	0.322481096470308	0.827640510871313	0.653999091344527	0.746255737949616
