""	PTPRZ1	NRCAM	PTPRS	EGFR	CDH10	NCL	SDC3	F3	LRP1	ROBO1	APP	CDH2	NLGN1	DDR1	NRXN1	PTPRD	NCAM2	SLC16A7	PTPRF	PTPRA	FGFR1	NRXN2	FGFR2	CNTN1	GPC1	PTPRK	DCC	NLGN3	FZD3	CHL1	LRP6	FZD6	NOTCH2	TSPAN12	LIFR	APLP2	SDC2	ROBO2	NCSTN	ADCY1	ADORA1	DAG1	GRM5	ITGA7	LGR4	NEO1	FGFR3	SLC16A1	LINGO1	LRRTM2	NLGN2	KCNQ5	TNFRSF21	ADGRL1	PLXNB2	LRP10	THY1	BMPR2	ROBO3	EPHB3	CD46	ITGAV	ITGA6	FAP	NETO2	UNC5C	ADCYAP1R1	NPTXR	CD47	UNC5D	CSPG4	BCAM	ACKR3	ITGB1	ITGA3	RAMP1	LAMP1	TGFBR3	ADAM23	GPR37L1	CD63	TNFRSF19	CHRM3	SORT1	RPSA	INSR	MCFD2	CADM1	AR	NOTCH1	FAS	CD99L2	EPHA4	MCAM	FZD5	AMFR	PDGFRA	CD81	ACVR1B	ADAM22	DIP2A	ERBB4	TSPAN5	NRP1	PTK7	GPC2	LRP4	DSCAM	LRRN3	PLSCR4	BMPR1A	DCBLD2	TYRO3	ANTXR1	PLXNA3	SMAD3	DPP4	ITGA1	GPR37	NRP2	NT5E	RAMP2	CALCRL	NECTIN2	SIRPA	ACTR2	KLRC2	TLR4	SORL1	TFRC	EDNRA	CNR1	ABCA1	IGF2R	ERAP1	EDNRB	CD44	RXRA	RACK1	JMJD6	STX4	TNFRSF12A	IGF1R	CANX	F2R	PTPRJ	MERTK	S1PR1	SMAP1	TNFRSF1A	TSPAN14	CD74	HLA.DPB1	C1QBP	KLRK1	SIGIRR
DCC	0.892112873454963	0.862252760410212	0.747436816463663	0.760544480745897	0.793517089989625	0.858292886254698	0.802137041455	0.57912102272009	0.844810236606513	0.837482332398523	0.901320179365843	0.89332395457621	0.918812816857915	0.877659899213967	0.864341780316418	0.880099650811724	0.813011919195341	0.854742255394553	0.758649777434128	0.873649588628098	0.908159018908562	0.89321958430064	0.602526273470493	0.813481466206449	0.771554143351173	0.793846598542993	1	0.824431086485373	0.921352436349211	0.81328534570463	0.904239318573047	0.881536871088597	0.827831244609183	0.754585710374718	0.8621255413814	0.884562720210354	0.858569993911543	0.834561868109107	0.796754286017542	0.679997516470675	0.747019574704782	0.773481255077615	0.783864753945443	0.832622767158446	0.767830127466279	0.84463369873905	0.537423035096999	0.822893575516389	0.679584962926658	0.886546427676144	0.747158167661291	0.73456533655858	0.806548969415598	0.513647325627362	0.803715268520559	0.833449836428031	0.661592772467952	0.896022661605017	0.781561933441508	0.808815535891216	0.824687244928959	0.821023141000646	0.796123669473294	0.713791593069253	0.578854418079832	0.808047180925522	0.535413453843697	0.673806503020123	0.850888303484878	0.843455684850916	0.758334753392795	0.62439461773707	0.53194925861552	0.824675114777834	0.779911223081804	0.694669733859125	0.753074803801853	0.914290130391229	0.830486302454732	0.729938681274436	0.799859177059719	0.919350763977484	0.875548082580397	0.909662001902151	0.58053658991253	0.576161231352146	0.880119638550764	0.849564213162079	0.772330744626058	0.838846209888775	0.816975677975398	0.825297351790956	0.762143375416516	0.754615519544174	0.783654902427612	0.724509127560157	0.519522132895765	0.682079077440872	0.829956937058283	0.844111428608608	0.872623915589885	0.80242817138624	0.900683756573151	0.826087111675503	0.739239521875526	0.6455499830558	0.648306736884267	0.686006920353627	0.836311346539813	0.740303298007584	0.876247896899439	0.882321208986921	0.645106783632423	0.812210321505291	0.706311234807047	0.811107951153012	0.737672111833208	0.790698396757459	0.611711311864397	0.68807327006164	0.879026743995846	0.386459952066905	0.65763178777514	0.746190293530895	0.660137328283464	0.851186683631207	0.809512674296461	0.798796999954927	0.775772625540229	0.769139413586785	0.780153900439098	0.808627412471776	0.768792902302606	0.845296786791087	0.713309857310768	0.666284815348466	0.610376901163802	0.862102182231207	0.739555546657034	0.701241792403557	0.777073212746056	0.606840692311745	0.759723757733534	0.871660762144594	0.795398796618091	0.78080181538475	0.684686442134155	0.676759845518705	0.792973663719888	0.765468608523997	0.804590568804915	0.364036527367329	0.39856399530215	0.788543118982801	0.649067946646696	0.550682064354204
NLGN3	0.865054469061139	0.757561589355386	0.782415363934725	0.674045467750747	0.764425937649753	0.876781559092086	0.75446974723331	0.507488298401396	0.744536354701168	0.825900266970569	0.804920950615522	0.884381602638314	0.802364064504436	0.875666437443544	0.828312283675359	0.8082808233607	0.819825277033596	0.835180629062789	0.69264587511466	0.840510187105478	0.822024523623596	0.877190182571264	0.47387796612624	0.922023918301655	0.582390727854326	0.733731290934587	0.824431086485373	1	0.799262767501044	0.772791896716948	0.819309538310086	0.793803872737621	0.724091999259103	0.867992440801233	0.746512377567668	0.816634404773081	0.781926781850771	0.809777186168389	0.751392008833914	0.638330761927637	0.654644731935078	0.756772913381411	0.707347874853239	0.725750422230905	0.607605144078251	0.666583633911536	0.434143939136616	0.83904741095714	0.789829406904457	0.86003087474303	0.759610035091621	0.640301216267846	0.739623977245125	0.564493079260488	0.683165878610499	0.708791985971199	0.769689193414086	0.753314001931616	0.789888556569863	0.810613444515115	0.675010225251042	0.746007319348025	0.604216907428288	0.626184582019755	0.752358776679999	0.769263746054939	0.486183224639859	0.709371757566752	0.854387759992603	0.842162248159633	0.800932880014953	0.553549175591681	0.682731997662352	0.738246278652038	0.529656726154049	0.828150214108407	0.769907960606944	0.811823716294398	0.764809160737334	0.669516291051494	0.787878949278253	0.780215782527042	0.794959760867219	0.796900037163882	0.679864341900947	0.382141729110234	0.787599589777006	0.800500564296769	0.741586076361944	0.806984785635051	0.658053425659585	0.753540962634946	0.740959375637012	0.69947550775275	0.780410383993296	0.667089042280884	0.655186422422256	0.77086794849991	0.803811915981195	0.830621686728311	0.705484839734937	0.729503045194147	0.813702255292208	0.64174565012643	0.669865746260802	0.774444851647485	0.702397436494694	0.688003348683135	0.752998918132465	0.664950466837937	0.788721753073137	0.775822773343613	0.791182559076536	0.786716144587916	0.664803613024717	0.662741796032944	0.657874750892946	0.667739652276318	0.560403222409737	0.410322303795973	0.864530678934521	0.571279829429874	0.576657734698579	0.613601268041753	0.52480973482143	0.778535052152931	0.845333462032518	0.589087166036557	0.574847299453321	0.591995006023029	0.696720667129707	0.744488512670038	0.560144830168253	0.685405327061399	0.588556805378442	0.638265589278231	0.508289477534783	0.77906416289627	0.806931192349699	0.721993081642107	0.64520732111482	0.578696560785468	0.594957543671705	0.848189031600256	0.688967406798251	0.636175638828931	0.477830554706677	0.528343797306219	0.873786328486507	0.656624183385183	0.643312475791587	0.18861528347941	0.235213346422695	0.870183103422387	0.491811478883447	0.633746527912442
FZD3	0.925166181706489	0.934284597348027	0.769905618547694	0.805377125957118	0.810577567443831	0.88690181141887	0.835893088910623	0.738240525680869	0.891678617245252	0.896863209850566	0.954837451636639	0.932705680536271	0.927590615610416	0.903991396464632	0.794859623937759	0.91194147445368	0.877138857017071	0.946416230307719	0.874675643231942	0.914980109409036	0.905621003100496	0.901360873549306	0.666026267222959	0.774910931950524	0.835645742598714	0.840105150878138	0.921352436349211	0.799262767501044	1	0.860594076305864	0.912977613687612	0.946849464934153	0.89828268357313	0.753822566492742	0.933442048157145	0.944827026465017	0.914743261058158	0.887766116942214	0.855555051693777	0.71150508817827	0.814966992053736	0.845195029445656	0.836765555598692	0.896386106433795	0.822879679779369	0.900089726631252	0.542185039537237	0.893876549583123	0.613917591337399	0.827689046957452	0.677833510418009	0.826423400331247	0.889294211959938	0.53925304851406	0.863654335020389	0.88904740512233	0.633060787556367	0.937560573997828	0.811405896255305	0.850244701552351	0.907280509037079	0.90251565951407	0.843237792019195	0.75989627525283	0.629596670234396	0.796653353513151	0.608136346372463	0.740363955953875	0.907160169234312	0.856527213955537	0.704632337924648	0.664545807593754	0.6480289541073	0.876876410136694	0.850752451157288	0.747383374351109	0.832711686503595	0.918932949492591	0.906052240236455	0.771854721660809	0.858576688874189	0.93765344852348	0.893258859308285	0.950949294235455	0.601775216980166	0.553729898044036	0.938279975709031	0.906282861544684	0.848388205194041	0.85553245308153	0.903714796004785	0.86664034693509	0.847007633388425	0.718336034874319	0.862958985955183	0.811601647240648	0.496224399066725	0.719268441579303	0.862462893452518	0.882263068853439	0.893340331789857	0.86866301151714	0.931953999208721	0.871177748056353	0.821293037230467	0.629434761997863	0.664644416708295	0.654116163073281	0.8838966416263	0.781470009470454	0.918225871591341	0.905479416893647	0.646976986990371	0.861124218373921	0.666637132807297	0.826017461688992	0.841892454878534	0.80639021194243	0.725590735538078	0.749613688919291	0.889762712402333	0.36198885206439	0.770666659176828	0.801867001319753	0.77291971431583	0.899638987241582	0.832312512222124	0.810802333630922	0.830940492228365	0.771800916242372	0.857856587053144	0.874460730168884	0.835616975325392	0.930783670254284	0.807310153652514	0.754916347233713	0.734922587667282	0.870620651611578	0.768273615935584	0.767622579673339	0.824634929953349	0.706567157903212	0.760972879311361	0.937603177874748	0.816210620330403	0.784339346384203	0.71966012897809	0.673716460270758	0.8424234594272	0.864667613969947	0.801237069933738	0.375282966889451	0.42356584627232	0.824932420230507	0.731029108876181	0.639031059384906
CHL1	0.930819371721345	0.944133442696898	0.724169889444555	0.859877691468015	0.818883527882956	0.707537761239688	0.936743156076116	0.8781047198451	0.960336031417618	0.90950922742091	0.902469737901119	0.824360462931104	0.864482604801117	0.87106707389794	0.818754945400641	0.931189952244441	0.881965100389025	0.886403795621774	0.842673374713712	0.933191585583848	0.717451668507502	0.859958846267199	0.844380114590583	0.804794213670852	0.646622508535871	0.866280079970967	0.81328534570463	0.772791896716948	0.860594076305864	1	0.786019972286156	0.857145839641994	0.896972440662602	0.698185543851415	0.923663984041083	0.884098977448196	0.88772929856055	0.904319485719284	0.857191424561808	0.702362351339708	0.926930512382798	0.928325775661859	0.848937670605901	0.721854285608539	0.872614056424458	0.736247391141707	0.696007565415525	0.784492649269024	0.529209894274244	0.758844084740053	0.571235856700227	0.861789081020798	0.796297890405834	0.630867107453924	0.743090077364418	0.850281955359478	0.408521376268053	0.857857381827943	0.751956743288052	0.730837688257986	0.861555548859631	0.947991136278237	0.841473961587753	0.572968161073408	0.454897521454315	0.835653724126996	0.810350698193984	0.679650070603865	0.852211234058082	0.767656514023193	0.49356245929025	0.72812747895129	0.811720751357864	0.661333953111769	0.667927652682431	0.802348697235036	0.903443720546993	0.824737323900699	0.888217797267918	0.868454015760408	0.694501914751622	0.841690471914573	0.729185596068292	0.863044781312695	0.381823650879572	0.404013696682813	0.843232520391501	0.942295508243506	0.843933233510997	0.695698905860907	0.80594817870119	0.776461399835231	0.877582727642323	0.543251262234695	0.793087295406171	0.775092623444488	0.377787190810676	0.844444869434802	0.854595586249045	0.802626232643633	0.722394187690081	0.925839773716309	0.787141164915811	0.702484601343341	0.695109679990179	0.550453760043254	0.61362812598176	0.415384059615985	0.924974905406534	0.863258750084857	0.856594672102816	0.787511740868333	0.54400005174983	0.71587498018563	0.559407701989866	0.767925758403101	0.781489076182083	0.647995783821574	0.779347744101302	0.605126864193052	0.843248212968946	0.288557699300494	0.920754027781336	0.66688063862346	0.816280030859561	0.695958404914528	0.771431002092964	0.688316212006313	0.802711313367514	0.521523697099641	0.889618905944202	0.888756597513482	0.697250163194673	0.826516289575179	0.753365746442975	0.94011014741834	0.73018346626503	0.762623958614983	0.555665649721895	0.539090196716733	0.642661260167514	0.448023513030991	0.549181562029565	0.824079058074043	0.649666683664361	0.574692333487839	0.604938732291092	0.725994665330576	0.85597380015921	0.842074966305504	0.634927445477227	0.15594199957661	0.19331887965061	0.743249497765568	0.705220050741526	0.774404288580032
LRP6	0.88466254078125	0.857400378120422	0.800005311561991	0.728519910875358	0.791859980538477	0.878874950281497	0.769108604751018	0.608600746259319	0.798678745472174	0.835362690610339	0.903201276524627	0.910042389613637	0.914010446897267	0.836541487528532	0.858572329057418	0.872489961049147	0.823892769593993	0.869434450923849	0.743369881757013	0.851900154238621	0.909992044613891	0.824060412907957	0.530979696686161	0.795390610058562	0.778337466752052	0.845530509957334	0.904239318573047	0.819309538310086	0.912977613687612	0.786019972286156	1	0.848123412324884	0.797613544058057	0.736518298372102	0.826197344900213	0.876825266770472	0.841332068895273	0.841380013575513	0.752892847485676	0.642836009398999	0.693237263809044	0.771506031717466	0.722313061062645	0.855744760855481	0.725246311954449	0.832821787878179	0.468760312277315	0.820913902236771	0.636057381872325	0.828285001714761	0.722430909734075	0.7345500855038	0.776778195227831	0.503251562059719	0.817368193083731	0.847262451541246	0.703577921186653	0.875771580777802	0.771015800953406	0.822053780255411	0.84148300242317	0.792436171607771	0.783928309491491	0.793519768202881	0.596616608072202	0.781649625983921	0.472156794521968	0.707295335786371	0.836871146550872	0.819026791348384	0.751270699342888	0.621129566047689	0.577980580159704	0.883339887158384	0.744899471059964	0.688923697541462	0.775415209863339	0.865208852973754	0.833967095347986	0.611520119478668	0.797194661651352	0.914515158684048	0.867975992874777	0.903027032211679	0.614558353404392	0.632460994940021	0.882677956962268	0.805123070017135	0.778305883250266	0.881918150806735	0.83046711105453	0.78567974574493	0.750349594996968	0.813240673608457	0.801257669130377	0.779593829600336	0.556907187768515	0.67338491574047	0.845405203467639	0.818187180767187	0.879104402910579	0.759742911750759	0.886245534924721	0.825499201742309	0.757923786849595	0.714536435174447	0.632522690158702	0.709010512697481	0.777534584123435	0.725328277656838	0.87615430946288	0.891792028958883	0.652365858371797	0.803228851230927	0.657602228883334	0.802617742951933	0.766873325713999	0.855612088882649	0.548463082057218	0.707141707994046	0.819316375930769	0.420859116376233	0.658694841889873	0.825246165266668	0.616927778321848	0.861506948949044	0.81814012070492	0.830368497298943	0.722435799705222	0.8143532378788	0.788887866177372	0.755723824412166	0.736983875628031	0.839179488885935	0.703429381416184	0.632263493102807	0.661436103841896	0.847143569154114	0.775994035206693	0.72580860386694	0.808025316393177	0.639438144144637	0.849030194202198	0.881239252763092	0.857202708117604	0.731942877805191	0.62411348415227	0.6536848797486	0.812196395609673	0.769387864960566	0.823528282011326	0.339136026104724	0.385715468056167	0.770728391590347	0.594705488157509	0.553007270809048
FZD6	0.916209685611788	0.918195665247234	0.788357975147943	0.86593990920706	0.804438198665078	0.871246104576224	0.832661680420519	0.745797644399114	0.887970129466835	0.891662866468976	0.926602421843979	0.923925364143205	0.87248852004849	0.90565654681057	0.768236687470657	0.882349172957093	0.892493296644938	0.946844918561664	0.908439517707388	0.933525448517483	0.837133928244768	0.911574473292564	0.711434485449412	0.761933385932017	0.760180831096831	0.781222675196076	0.881536871088597	0.793803872737621	0.946849464934153	0.857145839641994	0.848123412324884	1	0.913975872864589	0.790185370316778	0.925535521093509	0.93807345451488	0.872581381141127	0.896079662900939	0.874466607126971	0.745094131395195	0.844429249212845	0.847337189422406	0.874547271173681	0.826463352874756	0.811223605412014	0.871002513486018	0.563727038096584	0.912147962830738	0.61306341164837	0.776167754561255	0.67378496742371	0.84830590916086	0.910522613378308	0.58143437304172	0.791626013956402	0.845030247770949	0.617331425577872	0.918518256651859	0.855981549578849	0.849627390710469	0.866474169030232	0.913009311002659	0.811631473505763	0.735878710429578	0.670281240657835	0.769849667910197	0.675625212148389	0.754822728041347	0.894513870754795	0.798594510204999	0.685194796193962	0.670906304763753	0.660163914136048	0.819028216314833	0.765985746267129	0.798017001491934	0.828487805890686	0.902745459743609	0.882834468587573	0.79430949061179	0.869784891342187	0.891628981524578	0.875158394711523	0.940033044619626	0.610819566631329	0.466834616637281	0.905760400189466	0.916361683645151	0.841408263847443	0.816210599620857	0.853096825378361	0.886772102970837	0.865478452475342	0.610291141428694	0.820477059034669	0.804611049262818	0.537213906271265	0.741947466798969	0.818781036121219	0.92525304234112	0.798976753686572	0.889500154876234	0.896708607558352	0.827236381712089	0.814151258367301	0.656514407788468	0.678831267768424	0.628134027138257	0.875297087409271	0.785805429203648	0.932562608690442	0.82289495331068	0.638537670105474	0.846105412269197	0.665465095183014	0.773365573795198	0.797200618504925	0.722629185343168	0.783057937507584	0.722330627151256	0.910297037514729	0.387225237549773	0.773588107122069	0.736939420240261	0.782668250286714	0.880191154021676	0.858114642978355	0.738784292980507	0.82369941012831	0.69863100499199	0.844600623992671	0.845480875078419	0.816707598156338	0.910472747746539	0.816277162165992	0.776837253537984	0.717085345530939	0.834061414557605	0.752741996858033	0.76186889634606	0.766616296851122	0.681047459378458	0.66527475064664	0.934638901071789	0.737445656749193	0.725645686791791	0.69885510542574	0.62491001972083	0.849370427057659	0.860544328651917	0.723850554693917	0.363092488492265	0.420752813331839	0.843579553879456	0.74816936132432	0.650154973844455
NOTCH2	0.885916288752996	0.923426033396751	0.709959734283267	0.877738851095344	0.79717564128026	0.766852962663415	0.891585234777035	0.841450699084358	0.926667667693145	0.907565535656747	0.909127109217481	0.868739987292694	0.84542743814304	0.885333937184307	0.736213567660906	0.87556608642385	0.870133413459062	0.921306782783544	0.895793301230999	0.941192073302495	0.729694984979946	0.879322370662274	0.8082496269665	0.748570836017063	0.691930611236051	0.804479189669205	0.827831244609183	0.724091999259103	0.89828268357313	0.896972440662602	0.797613544058057	0.913975872864589	1	0.723862451420654	0.924166622198422	0.922113343170525	0.877342905922714	0.869747442828355	0.88374176043232	0.690860072223773	0.910285931238967	0.877622390101115	0.829339463041945	0.751213654469511	0.808466453692011	0.832105031687789	0.568858745534047	0.830410530197239	0.48746012038769	0.717129736661745	0.62322305987091	0.891733485416638	0.890161750554595	0.649291304969398	0.802383538794599	0.860612629204858	0.44646069201294	0.910564906096627	0.77834271507904	0.768365907541602	0.854966303625244	0.936282989412412	0.827748493787945	0.651106485137428	0.527010647258186	0.742476340953837	0.789379977422714	0.660659029650897	0.853863826440309	0.692384780842695	0.576591195239327	0.727661816493732	0.700788226907438	0.732007611390507	0.721078511841122	0.8051881472448	0.905715651178964	0.886370716769103	0.857457261430834	0.804987973273482	0.792240992570256	0.80683255143566	0.765536050905056	0.913696157375423	0.461319559233196	0.414982851410032	0.891326461800575	0.926917968621092	0.830891120755112	0.770167827774359	0.83577085557088	0.874019613716779	0.878481873274768	0.547217877651589	0.782253605547124	0.812321765382385	0.404555815753984	0.819152477062949	0.851146541096641	0.859837116284409	0.714388362342985	0.898906248578485	0.787006559649772	0.78994710671268	0.75943971294158	0.546549955081346	0.598438476447472	0.444918035090565	0.90827342731855	0.894419063413422	0.896873738660855	0.79033020269331	0.584920016217049	0.798996922738281	0.55414623250062	0.723686078143195	0.778798817748412	0.659427745154988	0.845159103483829	0.733404626270853	0.87342364080499	0.351367512867247	0.865731077642867	0.71468081185211	0.861360381699123	0.784726744876158	0.811391289777453	0.764616859129712	0.884973489838045	0.591846131042152	0.872416170727451	0.894457452099602	0.820705867950794	0.890858407347803	0.831211166295032	0.87981319478705	0.803306585909032	0.800588922036448	0.629524739285729	0.648758399523604	0.729262977116477	0.580713425773313	0.591464014563408	0.879764465618625	0.672691823562061	0.70459971257005	0.68732742483912	0.733665761028932	0.824815087423848	0.887555006254124	0.677183763886816	0.359087985930977	0.400326237774654	0.775527520986174	0.736411974099367	0.699725510658441
TSPAN12	0.801436686697153	0.70932845249673	0.724773404513849	0.695182113068632	0.630377985892183	0.877828814709192	0.678158072898941	0.489214490188276	0.684744600312347	0.800192735162332	0.771592400456296	0.874541711206748	0.695750801071544	0.859681411921402	0.690560332765879	0.701939808481003	0.742846417284384	0.815817887372137	0.729251067336269	0.811746206357926	0.754806131208005	0.797242853043138	0.474176634958432	0.780440230631503	0.587420839529565	0.647824319001479	0.754585710374718	0.867992440801233	0.753822566492742	0.698185543851415	0.736518298372102	0.790185370316778	0.723862451420654	1	0.710789557596807	0.826527880351217	0.742189973878162	0.77354982188417	0.807621767931947	0.56892413744165	0.647255833085274	0.735763559787201	0.619211317181304	0.664853319987218	0.588384785685609	0.622445844577722	0.408357987249128	0.858319223013251	0.786554475201533	0.698582546446951	0.758071157388573	0.564567977895108	0.771380845750199	0.590720996704335	0.654308662380167	0.683126429858195	0.797636040133807	0.733633145944669	0.825705483010767	0.832366892630267	0.628126610601256	0.706715116708085	0.587396434033554	0.642054058686754	0.857982198567003	0.735493702896658	0.457314080824802	0.701282824500251	0.84510799746556	0.728868444093064	0.795094551493191	0.616833527827836	0.611628081027188	0.743680096634194	0.501290843839016	0.883072543663938	0.764233862051627	0.775316905881504	0.70397128542083	0.600252077215922	0.856409178432368	0.698348310846587	0.811234132748102	0.781379683391802	0.792577261445521	0.361699290744659	0.789714584093403	0.749330385231169	0.725234155363898	0.713395438254772	0.645142670904834	0.784912523679098	0.6932627232952	0.593256430678215	0.661441803883367	0.655582627443109	0.614917161897308	0.772337636477661	0.714616738484688	0.81287415253168	0.655924310617644	0.663869467260533	0.793725384813894	0.614514242383051	0.702775336893239	0.779781539682963	0.578293819591491	0.684031955388853	0.73868106623161	0.669899719827995	0.774355591680392	0.67737400022749	0.723039214568268	0.706152669357346	0.609022433590481	0.548780385384975	0.659926340732358	0.608999947957672	0.585205498193021	0.446070953451247	0.857766256909456	0.719975440274059	0.558976150487936	0.627065224971919	0.498889604728231	0.786644273598034	0.926895896762651	0.57192407213778	0.571129821533035	0.573719285209263	0.611521113349697	0.663507135014157	0.536905415812641	0.669063882168958	0.563514542646291	0.604677067115804	0.502029084067436	0.700259521525505	0.856807149776879	0.76461446201512	0.629532720649975	0.603066748077397	0.514021768691081	0.864631414783279	0.644501182995166	0.582499481451935	0.469087351219326	0.533516312303787	0.878741119886193	0.691607847614352	0.616600069966647	0.233396449479168	0.308064922068979	0.936589753557414	0.497639956522803	0.667859424876006
LIFR	0.912141562894209	0.949553437063194	0.783320585575318	0.896515704243527	0.842125477414861	0.788584304839445	0.921628599925813	0.811586148316415	0.952489744430147	0.931360209697609	0.923834771888997	0.874282216086082	0.885290909925285	0.88823418220406	0.776045546552011	0.937481230514217	0.878338238246203	0.926548683528689	0.893095820182142	0.928789651952063	0.790162868577105	0.893532880721796	0.804825180916108	0.761869139140073	0.740423325961316	0.84934581104573	0.8621255413814	0.746512377567668	0.933442048157145	0.923663984041083	0.826197344900213	0.925535521093509	0.924166622198422	0.710789557596807	1	0.914193530265324	0.904233071980691	0.888077953068607	0.870021583254646	0.752607794274866	0.876817330685138	0.898677572782422	0.852313925746641	0.806303945217684	0.90126604420732	0.810046585416889	0.704947940500294	0.848707868606512	0.526578918089547	0.767255568131873	0.599477470162358	0.854805969051841	0.852569379369025	0.622729979470747	0.801523556629512	0.874925556157406	0.468939552933214	0.912560061760141	0.770212989828364	0.785349853215268	0.874363014313107	0.941476624186847	0.867583741599911	0.663001209491488	0.530162540250236	0.835629954632542	0.760386364604978	0.70860747603541	0.859011807754205	0.791244353088052	0.564590537483681	0.708436290328426	0.716662472780074	0.754777814661673	0.770235502803499	0.772683780176277	0.875672919930175	0.8846758973301	0.895864104118244	0.872322060014189	0.761789002550005	0.879027486282052	0.823631138780502	0.922406132212788	0.472622318510115	0.473620614819773	0.892786029932755	0.945763909771182	0.86388635914441	0.749934623894581	0.863495200394508	0.868091314119939	0.853406613659789	0.590402253916976	0.805329291641557	0.79294314130758	0.384324737196386	0.762981143291466	0.855541886030203	0.857077559672481	0.806676184179116	0.921224081314004	0.855559785648603	0.803311930312272	0.740871573245006	0.547856690121873	0.66636622001085	0.507539067593373	0.905663408344705	0.842146346728699	0.901657046981665	0.836865031915978	0.545753599932077	0.802634754452711	0.613308218288138	0.773218007146685	0.816807282343785	0.707164048364333	0.802990224051114	0.683112773024659	0.871577199690896	0.287182836543122	0.871616899627342	0.750609059336249	0.847956298610914	0.793385292338242	0.78464420416754	0.74733110698636	0.85991555159231	0.638558207937792	0.886467425522393	0.889563014737163	0.798549298354638	0.88635330800354	0.776344900316799	0.879084098444938	0.726804593247216	0.79781376065656	0.632832910838217	0.641347763628582	0.744573046940883	0.550087670698991	0.629838357241761	0.889999556624895	0.717782694229308	0.685627965401895	0.706729995294029	0.720873805007232	0.840615374263703	0.858963961085598	0.724915467112296	0.304480789789816	0.334041579875371	0.774132182838313	0.735750379417568	0.713727224160603
APLP2	0.911828674708489	0.932355085288996	0.773366171846274	0.818333454797832	0.782606719503064	0.900807976953162	0.877774440678536	0.779202489328957	0.91083184826113	0.937147734222012	0.980998036330604	0.941306929371403	0.913674482833166	0.938020407091604	0.761735574499953	0.875754863780828	0.86248869957359	0.9334864141169	0.889176203615836	0.949212312282183	0.874127596185531	0.893314551836217	0.715210807465898	0.782471823190712	0.825676588463863	0.846741413556065	0.884562720210354	0.816634404773081	0.944827026465017	0.884098977448196	0.876825266770472	0.93807345451488	0.922113343170525	0.826527880351217	0.914193530265324	1	0.932678414233247	0.885989950710972	0.915296833312776	0.662567812169731	0.847442061597015	0.897195823145347	0.77920547532521	0.817849588971904	0.792380940097021	0.853285200633974	0.529572178790962	0.891900134875577	0.613349656367391	0.775798378075922	0.740199000534631	0.840980712841636	0.911872557477808	0.616850642680538	0.887037409563853	0.915498921611966	0.636271265200139	0.951251529137381	0.844807008947238	0.856703877026417	0.861270756984816	0.932798228571866	0.864556191319573	0.754099931236687	0.648602861181027	0.820909941059545	0.645061777174658	0.75905850568621	0.935518805394645	0.804175129981893	0.703184772626318	0.768928972168549	0.678544135378886	0.886417819648802	0.791505226694027	0.839411920918211	0.91354602720692	0.937585341948119	0.858079182651702	0.763065052973499	0.908521070834862	0.897337403298657	0.849748119571197	0.968642271236221	0.653445654208572	0.577670592032011	0.961146918820672	0.916537171589322	0.81271121443051	0.847755477240754	0.892904330243382	0.884600868039541	0.845392873409918	0.70064418872199	0.840839035321575	0.881379897050427	0.487919583113214	0.83990014662827	0.86488432527597	0.87651245500958	0.834027504523979	0.831512832825856	0.919035355670317	0.879777139077784	0.848132309862024	0.657365194609936	0.628871767768023	0.610425867805658	0.91421661439113	0.839008037024306	0.909848174916715	0.871193696443024	0.629080967575813	0.830852693539023	0.627909977841689	0.816736507683651	0.835653373681904	0.794910025013722	0.766953747885883	0.773848184543865	0.909330487146807	0.464648453461593	0.811576862454999	0.825900660883938	0.78396318125376	0.912195139134305	0.869606408503246	0.83918069560914	0.870080702968857	0.763261736610092	0.896181664356151	0.872209239075622	0.839817105684143	0.935562963165799	0.843320215519772	0.797881517745581	0.816991995492418	0.858855891678302	0.80412874915972	0.76955478847404	0.820917480517715	0.678235669624539	0.728905252563175	0.97738007665611	0.827867715246581	0.774552023322092	0.724897473015236	0.735146343649871	0.886797803121785	0.934155701225774	0.828713773372229	0.423880066538986	0.485238636842531	0.881302573792292	0.64927168355763	0.733057932945763
