""	CXCR4	CD69	CD2	PTGER2	NCL	RPSA	LRP10	CD3D	CD3G	ITGA1	ITGA4	NOTCH2	CLEC2D	PTPRA	TIGIT	LAG3	SLC16A7	CD47	PLXNB2	CRTAM	CD247	CD44	TRAF2	ITGB1	SORL1	KLRB1	LAMP1	KLRC1	GPR171	CD96	FAS	CD46	SIRPG	MCFD2	KLRD1	TLR1	LRP1	PILRB	ACTR2	CCR5	CCR2	NCSTN	DIP2A	DPP4	CD8A	IFITM1	ITGAM	PTPRC	BMPR2	TSPAN14	ITGB2	ENG	IL2RG	RACK1	TLR4	TSPAN5	HAVCR2	APLP2	NCR3	CD74	CD8B	FPR3	KLRC2	ADCY7	CD81	CD63	MERTK	TRADD	NRP1	KLRK1	AMFR	ITGAV	ITGB5	NECTIN2	TGFBR2	VSIR	JAML	CXCR3	IGF2R	S1PR4	SIGLEC9	CCR1	CD226	CD6	LSR	PLAUR	TNFRSF14	LY96	RXRA	TNFRSF25	NRP2	PTGER4	SPN	SIRPA	PTPRJ	TNFRSF1B	ABCA1	CADM1	STX4	C5AR1	RYK	GPNMB	PLXDC2	SIGIRR	APP	TFRC	CTLA4	SMAP1	JMJD6	ATP5F1B	CD163	C1QBP	ITGAX	KLRF1	CD82	STAB1	ITGAL	HLA.DPB1	SLC1A5	TREM1	TREM2	CD28	CD4	TNFRSF1A	LPP	CD9	C3AR1	CANX	CD68	LAIR1
KLRD1	0.807080190936465	0.865146009738873	0.932654261635707	0.897957537527586	-0.413396992512048	0.0292188230814967	-0.525678517540244	0.940335580385432	0.904842980053063	0.932979664724088	-0.333541717392033	-0.410995068531098	0.821090318612263	-0.277757289861815	0.913938174572561	0.834498503683608	0.604603680419893	-0.107496913119588	-0.757923113844409	0.776292872637067	0.864801969062667	-0.630789128604417	-0.0447884067473497	-0.59275588844892	-0.664299042565393	0.734136786424895	-0.824922411130355	0.74886438330593	0.933959808312075	0.898445063689852	0.529843570534386	-0.585005939299214	0.887310606866931	-0.537058885116388	1	-0.695491880761914	-0.80311320457416	0.0337751279418558	-0.551717246541375	0.656747088239687	0.361804023069968	-0.79238810544514	-0.475168701834045	0.899214614360383	0.958258904141975	0.906521233635428	-0.751996146923562	0.50184654946488	-0.624931785795361	-0.240000301633738	-0.641901208582991	-0.721299879458914	0.857440157636555	-0.34806228419581	-0.83327242587924	0.372932667021711	-0.627803381018139	-0.804064198107505	0.743500323095015	-0.597752790272165	0.872278859561324	-0.789964033106256	0.564138848059577	-0.493950392170249	-0.726419248085876	-0.684025115021678	-0.747728960761822	-0.0997593984037543	-0.80249453943062	0.966578207391145	-0.859079776376433	-0.629736993173338	-0.809993096519349	-0.811437644756415	-0.427818765922484	-0.499169291929417	0.564956371006779	0.896153087246037	-0.840976823337354	0.922500151116468	-0.676129599655635	-0.795484033869115	0.59939341552121	0.905511385537529	0.639458150194113	-0.751116090381729	-0.250598463534445	-0.809589860087763	-0.643714579365646	0.816551191134863	-0.800902756281366	0.210965711882375	0.701512796011181	-0.758226948414458	-0.701398034506073	-0.325920624100426	-0.865784619756103	-0.784712222980701	-0.730183555626744	-0.705917441929227	-0.342043641217597	-0.773140922547043	-0.713705023517735	0.495277721364606	-0.526314458743244	-0.584323182091762	0.687705820034543	-0.220692713395982	-0.318335673386435	-0.393558359424817	-0.752152351957825	-0.247213584964754	-0.540839598224533	0.614935813273298	-0.348338215744243	-0.683872756188771	-0.0885630012488172	-0.545283280168081	-0.28046782845527	-0.79703311872148	-0.671397557320246	-0.216618872712072	-0.681101911523325	-0.7957674054599	-0.375244610181075	-0.76342445452537	-0.721595102624026	-0.811433250119592	-0.803761329991597	-0.664635339630252
TLR1	-0.40659531834688	-0.562641822581376	-0.714177221219189	-0.668837444337104	0.702995102066162	0.27972556124345	0.615275755345111	-0.700919713336825	-0.720568757810644	-0.636180855459206	0.749958954694786	0.452411342375626	-0.537442333463808	0.162795366917336	-0.7241407031266	-0.599733056329908	-0.529188981687767	0.0695740998093283	0.955302539154814	-0.620848467268842	-0.628752180007428	0.805633929340103	0.313671662460694	0.885268126485092	0.788911946150908	-0.591398453795446	0.913790872780588	-0.518159685915217	-0.734569480231171	-0.700425385057315	-0.404838060540402	0.737290846500369	-0.692750438723868	0.773631791338103	-0.695491880761914	1	0.807087798579234	-0.121196562926558	0.881272489577825	-0.269681892539039	-0.14073217060918	0.842928642229276	0.515279555123389	-0.767049432363936	-0.73239855544191	-0.718596859166407	0.934211039097627	-0.00491738759949797	0.639592656272077	0.617225171145814	0.917113042325876	0.952284821895701	-0.596286112666286	0.596248808523573	0.870917880053261	-0.570947408531071	0.896779836782821	0.912681708127087	-0.619251164943585	0.865106741478629	-0.69655608884318	0.921999834133995	-0.407521364665281	0.877693213424023	0.913625846886233	0.637834801177663	0.913491839661586	0.438690041064568	0.944490055889035	-0.666440061340199	0.794111500641937	0.515562655625168	0.886375730417094	0.886715982692003	0.803764841812743	0.831645594050553	-0.346520650678948	-0.685548823880523	0.83663231927416	-0.577488863655758	0.920054704901064	0.899349231864925	-0.434716211056216	-0.665133363892277	-0.553597229939592	0.915012928054652	0.419108720742032	0.901434374817978	0.782509920358472	-0.70123991929591	0.715767559838812	0.23525393887101	-0.346871485651534	0.937242313566275	0.940435242551017	0.668928301503795	0.73114746953282	0.640086350616301	0.882825968281059	0.80329749424502	0.461877431151251	0.722051306924823	0.92711752454958	-0.0605004781028799	0.185009085525272	0.692303956436654	-0.601319536003192	0.532890945744045	0.390548783280202	0.554998129019108	0.956333791664505	0.496234975712976	0.661906450860892	-0.426934123967563	0.261601402873909	0.927290957179515	0.406602465303132	0.819974172745238	0.637392254213813	0.884769546900527	0.907167677242208	0.536322084490721	0.915647883010122	0.834550618652132	0.410558373548265	0.621729015294843	0.938710957592409	0.798639553145698	0.871425566963838	0.912479341209458
LRP1	-0.562414393909275	-0.737832733076474	-0.810252554464183	-0.81354330045649	0.473807418056172	-0.0321986562693142	0.68325400891197	-0.770768975711295	-0.787856225329713	-0.689767535646098	0.455204983870012	0.628123601424604	-0.620631149040833	0.437736783157422	-0.823491736460671	-0.61347943244799	-0.620266480487548	0.205119291094756	0.882455346569345	-0.766826094082585	-0.754214322838987	0.757897692871726	0.130885187937387	0.82915947665428	0.874331509811617	-0.720143361748425	0.885352985697307	-0.64834630408087	-0.779000869526016	-0.817466030934377	-0.397916694869148	0.776458794443485	-0.828914739317851	0.67097333514517	-0.80311320457416	0.807087798579234	1	0.146996446601987	0.670101237986576	-0.261871067247712	-0.394793010427152	0.849036560712896	0.762311232134627	-0.765879500690008	-0.815069234925646	-0.816999869845473	0.87374916245938	-0.284107279505664	0.88941717649295	0.626695512094979	0.765990255199037	0.812690087502532	-0.748530199984808	0.371645960744235	0.935993900629754	-0.312921531707061	0.778344741601389	0.943039973800341	-0.741428880888542	0.766170016342416	-0.761131465091664	0.871482651535702	-0.607819904699433	0.675343849584372	0.893968726342667	0.760075597390218	0.909449353094549	0.342559038576575	0.903730295848872	-0.769407975855244	0.939509374200046	0.811915217949557	0.894091672977746	0.854492151288076	0.689217882972264	0.641921844734889	-0.62204352713173	-0.805604429557107	0.892418687390113	-0.686709433602938	0.74856183419082	0.848285016254859	-0.566215753674502	-0.785966301902888	-0.592740020603	0.840669320733498	0.326753554642173	0.850080429297741	0.621898637456488	-0.705196056501758	0.917089728890797	0.0196238909618837	-0.594780532688974	0.890074117104606	0.807347313611331	0.654728581747994	0.900126377452831	0.916996082148017	0.925526983822886	0.916105401076092	0.506090775222492	0.783492679411089	0.879701391094338	-0.284023109360839	0.500046412726653	0.888903199520133	-0.677788239548356	0.310139692935246	0.504999922824038	0.42787200702483	0.892567204863624	0.212662558835684	0.748005122830837	-0.520437374999063	0.53021757264335	0.853159094523503	0.384630308394928	0.742645506784466	0.373310252347463	0.835067937909248	0.837454430209937	0.593165115283671	0.803337449093554	0.893941526600642	0.58448852912665	0.887268746421155	0.871589024505622	0.873205736539527	0.851928096472616	0.801351499667276
PILRB	0.0866668263967099	0.058495770767386	0.0772407009193692	0.05217626363472	0.17499043912868	0.133431517367198	0.423906697687192	0.0904486190078322	0.0876341043918675	0.0776756284284332	-0.0526479837646047	0.478647725247537	0.215024477682342	0.797060581889496	0.11275498222498	0.084309743419189	0.355498028646909	0.697370705953873	-0.0332202896324691	0.157224273044454	0.000260089679556368	0.120086297609826	0.148238642626533	0.0476021115203854	0.298572364537107	0.0101089099494176	-0.0569368083541642	-0.0846558816759486	0.131972573399009	0.0887563069962706	0.496692950985645	0.134866545332107	0.0772111517114279	0.194732660704304	0.0337751279418558	-0.121196562926558	0.146996446601987	1	-0.07509523417599	0.175896803370737	0.0480912956915729	0.0889501604086665	0.603619930982256	0.241044645827729	0.0668253764885021	0.0345191713020494	-0.192145977941395	-0.0030367589431149	0.502267828533228	0.0231375966394628	-0.16052573426947	-0.171087323449928	0.0419315857675917	0.109977246803606	0.125442897550252	0.676383923678088	-0.11929961234985	0.0983553086464777	0.103017524952897	-0.0404282482432199	0.106795836370438	-0.151661042455616	0.111807347951064	-0.168667736980924	0.00499550424595206	0.43118962630758	-0.104998489686776	0.0946318608428208	-0.10829390782313	0.0767034554295315	0.108615550001133	0.608817866885392	-0.150196423305289	-0.0491228056383625	-0.134887515302628	-0.0550147149378126	0.0878086039144105	0.028836228936555	0.0184691991207927	0.0843369541215381	-0.1446401377065	-0.139733592378481	0.123061176913156	-0.000204303960355679	0.13342193238399	-0.143981352023289	0.0216049774589027	-0.159593839141976	-0.272217337402779	0.26001504758931	0.306526228797009	0.139625000737169	0.0489111257478032	-0.113409664868597	-0.175027359895634	-0.0823506387391798	-0.0229958339193822	0.393058750896145	0.0859076266414716	-0.05283331595462	0.584131702403504	-0.241594851778193	-0.0717997834424518	0.108187295830546	0.64036487516754	0.258860161063113	0.192146295065023	0.0643391429323679	0.476150169598043	0.324621590200887	-0.117519636863415	0.196461001819168	-0.133123877774804	-0.15382271705433	0.706877445385563	-0.101201266985002	-0.102707647974538	-0.0548230627630667	0.0629323870875617	-0.262311405834666	-0.0703816095042014	0.139832622762709	-0.136895194983803	0.244743104036396	0.631087220721027	0.385710469206772	-0.108865732725515	0.293718944078461	-0.227872838066322	-0.0924348310761649
ACTR2	-0.153770109793131	-0.266793006202061	-0.494606505986584	-0.461253148255196	0.896511441880173	0.578824520196797	0.636816772381337	-0.487014512243111	-0.506669432773969	-0.43204085366191	0.937721038869143	0.391804222583365	-0.291294661931516	0.225755834751201	-0.526396926662266	-0.405077179181771	-0.307378957347732	0.268971846595674	0.903235081020983	-0.388556061860138	-0.394968189355195	0.838738078934574	0.55129332425171	0.939922220190324	0.775623991211606	-0.396721211754496	0.844371483611533	-0.266199352263141	-0.513659212916695	-0.460214251851067	-0.235419473592212	0.796381998079883	-0.475353485370276	0.872100946855941	-0.551717246541375	0.881272489577825	0.670101237986576	-0.07509523417599	1	-0.121480388051795	0.0247461757228018	0.848768739911562	0.44804201150967	-0.604898501893672	-0.531896481774424	-0.486018152746767	0.87098052799181	0.327435805511089	0.556813209782466	0.668246324002124	0.957032183975076	0.944485838472243	-0.334634619114463	0.773391392437365	0.729739476565143	-0.433963307422644	0.937106351815847	0.829603550855076	-0.439472395866931	0.934559295625137	-0.484066942337276	0.86692463106641	-0.145421873664342	0.961157344220134	0.911931716697971	0.658984454329157	0.815325968893287	0.63889477167068	0.860922705138558	-0.45194045039295	0.637711512788907	0.424783492660854	0.766845258383816	0.868585213208758	0.845450948331556	0.919813351529837	-0.141911602337248	-0.475263044940282	0.639839039067011	-0.339183832522596	0.960939081379687	0.729244822220274	-0.246278786895634	-0.42202518755912	-0.348162494807905	0.906013250425419	0.424107431459223	0.829411714602572	0.869878917564456	-0.491528020482084	0.624093241499695	0.512562391488228	0.00769755591351223	0.887082048897553	0.918218247608376	0.705859955144664	0.484836388680603	0.530193813106524	0.816038398445539	0.652865647285956	0.583709528872064	0.472768932099315	0.89321978891039	0.261829014659795	0.126192971469234	0.630105679635071	-0.413956991177289	0.700972018414877	0.418586405820986	0.766117293243168	0.873428240350053	0.753927209448653	0.533345993694123	-0.313556918386459	0.215585049199233	0.901958039762861	0.535042260708659	0.891445759059444	0.874058064080836	0.83190695667321	0.923200328567283	0.466017983957202	0.934105962807412	0.78974759511435	0.426310100022527	0.503593630573453	0.890162806894123	0.758179147092316	0.748548848981188	0.928028647829483
CCR5	0.709002369097939	0.62146593746721	0.625983122311479	0.50128927825201	-0.0803084034841906	0.0982679345302062	-0.130247698580067	0.695132978729413	0.632040680558925	0.740289487760625	-0.00263698535265527	-0.107578647662648	0.687064170204409	-0.0246682794837687	0.563885011918681	0.761174521829964	0.267985988529264	0.120074457691857	-0.257730481207804	0.41723308399746	0.600202562664322	-0.0857374247534219	0.122570166536719	-0.0386978677122628	-0.199114503065521	0.351167017819654	-0.309401161836263	0.534640157930245	0.679694437811465	0.579622056682389	0.490171779815071	-0.0937872753859329	0.53609425938093	-0.0461199189082168	0.656747088239687	-0.269681892539039	-0.261871067247712	0.175896803370737	-0.121480388051795	1	0.226460034798488	-0.331275577855703	0.0274692850044615	0.612965094574653	0.658208124130094	0.588732042196737	-0.24043862666181	0.610425930641446	-0.0796822743449553	0.242501584014644	-0.143998306609013	-0.258561330097467	0.597624717826448	-0.0955664271519707	-0.310223684238232	0.223796643732441	-0.124418296531443	-0.270284019546359	0.340846922678355	-0.0995195744755928	0.639597779745821	-0.29406264010298	0.25927222845844	-0.0338398316340492	-0.204987860045557	-0.269339714153277	-0.266360289229574	0.298797924839814	-0.326283718282579	0.66377450682522	-0.361943238899129	-0.197205399408708	-0.356546952019416	-0.344785979530839	0.0747717083657366	-0.0256256489395643	0.252399258664853	0.533392968880798	-0.445804350072739	0.79266081142168	-0.253587638675215	-0.350425308302219	0.31690910108711	0.655540910946858	0.43322215404436	-0.255433120608159	-0.00189305610488463	-0.35609406696896	-0.295527840633984	0.636421317579726	-0.321277116319699	0.448375717229344	0.5315531998132	-0.247874900587131	-0.260359425781557	0.248042713516992	-0.417625746573396	-0.300490380203881	-0.205448263501125	-0.148733679696669	0.00238125177008271	-0.364600303152091	-0.183943701688942	0.560143107106051	-0.332604395368421	0.00965935246566881	0.364304151473604	0.047748884425732	0.089154597015069	-0.0424792358482334	-0.235667178857675	-0.0786561424085471	-0.109127589562455	0.388149256447198	-0.0284049625364272	-0.219722761510177	0.352849170441191	-0.0547161249285128	0.13055495512024	-0.329525633123531	-0.155447575203284	0.175573010701807	-0.197877033092683	-0.338746089007899	-0.0956696058045489	-0.267366337819347	-0.20055341507109	-0.356965496297006	-0.351459187496717	-0.208049650446712
CCR2	0.660772296756755	0.457887196840387	0.514392616377793	0.468936260713267	0.0945287994764059	0.454337497344157	-0.0558425118478014	0.471377731502572	0.520819211512287	0.30999473817893	0.33440276235592	-0.454805464983611	0.568899276915828	-0.359973787508193	0.583220087479205	0.307654021185789	0.412874540329611	-0.182352583381359	-0.18278698218528	0.64801467972302	0.290836950810311	0.0278024881496528	0.0281958439140601	-0.165346385137625	-0.0998966665211025	0.346759306295473	-0.247278584628198	0.12202159232614	0.423321239478418	0.450955060766258	0.69164935436671	-0.105851958851161	0.474497656711948	-0.056371964824726	0.361804023069968	-0.14073217060918	-0.394793010427152	0.0480912956915729	0.0247461757228018	0.226460034798488	1	-0.260581474792544	-0.273583971726165	0.284523358045951	0.403349423965877	0.380513370634326	-0.196883478303941	0.576084655488933	-0.318488474465791	-0.0769627987304119	-0.0436266056232499	-0.109251484989323	0.447024140377949	0.362144499724683	-0.404954284326496	-0.0723048878192735	-0.109781975497016	-0.329208689361342	0.394807065464501	-0.0417054117796517	0.539651569844177	-0.259402434793026	0.418350493820302	-0.0455591332484964	-0.241426555070114	-0.390157120824348	-0.294469090652857	0.30465023085829	-0.241306274356546	0.423720466288166	-0.424160530969219	-0.443086842098382	-0.366415425400878	-0.219451241725589	0.00170358528545282	0.169528324635479	0.861140594380994	0.433275278159732	-0.279492010942463	0.351563313018452	-0.12098543507133	-0.307692144278484	0.517922093925956	0.357101208440456	0.515652811242818	-0.146154481720352	0.314601089023331	-0.221803708903379	-0.0341550623530973	0.497071236773117	-0.473014505285916	0.624466145033513	0.5313702655538	-0.222371917319842	-0.170730060585675	0.088109105121203	-0.411347514152686	-0.440345440406213	-0.313902937732436	-0.241731878818386	-0.0962574074182711	-0.330995934011844	-0.179243020218743	0.517014476241517	-0.424188153394804	-0.280809654460789	0.688074828971818	0.303799938473912	-0.192087888016736	-0.0568327390202346	-0.234860889912339	0.249603572346909	-0.0709573863464445	0.0115746739344671	-0.461153665464454	-0.237332116270318	0.0971687844625143	0.0387787970997193	0.155149242790819	-0.177010844085425	-0.169839392538284	-0.1673722512926	-0.0634977360219361	-0.35306870338729	-0.282211257963127	-0.512077137324467	-0.173305470892488	-0.29960031319642	-0.26968723305433	-0.0881172175353091
NCSTN	-0.51384094926199	-0.613643396352236	-0.774066460303103	-0.768093764445417	0.771735854652815	0.283376748315167	0.645711238841286	-0.731940329037864	-0.739629647606067	-0.643077630155968	0.685333032044441	0.544327712544224	-0.549120375942627	0.46447905568599	-0.762478587205207	-0.590098982231246	-0.518312742147992	0.395690505586676	0.91026573362865	-0.689703157438481	-0.689980944909036	0.836240342942922	0.334091129110345	0.883464977766988	0.819781636927278	-0.682311264524845	0.912011025364758	-0.557026796219869	-0.716577275056044	-0.748426234337687	-0.386744060996499	0.792212770027188	-0.761265525496465	0.79136296139927	-0.79238810544514	0.842928642229276	0.849036560712896	0.0889501604086665	0.848768739911562	-0.331275577855703	-0.260581474792544	1	0.670711611962636	-0.754293193283522	-0.776564894090589	-0.746499007184001	0.853934793199757	-0.115090580593259	0.737129271727645	0.514409660328839	0.852069446144626	0.894895470979062	-0.652115997425371	0.586718598158437	0.905174819491138	-0.310335542472219	0.836236595289237	0.929879696718036	-0.72373246969095	0.82590305921407	-0.711514264374179	0.878845003610273	-0.448827289681833	0.807047787687633	0.915936917700485	0.873449994925672	0.849060229964158	0.407279062840201	0.890036020883946	-0.732963702075376	0.848825532771788	0.736430566161527	0.854217727501979	0.917690678338812	0.694183591145559	0.749788439330709	-0.481862051136803	-0.761644488062135	0.788452033154902	-0.634328032288289	0.898173554062826	0.789703612874346	-0.54529003119872	-0.712087721747967	-0.601794565102317	0.892859120712399	0.339678577292112	0.877267050260181	0.764245082847753	-0.717694420959764	0.860603337212269	0.163020029508128	-0.378603058211232	0.888020287698264	0.889727198988162	0.570364745967077	0.72220586038057	0.805146837933074	0.872157142125014	0.713461023662612	0.666089521551029	0.60618154750602	0.86221404162756	-0.0807681813201322	0.518506222868184	0.732609774728324	-0.631928736846569	0.435344089063556	0.645591001685764	0.737024478467419	0.873946249025316	0.58016805942567	0.524942448771605	-0.539596214190327	0.450338693706392	0.874284391938422	0.442046487459922	0.757461473093015	0.659582492250774	0.852735176030354	0.887083299842572	0.382713500191545	0.857921288591566	0.933206649143847	0.540655683046004	0.795741381530069	0.853659659010968	0.937959306233869	0.832082089284578	0.868226913316786
DIP2A	-0.28724447838229	-0.408007084686805	-0.452764072162613	-0.467329430565195	0.480821775832718	0.116744517814531	0.776406177508438	-0.414653102060512	-0.467262183333281	-0.335094821936364	0.285793420310546	0.669613418548356	-0.267286697365379	0.73729706834682	-0.474544837931269	-0.300884586463095	-0.201756468329465	0.632756911020437	0.601208202332503	-0.413052889031349	-0.411030897600782	0.600715114733036	0.202491193418178	0.644780655613958	0.770663028009345	-0.399009809146342	0.59274876657881	-0.37399833771984	-0.398008648665874	-0.443070514804128	-0.0432174334453561	0.697163538563308	-0.456094395762299	0.663412408374263	-0.475168701834045	0.515279555123389	0.762311232134627	0.603619930982256	0.44804201150967	0.0274692850044615	-0.273583971726165	0.670711611962636	1	-0.367568162217329	-0.45985425604924	-0.452691334909511	0.504371786256388	-0.154940064032773	0.90776335496314	0.592929338330966	0.449037708425021	0.491739295571241	-0.388406220864038	0.357144472133011	0.73956210025782	0.227304270585215	0.468962878297577	0.706822689477245	-0.394514464780704	0.513783505305315	-0.446281907178316	0.492347830227058	-0.318996113243339	0.412318209155679	0.645891304451697	0.797618537051263	0.588571877623785	0.251878983767685	0.540846020678005	-0.420287927917918	0.702358793111207	0.910985863685872	0.510708579247994	0.545138332730518	0.498317417345317	0.438940401456233	-0.408646374949537	-0.452883962	0.564640493762219	-0.332597675277965	0.438516523628049	0.485092866374727	-0.299297024418445	-0.465595124679724	-0.254650718119736	0.510576164238477	0.237211329562436	0.498004585616228	0.321864019154686	-0.306421176261074	0.799488098353872	0.135892378505879	-0.31073574691554	0.564495807003861	0.516853480902878	0.445259655462291	0.59964381630688	0.832441131335325	0.72261429688413	0.616632637884739	0.752013273926309	0.375691398694458	0.571224408536053	-0.0155035394806046	0.708682683228443	0.834837057679785	-0.394654200633244	0.271480408527533	0.704654037734796	0.498072051036884	0.563316526229294	0.289151397543376	0.489863584502678	-0.305570717229728	0.818291446452905	0.548584837381398	0.226240795478014	0.505527845760335	0.362805105347724	0.418322318493953	0.562963866095017	0.519553869481264	0.497136299828679	0.746493444402197	0.791597964514553	0.843731267969004	0.523920218634045	0.766070183865175	0.468712863248637	0.522010285693209
DPP4	0.694966526680364	0.79250521387191	0.873161264414574	0.80359901042534	-0.413570885991769	-0.0431693279437027	-0.477592390084118	0.90096022117505	0.896157303147302	0.8703912552219	-0.40622245351121	-0.25584057701197	0.80096699259481	-0.109256408620386	0.864581328289417	0.856729107294011	0.621700888046232	0.0821843752211731	-0.77735609038394	0.720949271131922	0.781300869921036	-0.646167743421613	-0.0667464587556162	-0.624771084102763	-0.637227366122401	0.62982222506544	-0.819084877205298	0.658628999767174	0.90806764469994	0.837408292807896	0.599207604223087	-0.576500203229928	0.809227325803587	-0.505140175117664	0.899214614360383	-0.767049432363936	-0.765879500690008	0.241044645827729	-0.604898501893672	0.612965094574653	0.284523358045951	-0.754293193283522	-0.367568162217329	1	0.907594303169267	0.855577947803571	-0.820746336512902	0.389064613921057	-0.511847071944018	-0.347920657939229	-0.714281567541442	-0.778605430964571	0.764016250581987	-0.423422504836877	-0.795914027465864	0.551629691019703	-0.700006023329667	-0.781221353722835	0.667726961763825	-0.657618314196407	0.880116418562748	-0.817136344824097	0.472121995518121	-0.571336491612908	-0.746307003153355	-0.570346463576972	-0.764301407645652	-0.144455000290995	-0.822308934159018	0.88854229700443	-0.822612255827039	-0.478222879491865	-0.831888959003669	-0.828192433724286	-0.522830373277917	-0.566638752164226	0.483112554400276	0.81365522080317	-0.815031944749205	0.874599081866977	-0.743828522739052	-0.838288316319798	0.507545810720798	0.867317116376146	0.615837279913856	-0.802206505103596	-0.32164561906809	-0.858856451722752	-0.741045363599742	0.864645960084008	-0.703223058079467	0.141708768146687	0.63141231755571	-0.795918080484341	-0.745776134976406	-0.386979170295165	-0.832356902322794	-0.669142270535335	-0.700558176727398	-0.726559617625478	-0.284620949244167	-0.808329553590164	-0.752714683436867	0.408563400542161	-0.298292007032349	-0.523642835655975	0.704078290198361	-0.33382390497864	-0.215306321514614	-0.311220108289215	-0.786072781643439	-0.256590341665912	-0.608183219546615	0.455731918910938	-0.160813284926892	-0.722276670300902	-0.113963316291168	-0.626327567948661	-0.311468513098114	-0.857982681630443	-0.716153554504069	-0.228175264998303	-0.72818874173531	-0.74692385957382	-0.318985343409843	-0.626783039785142	-0.777821386824158	-0.731649226691117	-0.852438036542492	-0.719161362760063
CD8A	0.830323002270278	0.918077144095831	0.97633148757891	0.919650456296115	-0.374350006384061	0.101780352829175	-0.459033817396557	0.983538925004185	0.958101412901623	0.936656234435957	-0.305907019214996	-0.416742047948113	0.884845562707631	-0.247425872466144	0.947992310605506	0.878220408216225	0.702559125099961	-0.0408549507132781	-0.762471771418084	0.834527975675454	0.919168968484146	-0.607015254805976	0.00957240827023542	-0.588556904760817	-0.658494083733789	0.779992743050241	-0.823694079933234	0.805738644501242	0.974295851714657	0.960068139165013	0.604066263826976	-0.559292424547645	0.92870333606816	-0.485898109168572	0.958258904141975	-0.73239855544191	-0.815069234925646	0.0668253764885021	-0.531896481774424	0.658208124130094	0.403349423965877	-0.776564894090589	-0.45985425604924	0.907594303169267	1	0.967702476530101	-0.767520620521031	0.562314394412465	-0.605495786776763	-0.235321100870761	-0.642031883057577	-0.723268533886255	0.91405541842759	-0.302183418957538	-0.848173768610541	0.459309923100737	-0.628079623408141	-0.818565407706598	0.792656158915493	-0.592919783800291	0.931837114939183	-0.795114884622015	0.598668756678111	-0.50270203331888	-0.718755433787927	-0.664058821327403	-0.760325908772932	-0.0628449888927966	-0.814911360644048	0.97781836220925	-0.867693672820111	-0.62573768809821	-0.827558949878635	-0.810282888732156	-0.421676468846575	-0.47573377835582	0.605769116060227	0.930429756492379	-0.870580623010588	0.953635487507498	-0.684421404363045	-0.840080449573876	0.640432629858541	0.964410154746874	0.747901571793006	-0.748181347751384	-0.246504762680795	-0.819275966930961	-0.602627421772305	0.90353054036739	-0.813692951852063	0.260789888562801	0.779368049414177	-0.765991988215053	-0.691383209833134	-0.315787603063662	-0.89292573953335	-0.783656235843344	-0.733636830612187	-0.727538859830886	-0.30230447087659	-0.812999756396976	-0.723066408379791	0.545793672939432	-0.512306549704448	-0.569438690801983	0.773075659686655	-0.176212747838912	-0.334225704528382	-0.343254372108988	-0.766488186017222	-0.200197612775113	-0.543070829001744	0.628985373074985	-0.318189854330498	-0.689520268782125	-0.0735262277514631	-0.531440618828813	-0.23701930655686	-0.803880768410212	-0.673123853937095	-0.238296679169943	-0.663176115512203	-0.79362128801864	-0.352939855884503	-0.772206834036069	-0.735814010653147	-0.80985328719577	-0.820311134783838	-0.6683244419651
