""	PTPRZ1	EGFR	NRCAM	PTPRD	PTPRS	SDC3	GPC1	EPHB1	NOTCH1	NLGN1	NLGN2	NLGN3	NOTCH3	CDH2	NOTCH2	PTPRA	NRXN1	NRXN2	NCL	LINGO1	TSPAN12	PTPRF	LRRTM2	LRP1	APLP1	PDGFRA	BCAM	SLC16A1	RPSA	SDC1	ITGA7	TNFRSF12A	SDC4	NCAM2	PLXNA2	ROBO1	GPC2	FGFR1	ADORA1	CNTN1	ADCY1	LRP6	PLXNB2	APP	LRP4	TNFRSF21	LIFR	DDR1	EPHA4	IGDCC4	TYRO3	DAG1	PLXNA1	ACKR3	VLDLR	CD63	PLXNA3	ROBO2	APLP2	FLRT3	NCSTN	NEO1	LRP10	MCAM	CELSR3	FGFR3	TRAF2	FGFRL1	BMPR2	TNFRSF19	EPHB2	ITGA2	ADAM23	S1PR2	RXRA	CD47	EPHB3	EPHB4	INSR	GRIN2B	CD46	ADCYAP1R1	FZD5	FZD3	ATP1A3	ERBB2	ADAM22	ITGA6	CD44	HMMR	CADM1	ITGB1	F3	TSPAN5	NT5E	DCBLD2	LAMP1	ABCA1	ITGA3	ACTR2	CAV1	PVR	CHRM3	PRTG	NECTIN2	NRP2	SORT1	LRRN3	TNFRSF11B	DSCAM	ANTXR1	SMAP1	ATP5F1B	EDNRB	MCFD2	TMEM67	ITGAV	CHL1	BMPR1A	AMFR	THY1	ASGR1	SMAD3	ACVR1B	LRP8	CNR1	IL17RC	DIP2A	IGF1R	ERBB4	F2R	LRP5	GPR37L1	SIRPA	TSPAN17	CD99L2	STX4	JMJD6	TFRC	PILRB	RACK1	CD81	IGF2R	CLEC2D	SORL1	SCARB1	ITGB8	CANX	PLAUR	TNFRSF1A	TSPAN14	LPP	CD74	C1QBP	GPNMB	RIPK1
SLC16A1	0.696526698281767	0.703758232734344	0.559615189659937	0.731974029843899	0.740460949492702	0.687510504046813	0.598875116490835	0.366978395675644	0.738533516381882	0.623112611899953	0.694749492077807	0.704387534038737	0.812761168785213	0.713183178884855	0.706534678673081	0.74122510471935	0.533583622235418	0.518155638470068	0.803565683155586	0.712096175314637	0.720861521241941	0.741094926638342	0.608140833058903	0.757134210925525	0.533291546816773	0.675851797007862	0.725886616591323	1	0.755576975751516	0.633404384465988	0.710605422702684	0.663648028237297	0.614442041779665	0.578402555425341	0.731659552680315	0.797206421849711	0.586314861662197	0.642115471783789	0.641361390280044	0.300131048238602	0.65456104203755	0.656498480955432	0.686888581759955	0.60953939222626	0.523948693928911	0.569953239677074	0.566629651877325	0.636376108759049	0.517162749294845	0.571798710763623	0.756754734998611	0.711008738741352	0.769626537229812	0.69745277029759	0.729601155781166	0.711049146487497	0.792033427900277	0.649072153712289	0.738775969640412	0.682255939520466	0.710547588015775	0.661790512549197	0.535687577287429	0.637936492951438	0.655673744769151	0.46354823904575	0.723450426236944	0.780359201681591	0.711014173860853	0.751861138710352	0.805002655404504	0.397064240568696	0.637331020629334	0.732296764366085	0.784300107836711	0.766301515850235	0.586584942244852	0.790023454324161	0.662894077734265	0.683558146532271	0.767570170221894	0.521038571505941	0.794046043145223	0.741649720037332	0.473741938329861	0.52008936559605	0.618690330870914	0.46418995893913	0.25751132219333	0.567072556559718	0.532065960965961	0.702998252682606	0.457513840811297	0.817856130696069	0.75007405290344	0.719103562420471	0.660535443275796	0.566394126952799	0.395536104183015	0.796865783799614	0.58193394573561	0.785715390644502	0.866046365773356	0.732885044586419	0.674642685854893	0.300077207587516	0.728700084703099	0.38669680990237	0.635538954324218	0.615759045456352	0.572582998936788	0.811770444002161	0.74226507550739	0.598048957451717	0.659914428893339	0.756124527694392	0.560324039480756	0.717638746365032	0.703498146412577	0.744519949241301	0.626151670433333	0.716022539311815	0.502552766126342	0.767491166122448	0.676768987676508	0.623875953710435	0.525473265514018	0.748773368289657	0.765135435243855	0.460340640474486	0.671147282506574	0.734514359084389	0.61845495523898	0.509984207504829	0.702819020801313	0.599307212916651	0.742641513502865	0.891211726325743	0.831150647113063	0.679496527235086	0.813261991311428	0.681369781396798	0.66161596190987	0.634297968590635	0.40363426397758	0.736938838666643	0.656022458407632	0.813248930908016	0.354148046899489	0.64043864754171	0.741224662755387	0.692269284307998	0.0467965826470188	0.733871299109276	0.110979605464408	0.694833391824798
RPSA	0.715046153622239	0.829175458280864	0.656513398435369	0.33153080682813	0.82187681304139	0.737887308294373	0.730615374423856	0.463101280364846	0.813228320567701	0.753387964664075	0.777418005724203	0.846700543264373	0.860755541655489	0.812703653210298	0.81551378931077	0.847282876259745	0.597582245218071	0.528817498129295	0.905461867410308	0.700842986273348	0.859775427167047	0.637148933122576	0.706095681248867	0.824115336899693	0.720886166915529	0.67289702494552	0.860498383995316	0.755576975751516	1	0.841213110644516	0.765742417472243	0.75772952007719	0.620925150264248	0.595929078183016	0.751141228728788	0.67171693042508	0.685903272428181	0.649090610731679	0.758945870534963	0.356840333551944	0.66473735252386	0.653787807735314	0.77762941518819	0.712040972024546	0.550908034434483	0.720644140451075	0.597421961960668	0.782286551797	0.701385439552344	0.614262915472399	0.886649092538759	0.803538826523337	0.755530888877282	0.823782772353142	0.627226193425676	0.891960749177365	0.737654959580131	0.679942747515237	0.819055052013905	0.788870202064709	0.849085475252042	0.777976378233441	0.692687699536774	0.798622871753072	0.719651874786218	0.5996013011936	0.87015982851969	0.859015133544086	0.782939751322839	0.76113031059349	0.800768299952549	0.549139749519791	0.677616843992997	0.816627492074556	0.826230837805872	0.901498251603925	0.707674797751936	0.854225790749739	0.748403360784342	0.579976710106081	0.740400452325612	0.609010995971563	0.756429473568273	0.780098368872787	0.610523902687497	0.646092078304012	0.680302958001213	0.519471720625817	0.432950572176593	0.635555726075929	0.668891360036543	0.751560983493723	0.592224514867238	0.874214653815232	0.863058888689213	0.701461790624048	0.83856336155139	0.613321916313934	0.494333655242388	0.888035094439685	0.496557960052115	0.900786280253946	0.566666890311573	0.71264293503646	0.842569377168453	0.4795568214431	0.81730742837757	0.582223750252389	0.803983222841043	0.678587118943814	0.653852927885451	0.945922999283315	0.978845342986373	0.721739506064806	0.834476366757518	0.790267271330122	0.731589230341973	0.619851673609265	0.811418565907734	0.811210498175927	0.821119711219761	0.783862166570883	0.65948926868989	0.77760959445399	0.752367074103505	0.570487051938692	0.730380506905964	0.779415415969081	0.71354298745937	0.44803484010266	0.86190580410461	0.847975468334761	0.78532011318998	0.638404376711936	0.892673374167594	0.757246511051773	0.877866317515549	0.887530831994537	0.809298514999867	0.762375605105674	0.973824510923131	0.912935751256867	0.739171169936476	0.634396756272015	0.52132814156198	0.830098582243097	0.681253280462995	0.817748704104079	0.401129304657699	0.782462969322515	0.866731968301474	0.730351052441342	0.132628205783357	0.990501006383038	0.221125106533808	0.810036818014899
SDC1	0.627732657464022	0.738703918313193	0.577234065967299	0.298148809996296	0.705449012044062	0.642095611418494	0.633845383314495	0.361011606972949	0.748318084975236	0.675418734389119	0.659417898241458	0.739672020763555	0.81183160264588	0.706850335301976	0.711680479784498	0.753314591983594	0.561643608899996	0.523734054219565	0.807403161473059	0.575005776395138	0.736051664879386	0.560070315900177	0.604025297381322	0.711574245990494	0.674819185466803	0.563201258584423	0.728769633257909	0.633404384465988	0.841213110644516	1	0.676189902802315	0.62562378916622	0.578899470255094	0.563629974905662	0.662704732908821	0.55512219648956	0.531937332864696	0.578614881342787	0.66882205783129	0.319934077010612	0.747282926248735	0.579135699636314	0.724631536633853	0.6380985088262	0.451034666666498	0.603445379216809	0.527613541863612	0.701190074237846	0.624469597967178	0.471755338046025	0.814665188830593	0.747762734059073	0.65524413742608	0.679442637110976	0.543233959450729	0.73799209286939	0.59381999875933	0.583323804693842	0.725548161096441	0.637101076002523	0.739695803169366	0.725217637258811	0.589762421723679	0.699086680416368	0.666258911238938	0.514970382944427	0.833371117029864	0.715154219002508	0.677427256689344	0.643821919415911	0.779265074924364	0.501120345564224	0.56844704995426	0.706842292366043	0.754476719254843	0.79839713475384	0.598669802974004	0.755025480539675	0.725327170227506	0.493264860301527	0.625236293075141	0.544073260135473	0.65471788360865	0.654132740598383	0.551405351912165	0.549109189149293	0.681612245425811	0.444883852192499	0.407527385798215	0.617047573889164	0.585533440498473	0.662430708886298	0.524812395131009	0.784476074801281	0.688195430805784	0.627422247687705	0.738216619437531	0.542849267773299	0.441436211388942	0.767612161287785	0.39060828623446	0.796857765510932	0.413159271331009	0.613647521983128	0.690583522962997	0.45080305305717	0.756627495005548	0.541388022593886	0.609173785759676	0.584133854970236	0.539024144567228	0.805572303076721	0.816743761143578	0.623367298699148	0.72660739518525	0.676871029727855	0.669030905397737	0.488105938544582	0.72733607743938	0.723137635288434	0.712494935409608	0.641198613214475	0.655090640362143	0.653866795854085	0.663990550925424	0.444127887275274	0.623255141208431	0.723387397149392	0.640116302919534	0.401350120118961	0.75861061569856	0.749542685413098	0.693718292862371	0.61599783007206	0.737115822154267	0.688702068175213	0.689488918053593	0.713272667340747	0.630882852831054	0.679495772672551	0.79354741345048	0.759312604159258	0.671758689056255	0.600125327716358	0.482795122100103	0.712535050769519	0.582044696434555	0.715774475548755	0.325767889508909	0.663007962424446	0.734601544895892	0.638867478488782	0.0804477317070713	0.839658886835482	0.175400776834286	0.705795838208351
ITGA7	0.795582965349848	0.695402440537668	0.843455066122425	0.309928459655549	0.808645470524064	0.925174945788283	0.936080410429365	0.246304472811873	0.601342395646115	0.862493076179373	0.683183660833989	0.841265741231123	0.872618637108013	0.958943134536398	0.931308527390969	0.924130842078912	0.721990611605578	0.429973561995651	0.785579957412558	0.381556856640053	0.673101999615965	0.888568357714746	0.860207535281986	0.864546571079654	0.865221376668699	0.398039424974508	0.909369321472187	0.710605422702684	0.765742417472243	0.676189902802315	1	0.859204702426963	0.835296838240905	0.368516813432074	0.644656575690158	0.826427415193655	0.366953756148142	0.853125157946213	0.929286359793909	0.0805597481489836	0.52377690071009	0.528377595864916	0.933217060173129	0.913795082477684	0.496992046359274	0.804447291747571	0.913256536969774	0.914453822487995	0.900783505073055	0.815537258483776	0.839697140995554	0.955374683826636	0.872096668811707	0.597714232372103	0.871314562685214	0.907617919235144	0.891522687823473	0.845314892648146	0.955994365450812	0.499582442531075	0.925802132409951	0.890582494802541	0.912175126303688	0.777165536384117	0.644318712481612	0.889269073092571	0.626974813540276	0.875942930106391	0.903876967987622	0.896555227411429	0.675215626569347	0.827846308245107	0.728767924141517	0.503238356559967	0.824191734225079	0.918893160529327	0.430087480653693	0.758045734849043	0.667252403765538	0.556089808076329	0.789312833112535	0.804730070083553	0.880209161243294	0.865337440977482	0.300135633357258	0.917223062890265	0.534985071443129	0.861368610436769	0.737681864174498	0.426185255440199	0.918240624903712	0.909720946222583	0.896766654454438	0.935112263515263	0.720445176969284	0.877591479097954	0.945237879115335	0.887211342447957	0.789697217223915	0.904419410350523	0.653095739162379	0.86339833095073	0.51142554743177	0.668716320398965	0.903523795714155	0.744406116605845	0.923214993283488	0.818182795747093	0.643255862521824	0.37757147082344	0.504801473305744	0.837205420775563	0.761836207054966	0.924176054467336	0.928551847090455	0.848424516856342	0.882896122563454	0.883784054124961	0.887186009128122	0.909593166799863	0.491804264756337	0.699739461081508	0.834896008857722	0.775128986704426	0.684255753026997	0.90742521997933	0.895625748820819	0.718363904192039	0.804496738601876	0.613352889466375	0.903630052502932	0.77609598523837	0.926903785274844	0.889963084191656	0.847572217804606	0.899414638032527	0.889908409863423	0.737905544409693	0.878071388804526	0.770625732020174	0.767989253223604	0.897613071231727	0.858474491617739	0.568439954988519	0.798705174814055	0.774023875678272	0.921443952603085	0.953719240091724	0.330467213132629	0.946959637106665	0.741705797088818	0.934395604690151	0.116747736720903	0.781998697115084	0.215051005369942	0.908791151656955
TNFRSF12A	0.507390666333323	0.473617168198182	0.721830493916285	0.247805729416171	0.622974751177382	0.703652136677051	0.91688796754644	0.0886919746307983	0.417187689799043	0.674110599870549	0.492415659418666	0.636012113603389	0.722955516045404	0.83119952820955	0.773467368769027	0.717709653293852	0.446156350792429	0.182561426871231	0.62525650155611	0.277017101223977	0.472630449304502	0.857069781386116	0.633902181796468	0.643330532872458	0.877814266028049	0.210687820830223	0.847490440392669	0.663648028237297	0.75772952007719	0.62562378916622	0.859204702426963	1	0.878989825574631	0.146835459980543	0.440767356048069	0.60216272900671	0.219611610481898	0.779191758430557	0.801667197023807	-0.0674242810209644	0.317502377397653	0.294741541492365	0.851303385399003	0.76473285066643	0.241880501177493	0.599063321394221	0.735170461604618	0.73998173069325	0.818159136235732	0.565485443246764	0.655922223656586	0.789614654277876	0.717167366247148	0.42571299052199	0.812908478643441	0.929277800710723	0.799540115660075	0.548336793399858	0.873792980458359	0.363429522909971	0.849063845313693	0.702246718407428	0.8343083498015	0.63421769219871	0.451353579317927	0.698671156437362	0.574706236679038	0.851039337361295	0.737486155950406	0.753026670613995	0.536827875492996	0.687883966561267	0.42932275953047	0.387171163608077	0.645996542254522	0.849796335314908	0.240562082946377	0.627168866272135	0.434091874630778	0.345941846002889	0.553305457391192	0.59747091875693	0.679556600739698	0.615717948782338	0.165724446585923	0.810394111129981	0.290363137249831	0.65073134275558	0.733860556824756	0.371306661615693	0.838345822181742	0.885889457305653	0.819067260641578	0.850196648757212	0.547556538363967	0.843757747801931	0.873900752310455	0.782908127032165	0.825918470940527	0.773845418205468	0.786875699368856	0.778118500422847	0.413499558760646	0.435300476943051	0.907488939282904	0.751676482871378	0.732016348388372	0.747711535367568	0.460484058356516	0.208097453956998	0.296695802081537	0.726672231838113	0.754867552946445	0.703381915224143	0.845044867159867	0.638203528696036	0.759927578844709	0.718911827704117	0.72290979028339	0.843404410674142	0.428930640492254	0.555335151395453	0.790736849305992	0.637613403343645	0.511356458754201	0.714987520020686	0.824807526907932	0.515211833287065	0.590521149027676	0.331224743660848	0.79486331880553	0.596879886827553	0.735461942177402	0.756415357002049	0.8000115239671	0.777479286396345	0.829463608094757	0.752478214976975	0.731193616251847	0.591504440700328	0.814301299289969	0.852771397310353	0.701325070082383	0.305372509056514	0.74330378765804	0.737676937624094	0.679649430566912	0.81987508421827	0.303846840634091	0.907432495037873	0.615551536580363	0.774932763858002	0.125811753159172	0.766236134846348	0.230536635329773	0.735736038382375
SDC4	0.541085347368527	0.43291840096016	0.849057282101424	0.305139450011885	0.591785784710206	0.6641660313858	0.912801033654975	0.132423635718114	0.36166144489727	0.752826737346617	0.500279002450465	0.571519131746027	0.668931417932429	0.858199640163874	0.785228707922241	0.708098505235204	0.53905756144577	0.235364901453222	0.58058725860377	0.177443606123031	0.366564018649181	0.913720828595624	0.700806104640464	0.633901147576473	0.905096015808413	0.154489210937254	0.751221410155706	0.614442041779665	0.620925150264248	0.578899470255094	0.835296838240905	0.878989825574631	1	0.122661209197707	0.418130824434485	0.631429396267231	0.157481024300804	0.915870818996665	0.761047538296711	-0.0177989195356976	0.279352578003717	0.323919315700068	0.884692504493569	0.857850082113586	0.246212937875108	0.647563582397502	0.841231127054045	0.77064189317901	0.867790998827785	0.604443264430468	0.603665348462447	0.799841237747403	0.756137536886535	0.294447888391631	0.863957302680338	0.785027607566254	0.83467119630167	0.541399578333274	0.888098214731653	0.198000652720014	0.839061525227407	0.744958703943686	0.887641110368324	0.652249764151351	0.476343835570884	0.753228164601208	0.465315739506658	0.709252294141202	0.800528227988959	0.688797196595947	0.475683213718019	0.816284430434941	0.481448222929248	0.294992567681576	0.671328696124702	0.792626863813481	0.14167307100951	0.509388729795545	0.453391878461376	0.217823554269584	0.574359521846856	0.62583568059074	0.606157960173276	0.622518845870837	0.160069445846033	0.829556401155328	0.293250666587386	0.719247791759684	0.865530093147995	0.349178631502713	0.893170054513571	0.92976283340224	0.883324078947497	0.8165103317993	0.454351065651263	0.940199095626219	0.866269914117533	0.898099148614212	0.923572669191515	0.764837443994833	0.873670975400483	0.755273671522765	0.346151642651056	0.413401823918342	0.847157732357058	0.888450099779885	0.744869853807024	0.858070209061609	0.318966656841955	0.150510722840166	0.312883565731738	0.652817523649808	0.604633728396252	0.703616026476459	0.868675414790079	0.625505447712129	0.835182098957245	0.654473751490082	0.759958816512111	0.845483352483739	0.364834571386585	0.504352552728347	0.872367219397822	0.670191814888548	0.524649776319761	0.758571653947618	0.823186558639027	0.550911987743836	0.661240452975361	0.408810487051282	0.784699525381998	0.540271800124283	0.723050533729685	0.8384746335701	0.747915465705696	0.833067494211994	0.769265877508523	0.636022173305967	0.653574684836259	0.638584323844379	0.655279558021323	0.768178462022256	0.770716398284658	0.354151443835601	0.847497183848254	0.71165435189048	0.740721207685456	0.840630731418851	0.248914517805991	0.889977301330673	0.535227444489874	0.846895458154918	0.155250820504907	0.616790380864692	0.244715188475165	0.74460927810731
NCAM2	0.781117586535031	0.827501372275196	0.421957880035647	0.597260541804046	0.738164316915173	0.487508349230742	0.208719135496577	0.775023822075101	0.873737907588654	0.604013528868865	0.789858852502199	0.698787313997905	0.597993413894656	0.454756691385709	0.506477471771659	0.627299158864131	0.695635967103012	0.884317414729216	0.768374633837161	0.852222515341883	0.797870793821088	0.24058631328616	0.582147233501764	0.718093251124872	0.267424418821375	0.910778574858299	0.407416894193301	0.578402555425341	0.595929078183016	0.563629974905662	0.368516813432074	0.146835459980543	0.122661209197707	1	0.841362376951671	0.660457274379388	0.86364409362521	0.334840550605005	0.341506372659533	0.811033075195795	0.810015892050178	0.904937804656713	0.382811868232696	0.429736625466677	0.816112292005481	0.582099979513879	0.293365307564507	0.534441424318718	0.246300041478032	0.516480126082177	0.707862608655536	0.517739755649826	0.556584313379508	0.77852686649443	0.259138495925664	0.32696711719597	0.416677658488693	0.597482156591881	0.417697791472166	0.782709255801793	0.460257968545064	0.596354540514	0.232201977385781	0.55136254349742	0.765674866442198	0.26140712871737	0.65555270173055	0.384040786096105	0.554958614932164	0.426718624367238	0.775109724321697	0.174171067733929	0.787083458395199	0.80711246056559	0.693918559063715	0.517669700095011	0.833329994205875	0.611246234622815	0.806193900019638	0.67004964632611	0.737674174929574	0.373903487969972	0.515672728347715	0.708776726548097	0.847858390002408	0.219884015227407	0.900355479390718	0.170262181039953	-0.054787034868076	0.56343542875781	0.211653742359125	0.301646857433843	0.111273641983454	0.499020949681081	0.739628855456711	0.318646480080074	0.385051153130152	0.263139252758121	-0.0143997888686821	0.598687340973957	0.0533818211820539	0.586073318326642	0.627190150173098	0.793269642393004	0.343204567542608	-0.0153175819424267	0.592640668250115	0.190124835778853	0.665079012941413	0.905649714775844	0.871292892022694	0.693091293957535	0.587618117326318	0.446757289661678	0.41096330837835	0.637922059374073	0.42089267554367	0.320036487914594	0.562845779490011	0.423289330300163	0.800512864652663	0.703472333074848	0.247266887755314	0.670415852111299	0.774760909205765	0.291122178599263	0.268146417520277	0.80461845421103	0.713720675754836	0.654658997332451	0.513574305272761	0.727260962794821	0.501381650117224	0.259539866576456	0.520289644413266	0.420237365980191	0.474164565651422	0.556141950221949	0.521826051650224	0.676847141899644	0.515855345197583	0.47071575796935	0.498910216702841	0.825311242450259	0.0557425564773634	0.509910503235992	0.520837996649101	0.516659149270036	0.250668218752952	0.292081096167366	0.658715294355455	0.444282861929987	0.0150325971506241	0.570183080877708	0.0395203567160941	0.558605666237484
PLXNA2	0.864259392427976	0.877051131922487	0.631729783194206	0.59737769736599	0.848224913050493	0.722694261066574	0.50120809406698	0.706333700117139	0.911619137801937	0.778986746391895	0.886761299147036	0.846088560966653	0.782805111763161	0.702100583184171	0.728948372851798	0.79933300296657	0.795540006663798	0.83130018122098	0.865355659718876	0.848774739461923	0.837173790788909	0.531546953808537	0.748754226188841	0.867400925760719	0.531199371868645	0.85564675298728	0.648711157064414	0.731659552680315	0.751141228728788	0.662704732908821	0.644656575690158	0.440767356048069	0.418130824434485	0.841362376951671	1	0.820741691468586	0.850396292118184	0.569586638592126	0.629811292776847	0.629847075748638	0.768412089912112	0.884125268934446	0.630778303157591	0.660816703372262	0.790850793034837	0.748304628189837	0.54354676172251	0.746486684435284	0.529782980148885	0.717832971672416	0.851462262639152	0.741301991788352	0.773426823574487	0.811948501143091	0.566305271338022	0.584363977117891	0.673387236585584	0.740219314137828	0.664903050628561	0.802823315609685	0.706270413373682	0.761892851993644	0.519374120536279	0.729414707296888	0.837866755526419	0.526118270376739	0.739226358112927	0.665258496725744	0.773455833459764	0.664311453123798	0.867001927111037	0.436335107594322	0.847443226830321	0.824698254798616	0.870567393950378	0.718147681768854	0.818275184702933	0.766171045135509	0.866510811023296	0.763928063254584	0.850064700903173	0.546081798595698	0.721318643081565	0.851155555435673	0.77131452343394	0.493717676095175	0.829239918369789	0.437133837271966	0.222990847743604	0.568447284428549	0.499000129114785	0.583893893809501	0.406859429159515	0.711499936982825	0.824745572597251	0.586193800492105	0.641904850174517	0.539543506213004	0.284347686749906	0.80259912335752	0.315984071134057	0.790156634277008	0.724133184939041	0.870282112013248	0.615632741036938	0.268320430597419	0.782286699489038	0.427156871423039	0.73974425306554	0.840206305159276	0.868889905409291	0.829880671976545	0.744472728493895	0.67924077312452	0.654642712826497	0.789465474589569	0.638698532533495	0.625621423864131	0.76271883843575	0.656322984453159	0.828900600193398	0.83643076362495	0.472693058638328	0.825068969060335	0.857721560287827	0.564715847145711	0.534768220313908	0.883422880739755	0.843895150161392	0.684650580240384	0.725768421050708	0.870981762218783	0.712597220549309	0.505623657286871	0.744598970136767	0.657765337556501	0.700903290614074	0.727337712711332	0.748144717830916	0.804530735954348	0.697427349870066	0.691123275093983	0.723374431350217	0.814667205716467	0.339262328451901	0.718496798730275	0.728578595324378	0.751506015349797	0.339851155136452	0.568657213558442	0.813072665753497	0.689143967872966	0.0595871026054041	0.742038386392054	0.118518452261205	0.739270123727988
ROBO1	0.908879173457709	0.784631375031449	0.764870597205441	0.625133593413377	0.878438621495417	0.860952862489388	0.698549291380945	0.494487346904874	0.756182149703624	0.842769669128451	0.807722058447086	0.837859221172536	0.829645746680655	0.834660227532616	0.845273031216084	0.8827595573177	0.816136124035624	0.702446489083697	0.826100799462893	0.628773403592395	0.738029347941899	0.764285279419164	0.853324187225273	0.899170800364237	0.652235438936364	0.661600258174487	0.751447256120646	0.797206421849711	0.67171693042508	0.55512219648956	0.826427415193655	0.60216272900671	0.631429396267231	0.660457274379388	0.820741691468586	1	0.615794929671482	0.758633939202168	0.76764327798696	0.387522565839528	0.661577044039972	0.782789243205408	0.784958311384227	0.809800055925225	0.719686873455105	0.788743872181723	0.799987356390306	0.833372965999802	0.67490744743249	0.840702247825595	0.824022985342947	0.859877227116587	0.879502391196398	0.700395856096435	0.771602210357163	0.68838847649676	0.830700461086801	0.868122813501049	0.815526213611645	0.628591918157787	0.804609498509712	0.846430478445243	0.706194794738146	0.743062618026775	0.728251787616046	0.709522248482314	0.626027043439243	0.721394944369763	0.877399532923301	0.807285806021392	0.792713020550161	0.618310198532143	0.861517182803345	0.631055958440931	0.862806325952423	0.800219798264361	0.617618338649744	0.740732499205801	0.753301099851317	0.713130190598476	0.886525308980068	0.712211266105609	0.851518319627211	0.925084359568956	0.524219915674411	0.707356953608777	0.71449654114877	0.707825312195077	0.45145038257725	0.519051015168189	0.706410209620523	0.736315286091055	0.643386358850969	0.827419177718753	0.77101270498465	0.762616664323598	0.759835578397873	0.75366283941204	0.518239704666528	0.869489067453355	0.496515228584462	0.797762263349281	0.731332959864566	0.830823667525101	0.722740633748935	0.463913172983266	0.883322388975801	0.610057107352866	0.667282030889594	0.619189217103922	0.730975469725935	0.826129905409994	0.679870939045483	0.822662413200651	0.766516651656145	0.872531868759737	0.743574694571503	0.81499560621528	0.829039046207457	0.789346133778166	0.583781016561071	0.786306757382005	0.624494261925829	0.835761307906952	0.782614016769596	0.820804752583949	0.678699870805083	0.841414779388741	0.902591243333149	0.77697901249094	0.784427323497214	0.805630860554224	0.812364694109854	0.695175238209587	0.761881495245289	0.781655523735362	0.787549873028856	0.740033506822144	0.835969005690762	0.829202784697021	0.672368827861794	0.741732650977922	0.794372185172716	0.772783800778755	0.560938629556922	0.725850542069178	0.889311590581884	0.890367182300093	0.301166675173449	0.738183047711429	0.753702533407974	0.851302456091398	0.0635648906300588	0.66932009099812	0.131385841963887	0.839593443918695
GPC2	0.721424252535777	0.813031730955882	0.444052195810183	0.544022495494333	0.741380939698099	0.488219489970355	0.247310644474135	0.811338077653464	0.885870584399367	0.605620466053805	0.836226506938946	0.696921478490068	0.576743582164362	0.481357526151211	0.531295076066495	0.608943391525955	0.637091227133684	0.827399020246103	0.767908738901718	0.914405293955591	0.78834229927702	0.241920035660665	0.579934553078482	0.705717481367668	0.301051664339204	0.903031503480632	0.455466834724166	0.586314861662197	0.685903272428181	0.531937332864696	0.366953756148142	0.219611610481898	0.157481024300804	0.86364409362521	0.850396292118184	0.615794929671482	1	0.35164889407666	0.38654502756943	0.784079281567641	0.683324445252321	0.881796480371455	0.391927966400247	0.434135918743295	0.762243821242154	0.616410819040985	0.275784765685201	0.538184284505475	0.288649013884371	0.52412385930685	0.71475628225365	0.505203519542848	0.573952223600137	0.81736166719903	0.284900146254557	0.395798646097475	0.457883062163001	0.542425615633932	0.429598758365464	0.81761986143793	0.503086529251564	0.5535287111631	0.270855171312533	0.628974154340158	0.772711007875502	0.269595093435907	0.697632694337894	0.461473937688002	0.585199739260484	0.441625307566383	0.755962340714833	0.179572493488131	0.744483854163549	0.851579027419928	0.713301547562733	0.537573500232369	0.879167551364166	0.640752601623009	0.766993972443043	0.635953355002743	0.712586420899484	0.315559697755259	0.494640128897148	0.69623375424889	0.881862970785712	0.221931917249444	0.797539190190721	0.160238137315357	-0.027678324077897	0.599771514103485	0.239505904018518	0.335136865670351	0.128072821057039	0.504236935622209	0.761006138472993	0.351025593118099	0.417503364080442	0.272584700915999	0.0183152166034399	0.632904609519621	0.119816437249797	0.645792815647993	0.643167007149694	0.780232789695036	0.421046023062463	0.0321096395362611	0.574184911467516	0.198732236458415	0.694440830122026	0.900643856624055	0.877671721073052	0.722926520649336	0.689653078030541	0.428068148236922	0.454402584107167	0.623352230176463	0.414352382464655	0.342230483215207	0.577033171145959	0.452003833606796	0.87902293962258	0.752667773229825	0.229136089726833	0.683762656863747	0.790412343136604	0.28670234365951	0.313696080317387	0.777883806330022	0.686176695461774	0.566055885329938	0.554616820336762	0.744118781867224	0.499221236610531	0.221476858095704	0.622612292912561	0.446416156264791	0.538016593664303	0.649192141810841	0.533287779435117	0.692995953135444	0.622211251249384	0.525154577494377	0.51034523625661	0.759818610188333	0.0645589011151652	0.573609931386101	0.495489169777777	0.521247998030758	0.242137125080799	0.335211955235922	0.71288584647136	0.453314301747189	0.00847275396032893	0.669167909316441	0.0293373807878336	0.54801363328793
