""	C3AR1	ITGAX	TREM2	CD4	ABCA1	SORL1	VSIR	CD93	CD33	CCR1	MERTK	ITGB2	CXCR4	SORT1	TNFRSF1B	PTPRC	LRP1	HAVCR2	AXL	TNFRSF1A	PTGER4	TLR4	PILRA	PLXDC2	ITGAM	C5AR1	LAIR1	HLA.DPB1	ITGAV	STAB1	ADRB2	SIGIRR	SDC2	SDC3	ITGB1	LILRB1	NRP2	TLR1	CD81	CD63	CD9	ALOX5	FPR1	P2RY12	NRP1	ITGB5	GPNMB	TSPAN14	TLR6	TLR7	TFRC	SLC1A5	MRC2	RIPK1	IL18BP	TLR2	SIRPA	ENG	ADORA3	LPP	TMIGD3	CD74	ST14	SCARB1	INSR	CD46	PLAUR	ADCY7	FPR3	UNC5B	RHBDF2	CSF3R	CD47	HLA.DPA1	IL6R	CSF2RA	GPR84	C1QBP	CD163	TRPM2	SEMA4C	APLP2	ADGRE2	CD82	TNFRSF12A	NOTCH4	SCARF1	ITGA9	TNFRSF21	RACK1	CD69	TNFRSF14	CANX	PLXDC1	RXRA	PTPRJ	IGF2R	TRADD	NOTCH1	LAMP1	PECAM1	PLXNB2	STX3	CD40	TNFRSF13C	FGFR1	TREM1	KCNQ1	ITGAL	TNFRSF10D	JMJD6	STX4	NCSTN	RAMP1	SPN	LRP10	MCFD2	ATP5F1B	KCNQ3	ADGRE5	SIGLEC10	SMAP1	RPSA	SLC16A1	CCRL2	PTPRA	ERAP1	CADM1	THY1	BMPR2	NCL	PTPRZ1
SCARB1	0.69365578611369	0.751382503949096	0.808878617737244	0.730432218955042	0.778178210961648	0.642149804732567	0.662366717707843	0.647655870834605	0.712749215949616	0.51897355510062	0.664359279897903	0.808721242494207	0.642093723602343	0.638691985947583	0.64546991792869	0.778525286683287	0.923197745898591	0.804185632704805	0.755436756542196	0.724211418361367	0.754443895596124	0.72183118232365	0.7827135624447	0.789060146134788	0.628912489980696	0.61822273564923	0.780404185623282	0.633215550266811	0.913132561409656	0.621195622603669	0.650690510334928	0.673723402616328	0.695864912781418	0.895457009971611	0.879055053011652	0.80749464019142	0.691280809592109	0.766411706837058	0.872128119138236	0.866124528432539	0.810820286736099	0.627566001422174	0.625225921503727	0.666858801533964	0.511858096907618	0.827025127637737	0.645782388092044	0.789661535414554	0.69681359231565	0.663218310911808	0.732690824759155	0.662632540786806	0.790032450181116	0.792117680742906	0.7651430604862	0.703443606952846	0.858235997153375	0.772000820093167	0.688060716152312	0.858039641842821	0.65772278275208	0.733133312357127	0.590250109775946	1	0.821105650095114	0.900863745975251	0.615669242603165	0.632744632703451	0.780027599366172	0.715599088034893	0.603524059268284	0.6974882757771	0.893419539149479	0.650369011769838	0.730702546749569	0.64698431496225	0.545549352964144	0.902213348304244	0.656758688670109	0.584755258764631	0.571391680052279	0.901683686184126	0.783052569088895	0.800528831254916	0.559694572939194	0.788738640313481	0.586632003279637	0.490680908849206	0.836629357135807	0.870881877715463	0.56888297855966	0.803854375043795	0.925602747849613	0.644145891159473	0.77941401805238	0.73491173663353	0.791102192039501	0.81294829352885	0.667187483590398	0.890908449051896	0.761069441017047	0.828572068842964	0.643424198711958	0.684509567670046	0.55945191726421	0.864145664832139	0.379492503714207	0.610684600706395	0.574183909444155	0.427326937293941	0.682876321603521	0.751049891645415	0.904112139189652	0.833779003435623	0.789957344585956	0.785133408398771	0.893801125296353	0.924543467412013	0.794747890496078	0.688710072359802	0.771964788804332	0.87833333531835	0.896289224207344	0.693989969488866	0.629917749439727	0.790736675565615	0.759923686389938	0.657426781517365	0.485866744376544	0.89507784501305	0.860446206617421	0.507365992552456
INSR	0.591535428759247	0.720850308196567	0.625910900678149	0.629080093240711	0.726065995407958	0.562696548967404	0.53957253091152	0.516723957338403	0.511726341013691	0.544657890371255	0.638261464586966	0.70026136249	0.645309927074195	0.634994116423449	0.585991994786146	0.738807260798506	0.838007569280576	0.670301945833485	0.614487076588801	0.544790076203722	0.71042163579907	0.742164143885682	0.651789195616644	0.677782758197826	0.550758603908679	0.561915207089436	0.687315600118691	0.623912759250061	0.781351762522083	0.467425320803217	0.645120469873662	0.468528790382873	0.61924003758032	0.861849772958035	0.76863055137051	0.645560623348564	0.6292455263681	0.685032100707452	0.764864236625369	0.737487589578405	0.732059541685838	0.649644014996594	0.533020745539045	0.544232966904849	0.371854768605586	0.628654996675283	0.620908526718916	0.714902649702978	0.597536282581288	0.479255873760264	0.71687067051891	0.591042726725551	0.563525494662838	0.737675719753642	0.681713833563696	0.623455681976684	0.763097583985356	0.686957411328568	0.556396249834909	0.801561410832988	0.520126421128285	0.694222061182532	0.663263880825127	0.821105650095114	1	0.903785618409191	0.566007724795226	0.450278543005818	0.678432604048788	0.572175871603704	0.510012107221581	0.659918511407672	0.916826946010869	0.614709209031455	0.646163794653036	0.564477276463898	0.457755955379842	0.834183594167191	0.695755507743756	0.506846158327532	0.629211389279739	0.853472886176154	0.66930671807361	0.65566880285798	0.470470678406345	0.606249409323798	0.506183566522028	0.278523669011487	0.822269206189798	0.780634954816062	0.519889447791603	0.761406001296091	0.873560148792778	0.428901125716266	0.637867582854958	0.616914646426346	0.825170445229421	0.741927110365188	0.758245469062147	0.752835570350268	0.692654291099462	0.731238734354327	0.634918486582387	0.532296332165967	0.545199547374221	0.789489205179801	0.436361164062448	0.488338354557563	0.474584691741545	0.46121739213521	0.644991035548597	0.746379887379419	0.787152211284341	0.814424438522975	0.694284843141026	0.573400341977823	0.790501377925886	0.86621514646183	0.721426410006679	0.562676760624239	0.643070287437763	0.901191857703926	0.848265422146656	0.781928834999355	0.58873682732872	0.850259465797402	0.750390492237432	0.72419669405509	0.575005685808642	0.876778091463812	0.901180336028692	0.604427190116477
CD46	0.634935940336698	0.789794896974047	0.754249304895789	0.713093357243562	0.782451833490642	0.607695435272005	0.569768259302103	0.593095838582376	0.63296103993779	0.52706385954625	0.648178622882971	0.773570861592384	0.637316216980039	0.643292401014433	0.59218211665783	0.786068944485904	0.896855157699716	0.769057805252019	0.709159271224631	0.641108501914795	0.760669146269108	0.751089868520123	0.747192018593935	0.751321264770069	0.581468525448838	0.574623383647574	0.744005059839702	0.680133064316181	0.861572880298602	0.521290043647864	0.674849620086766	0.549774680921085	0.642902246849177	0.885452460676255	0.897028116960976	0.732175896510601	0.660680968115783	0.742548962835654	0.851517534195751	0.847726461822657	0.835894056479718	0.669383927634707	0.550463047310025	0.596110918151671	0.486132503274234	0.725838981331319	0.728154300547117	0.772207166783293	0.630714492107704	0.574316875007828	0.780641751622229	0.63675486652512	0.72468068932345	0.802937753079136	0.727136930196879	0.668229379185401	0.829508317854505	0.731549981614737	0.589767780491295	0.899334488876815	0.539493734195483	0.751716199473345	0.609282976894927	0.900863745975251	0.903785618409191	1	0.609645595829982	0.513091448580421	0.787360466084138	0.678874267331605	0.557768180982268	0.678981109378877	0.939722947156856	0.680217882756987	0.716971964516043	0.573308826449827	0.482898437869603	0.884533499951525	0.748038528721829	0.524503670611347	0.645781397488789	0.925231515726676	0.772794842929544	0.747401791337461	0.528534537944814	0.711025551799659	0.544148987483893	0.42725128570415	0.851949931322084	0.8452843449603	0.574849966540423	0.802316693624219	0.93698133029289	0.528411171193543	0.741129633558359	0.716989861405048	0.895231543852238	0.827059903578717	0.716172646702678	0.842975800227303	0.719183959034949	0.828849704563688	0.628622471351641	0.575536935470654	0.555906565738483	0.86810259468954	0.398809595541093	0.481611893919601	0.534313038337978	0.440022794932274	0.663387132430955	0.770864330938722	0.847066111540169	0.853897990296354	0.811503126046459	0.671106437657405	0.832652907560695	0.91027171843421	0.784969652911888	0.628948633752344	0.709213657850353	0.92980500751597	0.889311087275435	0.720617228501542	0.644533713431483	0.813935399313765	0.805268551171921	0.726497980723636	0.535774222338536	0.901233787120611	0.904734797632446	0.569598819374433
PLAUR	0.866577692045909	0.880414264361965	0.711367549217957	0.708381621044417	0.902265484984057	0.786202271838839	0.714849360308145	0.70827876550791	0.558242921221706	0.680291948251827	0.887239060076057	0.661137417656961	0.91289121131824	0.871712508586471	0.894335673388726	0.74693220215464	0.629978671333929	0.807111633834312	0.763054459060019	0.61685527481978	0.895075825750466	0.675703462270672	0.777393558468272	0.853382529485761	0.757204774905449	0.966208064834142	0.69395918892528	0.377822477002085	0.720082469906561	0.622411468688637	0.820802348593525	0.615294263324237	0.864042398533421	0.54441279838082	0.684945101181718	0.711682291378969	0.940239722609708	0.774750395640347	0.680754014194376	0.627572957852421	0.583999211241973	0.816566294904501	0.852827884982573	0.847904340698273	0.241888475718009	0.664532194343476	0.351504136852257	0.85943997136443	0.79410259874036	0.674465350534223	0.886132861434806	0.827758226198881	0.727452429781795	0.857791694963021	0.579724584549405	0.907505318505528	0.720966953319295	0.813192372939081	0.640879700298244	0.642375126764665	0.76771353828092	0.552360692954445	0.613499476214302	0.615669242603165	0.566007724795226	0.609645595829982	1	0.625241464261927	0.669398837730731	0.72722109225644	0.86800768163655	0.865520665171225	0.580859156021512	0.383785257210398	0.918171282219839	0.853836619145318	0.919603659963518	0.504463238149806	0.455717659164818	0.840575530009324	0.6498289153673	0.809736766247639	0.79854943341449	0.472703266415325	0.916172765120228	0.64358190165493	0.8102924832043	0.410006120314362	0.561935084339095	0.595364908848287	0.948007044434642	0.758957203232453	0.654399867969253	0.359741727040739	0.797440326638298	0.826090260572118	0.610954698986105	0.551680978665918	0.363509437313506	0.681129305774333	0.559738860852706	0.71366089567898	0.761555679742833	0.83501684229712	0.586198655026041	0.764692200501096	0.897566117975845	0.594840452362576	0.477537831067042	0.717869600634749	0.895723046882955	0.880807919293956	0.577962275358019	0.532277170538137	0.477983143505041	0.662618541198345	0.586849803874026	0.618489852922906	0.613642435346524	0.781908250394709	0.776634925216385	0.537492032290755	0.495751556553694	0.589297162902464	0.949474801001553	0.42282662501459	0.635563284746272	0.121925698368586	-0.00863467372869467	0.533972878495863	0.762326084500644	0.0386144954045695
ADCY7	0.762740574684305	0.608096891334064	0.80363406267115	0.810592351511304	0.707822994480734	0.783262056510769	0.877826442381624	0.90246165486268	0.780320538117093	0.688114050954224	0.767764989815148	0.752449564439769	0.695815437773133	0.701158824971062	0.776268816637106	0.761715415112437	0.663449444502543	0.78735906207176	0.810882442444866	0.868270481004399	0.674693779823213	0.664349014860838	0.767465357095784	0.810960528064435	0.657176581884078	0.672371431582475	0.817106195108555	0.535411679736991	0.69758322152423	0.882424290616842	0.737012276193754	0.797524276590023	0.713000112706049	0.590794772583716	0.710973257567776	0.818041393591898	0.68172508467465	0.805520762422354	0.769708442531684	0.666139224847505	0.574639039533001	0.673491164769239	0.791182730151822	0.828509017030239	0.736693370019262	0.791493228266474	0.323153607505914	0.726830092459485	0.843855664246739	0.784486712053045	0.502226932075221	0.692401044227741	0.818232877187967	0.682970767073519	0.793787836945288	0.833694966200737	0.808014547439284	0.764311937075128	0.853048846985622	0.626371990737237	0.823415622333677	0.673047306836085	0.698913389275062	0.632744632703451	0.450278543005818	0.513091448580421	0.625241464261927	1	0.727137584235375	0.772470048699836	0.793554999201242	0.752533761565488	0.548082668304287	0.603250598548454	0.697302526886043	0.80897984486919	0.689805722304569	0.631402040277383	0.440810754018555	0.60979628710165	0.468792129665007	0.682050444433595	0.752905912123108	0.747507184067086	0.614709896001024	0.766712619471639	0.771449161187697	0.719307316177138	0.452140437766093	0.726473940638258	0.55536120628506	0.694983690637117	0.67579062203541	0.807384533467904	0.832958108024087	0.806991950874705	0.335920696591247	0.587675184210428	0.192935497515499	0.777081055875	0.742099742759943	0.729193410160519	0.709200160144035	0.747335018981048	0.727526794504781	0.504338708614877	0.524975486834337	0.686565210626895	0.68416708676215	0.498386364847366	0.656535898076586	0.607563050427161	0.66527978596741	0.447586587680881	0.466676688952243	0.852747164795562	0.734921652008504	0.687480345270624	0.73818275672066	0.68581829061216	0.823944886665031	0.483195674221835	0.627732310449083	0.479387818145715	0.619464675260039	0.439728760196502	0.448279815163693	0.0915632112183385	-0.0580184535693291	0.58464383875732	0.53962091760258	-0.0354527073406272
FPR3	0.789748382275019	0.820357775905577	0.899585553459065	0.895698562208696	0.840303079193964	0.761912370771621	0.799658198992549	0.765699127940012	0.832694616866031	0.700174705139131	0.773785293810366	0.930272786905908	0.7744706601983	0.706317159964632	0.706947210900277	0.930970997541407	0.816002922036021	0.886740486373312	0.872554835907687	0.859631100417305	0.852627383654331	0.857830966644591	0.903684587498997	0.872945675147056	0.68970016825006	0.646060387186953	0.930822103281569	0.864805025879436	0.711963471736766	0.660347197394593	0.780296028130635	0.790814713038679	0.742329749362568	0.736638233723114	0.912929779184003	0.902961290383306	0.697312986794734	0.850287030650922	0.938486199389688	0.937121638589898	0.900877431867498	0.76062804676051	0.700535102591752	0.714517956741564	0.652238885274223	0.853098148176775	0.817842776590806	0.897266457103401	0.768252109568769	0.754827755018743	0.752618713646898	0.787949791818637	0.869169134539062	0.868771027808252	0.923038100260265	0.778611996897317	0.899790822851654	0.814828535115453	0.79071657834581	0.911441349870285	0.714809321845277	0.940503735539218	0.827744499085612	0.780027599366172	0.678432604048788	0.787360466084138	0.669398837730731	0.727137584235375	1	0.729583638468774	0.686392473270108	0.80161488044699	0.716406647458133	0.880388740570195	0.769505771101357	0.708002296199107	0.593386480017132	0.772047149065409	0.851505890410972	0.596767499552358	0.518218575808854	0.855663042843319	0.859775946226633	0.866294943498538	0.564481641998975	0.784138581683051	0.682988931128083	0.608591704938594	0.518422331207132	0.904408459315326	0.621902436783305	0.915696436974107	0.837727758874642	0.722159572382711	0.848787102236715	0.740290433341568	0.77590297349684	0.79815185251487	0.258088565675584	0.913095026062054	0.904585297155474	0.815136670641287	0.737272790729432	0.68808411797058	0.735218765038162	0.719570003895897	0.438264746004234	0.649190554200421	0.672058929606448	0.458390382703834	0.672018386826213	0.742837313267023	0.864377376248943	0.517112625124047	0.867863813846335	0.884617315754078	0.798346017791996	0.815422706454374	0.705488363840206	0.737028418781921	0.863343891563756	0.772766651711327	0.789413868378147	0.498364296926429	0.716637790317505	0.491731358290147	0.681506807261035	0.286409857375052	0.0278664333005811	0.643958103322586	0.671209015959329	0.0528780771663307
UNC5B	0.850519697355565	0.777332242676986	0.824575372215664	0.799982504228164	0.813225385585387	0.791125849935354	0.805895706720902	0.840640669043345	0.775808578416316	0.727431770146512	0.810730925134466	0.765642516535734	0.777586469401838	0.800465457528132	0.830734835940967	0.783132191065814	0.732207660782001	0.853703094032047	0.821025625232016	0.806692960938071	0.773051893817984	0.681370177853633	0.783447040335451	0.873059023497938	0.751930837716978	0.776090352981929	0.723510612438894	0.41749010132293	0.790742504686283	0.849328457318085	0.770265187771726	0.672515861190468	0.831682076690672	0.623487896532864	0.756064457188356	0.82983923197706	0.782236100787598	0.782446541211698	0.770204940921587	0.739876190812705	0.663264044704943	0.701737441079951	0.821886314270383	0.826741094304698	0.543688289060587	0.782465733877767	0.384096919951406	0.827705981919301	0.745484863524252	0.852308627081672	0.728615461500986	0.815358574715943	0.782868977972813	0.764477022172087	0.715952137711128	0.838748839377376	0.831132686765156	0.841004677539251	0.805846321604936	0.729460499425961	0.799211751875841	0.585988660487191	0.604149158625928	0.715599088034893	0.572175871603704	0.678874267331605	0.72722109225644	0.772470048699836	0.729583638468774	1	0.829270677903731	0.821059402131572	0.664126939863188	0.462286996979819	0.865804756560245	0.831868416821672	0.702064754979321	0.690530527197046	0.405422123337421	0.700952958795826	0.570535620479923	0.830351374722117	0.795716463371087	0.63161904409194	0.744049217072542	0.682275982776295	0.825716093285189	0.622602173298607	0.583211356402277	0.724632418587776	0.695711640776313	0.710801933487785	0.73174059406101	0.659168530613833	0.825980289422265	0.883735586091409	0.530758699273983	0.714786610715174	0.355228252519636	0.840312728720901	0.64288485278719	0.780782721982221	0.690856514690661	0.762464627458328	0.664411063694729	0.769136317469292	0.659264762934648	0.726657260366984	0.725231003713153	0.609638621108505	0.807084529617712	0.748278467319648	0.691242971815558	0.605760241676014	0.575754246373439	0.793477112120438	0.749076573738217	0.760300867065647	0.695299327085812	0.736088864498208	0.862561879884812	0.570047679266739	0.649389152363588	0.622007267636936	0.788849754921787	0.504916255406663	0.623016142774488	0.223651800878823	0.0707745079735489	0.658647410084801	0.684168558857365	0.108695010713089
RHBDF2	0.94053626329053	0.823740995633617	0.793251515124181	0.811651616310832	0.866971007159157	0.873117917791435	0.891620922999394	0.848964868940109	0.718223261307575	0.827025414461139	0.924908286286537	0.730859923292307	0.899034474860487	0.908961492579828	0.96257743039935	0.800167460087825	0.651844190793128	0.865453062457826	0.841340218092721	0.791230684061893	0.848549182671235	0.721042724599309	0.815428364535596	0.901081600971081	0.831429080576273	0.911163285665802	0.765308913827366	0.388742016140951	0.724436051959954	0.83730813518477	0.844277481272097	0.746753949108773	0.848292450305726	0.570489192447664	0.687335801697214	0.787537988858739	0.899312734648134	0.814660425171379	0.732914458178876	0.649767608984009	0.566420722660296	0.845490021298662	0.961091234333699	0.893580877104306	0.424462383856762	0.762582421600688	0.259846353994675	0.86037057478585	0.853953672190763	0.828633022918493	0.736330556066109	0.895737557320928	0.770913932376312	0.823031913388722	0.670130183119755	0.913864902378571	0.781972433960091	0.816770539497871	0.834568604992819	0.638830523023395	0.875779198443227	0.574703065827129	0.692065713395462	0.603524059268284	0.510012107221581	0.557768180982268	0.86800768163655	0.793554999201242	0.686392473270108	0.829270677903731	1	0.89919248112722	0.540404001990834	0.428120070917821	0.905371976416483	0.947979239755737	0.857858182393121	0.557977150715536	0.36135274278307	0.84655988831582	0.528282094308497	0.777732312177664	0.78945307482578	0.561035575144716	0.854635803100408	0.657957487205828	0.879169401433574	0.611946260991067	0.49696414819282	0.656125184984412	0.797606524185962	0.73895877842967	0.668322013446272	0.60221137024498	0.814588892156182	0.898025646574442	0.426640032744431	0.585910577951752	0.266674676421663	0.742118125222882	0.653731892166595	0.723213452624233	0.812641058752507	0.798264340988416	0.729160910431466	0.661058256113941	0.834267273684248	0.775384888344798	0.680765083660413	0.739167750666158	0.90032206626989	0.807269195184424	0.622516204699744	0.51922313601124	0.433321229261215	0.774605695920462	0.6424519095755	0.662862313543725	0.658467098179763	0.751564796057479	0.874679195012396	0.4699676551473	0.53765402099219	0.543461979437254	0.883646003955844	0.443255483973562	0.570397696371202	0.0297951772574971	-0.0859756579753278	0.549418132124665	0.664356780668487	-0.0492776260944596
CSF3R	0.917940754475758	0.897396225604427	0.799614425291694	0.817905555830957	0.932429646749159	0.82904930061266	0.852871487446236	0.806935746843934	0.700948937311684	0.843803958576157	0.955119147591165	0.778721405435741	0.910337381664311	0.921905728341167	0.937487413278468	0.884704973199127	0.700480788185912	0.898273847847042	0.823030181833587	0.813072134945985	0.922316928843497	0.839452266350695	0.809681385810202	0.925242860440403	0.768579276379906	0.883466719929564	0.828287307290123	0.509219339299248	0.751469873774074	0.788892122523187	0.927123748689439	0.699796583063583	0.837858793335571	0.657265708545417	0.749700334196848	0.833108406534392	0.906950822688085	0.873295673073293	0.779137385750776	0.73354040067312	0.678495177831409	0.803722900164393	0.903268415578234	0.836130885955581	0.493960112908648	0.781948857344811	0.46513675057823	0.890921234129017	0.877081054734152	0.83016664705693	0.849926443195	0.888821015622936	0.798777948255424	0.870689415222794	0.758444285886963	0.92395585078423	0.849012204939253	0.857158305953401	0.819326255505558	0.766852048091198	0.771331928912821	0.684354511822247	0.754244021658069	0.6974882757771	0.659918511407672	0.678981109378877	0.865520665171225	0.752533761565488	0.80161488044699	0.821059402131572	0.89919248112722	1	0.658761716488198	0.540646005479874	0.909258320574765	0.899349410861008	0.781315063213998	0.603037414034206	0.556477415326815	0.843426161475138	0.678091412737615	0.846032048024772	0.855003505879707	0.668208612177938	0.795085476839425	0.649420556953113	0.879910840980765	0.590560563933758	0.520824087500171	0.693354545820635	0.7954699959367	0.846093906843879	0.735066813904978	0.585650170204517	0.849643385304896	0.846363757932281	0.624238346265661	0.672012839315291	0.318028949324826	0.790862317432584	0.741155533219174	0.803913912802766	0.83238217370732	0.763980377100407	0.70803386719416	0.748259551307272	0.794470508474241	0.724347943647995	0.599410774901531	0.774176138398902	0.849407908390142	0.871614616821124	0.696170305179217	0.538424549779701	0.610637320459935	0.769466346113383	0.686232000459744	0.718962204093762	0.700445071111337	0.726636201877048	0.893258587664482	0.592419761069913	0.585424881608807	0.643660908330178	0.90276021906708	0.482109480327465	0.699303113375366	0.138928116060552	-0.0394459010117776	0.607791621640697	0.726084403490874	0.0122605915880428
CD47	0.618764502202691	0.722944135563537	0.707029012730329	0.674951367156637	0.73556151399305	0.579983043187418	0.556675619544315	0.595999192783373	0.585151874035363	0.51210967297701	0.633012763183698	0.721913596141511	0.6063001494974	0.601443886786431	0.59366400023867	0.734202081181388	0.876532277672697	0.735397117146259	0.663117238320501	0.612756631155603	0.71858767549699	0.712592897636621	0.692646906087846	0.721174209491703	0.565956759676646	0.563458931488496	0.710079915895697	0.63251391562962	0.880543576077551	0.541805907630876	0.658136466425146	0.54116126860065	0.644373848477782	0.907527850430635	0.846406282456276	0.695441176427218	0.633668769189943	0.695590904679433	0.811248737771943	0.777262656435358	0.776215863820613	0.662930802603585	0.551787010791727	0.602670791395325	0.481306066666147	0.679190628830633	0.602414656137877	0.71956757756313	0.638811143788431	0.549042550763774	0.743980979430586	0.603817894620818	0.664985263988246	0.738069718815191	0.703983615795599	0.65264317212533	0.794921325453689	0.715050392444099	0.574616324924125	0.817300310982236	0.540484844571278	0.711602637920961	0.603566162538811	0.893419539149479	0.916826946010869	0.939722947156856	0.580859156021512	0.548082668304287	0.716406647458133	0.664126939863188	0.540404001990834	0.658761716488198	1	0.639429165726059	0.683691821243196	0.588347094147775	0.493828357361158	0.888517137352417	0.676321272046039	0.471719495530379	0.642715404889392	0.888616874200188	0.748966111838111	0.720379787594888	0.534334545920317	0.715529888480757	0.530105512193879	0.389475657855726	0.889192041301597	0.827622575843319	0.551459932079821	0.761120253904213	0.92339887143118	0.524179144458619	0.704049152888152	0.691284992938825	0.811213089026879	0.763635854496569	0.79872556608678	0.802675378783341	0.671452331244916	0.810125978479773	0.584353501423145	0.602108850275793	0.51617037037245	0.855746089228001	0.414853668076755	0.49217357654103	0.465056123211495	0.470042152767699	0.658581793767087	0.771331218557512	0.824410141532745	0.892951919133489	0.728308415884364	0.65752387069503	0.859209894348557	0.915015911140499	0.830985008051251	0.63832829741636	0.67994069292283	0.932725327123309	0.900098746563821	0.795960557441266	0.607828032644617	0.881343709142869	0.798601952087666	0.775033226329548	0.610487537306341	0.948230093816927	0.925306322839731	0.648645041901266
HLA-DPA1	0.558430819717607	0.576989474159724	0.764451906690355	0.760547453683262	0.600099668164433	0.558131394499101	0.640541204866298	0.586179107033392	0.729367201676867	0.540894597570542	0.530963646400422	0.836379691441623	0.544717780476188	0.432399527069566	0.450680793918918	0.79848005464174	0.694058339677913	0.690493056867246	0.720215647961022	0.721048806475401	0.614587825455711	0.741109767271953	0.768493568772596	0.657681455996314	0.48662775656806	0.356591607503938	0.844132213098722	0.990864732925785	0.516151497520671	0.469125162882529	0.569680018769115	0.700322855314518	0.51745097893718	0.659684745842004	0.810661257822105	0.759033331628093	0.409545882631404	0.650302633954382	0.858617603713924	0.84857547567293	0.846850639542122	0.630604868737162	0.457608826320903	0.487018369531764	0.637420762081046	0.725099158429741	0.845094077120716	0.690449899350756	0.562448768543128	0.530593228539155	0.496452505269732	0.591951930780684	0.707950248943823	0.683164201526497	0.882233178817245	0.534413679417138	0.760197090136275	0.611078103651307	0.629757917621829	0.778247146963709	0.532665406420271	0.976789618927071	0.782120972084878	0.650369011769838	0.614709209031455	0.680217882756987	0.383785257210398	0.603250598548454	0.880388740570195	0.462286996979819	0.428120070917821	0.540646005479874	0.639429165726059	1	0.499091858601477	0.472114859172801	0.343495888680901	0.70501889814371	0.918450054115085	0.300338254669025	0.286872330577582	0.657072246281834	0.68510747920983	0.873133702114976	0.253920979078206	0.674840092872946	0.40169038261904	0.456999531280727	0.403271735984858	0.864484250531072	0.341009278209814	0.814105378978806	0.744433356798407	0.686249131776154	0.666982282377268	0.510883920204553	0.667847320619573	0.68925620994762	0.181553966173667	0.76962612934014	0.868210126525967	0.65738500681849	0.533723114246536	0.476754015082149	0.659303930652212	0.490427491171563	0.140044062716754	0.518599289817466	0.553474789716293	0.204802012295891	0.403465166080669	0.517412393503338	0.783196973278815	0.407073440314681	0.792165095555444	0.765920703613924	0.709070117333635	0.72185072082791	0.622883998036222	0.532624511908877	0.670349381373979	0.74193747580688	0.777138035378493	0.364860189948536	0.42457812622565	0.46412522464932	0.517903931613774	0.316659327831193	0.0700524099836018	0.562701105092688	0.501201873709401	0.0767143371732829
IL6R	0.946722877210426	0.9257224268905	0.828056119197588	0.814683479663546	0.934849763699289	0.820390575988202	0.811926285492664	0.789880933258249	0.731483504883753	0.75471675176596	0.904523504174845	0.785383766066515	0.92101494618261	0.874791143709162	0.933295164734229	0.844100980723718	0.734587465387328	0.917901121441419	0.86207895445527	0.738560887363858	0.921977897108193	0.767394568939645	0.860071269576753	0.927623170945524	0.840216475988586	0.941254863070436	0.76867961373654	0.485986327204065	0.792060810550107	0.742005159565608	0.82080429903068	0.702927472594398	0.916119275466743	0.633392423023994	0.794230519101346	0.827836892285319	0.921354625206558	0.829557208947999	0.79261403708116	0.763106259369562	0.716285179028304	0.857488217387783	0.909932271400764	0.877410630409381	0.357479465335705	0.792887659594232	0.440588347805645	0.924395876628647	0.819624527085525	0.810845007835021	0.910006401134487	0.914039970479052	0.783298648220701	0.907706704648223	0.695155659811411	0.9120174046196	0.833256965836155	0.890676569954746	0.772307431326923	0.760289979303676	0.826692044679307	0.65509801341365	0.680448313909734	0.730702546749569	0.646163794653036	0.716971964516043	0.918171282219839	0.697302526886043	0.769505771101357	0.865804756560245	0.905371976416483	0.909258320574765	0.683691821243196	0.499091858601477	1	0.910149994054081	0.85806654979034	0.655794607323041	0.523795035058773	0.817210011588294	0.602692873968293	0.885072198870267	0.873758738539569	0.565658025369259	0.877944781198601	0.713752138147546	0.849893460353197	0.477375231161709	0.619976186042223	0.734459050436072	0.887909241638305	0.818684060203518	0.758611690538341	0.548471948613403	0.85152766766095	0.908762085227738	0.659790393026002	0.673164168964003	0.391607694602519	0.816326162584113	0.680925394710146	0.808522091398539	0.749229530963661	0.837873040346941	0.650559204559862	0.839250524718576	0.817518151205028	0.719090021711501	0.612516903295498	0.716656168569169	0.903901792105773	0.908112957599042	0.706476738429973	0.615988717954578	0.602748543204493	0.770692768220313	0.728526941152834	0.743144334833742	0.688481749944332	0.814846500325983	0.872807836013163	0.630629203104807	0.632731389116038	0.65637673076972	0.951519539363976	0.508560369004565	0.705962788791322	0.194938090809912	0.0345661188361494	0.635200095133127	0.792523677835497	0.0781725039761859
