""	CD74	ENG	SORL1	APLP2	PLXNB2	TSPAN15	NCL	LRP1	LAMP1	SDC3	ITGB2	PILRA	LRP10	ITGA4	TREM1	TLR2	ITGAM	SIRPA	ACTR2	RPSA	PLAUR	STAB1	TLR1	TLR7	ITGB1	CMKLR1	NRP1	CCRL2	NCSTN	ASGR1	AXL	CD93	VSIR	TLR4	CD33	LY96	CD81	ADCY7	NOTCH2	ITGB5	LILRB3	CD163	ITGAV	ITGA5	TGFBR2	MCFD2	CXCR4	TREM2	CSF2RA	CSF3R	NECTIN2	HAVCR2	KCNQ3	KCNN4	CD69	NRP2	LILRB2	GPNMB	THBD	ABCA1	MERTK	ADRB2	C5AR1	GPR84	AMFR	BMPR2	CD63	CD44	ADORA3	PTPRA	ITGA6	PTPRJ	CD46	MILR1	STX4	TSPAN14	PLD2	PECAM1	FPR3	IGF2R	ERAP1	PLXDC2	P2RY6	CD40	DIP2A	PILRB	CD47	CLEC2D	CADM1	LILRB1	IL6R	FPR1	UNC5B	CCR1	RXRA	RHBDF2	TMIGD3	TNFRSF1B	SCARB1	TNFRSF14	TSPAN17	TRADD	TFRC	TNFRSF1A	RACK1	SORT1	PTGER4	PTPRC	CD9	CD4	HLA.DPB1	SMAP1	JMJD6	CD68	ATP5F1B	TNFRSF12A	CD82	SLC16A1	CANX	C1QBP	C3AR1	ITGAX	SLC1A5	SIGIRR	ITGAL	MRC2	LPP
BMPR2	0.796370048856353	0.814995776797712	0.881217219030761	0.775598857452564	0.836618460255503	0.825345548235321	0.76862900239864	0.874708331633033	0.751851478519813	0.818461494900503	0.805191378159669	0.52483677635335	0.896624198969467	0.82596335334782	0.178481139316432	0.82237114469432	0.824556259698459	0.8705710860484	0.834985952751701	0.813126977033157	0.797787372506467	0.855209305098681	0.807557639944556	0.848254905487991	0.850221648593221	0.80717937077255	0.801425120682324	0.786744501425385	0.73461760996803	0.129815304035221	0.860216401196886	0.708461330775699	0.823702742376571	0.821225850652991	0.79158962810198	0.842625858314369	0.900453482937058	0.867866102557647	0.629420415802927	0.823879905130891	0.578237054409091	0.857175878830797	0.890171097861677	0.445683219593184	0.900330150920803	0.831012218015556	0.405981890287924	0.817479962116572	0.701035842963431	0.851304657607267	0.840827364803443	0.805356729247797	0.823341509730651	0.572856471610694	0.817610088895782	0.514099849982966	0.750059502152962	0.0960833932589049	0.735175777184703	0.275090148262369	0.878406474797986	0.799130639847057	0.694390851916303	0.861821254082172	0.595584647589991	1	0.727965042024345	0.316087669696306	0.851704372524681	0.848953077534935	0.821500484491841	0.845272907953797	0.78324251234616	0.820872685759685	0.875474247218238	0.869479014740239	0.825925377654381	0.824710028188468	0.78169295501904	0.495594693040002	0.764308773213645	0.934002390465334	0.685286642444573	0.774944162065744	0.682466220699662	0.825276084107366	0.771926150100298	0.742773815478601	0.74771197034315	0.887159167620283	0.588257273661296	0.751361371631036	0.858361059225858	0.809602516109537	0.519543465831161	0.877242552715148	0.756055926771088	0.80320448335591	0.789877946772452	0.434577620258826	0.844391836111691	0.829004950711225	0.737560055731171	0.878667808740158	0.868352762697384	0.823813220758561	0.814832575245647	0.884745052119737	0.456624698741476	0.909325913119615	0.736853827515389	0.735094049940285	0.805267204374365	0.76247989761662	0.695184005155299	0.570528728704564	0.666837942598977	0.713468991652417	0.800438459621082	0.715328558497369	0.773795217412681	0.353423115280354	0.746231721199335	0.762042601753286	0.856391573389756	0.752118349504925	0.900738637106771
CD63	0.66129828869791	0.885860459698665	0.834498374134928	0.97073039239642	0.808042973628796	0.8686032577705	0.8575857064406	0.76300851239165	0.971420039662472	0.554164005318594	0.944019218771485	0.607647327082347	0.789686241065571	0.832820985083639	0.508960767577611	0.804482311728605	0.856910983391616	0.848539129449447	0.875129808070416	0.874865123835281	0.885700703259479	0.724205872115535	0.890381648927651	0.606932157928253	0.94573218513464	0.59144651259895	0.914216350682401	0.824214046459439	0.886598852550659	0.326508501396606	0.667701698137326	0.68982781091994	0.740692633260598	0.619840827675853	0.840961988088982	0.79164510307646	0.767380627360893	0.670498071185687	0.561588705352637	0.704648377340716	0.650553519378493	0.855605162022304	0.727828033398129	0.716211136059061	0.778245304629984	0.870020044568394	0.410868627446659	0.880329637267505	0.503393274625813	0.554320765005423	0.900528755024154	0.938311679500238	0.673544342298312	0.829048630395937	0.466746457275883	0.608997982305833	0.553719740283588	0.428082061744682	0.626018931937689	0.435800440541575	0.64161678859727	0.523073460728737	0.509434790788616	0.806829477512886	0.645922124994967	0.727965042024345	1	0.427752898317551	0.810761822749589	0.771900018668863	0.724773609947529	0.83478139115993	0.887045957201876	0.733873999177038	0.753159822201717	0.753926167023784	0.727914231619894	0.568796799262019	0.736095787553242	0.64153330735477	0.817671912035294	0.7750990735404	0.886656318639762	0.868121291315168	0.496444829875457	0.55651534852075	0.900957009711809	0.662449911398784	0.811983879123273	0.734527024104576	0.688531802410334	0.853253228321594	0.607162288551492	0.888851112176035	0.623605859266347	0.77642570885412	0.914485228888135	0.763786020342963	0.785992112770914	0.541953082119871	0.783746705331501	0.864289423106554	0.267757936790558	0.867856239703876	0.8293299309803	0.769704831297986	0.491067871847132	0.880325812187055	0.732803223666434	0.808695191727428	0.509390860104372	0.825858905790914	0.759337624783657	0.897128022998658	0.919839025096742	0.840542564958662	0.895064996849566	0.775617980253788	0.950621269875987	0.860898280172043	0.877314412511109	0.370310950229522	0.84355637619293	0.815827219121073	0.692086448372948	0.578751229598863	0.782229709248562
CD44	0.0369862417301357	0.23222056219268	0.245537826140963	0.369953959036634	0.420585664057196	0.212295806536045	0.40311706786424	0.335430385685526	0.406391714314477	0.00655848606474024	0.314741170834121	0.452587148429224	0.337396320354293	0.360813179021297	0.680125600606673	0.328772081955825	0.498886504886382	0.464177375350695	0.355899790854125	0.585572249379303	0.520720210682255	0.136818288554761	0.307374098564241	0.111897746370772	0.404545404792296	0.0241071234884327	0.36358427146218	0.454180687493302	0.288195243483299	0.577167595086744	0.045195228437149	0.375660135074757	0.135940324448975	0.399935480643396	0.222795058214667	0.232359165115831	0.180135430704027	0.226736445920712	0.598898021525256	0.303384055181697	0.643426583374455	0.18297607574261	0.201595295548064	0.639330026666257	0.353094617563999	0.462591642309115	0.552352730285034	0.107749431025148	0.141023028048048	0.23620992644634	0.330120573647869	0.298665715186316	0.229410545379532	0.349334053662555	0.228427456024438	0.677940813092908	0.252519448100782	0.612771466681998	0.446984608037328	0.622662069757926	0.155656369232728	0.130940919329588	0.481641324264656	0.230048734125712	0.621602485453902	0.316087669696306	0.427752898317551	1	0.111453294887051	0.411976470173765	0.176919918543229	0.43317247192672	0.345611794443317	0.0647179287864443	0.272168329687497	0.362562393680036	0.192794959499696	0.155004745978254	0.426955258953458	0.634265773034243	0.314119960034905	0.272008479008937	0.283874986805886	0.366303256742973	0.423120013835136	0.201407551922034	0.376947174090421	0.428075091242265	0.402387845703625	0.159709803732365	0.761344930492738	0.113692082903411	0.0274688895989468	0.42475046268449	0.683404758559456	0.19550422558941	0.333001418349642	0.517824404742048	0.356135171630589	0.679639342740186	0.275047721349223	0.396622785273633	0.181542613394862	0.269193074591392	0.579095396720098	0.440243715305298	0.3075947751432	0.331684193976784	0.52224801703871	0.277119527269229	0.0618741061689611	0.641438576973109	0.442006055562319	0.51521776899166	0.37120207735652	0.446224037319837	0.516670738257726	0.305525126056845	0.518829806397144	0.376299484990645	0.16798606705898	0.598523288712846	0.340654892595678	0.660319572303938	0.253317331105184	-0.0459107641890569	0.285648687676765
ADORA3	0.909393108806962	0.906093459297731	0.945530595820049	0.862951655526737	0.832155292518423	0.924332894963323	0.837386782207567	0.84542516550137	0.824706361437897	0.822988724897849	0.902298452425783	0.486067598329638	0.919656979492724	0.874815013087644	0.0808247669550076	0.877173569369228	0.81825569791988	0.840553314096856	0.909787929581295	0.810604959561081	0.757752575933651	0.896592727951594	0.890483683899821	0.867005417158525	0.872981959194788	0.8493154516778	0.844150457916872	0.752611624440053	0.849486301059474	0.0822319140004324	0.907794576843176	0.711479400946896	0.938549709188869	0.742142510573324	0.928503700455509	0.928736401850004	0.917289756152591	0.886748043773107	0.496529403294086	0.79876313103541	0.454869613691423	0.952546109822548	0.918605002979921	0.429206878642161	0.884473440149316	0.836438652996523	0.289944492303743	0.956394674235179	0.733633788561453	0.801683016955284	0.907024078366716	0.881417325705273	0.805240543656252	0.6521210157464	0.72975005407476	0.356756701779117	0.792397895643223	-0.042732858964083	0.736203793308124	0.104983849096057	0.882428809587622	0.796833469403707	0.525613551555929	0.91430405194296	0.495845869887898	0.851704372524681	0.810761822749589	0.111453294887051	1	0.827181729302998	0.894826771967156	0.832932494503481	0.845099715385016	0.940005370145348	0.836214351769998	0.836251421945319	0.829381228756239	0.837682164958012	0.802778447607286	0.351877698767597	0.847918247530039	0.936314061875403	0.815593393491205	0.815238477708563	0.611495118891981	0.80814308015222	0.870585942422246	0.683763154868956	0.730221481991225	0.953550962533502	0.45585271838879	0.918431381581718	0.883195929865083	0.863591848723697	0.433037767347784	0.946414546369099	0.82063224199781	0.718274269613914	0.826719309742931	0.300018025763069	0.900303476482812	0.879043866001965	0.586492166399832	0.960031404424674	0.833583292574443	0.803101144802386	0.725140022090207	0.923487611771441	0.383883946002453	0.940496371209404	0.808083153831491	0.682981424490691	0.790706402787038	0.76212709986344	0.813411027316133	0.573184413217292	0.683862557075044	0.758981641636219	0.833666609539758	0.82077200536677	0.913063026487221	0.116414168781339	0.848437723215718	0.695656588933901	0.857929152097682	0.800500809097386	0.894618739913541
PTPRA	0.724138964004151	0.773809707860156	0.871540915917988	0.799219054217506	0.836081271658475	0.800921423128639	0.785926850086663	0.845063783945596	0.791211063114414	0.776334750405451	0.781545410822536	0.533354601329728	0.864355170536949	0.827786061659973	0.202146041881044	0.787546061588375	0.805769974512242	0.877469657316844	0.850703252557812	0.853926814235241	0.77979427524628	0.809540380852997	0.809352284080657	0.769874330403194	0.841818511997782	0.753245707128378	0.823558998278666	0.773329194933198	0.777105649878063	0.158408157568196	0.781827839023287	0.700539040695785	0.757727122249229	0.778137396287939	0.766043731756701	0.824534506773681	0.866960823014842	0.818857623719845	0.677350589898915	0.855169989506599	0.56997220667646	0.834037875209089	0.894211149094523	0.523271633555941	0.878866421239726	0.888212947162224	0.382825367171451	0.776196238863357	0.650750318986199	0.747268678610006	0.833689090283419	0.797585806244237	0.761154489758161	0.571614700473559	0.75037011469083	0.63478256358089	0.688289116273508	0.191428412701224	0.701590484601996	0.350652988139364	0.819875395918943	0.706334922867149	0.663062338622197	0.804050795566828	0.659875201054117	0.848953077534935	0.771900018668863	0.411976470173765	0.827181729302998	1	0.837459022412197	0.851842453881622	0.801099592809179	0.769353450417316	0.807723331391093	0.847885334873182	0.733195279029304	0.780005940530083	0.751605703604211	0.560793391882234	0.75652517481994	0.880983327042328	0.718256089470697	0.785795094043833	0.753309934661236	0.792318938941668	0.803677839778013	0.776092665359853	0.778821229229509	0.835588544745696	0.652000039921574	0.73227697572997	0.80259920630491	0.847389432036426	0.589763883964578	0.837033321835613	0.783387813263592	0.76755255162787	0.853508125888471	0.49274409874557	0.846277586128333	0.845680969896216	0.626283121359404	0.863378568023431	0.885898891979161	0.850964625107692	0.768019047085307	0.864139278041537	0.46783517517321	0.88886241535987	0.675295651485569	0.783531279155609	0.765177654502622	0.817933090698173	0.737461313678378	0.589095255418293	0.7436133060913	0.72451219718119	0.863154725909646	0.740532540406578	0.741731212481805	0.364376512001671	0.778974834503254	0.781425760569095	0.832950051454422	0.642853405603197	0.84854143961088
ITGA6	0.798776641811311	0.81294113005611	0.879108685417751	0.78698178723642	0.812898156999617	0.846853510856335	0.820832139220419	0.802839942660089	0.729641655336064	0.782705646869293	0.795723761905106	0.375173286671734	0.842635271777038	0.851829015860055	0.0499235709399793	0.813276164952004	0.778860399375628	0.822561612914815	0.878217442018767	0.795681239154836	0.668003075380436	0.868442306629432	0.786346097127993	0.802430840872776	0.797953456223433	0.791135039625939	0.818793211683047	0.673581154880153	0.783546820731645	0.120381521675137	0.813587569269468	0.712184674190144	0.827721243829531	0.734904523470429	0.841245031528889	0.827286834075274	0.866120406187683	0.859512912467289	0.559223248709705	0.798264218470949	0.36941831848722	0.879297158463159	0.892388021816558	0.422257127643689	0.839622921331616	0.839461685937822	0.237769742435615	0.82972186784762	0.647005398833967	0.755327866660039	0.841539544912581	0.778316459546249	0.751582294968372	0.587059066344193	0.728463481946301	0.392644876050628	0.746559460068055	-0.0660682857885369	0.712506194474306	0.0918710043200598	0.819268221954551	0.734619676932339	0.478571977660113	0.826276407251839	0.504412631027864	0.821500484491841	0.724773609947529	0.176919918543229	0.894826771967156	0.837459022412197	1	0.794821447116737	0.767320750880457	0.855828823433265	0.76365499510243	0.786193892265943	0.730512231096422	0.788983564196167	0.745365459641229	0.394871821689436	0.790586143096607	0.872730068571064	0.741946973783881	0.710567373972457	0.6479440956435	0.798452790216043	0.823764470830896	0.694441558344367	0.677214494921917	0.886956652342981	0.502860132148516	0.800709058051549	0.86194908472919	0.8153642549983	0.458305900844082	0.881237189587368	0.725897346417615	0.648660396829981	0.830492684834982	0.263537461225311	0.887038853211855	0.800618947673685	0.579836377243849	0.877049434024632	0.798374563952447	0.784141250396213	0.690619998571918	0.861446514802237	0.288375225073527	0.887849619554518	0.71480133880451	0.626787300934994	0.715006003421087	0.684072384917566	0.762559231911562	0.527342922661317	0.625933478793565	0.75493193960671	0.795358367683897	0.790407097757089	0.78045587043092	0.097299698735812	0.821594325572587	0.668981144837399	0.81665957337155	0.729178366611501	0.851868093807672
PTPRJ	0.711080694199521	0.851185396538713	0.869653884828091	0.851117414515008	0.854378980046037	0.856014552061303	0.810479079211439	0.860215409128765	0.849859587670332	0.725942633694591	0.849320180230252	0.579441391340667	0.862759411247589	0.837201805135046	0.282710783187084	0.83697571276152	0.867272864506306	0.890552279910312	0.864697642383047	0.873727335145612	0.833647255496002	0.839038167133378	0.854051740947495	0.760504654479881	0.888039027792872	0.701267482484947	0.869130583540422	0.810851161491161	0.812250139028048	0.225364163903625	0.77517201708196	0.75485177172228	0.765952180791715	0.764243568532504	0.789645639944238	0.824067382082208	0.861011686663217	0.816435120954865	0.643116697510081	0.813741791233029	0.621508780454558	0.856062842271742	0.859216011541119	0.563268076828469	0.885785159148667	0.87518184698643	0.34250635616899	0.821107471729734	0.598098870628188	0.74051901704759	0.866434664219773	0.847166858080366	0.736843918481685	0.67793131549453	0.663174458206083	0.612654626311469	0.700460553134698	0.24394569084968	0.711551399573832	0.376495713081281	0.778959383747653	0.654730785576906	0.634777414402669	0.831245475541128	0.632820224531149	0.845272907953797	0.83478139115993	0.43317247192672	0.832932494503481	0.851842453881622	0.794821447116737	1	0.838474747051183	0.788304737440217	0.814721182569547	0.837410304864532	0.760793115893995	0.731454675414394	0.757545692043667	0.594831116905523	0.792422030648912	0.886407950151064	0.78038150172298	0.814138677956715	0.66958137024209	0.73481766152571	0.840017888567388	0.770438303499148	0.755511068585738	0.828846837730339	0.693323260275111	0.758559507291449	0.770504092351144	0.863660726164292	0.610010072353376	0.868950292090318	0.838851219666915	0.80340384906626	0.86042081014069	0.522412789723743	0.813398339549889	0.854030458350032	0.554071106421004	0.885982525360466	0.886931815334501	0.839314124024318	0.692491694612785	0.883790420487859	0.508188618342984	0.886586203305279	0.629985110034042	0.802402928059937	0.774071786423208	0.851969321686442	0.792712737087375	0.686187366451272	0.78908732936796	0.740806140634333	0.892547761330991	0.782343691891701	0.779367432429206	0.382302986349378	0.815351008560948	0.809299175652621	0.834085944747875	0.685662716733596	0.853875560808704
CD46	0.803544204040228	0.872512317629198	0.889140585746775	0.896102616030835	0.78463453722127	0.844795310626728	0.824024290876243	0.785964468512457	0.906161127690044	0.682824256534989	0.913562240468804	0.667659237271889	0.827774248617526	0.832830654142841	0.329880797922849	0.845196629318193	0.849613089962104	0.850832764162125	0.850439890303252	0.829343868995832	0.842878141155141	0.73990231448464	0.905582945324006	0.734322142668859	0.926714455476961	0.715709300871667	0.849847788824	0.822672827882294	0.853826684334122	0.144281383840912	0.7925366789243	0.64056219433442	0.821876584638052	0.696062575540219	0.833647764085941	0.885024866764383	0.830799622277252	0.766911352560513	0.587505205290664	0.744592549566898	0.617072749025312	0.886525724480886	0.82036935449155	0.58494786598967	0.85096273290674	0.850297378304268	0.502303605174994	0.888888502253287	0.686781862329845	0.708900236071845	0.894583212539536	0.92979967850346	0.751299254879022	0.690102917691364	0.611334873756509	0.557342390647819	0.600402381832157	0.302530100880161	0.638934646436194	0.402481119408938	0.737186294397799	0.600989592448654	0.626781787989627	0.824954772374972	0.61664722798056	0.78324251234616	0.887045957201876	0.345611794443317	0.845099715385016	0.801099592809179	0.767320750880457	0.838474747051183	1	0.797644220097507	0.838737813834215	0.823474391977027	0.806480975121885	0.729080530644842	0.765106523343558	0.558717367917438	0.811748179623944	0.856516433455253	0.816237793834464	0.862442106057759	0.636478221560986	0.696649096876068	0.869585972270214	0.763272574804099	0.861188697456557	0.791854238496252	0.648037687318257	0.867258178625255	0.699089130222588	0.866094627350666	0.539907960829552	0.823588383115024	0.829881263923696	0.799186376297925	0.814547425016236	0.51443835660091	0.777374119187291	0.890857911506426	0.441350609692838	0.887472160544032	0.8384772955974	0.813321370347345	0.637185657229623	0.928624862113976	0.655505325165095	0.850662832039815	0.698207014194045	0.788188056610477	0.779543062255305	0.838848483139645	0.842439358099801	0.712662726853254	0.845835329042432	0.750581037300744	0.896425108491066	0.787879794783218	0.905971901316997	0.328134500112872	0.838067465554964	0.79274401201354	0.787528700819558	0.644617157472261	0.83061738453912
MILR1	0.90891700186943	0.854009687460066	0.907359850054712	0.793895879167242	0.775071113376166	0.868179883887641	0.782054291802797	0.775978481244989	0.760537252840462	0.814422724241601	0.849439652288167	0.460049124243299	0.864317381630129	0.819524689656752	-0.0106696872804184	0.846061098532037	0.75739705222254	0.787255373903779	0.855742480128339	0.74459656653997	0.679333345573444	0.860244656652956	0.838603313387449	0.86801033425683	0.821857506578602	0.815220431443402	0.759650391359846	0.702602246374319	0.802033971673861	0.013503992269257	0.895867860042156	0.632286747131542	0.941668871076572	0.715150188601314	0.895192008444476	0.896303739162767	0.86146063372866	0.862712491127204	0.477949776464364	0.728824728173364	0.388055674748278	0.90245005905631	0.877959672606515	0.320392619470139	0.84610583407843	0.756439870165338	0.263498984821489	0.909272405381485	0.745240507580411	0.780812534582524	0.863161507041638	0.830019931644642	0.741987652307932	0.591807359095412	0.704001584360634	0.278489628923867	0.789472502786649	-0.115820797197911	0.66344870108503	0.0475670976669166	0.844910262628357	0.776696544939923	0.479389641699891	0.869541840868878	0.441103861403948	0.820872685759685	0.733873999177038	0.0647179287864443	0.940005370145348	0.769353450417316	0.855828823433265	0.788304737440217	0.797644220097507	1	0.799754037399925	0.789687010899759	0.808372925971458	0.831949309146813	0.7743184182338	0.277211757850628	0.811806775468046	0.896056736004834	0.772667166248457	0.770843145021651	0.603373566856864	0.804237015276165	0.819556437371389	0.629234773612083	0.663385158153349	0.916978459967337	0.398231206707707	0.878186413720326	0.864587510742731	0.807567754613238	0.347480586711738	0.908899601357268	0.733646562584097	0.659153105410632	0.768964379178878	0.26503986722358	0.845327423253201	0.849498508641304	0.583681657103242	0.910255723688824	0.776286777042809	0.731556871654602	0.684845501702002	0.882434542645816	0.312635715340789	0.890901178590127	0.830159500045103	0.605371306548188	0.740023643047261	0.688700636825462	0.765099468696135	0.480035711680119	0.600189995867492	0.706984228653742	0.762267016082257	0.771857634431715	0.877319668198539	0.0353623105328807	0.828357356874173	0.647588887405751	0.815377542401367	0.788966012263208	0.847528078670468
STX4	0.819157439333276	0.814829269583543	0.874466013908114	0.78459499668428	0.79777158716336	0.804701400882167	0.737804965609604	0.865576565302509	0.778952427854849	0.816948442938592	0.809608617520499	0.625283022347355	0.859373215888207	0.785248398008374	0.211049921598109	0.789837462892124	0.800252327084798	0.84374981557678	0.796954070648531	0.756026149238885	0.840176370453415	0.774403179380108	0.843045080385772	0.846584257324416	0.877006081984001	0.832654574323425	0.781292108337867	0.867390430628412	0.75565644310485	0.0531634678118081	0.86619143899049	0.611562780726202	0.810434258607453	0.797625761327474	0.768697962956972	0.879202157731966	0.891563813318926	0.824960177075951	0.603861235596208	0.782550860080505	0.616044552382694	0.853958306592124	0.851856588223864	0.427690213383746	0.896763199287011	0.796203997837356	0.495960163889435	0.847536277992426	0.739683991542514	0.851447307535855	0.848453159795287	0.851021465942667	0.807838208265977	0.59674290146427	0.80228336664956	0.553985625756919	0.650737628470643	0.194143494879677	0.675331739225655	0.354613820298207	0.878915511738167	0.762554942786307	0.759191431208383	0.845190195061077	0.633980448760665	0.875474247218238	0.753159822201717	0.272168329687497	0.836214351769998	0.807723331391093	0.76365499510243	0.814721182569547	0.838737813834215	0.799754037399925	1	0.907399177000021	0.853644463875864	0.816531855127173	0.715601565649009	0.485200105271977	0.69671673328738	0.913236672468098	0.695867423758638	0.786923228014186	0.681192703413643	0.791245241114888	0.765251387706059	0.738556903569358	0.816909295454314	0.852065922636742	0.595161948521278	0.774199330330886	0.814464611415783	0.794667216431233	0.497974672979029	0.855327721878419	0.765755983044074	0.833370670368418	0.744217033378625	0.479361829777511	0.790849720767851	0.849032763616278	0.725768683817939	0.856033546604904	0.821541452611098	0.803192853245547	0.798881036381332	0.885326265640327	0.578269883513766	0.876186490713722	0.744574957608728	0.749024309340337	0.804973583876116	0.790217011422313	0.688591984214969	0.609283792389175	0.707416509920432	0.687753797994099	0.794797550819515	0.668963641334507	0.817163065844398	0.393826199307943	0.74507107848185	0.74978644321395	0.834240410457038	0.783232575847792	0.858195807418401
TSPAN14	0.809791662234793	0.762829204455585	0.876447085860839	0.771944536169456	0.795619422710617	0.777495834635243	0.719575807005761	0.873557481143048	0.80866515243767	0.818991501687188	0.77906193945173	0.692504020560195	0.866065259268521	0.753385526039387	0.164774757162282	0.817398233291217	0.784391907054821	0.830584533779159	0.77849278437801	0.769856625025501	0.811712745026185	0.763745937153985	0.849198458032515	0.832513203612967	0.867490592157369	0.838243118086027	0.769853939840858	0.8687849276073	0.740099754271885	0.0534367572831595	0.837849301439809	0.589571299173748	0.809562408458788	0.857143671961827	0.755953364189422	0.885693177204715	0.870001124184942	0.835119893287604	0.68437145418925	0.803638278056428	0.6767366395408	0.838912969522004	0.835016834658649	0.443248096026528	0.903009155608982	0.827962619582921	0.505091377645114	0.812620229760992	0.771016350923274	0.853850079569696	0.846109983488655	0.829055617936784	0.815067206279317	0.526654124377739	0.809753540131057	0.628235953125907	0.702355878859597	0.247824964221063	0.694572679044748	0.425086618207524	0.889293651663711	0.770376157634637	0.789198650612757	0.807144900540498	0.699717125692318	0.869479014740239	0.753926167023784	0.362562393680036	0.836251421945319	0.847885334873182	0.786193892265943	0.837410304864532	0.823474391977027	0.789687010899759	0.907399177000021	1	0.796802393181477	0.834885965099664	0.749922749584902	0.563375318579928	0.704958463577878	0.906328424868152	0.660940684356232	0.808566607487655	0.744335742424868	0.79507289995402	0.746474896112357	0.732345746971983	0.81433100446837	0.843504435143448	0.663312093505158	0.736274169543819	0.786125397703317	0.836044937418263	0.550140245030847	0.841013670286287	0.728126874476373	0.855787232454909	0.781156994870906	0.574637027693523	0.803561429366401	0.868973021848465	0.728023902570909	0.863308022949513	0.848236149360929	0.837293633340588	0.825116996615775	0.875795429325043	0.564276130151061	0.86740947550526	0.755725416547337	0.78790008515458	0.804415421062382	0.845142812983404	0.664491779046688	0.550062150087563	0.684358119322987	0.657317352496687	0.813272025230156	0.656402597585196	0.789944126323548	0.450214070006412	0.745902702235257	0.779291052638891	0.83633702499954	0.696831900166791	0.833872025328992
PLD2	0.81637335245424	0.803283783958753	0.843757007057172	0.770731804641251	0.732617244318244	0.773652329955343	0.709111597400946	0.765285947917415	0.757817365105842	0.742298273399237	0.811086620296608	0.606421139001383	0.842559559005839	0.745058609768047	0.156751128735339	0.791856368403614	0.765762156218579	0.785726152305033	0.763348103414981	0.725306872408543	0.77744528992749	0.735280293317382	0.838192905703226	0.829599980139085	0.844239682583846	0.769990718536754	0.751406714361917	0.774295879368185	0.720991789306724	-0.0237837346719942	0.838020909957971	0.559288783441836	0.830502132075376	0.734617374674865	0.759456915548206	0.858572605910826	0.826788465422657	0.782784501762836	0.549688860532211	0.728594410612866	0.573626889384279	0.824799099727568	0.799381295322374	0.370834819765057	0.834857359695494	0.741654947505939	0.435527435176048	0.831355837056868	0.725310218932976	0.79192541349965	0.810351845679925	0.825727851676433	0.78746253281687	0.550123886592159	0.721641570758269	0.464397762873755	0.634082375496412	0.148798786160227	0.612177938060836	0.299008402116026	0.797370514132815	0.733190721917369	0.685435631386094	0.800932752265408	0.512894085511735	0.825925377654381	0.727914231619894	0.192794959499696	0.829381228756239	0.733195279029304	0.730512231096422	0.760793115893995	0.806480975121885	0.808372925971458	0.853644463875864	0.796802393181477	1	0.795791713030138	0.701937927801507	0.391963474884425	0.695567412050361	0.876805187814073	0.672890196751201	0.761740303909757	0.638545724321554	0.74355993487987	0.73667617140757	0.712870414305239	0.742362382733241	0.839082931777255	0.526758614456624	0.779168944625499	0.775614061281372	0.781959658172196	0.452702858861491	0.840093276190389	0.736255977126618	0.797473914551475	0.702586339304686	0.443507519127411	0.759865714815817	0.812844025934742	0.62153014239326	0.849701796369824	0.77918403256874	0.757708810541268	0.737458433542712	0.858879937123094	0.497371964649583	0.828227478466376	0.722469745507207	0.714975272908842	0.777035315812718	0.745455888930535	0.677644344324043	0.560680371844079	0.650462896868524	0.637163564536971	0.753947580310911	0.653593317443812	0.82478497353151	0.29706276117392	0.72763389130146	0.703859599505197	0.78890875380379	0.750359507534299	0.815778422384502
PECAM1	0.893175124282367	0.657222125902676	0.816475589219789	0.609955650436566	0.672652487432365	0.693320709775681	0.599318491852889	0.765224602923411	0.64782338401224	0.842659341097864	0.667048452281024	0.586955621560708	0.847700963654405	0.674027617393505	-0.112906607654228	0.766497891253249	0.680796378903123	0.722549045548778	0.69392065329615	0.636681547484202	0.633807218600679	0.72006270742555	0.750052613910486	0.884173278335435	0.718326946815644	0.906209573072462	0.614400808788945	0.684592744245996	0.620164393157234	-0.088126653635648	0.906463381700226	0.478835820652608	0.865180165920559	0.828024773474704	0.70767375718578	0.893741579716497	0.822260189692053	0.85067554657693	0.566265848067734	0.73657564869073	0.51000097099923	0.776367281064775	0.856974916826681	0.192757550763325	0.841386685189022	0.695429232978135	0.460154847307162	0.759927590751686	0.87038266411425	0.876844865543906	0.730806746570913	0.699704613081097	0.813403861272237	0.303785662340746	0.823593422755402	0.403544106281508	0.778925952001314	-0.0244957686610299	0.627911763286179	0.175092776364946	0.906917034464679	0.801031148749017	0.705434794752396	0.74795574406464	0.506795561256184	0.824710028188468	0.568796799262019	0.155004745978254	0.837682164958012	0.780005940530083	0.788983564196167	0.731454675414394	0.729080530644842	0.831949309146813	0.816531855127173	0.834885965099664	0.795791713030138	1	0.747774196399021	0.303036629846633	0.63058589551337	0.892470472593543	0.532021574614335	0.686772673492113	0.756345557006847	0.862640129521701	0.641163402884612	0.677970972089931	0.671139219952594	0.870603574404228	0.447901536365437	0.680045439529303	0.835240112139194	0.725522689343383	0.35273625935694	0.812106774395624	0.562566376154184	0.711989109655268	0.745302814172143	0.401988273595735	0.742883784587271	0.795531586068917	0.771426583568501	0.815647950938732	0.755094481427061	0.766907215502738	0.847748204402402	0.802084895778565	0.30738210973711	0.81250610012547	0.887521257584651	0.624333905785257	0.746130533511546	0.695179179722872	0.521875238060635	0.278346732757793	0.494469832626686	0.509399108828203	0.628787143449955	0.53055546950016	0.730078602388944	0.22769470233674	0.639697961958189	0.609925308381851	0.810166283001297	0.711737792724321	0.78390262554862
