""	CD74	PLXNB2	NCL	PLAUR	HLA.DPB1	LRP1	SDC4	ENG	TNFRSF21	APLP2	LRP10	ACTR2	FPR1	SDC2	CD44	SDC3	CCRL2	MS4A4A	ITGB1	CD36	SIRPA	ABCA1	LAMP1	CMKLR1	NRP1	ITGA5	HAVCR2	PILRA	NCSTN	TREM1	CD163	THBD	NRP2	KCNQ3	ADCY7	TNFRSF1B	ITGB2	KCNQ1	TLR2	SORL1	BMPR2	KCNN4	NOTCH2	TSPAN15	STAB1	TLR4	RPSA	PDE1B	VSIR	TLR1	TLR7	TNFRSF10D	CSF2RA	C5AR1	ITGAV	TREM2	CD46	CSF3R	CD33	ADRB2	PECAM1	STX4	ITGB5	PTPRJ	ITGAM	RXRA	CD47	INSR	CD93	ROBO3	CD63	PLXNA3	PLXNA1	PTPRA	AXL	ASGR1	NOTCH1	TFRC	ADORA3	MERTK	LILRB2	LILRB3	UNC5B	MCFD2	IGF2R	EPHB2	EPHB6	SIGLEC7	SELL	ACVR1B	SCARF1	IL6R	CXCR4	CD81	TNFRSF14	RHBDF2	LY96	ITGA4	TNFRSF11B	CD40	ST14	P2RY6	STX3	NECTIN2	SCARB1	CADM1	DIP2A	GPR84	LILRA1	GPNMB	LILRB1	PLD2	FPR3	JMJD6	AMFR	TLR6	P2RY12	ITGA6	ERAP1	RYR1	CD226	TSPAN14	PTPRC	SORT1	RACK1	TRADD	PLD1	APP	CLEC2D	CD99L2	CD69	SLC16A1	TNFRSF1A	TNFRSF12A	PILRB	CANX	CCR1	SMAP1	PTGER4	CD4	ITGAL	RAMP1	EDNRB	SIGIRR	C1QBP
CD63	-0.00281691366228021	0.809236405438195	0.550934410880523	0.557310692954153	-0.172123453455179	0.890561187268739	0.843835032087343	0.886707121871215	0.920755190805751	0.962372754431773	0.901464935847384	0.915016870271813	0.273285985716686	0.863935002010751	0.786199833518354	0.84457778146813	0.27931625100234	0.909312817849774	0.92104448044804	0.901054169501238	0.947354792376711	0.898463524195756	0.960213765732222	0.876465381918915	0.844391320579576	0.852516108143882	0.775267041024825	0.456200270295966	0.940215281419209	0.512819257821037	0.883591888403336	0.777311052477085	0.780915926272756	-0.0635394282477039	0.755848079352531	0.549624960518674	0.91323863193581	0.448196185391981	0.495688628287001	0.0138601489207043	0.729421467415324	0.677638378720388	0.834561443664909	0.46763341951512	0.826427940064324	0.835532828220701	0.548033205844712	0.818304412894953	-0.169038610475363	0.297465189703014	0.0197381997511507	0.382117571605244	0.04883555577305	0.856120835059437	0.65993387565067	0.272453924223789	0.878957032719397	0.371486545166262	0.743348401439004	-0.00390015074238684	0.816208829057937	0.222298711942002	0.937930272740219	0.803333910245576	0.336101390001392	0.793155395818496	0.960658617289766	0.444217343932755	0.420725822544748	-0.165322888455815	1	0.78933929001355	0.827384382076292	0.756347639912874	0.0315718609953903	0.825852868386194	0.795554554186053	0.907845500830444	0.677536124931065	0.723666533279598	0.432418587189703	0.717813375928001	-0.0206736156546605	0.967432740037345	0.907082417068672	0.757698680046898	0.3534301991726	0.854031139435804	-0.151448640508151	0.922642672141445	0.396162667578558	0.864026999791377	1.38536207590991e-05	0.642171926911893	0.935736813040592	0.204513105372885	0.870675385914219	0.583062050903873	-0.202288649488934	0.1585372507915	0.923244778642639	0.315600378251939	0.835892224196183	0.918800791670112	0.870222470999127	0.842062517352231	0.470796724800876	0.204991975760187	0.0232798367787253	0.92983457518689	0.451287845713236	0.526673650515205	0.854911551222266	0.117743163112456	0.883324416180705	0.488990893474544	-0.248022527594504	0.664047984634036	0.834870205720948	-0.078163492335697	0.755695779515197	0.892747229447357	0.404341182493017	0.579423340506542	0.388578292681603	0.756917858644698	0.779790386607134	0.820935311442973	0.0967210907745569	0.874269792691143	-0.190236280974678	0.542135636803562	0.8498369713643	0.413074730094608	0.619929446698078	0.933774716125119	0.923580562898555	0.870096631525412	0.285639931600751	0.713598821456287	0.251917337984424	-0.0288160498980244	0.75053716586906	0.767171742195456	0.809118337100077
PLXNA3	0.0922376039389283	0.703376251870762	0.651143552209769	0.644437516948145	-0.0468834666675662	0.739912867053282	0.729724993173111	0.73931940518086	0.766600013478543	0.789937072643206	0.748400943820104	0.797223572910555	0.288057955217355	0.742039119980827	0.711482430789226	0.611095851541013	0.439045858352118	0.756391710180636	0.832083931381021	0.693963037504581	0.814910729181024	0.767345524026026	0.766023206570918	0.787368601987049	0.707954978345096	0.775195346435214	0.752893143847398	0.496427922665753	0.721290425092086	0.579858347057356	0.748722228398649	0.691705025163925	0.78871302503872	0.109089044396643	0.747317370872749	0.562358410499153	0.752559839441509	0.460744889468154	0.538605937963369	0.175231206891632	0.67457381088027	0.575249705972585	0.681136513612614	0.368743154153087	0.641629259801251	0.667130748158196	0.483066429518911	0.772814563920402	-0.0800046796374394	0.346413283731903	0.0844004731075646	0.579424860444489	0.185639385925195	0.81044522910938	0.645179651765366	0.295285100760415	0.763965574341769	0.325039183274924	0.621361025787236	0.193289228803808	0.633903100513807	0.367537023136564	0.770816599526738	0.74968411049535	0.34225955618655	0.606558363663371	0.815696166556375	0.342026985559971	0.268575613352117	-0.0248171337941953	0.78933929001355	1	0.757977951235695	0.696959355775486	0.0933976706795783	0.569207888154623	0.666901322728084	0.811964342577722	0.58180128558431	0.684198165174964	0.29065387525437	0.526073567978188	0.116052074539436	0.826955078631588	0.723667146135336	0.642435278042465	0.419877559951497	0.674227670004584	-0.222596499073039	0.747166431327501	0.469893766479781	0.774762606873946	0.216614168331477	0.546128729546239	0.746296492915572	0.322754461351697	0.701251084491039	0.402502928215277	-0.0475646020039848	0.212219484372812	0.732117437419412	0.239885963812629	0.726368471767838	0.802220597933715	0.71114163112856	0.710139165302877	0.585539401942144	0.372921744437472	-0.00502948777312049	0.729030159519734	0.460772663785968	0.518235978191758	0.701988389886604	0.353654746808267	0.730732055602423	0.514248181010674	-0.0696985492563017	0.566145732881954	0.654788403693529	0.102804362132185	0.760560775402701	0.826932272642228	0.443272160722479	0.570618111647723	0.362387186840634	0.5471848590282	0.675047586488118	0.672688800605776	0.229397798664706	0.735809167337583	0.0194956074489082	0.661532357655757	0.707640318334749	0.446539628336766	0.632192770989809	0.791621166118887	0.793689830120656	0.79428356438286	0.437046837225625	0.597772281326963	0.272799184547842	0.10669878656204	0.620952141463429	0.626055217488008	0.718973737887895
PLXNA1	0.106167046769531	0.876763266520048	0.666125381894827	0.528391050894166	-0.108178940597759	0.885436994154857	0.704869462194553	0.886271061639121	0.798078652012633	0.833905144904298	0.826841116931463	0.840720844545263	0.196081507640313	0.648311945989212	0.670920040487408	0.819033630695104	0.305825562580127	0.87352792649959	0.863841397722497	0.636714437696563	0.889573955240467	0.86055046260653	0.78878899517647	0.861830513760709	0.88156604143927	0.795649900619676	0.79884289092063	0.459699069213933	0.852302942400164	0.372326678435808	0.863931540313118	0.643487715715312	0.846952095038952	0.216229702648379	0.821673256697269	0.54248036259066	0.879904857204125	0.635768758959815	0.587518169903665	0.157366679993157	0.870121994317225	0.76984079520982	0.778373473965631	0.663026188804313	0.860273552471985	0.814356425216838	0.508120990402104	0.751697946659578	-0.124092711330988	0.524495472622848	0.243370682451228	0.445131959731585	0.214606355169718	0.738058729146143	0.820315141961535	0.380828301797565	0.876531153278867	0.409434185343842	0.725821516936702	0.129823381479456	0.802268809211963	0.276595271015231	0.847954589925456	0.86339171524215	0.540284357277794	0.738881112509288	0.849290498946159	0.420633532723463	0.410570880884652	-0.0212331440171871	0.827384382076292	0.757977951235695	1	0.768457253686068	0.192138600442142	0.597218452370938	0.75527365074859	0.777156414342413	0.76330997759303	0.853844042808441	0.370167501593018	0.5343130053345	0.221632996056211	0.846407420883553	0.770622459494521	0.86784022943021	0.457542415908653	0.853384940748468	-0.243589779396784	0.797521088975997	0.594306901725555	0.805839488164179	0.0894603838790771	0.644439075373701	0.855402980260721	0.357258873817999	0.797464285923637	0.691119060728318	-0.102676539185934	0.175768623962452	0.76623269635789	0.440885055809957	0.764412960554746	0.880378524004155	0.88038059127759	0.850757742347112	0.633538988345765	0.335999080635381	-0.0702574221979033	0.79970013179118	0.557249720305139	0.654532121638047	0.82502894799925	0.193790235439833	0.799075221138317	0.590167787012381	-0.132772982163237	0.774146012231264	0.810036065766255	0.0444857108234416	0.638825254106649	0.896366593242103	0.471615706580227	0.589390344743247	0.361000870553867	0.638527029306815	0.824620471356625	0.760650672025257	0.32080160558812	0.851446894329962	-0.0846841568648416	0.639809814676466	0.863829233829187	0.480064261027446	0.680373098290692	0.875608144609827	0.780915344158926	0.83735952155244	0.456964378766614	0.831428049025744	0.245242154748805	0.0821286404938457	0.649919579302589	0.647129491522168	0.744051144439032
PTPRA	0.331510362266525	0.841777470399282	0.8143242300037	0.604316983403731	0.12738628231146	0.718998729987679	0.564487888127495	0.732935379911035	0.611124550251419	0.736435779771011	0.831509097562856	0.779251023875539	0.452858794297556	0.483520635239523	0.558297739094079	0.643227136672637	0.451038796459031	0.780903153516356	0.84058430647604	0.541799664467919	0.800785454396932	0.652208785647011	0.651179809206563	0.762645782932528	0.703722797414555	0.667331272845905	0.822736273993214	0.62302078879332	0.750835035134145	0.372746306887985	0.723377651497755	0.531847950920591	0.806713580414514	0.386014984906735	0.81893181262704	0.652852229576838	0.838334001741628	0.662785286205595	0.72883895789085	0.37279951982565	0.856457709832188	0.706331373193559	0.705806579580352	0.643330897235951	0.661701906375994	0.687455089812877	0.680448369350349	0.700059199929082	0.139087266014761	0.63263367950019	0.414246089619159	0.577807177977384	0.407324945904124	0.734113112859598	0.84229704029241	0.538896548070629	0.879117114339583	0.599746736004846	0.745143063617771	0.374974435407158	0.752026643433009	0.456014451813528	0.748186089191205	0.845493921451426	0.653263436108114	0.578029864748722	0.757088138693909	0.558886783357924	0.356363306202412	0.235414525431637	0.756347639912874	0.696959355775486	0.768457253686068	1	0.391778830562398	0.471584763310626	0.75755009383947	0.730373836965818	0.771885961159782	0.770082447273958	0.305819063575901	0.42876346211731	0.421739445552555	0.783714102584949	0.595151604841777	0.652486963856577	0.593356235271229	0.733202011618096	-0.0465811388275298	0.672944601563045	0.652105940663172	0.728787877563885	0.251838220148047	0.747565842374581	0.731638999090258	0.543310695090812	0.790942190749239	0.557827405913333	0.0998977728200722	0.411736257084079	0.582145069164257	0.497961946888182	0.627536506068955	0.763476553781737	0.75547799675368	0.801644685568038	0.758973025326182	0.490946503151112	0.184642562421432	0.619247591902573	0.646821473588358	0.715078208272435	0.620067807603484	0.434125891511142	0.656044864765226	0.67562680477109	0.124469761313912	0.821849155912398	0.64771937540648	0.262423091838055	0.623114508917153	0.858887975433144	0.696671908350111	0.769847961254895	0.594491845058341	0.7221316746553	0.77475515186822	0.707312264871773	0.28386675075377	0.761649606763052	0.143964840169666	0.777625068933916	0.838614570573672	0.620788327184697	0.656396504817784	0.75206359249344	0.658365171646109	0.851950226562013	0.605831656134939	0.789762285046516	0.474361758462624	0.347523029553941	0.599118247359328	0.688666637556606	0.828604146045194
AXL	0.953390687251125	0.396066904530774	0.602730766000028	0.39699772441531	0.839909080609767	-0.0718068031100525	-0.331649075288758	0.0212775847256992	-0.248367860170283	-0.106322716990753	0.285315603190799	0.00948584715817246	0.490923082244524	-0.380972350479948	-0.322875244633883	-0.089703409757909	0.558073011347223	0.220192379205992	0.117425510047032	-0.229450531996097	0.108217776050877	-0.16910005787044	-0.156543399848061	0.257109009234793	-0.0473010973675919	-0.187008886449043	0.546760451558122	0.800016354961014	-0.0183517963058009	-0.131026840188121	-0.0346252348574936	-0.353748691289788	0.338942735148957	0.835987261184369	0.478746473378615	0.210543007344621	0.314938923003487	0.633318700124924	0.516614829139418	0.880630118854882	0.370269393929812	0.322358373302847	-0.130280649719988	0.530199576397005	-0.0312187689768934	-0.0852868653023167	0.608552840852046	0.0420645085183778	0.830823962271316	0.744585711375131	0.920700402243946	0.43238212727885	0.932246500650045	0.0716647529680837	0.553975809918468	0.916764890727371	0.201409218912387	0.424720768468496	0.489122780402716	0.830232065746121	0.0736146598571019	0.669959482242591	0.0592020803639089	0.418956853608004	0.696161632280772	-0.26191033327085	-0.0377489321594162	0.123580959992244	-0.262559885014068	0.821666423434786	0.0315718609953903	0.0933976706795783	0.192138600442142	0.391778830562398	1	-0.405628732443768	0.0813145502195285	0.108609508943274	0.632142496200281	0.324181631183263	-0.373079681208173	-0.465331221057144	0.911303353870265	0.0185741207529191	-0.30100661851314	0.0117803781832085	0.728878580734889	0.153724820291821	-0.115106611118574	-0.120410565515542	0.658595209884826	-0.0787786555579003	0.608388819118266	0.749333353064931	0.0470485296622341	0.910174406671915	0.414452508329009	-0.0478753341307195	0.726491068158276	0.831467466318047	-0.277979495976396	0.711716655914513	-0.198900450526606	0.026149527546851	0.131955221031489	0.290350237919479	0.515475779575356	0.668548307187906	0.0727381534300978	-0.200722177649287	0.503976305836019	0.635383428292933	-0.159179269984261	0.615528586243897	-0.175886510844711	0.376765907547094	0.824976508677267	0.382809021401164	-0.183516461063256	0.776873303122226	0.148392579758946	0.26920037230788	0.628864126253157	0.600387705165171	0.751439292901292	0.483964751796665	0.19015067940048	-0.269445511146264	0.155662147003978	0.0174291149909875	0.735303201321919	0.418408377592272	0.347558252840816	0.591194042672679	0.11845457903402	-0.0499855546672027	-0.175682027716603	0.196401422594577	0.666993397166875	0.523949136995053	0.450479843233524	0.32558176439248	-0.353538128707943	0.329165945301305	0.43724805664814
ASGR1	-0.441195932724808	0.556777745573152	0.178201017071316	0.2717751199362	-0.542664639227109	0.816688451410151	0.877478698736845	0.770340128633271	0.899207805848515	0.882083905290973	0.669503761351901	0.822740012285488	0.0658733966802721	0.899455186184174	0.862896219978226	0.788404560607732	-0.0578247848902781	0.691212024225987	0.725376560646376	0.856012582402672	0.782671886344623	0.850552575679963	0.886023859282762	0.62103261805888	0.754648504108403	0.833741237162915	0.397642602508548	0.0392666940272083	0.836904198906872	0.482894815401331	0.811986898428543	0.858333869019567	0.465316280864837	-0.429957845928581	0.445849047511957	0.477262852617751	0.660807741151213	0.142725326834729	0.267365225290694	-0.401176355025408	0.463263436405149	0.481406414230632	0.836648727074706	0.20796206789423	0.764028987264195	0.830934051259022	0.174055484152433	0.665726179032521	-0.485076825313258	-0.0330709800287184	-0.363994798419906	0.142171209296747	-0.381002430058933	0.711286955261968	0.319174920303646	-0.206588079074091	0.6884227550908	0.229710576901466	0.463426229647535	-0.383877167092785	0.753747039633737	-0.149550081230951	0.757927944978049	0.519444658240437	0.0563348725042931	0.868567508417282	0.828599366733115	0.41475549706313	0.602428419414575	-0.513295222427754	0.825852868386194	0.569207888154623	0.597218452370938	0.471584763310626	-0.405628732443768	1	0.684705864808988	0.694415997775705	0.30005402246794	0.520669823621123	0.698370149629933	0.921407775779746	-0.427153975642785	0.803607754259737	0.92942447577374	0.682087850527596	-0.0210160005791395	0.704397489187813	0.0975324940929959	0.876691422958562	0.0619701760724098	0.815924447744084	-0.310137248130075	0.187197332203899	0.783212853849686	-0.243522475781983	0.587013084498957	0.609880172066388	-0.544086048484361	-0.264077369057057	0.919070948858103	-0.0139078919767141	0.857344463584448	0.777943794820518	0.694588682083824	0.581398102601557	0.147951891563119	-0.164712964646279	0.130384421857779	0.878162443298321	0.2464936540505	0.17731887906054	0.843526663187122	-0.207723867171296	0.859515407532243	0.311263542801526	-0.622239634463306	0.398810545023645	0.828230358932669	-0.438557561445755	0.528809225220983	0.654620086769121	0.156271454243883	0.188859491829332	-0.00748441102621411	0.441273188672784	0.618041583554684	0.81890841307406	-0.0255982998783446	0.740161964706947	-0.548924892663157	0.196666896814194	0.609750383925746	0.0212350238532441	0.474118997299234	0.843305733060124	0.886783086043026	0.672359850557535	-0.0929790490061146	0.391300606857175	0.0400754720804389	-0.2744762462048	0.780457858968191	0.531317020994797	0.461254092973086
NOTCH1	0.0580669260154932	0.730679141322653	0.652963805212498	0.62657525706617	-0.129073771446415	0.767794729004794	0.753000421767092	0.738462534867934	0.734301689064009	0.824915177421159	0.792084541967787	0.831953438893981	0.402886051760617	0.673086622904663	0.736309153955312	0.68474849249319	0.392358092508865	0.770363174744259	0.795117782084869	0.692621091043217	0.819060518925793	0.772211591325054	0.788289239322023	0.764228498426391	0.696422599812657	0.783967585010149	0.679621352916093	0.402130711015017	0.794313472022314	0.522721955734098	0.789144658530673	0.687952595497651	0.784995461314375	0.0904852221723377	0.738459571050588	0.683375682884936	0.769108969965422	0.437367580925914	0.637647899002105	0.119338295429461	0.739835413762603	0.555351622906487	0.827509219684162	0.419609253127315	0.704924877145717	0.756494633886526	0.42602139759194	0.752372770141586	-0.16441755765818	0.38712943649596	0.127659054903577	0.547379848005456	0.15710754515914	0.854041019903526	0.670357672982707	0.210687051915455	0.846511123410199	0.605184100819237	0.611169983031335	0.115512822241982	0.775768815334694	0.381940271439444	0.767430714826495	0.779185488187226	0.436220818993427	0.700580054726331	0.811360442218595	0.478782666041443	0.41001674410063	-0.0678930390699693	0.795554554186053	0.666901322728084	0.75527365074859	0.75755009383947	0.0813145502195285	0.684705864808988	1	0.835829880434679	0.590409298575679	0.734453678190585	0.432881972675893	0.661901316401327	0.115363713058811	0.813526001071335	0.750802580358898	0.657778231800704	0.446813197051411	0.740548060224989	0.0478956654437771	0.791454883351763	0.523872913867118	0.844741741744696	0.115755838377071	0.522734962041215	0.792741936786598	0.265816722427521	0.738765560766943	0.529477697382049	-0.0467016095347101	0.129219659118673	0.739448560182324	0.205271463044316	0.743677644652196	0.762649051380833	0.765018410051465	0.686378337675992	0.603455981398726	0.401004192647806	0.159800766872873	0.763014923421162	0.495449976302985	0.586506769254973	0.718172553743593	0.307562474235916	0.727458947024622	0.538442382915438	-0.13077085333446	0.630070976155143	0.72231237504725	0.105282895083238	0.650051910333123	0.826210800473166	0.571976178274319	0.549485913993835	0.320776617701119	0.566017811802214	0.770024821150291	0.725167517971585	0.185204550184934	0.764141719850896	-0.0148953233440111	0.591494184801231	0.73124566589945	0.329595728198102	0.697593459538712	0.813602902620083	0.775712430863304	0.789764910252358	0.457956568759971	0.634806593622105	0.36450399033041	0.00803599187405221	0.63593381048423	0.571634207522443	0.664348330869566
TFRC	0.100877508250667	0.758377044598865	0.636522393218116	0.740067731713917	-0.0827098011880985	0.772436919163889	0.753660625457573	0.75677261042844	0.816838613397483	0.873822221244289	0.82798095364509	0.821253933569241	0.39193659424913	0.764665076692806	0.690369921230067	0.728291304249964	0.4966383012223	0.824869713503342	0.837955571281706	0.846779433230799	0.871411434536749	0.79242393162747	0.882941082533619	0.850617898800652	0.713131660117052	0.75610639550428	0.786359762170873	0.487356289809008	0.832889436019611	0.544128390298418	0.766315183948748	0.668964064361796	0.857415757146161	0.0532202173134127	0.774124110097899	0.612863346531335	0.838231667357889	0.393281750837599	0.535324963402971	0.139555217305851	0.720181414845239	0.549463773543491	0.753512146019743	0.36044137594482	0.69245320022698	0.701262049069693	0.477681159954745	0.806317496636327	-0.126641841845084	0.316691830817005	0.0727216125960588	0.499959833069683	0.196340924584565	0.920447430768632	0.666052496506461	0.313740727920941	0.839108990355779	0.440183239635243	0.656972763995712	0.11334472907605	0.70860949461041	0.452149233046067	0.871672860825769	0.799964134615258	0.353718448613987	0.648228760529835	0.866418964449298	0.378736677284588	0.237855070884571	-0.0852403643373317	0.907845500830444	0.811964342577722	0.777156414342413	0.730373836965818	0.108609508943274	0.694415997775705	0.835829880434679	1	0.626229472009011	0.676617365471836	0.258293718693894	0.58756579022074	0.109982647427939	0.888609948710368	0.794078152510359	0.628804758379443	0.475556487323943	0.747088272474497	-0.122258709089723	0.83803115971909	0.484683466657396	0.8233528059501	0.156127904278595	0.64234677478032	0.839580931272424	0.325648497241139	0.797065041576578	0.417080905795804	-0.00351696076207867	0.220881585600828	0.806433491704576	0.210997708257825	0.716452478017693	0.820667216680754	0.807117991546029	0.789281551498681	0.553039047514675	0.406998410066085	0.0117247060286752	0.842248320051687	0.412427489385282	0.561943107033806	0.712157757359491	0.328480158639729	0.780252363759874	0.45563216532798	-0.080035844682385	0.606348087051862	0.692356722828725	0.133636048095024	0.761979251607017	0.868114886876427	0.486397606911064	0.677734770782451	0.36530453700875	0.663193551495821	0.736367644268316	0.704007095758251	0.0576214487122479	0.788966080245544	0.0320646149230507	0.640973391216183	0.727581665262764	0.455443798998767	0.617066004357543	0.825520426528533	0.834022265052712	0.782636302585989	0.482601210841157	0.659639073485306	0.352217595002591	0.081157218540135	0.622313804692431	0.635415837564747	0.74929371412748
ADORA3	0.573688935394388	0.853054634357368	0.713462572162282	0.505760495236125	0.354328266643019	0.646223399783776	0.342788613174728	0.686998050359912	0.509814669841987	0.601699763646887	0.768599981406219	0.640905417568393	0.350198385100741	0.317695249204416	0.29423439664221	0.633252321966011	0.436684889304106	0.82338034057891	0.675172968165895	0.443062646309201	0.734103023106799	0.580647628508075	0.578784581839682	0.848414397020869	0.645791678019698	0.460196923471869	0.881240435498566	0.772332722785804	0.678295054498817	0.0936705825130575	0.638233575487039	0.276266261791859	0.777222755438441	0.519411902983274	0.881585498097509	0.423700722045031	0.864592977526893	0.791824480560486	0.62364531091226	0.55691597523009	0.785725284802212	0.740721325177747	0.517861345770002	0.775555058568294	0.668202261762117	0.608600207211231	0.668093599704192	0.584512772567227	0.367595699844418	0.7526664658009	0.653421360388214	0.495473556528328	0.600010849892477	0.55068324559192	0.843453042799854	0.753135299557104	0.758289061850319	0.542112744892043	0.846368086663824	0.483257612234833	0.680986707076923	0.471506971435648	0.72514970275257	0.833824568635242	0.721219897407244	0.445076485209833	0.621648394694674	0.397563056092884	0.15475375013075	0.398816118026473	0.677536124931065	0.58180128558431	0.76330997759303	0.771885961159782	0.632142496200281	0.30005402246794	0.590409298575679	0.626229472009011	1	0.777072135744898	0.0831181494292278	0.195713637387319	0.558781885832679	0.658748517723846	0.476659142232856	0.66251173294394	0.675553960544132	0.752422075401479	-0.206477342578128	0.565173933056175	0.723786726717025	0.551503116137942	0.315672590533033	0.906753227439807	0.733667813891846	0.701112109834827	0.851286021058296	0.501712893788949	0.243979177250702	0.563739125766743	0.488418456554252	0.757098154891609	0.477104785360033	0.673674219857062	0.783598076956664	0.813053845169311	0.70947987002422	0.503433183160199	-0.00690283390661799	0.568874132500629	0.65440712119027	0.806211365648417	0.553878821797472	0.357071035268973	0.551590442069099	0.665348734565359	0.314307087573039	0.76616921641277	0.538299029849899	0.382848268389395	0.520090171208286	0.831355475363533	0.655642276082301	0.764632666684057	0.647753362774322	0.784676629541855	0.744601422307081	0.412583190611156	0.308920661634007	0.682455491585545	0.258089328321318	0.629906924471157	0.848026171627942	0.518251306815936	0.598555184637388	0.636604680965041	0.52316523299878	0.707050138260761	0.56645590203983	0.9219799867476	0.412873476619079	0.0705976808372596	0.292899734319373	0.686981690896767	0.762089689835611
MERTK	0.197092577150132	0.89476065854205	0.74367120275278	0.491625910054054	-0.0634303722173576	0.849764839477601	0.59737211760408	0.878143211400335	0.68255709509297	0.755799921427517	0.81200709624778	0.817078717929215	0.254429570615885	0.550899969025822	0.636950206364937	0.740716264829434	0.316719592691024	0.849188114223308	0.820962717167947	0.466863342805557	0.850479434822409	0.794521486496294	0.650895287442547	0.811274854456106	0.818292720567744	0.727090519253677	0.789355560692101	0.530067297331451	0.761646898233484	0.402184110603049	0.870501095980749	0.589180052865094	0.799327184693327	0.365831804620172	0.820382610549006	0.641154838270939	0.821157829459808	0.713943018653761	0.732582158111742	0.256797075862773	0.862519209036248	0.77620364737653	0.722314943732335	0.723850540539006	0.843046777421167	0.824252845970411	0.434749627893666	0.705208475796978	-0.0379323495756905	0.718653768461639	0.395001950089372	0.559735068423481	0.321785207255839	0.705400797106041	0.892828977749359	0.435546753103442	0.834579049249123	0.4584924553855	0.727450738999404	0.297180596877377	0.822967223231924	0.34993362603666	0.723242492193724	0.911412753740856	0.644604124537116	0.719794796863525	0.745201743932173	0.378107670990243	0.507244078636789	0.10783079250149	0.723666533279598	0.684198165174964	0.853844042808441	0.770082447273958	0.324181631183263	0.520669823621123	0.734453678190585	0.676617365471836	0.777072135744898	1	0.473965048119183	0.479166270498059	0.377975099995475	0.761079136856484	0.652415510256466	0.857604177294094	0.455899115187945	0.874115303205276	-0.290281127862237	0.717768317145579	0.688178662503388	0.765447910285835	0.0765781924065942	0.617902824785051	0.775391303732977	0.467931775000365	0.784093732384517	0.690887602827839	-0.0182061265752007	0.252731676177383	0.658232297627219	0.505289613666546	0.736456700190533	0.824431363988112	0.821583665060314	0.813309825254134	0.710280428334696	0.42058898186494	0.10330782869327	0.662738221431397	0.795967464800975	0.764774076686714	0.813881461726873	0.281063713537452	0.70596612096257	0.688476553693125	-0.0407544062245168	0.768532253777296	0.761145410137168	0.159308799057974	0.617658388082355	0.873815116445146	0.563149490111219	0.527730371153458	0.341634978467436	0.578390472583723	0.784015238290469	0.661582378935264	0.315841758439795	0.77828920972972	-0.0134545796692535	0.639985011876612	0.878738064940964	0.448964679735951	0.673067886423061	0.84094382587057	0.703149043628623	0.820565310153651	0.531279595019716	0.839880758465657	0.221569485763791	0.0476750334390376	0.607518798106673	0.590601791739145	0.654383756032762
LILRB2	-0.462722230865613	0.372128120182434	0.138476142386527	0.0568739574043453	-0.539545770614877	0.598627121620908	0.64063316264855	0.598261572504957	0.543775035078979	0.577663656998214	0.41861291075183	0.64732041250742	0.132509732307035	0.559582886015317	0.756553753146062	0.49759723838533	-0.168652330148689	0.432079740494422	0.504614266960194	0.348735032569864	0.50853253101165	0.59022380277204	0.449285660777331	0.257096414480998	0.56524378364974	0.674141576757545	0.158321759859872	-0.098157003370512	0.518854790613529	0.478227870592734	0.681372173066112	0.710962733154373	0.193761158252031	-0.30416075148111	0.219611826000366	0.580984807007377	0.374554852746729	0.195963851053688	0.370778089676112	-0.437801227130309	0.336450283349108	0.440690348566836	0.673609327716742	0.236063377563415	0.595877315355855	0.704308165109222	0.0545340609716266	0.405688879499917	-0.418391936463869	0.0871992992268006	-0.275791553012729	0.133728983628827	-0.381739522367281	0.453149137982913	0.258130286809489	-0.287040154665548	0.464282232637908	0.263081189216807	0.31891031980571	-0.325641649412123	0.649254125312356	-0.265735325566755	0.351995741161256	0.351869759147318	0.186319044403537	0.817119154334595	0.50593730612994	0.334525658406875	0.897151322305387	-0.452436639005882	0.432418587189703	0.29065387525437	0.370167501593018	0.305819063575901	-0.373079681208173	0.698370149629933	0.432881972675893	0.258293718693894	0.0831181494292278	0.473965048119183	1	0.821295546043715	-0.303791667063396	0.458760516352549	0.616129603369434	0.580559893057411	-0.170395836192567	0.562893453169851	0.172762977472751	0.550526834606363	0.0819010251697088	0.657873132989764	-0.381037161307836	-0.098618705010936	0.448371227151203	-0.282367989064518	0.330472261255597	0.657493332146112	-0.517794626881012	-0.335175592872542	0.564000601440698	-0.0322903145127772	0.692932894652217	0.56865168925354	0.3974196723741	0.277991901519253	0.125945006590717	-0.16998047090637	0.493920273958125	0.471579206389449	0.436049531027363	0.0733725786261244	0.66630591436112	-0.160512219481162	0.575923146463119	0.358359067596281	-0.607872900093155	0.249537071811375	0.662172963268183	-0.439506579146421	0.248319771149274	0.391616365584179	0.179547439006591	-0.1422292415936	-0.102300126843009	0.107388842964807	0.403395561172074	0.642322043883529	0.0405647524595396	0.50051835890575	-0.540109727249855	0.0282984958682737	0.461880072624345	-0.0278391607927364	0.396524080097367	0.623754606028403	0.628995567824498	0.50006370199042	-0.0981067445015992	0.235049359657422	-0.0559294253895205	-0.290901157783647	0.666809152678915	0.31199423537841	0.198048424605962
