""	CD74	PLXNB2	NCL	PLAUR	HLA.DPB1	LRP1	SDC4	ENG	TNFRSF21	APLP2	LRP10	ACTR2	FPR1	SDC2	CD44	SDC3	CCRL2	MS4A4A	ITGB1	CD36	SIRPA	ABCA1	LAMP1	CMKLR1	NRP1	ITGA5	HAVCR2	PILRA	NCSTN	TREM1	CD163	THBD	NRP2	KCNQ3	ADCY7	TNFRSF1B	ITGB2	KCNQ1	TLR2	SORL1	BMPR2	KCNN4	NOTCH2	TSPAN15	STAB1	TLR4	RPSA	PDE1B	VSIR	TLR1	TLR7	TNFRSF10D	CSF2RA	C5AR1	ITGAV	TREM2	CD46	CSF3R	CD33	ADRB2	PECAM1	STX4	ITGB5	PTPRJ	ITGAM	RXRA	CD47	INSR	CD93	ROBO3	CD63	PLXNA3	PLXNA1	PTPRA	AXL	ASGR1	NOTCH1	TFRC	ADORA3	MERTK	LILRB2	LILRB3	UNC5B	MCFD2	IGF2R	EPHB2	EPHB6	SIGLEC7	SELL	ACVR1B	SCARF1	IL6R	CXCR4	CD81	TNFRSF14	RHBDF2	LY96	ITGA4	TNFRSF11B	CD40	ST14	P2RY6	STX3	NECTIN2	SCARB1	CADM1	DIP2A	GPR84	LILRA1	GPNMB	LILRB1	PLD2	FPR3	JMJD6	AMFR	TLR6	P2RY12	ITGA6	ERAP1	RYR1	CD226	TSPAN14	PTPRC	SORT1	RACK1	TRADD	PLD1	APP	CLEC2D	CD99L2	CD69	SLC16A1	TNFRSF1A	TNFRSF12A	PILRB	CANX	CCR1	SMAP1	PTGER4	CD4	ITGAL	RAMP1	EDNRB	SIGIRR	C1QBP
SIRPA	0.0383220275024816	0.9009484994555	0.649376227192686	0.576597179376033	-0.171087787530365	0.930099686239586	0.817152719801976	0.942210576220099	0.900893554381677	0.959757362351672	0.91066827484276	0.953972435499575	0.304547685168316	0.809955006379413	0.801061573047462	0.861007838670706	0.299362109246605	0.912948370164644	0.939764620441775	0.811660412407974	1	0.919515009283642	0.904909703159826	0.886500340556771	0.915141712450677	0.877428285632586	0.832621883608562	0.476353064832206	0.940150354011288	0.527629747118067	0.939578459875729	0.788381072167667	0.830088260707216	0.101363664451478	0.824820683049567	0.65337500001807	0.944370332712267	0.580750463267858	0.638961631548128	0.0902532006292266	0.835894567057576	0.778277542574335	0.853342669956222	0.60102896404511	0.889629788627069	0.900064356989589	0.517352303527118	0.819993452799354	-0.153857263784853	0.470562823473892	0.137175893004688	0.478378416836686	0.129069415488189	0.868515273645059	0.7829443927031	0.329492604267649	0.928296927334114	0.457328999511994	0.780993027263117	0.0888685399030767	0.873017714397482	0.262414885220628	0.93190107036864	0.892081503564334	0.501529778679961	0.851393323335526	0.939039348743309	0.495224760432667	0.527348395351262	-0.107370145496583	0.947354792376711	0.814910729181024	0.889573955240467	0.800785454396932	0.108217776050877	0.782671886344623	0.819060518925793	0.871411434536749	0.734103023106799	0.850479434822409	0.50853253101165	0.705276851073236	0.093797256412856	0.95318862069625	0.884841544096634	0.856934752601101	0.421243070165459	0.911202770252362	-0.146297119871278	0.913061285648576	0.522367106913213	0.909360718867673	0.0292790065147189	0.637231064917451	0.924809742772632	0.305079005884618	0.873978854860468	0.692247451009857	-0.184177386798446	0.163761606049254	0.892252101036077	0.387422894119819	0.875677681892201	0.940238917834031	0.893555794836527	0.887515418263346	0.593513837774897	0.286991697974206	0.0817577811065667	0.888021386386832	0.602712323189554	0.618787310180385	0.89380816746957	0.178956409231865	0.888733043816751	0.620143245124743	-0.208160710044493	0.744275188388014	0.877192528746079	-0.0175790282957621	0.743198911773255	0.940859650520926	0.512324710533308	0.59542235258692	0.365669792529223	0.716970318821418	0.847950617069366	0.819961061306618	0.199424132062597	0.90038259836785	-0.166589282153634	0.589623018329573	0.903438015453223	0.438986078989903	0.675919845612086	0.959868603981977	0.915672610780792	0.9075226519399	0.397126937533202	0.797324291908679	0.298310539386996	-0.00433465990498957	0.74510585761599	0.743022467847871	0.778318419975007
ABCA1	-0.235822453479371	0.775454806073067	0.446400650396205	0.407270390916456	-0.413375779788561	0.976354738676317	0.895588342206351	0.946480932010957	0.969290939943253	0.953315019425011	0.803737312407705	0.914124066484354	0.0398491926307984	0.893760380666391	0.869853843328656	0.911406179254459	0.111386687339088	0.886698843926676	0.870603384878085	0.80823700403026	0.919515009283642	1	0.933181060401858	0.839924793891396	0.930394090382815	0.918549663875009	0.640449931635721	0.244154334082027	0.924048688116127	0.481963471176458	0.95949612484036	0.854481100028953	0.741463197680239	-0.150434372549813	0.681360668473241	0.506863707521446	0.821445127845919	0.430911021013386	0.432266106857091	-0.17500844923765	0.725674051389775	0.660734906330805	0.877853491844621	0.469452918160519	0.93328404772816	0.932784400495491	0.289367758304183	0.7942582744327	-0.407980601775263	0.262535352022811	-0.105786655385337	0.330709501106699	-0.132598448787537	0.788641093073842	0.626366929565161	0.0404135509017671	0.840123106942854	0.277002899458172	0.624189132841177	-0.158476974866877	0.847249451205667	0.0371783403399468	0.879995119569097	0.748639083822043	0.273796654859474	0.903185475786435	0.927253748390795	0.384655345368047	0.546768831112662	-0.315880422605921	0.898463524195756	0.767345524026026	0.86055046260653	0.652208785647011	-0.16910005787044	0.850552575679963	0.772211591325054	0.79242393162747	0.580647628508075	0.794521486496294	0.59022380277204	0.794897868678988	-0.1575585682214	0.911648691472033	0.959564117035854	0.901066778603577	0.175777202455377	0.880841594707073	-0.216478857642135	0.918412779052066	0.335789345115129	0.89519828890022	-0.154349697604083	0.4100751204768	0.924425772747825	0.0155468485619204	0.74206523940912	0.715927047738621	-0.397911858925407	-0.110706969425295	0.960523236874784	0.219579358515051	0.918890433610567	0.930500947858298	0.889589605241405	0.785268289618085	0.445655989700054	0.0753410566802046	-0.0534712903662734	0.951601610321794	0.445343030651855	0.451995173214536	0.973726566749451	-0.0509970665457004	0.928013302449775	0.478661698736849	-0.464966187200745	0.628006664234497	0.938468113884932	-0.259492244504982	0.665620430984991	0.852551364724747	0.257924497979947	0.368122492068694	0.10195336502111	0.515817011907094	0.797407575243332	0.887253539520769	0.224715644617044	0.900143894507893	-0.389165751244929	0.467729300975795	0.807626915936536	0.199291844321528	0.658486082250494	0.972452782068894	0.933560203196178	0.824275268771039	0.179193394557682	0.668674582878803	0.0446876996548452	-0.160985236827034	0.840975910369779	0.605725722695636	0.609214602500365
LAMP1	-0.167178458196804	0.722265309793782	0.400432525058278	0.462191406864732	-0.312602384530048	0.896220417498333	0.887304865245922	0.854762135825063	0.970103625343271	0.961532530614043	0.809520015757624	0.884603643577346	0.120099593886896	0.92055270471196	0.808047998194294	0.867691356081581	0.162897674342738	0.86543283459665	0.847917165186794	0.948719784808934	0.904909703159826	0.933181060401858	1	0.860782952628686	0.836708681419943	0.855601857748094	0.658045287963275	0.301500075954373	0.933439593485751	0.455982275622498	0.867901404272635	0.806341258557725	0.722710159022927	-0.213704588476304	0.68909344927296	0.460731380744241	0.838901313758532	0.318182985855404	0.355049345744493	-0.121377767710937	0.64662501681315	0.581515593737651	0.848589872000181	0.344343465208407	0.825669048572151	0.84820048577444	0.36877201297432	0.802278778405544	-0.311751475565442	0.151438861361323	-0.137546935179102	0.295569155740001	-0.11151051768956	0.81949234049218	0.526268135232547	0.0733398743238871	0.827094231739276	0.303172468645739	0.631729253107751	-0.16836461510912	0.787726419801574	0.0920333049993517	0.929129338619897	0.703685857091694	0.184259831824757	0.816681645849382	0.941251575879049	0.41677803072007	0.390845688492041	-0.29735513235712	0.960213765732222	0.766023206570918	0.78878899517647	0.651179809206563	-0.156543399848061	0.886023859282762	0.788289239322023	0.882941082533619	0.578784581839682	0.650895287442547	0.449285660777331	0.783592432646735	-0.208373370659087	0.936687353761665	0.962480460093451	0.755225990345659	0.244402130642743	0.806462530584211	-0.117805716192202	0.928965855861766	0.263443293797688	0.857518552156971	-0.0893278640274049	0.489594892551798	0.930234812580031	0.0305021750672028	0.769744654584392	0.570499657898884	-0.327534775104053	-0.0405699576346404	0.972406132839472	0.17939432346356	0.850740258338453	0.884044441476993	0.861849661773366	0.773594413503577	0.37945160737523	0.0667748972337599	-0.0520583213118673	0.983375850721809	0.314310525956163	0.400563864417386	0.873349698423417	-0.0254169676256563	0.915479598481292	0.415063754350638	-0.384911807382188	0.57242240924574	0.854711309006958	-0.211693414559924	0.706476464732658	0.843175860543371	0.284466194272924	0.487029999696548	0.203098642895191	0.623779823756931	0.771174264874876	0.834776808822096	0.109347312494722	0.872291660927603	-0.322921668947857	0.45054998552469	0.760930003805379	0.199041341076671	0.611159193469692	0.920712331890464	0.938527559176822	0.7940407424435	0.135506317663582	0.608608513015151	0.164652885046986	-0.155427038522617	0.768468236289743	0.666217796273766	0.67609148116258
CMKLR1	0.229978239335442	0.849884361425916	0.647173389983103	0.567762101359987	0.0256230841230413	0.84879788803567	0.661959096873056	0.835650772580651	0.81153330317079	0.84345035983158	0.846072968211831	0.823780921019379	0.239644596896473	0.678616440748318	0.594208325307221	0.812083309545166	0.377816048451436	0.924632487261203	0.827203609692441	0.740235704123515	0.886500340556771	0.839924793891396	0.860782952628686	1	0.787337285841186	0.719413733767414	0.854346814825539	0.598419925648026	0.856518172148181	0.302929188830652	0.825072589499809	0.571821003529837	0.856709281903506	0.191398276103091	0.883041195829455	0.501971389389601	0.907373573288795	0.584507945664906	0.522937761789147	0.269750343769776	0.79780063326814	0.679839145386092	0.75327163072444	0.551748738351838	0.806214574536461	0.792177147644387	0.526116882067187	0.792777736949054	0.0196255663915364	0.502262015942018	0.280339410105691	0.483110587049552	0.299120883483994	0.767223613614044	0.761373312819738	0.433522521129294	0.862835641776154	0.454163602168202	0.795072420230428	0.194642876026423	0.803101083381662	0.363288993280102	0.885010512583745	0.84365754953337	0.474813460696973	0.670828464004894	0.844339342056041	0.396871538832233	0.240149002106015	0.0684498913350603	0.876465381918915	0.787368601987049	0.861830513760709	0.762645782932528	0.257109009234793	0.62103261805888	0.764228498426391	0.850617898800652	0.848414397020869	0.811274854456106	0.257096414480998	0.5118966507964	0.211779200282809	0.86467212664265	0.78369042103466	0.780749986707584	0.533026723701678	0.843747398055266	-0.21978854664825	0.804180758947724	0.550482625396731	0.776421138539776	0.177086112250656	0.745795088237991	0.915136766266682	0.41892606893112	0.867558140784236	0.536969041535858	-0.00664020855014966	0.26913803168071	0.792933643235048	0.456559885534912	0.724214350755131	0.85551848528643	0.915516912790065	0.863406074223133	0.632917156202768	0.360127174551201	-0.0614852934919988	0.857751621274299	0.537972279224332	0.685381403769259	0.78108943560536	0.225045176220509	0.817895195546154	0.596953295226115	-0.0149474783364743	0.691751530588792	0.747165665477621	0.139601466155812	0.683839490073176	0.927916112954797	0.522261288219366	0.700969518949101	0.436233453836911	0.702728790549017	0.842383340312163	0.670420133180554	0.268032109216763	0.860918220136263	0.00879361630901351	0.623054791102342	0.863999614468168	0.37398122596361	0.681792278502649	0.852038368830187	0.790704131982943	0.810341975057959	0.41577889945719	0.828694107581264	0.309604700942381	-0.0262799333476865	0.567067965512571	0.700623414366214	0.765140705843756
NRP1	-0.166545952198757	0.852581946301724	0.479865738216544	0.350602174974542	-0.372986342822651	0.959885507642308	0.780777573651262	0.964203562386553	0.894454645395265	0.905928349848655	0.777791583518543	0.869800295893259	0.0397966491045155	0.750622500619321	0.757074705337685	0.931377816198768	0.0575353604649494	0.848604543666712	0.857281943735891	0.723981508671611	0.915141712450677	0.930394090382815	0.836708681419943	0.787337285841186	1	0.839306776061642	0.672511458168242	0.240412775335311	0.917773500041986	0.369438573979016	0.933287447686661	0.769308812128602	0.726989373149791	0.0212250965807221	0.71084887297411	0.489564449481863	0.858593721184546	0.546803516868641	0.49749383068114	-0.125036334258005	0.796373444084784	0.78954347227521	0.817147892073573	0.677505204006711	0.960790987047292	0.925439901449353	0.333539245174318	0.699667237652638	-0.34738977468733	0.405941812545818	0.0481296271320205	0.302451561127695	-0.0636572314898983	0.701454072798794	0.708356560328989	0.16542163060287	0.850265335318406	0.307270700839818	0.631089176822177	-0.110573948062154	0.852700442861178	0.010130050674129	0.897550917562423	0.794334828672101	0.422060650198489	0.885568760480953	0.865294485952585	0.448695603797981	0.621950264409222	-0.229027655331038	0.844391320579576	0.707954978345096	0.88156604143927	0.703722797414555	-0.0473010973675919	0.754648504108403	0.696422599812657	0.713131660117052	0.645791678019698	0.818292720567744	0.56524378364974	0.686983854901199	-0.0237603740446835	0.858245817301307	0.879430083070418	0.937449100767548	0.219205017459805	0.88025945193184	-0.215412787216358	0.858193129540475	0.434981448400308	0.836512949400598	-0.138249344079662	0.462799278817218	0.863003059841795	0.119463335812963	0.722642164489339	0.857887230521553	-0.396361774143126	-0.0339330447280943	0.874386986645059	0.356881205542846	0.85754765116832	0.913809164479351	0.884396989277771	0.85619124913312	0.487338109211487	0.0861488276137239	-0.0513401406093299	0.86976566534331	0.521037072641829	0.489446915653796	0.931083487639853	-0.0546442238028023	0.883962042964919	0.542796775856109	-0.415287264285679	0.770452320386349	0.920339697170201	-0.227221910899443	0.555801315584963	0.849444624353625	0.305945141649569	0.416646643473486	0.13994959077617	0.571793806737176	0.789918497933314	0.863485053536845	0.275585284178407	0.887757133911397	-0.38016326892854	0.510845611222615	0.840281787953753	0.312153170332113	0.624992847981781	0.923847585250912	0.842921352880287	0.809025015456326	0.270450213471418	0.76938486545145	0.113436814291926	-0.0518962068771614	0.784288078820416	0.58988261484787	0.611467592135372
ITGA5	-0.23289219347419	0.711067678107599	0.52036578051008	0.489077974939396	-0.377594770444307	0.882484527180713	0.928718281532658	0.873521575231997	0.894887313007258	0.917721495518367	0.791774272539878	0.934311541558062	0.213002836236475	0.880137727905257	0.951838756409141	0.752689720051064	0.189838038608884	0.784681370513969	0.904211936653558	0.744784543528117	0.877428285632586	0.918549663875009	0.855601857748094	0.719413733767414	0.839306776061642	1	0.617619689751986	0.253134988651399	0.842411935522664	0.663537572190549	0.909073052132273	0.926849322225988	0.690618963498719	-0.141481455346293	0.617301160825129	0.670815979329738	0.754146941975584	0.395827744230996	0.541058075978739	-0.144470046330705	0.691367028276819	0.625089408903601	0.895249806232408	0.369416499707478	0.808829176108638	0.866425357812139	0.393308991345915	0.799814370943896	-0.355422429590757	0.230258560026212	-0.154599042771555	0.439632333959438	-0.115991834986789	0.837939579391483	0.59065422422314	0.0177290591035877	0.818768199246743	0.356519561385506	0.608252267732266	-0.0992394181993744	0.796539529336099	0.0942071477875647	0.785132853347494	0.708738801513577	0.301521612997652	0.879476839920919	0.909360005554237	0.463337531597214	0.610448197863014	-0.312749636855743	0.852516108143882	0.775195346435214	0.795649900619676	0.667331272845905	-0.187008886449043	0.833741237162915	0.783967585010149	0.75610639550428	0.460196923471869	0.727090519253677	0.674141576757545	0.834350964827237	-0.148905873956655	0.894654307628329	0.896552089196303	0.802911305669637	0.197305314058256	0.802875303606997	-0.0490265744197491	0.874671267801406	0.328771452670893	0.934488809519623	-0.103241687926721	0.34954498611953	0.836204083066921	0.0232938735411095	0.700963558562183	0.627818433788576	-0.355099545250026	-0.0850307556716641	0.889946520073824	0.131345003982433	0.919172354571806	0.890429946630228	0.751354863369428	0.673232275301047	0.45535136845021	0.140213493209006	0.128939454661215	0.842215826141321	0.455115616836304	0.395904954379408	0.890994126356895	0.103406516389307	0.866059747279714	0.504619916763764	-0.414745880428494	0.543540260859552	0.879163994439478	-0.219136719139472	0.695314151367431	0.798383758065517	0.358353067921394	0.342358283404546	0.199600067764216	0.493251541159869	0.760775608097768	0.882467936869757	0.204744901277385	0.825248511293399	-0.32211065000936	0.464811027116715	0.755184725955009	0.316307804214027	0.64058347801363	0.936702420382391	0.934662271990867	0.860538299416387	0.235826883502192	0.557567903871448	0.1290514806802	-0.0619805739537841	0.835082228985872	0.639191706355113	0.657395218705
HAVCR2	0.508208395578984	0.868565789040391	0.836018413316667	0.705796925528691	0.292503660229341	0.677203263325101	0.495158191848699	0.730318154805561	0.592320700161524	0.712941338579607	0.859860705445183	0.766890354641356	0.545053347283287	0.471649021424796	0.474813541545568	0.596896277949853	0.584057618186737	0.814013132648329	0.810820820612185	0.549888093264431	0.832621883608562	0.640449931635721	0.658045287963275	0.854346814825539	0.672511458168242	0.617619689751986	1	0.786305229047115	0.721075336601531	0.409695333395891	0.696212769074674	0.455663841020397	0.861923883321084	0.492240346434903	0.885547574499079	0.656152484105746	0.90269842685571	0.736225184654511	0.757234423075761	0.553035311303821	0.84953626387043	0.738681511938375	0.61649889135181	0.646847151839019	0.6433218824846	0.638391812356651	0.725225036317032	0.726487068173217	0.305505534565191	0.701858918309354	0.516959678863303	0.625161057154885	0.582951200337727	0.760590158890268	0.87836347642859	0.733397159328701	0.842769406424074	0.598364492766208	0.856236854431875	0.50297401588265	0.691779286090545	0.581512882411372	0.766542175593748	0.903091312949278	0.720643834618028	0.522261586147124	0.736243333368692	0.410022543744937	0.221916993100944	0.313132717015215	0.775267041024825	0.752893143847398	0.79884289092063	0.822736273993214	0.546760451558122	0.397642602508548	0.679621352916093	0.786359762170873	0.881240435498566	0.789355560692101	0.158321759859872	0.324061840147554	0.493143273794221	0.781836641705996	0.559613774809314	0.647492895798469	0.729490234017996	0.763869828591944	-0.169767143906932	0.666110613533424	0.710706877919084	0.71146361241991	0.371153902182655	0.885690140181157	0.75096779725527	0.72108771898157	0.874074705595109	0.429676364391393	0.226367331340803	0.543714470928256	0.568631320769408	0.583536706845641	0.594240284796081	0.746873545529806	0.768859816330765	0.830754690653504	0.747371920722548	0.593255114653171	0.113303000342476	0.61806837453953	0.665493508555262	0.773672137812069	0.588252494695007	0.512372617989514	0.622521002760631	0.704712309570638	0.29889776423319	0.721775936958168	0.593456054897676	0.386806349595968	0.682471770646176	0.891744142218462	0.736388340651204	0.826649535037831	0.673439828508918	0.78881718251249	0.783893223668532	0.514970274926361	0.274573306156441	0.704288457627815	0.274626110293724	0.712175306996481	0.853743527367653	0.686991608350487	0.633952987975755	0.72660853413717	0.663683387152319	0.829303844627694	0.676878248889076	0.861081326701707	0.510914213104009	0.247068186219906	0.416441937769827	0.728955149709186	0.853025007188035
PILRA	0.821145386959964	0.595620554105405	0.760663731056377	0.668148543529564	0.711851702910641	0.273883461311508	0.151952361969623	0.345099186025419	0.195839126829137	0.325456644401449	0.636832960218761	0.43270237473161	0.61436423419079	0.128938627791401	0.143818819401161	0.185050676837569	0.706027383141194	0.578077852218508	0.493644341614068	0.215621872095817	0.476353064832206	0.244154334082027	0.301500075954373	0.598419925648026	0.240412775335311	0.253134988651399	0.786305229047115	1	0.346633862348188	0.254315257557514	0.336642202588426	0.109546444848805	0.623381447565081	0.590871069901979	0.711996241586438	0.465895923217089	0.618424924483483	0.716470806808983	0.649782391243653	0.775995148387122	0.543919795572821	0.498349745137827	0.249080191643474	0.512203248471944	0.240234018117547	0.253220485859732	0.783509948001625	0.455651260273634	0.71700096947604	0.661279629268462	0.697822288279109	0.613074545044095	0.826486054559119	0.491207092082726	0.663635887910341	0.858556584805632	0.524507071745703	0.534931086700336	0.791919499096142	0.754067068476109	0.360904364025151	0.735561683624364	0.41009957209037	0.654968643562184	0.684005688580237	0.0974984523114352	0.394798622017721	0.23259754215834	-0.0987520962484648	0.660589290618639	0.456200270295966	0.496427922665753	0.459699069213933	0.62302078879332	0.800016354961014	0.0392666940272083	0.402130711015017	0.487356289809008	0.772332722785804	0.530067297331451	-0.098157003370512	-0.0215400418529505	0.682610069889675	0.441112988530315	0.147217000765373	0.262795454794542	0.761732733624196	0.469216311166182	-0.0816044068166774	0.289921814087853	0.672231906894052	0.330682494446309	0.559910163990912	0.891373677775183	0.437194845464969	0.82683361163512	0.739069027736976	0.0497898617693193	0.597446178227524	0.811800524473471	0.173225699737615	0.690971045080423	0.233404723306419	0.406357806706315	0.417398414267331	0.511194326725082	0.609439792344816	0.708509884249094	0.139603218592378	0.222183896222474	0.603454036059696	0.723204086616952	0.2188348260593	0.665736206408211	0.218688330491091	0.509334753469044	0.632774046222232	0.451074575601121	0.160262085891719	0.635960315665054	0.564593315752852	0.593261132181591	0.73759780946124	0.718803794248902	0.857570591115518	0.698170424466221	0.48536092605324	0.0861172662986124	0.149554054654316	0.35040657783753	0.606386181425109	0.546445948038154	0.629886387790721	0.63025315968148	0.341980477377237	0.360884491916151	0.312973954835931	0.572805756181217	0.626668927013652	0.652556766159867	0.458967508759504	0.161695080188183	0.0151785191848221	0.657184722634372	0.743897468715289
NCSTN	-0.0820621305140674	0.841046814545601	0.489308592467868	0.449269552578787	-0.264865878547368	0.940417187307855	0.831756427422085	0.928219716301566	0.918243418652047	0.953617093327856	0.856363132372794	0.903872403120144	0.15897004513242	0.814475313812187	0.772667952554691	0.927358611971003	0.164286266509916	0.896567692401775	0.879179445659982	0.84896853612853	0.940150354011288	0.924048688116127	0.933439593485751	0.856518172148181	0.917773500041986	0.842411935522664	0.721075336601531	0.346633862348188	1	0.395888506221876	0.918404971347991	0.775042920110078	0.755747322960966	-0.0506631052599954	0.752009300438472	0.522036056072354	0.908721431231816	0.493164647002379	0.486630328489023	-0.0603762639826067	0.758061892058315	0.714208605026328	0.867888087402175	0.578387809045238	0.913286668553896	0.909580846925128	0.436602374002756	0.753150830062498	-0.244167556670489	0.326007111759535	0.040083288859113	0.32116865222954	-0.0115677010201212	0.793214170089724	0.671687410515273	0.200570723615372	0.885148517878953	0.38724100420002	0.693552151825496	-0.0912351820955538	0.870228722529891	0.109643757314828	0.936594889610015	0.798314601557329	0.37586460631073	0.866451667663216	0.92768768051036	0.490041263764242	0.527471948764099	-0.196677156822761	0.940215281419209	0.721290425092086	0.852302942400164	0.750835035134145	-0.0183517963058009	0.836904198906872	0.794313472022314	0.832889436019611	0.678295054498817	0.761646898233484	0.518854790613529	0.743422972741358	-0.0477574961735702	0.925880019752655	0.918557805451749	0.847664127743506	0.295470257877902	0.884081823933444	-0.143209144460232	0.925158034570047	0.394521371232271	0.863775515396066	-0.0681720013950373	0.569174154277443	0.927081114958331	0.146325867760814	0.813459706619109	0.741974128779576	-0.307103291452067	0.0518424825482864	0.924653868559572	0.349267148471134	0.855228367176413	0.913227863451114	0.910386725833477	0.845387171275951	0.466059941495466	0.124492882425788	0.0117092613709742	0.936089325375701	0.475747833797713	0.512022046260537	0.90350078668659	0.00171489878113367	0.898828965253911	0.523044284138788	-0.3430833764764	0.736559799867836	0.895360248620645	-0.161748295621352	0.621275081710434	0.888205797704944	0.371269740602756	0.522122191769399	0.274602387416556	0.688475079903331	0.821402314104896	0.85765000040235	0.169671640506079	0.915071196420668	-0.30185994567597	0.506018769542226	0.860518502742299	0.316065320918025	0.626440958255883	0.936899050174699	0.896024141652139	0.836567836402018	0.243387773795586	0.755523936506789	0.17818435333832	-0.0800500483243988	0.77434429462537	0.695404951499438	0.704010813370519
TREM1	-0.108618937562771	0.312348127029639	0.503211148962688	0.622712526672107	-0.149092805794877	0.408570206456761	0.655096487285362	0.448976753719857	0.473505430501604	0.559587280172639	0.534416620908538	0.624991807966481	0.505779391474041	0.625116515736193	0.735759916736937	0.20810009799996	0.440961451218872	0.371186703197675	0.612984895415623	0.425728418810451	0.527629747118067	0.481963471176458	0.455982275622498	0.302929188830652	0.369438573979016	0.663537572190549	0.409695333395891	0.254315257557514	0.395888506221876	1	0.519017688698438	0.696298803909733	0.456677366745034	-0.0779028422275153	0.290316161459986	0.682393686151419	0.370796870977462	0.177666099724581	0.550290584808265	-0.0366360868888597	0.364151522240513	0.305270099597964	0.496978792031401	0.0268582094156388	0.302641278024707	0.393272570647025	0.310145795655119	0.581918807297662	-0.184056864085064	0.0774618133010851	-0.213163740145558	0.506068471934056	-0.00165166595528744	0.729811695655048	0.356603324002049	0.0289167999218144	0.464060389620946	0.255008546607748	0.372354217984633	0.0983124851641585	0.361163040817433	0.362452125948428	0.36569759380344	0.453680853459253	0.158386738886983	0.492725906518234	0.551465791824524	0.170767751025939	0.42536479733927	-0.198480181855388	0.512819257821037	0.579858347057356	0.372326678435808	0.372746306887985	-0.131026840188121	0.482894815401331	0.522721955734098	0.544128390298418	0.0936705825130575	0.402184110603049	0.478227870592734	0.549620864373822	-0.05979972784753	0.557910767405127	0.475925657397776	0.31343839145711	0.140076370996819	0.422254023307062	-0.0138599708830696	0.516180292932089	0.229643126007582	0.633349859417216	0.0661372182198291	0.158639104170403	0.395646507728608	0.0780897966063188	0.419489656420744	0.118484719216969	-0.0273663751500208	0.0704617342072996	0.486887814172593	-0.0969397490920616	0.597124380688289	0.520203326145631	0.259606424420176	0.276057215752968	0.325562600896184	0.348369558529874	0.340930652148402	0.377300164238322	0.354433527157303	0.232196849657115	0.457116776277964	0.422040940415089	0.398020455188215	0.314753800073862	-0.123622577617173	0.125214239892133	0.436835134558486	0.0395252807302067	0.648127521961319	0.434391611093035	0.319386379722971	0.169195147973391	0.204217239568382	0.229997441615386	0.319535618605141	0.487620521164296	-0.0968535014475182	0.369643622393059	0.029516337925553	0.297208981436566	0.367342393409509	0.381041954763849	0.347375589998173	0.558048687999142	0.635340430177983	0.597622932227879	0.309495062530782	0.164894004732889	0.149405165999452	0.0904081075354672	0.547030287271124	0.392197047050522	0.458750376180254
CD163	-0.130615361248167	0.838666083003586	0.562449144089975	0.453951755174424	-0.323287586959469	0.972336697301647	0.858313000437932	0.970287845082889	0.904153866725386	0.942878267295059	0.847498625545132	0.946712285118424	0.18679980282634	0.819577022304613	0.872124397904551	0.886429994794607	0.171277520564803	0.905394517218137	0.899968464642013	0.724882218241109	0.939578459875729	0.95949612484036	0.867901404272635	0.825072589499809	0.933287447686661	0.909073052132273	0.696212769074674	0.336642202588426	0.918404971347991	0.519017688698438	1	0.841872298469479	0.755808274116832	-0.0266552314230365	0.736599571310247	0.631899299860502	0.862671280073434	0.53616346381341	0.58843714466104	-0.0903775181745285	0.792981505434422	0.752408776173556	0.893752053781776	0.585471783921484	0.942747531488144	0.957050221857166	0.387602056798152	0.780044127251809	-0.306429837219527	0.406365369287369	0.0270628052547987	0.414452391554982	-0.0232948479340328	0.81009650333468	0.725957285949264	0.148267692227117	0.886222227276175	0.398412443797341	0.703366001125208	-0.0449731997511562	0.911189431132401	0.114560242576473	0.856280422662426	0.825821106773568	0.431692168840687	0.924600512980084	0.914969819310124	0.437618603972363	0.67197437822468	-0.217910127980292	0.883591888403336	0.748722228398649	0.863931540313118	0.723377651497755	-0.0346252348574936	0.811986898428543	0.789144658530673	0.766315183948748	0.638233575487039	0.870501095980749	0.681372173066112	0.786431260623101	-0.0128273022860804	0.894811855342711	0.908238968327832	0.915904357695931	0.250576381717006	0.92207734307236	-0.175828835833886	0.893477979819785	0.453439959936114	0.917242063139488	-0.0922225847134052	0.473482260952475	0.908092273781604	0.129098757108084	0.803113073632667	0.785438764591819	-0.316417413218848	-4.16382131723181e-05	0.901270349761215	0.311267885565901	0.919009172741634	0.946650154456223	0.88751049045331	0.802586778441405	0.53768212509592	0.183292659783992	0.105695678775308	0.883232047826807	0.616349269867778	0.538651817764418	0.964679462095754	0.0610870294404795	0.900976385512659	0.583256957672704	-0.390444083977541	0.687687014782327	0.931385294952003	-0.16341835309249	0.649718611075226	0.881936847192026	0.400233366595197	0.396922537068736	0.211524462715641	0.564862209882078	0.804560946485203	0.875881857391632	0.240374045540291	0.904625844628507	-0.315548606599856	0.502816181337847	0.875357522786924	0.290992713986848	0.696229046293618	0.978031474929273	0.911805061851702	0.873108718623944	0.290908924574405	0.742568620077232	0.115248258713289	-0.136756349862503	0.831693051664383	0.657569773871802	0.654833129906831
