""	PTPRC	CD3D	SELL	CD3G	CD44	CD69	LAG3	CD6	ITGA4	CD7	KLRD1	PTGER4	CD226	IFITM1	S1PR4	CXCR4	DPP4	CD247	TNFRSF1B	CD2	ITGB1	CXCR6	CD8A	CD47	CD8B	F2R	CD96	ITGB2	SIGIRR	CCR5	CD27	CD46	C1QBP	TIGIT	SORL1	ADGRE5	ICOS	CCR6	IL2RG	KLRB1	CD4	PILRB	RACK1	HLA.DPB1	IGF2R	TSPAN14	CAP1	TNFRSF14	TNFRSF25	SPN	CLEC2D	RPSA	PTGER2	TRADD	RYK	JAML	TFRC	CD81	JMJD6	ATP5F1B	PLXND1	PTPRA	VSIR	SMAP1	LPP	CD74	STX4	LRP10	CANX	SLC16A1	CD63	LAMP1	APLP2	NCL	PTPRZ1
CXCR6	0.842774876282392	0.726630237501615	0.509123389623058	0.810535852284251	0.339982596510533	0.718723068927576	0.554117049970932	0.898060528979565	0.521483263284383	0.892638823727068	-0.0310258248987997	0.755268839890149	0.846903832872019	0.830644270462965	0.832679203509389	0.776970474351018	0.636981879115984	0.886457822488531	0.395764420397265	0.845327452566525	0.490588025480179	1	0.132376382384171	0.788446820177261	0.187339198544397	0.3971872345832	0.803153258897921	-0.10842010113856	0.694938939888158	0.630582641351483	0.833871468054993	0.322176217471099	0.0718112766036292	0.052160416141746	0.616742423195998	0.571258981216822	0.833585321506468	0.624340585934276	0.724009300854957	0.666087745669868	0.437242731717256	-0.32532735182934	0.576803650986345	0.215772977195159	0.162077520551022	0.363224733796373	0.0499988407873966	0.459129565217721	0.735631529975263	0.560201531131602	0.823648881872003	0.53175336017175	0.89961191407076	0.726051429707581	-0.172876510362698	0.752855596816326	-0.350918189614979	-0.0252213581129926	-0.0575031312151443	0.227817975949229	-0.124682657679622	0.162704500306487	0.214307445801869	0.199073109206204	-0.28039956414224	-0.131409766332981	-0.28002999630189	0.117162394138698	-0.114853047845482	-0.224550097022549	-0.280591990503318	-0.0311358500862417	-0.261041020739596	0.0635008706968756	-0.272733045526352
CD8A	0.20050930647646	-0.093505068167549	-0.287489038665193	0.140361721561432	-0.199152753499539	0.208106979260746	0.731658121121787	0.0524821289782136	0.497642613614064	0.243655084115461	0.850214329112712	-0.174690100704927	0.193400798607525	-0.189663556545059	-0.151310999226751	0.254202786474298	-0.233647410860326	0.125469032597745	0.281310955048783	0.164144952113174	0.024751603064369	0.132376382384171	1	-0.0336497792472853	0.942087181949299	0.63009738231538	0.315873947951708	0.0619791363577754	0.308471695481837	0.0813504071631202	0.0449227007887249	-0.0251700460137386	-0.558018466523353	0.72021778028279	-0.0800825110737607	0.346279174095257	-0.179373148686622	-0.287277157482025	0.0708115232573172	-0.26404751849856	-0.284410893775956	0.412199934787209	-0.392557126828066	0.00360558702789577	-0.295192577230291	0.0898209398871325	-0.359665331231024	-0.089165627790784	-0.141021893425649	0.0603844241464939	0.149577758762425	-0.425593782291051	-0.00696945076687307	-0.253191336228851	-0.23762933397292	0.135322956555402	-0.38024135601825	-0.276704158412492	0.123872169011783	-0.437853842521135	-0.176041717397244	-0.189270432545482	-0.0807628326108071	-0.604099151283886	-0.330327090606228	-0.0281609012180286	-0.136673430019003	-0.392623894263451	-0.323622234261022	-0.322777054978595	-0.380401683698388	-0.0753117778043065	-0.278557428030788	-0.353033676082127	-0.25316611117924
CD47	0.88575766345005	0.839427631339324	0.686050756073257	0.865953207331363	0.693574747590685	0.761832411590689	0.449236737027136	0.827257754621065	0.62898710330083	0.849212882746004	-0.17530734060874	0.905111850203505	0.824408975515393	0.855284471505933	0.858127609204926	0.796266795272407	0.77911102835879	0.888754745209054	0.609165870965855	0.879144870570372	0.828496380936761	0.788446820177261	-0.0336497792472853	1	0.0119149153851753	0.358717764765457	0.828134021915054	0.211773097437086	0.764637064103049	0.6800495952512	0.88325661319581	0.717106880582213	0.358029916632935	-0.0575655506821361	0.788642856377684	0.690060356883733	0.841663025133802	0.749102418235106	0.80241305770735	0.819984822325734	0.763361687476784	-0.194781226183178	0.861199916171447	0.474062718473	0.601793831824227	0.642108197760642	0.483501918178272	0.809784650241743	0.861834789508056	0.673862526748883	0.850399919185283	0.80717918566176	0.898288362842285	0.867433562425859	0.114939867643333	0.743565639938455	-0.0394482049071076	0.437195116326261	0.152104422150388	0.564865301660725	0.259644494207073	0.502120721270633	0.615980280943436	0.602275938213445	0.196978656024146	0.205918557317403	0.174908738649467	0.553008588018499	0.285385916897417	0.0835580378259717	0.124489545945207	0.260463316543796	0.134366692672238	0.388367782407877	0.0614406375003001
CD8B	0.206908222184493	-0.0514908313626977	-0.33593601051178	0.196625786189332	-0.17836125787561	0.348907355395593	0.814839861987512	0.148585693983268	0.53035578742851	0.284311551362809	0.824202053760869	-0.113227638840471	0.14537521978948	-0.116695652050269	-0.109528519693453	0.290831765508278	-0.270199392791599	0.161110431364996	0.296948931248925	0.194674606896489	0.0737790226366036	0.187339198544397	0.942087181949299	0.0119149153851753	1	0.746269192551396	0.287294751432797	-0.0240060241568808	0.425326357546623	0.00543102295496679	0.0746266583547195	0.00974797081184046	-0.523622599102251	0.736047253343983	-0.0764086245291754	0.415873368172254	-0.147852010776597	-0.334853423108098	0.0885161618088731	-0.270760578875862	-0.281641984903151	0.214972836664231	-0.368029710141371	-0.0242241795759724	-0.27608860493872	0.0686580975245411	-0.396563572876941	-0.0846041818226677	-0.129663334848197	0.053833080733678	0.132119369999619	-0.382765434616075	0.017908968216333	-0.274259498658166	-0.245288811798646	0.0882166229571345	-0.338128225292773	-0.289580075609372	0.261364426189426	-0.392668575812964	-0.182722391617574	-0.161586443525906	-0.146129411199998	-0.546754547681872	-0.342291676976608	-0.101200566897684	-0.180273337509682	-0.308101323904573	-0.319701502053548	-0.294739322472083	-0.387062096467323	-0.0322942577579575	-0.29717512922679	-0.256520499802468	-0.229414487709578
F2R	0.423515908752386	0.224282599872201	-0.112823206100845	0.441660642892347	0.121639501512196	0.603932014812061	0.659655426663915	0.484022719404633	0.690573097717482	0.46977243452278	0.684667088690991	0.261328730251706	0.287918421881084	0.220062449265412	0.179720080673042	0.488496092528214	-0.0253408020515996	0.363864267416031	0.520934605853863	0.385256170412233	0.422551060973434	0.3971872345832	0.63009738231538	0.358717764765457	0.746269192551396	1	0.394083291984259	0.0232888308175239	0.635070792866642	0.248953775617345	0.299641748550591	0.373162608335172	-0.246448928383582	0.575816829151898	0.260062500563674	0.639383735235786	0.183121327190603	-0.13020535910863	0.30631045516003	0.00254377180184182	-0.0165060727162501	0.237001166905441	-0.0221648028121191	0.139157132534273	0.074112098782562	0.342698823340496	-0.150934692180074	0.224757506812122	0.1473529340754	0.363902580558583	0.37412286578249	-0.0715588576808457	0.247271538564175	-0.0290880691391394	-0.0297155341522015	0.249417065261656	-0.145212478542513	-0.0244538756509967	0.505803385974588	-0.0409528175641585	0.0466591149029005	0.236561451301259	0.00465726799618183	-0.161075120189456	-0.0160167574872451	-0.00413192048710352	0.0739138583882117	0.164166465425501	-0.143846349215057	-0.0167155722335287	-0.208560987179224	0.118350862758334	-0.123805988102367	0.0447916852169339	0.0626971411999633
CD96	0.958555597721498	0.858496890103588	0.707541620666943	0.92452787988953	0.371566421131845	0.770487704383685	0.602401903133846	0.809233761523564	0.73816323641791	0.948355488035526	0.109136866270946	0.833356125215721	0.894157641499402	0.786411645448164	0.848177473830893	0.838751460451283	0.760481135665377	0.943736268394488	0.590581023000128	0.948770983362487	0.559475199857905	0.803153258897921	0.315873947951708	0.828134021915054	0.287294751432797	0.394083291984259	1	0.0406004458164288	0.785537349218066	0.636182434889103	0.910086467192821	0.391510345350872	0.0540322661434602	0.1844789029511	0.589853809874885	0.741344764725027	0.770068495681194	0.75721204056144	0.884383939279683	0.808179044659437	0.567438947214668	-0.0682056688720692	0.631208687592513	0.421472176123449	0.250948441445581	0.436237597166673	0.135011129909293	0.67171763752451	0.859466720555916	0.71647717993718	0.920377576598247	0.572172815011273	0.909630002640825	0.813816505574339	-0.204399512992217	0.839492610718764	-0.448092443286848	0.0196037984068463	-0.169316398177601	0.187427375086744	-0.0363527044683497	0.132070624234675	0.510413335761054	0.242375874032775	-0.192349002805386	0.0590923324041099	-0.133507398343088	0.135790914445041	-0.150199619548243	-0.297931103504597	-0.308283196063854	-0.101990464098432	-0.266062949676355	-0.0192704306149041	-0.322096689436713
ITGB2	0.136282358031166	-0.0271732927819591	0.0325153361615991	-0.00567372713555975	0.633299225793488	0.020196593864238	-0.0441087475274541	-0.0727829433293741	0.28933616850096	-0.0386982193342366	0.138640488231275	0.0634711012865129	0.0716394620981471	-0.0651182054092955	-0.059914978070634	0.144992350849211	0.07167205639173	-0.0359663316836261	0.635771644716756	-0.00396026925440726	0.636770733979297	-0.10842010113856	0.0619791363577754	0.211773097437086	-0.0240060241568808	0.0232888308175239	0.0406004458164288	1	0.190547486445608	0.313233206873149	0.0285849855822747	0.341142495632571	-0.0667930805072915	-0.0423955308849577	0.571509389614441	0.125376894937953	0.0189680232933869	-0.004550660524134	0.0106687560815992	0.00486062293552121	0.560479910843757	0.375167366803493	0.11355325378786	0.601576465898864	0.6152461493014	0.778779395577391	0.58624441137007	0.553576119066527	0.0315532100780458	0.159596626987357	0.108428392392556	0.11914110938932	-0.0166060062817041	0.0766837695927077	-0.00484123110215926	0.194040868695853	0.0904963227296655	0.552106080758618	0.142832498838739	0.232166768040044	0.820630328838198	0.083743352933465	0.723166461653965	0.14162826429212	0.472091879761236	0.856235699071581	0.454871906679085	0.28286021960479	0.65427504544236	-0.0961545037684526	0.490325636502372	0.789407885335409	0.789085032081798	0.147541735091781	0.0647523789504905
SIGIRR	0.812240662659066	0.687902592219721	0.442344512492399	0.807943012103178	0.513543424355312	0.93858855336211	0.618138090752438	0.746475999367954	0.728888024536947	0.793574376763968	0.329748533123976	0.754371851495825	0.628156235993395	0.625854416953904	0.667747663866353	0.868867827685867	0.456280000177822	0.760584186737663	0.697898824015042	0.75922571361332	0.691761335976172	0.694938939888158	0.308471695481837	0.764637064103049	0.425326357546623	0.635070792866642	0.785537349218066	0.190547486445608	1	0.405705046460397	0.749178500409472	0.38176902824203	0.00974553994144114	0.0969475122454201	0.574395181378663	0.738626759649965	0.659677686420349	0.441879693469997	0.667419522862597	0.578176905451153	0.512894527518154	-0.161232085641191	0.51542681026211	0.447745239607949	0.287603549409117	0.527445599581298	0.154049725190859	0.717622207284666	0.734362294100576	0.527493814290787	0.697307149755739	0.51491679855532	0.762724107071582	0.572951667630382	-0.317849997817782	0.731319155853536	-0.32872858643647	0.11066039016104	0.146792293222983	0.244284113302713	0.13481788234314	0.0868959396883626	0.434403474314156	0.273883384115965	-0.115208032827772	0.120965845914505	-0.0377414509359719	0.220830438648762	-0.0196400224970109	-0.303451717697311	-0.161758551446821	0.188604826622893	-0.0745527592413896	0.144819088239484	-0.241161752357997
CCR5	0.690816071194988	0.527891818941496	0.380945459224229	0.628611638895326	0.390094255625545	0.453898830936033	0.33576502106408	0.623241107834963	0.550425303832047	0.666128359110256	-0.039402266488301	0.603839560891262	0.753270365413109	0.665912192205118	0.551798643950079	0.645261658587792	0.676880601016056	0.6443334311157	0.503806945697125	0.690932945151333	0.591103884093939	0.630582641351483	0.0813504071631202	0.6800495952512	0.00543102295496679	0.248953775617345	0.636182434889103	0.313233206873149	0.405705046460397	1	0.705232904284295	0.451235894665163	-0.0347093140019205	0.0960919300504215	0.77159016925631	0.607906551280787	0.690300387765729	0.50066130368535	0.609917339958375	0.548639541553465	0.522285501298881	0.00238261673894014	0.461227555027171	0.403848967959222	0.365561442786694	0.592993271537274	0.265886759133736	0.472377532727891	0.540935861386141	0.716067318388817	0.784783137646505	0.373122923641879	0.638909763995725	0.573737158705879	0.0547031468078675	0.623675019039243	-0.266417966382684	0.135506981688996	-0.0292409341350402	0.163888462043275	0.211413050127731	0.187217698811711	0.521739134229897	0.130808043774949	-0.0102174964962742	0.280331680786608	-0.110836568829318	0.178766538436477	0.102058499149122	-0.116605352656717	-0.0835324775261788	0.14514245350505	0.0465449967011985	0.0387926863859382	-0.165743499090612
CD27	0.92429992144347	0.894491340499545	0.699213668545205	0.954322039335418	0.41897277486651	0.806813642013104	0.503793131433589	0.856643826475362	0.642462575419162	0.921604586270542	-0.111298265092894	0.917364083018647	0.891265248922963	0.918616594296534	0.881212120663705	0.852652305288052	0.812856138608528	0.936512873430839	0.562701214328749	0.967194022884621	0.629425914455681	0.833871468054993	0.0449227007887249	0.88325661319581	0.0746266583547195	0.299641748550591	0.910086467192821	0.0285849855822747	0.749178500409472	0.705232904284295	1	0.488942465759001	0.203308190530282	0.0321011374220038	0.709251095155411	0.786673167425519	0.897023432510337	0.778473412746317	0.876596129065344	0.85483770439515	0.625740879229701	-0.309762365659313	0.742876037006293	0.512386831210832	0.343890298190894	0.460053896456668	0.235104953981546	0.674156682196726	0.875518610499555	0.741556156229602	0.904625700997045	0.689653722595327	0.932260102090126	0.857978174008119	-0.0632621404422199	0.824315668494872	-0.344735752263075	0.111019395017004	-0.0759495255221232	0.324199796492017	-0.0150583374600736	0.205595223747687	0.508071787810811	0.426595205867873	-0.152685241108403	0.0845105893094763	-0.166509001028826	0.289178850884265	-0.0555614730800053	-0.1769022517753	-0.214920340312027	-0.0609151700642244	-0.200637285327669	0.137991810120287	-0.249827471397065
CD46	0.458604697521288	0.446074666055863	0.321648086984231	0.479028506664463	0.656587014522869	0.359421693254949	0.305006863728802	0.377111153657757	0.447163787458379	0.409562788453112	-0.138717737308934	0.491605083713867	0.429491325390262	0.468299781360098	0.389933561227432	0.366042801051969	0.422839465608225	0.43131445190936	0.525436516025326	0.477410853449305	0.81123716797539	0.322176217471099	-0.0251700460137386	0.717106880582213	0.00974797081184046	0.373162608335172	0.391510345350872	0.341142495632571	0.38176902824203	0.451235894665163	0.488942465759001	1	0.523745047202809	0.110308824011637	0.636396493984529	0.542585445579456	0.393171680954899	0.35442862959339	0.440015918568781	0.3965449748289	0.551683670271794	0.1173784838009	0.647803702075815	0.495007886167441	0.768373688191713	0.646348089249625	0.682470042471384	0.57243449517338	0.381608114825082	0.438195222195901	0.446801655955282	0.5670392096688	0.384466280060601	0.451868702140237	0.667269264554025	0.303702126565377	0.477591262000487	0.784092448634481	0.584432798876553	0.706734656298355	0.467932829010851	0.866153857539409	0.509554944649129	0.651832949923431	0.636151385803545	0.415627848912715	0.629741158903103	0.847740221576533	0.604217879785902	0.606842948708703	0.529753362064832	0.455468562958807	0.483549591761864	0.655988141587806	0.608623651750119
C1QBP	0.0752462976370182	0.323865218948409	0.411212328883271	0.165378624524406	0.515380151696359	0.0247399568749043	-0.278024640103003	0.0918741062961039	-0.194069093468854	0.0597558903640892	-0.573598393010736	0.318016880788023	0.0447531131839906	0.301980138384119	0.299166291405806	-0.033140791977903	0.347187696704429	0.143161500658243	-0.0516407999663123	0.129961277769343	0.300672703976601	0.0718112766036292	-0.558018466523353	0.358029916632935	-0.523622599102251	-0.246448928383582	0.0540322661434602	-0.0667930805072915	0.00974553994144114	-0.0347093140019205	0.203308190530282	0.523745047202809	1	-0.392180712062118	0.151296028239407	0.0240804165251124	0.217900360462778	0.413380148260406	0.170059419980444	0.396231022267164	0.347499007198944	-0.160379083904045	0.720751147215429	0.121117367339663	0.454064942775912	0.011731334539383	0.729760208405281	0.294108983886232	0.313838775402263	0.0570680307731133	0.0379538844611688	0.744211489070965	0.201473822365637	0.435531966691902	0.683123889416942	0.0406297278491013	0.710908766671004	0.622400605856694	0.367980877278502	0.912991541225955	0.109347666076492	0.664160382194481	0.146899331067194	0.850196580452975	0.393349751217452	-0.000206519306006894	0.550399193085242	0.660261840846195	0.52016555185013	0.677117393852333	0.62321150633542	0.164356599538139	0.317575296323349	0.856292945518699	0.484479675872659
TIGIT	0.163903199442867	0.0576989594738445	-0.190957425800072	0.20767438740455	-0.238935881279849	0.0460026347260694	0.613312314781643	0.133195094851603	0.569879116218311	0.238483459021645	0.500258004212966	-0.10296874068458	0.125657661364107	0.00289521611297318	-0.0716130069658289	-0.0441669921358693	-0.0505728933656239	0.133821538223514	0.336379508862326	0.2007819224326	0.0378370954594131	0.052160416141746	0.72021778028279	-0.0575655506821361	0.736047253343983	0.575816829151898	0.1844789029511	-0.0423955308849577	0.0969475122454201	0.0960919300504215	0.0321011374220038	0.110308824011637	-0.392180712062118	1	-0.0314873169326123	0.476820933209981	-0.233850041545993	-0.203557564258818	0.235220108905807	-0.183938153086996	-0.126230793742097	0.293561168345398	-0.359413117406541	-0.0137061520162752	-0.0270681733574644	0.0288560203698969	-0.328825327160683	-0.0892349008161745	-0.244839178555498	0.339752255296138	0.164119542174034	-0.403258902719635	-0.129579379295444	-0.252859111635903	0.0661003177734692	-0.187066712345715	-0.243451881621291	-0.293481868284929	0.208227851997996	-0.349308464549632	-0.0623925389445273	0.0143710039445211	-0.0614341600353868	-0.483024719848605	-0.147024344758403	-0.00757090671569206	-0.0549624117843649	-0.0727145555243851	-0.209498456339309	-0.125365518977839	-0.335275033457393	-0.0412486429973827	-0.186934979392455	-0.262926570853539	-0.15052224154553
SORL1	0.743312269330534	0.629987504305583	0.507680532217894	0.662421352450033	0.680000903388685	0.526488714223776	0.247916255176287	0.659476438986661	0.627849050768888	0.64211972939024	-0.107594538906902	0.717497770694618	0.67737112323458	0.714705232246645	0.6494671583433	0.634976002500392	0.650420804429182	0.646059639145329	0.783580623470627	0.678244601527875	0.864604025307606	0.616742423195998	-0.0800825110737607	0.788642856377684	-0.0764086245291754	0.260062500563674	0.589853809874885	0.571509389614441	0.574395181378663	0.77159016925631	0.709251095155411	0.636396493984529	0.151296028239407	-0.0314873169326123	1	0.617229284753074	0.750333434080439	0.558538837745463	0.636933057765215	0.607574776971384	0.802383247383688	0.00464807825033404	0.614860624534361	0.736412903715371	0.71772910581514	0.866089257469047	0.518804371936164	0.749712377310493	0.614028371462849	0.720533297860479	0.749618560446927	0.551458160188063	0.652638667987761	0.656591712759848	0.0818565416243387	0.663812936465841	-0.116634772647849	0.439363836984309	0.0921467666518052	0.421979549595001	0.565740375336329	0.33510155767236	0.740533086568522	0.436145521620365	0.285625382318967	0.603014738102927	0.153892551581149	0.505326123133071	0.385263428438947	-0.0690466188129627	0.156625945252932	0.46721430073696	0.376447531458514	0.250104087008093	-0.0292196177086199
ADGRE5	0.776785901236941	0.714122828224528	0.390002384144351	0.86019360681616	0.328062519568671	0.759423193769378	0.660466049855546	0.706379498755375	0.843568884300857	0.782032112115993	0.264292105275994	0.711808419647907	0.659096766327959	0.707099954167664	0.589617056444332	0.699773965638157	0.564786152224891	0.725648017529306	0.744569838189428	0.819811315482532	0.653195130977662	0.571258981216822	0.346279174095257	0.690060356883733	0.415873368172254	0.639383735235786	0.741344764725027	0.125376894937953	0.738626759649965	0.607906551280787	0.786673167425519	0.542585445579456	0.0240804165251124	0.476820933209981	0.617229284753074	1	0.609046758644651	0.408602372786838	0.75903582348763	0.541985270479836	0.464032310073634	-0.0507763122594364	0.423712371049683	0.527390354569236	0.366068127113944	0.472929004910898	0.123912147768953	0.580704581028546	0.548410495759153	0.805394315276101	0.738384386022182	0.373290742138817	0.601132151413167	0.475427272532814	0.0474356133531012	0.52906493691434	-0.298932719270968	0.0572160222265541	0.252910632033539	0.181540991579108	0.0775086606135277	0.224220706482977	0.42383991171982	0.22274717748942	-0.0744151151318829	0.166187521259819	-0.0273618843216649	0.348772234173195	-0.0568164292647358	-0.118780732079042	-0.220495643944264	0.0544854178619701	-0.123459517400357	0.12457956881172	-0.182209372023746
ICOS	0.844916673705247	0.803353459139374	0.672121553207264	0.822923315983629	0.42338011439714	0.73937543599637	0.275109182653148	0.85421461605081	0.479151669904583	0.809378815300104	-0.208319543252616	0.906616978621814	0.822512608739041	0.903945313216955	0.883921059110701	0.824177409861309	0.753407694067605	0.850045677824415	0.469487636751496	0.846684561495259	0.575511645889135	0.833585321506468	-0.179373148686622	0.841663025133802	-0.147852010776597	0.183121327190603	0.770068495681194	0.0189680232933869	0.659677686420349	0.690300387765729	0.897023432510337	0.393171680954899	0.217900360462778	-0.233850041545993	0.750333434080439	0.609046758644651	1	0.746782845168896	0.744742291542034	0.813732625530363	0.608036942612814	-0.307759644918699	0.737202940863887	0.462331214405558	0.322113547546557	0.470495159662663	0.238984964682659	0.628519457294412	0.854845599645789	0.67753890894035	0.84969689365938	0.69040061841821	0.915258083087268	0.844472959565952	-0.106219651508187	0.830320458767855	-0.309439982559252	0.111823134777158	-0.120796431417683	0.339812350986341	0.0169604664746514	0.171815345905294	0.443759775622591	0.473958862777452	-0.116318358518884	0.0627800633353909	-0.205485118880087	0.281051123901195	-0.0443505462637852	-0.168759199910158	-0.178358638693731	-0.0214651363016034	-0.150313592319518	0.152732753274764	-0.230144100520092
CCR6	0.78327038609953	0.900471379123891	0.970547922024415	0.758620321011864	0.461980702223648	0.431694744211954	0.078116955606586	0.651695684989393	0.394454763543711	0.744695927509742	-0.479696366452726	0.830290121763565	0.730626928159731	0.826787908480997	0.90128304306185	0.493893353145915	0.942532164064936	0.80748478065137	0.356687788612705	0.779123400177477	0.446024828070147	0.624340585934276	-0.287277157482025	0.749102418235106	-0.334853423108098	-0.13020535910863	0.75721204056144	-0.004550660524134	0.441879693469997	0.50066130368535	0.778473412746317	0.35442862959339	0.413380148260406	-0.203557564258818	0.558538837745463	0.408602372786838	0.746782845168896	1	0.85673368117533	0.974496730283887	0.75110646344482	-0.209659707910809	0.83529289914793	0.351412888177236	0.458905976380637	0.294585215872567	0.355686428499711	0.679223255160353	0.896822269821982	0.665506590124293	0.784779550905301	0.790905795524714	0.824859477949999	0.961359601527806	-0.0227073751703556	0.662048096412175	-0.203302685578726	0.185004472017818	-0.385449830694976	0.421907523368589	0.0934278416567194	0.255868277057967	0.564609657384986	0.579924102162518	0.0712561896467138	0.0852656659643463	0.00925331020391004	0.351816805705276	0.0675399723471356	-0.0898809606241748	-0.054375242290643	-0.0999111095987792	-0.0685780949030844	0.114349630766618	-0.154573435038201
IL2RG	0.931606035140853	0.957061473391135	0.838555880526846	0.939638881518266	0.396857897384534	0.655725734413615	0.44441944103165	0.817698670513157	0.763551983714702	0.92849526845079	-0.12614502125985	0.874138723714458	0.833853962239854	0.890703124952798	0.897901884696126	0.646675087198802	0.899029483717398	0.92268401733125	0.615894799554333	0.934955377809427	0.568263788821192	0.724009300854957	0.0708115232573172	0.80241305770735	0.0885161618088731	0.30631045516003	0.884383939279683	0.0106687560815992	0.667419522862597	0.609917339958375	0.876596129065344	0.440015918568781	0.170059419980444	0.235220108905807	0.636933057765215	0.75903582348763	0.744742291542034	0.85673368117533	1	0.897585095080301	0.705376851512801	-0.136452631911473	0.683218535861214	0.41985318573678	0.439906799083477	0.39282359422724	0.18304673576357	0.710673179229088	0.849132100063506	0.878371151315531	0.925786841946837	0.624933042144078	0.838144120158346	0.837776418821535	-0.07087532396617	0.672769341620356	-0.380389285251256	0.0306475335843329	-0.18870945745573	0.251535586947229	0.0834651127092901	0.222008848866735	0.559986174797756	0.363916104378353	-0.0445591357949488	0.0976834778982055	-0.0834282461570815	0.330835526200533	-0.0698136915970986	-0.206976626435587	-0.254018127359404	-0.0729711771877756	-0.178317121636833	0.0182986071879728	-0.268849492566605
KLRB1	0.842288643201033	0.950894846823863	0.950904617539907	0.846834640228384	0.492809857041913	0.590203902193153	0.14869769087747	0.736500329426003	0.485235286142179	0.806605329469361	-0.401843630974039	0.918759048237624	0.756940219366542	0.886227886372072	0.932940110947256	0.612589876889221	0.948080144950322	0.859452100402755	0.439983918872619	0.844727607321769	0.526932817531877	0.666087745669868	-0.26404751849856	0.819984822325734	-0.270760578875862	0.00254377180184182	0.808179044659437	0.00486062293552121	0.578176905451153	0.548639541553465	0.85483770439515	0.3965449748289	0.396231022267164	-0.183938153086996	0.607574776971384	0.541985270479836	0.813732625530363	0.974496730283887	0.897585095080301	1	0.766951179458723	-0.261493687605009	0.860161714175646	0.402091108823129	0.467237964784515	0.345818601138146	0.347094150624104	0.743958172507617	0.951301506350569	0.729309468342193	0.831354604855929	0.820682701059877	0.878010113482414	0.966126823220405	-0.0529021897443825	0.709149706640977	-0.232640539704297	0.172534714033667	-0.291922407837233	0.434952234800908	0.0997205371141189	0.252242003070613	0.583923813976499	0.602757635549534	0.0426002429785449	0.0863474315178418	-0.0110257468386668	0.386383114600425	0.0398085450604202	-0.109291251393338	-0.0865008682511689	-0.0820865911710353	-0.0943742860672367	0.155183417427603	-0.174494585148802
CD4	0.692586569218661	0.739229318087942	0.755806809502862	0.633394621445818	0.801160038108714	0.415688356926412	0.0678813812062567	0.556116232732354	0.521805765080691	0.57327171178081	-0.381708037751132	0.754249870572967	0.57115869689669	0.68438017602146	0.716849445467984	0.440710979975922	0.784557249020262	0.638477101022003	0.702761958782823	0.62867584678699	0.802889121479761	0.437242731717256	-0.284410893775956	0.763361687476784	-0.281641984903151	-0.0165060727162501	0.567438947214668	0.560479910843757	0.512894527518154	0.522285501298881	0.625740879229701	0.551683670271794	0.347499007198944	-0.126230793742097	0.802383247383688	0.464032310073634	0.608036942612814	0.75110646344482	0.705376851512801	0.766951179458723	1	-0.0861160831519577	0.759171042292941	0.599610671402302	0.836201239237108	0.70808841245643	0.637584757471513	0.913694191537689	0.699611908590225	0.659302991725772	0.660940003692869	0.747200669634489	0.628918641233559	0.788389769863584	0.0355166643152089	0.514644077116409	-0.0206159002451654	0.501694813365452	-0.0763581278112506	0.543488721820546	0.620252817312215	0.32977614403122	0.868833650358507	0.625318352099961	0.404223911494204	0.542929025151558	0.315371139317071	0.597353741068206	0.533927220021758	-0.0548812366333898	0.309807996512066	0.515392807148805	0.489569472774574	0.295477240701448	-0.0370591847509772
PILRB	-0.0901021219277171	-0.252106982640952	-0.107719835274252	-0.241492868160973	0.0411492412363001	-0.289328610687217	-0.149200169121581	-0.278196304031949	0.199681607464306	-0.195104192356986	0.512385495184869	-0.287013255706746	-0.152271358078554	-0.385667599679285	-0.287130972988331	-0.166699731558522	-0.199652193925377	-0.258197494217054	0.239806479623416	-0.238670489902565	0.0475517046033137	-0.32532735182934	0.412199934787209	-0.194781226183178	0.214972836664231	0.237001166905441	-0.0682056688720692	0.375167366803493	-0.161232085641191	0.00238261673894014	-0.309762365659313	0.1173784838009	-0.160379083904045	0.293561168345398	0.00464807825033404	-0.0507763122594364	-0.307759644918699	-0.209659707910809	-0.136452631911473	-0.261493687605009	-0.0861160831519577	1	-0.26022086810853	0.122187760554872	0.107281695903277	0.24774114072225	0.128188110943677	0.0380297676405333	-0.228143410174891	0.0847803285080088	-0.0375897416978592	-0.311136835371964	-0.318687143334752	-0.256855639772846	0.141651773434493	-0.0330823405474513	0.0804481444929626	0.166015238867504	0.123967770132843	-0.0916541542386404	0.314375705617318	0.145674085872122	0.153454062921753	-0.220860243063595	0.349324933126117	0.349570938306294	0.478350120812682	0.0129331917841809	0.0954242987016582	0.0852413591628042	0.152238115953533	0.170057506920254	0.266051119842716	-0.1139309660111	0.211625145802314
