""	NRCAM	CHL1	TNFRSF11B	ITGA2	SDC2	THY1	LRP6	EGFR	LRP4	ITGB8	C1QBP	CAV1	GPR37	CD9	GPR37L1	TFRC	LRP1	RIPK1	LDLR	SCARB1	CNR1	TNFRSF12A	TNFRSF1A	SORT1	FZD3	LRP5	MRC2	FGFR1	LSR	ADORA1	ERBB2	SDC1	TSPAN5	FZD6	CD81	MET	MTTP	RAMP1	ADCY8	PTPRK	TSPAN12	ITGA6	SDC3	CADM1	CD47	LRP8	COLEC12	EDNRB	IGF1R	NOTCH1	SDC4	SLC16A1	AQP1	CD44	CD46	VASN	IL17RC	NOTCH2	ITGB1	RYK	NCSTN	MYLK	F3	NRP1	ADGRV1	TNFRSF19	VANGL2	ADCY9	ABCA1	FZD7	TSPAN10	ANTXR1	MCAM	FZD8	PTK7	TNFRSF10B	FZD5	SORL1	LPP	RACK1	MCFD2	CXADR	NOTCH3	NOTCH4	PLPP6	ITGB4	ATP5F1B	FZD1	SLC1A5	AMFR	APLP2	CANX	INSR	CD63	PLXNB1	RPSA	ERBB4	MUC1	OPRK1	RAMP2	ADCYAP1R1	PLXNA4	PRTG	PLXNA3	KCND2	KCNJ10	APLP1	GPC1	ITGAV	PTPRS	CAP1	PLXNA2	CELSR2	IGF2R	LIFR	CD82	TRAF2	PLXNA1	SMAD3	ITGB5	CD99L2	PLXNB2	NRP2	GPNMB	TGFBR3	SMAP1	PTPRA	JMJD6	DAG1	LRP10	UNC5B	STX4	KCNN4	PLXND1	ITGA5	SIRPA	PILRB	STX3	F2R	IL6R	PTPRJ	SLC16A7	SEMA4C	ACKR3	RXRA	AXL	TLR4	TRADD	TSPAN14	TNFRSF21	LAMP1	PLXDC2	CD68	ADGRE5	FAS	ERAP1	TNFRSF14	MERTK	ENG	CD74	CXCR4	CLEC2D
CNR1	0.945276668729906	0.952279638786455	0.820234117973337	0.849884968862555	0.800424516035677	0.697987549094955	0.912190018395101	0.931982779004359	0.777933434074651	0.909754007355375	0.789042371834843	0.446066694203566	0.917898258373425	0.817030914192567	0.918702496571506	0.766305175326055	0.948515354363994	0.940495869508565	0.918831662813833	0.695196245740007	1	0.709724476241493	0.897394360694777	0.909688347751655	0.97895155360796	0.918960183691737	0.943214986737989	0.87312932002146	0.683919436746301	0.87033783419397	0.714833711328739	0.675936157313911	0.876435660270394	0.89260300408283	0.850663170272812	0.557352531758513	0.930225508532046	0.797147674462032	0.563134149654635	0.692161451654633	0.93940430082937	0.814421012643267	0.933743367565186	0.879554698388793	0.871779853566228	0.9433482561507	0.893899535278501	0.934264165200925	0.855118776222878	0.913129543689303	0.603360748235569	0.807134460880701	0.868234343840347	0.919575917856396	0.878032767810231	0.493070825888407	0.741489863988873	0.908909586896741	0.84831297066675	0.897905453974847	0.861937626437213	0.897204711924849	0.955750900294764	0.809919510006872	0.874017518053062	0.924498819902823	0.906901879043052	0.90280798044453	0.667642785903358	0.802946032631736	0.516117551880398	0.931883702168471	0.719742582750893	0.895040294485264	0.734811389462766	0.912705119550095	0.933475043972776	0.581109073908274	0.926702436335671	0.754288488715474	0.856472108750106	0.890693860843927	0.638240398725102	0.693058163494577	0.537655367485623	0.891663851531526	0.818188239213229	0.852121413686089	0.562719178584363	0.847120436605829	0.930150943007354	0.959215185909368	0.604839503304549	0.850971359007749	0.912185447165004	0.761692107260251	0.90873858642576	0.808502147309324	0.928490576016005	0.752901107402219	0.695770855446372	0.712592908296629	0.898526929934488	0.850119019014639	0.669618298734361	0.916786201461666	0.803702907433453	0.803919242837076	0.947264834033407	0.820342005116778	0.825747357674565	0.672217407052373	0.955122412642601	0.836834519162417	0.941418345733221	0.768436207507157	0.622690761758762	0.817661784488272	0.875789979609422	0.729203609504724	0.925299240573461	0.813490662436544	0.966481583024508	0.347539274462106	0.550175144789797	0.917088210739851	0.94293948578586	0.767748649284066	0.963894145279872	0.902402320561921	0.306942843466061	0.792180355319539	0.791620796155307	0.765170253228177	0.679943363942768	0.788805863699334	0.858028981067998	0.783659505519278	0.769809142948292	0.745455055132168	0.813096905428722	0.913486377823626	0.803238787433306	0.462772899259768	0.768055984532614	0.54714693904104	0.505681025797288	0.792531627562565	0.834965721269864	0.910687862129843	0.883779953188394	0.218512817659361	0.208796310631143	0.905982128032272	0.703628418746189	0.90991691897522	0.714414752495952	0.219976868116948	0.428835210767309	0.0678416663988308	0.0539061181306906	0.795635669908472
TNFRSF12A	0.625012149895846	0.638981676667612	0.845386404371268	0.56892555422521	0.859318815705581	0.780380335859037	0.628719603959075	0.756453391650268	0.761452564356847	0.552280680664767	0.891883294879567	0.807592067547512	0.730831871920314	0.943547778363601	0.676003580065482	0.873138325935226	0.792532164052406	0.738186298900737	0.773046050017162	0.648329375278036	0.709724476241493	1	0.853624982458825	0.647011914483356	0.737587286072487	0.655632643687495	0.69547263587549	0.801244273482761	0.819153136503757	0.865459938560313	0.78296749394135	0.554817883297964	0.705113140060495	0.643703248168288	0.793272023529555	0.755882217705371	0.678057326728429	0.671508723830069	0.705132115278927	0.439841956031085	0.718541098283818	0.48063388527881	0.684981243354738	0.659228347270151	0.732716758811943	0.588949914058516	0.577751136080664	0.67320140762516	0.603929143835883	0.693588210868439	0.78981280687916	0.870970485885147	0.624173836975747	0.746644692593346	0.693711149614878	0.608334578040382	0.687088473648583	0.606181149361954	0.634187161818625	0.714841939262141	0.816118524271823	0.679873680853446	0.728179938891486	0.609326510549339	0.435308413188883	0.796277051095659	0.61580137079086	0.701398407792823	0.507534838088783	0.812025205571158	0.593035850161642	0.706827678461155	0.509521311373312	0.590629930797232	0.771973865584318	0.762906380412994	0.768634722217948	0.293876765196141	0.63488355699765	0.890452612609292	0.863216388467338	0.86419580844763	0.835643682480613	0.416373322090882	0.526588515721009	0.66670305709847	0.87431957502983	0.662389377198182	0.84653938982	0.783081290116543	0.609537891041988	0.714045247556542	0.300576540723106	0.897333407192298	0.728054189931457	0.881160709245305	0.630276897435291	0.585985376845734	0.691110447293189	0.736407820184289	0.740872285582842	0.748069369541803	0.55791462580152	0.746892441420928	0.799465320404637	0.674428722007226	0.732593903765407	0.748122804351332	0.663677740089354	0.489878086430149	0.874824617831321	0.369659192187591	0.713150677282838	0.563094951809986	0.64745662579234	0.586546573688206	0.876939060767098	0.663428826207076	0.497797591072911	0.601233191337022	0.652131398202212	0.644547741767175	0.715454564028268	0.514757399416503	0.424994145397614	0.841254157806733	0.761234344262482	0.886799377309832	0.72297707895766	0.771500825190717	0.616448554040705	0.919499188822131	0.743275026236206	0.560655678631914	0.52583315775173	0.805802256490501	0.617698333108034	0.669187022322787	0.420900966180468	0.475048490867869	0.522337939890868	0.582020873940367	0.633922027213178	0.143156839802662	0.605745295587014	0.492641119351432	0.220623998846941	0.864867696041328	0.487472539198854	0.754388864905484	0.736269657735995	0.00263342086934425	0.0851402239087882	0.640161170800998	0.754445103007248	0.580426850665545	0.49795763408554	-0.0892212092024934	0.152068225450898	-0.0493790667995365	-0.0485351104158644	0.334345046497656
TNFRSF1A	0.901518803645056	0.907829063027611	0.940965392298141	0.845876276769753	0.892029299613876	0.817911395341002	0.881463927225804	0.913917470767472	0.750066505900886	0.845292416349997	0.912419029643598	0.597615952204841	0.954569983441008	0.913620374847209	0.870810577569742	0.816571297631934	0.959283740975776	0.929406137505379	0.92184468722028	0.714804223578911	0.897394360694777	0.853624982458825	1	0.89914947503069	0.930009261396189	0.859546943149061	0.925462396533721	0.913021989260291	0.856976559176558	0.923948229896159	0.865856004977962	0.733720791585083	0.91273242012095	0.89237835825775	0.949608244618001	0.693769460315559	0.926438229347036	0.833794657090447	0.668894434215475	0.724022519077678	0.899347161025398	0.802335309803886	0.932223292480524	0.903673694782096	0.927435497733321	0.836761567849804	0.854698967544589	0.914144565709058	0.813633741921226	0.918247724164071	0.705867985208209	0.83298193027562	0.862160834825317	0.92209171971854	0.893405457583689	0.622280631741851	0.889742611622593	0.873806522568625	0.860110798948015	0.920216394341082	0.950177792321831	0.90227546478967	0.940276916426207	0.818804886154629	0.758046987025595	0.922752168656872	0.866833058197221	0.910149779731928	0.684394743377817	0.913436927928694	0.692898018713262	0.915999889389461	0.729001589601221	0.847006503172756	0.845504784211275	0.945048211834349	0.946848507286386	0.549767435739415	0.884477676327244	0.871369664071596	0.943028382521731	0.936208079109189	0.763529462109763	0.698396628512252	0.695556599545122	0.912523123159827	0.922070819283713	0.850006103368165	0.716502459778145	0.933522887177196	0.886981815646706	0.917694404074079	0.575397319608474	0.950808593646828	0.930196333482901	0.880813540574917	0.881693871346405	0.862644995054292	0.921782513035621	0.841701993721326	0.829052759761646	0.8336911600031	0.82761857648364	0.936198990677559	0.712065441661316	0.901526105962526	0.904719380999035	0.901326550146909	0.921449014948204	0.780489733392027	0.93566621602273	0.664746233850431	0.944650497312536	0.827687652547592	0.891745231898766	0.804639725916201	0.827533692129153	0.883560497135809	0.796232751244261	0.822823939688994	0.906253570139645	0.864638597330866	0.925691436650655	0.427814782981282	0.568615367068798	0.947687382361657	0.94435823155763	0.849369793205951	0.933321698162663	0.956649707969662	0.442858287203462	0.916786165853953	0.884705826639051	0.787698103610416	0.729047738727849	0.860261955829498	0.82626597395134	0.765557510396562	0.712559568393808	0.77394964063036	0.793129480863946	0.849675452072859	0.846673476464987	0.475681000332576	0.774926523258801	0.662657571986056	0.508236478835794	0.925416196971426	0.761298989889819	0.91170979237853	0.922583700881781	0.216293748565809	0.248551626524792	0.830474590691635	0.814608699158677	0.862287187422353	0.771978053603794	0.179711832298719	0.420932732719194	0.102556456835813	-0.00648138644654104	0.63642229899832
SORT1	0.962741122380497	0.934325826584548	0.851377442558851	0.961273993721178	0.843975659013718	0.70670207378699	0.947763156828004	0.930934026257641	0.686626228841929	0.952880339105393	0.783014089488947	0.466142495908204	0.940701284668536	0.751306446056331	0.854607839066004	0.691132051395632	0.945036479743892	0.933926743496179	0.920096192252007	0.688260874755419	0.909688347751655	0.647011914483356	0.89914947503069	1	0.945176182444815	0.9382857387452	0.963886241586621	0.908052766579227	0.717720745463691	0.771373438157879	0.768784312471131	0.789447093274744	0.909026729711348	0.973428513302688	0.899717084208912	0.577473126306944	0.940545405025035	0.80579722285989	0.521365897459611	0.818019248359017	0.875974814472352	0.895920636123008	0.948977710542945	0.932465946673107	0.942663262603519	0.924516454589266	0.962453142885053	0.929467073059008	0.872746030769888	0.946401382115891	0.598467582781998	0.724578662829166	0.945091249539476	0.930974873611223	0.927796388298477	0.627790702829824	0.799999991456816	0.971540832138924	0.953316884412655	0.923164213797149	0.921966858889807	0.923652465524627	0.923812630060092	0.898458579211089	0.919632412254413	0.862554906211457	0.940410801805409	0.947884855394843	0.755949699780231	0.861692652224941	0.619646017626147	0.93777616992379	0.861363709365995	0.941879123357597	0.830625537148342	0.949541270164153	0.945289210395401	0.651152398765457	0.980797264883214	0.752268530815929	0.883705604817551	0.860891640886855	0.659072226282577	0.825283003472896	0.721673005436274	0.954330450799542	0.845557476545921	0.890609916931999	0.623133277732064	0.911277773206938	0.982072968134946	0.970489448902686	0.769804817660378	0.831031172326094	0.955269057781605	0.757652429750609	0.899747211313686	0.878586444906889	0.944554149766788	0.817980276505645	0.612951471543376	0.797370970152036	0.943233469516728	0.924889378174939	0.623915765196632	0.871154462791667	0.867924378947117	0.899360923669448	0.948886754601407	0.900001434157606	0.872974811496054	0.816318332079102	0.95098183168184	0.947353986480408	0.948691437342054	0.871109936488124	0.698481152520569	0.858308623132633	0.918758403934852	0.854148679068974	0.971626803317341	0.905924133917181	0.916572446427518	0.39073810144555	0.67237294307225	0.904922129732375	0.94953581604599	0.774018932807586	0.962396019405913	0.94992478291384	0.319612975067053	0.789705887432523	0.811733689638585	0.889611343533911	0.804347570320576	0.785534447419196	0.926630409457909	0.805191363021086	0.857772085955211	0.847393922255302	0.835445478902559	0.944561212129367	0.902115405395227	0.693183985150775	0.858222138653134	0.698014342561051	0.645923523382065	0.819604092062753	0.870616712337909	0.907385612318473	0.945750351203447	0.349673081019082	0.334056918860105	0.893656111309712	0.764827654545525	0.90395014533305	0.828004812220087	0.345907806302471	0.589184265477492	0.181106231576514	0.0667600978286608	0.855821034421867
FZD3	0.968550165742626	0.964388234037161	0.858739170491864	0.898586337415555	0.852939852299065	0.739300680429765	0.943333542963217	0.959341012294405	0.776132677096312	0.936994506764839	0.830422428845075	0.498696800442587	0.941337220729609	0.83588559542668	0.931126803715097	0.791224286305302	0.97122001126745	0.959039654425412	0.950490688271436	0.722571110014117	0.97895155360796	0.737587286072487	0.930009261396189	0.945176182444815	1	0.94229625517473	0.970055995436978	0.916458878820585	0.735136495402644	0.88250784608537	0.770591130709076	0.698964804903038	0.906437893557977	0.931252442188808	0.893508259329716	0.603165504928337	0.953880885812133	0.824127654934658	0.592236956917739	0.735889448197323	0.941262081391221	0.858965614283216	0.960452193882312	0.924630391805242	0.917542089405144	0.943758256784935	0.910552302316528	0.952969486068612	0.866897721210204	0.957969824800894	0.631857371836716	0.82299909921108	0.90088935969996	0.943078041285924	0.924688275162609	0.57909108503342	0.777820367155003	0.943682067555164	0.903121224674773	0.938799683188814	0.906769496550806	0.922003129900471	0.961482117166473	0.858438357270402	0.888742928552918	0.940516629688521	0.932455371033971	0.939743322304027	0.722450857395399	0.852398866843311	0.590260550463616	0.966721390556477	0.796675539197447	0.915904200307184	0.803055003875988	0.954466922703299	0.964019007939784	0.581713080071614	0.952306194858333	0.802049524462244	0.902541309296021	0.921665957804327	0.690466898304774	0.741312873587091	0.620993073785055	0.928231045353275	0.862407347881932	0.888385310148858	0.632189677686386	0.892882335289976	0.958525081481906	0.979781454370268	0.662968745247474	0.888551542892649	0.947839350784048	0.806004042442623	0.932882299036263	0.837711403082754	0.950338357101074	0.810087093205144	0.725551709780797	0.768959523432524	0.931777701296296	0.896282722761657	0.69298008569722	0.937501787077638	0.843041859447227	0.863175621736439	0.966118255700603	0.866643589784771	0.878430548824009	0.725214521109631	0.975600390155174	0.889618981934298	0.971442637050061	0.821960966435043	0.685258679088705	0.847513245905676	0.90108531906166	0.784228678415888	0.955716424864114	0.847457930355058	0.974924468631026	0.386333338988342	0.59381837469768	0.949122162668482	0.975136960941784	0.819542709587822	0.979281419360271	0.934688366305188	0.341916054389415	0.838890850966666	0.8374430746828	0.82110104352091	0.745738638084616	0.815427330405567	0.903023534762296	0.815323930843683	0.820292883156414	0.782295916920074	0.826532339356849	0.925864910159421	0.84576106272646	0.537161115536206	0.820013602185066	0.617662296934157	0.540493109651242	0.836632965183472	0.848485004089613	0.934645870042216	0.92174350294768	0.233260575291415	0.238593828834015	0.929429065647655	0.758546357076299	0.922938075684151	0.770027590244976	0.244653000766387	0.474171999540742	0.076817924350435	0.0603915996212457	0.807358603564095
LRP5	0.926062253517183	0.898943054110168	0.80786355754578	0.897872019565362	0.821441894928264	0.729214431644711	0.889059844620304	0.941885657382933	0.688960555775275	0.933567929805009	0.79581505062784	0.435688535647981	0.901534122240731	0.749485420598259	0.898133036075965	0.701902780799582	0.902091435506658	0.900160205654117	0.912021222535861	0.622754914224245	0.918960183691737	0.655632643687495	0.859546943149061	0.9382857387452	0.94229625517473	1	0.946617124951475	0.869414449773495	0.661476689433864	0.805584350973294	0.700748788746623	0.755178554666096	0.904470232143712	0.923432418412999	0.865027634333628	0.521314090624344	0.934690664745585	0.826280824426428	0.499765811784648	0.682586601624328	0.910409635795883	0.834391648303077	0.92970327176208	0.912506149980961	0.90766247415286	0.942065857209025	0.886492499618564	0.920762598183816	0.801619045081708	0.930923137418437	0.586293730666606	0.737631330319329	0.924404948951647	0.871849048089326	0.856816858702323	0.604255450148958	0.7275273308525	0.94044436657733	0.889613726941886	0.866432167655311	0.867537001705307	0.892648953949681	0.910387074402705	0.801416632377685	0.90759747722804	0.869589978540151	0.88913238076471	0.912524951411747	0.644536718217916	0.791806199391743	0.582565685271241	0.908794004661304	0.820357459851514	0.892509579886342	0.760374997588847	0.914366166764264	0.916495228090587	0.520967704786221	0.922751365100329	0.757068084014993	0.864576815426054	0.862108527246463	0.622251722813891	0.74210712480273	0.599084986683276	0.898221393907624	0.83668906225737	0.859696743602719	0.60459008904283	0.842375695490226	0.943233468326366	0.949427278946808	0.66738668967971	0.830193926211989	0.951281120093945	0.773005848597349	0.886237028810919	0.808964657135604	0.90981519487163	0.81528809269345	0.678861168469973	0.721561343562936	0.913987330547701	0.84338259655607	0.612007831354567	0.877229934745757	0.872143506830603	0.850298190556988	0.925702213582135	0.844495241949907	0.823842020139349	0.705548973684631	0.934868762173114	0.864535160385327	0.931028231737467	0.829482714629627	0.652159594484181	0.798327626761783	0.881199524097332	0.739750624076636	0.945691783924813	0.785716132207028	0.913500809468811	0.307390849137022	0.584262668862007	0.909961675756131	0.943124048142367	0.76488279373103	0.952577466761168	0.879979109452131	0.261570048322211	0.758900346930513	0.804936260141553	0.802172432445523	0.700313021514338	0.726045277165501	0.871624094846566	0.784164522997792	0.784131728320778	0.715836425667066	0.750591994612189	0.950666682993075	0.796764513189216	0.563274770685872	0.776662811487612	0.57676754318107	0.492624648551924	0.773251921707036	0.808436141692858	0.898538674727567	0.872275385817903	0.197744277688543	0.171852621955436	0.884028283997776	0.669421164323996	0.846614325204712	0.726795523997281	0.204649779254899	0.456238020755176	0.0327243790140167	-0.0174458992297621	0.820709702886273
MRC2	0.962889030328325	0.956142086015476	0.855310981620744	0.914436518965262	0.849969055518536	0.798654884282272	0.933070450572364	0.937649811589511	0.672885225251157	0.945085204186048	0.833945494244531	0.431679822868296	0.949088501848269	0.784671581970299	0.927730954490021	0.688770786335495	0.956351045634284	0.922503908580862	0.932598058372648	0.636935058322454	0.943214986737989	0.69547263587549	0.925462396533721	0.963886241586621	0.970055995436978	0.946617124951475	1	0.896625656002024	0.756341386505345	0.846132897133998	0.747624214013375	0.763280714068556	0.943283720015837	0.937640775145251	0.920357977747027	0.506749455569226	0.964316339973926	0.862806270732474	0.48623902081521	0.7465243631216	0.93828267687456	0.879523419273479	0.97633445571399	0.942539209068833	0.934874685259904	0.943783668967236	0.933312324312964	0.962840129386473	0.830400578889935	0.966795602954905	0.579150863787533	0.726051224313068	0.945655403913237	0.924053916261949	0.892074934923707	0.634637921311471	0.816314125437126	0.959810904527713	0.928804852146682	0.912294827912428	0.911354170284841	0.936016886296861	0.964876444810666	0.844245743503432	0.90874250321668	0.908428384454638	0.913472156222018	0.965318406615925	0.685244015722679	0.839882554652567	0.610454323374953	0.965743606339741	0.853698806338534	0.928730357884422	0.794649250527056	0.939964343208152	0.946779496999932	0.592164553327653	0.947268315487414	0.775580479277739	0.879692627642352	0.882164118027589	0.669514323763739	0.76748195354035	0.650561802247993	0.946875345002383	0.85915985298841	0.858210959717185	0.588994367349157	0.876385060438876	0.969763763703446	0.963043160516607	0.681338457821584	0.881732788086751	0.971105131148104	0.798817332578985	0.917200608391861	0.861309202477764	0.936966095839898	0.850408719561147	0.724447891452911	0.756712795974793	0.927677967871111	0.901154207545513	0.602828384052724	0.929018770100844	0.896132719085142	0.906617173781688	0.975511903050316	0.86082631888979	0.86302751091176	0.767194593885309	0.979021742769291	0.895444042341548	0.962971248152479	0.8434654775788	0.682023879400802	0.874250402259328	0.899570833568257	0.8158076065172	0.97578079472071	0.855289933474156	0.96626103768671	0.303129388821682	0.539236458476006	0.932245843480125	0.960517036675508	0.776120628067166	0.974776010962534	0.926519520639474	0.27393164898457	0.798458665045808	0.867337838464001	0.839073873676307	0.77382143558284	0.752401687740852	0.884691960423111	0.753787567199771	0.835396023110579	0.803146053620358	0.843568290357488	0.942200849930473	0.849212607625401	0.605643036512374	0.791356102830196	0.623418015478393	0.574436661952518	0.82610568726648	0.854001462393895	0.938726042366442	0.929422396865001	0.264416972478576	0.23630525499244	0.90072930472425	0.741397981303093	0.912290089610096	0.788017309819824	0.268573006015354	0.509997762195135	0.104564325892821	0.0227967942734672	0.813218420046059
FGFR1	0.869970486837644	0.842252544017465	0.903044783412257	0.868776439178609	0.934107202220639	0.719431416187643	0.890774889968487	0.927219643975002	0.845328946176246	0.849317969307463	0.832051450112028	0.71271663113624	0.88872032239884	0.83719773032359	0.77599741576141	0.865521577187521	0.953893101715538	0.92884610306248	0.93446283537475	0.830186021929035	0.87312932002146	0.801244273482761	0.913021989260291	0.908052766579227	0.916458878820585	0.869414449773495	0.896625656002024	1	0.779459713458638	0.796277988568573	0.843281324862498	0.73235272632329	0.859688282353091	0.904311196837506	0.879434760176488	0.770460532227654	0.863529592833918	0.72544753708296	0.736218611160967	0.778193579688529	0.811787131593585	0.782177105481253	0.874355837244893	0.853994356256404	0.907608000099343	0.812862433677647	0.871100487282983	0.850328622744358	0.898319470447082	0.901047124520072	0.807977522520071	0.889693985808421	0.857426606473414	0.91576474977586	0.938617576326691	0.68771232310206	0.769122261859309	0.895157355323853	0.897640487787409	0.936686965866348	0.943748189769966	0.88334797139512	0.869371193485078	0.899341580989729	0.768237772229114	0.877841288272587	0.86879684206412	0.903449111343097	0.811143965801749	0.928217731850325	0.693974538960445	0.913768017551001	0.786480090007539	0.84740374865777	0.93047287998818	0.951539990012223	0.94511146817254	0.562581761126685	0.923651979846138	0.830804899194502	0.936772435610207	0.901276789822081	0.864094517019033	0.756791614080983	0.723782285302304	0.861631077927444	0.874798041818008	0.935192627495202	0.787249754344336	0.938346098278479	0.883182324068665	0.936185035760539	0.704744777287071	0.862818250828282	0.896356141997719	0.802942650774692	0.82453707328565	0.790903216133803	0.883032877181186	0.783680134821786	0.655859260478677	0.873687988501071	0.865403337035256	0.938992478672254	0.818990099880813	0.816400201439636	0.823059415748856	0.908267530052541	0.866843433882674	0.834216825055514	0.928065312876627	0.731413873549001	0.90978135876924	0.898413967450186	0.884704381492037	0.792348787419607	0.830502802247698	0.865007012115084	0.829442567057942	0.862208552065566	0.887037805178033	0.881228583444059	0.84983491414496	0.625048656272129	0.715843558627545	0.907756877370266	0.922998573607631	0.913980534926442	0.920143727469068	0.937737319315862	0.592799662947929	0.884689091537185	0.779767923179073	0.844667927828976	0.802699013077464	0.904006887333833	0.908558904423075	0.894092283265145	0.753569953778258	0.761961065884101	0.732587732833688	0.847357192781164	0.884290648307042	0.555992814010438	0.899046289175733	0.693501816746016	0.551269862933593	0.871989808421075	0.76044617076306	0.885573526308716	0.922307069739976	0.261876883647347	0.328939396003414	0.846934867465933	0.826488130236839	0.806249289748883	0.790035494731753	0.246666652667056	0.501056968796941	0.102196929964724	0.0568850377606467	0.732816890402606
LSR	0.700516036511832	0.698889691036959	0.866861921025659	0.68539349595698	0.852749703105633	0.840517749611625	0.704358198790145	0.762106615076008	0.610621766468853	0.652603296850573	0.887577470789377	0.636245765463945	0.791367581358434	0.827420802108895	0.725176435368946	0.663121448383082	0.790523657776169	0.721677847541953	0.733904172725827	0.518098899487915	0.683919436746301	0.819153136503757	0.856976559176558	0.717720745463691	0.735136495402644	0.661476689433864	0.756341386505345	0.779459713458638	1	0.778150872303707	0.75706471281802	0.70316122897668	0.801827934724265	0.711506907944373	0.857605097460675	0.550971542125554	0.730134934374318	0.785952227316703	0.545694090849399	0.580328304962804	0.761289127098862	0.599337780857871	0.776341248448211	0.759519852335016	0.809585995818914	0.639388705924649	0.652391441904176	0.764255200378614	0.596393418595783	0.769066721672243	0.612996004726819	0.684966396111955	0.699669737780906	0.725276893956235	0.71423605579104	0.697830041266532	0.764233042496064	0.668640528559365	0.712831051654029	0.753628423709455	0.843373851445881	0.740757447088894	0.754609811047352	0.637605247858203	0.537500094393364	0.753287380003977	0.674915711955609	0.729535050655352	0.487835082477079	0.784146315133564	0.64227010269237	0.752134597147252	0.632273710392724	0.646231406819023	0.745360658531479	0.80423085217518	0.797693606249176	0.324840395018581	0.683845416010899	0.853865613178722	0.829742297220717	0.841496714874288	0.77008824236179	0.560600706589194	0.693820753798274	0.760134504795135	0.869995585981029	0.668792084810902	0.701507305409743	0.807057958105995	0.681839013825938	0.70517038789653	0.404083818938201	0.891781292114622	0.780076443944609	0.874895218103518	0.700500166962287	0.674084471855616	0.697974336045742	0.824510538217425	0.71749810622535	0.757524431128396	0.653424049031204	0.786382486437951	0.594664827215576	0.73848520513335	0.813593805665296	0.852138263459679	0.720348061766267	0.595130424289646	0.839462707766169	0.520323249954702	0.758805917688115	0.634681117370496	0.702949996132208	0.730132415774008	0.838323642929866	0.743909276581643	0.571236752798146	0.679016600190966	0.713924967704808	0.662240120848683	0.751891580158064	0.352254070644653	0.359742596662215	0.823577706723698	0.779953926492676	0.787109179022954	0.739970694976619	0.78169290151874	0.395722389620523	0.853774120515238	0.876159435207004	0.591036330900604	0.619580395114843	0.674173352869278	0.675085968988428	0.540632094163416	0.542050460411989	0.566040972463485	0.601426942103808	0.679639540818418	0.66943252980411	0.348211453408285	0.582927151336568	0.521999098315386	0.34375443875967	0.86825085065315	0.537580127837935	0.751681130063866	0.762468561539196	0.0587722735529823	0.112166218432246	0.648905772101071	0.775218845591987	0.622391018878489	0.625447772636835	0.0039141889739574	0.276841000972275	-0.0122030075928181	-0.0982356688916058	0.414892775398881
ADORA1	0.814452993794109	0.838346449682306	0.829175247260083	0.698681430792337	0.798368108158677	0.804004069288366	0.788644345280379	0.849099771568739	0.705000036754002	0.748914777180525	0.884350579972185	0.532727853195397	0.847358414251689	0.928483603977198	0.890697740126003	0.798297725277109	0.86852275488085	0.822101951172398	0.870272279679051	0.609642141416804	0.87033783419397	0.865459938560313	0.923948229896159	0.771373438157879	0.88250784608537	0.805584350973294	0.846132897133998	0.796277988568573	0.778150872303707	1	0.748502744351879	0.560515009624701	0.829166610857826	0.747240848315543	0.857683022212181	0.594597368216214	0.849430039384629	0.812331993591668	0.59465301543565	0.536913726243186	0.901180974271071	0.67964506015977	0.864674154088338	0.82086508921677	0.818949963206249	0.795511812691043	0.697176753608244	0.857045185185853	0.650243869697815	0.835706012710644	0.588666355408553	0.797124133302382	0.746504055929838	0.818482354538648	0.769927549289561	0.503980771150666	0.774494499392298	0.757486733718612	0.728078381917218	0.803955033509062	0.823181491265055	0.774113401909964	0.885341957082505	0.674673953821512	0.665173891688951	0.925529125720073	0.762084575277016	0.827289910381348	0.520812525390442	0.80220040958517	0.608976649317149	0.834028412026506	0.603466629405793	0.731255131553971	0.699090416106125	0.837000259901721	0.851061769313196	0.434657135821495	0.756472330683362	0.831713258808773	0.861487668360849	0.887707704875204	0.680433775433114	0.555314986091382	0.51889856037082	0.80153270196426	0.863512398926419	0.71339787763882	0.663589843131652	0.814165189258709	0.780730036928939	0.834776477633566	0.392323979328638	0.922655650219516	0.840004929266208	0.857944718763002	0.815773373486513	0.717424788380536	0.81995495757061	0.808200175577042	0.864648518942999	0.667242018569556	0.734061694205361	0.776564071484455	0.646609880461745	0.886696297307191	0.798183565838362	0.748913217463049	0.850473641587673	0.64638906503234	0.835598407943463	0.50209549784246	0.866054226020453	0.664277816630563	0.836328123552397	0.698452396874894	0.718946605579485	0.78034079742978	0.697046168926327	0.63914323299465	0.809784904059118	0.714683011054624	0.893835825428314	0.280835710630451	0.413458343964141	0.904198493523665	0.876252594213136	0.780281154614581	0.855891832588844	0.830290393175292	0.356227822463484	0.869102570399571	0.855872519853681	0.642395174212705	0.579832202774514	0.769973853098016	0.690635159065369	0.666577517970318	0.596486135359342	0.613974833663614	0.713396845033919	0.756246464233025	0.681086534845123	0.269933976979588	0.627406788305969	0.525318316601288	0.356077654890845	0.843460537579871	0.678266851102883	0.856357828145587	0.811533301318889	0.0920667394199976	0.120799556299765	0.798294137759904	0.680517467542355	0.788043714224095	0.627075922815455	0.0743592206055354	0.264690038651082	0.00235246450651875	-0.0137759782093337	0.543225042729932
