""	GPR171	CD69	CLEC2D	PTGER2	LRP10	CD96	CD2	PDCD1	PTGDR	F2R	CXCR3	NCL	PTPRA	S1PR4	RPSA	SORL1	ADRB2	CCR5	TNFRSF14	SELL	NOTCH1	ITGB1	CXCR4	CD6	NOTCH2	SLC16A1	JAML	IL2RA	SLC16A7	ITGAL	ADCY7	LEPR	SDC4	SMAD3	FAS	ITGA4	PILRB	CD3D	SIRPG	CD44	CD46	PTPRC	ITGA6	LAMP1	TNFRSF1B	CD3G	CD74	RACK1	ERAP1	ACTR2	NCR3	LY96	JMJD6	TIGIT	ITGB2	DPP4	CD47	TGFBR3	OGFR	TRADD	KLRD1	CD247	TFRC	TSPAN5	PTGER4	CCR6	HLA.DPB1	CD8B	CD8A	MCFD2	LAG3	PTPRJ	CCR4	HAVCR2	TNFRSF25	IFNAR1	CRTAM	STX4	APLP2	TSPAN14	CD63	ATP5F1B	CD4	MCAM	RIPK1	CD81	IL6R	CD82	TNFRSF1A	CD226	SMAP1	ADGRE5	SLC1A5	CANX	LPP
CXCR3	0.798877439307787	0.433870329630037	0.510438548688304	0.0886067139137855	0.672756696608495	0.873116571062135	0.930268670386623	0.854244553110891	-0.277242410257968	0.0221718514739131	1	0.550652915779681	0.489278816319688	0.740720974614522	0.428885948426719	0.296228359195718	-0.153376704771109	0.336784831245801	0.586637620098854	0.0293585015765041	0.531982653926489	0.534599144797858	0.212348046224247	0.851950070627339	0.673230625932411	0.581412591258282	0.64957919425753	0.86370699074703	0.547032001075646	0.736689388149964	0.494878511406308	-0.0462794636407935	0.799028049078722	0.377592634629417	0.57546086379574	0.751586523816195	-0.291934964177211	0.858284411405514	0.910767725318127	0.589382603931721	0.682438784399292	0.740781811228688	-0.0765010658659583	0.678903821480688	0.711178293200383	0.751927408363471	0.302086169341869	0.414459216787031	0.293347037568585	0.732676149170872	0.732105665613523	0.332188234718776	0.55633360569664	0.504747962220113	0.892122083343216	0.516416322577757	0.500722991266745	-0.0545505015839417	0.713973162925063	0.749560812072879	0.544240880790728	0.906988478198375	0.792885096073774	0.738997432639898	0.45499017404349	0.439172853211761	0.184114327923098	-0.244486737633851	-0.19845668961954	0.541325351070169	0.82955419988788	0.715109865625945	0.42585244126101	0.841560003637148	0.681416793829362	0.560569707243063	-0.177481505339583	0.555580114852211	0.13965800030438	0.636890137249767	0.389177228704775	0.645212412144003	0.798489319466011	0.718824876404916	0.413749115097309	0.279787094553482	0.552023708775217	0.903533120934596	0.482478062868025	0.889077374179282	0.679596097138051	0.892927882769639	0.793666055292928	0.578502415921811	0.499492578755918
NCL	0.446791649891225	0.70659922289445	0.83748396369526	0.46542868428948	0.912983178903214	0.59451025556409	0.724590613793858	0.530983879864932	-0.058709684017495	-0.0218945842781031	0.550652915779681	1	0.896370648660145	0.792729222945615	0.790033910925462	0.763187592428672	0.220354187524384	0.0792180024385994	0.838883381788604	0.546915328314446	0.606757379293696	0.885299845423186	0.615347957371421	0.621163613220402	0.813426542031319	0.866349524175547	0.874711237792898	0.726374712828935	0.745270339388024	0.6870715944636	0.693069717886836	0.316274163987251	0.770646016375371	0.705791024209942	0.826695833930685	0.772292799257134	-0.0374807675225416	0.722824905541184	0.660189320028179	0.939860950696849	0.882365847513936	0.839086224408984	0.461848144446426	0.865790339758398	0.845357598821105	0.811942119601509	0.755039694563298	0.837649807305379	0.659976802093172	0.925679091792268	0.645911076544998	0.791640136687199	0.774113510709679	0.736269970992847	0.724066632670207	0.505953259632725	0.909879047767691	0.328185751461603	0.807541043174076	0.758231166579599	0.112664252147809	0.713450453282436	0.788223783737992	0.71309948503455	0.74498103336241	0.817693884889994	0.67104379877136	-0.156448314563496	-0.208396158075999	0.845588890933848	0.479683645325812	0.817329335034589	0.761799323085248	0.582527930647561	0.723587211692407	0.883698464944044	-0.0150655404622596	0.835852681200332	0.56100005926175	0.881679655940604	0.66058684752507	0.883811819774514	0.827157555804412	0.598356777654912	0.832058051882713	0.632844762325345	0.800695918754318	0.694184346091016	0.655281759970654	0.648968359930052	0.805544103560905	0.744447161903158	0.820123296073136	0.890591072005719	0.838617698074404
PTPRA	0.363586393878607	0.652887918527928	0.812361356829556	0.51912682306265	0.8684901497993	0.538849505141936	0.64348800358167	0.395222404213946	0.0145090374055097	-0.0280739125123258	0.489278816319688	0.896370648660145	1	0.761718094209873	0.737419290768598	0.710306196313556	0.16972976758437	0.153961186020358	0.790827067963268	0.541407147445904	0.436417734738379	0.814774691851312	0.563946687395727	0.511713483892899	0.742839419353163	0.820935864367451	0.741741448761488	0.631107018223375	0.660187788921915	0.59744634015179	0.617623199421564	0.390142256348136	0.623488442215347	0.698189866712017	0.785554944549418	0.717514759563792	-0.00393674695979375	0.652085447166462	0.620458904293108	0.861282577560472	0.83702673054193	0.758356158253616	0.504428223763999	0.792918963705323	0.773114016149613	0.752552541372527	0.629172877567475	0.789466223796462	0.665761457693444	0.833647928074338	0.531417316041059	0.758018689830272	0.613675530902262	0.72978385047925	0.578471775564244	0.492696283124036	0.90996810954253	0.396459938108837	0.725318014857729	0.67315715575527	0.00189682130592916	0.640547481498447	0.67709624905835	0.687799525356356	0.615038876296594	0.772318548360016	0.553452632315194	-0.117998893034078	-0.180964653463624	0.781468684012672	0.374022633877874	0.727595598012388	0.762717265828602	0.434981598795632	0.65881902645829	0.812844277006242	-0.039620254785681	0.735248243118737	0.587488229754213	0.797318567231262	0.645863902846616	0.788655462563396	0.722877723006934	0.55095103924644	0.761236969316474	0.611702152858317	0.7946506782722	0.585052171875693	0.634872932945234	0.520656627700522	0.735599048830939	0.594899903115539	0.736859688090994	0.826644108331391	0.826883438702588
S1PR4	0.707937051870191	0.802228336913568	0.806664097387231	0.520168040750022	0.852702729275049	0.79143367055386	0.871386046085264	0.704399869552688	-0.410359924638938	-0.0991094099061447	0.740720974614522	0.792729222945615	0.761718094209873	1	0.803915457361176	0.688731447043086	-0.0589660617101815	0.134164858935106	0.888014232180325	0.54855813244373	0.55980406743495	0.800702799868973	0.636898619757016	0.825811272609159	0.676816165496341	0.733136055998537	0.737768375491974	0.819494497951151	0.665087797294128	0.69718858302642	0.619612690749361	-0.00844789883981246	0.732089629704079	0.580642146814301	0.806692661561136	0.776762439180329	-0.348032914020945	0.88655066965337	0.82877698379929	0.825413004744091	0.829590133452782	0.843292875848693	0.38169821348918	0.757244778527636	0.816259357184252	0.911120815448763	0.45421068884207	0.795097579816858	0.447463262039968	0.84514027677907	0.765138812414161	0.753953641401606	0.634254154929292	0.703579085220615	0.770853769389258	0.73680129490204	0.791737325181786	-0.00155999416830517	0.80189768877759	0.897097257634925	0.243427673856458	0.883160380820956	0.778731585039354	0.691595895788899	0.747133415455251	0.782928939194476	0.346652464640043	-0.235965016385225	-0.310132649958971	0.703270966221205	0.674817487392037	0.72434697326551	0.768475761919029	0.655356556396849	0.862580816479127	0.706268451681535	-0.197524217499936	0.680967353315695	0.208312805070209	0.841561898160938	0.400224051690311	0.796239276704579	0.872331386249384	0.68906549154424	0.591514093960719	0.327690780708325	0.817136767101725	0.806817364598552	0.437953967576483	0.770853078241591	0.806626838885909	0.775022225374656	0.799671803141228	0.696736120495604	0.592721814880597
RPSA	0.555961833873086	0.920826900357612	0.715149822475585	0.740483092018363	0.795126986194692	0.512926952639011	0.58806122029906	0.436530732748891	-0.392358168016446	-0.312092372654135	0.428885948426719	0.790033910925462	0.737419290768598	0.803915457361176	1	0.845269160293793	0.0421980759172006	-0.279589974390125	0.831572899013588	0.826488279189009	0.336117378648969	0.871067023631231	0.797469783250258	0.6368350456879	0.55154366667011	0.620734362273279	0.680037217671725	0.527004524254342	0.536426421354204	0.472229733918868	0.66210187046234	0.147405818554015	0.523875999809487	0.707296375830154	0.668322539383367	0.56540876857937	-0.319638297621993	0.659086543538586	0.576424669436681	0.764122643732091	0.800484898486302	0.611128049274943	0.671918879155393	0.681510541102758	0.604938398792359	0.784350515435628	0.533709658620158	0.982488165036924	0.277484716707863	0.75208865569765	0.685580561557341	0.847346732995014	0.50757628751672	0.499104059094857	0.51320733638563	0.757331750477001	0.849232787179091	0.15936048562716	0.716143853579132	0.861553416211507	-0.0163496002104414	0.638388518944464	0.538820144937529	0.503242580654796	0.845095263875476	0.834184935596826	0.460342388587658	-0.24387962650938	-0.416014508937031	0.666449402400899	0.267547887198782	0.496462019731469	0.75842151318988	0.338456558610243	0.82942965204508	0.731060688771754	-0.313422974469174	0.674708383790829	0.318937585214012	0.764557096389592	0.456431561369923	0.789625811669686	0.707567146677165	0.610851063409714	0.547752811683861	0.38694007697253	0.712566413431526	0.543954591339512	0.426336909015627	0.574808141953661	0.814214647068558	0.521487712565303	0.636323326364786	0.702128988291608	0.565660551241236
SORL1	0.441081879261743	0.800943709191369	0.690499482986461	0.695768658574016	0.717036443408307	0.406955769284932	0.464587768372631	0.300107476972259	-0.261362232284469	-0.284910865656861	0.296228359195718	0.763187592428672	0.710306196313556	0.688731447043086	0.845269160293793	1	0.134113616204187	-0.259486722944984	0.724665345044249	0.786366760772592	0.272808818201855	0.782535228326991	0.681139016559904	0.496039313719139	0.554114154898096	0.587838117591303	0.633249123675891	0.48687589563936	0.540657529681961	0.396381586644123	0.597152316396372	0.152023063916837	0.464290465126662	0.700062520141671	0.643609882704881	0.538234050753343	-0.248295497513874	0.516428115730108	0.468238988840697	0.739661026327512	0.729937325669885	0.575234544166732	0.61426922446586	0.646453417640706	0.569207658512983	0.656244258827756	0.537558983435454	0.839605911104146	0.401707107236205	0.682208773263248	0.545984301490501	0.770635939164673	0.494656688603322	0.478414965144004	0.436523512493543	0.601941406661514	0.77209881705531	0.152922022559609	0.569908515369208	0.715050613998799	-0.0753608105422191	0.526587916128836	0.542950414910118	0.418692606969641	0.768125316650192	0.769101435385892	0.461237298237018	-0.2640593893636	-0.409724871291502	0.643705368608564	0.236069754571486	0.527145468912391	0.68873816502113	0.345753860474761	0.727121756394957	0.676401197981542	-0.272321814309953	0.650118780660239	0.341095913990006	0.773067357763529	0.417030262236415	0.67088131992417	0.646325037183375	0.489910132110528	0.596963645718891	0.341540294112597	0.718052020088197	0.483890431107033	0.355759472515793	0.467942776621433	0.720986585257895	0.451340960265914	0.583806091236842	0.648004771318644	0.569838335410707
ADRB2	-0.184727267307896	0.0798562381433607	0.288449796191871	0.0517738036811968	0.0200773073959344	-0.00620013221023056	-0.0579556534125043	-0.113002658488496	0.278024590810165	0.458922422563887	-0.153376704771109	0.220354187524384	0.16972976758437	-0.0589660617101815	0.0421980759172006	0.134113616204187	1	0.0553131134059554	0.0163796084463462	0.0278291519558741	-0.0393725733599509	-0.00324489703354585	0.315434824383887	-0.145125463005273	0.00129226310945502	0.0723755719785126	0.0270959019244298	-0.175064641861141	0.105252625371629	0.269727966484964	0.116085797963876	0.159129830952265	-0.101387269849118	0.0538012004069064	0.0214385341218896	-0.0344600952831554	0.422427585605588	0.0522979744016772	-0.149808764709482	0.133156235190404	0.0375444327317712	0.151837800187127	0.0179198812120857	-0.0134878773109209	-0.0589942098814905	0.0972463980084871	0.134593400999161	0.0964858345051965	0.151478994210817	0.0390083199175173	0.0490837449961259	-0.0245143942838654	0.355265695600259	0.0576372154550746	-0.0242244403126364	-0.276873662412068	0.120230779514171	0.197751770988903	0.0202359939682061	-0.140233248987196	0.209794091911006	-0.0594000571694618	-0.096143452827261	0.067990075849523	0.0724202467854221	-0.0748723530941919	0.140809977657961	0.553931158154371	0.497194426316796	-0.0181955031139666	-0.120805866433023	0.00699725484437003	-0.0608842990116064	-0.0970865975368057	-0.126850057785785	0.141202039353113	0.508241930309623	0.225971929941009	0.159604860262288	-0.0262127281587929	0.117074238621169	0.0596682129077885	-0.142343948676463	-0.0858646019137528	0.353196336843719	0.364532427039322	-0.141692180550117	-0.137007441712875	-0.00594161463144032	-0.204597539144433	0.00692337822596701	-0.0555367953351666	0.0037674375375641	0.0997390939002607	0.0994373585597225
CCR5	-0.000359944073989706	-0.298890423834618	0.134892016597057	-0.312906410529175	0.0290506596921538	0.273927568155558	0.289378555256214	0.196697650312685	0.239675332201117	0.551196147301527	0.336784831245801	0.0792180024385994	0.153961186020358	0.134164858935106	-0.279589974390125	-0.259486722944984	0.0553131134059554	1	0.0347033077748491	-0.43211976642976	0.324371283854384	-0.0665328061339407	-0.257602538608071	0.0416537975348831	0.131039255409839	0.169970725026127	0.131681484655693	0.244307198747749	0.234809479455005	0.399232575364375	0.0900781569750312	-0.0290897446132285	0.221960596920793	-0.18477889088946	0.102151041404356	0.269303708453461	0.362594021483844	0.217233170792275	0.174141263480338	0.138118196004786	0.0105942308293561	0.359524448472236	-0.375226757015313	0.127467015711176	0.227859501315507	0.108016780025472	0.0923052440299605	-0.22689506875186	0.441520537658415	0.160187923905928	-0.0510277079850534	-0.166370681472964	0.242817152465665	0.230065301170397	0.324713866441985	-0.146621142548513	0.013767668258402	-0.0114304605005378	0.189302282471697	-0.11543507849467	0.405896470212843	0.209660166257939	0.221909476928072	0.220181595975319	-0.164232436694989	-0.133344189715674	0.085900239288746	0.355654162020788	0.457386830216603	0.0721502296407809	0.38606779405198	0.300430655760363	-0.054728009365352	0.326390740006011	-0.146125715893366	0.0185197335151525	0.371700078273065	0.0816763024261557	0.0622320413508787	0.0524579289987747	0.110424505868603	0.0822435886221923	0.0995955549603461	-0.0606486165518096	0.188205536874249	0.199923708415858	0.0470887273272235	0.175368769407707	0.228740012711896	0.120025566249889	-0.045712704622664	0.288499768527094	0.231295890551204	0.0949544719027772	0.135158908739158
TNFRSF14	0.518903674715688	0.799650931119426	0.824308130001049	0.533500447465423	0.841667496862245	0.621693311813862	0.772216300956558	0.571142764606218	-0.265122186302133	-0.100543808163949	0.586637620098854	0.838883381788604	0.790827067963268	0.888014232180325	0.831572899013588	0.724665345044249	0.0163796084463462	0.0347033077748491	1	0.632586441715211	0.582567466144988	0.814918993654854	0.706715500458591	0.674946324578424	0.686836722935167	0.785599904343235	0.741294491524495	0.724647380902062	0.714748868481434	0.662380898323638	0.641884683486191	0.130299072926327	0.651296855536796	0.609126155585004	0.821638375483736	0.749945820371173	-0.184462999458931	0.795040256540951	0.705627060510829	0.871296571316626	0.819435378303198	0.824650217212773	0.45886375473914	0.751617191043568	0.798726337866589	0.862908474958221	0.541632945167042	0.852283867315782	0.45376217133687	0.839576571259662	0.63987834174377	0.837267051885859	0.707792655667538	0.748642940299476	0.662412962883756	0.621766069428864	0.86635595014386	0.147823466195237	0.786233252581657	0.833228580238287	0.0847783190860375	0.76805146351139	0.706288194917979	0.659743994875235	0.782897142108464	0.843030459321056	0.440538399961856	-0.173111228859967	-0.215336606593466	0.723529445002827	0.55388247700769	0.718544755188043	0.822034166956137	0.528101636312085	0.794468839120222	0.757291243274087	-0.073975723020051	0.669923356097624	0.341916340187138	0.866028510285765	0.469294185075101	0.812720953394942	0.801998025352015	0.582584836331134	0.672130642536211	0.449490185826234	0.78298242682695	0.667920988806395	0.489668236425504	0.613102305743714	0.768437247606084	0.672036142915681	0.73321573321261	0.727281817533634	0.657946284451445
SELL	0.182384191110397	0.812141842717537	0.582715895437489	0.812952008784009	0.518500176441237	0.105488179027358	0.211327517032217	0.0150967973098453	-0.357685371713682	-0.434146313467626	0.0293585015765041	0.546915328314446	0.541407147445904	0.54855813244373	0.826488279189009	0.786366760772592	0.0278291519558741	-0.43211976642976	0.632586441715211	1	0.0802717629714343	0.662171583521311	0.729324805459189	0.256078740192776	0.225770002350936	0.393897636564535	0.325070356285735	0.223151357413932	0.368957931371027	0.197417057918857	0.399382052397366	0.057722841900977	0.162310610908285	0.572566526354337	0.524943196282975	0.322447828683973	-0.221080343426719	0.299350842654727	0.218249639961551	0.553413821454726	0.517120972379103	0.335176302441678	0.792823145804471	0.37871738103901	0.369341548190027	0.507943916938069	0.318330362885537	0.795201713480355	0.202599897207651	0.41848814274267	0.359180703728548	0.760086183177402	0.241572061256496	0.401323469996135	0.0943516266105308	0.552502007323032	0.64254531707372	0.0751429060076476	0.361931277460565	0.550656159740559	-0.341578007341156	0.265023953893996	0.238128818153668	0.107765038903182	0.641583296585262	0.725539443038266	0.278966054261401	-0.18089283081418	-0.399918033985299	0.383560908776994	-0.0850067677790891	0.232709262378335	0.704933473024669	-0.0569792312525342	0.576164443821749	0.447082684894547	-0.246500169402085	0.436157040597051	0.167987485163566	0.532665062590922	0.154637281880814	0.444667270430011	0.396321834325835	0.230687382961182	0.364170956882791	0.106331441382468	0.573450947270519	0.157654421755156	0.0835936624891999	0.16705623674629	0.484344928874442	0.137870660968381	0.283262454106966	0.372954271198642	0.337575433641445
NOTCH1	0.30892087346344	0.28847312934616	0.430680939636662	-0.0748695347439894	0.609704175288993	0.489051745651845	0.653970415262103	0.552751904962867	-0.00613325339987402	0.0473723113225596	0.531982653926489	0.606757379293696	0.436417734738379	0.55980406743495	0.336117378648969	0.272808818201855	-0.0393725733599509	0.324371283854384	0.582567466144988	0.0802717629714343	1	0.554774878489641	0.245514811503195	0.493913246980321	0.630430650932447	0.708290414485771	0.674898914902472	0.674133472310721	0.53943341599655	0.52061163075748	0.454258716862183	0.167814548480621	0.724927128215442	0.240203357639667	0.633571896283476	0.549265407320408	0.060796044950577	0.568672887045745	0.531664278440541	0.660607368021384	0.537171231191439	0.629438060394043	-0.00512590449726664	0.653148202426674	0.72396032723942	0.514419234000038	0.588168026802229	0.404828012088806	0.481989168649861	0.685933517491236	0.463173089508566	0.496168723075805	0.602335312111682	0.606950602876089	0.671062768350901	0.237617567532073	0.518982632909317	0.175546866867859	0.668967164377	0.508852718820497	0.213973675417128	0.539507476596228	0.69961786352517	0.596957459910785	0.433791342893155	0.491300926368433	0.501990405939642	-0.192325028141236	-0.093321836953681	0.644928469545017	0.611605104513293	0.669600709326282	0.430846939897565	0.598127118038501	0.430254386597812	0.565129922833816	0.0480050348033347	0.61038937319122	0.379197336763533	0.64316140465506	0.48212222977967	0.651945033369009	0.674147161238231	0.379376625234392	0.509070355323145	0.438161090432568	0.524920974485399	0.604442288945826	0.614712081452544	0.554564547854276	0.488411760343079	0.662131261871031	0.676489919944699	0.600125512748332	0.575783296202894
ITGB1	0.543041105910851	0.780607133536047	0.686049720234322	0.519879261304162	0.907124847899756	0.573761465481864	0.687557190085135	0.532832375183931	-0.157539645455425	-0.262511697154802	0.534599144797858	0.885299845423186	0.814774691851312	0.800702799868973	0.871067023631231	0.782535228326991	-0.00324489703354585	-0.0665328061339407	0.814918993654854	0.662171583521311	0.554774878489641	1	0.613409672449258	0.684407721271184	0.761595416323848	0.846446069443696	0.810187450544808	0.710199949671016	0.616933953857256	0.554535538007296	0.708592139606308	0.366586499624841	0.734849664387123	0.786537508322728	0.802011936808201	0.701602407829223	-0.177470864495761	0.693634751064325	0.644787087904111	0.888743989628903	0.918364712324039	0.707345990784563	0.57114148822313	0.890646475397222	0.778780459620327	0.783442982537329	0.685565580351616	0.899942440991487	0.503741195875001	0.887419621520642	0.687918163676578	0.840595917577979	0.592363956320297	0.632669563722173	0.659169310315098	0.687384715556152	0.910846915169247	0.372413988418444	0.81201608587005	0.839158687601399	0.0192660724549639	0.697302127780793	0.777061737563246	0.705747657296977	0.764825162329732	0.859700706872598	0.583550293830822	-0.363743168481237	-0.470757641432261	0.879532639863602	0.424946673257261	0.728903834145983	0.780492229047694	0.539423845601744	0.844934879835293	0.870417874799303	-0.321468336694367	0.85194568049742	0.581583757579842	0.89080602336993	0.694688814108668	0.899833770352471	0.84088022548356	0.697273373312665	0.710202003768728	0.570479327579915	0.829920146950249	0.672133771988672	0.690064588318479	0.696287364611106	0.879802577227576	0.694995358413609	0.784434740521683	0.885002685785663	0.809620165197166
CXCR4	0.358272282293736	0.887241016576234	0.698113525489872	0.695845193517431	0.539671652686288	0.408253488651183	0.436662913530682	0.362055962156057	-0.379002309244948	-0.0479639421402931	0.212348046224247	0.615347957371421	0.563946687395727	0.636898619757016	0.797469783250258	0.681139016559904	0.315434824383887	-0.257602538608071	0.706715500458591	0.729324805459189	0.245514811503195	0.613409672449258	1	0.474015193325157	0.253026122307323	0.424651613801776	0.42833791457334	0.25334321861633	0.436285869914046	0.438030013102045	0.392270775677873	-0.039696943612285	0.241607221709581	0.506987290562435	0.506528502997556	0.389985004376163	-0.198710700243189	0.594673606949207	0.371049821714257	0.587114017341153	0.502114946937671	0.523204833756258	0.530831489960443	0.383205490460189	0.416875368468078	0.730300640410673	0.275131958834497	0.785003832276134	0.209826127889173	0.480693916079548	0.584666900821999	0.68654402255675	0.589225896600977	0.467961042679528	0.294519903565029	0.565213317357677	0.649487840321482	-0.0102829289627938	0.551812104661881	0.609387172001852	0.0716187336553428	0.467399999651522	0.318739846829223	0.351004012876298	0.799887369776868	0.596058627908783	0.22958266179434	0.0844567684121434	-0.0443680165697986	0.356779268505695	0.155933932119255	0.287121731093068	0.53871485429042	0.118236874805714	0.609186108784512	0.43560063255649	0.0836853368306483	0.4602031379154	0.077033504447433	0.560214425358652	0.145643742682688	0.536109083344986	0.397165287505739	0.409900477462519	0.463750440654615	0.249211673904031	0.482396070034094	0.285922847816052	0.123369778982185	0.286203174350085	0.559047494057381	0.272199995902944	0.393906808376961	0.384000767139397	0.32025063824169
CD6	0.919891144908464	0.685434619441675	0.568960559309822	0.325386686973074	0.733509684885235	0.902261487746452	0.897978151296039	0.930360007955635	-0.443236357635997	-0.135367461385181	0.851950070627339	0.621163613220402	0.511713483892899	0.825811272609159	0.6368350456879	0.496039313719139	-0.145125463005273	0.0416537975348831	0.674946324578424	0.256078740192776	0.493913246980321	0.684407721271184	0.474015193325157	1	0.644038483586378	0.583710833724031	0.681570666401251	0.797378137116591	0.546525485942384	0.632845723162777	0.481122521112024	-0.0392399764857683	0.776558465655057	0.535202012870546	0.590911146668448	0.725827365532383	-0.504367684968185	0.909725562320698	0.884890285305546	0.63077952653931	0.739803063589687	0.714287660394377	0.0935767976579249	0.703901671233858	0.6795539198202	0.846381172036972	0.272340915369456	0.602040449193884	0.233049163514182	0.742803883023735	0.849385075291957	0.472120586362403	0.584893119444226	0.463083395259875	0.823928880043881	0.719195402080234	0.569539277933952	-0.0514396830634066	0.771325553842547	0.879437873824857	0.454684945699654	0.913977833910659	0.8025035086101	0.768298229577922	0.694635875912551	0.545242658721651	0.153367644162941	-0.37412993647188	-0.385024133064078	0.617923166279712	0.766969872375608	0.626141848103581	0.495499642640083	0.778467189357663	0.870694245998585	0.589755737365829	-0.308582191974425	0.588824244669871	0.123663498334166	0.735519172155453	0.376661785177504	0.705290286141547	0.81886553960525	0.875388093353562	0.465870833658459	0.248706162500937	0.629786662045847	0.901907457378964	0.415002058646977	0.927572559262865	0.819397701637883	0.829698201857712	0.770811151146403	0.614853491629259	0.471017515978695
NOTCH2	0.533952349797251	0.458404825580043	0.609780714621382	0.153971600425661	0.873277189210753	0.623478893163588	0.749337393083572	0.610965904883797	0.103081100512517	-0.105701722118108	0.673230625932411	0.813426542031319	0.742839419353163	0.676816165496341	0.55154366667011	0.554114154898096	0.00129226310945502	0.131039255409839	0.686836722935167	0.225770002350936	0.630430650932447	0.761595416323848	0.253026122307323	0.644038483586378	1	0.847042457004786	0.835839422459474	0.82503907724618	0.617039247418031	0.628406534146299	0.564632675482897	0.440789452999536	0.829872888831887	0.636501894980911	0.751821910198545	0.729712482451857	-0.0405781811624758	0.653938181166846	0.768713124196032	0.81824917760207	0.868936970735453	0.725838990639935	0.167803163068435	0.90207159010268	0.807671102844775	0.660580214897325	0.676144634884245	0.602314898252524	0.516867566321916	0.884398794516284	0.56808638526409	0.591039180166512	0.636700464101754	0.60641771676881	0.777425731013541	0.396842747883735	0.773145857202962	0.428492773323023	0.687461596390174	0.718043127155745	0.137563530038549	0.735578629516327	0.85530608653618	0.801937137839747	0.490845835072898	0.67521835276271	0.561660047198065	-0.385314365701949	-0.346437502558084	0.858162750086284	0.641439821478195	0.840089631166573	0.657507337853439	0.745977805547543	0.678617452912166	0.866138620174596	-0.205666982423595	0.782881275034111	0.645690431990448	0.811436264054433	0.765344580704944	0.813899058355453	0.864089317228443	0.678760655064611	0.699410585896133	0.623920543374919	0.758317514673246	0.795050141616243	0.757680666193403	0.749234568407499	0.761456624266734	0.807835947877171	0.835482051146372	0.886298778748325	0.831628022005949
SLC16A1	0.407775370432326	0.540920631718829	0.691548045606068	0.202566594854023	0.897695803572862	0.56494262824388	0.736908609870696	0.526034523830585	0.0355468943048109	-0.0865518060931466	0.581412591258282	0.866349524175547	0.820935864367451	0.733136055998537	0.620734362273279	0.587838117591303	0.0723755719785126	0.169970725026127	0.785599904343235	0.393897636564535	0.708290414485771	0.846446069443696	0.424651613801776	0.583710833724031	0.847042457004786	1	0.836339624342343	0.801610836949297	0.610390194243764	0.616059162049032	0.638268377015368	0.435546520588512	0.801623365585691	0.627352738701959	0.898338722747133	0.748847158597072	0.0251396112509124	0.684798536994002	0.679023393871418	0.892149435162841	0.855422540182014	0.759122833233664	0.321976552301317	0.89839749941064	0.894768924881188	0.716607453538914	0.745692143307765	0.705356727231735	0.61062404377608	0.898116593488991	0.611929593550647	0.758448221280803	0.652053377841787	0.807800641261341	0.702821258248438	0.44839461894666	0.849421065035961	0.437868949525	0.773736065646547	0.691973127638918	0.0120231492471386	0.678311638859751	0.838661034390231	0.782991019134821	0.540265874343651	0.78785878385002	0.627984336540442	-0.281600646749737	-0.282603287696675	0.891750836163914	0.574840665661427	0.84497048839899	0.741335479354554	0.619574711063526	0.677794347949155	0.880757356404206	-0.133933113573248	0.858276800986397	0.669057788457523	0.848580808503896	0.742000191020147	0.870204870136281	0.850982819345316	0.624398655377216	0.777643724083389	0.657041375575153	0.828532979493735	0.68989011479059	0.765303136967329	0.639123342582863	0.758254139294873	0.735621754911667	0.832461656563721	0.887217841799862	0.892891762084737
JAML	0.551362890410398	0.55390193220229	0.644556407702827	0.20747430557789	0.85647427288443	0.667623724317839	0.773801900817481	0.631545753214319	-0.150496706903384	-0.0939652161266801	0.64957919425753	0.874711237792898	0.741741448761488	0.737768375491974	0.680037217671725	0.633249123675891	0.0270959019244298	0.131681484655693	0.741294491524495	0.325070356285735	0.674898914902472	0.810187450544808	0.42833791457334	0.681570666401251	0.835839422459474	0.836339624342343	1	0.782178312961203	0.598412439575265	0.628537663289763	0.770787123641843	0.207170143501774	0.865918574734743	0.544154625874651	0.789148953931525	0.753457430774745	-0.133260208881607	0.718151276311462	0.728015040288382	0.857187311037578	0.833756798845597	0.770851246084571	0.27564554101794	0.866964576655052	0.860226163955819	0.732599380837246	0.841986592486003	0.733510594229564	0.523599181644555	0.937929033873049	0.710942057249772	0.712074674865415	0.676454715230238	0.667982239296173	0.817479489358367	0.528723888916174	0.791834918766469	0.207206107485122	0.810788261664603	0.76013395802306	0.163063423395511	0.742134270162922	0.819204640130969	0.701341238007523	0.662251039610318	0.761462918351243	0.758549933940419	-0.289872448503729	-0.303889372534897	0.836546068325068	0.588709579685309	0.811926739732812	0.652888217624425	0.699434262549926	0.707275078717095	0.865632819527188	-0.198494471792205	0.819526937422138	0.484465505809862	0.838258802676961	0.655586623642119	0.894133262303264	0.887276873513423	0.691452303330548	0.696366565167644	0.546459044215873	0.773575351587501	0.766341260700635	0.730015484760957	0.76102027581802	0.802510044646506	0.804929964578198	0.90478267202039	0.871771402929861	0.782793604502925
