""	CD44	ITGA4	GPR171	CD96	CXCR4	PTGER2	CD2	CLEC2D	PTGDR	TNFRSF1B	ADRB2	TNFRSF14	JAML	ITGA1	CD3D	RPSA	TIGIT	TFRC	ITGB1	S1PR4	ACTR2	CD3G	SORL1	KLRD1	PTPRA	CD74	PLXND1	PDCD1	CD47	TRADD	NCL	TMED5	CD46	F2R	LAMP1	JMJD6	CD247	KLRC1	PTPRZ1	CD8A	CD8B	NRXN1	CXCR6	VSIR	APLP2	TSPAN14	ATP5F1B	TSPAN5	HLA.DPB1	PTGER4	STX4	SMAP1	CD69	PTPRC	PILRB	CANX	CD81	C1QBP
CD47	0.692873253873762	0.745989161318294	0.639742823248831	0.723192403293074	0.750739632994379	0.718030200774286	0.729404428849602	0.718211810785245	0.745185258398115	0.68330148858024	0.730373471295066	0.726638223066245	0.689370792325205	0.735763557256527	0.723072298694015	0.728062320938157	0.701754543963449	0.635032562614074	0.717102479825386	0.686677233864055	0.759020100804328	0.720071273496277	0.698156603316262	0.742866499880671	0.632554574995275	0.265403330311559	0.0796175914016379	0.745266877118912	1	0.713441930784276	0.821531294926416	0.709619801825945	0.810371766955122	0.422776502609132	0.447740140279632	0.771472173431899	0.73490896063925	0.739057917474111	0.156693373440517	0.662226297895391	0.725663489481336	0.252981343195404	0.710118873825038	0.373936476618021	0.621723623672342	0.850047935277344	0.633972216846184	0.310417790331819	0.444392646454024	0.721078703701001	0.793232660562607	0.740279992740007	0.714071830708789	0.749328192272536	0.587767340749722	0.802538030151523	0.452529748489007	0.802547110471928
TRADD	0.964634979108664	0.92585329551226	0.86942177838899	0.969829914788555	0.983238213166938	0.906750457595876	0.96510508891476	0.900655646716285	0.952167326027867	0.847027820403071	0.855323860176292	0.953086516541513	0.873309552619497	0.891938229005167	0.980621399373899	0.952963552076674	0.973020342408764	0.44394302774221	0.82737811563172	0.9763992354021	0.867981608098629	0.955599915758628	0.543741503573569	0.908262456508564	0.438035967562506	0.273220209293081	0.0659028698911236	0.942587988368829	0.713441930784276	1	0.886731034780991	0.794449991016001	0.614308443793426	0.540451483145488	0.489597311504447	0.862810288113704	0.960804453794126	0.935479912074409	-0.460715998792242	0.910933625839253	0.950516973837883	-0.380426553490183	0.972315230776832	0.412490997069494	0.288160909047465	0.847337330962745	0.475977427760647	0.337646743285443	0.585281116945158	0.971188211793122	0.818563079466662	0.722942813375269	0.973046189380113	0.957554884703896	0.39970738947264	0.595139139185742	0.340503303117851	0.778825038636432
NCL	0.86347278529274	0.925678444259645	0.774653425695009	0.904479637791676	0.923425820191767	0.893625629988231	0.919038626979999	0.892739518805732	0.944176527686515	0.837394614792493	0.826370063189123	0.864601411690287	0.886755268090163	0.829229511138935	0.910260351304991	0.917128993482567	0.897442924579167	0.453763525237981	0.825691560566562	0.888227986105316	0.879901277906903	0.924207590876445	0.613998262669075	0.922090395704608	0.550526535191574	0.276218470170865	-0.0767703306161592	0.928757699129412	0.821531294926416	0.886731034780991	1	0.845760534481936	0.656490087531222	0.423468072004575	0.399207037955727	0.947326077595946	0.905239574864704	0.91611050377419	-0.17404725902106	0.819929819047361	0.927206295229268	-0.0976341450070157	0.894263695691589	0.349453810654835	0.577571250302193	0.854431661535594	0.702571043605721	0.326900548252156	0.528183119740799	0.89949234360561	0.891322400927291	0.800030791402673	0.899259303193908	0.928643759199133	0.395494275250762	0.806572788456702	0.465061442702426	0.934828010033799
TMED5	0.679413468932118	0.906075741244856	0.589120359484284	0.821491397731545	0.812213409011944	0.937630108303935	0.873924966800266	0.938176889010117	0.867602618768149	0.944030136108818	0.577848989583065	0.758515197582714	0.936300353797775	0.783462922653959	0.854255101910385	0.818046539690447	0.839447685504524	0.461996043839676	0.874408343961873	0.783450453157027	0.927720192930911	0.880907970175765	0.530631662064969	0.874246661594593	0.345097820146118	0.261894971735729	-0.205505688819049	0.887400032175267	0.709619801825945	0.794449991016001	0.845760534481936	1	0.637717974544271	0.162856623453244	0.266729103003133	0.917962326706821	0.874817856863104	0.783999207904982	-0.291384253256076	0.584670444757563	0.879048735752939	-0.263116105778339	0.758667910174991	0.308286714265804	0.527524968139471	0.687511452255799	0.603668893776583	-0.0237545462974825	0.40009707570209	0.802710921819959	0.855345768091881	0.730168612938444	0.765704540652756	0.906708628641433	0.46404073574278	0.701626593344123	0.304709112907326	0.840493206586811
CD46	0.569639719583134	0.605240540150623	0.61043132700631	0.628891218304123	0.616854891735851	0.618636486129581	0.603692735399563	0.603009972462811	0.626263576595871	0.536197100580925	0.639799753737484	0.694342250930373	0.583644792629862	0.802477911281566	0.626785481539007	0.647153473855117	0.563508087019037	0.878764838172885	0.740075572946766	0.559782152312942	0.759685365606944	0.593673468734267	0.641877140542	0.668719038258445	0.743412613994401	0.299652490365974	0.381568063540947	0.601768417935186	0.810371766955122	0.614308443793426	0.656490087531222	0.637717974544271	1	0.507541434917167	0.71694687330829	0.613167301758739	0.670025451107853	0.629653411154649	0.15377937649594	0.585832244409701	0.586902193939629	0.15814992867781	0.569999900162738	0.519850892956364	0.548986953390492	0.707326312511848	0.621656230027664	0.420986856008411	0.42105490106107	0.579047708801125	0.594691377415817	0.722442573010797	0.552436604573168	0.634054698271855	0.866019877679384	0.798315590956789	0.470811768006952	0.592786603126539
F2R	0.630593381528783	0.333187419259754	0.819707098791085	0.531559895835189	0.527580978945231	0.316585348612385	0.416071545828255	0.246191520981388	0.452181115212894	0.117498671749103	0.78430558590363	0.669168591358474	0.23623689953312	0.62705698951556	0.498552929807363	0.590017909125511	0.393130561491802	0.62657266706287	0.39576156967036	0.45913966058104	0.464658937392474	0.378348047304522	0.49133309947831	0.516527301009192	0.494789970310583	0.459597399526514	0.755138806596798	0.354139879824788	0.422776502609132	0.540451483145488	0.423468072004575	0.162856623453244	0.507541434917167	1	0.731747980025033	0.280633322559693	0.517901407092292	0.60557470482157	-0.224485669552479	0.784471581780915	0.369458593807603	-0.178342374094022	0.526515039760122	0.730962353843145	0.1350384808913	0.614581924276612	0.377476461370075	0.799826471891515	0.676674906628604	0.440313075643332	0.181999090334256	0.559302553644287	0.468792454957847	0.391565997949372	0.399352064119331	0.425954173973058	0.567430407521088	0.220050307908447
LAMP1	0.498262934331326	0.299900336841013	0.653204517189782	0.465239051564036	0.463490918499622	0.307026994701975	0.362159677957909	0.261986575951353	0.398252796296539	0.186027385818537	0.636087921072482	0.616716910761485	0.25754410048689	0.605767084252817	0.438635374527737	0.537847610241606	0.362973652375284	0.754796510227525	0.499739442236431	0.4152747071193	0.522236914325052	0.346873293223238	0.661281724106347	0.436039316106883	0.669604325191701	0.545288546684027	0.755256198590984	0.315628498415008	0.447740140279632	0.489597311504447	0.399207037955727	0.266729103003133	0.71694687330829	0.731747980025033	1	0.264362483478434	0.461465277284496	0.485188068350303	-0.0345551116983799	0.602633046648088	0.324469853617632	-0.0620263144621487	0.436452265686996	0.738875488586877	0.328291683602334	0.590910229779456	0.457867377351938	0.695039746650287	0.655484432602381	0.395337944891644	0.289963176179699	0.560936847197805	0.400011743868942	0.376310321753143	0.683134389896426	0.573176496339609	0.642093791700758	0.269714256311888
JMJD6	0.817475146795762	0.969571532231341	0.689345799864351	0.907925613683117	0.904943859451656	0.954246848555226	0.944255483015761	0.962213450804452	0.955055038938045	0.927027914295015	0.728745849470714	0.825614107673797	0.955660713969168	0.82549521953803	0.915731718287497	0.870790265202063	0.907476315831695	0.400998113031044	0.844468416172217	0.869372481397711	0.891973396142935	0.950154580501558	0.521389284685511	0.939363345026305	0.434108553811815	0.185462135199945	-0.223601215903252	0.964015289673959	0.771472173431899	0.862810288113704	0.947326077595946	0.917962326706821	0.613167301758739	0.280633322559693	0.264362483478434	1	0.920762046071041	0.896706202797539	-0.247618429654419	0.73166957214404	0.959825316819861	-0.173774287861101	0.871089428318187	0.221684540121293	0.503307190433969	0.786666062040915	0.605096456127789	0.123128409682783	0.407017541871197	0.890164813420873	0.923189907087122	0.717087162809262	0.880424247443928	0.955400357892465	0.403907980210603	0.719448478181802	0.308357486542203	0.901258229988932
CD247	0.916858723674281	0.96214640083671	0.869679666510616	0.984212709825853	0.96973029639864	0.967343455919395	0.978034688824281	0.946979688459067	0.981599714705069	0.883006917670205	0.825868332816541	0.93028691747605	0.943028692360691	0.934570870381532	0.990057731611652	0.963888370158468	0.958349518016241	0.52232173668238	0.893466956220576	0.945691906259726	0.934691144465289	0.973495757605189	0.521477245410181	0.97623367951	0.429832395006431	0.252931126494741	0.0237704394291449	0.958488170159811	0.73490896063925	0.960804453794126	0.905239574864704	0.874817856863104	0.670025451107853	0.517901407092292	0.461465277284496	0.920762046071041	1	0.958997631981801	-0.44382474110617	0.873804463043983	0.967063917080469	-0.372302181157426	0.946594983828763	0.412464649702237	0.354224777025043	0.829469999116536	0.56308647160605	0.295405394600901	0.539662777003915	0.949357109455071	0.840818625722243	0.787942118951352	0.934546264725615	0.979540382688654	0.491025418203493	0.654932388237693	0.342609750037823	0.804072017754971
KLRC1	0.937593007495074	0.914530887422036	0.916379906940133	0.970625017758387	0.968509260126824	0.892805955290129	0.939810000395439	0.874673061312114	0.968975450544711	0.790963606258941	0.918608731074339	0.923502197180901	0.870128500367511	0.892347810499924	0.953528839734309	0.945177256890137	0.923730611543944	0.491648182224412	0.79308781033681	0.917841358771845	0.869317089664836	0.935248536501337	0.569639297624644	0.965135323734439	0.451703894032027	0.295916958244251	0.100246828235108	0.921381809824722	0.739057917474111	0.935479912074409	0.91611050377419	0.783999207904982	0.629653411154649	0.60557470482157	0.485188068350303	0.896706202797539	0.958997631981801	1	-0.399255184082537	0.932229069423217	0.936756716695099	-0.312824386382175	0.949394789175932	0.428349849737393	0.371739849993196	0.865839040143981	0.544150789788533	0.417978812315063	0.605685436739467	0.921045153656406	0.79747387513189	0.753976321186467	0.935033119413796	0.932301062001088	0.425054903640809	0.655206875474935	0.404623892036357	0.777513733909033
PTPRZ1	-0.448188527530561	-0.388221620642016	-0.443816740038538	-0.456529619469516	-0.428209792384917	-0.4038349564045	-0.444606237532364	-0.373478191199985	-0.399159313233065	-0.372697019774764	-0.249790971743688	-0.395118803404486	-0.404888395302173	-0.353394711122353	-0.468673340675586	-0.39703199647439	-0.454037116766663	0.0891276235769059	-0.31125984625821	-0.465140018865813	-0.328297711020392	-0.435200645114874	0.0207173084356605	-0.367858983007645	0.431448693409654	-0.147390639380846	0.00696200326759912	-0.38513963345519	0.156693373440517	-0.460715998792242	-0.17404725902106	-0.291384253256076	0.15377937649594	-0.224485669552479	-0.0345551116983799	-0.247618429654419	-0.44382474110617	-0.399255184082537	1	-0.414252545510564	-0.417410949392141	0.919915980927819	-0.453377007539301	-0.224394206471394	0.373469808580188	-0.227548436722957	0.201631509774694	0.115893444943572	-0.33206297118463	-0.440817669720224	-0.131896578423728	-0.0695081454151192	-0.43261265082044	-0.412520959497193	0.175976172976952	0.235379217571239	0.0985294722940649	-0.0179298216129868
CD8A	0.960657109030009	0.784146071840913	0.966186658910102	0.902433952126079	0.919395050145542	0.740312301369554	0.848665574833895	0.712929178827306	0.869239966774344	0.602561063499892	0.956978818015665	0.936283307966237	0.701435442895849	0.855787659346133	0.888301651693157	0.902244516562579	0.849985271980849	0.491028140548764	0.707524292217351	0.892298665786307	0.756928500721854	0.833929247031907	0.560873118903266	0.849042570063202	0.490037327054837	0.350834110001012	0.326758614043496	0.807792949502875	0.662226297895391	0.910933625839253	0.819929819047361	0.584670444757563	0.585832244409701	0.784471581780915	0.602633046648088	0.73166957214404	0.873804463043983	0.932229069423217	-0.414252545510564	1	0.828592699904292	-0.325155215277696	0.923015901299475	0.537800619667522	0.245874571922996	0.851489488829949	0.460104676578249	0.586256559280971	0.688501336128906	0.880017130194528	0.64064557961362	0.694937489237037	0.90215007011378	0.827323652848381	0.376049666433198	0.56428652311821	0.46625702754625	0.643438144481909
CD8B	0.918001426054977	0.991701581650441	0.77665840654554	0.97193364044152	0.96983541757213	0.970231667088848	0.995785941658011	0.976022988927049	0.988152307336293	0.927138762563155	0.772405069545302	0.88924067790035	0.96380198952844	0.877666420846743	0.978941468259071	0.912020494520222	0.979576929763012	0.37551418243968	0.84302666373151	0.960521677773557	0.884870896180896	0.996451542093893	0.471863784682896	0.945235197350008	0.372772700118869	0.141243260147972	-0.149889528413442	0.994879397376452	0.725663489481336	0.950516973837883	0.927206295229268	0.879048735752939	0.586902193939629	0.369458593807603	0.324469853617632	0.959825316819861	0.967063917080469	0.936756716695099	-0.417410949392141	0.828592699904292	1	-0.318218119420262	0.957801697621638	0.243367458041424	0.33930721740208	0.805105970179745	0.478718279092734	0.156047795589208	0.435066063375574	0.970637184179168	0.891924933367895	0.675069702791972	0.963629324492884	0.99184020348329	0.391011401967287	0.607987341650049	0.229082833229571	0.835684025125987
NRXN1	-0.337328680970156	-0.286212999202826	-0.375402079530767	-0.358996817403736	-0.330948281668198	-0.332340689117568	-0.345845608224515	-0.290887577517457	-0.306182024177869	-0.291690536652441	-0.186275991673802	-0.353811365193921	-0.318170467341502	-0.289958964321768	-0.380671573058429	-0.355524109463187	-0.360795426458415	0.083097776746879	-0.291047754387547	-0.365623975611429	-0.27216533135641	-0.335453578010942	0.0725572443625729	-0.301923332176945	0.403981772078801	-0.231594509183648	-0.0400577528053527	-0.283906621489153	0.252981343195404	-0.380426553490183	-0.0976341450070157	-0.263116105778339	0.15814992867781	-0.178342374094022	-0.0620263144621487	-0.173774287861101	-0.372302181157426	-0.312824386382175	0.919915980927819	-0.325155215277696	-0.318218119420262	1	-0.344575371254298	-0.249251309953316	0.387043808581235	-0.0904589577237903	0.126609144207916	0.0524208898152599	-0.342468843912662	-0.327116349787946	-0.0613193346697867	-0.10161415052693	-0.321481745735812	-0.321384906001456	0.18289032255964	0.229558963763929	0.032890631942397	-0.00385049362413059
CXCR6	0.984098424076968	0.929933979857588	0.875717191766505	0.980859933348682	0.99031882943983	0.895253671657933	0.968763486707901	0.891471446091199	0.958890562237706	0.82276334377025	0.84990955000494	0.932024758860213	0.877621069015178	0.871795487652888	0.973800346412564	0.927917921722696	0.977155668404573	0.390061905313047	0.803510970416201	0.986810413752756	0.827881952810107	0.963636699548855	0.504840991116311	0.894966356851153	0.405633255323145	0.223100245965438	0.0110628415576646	0.944339038235774	0.710118873825038	0.972315230776832	0.894263695691589	0.758667910174991	0.569999900162738	0.526515039760122	0.436452265686996	0.871089428318187	0.946594983828763	0.949394789175932	-0.453377007539301	0.923015901299475	0.957801697621638	-0.344575371254298	1	0.348069450553413	0.264726741395672	0.846402721865887	0.431374991885584	0.2999137475188	0.553247329842845	0.987323775817938	0.819485387673098	0.655818353860671	0.993613882297314	0.952654301069221	0.374247555173345	0.555454919891965	0.292505245335237	0.76743311613315
VSIR	0.402999805634031	0.233969891861576	0.650080681984864	0.377726010010453	0.393285538411572	0.270315653195847	0.299275512270452	0.195359783515108	0.315957752244434	0.163489724457249	0.58516111076766	0.575881762690279	0.204135362697676	0.500041868213594	0.39074713778372	0.534081880805741	0.277245879036622	0.697046540694431	0.499219127580749	0.320619272628204	0.545276351207507	0.271794338000409	0.742988695346297	0.396845232546972	0.376074339174236	0.845017552256515	0.710024653685062	0.240629397374853	0.373936476618021	0.412490997069494	0.349453810654835	0.308286714265804	0.519850892956364	0.730962353843145	0.738875488586877	0.221684540121293	0.412464649702237	0.428349849737393	-0.224394206471394	0.537800619667522	0.243367458041424	-0.249251309953316	0.348069450553413	1	0.440339850037244	0.58548983476101	0.524883176438028	0.55706941078698	0.853933555924488	0.30562301214689	0.180222373828365	0.614390708879122	0.294872004959222	0.321374278285752	0.394492409733262	0.531580432638562	0.804387180274505	0.241437155151004
APLP2	0.22685120121629	0.371205643028465	0.277812741784887	0.31006075726532	0.34529049896455	0.384055193144528	0.32739113635804	0.385029139020054	0.37842912738174	0.394400345552138	0.405256785198758	0.347694216813364	0.381965137287808	0.316476389388183	0.328942109760163	0.437643141585686	0.288864836958937	0.455710596706165	0.470341036374773	0.260372710379019	0.552899361997685	0.340977044836741	0.722843511291995	0.431838648147503	0.550980666346774	0.488117846517613	0.00795469345567354	0.370883764663033	0.621723623672342	0.288160909047465	0.577571250302193	0.527524968139471	0.548986953390492	0.1350384808913	0.328291683602334	0.503307190433969	0.354224777025043	0.371739849993196	0.373469808580188	0.245874571922996	0.33930721740208	0.387043808581235	0.264726741395672	0.440339850037244	1	0.507829467936228	0.797282241432147	0.232106316229786	0.429973410798157	0.288811752948056	0.558416294564218	0.618403025034794	0.270374979192409	0.385708500754189	0.352610256478178	0.828942896894083	0.670477191649126	0.643424248591143
TSPAN14	0.855959446144079	0.796436450062993	0.84377170880346	0.852336861903363	0.877676814793968	0.754239555959107	0.822345131021723	0.739490852517526	0.835446629321184	0.703175416920586	0.879663720821222	0.872769142194249	0.734338288973529	0.822215352618511	0.8406121511635	0.856198586790444	0.80358460895246	0.617868273742487	0.774098422143057	0.817040768117897	0.821817028307881	0.810705902411681	0.794294268256561	0.814556005781118	0.544364458096173	0.482913911394169	0.238480728642756	0.805868383534878	0.850047935277344	0.847337330962745	0.854431661535594	0.687511452255799	0.707326312511848	0.614581924276612	0.590910229779456	0.786666062040915	0.829469999116536	0.865839040143981	-0.227548436722957	0.851489488829949	0.805105970179745	-0.0904589577237903	0.846402721865887	0.58548983476101	0.507829467936228	1	0.553890802702745	0.4139686254022	0.71984136108321	0.834747943076793	0.786511688375967	0.740998215981431	0.838692840775593	0.826200031809102	0.470356196099476	0.722656526789248	0.566432965829212	0.731335831815065
ATP5F1B	0.398997840857258	0.504372326784106	0.51882436130512	0.495837229285889	0.498969031465072	0.548431532798557	0.483498649853751	0.508799291368329	0.540999295058829	0.46413389084225	0.549354385397469	0.538215706723569	0.519809333834045	0.545863050285697	0.517571079816696	0.673695795180057	0.449578601335471	0.574522325391629	0.680611346188325	0.436083623063218	0.685603919202231	0.491784748195276	0.601350336543267	0.62377267821077	0.647229976041234	0.486148127655652	0.101123679527647	0.493768328889167	0.633972216846184	0.475977427760647	0.702571043605721	0.603668893776583	0.621656230027664	0.377476461370075	0.457867377351938	0.605096456127789	0.56308647160605	0.544150789788533	0.201631509774694	0.460104676578249	0.478718279092734	0.126609144207916	0.431374991885584	0.524883176438028	0.797282241432147	0.553890802702745	1	0.479379686709266	0.513361955030145	0.435712241046554	0.581406863937739	0.871844157536218	0.409502575543434	0.527139857349794	0.433012249331898	0.881894377489154	0.745148084534012	0.772792730586942
TSPAN5	0.389610454869144	0.104988724216462	0.616626651857688	0.304620357379921	0.320313001818993	0.0888643173501131	0.176773842519873	0.0383599840700143	0.268493373441345	-0.0965444285237988	0.663902440054385	0.443177973168163	0.0309704988605956	0.365254495237182	0.270691419516351	0.443262593451458	0.199360690110228	0.475034373523679	0.206876925196851	0.261249182763987	0.238257155949635	0.166407385932899	0.398234775095866	0.32941932747876	0.644315742685119	0.381164913427546	0.683895312323324	0.139739276494318	0.310417790331819	0.337646743285443	0.326900548252156	-0.0237545462974825	0.420986856008411	0.799826471891515	0.695039746650287	0.123128409682783	0.295405394600901	0.417978812315063	0.115893444943572	0.586256559280971	0.156047795589208	0.0524208898152599	0.2999137475188	0.55706941078698	0.232106316229786	0.4139686254022	0.479379686709266	1	0.54962206788574	0.225800929860328	0.101530671281326	0.551387542177156	0.266644388451845	0.169408486598213	0.303843150674334	0.462791290446982	0.634246432395797	0.225176887202665
HLA-DPB1	0.593004869600881	0.400875133174262	0.755886212615775	0.547399143175975	0.592684165344744	0.399762166504509	0.475343025964547	0.351596236943304	0.495420825205214	0.333906846041894	0.728910722566318	0.68994357341121	0.362100351442166	0.505768303661651	0.547016318667253	0.686285154481301	0.478302043306292	0.472397481244091	0.526346660105107	0.522469863420247	0.587638377996032	0.45873200554875	0.799185084121513	0.517815502361262	0.390761488165635	0.897560704776639	0.529252414107958	0.419558006622452	0.444392646454024	0.585281116945158	0.528183119740799	0.40009707570209	0.42105490106107	0.676674906628604	0.655484432602381	0.407017541871197	0.539662777003915	0.605685436739467	-0.33206297118463	0.688501336128906	0.435066063375574	-0.342468843912662	0.553247329842845	0.853933555924488	0.429973410798157	0.71984136108321	0.513361955030145	0.54962206788574	1	0.5073905989834	0.384443653863792	0.62148079683043	0.523716965396031	0.481966478699088	0.222811920386675	0.516006767367052	0.819886812817882	0.430324069300459
PTGER4	0.960199351518123	0.949928490386129	0.827102994753722	0.971519324554417	0.983938946157292	0.91897550126013	0.97939132274109	0.922596036231051	0.962842561785334	0.867058030373239	0.800120828146616	0.914727770142477	0.911648693103971	0.862811852506661	0.978875310467933	0.922664975393916	0.988481482983948	0.368985777536557	0.834356175352999	0.996149799585074	0.846285596131947	0.97957270609379	0.4976518225426	0.891463187293928	0.400966569281582	0.186204223657829	-0.0585882861453317	0.959950010090345	0.721078703701001	0.971188211793122	0.89949234360561	0.802710921819959	0.579047708801125	0.440313075643332	0.395337944891644	0.890164813420873	0.949357109455071	0.921045153656406	-0.440817669720224	0.880017130194528	0.970637184179168	-0.327116349787946	0.987323775817938	0.30562301214689	0.288811752948056	0.834747943076793	0.435712241046554	0.225800929860328	0.5073905989834	1	0.856700942278593	0.663627781928559	0.99095870111924	0.970847606307996	0.384688245321007	0.56143098909604	0.260101646319466	0.797055829598954
STX4	0.757093336329178	0.9020458406063	0.600654995611142	0.843257241494638	0.855668634211487	0.890466484331857	0.87905308722285	0.909020823152838	0.877338900478004	0.904873355862232	0.65839174546042	0.757637572548308	0.894957318101295	0.720332658143405	0.84972556863207	0.812620190447115	0.86977726067603	0.353859151947695	0.797326555079837	0.83236903185599	0.815561956327633	0.888825803583348	0.56642790485187	0.827630703750553	0.47275458628715	0.184812166310977	-0.264627658775676	0.904246476032025	0.793232660562607	0.818563079466662	0.891322400927291	0.855345768091881	0.594691377415817	0.181999090334256	0.289963176179699	0.923189907087122	0.840818625722243	0.79747387513189	-0.131896578423728	0.64064557961362	0.891924933367895	-0.0613193346697867	0.819485387673098	0.180222373828365	0.558416294564218	0.786511688375967	0.581406863937739	0.101530671281326	0.384443653863792	0.856700942278593	1	0.686599709374499	0.842364057923441	0.897022836067528	0.401761033996396	0.706427821670778	0.296305233706205	0.894053668990174
SMAP1	0.634661936535082	0.685973785039189	0.762099917317761	0.722894101436209	0.722760832512303	0.728619332548439	0.694016132784269	0.679562758821025	0.740147709419593	0.620929391818369	0.749333117137079	0.753515643414651	0.69065664124438	0.754116731668749	0.74587762353181	0.864479694160323	0.674568921851708	0.677771005880553	0.810903438907209	0.667148361676176	0.82895947202456	0.69390121211533	0.63855204571878	0.808258394817753	0.636664638734803	0.468872150852044	0.215941508073887	0.672832374432183	0.740279992740007	0.722942813375269	0.800030791402673	0.730168612938444	0.722442573010797	0.559302553644287	0.560936847197805	0.717087162809262	0.787942118951352	0.753976321186467	-0.0695081454151192	0.694937489237037	0.675069702791972	-0.10161415052693	0.655818353860671	0.614390708879122	0.618403025034794	0.740998215981431	0.871844157536218	0.551387542177156	0.62148079683043	0.663627781928559	0.686599709374499	1	0.634303105557562	0.724907337550561	0.524740164063083	0.837522026525057	0.669009095424077	0.795662183627634
CD69	0.976803634552062	0.935569709903762	0.836435372941134	0.968411977107356	0.987858572137992	0.89300994046605	0.968746699916369	0.898808111362245	0.958505954233266	0.839530290701233	0.836909086103114	0.919376285170635	0.879578350382237	0.845884048661213	0.966275539942148	0.912763859171164	0.981161091409825	0.341627569043864	0.787545725569604	0.989362263941148	0.814136790207366	0.965862176959387	0.499883997674683	0.883665543571935	0.400186781746797	0.193174945288682	-0.0408932987880224	0.952485212407173	0.714071830708789	0.973046189380113	0.899259303193908	0.765704540652756	0.552436604573168	0.468792454957847	0.400011743868942	0.880424247443928	0.934546264725615	0.935033119413796	-0.43261265082044	0.90215007011378	0.963629324492884	-0.321481745735812	0.993613882297314	0.294872004959222	0.270374979192409	0.838692840775593	0.409502575543434	0.266644388451845	0.523716965396031	0.99095870111924	0.842364057923441	0.634303105557562	1	0.955324407073547	0.336384073272826	0.548480935999104	0.267806956309329	0.786102511362461
PTPRC	0.911868614008622	0.989395934230659	0.790284966379636	0.973853224486126	0.971922032473357	0.97993703603006	0.994365837211317	0.979309068511806	0.984723061929912	0.939437988344119	0.776240761941903	0.910866547532734	0.967056707636833	0.895929281933495	0.986614314196443	0.933050547771966	0.979859548516341	0.43500760192163	0.88583372829695	0.961193093687326	0.925140257061294	0.994409888829976	0.525661571569292	0.951091524212835	0.402638425926057	0.211836950891031	-0.102339520303008	0.988626891445041	0.749328192272536	0.957554884703896	0.928643759199133	0.906708628641433	0.634054698271855	0.391565997949372	0.376310321753143	0.955400357892465	0.979540382688654	0.932301062001088	-0.412520959497193	0.827323652848381	0.99184020348329	-0.321384906001456	0.952654301069221	0.321374278285752	0.385708500754189	0.826200031809102	0.527139857349794	0.169408486598213	0.481966478699088	0.970847606307996	0.897022836067528	0.724907337550561	0.955324407073547	1	0.440553297769142	0.6527891105732	0.289074154588258	0.846812271938735
PILRB	0.358892082467244	0.411948451513831	0.438889237209895	0.457734633935058	0.40373022889882	0.454721346451574	0.411738751089193	0.441059500688988	0.42519451218573	0.376946047553345	0.388367879838503	0.475964014283955	0.435327930719992	0.637219253304789	0.441772760890759	0.432243447220399	0.378236031992747	0.808724664028695	0.56761658377136	0.366063219612513	0.573268616777161	0.410412567054151	0.467520206301602	0.476011795257168	0.64565316460053	0.159123921120127	0.41737185567313	0.398281937334309	0.587767340749722	0.39970738947264	0.395494275250762	0.46404073574278	0.866019877679384	0.399352064119331	0.683134389896426	0.403907980210603	0.491025418203493	0.425054903640809	0.175976172976952	0.376049666433198	0.391011401967287	0.18289032255964	0.374247555173345	0.394492409733262	0.352610256478178	0.470356196099476	0.433012249331898	0.303843150674334	0.222811920386675	0.384688245321007	0.401761033996396	0.524740164063083	0.336384073272826	0.440553297769142	1	0.589797212648552	0.259745344572127	0.319044427339492
CANX	0.540178881114185	0.631296050922486	0.569231115882714	0.612848039862091	0.623260961438868	0.637935017004374	0.604416590582882	0.62216128428391	0.657775734930303	0.587943121518526	0.67366597406137	0.676694137159524	0.607423247269065	0.679808439948594	0.619431820880613	0.709245407867119	0.565854814475094	0.690104523232199	0.726359683978203	0.546736758530791	0.789395025001434	0.607621110406363	0.732592428514107	0.713457405257038	0.776584939509964	0.455371050790919	0.172303146770153	0.630196297779473	0.802538030151523	0.595139139185742	0.806572788456702	0.701626593344123	0.798315590956789	0.425954173973058	0.573176496339609	0.719448478181802	0.654932388237693	0.655206875474935	0.235379217571239	0.56428652311821	0.607987341650049	0.229558963763929	0.555454919891965	0.531580432638562	0.828942896894083	0.722656526789248	0.881894377489154	0.462791290446982	0.516006767367052	0.56143098909604	0.706427821670778	0.837522026525057	0.548480935999104	0.6527891105732	0.589797212648552	1	0.709765825917816	0.804897186897352
CD81	0.330089714641349	0.218839146955215	0.526744370601894	0.315944889074152	0.354313028546485	0.228620760784934	0.25131931964405	0.179565345399468	0.313210781157018	0.160171580105553	0.577480299350838	0.499395528417482	0.188942975724139	0.369986930466216	0.319285553528352	0.524537223390995	0.238456116705556	0.520533742530635	0.470280206872334	0.273653874808589	0.510145816074697	0.24542278640813	0.78795554145726	0.383482380234084	0.595463339311588	0.850941412990547	0.501528564190331	0.23238767789954	0.452529748489007	0.340503303117851	0.465061442702426	0.304709112907326	0.470811768006952	0.567430407521088	0.642093791700758	0.308357486542203	0.342609750037823	0.404623892036357	0.0985294722940649	0.46625702754625	0.229082833229571	0.032890631942397	0.292505245335237	0.804387180274505	0.670477191649126	0.566432965829212	0.745148084534012	0.634246432395797	0.819886812817882	0.260101646319466	0.296305233706205	0.669009095424077	0.267806956309329	0.289074154588258	0.259745344572127	0.709765825917816	1	0.462733655016341
