""	CD3D	CXCR3	CD2	CD3G	CD8B	CD8A	KLRB1	DPP4	CD247	CCR5	CXCR4	KLRD1	CD53	TNFRSF1A	ITGAL	F2R	TNFRSF14	ADGRE5	SIRPG	CD47	TNFRSF25	CD4	TRADD	SMAP1	FAS	CD44	S1PR4	CD226	CD69	PILRB	LAG3	PTPRC	RIPK1	TRAF3	PTGDR	SLC16A7	SELL	RACK1	ITGB2	TFRC	ITGB1	ERAP1	ADCY7	TSPAN5	PTPRA	TSPAN14	CD81	LPP	CANX	PTGER4	CD63	SLC1A5	CD74	MCFD2	TNFRSF1B	APLP2	SORL1
CD69	0.527301652047498	0.25118466879313	0.493626269137069	0.54215148948518	0.117382527227509	-0.106706521486136	0.560991748989918	0.669566803861362	0.418015144851886	-0.458376118217478	0.897295305196826	0.24303227609936	0.625250102525561	0.282592167730142	0.359628881957738	-0.369827099299365	0.409181813643107	0.510877403935052	0.355027084768413	0.509842984706779	0.571144586408778	0.900412791551626	0.655763722028643	0.550933927848932	0.349401035474634	0.367844702265314	0.41074543484265	0.661141772645562	1	-0.243396801013087	-0.109303708630405	0.560666437392057	0.0271147323430522	0.270374581131232	0.371316594444512	0.543717692875845	0.420790192036542	0.656872672765559	0.408084628564562	0.481164723365132	0.495118264943092	0.274682101334373	0.196960053699406	0.338578545095584	0.264627859316763	0.450785948365282	0.25765446043643	0.286607393905145	0.229020605978949	0.901640167113064	0.378292332044643	0.280490943265104	0.353618936505581	0.363573375943993	0.534461793894517	0.289165019255197	0.200408553826836
PILRB	-0.293881720955209	-0.388353649870435	-0.227787309916835	-0.291309970362541	-0.00522298211866425	0.169106095068035	-0.507964045560969	-0.388339224114874	-0.241250335418141	0.390425888111608	-0.272581054424923	0.101574728328295	0.140172470268636	0.45406529639165	0.143862012852596	0.654780143638156	-0.0578042387035828	0.122236316601503	-0.297508670476608	0.156869108721026	-0.429124898362115	-0.0321121431947675	-0.381166968324442	0.0516925797055547	0.264463392023023	0.34791965386631	-0.248934283686848	-0.241285192339128	-0.243396801013087	1	0.0246961125130966	0.259449225061262	0.698872574955485	0.107227685342443	-0.14562687456526	-0.222038831966673	0.0914833275122047	-0.0204404836741658	0.458912198811635	0.415369074932981	0.470933655086515	0.440364208590897	0.508291140381796	0.40906807990584	0.609638463682949	0.511755607432245	0.580100105100959	0.601841785733149	0.590345270037287	-0.235688970189558	0.480726440627223	0.496707305097794	0.51832317103169	0.450039596400702	0.239051057829832	0.533780099143191	0.592462940921661
LAG3	0.58381196990978	0.579904325215574	0.63507029815896	0.610696707449038	0.526795213018701	0.407026136005017	0.317370493658918	0.24151334799722	0.605179170440081	0.218681127556756	0.173982074034612	-0.083544288638809	0.283190852225301	-0.27823560766515	-0.00529811586587458	-0.0884746941852693	0.382038924207672	0.462621973862641	0.428964694355768	0.473015824144482	0.12564192649757	-0.0967550877801463	0.447230031131611	0.25192254922874	0.224025993150599	0.308222976867209	0.451943087601917	0.178315182926638	-0.109303708630405	0.0246961125130966	1	0.118379812870068	-0.0863118795333027	-0.222316911776216	0.243408958520394	0.339235754728442	0.509323022010324	0.357459137524612	0.0305232351468072	-0.0987182391873424	0.0441613742097901	-0.048832119391506	-0.331508448730973	-0.0292182774060115	-0.239519881643408	-0.270371786270766	-0.0995493746844328	-0.241768790650136	-0.25290552374394	-0.0848715795901716	0.0196420735937163	-0.0225371232079845	-0.146503923531226	-0.108518443337917	-0.00516692776886434	-0.213621972968294	-0.363366274253105
PTPRC	0.504970906480366	0.0784967288059022	0.591991607037678	0.588155794077029	0.349337466207617	0.451491124701141	0.272515652262739	0.522831634380098	0.38706094792215	0.0681740677481462	0.553493253829028	0.587174310835375	0.681126521790626	0.405967087967451	0.523141589900749	0.0972603671169452	0.626772321820297	0.82096497218525	0.0798561049339711	0.643201155997212	0.511935306159187	0.698034884447211	0.333007325023329	0.501580939403766	0.675365687187988	0.758069664672479	0.280145542410464	0.605132674905779	0.560666437392057	0.259449225061262	0.118379812870068	1	0.509278408731481	0.615619661117494	0.573815610231932	0.553323230724065	0.456447264478485	0.505899844966657	0.466047001368131	0.634799118040207	0.710586195416678	0.67350798722611	0.611453924941523	0.573861082351797	0.484313184042733	0.65902994126241	0.420649517733525	0.488469103875825	0.435140005147058	0.568543508781718	0.503689935270981	0.810281757793334	0.52039029916464	0.527898107689028	0.679432474002173	0.393849511812899	0.370402495856451
RIPK1	-0.0779460759814914	-0.12409166070548	-0.0352194946124921	-0.0952841628448891	0.0925012440357937	0.180782624738029	-0.35693554942274	-0.176511135845249	-0.0276295607856077	0.210381426036979	-0.00579198417157716	0.118791018107996	0.478009427546532	0.626432083271638	0.50038991942275	0.630057692370463	0.226504710570802	0.321048703600625	-0.0966606729673617	0.423437772906808	-0.175376676719434	0.28577432322615	-0.218887898785759	0.396253935639521	0.264566723926352	0.618493120548952	-0.0950990694727781	0.0458506459868862	0.0271147323430522	0.698872574955485	-0.0863118795333027	0.509278408731481	1	0.322208693036648	-0.0793366585701426	0.0640779976811094	0.376289563257559	0.282621110174995	0.740933337725082	0.666745773429235	0.761437358185844	0.609094762697997	0.626272870332275	0.610560788494714	0.754244965077053	0.623084008925128	0.787099321045008	0.759561352141423	0.764548640378706	0.0675445443706545	0.73679679458097	0.67110235395775	0.779317257788205	0.709954537519335	0.54407983248857	0.735988008500415	0.756235755002615
TRAF3	0.0114608970234866	-0.0823000698089158	0.166217540420388	0.120322195299897	0.000162784217766943	0.375218023100251	0.138980210209333	0.218111242332943	-0.122990467296361	0.199707697415754	0.325094616462635	0.445503531065451	0.313812982060837	0.521227606082739	0.518670630560782	0.378157876501531	0.447979915003651	0.36067013593359	-0.16803685910218	0.0846632783403892	0.397767763202037	0.486700882351562	0.0810961406613047	0.149605780810043	0.24487929408231	0.593432600608767	-0.0783112579298823	0.261030174078912	0.270374581131232	0.107227685342443	-0.222316911776216	0.615619661117494	0.322208693036648	1	0.450458438862058	0.21661341136609	-0.0799760281338886	0.0535236075959182	0.282491839303753	0.415000326009615	0.412746896196496	0.704394180354094	0.617202490637021	0.457091648975787	0.397952515287421	0.569559652171304	0.327704770816485	0.389012497158875	0.350772326311766	0.435684674929613	0.229629143430004	0.597238908674071	0.435340304645417	0.347314510630838	0.596997616301916	0.316346288087646	0.28905750371794
PTGDR	0.437090323854126	0.1891280398012	0.662783353612877	0.598661547623567	0.440833633146436	0.483353790364686	0.397822175482116	0.385952067964971	0.473898640481493	0.332009227151758	0.532608350245704	0.742505938265979	0.316574749841426	-0.114394161816825	0.272666540559103	-0.0860637357080058	0.266123820797584	0.444595244682401	0.12914308382051	0.249365568847614	0.35013949565354	0.345023566152108	0.474701227256144	0.0261093600558385	0.433930888059314	0.401745920912444	0.23478754872016	0.322278795697551	0.371316594444512	-0.14562687456526	0.243408958520394	0.573815610231932	-0.0793366585701426	0.450458438862058	1	0.454922516165148	0.134339142784671	0.127461287436179	-0.00993379793814724	0.00194275156876334	0.16400876513472	0.250419039498513	0.0587133937095367	0.0166423318491163	-0.138109700097424	0.249375811945978	-0.168633035353898	-0.18179161589279	-0.24743509077999	0.334722129063246	-0.119079640894461	0.244265547533103	-0.0877569652385875	-0.12108497002977	0.116183533567731	-0.236955302106546	-0.326348562516609
SLC16A7	0.661444836553227	0.385908800105299	0.792648297312177	0.709242046063241	0.371510412581289	0.160665876225097	0.664999978969013	0.685433754604101	0.653916056768064	-0.109148338409948	0.671109671191415	0.239630574393948	0.453512696249993	-0.0415490681541846	0.0810242273335334	-0.424304044907092	0.603658742707472	0.690411678038399	0.412289666152773	0.522746923843633	0.597327094326799	0.573606560664788	0.603499460553701	0.354070400687814	0.239716769288505	0.374423252616647	0.369960855248226	0.66117522507276	0.543717692875845	-0.222038831966673	0.339235754728442	0.553323230724065	0.0640779976811094	0.21661341136609	0.454922516165148	1	0.568766302458941	0.46239173951111	0.104776632913968	0.169256885604734	0.233297311285341	0.296635562764304	-0.015096176872727	0.0940591460248145	0.000554378854545299	0.146886267582169	-0.0128973576742731	-0.0208448038855469	-0.0496538464278528	0.629790729860162	0.159031632517243	0.180457766313454	0.0416990210516704	0.103326397982773	0.355372225205335	-0.0378147175085787	-0.172229302898385
SELL	0.65364278165936	0.545884975905103	0.614520920815857	0.640056440540915	0.350703677337361	0.019345257729764	0.415590797949499	0.540509065223512	0.6551667644621	-0.286339912830127	0.534805463519192	-0.127374645226047	0.726694823652876	0.222466394077432	0.369203234831299	-0.108477193750082	0.551372830104719	0.698168299887939	0.521999935985536	0.886367484532366	0.387946485199846	0.510267377768157	0.536199692099717	0.753930118546207	0.391227049017172	0.562907028806766	0.503661466880962	0.598191361740217	0.420790192036542	0.0914833275122047	0.509323022010324	0.456447264478485	0.376289563257559	-0.0799760281338886	0.134339142784671	0.568766302458941	1	0.821918094672025	0.574578645426618	0.484435231269982	0.611482264165685	0.286288909057034	0.0904870460391517	0.368754751717552	0.323408261726121	0.217109985217706	0.449954567828391	0.338425703237938	0.34664963030193	0.461653440694928	0.625674212185592	0.261830064168692	0.409472893518804	0.520667180967757	0.459778866620936	0.404077911419087	0.241347597730869
RACK1	0.749354382276419	0.59210973359938	0.626550703635092	0.683244694034233	0.404009936820465	0.0690414503060677	0.529936794040535	0.616171145671762	0.663639611126682	-0.42442094008008	0.720513585428794	-0.0361396441631578	0.901786407669337	0.391367715701398	0.431198634311756	-0.219130199091486	0.657661993850528	0.745528314924125	0.686541589250972	0.882310792400512	0.52969525158458	0.684827151088033	0.719421447544291	0.943695940636291	0.340122483201932	0.566027906813498	0.74349581741826	0.725645546973107	0.656872672765559	-0.0204404836741658	0.357459137524612	0.505899844966657	0.282621110174995	0.0535236075959182	0.127461287436179	0.46239173951111	0.821918094672025	1	0.648960872947474	0.702718624403292	0.683034885349586	0.361434151408102	0.179221259150597	0.592266970811573	0.406337220806754	0.326226368344692	0.533447228862649	0.439759528660445	0.442398421993671	0.62224104050859	0.716925600236073	0.346126184020593	0.545183788638347	0.64809006612904	0.699985014715988	0.504613756593912	0.340894617969105
ITGB2	0.141370327802674	0.189283199126928	0.122120239540025	0.10561217831466	0.127434050253645	0.0555236992370979	-0.0625813647337238	0.0615765813007828	0.167572126241638	-0.0297698544300129	0.431810812861495	-0.0147294587253482	0.757617664495854	0.768375799395551	0.664978818325811	0.479111630323159	0.311179136144757	0.405194194571754	0.252681878658105	0.60173766127811	-0.0201524850858505	0.621544543119977	0.191616694970559	0.689820054444158	0.304626991253512	0.705527687464448	0.202136338152928	0.217473818624617	0.408084628564562	0.458912198811635	0.0305232351468072	0.466047001368131	0.740933337725082	0.282491839303753	-0.00993379793814724	0.104776632913968	0.574578645426618	0.648960872947474	1	0.799751597608235	0.897914058428231	0.548603300541721	0.556012518529364	0.723251767408809	0.771941706795131	0.683311605482955	0.916887819282169	0.81148145336044	0.790640740193394	0.44304827371972	0.878503529073515	0.568007915620759	0.911165225048793	0.818769745141437	0.745117322659748	0.848672804648368	0.76962953448382
TFRC	0.257507409092751	0.040023214524699	0.189737706501657	0.214669776326923	0.126966047128157	0.0919686602748029	0.11440473092068	0.314012220601379	0.145287169755698	-0.229972135825643	0.448089363484192	0.0859662703126827	0.775254876317853	0.826198346294395	0.480555101503496	0.263709197094735	0.509559804501765	0.6141813877494	0.215434674403112	0.670784866909107	0.305222808737581	0.686294132648208	0.264060238617889	0.76577333180626	0.318815687464362	0.663071402077839	0.35538431306997	0.470606978482727	0.481164723365132	0.415369074932981	-0.0987182391873424	0.634799118040207	0.666745773429235	0.415000326009615	0.00194275156876334	0.169256885604734	0.484435231269982	0.702718624403292	0.799751597608235	1	0.863281605007497	0.710525899120242	0.716344960994463	0.872801290856443	0.856809475377716	0.757517374345346	0.856127399619334	0.88382406609669	0.884512041529555	0.48765430863717	0.893924384007565	0.685790234105054	0.871751897600579	0.934220594710734	0.863271638379464	0.86646695197098	0.791194356882698
ITGB1	0.234775787016664	0.0593762152639552	0.266458657940063	0.269158355849427	0.135984381842033	0.107824472842581	0.0652677077621095	0.231427071204741	0.205165878658454	-0.0223434279967837	0.497367617503191	0.210518222724646	0.835948955048713	0.776061350782433	0.645260800259808	0.400433740881754	0.411979225412427	0.614081988238489	0.146724845714747	0.730795808977876	0.202943735805036	0.683435798824748	0.250205222453412	0.715460903829355	0.575866425706804	0.820830951685614	0.211667309390947	0.43996285606585	0.495118264943092	0.470933655086515	0.0441613742097901	0.710586195416678	0.761437358185844	0.412746896196496	0.16400876513472	0.233297311285341	0.611482264165685	0.683034885349586	0.897914058428231	0.863281605007497	1	0.732575731084248	0.692405454484427	0.713137603352061	0.829778477361911	0.798143448965241	0.889476065512633	0.813085018675483	0.817625763591433	0.523620389822994	0.892465959262033	0.670121461841498	0.888555957558516	0.879625972361215	0.767895166338815	0.847356771835986	0.754642373821684
ERAP1	0.0692386497617181	-0.191852759954757	0.21919510798636	0.133722632231992	0.00951042023639523	0.190707581374955	0.20532100829531	0.255426781340808	-0.0497204980104575	0.061866806661791	0.362185754904773	0.340751191241337	0.60596288240391	0.768076333763243	0.384086912017355	0.371670806576426	0.526235476212651	0.627403420224141	-0.0795650724895579	0.420508426478255	0.351521470476187	0.555123319159443	0.174086039135259	0.434267177377629	0.369420433924085	0.686557859890848	-0.0108418306493789	0.487731089473355	0.274682101334373	0.440364208590897	-0.048832119391506	0.67350798722611	0.609094762697997	0.704394180354094	0.250419039498513	0.296635562764304	0.286288909057034	0.361434151408102	0.548603300541721	0.710525899120242	0.732575731084248	1	0.737719606314331	0.582316482937669	0.766056248993824	0.78795802405722	0.716987359208206	0.685517520501925	0.707574165822798	0.437214216319615	0.681706668347089	0.594611012542146	0.738882365771614	0.72985233413112	0.737951182525299	0.699002349290108	0.583744382526704
ADCY7	-0.193055376524402	-0.427893495170737	-0.129546960356834	-0.102106887797663	-0.213304188372019	0.0702979007956166	-0.0969432579578744	0.0324806879255175	-0.253172756664792	0.0508630145984088	0.136362641934935	0.313494981670888	0.397162493640581	0.84068954550236	0.373330689744684	0.460281240797884	0.204298114155034	0.35211243777841	-0.290265177487085	0.291917016131978	0.179219000492708	0.437070847525526	-0.149329992250994	0.280583238362827	0.431713730553424	0.507325989562269	-0.0726394630980713	0.219857533558236	0.196960053699406	0.508291140381796	-0.331508448730973	0.611453924941523	0.626272870332275	0.617202490637021	0.0587133937095367	-0.015096176872727	0.0904870460391517	0.179221259150597	0.556012518529364	0.716344960994463	0.692405454484427	0.737719606314331	1	0.566141218392323	0.779380246853256	0.820543671009321	0.693031575722752	0.776411452324498	0.768328649954122	0.271729270475392	0.576731419544485	0.656132779820839	0.722682454819467	0.721678061854888	0.652441782405875	0.703166795342567	0.791220600898878
TSPAN5	0.314248811998283	0.233610711887255	0.20803455183979	0.195292065883952	0.366345164855511	0.376108496959069	-0.0638902746868036	0.24068914221012	0.176032048659547	-0.0226268934650788	0.299361734102633	0.0809991823109449	0.69011002687228	0.67439468530868	0.623296658902318	0.329895830380928	0.574501022453015	0.546593409811345	0.31407942201615	0.531572633733409	0.224233143618397	0.579538129445632	0.152683262955915	0.724774456679931	0.241647696577794	0.679954981139817	0.344391555132326	0.317380174735578	0.338578545095584	0.40906807990584	-0.0292182774060115	0.573861082351797	0.610560788494714	0.457091648975787	0.0166423318491163	0.0940591460248145	0.368754751717552	0.592266970811573	0.723251767408809	0.872801290856443	0.713137603352061	0.582316482937669	0.566141218392323	1	0.681550326191889	0.538799401511548	0.736717126773054	0.811522276910061	0.760762015143585	0.364778948016257	0.780378167995502	0.790916568617256	0.771488898897654	0.754742096853047	0.817064396800049	0.728448003934513	0.677566618135766
PTPRA	-0.145746367120307	-0.306365601643259	-0.129038641673137	-0.145630851848213	-0.222483888565686	-0.131765257846695	-0.125264667979762	0.0265025404533931	-0.206674959771681	-0.124329583626783	0.207185212856039	0.0200204345929581	0.518687146594236	0.873254398711997	0.374516427167907	0.540491462870652	0.214095658125276	0.375833670801994	-0.17349522129966	0.444769330416629	0.0203170380370659	0.522769598191548	-0.068991272066636	0.475329568638073	0.28636398724044	0.583015815530406	-0.0990444310379514	0.227288221434174	0.264627859316763	0.609638463682949	-0.239519881643408	0.484313184042733	0.754244965077053	0.397952515287421	-0.138109700097424	0.000554378854545299	0.323408261726121	0.406337220806754	0.771941706795131	0.856809475377716	0.829778477361911	0.766056248993824	0.779380246853256	0.681550326191889	1	0.866082618531061	0.926537908648097	0.927230134717011	0.965706604060703	0.356642703770547	0.881999862798523	0.596063680504108	0.892707716915958	0.932643084765167	0.700007996446149	0.959333767504971	0.870202942666294
TSPAN14	-0.095198230303115	-0.372653173200724	0.0250144950373906	-0.000193858606869003	-0.182794832479665	-0.0322240579429828	0.0268519448918964	0.106272347289403	-0.124269055405263	0.00137242759674738	0.424717963105845	0.363033319553668	0.516570389282474	0.801443195520544	0.38575451179186	0.439713171289313	0.188499510546242	0.417373395583174	-0.227167247946732	0.401575686098858	0.112229377792706	0.653213862219786	0.0866974898648101	0.324836620534742	0.407261265949869	0.587913950862723	-0.0664990071457677	0.273478627663658	0.450785948365282	0.511755607432245	-0.270371786270766	0.65902994126241	0.623084008925128	0.569559652171304	0.249375811945978	0.146886267582169	0.217109985217706	0.326226368344692	0.683311605482955	0.757517374345346	0.798143448965241	0.78795802405722	0.820543671009321	0.538799401511548	0.866082618531061	1	0.760678080393817	0.784860542362866	0.774364621766796	0.495808636809514	0.684761062078003	0.615151221303592	0.782200020890902	0.768884924719206	0.672505683167066	0.766846283456055	0.717105476699613
CD81	-0.0515103047782428	-0.0727707672293496	-0.0621404176970302	-0.0883595468842802	-0.0607460184288608	-0.0498709946181268	-0.12069612614299	0.00311304029520488	-0.0836690155444724	-0.068770674529029	0.255994046992615	-0.0634141817322293	0.664715074390762	0.894073738745987	0.521054954237667	0.544808570579356	0.280976423089597	0.384238643626963	0.0473684692877542	0.508221653087619	-0.0147779802416506	0.527793712535904	0.0283030803602441	0.622310171500841	0.263792367122371	0.643786657914315	0.0266662466803555	0.224978868252982	0.25765446043643	0.580100105100959	-0.0995493746844328	0.420649517733525	0.787099321045008	0.327704770816485	-0.168633035353898	-0.0128973576742731	0.449954567828391	0.533447228862649	0.916887819282169	0.856127399619334	0.889476065512633	0.716987359208206	0.693031575722752	0.736717126773054	0.926537908648097	0.760678080393817	1	0.921134675148846	0.940489546403269	0.343987891572564	0.941286924984154	0.563808136767746	0.963941514258223	0.925451829254365	0.746293296116539	0.973676095914274	0.886278906057169
LPP	-0.0709518163001944	-0.178004386869593	-0.122307264712627	-0.12996374356352	-0.088990036289251	-0.0224715282935283	-0.182838674321281	0.0524386594894469	-0.16023157369149	-0.119742087929866	0.190536237498423	-0.0295096661447678	0.559350649565711	0.872228419063443	0.493671271057058	0.483252521565795	0.286556720649899	0.370504231556272	-0.0633817714077316	0.463657723649763	0.05500169105526	0.566618432313563	-0.0783677681465254	0.5605238164591	0.237385269138942	0.571629576105068	-0.00692014341398076	0.222753559771873	0.286607393905145	0.601841785733149	-0.241768790650136	0.488469103875825	0.759561352141423	0.389012497158875	-0.18179161589279	-0.0208448038855469	0.338425703237938	0.439759528660445	0.81148145336044	0.88382406609669	0.813085018675483	0.685517520501925	0.776411452324498	0.811522276910061	0.927230134717011	0.784860542362866	0.921134675148846	1	0.964889302819219	0.347514119011885	0.880735258451568	0.681490310821311	0.911850315241421	0.898451009017507	0.749584182436172	0.946405577793185	0.934852064302342
CANX	-0.118662499342932	-0.220375336098599	-0.164508188357123	-0.160786569057901	-0.171860603487179	-0.119532452325038	-0.174001487893001	0.0321927470594585	-0.19122833047756	-0.161236619129949	0.14489927111125	-0.0722768505312336	0.54053948696568	0.883071786619105	0.432654103047468	0.509043398240311	0.239181133024857	0.352145605103819	-0.100589020421742	0.468177380571385	0.0446490565298772	0.497227827453416	-0.106700761999759	0.560483577191773	0.258069700035587	0.560205684432833	-0.0427430388935682	0.23394920518652	0.229020605978949	0.590345270037287	-0.25290552374394	0.435140005147058	0.764548640378706	0.350772326311766	-0.24743509077999	-0.0496538464278528	0.34664963030193	0.442398421993671	0.790640740193394	0.884512041529555	0.817625763591433	0.707574165822798	0.768328649954122	0.760762015143585	0.965706604060703	0.774364621766796	0.940489546403269	0.964889302819219	1	0.316278426582156	0.905564451163244	0.59798011470127	0.897929565520203	0.946437107913888	0.709876331424616	0.979864853528229	0.931830361337837
PTGER4	0.464875379207471	0.264054615037861	0.49107860702057	0.500751495571131	0.0186592984172775	-0.121257841774059	0.610467870651711	0.717695780642377	0.328217227812396	-0.424216608647036	0.876858354373983	0.147912350821052	0.61379340236506	0.384457278146093	0.428854258665806	-0.236695844279691	0.514988049842484	0.560687000187131	0.310983124311083	0.49187091742432	0.636097763447623	0.925773674026861	0.605134349584267	0.542902413331971	0.322175615183295	0.486560662559378	0.267303930825753	0.709073336163434	0.901640167113064	-0.235688970189558	-0.0848715795901716	0.568543508781718	0.0675445443706545	0.435684674929613	0.334722129063246	0.629790729860162	0.461653440694928	0.62224104050859	0.44304827371972	0.48765430863717	0.523620389822994	0.437214216319615	0.271729270475392	0.364778948016257	0.356642703770547	0.495808636809514	0.343987891572564	0.347514119011885	0.316278426582156	1	0.437631220106921	0.285627669551372	0.41108340262662	0.440633470088584	0.642500509083366	0.379114079696178	0.22872971542242
CD63	0.210448224128269	0.0959732240290251	0.148462432218553	0.129201819556446	0.089889303808575	-0.0293161567721551	0.0276836083773685	0.205979759024704	0.14999711436568	-0.218446542220308	0.359280934501148	-0.05888233417637	0.773683890416968	0.770600976124588	0.504402336850478	0.337634759441704	0.423958591633512	0.560764346821193	0.209215976911984	0.692299022839002	0.153478757342827	0.607902200603137	0.175490678975214	0.784960053058166	0.316301364773629	0.661913153935046	0.20624068617272	0.428282933197375	0.378292332044643	0.480726440627223	0.0196420735937163	0.503689935270981	0.73679679458097	0.229629143430004	-0.119079640894461	0.159031632517243	0.625674212185592	0.716925600236073	0.878503529073515	0.893924384007565	0.892465959262033	0.681706668347089	0.576731419544485	0.780378167995502	0.881999862798523	0.684761062078003	0.941286924984154	0.880735258451568	0.905564451163244	0.437631220106921	1	0.582306225362431	0.906856877880425	0.946970063184893	0.77767973685636	0.939424450415218	0.806917847058409
SLC1A5	0.252925085049975	0.0152124025101363	0.243862841659997	0.217769641820504	0.340883304798682	0.554748514953599	-0.188045505817103	0.146290032524908	0.135423239747829	0.188605163050747	0.196756414491829	0.403491505674928	0.515421669533755	0.502216177610062	0.588362510973016	0.415897811772264	0.506909957956593	0.572326302675077	-0.00671725167383718	0.438712851168705	0.166126714473732	0.507478618068763	-0.0465321559872696	0.447532640155129	0.478790376607978	0.708735411860942	0.131242574509545	0.216939971027105	0.280490943265104	0.496707305097794	-0.0225371232079845	0.810281757793334	0.67110235395775	0.597238908674071	0.244265547533103	0.180457766313454	0.261830064168692	0.346126184020593	0.568007915620759	0.685790234105054	0.670121461841498	0.594611012542146	0.656132779820839	0.790916568617256	0.596063680504108	0.615151221303592	0.563808136767746	0.681490310821311	0.59798011470127	0.285627669551372	0.582306225362431	1	0.666796472846211	0.588417146638039	0.69209390367419	0.535797624105023	0.564319510331874
CD74	0.00644173344704915	-0.0570992872108981	-0.0076536085190595	-0.0416654846955839	-0.012725907085718	0.0361724815366755	-0.0806257483664935	0.058990365560378	-0.0542128702053765	-0.0887772998921262	0.32981858359557	0.0393882024966064	0.696231007225238	0.886432539555904	0.552056946879871	0.48602066337535	0.364022757193474	0.424249333935319	0.0557910737165863	0.485389828616472	0.0611864330841127	0.615310771744673	0.0637391082595443	0.632111372372531	0.259421995740056	0.646633501244679	0.0647220043460633	0.265250226793893	0.353618936505581	0.51832317103169	-0.146503923531226	0.52039029916464	0.779317257788205	0.435340304645417	-0.0877569652385875	0.0416990210516704	0.409472893518804	0.545183788638347	0.911165225048793	0.871751897600579	0.888555957558516	0.738882365771614	0.722682454819467	0.771488898897654	0.892707716915958	0.782200020890902	0.963941514258223	0.911850315241421	0.897929565520203	0.41108340262662	0.906856877880425	0.666796472846211	1	0.901271347318687	0.809216899083872	0.928283711065834	0.872473244888224
MCFD2	0.100361720524063	-0.0575970029329956	0.0600380950223423	0.0761079534970303	-0.0684292603745951	-0.0964870556742564	0.0557404161373138	0.207592602467403	0.035056824902641	-0.26877225566941	0.335982709946772	-0.030529490080992	0.698322499673062	0.856174528193933	0.430956691473241	0.363337937955641	0.378645972704472	0.52273948779048	0.0725990554485842	0.650196893036742	0.219495023783784	0.590826912744951	0.125241090870535	0.708859853032751	0.330331240450327	0.630435225822121	0.173424108766903	0.416730026742773	0.363573375943993	0.450039596400702	-0.108518443337917	0.527898107689028	0.709954537519335	0.347314510630838	-0.12108497002977	0.103326397982773	0.520667180967757	0.64809006612904	0.818769745141437	0.934220594710734	0.879625972361215	0.72985233413112	0.721678061854888	0.754742096853047	0.932643084765167	0.768884924719206	0.925451829254365	0.898451009017507	0.946437107913888	0.440633470088584	0.946970063184893	0.588417146638039	0.901271347318687	1	0.790862949044533	0.948665125602073	0.838555281911662
TNFRSF1B	0.388232255776823	0.248782898722203	0.350313710711265	0.347893615934192	0.190772063472265	0.230298078667863	0.310479704466097	0.427950148333539	0.229743903229987	-0.193709762864212	0.574722948312321	0.13352812908696	0.794965208653636	0.764850878294455	0.595513896175788	0.180366913917463	0.720287619434766	0.693843583992892	0.343754794192696	0.594996593809151	0.469097894524238	0.76768230442767	0.397168980448528	0.759023507401313	0.245948851645217	0.702818298932145	0.403503435805152	0.580929769561699	0.534461793894517	0.239051057829832	-0.00516692776886434	0.679432474002173	0.54407983248857	0.596997616301916	0.116183533567731	0.355372225205335	0.459778866620936	0.699985014715988	0.745117322659748	0.863271638379464	0.767895166338815	0.737951182525299	0.652441782405875	0.817064396800049	0.700007996446149	0.672505683167066	0.746293296116539	0.749584182436172	0.709876331424616	0.642500509083366	0.77767973685636	0.69209390367419	0.809216899083872	0.790862949044533	1	0.719729518689735	0.643243458401643
APLP2	-0.093842452945623	-0.150208670656221	-0.137716852958058	-0.142127863728709	-0.17614499908743	-0.168480995160918	-0.120096687045829	0.0456164402496311	-0.160781615547092	-0.198858161947387	0.225504812078875	-0.110744168894917	0.596059445190103	0.888494739163963	0.471027492140161	0.492722122213457	0.239570581741766	0.346592515854496	-0.0370695569487921	0.48355557968187	0.0368357972990171	0.543955723379551	-0.0267880683867783	0.605000199233746	0.243826195565886	0.573884557461475	-0.0305683845485154	0.258647814474222	0.289165019255197	0.533780099143191	-0.213621972968294	0.393849511812899	0.735988008500415	0.316346288087646	-0.236955302106546	-0.0378147175085787	0.404077911419087	0.504613756593912	0.848672804648368	0.86646695197098	0.847356771835986	0.699002349290108	0.703166795342567	0.728448003934513	0.959333767504971	0.766846283456055	0.973676095914274	0.946405577793185	0.979864853528229	0.379114079696178	0.939424450415218	0.535797624105023	0.928283711065834	0.948665125602073	0.719729518689735	1	0.911412864884961
SORL1	-0.216224835338987	-0.270947757328172	-0.306605028439548	-0.271401239354867	-0.234505678741748	-0.159293163883357	-0.280585085127715	-0.0800575788329101	-0.275538885038528	-0.153336267937551	0.0524096460417242	-0.0618355076881585	0.468662246380337	0.850476684145177	0.465314351915065	0.471396005748642	0.125990906405303	0.201867286425571	-0.162111686619629	0.346606989436971	-0.0302396633087476	0.435039597708068	-0.217579148728708	0.483231924269772	0.219641644197377	0.412806299959688	-0.0897009495411277	0.15143352749869	0.200408553826836	0.592462940921661	-0.363366274253105	0.370402495856451	0.756235755002615	0.28905750371794	-0.326348562516609	-0.172229302898385	0.241347597730869	0.340894617969105	0.76962953448382	0.791194356882698	0.754642373821684	0.583744382526704	0.791220600898878	0.677566618135766	0.870202942666294	0.717105476699613	0.886278906057169	0.934852064302342	0.931830361337837	0.22872971542242	0.806917847058409	0.564319510331874	0.872473244888224	0.838555281911662	0.643243458401643	0.911412864884961	1
