""	CXCR4	CD2	CD44	RPSA	PTGDR	PTGER2	CLEC2D	GPR171	CD69	PTPRC	ITGA1	CD3D	CD3G	CD46	CD96	ITGB1	ITGA4	CD47	LRP10	SLC16A7	NCL	FAS	S1PR4	KLRD1	LAG3	CD74	CD6	CXCR3	ACTR2	PTPRA	SIRPG	NOTCH2	TNFRSF14	ADRB2	TNFRSF1B	LAMP1	CD8A	ADCY7	SORL1	TIGIT	CD247	NCR3	VSIR	CD226	CD8B	ERAP1	PILRB	DIP2A	KLRC1	TGFBR2	JMJD6	CCR5	KLRC2	F2R	BMPR2	CD63	TSPAN14	PTGER4	STX4	CD151	TSPAN5	SMAP1	EGFR	APP	MCFD2	CD81	RACK1	TFRC	ATP5F1B	APLP2	PTPRZ1	HLA.DPB1	IFITM1	TNFRSF1A	CD82	HAVCR2	CANX	CD9	ITGB2	C1QBP	CD4	RIPK1	LPP	CCR1
PTPRA	0.457295830157377	0.440533629256091	0.492668700686058	0.45650074569812	0.225819750750944	0.527222585293034	0.567058337256352	0.484716067461782	0.497004043578123	0.441006088936572	0.391555952905116	0.454805779911742	0.527780968253145	0.757145874150191	0.354886906415979	0.414950955794297	0.341748251641775	0.774537578587931	0.816935566887569	0.677140346498685	0.895077122156367	0.39739381479708	0.216468884191735	0.0459941179686426	0.420022239579946	0.219912169223508	0.50158296508975	0.348755562896623	0.733625801622768	1	0.600476312501104	0.743328911132861	0.527346178669456	0.33105714430364	0.419774374793433	0.763867039184785	0.581479263502904	0.315590259332254	0.633707095873879	0.297655918160516	0.0719832212320492	0.327238964204717	0.398599534991666	0.503961922731727	0.572360998653651	0.707299223100922	0.540819749269375	0.900903184372198	0.0119117180993884	0.678567381760464	0.294043805786371	0.255977003456052	-0.0773836110850921	0.39650959580606	0.85076350797972	0.81354423222534	0.563630597203552	0.594624832672403	0.804437772861968	0.632206857662369	0.868576630050006	0.823693705737342	0.647556501487508	0.750082702140352	0.353427145561658	0.624342372582875	0.539676327282371	0.679519898398386	0.571600447163096	0.737076552455362	0.686213587534373	0.136392909734624	0.205981270645912	0.54336851810928	0.707612764568899	0.460011659353508	0.751458925092237	0.68847685212921	0.226586211146782	0.687607620081941	0.367464722712334	0.79412196641601	0.685098740818092	0.361444029225415
SIRPG	0.798247592367551	0.829258061969714	0.67611588490064	0.732469404913759	0.318904380956115	0.921750346692874	0.914190416343595	0.805623782647261	0.86392695926473	0.741847081718212	0.517553948018027	0.853610627620638	0.924186888699486	0.607916038620939	0.669497407908566	0.457430279506785	0.683873979926463	0.758247556767181	0.753064422815246	0.70746671594868	0.753997104219583	0.782825698345587	0.461147793994556	0.153260053915354	0.876178969061015	0.223021407172321	0.903096210804827	0.708007992769733	0.675402791454122	0.600476312501104	1	0.29391108518183	0.632494116818088	0.486721945715039	0.620585845135982	0.539031718958151	0.982534549195856	0.46985274029385	0.627388424592374	0.497657549859401	0.165084287280887	0.54092413685129	0.677616207738475	0.902346154850489	0.968886341038915	0.838459699237058	0.277733775600561	0.775413490639944	0.0786397959676553	0.873649092283435	0.124617888577846	0.330498772026463	-0.160019396870618	0.548068173089726	0.558652344365065	0.377195707754634	0.849792298835805	0.933866097329146	0.570154182982703	0.329764919645905	0.619043062046909	0.833613983959865	-0.0351050316999002	0.177564564664602	0.0510378476522875	0.302748860766458	0.727567017662427	0.819823032683982	0.413961872767864	0.27609490873331	0.0164864600788089	0.249193920646585	0.446681887835923	0.22000337705846	0.0892422787220975	0.342476694309611	0.19505988708255	0.0379660032690093	0.400184307531995	0.628543417127681	0.567777594277586	0.915856785544141	0.163913592572793	0.0824506083434761
NOTCH2	0.4836303547722	0.444929507912731	0.588192947471401	0.455456570184761	0.30200305480718	0.359830578729767	0.368778533480593	0.454944602652485	0.431204376975618	0.480664141571497	0.463885218974349	0.408961057582398	0.381596680140141	0.687578770937233	0.43015597348219	0.632011392041363	0.475165530576128	0.694230406545684	0.617676004164871	0.658261115809497	0.562950570549955	0.313646630387521	0.487388544497463	0.285769521156803	0.328370191341039	0.528173102187104	0.408366086624003	0.478518471223379	0.746774822658271	0.743328911132861	0.29391108518183	1	0.68789886801397	0.500375522678652	0.615266642503306	0.738683828280415	0.312382692353541	0.550346026136697	0.70590454130974	0.294129016276241	0.316269654592751	0.498018379061954	0.550389860097658	0.38198502519038	0.29937810941557	0.479526903228346	0.793618775431389	0.638767433090283	0.31344030781785	0.522898127684372	0.361855002718199	0.291455749608182	0.283491469248192	0.432956755854424	0.613118511476556	0.804512307437852	0.551457653737151	0.433285556155312	0.463349149603115	0.502602570224096	0.721382688217819	0.637505861372725	0.540427170327719	0.551426624315822	0.0127312640100186	0.834418465740238	0.477751542880257	0.361722171172636	0.312279042638247	0.676370882743172	0.5774754221389	0.446795607989338	0.473614510366788	0.787818523369538	0.640538626447723	0.622085851770636	0.514851638902627	0.485111206621988	0.563690404071462	0.362893027525563	0.55752962897362	0.518760507922218	0.792431462865229	0.615670214921654
TNFRSF14	0.884931601245742	0.842476029142088	0.834992114182262	0.81059138996232	0.461899455033263	0.741139832859365	0.734496518778029	0.845250307450169	0.826673817215601	0.79447568257614	0.592809048351493	0.869242474771434	0.813401996995714	0.737303640048304	0.781369472917552	0.76802024369201	0.860722514403746	0.822567921155271	0.632082799804378	0.818236039195802	0.530002228322653	0.741121415537902	0.868257359237175	0.438590449104839	0.792243430248422	0.636749638887207	0.790338731174408	0.845664934006796	0.833608941616286	0.527346178669456	0.632494116818088	0.68789886801397	1	0.792835600567432	0.946059230305518	0.723664953176175	0.658949826232872	0.795511306528513	0.783285951740113	0.523966139185604	0.456795873947612	0.661620615985995	0.806694996280598	0.767764235893074	0.635954430871013	0.671438850552466	0.786618689613419	0.569397932848192	0.397632791226375	0.731641168910311	0.292785564488406	0.370279733370302	0.248115055918204	0.759007218340937	0.50489506904379	0.549569015504943	0.901212105247004	0.773650939782316	0.325467176110701	0.314276980049049	0.687108576354257	0.757820989151979	0.0627050756285103	0.143084183657311	-0.277153385345385	0.743968192620143	0.772108712768567	0.464227875080392	0.411383608908927	0.382050242405952	0.0980537944678235	0.670805626707576	0.755114429460097	0.655817182666424	0.229001966053247	0.638741329611862	0.0795987962640659	0.0296438157495359	0.833041851125801	0.375582982811275	0.90838287131116	0.645641864275615	0.506406130283796	0.334583587826292
ADRB2	0.85705147105182	0.823888408496494	0.916027576290121	0.619347516079638	0.727052073532994	0.600031869715541	0.683138574591224	0.7520658822976	0.753139794438402	0.908668119460329	0.667065005714641	0.722797641390716	0.66755704399512	0.506151814893658	0.931419328020828	0.806160316285516	0.802679062857846	0.766133509825471	0.600309403741479	0.655006746611114	0.307910431734466	0.781709326205597	0.895997125558547	0.755705951505369	0.716817263094449	0.502795448020575	0.595250370408542	0.813457695684663	0.615415346024496	0.33105714430364	0.486721945715039	0.500375522678652	0.792835600567432	1	0.797892282205265	0.343318460991907	0.543689078945629	0.88022979426132	0.648149365620826	0.837395423552377	0.787311980938552	0.686072555360354	0.622916295026622	0.515155605782806	0.549603679827568	0.701524918142325	0.790024303593731	0.369850038286258	0.691235237516839	0.721470066684383	0.1456439699141	0.563683110234911	0.584191334878913	0.686734057881793	0.165077466911155	0.256447086964021	0.781344302739786	0.645770997682537	0.00356024482770169	-0.0954340496818362	0.479323389217985	0.551956489923822	-0.197159540575057	-0.222182098851226	-0.538677862766251	0.605501015046291	0.553410355967792	0.100092797931649	0.136140695665892	-0.0442405982034177	-0.15738257129032	0.678190962816459	0.872457340163873	0.659132098204665	-0.0866298384930339	0.661272793318052	-0.229851691197914	-0.299483620030308	0.833992509291716	0.00762955197411606	0.738831748704136	0.496077038409744	0.287474463324206	0.523812501119958
TNFRSF1B	0.89771841742518	0.880902720216774	0.872548686251918	0.838082897373135	0.459406507906178	0.741259809087067	0.705392452719547	0.860574883933491	0.836136979825639	0.816430672890542	0.666403384739782	0.867059016736171	0.818411227901861	0.6397553219964	0.813749615805843	0.804227261120363	0.905555840684535	0.763715860933307	0.545961917445952	0.780558966714216	0.470132155365804	0.779375861317991	0.890702562171278	0.490993311139478	0.768641974275318	0.619536296119216	0.827897651182272	0.915111456068311	0.839457198899444	0.419774374793433	0.620585845135982	0.615266642503306	0.946059230305518	0.797892282205265	1	0.625674402184323	0.661128521984796	0.818777286575164	0.69060148548949	0.561937528122079	0.512282482907859	0.737868872019606	0.873306294313496	0.782306812046362	0.634071735645668	0.663994004694421	0.710173324947894	0.444989965740147	0.48209234609462	0.725716362600868	0.424111927830968	0.308321541983769	0.321373483685075	0.730265779595531	0.391269751175978	0.511195164153718	0.89313019056038	0.782335162359685	0.281214232057216	0.225401962080748	0.541141442826385	0.724395506305132	-0.121711042962913	0.00304149068166706	-0.30976190744522	0.719345982911612	0.775940261834537	0.434096026774245	0.426151328887094	0.269483154718199	-0.081475383871492	0.693223624891684	0.820630168622569	0.621568158150915	0.0748925808791888	0.633545180412303	-0.0194421224248886	-0.106177290679077	0.893225853401492	0.351165349544849	0.928938097756232	0.622032372224065	0.372527693145111	0.321571402438332
LAMP1	0.537583846139391	0.472257301152432	0.496889983896582	0.641425872457903	0.18243476265167	0.571867361222131	0.567131695989082	0.624245007625053	0.578827737086219	0.39238773482217	0.304744376042907	0.611148636755202	0.618588562436751	0.879732751715361	0.339313484610001	0.424650152107771	0.490176540385335	0.721455840935886	0.62112603449689	0.7628380026303	0.741676036746354	0.394346054105047	0.412362537992143	-0.0213583068763033	0.515677424741074	0.420174558395696	0.599854698857037	0.429361158203753	0.794070242145753	0.763867039184785	0.539031718958151	0.738683828280415	0.723664953176175	0.343318460991907	0.625674402184323	1	0.542809754428534	0.377250726040452	0.728481292774983	0.10612320976306	-0.0105104584180456	0.284645015859938	0.531484142987022	0.623217683584819	0.496662411265313	0.504917734260079	0.607368387836084	0.733873677111649	-0.0447230167034355	0.554930677919258	0.397859090560989	0.0953114528048483	-0.185116987461884	0.558226250859773	0.759578743928684	0.782921446401335	0.673615110727488	0.607095391481452	0.721576022923636	0.645871902833988	0.822246243129383	0.738847247812295	0.473158763092641	0.632471464595907	0.297590291259004	0.644075689400948	0.663154416612188	0.666778641124205	0.625384828417466	0.748060759599516	0.520102799672092	0.280355469988379	0.256047316360389	0.510172891961311	0.625981447903753	0.493161474592418	0.624899379415949	0.524248845133458	0.417446342026547	0.644332108798735	0.651792773534002	0.65601276128351	0.657060725126673	0.140532730661897
CD8A	0.841870528669334	0.848494225694976	0.700208699533057	0.792426873300332	0.32122745844854	0.953183172747936	0.931784248337607	0.841448148967829	0.91220526353595	0.76133556158874	0.516657086792663	0.888332488324331	0.952605536884861	0.632735051001715	0.702477381546921	0.473045193619085	0.729263528485536	0.773475349756882	0.730173801083336	0.744643985526499	0.733318549031412	0.801507434150386	0.519176714251293	0.164216354580635	0.884261110792832	0.193503841375808	0.918819928822907	0.748521345554234	0.687899104265696	0.581479263502904	0.982534549195856	0.312382692353541	0.658949826232872	0.543689078945629	0.661128521984796	0.542809754428534	1	0.550654773911817	0.618738093076083	0.495831385286208	0.176439796860613	0.588969003442614	0.709619725751062	0.924146679117029	0.984986079068232	0.82059146044725	0.306072250678095	0.747618215725187	0.0987108507839348	0.874644613571667	0.132087166729852	0.273956786947142	-0.145781089661162	0.535091884733449	0.535380745913641	0.363637246497015	0.873435459556198	0.971035164106337	0.545838954462927	0.327647696998866	0.642608298346646	0.847779386140172	-0.0693238470613778	0.142676446813031	0.0297064856519351	0.311426397834167	0.770112315778871	0.790504675559029	0.415372731034523	0.235694792253998	-0.0173548265299028	0.240882991647911	0.485340992122954	0.238518687915849	0.0618192479024366	0.330709684147776	0.155345119696041	0.0052071063900033	0.437444867981363	0.616395283041765	0.617587258750426	0.915418738075512	0.136415852411051	0.0601959165343191
ADCY7	0.86930967278051	0.768078518973259	0.825262609641302	0.760347554893107	0.599505924949319	0.653505704782113	0.665386323765736	0.753371930994748	0.783110994939273	0.817913207826408	0.585023753067909	0.709588189058348	0.657922374530363	0.490562780767849	0.837218532194964	0.78341268868467	0.86446502777406	0.737176114166759	0.520215765795427	0.716106286741905	0.330842687071177	0.661363795484031	0.922340225756181	0.633668423962309	0.643264510137847	0.555823900944101	0.642649690319096	0.828520703882912	0.634797929610402	0.315590259332254	0.46985274029385	0.550346026136697	0.795511306528513	0.88022979426132	0.818777286575164	0.377250726040452	0.550654773911817	1	0.55992298832337	0.611371811158414	0.614167890063757	0.8035269609428	0.759725634255486	0.609377266934949	0.554397911756626	0.575031971885975	0.728757676800078	0.365109426138634	0.649295873742422	0.655909546588637	0.178777336404596	0.259525770548923	0.475740831075892	0.506518473286831	0.173087954714653	0.347893358000297	0.735253853774526	0.69327469592869	0.101138149756636	-0.0552094274647445	0.480651000581955	0.612127253297602	-0.216072183618474	-0.194160843303677	-0.426143727464868	0.588997464684777	0.700784491005721	0.180423755169046	0.153442083785832	-0.00361600217417352	-0.183650082014683	0.708709144679888	0.868673228125441	0.637324342223948	-0.116520280688149	0.597818512237695	-0.176910499798081	-0.236595015045104	0.779763569469283	0.13911830085124	0.821160804954867	0.467218839372155	0.24886665101429	0.409970873732022
SORL1	0.708559282676915	0.718347729593407	0.745916031306334	0.565379037987438	0.496295823721557	0.628423783380175	0.721335552722568	0.695245858416452	0.688070516393311	0.728322378663267	0.597969790438545	0.700798920131642	0.673273556453148	0.738726823340291	0.697108040979316	0.699306990541898	0.693786802191436	0.820894262405952	0.820192285587228	0.771871524099698	0.554970716216125	0.620747060223335	0.598020226703336	0.385194129738141	0.687750549730538	0.678878195826293	0.627114066220573	0.652148673544604	0.701673055653039	0.633707095873879	0.627388424592374	0.70590454130974	0.783285951740113	0.648149365620826	0.69060148548949	0.728481292774983	0.618738093076083	0.55992298832337	1	0.518198802437244	0.418549182549804	0.53105982897201	0.682135768766146	0.664483733159521	0.613747311990762	0.706087078647463	0.771311454364207	0.754479610695257	0.314693190416637	0.773228940986373	0.110580297648557	0.515870530541838	0.166135597008604	0.730275207564228	0.589018408014068	0.589816616083268	0.819668058858373	0.680932497339404	0.37450974679458	0.434959774050805	0.724780616897077	0.69202878899783	0.25728469306064	0.342335399345202	-0.217448733471123	0.719798304559972	0.557530486867828	0.498496502641373	0.247149569682439	0.516016003754158	0.323670780474583	0.583367149939942	0.585012745902698	0.658291474183385	0.401781969164529	0.649073564927623	0.286667596507602	0.194048749120016	0.660857089147326	0.324058144976434	0.688131261826407	0.681397927052216	0.662498707583292	0.496236231027803
TIGIT	0.669347051013367	0.761247987024812	0.853208406683686	0.316970839517802	0.799633460071291	0.424372203315744	0.591912030645445	0.581079557069746	0.558604806101274	0.873347832357928	0.798831706471026	0.500890802152517	0.514321037795303	0.268766421008321	0.880035071478617	0.779212554176673	0.624261524308516	0.62908912751788	0.646552927854906	0.427613697997986	0.288765473518277	0.727512868529425	0.623348095780091	0.849861975610253	0.59511472923296	0.377137570709284	0.483357773917877	0.679497449841179	0.490511260097847	0.297655918160516	0.497657549859401	0.294129016276241	0.523966139185604	0.837395423552377	0.561937528122079	0.10612320976306	0.495831385286208	0.611371811158414	0.518198802437244	1	0.888801968785309	0.586275269754672	0.471643117656884	0.363762535108348	0.515344502410188	0.806169466657949	0.591936540507567	0.344203399588479	0.771443825374217	0.749351939066875	0.170335459676632	0.732261496348101	0.69732853520604	0.655155865163144	0.127920614778364	0.184286656782361	0.625083155373214	0.515188605730092	0.0222931392728143	-0.217109649449807	0.242673713587979	0.426695044148773	-0.231571076001371	-0.255630442825265	-0.527312249689927	0.503856370218932	0.274909676640682	0.0615316967989697	0.0541394777105277	-0.123569455540444	-0.187750446488795	0.560801827097683	0.785692368847218	0.566320345093896	-0.157876665945578	0.678059705994002	-0.232070723561827	-0.325922726636165	0.683664715081217	-0.0786852732217166	0.443403724696757	0.478909514238584	0.227740668180106	0.673046480696746
CD247	0.513496496628444	0.604475378103423	0.75108152983052	0.152193404970661	0.847708375075538	0.143713058382194	0.315173151884928	0.44117187047277	0.359984148452895	0.735419477287293	0.7783853291992	0.298834697186322	0.252888375991973	0.100247228991359	0.788882320646668	0.825097078029907	0.563633592339392	0.433448230587333	0.412122212029291	0.308435723826379	-0.0110300486648977	0.497042360565154	0.659658559469143	0.983766958513036	0.370177974616568	0.508201286964363	0.276529144441623	0.585518723876771	0.364484591035444	0.0719832212320492	0.165084287280887	0.316269654592751	0.456795873947612	0.787311980938552	0.512282482907859	-0.0105104584180456	0.176439796860613	0.614167890063757	0.418549182549804	0.888801968785309	1	0.583787877986369	0.419369896887301	0.141396578223128	0.179479463240535	0.536317902407965	0.663413553650667	0.0649225323049198	0.943980209159601	0.520592008931111	0.208968157323063	0.68513948033427	0.901569842464085	0.600252736276365	-0.0872908497886423	0.130071769693641	0.447992674566133	0.258165501880061	-0.205183166163257	-0.351488745209603	0.0413731438571625	0.162056877982987	-0.297202857315537	-0.395808377060594	-0.709850544988596	0.561369251092507	0.0810015650355816	-0.267246391660564	-0.0915461317248257	-0.212035273683644	-0.263439897138013	0.681946477540589	0.842959818589021	0.659219186776173	-0.22918539466549	0.704466830817675	-0.396711122120496	-0.430040252449003	0.772379907449531	-0.363935742994501	0.413208699097062	0.154655643601605	0.264119877211109	0.779646573691764
NCR3	0.78588041559099	0.802960875131614	0.786455493779088	0.69582289447456	0.427961838114881	0.652624199672271	0.589876749217897	0.624135610719543	0.728529989264982	0.802707050904258	0.712502116996466	0.649594622774722	0.624898483239472	0.29571625545484	0.793029794584028	0.796242453351066	0.811885247937246	0.627334773218652	0.522278245925648	0.581034958480421	0.412837605759935	0.671423066460684	0.758634242310661	0.579644024176912	0.562671681338164	0.598312883072185	0.662205925690541	0.881222426477428	0.628663013022072	0.327238964204717	0.54092413685129	0.498018379061954	0.661620615985995	0.686072555360354	0.737868872019606	0.284645015859938	0.588969003442614	0.8035269609428	0.53105982897201	0.586275269754672	0.583787877986369	1	0.849035628442972	0.663476643763722	0.605969818398798	0.608885814806866	0.581221478785754	0.410979929547266	0.603058774979851	0.70877514292562	0.374452168454205	0.31989984299567	0.456281821881362	0.415123868861845	0.158889876236088	0.428209137139775	0.695781172344837	0.696736639727347	0.201135942473453	-0.0192661411763455	0.326157691726497	0.634294770396652	-0.284630920889405	-0.157883582603964	-0.294441290211144	0.571754902461734	0.643116454670656	0.334927722627025	0.122409589376185	0.0348337391662899	-0.235903832121787	0.703866823915113	0.874104561960859	0.500718720552172	-0.167700222360871	0.487535439855967	-0.0834609545516058	-0.242675877979261	0.733473021417898	0.308181181801169	0.617686573227509	0.561341550466211	0.167352934872701	0.527184890817385
VSIR	0.825846835162125	0.85258142966797	0.779488882134453	0.794784221512908	0.358596798902926	0.749336593598551	0.705880576455072	0.763927974648537	0.792896509474346	0.767274241219474	0.711977107431813	0.779743238141069	0.766001880728185	0.499779536126206	0.755943209031759	0.791448056529355	0.912981344272736	0.692927045624165	0.58838012491612	0.722957106567292	0.498003516962094	0.711432799523929	0.737312920563858	0.4237805348855	0.69823708732291	0.683120455532696	0.833562071245013	0.905759013669555	0.78304146946029	0.398599534991666	0.677616207738475	0.550389860097658	0.806694996280598	0.622916295026622	0.873306294313496	0.531484142987022	0.709619725751062	0.759725634255486	0.682135768766146	0.471643117656884	0.419369896887301	0.849035628442972	1	0.861787598431619	0.707783332827473	0.658663627201949	0.556539137058593	0.52251200605032	0.45805658924504	0.7619309669102	0.403556343314285	0.206440611812305	0.239629929550219	0.579810407854192	0.413339704920939	0.541976950036404	0.823005301146216	0.810010667230779	0.380526104730234	0.247191006075336	0.446154488665932	0.735692964359647	-0.149783595989923	0.0417638997273934	-0.23487363943035	0.670177796233675	0.745572610635505	0.55674098522763	0.325072342541751	0.299211366325163	-0.0996892880154784	0.706267297371003	0.787613780054664	0.550082575415693	0.0273469086551818	0.585907662111251	0.048441733635823	-0.0725027164683236	0.780619479986481	0.445606624852951	0.837117655394344	0.655917314612915	0.336944546086909	0.34785747773163
CD226	0.85740390881881	0.846885545882256	0.686058550410789	0.881868815075171	0.239140247668288	0.938800897730457	0.885667921946912	0.856731455225249	0.910656132080776	0.717577737599403	0.512911087768236	0.917114259069129	0.942519645467337	0.628680348153592	0.678987454874114	0.542320864248859	0.838938150966636	0.743515476401002	0.64888379042809	0.792959368536259	0.665156970856689	0.767311752736373	0.610290499014451	0.139529780687983	0.844098241488691	0.407619298028218	0.937546690730071	0.821527146133669	0.725777669887346	0.503961922731727	0.902346154850489	0.38198502519038	0.767764235893074	0.515155605782806	0.782306812046362	0.623217683584819	0.924146679117029	0.609377266934949	0.664483733159521	0.363762535108348	0.141396578223128	0.663476643763722	0.861787598431619	1	0.911212564567987	0.709879679792151	0.369817814258261	0.678248691644243	0.113890171126567	0.807537373696571	0.232458467426592	0.125535465253451	-0.154637936821317	0.549951001482017	0.528349769409521	0.446833418132731	0.88813527904002	0.955458640992434	0.524730287570895	0.383150866917662	0.603677894921217	0.844448768799625	-0.0944537492147393	0.145379754943805	-0.019326374420717	0.422694655309067	0.850050846349754	0.789095694522459	0.449252393333684	0.309914473178323	-0.0442149324625082	0.40784616255065	0.556508206938614	0.27495944058756	0.0732294348087666	0.360142003338916	0.146234250843059	0.00490152292016383	0.551173004949437	0.648434498942113	0.769867666029387	0.824110884570582	0.209310394713316	0.0234672908616814
CD8B	0.833872286662791	0.837469478556307	0.699324914850636	0.784534051733688	0.284115054014782	0.947284115360406	0.939625939243443	0.785654540299804	0.889380406140868	0.770701830417785	0.498526612204899	0.865108348411341	0.930882061630314	0.578783794221913	0.70826172921071	0.466797917186823	0.732039768370526	0.784207829612347	0.754715119738693	0.70713118293506	0.739925071197761	0.824796282251482	0.499900803032006	0.158913248405811	0.856226049458441	0.206668226555916	0.878067257694796	0.7560389299226	0.648389638585187	0.572360998653651	0.968886341038915	0.29937810941557	0.635954430871013	0.549603679827568	0.634071735645668	0.496662411265313	0.984986079068232	0.554397911756626	0.613747311990762	0.515344502410188	0.179479463240535	0.605969818398798	0.707783332827473	0.911212564567987	1	0.831586664158233	0.301018142916177	0.763520699493256	0.0964270104421525	0.873598928445812	0.112415448471674	0.27490888497116	-0.132925153154664	0.482612659235698	0.508360811770972	0.348572396642265	0.842400471394646	0.959786668113682	0.519280750055601	0.289159443909263	0.627043342315224	0.854384368005345	-0.0723563236579043	0.136079843575231	0.029151560914417	0.293560582366722	0.77454882405215	0.792013915205206	0.351882485320028	0.215130081727005	-0.0185034307254605	0.262304563557293	0.486208612161848	0.213635954965679	0.0472165388740983	0.301067180820422	0.177572659536491	-0.00348251203240744	0.411168957857003	0.632588086547451	0.587418961031535	0.907140700270761	0.122025248282062	0.081848299994251
ERAP1	0.780455223802188	0.852102720902283	0.850288987710625	0.581251408818588	0.582641772074669	0.729649699192697	0.833444352740658	0.745854227195669	0.756926690912998	0.864379514900839	0.764451038123739	0.715907839355591	0.784305639578323	0.589602842654254	0.816616363114088	0.721769843988835	0.699173329097523	0.856789242006387	0.901968838863305	0.689246492849662	0.743764315425395	0.808062896781125	0.534984258881727	0.505932150322645	0.759233750100379	0.375776655307552	0.759490590236859	0.737413927697583	0.772155392747579	0.707299223100922	0.838459699237058	0.479526903228346	0.671438850552466	0.701524918142325	0.663994004694421	0.504917734260079	0.82059146044725	0.575031971885975	0.706087078647463	0.806169466657949	0.536317902407965	0.608885814806866	0.658663627201949	0.709879679792151	0.831586664158233	1	0.563127534746626	0.765054657835694	0.43158290876923	0.952054972934411	0.267783992239205	0.562326522971743	0.272475143021176	0.686078318583482	0.587352924901905	0.531281429728069	0.816690009060692	0.816002715731931	0.532724000247251	0.241529438279903	0.621926334700954	0.813680799589528	0.0858728816513573	0.205201131427918	-0.125713818809476	0.599370666291001	0.592269135903421	0.587567405415747	0.407709181336986	0.31189420781908	0.139960485828371	0.448536841611464	0.633440352837737	0.560963804103198	0.195495375590817	0.650033510982381	0.222344235399603	0.101773566605334	0.576636627310247	0.45321955246504	0.569958248806295	0.860722417753859	0.416120884227821	0.490102284133427
PILRB	0.648186327297373	0.605344603094701	0.769945421326931	0.485071573874507	0.651030538419413	0.373258272621043	0.485692805164097	0.589082622859246	0.541397969186078	0.690448747372864	0.593140132201208	0.518132461715054	0.443126803729277	0.62885667814776	0.709512898318119	0.811345831084609	0.655262445521713	0.747306148218034	0.638565435744514	0.70190582138118	0.399528888502202	0.513002680174021	0.759331404713077	0.648886225846766	0.465737267618128	0.696009212800301	0.400760259979956	0.603215244710117	0.679021925060135	0.540819749269375	0.277733775600561	0.793618775431389	0.786618689613419	0.790024303593731	0.710173324947894	0.607368387836084	0.306072250678095	0.728757676800078	0.771311454364207	0.591936540507567	0.663413553650667	0.581221478785754	0.556539137058593	0.369817814258261	0.301018142916177	0.563127534746626	1	0.491929652846873	0.604116620169177	0.59604409795023	0.303131916123037	0.511068790036027	0.533052475679766	0.659481087655462	0.377748198971262	0.581723774270033	0.646045795752102	0.455088394807012	0.202054318558098	0.141300813463486	0.615770863488979	0.545630513057076	0.220682432358423	0.170488342870558	-0.334721786752545	0.834132866607151	0.466666068150288	0.105896581582819	0.219082561969653	0.348546872401058	0.266916183767281	0.718924001720867	0.73134808314945	0.849918379857193	0.31978858227705	0.74951459335679	0.157514182236068	0.0946787277907339	0.775022332251366	0.0905332942197966	0.686347583335673	0.407279623382268	0.697460688621719	0.669440274309856
DIP2A	0.580430291623266	0.569503367089964	0.549113312233471	0.554241803212257	0.237701344061957	0.700086295822658	0.752178881921076	0.565435849737483	0.637071788535875	0.565032762817678	0.416284652439945	0.598664657282781	0.66540346182142	0.727432345201135	0.473246460235397	0.434577112151291	0.48642476684359	0.81808866202528	0.902761989083552	0.725268666178929	0.888144680492632	0.552172829696051	0.270037375404241	0.0430569053591861	0.601018996950979	0.303637353140897	0.61240428648475	0.469258725066936	0.686265148370813	0.900903184372198	0.775413490639944	0.638767433090283	0.569397932848192	0.369850038286258	0.444989965740147	0.733873677111649	0.747618215725187	0.365109426138634	0.754479610695257	0.344203399588479	0.0649225323049198	0.410979929547266	0.52251200605032	0.678248691644243	0.763520699493256	0.765054657835694	0.491929652846873	1	-0.0118874498110679	0.79446744713172	0.123775056569593	0.317746476739455	-0.172724359685243	0.430768447183567	0.801017261830904	0.686988895712387	0.679026738634159	0.734675023194239	0.743640240105298	0.564706823078206	0.859060305216954	0.867015087895578	0.487760944357445	0.629596274961108	0.264399549933721	0.511954674608175	0.623123262233006	0.803284624550175	0.416174267298454	0.658297352301337	0.543254428517986	0.208387071655358	0.271809159715092	0.430326256320784	0.553701043580252	0.427244897260706	0.649202853021748	0.507035337006222	0.239944357223623	0.703827663076053	0.423304903624372	0.875342685602002	0.593521677279052	0.315269984880193
