""	CD44	PTGER4	CD3D	ITGA4	KLRD1	CD3G	CD69	CD2	CXCR4	IL2RG	PTPRC	KLRK1	CD8A	CD8B	CD247	CD28	CCR5	KLRC1	ICOS	CD27	ITGB1	CD47	CD226	ADGRE5	ITGB2	CD6	SIGIRR	ITGAL	TNFRSF1B	CD46	F2R	S1PR4	RIPK1	KLRF1	CD96	C1QBP	HAVCR2	CD4	CD81	TFRC	HLA.DPB1	LPP	KLRB1	SORL1	PILRB	TNFRSF14	TSPAN5	SPN	TIGIT	TRADD	IGF2R	DPP4	JMJD6	EGFR	PTGER2	CLEC2D	TSPAN14	ATP5F1B	CD9	RACK1	CD74	SMAP1	CANX	ITGB8	ERAP1	RPSA	PTPRA	CD63	APLP2	LAMP1	NCL	PTPRZ1
CD226	0.721849761808145	0.865024859587244	0.914612760864225	0.707744497740385	0.0228427693890713	0.894613469351447	0.874575972273969	0.869707017693212	0.817933747935088	0.872504415671683	0.864185372438889	0.294062695548727	0.761043718040033	0.750812668314962	0.687627768262062	0.805832741817782	0.533780454319613	0.0420109018607999	0.812022529302386	0.876462087759099	0.518122456053076	0.555799297584928	1	0.895219376101733	0.771795008896826	0.92213432691084	0.84355601030206	0.57107486424841	0.762167924691308	0.542669721370532	0.215256477553764	0.754124681168744	0.217616180181616	-0.0984198252341603	0.842246545326801	0.665129286987607	0.367569332237112	0.737080487804137	0.28732466183147	0.0447176651397617	0.348880184235151	0.200275901960013	0.851128758489674	0.259865040179305	-0.118395990644973	0.862456225486905	0.542369091051553	0.775135763944642	0.501086813258921	0.908910531484216	0.465855421321131	0.887882235806341	0.671124096879944	-0.249576340011269	0.794277481612104	0.848843835892471	0.618393652766778	0.603652561036054	-0.161339513127996	0.791762234066925	0.209935997839706	0.604522587660659	0.167657968086936	-0.336641368455208	0.826619049455599	0.884344240969564	-0.0217539687101269	-0.0336208511551826	-0.0364032024888258	0.44591864601399	0.618354610572363	-0.316872715105778
ADGRE5	0.91656986678633	0.94598551760947	0.966055258792042	0.891635076858084	0.238761381135193	0.939356434273805	0.971342027748848	0.976097407175718	0.96575094121995	0.982748687678614	0.958868884403905	0.529909742343257	0.819632160722952	0.85320165513971	0.82885302527036	0.844513482543284	0.754657592550307	0.290881994161218	0.889265126947709	0.923174863071228	0.643727267096973	0.65404223266325	0.895219376101733	1	0.738691472144289	0.930981204659211	0.887872479360697	0.705230911420114	0.799722007782787	0.425455074893431	0.323714911819864	0.789482973193509	0.354906579397148	0.145725321069806	0.979653277247266	0.708422571023606	0.348484110239043	0.632922451828218	0.219316793251933	-0.0414783898053545	0.291029544969272	0.178130541805153	0.870095037411014	0.175802925130303	-0.0538780421301305	0.919180902287449	0.53642359027026	0.852834717356073	0.700760685371878	0.917073967926755	0.506627215252395	0.896070127060621	0.847113596107455	-0.316167844886514	0.819188236515628	0.930849901965028	0.54497727841326	0.583862100598122	-0.210740137410371	0.804976368507928	0.136319048359409	0.684608538419004	0.106851514296772	-0.421315097042795	0.87144970116409	0.884177370386933	-0.0707101575493905	-0.0962590653553026	-0.1491618281578	0.346279498962024	0.682128564501354	-0.402945039847931
ITGB2	0.640991401779474	0.771599848513433	0.715137005910469	0.655636565934791	0.205007504670542	0.687567871572455	0.709595562185668	0.693117959985678	0.751398886480784	0.726256795403694	0.827967790077978	0.33470128222277	0.597013785872356	0.634694315608584	0.657076742592637	0.681622822885651	0.564376176870434	0.223809810053614	0.667650821421352	0.626023490060863	0.778168669736669	0.732583940322683	0.771795008896826	0.738691472144289	1	0.717768967382145	0.782070744526456	0.604900359474735	0.895277622126759	0.589014484275873	0.442253498231892	0.615719410717115	0.454114699352624	0.102104969595062	0.694558103835847	0.866568493768373	0.771456209449534	0.836902294886143	0.728990713152664	0.274012392834394	0.769131335467398	0.536547081124842	0.659322787058549	0.740354612511089	0.162831306661158	0.772591310293795	0.588686523892173	0.873833943250485	0.435488639442992	0.727781120136344	0.597795758398803	0.692299020195089	0.669927690138314	-0.126527317877474	0.684710337715961	0.727855622435583	0.771951192793516	0.81579072338807	0.240051782979243	0.829104104514137	0.698855869439491	0.766122393781134	0.49524457046347	-0.179737788158774	0.732915543804251	0.793892977533058	0.235890758390721	0.267820038288742	0.375268623705876	0.721251032130371	0.826922315522002	-0.168106043623455
CD6	0.855363246509338	0.875125109017907	0.963172093654597	0.848452707750182	0.156994357335071	0.954505156829947	0.888054456367737	0.924823382956075	0.907504261908786	0.91037170333536	0.921127402120172	0.506635989983666	0.869042558660698	0.854975984178279	0.775837663183564	0.78297212847747	0.747768524194905	0.202118137124714	0.807369814297721	0.90623782863199	0.54086825879773	0.485821647589922	0.92213432691084	0.930981204659211	0.717768967382145	1	0.884717335770655	0.675046217295892	0.747522211504578	0.394958287022908	0.33115046084444	0.728695281658075	0.275308007532313	0.0796831018789571	0.909788063206179	0.61582694065131	0.309125943073913	0.567590188852781	0.170942172349017	-0.0717347696390015	0.259325077435812	0.111111912233325	0.779573222205956	0.14138710175858	-0.105227021640205	0.857319242787278	0.405353143701895	0.749527190932781	0.628005482466814	0.850661667211791	0.477951363948001	0.829696471721753	0.837234903237284	-0.352448823239689	0.703748682973341	0.868269254981528	0.494733602989174	0.547155456392459	-0.266447156223662	0.712117612694182	0.0952428695422206	0.541756468703287	0.0187191550138591	-0.442066810083622	0.802040458781298	0.801149284316291	-0.0957741637202621	-0.146252270290599	-0.22067791420461	0.315829961920386	0.591520700802898	-0.431044826998275
SIGIRR	0.805226310912357	0.916841627623696	0.870880366716475	0.774996405896103	0.321343680738953	0.828746676672507	0.834482852385322	0.850315196135174	0.906852681650911	0.849487080734271	0.914408800964078	0.504795719660819	0.730482160666364	0.837472458087117	0.842381020720508	0.76547939770743	0.720357789241442	0.326630651723442	0.810145002539128	0.752152248867999	0.681075750795854	0.687181719142572	0.84355601030206	0.887872479360697	0.782070744526456	0.884717335770655	1	0.765595353481692	0.838071677565089	0.574653042653818	0.446799939886524	0.710470448966694	0.240773202666006	0.193605414119128	0.87733620260905	0.740204786425625	0.544384325498653	0.631202717202117	0.330920548710222	0.157563430137629	0.383361587577793	0.343565898989712	0.781530596750173	0.304636275692789	0.0850098055661087	0.883132253758223	0.529709288801449	0.840359007378873	0.570818159317855	0.803451688578603	0.693227404134708	0.832159798362132	0.776585679941701	-0.250970653583346	0.744311140650643	0.848506585873069	0.709875029535433	0.659705819318873	-0.117580446304513	0.761093673395106	0.260381924180524	0.667079720468623	0.208810463663809	-0.350379031311474	0.750613708671059	0.804939289189267	0.0595170641142005	-0.0153284008366228	0.00620759685649612	0.46996179594123	0.737105926692761	-0.335229432162057
ITGAL	0.696357555385206	0.827918894153708	0.688327280646492	0.676897228895629	0.650945904216543	0.622496984716203	0.615810029154764	0.661916035334518	0.818771845196309	0.653059931948023	0.782564343843808	0.663912565580876	0.596326015714608	0.780218052272838	0.899529463019463	0.616759688307933	0.801950125876288	0.708601389384713	0.684645090557508	0.470281090544413	0.596780070054736	0.62431488995975	0.57107486424841	0.705230911420114	0.604900359474735	0.675046217295892	0.765595353481692	1	0.802862960371883	0.392623763502382	0.510662116856228	0.717788947514838	0.13834721643757	0.504567335809712	0.778953675081508	0.561215813039117	0.55590572932968	0.338595657157952	0.174490922457098	0.075449894332473	0.269210173734723	0.323460014806099	0.567114422644336	0.268123011269433	0.487222442018948	0.628596179434929	0.375006619637902	0.752415555031408	0.724543788645506	0.463995512129391	0.776909929974825	0.716730606740341	0.706455744875324	-0.243373321514531	0.589068024568585	0.626709426300661	0.604142196287698	0.48468468420328	-0.0303588351540482	0.552710506586088	0.181083093666677	0.504641739492664	0.132053249000192	-0.308252819408567	0.472571543541049	0.560306197512209	0.032569478523966	-0.0241264420667557	-0.0489800933482827	0.310635859560971	0.681899700007547	-0.313813477050566
TNFRSF1B	0.74322673495658	0.867922245136412	0.791463000100199	0.736390871054834	0.350330184893884	0.744807720451813	0.737076165991629	0.777355447100122	0.852748372388931	0.78791439701752	0.90009802070961	0.490415128414707	0.714143879299515	0.794075414782742	0.764556637581974	0.772856462985036	0.695493194803579	0.421883967150952	0.765507598698881	0.643799222025652	0.813777810101913	0.804384712789564	0.762167924691308	0.799722007782787	0.895277622126759	0.747522211504578	0.838071677565089	0.802862960371883	1	0.581224377050488	0.448852693661859	0.767698653908705	0.469900575134592	0.233997627605701	0.794314223892774	0.811942788088395	0.743580125526113	0.722988145246016	0.59688221499848	0.223263984463681	0.682327665483241	0.506205152520722	0.671963742646295	0.622361031198056	0.306278754476594	0.771402150909383	0.588741890490785	0.923518529368174	0.674675660406686	0.704743537558251	0.663568577670216	0.790764004601538	0.778073267588241	-0.157169686377312	0.744565776860662	0.762049652742357	0.768745073892591	0.741825523368491	0.158325888989229	0.819150992629952	0.587593032790096	0.716746321143171	0.402634689924617	-0.236089859952586	0.755932353733692	0.781913376149054	0.16006839679047	0.165750780289445	0.249002469430074	0.609926737545053	0.860056406025837	-0.230616822223513
CD46	0.313886028583842	0.542377795550379	0.429954549765905	0.224137068961209	0.0252317257696482	0.399387453511184	0.40200123077214	0.396435868689894	0.392453452943659	0.376775735890338	0.469033294058434	-0.0355740804419292	0.284790399374746	0.371758069123327	0.393671548636591	0.519309960341216	0.141271016942628	0.0282683367607003	0.540113061045414	0.335510643072929	0.601402297640175	0.660291413986102	0.542669721370532	0.425455074893431	0.589014484275873	0.394958287022908	0.574653042653818	0.392623763502382	0.581224377050488	1	0.393568038291345	0.525287145632417	0.17094995180063	-0.150890613283048	0.401079865856569	0.556705142439525	0.536674109511669	0.640792927816835	0.489935013563822	0.700635693566661	0.400650026611686	0.77226324105501	0.527347680609558	0.500491560605196	0.346376515375058	0.562088550226991	0.722608366752064	0.584703566820096	0.203423176570538	0.497171154025869	0.700936904182956	0.570056975272613	0.27901706603663	0.273633081852729	0.591256504408623	0.483851269200944	0.791517433176996	0.584769121063031	0.27862984926952	0.580769610495736	0.372950914827781	0.575751460821047	0.58310285699916	0.253213978938722	0.402799365056535	0.55801457721784	0.417460669099602	0.296449139891923	0.545238959238929	0.734710439844511	0.605788958250667	0.245392316080686
F2R	0.454513903599296	0.336003192080638	0.276242671097806	0.45854686408487	0.603906052273566	0.266946038521193	0.211188104014526	0.270311871990776	0.421225580062218	0.285244629296403	0.396162205449165	0.583859261343283	0.337864118510245	0.420524976627194	0.50829019789469	0.17323500085892	0.528108949534921	0.578749358171702	0.183858339511349	0.124663025289822	0.658909200619289	0.468053111639065	0.215256477553764	0.323714911819864	0.442253498231892	0.33115046084444	0.446799939886524	0.510662116856228	0.448852693661859	0.393568038291345	1	0.187219633779637	0.333403555481304	0.524885886494441	0.383511918146314	0.512559676376928	0.483526732335021	0.0960630878705093	0.378530308399883	0.217660698359039	0.251560903307083	0.608026022597746	0.11341625340235	0.299875322440411	0.504659645706017	0.286191155012164	0.307714081095824	0.464639476693951	0.360938650767536	0.107453412298509	0.693406764868709	0.180254097306885	0.494428175052473	0.16995845785859	0.210582597085656	0.225767224153776	0.288416854591565	0.500578052226057	0.328240086590546	0.282050434432224	0.239251090754921	0.46206037998019	0.445916353605819	0.172724234956021	0.221105118480447	0.196217286131344	0.455252381230174	0.358123084410903	0.328697390184322	0.378305496955068	0.563838897700376	0.133794990244895
S1PR4	0.66440034702237	0.868029409121601	0.841366288046214	0.586754780107061	0.102543795711168	0.808300370952888	0.76686883689566	0.815532383032346	0.764348588008991	0.763952825306457	0.800094072363256	0.220938619240124	0.683247179078808	0.728254613286227	0.675342890765366	0.881588936344435	0.535945324925642	0.2185492280254	0.926276560878773	0.750179366581172	0.544615419431103	0.629330011094621	0.754124681168744	0.789482973193509	0.615719410717115	0.728695281658075	0.710470448966694	0.717788947514838	0.767698653908705	0.525287145632417	0.187219633779637	1	0.295006544905221	-0.0709638954319513	0.810700470885694	0.562503285630702	0.297472262011738	0.637476554590611	0.213360207006568	0.0974460679362746	0.315317340290762	0.258281055381054	0.806584957744498	0.20287646463434	0.094229305711596	0.705858894261942	0.625651121578682	0.767498719653315	0.710812592373609	0.759891381161326	0.471768682682597	0.921386777376052	0.652402215192306	-0.178578451237145	0.884653027066962	0.775638196910789	0.653766638715074	0.502564062917256	-0.104564243393585	0.785688811141967	0.171538420051292	0.570873681300725	0.133995550927126	-0.283085013520087	0.661162920008965	0.825529717823997	-0.0607324994611505	0.0135067699934133	-0.0174370226315787	0.355973875904186	0.658001909473477	-0.261552309803195
RIPK1	0.527982052945787	0.246618980740366	0.365052154347888	0.548781351927067	-0.0397360710875689	0.401882281201566	0.341743014331508	0.439988948919074	0.39044077524668	0.433756106963368	0.456833538861164	0.296935255355891	0.505165311841487	0.35323495471558	0.133272484043894	0.438196805057965	0.425240499870471	0.125577540889657	0.284124480818843	0.415319808269611	0.720351943840738	0.482222568024693	0.217616180181616	0.354906579397148	0.454114699352624	0.275308007532313	0.240773202666006	0.13834721643757	0.469900575134592	0.17094995180063	0.333403555481304	0.295006544905221	1	0.059000552978145	0.327103505240379	0.506751496461844	0.243441992398609	0.363110839973633	0.583927494014035	0.112317412561822	0.588604725447332	0.385296269552598	0.137002709338347	0.443733984748324	0.075536354538271	0.256804342610789	0.394307000468527	0.436345393916594	0.530658878979218	0.33654422358417	0.0328844765212956	0.184771189321304	0.592118698974484	0.0553143899410443	0.263905265345792	0.399040006334733	0.146295663416407	0.470040235918762	0.34907229621922	0.478917256278541	0.503841837743794	0.449065875308756	0.370965631776408	0.0410182892291776	0.553942453045164	0.342165237492903	0.192179194084003	0.266769937862826	0.287548326185258	0.358970012523143	0.479702111086538	-0.00219723710544909
KLRF1	0.322843879783853	0.144480285914296	0.0107504347404153	0.367702358014944	0.930740669755317	-0.061985325802057	0.0899652254412392	0.0703280434312768	0.334383105659475	0.15072742341997	0.205054846202259	0.782344003164559	0.0745901774244154	0.209580175332498	0.536126473383966	-0.133024057144053	0.451754191269364	0.896096237112374	-0.0844418146314572	-0.119294312755516	0.259853950295074	0.201624936157517	-0.0984198252341603	0.145725321069806	0.102104969595062	0.0796831018789571	0.193605414119128	0.504567335809712	0.233997627605701	-0.150890613283048	0.524885886494441	-0.0709638954319513	0.059000552978145	1	0.224145252579003	0.160324928056435	0.29567699361459	-0.303048317822606	-0.0492147309422373	-0.0905256771517723	-0.0537415035964774	0.105079351153989	-0.0644555884035069	0.0857398949017518	0.547482975464352	0.0569356287847037	-0.126271499051552	0.254519938456326	0.35533256439033	-0.172230073999331	0.402076944527475	-0.0481227970931739	0.293873880540563	-0.189078108393569	-0.0757027348143152	0.0208230926062145	-0.0302653130114938	0.0441166530061748	0.0990465407258952	-0.0965801675801369	-0.021895391974508	0.152486735423159	-0.000419966070018758	-0.16943163092649	-0.00157120596166707	-0.124526631869025	0.0314737176744017	-0.0515445410947488	-0.123178725330812	-0.0323151742848232	0.192634444879499	-0.208468785681125
CD96	0.931429831878553	0.944674507996158	0.95135966509504	0.897217700664001	0.34577881620746	0.923048331013423	0.932096013984497	0.958478845906381	0.974168779719114	0.955220689454297	0.947080978720001	0.614631005405325	0.828796607300895	0.888249834673387	0.856568541175672	0.823358085941166	0.812057706160712	0.392047443137994	0.87455544913752	0.871965890723107	0.638380500187449	0.639719009618798	0.842246545326801	0.979653277247266	0.694558103835847	0.909788063206179	0.87733620260905	0.778953675081508	0.794314223892774	0.401079865856569	0.383511918146314	0.810700470885694	0.327103505240379	0.224145252579003	1	0.674897559081789	0.350620311723228	0.540324384109276	0.161868932007932	-0.0671357806359169	0.240517061027165	0.184536867365156	0.823707486232812	0.130577880427915	0.0310503084509869	0.86511008125106	0.481509376290415	0.837978040935127	0.770410756119619	0.855885059164577	0.547991554508418	0.89426796901886	0.868015292488959	-0.341243710622542	0.80643435420174	0.887552974242644	0.510965013047379	0.539841363564553	-0.21727065760609	0.75904827635987	0.0861224999650324	0.660586895370391	0.0574185774674583	-0.44336687481372	0.832861991689085	0.834367580383002	-0.0993960437598859	-0.120021830231884	-0.197453011332662	0.271141608810931	0.676850282336951	-0.429748221424095
C1QBP	0.647110246486425	0.741130612735923	0.647225540547188	0.62699930173904	0.248984809003332	0.610968075879027	0.686208340890738	0.667497621710437	0.719807829507968	0.713497681207651	0.771111503248564	0.347799163702847	0.519752260772402	0.60359109417922	0.650847669289853	0.687811638340998	0.540219184490461	0.253194216889494	0.653445853703879	0.570118664026297	0.801810746809642	0.858714607149138	0.665129286987607	0.708422571023606	0.866568493768373	0.61582694065131	0.740204786425625	0.561215813039117	0.811942788088395	0.556705142439525	0.512559676376928	0.562503285630702	0.506751496461844	0.160324928056435	0.674897559081789	1	0.679092237137319	0.759217209980056	0.741947383567373	0.245014772905254	0.701361477667797	0.550689363472237	0.651987772448407	0.597523528258464	0.176108312678927	0.729573897660872	0.727524071640078	0.822564813772816	0.410956414085698	0.703797652584758	0.569672191346757	0.656918301804467	0.614175558473042	0.0901014348006678	0.701372913666731	0.713778680323629	0.724130004610111	0.917804162845289	0.390036848872389	0.897000074217579	0.621196295235577	0.911948843138372	0.641422137003062	0.00540229642832008	0.711582782361314	0.818892684276773	0.46081996672467	0.487138479874135	0.459545959875809	0.727871634241258	0.92108232697472	0.0330864749489255
HAVCR2	0.30233663692137	0.481171131063238	0.299287871240165	0.33024000539131	0.419923073770429	0.256992038612377	0.255420985122075	0.267506955670844	0.445082852418464	0.314534197960325	0.491546763194844	0.342025934545418	0.295224956579895	0.452538116538917	0.462984444625135	0.31114644042548	0.390007734022332	0.393693469869873	0.31094460358178	0.0995780063186994	0.651795118140633	0.635120154448936	0.367569332237112	0.348484110239043	0.771456209449534	0.309125943073913	0.544384325498653	0.55590572932968	0.743580125526113	0.536674109511669	0.483526732335021	0.297472262011738	0.243441992398609	0.29567699361459	0.350620311723228	0.679092237137319	1	0.544330323738786	0.756444571533693	0.422964130138611	0.776381935238326	0.665479195440711	0.24528600050095	0.845285280675811	0.461309068344209	0.42071160950081	0.344952146262062	0.644792937465462	0.236417267196368	0.266886961962718	0.667523408714673	0.359614658499404	0.393574844213559	0.0162875780714265	0.352578607911324	0.302649312436849	0.710121821010322	0.676764706986832	0.449295014650241	0.500173635477471	0.809039202332138	0.558195854204976	0.557265700519695	0.0097482188144168	0.358628844393907	0.386440987407849	0.376756737680283	0.359191121213337	0.571511081513782	0.642608594335606	0.723800139580164	0.000615437005267586
CD4	0.431757672360708	0.684392741624324	0.627117877020233	0.407718002803444	-0.195471162966529	0.60561488227828	0.685609205046877	0.618130012683687	0.551346600939125	0.641537918942953	0.671041794932652	-0.124687557675549	0.387807037335586	0.392312499929267	0.434922753753179	0.746019266631979	0.241567002186299	-0.151416269644665	0.729306089941049	0.641672480529385	0.59741288791381	0.691813470445948	0.737080487804137	0.632922451828218	0.836902294886143	0.567590188852781	0.631202717202117	0.338595657157952	0.722988145246016	0.640792927816835	0.0960630878705093	0.637476554590611	0.363110839973633	-0.303048317822606	0.540324384109276	0.759217209980056	0.544330323738786	1	0.658863059950645	0.360657896901689	0.702086573416723	0.421541675154436	0.771901378230615	0.632722677409408	-0.0916988776010437	0.751299315913165	0.737952077500533	0.749354905206955	0.20203240039488	0.7810583766193	0.385636812653684	0.693247139819225	0.392866949095297	-0.0196835292841205	0.759068760204915	0.730350668430477	0.800943857446095	0.718898355201637	0.15253605789912	0.857817915743767	0.625489142971138	0.713972659463647	0.493906055411839	-0.0938191366565461	0.648731626081334	0.849957821014503	0.203009365124503	0.253426589001118	0.427124279933411	0.734858337135482	0.675202029395099	-0.0576362723347667
CD81	0.181508815394988	0.275212796083785	0.204027048245995	0.213495808730338	-0.0072763062261215	0.199714949166031	0.185830005537768	0.198799411971518	0.244424030679441	0.232968347668297	0.366069390884097	0.0225060022099516	0.219392137566759	0.224576987208994	0.13657528727124	0.321406112622693	0.160666499486519	0.0141800879272519	0.219770133275586	0.137621352678408	0.680211208498854	0.638648011597533	0.28732466183147	0.219316793251933	0.728990713152664	0.170942172349017	0.330920548710222	0.174490922457098	0.59688221499848	0.489935013563822	0.378530308399883	0.213360207006568	0.583927494014035	-0.0492147309422373	0.161868932007932	0.741947383567373	0.756444571533693	0.658863059950645	1	0.414080373038494	0.92731467969122	0.697862244763736	0.164352575319051	0.876723179614717	0.268127540201047	0.275751177438974	0.539729879940718	0.516771769061824	0.117628331823486	0.292007193089805	0.327430159622943	0.219593157237188	0.292879725657957	0.335506295278009	0.308404289689039	0.263801127483031	0.581845241396473	0.806497933862819	0.714217145595955	0.623827418581754	0.937100018986469	0.65266186970984	0.8111429644415	0.32499546307414	0.416272111064817	0.435977627605029	0.607444882910676	0.681576524214444	0.808207539335169	0.783855119868901	0.734509995604483	0.322407268122597
TFRC	-0.0876029057746756	0.082080422086784	-0.0489238516939565	-0.121726610492321	-0.0188312053959223	-0.0759084523137214	-0.014160512666414	-0.0542104978782789	-0.030480187534957	-0.0539274694436598	0.0416593818689272	-0.218305236632894	-0.131542944126487	-0.0984190609424911	0.0374748193511084	0.0982721972541652	-0.166324927798929	-0.0136115489364053	0.101435568814926	-0.0795748506294774	0.389274744539413	0.351796163620116	0.0447176651397617	-0.0414783898053545	0.274012392834394	-0.0717347696390015	0.157563430137629	0.075449894332473	0.223263984463681	0.700635693566661	0.217660698359039	0.0974460679362746	0.112317412561822	-0.0905256771517723	-0.0671357806359169	0.245014772905254	0.422964130138611	0.360657896901689	0.414080373038494	1	0.2869767339911	0.638241885357417	0.122368160403391	0.50844481861943	0.352823894153425	0.175719465949266	0.503561300326623	0.271521046182791	-0.0845938539207394	0.0385947228045213	0.426147257157643	0.0820279478337142	-0.0580718360881216	0.318714537418732	0.146487971708846	0.08717824357218	0.524545661904908	0.337243409877313	0.325315712400912	0.191661323556952	0.347912963732409	0.302428971476764	0.50762778551992	0.351075172764213	-0.0352102334662157	0.119809882959074	0.412228487897177	0.337353449364375	0.596382143866224	0.636550385965742	0.259760323055299	0.335201265094434
HLA-DPB1	0.253366589838522	0.356121203473726	0.302660424022139	0.299944338224758	-0.00747510404273349	0.299200138748442	0.25378500071072	0.28628112001706	0.333503767631433	0.320156517227949	0.459117500571469	0.0669989776254811	0.322466502436169	0.327210472577631	0.197489680314389	0.441428548516072	0.273151442835203	0.0533917330724125	0.317019885256445	0.22498447235344	0.654628295864886	0.593287474482075	0.348880184235151	0.291029544969272	0.769131335467398	0.259325077435812	0.383361587577793	0.269210173734723	0.682327665483241	0.400650026611686	0.251560903307083	0.315317340290762	0.588604725447332	-0.0537415035964774	0.240517061027165	0.701361477667797	0.776381935238326	0.702086573416723	0.92731467969122	0.2869767339911	1	0.551505860672856	0.22318653994771	0.89077771758135	0.1885756423594	0.340983463708188	0.427379328770704	0.550471181479072	0.202655747941352	0.34089685189887	0.28430302038752	0.291603295235278	0.364209538507219	0.0582743598286117	0.355429439290098	0.34520379443468	0.61164871112054	0.712422937091375	0.542266729256003	0.623777773366758	0.97312257025485	0.55719718409232	0.598111712488852	0.0469385442668411	0.458534572793756	0.463981226677646	0.347698529180782	0.435222983047166	0.617418502958349	0.673575024067111	0.680403368301924	0.0432127522562134
LPP	0.197340882690197	0.281471007076343	0.138349613298763	0.157173701344541	0.216892776749199	0.117342155609279	0.11861415541119	0.138559565484871	0.232147410690651	0.139941942157731	0.294029240205878	0.111141297191332	0.125079697005691	0.221216012788178	0.254754906895722	0.259391050318745	0.164405439964927	0.208693132229739	0.21433873325068	0.0192090134906239	0.70711976857179	0.665835526858433	0.200275901960013	0.178130541805153	0.536547081124842	0.111111912233325	0.343565898989712	0.323460014806099	0.506205152520722	0.77226324105501	0.608026022597746	0.258281055381054	0.385296269552598	0.105079351153989	0.184536867365156	0.550689363472237	0.665479195440711	0.421541675154436	0.697862244763736	0.638241885357417	0.551505860672856	1	0.154387288482045	0.696904602556169	0.60243981187995	0.24770958625266	0.551917026022017	0.47252327102726	0.207176020615514	0.165699846575795	0.656619075730408	0.248290199158342	0.25120775600116	0.426923059293859	0.305980951352592	0.213401123331321	0.608618650599329	0.595693326888489	0.60527067548161	0.420117555606839	0.586783851168329	0.542913418006104	0.753022789707018	0.448434787671368	0.27086165750985	0.284869989015407	0.626486667816007	0.515052961404195	0.735587852579978	0.735343093456135	0.631875204133115	0.423083688129343
KLRB1	0.674575604564199	0.886913553823631	0.830799308376213	0.60920482550646	0.0647489351854263	0.782561582762101	0.923706545050151	0.843432116671631	0.786116245185421	0.861108534948163	0.807771953626538	0.143065825277088	0.520083556250189	0.581426279236154	0.745495462141069	0.852450166269154	0.440944038671137	0.090993909314395	0.915147208682792	0.840981633030065	0.47632743165872	0.644249956922509	0.851128758489674	0.870095037411014	0.659322787058549	0.779573222205956	0.781530596750173	0.567114422644336	0.671963742646295	0.527347680609558	0.11341625340235	0.806584957744498	0.137002709338347	-0.0644555884035069	0.823707486232812	0.651987772448407	0.24528600050095	0.771901378230615	0.164352575319051	0.122368160403391	0.22318653994771	0.154387288482045	1	0.15628032475111	-0.136831830639407	0.904640754589146	0.679119995131449	0.790978730262132	0.422033412497283	0.913148023972904	0.463142526115717	0.90201865697532	0.533042400027347	-0.23700563687895	0.906978592507205	0.907246334895133	0.683052382055745	0.528627211828446	-0.244096452610113	0.815955557557382	0.0887256876381887	0.686914714202571	0.147693348524799	-0.345699513669406	0.700940509189899	0.927530423548669	-0.049219616948933	-0.0563450847567132	-0.0583794420563165	0.442153657754242	0.586098115748301	-0.301699366835821
SORL1	0.141600918630746	0.263597650037684	0.150111845088531	0.184818423428858	0.120266159577002	0.128293612114945	0.156503825982117	0.139654941350021	0.244869278807314	0.193236896358223	0.353530189306386	0.0661957401188588	0.14625309290434	0.169402081801634	0.207077349592431	0.270019982016781	0.158549290807601	0.141668598397976	0.179173830577439	0.0676402161475214	0.624310816456335	0.557953149826862	0.259865040179305	0.175802925130303	0.740354612511089	0.14138710175858	0.304636275692789	0.268123011269433	0.622361031198056	0.500491560605196	0.299875322440411	0.20287646463434	0.443733984748324	0.0857398949017518	0.130577880427915	0.597523528258464	0.845285280675811	0.632722677409408	0.876723179614717	0.50844481861943	0.89077771758135	0.696904602556169	0.15628032475111	1	0.384684105004978	0.277733880506508	0.389159079106713	0.532744249527022	0.111166268592793	0.20405098805392	0.397725795347287	0.194153361917765	0.243354736458449	0.108281229385578	0.259975425547687	0.235462787039668	0.636993119595767	0.611929979152767	0.577585812760154	0.468191516041333	0.931951374646274	0.498358534026289	0.638457804151069	0.136384290081659	0.328994675315682	0.325608586541909	0.394132850007664	0.415360378940083	0.693741002265426	0.741158369040694	0.588143442146304	0.127913340014925
PILRB	0.0291140798320029	0.0954512457007007	-0.101400449592478	0.0538476318221341	0.628154474051995	-0.163912808969175	-0.136785469765755	-0.123923387249585	0.102046189859248	-0.101807679039836	0.0713337318875691	0.358098638791561	-0.0579517776780915	0.0847417164105731	0.296940768126913	-0.0701900541552804	0.210368552964136	0.651873602023148	-0.0641938534193376	-0.301408283457061	0.359843276351236	0.355333219077597	-0.118395990644973	-0.0538780421301305	0.162831306661158	-0.105227021640205	0.0850098055661087	0.487222442018948	0.306278754476594	0.346376515375058	0.504659645706017	0.094229305711596	0.075536354538271	0.547482975464352	0.0310503084509869	0.176108312678927	0.461309068344209	-0.0916988776010437	0.268127540201047	0.352823894153425	0.1885756423594	0.60243981187995	-0.136831830639407	0.384684105004978	1	-0.0970399019403017	0.229739467013605	0.222770809946544	0.310567916373023	-0.258210132454186	0.573772341807607	0.0424677466577757	0.0820912294957259	0.321292623781344	-0.0477630445706068	-0.101853175957735	0.281339373811352	0.223377869599305	0.504076490492383	0.0198603111526278	0.250942894491602	0.205966153842805	0.457835191706847	0.352854232587465	-0.100507647586245	-0.0979778320091779	0.444772619960966	0.286068861145359	0.414564180592762	0.366782110346955	0.354690047777435	0.322997018372488
