""	CD44	PTGER4	CD3D	ITGA4	KLRD1	CD3G	CD69	CD2	CXCR4	IL2RG	PTPRC	KLRK1	CD8A	CD8B	CD247	CD28	CCR5	KLRC1	ICOS	CD27	ITGB1	CD47	CD226	ADGRE5	ITGB2	CD6	SIGIRR	ITGAL	TNFRSF1B	CD46	F2R	S1PR4	RIPK1	KLRF1	CD96	C1QBP	HAVCR2	CD4	CD81	TFRC	HLA.DPB1	LPP	KLRB1	SORL1	PILRB	TNFRSF14	TSPAN5	SPN	TIGIT	TRADD	IGF2R	DPP4	JMJD6	EGFR	PTGER2	CLEC2D	TSPAN14	ATP5F1B	CD9	RACK1	CD74	SMAP1	CANX	ITGB8	ERAP1	RPSA	PTPRA	CD63	APLP2	LAMP1	NCL	PTPRZ1
PTPRC	0.921588656987467	0.948651414019141	0.948228888194449	0.89902235962771	0.284996072119135	0.918358138178713	0.921460654454853	0.956769665867394	0.979048560390143	0.954067863300889	1	0.567542886590178	0.838507409019831	0.883364284895004	0.85336159651967	0.864944935092799	0.81849960826447	0.356110409300486	0.871417552307984	0.867058900243022	0.749925302201328	0.730089166903917	0.864185372438889	0.958868884403905	0.827967790077978	0.921127402120172	0.914408800964078	0.782564343843808	0.90009802070961	0.469033294058434	0.396162205449165	0.800094072363256	0.456833538861164	0.205054846202259	0.947080978720001	0.771111503248564	0.491546763194844	0.671041794932652	0.366069390884097	0.0416593818689272	0.459117500571469	0.294029240205878	0.807771953626538	0.353530189306386	0.0713337318875691	0.896784660717102	0.556165735457998	0.901634027351832	0.735302097913907	0.862838181443487	0.570378261343713	0.865981667192745	0.898196366870647	-0.297105166483618	0.795453793755394	0.930518338697962	0.643740592155225	0.659133966116579	-0.0868254272896495	0.830698926042435	0.310097779708865	0.701638203615752	0.193734758277106	-0.390620212959781	0.869269223827326	0.861446923122589	-0.00187880069154993	-0.0255152498372622	-0.0409131581794831	0.446022168239965	0.768557464491465	-0.383277156876998
KLRK1	0.718944326333638	0.453670259472459	0.463785778328459	0.761469313868362	0.774778429566483	0.438226357669745	0.412756462243841	0.494333816902263	0.67547649449839	0.527425784665356	0.567542886590178	1	0.612524564478724	0.678420793232569	0.65450240429553	0.213444633291772	0.814363210918878	0.784692470369973	0.227027066122691	0.320060302459058	0.48039294895489	0.308908936519615	0.294062695548727	0.529909742343257	0.33470128222277	0.506635989983666	0.504795719660819	0.663912565580876	0.490415128414707	-0.0355740804419292	0.583859261343283	0.220938619240124	0.296935255355891	0.782344003164559	0.614631005405325	0.347799163702847	0.342025934545418	-0.124687557675549	0.0225060022099516	-0.218305236632894	0.0669989776254811	0.111141297191332	0.143065825277088	0.0661957401188588	0.358098638791561	0.336465345438922	-0.0553203899327658	0.463577130653738	0.69474567904242	0.211959449823191	0.42957254550968	0.289943317316846	0.729615490629752	-0.328746999713933	0.159432573699504	0.342245259530706	0.01559500871648	0.224518755246581	-0.0492259214464094	0.178729743088157	0.00362668419504395	0.285288273095092	-0.067595079915226	-0.348207930453018	0.443568665181396	0.174609792488046	-0.0620495215274778	-0.151444197351505	-0.275263773506346	-0.0465037760518347	0.3842508268056	-0.384443784807627
CD8A	0.851987179852273	0.732940927063717	0.895470338290529	0.853520606905934	0.129555345347758	0.917798032928748	0.720410535617139	0.86402037620054	0.824627919012635	0.822374764766873	0.838507409019831	0.612524564478724	1	0.923963883601125	0.57541178787925	0.708379256887763	0.777389516493912	0.240712403970687	0.686281255012541	0.815517128659567	0.584391851196132	0.415725441176628	0.761043718040033	0.819632160722952	0.597013785872356	0.869042558660698	0.730482160666364	0.596326015714608	0.714143879299515	0.284790399374746	0.337864118510245	0.683247179078808	0.505165311841487	0.0745901774244154	0.828796607300895	0.519752260772402	0.295224956579895	0.387807037335586	0.219392137566759	-0.131542944126487	0.322466502436169	0.125079697005691	0.520083556250189	0.14625309290434	-0.0579517776780915	0.648874181957202	0.292857113485864	0.647207898697414	0.782598921574223	0.701468904985318	0.313563556473122	0.70116926223929	0.913883433708804	-0.29883885289117	0.564865918689864	0.703680850839609	0.297517041513127	0.478192450645467	-0.149598717307812	0.611647158583479	0.15656171058618	0.423683284307305	-0.00342494643915453	-0.373595172043238	0.803978930128746	0.631821051580533	-0.0971727256281907	-0.105096428099589	-0.200135780322533	0.17314911529549	0.561186206217916	-0.387029259106029
CD8B	0.86559257781948	0.851381527978727	0.886345048505212	0.831235320330794	0.327515719877543	0.87714688819241	0.731606224323425	0.864467261513461	0.891445131463404	0.823025040998631	0.883364284895004	0.678420793232569	0.923963883601125	1	0.738169468893561	0.732637506834217	0.845086502102497	0.38896467949107	0.75624890702992	0.726367760470385	0.628890971903567	0.566898251722429	0.750812668314962	0.85320165513971	0.634694315608584	0.854975984178279	0.837472458087117	0.780218052272838	0.794075414782742	0.371758069123327	0.420524976627194	0.728254613286227	0.35323495471558	0.209580175332498	0.888249834673387	0.60359109417922	0.452538116538917	0.392312499929267	0.224576987208994	-0.0984190609424911	0.327210472577631	0.221216012788178	0.581426279236154	0.169402081801634	0.0847417164105731	0.719888458771981	0.327549538362146	0.723702017480102	0.772972778367515	0.698944181654645	0.528154958574842	0.777874130743767	0.900139547007356	-0.294631191463604	0.652972849963883	0.732811792597207	0.472940853490272	0.532154964945511	-0.123781458314874	0.65161208611838	0.180955908171633	0.49928324620608	0.0481125343292845	-0.379526008500656	0.77187080714818	0.669020265145476	-0.0508386933015229	-0.0712981483738233	-0.149628295843298	0.193302386229045	0.682573340579876	-0.389330714750747
CD247	0.787892349564141	0.879526946992229	0.754732394368443	0.760429666020853	0.631894957235532	0.682076521463259	0.792164243015798	0.76813403228382	0.89843634549491	0.79613519637719	0.85336159651967	0.65450240429553	0.57541178787925	0.738169468893561	1	0.666064245760639	0.762939158739378	0.641730240828714	0.739416734424427	0.621502246788489	0.588364279302414	0.671913040419336	0.687627768262062	0.82885302527036	0.657076742592637	0.775837663183564	0.842381020720508	0.899529463019463	0.764556637581974	0.393671548636591	0.50829019789469	0.675342890765366	0.133272484043894	0.536126473383966	0.856568541175672	0.650847669289853	0.462984444625135	0.434922753753179	0.13657528727124	0.0374748193511084	0.197489680314389	0.254754906895722	0.745495462141069	0.207077349592431	0.296940768126913	0.789375410138676	0.452994251899807	0.81631744458309	0.634305513746205	0.632712635395374	0.747989047337383	0.750992274917199	0.711513246613371	-0.295377311725213	0.688684929050647	0.77923728133776	0.611022230663297	0.517199695062445	-0.105016100209272	0.629715674564791	0.0943707380803161	0.621627371112624	0.12691476449864	-0.366992739606281	0.581477370794668	0.685757033628164	0.0142558388339027	-0.0588047765757383	-0.114000342945327	0.354429474021958	0.670487268338001	-0.36790153714698
CD28	0.751430204231965	0.867955756770403	0.871586439531751	0.693937660868761	-0.0134519927953181	0.857593186393597	0.839851003267459	0.877511223087758	0.80489550585656	0.85960556292963	0.864944935092799	0.213444633291772	0.708379256887763	0.732637506834217	0.666064245760639	1	0.594040663373632	0.100227140725919	0.922507280501698	0.844348523104338	0.627779974818333	0.723368126558904	0.805832741817782	0.844513482543284	0.681622822885651	0.78297212847747	0.76547939770743	0.616759688307933	0.772856462985036	0.519309960341216	0.17323500085892	0.881588936344435	0.438196805057965	-0.133024057144053	0.823358085941166	0.687811638340998	0.31114644042548	0.746019266631979	0.321406112622693	0.0982721972541652	0.441428548516072	0.259391050318745	0.852450166269154	0.270019982016781	-0.0701900541552804	0.812652309242481	0.665414423289013	0.778255354196201	0.614815208315809	0.858495155382159	0.435065760585677	0.876010376714669	0.694393544845555	-0.200891777610354	0.874122968140837	0.922415462835	0.684335007558851	0.598945489403042	-0.0902778411983433	0.867642414989124	0.268863213977911	0.666331764103138	0.186185276905067	-0.295040891971227	0.778721407904211	0.899489045186901	-0.0153296613460145	0.000959454887342817	-0.00930673025354626	0.440573740602097	0.682613019745791	-0.283975805665575
CCR5	0.877106007026312	0.728762843220383	0.747586826860255	0.899213650040704	0.501700440396754	0.741529011505974	0.659001441556787	0.753137034692052	0.858825732856862	0.742233575342975	0.81849960826447	0.814363210918878	0.777389516493912	0.845086502102497	0.762939158739378	0.594040663373632	1	0.588218085530587	0.593943180283207	0.618422497527466	0.655541075889247	0.498084104729681	0.533780454319613	0.754657592550307	0.564376176870434	0.747768524194905	0.720357789241442	0.801950125876288	0.695493194803579	0.141271016942628	0.528108949534921	0.535945324925642	0.425240499870471	0.451754191269364	0.812057706160712	0.540219184490461	0.390007734022332	0.241567002186299	0.160666499486519	-0.166324927798929	0.273151442835203	0.164405439964927	0.440944038671137	0.158549290807601	0.210368552964136	0.620754583910474	0.204167456243733	0.644186387197058	0.765751672040028	0.506988648127345	0.528680611439558	0.566418230710465	0.898380830379357	-0.344122910148717	0.417685423307043	0.672673940495385	0.305195892437537	0.43400677520741	-0.135368429793223	0.493377171871166	0.145127928630132	0.440437095903942	-0.000847135926433941	-0.40791925664082	0.618173715573211	0.495048845090381	-0.0508994227652145	-0.139404638707823	-0.219734170705027	0.146223803866003	0.582872667531508	-0.420559106347781
KLRC1	0.429443325524772	0.344652588429795	0.193801477242813	0.472454818748054	0.943072885578969	0.124491559696423	0.200537481795661	0.219597421823909	0.469579996447623	0.276545748057537	0.356110409300486	0.784692470369973	0.240712403970687	0.38896467949107	0.641730240828714	0.100227140725919	0.588218085530587	1	0.159810399962672	0.0137027238003216	0.403335721371121	0.341369051309227	0.0420109018607999	0.290881994161218	0.223809810053614	0.202118137124714	0.326630651723442	0.708601389384713	0.421883967150952	0.0282683367607003	0.578749358171702	0.2185492280254	0.125577540889657	0.896096237112374	0.392047443137994	0.253194216889494	0.393693469869873	-0.151416269644665	0.0141800879272519	-0.0136115489364053	0.0533917330724125	0.208693132229739	0.090993909314395	0.141668598397976	0.651873602023148	0.171382002884912	0.0545308344591854	0.415195471051692	0.553922676870973	-0.0511661300236309	0.574171574849901	0.177348541921971	0.425626277952609	-0.183202305874448	0.114108730467729	0.15834731180567	0.142189405403617	0.168252411037836	0.116913281269518	0.0823391896675863	0.0472492275985454	0.26611906576085	0.0562011428523111	-0.176202370740036	0.0698602408263515	0.0450728061941715	0.0516427419104295	-0.0191781447309438	-0.0675822207829367	0.0690676119005926	0.363446537095035	-0.215852606669153
ICOS	0.752806396210778	0.93720255576635	0.903500586432679	0.672448192804851	0.064700713386418	0.872680998155845	0.885759193766635	0.902072370600147	0.839578187064808	0.867373486267389	0.871417552307984	0.227027066122691	0.686281255012541	0.75624890702992	0.739416734424427	0.922507280501698	0.593943180283207	0.159810399962672	1	0.849190675379843	0.578930028299718	0.68033921928642	0.812022529302386	0.889265126947709	0.667650821421352	0.807369814297721	0.810145002539128	0.684645090557508	0.765507598698881	0.540113061045414	0.183858339511349	0.926276560878773	0.284124480818843	-0.0844418146314572	0.87455544913752	0.653445853703879	0.31094460358178	0.729306089941049	0.219770133275586	0.101435568814926	0.317019885256445	0.21433873325068	0.915147208682792	0.179173830577439	-0.0641938534193376	0.876419954943477	0.66261965905715	0.810722664559114	0.612826447088449	0.878015050866527	0.500174921789301	0.927466033630494	0.695072134613018	-0.216530556551971	0.916887505311352	0.900550335798215	0.694168052626266	0.566316535077206	-0.183419886537669	0.843606542903902	0.162153190122873	0.64778981266516	0.13811559090967	-0.332497840070483	0.722983022301074	0.904290725128864	-0.0506104571713053	-0.0263046752608688	-0.0365992694891441	0.391362390601764	0.681861795196784	-0.30201312339332
CD27	0.839139779373569	0.814505317000373	0.946178949312107	0.81733062904456	-0.0806228762129862	0.952168847349872	0.941417294071455	0.951706591769176	0.839431472155263	0.938484789037418	0.867058900243022	0.320060302459058	0.815517128659567	0.726367760470385	0.621502246788489	0.844348523104338	0.618422497527466	0.0137027238003216	0.849190675379843	1	0.511726411622357	0.476714350140376	0.876462087759099	0.923174863071228	0.626023490060863	0.90623782863199	0.752152248867999	0.470281090544413	0.643799222025652	0.335510643072929	0.124663025289822	0.750179366581172	0.415319808269611	-0.119294312755516	0.871965890723107	0.570118664026297	0.0995780063186994	0.641672480529385	0.137621352678408	-0.0795748506294774	0.22498447235344	0.0192090134906239	0.840981633030065	0.0676402161475214	-0.301408283457061	0.849683141849962	0.506771270076728	0.704613353447927	0.609463499736745	0.927655232590572	0.244233417173506	0.81888884856288	0.774616606088764	-0.317683980580204	0.750202883405929	0.911764368383197	0.398623770154357	0.46965680269034	-0.317778497584861	0.751265776900485	0.0439288813353457	0.55407180827036	-0.000647892856144872	-0.423212789809576	0.849201109232037	0.850067916196598	-0.15944025231087	-0.170824090182931	-0.238410837364553	0.280719321000186	0.499108507737212	-0.397349058933262
ITGB1	0.714205154452266	0.660158070451053	0.599239136518702	0.704635709896834	0.318563807804696	0.581761992031875	0.590347417792163	0.641470878007609	0.704490723075138	0.651622553519571	0.749925302201328	0.48039294895489	0.584391851196132	0.628890971903567	0.588364279302414	0.627779974818333	0.655541075889247	0.403335721371121	0.578930028299718	0.511726411622357	1	0.829387596577018	0.518122456053076	0.643727267096973	0.778168669736669	0.54086825879773	0.681075750795854	0.596780070054736	0.813777810101913	0.601402297640175	0.658909200619289	0.544615419431103	0.720351943840738	0.259853950295074	0.638380500187449	0.801810746809642	0.651795118140633	0.59741288791381	0.680211208498854	0.389274744539413	0.654628295864886	0.70711976857179	0.47632743165872	0.624310816456335	0.359843276351236	0.640428122166121	0.647192412238937	0.809587318673819	0.605828978229412	0.555352774505573	0.622439610890604	0.54790055850274	0.73373266141403	0.0194081841882035	0.569539977800012	0.651643465239811	0.62469340971583	0.730746750795791	0.308334013088876	0.70692698937044	0.587722291987764	0.730062008614664	0.557392774218542	-0.0156129247027613	0.674330272045007	0.612440476148473	0.346271870855027	0.305861257541973	0.422978141570647	0.644986191806382	0.814575429236395	-0.0375773553924951
CD47	0.61952661089234	0.744515639582709	0.569551328279764	0.553328368763264	0.300201783279672	0.513026550808245	0.63717974477802	0.629936846968145	0.686361060117377	0.654759277238786	0.730089166903917	0.308908936519615	0.415725441176628	0.566898251722429	0.671913040419336	0.723368126558904	0.498084104729681	0.341369051309227	0.68033921928642	0.476714350140376	0.829387596577018	1	0.555799297584928	0.65404223266325	0.732583940322683	0.485821647589922	0.687181719142572	0.62431488995975	0.804384712789564	0.660291413986102	0.468053111639065	0.629330011094621	0.482222568024693	0.201624936157517	0.639719009618798	0.858714607149138	0.635120154448936	0.691813470445948	0.638648011597533	0.351796163620116	0.593287474482075	0.665835526858433	0.644249956922509	0.557953149826862	0.355333219077597	0.680558004008549	0.792244678092615	0.822560519253596	0.504213998603763	0.62974431300405	0.670637182030192	0.672176901444967	0.56608845270264	0.182673381909065	0.736524613719051	0.716469581826828	0.782480926216765	0.774997506852079	0.384934742278568	0.832316432680408	0.533282937592864	0.847030599041052	0.65721658166277	0.109653388057596	0.662044968259481	0.752334263614865	0.44011129313315	0.408407512610602	0.47308294761329	0.706440237958908	0.890505807856075	0.107944184508976
