G1	G2	Consistency
NefNPC	NefMES	0.120147564942228
NefNPC	VerPN	0.0030796966567598894
NefNPC	VerMES	0.08111400806745875
NefMES	VerPN	0.13811035781194386
NefMES	VerMES	0.023081518798468093
VerPN	VerMES	0.09230745854739963
