""	SDC3	THY1	LRP6	LRP1	CD47	C1QBP	ERBB3	CD81	ITGB1	CAV1	LPP	INSR	SORT1	TNFRSF1A	GPR37L1	AR	CD9	CD44	KLRC2	ITGB8	ABCA1	CD46	MRC2	FZD3	IGF1R	RACK1	ADORA1	TNFRSF21	ATP5F1B	ITGAV	ANTXR1	NOTCH1	TYRO3	CANX	MYLK	CD63	NRCAM	CADM1	CELSR2	MCAM	RAMP2	VANGL2	PTPRA	FZD5	TRAF2	F3	APLP2	SMAP1	TNFRSF12A	RYK	ITGA3	CDH11	FGFR1	TSPAN12	CHL1	TSPAN5	CALCRL	ACKR3	RAMP1	NOTCH2	CD82	LINGO1	CD99L2	GRIN2B	TSPAN17	NCSTN	GPC1	AMFR	S1PR2	LIFR	SLC16A1	APLP1	MCFD2	JMJD6	RXRA	STX4	EPHB2	GPC2	TFRC	SLC16A7	PTPRZ1	TSPAN14	LAMP1	NCL	RPSA	HLA.DPB1	LRP10
LPP	0.914599445686598	0.73827139683401	0.877255638421029	0.944153489861796	0.876177948011154	0.772119097006304	0.766981262128585	0.925869405452614	0.936326315008683	0.836456064353154	1	0.704230506737282	0.887840746335196	0.887413485859123	0.696804495494661	0.853776760800851	0.751678371874992	0.503940605524027	0.747907868424578	0.925000692566434	0.356104299005343	0.833223675872339	0.843779704461951	0.888869690572755	0.745084868769798	0.767226782808805	0.768252218445281	0.796936228644059	0.762745674792859	0.916523284494045	0.903907228987426	0.838596478764672	0.814920677370384	0.904051212548053	0.375697728871719	0.8814335787461	0.935469194032719	0.85771193849981	0.90983612642435	0.742806662086813	0.871684313476558	0.889947828925786	0.941709199303368	0.817850549978644	0.78074743141345	0.738096971540345	0.921143541027042	0.900033726946729	0.786682725795219	0.885776816554449	0.840309520974113	0.891621034892541	0.891033455661288	0.718161608305319	0.91080368340199	0.891635474963268	0.823445748245016	0.779283584169189	0.865004169551437	0.864651610626187	0.690015070772402	0.91400039033486	0.884566241755558	0.878164619545094	0.751133550184014	0.834187179206734	0.908810645771267	0.917393006667844	0.75313941700743	0.879649126974046	0.751729755200912	0.793163252317645	0.8827195266499	0.77485889899617	0.468533903686395	0.846383094718517	0.863106611560687	0.69102989324156	0.804305184969607	0.827481709508997	0.889079240870161	0.857761753197462	0.86436961057079	0.812378791678259	0.817935971675705	0.686506602689194	0.820028170512624
INSR	0.54232390134256	0.290459647874468	0.570278491242138	0.673278833942758	0.503109982541209	0.381838698957104	0.352654279146564	0.570285435485534	0.599741606277163	0.66798047164482	0.704230506737282	1	0.557053399858161	0.549289974855667	0.297624072980803	0.588902094943995	0.537372908907678	0.45103483433753	0.356979175070888	0.586700926110314	0.642929772921712	0.67979098412564	0.65976230432164	0.780861627184999	0.792330576843444	0.7705392907944	0.343536142945543	0.416463370553225	0.397059211423803	0.68111114236586	0.601923122636629	0.480960159478282	0.41767798482864	0.705691788203135	0.508045064426967	0.488891402266539	0.612336818779823	0.611165533266512	0.589611109278544	0.339176996479771	0.524783410715084	0.611856171797847	0.65836041655441	0.533307047861094	0.509098257106087	0.470230173189551	0.583635952195145	0.622801645027578	0.382073536488005	0.601818910560407	0.586415606642756	0.631520866724489	0.653984467690158	0.281594319155456	0.550491749938169	0.608178085520367	0.597123879155881	0.444172808418019	0.487628884830313	0.694088630728008	0.25537439710777	0.570441067186046	0.53551387232014	0.513241138209509	0.335431258256226	0.676861284836094	0.543490581072058	0.63729530496083	0.396650304415786	0.51695561633461	0.775238241179969	0.518253319780775	0.664742998729449	0.587209930193972	0.661780284644218	0.567504144162135	0.566528914221717	0.30540658193019	0.619758038668267	0.628093828492142	0.485219237959714	0.60702895822509	0.494638606505844	0.467802017861756	0.575198194571614	0.496818167057462	0.63425989067904
SORT1	0.879721066828608	0.812571391849241	0.908306464921699	0.873291540792768	0.904303140339188	0.831394324053539	0.795239516818442	0.926158896662086	0.901637865377528	0.720429895894054	0.887840746335196	0.557053399858161	1	0.831770990858502	0.710116899941906	0.855681795490579	0.67330199511388	0.409982584375037	0.781435627293606	0.896279625924125	0.174398416756613	0.772890863875369	0.759138215353238	0.771917843288388	0.590506460819753	0.646813195422499	0.77718571575626	0.798260066853707	0.829880576166114	0.846547345519927	0.882574705113956	0.909034829451174	0.832357406394812	0.827442749298258	0.212964368685222	0.851327723619384	0.894605166187236	0.876027478060155	0.890960110408862	0.831174845833579	0.833835511773222	0.886978206845197	0.882584393837749	0.820800089653796	0.773945581364063	0.709519378041177	0.901545580155806	0.881808850336742	0.725680175992209	0.881268083747423	0.753644226844998	0.878829096561146	0.821690770636403	0.805092402039066	0.88169061276032	0.867132423805193	0.793494109552864	0.854521404342224	0.870836329459312	0.793731946809401	0.716964082018334	0.893929537604143	0.856905319420543	0.859225153871318	0.774017151734489	0.776448114387721	0.842135788265198	0.880723277844936	0.772074189809662	0.88269110004047	0.60927624465822	0.783061241780141	0.832582220357926	0.760773876030572	0.256358318128029	0.785306235506348	0.873355242440785	0.725835361791026	0.768184036526548	0.726532682980197	0.894916590209328	0.812052147970649	0.885296681554525	0.854904107044921	0.810882793206292	0.678367232307141	0.71890101419481
TNFRSF1A	0.887372804418658	0.767856679236783	0.808782392357365	0.870821645659682	0.893207320558032	0.7825266468406	0.773949964245624	0.911067776624122	0.907444098842496	0.848027121684905	0.887413485859123	0.549289974855667	0.831770990858502	1	0.715869477840204	0.812614555796269	0.846586966946638	0.524212969169979	0.76575859948273	0.867262334253881	0.227581423314163	0.762499567711561	0.791056078124788	0.793892530016392	0.616207751605103	0.716933971109184	0.77650846852503	0.822413308428929	0.789174552922548	0.845544992715736	0.878587926515978	0.777622676864115	0.787774754617401	0.874736877527562	0.317680869348204	0.927929455032019	0.886363662332014	0.802308776207742	0.820193442265207	0.74420706566709	0.840627199381425	0.803777201076926	0.891147269722461	0.777621173297567	0.719799047645185	0.744057078622134	0.906209005996446	0.863452544169495	0.819498569502527	0.822535397253454	0.798426020248842	0.842730280415014	0.857375905577475	0.749804555808575	0.897189320239273	0.828680811130845	0.772345360489728	0.746649317986015	0.864301253456865	0.782860034037645	0.733119429706416	0.875415289028141	0.876804070874888	0.865695164200221	0.774551026165127	0.76230388840212	0.911083679930339	0.849078631952961	0.788396587545132	0.886745847167495	0.666012903467973	0.758239865387729	0.854420834776537	0.731216211414184	0.38164141655652	0.817395959214824	0.782287711754823	0.675626806430378	0.762002867657259	0.768579708092713	0.860386073288322	0.80407072609443	0.883477153950219	0.788617182434565	0.801122371136259	0.623746446648772	0.74614220377224
GPR37L1	0.770761341823404	0.859977852529347	0.732201370444269	0.756977367721086	0.810510537942661	0.782115989641512	0.888018390045746	0.80536528459857	0.737325297489919	0.514350259415372	0.696804495494661	0.297624072980803	0.710116899941906	0.715869477840204	1	0.69248322304905	0.50175052173845	0.162838409158806	0.822911043785851	0.758617227172299	-0.143929158775753	0.528560255520435	0.517039571390005	0.499126162084716	0.304233938851547	0.433943750528309	0.848281299058207	0.844183382453936	0.734739792419393	0.622519979189309	0.695965859841003	0.751123759386357	0.866825231071447	0.674315499984688	-0.0216775466940803	0.814903431320978	0.775576595278289	0.684422796234788	0.708037635878	0.7690364510339	0.795180017059935	0.680036732849597	0.760552603272856	0.630485941187975	0.64566839744188	0.540921803743141	0.751474647297621	0.768418573989115	0.703664810570154	0.712213664847839	0.575160867767478	0.708806562616017	0.681673365510177	0.831128870624152	0.78359156917111	0.649037648345939	0.588080085756281	0.681677619499857	0.841557404882696	0.549629476494252	0.876561317615016	0.785163694388822	0.769755196023571	0.730335005769937	0.791387650968428	0.560326217000984	0.75323607211117	0.691198143082143	0.739825954470781	0.702679006912467	0.316583020286501	0.766187301274908	0.66943162527685	0.561038838682862	-0.0347216430291788	0.754883741158922	0.647870646375871	0.790005506723185	0.524732675260831	0.524182153660638	0.854573760453049	0.59962287010151	0.819490048736878	0.732859407595529	0.643568341672426	0.509695930521825	0.563190446957594
AR	0.849818041942751	0.733040945638186	0.862944414194723	0.863811375758451	0.83960039890419	0.74906761345987	0.761644790070058	0.8820050044144	0.854463243641824	0.741074296718429	0.853776760800851	0.588902094943995	0.855681795490579	0.812614555796269	0.69248322304905	1	0.712396399626158	0.441039473579811	0.72703740112963	0.855517655455995	0.246278031356772	0.760488766667341	0.753415910551509	0.765917730476552	0.640415284350857	0.676099712544625	0.724637709854373	0.799413365337634	0.757666017948436	0.823938668873014	0.829004465458167	0.804369407572849	0.77255551511288	0.834393838625593	0.271324447976391	0.820859817101015	0.863374507582438	0.82909936029543	0.827417057841643	0.736060115562824	0.780018759902786	0.812604796338756	0.850021486309863	0.746893539827071	0.704955771862791	0.681014713565704	0.857833030222098	0.842571187996308	0.689370804355709	0.819149680410096	0.716848203305595	0.846771936725992	0.804336277744805	0.719469560758507	0.839999859398781	0.804432622174007	0.762885379848853	0.738231225498135	0.814233216276292	0.788875285760831	0.685199496870759	0.857855261794045	0.833041235038106	0.809465806466885	0.723394079194103	0.751870740641711	0.807912287806455	0.835520224076552	0.726964122121104	0.824400771195748	0.647957603687605	0.790901459516831	0.820809380696903	0.708364196733746	0.353008782700135	0.81281646591388	0.785154897400733	0.651497394335232	0.748530021958095	0.713897199076397	0.830990770722183	0.769793459277169	0.835123777420355	0.784039476482612	0.771478720757036	0.618197270831107	0.725263092741779
CD9	0.757881995188045	0.589777183846158	0.663617437560288	0.736536537669874	0.746201080503621	0.646449267397299	0.574267622977244	0.769433174192514	0.782558942938158	0.877827143197907	0.751678371874992	0.537372908907678	0.67330199511388	0.846586966946638	0.50175052173845	0.712396399626158	1	0.503843757214248	0.585678566638918	0.712299770905375	0.330311292192095	0.722502814336514	0.721018502730906	0.733838107671371	0.631925931186725	0.73208418557259	0.570510168897085	0.670492495678896	0.715974243041362	0.736266271589201	0.749431189532446	0.622166166667356	0.548947763309843	0.825531832924645	0.486871053761647	0.804859041623595	0.711923002829306	0.73488421822876	0.63917495397519	0.554737963197878	0.705931647383915	0.624888980146536	0.744281616962567	0.656585026394425	0.649546943801195	0.652222782145899	0.817856912905809	0.736629745213829	0.624992756429786	0.692595303015387	0.642664129077518	0.690707989871446	0.794243734486121	0.557077971808864	0.721592200752926	0.710856946741388	0.682642825924718	0.597802403449678	0.6422445323238	0.716934349174915	0.542956088398789	0.754380336813239	0.750748261028891	0.657436008573591	0.595792492097008	0.716083222790516	0.773366736054619	0.709498545301575	0.674278119586866	0.75172759550545	0.779085500307269	0.647215918563674	0.783128490832219	0.688932078083613	0.599774731525416	0.693327681681951	0.698722370938977	0.497522489144106	0.716665689566479	0.714337822538014	0.655192789362498	0.722692557228885	0.750576669959501	0.681562241161408	0.739963335530694	0.537298748629145	0.630861259719754
CD44	0.426621744724035	0.134695513161416	0.305099623476481	0.434652729589625	0.413620743630583	0.202089149657364	0.152252647984872	0.44318724992449	0.476687794028196	0.532451611712239	0.503940605524027	0.45103483433753	0.409982584375037	0.524212969169979	0.162838409158806	0.441039473579811	0.503843757214248	1	0.135799455722858	0.476319984312085	0.611139528110105	0.458185397510966	0.592561150099198	0.580603727786329	0.613188771278488	0.504790673380019	0.207438174170202	0.324358917904863	0.237305810972536	0.591441841639166	0.438868086551006	0.258922810535128	0.251413634304586	0.484648435087489	0.58676112493494	0.470685009856819	0.483938223894502	0.404460543067674	0.398190611430667	0.168271767066682	0.332713592958846	0.41513517104823	0.468745758826744	0.37132504329413	0.220881003737051	0.711118255889527	0.450098946000942	0.368403487590836	0.357827507540802	0.351772244253198	0.483253439301827	0.428727704304343	0.452913612814284	0.153848475102026	0.520013835097883	0.433109179677656	0.334962596587505	0.295116272689178	0.399432273468466	0.547765724323791	0.15015088462604	0.324792668165884	0.391566382742088	0.398737277839181	0.196754158078841	0.478051412254508	0.471880208807337	0.468873663559014	0.227038765832971	0.503439358541199	0.463260230594494	0.249891648842884	0.463114797433684	0.415515906623744	0.462783659344457	0.401642951161589	0.292532117736947	0.0761306276077047	0.421845806862845	0.59391121214343	0.277523048052196	0.459929142569713	0.42426424741861	0.244463926641314	0.362633397505185	0.40827226628343	0.61260717719905
KLRC2	0.779616520827432	0.938068202243448	0.831488314141866	0.785005526804149	0.875239484101572	0.912400920207285	0.907798767382324	0.848693415301114	0.823410463086351	0.613002172169109	0.747907868424578	0.356979175070888	0.781435627293606	0.76575859948273	0.822911043785851	0.72703740112963	0.585678566638918	0.135799455722858	1	0.75821989128422	-0.158351923667887	0.588976940512731	0.510254272247166	0.563490910769676	0.334293059175571	0.576470161824468	0.842109958765796	0.838195038040405	0.890259798847834	0.617672256141125	0.787590914571935	0.852078220625606	0.859679212304488	0.751120405088898	-0.028883363269115	0.847712338774998	0.779051278248834	0.772217293985217	0.777127840798228	0.879970501682295	0.845692620305094	0.739038688840777	0.785850040721789	0.7196748930383	0.776416210284947	0.509246532393644	0.807150741803416	0.861349325369163	0.743081383518395	0.820692830266688	0.592234510875904	0.766042097043947	0.732242934489039	0.891593947489134	0.758653027162164	0.728008959714533	0.692964188030862	0.728508223930933	0.840527761321032	0.592436358938979	0.861862501487719	0.846288418809989	0.844588376814334	0.77377224520186	0.868894265720877	0.580573064311335	0.772627621137877	0.74631071265605	0.842405302135621	0.760752213010763	0.454385775381619	0.792687437988947	0.774912947722538	0.705300884752683	0.0231312430544095	0.774870773575524	0.782461188700776	0.858081532055707	0.665745515744012	0.550759640950613	0.880923944266475	0.673435874640606	0.846858727866328	0.876122260062339	0.823167478413688	0.611711685259356	0.534001549553568
ITGB8	0.929990450921315	0.773202708411737	0.878334575570259	0.920018927243959	0.886846565102649	0.771891181724053	0.802563110537479	0.935449994668721	0.915126964757434	0.778035571391728	0.925000692566434	0.586700926110314	0.896279625924125	0.867262334253881	0.758617227172299	0.855517655455995	0.712299770905375	0.476319984312085	0.75821989128422	1	0.256154350840589	0.767838274630936	0.824592866246067	0.81792307800984	0.677723455206383	0.642114726647142	0.803144093275621	0.832724039443848	0.755180480342613	0.91629496629873	0.888635483106784	0.834672416209243	0.868736860349495	0.842910288178497	0.269746945886553	0.891086607187123	0.944522069822212	0.818635637199941	0.900122744070396	0.753903467739659	0.879245333253709	0.898224548569321	0.922683549912258	0.786152601244104	0.729204411612272	0.798509371935646	0.916155957784605	0.860392999552935	0.791783508105109	0.857613285224752	0.827957358390333	0.896271763697583	0.834481934256689	0.762871419705041	0.942634201928517	0.878417653514934	0.810654368499376	0.782756140182306	0.919348886641268	0.821424410020494	0.727706201215567	0.906831792589773	0.882272313459322	0.893222205154607	0.766138788523922	0.809253201235947	0.917878022643533	0.892831504516975	0.747743589674609	0.871052019607504	0.62071118621321	0.790235934657125	0.839913776548588	0.689486461708713	0.334987048178576	0.812017470394474	0.811934637376656	0.699392220084374	0.716087894526672	0.786688991424905	0.921869209766536	0.805486246720135	0.891192341387209	0.797230938564065	0.759106337916593	0.633981418647155	0.81852786168065
ABCA1	0.169065705893666	-0.229216255375159	0.133507692406253	0.288351737886751	0.0788482739912411	-0.136130341903934	-0.14990374663016	0.152871872613051	0.206335873963766	0.412934191188283	0.356104299005343	0.642929772921712	0.174398416756613	0.227581423314163	-0.143929158775753	0.246278031356772	0.330311292192095	0.611139528110105	-0.158351923667887	0.256154350840589	1	0.423244585978436	0.528260993143854	0.5449851506885	0.723247688544561	0.481839420468701	-0.105469724686592	0.00362861941140528	-0.08586498264218	0.461647002437687	0.207838021546755	0.00460089656182361	-0.0519550961537697	0.344899515757144	0.719095704264418	0.104494991890327	0.260742832419065	0.228304549630181	0.203944533528177	-0.155397074893755	0.0772589073505738	0.242657268864029	0.270492115293865	0.16652086829231	0.0700729876354881	0.368785590439921	0.20614020440455	0.154629069081334	-9.20896992779556e-05	0.161356929778902	0.325859121116255	0.233195283603748	0.342010658669757	-0.199585225126248	0.248291670652221	0.235434743942867	0.258447602422861	0.0444296625371841	0.0669857889391396	0.487791343348142	-0.213484589095612	0.123006944048842	0.113408126105479	0.137895170014613	-0.137720444468151	0.434472709925451	0.193464407670864	0.273691564653652	-0.0349767084800024	0.213821417920628	0.579056902914726	0.071099759389229	0.302643330898719	0.26857911780287	0.740187430007137	0.208932546692442	0.120374735494652	-0.202592235117061	0.311110014239289	0.45917241332243	0.0173215012480121	0.310586315732232	0.0889661140884676	-0.0206148012170544	0.124991542629164	0.189798076590128	0.495061231460332
CD46	0.777930237557274	0.579493125870104	0.776974460852917	0.804244845538042	0.736891066810822	0.616526552602946	0.610012237653008	0.786055391387361	0.777857602932713	0.732624340741217	0.833223675872339	0.67979098412564	0.772890863875369	0.762499567711561	0.528560255520435	0.760488766667341	0.722502814336514	0.458185397510966	0.588976940512731	0.767838274630936	0.423244585978436	1	0.770254271060281	0.799282939052333	0.72423379198324	0.710369279391451	0.595371236766813	0.649939878661076	0.65280109350784	0.788923067451135	0.764033069441889	0.706351692435712	0.63017222456073	0.826084960338284	0.377705442993589	0.730597211428078	0.792309295058773	0.785618890134425	0.767203290113778	0.605697273087126	0.676096020549808	0.763582288960211	0.796211046277176	0.720742197863669	0.645231501592556	0.606982872784309	0.807483345955377	0.770551038356599	0.580882990497878	0.760387352944155	0.718487935815141	0.764646697999746	0.810404693657891	0.566145550695114	0.756801438883536	0.764476233556346	0.699376144096969	0.670271449148765	0.676983480411285	0.782458241421031	0.51929087026849	0.779408620014051	0.751438516331199	0.721675233910827	0.567934505437277	0.745088104410481	0.741738184496599	0.810944999833313	0.654403514023705	0.752266762377649	0.75069448699694	0.682508978141934	0.812265147614011	0.719059632622094	0.529474117077818	0.716118145459714	0.734589371210412	0.536052951704886	0.737279088333564	0.756968035009657	0.715578414052722	0.770131566246402	0.732600364247241	0.683466576864273	0.690772934706474	0.576417426031559	0.693506334071374
MRC2	0.815336343491883	0.502092254930951	0.718675168035932	0.811116817234936	0.713613621454804	0.53050118356194	0.538176914282557	0.789422894575531	0.779094479342329	0.749850694752416	0.843779704461951	0.65976230432164	0.759138215353238	0.791056078124788	0.517039571390005	0.753415910551509	0.721018502730906	0.592561150099198	0.510254272247166	0.824592866246067	0.528260993143854	0.770254271060281	1	0.825794135295642	0.773601299125967	0.637132111212499	0.573944454016264	0.637530053686482	0.546043355850288	0.868134857983696	0.735572560292994	0.640889646421433	0.620418954999871	0.77638482528385	0.459185469496553	0.732887610134941	0.826850965626488	0.713810393540842	0.766605486364359	0.525442864087937	0.663198423263217	0.757480744792796	0.797176174424379	0.673695611611774	0.589864026127797	0.745323625403234	0.804352261263295	0.703741191966241	0.615302067671097	0.691166930681565	0.791887922201392	0.755174823818088	0.800045537434615	0.498326944214507	0.827628470045193	0.740112710817762	0.714725551104999	0.642293761540282	0.712334793005205	0.814223441439826	0.446024251873718	0.744754852782655	0.741697603967836	0.766797481840281	0.541142059108587	0.781808506001837	0.801378593211857	0.788147715625025	0.554463559249749	0.780432473729415	0.709745066621489	0.626586134698594	0.730119595520641	0.602632526867886	0.58173845517174	0.701224232335963	0.673254007102531	0.436904954111495	0.679276914631997	0.792785363939273	0.72051544408351	0.738410396637564	0.722448685129562	0.593898135968274	0.605121125702415	0.534126044651161	0.755841886101495
FZD3	0.79251230512403	0.523271252708299	0.770316704697778	0.853096786958257	0.727369374534102	0.59723800138093	0.587729139059951	0.804077226272563	0.815985373824072	0.844028304808118	0.888869690572755	0.780861627184999	0.771917843288388	0.793892530016392	0.499126162084716	0.765917730476552	0.733838107671371	0.580603727786329	0.563490910769676	0.81792307800984	0.5449851506885	0.799282939052333	0.825794135295642	1	0.82086328449052	0.794205295775284	0.577309720882254	0.644624529254662	0.598489378355169	0.870213283379367	0.808735489335443	0.673302512613715	0.642801975244772	0.833206200913922	0.528208089897315	0.73036896184452	0.827439660415319	0.76756335523756	0.804484103079008	0.548814677259732	0.726395561665218	0.815753059644623	0.826161173492272	0.711612221285057	0.625170101332246	0.69941363288636	0.792178062297965	0.783581120149698	0.621150024355844	0.787152098617552	0.79014925347701	0.797360223921563	0.812785282056515	0.518638958362239	0.799418786102629	0.800202137529553	0.773229352874488	0.61965970570024	0.706408975298417	0.853106482331635	0.459347317912384	0.785787610017715	0.762401616862575	0.74344248036676	0.562935419968083	0.800153560799797	0.783056782147168	0.820836738546073	0.603972072438338	0.780055572164024	0.804381928883876	0.676410639800647	0.810597976535467	0.697492195346526	0.633490909623364	0.74119875049605	0.743322764695001	0.496478557034802	0.759326088595299	0.791496460142313	0.725092556370212	0.785346866838375	0.710470557926452	0.65757516218017	0.719090972948091	0.603208086812396	0.778892332715782
IGF1R	0.639180716128892	0.276159144881421	0.585093996675598	0.720964135836099	0.520107291590486	0.359566616880801	0.354122190020454	0.616133581548834	0.63521694986436	0.73702833987377	0.745084868769798	0.792330576843444	0.590506460819753	0.616207751605103	0.304233938851547	0.640415284350857	0.631925931186725	0.613188771278488	0.334293059175571	0.677723455206383	0.723247688544561	0.72423379198324	0.773601299125967	0.82086328449052	1	0.72784787704372	0.370619666914865	0.458071797773271	0.380937515868437	0.786615358146927	0.628799355480545	0.472671715863647	0.430105584233885	0.730263541590423	0.614935646547908	0.545462682582328	0.666483885987424	0.628568743306757	0.628711062072204	0.304239046150892	0.537196300516763	0.641804394808777	0.675048980157684	0.570874782444189	0.469625197146168	0.627054367311889	0.635243637664873	0.603150000905846	0.418159841791961	0.593605426698064	0.667288933462674	0.663816728461882	0.697869344466983	0.270752361858406	0.649727817075278	0.627293881588428	0.629222984741721	0.437551126238579	0.524124102482437	0.776572851165806	0.243218709747915	0.59969782362314	0.561926309025937	0.561188975162235	0.328330537018605	0.718383968141984	0.630031511735113	0.676616387904195	0.398576136664238	0.614620653900546	0.795014201265774	0.514930995631627	0.682801848562656	0.548551440056327	0.728455144915587	0.592426366725312	0.550637939701559	0.264139971943665	0.640238177997872	0.731537526959729	0.509569045097919	0.647761013067269	0.529545630373821	0.444045471191162	0.553616909777337	0.490583710677821	0.725661346901083
RACK1	0.641492468064385	0.540513894276216	0.666104115238912	0.763510441121359	0.676008384196438	0.648849607242275	0.542464460639634	0.698211906301059	0.744931431069039	0.834218139873258	0.767226782808805	0.7705392907944	0.646813195422499	0.716933971109184	0.433943750528309	0.676099712544625	0.73208418557259	0.504790673380019	0.576470161824468	0.642114726647142	0.481839420468701	0.710369279391451	0.637132111212499	0.794205295775284	0.72784787704372	1	0.491415756112891	0.592580659381638	0.678068160378915	0.676210043509282	0.75270791295688	0.62720427251119	0.517655996568065	0.878150918353695	0.547852093369374	0.696210284696886	0.655668908801472	0.730845057657191	0.638067262162443	0.549205715066496	0.68280283435054	0.650205909897484	0.728392592915697	0.646807217891676	0.651246415553171	0.496490802384886	0.702965932563549	0.808135968411701	0.562571485741851	0.739316898359704	0.588180099909593	0.67294050258807	0.789276984559202	0.487190948443443	0.618482267081968	0.683196017711827	0.639351740836437	0.50225932079629	0.581412221747658	0.712852550391499	0.47207220773972	0.703444752419135	0.683423314743043	0.604735922300703	0.539859303129929	0.665712988161276	0.667799691243709	0.724602956523723	0.61336228393115	0.67989407653498	0.867715833911862	0.625660921804793	0.855279586208087	0.798314831670112	0.62729686753965	0.74944663379634	0.714376593350451	0.487443166388763	0.818650842606212	0.661612337623886	0.583739685593466	0.705324624436655	0.648588644291077	0.696801551644246	0.868387559054226	0.650576114984662	0.633692022735058
ADORA1	0.813659625315473	0.880721357706524	0.794507420831114	0.794599335951115	0.846603422358151	0.837089837033633	0.888708874700449	0.842036851491025	0.812157936321423	0.600094382069884	0.768252218445281	0.343536142945543	0.77718571575626	0.77650846852503	0.848281299058207	0.724637709854373	0.570510168897085	0.207438174170202	0.842109958765796	0.803144093275621	-0.105469724686592	0.595371236766813	0.573944454016264	0.577309720882254	0.370619666914865	0.491415756112891	1	0.814860457711012	0.785748051967545	0.682229129310717	0.765515527758712	0.809993741147371	0.885959686096296	0.705811893714738	0.0017447246378275	0.849420802156128	0.80790806155774	0.718671835367242	0.793979974063794	0.810364739453496	0.855530318142626	0.748520946231608	0.811005402502894	0.713051291960539	0.703659512584623	0.598772999938769	0.807620602247075	0.816070834328849	0.78709443352169	0.775561242424894	0.672420940908577	0.757462132802893	0.715304190005277	0.861418080180667	0.817961835529772	0.745981914899935	0.66576534505701	0.741562605298904	0.868707872666972	0.604906809065971	0.849537840233059	0.837863818435419	0.811144846496846	0.803520357149371	0.835112485727633	0.608682146375512	0.813949289895481	0.752387160478288	0.787729569649305	0.751037236275549	0.388723876807177	0.765082658343083	0.712899564334868	0.625666488932111	0.00880077736275961	0.760028386567062	0.751226186489701	0.819366197416646	0.604595826210982	0.596050867659249	0.900906823543913	0.677336413646464	0.856180128680047	0.804223382521644	0.714559231459537	0.567319601910763	0.593389030587946
TNFRSF21	0.850792935054997	0.844923052181273	0.826046025313182	0.83139358324505	0.879724823841647	0.83208420558273	0.887323696994975	0.883671576902501	0.849481537832493	0.675045320926951	0.796936228644059	0.416463370553225	0.798260066853707	0.822413308428929	0.844183382453936	0.799413365337634	0.670492495678896	0.324358917904863	0.838195038040405	0.832724039443848	0.00362861941140528	0.649939878661076	0.637530053686482	0.644624529254662	0.458071797773271	0.592580659381638	0.814860457711012	1	0.810157355735243	0.737743193216077	0.805512439446516	0.801024383761523	0.83998120120121	0.791649021671843	0.122551447295011	0.886096870861205	0.846576880234844	0.809517511789264	0.791616701573794	0.810122094053872	0.844726575643685	0.774212160172615	0.834677880146538	0.706475909891452	0.71488535477276	0.651836002285049	0.843183884137044	0.845369652166116	0.773505306575503	0.804545395651592	0.670714053949488	0.808527680242474	0.765903369831656	0.808751722063887	0.852219024705087	0.786731124573508	0.67458720586171	0.716188344578491	0.880996394845097	0.657321007675745	0.820498749510329	0.849745923212484	0.852888738040453	0.802235665725592	0.821386713233414	0.674588452014604	0.845722836161784	0.798022614529168	0.774024823246675	0.811544323980919	0.499848462571144	0.887347078754384	0.790231079323997	0.668824341147577	0.139743659758359	0.869193434289902	0.751722713045956	0.727408875335143	0.674597693990724	0.641954623062385	0.874101206727321	0.700329743670972	0.882899287804407	0.801231076776426	0.780874167170133	0.591812254205898	0.663482756109215
ATP5F1B	0.772789011728321	0.937655266036431	0.840974774764682	0.773902571094307	0.910450697490168	0.965561407527028	0.846177781047922	0.863801256885661	0.869557116102535	0.681577517832662	0.762745674792859	0.397059211423803	0.829880576166114	0.789174552922548	0.734739792419393	0.757666017948436	0.715974243041362	0.237305810972536	0.890259798847834	0.755180480342613	-0.08586498264218	0.65280109350784	0.546043355850288	0.598489378355169	0.380937515868437	0.678068160378915	0.785748051967545	0.810157355735243	1	0.628779952642619	0.821494820803887	0.89965001630906	0.789958148032437	0.828147327188608	0.0825283511939557	0.884802441114311	0.755975181846644	0.854843028923033	0.762091920221446	0.90802231779713	0.839487610833859	0.745824273408043	0.788231614946951	0.74791525165885	0.840930832271323	0.539531933393128	0.867429014987052	0.908845424673069	0.729743364562831	0.862037895200472	0.567715437635537	0.746755975159682	0.784968582138349	0.87647471346784	0.739025466364289	0.785541589593426	0.683281301652273	0.779509116619723	0.794591768878935	0.606824459816513	0.84005420414427	0.859357820497977	0.841249500512495	0.764838683014396	0.83141293353933	0.623879253500514	0.780226883589849	0.785510684665831	0.843467977241786	0.800507709923174	0.589204640885114	0.797597087176348	0.838969064863037	0.828436883591525	0.118769290057673	0.78923867210123	0.862699437474141	0.838412920178857	0.767989622202836	0.592248591963109	0.827950179369733	0.739784521519408	0.88988983623254	0.959451362690533	0.912831725445934	0.69993130496343	0.540285333410649
