""	CD63	THY1	GPC1	SDC3	RAMP1	LRP1	CD9	ITGB8	SORT1	ITGAV	ERBB3	GPR37L1	CAV1	ATP5F1B	ITGA3	MYLK	MRC2	MCAM	OPRD1	LINGO1	CHL1	ITGB1	PLXNA4	LRP6	PLXNA2	TYRO3	TNFRSF1A	RAMP2	CALCRL	EDNRB	ADGRG1	IGF1R	CD47	CHRM3	TNFRSF12A	BAMBI	VANGL2	NRCAM	C1QBP	ITGB5	LPP	CDH11	NOTCH1	CADM1	CD81	PODXL	ADGRL1	CXADR	PLXNB2	TSPAN5	PTK7	DCC	ANTXR1	FZD3	IFNAR1	JMJD6	APLP1	PLXNB1	TSPAN15	SMAP1	MCFD2	LRP8	KCND2	FZD5	CELSR3	F2R	NETO2	RYK	ALK	KCNJ10	PTPRS	CELSR2	LIFR	CD46	NCSTN	SEMA4C	IGF2R	RACK1	ACTR2	PARD3	CAP1	PTPRA	HLA.DPB1	PLXND1	STX4	NOTCH2	AMFR	RPSA	ABCA1	SLC16A1	TRAF2	PTPRJ	APLP2	CANX	IFITM1	LAMP1	SLC1A5	CD69	LAG3	CD44	TSPAN14	TRADD	CD74	TFRC	SORL1	PILRB	ADGRE5	PTGER4	CLEC2D	CXCR4
TNFRSF1A	0.990396752137764	0.883294605571618	0.982688164665565	0.909167181638428	0.968591709003318	0.928540657740002	0.968391718620031	0.899357287694833	0.962092311924021	0.959186049033283	0.856076578915673	0.841868643973423	0.888336315401155	0.993127740151052	0.976626030491557	0.968276148079068	0.949880119207228	0.981193157659004	0.791249612929394	0.813068781281382	0.852415787255458	0.991696498059494	0.963224214634039	0.944114005523266	0.961660431450502	0.926159558352697	1	0.959330503979661	0.969567683437971	0.897155254551309	0.949670464215695	0.974982984728641	0.985784207464146	0.861989151304334	0.988549279599544	0.82242057560395	0.855392119626155	0.958987518164778	0.937987104291514	0.980227088969147	0.978884762802696	0.980035083443951	0.97521859600305	0.880171786708744	0.997729900122212	0.968531354072165	0.87499952801935	0.954907649683112	0.992367776802187	0.977046605101308	0.984137483753023	0.894253460258528	0.906109548753697	0.854523416904923	0.990834305537071	0.966099217287885	0.968912397344163	0.87886204242308	0.887159068995217	0.967100644216263	0.989237642732118	0.971662234900924	0.83114664929764	0.927591432312918	0.9130968116902	0.989449524392196	0.980940054547717	0.989978755485467	0.883462559120788	0.665221527315411	0.932002221458491	0.916730793562809	0.892813262543672	0.957799992386267	0.978454357542929	0.936275884623442	0.983030604473688	0.91208495274109	0.99320228452876	0.925156831493892	0.986901866759897	0.990359794387105	0.849612077492051	0.976098576919086	0.989941185991386	0.954636106143072	0.973604952183638	0.90628840289012	0.942847256720617	0.989483083649324	0.990158395830908	0.962984722924382	0.973459417136447	0.996636743992365	0.692153953837006	0.997238449557889	0.900955264391202	0.485680972877475	0.880698513516982	0.963873822808616	0.978485623791599	0.867883106418216	0.955036327029123	0.985411646398391	0.943374359839513	0.975197573844384	0.950046510905122	0.708931677453851	0.722646538125022	0.674686549085017
RAMP2	0.924663999793973	0.802335257227595	0.91558079183541	0.790838927576147	0.875094051249221	0.817009629295865	0.899013162098586	0.760917986711528	0.871093876768345	0.85650588101969	0.73834934810268	0.732000134219817	0.946597374005956	0.971641407203623	0.95286510960063	0.942066511517042	0.846519569617461	0.962058340817832	0.615061875665431	0.734489978224011	0.713789985535853	0.936179643434629	0.9436901313769	0.838712862927876	0.974783031946726	0.810560158226995	0.959330503979661	1	0.988541566264339	0.794346812002603	0.907702978671921	0.893001593585971	0.93151255906383	0.705584899272977	0.944834525242331	0.726367093406502	0.749497626971019	0.85501725041764	0.968413044713095	0.957386476951431	0.900592306318804	0.919310024852656	0.888688869229869	0.728376510854742	0.964490249986036	0.953229454416984	0.762969824903714	0.858677608159546	0.943437739374865	0.885362543910546	0.915916935553919	0.782663814090792	0.775970511878723	0.746256271025432	0.926583978414431	0.870471733119905	0.906453018124216	0.802388585945066	0.950322187412437	0.909088829683276	0.973106559115207	0.980093382531534	0.719720430042143	0.868238351052007	0.780578548948533	0.948617665238733	0.925121398917184	0.934403782015289	0.777101290532176	0.583027907536482	0.859833667914612	0.787316287560846	0.751834583326447	0.889185746176626	0.933152518035802	0.920990986088954	0.969615144299846	0.917424057844075	0.960180487045658	0.818513140899068	0.970121686528727	0.944097144456768	0.779957859866994	0.985881951832056	0.927157157922105	0.847604232229383	0.875776642377068	0.900789548710526	0.826830806624146	0.926289312072231	0.957198421276761	0.864840331464652	0.87983998746527	0.971906336117128	0.664035872282135	0.94933945585102	0.957948023532841	0.407906933875321	0.859105557339643	0.885267933331635	0.925182730109227	0.798496494317496	0.918829638566469	0.95054893000555	0.847649858311421	0.905425949367097	0.872373529280513	0.634263639477131	0.652669290246449	0.557679581475053
CALCRL	0.941862854634445	0.809824824377702	0.937999490473912	0.851848711058482	0.904777693482856	0.871571386078709	0.93881704924104	0.819391304769113	0.914498325027714	0.893803157262671	0.812070599821188	0.812143620998686	0.907022747721128	0.970236359609864	0.945726811118936	0.940246880883265	0.889962724708537	0.976671510286076	0.665860703038295	0.813572155519208	0.792996674752401	0.951593198437498	0.95278243884874	0.88477634577397	0.990179360335985	0.867602638727418	0.969567683437971	0.988541566264339	1	0.854601705770424	0.951400130861424	0.917087426754051	0.949006250470569	0.773088166605017	0.949754045482053	0.799442438430467	0.824588310485524	0.884958722599227	0.939802123036516	0.9748922885713	0.930967194134999	0.950881689619312	0.92493127026504	0.778648798558413	0.970890122589217	0.980713985615078	0.833727475308375	0.90297096519704	0.954487703688559	0.915336209460775	0.943662105999119	0.839020036710557	0.832508266681266	0.819649364327964	0.949450492374257	0.91091548426652	0.929064880382919	0.873539747212378	0.940104050901589	0.939861137093558	0.983868853250967	0.978169243180427	0.801272053590456	0.89696537113319	0.830663657430075	0.95930763548151	0.95537043266087	0.962965002574929	0.842799608102084	0.679104348771333	0.908448603965211	0.836203792368808	0.799322274843946	0.93570607265497	0.960749207767754	0.952344930585332	0.982384876717311	0.894617878994332	0.966266638621078	0.868274229323656	0.965061378079146	0.962209427797931	0.773033699006731	0.993681694171261	0.943766661387446	0.879417893597687	0.906389735742751	0.881178098915397	0.873118079979375	0.949348551255162	0.956819049618734	0.893836897444324	0.913148043114951	0.982535817154003	0.647664712229372	0.965773855668184	0.922226457297461	0.411248951037701	0.840871212268179	0.898404538527306	0.955841434383554	0.786298285764724	0.912180859724447	0.959634837485883	0.861201368165765	0.943478813531825	0.880753007391687	0.634616290323272	0.687329576725675	0.575073947076783
EDNRB	0.914819564288195	0.820944389796685	0.918773285191928	0.990084416065927	0.928583168025876	0.98449095248183	0.930980525983764	0.972841844321629	0.974214488744826	0.950372627002717	0.991513501503695	0.954525202696223	0.664922426950611	0.877483067903782	0.82807921525014	0.869615946883792	0.977191890856845	0.918631524043363	0.842239190522243	0.940295926682838	0.946427033469674	0.905716020636891	0.907279417822878	0.978333197451245	0.879246311829158	0.977068427202126	0.897155254551309	0.794346812002603	0.854601705770424	1	0.930428387231558	0.929227887069936	0.890182300658421	0.962926428122745	0.896650292403455	0.918231997426018	0.98255536698072	0.934161576355423	0.711902876160891	0.888019945581965	0.95174916218282	0.960586893228491	0.945446419394791	0.912734490757479	0.876400960267512	0.928306192917064	0.964780683339137	0.956799236406017	0.896321172191292	0.939326331618384	0.924445028962961	0.992795936264928	0.97548643705452	0.929269552593581	0.919444296978049	0.967971380143262	0.895187541433243	0.958156002764337	0.720281683737768	0.949096668908323	0.897478011418647	0.841498577239004	0.967416378547288	0.95977146079464	0.977029863847631	0.890572761885261	0.948609078400911	0.944551784247821	0.995383555659135	0.78393838733265	0.925172361750081	0.971935502847115	0.935920088249428	0.951059678010523	0.903085153989194	0.839244989252913	0.883446034023579	0.703151421916861	0.873755088225727	0.976010438016537	0.839073365044885	0.912454159982669	0.727925860190565	0.842154367047211	0.91404992197498	0.951244115007353	0.929392620346365	0.71181305072326	0.952803855772272	0.936533268363143	0.863026351934026	0.895404635944219	0.943659643404505	0.893112718001116	0.520920941342289	0.908614987941844	0.650173366230835	0.384485431339441	0.684966261418746	0.849257299733457	0.92278989149768	0.694485179566256	0.792137687957679	0.871765065699935	0.846804883311108	0.932126991710489	0.818768316084698	0.587420656569947	0.680658610613917	0.593333506066023
ADGRG1	0.939402430572377	0.795604641715393	0.950113437784625	0.936392702060896	0.934864883572486	0.944014268904046	0.980414688206194	0.903136265519369	0.964315468404321	0.926346798993316	0.917196245927405	0.932616908582679	0.778065782426588	0.936929521209371	0.889163161520227	0.88641126531656	0.937994328573827	0.947460102540029	0.746117419994189	0.935710515011391	0.923275287363502	0.938660958439158	0.939923377399044	0.943811483296288	0.952116704505857	0.947890607251399	0.949670464215695	0.907702978671921	0.951400130861424	0.930428387231558	1	0.921028509656205	0.961682556454416	0.882601415263036	0.926190003272165	0.932502888741915	0.91882986547201	0.906984046509624	0.864365386825423	0.967795413930201	0.948128479695627	0.966948979368065	0.95477009053258	0.852739173456878	0.939852021872355	0.968673492745766	0.951015432186481	0.963977192138144	0.929023176344535	0.941549679831793	0.962560006799575	0.924122834093612	0.912364156381457	0.9509930661589	0.948376973442785	0.962282298131285	0.93963499668229	0.96680933829761	0.874432395614487	0.977866600153172	0.950657384330065	0.923595433909506	0.924017203052071	0.915123486113227	0.915478616067144	0.92758016317024	0.97989451897632	0.970768240126592	0.93754863697625	0.798341583095062	0.979534711986166	0.898709934811821	0.857268562563125	0.988331363341869	0.975784273837511	0.966028317251028	0.951285568483853	0.847035390362867	0.942138679590071	0.929322035020048	0.924874775341918	0.965529687524825	0.743509848061948	0.937471866509816	0.939489491574518	0.909144463910201	0.934240565822765	0.846972679849732	0.927005666790241	0.960818351709243	0.931869610976913	0.92210501379092	0.937798817448775	0.96040228104872	0.654343506145789	0.957852940353077	0.823892135634783	0.492733566888616	0.811483220259019	0.905601603143889	0.981187521612094	0.783218879843815	0.866404434211477	0.937578068186221	0.878253263908969	0.969762263451149	0.886737948637816	0.677569663976146	0.769790148628527	0.653813660880954
IGF1R	0.99179357305278	0.933216606946445	0.986000049465299	0.945782688274448	0.977623607796827	0.958616849595122	0.959573150479952	0.954829652380282	0.97705775944246	0.991597049756097	0.894833525642384	0.861782034692677	0.838811292446483	0.954611307079907	0.960895397472507	0.966364426084441	0.981681385361482	0.960721889056438	0.880520919714227	0.81637343408177	0.894236257047282	0.988351911641738	0.920031682335598	0.971617027402437	0.909522024634925	0.955514496915956	0.974982984728641	0.893001593585971	0.917087426754051	0.929227887069936	0.921028509656205	1	0.955014167326361	0.925005743682739	0.981702652054086	0.818917767739303	0.883017230356066	0.993932195957724	0.852104428075014	0.943769196811445	0.992932116878418	0.980828965837462	0.986939937173963	0.949664972262795	0.968982381503454	0.944320736316842	0.895013548468087	0.96827208100015	0.985743299221325	0.99228206853102	0.984107209080318	0.92486443437851	0.958629093128345	0.859783562744542	0.983085199165344	0.977224065413315	0.956650909563854	0.882655193819752	0.793809590339382	0.938709453156548	0.9613528655535	0.9165103735881	0.855779805912078	0.928850064612479	0.951143886002448	0.983204556395651	0.967794640151571	0.981857376497705	0.90923479280553	0.645435226247753	0.92448193367249	0.966234195314694	0.958543035344178	0.94785154599202	0.950246792700312	0.885551653653575	0.940947862714881	0.81721850142488	0.956660930680375	0.965538376594067	0.939843496074013	0.966097130946709	0.828412890691648	0.926163509467796	0.985625701168719	0.989428261117109	0.990865078881942	0.81208020682541	0.980807185411231	0.984574578142106	0.951072509885155	0.977896429771674	0.993846255547428	0.963683857327754	0.589779894245445	0.976226078004595	0.808576284933372	0.392381588216077	0.830548383042005	0.948140582697275	0.951759037636646	0.809178625191018	0.91539914365883	0.948853054467147	0.925218220344425	0.973364335903972	0.930463105542814	0.629034767203922	0.691794130356668	0.625609688906526
CD47	0.972957779636777	0.830749950325645	0.972813974096039	0.910765168644085	0.964614611657441	0.924556783112432	0.973301337433669	0.892690409860973	0.957048722105692	0.941858020785723	0.857629337440372	0.868036012332026	0.8326214491649	0.976280979234719	0.946382977974932	0.921819938342482	0.937552605002731	0.949460746272239	0.777163516089166	0.832720107835653	0.876943607684419	0.970627839053207	0.951404110639309	0.933094254157009	0.939002937239386	0.930101509608271	0.985784207464146	0.93151255906383	0.949006250470569	0.890182300658421	0.961682556454416	0.955014167326361	1	0.863881190808503	0.965756705948269	0.855909442448862	0.858436046213246	0.937657136531037	0.933479955481507	0.977080615559533	0.962395563796493	0.964201825971343	0.968148068158478	0.873425536845675	0.983441780953093	0.944027829695653	0.894683248766516	0.962663386482292	0.973181338702645	0.974659083400281	0.974790204909135	0.889993070920242	0.896995549334398	0.891926586856155	0.979781673934244	0.967817303490464	0.968572864623458	0.89955735358296	0.882691641555916	0.974400847708706	0.965566217318498	0.95076670803595	0.849086074527318	0.901563142230214	0.912732622854808	0.966158094735714	0.977792741950305	0.97717098606739	0.887924183253778	0.713437985429122	0.955083314562908	0.900584744253067	0.872039142286119	0.972076159757966	0.989885112140065	0.95250153753447	0.975120931150541	0.928849931399127	0.989541107471756	0.907479326466687	0.980995679430369	0.994220143645104	0.841028255238507	0.954525827220849	0.976597736008134	0.937660072864653	0.968717875573794	0.928567772208718	0.939763218212144	0.984404200041682	0.987424642007728	0.967372260094509	0.960166329660063	0.985535118156746	0.748707378137068	0.989287777444382	0.898245209668553	0.591020386176556	0.906666283694761	0.979772304933127	0.991350776268409	0.902775329765944	0.951343885874176	0.98736636214093	0.96360479834005	0.982553785970081	0.973730137788933	0.78275182529123	0.816798169000508	0.761207418454922
CHRM3	0.901339365319693	0.856087678331489	0.908866687041093	0.979247147909434	0.930385846308805	0.9749340782672	0.916729678824697	0.994528825751011	0.960355525675829	0.959342885781965	0.965429641827281	0.931766639286717	0.596132372138524	0.823046783757651	0.798189274452029	0.829460760992109	0.968570490913257	0.85266462464081	0.936756121833859	0.890870242812433	0.972920403999024	0.888103075976424	0.819078909279774	0.972495736818552	0.783453571931689	0.978666418730694	0.861989151304334	0.705584899272977	0.773088166605017	0.962926428122745	0.882601415263036	0.925005743682739	0.863881190808503	1	0.864908779613633	0.887928245550445	0.940874792157361	0.949641959355176	0.651020867830169	0.833131507422586	0.937171574986291	0.922623722778825	0.944229883981075	0.975992569439867	0.840849421922949	0.853893911650046	0.955135545808596	0.953867534332928	0.871208257755305	0.936271425546254	0.918456554821715	0.963498038853857	0.991384796526941	0.927918597967524	0.899088157156563	0.956046605202815	0.875294610165064	0.913907185166781	0.619433284637827	0.895140144859343	0.83591565008594	0.765769032037637	0.937304286571171	0.886502370377118	0.983710075629583	0.857704377366704	0.906777283651772	0.908801260712418	0.959451496086516	0.738080972134009	0.902938465958174	0.984644882947463	0.97600203191977	0.915748201791687	0.865659660004052	0.796408577836911	0.811929089696274	0.648286132290779	0.830049513671195	0.97536915440203	0.790472975111349	0.869137823521713	0.728654258709006	0.772131429425152	0.894248013836842	0.953043953967573	0.941953689964839	0.658627201107546	0.96807661936944	0.90541210864252	0.820721255494232	0.919363727478418	0.948073031994627	0.842778935548213	0.493030606970158	0.874554687982442	0.572010517550089	0.38501884980434	0.670886298167413	0.851751718826827	0.882196301259873	0.700279133665156	0.769803671479478	0.822411576254603	0.853335303354253	0.912745675598627	0.827473711078382	0.574551902469657	0.652120750076955	0.616211807578015
TNFRSF12A	0.987853041257391	0.909240077502248	0.98827027064331	0.909439510859036	0.967740722781462	0.922528139009902	0.953960971297379	0.902885551326881	0.956168584823048	0.959570445358239	0.848041216998576	0.82609042215082	0.896052496844235	0.983384650335114	0.978846971911726	0.976857390802437	0.955053924770638	0.977708159299013	0.802219799443843	0.794526631254948	0.839143705339273	0.984595165794659	0.950511825718974	0.94452364091769	0.938194834518792	0.925381501360029	0.988549279599544	0.944834525242331	0.949754045482053	0.896650292403455	0.926190003272165	0.981702652054086	0.965756705948269	0.864908779613633	1	0.800290186372524	0.846708076482196	0.965163466689423	0.916406189703222	0.965269495389867	0.97638690818697	0.978675222380522	0.965561517545374	0.887271571017036	0.984143301225205	0.959528943962107	0.859528126291611	0.95469985616397	0.992635092432245	0.971537066234352	0.976382791650449	0.898978478471724	0.910398499095353	0.834928184287152	0.974972713162198	0.956671225111856	0.968468333838488	0.861814122483676	0.860534249668546	0.94985543708094	0.978867367873186	0.955267972309464	0.813885218351455	0.927706928476993	0.916411160982931	0.987263766743356	0.968304900696893	0.979304421189379	0.879483425486673	0.600253214082857	0.92039176015044	0.92079249543323	0.899237550188914	0.936052366944196	0.959014890902657	0.912966347204977	0.962842735094242	0.871193626554888	0.972883521875615	0.928777451968802	0.970149454502116	0.975332807518806	0.823893179052115	0.955789654877593	0.977504369969745	0.957060602718848	0.969691552634928	0.863808915641744	0.935739903768847	0.986413641606102	0.977417988430287	0.950252575101306	0.969822277809919	0.983358641146934	0.629719551037853	0.98460771718956	0.88080593698883	0.411582191251607	0.868153291497122	0.938964242160896	0.95447570031185	0.826852119197227	0.929178133627327	0.965318009483716	0.915347986731719	0.961255438640365	0.933676491618197	0.645178797953358	0.690674908328274	0.612252987031426
BAMBI	0.833234774991601	0.672628852701841	0.852091732751234	0.932332393885346	0.861321220285393	0.927293787604625	0.912547302310695	0.888232255285863	0.900569120216491	0.853454694203627	0.940240964069375	0.973338268277018	0.571121663497987	0.796621135769956	0.743224406680491	0.73539383426114	0.890237170478725	0.818797660072529	0.704648190092429	0.975592195574643	0.949304809794468	0.816926216168561	0.845846168245611	0.907280520672473	0.828560503862051	0.929243555009222	0.82242057560395	0.726367093406502	0.799442438430467	0.918231997426018	0.932502888741915	0.818917767739303	0.855909442448862	0.887928245550445	0.800290186372524	1	0.951384233766149	0.824456290397265	0.676407149510975	0.86586195793661	0.853284524352943	0.880013813130231	0.862920590983765	0.805071343209517	0.797112890419486	0.868016555454795	0.975583039393009	0.91265416843475	0.791441317017269	0.854656798142616	0.861689748104635	0.934824879457524	0.889904491662	0.972564320466324	0.83490883562345	0.904207943789886	0.863590046733817	0.963420562095777	0.680590254274247	0.914642989780679	0.816655159163841	0.763242255290694	0.974189224426622	0.876088939655012	0.906618390150604	0.799213650664914	0.893716072333614	0.874039939455229	0.947334595442238	0.86122979899247	0.94961394163958	0.864425028647915	0.80923564282289	0.935738197014333	0.878779515128367	0.874213492012662	0.822237447174703	0.694662084073512	0.807143094696223	0.884500062558239	0.77054518736304	0.856062001747312	0.597453280138777	0.788608589978497	0.82008427306123	0.841489961840225	0.844254041188958	0.71409586736674	0.86922968650722	0.870095195018714	0.797644662612648	0.82287121126896	0.849790860389193	0.829604659863436	0.584131404020424	0.845759189290345	0.623730700668681	0.529653312028492	0.639657188812516	0.798156323981392	0.896255836684511	0.674256445777918	0.695037154228842	0.815488071948026	0.781082480935728	0.88062405259171	0.77804013179184	0.647858210827269	0.756906774786588	0.653414515020624
VANGL2	0.87102343443378	0.743963419391357	0.880817255444295	0.979488265808006	0.896282683165806	0.967587620222373	0.915219303607062	0.946768172782149	0.942599275962384	0.911086780048504	0.987984675058076	0.978841085275076	0.599794972871212	0.8272712091765	0.776593222398987	0.805438973666995	0.946674099428192	0.875519303362845	0.787647612874795	0.961594196601252	0.950815914552807	0.857960563164807	0.876286747484443	0.951427461670832	0.856085189953854	0.964162353910806	0.855392119626155	0.749497626971019	0.824588310485524	0.98255536698072	0.91882986547201	0.883017230356066	0.858436046213246	0.940874792157361	0.846708076482196	0.951384233766149	1	0.888620687161029	0.661047521528692	0.866128423739249	0.909313126013199	0.926526431842909	0.907946911562647	0.868722241072126	0.832146439422551	0.904352489195332	0.970808522877462	0.93621125521331	0.847866949123227	0.899903849398749	0.883895166007954	0.981977654810045	0.945539019938063	0.940161796278191	0.878986186083781	0.939498543498882	0.881442819446239	0.968545574557627	0.679324771228627	0.927302442594019	0.856324032653645	0.796733116995828	0.987440270916964	0.935930481972603	0.951924244148582	0.846072570308598	0.916393138722801	0.91215086868276	0.990295580104723	0.852248436605119	0.926471318750887	0.936702222411607	0.890899113506073	0.940153912844856	0.88147824941717	0.84303138695662	0.85616071471149	0.662067566895582	0.831388569173091	0.93990800556582	0.789688330815532	0.877190588481392	0.656374105469582	0.814983904991737	0.864482307247596	0.907033620403878	0.88898877790275	0.676558155626824	0.918542352045054	0.903585350876149	0.817188632086499	0.854285986565255	0.903136598232965	0.854094743158735	0.502048916951006	0.873700502812193	0.603843494096768	0.410261356524675	0.627312248761543	0.810645192814768	0.902009561111145	0.650185138792671	0.73424014946526	0.842922483292705	0.808313419481106	0.909735387836062	0.783295860534076	0.583366646183574	0.695450395445091	0.593451971685912
NRCAM	0.984147036329722	0.943524107698928	0.976858007885045	0.953635206761504	0.976226413300582	0.967619603512538	0.953322350542593	0.97279341127149	0.978585147251226	0.997422659284225	0.907405576400214	0.866593534763693	0.800016519636931	0.93356323452776	0.939246738073943	0.951892398636746	0.98547892108292	0.942193461721068	0.917449406588675	0.819521931988494	0.910182715059258	0.979192618127562	0.899040290470717	0.98040251083218	0.881213797450399	0.963838228939338	0.958987518164778	0.85501725041764	0.884958722599227	0.934161576355423	0.906984046509624	0.993932195957724	0.937657136531037	0.949641959355176	0.965163466689423	0.824456290397265	0.888620687161029	1	0.814490006863618	0.920999386926679	0.989572745584895	0.972054407509359	0.986477728977428	0.97208950431274	0.949782950520368	0.924317323943768	0.904846294808526	0.966965046042246	0.969026923852163	0.987798429375571	0.979450190432281	0.933103297867837	0.974362735559935	0.866995405774529	0.973953989057965	0.977536629007821	0.944690162909366	0.87576999541995	0.74974273950276	0.928161492051883	0.939276432092695	0.889208197105021	0.865800556661944	0.924156593330654	0.965623673329144	0.964586584918607	0.956189352601657	0.970853418751914	0.914755530909936	0.644836233996911	0.914725929400871	0.982448377290776	0.980112403718176	0.936705684313364	0.928728699049307	0.860539803640438	0.91211229212842	0.784956196065657	0.933952027178284	0.976161372504309	0.912764175521577	0.945391496054984	0.826480793496238	0.894980890516223	0.976472219502225	0.99418937636462	0.991171031018039	0.783065478530778	0.986657150755534	0.970987009136877	0.929064080040241	0.976536949039641	0.995310295288606	0.94164587187773	0.568766699522456	0.960606182547229	0.75782742232424	0.384602521039013	0.797872467650936	0.935417640504604	0.934612323987317	0.797637801017363	0.895599976858801	0.92270618317104	0.919175134000019	0.960336343419145	0.913608311614596	0.616104996169306	0.654150497193305	0.622444009411817
C1QBP	0.893933179029619	0.760049875221036	0.885780244291533	0.725362703154339	0.852124238487082	0.755109119622718	0.866179446195387	0.701759342605926	0.820783687987006	0.808839660449518	0.651075583619164	0.66579465003263	0.924569063421212	0.955708885010456	0.930858825827151	0.893111034807456	0.789866600779496	0.903240650506546	0.578441732054987	0.653294125134061	0.664184588952428	0.903390367553935	0.90400688006455	0.782426052015319	0.914398908121901	0.758911040622775	0.937987104291514	0.968413044713095	0.939802123036516	0.711902876160891	0.864365386825423	0.852104428075014	0.933479955481507	0.651020867830169	0.916406189703222	0.676407149510975	0.661047521528692	0.814490006863618	1	0.929415908998866	0.855179824352678	0.865587280762397	0.851555218714021	0.691166059430523	0.946749422911113	0.881349453732524	0.70637238675831	0.825899475933253	0.915636929605725	0.85866786360315	0.884082580739562	0.713362991380665	0.713635704587769	0.708387810473496	0.897073355357897	0.833391528026311	0.8864223337387	0.732182296101958	0.943932086159122	0.879797918546774	0.927806852921521	0.952936927789436	0.639040410579381	0.791720132861385	0.7371671756974	0.914091674498753	0.882199316743743	0.889195230404796	0.701731579133382	0.521777908568458	0.825419083768516	0.728090659048875	0.697458404386357	0.848076063682881	0.91561028233571	0.901268947362274	0.936952874720526	0.973554971174582	0.952595835801302	0.750885245143094	0.973131484785535	0.92501025962239	0.815692482103908	0.947453528640101	0.899806015921693	0.803526740914601	0.852708151548391	0.959118968281344	0.783807611585973	0.895942267148668	0.958784089259505	0.854714452614956	0.841431535014623	0.945193877080489	0.772569883660118	0.924771438121698	0.986940324846324	0.547361578359652	0.925165405544743	0.905011967716614	0.902535398712748	0.887400138361922	0.939205630712412	0.943294602683398	0.876223431003461	0.87273547717285	0.909616595114137	0.740709816584855	0.709229246087369	0.665731653181004
ITGB5	0.96780337715713	0.833512292209506	0.96447251029319	0.898933259945809	0.936024508369735	0.917439935342658	0.961964155935185	0.871792217005053	0.945361724593177	0.929876042584132	0.85608531139777	0.857607755344179	0.87593149613796	0.975778771493306	0.956543190428165	0.940774489044237	0.928373457124945	0.970743922236126	0.728213270362381	0.848262715535982	0.852932799856711	0.969248769726026	0.963713467202516	0.928878032545698	0.973825604141553	0.913005945022634	0.980227088969147	0.957386476951431	0.9748922885713	0.888019945581965	0.967795413930201	0.943769196811445	0.977080615559533	0.833131507422586	0.965269495389867	0.86586195793661	0.866128423739249	0.920999386926679	0.929415908998866	1	0.9548426943212	0.970071385227782	0.951593157430314	0.834225909124449	0.977918495501416	0.97287893872527	0.885112456425627	0.942609101834517	0.964163516728703	0.952315648369706	0.967110374518096	0.88893988288058	0.881735640998255	0.873376860042177	0.968424154547221	0.94996994882139	0.955853847485442	0.898548937160762	0.902576361199236	0.968935248317727	0.98578948431852	0.971691673638881	0.85011064857328	0.926498472571381	0.893167069580007	0.972243829008413	0.977309579131325	0.977375604656532	0.883709916089624	0.688788252707345	0.957301747133782	0.881870398334977	0.848440989865632	0.966701712403857	0.978470003463691	0.958316962815589	0.985243086464953	0.898215021943999	0.977163453853363	0.901424804693302	0.970543980120861	0.982601514120429	0.7951020079243	0.973649874694423	0.96304635670948	0.921464604677515	0.940432128267303	0.893576596584346	0.918539973571196	0.97948223465144	0.977426263998266	0.932847884099566	0.943050319657951	0.988036523834307	0.673819356229354	0.982863113179091	0.906630042684308	0.491807232794994	0.863732187620291	0.940706401595472	0.97845954965121	0.830929934987066	0.922518468327723	0.978051815624168	0.901378731473101	0.970317532993829	0.921448874487312	0.693622368887174	0.754876950647908	0.656580496523274
LPP	0.98894561332953	0.922830278890264	0.982519744112643	0.959287332707875	0.973311289954087	0.972954540243563	0.969947083899488	0.96336905625201	0.991167485262683	0.993099312086139	0.922737295710119	0.88746194192893	0.825620999027739	0.962796174284028	0.945316452452563	0.964033903897214	0.986893167084579	0.974192855221121	0.872518803152181	0.859493621853848	0.912605903584832	0.988836809550461	0.93848071313504	0.984227409668966	0.929708321387382	0.967552217739375	0.978884762802696	0.900592306318804	0.930967194134999	0.95174916218282	0.948128479695627	0.992932116878418	0.962395563796493	0.937171574986291	0.97638690818697	0.853284524352943	0.909313126013199	0.989572745584895	0.855179824352678	0.9548426943212	1	0.99233010333381	0.995522351445418	0.946450884652281	0.970590415945829	0.96008318372919	0.922381293619988	0.976806540767413	0.980812657509852	0.992779587048383	0.989838485973195	0.944847887911278	0.968084503756329	0.888462517038071	0.987892991688389	0.990152613566097	0.952103993161308	0.909988841688797	0.822052706494585	0.962770937643184	0.970675821966944	0.931335864803594	0.887971282968251	0.947587421917125	0.964109696835807	0.976901924540613	0.982234731687284	0.991564959210311	0.935058731540458	0.685044455404003	0.938197044711	0.973436199108325	0.959818653821625	0.965035364269615	0.957727298298513	0.898415653005727	0.950916604168161	0.825284395329905	0.960923432638439	0.979277365873647	0.942688437352438	0.973045562714982	0.832218123999877	0.930834781565057	0.989437093845136	0.988719168316847	0.989574069272286	0.820979582259628	0.984244399194781	0.988071919445458	0.954412507360899	0.974131884293846	0.995795728752632	0.970644423855456	0.601803615551486	0.979037338407191	0.803903116383133	0.408686005744761	0.823886790027614	0.943638997137356	0.964867714226669	0.808597595609532	0.915571921641058	0.951915297080843	0.924074774206612	0.979282301186073	0.918309555735703	0.640510353453464	0.692746154653499	0.630975861760128
