""	CD63	THY1	GPC1	SDC3	RAMP1	LRP1	CD9	ITGB8	SORT1	ITGAV	ERBB3	GPR37L1	CAV1	ATP5F1B	ITGA3	MYLK	MRC2	MCAM	OPRD1	LINGO1	CHL1	ITGB1	PLXNA4	LRP6	PLXNA2	TYRO3	TNFRSF1A	RAMP2	CALCRL	EDNRB	ADGRG1	IGF1R	CD47	CHRM3	TNFRSF12A	BAMBI	VANGL2	NRCAM	C1QBP	ITGB5	LPP	CDH11	NOTCH1	CADM1	CD81	PODXL	ADGRL1	CXADR	PLXNB2	TSPAN5	PTK7	DCC	ANTXR1	FZD3	IFNAR1	JMJD6	APLP1	PLXNB1	TSPAN15	SMAP1	MCFD2	LRP8	KCND2	FZD5	CELSR3	F2R	NETO2	RYK	ALK	KCNJ10	PTPRS	CELSR2	LIFR	CD46	NCSTN	SEMA4C	IGF2R	RACK1	ACTR2	PARD3	CAP1	PTPRA	HLA.DPB1	PLXND1	STX4	NOTCH2	AMFR	RPSA	ABCA1	SLC16A1	TRAF2	PTPRJ	APLP2	CANX	IFITM1	LAMP1	SLC1A5	CD69	LAG3	CD44	TSPAN14	TRADD	CD74	TFRC	SORL1	PILRB	ADGRE5	PTGER4	CLEC2D	CXCR4
CD63	1	0.918658597470951	0.991613049592701	0.933315384141786	0.980948612849666	0.952853248154068	0.971153271448534	0.935343396881288	0.974768631594173	0.983258594072879	0.881439272862068	0.857016946195094	0.866698702360747	0.974530938236014	0.977857777827625	0.971583627795162	0.972351216192721	0.969912834578549	0.850516692746521	0.820546787508153	0.883479605724132	0.997281713489413	0.942821141240783	0.966387354278924	0.936469761823881	0.947184180849785	0.990396752137764	0.924663999793973	0.941862854634445	0.914819564288195	0.939402430572377	0.99179357305278	0.972957779636777	0.901339365319693	0.987853041257391	0.833234774991601	0.87102343443378	0.984147036329722	0.893933179029619	0.96780337715713	0.98894561332953	0.982971983686487	0.985307932080416	0.924443730681558	0.985934144163742	0.958866158458475	0.894413935086784	0.965129514506881	0.989863247066754	0.989105859116311	0.992183570471829	0.914129145327248	0.941264683202446	0.866765609018387	0.991766327916565	0.976487969897276	0.968578010941853	0.88311867191681	0.828900143137929	0.954899430229615	0.977656247404158	0.942499031682569	0.851040995784299	0.93381628503477	0.938873472500982	0.990708729596388	0.980324261937759	0.989322044601439	0.899022286135125	0.653948821079991	0.938088395536478	0.948971251382303	0.934251589180844	0.958064326751781	0.966582321036933	0.913943442129863	0.96016779981587	0.864221236662166	0.976336144458502	0.951680280087748	0.963639075541346	0.980097738815292	0.838256293104358	0.951683916615268	0.992886971555957	0.979666333158785	0.987593600980406	0.860550595176484	0.969554209195392	0.990057185710589	0.972099832374676	0.978098587926837	0.989488695729299	0.982571398926591	0.641955022719356	0.991680217783896	0.853017461502739	0.442363641366093	0.851411833794749	0.961858511773879	0.968625704960611	0.840806619252878	0.934230225393305	0.965607911787875	0.936294986968199	0.976368652001839	0.942631013856965	0.668996790691468	0.699747823419183	0.654160877100495
THY1	0.918658597470951	1	0.901911724102018	0.83547292794021	0.877244752725316	0.866208203999779	0.853099318076021	0.88738339661597	0.885269363746698	0.93068054073546	0.784586744952969	0.711322024913828	0.839896525066112	0.869806186791698	0.901657516416343	0.942479332420069	0.898867403441362	0.885065966958562	0.873353072414174	0.691362517990087	0.788849959175855	0.924986777093844	0.790878171513385	0.895503574898312	0.792424393305052	0.852944501713469	0.883294605571618	0.802335257227595	0.809824824377702	0.820944389796685	0.795604641715393	0.933216606946445	0.830749950325645	0.856087678331489	0.909240077502248	0.672628852701841	0.743963419391357	0.943524107698928	0.760049875221036	0.833512292209506	0.922830278890264	0.891893000939923	0.906841450108811	0.91431912071293	0.874962300990165	0.844318448983854	0.783370070132824	0.861915238391355	0.899622511931911	0.901529288371342	0.911493250556984	0.82020236867855	0.895269964930063	0.720388097135488	0.890951417338144	0.878075918836108	0.838923156657801	0.731552605170854	0.697224927110555	0.808202611449301	0.873913378846673	0.819556878235651	0.720018448415341	0.832123584939435	0.865821997661454	0.906500568142251	0.858352697904983	0.88514387114884	0.784500305075774	0.416727032372274	0.786782344738504	0.90319389194895	0.927537450731119	0.812640351772098	0.816989619959342	0.740980383893576	0.806699358670204	0.690001320747841	0.845656727520993	0.914175885412001	0.83919123535311	0.843780285527499	0.776088761292324	0.815858725235228	0.908071701610539	0.924809317287283	0.909457767878185	0.670821581126919	0.904070852869012	0.878423418136304	0.842748559881946	0.892599426003974	0.921258305703435	0.861856713411909	0.441972551825155	0.86767148638285	0.699742550532417	0.17763077888309	0.735165317554182	0.835111790988407	0.81340464187695	0.690174778267197	0.820042945006614	0.814741876412073	0.793201292205614	0.847918695691578	0.802885880001539	0.432837521878895	0.459328239408102	0.425159664923087
GPC1	0.991613049592701	0.901911724102018	1	0.942657345521308	0.98803993136785	0.951317286742259	0.981360945599618	0.93655775034718	0.976907804134629	0.976226741237582	0.885450843554681	0.87988308103739	0.844744854590308	0.963530241247607	0.962518883700105	0.951792549784621	0.974168842279928	0.961385054027224	0.847072997890862	0.84192838181098	0.900592292703494	0.984090674991063	0.931629312486958	0.965728463373125	0.924205590347825	0.960556656224163	0.982688164665565	0.91558079183541	0.937999490473912	0.918773285191928	0.950113437784625	0.986000049465299	0.972813974096039	0.908866687041093	0.98827027064331	0.852091732751234	0.880817255444295	0.976858007885045	0.885780244291533	0.96447251029319	0.982519744112643	0.983573044193042	0.982595819913607	0.923874392597114	0.976323770324233	0.957975977228735	0.907754934419242	0.981666680478666	0.987260460699556	0.983323988429024	0.990999502654867	0.920838308184856	0.942540927039043	0.895868206970927	0.981176381808933	0.975600073982359	0.981504791789525	0.905540557063384	0.830693214028271	0.957082841203377	0.965352863805956	0.929950783295263	0.863073271379789	0.918332949069236	0.940986365299413	0.978782631900228	0.979689815976877	0.984719129104563	0.910058298259987	0.669375816847674	0.957052595095483	0.943293527909556	0.923256526882191	0.962093339156178	0.973214357960211	0.936648408116324	0.95154659238829	0.848768142998219	0.965215448469794	0.950050857064355	0.954234458384798	0.976767266680125	0.806189903325384	0.94455240936566	0.977019296532151	0.966532772090824	0.986931580116617	0.845578650663722	0.962141439972351	0.989258511633805	0.963925301675034	0.972672687408144	0.984774816465483	0.97720297407235	0.624383653809568	0.986181923162932	0.844696385667158	0.4328001488545	0.855498373264153	0.948540771005293	0.96952618786666	0.819663763931695	0.914288221306546	0.956735116324151	0.923927933274835	0.980503475445583	0.943481244308285	0.651356252909406	0.720470360789964	0.640548935351103
SDC3	0.933315384141786	0.83547292794021	0.942657345521308	1	0.955967613144674	0.994123906491619	0.955031012384944	0.98711534191637	0.982375920396958	0.966475087912833	0.985508027882125	0.968670529144027	0.668233028675612	0.879364310480228	0.84846757823278	0.868332028887748	0.988068678823543	0.908784160866563	0.874080790533118	0.935772044754862	0.972063870877696	0.919548816088723	0.895767015498413	0.987408085274651	0.867256684083661	0.995238557484787	0.909167181638428	0.790838927576147	0.851848711058482	0.990084416065927	0.936392702060896	0.945782688274448	0.910765168644085	0.979247147909434	0.909439510859036	0.932332393885346	0.979488265808006	0.953635206761504	0.725362703154339	0.898933259945809	0.959287332707875	0.96297044129317	0.960269067150918	0.941158991852052	0.88950334135441	0.922631964468269	0.978070567936806	0.97837707620456	0.910869384879689	0.957237731596306	0.942661575727505	0.99022990554907	0.98705927019129	0.951716341105523	0.932890134990729	0.979597484812112	0.928240337779977	0.963324056231124	0.706745335363475	0.949339125607895	0.895757494211211	0.834782803822307	0.970257206975959	0.943416729557262	0.987042751400825	0.903222622900168	0.954212370324438	0.951336582720797	0.990448284410919	0.793316941704814	0.951092494462487	0.980735710761613	0.950438618684432	0.963259938908162	0.921708441631251	0.867646227819074	0.885046663204401	0.718536140662379	0.885253612971816	0.978654024857686	0.850099327778676	0.923211536994086	0.732947530430515	0.848977572415466	0.924377455389256	0.963287384437553	0.953709015386192	0.729093689313483	0.970934951820444	0.94920965132252	0.874955803891757	0.927214830937578	0.960974015222276	0.901473857030566	0.544521359885718	0.923897246847452	0.66474714581386	0.425039103826212	0.71408433784925	0.880987028975925	0.936812174561059	0.726035066178805	0.806763483720001	0.885219710877821	0.875348134974199	0.951195198497256	0.859900587420305	0.617651136066702	0.715198564927812	0.635854634317518
RAMP1	0.980948612849666	0.877244752725316	0.98803993136785	0.955967613144674	1	0.960774285440942	0.979012294407605	0.950933944961168	0.975958497757829	0.975296797246752	0.901507598431033	0.899872126480131	0.787873316629861	0.94286752477407	0.93690313056071	0.920964311846616	0.978779694811501	0.935064172999838	0.868529799809167	0.845672279337141	0.919294868129831	0.968491487651143	0.916965167361645	0.967066582356457	0.896083333998041	0.970761125135545	0.968591709003318	0.875094051249221	0.904777693482856	0.928583168025876	0.934864883572486	0.977623607796827	0.964614611657441	0.930385846308805	0.967740722781462	0.861321220285393	0.896282683165806	0.976226413300582	0.852124238487082	0.936024508369735	0.973311289954087	0.971610789730508	0.977588572350403	0.934989326125701	0.958787455071152	0.936488740092436	0.919857925621505	0.982253725155191	0.971981032171185	0.982180133674763	0.979044866696901	0.932471061244201	0.952830558495051	0.908216021584291	0.974300838037343	0.977331948048512	0.978952360056775	0.911459001043221	0.778375512283454	0.95342806859785	0.936570360359224	0.894970627101375	0.880603340132895	0.911487698267258	0.95375389019862	0.960603584714334	0.968937557718075	0.974666898872399	0.923510249608834	0.718354548483289	0.9457994309123	0.955979442102072	0.932606998277292	0.959311718628459	0.965488034424663	0.916061551594278	0.929472225009061	0.841570382369867	0.952616932795713	0.950386761072306	0.934868109111355	0.965594925412465	0.816502199274089	0.919531077147458	0.966949570560448	0.970180619177451	0.988531542540385	0.845602224439545	0.966508217670314	0.977858249656451	0.946760169882265	0.971271829933182	0.983284901193632	0.956548312137942	0.661580460014735	0.97560430355039	0.800291924320448	0.492007142121904	0.83340651902091	0.950090309221002	0.964340102531494	0.842628627921839	0.902071165001599	0.943071315504215	0.942857346733994	0.972385548671791	0.949389505444228	0.698902113260869	0.735940876636675	0.700070526120393
LRP1	0.952853248154068	0.866208203999779	0.951317286742259	0.994123906491619	0.960774285440942	1	0.963598207260671	0.988958672266025	0.988630694545398	0.980042495493911	0.980247386193143	0.954329237858621	0.711200333598874	0.901594270878896	0.87785103768062	0.89718691395406	0.991833128038559	0.926082903836112	0.87893583185089	0.927150311501355	0.966552439206619	0.943766714598374	0.910727717320155	0.994449973829024	0.888799011180315	0.991356015543887	0.928540657740002	0.817009629295865	0.871571386078709	0.98449095248183	0.944014268904046	0.958616849595122	0.924556783112432	0.9749340782672	0.922528139009902	0.927293787604625	0.967587620222373	0.967619603512538	0.755109119622718	0.917439935342658	0.972954540243563	0.971801846278328	0.972324292757836	0.947848808040297	0.910405820985002	0.935678343367303	0.976443694274388	0.97595903008264	0.923841996172164	0.969286505328463	0.960131088273076	0.984031902222964	0.990167674131138	0.940788431729733	0.950922749598956	0.987327414703271	0.932825956190989	0.95286974386373	0.726619600014309	0.955837409809124	0.918008554484455	0.858603787605282	0.962177779751203	0.955664642528247	0.986790107484571	0.92508829047062	0.965673927668347	0.965629420183092	0.980605689825774	0.776461769776643	0.951195459290707	0.986372617665702	0.961397171112544	0.969763795058009	0.929996909573452	0.872670896685899	0.900652708611027	0.748323225858582	0.906176795807021	0.987021663163643	0.87249090107505	0.936163112339291	0.763240369223296	0.870639652513754	0.947426076666433	0.977824388612616	0.964274709125414	0.7565075505045	0.982433475614434	0.959449589614307	0.894226172901425	0.943196472949541	0.973593506863634	0.920370645062334	0.56962230035742	0.940499434555365	0.694659625629196	0.43292996739485	0.729816297115742	0.901843096583486	0.947278979209119	0.753110119187534	0.833436102692229	0.900438055793795	0.888803228338049	0.957840879819644	0.871237161750056	0.632958076652267	0.700396855106324	0.644533145394131
CD9	0.971153271448534	0.853099318076021	0.981360945599618	0.955031012384944	0.979012294407605	0.963598207260671	1	0.938024462010996	0.978659508916082	0.962566368957354	0.915175028502535	0.933738574564976	0.797153438839662	0.944291253305021	0.925335709255294	0.910742779477154	0.966907534814603	0.945752483016545	0.815343027839204	0.905235539993713	0.941227589775637	0.965221811998806	0.925580436184836	0.9639803620827	0.929838704881148	0.972516010362478	0.968391718620031	0.899013162098586	0.93881704924104	0.930980525983764	0.980414688206194	0.959573150479952	0.973301337433669	0.916729678824697	0.953960971297379	0.912547302310695	0.915219303607062	0.953322350542593	0.866179446195387	0.961964155935185	0.969947083899488	0.976583278032066	0.977660065052165	0.907625866651738	0.957666727112322	0.962282469961841	0.952911717605991	0.9861546801264	0.957861724808468	0.971538826951532	0.984933812046134	0.930750391015838	0.942619853675824	0.945144298299599	0.97046869341041	0.978583183686593	0.978565420611808	0.953192905618637	0.831698462321779	0.968593851796046	0.949541055174787	0.91053169028144	0.915589798747187	0.911711563003682	0.938520857274676	0.954680685524983	0.980854264438393	0.982710267708914	0.934014079302411	0.778158469053442	0.977643614987008	0.9341271678422	0.904235162596758	0.985928372189204	0.982921899233778	0.96348485312978	0.944739508374445	0.849650173784224	0.95441137438051	0.950227428250736	0.935996084613371	0.972018060502668	0.775916591966563	0.941475528107095	0.961492422129102	0.947074266169994	0.973662345781704	0.850248455232961	0.958487517098946	0.976524244387981	0.942663443834765	0.961335616925588	0.971739143366005	0.967415439839682	0.663960024019562	0.97593126128768	0.819452267218053	0.494435491205027	0.829771214942844	0.938687189488285	0.983080812076307	0.817839940137126	0.886758350513165	0.946432789345024	0.915350163688611	0.98328531109757	0.930170293598134	0.68958235084343	0.759825290428637	0.678962671460323
ITGB8	0.935343396881288	0.88738339661597	0.93655775034718	0.98711534191637	0.950933944961168	0.988958672266025	0.938024462010996	1	0.977334739237309	0.98069005676776	0.968570107398517	0.931029466152073	0.666267305921149	0.865128809231896	0.849261438546639	0.877672546025108	0.986647623180696	0.893108509667827	0.930171552844148	0.891495618778014	0.96622543390993	0.924716519075286	0.859382048320381	0.987835121751721	0.830082211598958	0.986160200365716	0.899357287694833	0.760917986711528	0.819391304769113	0.972841844321629	0.903136265519369	0.954829652380282	0.892690409860973	0.994528825751011	0.902885551326881	0.888232255285863	0.946768172782149	0.97279341127149	0.701759342605926	0.871792217005053	0.96336905625201	0.950227796579202	0.964876467920294	0.978976049345957	0.880536954596462	0.892246619209845	0.95722264770477	0.966293223251435	0.907011809754849	0.960584268514002	0.944662581756954	0.9719768175083	0.99862639881345	0.920742546874956	0.930429127129118	0.973831686093899	0.905444451498115	0.92095886969134	0.664981490538106	0.918021701656155	0.879724848928091	0.812224345975636	0.937965927830403	0.920330249470006	0.989422095475387	0.900413344803609	0.934484641036142	0.939592954539238	0.964466703619823	0.730303942223669	0.918762944915372	0.995692585626186	0.985582751605559	0.936315088988652	0.893834038812961	0.823931061790806	0.854173358668018	0.690971725404883	0.869606881001868	0.988867284086608	0.833496842217536	0.902177556000977	0.757200550133152	0.82058721256121	0.928406766036561	0.97710893110186	0.962440445940916	0.698176170139841	0.984153836253643	0.935701288376202	0.859434297449011	0.940752160368045	0.970381218963551	0.882653910195625	0.514321418175304	0.909877895876913	0.631243483813333	0.381868987585496	0.704190015937865	0.881313116453219	0.909481169706081	0.725673809066852	0.808703641020772	0.861502237363614	0.874617781793511	0.936605574235036	0.853767886664905	0.586791897285226	0.659395122561488	0.616127509650801
SORT1	0.974768631594173	0.885269363746698	0.976907804134629	0.982375920396958	0.975958497757829	0.988630694545398	0.978659508916082	0.977334739237309	1	0.987823565035202	0.956442201204878	0.931696291445183	0.763826420674411	0.941222917181418	0.910620867199083	0.928703623421718	0.992645275027547	0.957162651024333	0.879080276499017	0.906608624263974	0.948349878059854	0.969623067502796	0.93401038956021	0.992985601416206	0.918604184814289	0.987942931149265	0.962092311924021	0.871093876768345	0.914498325027714	0.974214488744826	0.964315468404321	0.97705775944246	0.957048722105692	0.960355525675829	0.956168584823048	0.900569120216491	0.942599275962384	0.978585147251226	0.820783687987006	0.945361724593177	0.991167485262683	0.990059931483914	0.992725761091346	0.949373934153679	0.950130411314238	0.956084144994674	0.957687256228782	0.989019479110325	0.96106068750829	0.986017989604058	0.984110048847925	0.968041079832314	0.981546228161758	0.93558138352572	0.977044471623031	0.996398513216633	0.951063908737486	0.946860849156544	0.799710132196749	0.973523926938409	0.9514321555314	0.908872315607316	0.931903071923958	0.949544962016922	0.979537949580115	0.951806787525446	0.986488183315663	0.985767447529982	0.966646191010905	0.74591224364761	0.959988977360815	0.980227730844721	0.957801410536014	0.978584464318915	0.957408784743435	0.906670131404061	0.937039868982876	0.8005947645376	0.943245642550204	0.985559920337053	0.919159708991829	0.966122812329384	0.804282605868407	0.909482957656152	0.9732868095249	0.980992053152334	0.984055546682932	0.80278587724122	0.985101721430324	0.981153751161561	0.935624120445265	0.966832377932764	0.989654238909135	0.956165821980975	0.593611382939108	0.968639756098116	0.764116207583909	0.431805987874826	0.798149788667553	0.928788172852799	0.969192070297882	0.788105279651715	0.886957358058308	0.935166391685853	0.915739382413565	0.980270973214256	0.904498115780053	0.645639602278404	0.712087566442238	0.646483758575425
ITGAV	0.983258594072879	0.93068054073546	0.976226741237582	0.966475087912833	0.975296797246752	0.980042495493911	0.962566368957354	0.98069005676776	0.987823565035202	1	0.929463221162049	0.890796893580101	0.787288265040266	0.932707772812853	0.931633758849594	0.946346461262929	0.990986304624739	0.947045125151956	0.912935537899293	0.851019318698641	0.929680879036682	0.979277031205549	0.906821861013415	0.988767580019254	0.894280009468552	0.974109114845299	0.959186049033283	0.85650588101969	0.893803157262671	0.950372627002717	0.926346798993316	0.991597049756097	0.941858020785723	0.959342885781965	0.959570445358239	0.853454694203627	0.911086780048504	0.997422659284225	0.808839660449518	0.929876042584132	0.993099312086139	0.978951389470237	0.99163045133981	0.972139323495853	0.949020802199539	0.935712204759726	0.926771826138321	0.973756658154447	0.965478452159801	0.98980045825982	0.98380707661111	0.946686009926601	0.982969157644388	0.890527865529087	0.977082592239104	0.985821639538275	0.943615663477365	0.901064720953858	0.757160009840361	0.94025890237896	0.944329599541181	0.893094493289283	0.893108818963072	0.934544259001775	0.973248981065471	0.963287465949353	0.966434714456888	0.977792913071248	0.933873969602084	0.683355566831863	0.930885920031155	0.987294231022716	0.981365249634615	0.95299010322368	0.936994017866033	0.873317858377185	0.919345714848345	0.782565682867568	0.935682559062232	0.984960919415546	0.911034479186964	0.950602960113707	0.818774249905798	0.899809720307399	0.97799216566838	0.995021062174099	0.990984707649451	0.781647440847631	0.99343045468203	0.974620138957669	0.927935382065622	0.977292065182207	0.997220446548011	0.945249162670139	0.568297835267333	0.963258655012507	0.752750706039269	0.391703922507514	0.788218002865661	0.934850228606176	0.945715181266112	0.789626528282822	0.891061534292102	0.925199674877005	0.915994777793825	0.969208871583397	0.908067515726929	0.619307419709474	0.668379977636823	0.62716435509819
