""	PTPRZ1	EGFR	NRCAM	NLGN1	NRXN1	PTPRA	NOTCH2	CD44	NCAM2	SDC3	NOTCH1	ROBO1	PTPRS	GFRA1	SDC2	FGFR2	NLGN2	DDR1	RPSA	NCL	TNFRSF21	FGFR1	GPC1	ADCYAP1R1	NLGN3	TSPAN12	LRP1	NRXN2	PTPRD	APLP1	CACNA1C	DCC	CDH10	LRP6	APP	CHL1	ITGB1	PDGFRA	PTPRK	CNTN1	LIFR	PTPRF	APLP2	AR	ERBB4	CDH2	GPR19	ANTXR1	RGMB	BMPR1B	GPC4	TSHR	LINGO1	NEO1	TSPAN15	ADCY8	SLC16A1	INSR	BMPR2	CADM1	THY1	LRP10	NCSTN	ATP1A3	LRRC4C	LRRN3	DSCAM	LRP4	NECTIN1	PLXNB2	PLXNA1	TGFBR3	DAG1	EDNRB	NT5E	ACVR1B	PTPRG	PLXNA3	GPC2	BMPR1A	ITGAV	LRP8	PLXNA2	TMEM67	S1PR2	ITGA6	IGF2R	DCBLD2	NECTIN2	RACK1	PRTG	LRRC4	TMED5	ASGR1	SLC16A7	LRP5	ABCA1	GPR37L1	IGF1R	RXRA	AMFR	SMAD3	LAMP1	MCFD2	TSPAN5	ACTR2	KLRC2	TYRO3	F2R	S1PR1	CD9	CD82	VANGL2	FZD3	SORL1	ATP5F1B	CD99L2	TFRC	STX4	TLR4	SMAP1	PILRB	SORT1	SCARB1	NRP2	CD81	RYK	SIRPA	JMJD6	CANX	TSPAN14	CD47	CD74	C1QBP
PTPRZ1	1	0.968559411329472	0.97657820438306	0.956738395913885	0.609007399213732	0.619262821800216	0.857771533024929	-0.0781456693341323	0.579696387154548	0.317865094651155	0.87652207092147	0.765477814675212	0.95603717199471	0.926275862728606	-0.112694198213993	0.476008818117271	0.879590042925098	0.781220661902004	0.812344451969866	0.938339408506596	0.880390540328113	0.368438294938446	0.694094967054633	-0.00436662319338287	0.865543831069051	0.929397094787258	0.900359484412546	0.866453241971866	0.677248579621197	0.743209707805326	0.912672767242019	0.898194161742923	0.915496189616665	0.85649947689099	0.892874356677358	-0.0864909897079881	0.91529837593029	0.9494671077457	0.930591290344205	0.729543817115145	0.0786268804445973	0.423783345062678	0.757204214927906	0.730215332214779	0.836291143313155	0.861971299038967	0.881312839834261	0.848787573445476	0.921285490702202	0.176974387473438	-0.109945294828516	0.822765719578293	0.903245754542765	0.840470464378889	0.863650661466547	-0.180872818484715	0.920007094303114	0.886692463995584	0.840740603713526	0.686293501587404	0.866144416211631	0.219125889685922	0.717065448099634	0.884947198430076	0.908226312626724	0.784339010607537	0.916693395050217	0.814152533079459	0.902002046473465	0.692254266953376	0.767555046383173	-0.0523800008216133	0.767873922505734	-0.124519510575021	0.727336264677785	0.851070467261292	0.121770173789077	0.789474353768624	0.895024207365875	0.389759833707666	0.492994287027193	0.92226076630418	0.858399887434273	0.304596692932092	0.889839281964963	0.0426794171421657	0.890548693481456	0.656420126534911	0.55930018180641	0.793814613475743	0.877224146395336	0.92434515150773	0.593298807824144	0.831373605359828	0.86623523985718	0.892666908446436	0.212783008665413	0.741375693207938	0.933307733244357	0.424250728889677	0.624161209129351	0.933491385525621	0.756108344813915	0.699490830336935	0.644481929254119	0.916576683123313	0.902944557504119	0.89060592817664	0.615676028872061	-0.0985184163332999	0.0162954492182648	0.910386212417316	0.817785638056367	0.622627301356462	0.0366296384904	0.779218143520998	0.771129486513503	0.720989170628784	0.777917508038432	-0.0619378337861216	0.763286119816692	0.716834752343226	0.58688663576852	0.740609725193826	0.0636586136172923	0.594858294214723	0.91706464873525	0.0850558284282185	0.88960820996914	0.764900122717863	0.847119609237464	0.613587873475872	0.323712357867651	0.812895964652502
EGFR	0.968559411329472	1	0.980776611001229	0.968880571743113	0.58293805610415	0.635005091294305	0.907786353329226	-0.0818673282914223	0.607351836111569	0.317526293929678	0.905627995175511	0.790113935860969	0.94678167174964	0.915739535336343	-0.108657736700474	0.518902012908122	0.903579527576906	0.799076910218363	0.859309973240862	0.949788566095572	0.909818449571531	0.356041281957495	0.748078653582275	-0.0140224308042745	0.891158402901008	0.918442101192882	0.913252836224643	0.880186735178499	0.671911232064321	0.784202356173534	0.910014679891045	0.917484416389549	0.888589654808924	0.863653367440801	0.911082524012978	-0.102843444124955	0.953181089183123	0.929259244911987	0.950354717434515	0.704448077501543	0.0779726968221774	0.432018198759437	0.766486363996443	0.793200338477686	0.839261130189071	0.880991806871084	0.894001139992203	0.859583864814882	0.937617146484789	0.203473322705594	-0.0958837585743941	0.871522634283356	0.914624382187384	0.850317203800283	0.901860871212077	-0.173894137252316	0.935247751938951	0.900650123415294	0.846275556954061	0.716189296828084	0.898267876659341	0.228204747906693	0.746137408831629	0.921254985682394	0.913977167090973	0.78640180309867	0.95643045940405	0.860152425445087	0.943489794531699	0.739224778396475	0.798587637902947	-0.0468414447628433	0.777736372110336	-0.125113789077628	0.742773507191884	0.884974337495338	0.130929757885526	0.852228747938541	0.900602375078601	0.400231774332392	0.490028917306321	0.932496554720491	0.883255734039095	0.320510639843213	0.90876292104228	0.0464620154385574	0.916794126021486	0.665515015599647	0.604859745780065	0.846084438979132	0.90403013674024	0.962102520001748	0.612506427450276	0.870103632355198	0.865932698142226	0.897918250850517	0.216143797205883	0.757798386105018	0.941419182341185	0.454846501653125	0.645253272219744	0.961954681072445	0.78934006586637	0.713915140249524	0.65366683443518	0.932077716876206	0.886113032953257	0.924179267845987	0.637512688580978	-0.0898555045206026	0.0198888375966335	0.932443301593629	0.829983148745271	0.626765787418963	0.0409525243173802	0.825053772344447	0.796565572450293	0.730287650701393	0.816001656683783	-0.0610640932700323	0.780373351975334	0.779858501737808	0.611187511056733	0.778273523419323	0.083381973900447	0.641042860782032	0.940228823252664	0.0867748138450925	0.925156262041943	0.785466124717	0.886733374911072	0.62559862755184	0.360346280350851	0.841624624785048
NRCAM	0.97657820438306	0.980776611001229	1	0.982248089213001	0.618844162022015	0.685734058150949	0.927825450440101	-0.0126458264863863	0.641227138433588	0.373399523312379	0.931435047616695	0.835644605489278	0.949193739825695	0.901795413028489	-0.0470301387780169	0.538009399690381	0.926854537658725	0.833963851441747	0.876697585179263	0.977291733971903	0.931023528498927	0.389253175955234	0.785753394068219	0.0499668155178414	0.908604485744117	0.914905566083334	0.936771716854631	0.906619822827814	0.682350544915702	0.797098922811995	0.916587335094708	0.911204361855833	0.882698314309466	0.89696157079961	0.935450688661368	-0.032799224021257	0.967663160907889	0.897564443163232	0.947838249778513	0.754456079234665	0.139860639825828	0.489680214541695	0.811078842545309	0.827276416816393	0.8734323032697	0.91289555469087	0.89844181320977	0.902969429433876	0.954762678120757	0.265635727329085	-0.0414119335250389	0.880398397972178	0.915961815011078	0.880270695385493	0.912743628563883	-0.109105196204561	0.962011724057919	0.926483682427551	0.880466916090868	0.752992404720438	0.897538499948189	0.293998141422376	0.780149964714208	0.938670774634107	0.932775857883873	0.833792823854674	0.959834278317921	0.877468322905151	0.942920238442328	0.774876467535528	0.823587575618392	0.00960210613579881	0.819553847928822	-0.0624877780181286	0.795423397985476	0.901450667037408	0.183135564402777	0.849379951576152	0.921782646114059	0.454668709540115	0.54686797096528	0.934435512292305	0.905826481606181	0.375603803095104	0.91993935225107	0.105608482018579	0.942418315364687	0.693987186596282	0.641941891009435	0.857251942978925	0.925418332080108	0.960869646334824	0.655831189256656	0.876706658598749	0.890589874884669	0.919402405203565	0.272873268532209	0.798857274115153	0.969793959552139	0.495087477443053	0.696791366168828	0.958938992861517	0.825131600748078	0.77004170154541	0.696102484646863	0.955728000668744	0.896327138279176	0.90716738597754	0.689949828780605	-0.031707138924663	0.0747286892889888	0.928667878304355	0.850782540022437	0.679089370326065	0.103316015659226	0.850097694373214	0.83869950495544	0.767540140036396	0.846950399835946	-0.00497989078331084	0.823543540695552	0.796239285798611	0.637920105832634	0.811879157173032	0.136301518462204	0.679538731904052	0.962506902299957	0.13983577337978	0.932055778327651	0.830848925039055	0.909971795619371	0.662026850940721	0.369778518741117	0.875639555230168
NLGN1	0.956738395913885	0.968880571743113	0.982248089213001	1	0.697494486893929	0.748334067507914	0.945175507932902	0.0827344439761459	0.714325765232534	0.444200430827254	0.935857885610467	0.866307166718373	0.939622491640484	0.886203641808468	0.0368845713850531	0.623425871909621	0.918476964607949	0.854751251892779	0.843220750082878	0.980923772626207	0.921346338979176	0.48057721247326	0.803727946572936	0.125365280551219	0.919700798521873	0.916666356287391	0.945040257696379	0.915429509471177	0.758833581984362	0.840864129341239	0.900321715284536	0.897545549689944	0.897738232805814	0.930589500964593	0.962476640855235	0.0355587856762407	0.966572904161959	0.884928708859025	0.954337365344094	0.797444667136548	0.239350544761091	0.564986503451102	0.862102116113687	0.854203188584388	0.910877504104946	0.93393102707637	0.88611408773731	0.921514747977081	0.921812469615515	0.352256238273247	0.0604173083123601	0.850680609948208	0.885209639187013	0.914247270908743	0.883607288898469	-0.0131701278096678	0.953038195727358	0.944420496779156	0.912254743328172	0.803669042293189	0.854400034555166	0.369866849764613	0.807543259003332	0.927115567712538	0.957822422386307	0.869325402367044	0.926568767661413	0.914400470046325	0.924031807845332	0.798610425346573	0.828760796715785	0.111944049654717	0.857219403617341	0.028697373834591	0.817838794101231	0.916893514345901	0.279363157946614	0.841936721688476	0.875378773036383	0.529594824882872	0.625912649929232	0.922423633327065	0.914586055528686	0.457613507986229	0.888698392899025	0.198301818123583	0.947531898176637	0.748104139720151	0.6612664469534	0.814458451139024	0.937240938278426	0.957087957679703	0.716243703511333	0.840263916989599	0.913842822496544	0.909359476416783	0.373136782348058	0.816606580418725	0.97226746350685	0.577253432897267	0.744229547785329	0.947142673955446	0.862695348177341	0.817530743585064	0.754870764989719	0.968743039315527	0.848015825234357	0.918080069956726	0.750499174488195	0.0603584866795327	0.143545556106662	0.913753867822573	0.891140491238136	0.745562956784868	0.20156891384952	0.828686535205318	0.865340991908439	0.802667427241171	0.864482907118338	0.070683246365034	0.852561390246055	0.835248836819834	0.716470675735199	0.821579816336574	0.231394791462017	0.702866581574979	0.963703034812767	0.222137867957865	0.931107780607494	0.870599409886245	0.921131440031539	0.736841227790633	0.383900391671688	0.846556333040196
NRXN1	0.609007399213732	0.58293805610415	0.618844162022015	0.697494486893929	1	0.913264011212446	0.726044765246118	0.652835122834584	0.921837243829928	0.829497816762239	0.701244274111309	0.785676719364966	0.550118040256488	0.550949146721718	0.606900947373011	0.849090907508598	0.594027195929649	0.764052413726684	0.422567863676252	0.689778123196921	0.612140791464943	0.826820456607232	0.671488930146665	0.65044915789381	0.662417960999419	0.601745538650813	0.7442276882611	0.763579662132352	0.947586951684301	0.761575948530321	0.546577058923958	0.509734431618269	0.68661249483789	0.839027453469024	0.816831254264018	0.570798194303317	0.648587839296794	0.528569981530068	0.632890851110649	0.919547609922632	0.800150508053706	0.857475062697005	0.895044198987547	0.711919529846826	0.875186710060017	0.8083764511268	0.521719334793342	0.789279690628892	0.448657726026165	0.807295805826755	0.630838028489958	0.399044958121267	0.470241521727187	0.846314106865858	0.427813274681986	0.607937890512497	0.639570928020339	0.743963241145544	0.864189833140774	0.859531660263226	0.3469619145433	0.792622113964861	0.710666630410929	0.586008919461435	0.815728068680013	0.846384633764686	0.452365636440145	0.807181187201051	0.501243827446511	0.707868460154242	0.581625172922362	0.689765451982324	0.854581109747953	0.640353730077841	0.772927875277896	0.717479928279251	0.792531808920317	0.477321392438927	0.372069912559358	0.879119183657157	0.924186126239999	0.572802250022576	0.685564236406492	0.757646973182213	0.441371630667114	0.743046487252299	0.714381357755423	0.841199005654154	0.596155421046144	0.342794822561285	0.743349514576846	0.623997011219247	0.866112629836648	0.382505731213981	0.772479627733732	0.590512425594747	0.857301211676418	0.739239944600883	0.715422546478821	0.883541176764327	0.867664343578237	0.585479611409766	0.807896589188204	0.868837355339348	0.898958983419775	0.738868311916078	0.349210354365051	0.622066937713211	0.878954946232995	0.671014297614502	0.62196615066777	0.5857094826425	0.799075546412187	0.914122407506562	0.760220835250467	0.48694185145811	0.769994364224448	0.666655785811971	0.711546890407373	0.602432422070295	0.814568303027152	0.726187536200451	0.896161509765976	0.631721965563852	0.735968323123319	0.678501479512984	0.641984192004672	0.703190652873924	0.624511127438231	0.868552500783078	0.711558581592795	0.89688778119539	0.281534686696525	0.473192576240707
PTPRA	0.619262821800216	0.635005091294305	0.685734058150949	0.748334067507914	0.913264011212446	1	0.838359838254907	0.682425840503693	0.94646233129284	0.890612642411409	0.828931314147923	0.898529884701159	0.57513261058331	0.561129217196275	0.647028876533806	0.860955407954169	0.74410973887258	0.90174190302393	0.633506323245135	0.767604745661932	0.75981976261812	0.760410072771665	0.856164417858015	0.708584828005723	0.783970896160975	0.636242441881993	0.834825382360073	0.857864350330276	0.881540933413809	0.86308050944408	0.577460964825752	0.576684479293163	0.622256480364614	0.866530792876188	0.86693346912775	0.605501407099584	0.754219516252321	0.481834403988097	0.67029214930988	0.942994028701235	0.783626621673983	0.9317794976912	0.950350339020272	0.837929695484758	0.916700887353758	0.879422691104528	0.623603158221045	0.893436222944359	0.574089035985376	0.839615910940937	0.584814148775808	0.549222223018193	0.581442747366368	0.896667173099226	0.58841372146956	0.586824859122951	0.75761100034088	0.817152670901895	0.922217992768068	0.937285934030652	0.501671959922949	0.863430786049038	0.853868124174932	0.730882335782363	0.843168618669358	0.933046761132437	0.583598654142996	0.880381089176765	0.626998798200543	0.857734121983628	0.732712744858095	0.647221060360151	0.939811802022259	0.654078253194711	0.892812750369631	0.812305460242955	0.790711677915742	0.636835478967123	0.491258670231054	0.924011009904747	0.958848205052808	0.628656390051709	0.774576548243631	0.738227783335992	0.551758369760459	0.754549702987118	0.80129654514797	0.869530364202034	0.781176889068105	0.558789577055663	0.824551869901497	0.689910537086569	0.931711662056749	0.542774615247241	0.798185395405332	0.679730086081043	0.820992688469874	0.888092531217841	0.77224406053159	0.91858024830071	0.965105784212176	0.671998167359627	0.932956048612235	0.959098776427644	0.969800638397832	0.826394891697645	0.451452543764037	0.682317583581056	0.939948496275948	0.660324652810873	0.698514080922641	0.680833393788409	0.798583304425617	0.940147238886912	0.771602119313318	0.702222728716722	0.886899822094394	0.706308061997011	0.8645339840139	0.644928605086381	0.933987270913214	0.852735566230966	0.912954946497638	0.812877351878257	0.723413999620424	0.876292265975161	0.734138356285098	0.758115309127435	0.711761793279981	0.961825337140577	0.819020069639609	0.943739855088844	0.420651048286218	0.676926846223275
NOTCH2	0.857771533024929	0.907786353329226	0.927825450440101	0.945175507932902	0.726044765246118	0.838359838254907	1	0.23923488074159	0.804500152670073	0.560133938049692	0.950020284056183	0.921477055099511	0.839837123539046	0.80185318114267	0.206684426754958	0.719995401343366	0.919306674298555	0.896632350143037	0.862337176921998	0.951827164859001	0.928788491235515	0.535442506188744	0.907751486147044	0.265817856037784	0.909486347897173	0.831766382828306	0.940312686010943	0.928869742140018	0.766688911544044	0.886873542257567	0.818284445697113	0.825534360265052	0.777581255703488	0.93453405779934	0.964832978778379	0.182823283836215	0.966716767725483	0.74104315075057	0.901334413672041	0.837011737739401	0.387144451688137	0.682875914928306	0.906780042715318	0.943294110031384	0.922897219347978	0.959241728814402	0.829696502292462	0.945566575960019	0.877421321905515	0.525647331710609	0.228947949742977	0.8407918098017	0.828932921369172	0.934096674248489	0.868676341036445	0.167076020742835	0.939396446127683	0.93897998912301	0.931335457105412	0.886192708760891	0.812030860686211	0.5190120203058	0.868575093891516	0.934554304827074	0.943284924993879	0.901182034141448	0.893132938625748	0.954186827441185	0.895731072478514	0.883130242474695	0.868135813050643	0.27053137558657	0.909282876944364	0.198691522095727	0.88409862171802	0.932716907475985	0.417818514794762	0.863029942282928	0.814558350237272	0.64934902378733	0.726205760610957	0.850048928652183	0.91827277726956	0.571701677611474	0.837520625915501	0.345788073026489	0.95760771218726	0.809570126814511	0.763429363807432	0.829653864843332	0.942494008238235	0.92318714433595	0.811114915626529	0.827734758289165	0.890203020357693	0.882203474737572	0.501135009086682	0.86914563850519	0.941968720690522	0.692611964348553	0.838267820153802	0.899537189864288	0.929991174509692	0.88873596551972	0.832739441820823	0.961362420185251	0.751940554484441	0.883190666898527	0.853267547175384	0.233248071698328	0.290808602572896	0.876074617978002	0.891704379748338	0.818269565968391	0.364211783379892	0.870434637342618	0.915260494844061	0.807703334171571	0.915623612979238	0.21843933534401	0.903684291453561	0.911382350681758	0.793824873075251	0.868158974320824	0.38452108434495	0.810228216370415	0.94527246792426	0.362765221494559	0.917121518229284	0.933416023000024	0.948789940614504	0.802575476521868	0.444075151428625	0.865168081774457
CD44	-0.0781456693341323	-0.0818673282914223	-0.0126458264863863	0.0827344439761459	0.652835122834584	0.682425840503693	0.23923488074159	1	0.660975859466082	0.845841595884698	0.220211503623833	0.410864606009498	-0.121229003047825	-0.106210864788628	0.935239910364754	0.63235136827218	0.0985497107783324	0.412977493799609	-0.0160868382378829	0.114581135775284	0.120219905379063	0.70314690258305	0.364557293289212	0.912373523345433	0.170357612139503	-0.00824288783036185	0.238104630855966	0.286595781293966	0.551341988887893	0.368699642766572	-0.0842086662932862	-0.0920378792507796	0.0176920199498604	0.332468264036718	0.28563074938126	0.862737893804843	0.0930054091290315	-0.185121234251951	-0.00438534389781816	0.581799282754004	0.927700077142041	0.763026798851385	0.522143542451464	0.337875610509596	0.415821650135593	0.320380284290157	-0.0278813634303937	0.351206504247754	-0.145310518391075	0.878973279646786	0.850842632231451	-0.12922113483039	-0.109943253511495	0.35960242813334	-0.104226356143563	0.901999372341533	0.10523849141897	0.198956227148459	0.407498464156868	0.531356974446604	-0.204778233009138	0.895956431068771	0.384375293513602	0.07605964496858	0.252503601952479	0.453395847748156	-0.136383016522698	0.34060474319159	-0.0823962729662346	0.408239576680522	0.185545986123137	0.899724955029605	0.479718735849163	0.941427101301636	0.430026797830372	0.217774022339358	0.898656763351398	0.0164775429283174	-0.218210745528182	0.804295302245319	0.785721285051964	-0.033004988410455	0.16725210396515	0.674764727280615	-0.13687515284695	0.909590652566692	0.185719842216858	0.51463039665815	0.403261542697063	-0.102915716637327	0.225884284701223	0.00936642132965539	0.646954825970932	-0.124132029234913	0.240814672442678	0.0307104388157572	0.875166516670424	0.415168146144688	0.135186669169324	0.749321358592286	0.638042109424192	-0.0171202710607717	0.472142959119438	0.573540543326638	0.637293196585981	0.201949122216767	-0.25873529951089	0.0322294988037637	0.620442839089971	0.908603767597717	0.837362675024575	0.024980445931504	0.290204734349043	0.654355363477674	0.944201443197724	0.0999247010285755	0.394143656830637	0.248154477826997	0.340177482712428	0.857753931908805	0.468382526649624	0.380897638462688	0.60976655643883	0.292686772042922	0.855564354236888	0.503900733904923	0.085283982063261	0.878242540750604	0.0701162221310203	0.508677869811707	0.21963406368109	0.634907671853482	0.193575489352711	0.0497427775993097
NCAM2	0.579696387154548	0.607351836111569	0.641227138433588	0.714325765232534	0.921837243829928	0.94646233129284	0.804500152670073	0.660975859466082	1	0.841921987680148	0.761792525625645	0.858713392757448	0.539875632376023	0.51592857907231	0.628805809979171	0.907560442439824	0.658741719589927	0.824217998631625	0.521988415105095	0.722402751874043	0.675470989007819	0.785032173625	0.777354785054311	0.661642334159524	0.729263363936642	0.572030137765529	0.779249585720219	0.803324991025951	0.903277740922319	0.834305688271463	0.525058152830412	0.534964429148075	0.616644601307225	0.853688456212225	0.84844803171123	0.588130976500843	0.714423842792308	0.466882043744426	0.652677283462252	0.903614002200121	0.787243673360618	0.890262147658979	0.902293188639834	0.810728606015248	0.892987412089831	0.84185006752066	0.55476242079584	0.8213978622092	0.504960288453623	0.846858661777771	0.637473268044545	0.50669002044005	0.503080610375122	0.863225187376991	0.521131734853648	0.610969464903119	0.683601223737773	0.763260731137746	0.878400561444535	0.900351504358348	0.41442941103989	0.821989469368831	0.779896812016999	0.654879054728077	0.815937338006357	0.874526004260425	0.520901240714877	0.858847158946408	0.579028258800582	0.784204781010445	0.638451024231718	0.687769257030501	0.890790965857897	0.651640770178122	0.820528397604606	0.749178138031934	0.808399279621419	0.577287570506011	0.409298645248038	0.887656140144077	0.934651627627631	0.59882932320406	0.733372594409464	0.758297133938611	0.490642108842781	0.744137541595578	0.75821148929896	0.835962021571479	0.666348622187031	0.446967185701625	0.788009554963432	0.667470967060854	0.915952594195952	0.448337362210662	0.765576662257648	0.613821296735557	0.849612328281536	0.796401447119163	0.737426566583935	0.910000990748203	0.922251836629463	0.624754116032799	0.879334068458613	0.909900984128571	0.923298168761847	0.772469345111943	0.360258783906498	0.66777460460524	0.921917681789325	0.678559150899047	0.642294252825497	0.616831479927862	0.80631626006695	0.929517287420862	0.766679074448355	0.585866645665863	0.814153191662737	0.689406885584871	0.776898412488775	0.61878262828517	0.858875981707041	0.815327475558139	0.924869554373001	0.732828316734303	0.764445464569516	0.767007852637778	0.682336114016897	0.728835857533705	0.6633159372411	0.909639760657165	0.771059978559995	0.910823125733721	0.338619911313629	0.556619531763922
SDC3	0.317865094651155	0.317526293929678	0.373399523312379	0.444200430827254	0.829497816762239	0.890612642411409	0.560133938049692	0.845841595884698	0.841921987680148	1	0.599044389076356	0.697608760069311	0.24988946671185	0.270340703584044	0.862169005907825	0.762948406478704	0.489990946497148	0.749638649942986	0.37235401001772	0.468540024124114	0.504543031304295	0.722304345483737	0.667698684151665	0.925009835857654	0.547384593064135	0.379493908040279	0.608225814714847	0.662976576447506	0.757800220627434	0.66438040446821	0.27396938085078	0.291475484621113	0.37702874513741	0.606348914594921	0.604703254185209	0.82493449247255	0.445682996987449	0.194465496078827	0.34334165710652	0.820927575462971	0.882977992171779	0.925804714195029	0.766115671668441	0.559305775306247	0.720674719869053	0.632098058399871	0.35522162757497	0.672739728807636	0.245317797653392	0.868682339547093	0.655848170548342	0.243316333737199	0.315963633958388	0.677306546708797	0.284758688489381	0.734096359148183	0.471535884685416	0.53850505833098	0.731689664047108	0.775334027150228	0.201173330115021	0.937553867233735	0.699319703204346	0.459176118707059	0.589672959114192	0.765450619372112	0.259538177580228	0.645929239255215	0.314367920653602	0.673869281722317	0.486028784193634	0.742064662513324	0.767304027178961	0.862939253210767	0.723747801150002	0.547337019088708	0.887562476486152	0.362748930007554	0.159383864906464	0.940076664407846	0.920061415176282	0.3635648716247	0.492678266230359	0.620908826322577	0.250927363160537	0.901754135774776	0.520316401123234	0.69924372844955	0.649538298801949	0.280197220847161	0.566128920520386	0.378901675218232	0.83674582671967	0.239139418562901	0.558445509646699	0.395329634722318	0.838046416013003	0.762000780310176	0.478476684792213	0.88788616961062	0.858609663091916	0.389432503395786	0.741797140708484	0.805024677131561	0.870958739682749	0.548224220736033	0.157406481742776	0.391522968656982	0.799733424132873	0.827713843469308	0.904246464234254	0.430988129512343	0.526291675948906	0.790730397518416	0.890811437904165	0.471295620333304	0.6871669998699	0.453362653935455	0.658061476319015	0.858672197261867	0.78184276139611	0.624739568753476	0.786273320997175	0.654219875957526	0.798871491420879	0.796077283093509	0.419303950289941	0.93302453181398	0.425419841642147	0.784946067937215	0.557016630570782	0.840549779688174	0.324040132414738	0.430303402678809
