""	PTPRZ1	EGFR	NRCAM	NLGN1	NRXN1	PTPRA	NOTCH2	CD44	NCAM2	SDC3	NOTCH1	ROBO1	PTPRS	GFRA1	SDC2	FGFR2	NLGN2	DDR1	RPSA	NCL	TNFRSF21	FGFR1	GPC1	ADCYAP1R1	NLGN3	TSPAN12	LRP1	NRXN2	PTPRD	APLP1	CACNA1C	DCC	CDH10	LRP6	APP	CHL1	ITGB1	PDGFRA	PTPRK	CNTN1	LIFR	PTPRF	APLP2	AR	ERBB4	CDH2	GPR19	ANTXR1	RGMB	BMPR1B	GPC4	TSHR	LINGO1	NEO1	TSPAN15	ADCY8	SLC16A1	INSR	BMPR2	CADM1	THY1	LRP10	NCSTN	ATP1A3	LRRC4C	LRRN3	DSCAM	LRP4	NECTIN1	PLXNB2	PLXNA1	TGFBR3	DAG1	EDNRB	NT5E	ACVR1B	PTPRG	PLXNA3	GPC2	BMPR1A	ITGAV	LRP8	PLXNA2	TMEM67	S1PR2	ITGA6	IGF2R	DCBLD2	NECTIN2	RACK1	PRTG	LRRC4	TMED5	ASGR1	SLC16A7	LRP5	ABCA1	GPR37L1	IGF1R	RXRA	AMFR	SMAD3	LAMP1	MCFD2	TSPAN5	ACTR2	KLRC2	TYRO3	F2R	S1PR1	CD9	CD82	VANGL2	FZD3	SORL1	ATP5F1B	CD99L2	TFRC	STX4	TLR4	SMAP1	PILRB	SORT1	SCARB1	NRP2	CD81	RYK	SIRPA	JMJD6	CANX	TSPAN14	CD47	CD74	C1QBP
FGFR1	0.368438294938446	0.356041281957495	0.389253175955234	0.48057721247326	0.826820456607232	0.760410072771665	0.535442506188744	0.70314690258305	0.785032173625	0.722304345483737	0.464591048547657	0.593149552470262	0.305531119614429	0.347545728436246	0.620358507796712	0.745073530989778	0.344341873433115	0.547915712069898	0.188488964802225	0.468702646128939	0.391097661143884	1	0.477926389547381	0.616531382171225	0.450303988886912	0.389199211358651	0.513280515277591	0.525760291335603	0.790970591124897	0.576029363786301	0.318160081913719	0.301801331966109	0.422246020009962	0.638840566237775	0.612465336145074	0.595341346324801	0.431994219600262	0.331796150465783	0.391045925313342	0.751591171279208	0.760774863565009	0.73510543567768	0.75014932776776	0.574909322368554	0.657190769503281	0.587765896347885	0.267702385930918	0.581371136115987	0.219583901071604	0.756374792539021	0.697878785781656	0.162300733516034	0.209848003727264	0.624894848350681	0.187247185624874	0.643079980218375	0.425503419230676	0.537520461831546	0.655055032466136	0.700195173002918	0.10781453029491	0.731437494228149	0.519174892094277	0.37305075596649	0.593745888527723	0.63728678432043	0.235036099412358	0.617624488255632	0.258647878239075	0.526659715773613	0.418409174733499	0.729929208328639	0.662202913531366	0.651736636554294	0.584164531012421	0.486928140508761	0.781525500133447	0.248133766663354	0.143992140210525	0.726574303342905	0.835514652839474	0.346734783157671	0.443762621362065	0.776038211774132	0.232797822802029	0.714517410217595	0.50187210917264	0.690315636111563	0.461258655465516	0.110138770393831	0.51340143337459	0.400656114061911	0.759118752925414	0.167863782092558	0.573084846067519	0.376279506758778	0.819823307891634	0.516894378098261	0.487799439230018	0.800067165615671	0.710973899418889	0.337629546291057	0.649742371015379	0.703805783696438	0.74365289269538	0.521283199248584	0.0886037901909559	0.419291781667803	0.724124345392252	0.666841622698074	0.560951985488452	0.377773489735576	0.645987008990685	0.774613428185236	0.752285579977308	0.264135041884073	0.586468617525561	0.554854257981953	0.50991847011558	0.58147800722078	0.614919029744342	0.598245808382454	0.773827600744697	0.43017982783421	0.747233240810463	0.500238987925828	0.437825992431336	0.646363058694114	0.420398394791662	0.677255033636522	0.51240646622078	0.779844022210872	0.216931171860212	0.233567288515
GPC1	0.694094967054633	0.748078653582275	0.785753394068219	0.803727946572936	0.671488930146665	0.856164417858015	0.907751486147044	0.364557293289212	0.777354785054311	0.667698684151665	0.906568568611455	0.879202940917477	0.669586776276156	0.647288913392768	0.360992898499544	0.688437518462425	0.893803729502701	0.915505332342669	0.870845744038878	0.828934375719556	0.894055624539332	0.477926389547381	1	0.439250446099066	0.862032164871816	0.708607722282693	0.88850141314154	0.886637098204903	0.674766269704884	0.859773012029244	0.682434498194248	0.711701112300696	0.613560008986291	0.819357537773676	0.858378212473171	0.346684405380831	0.85967626315403	0.527789467750759	0.744417055300234	0.802705810226356	0.479122256633684	0.77516981538229	0.865232984401574	0.886684804933717	0.84732243379606	0.885939555560164	0.751778730797195	0.898954081158308	0.780025085094719	0.597605293570944	0.29690790256494	0.746774022916117	0.768788929864053	0.862198557319676	0.812848774585424	0.295591824575656	0.851613341577349	0.860039151101295	0.876465145634447	0.888159010097434	0.766388158463377	0.616969999848485	0.906956672466591	0.891663690530896	0.835444943389853	0.88721451277921	0.789642637043998	0.876715721856822	0.80793962923054	0.905410829902305	0.879280144249194	0.333324311970571	0.90313225536668	0.349981219395928	0.891337931216095	0.86981360777496	0.491524065381558	0.845372253238701	0.706519156634794	0.737830022273541	0.752869410541531	0.69819287062283	0.845233717466509	0.549711689722127	0.727757269277019	0.468276125104374	0.859642206067775	0.760784678277023	0.854620398482284	0.832621099178797	0.844225391238872	0.790698299650288	0.804411726666679	0.779207816895926	0.771968659271257	0.800418329002846	0.530874441998361	0.914813081354903	0.809848544011835	0.745083012755874	0.860083164530986	0.786994383154524	0.914756075095907	0.885217287585151	0.855175998865	0.868508342786269	0.669678092717354	0.756909403795583	0.844131658674212	0.360998560447491	0.484754423079863	0.805497391433664	0.738186556495478	0.773792784084576	0.485554232534553	0.9090505301062	0.917051762645965	0.688499348011042	0.925216033031526	0.383677982391128	0.91871581448717	0.861079601570879	0.758780536362631	0.913876407605698	0.444199382778659	0.922115173281786	0.833087006538601	0.51061747645655	0.786329250995652	0.912665780668353	0.893902446825429	0.795714451448979	0.48967375750219	0.884404726488186
ADCYAP1R1	-0.00436662319338287	-0.0140224308042745	0.0499668155178414	0.125365280551219	0.65044915789381	0.708584828005723	0.265817856037784	0.912373523345433	0.661642334159524	0.925009835857654	0.312134147626951	0.465504469065427	-0.0603643250838948	-0.0435581879190915	0.943551195080449	0.602490806928514	0.196695359195713	0.511091875398858	0.0999739214147421	0.162718514553695	0.220578753533535	0.616531382171225	0.439250446099066	1	0.261674778971747	0.0756047973217481	0.314759896184092	0.38969010141787	0.544706988033034	0.410475753495239	-0.0294524348810798	-0.0270064485052826	0.0789104618178159	0.329227577219951	0.312391606711817	0.928678172004971	0.132365103051158	-0.125080522648573	0.0232863072960631	0.614074171198104	0.887847623715255	0.813961142414261	0.531837817305774	0.29578882660533	0.461054928981496	0.350633494947712	0.0754204693602219	0.411890758427946	-0.0651627187139039	0.831384174950448	0.680139164895606	-0.0373083983667457	0.0145360025034307	0.404563585754719	-0.00946032759973956	0.823390864512265	0.175846598880158	0.240758077866146	0.469720466334733	0.556707272293084	-0.102799327186047	0.918902973933629	0.459229667646784	0.157239827132298	0.291692938669647	0.530167212719376	-0.0575132502904693	0.364749307860777	0.000326341796195278	0.441424506184739	0.23815484065475	0.769686198310107	0.524739381204218	0.952999079635063	0.502569351356734	0.265654053536294	0.873219022276285	0.0837216383623748	-0.133271568734274	0.845058633343574	0.788659590342905	0.0561566417822616	0.208911982066148	0.52290909784372	-0.0542072502203842	0.928532333232933	0.229642645091847	0.489795672151106	0.47753391075019	0.00900260422976428	0.28477553420334	0.0583048504871904	0.667959378705172	-0.0480293389572995	0.279612746572785	0.0892540356472174	0.785895050754571	0.545485726280126	0.167586017816973	0.759124211505826	0.675326140353104	0.0748168030593622	0.504524304504988	0.591953573610756	0.680071357565647	0.250775507681323	-0.138347085187549	0.0741635983820201	0.587107583368827	0.890291457581952	0.959709049986614	0.125104797868314	0.260463234128589	0.598925913039518	0.912720038144723	0.209002187703347	0.441101422284951	0.204584539993955	0.408201514559571	0.937783299924286	0.55051522740694	0.37461617968548	0.592904644829809	0.426545532258444	0.783677252801056	0.618222018388337	0.107974644297323	0.953201719683432	0.114735916658336	0.548131678696471	0.270720540562563	0.657888494548328	0.198683423892968	0.16455513731591
NLGN3	0.865543831069051	0.891158402901008	0.908604485744117	0.919700798521873	0.662417960999419	0.783970896160975	0.909486347897173	0.170357612139503	0.729263363936642	0.547384593064135	0.945212945426721	0.862271919876456	0.832266853846888	0.788983331954436	0.142975663408122	0.629515498800136	0.940696522834812	0.918641070249954	0.887508878570565	0.908527556921298	0.931969926049865	0.450303988886912	0.862032164871816	0.261674778971747	1	0.847326180398335	0.95521915041614	0.929188795948969	0.721368062391849	0.864005270656235	0.807664274318134	0.84220122600929	0.780435233904959	0.858626986966536	0.907991135553871	0.136232316667079	0.925329475286705	0.769992272105444	0.869003133210212	0.803170588301321	0.304993126169982	0.640723570111886	0.842624982418823	0.836739966116379	0.886834758484986	0.909121184265419	0.868095207887053	0.90521181729521	0.87029719696704	0.413462538950802	0.0926601297563018	0.829089247183408	0.893216289271405	0.885846355963378	0.891171325243848	0.0574837419974862	0.921777926460143	0.903817556882119	0.90194696063453	0.82259915911009	0.85353420779623	0.466766373260324	0.861084827813838	0.938148229692703	0.901462357300095	0.895186659050084	0.892108396666612	0.885894600098423	0.906991855511454	0.829412898953164	0.849169985281877	0.139633230932897	0.887675689669264	0.135293648683416	0.846455456551496	0.883528728700415	0.353351218087846	0.855763286321464	0.806083211535989	0.602327237441244	0.667722770033168	0.86201148133014	0.879361198988295	0.419324513122046	0.858140816141461	0.283060285718523	0.901206548007956	0.710596612864045	0.738925838726101	0.851566745787475	0.905532059484297	0.902453353234645	0.736274335055477	0.842262517553561	0.863308871107549	0.875338230252382	0.389524447840737	0.891904048202323	0.905189926929145	0.622925700232979	0.799360043266595	0.908939965161962	0.886621913161637	0.833846149499095	0.791906542440941	0.929986326935242	0.817148530336875	0.885325638677304	0.757163404057706	0.154555208959098	0.291384927719996	0.900768804816183	0.799590441488653	0.741145751144955	0.284412296353141	0.889804106696333	0.884147151584781	0.712051829849612	0.892454252500937	0.191923152189094	0.896864885989958	0.838562908636503	0.709440724077217	0.885899935254691	0.270557855284896	0.81614563981883	0.899197902829423	0.339636651719283	0.877639093664921	0.88095118233073	0.902760573618781	0.752306751233201	0.435954209328559	0.889030883806387
TSPAN12	0.929397094787258	0.918442101192882	0.914905566083334	0.916666356287391	0.601745538650813	0.636242441881993	0.831766382828306	-0.00824288783036185	0.572030137765529	0.379493908040279	0.864559497187557	0.738232463804614	0.878259059040229	0.885481742073409	-0.0361165659110095	0.46195771763312	0.855913758635376	0.781692921067237	0.808424225325987	0.897594332624083	0.868385740299449	0.389199211358651	0.708607722282693	0.0756047973217481	0.847326180398335	1	0.872312051205704	0.839647128949587	0.671160023755771	0.745305416756276	0.845354214761607	0.901068444564964	0.874211286026272	0.812414018023023	0.851942807556591	-0.00842755003305262	0.865118280857243	0.900297418388619	0.859046957247066	0.71243455481952	0.121195615551528	0.481444482896003	0.763128491612633	0.711289351395067	0.816563550564645	0.815396725502403	0.836014498322663	0.837986831134425	0.856727846772806	0.193236902923481	-0.0889629029873206	0.728484410433988	0.870498835333755	0.807509104669155	0.810684044090606	-0.145632691974116	0.880010733018558	0.854760409096024	0.828578204560473	0.704958230391705	0.831813174207644	0.270089392214935	0.767478707163343	0.877133819214727	0.877263844115167	0.761610903499346	0.866116442366824	0.797193584005607	0.83716442035893	0.703627048738119	0.770489663726467	-0.0164724058655765	0.758051601934983	-0.0498325418510892	0.720148403363691	0.821550790419927	0.165798196131623	0.770689914179946	0.83513103392375	0.427781355370373	0.523205945206112	0.861880676565888	0.810545672550598	0.30046013246671	0.841555994121903	0.106795616704543	0.830474904695423	0.655478266377871	0.633974436431748	0.784580922240602	0.816667716717611	0.861257309284347	0.619829225496795	0.818772293828809	0.805870481346322	0.872767681872754	0.222169429847367	0.762603452556099	0.879039611008336	0.466768657953047	0.627064584489151	0.880950665869323	0.758188308892365	0.712584502592704	0.668790334866404	0.891543355771271	0.854256949960395	0.843186409820352	0.613772220100613	-0.0527049621073623	0.126523313107223	0.90802162620759	0.743143368626638	0.591139223247483	0.0926030939694637	0.797736346844428	0.785681730739494	0.704863165782131	0.799729565152663	0.0284523998884877	0.784882074259295	0.710457456888696	0.592137740902003	0.760956629834737	0.103082116869422	0.661987997043543	0.892713570891729	0.168857923902258	0.84572208896946	0.766174948374105	0.82165873661736	0.647154999047521	0.374291512906216	0.812112086766822
LRP1	0.900359484412546	0.913252836224643	0.936771716854631	0.945040257696379	0.7442276882611	0.834825382360073	0.940312686010943	0.238104630855966	0.779249585720219	0.608225814714847	0.971267565218656	0.890091223099051	0.849644450530667	0.834610191671641	0.210548556382918	0.671206079654775	0.954903522830004	0.948955463208152	0.883443728204669	0.941640270145129	0.948087314812731	0.513280515277591	0.88850141314154	0.314759896184092	0.95521915041614	0.872312051205704	1	0.969528721064499	0.78741415691039	0.884357236111424	0.850486519392025	0.870014898657528	0.837900684296536	0.911992223554169	0.95331310765007	0.196376007959046	0.945785933522445	0.801549268266569	0.886450362313291	0.869811132440387	0.367941982431918	0.694261269741849	0.899389783105028	0.865130137788812	0.938159309550213	0.954823882401134	0.872577541014521	0.949033598742348	0.875809753402503	0.473560917924323	0.161450322590614	0.811961151209149	0.896408619783172	0.929908096649442	0.876177793448907	0.125751471570763	0.945777624881152	0.937405282583899	0.952720702315158	0.8703962987581	0.851502062136704	0.523111425458395	0.897867919404235	0.946597789235126	0.948835171113648	0.931274340430272	0.895114702296378	0.923418972300679	0.904881285264024	0.879453255430427	0.871821577981603	0.217735963736055	0.92978106341957	0.192134520613863	0.884032893049011	0.92400048067425	0.40592201992816	0.859412780000284	0.808757118609406	0.664488179604599	0.728541515092621	0.880748983806551	0.911030713060633	0.486056216610607	0.848139110428269	0.337905441236261	0.939693736273489	0.772280889388937	0.766725136175932	0.841366222697428	0.936118029261238	0.924802141203819	0.779544202128126	0.844103937947557	0.901326143231073	0.89214537375863	0.467423466437687	0.923003684577806	0.944339253214411	0.681958106623915	0.837413806371058	0.934009856725832	0.922412527257403	0.889113800015694	0.840148228018881	0.961790831817631	0.813890971555564	0.881524113290527	0.8166532695066	0.2080386357931	0.329541724815977	0.934689419643193	0.845406017217941	0.801821058640651	0.35059332892954	0.89582729875665	0.926122836543919	0.759003601760693	0.925831742048007	0.235919840592838	0.937029298734999	0.859462179295564	0.762047693293025	0.899262303918943	0.336951580603659	0.846564449273528	0.9277314127843	0.391539935899707	0.90383272675635	0.931686952534893	0.937924410582063	0.792074831530336	0.463937946969805	0.895221228344588
NRXN2	0.866453241971866	0.880186735178499	0.906619822827814	0.915429509471177	0.763579662132352	0.857864350330276	0.928869742140018	0.286595781293966	0.803324991025951	0.662976576447506	0.966980592936833	0.900049502480009	0.814751416466274	0.802157553279956	0.277809248464211	0.697041462120395	0.93516223307976	0.961865895423657	0.861608390323534	0.912262741817706	0.922750710230001	0.525760291335603	0.886637098204903	0.38969010141787	0.929188795948969	0.839647128949587	0.969528721064499	1	0.793368073843375	0.889654122059863	0.823290008882826	0.817900603054588	0.808301076872503	0.89642696744936	0.940343684893107	0.265107147018399	0.920655941050234	0.751909054442182	0.858675104234473	0.882362805741071	0.421219960296599	0.734943408998405	0.895393019202125	0.843405519183192	0.933563860765895	0.948380967854954	0.838662693628972	0.954428683683513	0.850541738102646	0.516109390990413	0.190134402188694	0.815686409748498	0.867883963207843	0.930808257367965	0.850509714219839	0.182807211050186	0.927061277508115	0.918563314456639	0.952820380548848	0.862597238528642	0.814056152601214	0.567336952594256	0.899127100175254	0.920069361570661	0.941248874406048	0.937990519205574	0.856079964793004	0.92172182831703	0.885805924516515	0.890962643552919	0.850250339876427	0.255814227746383	0.924212765281632	0.26158581583968	0.880287098891067	0.911272124781791	0.452308031364377	0.829076538472257	0.778222958923101	0.709148769984554	0.754840075869788	0.86596555964769	0.891427033100364	0.482388033264574	0.825931916007599	0.398679117671142	0.927553139308192	0.801504912221861	0.759321700200267	0.811892154972006	0.93706122778669	0.90212363806511	0.799704943357759	0.804625324209793	0.879975206582044	0.870673481341811	0.495593556352162	0.941676143261609	0.926502467208654	0.709558879349119	0.862458834070216	0.909706420016833	0.917316972326831	0.888928299723178	0.861772576883619	0.943462985362374	0.782385661747825	0.850461764120747	0.829209262008362	0.267695623267931	0.404491742751027	0.912285119065519	0.815367045180214	0.807335046112193	0.398559186868857	0.878543360041962	0.920272240651079	0.721297263055633	0.917279983764737	0.314285646081796	0.941924371571806	0.852168501665634	0.769512172119937	0.910146825182088	0.375658663603888	0.863422652772146	0.892792870351185	0.455818934426429	0.87722271584718	0.93600187387543	0.924617519995923	0.810214179762125	0.431199065971415	0.876896158639116
PTPRD	0.677248579621197	0.671911232064321	0.682350544915702	0.758833581984362	0.947586951684301	0.881540933413809	0.766688911544044	0.551341988887893	0.903277740922319	0.757800220627434	0.735233775742072	0.79546252490093	0.629471776404836	0.633917355243358	0.498648056104032	0.885742343746538	0.636354202645457	0.773699700404289	0.477042978608137	0.740859071660813	0.659966806695028	0.790970591124897	0.674766269704884	0.544706988033034	0.721368062391849	0.671160023755771	0.78741415691039	0.793368073843375	1	0.842732183163289	0.611503042056499	0.604660970877429	0.735127814781485	0.873135616203064	0.854023470819776	0.451159903458599	0.71157421851021	0.637728296271106	0.71478797852909	0.887816194324316	0.70138699559406	0.806374876116797	0.894258699437712	0.740552270035638	0.893987828772083	0.825627462140492	0.589613183204551	0.796848623865386	0.510754252300955	0.711944480309543	0.532006899885476	0.455716478558837	0.540808729763374	0.881388916935094	0.511074729781475	0.476542816946024	0.701520995552077	0.781024180578612	0.881168922997385	0.858817741363003	0.421885065188298	0.715200646154629	0.740117635220786	0.640960176453823	0.850730636842596	0.830173962773761	0.536708551285911	0.832186692634232	0.58455380978327	0.713127974105926	0.619307977367551	0.593276980937762	0.853012549101152	0.515084635062538	0.757351077827203	0.755554699935847	0.704300586397713	0.534546148793099	0.431580672391151	0.806852935063892	0.880193704730606	0.645739015815998	0.727478755893783	0.70551007199447	0.519445911072436	0.642742891985537	0.753307728574525	0.839395516385702	0.570961223673636	0.404625769846737	0.787656018090525	0.696805708966081	0.85626714698116	0.465888040904075	0.825317575338058	0.632341681423503	0.772779501524305	0.740373684887651	0.760221969972743	0.836437863069607	0.844366868646615	0.659380353134345	0.840412278479605	0.848995610188935	0.886074776641627	0.7946977532202	0.414103256234483	0.729313293903252	0.856181529203167	0.549396123735828	0.519613234392558	0.656085696635148	0.824849467523294	0.890205517047767	0.663826165222669	0.528422995935772	0.789626873417051	0.715429327669898	0.738692344265387	0.497254557991839	0.814277156155116	0.783075671450371	0.926180760428327	0.654442837073074	0.635585518634502	0.674210208835962	0.704028959226422	0.624809624258885	0.701359336196896	0.870072806025929	0.74695630504179	0.897587107703033	0.344610036840445	0.507140442804931
APLP1	0.743209707805326	0.784202356173534	0.797098922811995	0.840864129341239	0.761575948530321	0.86308050944408	0.886873542257567	0.368699642766572	0.834305688271463	0.66438040446821	0.877352671518588	0.864452039951728	0.726841271971849	0.714222244699033	0.343919450309597	0.851392099780824	0.843885187304952	0.891538325594626	0.773074908656766	0.843480020262597	0.855050231201473	0.576029363786301	0.859773012029244	0.410475753495239	0.864005270656235	0.745305416756276	0.884357236111424	0.889654122059863	0.842732183163289	1	0.717299785599575	0.738329987109644	0.707409293210947	0.865076865734931	0.902258580604695	0.300298354408563	0.863962097259533	0.652769772819188	0.811676875295053	0.823430732664984	0.492720459557178	0.769381419529753	0.888750537126193	0.854026545070348	0.887716410492185	0.886371065158844	0.74463571551488	0.864868813724256	0.729575859756411	0.588311958211967	0.315784773579068	0.709694780937145	0.751812692172408	0.925185569921729	0.786446047885685	0.258898072800859	0.845958393769838	0.899786138134994	0.900119282702299	0.887975172162363	0.700050958186233	0.617216371272236	0.873794817719324	0.83506216569116	0.884866371191773	0.877031261581906	0.748379611717897	0.876313132446375	0.809795403651837	0.835774866983231	0.814144717963331	0.372999411502227	0.898901018702478	0.331146137318935	0.856485300837038	0.869354811358213	0.506871893367922	0.774502189704087	0.648176233219084	0.71141880857334	0.790251197915198	0.749779807464045	0.846244913404384	0.563081231007116	0.704383508305901	0.462425408856287	0.870801386297194	0.794858435666294	0.760682596620532	0.725195344291456	0.856923783005969	0.817277071610324	0.826203287778221	0.703931387972018	0.843934772796814	0.787310715850197	0.579526184738207	0.872210523823923	0.834140992396274	0.75277959698168	0.854808401416611	0.801250217675769	0.935122884381014	0.869444472778104	0.886442556751358	0.900619805879547	0.635661102063903	0.865235348009757	0.845203287484239	0.357599737066227	0.443640905056513	0.80922737892136	0.790852465842948	0.807691671665048	0.495772792415489	0.81273173138961	0.884516082437797	0.76181653638816	0.904568916726667	0.362033110544255	0.89527759361074	0.874027218361681	0.899595178336887	0.853596462819219	0.477499980058744	0.843596637971625	0.827187932665485	0.523763998154908	0.838429868559097	0.906404408837601	0.881171703235086	0.877876125330859	0.520444385076145	0.785218084521292
CACNA1C	0.912672767242019	0.910014679891045	0.916587335094708	0.900321715284536	0.546577058923958	0.577460964825752	0.818284445697113	-0.0842086662932862	0.525058152830412	0.27396938085078	0.825940411096362	0.711285003388522	0.88754725361508	0.860832767165007	-0.12660437543085	0.452104955212913	0.852924318079308	0.739960901390697	0.806884194489508	0.881337259509632	0.850044495743829	0.318160081913719	0.682434498194248	-0.0294524348810798	0.807664274318134	0.845354214761607	0.850486519392025	0.823290008882826	0.611503042056499	0.717299785599575	1	0.846536880006363	0.853012193730138	0.798280220722421	0.846600798175177	-0.116529254620018	0.879238236608053	0.859015398484661	0.876011265934413	0.64982409272814	0.05855662055931	0.393211012830325	0.71918563014916	0.716265097353357	0.776949327520075	0.818096430636937	0.824737984026677	0.808445070908104	0.891618935257228	0.161993687457855	-0.0978241371854974	0.815321320798774	0.87035486559253	0.783720997468061	0.842919634596697	-0.163445603175929	0.873823901390942	0.847807228585269	0.787164961097717	0.636633477754665	0.862994917217676	0.199614211430792	0.690756282266635	0.850250230367011	0.864936848968268	0.732498099024718	0.891303010015695	0.776006356206956	0.874925410901684	0.695769551860895	0.761576093392349	-0.0480788446829175	0.712033602740847	-0.142869087637004	0.70465524419869	0.840058531911281	0.0922963954616836	0.80732123156656	0.872184227786656	0.355848403253936	0.450416458839575	0.862794248024125	0.844484776544823	0.301729512696328	0.84403571165256	0.0102494652239407	0.865999931736281	0.612466136612001	0.589057092735567	0.796982853587997	0.841500242603076	0.88999070037414	0.532123531494775	0.839598544342423	0.795563481335611	0.844043932280338	0.201666767287816	0.714793155154338	0.885389613690719	0.405236897193477	0.589370624411825	0.901589093489623	0.712600783719332	0.670664434518227	0.587766605816214	0.87615819595992	0.857199897998388	0.838061316177356	0.581053322008492	-0.111185737382327	-0.00738378663967603	0.873602814086516	0.739999662171177	0.583201103210069	0.0296096521864095	0.775467595742928	0.761968088521678	0.704094798753184	0.762877627738408	-0.083062063247023	0.727181741502757	0.694721541160801	0.539308663554376	0.730747717277628	0.0748960708908374	0.589909962728846	0.85817401449709	0.0516164486126823	0.864834333370367	0.727056261999493	0.830926843042178	0.55728775248373	0.35676588940486	0.802626059826841
DCC	0.898194161742923	0.917484416389549	0.911204361855833	0.897545549689944	0.509734431618269	0.576684479293163	0.825534360265052	-0.0920378792507796	0.534964429148075	0.291475484621113	0.847570685271042	0.709680363163596	0.856194289965954	0.877326487041767	-0.127947550037551	0.442376226204278	0.871903942604192	0.75410122618697	0.846646235323502	0.882300129708587	0.878497481320762	0.301801331966109	0.711701112300696	-0.0270064485052826	0.84220122600929	0.901068444564964	0.870014898657528	0.817900603054588	0.604660970877429	0.738329987109644	0.846536880006363	1	0.844177367639782	0.787393158081096	0.82781581021834	-0.126658640825313	0.880345495489365	0.876361813324508	0.859871703816068	0.619517323308338	0.0341709302743085	0.413540747717457	0.708269995905712	0.73129820088281	0.774615321663069	0.793227561713379	0.83015361831622	0.790151526927307	0.871291835961766	0.137812038670033	-0.1283068077927	0.759661818952318	0.884642254939149	0.782144904668459	0.847809279396557	-0.202420301962769	0.875676860443439	0.842125981786679	0.780699590359951	0.664293332667645	0.880614221280439	0.183681563900832	0.757907214497069	0.887779696699798	0.834333357629081	0.719135404423501	0.906424430043627	0.787768863781805	0.884469023188179	0.704047988614238	0.758155237042763	-0.0815010793673773	0.722526536777335	-0.147391161939416	0.69386114902398	0.824975703998721	0.102042170301199	0.824760919891536	0.833034809963518	0.358281748786558	0.440181516440831	0.872767367172316	0.810233371198539	0.26497585524171	0.854517546654961	0.0116821663444262	0.831310339236859	0.599816738743372	0.597517837266693	0.832852082443586	0.809181111938657	0.884138833468349	0.545081876502653	0.839192380730566	0.786016820874821	0.868818436564231	0.143370240581191	0.725613660637272	0.868158432871219	0.404237689256628	0.583601029024869	0.899828501551066	0.723368000455244	0.674552122447136	0.593745504517587	0.864860778749031	0.84422748253868	0.835283118501197	0.577631924892224	-0.130429291698402	0.0253305774855758	0.913895478636745	0.712242782374096	0.538469726338376	0.00919692396043428	0.828307521066336	0.76851089035962	0.663109352667237	0.786342061074675	-0.0699047682310053	0.747658670107636	0.713833707301979	0.545785541811483	0.768688047549829	0.0517137316538188	0.646199990966309	0.887015591709923	0.0761664255967644	0.865403564509552	0.726581793064903	0.825869866586631	0.564581013346101	0.399823864882867	0.842021931998455
CDH10	0.915496189616665	0.888589654808924	0.882698314309466	0.897738232805814	0.68661249483789	0.622256480364614	0.777581255703488	0.0176920199498604	0.616644601307225	0.37702874513741	0.801925292670392	0.711114381718618	0.886412113196947	0.844460778422621	-0.0138917902242442	0.51101098223662	0.775749886843853	0.729769954005067	0.681835251357901	0.868439714019389	0.781730873069133	0.422246020009962	0.613560008986291	0.0789104618178159	0.780435233904959	0.874211286026272	0.837900684296536	0.808301076872503	0.735127814781485	0.707409293210947	0.853012193730138	0.844177367639782	1	0.825248521009603	0.857455681267479	-0.00724125682197164	0.825870312915605	0.897390009274325	0.875297458074798	0.718813185959616	0.176346697372453	0.439827734576229	0.748891663387179	0.663013852650506	0.821347122875509	0.811138079784264	0.786124828267968	0.79158705339	0.787768637961971	0.233353271772102	0.00125268469149617	0.686844672649687	0.800513033896746	0.807431960568714	0.735479776737009	-0.080147349707775	0.816531557094905	0.834836784888287	0.802576174428608	0.664171960046721	0.739490244445151	0.271463990709916	0.675159253206661	0.768466878276568	0.87572046157005	0.754414697706995	0.792717528080506	0.780877356698743	0.785405107594795	0.640595927046534	0.663811948022361	0.0625924996471371	0.730007341660265	-0.0181364548577333	0.679984945728356	0.80639046686823	0.204509235713679	0.714197838666679	0.758925018966952	0.442185387617008	0.519047960167633	0.848827208227456	0.791829749080253	0.346793920414345	0.770538979771503	0.139741997234372	0.818044440145217	0.660250030077615	0.515573706530573	0.65103582172777	0.806211388942535	0.853186980623735	0.589689945053759	0.68894541670952	0.818837479803727	0.806157882427679	0.310809334294898	0.677115106193605	0.87073395407066	0.465244784588878	0.615193930832811	0.857163366388628	0.704688242615061	0.690213002323857	0.641015145153575	0.845015594164656	0.772473428786919	0.813794981221157	0.601577192804838	0.000441912079129933	0.0936778084716618	0.83229012283677	0.788886718738175	0.628802713779544	0.128288303544308	0.663599112115778	0.720274044441714	0.697032006783971	0.726636261249966	0.0303074181430656	0.726592817414372	0.652006077779276	0.61345439478775	0.682648468216016	0.173108347316213	0.556339658424647	0.834668319115899	0.163711809406549	0.809219468558241	0.733403344185536	0.790866815549835	0.620681538399583	0.312759323170909	0.688957025321422
