""	TREM2	C3AR1	CD68	SORL1	ITGAX	ITGB2	CD4	LAIR1	HLA.DPB1	PLXDC2	CD33	ITGAM	CD81	HAVCR2	CCR1	TLR1	NRP1	TLR4	TMIGD3	ITGB1	CD93	TLR6	SCARB1	MERTK	LRP1	PTPRC	PTGER4	TNFRSF1B	CD46	STAB1	CD163	SDC2	IL18BP	CD74	ADRB2	P2RY12	GPNMB	FPR1	LILRB1	C5AR1	AXL	TLR2	ABCA1	TNFRSF1A	SLC1A5	ADORA3	C1QBP	CD180	COLEC12	MRC2	VSIR	LILRB2	CXCR4	ENG	CD47	LILRA4	PILRA	SORT1	IL6R	RHBDF2	ITGAV	ITGA6	CD226	RIPK1	TFRC	ST14	PLAUR	APLP2	PLXNB2	CD44	ITGB5	ADCY7	UNC5B	IGF2R	THBD	CD40	CANX	SIRPA	SIGIRR	TSPAN15	PECAM1	TSPAN14	ITGA4	TLR7	PROCR	LPP	CD69	STX4	ITGAL	RYR1	ALOX5	PLD2	FPR3	KCNQ1	ASGR1	SELL	INSR	CD300LF	TRPM2	KCNQ3	GPR84	OPRL1	PLSCR1	PTPRJ	ADGRE2	IFNLR1	CD72	SEMA4C	PDE1B	SPN	CD9	TNFRSF21	ITGA5	TREM1	STX3	TRADD	PLD1	TNFRSF10B	SDC3	RYK	CADM1	NCSTN	CD82	TSPAN17	MCFD2	ATP5F1B	NOTCH2	JMJD6	TNFRSF12A	EPHB6	CD99L2	RACK1	AMFR	RXRA	NRP2	TNFRSF14	LAMP1	SIGLEC10	SMAP1	CD63	NOTCH1	PILRB	LRP10	EDNRB	ADGRE5	ERAP1	EPHB2	PTPRA	RPSA	CCRL2	SLC16A1	CLEC2D	NCL	PTPRZ1
PTGER4	0.802517174691996	0.832381515399281	0.877283985843772	0.659113439983187	0.850550644398463	0.890091011903727	0.836118328264976	0.927255930772183	0.696389472323072	0.900034874599945	0.75758423374075	0.759554739451155	0.911350768423015	0.792136996616627	0.865917962404884	0.765159287119489	0.752450688036093	0.882226821715438	0.61932461194492	0.848946654234517	0.374868524834978	0.597658306660881	0.864013870824332	0.867637944619711	0.93811243995401	0.783669668900085	1	0.767137849672234	0.904023923477718	0.797033261276234	0.858857560443993	0.815122035043282	0.823307412716684	0.86414185170245	0.306649358560815	0.0596855079790115	0.713515145589026	0.573397045603224	0.767714207139028	0.924477875793308	0.89281509059592	0.67417243139401	0.918052769382438	0.853867587520371	0.677293053336073	0.900436023093991	0.871874284255286	0.825521533030067	0.820423593481382	0.580386675946971	-0.111756115295703	0.730830791608056	0.570803121045995	0.722736656255623	0.92192791944128	0.595002450064262	0.903770253304552	0.818956394339747	0.866265622475093	0.537365101292494	0.675415011376635	0.784768480466688	0.573779077369176	0.854686643071612	0.879327403595336	0.901011156532757	0.905522303206524	0.927391706220642	0.753090787230215	0.692485779004623	0.748550801867666	0.807977413251683	0.601285551210621	0.91579159170345	0.654992866027472	0.78011413876662	0.923245161089259	0.914616210386143	0.79678207313033	0.562221022953834	0.794299637682468	0.891415384812794	0.461072292057988	0.832759709205586	0.55016538041684	0.864368847972195	0.500418127530289	0.874257142011178	0.66377058925279	-0.127846811703558	0.795563923701317	0.649852625144289	0.840993638603094	0.62396559143949	0.499613759554726	0.609529487047558	0.295151130731373	0.860261876794308	0.887027331624825	0.470633819127454	0.538388420860651	0.650856014900676	0.71851484941266	0.852301121326752	0.635998635101728	0.635049980158894	0.603940127060134	0.616757763261273	0.609882814383945	0.796467158668476	0.694644339013227	0.856378870508198	0.770678674444537	0.687461846013014	0.804481634505738	0.922062364521697	0.749495717065977	0.601472105137258	0.813396416102608	0.773245097764985	0.882218515826175	0.88348429941444	0.793992387532207	0.761509130931834	0.912189886383835	0.902760807376878	0.702835746491867	0.692967336185021	0.674015776517834	0.777951909278199	0.85253510117866	0.89652847311692	0.866605010534337	0.883894775403177	0.91882278829317	0.781800616833619	0.885583519984578	0.582563932174623	0.917524883242406	0.9011690870725	0.696796310413966	0.693412948916045	0.887130389684445	0.759484910875617	0.719392912888219	0.864739402370123	0.719903295248412	0.889919111538773	0.88942524803062	0.860404693211614	0.792077068790295	0.627291086869143	0.903129529276687	0.297451148710975
TNFRSF1B	0.863162918574945	0.879217674807177	0.579555106869552	0.903083085318225	0.83295107413345	0.864528624728123	0.925624303933029	0.793960842452932	0.323648263342133	0.908733435481593	0.85699566258931	0.936820641274389	0.791927640460665	0.902103659445348	0.826183866333914	0.86574630092259	0.896439035761904	0.632122695176945	0.857657731161534	0.85929407420807	0.628390217475069	0.787499710438782	0.597825639895805	0.854098673804529	0.787225488342145	0.970799240257108	0.767137849672234	1	0.73464675205868	0.910530270027973	0.896569222524116	0.835110113624244	0.764168044033502	0.657588736434778	0.574780214203367	0.556990791315242	0.288938434853841	0.89362758252937	0.892629148772934	0.839990060897546	0.698037189280337	0.896093496071062	0.712192341904554	0.893475249603177	0.801535810693477	0.755952174626908	0.843949893291808	0.79728478060674	0.615481604539806	0.835160758592833	0.331414900795242	0.588459480640416	0.35528334820187	0.890285782142187	0.705806982980046	0.262066961792369	0.848793622574306	0.900058196477736	0.839445589481307	0.867647576015527	0.900687696578737	0.841873649955689	0.829896372100811	0.810308862845657	0.863403820158828	0.636361590553904	0.67212090839741	0.791826551031257	0.910342555806304	0.264968536738508	0.858210742834457	0.890302414478601	0.861968256021334	0.608060328784073	0.804328395142301	0.882087111079432	0.840863487369186	0.852760591649527	0.755026977918773	0.854482728894992	0.439826037276771	0.828759923615469	0.0385142159451838	0.801197876358364	0.788094984935664	0.862892104134584	0.799804614065925	0.855987783106875	0.813245441194592	0.360245956278623	0.87254754392299	0.792672035370096	0.51171503416285	0.906197741242809	0.0723463604952243	0.474522415970878	0.180002124933355	0.566040786508307	0.891924689232398	0.780224498046034	0.797592954971361	0.784511189416874	0.9306418563659	0.90068984610831	0.889347380096841	0.852118947516179	0.137846826838067	0.594918443891117	0.785032652321751	0.402798372726372	0.262198242163742	0.544162144836033	0.650902126743377	0.856664907453375	0.672643181935053	0.734179342706777	0.826103498793428	0.83483821194187	0.494699473169743	0.733147651267842	0.612866936273589	0.808001963111238	0.518768251832799	0.736501387931475	0.844880166460902	0.765051147534551	0.317966721056803	0.87859353842964	0.774306419925605	0.836715261969074	0.66770553210728	0.832298456083619	0.624194789354962	0.827597873404571	0.748323797178408	0.400107618191775	0.60427719744294	0.901755562486668	0.684831563075219	0.693887860229743	0.565136225255713	0.686907001877426	0.874066599839275	0.723571922437212	0.783292474549364	0.754946910626196	0.523194790821245	0.830281751958294	0.836154711495595	0.666996254944163	0.760499000830308	0.621158959182574	0.882355950760672	0.215590854095838
CD46	0.788953846194147	0.83158304382534	0.911407889083327	0.633568856025578	0.847408957924823	0.869892984695677	0.78843754604747	0.923650690282473	0.736889741988553	0.889299604114751	0.772142146101396	0.715412787973831	0.926813330264812	0.757620432395395	0.877326137783277	0.714134268880102	0.670032631690371	0.930025464549039	0.581353526393126	0.815127444191841	0.235794095378749	0.5331689153529	0.906785618994786	0.858807060289973	0.937284982876569	0.753545325147288	0.904023923477718	0.73464675205868	1	0.746631393491433	0.813002386849355	0.752340302090426	0.850652913443217	0.911699236393767	0.307329031694438	0.0284756738739268	0.783154873816346	0.510232447055714	0.739804004327115	0.921294215278232	0.940387837560816	0.648806606399056	0.936003115412052	0.792531353571823	0.624072980584701	0.935692017667313	0.866896838313586	0.800872343365758	0.870363005266766	0.513543487375424	-0.112985635875036	0.734881977730725	0.559268145435022	0.678649320409862	0.922437040461321	0.720258421682789	0.881328235797559	0.776435281379692	0.830372338958378	0.494210747476861	0.624383758133174	0.739186533959624	0.500573198342275	0.876955984904281	0.862843361644039	0.888533202994472	0.90912218931272	0.938464114307636	0.705221410462699	0.711778099218809	0.687961072991154	0.829351699265173	0.541493200215661	0.904653122520964	0.586991390819085	0.765610694114824	0.918097254632893	0.893308418064757	0.790199899604038	0.515789674703428	0.840829013403771	0.935174797439465	0.501771748650656	0.869388152635896	0.51908436741263	0.896189429829658	0.46003243772969	0.836606255292925	0.632851552647552	-0.141706995381232	0.749833435806437	0.545152048387727	0.861241984866786	0.59604806179012	0.591602934654191	0.646008741943821	0.396320677437496	0.877811178034728	0.844404391283182	0.410768973486195	0.530505459851187	0.640706918619204	0.643215101889322	0.817518192851997	0.551083429057262	0.581484510858583	0.659423770217065	0.609441513937313	0.49165926238763	0.813607110735141	0.749503234143646	0.814972578371229	0.744011834280938	0.609835805608955	0.762904992885873	0.916996981255139	0.664279491757563	0.576446668648484	0.854761613958777	0.802480475929106	0.880864099493087	0.879440552119003	0.864812544509932	0.818721627378757	0.890943492860815	0.9283202111493	0.7661399399946	0.659510918893847	0.609669542165648	0.766079792259468	0.824503062893634	0.89528722161589	0.869959309906179	0.822451622348331	0.934912232216666	0.817541028932847	0.926331926964548	0.53521398041115	0.917384259398364	0.924336775298343	0.727909225925465	0.72023014177035	0.863979277919032	0.813704240759993	0.62707276745288	0.785870836078476	0.765651557720357	0.884084055771176	0.861806817596738	0.929178432025412	0.830774670898231	0.645075769716004	0.889831906194761	0.335516824073652
STAB1	0.919131555673193	0.874688385666548	0.690341820304436	0.849471137813934	0.863122756058433	0.934453966945761	0.961530995828686	0.877190656014106	0.37395552875221	0.927604310897516	0.881866331417644	0.924025238949966	0.870867444227381	0.945966701502044	0.842470460697693	0.878966732163942	0.952622011791825	0.686461538005096	0.861231199844899	0.922434986178327	0.581448631324053	0.726913730726992	0.66383887851093	0.814140930280501	0.850391259350862	0.922507270980262	0.797033261276234	0.910530270027973	0.746631393491433	1	0.96224514402281	0.813958904117569	0.79860384531488	0.681565649755972	0.499867694627082	0.421977243644372	0.370993879938001	0.876794507187624	0.872980565966529	0.82567680826279	0.763230058759593	0.795110016404065	0.768046418583256	0.933041738806572	0.770518953070706	0.823045358762357	0.904786616906985	0.872388366226979	0.690929488334045	0.813986657490101	0.130824119978247	0.589468648526411	0.291957477295875	0.938195599891681	0.785388031239819	0.290778483707728	0.862329634273096	0.869954896396305	0.896124455330342	0.784533738509785	0.897633263163606	0.921657422518735	0.770722484283886	0.831389375852738	0.874709481310461	0.780194503520411	0.78507934333909	0.860489756943857	0.888133031569316	0.367385342096491	0.895958490519335	0.885935070483331	0.832631333281736	0.713048769856523	0.828707517281494	0.897173070499378	0.898845890920619	0.911167219666312	0.769673813628657	0.850292530395098	0.489199615668874	0.811326606821432	0.11953534670296	0.859064313350529	0.834562572180644	0.839854443813056	0.726661595817254	0.844378311684876	0.841804971828667	0.171432616970613	0.884967259957911	0.774725016053719	0.603884486643331	0.858456135912675	0.184269791089705	0.500965232557065	0.0237221018694629	0.665062685040339	0.922352721843952	0.712670548635334	0.844544321867014	0.754320195624779	0.913035875986526	0.911427443419982	0.846739830035154	0.831889628246917	0.227856094552942	0.564652424819083	0.805848061173251	0.50776436946242	0.342558809068079	0.64528453450564	0.761859452327442	0.847184598193975	0.691901946958789	0.803042794996735	0.833870297454824	0.827012332726988	0.577487408898899	0.640992053172226	0.732114636015345	0.859812378038813	0.57510720645245	0.7581575401023	0.910443738336395	0.852854559407401	0.346689066421675	0.859993481367765	0.799284815282182	0.820978783453752	0.702137000775935	0.887590144163839	0.634780360245111	0.876508969690756	0.83238459467022	0.485043593270241	0.68745505425539	0.848515193622011	0.761508317407103	0.794424472182112	0.552434663683341	0.754393053769786	0.920500209151593	0.712833330689999	0.774999153951284	0.812018507926876	0.622191162738068	0.846896566726134	0.902395866895766	0.73254070777149	0.775784879285422	0.575419529689659	0.897686875813701	0.163997598426812
CD163	0.958359553012786	0.883589942542595	0.755019607586822	0.8619279236106	0.931732358950853	0.969224202478637	0.968286881085034	0.912166096979496	0.412866294288022	0.953164197750513	0.86299376491789	0.902098427561086	0.914037261891987	0.963211252832271	0.853977178809257	0.882891466278774	0.931027904813856	0.749093197147591	0.867205487700148	0.974822146541909	0.494694041774402	0.720080206493698	0.733345364601116	0.819999244733345	0.906096833855568	0.914530504576387	0.858857560443993	0.896569222524116	0.813002386849355	0.96224514402281	1	0.833456213806579	0.869129104040839	0.709928219486777	0.526408107227453	0.351057797847533	0.458181694850137	0.848136418879032	0.867551833475463	0.867272800853846	0.818414460898695	0.775799645087732	0.822081256419663	0.940498426738957	0.765425114641972	0.867562649504083	0.931890391043089	0.930281195985861	0.778329566373989	0.784451639194764	0.0314012720735503	0.595263673103109	0.309560717561803	0.947896981477133	0.844847459203641	0.391257984815092	0.91499829438426	0.88825559411055	0.938856355695247	0.746134868098992	0.900398427400209	0.950741090179897	0.795045538703028	0.878803653629692	0.90766848005292	0.815949120421828	0.858985049040127	0.911609434814453	0.865252712682728	0.413075941454143	0.874199268837695	0.882511343536506	0.804966312449838	0.787147404774375	0.838508034767738	0.928890021021409	0.927491003046024	0.943215743605138	0.796701466832498	0.845226011474451	0.539449269263926	0.847143088090973	0.146424868265229	0.852916490514427	0.848383082210042	0.85829160725829	0.717202280612808	0.859938546623837	0.888714269992558	0.10462820837588	0.912746072546599	0.778328422120218	0.641126269964987	0.837640395033791	0.210088035163108	0.503798440682598	0.0740957446792594	0.721000744331862	0.92576582910668	0.71632795509477	0.85278844121547	0.746995436174287	0.896420802058532	0.915459438611074	0.832080291910605	0.8324989338749	0.278850904867474	0.561884939914076	0.782169207112595	0.580556321997232	0.408394030903736	0.674627332305031	0.771606040394176	0.861975493811542	0.710506295756528	0.858790599902452	0.857766959286594	0.825912527958501	0.629064792412354	0.692104834909738	0.755873970627177	0.866612109952465	0.633254395433975	0.805010111620476	0.939459087345471	0.903287740317509	0.422440970597971	0.844089953701827	0.829340538587505	0.882140747229786	0.742495391807558	0.918640717939589	0.705008583722317	0.929490005739184	0.898763203554636	0.56979461655978	0.746652758546631	0.806060172640536	0.799891949394787	0.865921703072733	0.580290017152278	0.756379258487003	0.947499714291394	0.757050949280698	0.762754172467563	0.815396662909413	0.624849673817647	0.898595048688033	0.928949265501851	0.802223003331362	0.812564158056637	0.641160534337743	0.930169001670128	0.220807791102729
SDC2	0.822747253213902	0.836060725575	0.679309892195196	0.782422269175645	0.839164177778706	0.846966060049236	0.848665653731331	0.834491219087175	0.438790050594342	0.857557269110273	0.791841506021904	0.824627898638837	0.824937927360625	0.804864608390927	0.822064596002682	0.784216710296515	0.822865569560651	0.674578971277784	0.758837114169617	0.837819960352264	0.419152145831718	0.629854082840163	0.698038954505102	0.820249493768827	0.811649029983154	0.846194748901763	0.815122035043282	0.835110113624244	0.752340302090426	0.813958904117569	0.833456213806579	1	0.807442797782015	0.689064698453499	0.399249209173329	0.280716536759172	0.468041197688928	0.730035046496971	0.77172309024426	0.849390300933964	0.77288085719034	0.709844495508298	0.774395441293729	0.832346949846026	0.740008792779164	0.778772075251348	0.831762149379649	0.811382644332825	0.66544748479295	0.693676970016609	0.0986640022843293	0.587376079095145	0.395082222081201	0.77716959740938	0.77452771363588	0.415746269268914	0.855242399345269	0.818871885900345	0.787138965981809	0.673458206429252	0.766184474245511	0.788485773939897	0.684741711099891	0.774002484037853	0.820633865641259	0.720760988207109	0.748976881123388	0.809006033658104	0.822025618120779	0.425516382922578	0.736967957616626	0.783197788820744	0.720297672523134	0.723479241167396	0.676811733680965	0.824057015426879	0.830247141523366	0.856871587299972	0.758784237684597	0.702099358439201	0.562509611016214	0.802816559304227	0.142098382488299	0.742487434081077	0.662994077262256	0.841751532723772	0.616533015516125	0.871136374854518	0.731335408821262	0.147875728701987	0.763280144839122	0.673270026158252	0.643289971028284	0.759266161071848	0.214242738869906	0.493208232637377	0.11270445547439	0.686135670368052	0.84518247908389	0.631238370004078	0.61293280166486	0.718123775508176	0.796089363451219	0.863541532624348	0.756035472577186	0.740342909930751	0.325739039049415	0.570907038889531	0.700326195417916	0.549600263872622	0.438085313045349	0.662060301901022	0.630565507824054	0.796322528567868	0.735259538814025	0.819804185778047	0.789440849903295	0.645115316366946	0.607269065716828	0.715329697931264	0.686339726362484	0.805238969282962	0.59482550890451	0.694066463406106	0.848683619925079	0.789548870838588	0.47448415071891	0.721380714210653	0.743217878403167	0.754846549270931	0.678687462441224	0.833546544243822	0.711058439566639	0.847900603930879	0.794337775534397	0.544258939614199	0.711434828980046	0.720980530940153	0.748745269150165	0.76541253832055	0.555503270084718	0.551971798216493	0.841185160173565	0.698535935736625	0.774630256299287	0.769690863235843	0.566464720399061	0.805752577718678	0.826465110208105	0.720007706594859	0.711232626017295	0.509726337706358	0.852035741155298	0.209021429932566
IL18BP	0.894749339399264	0.854496142904236	0.837524030140942	0.748274603472846	0.901783980643633	0.911948031638324	0.850679564836543	0.898347650779834	0.506081978187223	0.89785748361115	0.786787767969693	0.755567898247005	0.910659694956527	0.858244781337209	0.837307451134584	0.767199783972729	0.743876667591003	0.817800598211743	0.735193588249162	0.900446835606571	0.246981127588089	0.612531080633906	0.843815020146276	0.785432012529185	0.900158493688313	0.787961588635662	0.823307412716684	0.764168044033502	0.850652913443217	0.79860384531488	0.869129104040839	0.807442797782015	1	0.755965571717007	0.468427948382822	0.17458806989552	0.641970747363841	0.673530743023134	0.745947853932677	0.872966028266285	0.885543760637541	0.651551034521017	0.858017401745087	0.822071746262715	0.675266938059797	0.901910929727509	0.880030451069391	0.891255075231193	0.868754558647478	0.559581906024411	-0.0978227129249758	0.511069143952112	0.354500310541055	0.82064104167277	0.851257871972556	0.631514954021112	0.870028263156071	0.801442853568176	0.873770496126758	0.59440750001421	0.739348162572423	0.830285332532122	0.648079994853743	0.888455032306856	0.836230079993941	0.807470851813287	0.879604578997702	0.911307818104563	0.730575390298301	0.499117999640322	0.756878414862801	0.836182647950808	0.591092649876896	0.833693065376091	0.661467279335188	0.854286198207337	0.892980628571659	0.898528305353571	0.743071882336408	0.683799286474582	0.660174667009309	0.876119789784538	0.237939534012814	0.773650943697495	0.690538755899983	0.827177516855067	0.518038112409533	0.803578340878858	0.767444138454558	-0.0420549923209005	0.803684129310417	0.601518615688642	0.694745693936699	0.694614061003199	0.333563621465412	0.482262633605031	0.143418512315982	0.775736904372481	0.805212146164487	0.586290152954851	0.678891666942026	0.663299226126745	0.723485217323378	0.843310623082896	0.679626907289519	0.683138431352326	0.412065946224197	0.496047663250822	0.604881892843728	0.653364436781271	0.571379202247605	0.691189321031687	0.712842134715539	0.730002302283094	0.714669449661558	0.862011261086716	0.737751758015665	0.701105555313084	0.715416493612512	0.717058136114559	0.722203198682473	0.827197796319641	0.743271835325726	0.840200964275622	0.90167751851375	0.912758746141342	0.582156124385868	0.721759682994306	0.696609387146178	0.8104532164903	0.775717178871577	0.889751706334332	0.758450013830469	0.832614375497576	0.894030275272913	0.704694233015464	0.834243841280909	0.628433851182714	0.834393263222917	0.903556406880868	0.616667426251579	0.694620442020926	0.856922325780031	0.784345392974833	0.610203896635837	0.736082251578319	0.579728180991139	0.863992517381383	0.872253290224055	0.885579362120026	0.760807259385221	0.580146501001743	0.871194722318361	0.247678123766285
CD74	0.66763732773257	0.788317162687466	0.895272138467406	0.472234888262318	0.709451865048884	0.781553555116437	0.699458174462338	0.86926748981961	0.907881526367543	0.807630018059087	0.755331065714053	0.642909968946686	0.869265766292539	0.643921254990775	0.803733282401066	0.662156752061785	0.578655507184833	0.906542862243171	0.427539999116465	0.683514121483231	0.291750028096565	0.394817773024005	0.861185014206875	0.826828571893515	0.862131795212823	0.666684100845717	0.86414185170245	0.657588736434778	0.911699236393767	0.681565649755972	0.709928219486777	0.689064698453499	0.755965571717007	1	0.160969201149107	-0.109109077383725	0.804399885794339	0.403979176259095	0.667129375103106	0.877827298697086	0.925029023294341	0.628887841942787	0.892083713883775	0.748961688309479	0.572290501646985	0.88595311043862	0.789000215846854	0.653635256930248	0.791591650243856	0.384428388544026	-0.104014550508423	0.771401833938303	0.726185156153871	0.561497506518045	0.900422443616842	0.737079315861813	0.823971349990036	0.646005350999985	0.702243963418863	0.410926329345516	0.470776392068645	0.5954700678298	0.381101233949089	0.806468948724634	0.738393375571454	0.868141386138134	0.842389668012528	0.866752786390087	0.633915091162123	0.810749484756376	0.622808437895332	0.752493777776159	0.414326641800929	0.867891193701788	0.506146033851606	0.661333792636919	0.852104896534782	0.801149802152723	0.792558824741849	0.372776772809455	0.880327759361195	0.885465336230388	0.688911260935144	0.814243986839158	0.372862666759839	0.793693169249465	0.339121270023223	0.764449424391087	0.472623510957477	-0.24604251696495	0.630420732895476	0.454343671047607	0.900595174428885	0.503125663119413	0.701685826606989	0.661472946081857	0.425825284699066	0.859570472621656	0.769373968038077	0.260499118513891	0.394646620744782	0.527481269825709	0.567635229170037	0.720346425948499	0.497272305749114	0.418385073526978	0.767965684894307	0.633070417213	0.377583397370175	0.805328447489736	0.826610761651897	0.852155299406341	0.706732864313803	0.46520013862107	0.777205845201072	0.88060163657263	0.501571266833104	0.437713115600194	0.85902164879454	0.752446955717221	0.901763276250428	0.847025667382779	0.843412033835531	0.724462139512857	0.809918731471428	0.870751647738265	0.797533267969444	0.577677690820916	0.438797388286814	0.648920095826934	0.76101091351119	0.853497537638592	0.871430206501881	0.721287906507383	0.832513204459329	0.858083829476742	0.896375826897946	0.418765699981327	0.928262228494475	0.85595818106137	0.644383190944825	0.658630340524408	0.794870456984122	0.7387512721179	0.527054368178425	0.764595396136574	0.73743194670976	0.781894791691325	0.80883737893529	0.870103867378151	0.739175323312631	0.532821765643267	0.81009550714961	0.229700395989128
ADRB2	0.632421981796299	0.554974475455958	0.160817136827712	0.774473097101255	0.588440021089565	0.477099542178744	0.601032502778847	0.316541903210423	-0.142649376088247	0.556435878397839	0.508367463639481	0.533415910351029	0.403801707878246	0.670657794359515	0.383097757227522	0.637215738323677	0.497280886590401	0.127691035788054	0.718586158646263	0.583194540464245	0.207247045494747	0.608909757606388	0.152234341726836	0.410370870717145	0.338119349157685	0.643781004942552	0.306649358560815	0.574780214203367	0.307329031694438	0.499867694627082	0.526408107227453	0.399249209173329	0.468427948382822	0.160969201149107	1	0.676431936543164	-0.144157020158741	0.706620819122511	0.590898805698368	0.312249412695159	0.293289846052654	0.652745513161228	0.181674205523255	0.552232826885493	0.652039287761972	0.328257118959323	0.486444899125974	0.523253127358497	0.205043006106041	0.535173981983677	0.463974218250386	-0.0608801137831704	0.000705423390798194	0.617697352319554	0.247569915973651	-0.119157776810984	0.508138837933291	0.569318582699883	0.542912568640434	0.753429376758718	0.689901191486589	0.619525370401607	0.635625533062959	0.535587939398052	0.44998675543885	0.161321014824484	0.275089312401134	0.353804650741821	0.538235967238346	-0.281976265418748	0.505707137093427	0.546621917360121	0.583114430935036	0.16542964907619	0.460483976401538	0.629957159240487	0.387697162182441	0.436945519654808	0.413190438273156	0.701479483054651	-0.0825096393937558	0.379610115925413	-0.415954868937782	0.41115388441424	0.721820760229852	0.395466234860849	0.650613119179148	0.468848874761493	0.645563463861539	0.551826303622702	0.58969905858453	0.601851572411242	0.00821776741483452	0.664042613416087	-0.379630779573028	0.22069420660649	-0.158680159457948	0.127848281197565	0.486518168750175	0.784080136564339	0.701201921291004	0.553241973219963	0.63546383501588	0.528310393044214	0.508432226669703	0.699992563248739	-0.291542113492056	0.198437134818584	0.53687702572507	-0.0230045975066016	-0.212355355219138	0.0713014079033131	0.236553807184466	0.547499188691232	0.142364677212099	0.244431874506892	0.553015212478685	0.697326244118137	-0.0343052251958353	0.305223683474242	0.125084677256874	0.332785846536495	0.00149600580361877	0.354015169639614	0.443904444231742	0.375046782280588	-0.166193084475175	0.681775935725083	0.555021140455948	0.598034756444776	0.28351717100116	0.441253090710618	0.165249801815619	0.458556747015421	0.352074605684672	-0.0267832506458391	0.132588835176385	0.659718106221809	0.205217835639666	0.327564774517314	0.0486154925808311	0.44499269300056	0.456953721305665	0.277140906745245	0.355798305003484	0.270460774928372	0.189020752828747	0.427939394641896	0.470263517859577	0.280784972909276	0.388026074826594	0.433073163486564	0.520716657234581	-0.0345171836997213
P2RY12	0.385670085577737	0.383673864556351	-0.18946919408155	0.663264822257953	0.279391008372607	0.272618341218576	0.440657807597191	0.0989038476178576	-0.438872319831201	0.344076445950744	0.348206367421851	0.529718508721121	0.128654146521398	0.483108558593895	0.241572738559029	0.441481000190035	0.459288522290819	-0.129001831511745	0.642693691727716	0.337582866249123	0.446953921726936	0.625147234780139	-0.120113149376821	0.288405541616277	0.0893792577625451	0.563280875466196	0.0596855079790115	0.556990791315242	0.0284756738739268	0.421977243644372	0.351057797847533	0.280716536759172	0.17458806989552	-0.109109077383725	0.676431936543164	1	-0.447534002384781	0.721923073713426	0.492572111130564	0.144649993548738	-0.0380820856617532	0.569778898776339	-0.040150497472284	0.380906701982317	0.512996746122356	0.0564016790819138	0.262731683824146	0.264045456389503	-0.0745873358661272	0.670675153160708	0.732075489986847	-0.140155557635488	-0.258359114494312	0.517917629203219	-0.0337837128082948	-0.376777871434302	0.224408283415186	0.498440487729147	0.291593806693464	0.782655366514966	0.647728049923638	0.420481003902073	0.615528699133207	0.254265675850717	0.279962225743157	-0.117562075151805	-0.0488606593333308	0.116157198772931	0.538919689536206	-0.540052442102012	0.452730134765317	0.356191870342448	0.691610640742626	-0.146586970703315	0.40133558421539	0.440707639419361	0.176015397635579	0.229649556535448	0.153309634332198	0.685112535846013	-0.354845771224479	0.205637741406731	-0.692009897742604	0.202428779933814	0.561661844911088	0.325169611273018	0.707544866766758	0.30060760671538	0.511150660879998	0.816125422600119	0.503868832308106	0.515651059438857	-0.278511427959286	0.64022189076589	-0.650230257872014	0.102371916097891	-0.129851234009197	-0.156843149002316	0.335772237673886	0.736990522284685	0.562537205481933	0.531798740219003	0.589965076246088	0.416156850718122	0.578072502071785	0.637118254354403	-0.580448580218704	0.186190092633961	0.523620578060161	-0.357626989993191	-0.495982695190692	-0.196670053524164	0.0494982574765555	0.53330663353664	0.0524637297000656	0.00505557105107952	0.507433357100574	0.665762398022284	-0.26099615741033	0.199969287155618	-0.159228656719383	0.143867030643573	-0.203049383765125	0.224257958892097	0.23438671321984	0.0667824963437226	-0.380388801194103	0.588854076246843	0.496044449379663	0.364158924438806	0.0621303261357325	0.19784150751894	-0.0833891190410894	0.238719944235394	0.0558391548642251	-0.373725137189193	-0.14257879978159	0.763126513978323	-0.0537931949578899	-0.00747929522779301	0.0319690638266443	0.265178931748193	0.288998024380318	0.171479956785502	0.40500586586476	0.145072975656322	-0.0731106673239739	0.244162706349444	0.240140804093752	-0.0492839421410575	0.270207652153412	0.25805544210635	0.300168708577012	0.0387748030891449
