""	CD74	TLR2	TLR1	ITGB1	SIGLEC10	SORL1	ACTR2	APLP2	PLXNB2	LRP1	TNFRSF1B	KCNQ1	KCNQ3	VSIR	ITGB2	LRP10	NCL	TLR4	HAVCR2	CXCR4	ENG	LAMP1	CX3CR1	PTPRA	CSF2RA	PLAUR	ABCA1	ADRB2	C5AR1	TREM1	ADCY7	NCSTN	TREM2	NOTCH2	CSF3R	TNFRSF14	RHBDF2	ITGB5	ADORA3	ITGAM	STAB1	TNFRSF21	RPSA	SIRPA	AXL	P2RY12	BMPR2	PLXND1	FPR1	SORT1	PTPRJ	IL6R	PECAM1	TFRC	CD33	TLR7	UNC5B	TMED5	LRRC4	RYR1	ITGAV	GPNMB	RXRA	PILRA	STX4	NRP2	JMJD6	MCFD2	TSPAN14	RACK1	SCARB1	CD81	LILRB1	APP	TNFRSF1A	PTPRC	ATP5F1B	CD9	CD69	SMAP1	CANX	CD47	CD4	CCR1	PTGER4	C1QBP
CD74	1	0.792118006023893	0.650246328278936	0.794543326050912	0.726613743646704	0.704924526799477	0.897772824337431	0.777845802238663	0.690982166083913	0.748717539534737	0.802443115318386	0.755261406804571	0.627148674402502	0.859744769383886	0.844031741171298	0.765734210074978	0.833367952769213	0.537040020305337	0.839888167372715	0.572031565587365	0.799656988873349	0.760827599889556	0.782861015094992	0.619330083873098	0.876397402854516	0.738316809736697	0.728297236563745	0.212110778020277	0.622257291486916	0.543336903849984	0.606137021790237	0.637367203713084	0.765116123440583	0.547070949772015	0.673962238188435	0.858281610914062	0.692918063394901	0.611823090784262	0.853011706960279	0.644458333065005	0.757663921247197	0.512870233574711	0.920182620008921	0.729678923162492	0.898941130271434	0.678834508212063	0.691449836704585	0.511917427413161	0.821459334669889	0.704493999433323	0.721587233296068	0.595488507249002	0.739859883254665	0.530008073285866	0.890148650730849	0.688694973271347	0.78284417918274	0.785742799284233	0.507793096550406	0.651495232509559	0.695854796581121	0.297325485454853	0.741943885441812	0.847073645064322	0.744726040917056	0.455140363549604	0.656644838219826	0.787940973327764	0.674175993379939	0.9047649345387	0.690426445422735	0.858693829813947	0.815824920735744	0.306232101703657	0.844675796654402	0.787661193403418	0.872740595256651	0.409509575884964	0.513128022583531	0.858534241121278	0.803003683509255	0.839029074858553	0.871363038970679	0.828595738591236	0.611708261607058	0.872963357537816
TLR2	0.792118006023893	1	0.678248447471427	0.744436559431033	0.782737676737752	0.768835730970368	0.865698255256579	0.835521079754362	0.589329315681589	0.782768646813452	0.912832540684254	0.652182938461664	0.762821477069619	0.707956656180383	0.757745917713568	0.71875477808678	0.872977337514159	0.650815769394051	0.856099479695116	0.68768207801838	0.716540351698285	0.676429147654143	0.770422406904662	0.661898525206227	0.867973528698981	0.85826166047559	0.817544985894617	0.273926540980059	0.834264048121464	0.770209096635568	0.688744393433234	0.684615278430394	0.658087348052842	0.6105454078342	0.823604390006798	0.706575163369896	0.860219248768795	0.656233907270601	0.776593835652524	0.620902064089096	0.572345134686473	0.530997888681763	0.690609927788887	0.726206999576032	0.732473566025336	0.642378230005417	0.683069540475112	0.515621263679067	0.848293009039221	0.784344435506526	0.822279980338616	0.792076115022765	0.742394889965263	0.774900219317013	0.639027562075166	0.717981835183479	0.865164419460553	0.833008782407152	0.632521932905149	0.756788107592069	0.795468088458403	0.29526212466777	0.739568511115811	0.668334125771049	0.833967782409514	0.66638462405535	0.775567445859327	0.661883057079679	0.813476451398903	0.668158677333266	0.68181054973479	0.702817942476705	0.872956210854779	0.40632988752959	0.721176132253619	0.880206534781615	0.689269971489792	0.421399718568556	0.730482387139831	0.785215335492621	0.804428332614274	0.733464716672344	0.822327544119053	0.788994780132027	0.787143215318031	0.661196607942653
TLR1	0.650246328278936	0.678248447471427	1	0.63487052308115	0.667469414774409	0.734828798767208	0.730981217344166	0.6752607546328	0.631782922384555	0.673976800938386	0.705228087615356	0.627797348755199	0.627816625662981	0.60410350242662	0.625607838020256	0.607401187781271	0.693596357775373	0.636707904798774	0.692295323449275	0.425455888816682	0.574917719257665	0.615685009791405	0.731663832231021	0.51001933280672	0.740350556088007	0.531838269989559	0.629517307295913	0.274027000765537	0.516025494145271	0.448548865145181	0.648718171600275	0.605040158074852	0.567784193109428	0.411372762002732	0.68288491161672	0.596893906125783	0.696605975453034	0.544204404761398	0.697971962122115	0.69542794330443	0.450165523854578	0.400260005311859	0.612546859205515	0.617408002703278	0.626758973446565	0.730250219555373	0.539524109496494	0.473732255260673	0.649779047449248	0.670474454427635	0.753073121083304	0.589092858056249	0.534065983098732	0.461705875825015	0.643778883309592	0.615711202048214	0.637667385107788	0.666216420835784	0.619888929359439	0.676091511226721	0.61361956133903	0.244364181084207	0.574086434013495	0.640312403167979	0.587678816512907	0.450210327311515	0.611069474021122	0.574686367560706	0.681166527390851	0.609257512874504	0.521060793895738	0.603589169342693	0.662347196328069	0.205120746979345	0.664739555192896	0.786182029045884	0.579942840191212	0.305732498543426	0.500096031381217	0.611815327745942	0.624561149499991	0.585988397276674	0.685428232671198	0.663642286476894	0.517833292669069	0.612524920563588
ITGB1	0.794543326050912	0.744436559431033	0.63487052308115	1	0.651743460476779	0.748832776952168	0.90690203897434	0.933672908957311	0.69590697615504	0.83986823907868	0.792581864321467	0.627472815651013	0.652810713628938	0.666440161350056	0.941449319385145	0.926263391543158	0.877314007635319	0.549084353836491	0.882195221504671	0.578131127550296	0.794553976780525	0.888675843215888	0.696383993954511	0.777424920034372	0.823564676751319	0.742048013368157	0.776106921766004	0.257151760166734	0.689310896788534	0.557529659458869	0.549567566761486	0.760370321999507	0.921407028375055	0.656452056325165	0.651227664539814	0.844106903735014	0.743328462817629	0.667022937681713	0.811420261704227	0.59775394494405	0.553289489892844	0.471177734065956	0.823988737547112	0.923592191288271	0.85511747039791	0.59419131900608	0.801298785445095	0.655569696932684	0.836373047515765	0.855126315543296	0.817716856702087	0.731740328264096	0.842170236148478	0.670157336602588	0.78396422687142	0.667712733727141	0.762653638127935	0.86786365429746	0.569671345703761	0.614391343983046	0.854750756127568	0.652136617092841	0.759009533954666	0.770895089979966	0.848387691360062	0.638924275357173	0.609626006315295	0.873844178720521	0.756883643951669	0.808636619372016	0.741959910603384	0.91394836143288	0.778222340223268	0.478427398298634	0.727534993165023	0.816672601461545	0.882145060290389	0.807894737204261	0.517192638650592	0.879851660635428	0.952829973444864	0.778681990097198	0.750239311142741	0.807941562098437	0.655352847075632	0.845447168856229
SIGLEC10	0.726613743646704	0.782737676737752	0.667469414774409	0.651743460476779	1	0.824580182512421	0.800665780834563	0.716938964603452	0.67846203104495	0.770971797049417	0.832826305209007	0.707550332250017	0.759469253666983	0.745129934226405	0.67690859615938	0.652333663532484	0.788713523862212	0.658946362069147	0.774185209016069	0.594963702708682	0.639254878450966	0.658177624619562	0.833319030798351	0.59003073064975	0.82728833426823	0.709287549638535	0.723056975474757	0.337477340985693	0.71247683514822	0.634314263421573	0.697300037900159	0.60908139957736	0.573448730003619	0.546343181648694	0.762594579453911	0.632352709177543	0.841525172630789	0.594644627822751	0.773997524321914	0.689187846872691	0.52040026939708	0.489222574200119	0.654354877090134	0.647298580665994	0.6844032894725	0.776853245297089	0.657164847615428	0.516652578086256	0.779907739357762	0.728948574283058	0.769050680248091	0.725670067731513	0.607409340311191	0.648016507919546	0.626286658023379	0.699592612432114	0.79905376583178	0.720812855775577	0.677254980598232	0.753088734444093	0.68006081015034	0.134571879882761	0.706806905386696	0.688465377420001	0.704879526166365	0.596212084741651	0.700153088706446	0.606430202744437	0.804981213709923	0.647071815143517	0.637866972908247	0.641145964466669	0.778653653033941	0.357474235333568	0.730854123295758	0.837374333825245	0.622570239054996	0.239363777503049	0.663969827797583	0.705944089320987	0.684217145330249	0.641799250681835	0.83726989635687	0.771514365113574	0.657881618097442	0.641721016018667
SORL1	0.704924526799477	0.768835730970368	0.734828798767208	0.748832776952168	0.824580182512421	1	0.860415097450286	0.818083711750379	0.758624833855185	0.885480897559633	0.829489198046876	0.705245303796066	0.840704805489636	0.703196687679246	0.741068903835287	0.74916448358124	0.806330921898863	0.767614291431053	0.825882810713008	0.457558114905611	0.702123964974496	0.737456325898551	0.88848607218803	0.689325109503941	0.85541948570716	0.656356127235368	0.716106728935654	0.340787779846506	0.640906808701663	0.5080478641498	0.770131071762757	0.69666345277445	0.658691953225336	0.598101895748266	0.83869845457229	0.668704549286056	0.850751480153084	0.662914890676514	0.841597223798481	0.784386025574696	0.454143058844939	0.475789854293869	0.68866745628491	0.74582832487534	0.669571172919116	0.880542685853101	0.744711053863595	0.578770347427793	0.774611945530271	0.837824565109849	0.850888045961772	0.752639193103834	0.659436850925522	0.600622931883601	0.676342760491447	0.758296301080061	0.790802629066982	0.762518181653279	0.742476984914695	0.766494423308568	0.759617108369463	0.228717711211505	0.760754595616777	0.70473143172382	0.692977364900913	0.577776812010197	0.618981707528916	0.676573976361644	0.830934643086802	0.676102142336162	0.722442859326911	0.695998879656572	0.76766601518337	0.401670934187173	0.751046176442305	0.911121208133376	0.680707747224554	0.349475798036754	0.55599361015874	0.747757995023354	0.768960003638885	0.669937474713233	0.852109796836391	0.752910717213638	0.571798206647756	0.68630383191843
ACTR2	0.897772824337431	0.865698255256579	0.730981217344166	0.90690203897434	0.800665780834563	0.860415097450286	1	0.932237780091959	0.738198778199139	0.887253913967142	0.907145364926198	0.783797879136625	0.774252481933522	0.815970837113809	0.904161018060816	0.891574285359684	0.939841633573504	0.658478898052751	0.942764509398792	0.641333739383018	0.818559645308953	0.85764468195129	0.866839693141135	0.749443885597137	0.944757821119174	0.833638035803703	0.826257073250886	0.308321247199457	0.770745379147089	0.651021419159989	0.702904711175281	0.749600985259164	0.851468701091267	0.632355110512979	0.811172731497918	0.845558792729639	0.858802923958205	0.69520927257319	0.905891532388597	0.714435257811237	0.594273898289857	0.517491839416305	0.882950018961016	0.864198930036888	0.855209102631589	0.771974334688952	0.80444566079918	0.603383871432165	0.916881213265595	0.877883967807062	0.876104050821228	0.786418656089595	0.801409104228653	0.716847765501909	0.83979051894255	0.743383506459143	0.878075361519392	0.908643035450649	0.673974991804633	0.755661303282115	0.831003508380563	0.414067983002715	0.82957897724609	0.851997858390631	0.877583063657124	0.642096766155609	0.753741382360444	0.838174364783418	0.842927522261332	0.865159149673451	0.77807382678239	0.895617795029405	0.875771827509825	0.43887986475694	0.840399783589055	0.91256912784708	0.880333718222027	0.561251001991854	0.644338593445839	0.917049576975122	0.914146791082633	0.841601273050371	0.901343966128256	0.878157229571463	0.731221462042863	0.869382245753672
APLP2	0.777845802238663	0.835521079754362	0.6752607546328	0.933672908957311	0.716938964603452	0.818083711750379	0.932237780091959	1	0.699361411431991	0.888290838331537	0.87603414369415	0.663073615143867	0.733051471370075	0.665410716737889	0.902874790397919	0.894231690236385	0.91857288026489	0.614008164107775	0.908551758737487	0.647535378777173	0.795992325908402	0.854585769741188	0.760243349124769	0.78540835335286	0.870332318565141	0.823433562161515	0.845860792314346	0.248340907547909	0.79416761511298	0.666669148557335	0.645907555383992	0.763561539775982	0.85839627114849	0.68074120552166	0.748816126007321	0.79146973532642	0.847197311521727	0.693205049565261	0.812857879060839	0.621541558217254	0.55388596029712	0.539890716248257	0.781888131975385	0.914293751613046	0.813476006934531	0.651046672981568	0.823225735872465	0.656624955370922	0.873900699655988	0.901034729002411	0.867564588100165	0.831314689034593	0.80354985902601	0.775966107897406	0.724424574574124	0.71764823138368	0.831581231887459	0.915694709838276	0.665321555724577	0.711527115340484	0.894045227097901	0.543495131963092	0.793772793215466	0.74508265909146	0.894471328860324	0.719341681584677	0.71146733043784	0.823218746907037	0.849866169807943	0.759539283630822	0.765441504203105	0.858119081711333	0.828450449445758	0.507378227793188	0.749241405274619	0.878380310466126	0.828029566191111	0.71395097376053	0.650900299609519	0.879682065392226	0.949124860969912	0.784777914501866	0.800275832850191	0.831144084116158	0.742554252414433	0.788505477240878
PLXNB2	0.690982166083913	0.589329315681589	0.631782922384555	0.69590697615504	0.67846203104495	0.758624833855185	0.738198778199139	0.699361411431991	1	0.757562545011567	0.703668080963703	0.719695710948284	0.596914344140341	0.71269423569088	0.744457770044847	0.737520831199957	0.708538447191618	0.530974753913498	0.725850537786747	0.51774569750831	0.652638780966083	0.783982971090738	0.751887803351432	0.576871826047206	0.748641149892303	0.546631799837255	0.626289107440738	0.250470545860186	0.561329947304474	0.463161202723638	0.54656828098915	0.603741657252007	0.706921027964787	0.515759405401151	0.592026257692275	0.687021069640225	0.684302260856296	0.584735347348956	0.780004958723191	0.639759975556066	0.442223307586633	0.444562243943289	0.723583031906518	0.709000547001849	0.695847112853378	0.723032928616913	0.665048757201986	0.607216268352544	0.731216891660931	0.706631040847232	0.70923737391354	0.649137604665655	0.581296174600039	0.511323326184148	0.722433759608188	0.611298264048676	0.645417551449888	0.703950218414966	0.606851219092123	0.575382850202897	0.616939069975253	0.289698282087085	0.663944945476275	0.734386545922203	0.644556216213206	0.49738083546609	0.598114741772838	0.729305757768723	0.68501124096641	0.739707814770222	0.638808362046141	0.735831115073912	0.638713314755735	0.297032641679848	0.739584726246184	0.704568670720515	0.710858202280641	0.414930700266455	0.507078782013812	0.70341180178417	0.704642455771181	0.627006571846027	0.729727947633134	0.744388235423013	0.515408088121201	0.739468700501478
LRP1	0.748717539534737	0.782768646813452	0.673976800938386	0.83986823907868	0.770971797049417	0.885480897559633	0.887253913967142	0.888290838331537	0.757562545011567	1	0.856990148912079	0.727522082222812	0.768112326357502	0.720020650305642	0.841397036973634	0.839035235818037	0.877184632518617	0.674127242117014	0.884067496648269	0.619287803452484	0.75582559648626	0.858061412088985	0.805584658430695	0.783918685494656	0.872330670191754	0.726933108643075	0.848289297127188	0.281032424530259	0.737855201515267	0.58751522621414	0.64700133418423	0.75162649876422	0.781927983232841	0.716779840661569	0.744894319448972	0.78721172591572	0.82350751361607	0.68574016678602	0.846279424856563	0.719573282412541	0.537366508712886	0.596305727580591	0.789749495267748	0.837690168478639	0.784443682898762	0.740205284400013	0.812897589048722	0.712490668180007	0.827058895437157	0.881502008466193	0.871718661107155	0.797100825343201	0.791697523184857	0.713483079389428	0.729775084695926	0.736491461226238	0.831573862389954	0.846949342260849	0.750686990151647	0.73692425442086	0.811709540649016	0.418982519636358	0.808147918234179	0.775131325306106	0.811270742351502	0.694115988227098	0.688439174750651	0.807682355847746	0.853862524827971	0.785185969614499	0.753593275300748	0.808159165837355	0.752709479000628	0.528915386736221	0.791186636433006	0.866318523059752	0.805432660164074	0.529572686451117	0.616657159941879	0.851129658014828	0.867196957212073	0.751172413707036	0.834754041835087	0.843265674546973	0.677237356093984	0.796588864066628
TNFRSF1B	0.802443115318386	0.912832540684254	0.705228087615356	0.792581864321467	0.832826305209007	0.829489198046876	0.907145364926198	0.87603414369415	0.703668080963703	0.856990148912079	1	0.740149193536273	0.782827505500077	0.768389631756842	0.819542930198292	0.791900424964228	0.898077652977444	0.661235730405128	0.909952258572747	0.765770664532752	0.772552466830028	0.765257955610903	0.835727135837804	0.659834830776654	0.919561825526128	0.887272163877254	0.85825636473285	0.255428426147475	0.886450626286766	0.807580964447929	0.659403043086538	0.712092396304384	0.739643325866163	0.604463900328858	0.824636922974544	0.746441341184189	0.902860388248637	0.682839968846313	0.83808666979978	0.679876586381192	0.546807079678887	0.499223794586287	0.741931212340455	0.790670457057686	0.772835137111553	0.716779730839335	0.711684897840008	0.620521051455627	0.923967303394833	0.822880581135282	0.863507114676846	0.861714200678935	0.757227038140263	0.827967179141338	0.70044450600032	0.713861972778233	0.873818779624525	0.881112985153628	0.71423481707413	0.754122149968809	0.784634438987794	0.316379337242218	0.790522372560549	0.757293201223972	0.884728479915278	0.735005021036009	0.839761222791107	0.727546094182248	0.863131998239128	0.737354140207914	0.730836803193346	0.775756871413718	0.878456092224093	0.367206105916586	0.806378220745689	0.906559023102466	0.737024571954522	0.45585221698425	0.799464787445726	0.819544720074255	0.833907260968568	0.748873163798326	0.860322635421617	0.867589135788963	0.830163863828681	0.735409662160877
KCNQ1	0.755261406804571	0.652182938461664	0.627797348755199	0.627472815651013	0.707550332250017	0.705245303796066	0.783797879136625	0.663073615143867	0.719695710948284	0.727522082222812	0.740149193536273	1	0.600138928633109	0.827786056692098	0.666786267952585	0.659761224266889	0.744466469978794	0.555982516914423	0.755619352379411	0.603961632326799	0.61072000270016	0.739312432445161	0.765982095758768	0.554934689928262	0.813647243991762	0.613857953592233	0.670511934643945	0.301260172235209	0.612252323700668	0.505670978503318	0.534277119608582	0.547716700476822	0.656894730321059	0.4532736661519	0.671571852182625	0.694922916315693	0.701072215333629	0.546397558739069	0.816768506914827	0.666978521342377	0.449343524272104	0.405874368882958	0.777098455913385	0.620327086237768	0.694362348915601	0.749518538587441	0.609951994984609	0.521870784173298	0.776291726523327	0.65649638881473	0.710328522290697	0.611010248416068	0.578432660448962	0.52885791978861	0.785595952770282	0.593124865405461	0.711660989594096	0.694557009993943	0.609633480851423	0.65333519463725	0.541621886548066	0.150674959176076	0.706324541787218	0.841619298415626	0.683808527755456	0.484103760876503	0.70055567001472	0.652908219347917	0.680066551026486	0.801760563438774	0.575296776088354	0.725050323501564	0.665610538736254	0.255036540527601	0.798068951599953	0.70585377050056	0.722761191316694	0.237506784880163	0.571692111626519	0.742049749131361	0.627954796564139	0.683394608792094	0.807473345652271	0.76436547459604	0.57184242275126	0.760164966455639
KCNQ3	0.627148674402502	0.762821477069619	0.627816625662981	0.652810713628938	0.759469253666983	0.840704805489636	0.774252481933522	0.733051471370075	0.596914344140341	0.768112326357502	0.782827505500077	0.600138928633109	1	0.587398647341935	0.660162482066232	0.635445241575911	0.743758867015662	0.711555437515855	0.765093503000831	0.477168042670681	0.596959957248333	0.585726310145015	0.766297829549043	0.628222663719858	0.80059218613101	0.689637262520681	0.672136049340575	0.35217128054591	0.650233098683961	0.579594238925788	0.708831263756299	0.592535220541115	0.546156836500437	0.490411695095247	0.805851544910609	0.581701520821334	0.832776247476349	0.577305950557191	0.739355126525462	0.69006598805093	0.411821482546173	0.411053993068717	0.556021341961095	0.628362553899212	0.571720308766491	0.734770304798993	0.63021381341022	0.472166121899485	0.722294315522258	0.759546971504464	0.788665642389014	0.754473157829216	0.597393531134937	0.631098550401451	0.540113276350431	0.652678632979825	0.747917203788272	0.705856406512482	0.633976308961022	0.758195154783673	0.700919612957997	0.196009610836232	0.633908906205117	0.551390033130705	0.661590882385737	0.562165240363631	0.626542190119217	0.541252313289238	0.763757353795703	0.53294266772224	0.680304958307621	0.567091288518097	0.735165313282225	0.335990984712717	0.59673798748342	0.846662880299127	0.548969268853259	0.306074673077784	0.580335621952723	0.635882337218489	0.692243150931328	0.591765673951584	0.764332166283186	0.66599305837532	0.67050950950576	0.533819908009625
VSIR	0.859744769383886	0.707956656180383	0.60410350242662	0.666440161350056	0.745129934226405	0.703196687679246	0.815970837113809	0.665410716737889	0.71269423569088	0.720020650305642	0.768389631756842	0.827786056692098	0.587398647341935	1	0.756690801794791	0.715799343929239	0.753124560317647	0.52681429405243	0.801810286578631	0.628675612674485	0.696508793604415	0.770226961905969	0.836409366391781	0.543881149475916	0.866907778114688	0.676227170814068	0.640527631969001	0.352785261393908	0.618153561220415	0.526144616748002	0.540206949218486	0.597336266525988	0.724181014408294	0.434082844894532	0.662897281423598	0.782065841138719	0.664200122063978	0.565169237027355	0.862667024532357	0.663747997755503	0.526493907500812	0.417924774974606	0.863242625560936	0.648495985061255	0.768125733410305	0.765628072062963	0.618430716858875	0.493191601082336	0.811491810702587	0.637202451963534	0.696010333103239	0.562610758757144	0.649954838167623	0.510341971871434	0.865922379135113	0.657868977143947	0.734049514092859	0.708931367863509	0.580690449542846	0.596714629527019	0.538078977562618	0.200049842829183	0.716288608812207	0.888153175393363	0.687131527689551	0.442980933502125	0.683116847027481	0.73079474858426	0.642479982647654	0.881275142243452	0.625214661187078	0.827957044616052	0.706548477345835	0.243956395685083	0.878962463285712	0.708651490901315	0.804590491442016	0.262311525076045	0.557469470295423	0.783754405538717	0.662571437768146	0.736705513783478	0.865618740303093	0.791631012838926	0.556232067062092	0.839935520994932
