""	CD74	TLR2	TLR1	ITGB1	SIGLEC10	SORL1	ACTR2	APLP2	PLXNB2	LRP1	TNFRSF1B	KCNQ1	KCNQ3	VSIR	ITGB2	LRP10	NCL	TLR4	HAVCR2	CXCR4	ENG	LAMP1	CX3CR1	PTPRA	CSF2RA	PLAUR	ABCA1	ADRB2	C5AR1	TREM1	ADCY7	NCSTN	TREM2	NOTCH2	CSF3R	TNFRSF14	RHBDF2	ITGB5	ADORA3	ITGAM	STAB1	TNFRSF21	RPSA	SIRPA	AXL	P2RY12	BMPR2	PLXND1	FPR1	SORT1	PTPRJ	IL6R	PECAM1	TFRC	CD33	TLR7	UNC5B	TMED5	LRRC4	RYR1	ITGAV	GPNMB	RXRA	PILRA	STX4	NRP2	JMJD6	MCFD2	TSPAN14	RACK1	SCARB1	CD81	LILRB1	APP	TNFRSF1A	PTPRC	ATP5F1B	CD9	CD69	SMAP1	CANX	CD47	CD4	CCR1	PTGER4	C1QBP
ITGB2	0.844031741171298	0.757745917713568	0.625607838020256	0.941449319385145	0.67690859615938	0.741068903835287	0.904161018060816	0.902874790397919	0.744457770044847	0.841397036973634	0.819542930198292	0.666786267952585	0.660162482066232	0.756690801794791	1	0.92678975805893	0.840003673947571	0.531178520324219	0.906375323895015	0.623320043186911	0.832098456383824	0.906918445387967	0.754918412976988	0.689618724633339	0.865187126656453	0.759504915795596	0.78036841521552	0.248088540540189	0.707614949821244	0.59231328748943	0.561010126642268	0.76761677575936	0.943544443852811	0.568351654857247	0.643421678582006	0.884536099822892	0.747940109145642	0.673222704346093	0.851503818250764	0.606580990447584	0.609939411313387	0.436257759750937	0.847443341493366	0.920085814133597	0.891253820155645	0.628385927202657	0.763614688223067	0.698835808891177	0.858136937231831	0.814595131910228	0.822910029890966	0.736020705632785	0.843362491206416	0.674052021742454	0.838944193117617	0.700021194729853	0.773314620834552	0.8641799974435	0.573455152873466	0.595805154418782	0.788121446403532	0.599939612379358	0.737694142797311	0.82096691976245	0.836995122185946	0.627348575629192	0.62820956984606	0.876401078635154	0.764572832056122	0.84177928870291	0.738490583674387	0.950455280351134	0.788572942471802	0.343683704437112	0.793311322338289	0.806938408163332	0.878853618969019	0.735556424070604	0.544384196007945	0.855132413733724	0.928008372947426	0.778194689778546	0.808711511182736	0.846372243128398	0.667362715235252	0.861740176206345
LRP10	0.765734210074978	0.71875477808678	0.607401187781271	0.926263391543158	0.652333663532484	0.74916448358124	0.891574285359684	0.894231690236385	0.737520831199957	0.839035235818037	0.791900424964228	0.659761224266889	0.635445241575911	0.715799343929239	0.92678975805893	1	0.85377852243547	0.526639753794257	0.891959481608522	0.600370864003316	0.760890545165303	0.904647869007148	0.751295019192613	0.74467367923588	0.832844005124408	0.747118961442234	0.769031369662949	0.279039899236739	0.707425857006747	0.58433984251935	0.557896092794473	0.750617060479564	0.926951026122615	0.603044471369459	0.653351134098373	0.824051174804348	0.742277277335697	0.617814532937841	0.823106912055926	0.560706201896064	0.479992654285957	0.444882365516546	0.833953884888905	0.910916295637642	0.804735148112042	0.63366404873344	0.785367205845225	0.65860397441081	0.851249473408039	0.842250334775902	0.806780631839425	0.744474063835378	0.79003848305873	0.687290718240613	0.782632271901966	0.670152535727332	0.76339413021191	0.875032224922765	0.600968843837986	0.614532757136031	0.802078788526544	0.596894337633037	0.744167381758034	0.803349207360175	0.844393367224919	0.655054079315853	0.648397762931252	0.874128887092953	0.763490232239755	0.819779572193824	0.736183838218498	0.923674675542942	0.755617238705714	0.453890910410914	0.761629044671884	0.784396761466759	0.865867164119254	0.735541996028983	0.557599996086773	0.863615783530308	0.9145092060522	0.7533177579702	0.775660028954402	0.81033113485376	0.663196726738634	0.850766252677996
NCL	0.833367952769213	0.872977337514159	0.693596357775373	0.877314007635319	0.788713523862212	0.806330921898863	0.939841633573504	0.91857288026489	0.708538447191618	0.877184632518617	0.898077652977444	0.744466469978794	0.743758867015662	0.753124560317647	0.840003673947571	0.85377852243547	1	0.639370440257065	0.906294602290197	0.701720907412376	0.765647684260728	0.8190128620161	0.787098227096512	0.845038988730969	0.906019772254391	0.848750860255024	0.846324528824864	0.286726003484668	0.814973998500783	0.71954201978461	0.648345043230285	0.743407055269392	0.791625268686018	0.747393372826126	0.787573525917809	0.795995341914879	0.856149718010456	0.655442452075848	0.843305509849632	0.646338571664477	0.546973482011609	0.625518693464335	0.852159870583427	0.827944716402759	0.802769037274166	0.690027748927647	0.839152837283861	0.567518694776648	0.909628926374299	0.893499284450789	0.85121993731258	0.796673892054294	0.754672512339336	0.76859211738665	0.75272788846589	0.713267519490841	0.880554697210394	0.913383166737163	0.689353406210808	0.76443844416369	0.878094922526071	0.375405063449081	0.82135802025344	0.776703448168707	0.90588541220809	0.679810436391253	0.794831698394125	0.821978857327555	0.854211934943174	0.824177293234589	0.767117155176259	0.833102294746263	0.860245668698817	0.606986300164175	0.786290752298465	0.880094032919978	0.853598999745972	0.572195691476869	0.710777960773289	0.916919268274242	0.915970744937706	0.843139421542079	0.839025450594018	0.836681759693619	0.79734147741666	0.840895140125364
TLR4	0.537040020305337	0.650815769394051	0.636707904798774	0.549084353836491	0.658946362069147	0.767614291431053	0.658478898052751	0.614008164107775	0.530974753913498	0.674127242117014	0.661235730405128	0.555982516914423	0.711555437515855	0.52681429405243	0.531178520324219	0.526639753794257	0.639370440257065	1	0.637165925471216	0.296454649633955	0.527517951238931	0.519691740988263	0.680903080414238	0.537521018570173	0.664441408670437	0.477818435876442	0.53441060991593	0.428023613422876	0.463572431237369	0.379996929793562	0.598537794567281	0.56067847789819	0.438010913456156	0.446291861086381	0.728429194271011	0.500636346436232	0.677691154815201	0.531032734973191	0.639917369674437	0.695541309349788	0.389907370405958	0.360280547422046	0.490244798347388	0.532117395588491	0.501589845970303	0.690354080819111	0.555558625277365	0.404189299644159	0.564893066929985	0.653729402554276	0.699207514582702	0.599937701263853	0.498864762971582	0.411722737354837	0.505890054621936	0.567279209254204	0.605678744875768	0.582650316196854	0.562985729464076	0.705717759821735	0.534640190463929	0.109866351208088	0.603019786455072	0.512298000213063	0.532035172358731	0.382156102623386	0.45957545941514	0.49384805118554	0.64890136339148	0.478144295944034	0.549758552649747	0.47063674650119	0.600795972713428	0.289727921138585	0.531774665783399	0.761089802319374	0.4824634877301	0.202605096169683	0.393238969475996	0.545338222974019	0.569780165601778	0.52913495289022	0.675090608114338	0.554984872391771	0.455142739844198	0.48147673510342
HAVCR2	0.839888167372715	0.856099479695116	0.692295323449275	0.882195221504671	0.774185209016069	0.825882810713008	0.942764509398792	0.908551758737487	0.725850537786747	0.884067496648269	0.909952258572747	0.755619352379411	0.765093503000831	0.801810286578631	0.906375323895015	0.891959481608522	0.906294602290197	0.637165925471216	1	0.685931738566519	0.805442972533077	0.864253865405642	0.847117503474739	0.703152242665099	0.944017820378778	0.851631708906925	0.839385924632171	0.311143659760286	0.80589808292218	0.692724239701745	0.632809744106461	0.740298355003901	0.881409539258435	0.567949658385263	0.795348322642099	0.840110213390898	0.868443888685413	0.655807011910872	0.902069531052801	0.656909435538581	0.518806042938055	0.457495719707679	0.840787083053125	0.876489997004303	0.806937013824969	0.725188366390195	0.785445022363152	0.622563287781641	0.934390562759777	0.8600591828583	0.879217948858302	0.841905233596124	0.801960482010604	0.775379426502091	0.810632406951321	0.758861417835911	0.879795742895924	0.918185437882146	0.67335247960421	0.748560622832383	0.821983359343437	0.46202225697587	0.782239813638181	0.831919556654651	0.889565682690546	0.707568841477717	0.77541089711993	0.813131558680209	0.845051328814056	0.831739573376128	0.776830025611309	0.898967628884534	0.841858251820163	0.388434736454451	0.858078609457881	0.895468117220944	0.84340572983081	0.578149046808145	0.698809936721127	0.871578901053396	0.885686138368244	0.821380685967098	0.882553240944598	0.886034522879056	0.777803860814318	0.828349125783055
CXCR4	0.572031565587365	0.68768207801838	0.425455888816682	0.578131127550296	0.594963702708682	0.457558114905611	0.641333739383018	0.647535378777173	0.51774569750831	0.619287803452484	0.765770664532752	0.603961632326799	0.477168042670681	0.628675612674485	0.623320043186911	0.600370864003316	0.701720907412376	0.296454649633955	0.685931738566519	1	0.543318930741633	0.60274463483362	0.494263016789739	0.448975855874902	0.688493122052949	0.775451479968264	0.753797955677546	0.139711777153646	0.871626012502521	0.835487435557723	0.34408595342836	0.51318292223945	0.613597682765003	0.450109700050371	0.48493363123865	0.577919316686315	0.681717262861723	0.542518380703497	0.610329353287288	0.370142165372074	0.360535722852364	0.408031733959489	0.550166777133709	0.633566481717352	0.63922520277271	0.348393611551488	0.467883029291723	0.601876449012982	0.804531586661513	0.542750617521507	0.588842546643461	0.711682250984841	0.593882126507434	0.819208957737571	0.505795737440239	0.505382550964437	0.661209317203462	0.71688598168761	0.508738900692933	0.509630660530943	0.548124481253067	0.34461811556054	0.60528201346229	0.614620204541897	0.785803316462651	0.691415880492196	0.813148537692008	0.571590873469253	0.674008024142122	0.573645607925959	0.529617847417176	0.622470410846151	0.623100906406436	0.249036646829542	0.623929393544453	0.582974756662635	0.578423122757363	0.432944481226821	0.87138978634107	0.629122205991974	0.606524311873492	0.515990983230361	0.561028332847944	0.693496307698108	0.827025582321718	0.561780386566029
ENG	0.799656988873349	0.716540351698285	0.574917719257665	0.794553976780525	0.639254878450966	0.702123964974496	0.818559645308953	0.795992325908402	0.652638780966083	0.75582559648626	0.772552466830028	0.61072000270016	0.596959957248333	0.696508793604415	0.832098456383824	0.760890545165303	0.765647684260728	0.527517951238931	0.805442972533077	0.543318930741633	1	0.765264243646191	0.698020801767614	0.584815167527723	0.773066725314547	0.695045299612302	0.714694322580424	0.202119169181716	0.632138503231945	0.510039613527878	0.545690806856199	0.648781347770751	0.765339686896963	0.537503913504092	0.616128154418416	0.779131412931947	0.687099383936728	0.623056366018043	0.771575134593138	0.564055953295233	0.64209844856375	0.424286724008937	0.774185217542667	0.782420458632649	0.793962046438684	0.585535765924726	0.711162200057121	0.599574774848668	0.76745475981906	0.73001839047926	0.691954806871128	0.67369034261568	0.742735405091311	0.586600789629956	0.756159610369023	0.589545361184715	0.723853688646739	0.795229889078692	0.555382509510492	0.586531173674544	0.694430714606482	0.37513102486227	0.676055734796805	0.697136123796713	0.723879623301924	0.510609867986175	0.581514625654194	0.771679470659277	0.684854802401112	0.758949565483582	0.718069732256067	0.802802379448103	0.757261380339514	0.326802337181906	0.753054790628979	0.731763408620135	0.770859082524062	0.534951547141553	0.5016533327672	0.772524659795363	0.816644088421462	0.718525979579071	0.742836003917327	0.763316767981684	0.592097785773803	0.772492706967086
LAMP1	0.760827599889556	0.676429147654143	0.615685009791405	0.888675843215888	0.658177624619562	0.737456325898551	0.85764468195129	0.854585769741188	0.783982971090738	0.858061412088985	0.765257955610903	0.739312432445161	0.585726310145015	0.770226961905969	0.906918445387967	0.904647869007148	0.8190128620161	0.519691740988263	0.864253865405642	0.60274463483362	0.765264243646191	1	0.744991656252256	0.71144024156546	0.822119730563495	0.668081754928923	0.759025049103008	0.308617058168411	0.652988590675392	0.513686791954666	0.506307746243925	0.742186120975544	0.927276146116969	0.598534216647889	0.611375731305642	0.838586289029224	0.698528263181697	0.59937666093589	0.840442969699693	0.590079487584097	0.489953929290041	0.454192376820416	0.851141726524055	0.883294013854845	0.824286343955552	0.65433645576439	0.791859710771739	0.702433655808681	0.822978732157671	0.809257279441746	0.799027531708816	0.70044202131219	0.817678877508062	0.630332000564662	0.825812448385117	0.648298276916472	0.730863458515997	0.824914178769029	0.62066276577672	0.582196025766428	0.737690274065486	0.580352102097936	0.737760535493591	0.837930592412862	0.801907933224761	0.625565849488423	0.621697057253799	0.888766405864872	0.735278154784144	0.861241798933578	0.705624721439782	0.931855168082548	0.686059888143632	0.439001422817657	0.806622588228455	0.739991714998016	0.885810283121398	0.684144019075905	0.502804369764726	0.863688645729138	0.865893199661146	0.744517677424544	0.772960578320596	0.844938684473915	0.582401462163256	0.883226690968952
CX3CR1	0.782861015094992	0.770422406904662	0.731663832231021	0.696383993954511	0.833319030798351	0.88848607218803	0.866839693141135	0.760243349124769	0.751887803351432	0.805584658430695	0.835727135837804	0.765982095758768	0.766297829549043	0.836409366391781	0.754918412976988	0.751295019192613	0.787098227096512	0.680903080414238	0.847117503474739	0.494263016789739	0.698020801767614	0.744991656252256	1	0.610401025563214	0.891516221473829	0.70622385528291	0.67969261029701	0.369452030979468	0.64956261539332	0.549455475332235	0.740169653642052	0.671241548363077	0.684178468635893	0.468769176944476	0.81634805483131	0.683811902832044	0.818834378800882	0.605122615930921	0.866253540827805	0.746901919211876	0.471971146514163	0.421669960323426	0.763150665915808	0.693971793603629	0.668326477201946	0.918349768125899	0.691035365345108	0.505826960379152	0.8158353846071	0.76293256704988	0.823815797858171	0.702660846271613	0.616484235692109	0.581315279763756	0.750402233637268	0.734845079288167	0.787507653673675	0.774903284802848	0.712110075015892	0.734451670681985	0.684669822693207	0.158603113702364	0.75014553070738	0.77770955537261	0.698617297036838	0.56047004257171	0.688048162844289	0.688533757140062	0.784162684346472	0.755093520629404	0.69002841615143	0.751991060127682	0.788587473701087	0.29711479548818	0.835903630565774	0.858090690947597	0.712216658338727	0.246796541340657	0.588094995492145	0.748849041171279	0.71964422988118	0.721588260196838	0.904039036694916	0.794154541669893	0.580838213592163	0.744777794143098
PTPRA	0.619330083873098	0.661898525206227	0.51001933280672	0.777424920034372	0.59003073064975	0.689325109503941	0.749443885597137	0.78540835335286	0.576871826047206	0.783918685494656	0.659834830776654	0.554934689928262	0.628222663719858	0.543881149475916	0.689618724633339	0.74467367923588	0.845038988730969	0.537521018570173	0.703152242665099	0.448975855874902	0.584815167527723	0.71144024156546	0.610401025563214	1	0.696545701814244	0.619009295860377	0.641650524928271	0.259488510006376	0.581569750533373	0.499342585347458	0.520972949531617	0.674751299741603	0.639425554728252	0.797722444156043	0.613961936291356	0.647231414582478	0.652500370509186	0.557622500977713	0.674521779507413	0.546682489554862	0.397722231991421	0.6516247242706	0.717444632623563	0.678500685771892	0.616186880417721	0.555585892064607	0.837425779009623	0.4573207903089	0.685346271845358	0.816743348163282	0.710679834713954	0.589012753334032	0.641553758860433	0.562772251068387	0.574718238325251	0.576529595831951	0.729328218601762	0.716771299286184	0.595157294310107	0.601391074131311	0.8254942690135	0.34527960882925	0.73143003385934	0.575097330130949	0.714100074737761	0.537952455078754	0.540427372376545	0.736588595142289	0.677855406144366	0.673344589786922	0.648182086702725	0.680392647131317	0.6596554089517	0.802521773335788	0.577235681434776	0.699880183170468	0.759726943013175	0.563834218461739	0.459850439431714	0.803101026906655	0.827379565300533	0.728822266256072	0.645911939660584	0.608127106084442	0.576093844274006	0.728066092374012
CSF2RA	0.876397402854516	0.867973528698981	0.740350556088007	0.823564676751319	0.82728833426823	0.85541948570716	0.944757821119174	0.870332318565141	0.748641149892303	0.872330670191754	0.919561825526128	0.813647243991762	0.80059218613101	0.866907778114688	0.865187126656453	0.832844005124408	0.906019772254391	0.664441408670437	0.944017820378778	0.688493122052949	0.773066725314547	0.822119730563495	0.891516221473829	0.696545701814244	1	0.842463735905575	0.822381983419245	0.342459060605503	0.791994689110269	0.685897931416736	0.68497972654715	0.72569179955414	0.807062708091759	0.567463591586821	0.829204564655935	0.822346714083917	0.877392588915886	0.683364379674491	0.904611364052963	0.73458126161409	0.560040578890894	0.505586722332445	0.852106765296132	0.808135263086985	0.815938000735207	0.808603667831159	0.748585631336805	0.595595441842059	0.92670842702351	0.839135230556639	0.884517531945999	0.800383566618218	0.754496986986883	0.732915531429293	0.82393439627375	0.78379981535853	0.882257948972449	0.875035192821611	0.709684911136365	0.766649868457861	0.774624151052073	0.325172009886771	0.793178204682468	0.850615789555707	0.85248123864867	0.650378283018813	0.806749658139476	0.782062975214979	0.83993108017819	0.845376723011157	0.76013679533334	0.856800399739628	0.862369175783539	0.363044091141092	0.874467517162715	0.907117870013098	0.827249583939123	0.442248941452509	0.700058268181681	0.857226433161222	0.841532073959341	0.797866939979881	0.922931617207421	0.873608979398271	0.756427877505025	0.826998836063672
PLAUR	0.738316809736697	0.85826166047559	0.531838269989559	0.742048013368157	0.709287549638535	0.656356127235368	0.833638035803703	0.823433562161515	0.546631799837255	0.726933108643075	0.887272163877254	0.613857953592233	0.689637262520681	0.676227170814068	0.759504915795596	0.747118961442234	0.848750860255024	0.477818435876442	0.851631708906925	0.775451479968264	0.695045299612302	0.668081754928923	0.70622385528291	0.619009295860377	0.842463735905575	1	0.809987969441239	0.210606640813203	0.918342292593028	0.859965269953963	0.548151507948166	0.626596058592151	0.710630774461655	0.562557224325326	0.722361387807858	0.673333578591673	0.828855582608467	0.607550144401471	0.704225314845706	0.488918922821035	0.455406666746275	0.457430605468769	0.68301081949504	0.724421106872532	0.686541946677732	0.539419185989184	0.66656161460682	0.485761570917347	0.886450471120825	0.748664490185135	0.765538201267092	0.831764538572003	0.698943901070997	0.859563137490481	0.602814321597098	0.6215422804294	0.847831927290529	0.841101227939775	0.563783667014685	0.672514562556594	0.765478004088415	0.348893844966644	0.7119180947059	0.664616363838347	0.891696289036238	0.73845994658574	0.843104611692025	0.672801440236827	0.767220757042163	0.664820821083038	0.687624542078221	0.733518286412628	0.838425016752838	0.398936215706093	0.701715833206843	0.774606040520611	0.699312784591608	0.500726320830312	0.808562729880028	0.764897016004969	0.783544941001322	0.69212154426317	0.766507548391271	0.792938538164304	0.861341467195302	0.663466368874178
ABCA1	0.728297236563745	0.817544985894617	0.629517307295913	0.776106921766004	0.723056975474757	0.716106728935654	0.826257073250886	0.845860792314346	0.626289107440738	0.848289297127188	0.85825636473285	0.670511934643945	0.672136049340575	0.640527631969001	0.78036841521552	0.769031369662949	0.846324528824864	0.53441060991593	0.839385924632171	0.753797955677546	0.714694322580424	0.759025049103008	0.67969261029701	0.641650524928271	0.822381983419245	0.809987969441239	1	0.150566793054043	0.845604324150859	0.75004080632199	0.580504677715491	0.697424714380809	0.728117118135045	0.654996843563703	0.677650113010795	0.713193244672897	0.810635258076903	0.657746383448903	0.729881585060075	0.530168160939373	0.611109876681138	0.613255096775356	0.692389494071478	0.792819143892058	0.782411555173364	0.556549769630043	0.709680897826342	0.693273792908831	0.82531470080706	0.793738878132903	0.808813778554907	0.830529180110373	0.756086463651128	0.820085501074241	0.630925114761543	0.705775452388183	0.807025750725742	0.859949048122426	0.689625721729405	0.709165303107304	0.772259473712546	0.410587679769295	0.769108824718873	0.706001732213357	0.865249424607853	0.763863386290994	0.785088601308113	0.722700696709739	0.833796226370585	0.686185554600283	0.674174859690416	0.736066864660609	0.782858920946219	0.428876397316481	0.717512079328483	0.804072865565962	0.715523503565738	0.525199274016188	0.731155245235388	0.796969365782414	0.814410960530064	0.675420178869703	0.755371749745219	0.832709746405369	0.809994687498041	0.689087665930203
ADRB2	0.212110778020277	0.273926540980059	0.274027000765537	0.257151760166734	0.337477340985693	0.340787779846506	0.308321247199457	0.248340907547909	0.250470545860186	0.281032424530259	0.255428426147475	0.301260172235209	0.35217128054591	0.352785261393908	0.248088540540189	0.279039899236739	0.286726003484668	0.428023613422876	0.311143659760286	0.139711777153646	0.202119169181716	0.308617058168411	0.369452030979468	0.259488510006376	0.342459060605503	0.210606640813203	0.150566793054043	1	0.162594639704612	0.125461667311829	0.189974217734583	0.321628608459059	0.271826779353765	0.123685372847924	0.41366459317171	0.273558750885726	0.329355754363119	0.250383483572492	0.363993570678044	0.324388678545159	0.00581603555635696	0.0328537478492108	0.255161261737859	0.241523853733798	0.184299259517572	0.343754122920974	0.242017691508382	0.102458046010793	0.247691424245426	0.306192625457706	0.355542286415462	0.245627658052312	0.274735121728478	0.179459567321343	0.253858197519653	0.255429756738413	0.290369560097746	0.239390312695777	0.197553857274467	0.340454963911632	0.189981274082812	0.168235490897499	0.203049503086598	0.259721352156377	0.191959935842415	0.115733924336	0.19248186539578	0.246925776383045	0.32380013840566	0.251474103814525	0.385756204373882	0.280664188103977	0.288687238290656	0.149117658013788	0.277293945438984	0.333055337510155	0.234377231769376	0.100862355268317	0.11363449173296	0.257844043900097	0.233362500781349	0.258009024057146	0.350821637139863	0.243578420447733	0.160296943951756	0.23188314477617
C5AR1	0.622257291486916	0.834264048121464	0.516025494145271	0.689310896788534	0.71247683514822	0.640906808701663	0.770745379147089	0.79416761511298	0.561329947304474	0.737855201515267	0.886450626286766	0.612252323700668	0.650233098683961	0.618153561220415	0.707614949821244	0.707425857006747	0.814973998500783	0.463572431237369	0.80589808292218	0.871626012502521	0.632138503231945	0.652988590675392	0.64956261539332	0.581569750533373	0.791994689110269	0.918342292593028	0.845604324150859	0.162594639704612	1	0.90823148590013	0.525814557658076	0.601467577273472	0.657290083162652	0.582020996466528	0.682561336315406	0.602774288961555	0.847370674396228	0.62984170442157	0.663667048187241	0.46807194691667	0.38953973219642	0.468903253223959	0.582161167090871	0.715282932288141	0.641305796925955	0.510943459721349	0.62521424059823	0.569238550973173	0.87922387646868	0.733617254941509	0.746782136929411	0.865009650316851	0.661758672962289	0.927074335916451	0.520062658555358	0.606029034934744	0.81715590683071	0.825937481074177	0.622352338536473	0.65394146506726	0.722969582955571	0.328268419492977	0.722614266962943	0.623677724349282	0.905753848816866	0.799491199006382	0.871078815839291	0.63093973124513	0.803492702299139	0.583092319309874	0.613738472811141	0.657751832090134	0.78665138324467	0.379868255864423	0.664500798498387	0.751465095766421	0.615668939394864	0.483854311664393	0.900007928099445	0.716520565597401	0.740761423725935	0.607389338435808	0.699142776112196	0.771913508824899	0.890831841118289	0.586752109448186
TREM1	0.543336903849984	0.770209096635568	0.448548865145181	0.557529659458869	0.634314263421573	0.5080478641498	0.651021419159989	0.666669148557335	0.463161202723638	0.58751522621414	0.807580964447929	0.505670978503318	0.579594238925788	0.526144616748002	0.59231328748943	0.58433984251935	0.71954201978461	0.379996929793562	0.692724239701745	0.835487435557723	0.510039613527878	0.513686791954666	0.549455475332235	0.499342585347458	0.685897931416736	0.859965269953963	0.75004080632199	0.125461667311829	0.90823148590013	1	0.456646536023804	0.543137547538717	0.527099507721329	0.46608970437438	0.60603042450391	0.478541265931012	0.753344940205625	0.531903668427294	0.551874411928647	0.376552342429656	0.340404337045246	0.422711956009715	0.467275936961328	0.56506097707655	0.524953250035873	0.377366044979424	0.506143329567618	0.461989221690045	0.792016220693776	0.603779450981102	0.63481640393171	0.781728991345616	0.525748212993706	0.861653256294459	0.389403151571309	0.551085601223826	0.729024760308028	0.724217397427516	0.500998724581569	0.592495143738939	0.624646526170393	0.223993186729304	0.58970192559389	0.508849894442933	0.809235301562259	0.708710150022424	0.835621835554684	0.47357011515984	0.703055925611784	0.453842123031137	0.538212671915307	0.53306314232963	0.71502320092676	0.314263790761292	0.539702776553545	0.663601568162173	0.492432801420436	0.377581803342405	0.880601421001681	0.603323959340121	0.617953843903444	0.522684584232041	0.59341245861886	0.639664273276452	0.867082487286933	0.460454838651297
ADCY7	0.606137021790237	0.688744393433234	0.648718171600275	0.549567566761486	0.697300037900159	0.770131071762757	0.702904711175281	0.645907555383992	0.54656828098915	0.64700133418423	0.659403043086538	0.534277119608582	0.708831263756299	0.540206949218486	0.561010126642268	0.557896092794473	0.648345043230285	0.598537794567281	0.632809744106461	0.34408595342836	0.545690806856199	0.506307746243925	0.740169653642052	0.520972949531617	0.68497972654715	0.548151507948166	0.580504677715491	0.189974217734583	0.525814557658076	0.456646536023804	1	0.520977029562257	0.425234519696058	0.473208584229448	0.720937230220859	0.467890588058709	0.718891499002189	0.478472946854275	0.643333325715632	0.586121679930327	0.466684434956044	0.453889375884997	0.507227885787091	0.529393963051424	0.525868012159851	0.74178741433208	0.568667738404511	0.390941660542884	0.596647259480187	0.681154648763019	0.681905502261281	0.572264057701795	0.444019804225968	0.458212869685581	0.485087116414635	0.64517402819592	0.664602964347142	0.611700782651814	0.573732114658858	0.671273938055147	0.644383138643062	0.0462422463015117	0.61315416257493	0.513458169467561	0.543307329226739	0.43252735197526	0.538870683842638	0.4520199313728	0.688859277407147	0.472825874527903	0.541441656271881	0.481899706047179	0.644520472787422	0.305105164067611	0.541647462166502	0.763190693401955	0.469188122308179	0.164858683203692	0.48318173913974	0.572610187961146	0.600684086994429	0.519237604531919	0.710189031387108	0.556314730602574	0.497625648398589	0.479572999773575
NCSTN	0.637367203713084	0.684615278430394	0.605040158074852	0.760370321999507	0.60908139957736	0.69666345277445	0.749600985259164	0.763561539775982	0.603741657252007	0.75162649876422	0.712092396304384	0.547716700476822	0.592535220541115	0.597336266525988	0.76761677575936	0.750617060479564	0.743407055269392	0.56067847789819	0.740298355003901	0.51318292223945	0.648781347770751	0.742186120975544	0.671241548363077	0.674751299741603	0.72569179955414	0.626596058592151	0.697424714380809	0.321628608459059	0.601467577273472	0.543137547538717	0.520977029562257	1	0.71259964522249	0.549736786744231	0.658178554187793	0.700309025051219	0.652836608682342	0.590521463869437	0.700111398539767	0.52667762582288	0.453686102195335	0.459663649679902	0.639918692564603	0.716686655992668	0.676779930645577	0.552455560171194	0.696664738473539	0.567618659962836	0.685497767541583	0.7452499422075	0.73412799252125	0.642642577870977	0.690902288675183	0.587960867712575	0.604210761776368	0.639418740549485	0.665734409359483	0.748542749517229	0.561605287793	0.588346635928589	0.693890312074728	0.41929090905133	0.593346885508063	0.624958856938677	0.689162230401915	0.508158178035619	0.540322581082254	0.695489935574632	0.711613225373674	0.624090654483294	0.679185214397044	0.719288068051124	0.677343318553978	0.411433910397307	0.627262739881653	0.754378977232668	0.663622087830927	0.548276212702909	0.4883339379671	0.703825507704964	0.762878949320081	0.658136534778034	0.672364879460856	0.651932651942099	0.579969602130675	0.65601317650133
TREM2	0.765116123440583	0.658087348052842	0.567784193109428	0.921407028375055	0.573448730003619	0.658691953225336	0.851468701091267	0.85839627114849	0.706921027964787	0.781927983232841	0.739643325866163	0.656894730321059	0.546156836500437	0.724181014408294	0.943544443852811	0.926951026122615	0.791625268686018	0.438010913456156	0.881409539258435	0.613597682765003	0.765339686896963	0.927276146116969	0.684178468635893	0.639425554728252	0.807062708091759	0.710630774461655	0.728117118135045	0.271826779353765	0.657290083162652	0.527099507721329	0.425234519696058	0.71259964522249	1	0.494599208101921	0.564104478150609	0.85840060593047	0.669298129312647	0.582684024021356	0.818409890271982	0.503554657225847	0.445930684403787	0.325596013993736	0.840751321133545	0.917779242811788	0.82800494822363	0.558178804362254	0.730232336015068	0.663523660610191	0.839847533657278	0.766345349042394	0.770616917125403	0.699226791613377	0.807096092257264	0.649059535384884	0.829227381443049	0.637172843417358	0.691886165040761	0.838878640971526	0.507913713008647	0.526291515214965	0.725998020815813	0.695344325844128	0.680692038323424	0.828719599644675	0.813654991711786	0.608515094666639	0.60277338060832	0.877255340755577	0.692730197093814	0.847602232363446	0.69704403757288	0.972547030877635	0.683199296212848	0.316119684577881	0.763296005383007	0.711779811588079	0.883968572700156	0.791120503827466	0.505459848845111	0.833662147996011	0.870562837281789	0.736273761512608	0.720357939351334	0.815320518838758	0.611393763456975	0.864756762317247
