""	CD68	ITGB2	TREM2	CCR1	CD93	CD33	TLR1	CD4	ADRB2	TLR4	FPR1	TMIGD3	CD44	PTGER4	HAVCR2	SDC2	C3AR1	LRP1	ITGAM	CD69	ITGB1	LAIR1	CD81	ABCA1	GPR84	SORL1	ADORA3	C5AR1	PLAUR	PTPRC	C5AR2	NRP1	CD163	TNFRSF1B	VSIR	LILRB1	HLA.DPB1	C1QBP	ADGRE2	TNFRSF1A	TFRC	RHBDF2	PLXDC2	ITGAX	SIGIRR	TLR2	PTPRJ	CD226	SIGLEC10	CD74	AXL	MERTK	ENG	CD46	SDC3	ADCY7	SLC1A5	STAB1	COLEC12	CAP1	UNC5B	CCRL2	KCNQ3	EDNRB	ITGB5	SORT1	KCNQ1	GPNMB	ALOX5	CD82	FPR3	IL2RG	CD8B	S1PR4	ST14	CD3D	CD8A	IFITM1	CD3G	CD63	SELL	PLXND1	CXCR4	LPP	CD47	ITGA5	ITGAV	IGF2R	PLXNB2	SEMA4C	TLR7	NRP2	SIRPA	THBD	IL6R	PILRA	NCSTN	STX3	STX4	ATP5F1B	JMJD6	TNFRSF12A	TRADD	APLP2	TSPAN14	CD7	NOTCH2	TNFRSF14	CD9	RACK1	CANX	TNFRSF21	RXRA	SMAP1	MCFD2	NOTCH1	TSPAN17	ADGRE5	CD2	CADM1	RAMP1	PTPRA	LRP10	SLC16A7	LAMP1	SLC16A1	KLRB1	NCL	RPSA	PTGER2	CLEC2D	PTPRZ1
CD68	1	0.679637982982483	0.586002548913322	0.850967793579321	0.942161336244025	0.405388028336933	0.304899300264964	0.990470379243575	0.436510300039987	0.660985261411732	0.590411799471915	0.81809420231656	0.498712972301715	0.152120040570993	0.606589800294223	0.723537229764116	0.944779497584773	0.397691021016311	0.905598559510617	-0.0520052340820176	0.324631758599859	0.66069017661905	0.552133006813881	0.509365358979748	-0.0839936623731816	0.348460008494555	0.854938274133182	0.858744830710591	0.26148504195381	0.218196759421737	0.741068304977157	0.894562992947588	0.862959499546025	0.333540313819486	0.256054630379771	0.351890240195061	0.30677315428339	0.197773685519453	0.217220274401811	0.591805912528073	0.454381386037784	0.482291060219704	0.578514241584605	-0.536254539084516	0.766489550587567	0.417081285340587	0.892341143612664	0.165045951506624	0.658231413573224	0.410534104629578	0.663911483250757	0.986223651177274	0.941693514360494	0.0689593138787913	0.119756094717998	0.459138406973617	0.659429257963935	0.93792890723663	0.92957479361827	0.483471631964112	0.505162635243175	0.251132267954688	0.854267411341229	0.839393266434435	0.349681051795889	-0.049936035231958	0.836907298465016	0.903711060850934	0.669203998397692	0.377030488275058	0.954519481393014	0.133171053377031	-0.159609269361369	-0.476550916030153	0.906474898444135	-0.38228781192799	0.14333723098185	-0.124345904658861	-0.0349905573812422	0.276990981753549	-0.316201061977561	0.717852244206337	-0.290875427104767	0.0327780748134068	-0.105618103470188	0.815990427125102	0.122306776218006	0.810395499860379	0.632056191710961	0.43980041008237	0.504641585763575	0.905036264441711	0.618033123635196	0.885370019727493	0.633137250435843	0.722408335293422	0.478734602871458	0.589255897812872	-0.0183153992464176	0.324470486959893	0.00189521922825488	0.323595426366119	-0.0381918661692877	0.506072893497525	0.202590500015116	-0.473765907416321	-0.0080840898841816	0.795199124877447	-0.12785381738117	-0.0125718170701675	0.155589815901562	0.14849280523573	0.303857049624062	-0.126203477703933	0.303674085762832	-0.0430513109444816	0.430793407772965	-0.225771388560707	-0.377778432266264	0.0610571413390186	-0.18359287008003	-0.101509351996123	-0.0274444443835344	-0.14210467546627	0.578159932375008	-0.0401600967068196	-0.316896991127998	-0.0814877807495719	0.101953075435903	-0.436793828887079	-0.434330110063713	-0.180718854589609
ITGB2	0.679637982982483	1	0.912135558805107	0.881157845854324	0.805336860409859	0.910250918677609	0.777084510663913	0.657205017947399	0.86333487856152	0.516331773108388	0.944629308920878	0.721914947136843	0.0169290823146068	0.706155238882379	0.860547956095669	0.632878487966966	0.814033160062835	0.138575136462029	0.865473446648193	0.372277028529717	0.0738296569708899	0.918507775076015	0.400460069645626	0.192614724162823	0.362444496766083	0.796854997198522	0.914354513716354	0.792784638778676	0.677216239231319	0.522323527758014	0.468714868923802	0.856280917428182	0.936896872864913	0.83655848108215	0.833982205153331	0.852205049239078	0.745188412337052	-0.126426223724347	0.685821746890602	0.546514187099924	0.503748429047467	0.672701231204969	0.882679469214937	-0.0464137722607705	0.537535883541993	0.358888661730988	0.531048451421446	0.705367746585258	0.93062954778941	0.862134642595562	0.890748224068256	0.70591069603292	0.763130077940696	-0.014916744301175	-0.192045433681848	0.929006400823175	0.328790005502687	0.857717925823429	0.458638622449944	0.299039137099982	0.863330472452595	0.659377839263307	0.821859712388479	0.236325525065134	-0.0253746282902205	-0.294943541958768	0.625080916550646	0.37658064177601	0.937756449850249	0.0673451091149921	0.755380580422516	0.213214038917616	0.0767356864112862	-0.130216480513046	0.853389404273648	-0.131285424609817	0.0923813785648921	0.164735340846348	0.251873447894788	0.0153333117179413	-0.15955803819542	0.841679852367086	0.0138570421620085	-0.194305056944079	-0.332587142037059	0.312119523244181	0.11836767288514	0.23414605560904	0.174209315063701	0.656430838410463	0.875241480641775	0.681244359735889	0.857211809756643	0.494238580637055	0.614593062524756	0.397619654439003	0.270488444580209	0.58875694740307	0.056545766003569	-0.0168250312286909	-0.0604580511463224	-0.0150484629379466	0.257838558503346	0.149563271090135	0.514027200176181	-0.277201331678247	-0.386343985590006	0.365882676290777	-0.33428497003398	-0.213030334920203	-0.161003311896214	-0.205404480184325	-0.251171457621129	-0.320066391675546	-0.0225933376017442	-0.315479504043623	-0.0918503470396922	-0.30938544376636	-0.0379332144305721	-0.157275126762202	-0.36725502281974	-0.323508684303682	0.236036033067395	-0.461962296774587	0.269249924864612	-0.19758340992672	0.12682976062073	-0.271651844463787	-0.110128658240914	-0.340392264870882	-0.262421614793132	-0.36365298156024
TREM2	0.586002548913322	0.912135558805107	1	0.859257000765438	0.703552034573913	0.895903652953869	0.773132211457992	0.571875687083081	0.77617099088145	0.280272161994079	0.83937154371227	0.830215006651562	-0.153796844469805	0.602550431146796	0.845887380969202	0.596639060750503	0.778781543517424	0.165248982007695	0.71724980530748	0.298947909676816	0.071740463503738	0.885521690491873	0.389634098151274	0.0634717774725056	0.336656782696312	0.767509130551782	0.837041274099412	0.656798951820417	0.582260079420355	0.32515811530145	0.211242532529901	0.741803205453879	0.846461408579907	0.677193545550052	0.794486147559141	0.902805601053639	0.803246805022394	-0.120232141356455	0.580856504502752	0.493199597557504	0.337899347958197	0.609874604201663	0.865797434698003	-0.0755504490638902	0.45353704948201	0.100181326099712	0.433462118809862	0.820651681566076	0.894110945647653	0.917954980234102	0.88583575515683	0.621674674989223	0.647857296075976	-0.0238998047419506	-0.18419976062158	0.858135044245105	0.119970104540399	0.751000076026085	0.305173940324939	0.304156028794697	0.829453671697931	0.578393045220731	0.751172132906837	0.109064170338826	-0.0681162092585694	-0.288283694662079	0.651231117874263	0.225870934106791	0.856815613546224	0.0320672451794817	0.617419467261649	0.113037868964686	-0.0137712401443036	-0.279351907518748	0.746526305761792	-0.256080655971954	0.0344343283443532	0.0969738332188259	0.145002489894113	0.0197561428367511	-0.299408520749072	0.815019303736209	-0.0720037156003698	-0.175544588003531	-0.322559321349218	0.203872361377788	0.1708198631567	0.124419778545335	0.0781811596849706	0.664176946590261	0.955167238050737	0.52409794160109	0.883692158658901	0.293437589677645	0.425471490089764	0.297019847950532	0.161719216404696	0.454590727453042	0.0338365759266739	-0.032687652228638	-0.0855789381723574	-0.0477459762269176	0.325435101767438	0.128221884099255	0.461156560635519	-0.386139261568052	-0.446623231308656	0.17935576310146	-0.299080124521342	-0.200968071306699	-0.165920613549323	-0.225340696980464	-0.337593711953452	-0.319259241453994	-0.0551964192618528	-0.295932068923387	-0.100722078224103	-0.39624375184209	-0.140122436278722	-0.133823811615556	-0.310388796536257	-0.28958224870965	0.309578489059065	-0.461094155324036	0.24420343729125	-0.20059792116541	0.0739103726916031	-0.264336507574298	-0.0963826286938097	-0.457366798482651	-0.255737507101076	-0.313514514636174
CCR1	0.850967793579321	0.881157845854324	0.859257000765438	1	0.920335509348656	0.706388334982436	0.622831294562481	0.843510288923965	0.751509335676694	0.556931843497843	0.837725551125721	0.913199951536074	0.261748049350263	0.509436094721171	0.837398352320847	0.720121220586179	0.936717769572778	0.229678734695405	0.928060339033397	0.249009210261746	0.124839042760554	0.895880736002102	0.452531182283931	0.215144075992895	0.176286862967083	0.675783740616733	0.927749464594308	0.899233185100231	0.529732241404153	0.4360229491546	0.590037158442301	0.886966000280657	0.952227424671338	0.635776981373326	0.625569021910248	0.753264844634665	0.651053251198347	-0.0432284155064457	0.52901089524456	0.521467196289901	0.42956337374823	0.634782370537036	0.79626750928924	-0.282502462372657	0.725339235203573	0.323856105720304	0.665329115255874	0.577329080249133	0.880387962543491	0.75490419004168	0.884498562312548	0.871730046786376	0.847821915224617	-0.0532691367287545	-0.132077227571794	0.780170433758399	0.356550482119109	0.93061238972926	0.625722655612737	0.394236937290137	0.771270583304239	0.569591601337908	0.92223042321771	0.459241134137476	0.0713938824342475	-0.276184722265453	0.865024708096036	0.581314376452433	0.89609135579845	0.170837041337636	0.847154597591151	0.22823968553144	-0.0176113927327183	-0.289960484361609	0.906112781788395	-0.247694685068586	0.182679257018984	0.0802598984894528	0.156333543812408	0.0553049028908475	-0.218273348931765	0.85584252705336	-0.0793045498084198	-0.160050309419345	-0.327442680953974	0.481912067366342	0.0820900945682139	0.458488044101234	0.296103227185067	0.575640442958822	0.835791398598737	0.763713225844186	0.814614096112195	0.644890226064069	0.598442152517921	0.57613505425082	0.305254959256157	0.71625199544684	-0.038378218299153	0.0664869354186649	-0.0582764217825309	0.0681500673427008	0.232557310041647	0.256449272371712	0.39906644539255	-0.379183108531264	-0.346909455928557	0.521166039841683	-0.345058229910657	-0.199692611860773	-0.10332496768874	-0.127577563162435	-0.115127774698565	-0.336366819443136	0.0500565367737848	-0.280658875580002	0.115760232151879	-0.321733252919147	-0.163999906278763	-0.14179800234244	-0.364687477244864	-0.322932749250819	0.155709348930412	-0.405182209301798	0.365244158986428	-0.231286569789574	-0.00985099863562674	-0.27331254926399	-0.0549524252139869	-0.393617249644462	-0.371382920380882	-0.3643056589159
CD93	0.942161336244025	0.805336860409859	0.703552034573913	0.920335509348656	1	0.539955906658969	0.371208087835911	0.939834497269215	0.621179177843707	0.66700263060414	0.779195143245698	0.842567229608921	0.458130976144116	0.29496865775175	0.656527801812217	0.650331639948405	0.945100483225427	0.242370741891443	0.956465013719242	0.148319114277902	0.159988409167531	0.736868069117452	0.446404432576852	0.293232889794919	-0.0891849130030734	0.448792061229098	0.879303163598832	0.897144001761171	0.303346549909142	0.376397291479374	0.656689998781393	0.881532770823886	0.926783384440704	0.515158431809681	0.40582410954094	0.511750773965436	0.380757097655279	0.0197666139146647	0.323557037681467	0.502869345221761	0.349226589485497	0.440462615205462	0.612816212461039	-0.442565787449155	0.76556100378462	0.342547532007451	0.803528283642373	0.327593247714409	0.728027151106541	0.515790935827151	0.711499932155801	0.95074391957972	0.881691687784515	-0.126340804393277	-0.0652309906447503	0.655827569304439	0.480015356194054	0.94035342412311	0.814541490726265	0.365458842151173	0.583757067096605	0.353257099950896	0.859368444691005	0.681058367624026	0.165532056972808	-0.234732559990964	0.878602278558942	0.78484135241461	0.802045511405674	0.247935894860773	0.909109473189761	0.301804124083058	-0.00734921857198247	-0.30099950634182	0.926700157504578	-0.199292945990017	0.278574066138389	0.054432283720138	0.176752584818364	0.110581008101634	-0.125599757406096	0.747816868199952	-0.100331265703609	-0.147763623352458	-0.266080626609966	0.680254238118455	0.0141661202869956	0.640985592762527	0.47650111991874	0.441613201040781	0.626246571808061	0.809133414166566	0.721165851571695	0.804201447327132	0.575331687243078	0.713349472901234	0.321809465055384	0.645294350517338	-0.153240101183118	0.152971602235341	-0.111498327193008	0.134367557550501	0.0742170033526799	0.345222305909538	0.221480449897983	-0.322027196584544	-0.186766724011373	0.707293495513113	-0.305038198870026	-0.184780592288636	-0.0402188414358306	-0.0383573044805655	0.0822717352586451	-0.294331770334849	0.131252005370889	-0.204455640249582	0.259618100564316	-0.220248102841229	-0.193296387464846	-0.0926824285969948	-0.338704024858401	-0.273018609904857	0.00339048353415451	-0.307163424230563	0.442348902147049	-0.224596950433729	-0.126285625454899	-0.242940445379482	-0.0293094971553982	-0.300640064417746	-0.403776988727095	-0.335692958535985
CD33	0.405388028336933	0.910250918677609	0.895903652953869	0.706388334982436	0.539955906658969	1	0.897649478268597	0.37112550754274	0.856209103768899	0.276927468815198	0.83044565498568	0.54845050590165	-0.298717493816785	0.780483903787537	0.835929222696177	0.577657975235185	0.604054386072599	0.107936380775842	0.632078026105927	0.316413209094332	0.071917802510108	0.870146999603013	0.345896106900823	0.152269112426889	0.585953474318238	0.863516433714631	0.788025844465954	0.579376760237166	0.770672212973875	0.382508591951457	0.240987574224857	0.694109448136975	0.782556812291517	0.827065741030921	0.902254863992421	0.906112177320225	0.851217766416283	-0.146494283688568	0.736228552198669	0.530884662613644	0.500168600323827	0.680849006142468	0.895038768992633	0.116927103841975	0.263421833028169	0.237694456936409	0.286487589397354	0.802242055765999	0.90162596645529	0.930975010272959	0.861049221945395	0.440509640586797	0.562284661351051	0.0828493858913397	-0.195017296466554	0.8986795306615	0.154862318448479	0.655193664569004	0.163066056657783	0.240265777637997	0.910298424375052	0.704274698300713	0.682734527940763	-0.0694167982981504	-0.10658323655215	-0.218848546009267	0.384923477184956	0.0757750454253335	0.824024567007541	-0.0400387130088322	0.528267370845121	0.000671216222518892	0.00856584685744373	-0.119130058300378	0.667863463359253	-0.207558773970995	-0.14938008498537	0.0909864445327719	0.137008324925429	0.0113339431265708	-0.275162312789307	0.771110292594362	-0.0501755946727501	-0.136094539614416	-0.273438953746132	0.03582448361763	0.226862243542799	-0.0431582660856907	-0.0262189252896608	0.729950168109231	0.896161399636358	0.475170362830431	0.827022207262661	0.204731068242357	0.50866191718399	0.111792122407138	0.232137422375816	0.408313008506702	0.224570913839188	-0.0732221616344421	-0.0172916561119899	-0.0525752455610122	0.275530010187269	0.0552953360502749	0.613642484243229	-0.332151426603308	-0.403082091148679	0.0466676120175741	-0.229687994146971	-0.137950378046543	-0.147535917715707	-0.221403300737293	-0.379755027852195	-0.23825800663976	-0.0609996346898113	-0.292530192593759	-0.254107985888558	-0.36758116833408	-0.053575008940701	-0.109206147415538	-0.258274760523255	-0.24183033597609	0.369371180777488	-0.482542622802751	0.150655799576601	-0.0692251456609971	0.161741686261288	-0.192547938641686	-0.110678328534967	-0.435702996689944	-0.188063705823089	-0.25303919135678
TLR1	0.304899300264964	0.777084510663913	0.773132211457992	0.622831294562481	0.371208087835911	0.897649478268597	1	0.266725389291427	0.742351061827404	0.238469434014693	0.671125433405707	0.451033048740758	-0.373032584349737	0.868533477044116	0.904932195351109	0.571103773717573	0.51788795033905	0.122471069086386	0.540335631472259	0.260925925249752	0.0953088756439853	0.880159396543299	0.318120895516829	0.268127972040793	0.809153112853476	0.924432290069486	0.731129076739797	0.510923565229734	0.940426116539173	0.395813344988155	0.323311139116837	0.653840149846294	0.672917189323756	0.764878344555977	0.919655339110333	0.879266865859554	0.935303506159721	-0.133431023055817	0.884947157717379	0.516432704461234	0.701620354181181	0.889581425767934	0.94109536993033	0.250545642966242	0.202195026524872	0.416841524590299	0.159830682975011	0.751283104150344	0.897949940377382	0.934709341120776	0.891265119399243	0.356278197839242	0.525281471166504	0.296886235905491	-0.164588059709969	0.776798587309223	0.225462845910972	0.589971390702332	0.0591975293281825	0.258302472699767	0.929670689013168	0.850076338148304	0.677804098381754	-0.129279381335547	-0.102794860285202	-0.138861979312322	0.223885196563876	-0.034564272714604	0.741984193578096	-0.0834736662295918	0.472449836808792	-0.161133958028403	-0.0945748647731121	-0.0971885651830897	0.555654323014659	-0.287326121648933	-0.319062807461497	0.00880684730734238	-0.0138666243716618	-0.00809932016517296	-0.362567180462428	0.718313809396585	-0.112689287942296	-0.0464599178661549	-0.236603343289183	-0.100509323357947	0.260969193881519	-0.0677288393597386	-0.0872490859031955	0.707054744418682	0.862909339590954	0.482871293987615	0.648970089546648	0.153671529469131	0.646480546194113	-0.0472208685062895	0.324111261000684	0.498100009529982	0.380221516524245	-0.0922881654616969	0.108981001273719	-0.00771918129936509	0.27431541477394	0.022348980774458	0.718601505217686	-0.379018282818794	-0.379338175651372	-0.00929188305027358	-0.186924203887756	-0.0686641679384311	-0.0966274982878586	-0.186525846511132	-0.312677310870177	-0.177766852746091	-0.0509096888584707	-0.283930624682949	-0.296304688347304	-0.424268874133879	-0.071934512428734	-0.114210938556733	-0.215805849775419	-0.206423005746134	0.379175343143931	-0.423317705351004	0.0952430220035093	0.0367771100843284	0.163662788342187	-0.133204155183214	-0.103761047271611	-0.497343584016054	-0.173200600789489	-0.204409715961223
CD4	0.990470379243575	0.657205017947399	0.571875687083081	0.843510288923965	0.939834497269215	0.37112550754274	0.266725389291427	1	0.429559265112382	0.684608413684024	0.580438760753027	0.812662573966543	0.546437921001642	0.146450811997709	0.583813694710358	0.700081475726608	0.938966267341148	0.445487428008354	0.894395305328612	-0.0077356858853442	0.372320496447386	0.646128463618671	0.590702912315235	0.480975166506487	-0.148698641248371	0.34374477890378	0.835842559535243	0.824080058253966	0.21166714023474	0.255674943445213	0.71510762900629	0.871280956688822	0.851096180465623	0.311224935815442	0.232468980564673	0.337258460348561	0.28853415385508	0.254107795887685	0.202411548644789	0.603168234215188	0.43112337156218	0.443692101716354	0.549435947329548	-0.58471252030936	0.812235615737183	0.348846148072648	0.913065073792226	0.159677392067113	0.637398859470177	0.392278161409752	0.641444456132211	0.984461884785994	0.935979101761827	0.0886338134708288	0.170930432431107	0.453888286729754	0.662692378485555	0.922148161989553	0.932106867804572	0.537246668134122	0.485278068465079	0.232175851484619	0.847039276190631	0.855667147715106	0.395974892239833	-0.00715112413752169	0.847326917893237	0.886004884025671	0.672485433230591	0.440098202110177	0.93306459540268	0.196176504466215	-0.10006187098335	-0.430459282832853	0.889833171312055	-0.321259980568028	0.209800494875835	-0.064923912140276	0.0297341789636773	0.315844653024226	-0.261811824037442	0.725254511116001	-0.240507020264815	0.0810696283901304	-0.0489108094712797	0.8382701121917	0.160291690459042	0.83758841376709	0.675261562127465	0.454212865798043	0.491631741270688	0.879857779550933	0.605885050215901	0.848015697461624	0.610319642391892	0.677393637022696	0.495678526948592	0.585871198823809	-0.0064831667279249	0.377290069448354	0.0583144393962122	0.367731237819492	0.0461051695291767	0.547989005325619	0.224749711640224	-0.411550569876898	0.0497045059184475	0.839391624754952	-0.0911070225766838	0.0354539536657105	0.197190918124472	0.197937434099815	0.340386724357235	-0.0773448242106239	0.349535760332174	0.0170521135553692	0.492305545914638	-0.137409040785488	-0.317832048055755	0.108866222574258	-0.132246975634752	-0.0534455967148845	0.0253051259602265	-0.0638225583775748	0.626084652645669	-0.0178522436999491	-0.266317325817034	-0.0284070909743603	0.172839627695806	-0.385657491687898	-0.34343628013122	-0.12859787148327
ADRB2	0.436510300039987	0.86333487856152	0.77617099088145	0.751509335676694	0.621179177843707	0.856209103768899	0.742351061827404	0.429559265112382	1	0.45321345023006	0.879479427290694	0.51634133367481	0.0968091649978894	0.814228581295063	0.728176520441908	0.610851927705534	0.584067883462076	0.105659425077752	0.726087772711485	0.567311612970444	0.0553109038514967	0.83923288696083	0.34647600683872	0.0110063150856091	0.371302131976264	0.873137254989026	0.736152944949656	0.716875168646066	0.687633452495246	0.655764840663393	0.369230073230195	0.643954918260936	0.7971840770966	0.911929596872651	0.839512994957459	0.883560105341057	0.777730286463455	-0.115616173424001	0.707352718235273	0.450250206348466	0.416517108777946	0.538285134534073	0.761101410702185	0.120717527635893	0.49347879158336	0.195789921249138	0.346709751946767	0.76294049728555	0.837273749885291	0.831525559393291	0.805246988186288	0.460489060827781	0.537473598092983	-0.0932006421592645	-0.211528466837183	0.938188785312604	0.105115884176196	0.654691381003793	0.238181444688452	0.304274724922158	0.874196784503481	0.717579821380063	0.738952261671138	-0.0208636298195729	-0.0984186771715731	-0.249977100041138	0.53329076552066	0.13665978853289	0.909136522098839	0.0737357116315874	0.538912941245521	0.354230538885954	0.279187584512549	0.179352578978787	0.715226473513521	0.10409773415701	0.165901976493871	0.380762399621089	0.440724440988384	-0.0244833297474882	0.0879092137306872	0.802162901756851	0.274392714511845	-0.156580949712302	-0.279605190478357	0.0957576214180453	0.155478365799814	0.0232017093861894	-0.00685993924642713	0.67227253354294	0.795941653735278	0.40991971350533	0.842653649298777	0.284148166792826	0.411560281904195	0.246309469723659	0.207738609371153	0.662992818367223	0.176467105618948	-0.0466858942731989	0.0172207643877364	-0.048787937807609	0.494084978609208	0.0564168299551528	0.642961290421367	-0.0318126870477665	-0.362254066925269	0.205825582767471	-0.287174626487414	-0.132715995598645	-0.169664315504309	-0.196169094097651	-0.396623264739283	-0.258416531367024	-0.0340212877636021	-0.278249846824792	-0.142546931681314	-0.0420059926625377	0.253476576906721	-0.129125145601818	-0.287342814145063	-0.288468103987825	0.437215990411695	-0.395020615035197	0.166990460781907	-0.169025460667594	0.426109473233816	-0.194599064763688	-0.0139132125537311	-0.0909761300391287	0.00946278385653432	-0.286260286513125
TLR4	0.660985261411732	0.516331773108388	0.280272161994079	0.556931843497843	0.66700263060414	0.276927468815198	0.238469434014693	0.684608413684024	0.45321345023006	1	0.577445317785025	0.340627758397895	0.594163202844569	0.327111532293631	0.429592265545745	0.477998700322395	0.60285250361385	0.462497636858171	0.719717012795054	0.0982548382702481	0.451822147098828	0.506750192743216	0.58674907655499	0.496102447803928	-0.0187342245885188	0.35445303922937	0.597665569072596	0.621346034578199	0.335100412766787	0.486613441397859	0.727947644898045	0.604135884195588	0.622592177736699	0.45154678548205	0.330463574453711	0.241815056036093	0.255296999220888	0.385843853749669	0.42851177944017	0.619273753991416	0.594581750611226	0.387509931911861	0.396597559439764	-0.244451640994276	0.596912581709547	0.494552103536952	0.724944634304958	0.0249489792142951	0.481391927225561	0.275787738188686	0.436728684802512	0.660092522835349	0.7177037398645	0.293089234166266	0.325968507478232	0.473300473653613	0.718588098186929	0.649436887931876	0.700746800697437	0.561149481057	0.416706300581284	0.426140314435371	0.618350474156744	0.62140756347896	0.49231549971848	0.205407794124829	0.426202129798819	0.570062122904498	0.61680047024007	0.534250966017658	0.656535793167901	0.24691734214049	0.0188267106769324	0.0658882980125182	0.628205017798786	-0.00814303287146329	0.123843511242152	-0.00349860522980627	0.180983458114225	0.412768727073538	0.193382652986559	0.584144393989299	-0.019412896776107	0.273537704862595	0.202733233896406	0.643865880614267	0.305937828326791	0.687757833394174	0.668416469168553	0.464343278599899	0.322075908512608	0.686634401876805	0.42606325923719	0.581435360777185	0.650774983810632	0.408502246998239	0.612936574596648	0.621571983097859	0.257541474333613	0.471726931172796	0.408916475223125	0.480718294431705	0.181463426550673	0.545590424028815	0.472603971037473	-0.0827935266505853	0.290785648300143	0.831915868899083	0.126516818524115	0.275340074248312	0.347564440089349	0.37459464215127	0.441925939465736	0.199933492864445	0.481710222467646	0.221390808534756	0.469640564511772	0.23495901118961	-0.00427848163351758	0.263898602308361	0.0814245616643967	0.155034203744217	0.313917141113188	0.175753586721834	0.589549212036679	0.212027540088312	-0.0179791475236653	0.225343600492864	0.364350542516949	-0.0682224345310901	-0.0175171180457577	0.0831934337939067
