""	CD68	ITGB2	TREM2	CCR1	CD93	CD33	TLR1	CD4	ADRB2	TLR4	FPR1	TMIGD3	CD44	PTGER4	HAVCR2	SDC2	C3AR1	LRP1	ITGAM	CD69	ITGB1	LAIR1	CD81	ABCA1	GPR84	SORL1	ADORA3	C5AR1	PLAUR	PTPRC	C5AR2	NRP1	CD163	TNFRSF1B	VSIR	LILRB1	HLA.DPB1	C1QBP	ADGRE2	TNFRSF1A	TFRC	RHBDF2	PLXDC2	ITGAX	SIGIRR	TLR2	PTPRJ	CD226	SIGLEC10	CD74	AXL	MERTK	ENG	CD46	SDC3	ADCY7	SLC1A5	STAB1	COLEC12	CAP1	UNC5B	CCRL2	KCNQ3	EDNRB	ITGB5	SORT1	KCNQ1	GPNMB	ALOX5	CD82	FPR3	IL2RG	CD8B	S1PR4	ST14	CD3D	CD8A	IFITM1	CD3G	CD63	SELL	PLXND1	CXCR4	LPP	CD47	ITGA5	ITGAV	IGF2R	PLXNB2	SEMA4C	TLR7	NRP2	SIRPA	THBD	IL6R	PILRA	NCSTN	STX3	STX4	ATP5F1B	JMJD6	TNFRSF12A	TRADD	APLP2	TSPAN14	CD7	NOTCH2	TNFRSF14	CD9	RACK1	CANX	TNFRSF21	RXRA	SMAP1	MCFD2	NOTCH1	TSPAN17	ADGRE5	CD2	CADM1	RAMP1	PTPRA	LRP10	SLC16A7	LAMP1	SLC16A1	KLRB1	NCL	RPSA	PTGER2	CLEC2D	PTPRZ1
NRP1	0.894562992947588	0.856280917428182	0.741803205453879	0.886966000280657	0.881532770823886	0.694109448136975	0.653840149846294	0.871280956688822	0.643954918260936	0.604135884195588	0.735634781422149	0.770545658754543	0.224536213940076	0.506527008316965	0.831707765638383	0.78678425503398	0.93963501780439	0.315821159525596	0.934414300645333	0.0935312618884519	0.274025995386142	0.871342099342776	0.521328905811227	0.525008214450194	0.286460997424356	0.66215320944732	0.978514530269079	0.866519341540529	0.611086931000831	0.374553899666024	0.737316780215479	1	0.953969634842614	0.607241325174266	0.575287507965858	0.608466597790203	0.608326005411716	0.0588037775513442	0.541427661129733	0.656101761467324	0.676268910473951	0.759131160244385	0.84018677281365	-0.330722917052124	0.677728586203543	0.548255129233966	0.7418668417659	0.414737406775912	0.879913438605226	0.687601386081979	0.873861254719155	0.91616867516942	0.956087895229279	0.168376501241539	-0.0139925923438218	0.665151113119174	0.644978822035422	0.983365464331908	0.752969697969636	0.443740460386077	0.775414635845406	0.557547980367081	0.93866608069175	0.614358310614498	0.19545088535949	-0.119002270151325	0.695783076147308	0.700241689986139	0.821233526395465	0.214519418490851	0.958982741085959	0.0560595758666259	-0.102935804738501	-0.365362527612311	0.938600124886518	-0.377915174210926	-0.00783574019094208	-0.0454688594201556	0.00156890575082403	0.171659986957624	-0.384117522612393	0.819623092158158	-0.243722358644958	-0.0238703134579817	-0.209019178805051	0.577998902005815	0.157356580042737	0.595238078934659	0.442269210304062	0.613127140904377	0.707646532995751	0.917080074732406	0.710385120526882	0.782445569444697	0.793964713212138	0.510177910886054	0.497741476987969	0.647653447001362	0.141200799862136	0.179746522584521	0.00298019978158617	0.220602678230808	0.0414618644196611	0.366040675005125	0.435248037448504	-0.495828553044492	-0.162877071936275	0.618898111020154	-0.210648146185425	-0.0697209822260939	0.0489085162284426	0.00543908625774838	0.106837874294338	-0.19323869963049	0.185486148752844	-0.186268141486398	0.166799449779635	-0.362079633572562	-0.277612998630721	-0.039211883758357	-0.265435767951877	-0.197108850362913	0.0742912663310802	-0.308506593189121	0.45634480499162	-0.0345311828296769	-0.14403824335048	-0.142510065109507	-0.00550307947781746	-0.519598917166758	-0.413099538190696	-0.251169650251799
CD163	0.862959499546025	0.936896872864913	0.846461408579907	0.952227424671338	0.926783384440704	0.782556812291517	0.672917189323756	0.851096180465623	0.7971840770966	0.622592177736699	0.860528946293969	0.814289914876629	0.240967045145948	0.573517328917942	0.850157194632096	0.767943355652866	0.940164590427084	0.293669790960267	0.961943898263902	0.235338772380156	0.228215493995428	0.917369313374583	0.527865690733292	0.36581768237288	0.224363679146003	0.726304319098459	0.980635668740429	0.896374790144525	0.589787188302774	0.458413976319379	0.641465619917541	0.953969634842614	1	0.707538164796353	0.66540849406795	0.7343943426409	0.661367008002554	0.0246285459261421	0.580330025418666	0.644244593812347	0.562500670134824	0.672846239812988	0.846341974327505	-0.286559858766758	0.702735917254086	0.394221712280527	0.727914882413499	0.547706844495881	0.92333139602876	0.765346609355886	0.904148593106303	0.885505116555779	0.91187136295732	0.0464160780133356	-0.0618304456693633	0.820103566356592	0.494987453101735	0.972349947818529	0.690520485401422	0.44200073520115	0.836312862080939	0.584573306391858	0.95176798200043	0.503296259241211	0.138589425391602	-0.180721632697443	0.775269187670992	0.615843897620919	0.924463463698858	0.221136155645105	0.911669556577791	0.191331673426739	-0.00574837065031919	-0.266927478042345	0.966348711507636	-0.255262723700349	0.107945180431727	0.0726127455828758	0.159157064211583	0.142803846733602	-0.246972054876258	0.893131056822961	-0.110294951759429	-0.0770446148275398	-0.240513367239059	0.528693661998479	0.168813862200453	0.501661984827423	0.382448239969783	0.669478219731923	0.808389875178228	0.825983623120948	0.841407216679683	0.688236481946287	0.692835499535554	0.514848109456606	0.424405535506733	0.687799849210142	0.0837808389097388	0.145646915633203	-0.0021757253846607	0.161606356969518	0.2044054167498	0.333435704815983	0.492424585087478	-0.388650601254236	-0.231048939007442	0.581163498948682	-0.25335894065347	-0.107848035240984	-0.010625060089882	-0.0447968010279293	-0.0250744558316433	-0.240569853140424	0.144022541523669	-0.212678661725899	0.136130833247612	-0.277032945661615	-0.161215285396359	-0.0542199143606888	-0.291153885178838	-0.23437303085457	0.199181455705571	-0.348215739821975	0.439658619830141	-0.105704775706883	-0.0165001470654201	-0.180150135457992	0.00307228037687951	-0.423417209096607	-0.320917047118201	-0.28294656539725
TNFRSF1B	0.333540313819486	0.83655848108215	0.677193545550052	0.635776981373326	0.515158431809681	0.827065741030921	0.764878344555977	0.311224935815442	0.911929596872651	0.45154678548205	0.858535947668245	0.373938277463152	0.0159305286315007	0.888815189226476	0.681157054148049	0.461467372427022	0.492816753576434	-0.0707668919256485	0.655868655099224	0.626124167253276	-0.083326637188132	0.787820233819562	0.171982104436459	-0.0123789828727187	0.516438838752417	0.848238870651272	0.677546969616138	0.636333546107539	0.778137832296966	0.763079033307435	0.410109343117866	0.607241325174266	0.707538164796353	1	0.866164172042444	0.820332148939768	0.749975238094935	-0.257015611951619	0.768080729563113	0.316455056818007	0.480783305520658	0.596496957964575	0.733856393480965	0.263651415688979	0.424635107653899	0.378688922390979	0.195071719659371	0.7109294996698	0.775575806733974	0.78586136453149	0.73422201839525	0.368951827951358	0.467540246938182	-0.0933563816273221	-0.333200728713626	0.891990088654676	0.149079936595584	0.583869039667977	0.136350530649712	0.148219546763136	0.799183469234995	0.810385621441187	0.620084246071024	-0.0957849785919266	-0.228210819146504	-0.346688068479898	0.32954082122459	0.0493871659607556	0.852746544597047	-0.08607400459824	0.484913480704586	0.368289621541364	0.389047196015024	0.335407715754009	0.602105757541882	0.222876772445653	0.162731734986202	0.444633406737227	0.494324048086428	-0.173421479680033	0.17525666983294	0.637834109699313	0.370915053006862	-0.267572168293615	-0.38109196621746	-0.0267027139020538	0.00398481000438226	-0.0897179525026909	-0.130962083862357	0.53070243034641	0.707485044806039	0.383189328598017	0.685114531768956	0.24634467807868	0.457415717525892	0.197869650317145	0.108478710761188	0.628159907341798	0.143953615027104	-0.191596028527476	-0.0568336791233861	-0.177243718941025	0.374896579987649	-0.112629704058817	0.558591651718379	0.0654653348571104	-0.43001038469331	0.139017214015962	-0.395144733956845	-0.234410120334641	-0.299665350503463	-0.328175348244489	-0.460550637645243	-0.329069293042082	-0.177708406155189	-0.393101909288145	-0.319429023171516	-0.0865926201323337	0.374998646377826	-0.284856516686885	-0.39897449306575	-0.395938167434197	0.287722813216637	-0.464659129133474	-0.0015369721921014	-0.254991438503919	0.522397852923949	-0.291184382346275	-0.150686316364629	0.0011671583070246	-0.0255843809117009	-0.394486791826857
VSIR	0.256054630379771	0.833982205153331	0.794486147559141	0.625569021910248	0.40582410954094	0.902254863992421	0.919655339110333	0.232468980564673	0.839512994957459	0.330463574453711	0.822612322705166	0.430564886579986	-0.283537224539395	0.904550459535656	0.833225350385618	0.453032841950974	0.468580652048591	0.0193498460279704	0.571492428094848	0.482305842265526	-0.0339959103161807	0.852013217667495	0.243010204686033	0.0476525452054828	0.647617666584271	0.917216090556852	0.669158266636613	0.518833696112895	0.8655116807579	0.576309296567799	0.234205617224175	0.575287507965858	0.66540849406795	0.866164172042444	1	0.936614972776905	0.903128981470869	-0.215138253794706	0.898778522494772	0.407391171674589	0.550235315854551	0.74726749389509	0.871867499216039	0.378262722923335	0.226910706849692	0.34548496018403	0.125168894181638	0.8169956619049	0.853046009124605	0.928544210617744	0.825064944361516	0.30029822405149	0.436663643011382	0.114384224150238	-0.251077526034831	0.891597817510776	0.108993994121523	0.541568487997101	0.0073476412092094	0.184681421245852	0.877136062912722	0.833062177072531	0.598662087505738	-0.219750651795839	-0.186890457606485	-0.267836862561461	0.246102782191408	-0.109975951303494	0.821223214284221	-0.101473654044396	0.398740345331181	0.11063123623834	0.0958684831142346	0.133308033979557	0.535904437640873	-0.0139221616561797	-0.099789238130266	0.206444034973215	0.235117767461038	-0.101418635790404	-0.04042240380749	0.701245332986937	0.14638810769023	-0.167704017496508	-0.309536881546973	-0.132658669077619	0.16192357044216	-0.146853678427486	-0.139483137610225	0.630888428384686	0.869161473503054	0.371966014913635	0.709772437675705	0.0977980938175233	0.528723522413343	0.0266179752254384	0.173103627592528	0.532816006380127	0.240287169057308	-0.170170533249747	0.0581203788029239	-0.137565533600394	0.408835898226764	-0.075208462113019	0.687482835088564	-0.125790132436728	-0.45922129768517	0.00816429012425767	-0.286666843646144	-0.16809410335082	-0.218018909766009	-0.280774892631304	-0.438996327117025	-0.264887900686326	-0.144511602961644	-0.33532744564342	-0.354970850295073	-0.25845212862123	0.15120505467623	-0.189831750398574	-0.305976653195886	-0.297562516671045	0.415489221568137	-0.442615733164552	0.0258268466660123	-0.12958984938682	0.350992317957343	-0.226088393462891	-0.135105276434031	-0.223480497838245	-0.0498586693744077	-0.306744715500123
LILRB1	0.351890240195061	0.852205049239078	0.902805601053639	0.753264844634665	0.511750773965436	0.906112177320225	0.879266865859554	0.337258460348561	0.883560105341057	0.241815056036093	0.828659603180034	0.629650168954195	-0.199318896778954	0.824227660032032	0.848106310457441	0.546855183570536	0.572854803361891	0.0400351289038519	0.62078982839639	0.512092175112188	-0.0430709860662325	0.888536535669794	0.264845780478563	-0.0593691888411395	0.513694066908395	0.918680631086186	0.718263440110612	0.602553565536232	0.758379495022295	0.528498463425024	0.173765928496501	0.608466597790203	0.7343943426409	0.820332148939768	0.936614972776905	1	0.923821658320731	-0.230462076349335	0.77736805491003	0.379285334693989	0.395232476116512	0.677030487652733	0.870548319988465	0.22027093876936	0.356147522179618	0.162293770424136	0.188864409466983	0.918222856979074	0.882882020904893	0.968650029933709	0.879459387552556	0.393603160866536	0.468506649863266	-0.0285369591518667	-0.295686949571093	0.902861523129132	-0.015808993658687	0.60267332230521	0.058593129836242	0.225223515681662	0.895698611601449	0.759864857029399	0.682220468741989	-0.172583280101194	-0.221447860483009	-0.338896404153866	0.481294223815837	-0.0358196863939913	0.866673687915502	-0.0829136041334948	0.449397603923534	0.193482547969136	0.131000099056104	0.0176442930322314	0.615617560041055	-0.0542445774492111	0.0345255207422271	0.269493286257415	0.269968078464968	-0.121250937227293	-0.10378468070454	0.770891568298245	0.161528762279986	-0.221055987419326	-0.3786398594628	-0.075648007759118	0.130188041273203	-0.114221033119188	-0.153418881425574	0.64583381041812	0.938706775020001	0.356164321032411	0.81727504492668	0.125938529047351	0.408159832605699	0.123600895571824	0.0949657695667279	0.578678814185028	0.133162861106339	-0.180431036425733	-0.0292376265864675	-0.171817790485447	0.490909395440297	-0.0613851821091163	0.616651288580846	-0.180821223211762	-0.539227868711611	0.00864767989641843	-0.35183770792038	-0.22420112289348	-0.264016605072736	-0.324748097009652	-0.512609245837793	-0.351010754732907	-0.171991374927585	-0.379629463503979	-0.297241211219161	-0.28381752716898	0.119287621907782	-0.222738654023457	-0.35276015948472	-0.35879202508953	0.410580584717818	-0.4881608864568	0.0550573306581528	-0.228311795605507	0.351055068521768	-0.294819698787512	-0.137669770889879	-0.261537188308519	-0.0856607051432379	-0.359062774858171
HLA-DPB1	0.30677315428339	0.745188412337052	0.803246805022394	0.651053251198347	0.380757097655279	0.851217766416283	0.935303506159721	0.28853415385508	0.777730286463455	0.255296999220888	0.66380430322204	0.537072870279653	-0.225517495812799	0.846561362424219	0.84847161218365	0.641809721727676	0.529049015642083	0.183857500822442	0.534244794704471	0.388987147716699	0.146051860126661	0.882421862760322	0.363521007853559	0.156552235932262	0.674676440975842	0.952409914376678	0.704329045357794	0.516401077821058	0.863318429048223	0.472122931970248	0.248308117708017	0.608326005411716	0.661367008002554	0.749975238094935	0.903128981470869	0.923821658320731	1	-0.0635818395462559	0.816607383300354	0.490525243740615	0.600825934886534	0.809589997504716	0.89833840228312	0.242715886629107	0.333242796315499	0.250044557101106	0.178643370328721	0.851058356105407	0.871890958472873	0.968137472409012	0.890226131388107	0.35499007354931	0.488108717841868	0.235187166970359	-0.138119556919799	0.773890045641977	0.153450676874694	0.56159403858208	0.0470176769215202	0.361098102839052	0.918605049769411	0.841451967033815	0.68675551135074	-0.146045225163104	-0.0912424545437614	-0.13184416328893	0.33406978212721	-0.0628862353725675	0.786917506071103	0.00472933311531684	0.447156867599707	0.0172932450122708	0.042196227810918	-0.0128385072273935	0.564084328353457	-0.180710721041957	-0.160702346144519	0.153676453581739	0.116568950471081	0.0265992051049402	-0.2363458338953	0.751737594094766	0.0346243462433952	-0.0127604771922895	-0.208299178829967	-0.0866762556243133	0.283815719781658	-0.0519385137073301	-0.0899228632805472	0.726809346488168	0.876586079344614	0.394662099248752	0.73967026070709	0.0868191816297134	0.500596064061315	-0.000741111386884017	0.260817721678423	0.586476033285286	0.395337927522181	-0.034714831679236	0.151121215009848	0.0123575166524375	0.470642458978171	0.0535742597647249	0.73823956221835	-0.284669824290113	-0.366638971509553	0.0214804794441136	-0.161912191673606	-0.00522808135812957	-0.073757948428737	-0.151879819143682	-0.357474252447366	-0.155630523313659	-0.00896508219850304	-0.233884175407137	-0.197332552610975	-0.262554460131324	0.0512075581536515	-0.0806241310074918	-0.179004685675656	-0.179816652711235	0.506644262801277	-0.342201092395918	0.14536639702477	0.000643723241642771	0.308537928947151	-0.0992785874144251	0.0157145622639234	-0.375918796135084	-0.0362398676581477	-0.180636460281269
C1QBP	0.197773685519453	-0.126426223724347	-0.120232141356455	-0.0432284155064457	0.0197666139146647	-0.146494283688568	-0.133431023055817	0.254107795887685	-0.115616173424001	0.385843853749669	-0.206433075971533	-0.0596400418536398	0.346694026845691	-0.218100073401962	-0.0769378256422487	0.347685641266491	0.0820519665106329	0.945146720573998	-0.0050540190909825	-0.332774966319313	0.951845840459042	-0.064655060910419	0.843608350908797	0.59481860105737	-0.175396723181177	-0.0400186049836719	0.0491546768378017	-0.0377725801928087	-0.157530659845039	-0.229179547419191	0.130350157711367	0.0588037775513442	0.0246285459261421	-0.257015611951619	-0.215138253794706	-0.230462076349335	-0.0635818395462559	1	-0.178749582722965	0.699148154876367	0.335922194456025	-0.0191818728211507	-0.0060547449955143	-0.389907456980351	0.188300543581649	-0.141037967112541	0.573970670926402	-0.238994904064965	-0.0345122318837693	-0.109996329698392	-0.0407204852010547	0.146715020274858	0.291717140586938	0.747688375877194	0.981274185247871	-0.178307897069652	0.527687479917961	0.0644212620393051	0.398080372548772	0.868649094972415	0.0134713465206311	-0.204520599194031	0.13193326056863	0.456684587611947	0.964660799772839	0.941215192714498	0.0419383148169577	0.259702098264713	-0.0797802922181352	0.94931569280496	0.110822758383712	-0.212445759735483	-0.196062759699348	-0.268182964330455	0.079971091547604	-0.292033274353162	-0.202268201062318	-0.262302014615296	-0.241568058959783	0.972897114004599	-0.249786189339279	0.317613170431154	-0.342293644422911	0.962416947365912	0.942283128299731	0.618499508820204	0.87911481182494	0.607291349261404	0.799741841958306	0.532349501902112	-0.140815439542301	0.243253568163859	0.0949004564953792	0.0710642108149551	0.126411045039848	-0.135614856077718	0.788679087933707	-0.111484219173131	0.739911163894144	0.988636117700192	0.847219605585983	0.969134076302781	0.264909039421519	0.9306854124831	0.436191287718533	-0.230789432642186	0.906270396867583	0.484518080031882	0.916417830677194	0.956880403559229	0.972806509673623	0.983095874091564	0.792016535257085	0.932570938262194	0.979988548249368	0.958665173392123	0.908334579502704	0.56634144646421	-0.283124534448089	0.964844264610814	0.913168195800629	0.937370652507077	0.644682461668146	0.863497119768201	0.891717306584535	0.869175899666111	-0.288759803315688	0.949687579989267	0.966190201796693	-0.252235211731429	0.475794533131022	0.908212522006869
ADGRE2	0.217220274401811	0.685821746890602	0.580856504502752	0.52901089524456	0.323557037681467	0.736228552198669	0.884947157717379	0.202411548644789	0.707352718235273	0.42851177944017	0.669958158323583	0.269829964411819	-0.214809130869215	0.921950859258365	0.833144831678838	0.398350620292277	0.40353339627213	0.0222199868379832	0.529876528602926	0.38081920922077	0.00926860331278095	0.802958322827313	0.212724190472564	0.216344277053333	0.719143409133348	0.858576400106592	0.612971114624834	0.450792831055333	0.912393478035672	0.608583294039571	0.409005112247794	0.541427661129733	0.580330025418666	0.768080729563113	0.898778522494772	0.77736805491003	0.816607383300354	-0.178749582722965	1	0.409481662740098	0.717454513949415	0.83054066840556	0.802794133615046	0.353798112607685	0.212098599988614	0.514249175986786	0.0856162049031041	0.592244201038797	0.79463183990491	0.790923024927939	0.766474646206712	0.284497010224631	0.442215246714318	0.276091920242809	-0.199580455791046	0.770577212953419	0.277559141470478	0.506030052320911	0.0283996899981084	0.169483860294406	0.826425685673337	0.900135891993961	0.594487968117768	-0.147059488143586	-0.133829314109484	-0.174755321093775	0.105356953465717	-0.0968059333850388	0.73159436895341	-0.107847711367122	0.395295139493254	0.00564858852411084	-0.00522421013596986	0.199173887293827	0.466840929212228	-0.02534142455529	-0.199528162424284	0.109584133351409	0.151344544783065	-0.0985867753451973	-0.0253228370883938	0.609126652824874	0.0732232770766403	-0.0885748279731035	-0.239879521442962	-0.16602019733263	0.150829587983439	-0.0569328888181678	-0.0779108410935408	0.554007678273018	0.742672394041242	0.428292042993609	0.476234871385899	0.124231644029424	0.718903241864091	-0.0881822643580706	0.310124959359411	0.623244478637984	0.297379145562437	-0.148153569048469	0.185737222398644	-0.0502096709185183	0.341967724404291	-0.0572616704528809	0.741230313219401	-0.0959786875512387	-0.333029077508497	0.117891307185383	-0.238723620133908	-0.101173092466998	-0.13336004583192	-0.195845842636715	-0.242964081801228	-0.1959333485206	-0.0868009054499384	-0.304171662328078	-0.317555174048605	-0.251558707625149	0.149327222866233	-0.175300809710858	-0.270452840794424	-0.247747581749938	0.346773830587865	-0.349479942199078	0.011356698910057	-0.0100265595407819	0.311658808334352	-0.157433359708694	-0.125171729155113	-0.220344561968703	-0.0633366212731876	-0.258084531871615
TNFRSF1A	0.591805912528073	0.546514187099924	0.493199597557504	0.521467196289901	0.502869345221761	0.530884662613644	0.516432704461234	0.603168234215188	0.450250206348466	0.619273753991416	0.403678665367375	0.380576260420408	0.147778675687704	0.327152059327678	0.598975341353355	0.738752507282599	0.594993666990612	0.856438033765971	0.554036521234747	-0.183258866990823	0.839484264750801	0.59584495923953	0.943603960331287	0.77535643908631	0.255945483063975	0.530409109095806	0.67925945242362	0.480966019019669	0.440916738631217	0.0445210520196008	0.458415767755334	0.656101761467324	0.644244593812347	0.316455056818007	0.407391171674589	0.379285334693989	0.490525243740615	0.699148154876367	0.409481662740098	1	0.750832479193456	0.561270354683184	0.655564361053128	-0.337924861094956	0.374837235638783	0.247995475249629	0.773387410380749	0.232828821307121	0.648320997154909	0.510683456216185	0.61613502055401	0.578726529544944	0.770562062057811	0.71828153064398	0.664300952408056	0.448655613889528	0.70817134746333	0.639963457194024	0.610824062013335	0.861296153217946	0.659574215446765	0.327988887959822	0.688020177311784	0.510801228591607	0.749283353759405	0.606729264073958	0.354864731540979	0.451203572584305	0.524563960530888	0.7349369618874	0.618365186657901	-0.261568859450417	-0.308105028311569	-0.427156927215689	0.641044301417884	-0.517062129727149	-0.334082005984042	-0.298652916481641	-0.234990792572172	0.803059580849943	-0.488620330721456	0.815447747391649	-0.4610261167899	0.679609896948257	0.544621558248613	0.641887253251607	0.826232424868944	0.639563416534299	0.755283152721806	0.90591564672846	0.493682705045159	0.71255229233968	0.601053503612054	0.401029038808682	0.656872218858521	0.0577361930662629	0.912930009821717	0.295947409104252	0.712473025517903	0.760522044243587	0.664275740080053	0.800609448557133	0.258601228890257	0.849702382279163	0.763434461733313	-0.543744496819904	0.477989455120494	0.583479144004837	0.556348688508625	0.647212947350723	0.718808423294749	0.669478834181389	0.538086960161451	0.555144822922008	0.785254219268726	0.535028005345509	0.598739832896547	0.0788123012854847	-0.419822125828101	0.684238992283502	0.503071741707362	0.56223277790579	0.648373252740491	0.342332482206932	0.872075950997595	0.681888361751075	-0.296427814385693	0.596515368564553	0.640692273270686	-0.617951091471558	0.0900180661109528	0.509030401018616
TFRC	0.454381386037784	0.503748429047467	0.337899347958197	0.42956337374823	0.349226589485497	0.500168600323827	0.701620354181181	0.43112337156218	0.416517108777946	0.594581750611226	0.373293242765715	0.204798755012202	0.0212416726029556	0.602236234509593	0.694953487565257	0.628954664606927	0.492654036952561	0.487592400395546	0.538238422569258	-0.0764697227716419	0.513266043893176	0.659804322651096	0.589107572563516	0.784959079261441	0.643292924850229	0.648458037060409	0.656089013475972	0.479561373777357	0.792731437609143	0.29684445030144	0.694530272474397	0.676268910473951	0.562500670134824	0.480783305520658	0.550235315854551	0.395232476116512	0.600825934886534	0.335922194456025	0.717454513949415	0.750832479193456	1	0.864173752642583	0.730917250075668	0.00671295856591018	0.297979802795346	0.701976135205558	0.464830450192413	0.180681598360592	0.678891777662218	0.536004781293131	0.66909115489114	0.476167144973483	0.695018575648988	0.706012558058488	0.317664219579268	0.416572438111941	0.772654224651111	0.604771792910476	0.435964440389577	0.550593590454411	0.698417918678454	0.669659660403852	0.667701331346956	0.350808138675702	0.409464885580182	0.341492583265592	0.0821640766177595	0.312085237095057	0.516027629350372	0.333332083108011	0.608118019514002	-0.302936944365062	-0.255319092650287	-0.157190265597976	0.543303084953628	-0.404135205193481	-0.446601316189197	-0.247869980404213	-0.232980565128611	0.406110083806648	-0.385962347927591	0.62846689263928	-0.3430374971175	0.404433763499957	0.219944143563828	0.31147076676166	0.490148525046488	0.4459798929754	0.434003982324396	0.672882494735999	0.452898003132757	0.727130925296146	0.353578014199605	0.436494910265717	0.884968333467153	0.00344111017812416	0.781744762093544	0.501808197992724	0.668612414741171	0.379680309633084	0.483721221248051	0.504711671348542	0.0716516656187158	0.458781053893159	0.741364056656119	-0.437794677126282	0.214827375068978	0.448303319874521	0.23535195346356	0.373044170786997	0.406666995278281	0.344695464201728	0.361403584532498	0.281549096405545	0.446114706377793	0.166808343678047	0.19737718689093	-0.138795361622157	-0.236876987747015	0.286047851889366	0.167834011249905	0.226678637908893	0.359669848981695	0.072632634592226	0.472148019909098	0.478363091223305	-0.119148826562538	0.308288981294512	0.280790245937365	-0.515161188101766	-0.0881089420066318	0.187584442597994
RHBDF2	0.482291060219704	0.672701231204969	0.609874604201663	0.634782370537036	0.440462615205462	0.680849006142468	0.889581425767934	0.443692101716354	0.538285134534073	0.387509931911861	0.538274221846976	0.480089529064125	-0.161938873847385	0.731414985201311	0.897875494690068	0.639396531548252	0.610317000209501	0.222941856321225	0.618263767890841	0.0877531504915567	0.19680932690206	0.841394509479797	0.380499048716919	0.514803959933825	0.749302590001065	0.798921574183613	0.766754670391874	0.588953333749937	0.909584142460502	0.363573431494231	0.589272221233133	0.759131160244385	0.672846239812988	0.596496957964575	0.74726749389509	0.677030487652733	0.809589997504716	-0.0191818728211507	0.83054066840556	0.561270354683184	0.864173752642583	1	0.90065933972783	0.11446622554102	0.328638827773749	0.661399748287653	0.314432623273513	0.495695241149333	0.845508182869096	0.776597041681268	0.862333586300881	0.526491234763433	0.678832784610168	0.44747520489754	-0.0434129312377994	0.577309578867019	0.517569041729661	0.690966503998609	0.293351678102046	0.343715821538951	0.827376721589275	0.806900941640721	0.748594592315581	0.177266841215363	0.0669416806711261	-0.0423901083158953	0.266697769007232	0.227401634307474	0.66075551413647	0.0270827951569853	0.632129005450038	-0.229020464329504	-0.22577936471146	-0.218206117036195	0.605210216127	-0.410989236800555	-0.349576776020947	-0.138607102797452	-0.178923754493956	0.0767787952045794	-0.449046067080918	0.682915665366877	-0.2614449623314	0.0555293491927879	-0.169128905942372	0.115091186561877	0.238493486031413	0.237369998458207	0.128055675633493	0.610223857128744	0.717063326406187	0.704787449521026	0.481913405009927	0.410022982036935	0.849757441143512	0.0883139681460865	0.49158149772115	0.604928303376511	0.400932113794053	0.0294908142685912	0.191582832685472	0.146414715727513	0.110716018423276	0.16254087776272	0.649220278358432	-0.478280586788419	-0.234548295442195	0.245030274740952	-0.132562240556024	0.00566342224771089	0.0377105688200672	-0.0439532565341724	-0.018159353607275	-0.109829410943817	0.0834201949523859	-0.207754374795335	-0.103299496762048	-0.444215505343714	-0.218087510262639	-0.0656688217912897	-0.186654586944103	-0.145408276339063	0.214250160710161	-0.300213031935667	0.217237317497736	0.115781439214009	-0.0272234276293121	-0.072326381119319	-0.0487217511893422	-0.560010073246487	-0.288662405222321	-0.172680870835954
