""	EGFR	THY1	GPR37	LRP6	SORT1	CHL1	ITGB8	AR	ITGAV	GPR37L1	NRCAM	CD47	AQP1	VLDLR	FZD3	LRP4	SLC16A1	ITGA2	IL17RC	CD9	RAMP1	LIFR	LRP8	CALCRL	ADORA1	TSPAN5	NT5E	INSR	C1QBP	ADCY1	DPP4	CADM1	LRP1	TNFRSF1A	MRC2	TLR4	TSPAN12	SORL1	ITGA6	LPP	ABCA1	CD44	SCARB1	PTPRA	SDC2	SMAD3	ITGB4	FGFR1	CD82	CANX	EDNRB	TFRC	MYLK	NOTCH1	ITGA3	CD46	RAMP2	NOTCH2	CD63	TNFRSF12A	CELSR2	TYRO3	CDH11	ITGB1	SDC3	ATP5F1B	TRAF2	AMFR	HMMR	RYK	RACK1	APLP1	TSPAN10	SLC1A5	PILRB	APLP2	ANTXR1	SIGIRR	NOTCH3	GPC1	RXRA	NRP1	MCFD2	CCR10	NRP2	JMJD6	TNFRSF21	SDC4	CD81	TNFRSF14	NCSTN	TSPAN17	IGF2R	ITGB5	MERTK	CD99L2	PLXNB2	SMAP1	PLAUR	CD68	RHBDF2	TRADD	ADGRE5	C5AR1	LAIR1	GPNMB	CD4	HLA.DPB1	TSPAN14	ITGB2	TREM2	ERAP1	ITGA4	CD93	CD74	VSIR	PLXDC2	SIRPA	LRP10	ENG	RPSA	CD163	CXCR4	ADORA3	STAB1	PTPRC	LAMP1	FPR3	TREM1	CLEC2D
LRP8	0.702877033771601	0.87277110296173	0.857008003575115	0.866687128556797	0.870220780172242	0.69130815154298	0.766922892756702	0.901523677317741	0.851859904290807	0.668451717993565	0.859197548417205	0.849885422359572	0.74332259224654	0.648354924643693	0.777533162172342	0.683036969316316	0.449030746587744	0.543934295565864	0.84771348016371	0.515477365810079	0.721684423260902	0.721071364776118	1	0.682937131896234	0.813593058827128	0.832671096949401	0.71381847828741	0.31152479237593	0.508063050277029	0.464714582365126	0.581202663669178	0.690383202754528	0.654807650905911	0.733208038831696	0.894170077348977	0.655291755049888	0.480611373123953	0.631015044411193	0.384339971385697	0.726257389466862	0.622434335951337	0.676181574850382	0.724270333685213	0.770753879490545	0.50376680669007	0.836941525297305	0.809636081323062	0.454449285714466	0.694574502045137	0.756898521759605	0.708436109733271	0.702201915649434	0.715876555354695	0.82831657719406	0.584984663426423	0.796991606230821	0.175105911872682	0.872526040884297	0.757193919244311	0.813330407750579	0.502639944840873	0.69612309483723	0.650198857219749	0.606789965216255	0.693465993581503	0.793116315928818	0.917275489917671	0.556974779211116	0.888296045535481	0.784498689512081	0.606867643945857	0.691569591943554	0.673030632348543	0.895886441738943	0.907621632715079	0.614173754074264	0.661971235163974	0.458002910980183	0.459119756786773	0.78847209162911	0.320801439687554	0.191890530409358	0.734287158804711	0.706873550678636	0.756107906843039	0.906101894187363	0.704330001944439	0.680014095831982	0.492460394193914	0.41147419563639	0.542931908570812	0.639225657028003	0.308804894162736	0.257533683358548	0.166517215141536	0.785751297122788	0.33678122809978	0.67654274521274	0.264429454459646	0.134789220604338	0.401989537535848	0.531793475872826	0.313517158754397	0.162898410708139	0.131384126208846	0.160085313068928	0.110141755207929	0.218724408544734	0.363124067417198	0.123385192158986	0.134040151571078	0.512203145847383	0.182835471347792	0.13306723519761	0.205179425692684	0.155748940081749	0.0986974497795273	0.141038127263992	0.656761119842949	0.0870656616389917	0.585190101327328	0.103254644720683	0.200209351558921	0.171290708792801	0.137638094753767	0.0513401459218279	0.483917863058381	0.166578248203567	0.0575471489223587	0.532566050002822
CALCRL	0.925067742286597	0.800816518683861	0.8168879737285	0.711135510341617	0.875607551357191	0.936833054203344	0.885781506042354	0.749060498987337	0.833073677759487	0.874296507123296	0.89015513696555	0.784257204880598	0.581710479096104	0.711420654334009	0.889483370813304	0.633199355085134	0.597591099309702	0.881380087985115	0.714819812137188	0.676259453658896	0.933176259349124	0.889065404623897	0.682937131896234	1	0.845884029426776	0.920816667361295	0.732368649227018	0.708652827360822	0.378409485673528	0.856853201345045	0.822782230583417	0.750566161076339	0.61582011004152	0.592601449751185	0.832059331464565	0.638275844976122	0.868670649150528	0.60183410536904	0.546522536040234	0.759007115338112	0.497108579282539	0.510581849536035	0.529590219077723	0.889863037684031	0.410928063115297	0.805228633634666	0.853675563300461	0.5935711992835	0.866133993706854	0.763767602054185	0.713186462191806	0.445039742301661	0.828353177792857	0.639389606161641	0.77168461086959	0.469278977162375	0.408588917948124	0.80975000200124	0.696231013738773	0.559383484908027	0.806924577090771	0.759648465496661	0.762868243276905	0.431934084584503	0.457008225664686	0.626343422188092	0.675622712427579	0.538170850780723	0.532030397587048	0.535168625978428	0.457551367109601	0.720955654472203	0.801454153846855	0.548805942302342	0.843481766229036	0.541975399206372	0.58220055404666	0.199709625159136	0.643689707155002	0.7835459763194	0.14875662199242	0.0232552461405468	0.58634261348606	0.822503698615565	0.539634932605596	0.528518540372968	0.669900589252408	0.68246887385863	0.324416802822271	0.363876136728795	0.442541086768583	0.536882347822441	0.146725148864497	0.103783387318181	0.0269012738807328	0.462797297230509	0.111254993398451	0.400094384075638	0.0144974967125334	-0.0547445523618229	0.238157574860141	0.282069696937042	0.121830144424004	0.0257519690520716	-0.0370775861848054	0.00145380033004727	-0.0795741899964818	0.0444050248169424	0.183899897101305	-0.106110755540409	-0.0607891980519964	0.709981250848203	-0.0317366078011137	-0.0904767967411424	0.0197492624109762	-0.0349728103936802	-0.0642001549753192	-0.0207062599086398	0.576778277656431	-0.0730517038744564	0.472405982824508	-0.130896758114185	-0.00699864145572385	-0.00833762413879622	-0.0676733150538847	-0.150495486748355	0.305232971960198	-0.0920804393313961	-0.162168476182465	0.397348491353129
ADORA1	0.875897865939134	0.798122816906323	0.913215409798075	0.822352673422432	0.908538730378784	0.915937528460036	0.899226954762877	0.85853154234075	0.902065559521625	0.853314037796397	0.930959361796453	0.84624845770889	0.644179924571649	0.775322245315965	0.83819465769679	0.698925458773042	0.621928600430749	0.731426839515618	0.845584760945584	0.680573611885419	0.893800107069189	0.889731260872125	0.813593058827128	0.845884029426776	1	0.901581270759335	0.748570898360802	0.558965747243921	0.486020369205687	0.770331598289889	0.745673034862448	0.736235382439724	0.688541475146819	0.701062250552707	0.871471562755517	0.679949895744923	0.761008159926487	0.702823790090502	0.454642471137328	0.80690672345972	0.645230417556391	0.644804955056788	0.699239190605203	0.899735508651192	0.489677547015873	0.851642513126437	0.914380125929454	0.564179337568348	0.767691969955479	0.788298812294468	0.76859519923279	0.53797177339013	0.811767952818207	0.771551361035605	0.767697096959272	0.624306346627493	0.237633352573333	0.895004571324685	0.792337872826748	0.707844906862309	0.644309958332341	0.687246717730347	0.813576023672696	0.557544547660267	0.606510589092176	0.754487277628564	0.813971706104008	0.529488738348914	0.706681199411308	0.669042271142397	0.590980988211629	0.763448970021067	0.732847796803812	0.719667104028822	0.926698126103408	0.618735501515649	0.638480447650801	0.332285837438257	0.546776353700158	0.789513926948673	0.261224241994062	0.128130972598845	0.721612577559999	0.820861733475918	0.681294004439494	0.703670317718162	0.777589962527191	0.771066896481499	0.416983779808399	0.440318786514137	0.526634455715826	0.622306555868764	0.226521443928293	0.202563166435205	0.102966312087068	0.662393936920999	0.248387758089522	0.541496079501586	0.152231127001555	0.0611883911165656	0.324635214693695	0.340639073209675	0.224400343557829	0.116850422636295	0.0597276312077502	0.101400057007909	0.0162411597347578	0.140625235111797	0.278061242846411	0.0129282193620867	0.0349181417728425	0.626614041910143	0.069473204870811	0.00753623533612884	0.117619980840443	0.0547248712740134	0.022958587479886	0.0445981968033468	0.659328079816376	0.0144357914286027	0.586817331117117	-0.0152738529850453	0.0929063681487355	0.0801004872062833	0.0416179264872382	-0.0517246249891683	0.399913757772111	0.037347811992352	-0.047741247831026	0.47743457061745
TSPAN5	0.932721261509442	0.898703732669819	0.916477457873739	0.862992871358748	0.931945733753419	0.930008553759995	0.933067572895306	0.881869814957977	0.921843844442275	0.884968809233912	0.953943065215931	0.893470382422946	0.713996800184389	0.79280089897901	0.933137687288754	0.710423937608988	0.667520162248749	0.834021750757426	0.837526697980775	0.721311597565994	0.937823543796188	0.910142510065777	0.832671096949401	0.920816667361295	0.901581270759335	1	0.785717357042049	0.631545482303218	0.471027999851561	0.787401160009538	0.80296856672048	0.809838365550444	0.677337667498467	0.695412097996882	0.886212313171051	0.663253898485055	0.82836164430941	0.645087174972498	0.537224378633071	0.818011639450009	0.60023709577169	0.620145473817441	0.64074642686221	0.949115514311634	0.484685189259402	0.881418192030972	0.92705158569793	0.680957816964194	0.892154803089228	0.838321248483788	0.797895259373761	0.541155719669338	0.889509251348098	0.776554411621438	0.771580433025841	0.636846891065647	0.422558702175224	0.911171961738357	0.802343848612404	0.741997338679896	0.785558332092993	0.826853185069237	0.765762605613903	0.54150287023905	0.581180069417545	0.778044487550235	0.81898056719202	0.547698525168057	0.72734556118317	0.681672698980379	0.572364104052905	0.826809189532553	0.842810820604274	0.718490887490324	0.933520265466434	0.611742845593676	0.638257497611934	0.308205383434417	0.618505384191088	0.868785069139579	0.198501896095516	0.0901701169542733	0.707438734709116	0.851394687462121	0.692398658340706	0.713801698674921	0.728802168114093	0.75252419485337	0.397903296718217	0.401630746815849	0.528667831948912	0.624658943683627	0.176125328578836	0.166116300252593	0.0734920666894317	0.647085045836331	0.20069646447784	0.513613581105144	0.0922750728004887	-0.00351926519674561	0.286589726717102	0.367368395529209	0.187333412787039	0.0555768017082538	-0.00420517422751624	0.0474047626273012	-0.0443179867488184	0.0891205413796815	0.25150187470828	-0.058153287965726	-0.019234393125105	0.62962671366506	0.0126075623111367	-0.0448408196957537	0.0684301505868664	0.00243478276434841	-0.0353675409367984	0.00324502208092543	0.650545718932396	-0.0369572830614132	0.564269851429956	-0.0758720549247143	0.0297398507527079	0.0337581421239212	-0.0124377207564259	-0.117055724114338	0.372408059684761	-0.0260803833667164	-0.11611055179572	0.494085594309379
NT5E	0.770911619233822	0.654100502512665	0.729463663151584	0.768756635111028	0.730357656369479	0.719027299355132	0.710506347959748	0.679860491381007	0.774070875551662	0.693345663458899	0.741111807965044	0.725633905959773	0.49592018416677	0.808750221919629	0.788082608386975	0.758446578297289	0.709894900701267	0.575497315611382	0.798084435591563	0.745178388754744	0.736978701509107	0.723602566935572	0.71381847828741	0.732368649227018	0.748570898360802	0.785717357042049	1	0.569006604732004	0.507731334541326	0.615352731245222	0.608329622674498	0.63540043362045	0.634125200796245	0.727468034222089	0.751239559576806	0.588934015084544	0.585724139618037	0.620035479780556	0.416585082697077	0.705370020475986	0.581978096389261	0.640835435515256	0.685241037348681	0.82962619654944	0.510780166968007	0.773722969853263	0.762174518165588	0.677748699539698	0.609739165430809	0.751347671326789	0.681270765646096	0.682489579591342	0.722955745433709	0.637555107835203	0.588422035194744	0.565274722484964	0.312348270666429	0.743708417160277	0.667271894498264	0.581839797776441	0.483451435502293	0.52744718474911	0.693343157081075	0.542187290817766	0.488209157487728	0.711135160784485	0.660335055902146	0.549191769019307	0.546731848816271	0.700179648962535	0.66695524410708	0.560716036207858	0.718823622017856	0.675218951450015	0.772785976636285	0.561838119938617	0.549270492191578	0.394638848071089	0.657216030379968	0.659293561378804	0.34695744612027	0.184480640889409	0.674293879208611	0.834426259941215	0.686226163277307	0.661151907548769	0.687763943391814	0.632641133079986	0.439000649246586	0.402720180309743	0.509028333502558	0.484938939460778	0.290169960880326	0.21346415859242	0.156456504366651	0.542775961171113	0.286735157546035	0.523709980976754	0.238221076975861	0.137508187806374	0.324620960675774	0.49682643078915	0.252788404092455	0.166370214351341	0.123655185142069	0.182835375128506	0.0867566853619598	0.185450202677385	0.337381897065584	0.102256802477555	0.105977732818003	0.619673074396738	0.13492104943087	0.105576039611035	0.16669096767295	0.150165069179093	0.084982689595276	0.129737220039527	0.605535903288994	0.105700038907812	0.597009872683758	0.0621731625992286	0.193870038586482	0.160414176217445	0.100482456950977	0.0493403682469582	0.381134480727678	0.122941059887394	0.0682498873167835	0.487496993721967
INSR	0.764110826751938	0.406176521697387	0.572716505262169	0.460462550872173	0.495363425895534	0.675685268486412	0.673192472669613	0.450300343271492	0.562209411714546	0.648503408051468	0.562487374157593	0.492389934561909	0.291213191103398	0.679612831585532	0.720426336209048	0.656589093378005	0.564067681538131	0.617874848996257	0.503868857734908	0.664315685961939	0.688878178188157	0.708484450942875	0.31152479237593	0.708652827360822	0.558965747243921	0.631545482303218	0.569006604732004	1	0.299219144979302	0.75530307935675	0.68625832745163	0.506568435292436	0.453664850124058	0.413411309756384	0.518180401166993	0.424861921381424	0.717585520440434	0.444602415192735	0.474400277969372	0.539803207871214	0.414150560536523	0.318693205525824	0.379802698945762	0.688753601743566	0.299359532145254	0.533671501698627	0.589873565997382	0.674679998939989	0.621148867443349	0.511669490537206	0.53436335569396	0.355073220491419	0.561136416825361	0.348432350206132	0.686118696330196	0.303122888236374	0.609117992525535	0.467135196555392	0.451716481208759	0.201975912636764	0.674987121595287	0.57414050486917	0.602040963746188	0.271459214101497	0.257553408591271	0.344186375927103	0.309039790988525	0.345499856848527	0.162217380941018	0.395897322333482	0.339355364178152	0.504807330257166	0.409544346975931	0.200693041311604	0.533723034620056	0.367555687859093	0.438270678056758	0.170668657740331	0.57738640852432	0.362843455097624	0.128416274542199	0.00215880624128273	0.369983408944538	0.699648382074325	0.29722143198834	0.221403207739241	0.570775879632675	0.3880111783133	0.216835571619062	0.254897700859908	0.346547426850654	0.257001616966256	0.0710634909647508	0.102282282129753	0.0710800179867028	0.148229424126729	0.0817075089645794	0.229640856154118	-0.00859384217523989	-0.0216340388940556	0.116728715437616	0.0968488122480004	0.0562348063017106	0.0220541820617206	-0.0108634430840961	0.0477162676920155	-0.0586838095508826	0.0267993110561282	0.168264317839167	-0.0912538221096387	-0.047103984540223	0.555071503420797	-0.0476445815803242	-0.0833265521000988	0.0153732504637954	-0.0256954671160018	-0.049918928966577	-0.00554022628407822	0.405172037276497	-0.0294779879263213	0.332877792523652	-0.101507580398317	-0.0160790835838135	-0.0325808152328078	-0.0671674844776445	-0.0788278567749108	0.155805212041482	-0.082217552310699	-0.119548604608975	0.279684532571847
C1QBP	0.423415756200909	0.471562730328784	0.539828068525636	0.528849397263119	0.565992608439452	0.443700680616917	0.52554262888048	0.559505537877711	0.653098622900085	0.48711701661281	0.528830636384291	0.712846650424785	0.542837960217248	0.503873087786444	0.436931483839739	0.301558016914191	0.456712258143008	0.368106602883015	0.651297465981333	0.607876123774307	0.465722077245519	0.480090781085141	0.508063050277029	0.378409485673528	0.486020369205687	0.471027999851561	0.507731334541326	0.299219144979302	1	0.342415579798392	0.335092065253704	0.729740817181732	0.792028906026938	0.855104517128839	0.585764969934476	0.74743741793877	0.433797953695894	0.810853411576454	0.752444354956158	0.751133351752761	0.726003135324879	0.857713856920872	0.646399515580682	0.635081506691073	0.764963093701183	0.502109189940238	0.512662608621444	0.534686094521921	0.553945556607071	0.808153103361386	0.665053394894238	0.552404684648317	0.385886918981456	0.719677870648745	0.502715033460142	0.792194426111443	0.314829356522427	0.650482787628032	0.817689614884992	0.576043839196372	0.445849122018323	0.332301977444127	0.5691387511766	0.858258400307277	0.709983969988516	0.850647871036591	0.629118074632662	0.826755432084346	0.632955932575108	0.749951182413545	0.900404791074061	0.501661160395619	0.317033279878346	0.699527912291472	0.525901419432245	0.855795922599294	0.80221512751079	0.837094423726429	0.458940567972492	0.419361880167418	0.76583059420121	0.724834492981274	0.825085856295119	0.439792656534329	0.752369541336232	0.639222753591292	0.697461911078249	0.670235170415706	0.839873528600511	0.708370588017208	0.867050010482685	0.761853574618557	0.691445700485505	0.680909595721869	0.667440911736477	0.711006480434851	0.789691471918868	0.818526793643195	0.711761665973315	0.616037396479412	0.699709346597784	0.779370442382441	0.797529584298002	0.605569165098082	0.711740478251005	0.536774183168849	0.635297911722258	0.713192169358536	0.730565866794878	0.664419916295441	0.672931944270687	0.596693383939412	0.739999304745939	0.656156331205471	0.717146476477644	0.727697989612356	0.676312781999291	0.701942098313021	0.798897254162212	0.696127420132691	0.949984783944761	0.621511344989217	0.654020418359099	0.643100431436157	0.629602033069637	0.651533517137189	0.795096863692105	0.645989858702886	0.602672727721145	0.717400814297509
ADCY1	0.824002945030288	0.626546519454593	0.697143678814228	0.533159697433232	0.706109935090762	0.894700340541963	0.830173152414486	0.615597152390683	0.730166772654834	0.864043580880799	0.761754045289628	0.633904429246165	0.476833291488392	0.683997340777258	0.744101234435755	0.542632072658462	0.482119120233825	0.898782918015105	0.586804796845346	0.584024577754136	0.894741306885074	0.834472072619813	0.464714582365126	0.856853201345045	0.770331598289889	0.787401160009538	0.615352731245222	0.75530307935675	0.342415579798392	1	0.79577905098935	0.700732172241583	0.568695778475585	0.512166962320443	0.670360526241375	0.613009898078704	0.862926354200467	0.599902993180095	0.575324336585859	0.705832058321824	0.512845769268997	0.434864283679698	0.464025851296275	0.803589845620945	0.411752369496216	0.65226875959899	0.80071302627383	0.60508337166164	0.800931567990188	0.650750237636514	0.628816824173499	0.256987847544332	0.778963476588459	0.535109319203131	0.8094193708188	0.344277269611748	0.464037374807115	0.694289262591451	0.616095563781601	0.396211722891302	0.763473935146953	0.62250054616016	0.720061449831778	0.410564538992204	0.424470511510112	0.479728574444047	0.524315403219701	0.457732630474743	0.342157616705977	0.493593990140971	0.362986821200174	0.654064935297431	0.586278380942784	0.376991729792815	0.692383125453651	0.527409451545102	0.509127100603794	0.156164669890257	0.50463896459367	0.583472731226513	0.179342803976374	0.0691087102491101	0.525944886770076	0.696102044467964	0.387569563875442	0.317156996624397	0.685757209266848	0.675090112132908	0.299924734626172	0.349676857901418	0.472961206864103	0.400297392673785	0.186421388113386	0.180856281330251	0.101735705920829	0.338910843482943	0.123290609572853	0.289088593742291	0.0547965531091414	0.00805775696315276	0.206061526891134	0.172101844163925	0.0679392280707087	0.062134643476942	0.00507007786613305	0.0869457858407132	-0.0344291612659388	0.0395293963141452	0.199467442812728	-0.0662086863347385	-0.0238764852257184	0.686979016162665	-0.0253314350211602	-0.0513654478880525	0.0308408623094832	-0.015127257204992	-0.00858839927456297	0.0196239135690989	0.525956268503896	-0.00846842176666282	0.423608230374466	-0.0659618012124253	-0.0315583224326158	0.0455037133634778	0.000391747707537968	-0.10689921266616	0.282812422051923	-0.0477254065341336	-0.107105965551396	0.374983638827427
DPP4	0.758435484360221	0.739799631965839	0.701789975621061	0.610435116627891	0.700742681091269	0.858415903896986	0.786425296242936	0.72444849662604	0.735078752414737	0.8196668401414	0.762158012389875	0.697826429995309	0.598894943587681	0.578898561562131	0.774815495065117	0.483166773988423	0.384674654139344	0.780341214809427	0.607402827933938	0.494761853822673	0.866838376389254	0.824480229114877	0.581202663669178	0.822782230583417	0.745673034862448	0.80296856672048	0.608329622674498	0.68625832745163	0.335092065253704	0.79577905098935	1	0.64606529243074	0.532245914235956	0.537066708424044	0.693399094171088	0.589334460535891	0.730664442155826	0.595259936832104	0.464690149029524	0.710299420230617	0.432018569432646	0.434866903381157	0.486504853978118	0.765309357086319	0.394523600718951	0.658706909916613	0.812397609159551	0.624238227192996	0.749906387524279	0.629878937191213	0.668150879175926	0.32660540541969	0.7743115721335	0.512094970898986	0.667476296314166	0.40646255923566	0.495163324664949	0.723248703403335	0.635164466434084	0.461578352196111	0.74633710604295	0.647874211794671	0.733516902710887	0.409839590297402	0.442023214027111	0.527210867789462	0.553400931779143	0.412003385183213	0.420295347842846	0.514051857245463	0.342467625626295	0.617239480561798	0.517958617123699	0.41924596677889	0.704812519135496	0.50790379863338	0.596936635411157	0.195348531133474	0.429247983998497	0.702942190044257	0.159719464136914	0.0317642357118376	0.547817446634351	0.679649453821486	0.434264275416274	0.379796791821631	0.693451233408955	0.670967973447097	0.313711238475148	0.25866959155424	0.439530580205335	0.399115555815526	0.122744931415209	0.191746851402947	0.0798367508954051	0.339385686234319	0.113423820294273	0.363725902129856	0.0478834233719509	-0.0223757834566323	0.168169134040208	0.206923344739653	0.0991692629006482	0.0136265325384327	-0.0118886250670864	0.0258133167520313	-0.0419236235911197	0.0485791364282142	0.224086261537789	-0.0685061278138193	-0.0168355173591347	0.65257922643877	0.00601381662431652	-0.039281377136325	0.041448191245643	0.000610779886826258	-0.0320084222444309	0.0400245615962034	0.525221187222351	-0.0131026702457062	0.414937551024906	-0.0860321805744489	0.0131661854704971	0.0147917673209305	-0.0167497052639324	-0.0912061104475657	0.243306005449391	-0.0256598380190221	-0.115629426984831	0.331062662589187
CADM1	0.727218974839459	0.813160292393358	0.816912870106939	0.734038212264957	0.871047564563992	0.802519930744639	0.872606260737218	0.803346723849334	0.906240852344178	0.834812119671375	0.854689603399209	0.889027500403395	0.777713750110433	0.65619908098321	0.753687469834657	0.44340424445536	0.539459012813547	0.775205015686741	0.776517033516399	0.681135126822916	0.833883246678649	0.80888665193602	0.690383202754528	0.750566161076339	0.736235382439724	0.809838365550444	0.63540043362045	0.506568435292436	0.729740817181732	0.700732172241583	0.64606529243074	1	0.884802750652657	0.856470105107409	0.816788361492057	0.882107261685002	0.773977728273445	0.850164693560676	0.815346299427421	0.929417288042351	0.802555595474299	0.819804695837541	0.638380639365937	0.869676412602896	0.821228702647901	0.749276751549765	0.825484891974834	0.663384130002647	0.89556143453073	0.93571753547624	0.838801200156094	0.481309006672006	0.699163824650604	0.86513093319612	0.789998519592189	0.769350045969816	0.491025954463402	0.904384701265571	0.944953689935685	0.722209811223262	0.790929261627251	0.64922318822	0.787031773105671	0.826621247871378	0.801627411245532	0.851556317244131	0.780134073976024	0.81115692387157	0.707275599292455	0.80502676497436	0.756832276587686	0.808191548347474	0.611391301519858	0.717291977336641	0.790014026342103	0.883641795379364	0.847539177934755	0.628212631569563	0.620549707616519	0.755513417375138	0.563010169529163	0.545320078141237	0.869868785049684	0.664994048851859	0.830381776417999	0.698478070818034	0.769205818843938	0.873350500406108	0.73142651694162	0.698605937637055	0.857437316095362	0.821046977299092	0.575861749622586	0.576079815219552	0.511031144638139	0.770336886964682	0.575864214417763	0.736459457435577	0.47449474120789	0.399298711709361	0.598144624639337	0.620805653111709	0.528551619344583	0.46187807462615	0.427303284003594	0.40373357362074	0.386518429777017	0.476469485997907	0.59032037755561	0.350714637122122	0.403934921946703	0.742233532843109	0.402044078413363	0.367117653746587	0.47436564674599	0.429837649617184	0.415990223846613	0.449939826239232	0.840851844464991	0.402692790507003	0.792371033537149	0.361568536152858	0.359761710162686	0.458623360719433	0.420015879322582	0.298637184645283	0.72305860719156	0.384460295724524	0.307430285726352	0.714720148358783
LRP1	0.652131014424627	0.631103726818374	0.70365470453338	0.626982888391464	0.777012912676746	0.662424784402683	0.718619687188892	0.704571817503314	0.867321117103324	0.686992705037721	0.714158085906926	0.790103172409757	0.62004222314232	0.602804683409854	0.614545606425056	0.475881455114848	0.480590074289848	0.55205481463393	0.785894129312455	0.6634463259839	0.724236047519426	0.640571448743992	0.654807650905911	0.61582011004152	0.688541475146819	0.677337667498467	0.634125200796245	0.453664850124058	0.792028906026938	0.568695778475585	0.532245914235956	0.884802750652657	1	0.93899310174823	0.822856790228973	0.932052854753374	0.59316498298385	0.932388731756031	0.800866715986238	0.933276790951071	0.916515355869114	0.935337665784887	0.815800818374841	0.795761590991972	0.886468041480336	0.624950317941155	0.687010456190248	0.538522498808058	0.744693740376954	0.921184893117956	0.813656917118486	0.694027732775327	0.536997000618726	0.860860636920899	0.671471744009888	0.840144779223836	0.297960972288445	0.833097897428324	0.903416961491438	0.577985268606338	0.591372050478486	0.436165714148954	0.754172319274132	0.931002868938636	0.910369816548644	0.819876783100499	0.741847304767074	0.886314996972403	0.686074970275863	0.842843369275636	0.888780820788828	0.567856423624887	0.534270733786491	0.777329793300744	0.757827821851603	0.961481151834202	0.845736582110801	0.818009532371519	0.606224669474043	0.6288769673761	0.802248403769552	0.740978555794805	0.90346335146626	0.636880506102564	0.829605135643566	0.710217831693209	0.854026932829238	0.787141533097981	0.904033606840659	0.872308623642101	0.908359722444909	0.814869184712932	0.770749744909274	0.767101090378664	0.740926428577965	0.825688576725644	0.805264073256609	0.887492656130836	0.737679012311006	0.677580382740001	0.834394805540819	0.772685835690324	0.720854182637416	0.725456716284236	0.687102527384218	0.670638943615118	0.660944141325187	0.733593911541282	0.827756303647119	0.634864431088839	0.671453103003646	0.795290096014088	0.661925621915114	0.643271346244501	0.727630146995927	0.673815692822678	0.671276149243025	0.686496213441649	0.944254084738816	0.660628633151774	0.889807012466354	0.638105121812293	0.627194144640772	0.706244977199883	0.682172967397983	0.575873173918049	0.888140016861749	0.663129449387322	0.590902094382407	0.852959334570311
TNFRSF1A	0.619424477622198	0.689365962534057	0.740051909893543	0.722605437989543	0.778221860317669	0.654206266200854	0.715712194032431	0.75311066938244	0.872216366057228	0.69935501873422	0.744656659020498	0.850203979498589	0.674054706387013	0.643818147828507	0.648788433698608	0.513433731487099	0.529593639758848	0.522963632677847	0.8435154382965	0.680542791324854	0.70947047986872	0.670263559428954	0.733208038831696	0.592601449751185	0.701062250552707	0.695412097996882	0.727468034222089	0.413411309756384	0.855104517128839	0.512166962320443	0.537066708424044	0.856470105107409	0.93899310174823	1	0.81124960938799	0.911498151258055	0.519406833863078	0.925804736257082	0.721097729511215	0.915920017673864	0.871746050432134	0.954903143844451	0.839664541903801	0.808870896799062	0.873320552641935	0.705270191715127	0.731940921500985	0.614186292119017	0.697317945556577	0.936071141342031	0.830092768512847	0.730350351941493	0.600069957017074	0.858701061180272	0.65244948913157	0.868645117722462	0.306275775565423	0.851014517256027	0.922054230810935	0.697427284705874	0.529912464279898	0.46028239755947	0.767022706884267	0.934903227495008	0.875155741971256	0.892081383810435	0.77017022064283	0.883197606185788	0.720845154829435	0.898350381361255	0.91232847365772	0.601464043140142	0.540341922126197	0.835000066624521	0.770112657083507	0.937606154003457	0.867153125590551	0.840684017860204	0.587184273280742	0.674256524399	0.763509242411564	0.701649611591847	0.947627663331429	0.642646804198363	0.886778963842788	0.790228944651035	0.840621059207656	0.829611143499103	0.881229101211409	0.782020384023589	0.897303937905324	0.793400551709703	0.718211894150479	0.706574402043314	0.664917423463007	0.833098525174685	0.768035706856195	0.891145041501918	0.706872500856128	0.605089636803384	0.759164066171256	0.808912503261129	0.720241027283236	0.634207402597981	0.638430248272207	0.591600917823949	0.598678208675391	0.672935862269439	0.788419720877837	0.592874404840796	0.617942047673297	0.769595528244737	0.630815625632528	0.602581200207533	0.671428845821445	0.643884252378188	0.610763683629498	0.64913752596219	0.919350443642708	0.617249425441325	0.911912739090599	0.581128782584545	0.600643861859855	0.658292986733459	0.622780017648708	0.540113626346171	0.843919339863128	0.617842265714734	0.54129038650874	0.811862894589531
