""	CD93	ITGB2	C3AR1	C5AR1	TREM2	PLAUR	TLR1	SORL1	CD33	CD68	ITGAM	CD4	TNFRSF1B	TLR4	PLXDC2	TLR2	TLR6	ABCA1	LRP1	ITGB1	HLA.DPB1	TMIGD3	ITGA4	NRP1	CD163	CD81	PTPRC	ITGAX	C5AR2	ENG	FPR1	LAIR1	HAVCR2	PTPRJ	TNFRSF1A	IL6R	LILRB2	LILRB1	CD74	CD44	GPNMB	MRC2	AXL	RHBDF2	UNC5B	ITGAV	ITGB5	ITGA6	SORT1	MERTK	ITGA9	PLXNB2	TLR7	SCARB1	PTGER4	ADORA3	NOTCH2	SCARF1	KCNQ3	CD46	THBD	ST14	ADGRE2	CAP1	ITGA5	P2RY12	PECAM1	TSPAN14	CD180	CD47	C1QBP	CADM1	ADCY7	TNFRSF11B	KCNQ1	RIPK1	ASGR1	INSR	STAB1	LPP	PLD2	SLC1A5	PDE1B	IGF2R	APLP2	RYR1	ITGAL	TREM1	CANX	FPR3	AMFR	TSPAN15	SIRPA	CCR1	ATP5F1B	PILRA	CXCR4	PLXND1	TFRC	CD40	CLEC12A	SIGLEC1	SIGIRR	TSPAN17	FZD2	CCR5	ANTXR1	COLEC12	RACK1	NOTCH1	FZD1	TNFRSF10D	CD69	NCSTN	CCR2	EDNRB	TNFRSF10A	FZD5	SIGLEC10	RXRA	GPR84	ACKR3	CD82	SPN	RYK	PLXNA1	FPR2	CD9	EPHB2	TNFRSF21	STX3	JMJD6	CD63	TNFRSF14	SMAP1	ERAP1	TNFRSF12A	MCFD2	LAMP1	TNFRSF10B	CD99L2	STX4	LRP10	NRP2	KCNN4	PILRB	SLC16A7	CD7	PTPRA	RPSA	TRADD	ADGRE5	SLC16A1	CLEC2D	NCL	SDC3	PTPRZ1
FPR1	0.884320290211339	0.931712364180807	0.913799013509263	0.296829414968453	0.870633044685645	0.708813329481561	0.85497874382059	0.864951869794109	0.905490667240904	0.698580518038075	0.894164637596717	0.842802271567885	0.808509568854965	0.641209434155956	0.855672236946373	0.851377706617934	0.59729137386154	0.110616109944847	0.590345602473238	0.841819933380109	0.698578809434246	0.913907611036264	0.891970131695989	0.443352239076809	0.88528504834661	0.885275159550348	0.919482001635767	0.0994323902821389	0.356921675522177	0.804000100287614	1	0.849516980310232	0.869627514306538	0.798172881830713	0.878706552538244	0.807039741125206	0.715726861979958	0.838603663637372	0.846574622306	0.501247853289201	0.0176600946247163	0.750381472768448	0.713174632171669	0.907549673826185	0.866330486508607	0.807784836436909	0.627945360020471	0.752284528793389	0.859758008255345	0.497673768809924	0.613627858317038	0.831185527032964	0.89148544920327	0.788616665098011	0.458062432557827	0.881756928718398	0.619709371188172	0.732036112892706	0.695946720508451	0.749241406254026	0.526105571536902	0.790957205591977	0.763584259598775	0.888806281048821	0.719109667360549	0.737210516965795	0.669675038237522	0.634187615667316	0.548270162418863	0.747542416930729	0.733250171088507	0.725883894323119	0.879927444599854	0.661018113528599	0.854068397332658	0.725290134153965	0.725729308022386	0.360081386936048	0.70080142870105	0.705462345405164	0.806833450013915	0.740122898746196	0.636532499968893	0.557112721506949	0.801118787316557	0.459921601856555	0.52359243382814	0.369155073683083	0.855330603416859	0.786511600735167	0.700766343426601	0.826874305137526	0.845908851888677	0.694706211700639	0.850264594765127	0.657846580895295	0.589234106897536	0.77213032965217	0.386618472800915	0.717709373877268	0.716036873599017	0.426378934926798	0.819694165765442	0.741928726692522	0.815037259272351	0.700880575352603	0.785461875931882	0.0301779311785638	0.77487947030054	0.568411232911567	0.505443840391171	0.318052152346956	0.404199814419314	0.78312791379987	0.507958967838959	0.359553953742812	0.519544041843384	0.649465469583397	0.87828208844954	0.753403174386112	0.677509966336608	0.415849231321008	0.292263221013233	0.754694914720912	0.643987561664656	0.468410246502097	0.714948828432375	0.431107233374079	0.47732659872264	0.247289514520786	0.606469375297756	0.597959800793122	0.824428511340892	0.514263649543365	0.855331628131556	0.843409502432787	0.392915269293288	0.776625126782867	0.843989567632339	0.522997476187136	0.704530055735475	0.524333552400181	0.878511496739118	0.129557103940461	0.56988238483805	0.311218056395676	0.455814284620946	0.321930808869766	0.689671223964359	0.772495789981968	0.712734260417807	0.285373514844214	0.215879283423866	0.506356765093447	0.689093511348854	0.312554748466809	-0.180722304590896
LAIR1	0.820100360499799	0.886953137300869	0.848511992795829	0.488014534921252	0.809226024398665	0.760454567444809	0.804701838239646	0.718301076955483	0.783016787379802	0.779116352814941	0.796604181179964	0.895563623343051	0.836980528566023	0.810081227461306	0.856581143193123	0.849766714069492	0.620627044531874	0.367184256936909	0.715593533058432	0.906558456953982	0.44639853492931	0.853315749278899	0.90656542267581	0.751199788610412	0.900521144907983	0.785855734605069	0.882276220070814	0.342251119071683	0.538418668037821	0.838031123940356	0.849516980310232	1	0.879021192549904	0.905183511598312	0.919097317717181	0.894065902338878	0.697046671753447	0.786411779154468	0.713916034530964	0.64002064941184	0.290492020168578	0.805724942685446	0.726451528575741	0.870501696830209	0.906854887878224	0.891526312646947	0.815482852503557	0.85761323985749	0.8696029505464	0.690580491462129	0.577376949335501	0.914485092614711	0.827337525811009	0.756386116034642	0.601761621276272	0.852204895448042	0.786065677213333	0.691397985834246	0.743889739714032	0.777685316372245	0.674173036179205	0.875059350800564	0.837311524422575	0.929376358211882	0.752969846577459	0.527604884578056	0.609181284831911	0.76274246084478	0.73799412839631	0.843255654144081	0.646193224539018	0.847942482202934	0.912091269558853	0.589893568374448	0.728012686845168	0.836638903445997	0.553701127936567	0.396013461227517	0.78608167904174	0.837891371445907	0.763653340971645	0.708725603240714	0.806261996617117	0.754995921351415	0.921958789230046	0.478654637644679	0.690604424766544	0.495202847319126	0.963398334220669	0.777400772121357	0.825674365975122	0.704797712915513	0.934545750195372	0.874112588787879	0.822423363056202	0.418894089191362	0.515251920772879	0.884913212115389	0.559606183712757	0.649692367430133	0.456403712275548	0.511487738619777	0.706715864655251	0.734158494785158	0.806300695056588	0.595421825328162	0.674525395731873	0.335999471418186	0.583043116916659	0.74631759742586	0.664109483471858	0.462275948820119	0.430010639534406	0.859205013833529	0.22264625273913	0.406402708662074	0.604388885192643	0.78033904219233	0.73490617952861	0.812400648429673	0.573042158538585	0.548032003348781	0.59741858674451	0.769639793707742	0.729443864160887	0.734743109449721	0.711000205244782	0.525661673824611	0.676055238950425	0.409964929467535	0.690285484189127	0.684454963256076	0.824635500456452	0.689431801681857	0.804641634646484	0.804699643896408	0.548727573395644	0.807032721553443	0.908557506671981	0.64666179940249	0.813634066558143	0.666117071914134	0.844795937041057	0.439656139906696	0.698488144318983	0.602313537965467	0.539557197761791	0.0481298787397378	0.753723564786372	0.643903845371684	0.626657385246545	0.41313777906791	0.409108661968477	0.60636167695862	0.808317139293889	0.553210968868468	-0.0797214336407692
HAVCR2	0.816298532812579	0.91601926681598	0.948542651899747	0.511438012670249	0.941149117131188	0.816128871331044	0.847142764903623	0.844295321607588	0.841807013076717	0.881137483976349	0.847270531553665	0.892947823692191	0.886862934607902	0.72264265146128	0.914883403538174	0.838359763786879	0.554871927542558	0.36125395114396	0.747019072440464	0.928219938881877	0.696535213098366	0.851954701031543	0.883325490865358	0.606756354994156	0.931309798266474	0.896986898477137	0.897085996654922	0.375433441869304	0.514629013343655	0.848810678812383	0.869627514306538	0.879021192549904	1	0.835097928710911	0.87352748204071	0.776520939036576	0.745341814457388	0.815591364739962	0.865770275581979	0.573612445643964	0.284026242766055	0.824911268280954	0.827251763467493	0.891919969376176	0.851629769283828	0.87798180779225	0.78308860119806	0.770596146929026	0.853773572378101	0.684969258464666	0.616041923594054	0.864111423373267	0.869955556292461	0.845633631473499	0.579705371615185	0.894709995544421	0.708354160453473	0.773126224003596	0.738149156288254	0.839919293711141	0.605597625739719	0.783829026299847	0.830435721330667	0.861322662340232	0.707211367886089	0.711764903107013	0.740846159103775	0.765094378051845	0.623853572767278	0.827449355656312	0.646125751172415	0.887360500250607	0.874040770919616	0.544507317712645	0.841918298636315	0.742753430906864	0.647402274132918	0.444033804734289	0.748554337466674	0.729090363576433	0.862144236450892	0.643266156645193	0.662987804285948	0.73723718973473	0.88669080645633	0.43319738326527	0.629633773733116	0.498778429286183	0.871375643152525	0.784441801562345	0.836751566930155	0.783503653366221	0.909896980616334	0.676075508801733	0.76203778765447	0.709481812387286	0.642866806028304	0.840404456984924	0.459769360220894	0.792124201254797	0.62534691715331	0.471043874758658	0.817413968369633	0.632791574094744	0.793523002355039	0.694729977438362	0.757281860053768	0.25035462201294	0.695475917871382	0.644135247925264	0.563136699057145	0.409658224970187	0.395771869494445	0.814601135006824	0.242524246043705	0.31883656984999	0.502927108925774	0.625778858038083	0.832518970710554	0.706034749387133	0.556324483351671	0.555029040589933	0.449734211206817	0.65378399804727	0.728136057862955	0.696970024553247	0.60157292235661	0.632551296201419	0.619133933570865	0.456841110001773	0.706277441216599	0.615053144337087	0.88400200077684	0.686168994271337	0.830688244002507	0.779144520814934	0.474115720704995	0.784415696490048	0.933469252349731	0.613285725968407	0.794506212576762	0.649991326723627	0.896514552700808	0.364008082313324	0.616383376686995	0.341264788763401	0.340604305098233	0.203671911844021	0.698246676315314	0.676849574040582	0.660783177996639	0.252537173896588	0.276412681269889	0.549023828264847	0.671758186968468	0.521956896248825	-0.113491342480365
PTPRJ	0.89940375199257	0.841445138093916	0.819719430118894	0.479262276715708	0.743572108282817	0.683850966297793	0.835285179569721	0.762787353763092	0.779284378690795	0.73107598814829	0.805486048202014	0.880796401390455	0.826885078793207	0.843790137252272	0.919438521583492	0.916987533383475	0.733191595088179	0.360926058294158	0.814843646108971	0.831258058597446	0.366125608778339	0.755774364953476	0.87106248477688	0.727425360644074	0.915071708233537	0.66488520550966	0.811190340201334	0.279245729326294	0.546470856279318	0.845124826299304	0.798172881830713	0.905183511598312	0.835097928710911	1	0.827131176405217	0.849183160777902	0.731113465619734	0.85824870209556	0.716442921471314	0.510919641340919	0.214317729549157	0.743740989992448	0.760765970333492	0.886160745307607	0.893992108697412	0.932372735874538	0.819681850131437	0.773795277515635	0.86596786219545	0.786114070653972	0.694047104853338	0.929169649199993	0.867956016672791	0.717090332642846	0.565251438082386	0.868999113953364	0.771227956954537	0.754839819400206	0.824998550134918	0.766464386820935	0.584296935180965	0.795536406259325	0.872786017353947	0.814435861260835	0.712659148536918	0.547340253577468	0.711198481789593	0.82243447269707	0.556856521918163	0.726749518902996	0.478021828455318	0.8362976155485	0.929554282588278	0.421559907643295	0.741532977388871	0.771459078206565	0.484097491686631	0.422670472785819	0.903476682171427	0.905876079603945	0.775114571676969	0.545864885534228	0.7672203465142	0.758787094633691	0.865189005130348	0.627557128807178	0.681733427220232	0.382235094850833	0.883133179077915	0.826874677027231	0.798686067098832	0.622853766160607	0.896065302765757	0.7697792081793	0.663510148211307	0.456473941625257	0.432677914271843	0.945979138398333	0.423462953204691	0.598100755086561	0.41466951422255	0.677215623505624	0.62829833783895	0.637458403117365	0.72733832246266	0.550434271422965	0.692294696486371	0.271363641490456	0.452759388535886	0.716376345800329	0.542366974761137	0.442453530470561	0.358372469214553	0.791340895525845	0.198151080618541	0.392719492364555	0.570506532337548	0.705096245735756	0.756347494905237	0.858008786916634	0.546391310324287	0.552149347886828	0.530332655121663	0.6686410954794	0.66183600625379	0.726568558249714	0.642799857552427	0.451524314210329	0.710317654836979	0.386208287159575	0.735751623060883	0.513405976066354	0.669015389876715	0.636070328793464	0.725693896245225	0.832823969179183	0.414787286267033	0.660097635741341	0.848088644440202	0.596289892292684	0.724087852620857	0.550198489323488	0.778856034130893	0.413061754118189	0.603032594702409	0.58928114238667	0.481514098109702	-0.0502756128171309	0.658641441875427	0.498031506538988	0.422131783987387	0.311089870357173	0.28000683054215	0.706492110056051	0.678873730088916	0.575985216123674	-0.104049132780648
TNFRSF1A	0.7979750881464	0.918341563724563	0.853647025719213	0.415105657133804	0.830544421883633	0.778486702443651	0.780429439717687	0.745243950706152	0.818491005803736	0.768483445514267	0.843755428975442	0.877810928950512	0.804022424001578	0.709991621191027	0.812106526555479	0.780586758493784	0.522486652818398	0.276438340313161	0.663079663010791	0.917476688890092	0.570810811560659	0.881907073997371	0.887773822075301	0.652353112700162	0.864464266941642	0.86994003521556	0.889285185707547	0.282212350992077	0.454345829053097	0.827938763951592	0.878706552538244	0.919097317717181	0.87352748204071	0.827131176405217	1	0.856228543504744	0.661183537194615	0.743791978252464	0.757160193635631	0.663085181052611	0.238872477102832	0.86127441049161	0.67720300037067	0.848976907604095	0.870898309872569	0.828829164310773	0.738464322590519	0.865264669460642	0.886527879762437	0.561046117272841	0.505708881794285	0.873399481528741	0.818978861455124	0.76992603445767	0.585815359848532	0.825372958586853	0.745768762003748	0.694488580788346	0.659956828484459	0.821993672843344	0.641501604785818	0.868457671891297	0.751146117220595	0.938221905576774	0.769534169264266	0.613801538477253	0.625325166916101	0.68223169683383	0.720462490245053	0.871030033684338	0.786272716043879	0.814021860358412	0.866183624216665	0.71067623705379	0.783651546067984	0.849186130877957	0.683905493083738	0.451471617556522	0.68861332406183	0.763008220070507	0.748258674110059	0.789979544536698	0.666057335481642	0.684741102768574	0.910608934207617	0.410305525567179	0.606022257231877	0.498481552314813	0.946183828441227	0.743463951916504	0.809287728824118	0.769952472937874	0.905263294507888	0.795009525075791	0.883456173058744	0.517070248966916	0.573537087191525	0.816837300011736	0.654611336204291	0.687174489752375	0.558059245983396	0.417754708343797	0.772386522562547	0.715834135271484	0.818702746963312	0.688489766165084	0.731827308055858	0.301326110470551	0.729379065487031	0.749339420633053	0.700856002475032	0.429175950296027	0.470175974515922	0.884671430195152	0.359642531148861	0.473101951258968	0.573089981715732	0.813428751581443	0.77663323535087	0.742846185635503	0.636717170068868	0.489429696550367	0.497380285369682	0.77216913890459	0.784459151662894	0.656188924937089	0.737369714055836	0.57090593509946	0.622254230400125	0.389050350330874	0.676291322456212	0.734292373858044	0.893781695805331	0.665744318734758	0.884166027274787	0.802449817189163	0.66011635862915	0.88433345230004	0.896123079722527	0.696263304781129	0.843554911681228	0.687938230533954	0.908661068820782	0.420046284770765	0.683813852214996	0.513562644987522	0.573356510382361	0.182773318766862	0.850902942073581	0.787697051062528	0.739421906368122	0.413809187692403	0.51708340912882	0.496997145223483	0.849929008689184	0.515340567486534	0.0662834791472947
IL6R	0.796483064524144	0.851557903893946	0.751809067777855	0.496828419029644	0.646454637065756	0.764378722830412	0.72969609747485	0.663618949090228	0.722212259799969	0.709717195374784	0.819591788044887	0.841523822813818	0.808729055330568	0.75113051169788	0.786207592323264	0.793967369372978	0.589460173351413	0.394947782454147	0.669927267470232	0.79631968115187	0.355822804549234	0.813954196226978	0.826511916067891	0.715434937294976	0.79338688178061	0.669534163621221	0.806107784709394	0.335218403341527	0.57949323172959	0.820048505884946	0.807039741125206	0.894065902338878	0.776520939036576	0.849183160777902	0.856228543504744	1	0.691325902483	0.717123343018602	0.580351733424154	0.701009213227376	0.320707918921989	0.674229252841451	0.599583914150479	0.812167389315714	0.817543108247914	0.774285207288711	0.738060732205894	0.765322680000093	0.82936306872345	0.592978992187273	0.49255117919343	0.877383407918765	0.794909214306516	0.705310054688832	0.581038996139467	0.749558628015072	0.780735671904909	0.715013316177383	0.658593288233186	0.679665762517488	0.713605136462093	0.877303361585206	0.756618754434463	0.88625338128638	0.843255202936691	0.410327279927755	0.553126356032001	0.73764683913475	0.710874669649531	0.702573520898003	0.626504780321158	0.702989683211967	0.875020998532855	0.522956496130532	0.65430834737803	0.784481164229424	0.570370281951137	0.403653136201521	0.696789711272312	0.811417466116206	0.689263279552286	0.645502928351277	0.753257780153438	0.736966393627502	0.867193193565173	0.470673398580674	0.644275562703231	0.543469473570284	0.908374128588602	0.826016495442349	0.809762647100691	0.660786260443737	0.88086463889857	0.844959128056151	0.796402936910799	0.418710815368214	0.479313451663093	0.842189175309533	0.550919426816386	0.489492752864103	0.431569578585621	0.470400600710759	0.684797927695848	0.672044682693801	0.78584595445528	0.627899314502476	0.683804455045431	0.363337423528475	0.59666536537453	0.722353523944496	0.635657798346428	0.51540460563437	0.430465996950617	0.785664558465695	0.397577094089663	0.379876473228986	0.667109879213064	0.716944913580312	0.643594070286819	0.860607287885754	0.646467818811645	0.534328674918617	0.567512398355777	0.809910341210914	0.697508079838976	0.65830957155859	0.690121662331413	0.500292454039224	0.680513857065559	0.472767384342465	0.733041388148991	0.674413289559684	0.71423974739846	0.682184039025169	0.755086014171168	0.758397861083364	0.512469746024823	0.758115666463225	0.819460665601901	0.61499963439419	0.710451686047328	0.633662981708347	0.781916187173766	0.414345458961164	0.714984801780855	0.583671056964706	0.546920816677638	0.0456887975779489	0.681943559560967	0.649719696306821	0.570761555510455	0.486731804446751	0.402629924164331	0.53233015405605	0.78919816364009	0.468051056998047	-0.0782445058266776
LILRB2	0.715709141070542	0.728831614612513	0.760541264525424	0.602545112990975	0.630390978652407	0.690396146367386	0.653626252410912	0.668236511341524	0.688331627039741	0.709667682798851	0.72269339706662	0.724940463052951	0.786917782270627	0.670032295565666	0.751328743069069	0.795313232422434	0.585674528885455	0.349689482394215	0.725625959643825	0.682130078375046	0.368897843280328	0.712578122677922	0.660118254922411	0.526602111418704	0.767281038571071	0.575560969117954	0.691481693441842	0.366256356934795	0.6038400030245	0.801662233026872	0.715726861979958	0.697046671753447	0.745341814457388	0.731113465619734	0.661183537194615	0.691325902483	1	0.735710789409808	0.574718111445406	0.602492210305022	0.256066241754283	0.516001978359878	0.574796451734346	0.723953377000691	0.607272342974053	0.698361893244874	0.658643357591966	0.488947874975766	0.650243973261453	0.65664686653587	0.467871792319691	0.759996436390818	0.680329217403826	0.638983601231441	0.474199588803903	0.677891154425334	0.626073371143389	0.712862994018129	0.513679642306817	0.598261253410807	0.620173447855094	0.730107966152214	0.776462197339735	0.675290340738072	0.70108258963846	0.428134367187688	0.622307449327068	0.735263119967743	0.444828450704139	0.593406309917629	0.412341190100157	0.662472680055829	0.757830545551631	0.221248051647318	0.632345921266907	0.519845345229214	0.546461385054086	0.306804621367244	0.694575968104652	0.644554280211261	0.69635150078447	0.370948051692544	0.634530244038905	0.689888026245283	0.744395093189123	0.356156740663839	0.54731436201543	0.500743932168201	0.68174494427141	0.83281286299423	0.693932394179263	0.5823038398799	0.772797614610048	0.657190322269985	0.531630011062362	0.574952977696601	0.358814445366485	0.762907552019987	0.324715322818195	0.508149621219856	0.42117049878366	0.476601964140278	0.605576639573342	0.438438391932777	0.532377225169085	0.553019976118397	0.581431481767529	0.246361518306631	0.478392356199774	0.494470918275045	0.408538173156131	0.530508379581166	0.298206712108312	0.619406123087676	0.334372934323811	0.487324710249289	0.615883398997735	0.395873196168552	0.61440864937139	0.767634034111203	0.594882564204235	0.558267213321611	0.532940056901562	0.551644678698541	0.508957478849862	0.5506397637349	0.560244648793022	0.471936481194996	0.543514901227806	0.428826897675819	0.656606316704308	0.506550326991459	0.589562227742085	0.58003306485427	0.613949646451139	0.609707578780499	0.305454796141269	0.529423740835276	0.758131232593919	0.454427870613351	0.591525575894005	0.53208015691836	0.637806491030976	0.288697796732665	0.577340737184405	0.330178266788629	0.359393495007175	-0.000110564400627123	0.469264488912101	0.456100125666606	0.401097083290688	0.404368227162931	0.168117672249039	0.409314198722851	0.530845716255208	0.386453234755795	-0.191202336506233
LILRB1	0.920130702974035	0.823505968049113	0.832752071709939	0.251752812263158	0.782935905264402	0.527541407172032	0.872716757887242	0.841604041883612	0.851222178686676	0.623774234754368	0.792698411970723	0.786036746919152	0.722888777768075	0.698208101992236	0.870252651730533	0.888959957954207	0.772753531427646	0.101160538884423	0.668116406638237	0.733487258756362	0.487594843022146	0.788860278668298	0.828417266165291	0.463369662259763	0.896208939409211	0.711451830041089	0.790735977148405	0.0261079249289298	0.341696521122194	0.753677342466947	0.838603663637372	0.786411779154468	0.815591364739962	0.85824870209556	0.743791978252464	0.717123343018602	0.735710789409808	1	0.809778015225193	0.279033632436701	-0.0530687624259206	0.690618397738519	0.737446622059896	0.893200101525133	0.841158458276473	0.875444433178526	0.634402288456564	0.675599138747059	0.807399300754696	0.631395578338974	0.776161947027488	0.809381514664991	0.899522760775463	0.735407800159983	0.312932519309287	0.893167444783622	0.577940632624024	0.744100108501591	0.835920692498543	0.700435470629933	0.361526985207724	0.669912127256388	0.770827344921924	0.737938228507671	0.555929922533513	0.743639029931551	0.668251612702547	0.634555722638448	0.386057472414027	0.620808341431338	0.482018217351746	0.738052947316238	0.865662255573433	0.462880908729991	0.789310653801684	0.627241751483686	0.516700935177005	0.270242772246799	0.854330228326854	0.777754547282346	0.836933662090705	0.543154334003413	0.665279644152541	0.573296444239317	0.710955046739925	0.59779323034309	0.491706305268352	0.145347541575526	0.787754183021503	0.731184577652916	0.647848326732136	0.685999452864587	0.76228476627444	0.633898677173619	0.634031907268835	0.553794732180079	0.324078397371589	0.840135055677245	0.202245845855069	0.682867530373631	0.597504816309089	0.539633810970361	0.612587771556182	0.646891396034289	0.690473858570127	0.575946420140054	0.753341073303847	-0.0408640353693303	0.486673009413762	0.548494773239318	0.292807344846557	0.202936650437286	0.187631516239903	0.737194364473625	0.26915947387037	0.250896835724279	0.438682778751651	0.587150277364395	0.869450306972457	0.752649619020444	0.527183693006849	0.346402067595639	0.263468660270383	0.590910894067645	0.514441711124361	0.485976765355146	0.628882537724268	0.251279633685241	0.499319991740792	0.126590602380128	0.508987943300641	0.322396564328979	0.641822333550313	0.412741023866047	0.67945914745811	0.831327357817547	0.210667055613276	0.582869849026497	0.765262314448368	0.411044799628754	0.605476522154364	0.3149520872102	0.753764592552527	0.132935308657614	0.447810289251929	0.402461136390173	0.376720656400057	0.053818704120823	0.568899961942027	0.495781021874324	0.411166956463444	0.0878209184982631	0.0639596488111558	0.608641719475647	0.511276040030291	0.374236962152401	-0.210093718076826
CD74	0.816842487325626	0.812013431985336	0.865477830976792	0.170663660609141	0.905117120955793	0.569256192039741	0.876023910993182	0.924484265177729	0.844144806384704	0.635832567910288	0.798986722595263	0.720454779814674	0.696432746914187	0.562636309569762	0.85275031041332	0.774409698091421	0.592733307208459	0.0313575261416408	0.546731891226609	0.795473675876478	0.829893598240832	0.7511887843617	0.822079269787554	0.284067165567757	0.869402559889992	0.866548936358612	0.83595628954573	0.0377131375214033	0.195467672266671	0.633329418476345	0.846574622306	0.713916034530964	0.865770275581979	0.716442921471314	0.757160193635631	0.580351733424154	0.574718111445406	0.809778015225193	1	0.231029884424005	-0.0794600734596695	0.772987317603429	0.812892618082116	0.846819535714423	0.787233140727565	0.813112902285363	0.547141294090244	0.708587118419943	0.792280373783474	0.479706332055664	0.646369679749454	0.695952640435298	0.845669754916363	0.779442406753117	0.319298300011013	0.874884801163604	0.528485276016576	0.630113655476277	0.750064359556222	0.786874011780443	0.264442099110911	0.552379101419066	0.664572378885565	0.706349038213716	0.451196205923609	0.864257539729697	0.738829048334563	0.561333993713017	0.386886412604221	0.678753948774201	0.569913904200653	0.748252969963021	0.769577461838772	0.627118753134378	0.842397843866379	0.650218098200122	0.581479572551929	0.346621640332093	0.688018638699295	0.61036235430352	0.808059433318053	0.596423360449113	0.45981075041813	0.479712596255598	0.660983879957335	0.445498890833704	0.396010824038263	0.148378619256722	0.713868593163799	0.603238124166022	0.62852801001788	0.732068632060863	0.725624460007757	0.454093632410948	0.652159884161224	0.768841666505026	0.63579863319253	0.665070766518452	0.222783777977705	0.791922816233732	0.776663319286526	0.373638790393993	0.747160712362483	0.67090476274295	0.696921365822607	0.661395548029083	0.81129305325537	-0.138007572027328	0.655041098522964	0.46535136527526	0.318708498896956	0.0709065443531765	0.251169866181059	0.686304108063632	0.300229122612183	0.162029555337151	0.235692048165775	0.573776972816492	0.949417168379832	0.563544696897696	0.420023955075838	0.330606752677179	0.10177454978032	0.56012788774657	0.558373825841607	0.431167285081319	0.583231499614618	0.380742224371341	0.35880465606727	0.108181704962259	0.50613215094423	0.366750027001879	0.737854783402723	0.391536046597248	0.799426828243369	0.803665794948444	0.28461743100042	0.673522321559061	0.763977009698233	0.437543836925661	0.677540461138378	0.347257781738944	0.816559054843048	0.0614767716631468	0.393385506424232	0.228305931005095	0.241082946562222	0.342800598094789	0.619498811610255	0.627208037801978	0.569398144147914	0.00603325213921557	0.060640637153933	0.588364392236345	0.478827179883952	0.321163731526928	-0.15282937417856
CD44	0.346363386984415	0.619357555430848	0.553861428302017	0.728546125629056	0.435633180460914	0.827886682074955	0.32724943536593	0.296604477489712	0.411464928071266	0.691738220049759	0.550337076454776	0.636310903251215	0.673743805922666	0.514398865756592	0.468735427277868	0.451380313545266	0.119972392493432	0.580971863639195	0.578888644709846	0.681710230624551	0.223435459364548	0.594395081479861	0.543720991609318	0.675807515765094	0.481763274032728	0.502269190044371	0.575786818689367	0.672401185258845	0.670918765064005	0.703384056428843	0.501247853289201	0.64002064941184	0.573612445643964	0.510919641340919	0.663085181052611	0.701009213227376	0.602492210305022	0.279033632436701	0.231029884424005	1	0.629103557135012	0.480551678183747	0.277464240574522	0.435319796694592	0.456668067317729	0.448264537855026	0.619856966649505	0.517578669693186	0.548929399229514	0.471509376439437	0.0176721432208323	0.649643208740429	0.389618791022548	0.516324870867222	0.72388433359257	0.37637728558139	0.682798221262201	0.540828941998864	0.150951850571736	0.531504562704097	0.863268135807813	0.772037301364698	0.593220379852525	0.706272275282997	0.825374334082286	0.0597342306005675	0.372292015764454	0.637089719689975	0.715804639365093	0.67011577250958	0.604090308339004	0.540573510482013	0.541548048441554	0.301370834063636	0.392251545785298	0.593900709112632	0.555040177029642	0.485790213591627	0.306509572133691	0.486537038218589	0.355788653553487	0.484253714471825	0.569599111943748	0.692617114091909	0.794617625221462	0.029017223642448	0.633084223088843	0.864816828613024	0.667877101430059	0.66431191038517	0.715629533786193	0.487063240753144	0.719107333482906	0.675341831302728	0.638739587709245	0.292834828673895	0.476479099153508	0.559414541100139	0.761415089591694	0.305922866543161	0.147015647457641	0.176157312237458	0.613554989012711	0.311035621331305	0.537050934663828	0.509410456712341	0.31950789644054	0.682679148364873	0.586503086628043	0.645563302083943	0.788124001380178	0.80040215204433	0.606146265530393	0.614022718544999	0.33546358619437	0.569721403912356	0.691115763109308	0.46587622963158	0.241564033294659	0.566845884746605	0.552626141974792	0.613115951050036	0.748942073232162	0.595171644593211	0.727364420673242	0.654436243193609	0.444869732116752	0.745509061825025	0.597530230328586	0.728982739426566	0.684417013766619	0.851790066040909	0.663071712972211	0.785732694538441	0.609249679798181	0.369069759548886	0.718356028246025	0.667129210165575	0.677339620477581	0.708327512139286	0.642252709622897	0.864269537963221	0.595761106908167	0.618661228219892	0.734198250575275	0.386090482153123	0.468397648302242	0.082578159486026	0.58816578216324	0.613899156878026	0.615256106604999	0.717151448160453	0.659338418089447	0.192268899260811	0.782418248231353	0.462423886179568	0.157223119322056
