""	CD93	ITGB2	C3AR1	C5AR1	TREM2	PLAUR	TLR1	SORL1	CD33	CD68	ITGAM	CD4	TNFRSF1B	TLR4	PLXDC2	TLR2	TLR6	ABCA1	LRP1	ITGB1	HLA.DPB1	TMIGD3	ITGA4	NRP1	CD163	CD81	PTPRC	ITGAX	C5AR2	ENG	FPR1	LAIR1	HAVCR2	PTPRJ	TNFRSF1A	IL6R	LILRB2	LILRB1	CD74	CD44	GPNMB	MRC2	AXL	RHBDF2	UNC5B	ITGAV	ITGB5	ITGA6	SORT1	MERTK	ITGA9	PLXNB2	TLR7	SCARB1	PTGER4	ADORA3	NOTCH2	SCARF1	KCNQ3	CD46	THBD	ST14	ADGRE2	CAP1	ITGA5	P2RY12	PECAM1	TSPAN14	CD180	CD47	C1QBP	CADM1	ADCY7	TNFRSF11B	KCNQ1	RIPK1	ASGR1	INSR	STAB1	LPP	PLD2	SLC1A5	PDE1B	IGF2R	APLP2	RYR1	ITGAL	TREM1	CANX	FPR3	AMFR	TSPAN15	SIRPA	CCR1	ATP5F1B	PILRA	CXCR4	PLXND1	TFRC	CD40	CLEC12A	SIGLEC1	SIGIRR	TSPAN17	FZD2	CCR5	ANTXR1	COLEC12	RACK1	NOTCH1	FZD1	TNFRSF10D	CD69	NCSTN	CCR2	EDNRB	TNFRSF10A	FZD5	SIGLEC10	RXRA	GPR84	ACKR3	CD82	SPN	RYK	PLXNA1	FPR2	CD9	EPHB2	TNFRSF21	STX3	JMJD6	CD63	TNFRSF14	SMAP1	ERAP1	TNFRSF12A	MCFD2	LAMP1	TNFRSF10B	CD99L2	STX4	LRP10	NRP2	KCNN4	PILRB	SLC16A7	CD7	PTPRA	RPSA	TRADD	ADGRE5	SLC16A1	CLEC2D	NCL	SDC3	PTPRZ1
CD93	1	0.866437612194642	0.820628769132698	0.269673492007631	0.762061200932172	0.604003952957807	0.884672161619337	0.854005835058544	0.851742276561099	0.618532942850856	0.879362427540258	0.844177972239367	0.756107241661382	0.726522433578478	0.903836628672732	0.9133480115475	0.743366204706249	0.132307074230083	0.704401188176838	0.746475262611195	0.509399248134364	0.79436098738984	0.858972248034012	0.516532060575388	0.89249700911634	0.718871589552666	0.806459259727163	0.0263392462001716	0.393739967459274	0.782345775987552	0.884320290211339	0.820100360499799	0.816298532812579	0.89940375199257	0.7979750881464	0.796483064524144	0.715709141070542	0.920130702974035	0.816842487325626	0.346363386984415	-0.0392470839443279	0.726995877565409	0.759077876219589	0.934223348968576	0.874624033354928	0.864988583458609	0.66923706881402	0.709568616853289	0.869660526317153	0.608051852469624	0.742330632051686	0.856371586122977	0.931335824447306	0.72701700109269	0.425237875944926	0.900754337733888	0.580488825539046	0.750857266037817	0.843400083627271	0.716285261230219	0.461343220325901	0.722291623007341	0.766036665557706	0.773592997283889	0.643167912114401	0.71083345698518	0.70424055020342	0.682822817490565	0.422063784330925	0.657898966737499	0.519804274383159	0.720881547942755	0.91579349705556	0.506614237374347	0.792266567021506	0.701510580881808	0.565253238846238	0.353465569449185	0.887453814199625	0.8261260789822	0.814622806516593	0.592733094482223	0.662032699817478	0.604103489702484	0.745665589488473	0.629441078194053	0.495265641651338	0.239872259592075	0.815073595989968	0.807847597003214	0.684395535296431	0.707773854735703	0.818302999956523	0.663091864471896	0.674605306753006	0.555487012292294	0.414621370750018	0.874998734723403	0.295081106529959	0.638063576768509	0.584996007633763	0.617401066651762	0.641636540314628	0.659045161325329	0.736213596913418	0.545447513284269	0.823982975099146	0.0304877619103647	0.532583822770561	0.600182249553907	0.403657735687354	0.276174995560535	0.290911839744081	0.733527914889726	0.344874884929165	0.317041616892079	0.453992841450253	0.645677651230336	0.865817610184841	0.805715345835129	0.615597052164417	0.421475947979212	0.29520365813557	0.668792592266884	0.532643151023115	0.499702845187877	0.687824603371004	0.280500323067989	0.534528519276063	0.203660519726423	0.647948198035281	0.412519335007316	0.632622709358872	0.460526490857674	0.725345098853758	0.852019974885039	0.282540316876886	0.630681443140068	0.766352515565337	0.46505257188108	0.63626779959209	0.391608715606119	0.778230939636399	0.176747743837179	0.48928738736325	0.410844618599689	0.477336288203654	0.0824861925117052	0.611009285117162	0.549734236134993	0.450995018391465	0.147633923837258	0.135306893981472	0.634516506093766	0.592716078589971	0.41224480093053	-0.186724457840398
ITGB2	0.866437612194642	1	0.922496387787291	0.426083133350045	0.874946889262085	0.821038742684235	0.80722185912084	0.795615742721367	0.869986553782499	0.799604703161492	0.927159334971214	0.938058577948579	0.830400013243792	0.66683593064586	0.865263620481899	0.825976399866686	0.496647143853465	0.251103185177703	0.674740486498393	0.894382801097502	0.640305067412458	0.924121124498172	0.906675955205242	0.578754277207989	0.883931757546286	0.898089066122019	0.883760944040321	0.235731798217167	0.493209749163626	0.871137375785418	0.931712364180807	0.886953137300869	0.91601926681598	0.841445138093916	0.918341563724563	0.851557903893946	0.728831614612513	0.823505968049113	0.812013431985336	0.619357555430848	0.196157906133441	0.803798257754247	0.71189655520949	0.915771524265696	0.897460070023611	0.81547320081971	0.7190595782066	0.764835359263686	0.886962137910162	0.551108882370639	0.579583099145412	0.892169080995579	0.908588108881634	0.804050267479087	0.620603631355181	0.902108190340713	0.663267129614531	0.805385960514066	0.67900145143608	0.75123402588073	0.649513779124279	0.862116686366677	0.770972063590734	0.932735931375461	0.81225867191866	0.700732503203622	0.634177357760482	0.710781059487824	0.655590566948048	0.814385034285923	0.757147156108388	0.768626994238355	0.91069679445944	0.627780640390087	0.876290954544615	0.743316439211824	0.776230292132279	0.384521221818994	0.725324593109495	0.714881918400615	0.815376815315929	0.776461937866178	0.669839890379998	0.644332023865619	0.895935641189382	0.427266074101771	0.584169898177481	0.528647476772004	0.901460981990586	0.835450792916246	0.807468929444467	0.83499712910638	0.920150077444027	0.732169366375215	0.87440716326006	0.61167767053588	0.571922352006337	0.835555006811557	0.526467010849232	0.733394028946027	0.610956786458549	0.429745058764662	0.839464450976508	0.634330064492204	0.866691996425351	0.706411423635201	0.784665795663309	0.217541186179353	0.780672231170348	0.629820581454317	0.653487295484234	0.463415019208739	0.521078389932049	0.837648719653172	0.415663779335537	0.324535890122978	0.598132927006534	0.651114211846291	0.832451407226723	0.736076972591679	0.744872300772495	0.498015938390143	0.413837761761223	0.759959404098778	0.707293317322709	0.608101229790732	0.684168574848236	0.526963107435752	0.611573816949794	0.421973526348064	0.673732311669174	0.665274482615707	0.867274135642683	0.640949875911893	0.857041869553316	0.797392088267331	0.477430626739102	0.801685914162859	0.894488866541235	0.591328570854162	0.741068113929794	0.680651384035013	0.904669076547575	0.289058602278067	0.624483185573401	0.309854746241157	0.511600255355954	0.240757283498905	0.700566627720141	0.789864499034392	0.743345211971988	0.291880057718626	0.334484446211789	0.448877444518063	0.776666818528369	0.402495602540346	-0.145720547337795
C3AR1	0.820628769132698	0.922496387787291	1	0.462858671686856	0.945042809302242	0.779400380283211	0.862567257001006	0.864968665856712	0.89381499683418	0.831310933041782	0.873465852176336	0.879267695316799	0.870284979559467	0.698776598874584	0.90679914960997	0.855962159490613	0.563462581791148	0.272965044566157	0.708669124849593	0.917841371347188	0.718333391553039	0.878252994940782	0.899894675980028	0.532881279742132	0.932909972178203	0.901758104697079	0.920964037249805	0.293224688912236	0.453266678618198	0.856252839506466	0.913799013509263	0.848511992795829	0.948542651899747	0.819719430118894	0.853647025719213	0.751809067777855	0.760541264525424	0.832752071709939	0.865477830976792	0.553861428302017	0.181737429343882	0.764155668243873	0.772441930749467	0.893353576774992	0.843096529601379	0.865486928246134	0.723027863705951	0.752214557702731	0.831926219310467	0.660102419330591	0.620368094233491	0.853570757684997	0.878062716885951	0.833082130528086	0.53893731557597	0.894906226581707	0.682489858370759	0.791067208499531	0.705264742749245	0.825385707668013	0.562280993405538	0.759448352783366	0.839370628566804	0.87078566309683	0.721497941982416	0.736183510293032	0.74832683810532	0.754338124801473	0.554080065836312	0.799177035873428	0.684239863121951	0.837775158380713	0.860883166645667	0.559645004301542	0.877001194291434	0.705744116440115	0.696770134799294	0.422151931072946	0.733302598842796	0.711532253029702	0.821696367184868	0.657004686776419	0.654269486510816	0.663778372849471	0.869949470627098	0.440243872945219	0.591488709598329	0.442828336025261	0.850933553230964	0.798977307638392	0.779266589269283	0.808316196827338	0.885476823629528	0.648983946903343	0.789167825013222	0.723274113628232	0.626348347015847	0.8141233045714	0.40152514190331	0.80369552247066	0.674224098697382	0.452981703266524	0.850036153869189	0.651265447329205	0.769233504962507	0.714856228232375	0.736533617534232	0.153466030428506	0.749847231778244	0.607936970862756	0.546062718905227	0.412054896586172	0.421371911118692	0.794664511208326	0.356233196786171	0.335741397491543	0.521590918871868	0.589991688442826	0.856393230477924	0.711882188983167	0.592722747887247	0.495771360427117	0.384584360526345	0.653530932962239	0.719494448300646	0.621952135827375	0.619751993277577	0.579829064189861	0.570657698802012	0.377027436747551	0.66079222141354	0.607001310196946	0.877582290080678	0.637203599769298	0.856308351100544	0.800687156609978	0.427584028981965	0.771550821392147	0.909383997535782	0.574854303307036	0.766512990859	0.613102610383512	0.892510598577627	0.273658361418247	0.604924232864696	0.279738241797689	0.342005427704064	0.287228603929595	0.675184824769835	0.723009723925895	0.705568723678388	0.252669217366968	0.232818612913267	0.533511850133465	0.6718736859621	0.427439753652694	-0.151847425675771
C5AR1	0.269673492007631	0.426083133350045	0.462858671686856	1	0.35849530290564	0.74563307392944	0.284504780499821	0.199814419396279	0.210179713783805	0.770896713980514	0.382226524841455	0.566080407514902	0.725151032642008	0.677337392557586	0.511541791061877	0.446678900866687	0.272686815898234	0.890712879883385	0.753491782536484	0.506512778175707	0.0232783567613477	0.301673871991587	0.325551733247503	0.751435048752088	0.4728642548378	0.245114261674477	0.357572785157563	0.88721707988896	0.832847599445005	0.641279931833755	0.296829414968453	0.488014534921252	0.511438012670249	0.479262276715708	0.415105657133804	0.496828419029644	0.602545112990975	0.251752812263158	0.170663660609141	0.728546125629056	0.845230928501251	0.306702620200228	0.443471995985694	0.390467047553594	0.310678242450087	0.463393762872506	0.763461056066139	0.266586914704731	0.352193028608529	0.752372135482859	0.232476278916877	0.565915916097437	0.32370753296273	0.396223549823919	0.651169531609654	0.2934594670822	0.603641818198222	0.476703778835875	0.244991082987483	0.417116294270433	0.730007657526271	0.594387494961003	0.654088797153805	0.405444968712071	0.593083193251831	-0.0353407491451351	0.462370028281114	0.781588094318057	0.456037190706785	0.40988882330465	0.0919455796862602	0.590710631692208	0.437933254404998	-0.129879961692134	0.268149649102246	0.332239622252318	0.186072199690359	0.427426108030949	0.435635736514254	0.505625832253978	0.374090225648641	0.0158704074135442	0.548819083798277	0.817125341850481	0.677969753443434	0.208250070889007	0.598938971989497	0.731979677355249	0.448093783266188	0.652084052954384	0.700255285444547	0.248672745900828	0.594739777750807	0.433465044017589	0.208557409528297	0.323272861871064	0.347294500865398	0.575357503595741	0.455428509781433	0.212574830889933	-0.127283037877917	0.429268604162961	0.355257728801352	0.0556190642038366	0.31457630828219	0.247855393267453	0.149135883356093	0.774912445707112	0.159387461516549	0.425908366443901	0.488566313322491	0.736263814226368	0.257317558146048	0.412026467709391	-0.125203190143508	0.420635534082708	0.565427692852965	0.240536352814671	0.077440003874677	0.528154123428684	0.228529685851802	0.745553787130238	0.806494691470289	0.165444806336374	0.516589479485129	0.760780902124364	0.181411505213553	0.767404051146443	0.757813098798491	0.861924060671128	0.691935545922704	0.528282017479615	0.426948843973511	0.849670976188335	0.304688155999727	0.234535212210884	0.420249271916077	0.30575547319298	0.616256310691824	0.454635110032134	0.430124265428493	0.652985961012775	0.388680498962891	0.761802982967889	0.503928444897512	0.328173336792619	0.114539848505958	-0.204347094671147	0.234337515140992	0.112420055807693	0.241589249517163	0.480518396665042	0.327325898725171	0.257352942841672	0.345199431559464	0.633551890186927	0.026204111685925
TREM2	0.762061200932172	0.874946889262085	0.945042809302242	0.35849530290564	1	0.717513176948904	0.824384055776901	0.847207828788687	0.859015794754937	0.811830682050067	0.807169464934005	0.827107588635876	0.802888878326573	0.627554047732448	0.85895664818565	0.772244009916497	0.487965038681245	0.204017990060639	0.62521181028773	0.900520138347568	0.784447121931832	0.843264392535184	0.856004371135379	0.459438668061405	0.889391829610704	0.944839820797034	0.89127062591959	0.233492110158661	0.337528530487676	0.760156995977376	0.870633044685645	0.809226024398665	0.941149117131188	0.743572108282817	0.830544421883633	0.646454637065756	0.630390978652407	0.782935905264402	0.905117120955793	0.435633180460914	0.136124521790287	0.803204611401154	0.798248193721125	0.851432474766657	0.811236990519785	0.831119539799651	0.682081228324016	0.758793829494224	0.780954314756601	0.583331213461436	0.630240437772903	0.764359419355683	0.840052371538885	0.811171730518287	0.472115763020465	0.876953537713723	0.61254053848852	0.684596854677061	0.694872094930203	0.808612400648186	0.456077618692453	0.671714156236769	0.755088778577607	0.816453349775236	0.581781935073985	0.79276610563659	0.707918329250907	0.646364434146935	0.524417881618347	0.801802020481993	0.679230063642828	0.852034685384988	0.794079860421827	0.595611218706162	0.868456265114007	0.683771484868721	0.665892814774538	0.383335916819542	0.677162836749355	0.634927841077867	0.830185606273715	0.6725265280895	0.57117912045145	0.590092509958884	0.796912330997903	0.394693599464337	0.516537420085668	0.35675976207531	0.798921899552465	0.663440531707401	0.721725720983598	0.790664687830951	0.813917388666443	0.567776369930874	0.762901040556366	0.726593145766674	0.625801520648434	0.735430716277602	0.36675899510212	0.867645851751852	0.703540463251909	0.405464910382371	0.813734657112237	0.654878006945533	0.759694014895808	0.667222236242723	0.71942666376928	0.0876148431671234	0.728921270989798	0.563145932023409	0.493975294820077	0.26164451509901	0.357578342747894	0.768183422472363	0.261511216133855	0.26418111502168	0.374243765515437	0.593943323367995	0.856122149151666	0.579885207242971	0.485038203420746	0.410795228846086	0.292270696110456	0.578957043344624	0.670162128891763	0.567703284876658	0.568326704448332	0.547084941143683	0.49558541820812	0.294305789631429	0.565439686232653	0.551988799057824	0.901707604397131	0.55618183803904	0.821760410553896	0.761881352607658	0.411101094422374	0.760013925693	0.878895823103141	0.522030186789384	0.742588822676925	0.549057939593399	0.87243931110828	0.225357437561445	0.510810343562016	0.227277042979936	0.257405237091964	0.311862792021531	0.677513032795233	0.701900400750123	0.717007636878835	0.142841891787941	0.205066892969034	0.492336637429174	0.603328314822842	0.426116620457897	-0.126801885961427
PLAUR	0.604003952957807	0.821038742684235	0.779400380283211	0.74563307392944	0.717513176948904	1	0.606445342060878	0.584129751440376	0.627525370805945	0.883729748715524	0.77581527162431	0.820845826552236	0.867375546873307	0.64200104097494	0.735198147166062	0.670343189432941	0.3328377040399	0.628954658710778	0.734606392321199	0.829053543676571	0.490332142936481	0.733677981501803	0.72473125556771	0.696012910223975	0.722247850160567	0.727011408497534	0.740448928872696	0.627209770335426	0.709083040490743	0.819488585100747	0.708813329481561	0.760454567444809	0.816128871331044	0.683850966297793	0.778486702443651	0.764378722830412	0.690396146367386	0.527541407172032	0.569256192039741	0.827886682074955	0.595348438733638	0.667380964567037	0.594502794067115	0.709474875864991	0.662862165461215	0.671288394487071	0.771547570668186	0.605184306314487	0.711158276725563	0.620042233654768	0.336074781016283	0.785751006180716	0.667232533224906	0.715399865076269	0.774992561735023	0.671179772463272	0.712292345853807	0.691136697951745	0.446445901553675	0.688978510656044	0.839725124055919	0.83719382298065	0.73826585291305	0.789326594587422	0.841820651701242	0.382601445159914	0.60175792950839	0.779629007114086	0.713140275294041	0.770280952529535	0.603604965615215	0.724974282145405	0.72870693322776	0.417169757166089	0.6496939024228	0.664879878254897	0.667114505571663	0.506987750855295	0.557345968269569	0.611612536402214	0.644632228257946	0.565927483668972	0.625368687592364	0.799658204826199	0.894877710898861	0.258681245045206	0.632509261875305	0.795179542550777	0.760972280167459	0.793496792890718	0.840627524307555	0.697783686975009	0.854499413904573	0.642976269915831	0.690544506384773	0.58641839765329	0.636798565318502	0.746425210653534	0.6330930205798	0.580380349104937	0.354102134927685	0.380992426490999	0.768778751362917	0.426904308211866	0.738382603239275	0.602312077364939	0.546524026433228	0.579045051226983	0.665188619123521	0.612087392365834	0.735331331732713	0.670683757049681	0.559228140466464	0.675725821230173	0.316314388709919	0.413804296108989	0.595904961970393	0.504823619557355	0.525280929120531	0.66770201180067	0.574142132965097	0.710057817873171	0.663825231229977	0.597459574246836	0.71186061864526	0.724294587355625	0.502353222619541	0.779580367143475	0.699757215355525	0.756706191353133	0.802347347798742	0.780405776845674	0.795281838375776	0.841970799015427	0.716199447385707	0.556398917356305	0.569310859246388	0.723147436478451	0.852401011093401	0.652358387549512	0.688002418372244	0.8331614509605	0.754156481474325	0.557051308520173	0.68937647128555	0.306129026374572	0.405970623194157	0.143896627947102	0.5880146520089	0.650793960496615	0.672296496733102	0.48094027531901	0.433203998223284	0.365149086258058	0.718175701201585	0.533185446242563	-0.032697234358346
TLR1	0.884672161619337	0.80722185912084	0.862567257001006	0.284504780499821	0.824384055776901	0.606445342060878	1	0.914828219905193	0.833797138721002	0.644051043271379	0.818711109323522	0.752422355530518	0.782859604551694	0.717829988506237	0.908942258672542	0.9066987548384	0.760215447458848	0.172030943333263	0.668187644652958	0.810328347836965	0.641424109400089	0.753242775688098	0.891064953759437	0.458698109488231	0.927440315467451	0.761769962130396	0.880356394743869	0.140358723373324	0.318783401306609	0.727969260459194	0.85497874382059	0.804701838239646	0.847142764903623	0.835285179569721	0.780429439717687	0.72969609747485	0.653626252410912	0.872716757887242	0.876023910993182	0.32724943536593	0.00259874638388884	0.71870153211447	0.802061358370114	0.879260099767903	0.830521185241153	0.905928499370242	0.636648491032628	0.763359051089021	0.832967508297106	0.641105495794461	0.665253433447867	0.805481235307591	0.860135636005843	0.765762966526711	0.341670316033315	0.886466365892918	0.663554129978881	0.722227285106902	0.831718985559069	0.827460969421568	0.39113308763003	0.644197318474922	0.779472037834256	0.749858171748867	0.606183771640856	0.7290365944413	0.767197791038921	0.678171126524193	0.444240324124143	0.670954825159607	0.515429543849433	0.767865879723858	0.84499981550825	0.569907213096696	0.794499484064127	0.719406857772384	0.522847263950115	0.421856562667269	0.795840689907405	0.782315043133286	0.79701484289717	0.541740470879952	0.623268232361933	0.615646741276614	0.741088713351043	0.609882021030497	0.51168816673649	0.19984612242173	0.795748344247257	0.714890851771658	0.675261272215544	0.750393506697998	0.793468125388423	0.606694538743435	0.653222429324268	0.661840266236055	0.567629461595328	0.799341584875168	0.240834001454729	0.735358406023013	0.70295018264701	0.5029269682959	0.709451513519412	0.742201068224569	0.71819975841651	0.62232881437557	0.768363136260415	-0.00881329387405608	0.576723713788259	0.593216136591062	0.363641201161414	0.21583519646172	0.19972003024066	0.731827523421911	0.339524147799995	0.246384574611544	0.318661452044516	0.64374409452635	0.89307017690468	0.740309807382085	0.428093871517781	0.435317615045582	0.245799125040018	0.641984553552576	0.601316669042715	0.523489282377742	0.613690804699527	0.395854674739468	0.4901604008237	0.188987711923724	0.650001420639318	0.430038575514611	0.687152827268001	0.483957211012787	0.769354763968276	0.857946371218485	0.307752449799406	0.690158045181975	0.79590581858669	0.491035995186362	0.717344279910198	0.355450962772225	0.797150783016632	0.176246958166553	0.540069407974854	0.444859269975003	0.31006088178905	0.220007063085292	0.626110772988043	0.568038180840422	0.48339437935158	0.140841836166864	0.0827788333547416	0.728433650406536	0.538934138831985	0.417427165561711	-0.154099352386651
SORL1	0.854005835058544	0.795615742721367	0.864968665856712	0.199814419396279	0.847207828788687	0.584129751440376	0.914828219905193	1	0.885189439963502	0.605033566509488	0.835481230786948	0.700243510332486	0.743911870808317	0.596480347542998	0.880273522951879	0.850621419134797	0.674253764316688	0.0438643454798249	0.588090523363142	0.796292050745564	0.775794348685097	0.772360843663795	0.853620391670688	0.292838711294315	0.883051609988208	0.809552063339927	0.882678761319522	0.0478252786645596	0.223829790132587	0.685694630829097	0.864951869794109	0.718301076955483	0.844295321607588	0.762787353763092	0.745243950706152	0.663618949090228	0.668236511341524	0.841604041883612	0.924484265177729	0.296604477489712	-0.106188054657047	0.691867537489003	0.760694058919951	0.846911384774265	0.765422469385244	0.833250949203333	0.536387557483925	0.70288324754599	0.80810386482078	0.531914321652868	0.614413721821263	0.721894131462046	0.844369601358462	0.802441302747283	0.31607707597918	0.854544410814723	0.590745134255875	0.692898980992921	0.753934983583827	0.823174021665924	0.337595817057219	0.584025471488023	0.732530933050081	0.713736999672892	0.554252806773711	0.792516785337401	0.788332371009341	0.607138704067249	0.389078192276088	0.653268604819657	0.574059441820707	0.721210758019767	0.807949712113032	0.59726135577131	0.81939655089949	0.696106667147249	0.618058667625902	0.403693805182844	0.706572647428111	0.678626231515933	0.796745762036208	0.556197409076666	0.517317181152423	0.513424646569205	0.671548410408204	0.473349091469583	0.46220164516134	0.185341742683342	0.719307543599438	0.690222354086662	0.624942812787732	0.753868313407987	0.742238701542225	0.504449561545861	0.655330568394342	0.795711572045136	0.647501416492972	0.712435775560608	0.207727902744704	0.721726425368725	0.809252762279103	0.438474451312858	0.754962690165008	0.705928887637442	0.666152665545225	0.691263333292706	0.816358231559113	-0.140412271169031	0.673098248724844	0.519915158169714	0.312905562221877	0.151963576994009	0.27117219261386	0.665925350381448	0.483286571406809	0.254450386752148	0.287750461617427	0.553900185847043	0.946678582549232	0.673243374267935	0.478251808563388	0.381309318346024	0.12241854598922	0.652912577792147	0.580765340627071	0.42263466911493	0.608505995307767	0.38062044057724	0.374452450973096	0.123710946534288	0.592919426890048	0.403246932686307	0.687199752819164	0.40172106644748	0.814679266918165	0.828607955316919	0.274182086059419	0.683674519766763	0.754753371295486	0.480841809286904	0.675806117899211	0.341538560986821	0.805719585408435	0.0301694031621248	0.489354742625919	0.300954119277415	0.281213645127605	0.336044112330537	0.631399972796257	0.646829332935017	0.53212332656909	0.141331409836083	0.0427306178989841	0.656175212596387	0.515327618844859	0.281222812176958	-0.167048272991493
CD33	0.851742276561099	0.869986553782499	0.89381499683418	0.210179713783805	0.859015794754937	0.627525370805945	0.833797138721002	0.885189439963502	1	0.640531755992295	0.870451754447228	0.790886003604842	0.745757299307798	0.573891542185174	0.821725784746664	0.834078150850197	0.593845436895689	0.0293827650816249	0.562232182953572	0.811770883124674	0.71192243370549	0.880774952706795	0.862061657922561	0.368028989864408	0.852674195493323	0.861620237524731	0.880265320111158	0.00463793420735816	0.292506844807073	0.766221546421279	0.905490667240904	0.783016787379802	0.841807013076717	0.779284378690795	0.818491005803736	0.722212259799969	0.688331627039741	0.851222178686676	0.844144806384704	0.411464928071266	-0.0793418427041418	0.704039054930232	0.683643826854506	0.86603310564243	0.798509556897334	0.798685934054443	0.552229776903491	0.709429810727778	0.794293608136492	0.496081710961536	0.607656930470576	0.76724117665813	0.862648960122054	0.766629385809306	0.407360282035607	0.872808543648563	0.557814126120019	0.70700131147539	0.688918283100032	0.747059682215337	0.425987811613294	0.697834447002214	0.729211787487693	0.826637685813534	0.642996420065774	0.792820922206019	0.651868515510317	0.586049099247016	0.44640981570339	0.742842962565989	0.724998788817378	0.700026837905903	0.838338070370281	0.618370476987589	0.828698558430742	0.712524708514177	0.735295670872051	0.3116170181168	0.704915448775664	0.680610859014681	0.756700530727847	0.713604187920533	0.553501540413549	0.501409937616325	0.739085328584957	0.42647979281475	0.487370327444071	0.247487311917417	0.791002885511966	0.720354431431594	0.618920204810959	0.769361449496947	0.762363147641703	0.618627919368826	0.802167527022272	0.656800227921798	0.542519555255027	0.744260085012095	0.33325926570225	0.757334526877463	0.717643385839186	0.433730798067284	0.783690176065202	0.668804715814749	0.750552028599148	0.687330297200631	0.755687025482877	-0.0725062760424533	0.746079509912519	0.547788443660597	0.433535139902452	0.229887440566791	0.413163883760738	0.723165104764062	0.499204829754271	0.319745309401168	0.484721749739001	0.565119272651677	0.898780402808674	0.712045057843746	0.612610182086199	0.320371608261282	0.229197333937814	0.683680712075054	0.62387193160639	0.396189457367198	0.689711920230594	0.361479190511333	0.415513538897822	0.131250501749246	0.552002368182549	0.481647249529731	0.778622810298234	0.427681079430332	0.836832458450628	0.819812339371971	0.337720370701776	0.720171804702374	0.787877542177659	0.517398910405868	0.657207623549727	0.452851328219874	0.831400310250594	0.0628974356953233	0.502943784745693	0.254276198625556	0.411666774248449	0.302237256969443	0.676501222326269	0.755626072829451	0.671300169911255	0.214532667886826	0.171568527357204	0.510779810658866	0.669181161094294	0.259519883498504	-0.17844123189743
CD68	0.618532942850856	0.799604703161492	0.831310933041782	0.770896713980514	0.811830682050067	0.883729748715524	0.644051043271379	0.605033566509488	0.640531755992295	1	0.704281023467542	0.84817215837931	0.89818801522529	0.745090202192387	0.79105205559897	0.691604216084656	0.438333750572869	0.673485761142117	0.784090210460358	0.834317532428774	0.477622520977261	0.723931674915187	0.692713908500096	0.745457713885668	0.794748323755775	0.735092415785399	0.738194637580705	0.654632026178195	0.731900392497847	0.830980483820024	0.698580518038075	0.779116352814941	0.881137483976349	0.73107598814829	0.768483445514267	0.709717195374784	0.709667682798851	0.623774234754368	0.635832567910288	0.691738220049759	0.642189476838658	0.671493037841558	0.732095218487167	0.734496372787733	0.674246863702237	0.756088096887348	0.883287472232041	0.616465651578587	0.668531534575483	0.743765430641192	0.527335675423976	0.791984005124433	0.703754432302229	0.726187166282291	0.636029831046451	0.718187118375846	0.734079668377305	0.708345071066567	0.548392074538992	0.695591544491973	0.694588094999595	0.798105219268837	0.791008381305122	0.761675045210349	0.711994907790366	0.46438062751973	0.647589711505116	0.815993352163265	0.659989611671793	0.721920639455409	0.486324075103961	0.851491443225509	0.729408570323284	0.306543516160177	0.700006084956148	0.583957815559637	0.520248415490514	0.448270182119769	0.644728182834893	0.666691031357357	0.723397660320269	0.451642938221516	0.64495960257128	0.852534465208015	0.886132943297948	0.336865851465456	0.641541548501844	0.647565380119689	0.769348027300399	0.760671654293564	0.884401194197401	0.629258140167318	0.848899155739425	0.628066240423536	0.61600405518119	0.628389172498842	0.548751393929104	0.792142049244995	0.464334666667016	0.644720020752324	0.348612924221054	0.49022395251948	0.690056033484909	0.431120940555038	0.708752292790151	0.598373154298182	0.5434050360309	0.542248251013366	0.54172313116342	0.563745592056736	0.573045006282386	0.578166802546791	0.329613338891404	0.730196002740746	0.0773128683955172	0.334711360411325	0.603102552958586	0.514378756756206	0.556241176750623	0.650081624577334	0.472125652055614	0.651775188282449	0.66520888905789	0.473646109245938	0.679644157598807	0.812571014783813	0.461644919388333	0.761946690452936	0.771146893564671	0.714767706680622	0.746027461330321	0.618326834731992	0.826981649907073	0.837335430387365	0.661709179587261	0.587378865128944	0.477513500761259	0.650882567399129	0.925297321775929	0.549984582870964	0.672023165044116	0.699157273415067	0.761283076136579	0.589068764112795	0.603354174907795	0.314686593707553	0.25874794509939	0.060798543853932	0.534909124722093	0.506916048178207	0.578002112427877	0.369017135188712	0.311056787202322	0.396631979242452	0.566222800230663	0.62447500143837	-0.0913160823260704
