G1	G2	Consistency
VerMES	VerCL	0.08025085713566737
VerMES	VerNL	0.045968278316289246
VerMES	VerPN	0.07194100208165075
VerCL	VerNL	0.01313416223053021
VerCL	VerPN	0.006209033008013454
VerNL	VerPN	0.0059699615259383165
