""	CD69	PTPRC	CD44	LAG3	ITGA4	IL2RG	SIGIRR	CCR5	CXCR6	IFITM1	ITGAL	PTGER4	CTLA4	CD47	CD2	CD3D	TNFRSF1B	CD27	CD6	CD226	CD82	CXCR4	CRTAM	ADRB2	ITGB2	CD46	CD28	CD3G	CXCR3	S1PR4	CD96	ITGB1	C1QBP	F2R	TSPAN5	CD81	CD8B	SPN	SLC1A5	CD8A	CD4	ADGRE5	TIGIT	CD7	RACK1	SELL	TNFRSF25	KLRD1	TNFRSF1A	ICOS	SORL1	CD247	PTPRJ	TFRC	PTGDR	TSPAN14	JMJD6	CLEC2D	IL2RA	HAVCR2	SIRPG	TRADD	CD5	SLC16A7	TNFRSF14	FAS	CCR6	IGF2R	TNFRSF9	PDCD1	PILRB	HLA.DPB1	JAML	VSIR	SMAP1	PTGER2	ATP5F1B	KLRB1	LPP	CD74	PTPRA	ADCY7	LRP10	RPSA	CANX	CD63	STX4	HLA.DPA1	LAMP1	NCL	APLP2	PTPRZ1
ITGAL	0.542085742432049	0.89035172518679	0.851449622917589	0.683066291699867	0.795331845726649	0.78613072488958	0.699592961549767	0.673137877289727	0.644254676330683	0.469123691184857	1	0.469680000609843	0.477776416961503	0.678892862163582	0.816605094454708	0.76083719491995	0.712080675735896	0.767151709264646	0.627998937883606	0.44628895897008	0.726033723969552	0.698682400526367	0.447612166791521	0.491778881646104	0.785705675522514	0.630976468489626	0.676511045396454	0.821150212739864	0.668270996921081	0.554180711149212	0.828854180270534	0.658367636984763	0.436546026042215	0.639593776131731	0.811786463928736	0.656013117220804	0.34763877471833	0.764303498808144	0.534928757227499	0.375095303573524	0.512147465941955	0.850744477784493	0.597925432368372	0.648117475622691	0.502545122171081	0.146816565806557	0.39635316834784	0.350433813181418	0.555656475847496	0.538550329216611	0.476732774093711	0.756652587159197	0.706418982328692	0.633999209697501	0.32659758765766	0.720666271295942	0.649933781470917	0.760239003551881	0.463369825355499	0.689723125227774	0.665012379946487	0.30858205581622	0.623979068568867	0.699863573965233	0.741739704571829	0.662226186780657	0.492764270953446	0.718646769400661	0.641003817434697	0.542731188730245	0.603495889692783	0.583162718324374	0.762371561223352	0.442562990580276	0.602533273324794	0.161350442758875	0.594299540821121	0.297463205266434	0.66278433456032	0.499863424996124	0.749712306640385	0.737256394312053	0.709162668684406	0.402501944506524	0.586096554547903	0.444012268963846	0.751473283395663	0.470874468991874	0.634854686260046	0.745298850108887	0.332716682698098	-0.0360549689058226
PTGER4	0.897902841542594	0.614895939663768	0.719415945610642	0.19618251671207	0.50495198386569	0.619294237798348	0.725543901524737	0.0512627924704797	0.26439938795597	0.875494758519629	0.469680000609843	1	0.278569837467351	0.789016873327861	0.532380543359593	0.656637883650174	0.419945190805259	0.299619849096682	0.736896485455389	0.760162805112404	0.648287595567783	0.839791683495036	0.129180206823705	0.244850903050977	0.518898738699959	0.660737259424686	0.601822945176645	0.752360743331218	0.240375571389262	0.754828450437154	0.681374663180081	0.762329552729563	0.790343146426034	0.184728124511743	0.556016431410294	0.375538369778494	0.0260989848872223	0.675734477228162	0.566810189113822	-0.020774151148625	0.562130765089531	0.623412260805709	0.209017955306178	0.632732697040304	0.869931793935588	0.76758009805001	0.686090887987212	0.194084369483278	0.401475924381913	0.425918720521824	0.676122330613052	0.682903165840052	0.257169506640099	0.508847005239508	-0.0681667526559658	0.685897764147274	0.367742255363514	0.642502838174909	0.314057280227774	0.308289096832089	0.4361987815642	0.803068633191246	0.634387309801476	0.696537926143469	0.68715990536605	0.479896632005651	0.616269978241745	0.522930193450827	0.266851043266653	0.386976253341449	0.245422419776715	0.289792790484152	0.520077840426588	0.755684563602249	0.721560385591	0.752669950273122	0.675248233656585	0.714011524951734	0.520119881782341	0.338850860226797	0.615228361731118	0.559688623876646	0.698123816609307	0.87856085726785	0.652762590676566	0.369295141654701	0.605490999856617	0.274205551280228	0.691639847301487	0.734490916906487	0.278938909090928	-0.108555338757783
CTLA4	0.493909489600324	0.560318973826156	0.483491017028968	0.329893590998689	0.722396164964399	0.784376312566875	0.640364287794488	0.0690508248259636	0.77062534613137	0.387953040643612	0.477776416961503	0.278569837467351	1	0.494850979473557	0.714037768006433	0.70702137954838	0.912587592768836	0.683308835153029	0.540232687560758	0.676578988016679	0.722506231590662	0.427440139922825	-0.277279445612457	-0.204526500554726	0.567507318724701	0.609095547779355	0.793719997926948	0.582227137217452	0.399770619745142	0.660291424588592	0.549013000719266	0.555393438902114	0.500198940215317	-0.0596472995307974	0.640244598456745	0.100077883150026	-0.383013320459314	0.55485055378432	0.603662943067778	-0.423463691563568	0.853303607157945	0.333499303364924	0.886948189104088	0.822431021990363	0.542128036281425	0.30754473751507	0.72194996972188	-0.203948245210645	0.435272626979563	0.92259986690487	0.424442076659623	0.645451720853363	0.66824963120137	0.659571774176416	-0.317106637132232	0.721895965141956	0.0296233608914514	0.727328248028245	0.93098131403833	0.716978683826684	0.908735198761575	0.522260463336271	0.717013272039048	0.404374744205822	0.720227395330569	0.83300517593151	0.814686351300845	0.530961394469645	0.84889894588566	0.774667291126903	-0.111501193239286	0.297464200722776	0.539489275690766	0.598564893377452	0.709071352062704	0.255631197322636	0.614039437860479	0.511438306894124	0.650383304913171	0.410416011702719	0.691405270123467	0.52793517350543	0.719258658437989	0.461722926805288	0.539268494018784	0.457044767511442	0.513020938373677	0.359780186685217	0.594506370003024	0.556142274393953	0.397380032632953	0.029738928031446
CD47	0.838181537766901	0.787767357975622	0.840319546997517	0.431386277014617	0.701796811795064	0.785961480851549	0.789743409839982	0.271679001063378	0.511839634972155	0.790040192995313	0.678892862163582	0.789016873327861	0.494850979473557	1	0.73712534967592	0.799842909118079	0.655120746683551	0.598440735994392	0.762449925367419	0.726839271576607	0.760324469664357	0.856616659122412	0.219307084721997	0.27208280798145	0.718303157977098	0.758726463479494	0.741957717340528	0.857048894138228	0.511451871087551	0.800968986210921	0.792815042352171	0.821550373792893	0.759279155226562	0.350279799216741	0.727937747396005	0.582827859945483	0.116042024779512	0.763111630524197	0.690355247933116	0.0932587663456191	0.64538414293823	0.770403477357879	0.479825058832626	0.737977364214251	0.819904545768714	0.585187560577509	0.653013434212257	0.233823762722805	0.611401701809595	0.615321724181515	0.690032361549491	0.803904701412409	0.535355910467258	0.664932172945766	0.0350598261122597	0.800317345777093	0.486554003653247	0.772178810054652	0.509643878409924	0.57389710720251	0.63269997040808	0.694836169157196	0.705998332425212	0.781135997310345	0.793199262186867	0.664838345385025	0.658356261156748	0.648954065100569	0.50561382891085	0.551524083375642	0.358969526405296	0.524280942866864	0.668421976164513	0.705843396214894	0.797905189020176	0.56291601297815	0.760361582850842	0.597497504578519	0.712869036198543	0.525004612788988	0.774564557998474	0.659112418143641	0.783295347069207	0.767867951630441	0.714778339750684	0.548834716421589	0.775782624679732	0.478385214932349	0.802336324654344	0.840991240290603	0.440730722234854	0.0555208846806024
CD2	0.695900891450257	0.856336417978425	0.810740027518391	0.663328618634111	0.838453501704563	0.929062928873518	0.839440952756919	0.521619081097696	0.866455524112118	0.599497269514395	0.816605094454708	0.532380543359593	0.714037768006433	0.73712534967592	1	0.950906067372213	0.819794859272831	0.85952773549311	0.775240740483459	0.584795469009987	0.826099832107377	0.785441343024989	0.260853678712717	0.244953705155791	0.828838605401346	0.669045019237278	0.779080100117567	0.906758429791894	0.734180941589917	0.736171648640456	0.882271754888522	0.678797520674161	0.563408762765453	0.424136397195005	0.864054002880499	0.542944003721896	0.187383755260514	0.834539187610632	0.600569685339846	0.172805551636242	0.676907086680481	0.767005993681707	0.705542247941505	0.784415195794464	0.644602448530153	0.249499871940175	0.619076880480817	0.16795644469416	0.576306958098291	0.741181137399026	0.416701723054548	0.87524618687766	0.67112529349815	0.656058355756417	0.0661609999668745	0.756939191408819	0.555327836871952	0.795869195252243	0.655615389994895	0.7365030161185	0.838854954324393	0.487543260555506	0.787703246138811	0.608622006055496	0.857627901973963	0.800834577429942	0.657667063118231	0.660042866547719	0.699012993861516	0.800229454756695	0.365629625189079	0.511267655483602	0.78808706294608	0.575063535869019	0.767062964410043	0.248083072212592	0.719299604446244	0.529562521430686	0.653426647638371	0.454118599263275	0.789436403356718	0.651655657069295	0.74114791313872	0.547334521922605	0.605945125730086	0.413986504472672	0.727418410199531	0.433680580966892	0.703774008247836	0.742657268597302	0.276534717758774	-0.105555588351655
CD3D	0.803189666875603	0.815953458566239	0.808698928904921	0.599568949489038	0.788617643937883	0.948842103525674	0.906145385897629	0.402990658398385	0.798240574965294	0.74549345660838	0.76083719491995	0.656637883650174	0.70702137954838	0.799842909118079	0.950906067372213	1	0.809225455658824	0.830320820638716	0.82234236117418	0.664145638921257	0.851786189126931	0.867895355835177	0.217306202147411	0.203416575564268	0.82260475264033	0.687008777896546	0.790350397905904	0.93988791483698	0.703614546387609	0.843710435865084	0.873884536610313	0.736376083347751	0.691075938582209	0.334499515012986	0.855160252112394	0.524169102477117	0.153794017188684	0.83070241598276	0.671354179295018	0.104147952223805	0.720565703825141	0.743760420168901	0.680233618905138	0.853945784918637	0.781800612255958	0.422770167558286	0.717786127600058	0.163872048732965	0.609548953779368	0.762726841898402	0.509627989029693	0.914841874037624	0.60576737093885	0.641118484631189	-0.0273335275108677	0.791274727233655	0.541243382738658	0.793400735929422	0.65586481832758	0.693695347063269	0.836448493325369	0.646572788202999	0.830888372862138	0.617517612501922	0.903811497346401	0.800292061185622	0.714364137789589	0.625816951620839	0.667690990014368	0.798136064341107	0.276081037958312	0.497247342705694	0.755975020244749	0.695319669356644	0.844517897059826	0.424588524741403	0.793514523808453	0.633520045951496	0.656426956717804	0.465982136001118	0.780746897061431	0.644979917855828	0.807618923136858	0.703564993538125	0.65106513940798	0.444153875540071	0.722049173871914	0.440146402947713	0.75817233479928	0.756040089902175	0.283734893589176	-0.118356411906212
TNFRSF1B	0.587843797875815	0.777780727690649	0.714964374375836	0.488611539099206	0.859703259143503	0.888354552595986	0.752076741342166	0.288585983464163	0.785549615709898	0.471406760562245	0.712080675735896	0.419945190805259	0.912587592768836	0.655120746683551	0.819794859272831	0.809225455658824	1	0.793293702120745	0.639635518666406	0.700809357820045	0.825650336800922	0.599989212450123	-0.0159860164920222	0.0526741062239079	0.714628662900172	0.72730356889616	0.87809143801569	0.743657687605201	0.516714358885386	0.731891882461082	0.717090676260313	0.711938592560004	0.548705721207608	0.206910632803093	0.78878733084796	0.336293375544422	-0.170954455522119	0.71067192041322	0.702786014378169	-0.190358970588122	0.851896500616262	0.586245408420059	0.914184724492514	0.87167544816701	0.613649893619127	0.303963027171427	0.693036085587486	-0.0271911964237584	0.591027903823151	0.907272316584803	0.552526217910382	0.772348665386193	0.820791291274539	0.780799970247773	-0.121607594235568	0.849792711701433	0.29956303151158	0.851660515792499	0.892669699446728	0.824070238161522	0.938639428491619	0.525165050333236	0.779243642970827	0.606684218645198	0.828724192110933	0.87880014376216	0.833899599289736	0.695891817291031	0.899944698062408	0.7472294892401	0.160532462367328	0.4913344038411	0.692493093668944	0.628198400803067	0.766008339348071	0.282148218961604	0.699123192250383	0.492673830432492	0.785755493823982	0.545814362550425	0.826409613578002	0.706584558289244	0.849097012729092	0.512876703212413	0.6546770216404	0.551690963436113	0.705459670434544	0.504563136496911	0.720643361387485	0.740042582476155	0.48532861417832	0.0285957077181594
CD27	0.470801016574531	0.779144878580887	0.711051065637437	0.700800033011881	0.74069231384818	0.796515000537936	0.694334219948354	0.554915291386859	0.744510563167884	0.388680572365396	0.767151709264646	0.299619849096682	0.683308835153029	0.598440735994392	0.85952773549311	0.830320820638716	0.793293702120745	1	0.486545920031543	0.357752909965385	0.669954658788637	0.641139434371432	0.338255700641793	0.258562500034851	0.740768438935243	0.549999605978299	0.650352657807845	0.776054277510551	0.787240184777825	0.594124020897703	0.717035096277343	0.500778291486912	0.364509427267461	0.379915933647466	0.75127753980621	0.524068420647546	0.299884701325011	0.664297042768951	0.510808835954766	0.268086642614996	0.511908291928402	0.651363490353115	0.80654116410132	0.693912581576219	0.459624910156941	0.109804928873786	0.387262993800329	0.155183811270016	0.505522973074346	0.72077510709083	0.284678364950401	0.76108358434518	0.673508978430384	0.557697200227451	0.0988721464719557	0.631831162913041	0.560855292635732	0.694053403372566	0.620809004042547	0.700287692746724	0.781174688124031	0.282741774678926	0.60197008925273	0.499782005898757	0.750815371054193	0.767241202419795	0.498369421203401	0.579884789296138	0.770951241334386	0.652280320465358	0.342685696409995	0.520160746085109	0.626896812805355	0.355490365037164	0.602678869447965	0.0990456716574574	0.548669471001437	0.194658643997836	0.551379492265295	0.423611109496404	0.676593820823698	0.587889020181255	0.63341560340809	0.337388763544082	0.435487232697474	0.330621162798154	0.598846669302074	0.429769377360991	0.541631796875701	0.595847733330284	0.237866360740075	-0.0810503944888135
CD6	0.85101445188225	0.67196332908215	0.703528520129354	0.389322853580148	0.632316186158697	0.827539286331966	0.818777937821109	0.231595401161695	0.659570081876265	0.777765466548535	0.627998937883606	0.736896485455389	0.540232687560758	0.762449925367419	0.775240740483459	0.82234236117418	0.639635518666406	0.486545920031543	1	0.74247355348723	0.805346953096576	0.793978940622894	0.0871099595849184	0.144306082531878	0.679361980311368	0.60860530390702	0.718543267602825	0.817757651726582	0.4222388922372	0.784717360380799	0.788037677705916	0.752888187279746	0.72669231426935	0.259795059557622	0.750069609021766	0.4072889980586	-0.0300516152044106	0.772088197719525	0.63335124981323	-0.0331542586228429	0.721317233844841	0.679881074522724	0.414335112210411	0.748961334016302	0.795028106336554	0.51833292114254	0.7981949991764	0.106963663971158	0.543802323414247	0.594157307382659	0.596679197550712	0.778145358011065	0.463985016248195	0.556576781674384	-0.0878493627973372	0.727628013906927	0.389143416375732	0.681760947131925	0.522734673786463	0.534794579352677	0.667589800575455	0.728378207502537	0.804323843507227	0.595814644758425	0.760894308798634	0.61721052087616	0.71596579274451	0.542651683275062	0.442505119321561	0.720476215518301	0.254065870303775	0.386314794825561	0.708445587227187	0.793254658380186	0.804048294121483	0.491657995513056	0.773350398541868	0.814625542022472	0.58714551708972	0.425835942985131	0.68225800896431	0.582241140308203	0.765728982530719	0.777969055066021	0.684220262297214	0.446634832809213	0.676156513028941	0.362472553892987	0.756769112325539	0.71438235251035	0.295987936919139	-0.0709534185042231
CD226	0.819939775504036	0.589641899472946	0.629485222878851	0.125185811154902	0.660110871191224	0.741769968528581	0.719515790815459	-0.096467142721929	0.486584461307112	0.741836918152012	0.44628895897008	0.760162805112404	0.676578988016679	0.726839271576607	0.584795469009987	0.664145638921257	0.700809357820045	0.357752909965385	0.74247355348723	1	0.765879556805164	0.659343928834382	-0.256655865490269	-0.074505326932049	0.5257983748606	0.732275649429	0.796770766955678	0.672040353191657	0.168054449082482	0.787982201794838	0.621865227078395	0.792164371619555	0.771151042702294	-0.00801202997029327	0.628693747962623	0.163058873401476	-0.400327405615784	0.648155954433723	0.682217428431968	-0.44382905712239	0.857936580397879	0.468138037545576	0.513173035162363	0.785339488171064	0.825673233365203	0.685998259396606	0.873356251183331	-0.0797640742969985	0.461525592004585	0.721197024824754	0.737729280458992	0.684921880979982	0.494058929303805	0.662059327403215	-0.325795306950698	0.805222164713944	0.0606590781069614	0.765380265933402	0.680030629630386	0.542283252506136	0.69795500252	0.828276475291764	0.775458524018712	0.660393459348702	0.732292302787159	0.672859055265243	0.877395535852122	0.579300613721479	0.536950668325141	0.594884320451948	0.0112893248940648	0.265400107727201	0.577240995636509	0.845050301442345	0.803492771209915	0.676006100180218	0.722829815700629	0.818754896901602	0.689138732263654	0.426511200227046	0.71545568116015	0.600504436431224	0.817955202790899	0.815768358612477	0.727508858542185	0.520392846279518	0.627476940215272	0.334606920206139	0.746333405761171	0.737312289274176	0.439357698671146	0.0132209871284635
CD82	0.750936238308942	0.772473096138889	0.781059386611894	0.485049340939252	0.770760194180491	0.899163654728299	0.842811982739749	0.301783761386948	0.685611740967964	0.690863345777964	0.726033723969552	0.648287595567783	0.722506231590662	0.760324469664357	0.826099832107377	0.851786189126931	0.825650336800922	0.669954658788637	0.805346953096576	0.765879556805164	1	0.737577899827783	0.0569371055160872	0.155660345381802	0.759503839021583	0.763393647163158	0.850185400040387	0.842200914091077	0.487304035356914	0.789483186310354	0.808890362906787	0.850004673159488	0.771922349205827	0.326269637115102	0.808509977938165	0.478478999258846	-0.0927109935444534	0.751541871582462	0.729629093983325	-0.101876753398733	0.841677392499409	0.671511810955041	0.639423925762485	0.843003372582768	0.79906820197308	0.501570075406382	0.772488797805426	0.0260483486019119	0.657702025620134	0.755379927486928	0.693912634977079	0.813937247832483	0.679835092823554	0.772016670983105	-0.101015300374804	0.881458971421982	0.349737782736404	0.823317859348444	0.722282086056201	0.723032696373037	0.818549850147283	0.691762730015059	0.845075342619891	0.673916416197341	0.856244649014597	0.775092422299053	0.806267134394199	0.701437408656505	0.672132291612825	0.722790330588707	0.269178538498866	0.51732695617976	0.758103950687887	0.791067737735745	0.853768800745188	0.460789783054488	0.84535043311522	0.680175979204768	0.811586217504786	0.60392584132421	0.798282655593299	0.713966055316163	0.876566025033216	0.736617929995553	0.80934601439622	0.618820302093586	0.779454965202977	0.516915758055494	0.839620379330632	0.816220777262511	0.514042847113453	0.00757658873249534
CXCR4	0.907747644243663	0.768751453893097	0.836550472986953	0.502062313044807	0.658219787649357	0.807008759322447	0.84727310114009	0.318004103787405	0.548326297480804	0.839685889689238	0.698682400526367	0.839791683495036	0.427440139922825	0.856616659122412	0.785441343024989	0.867895355835177	0.599989212450123	0.641139434371432	0.793978940622894	0.659343928834382	0.737577899827783	1	0.348835963122826	0.346115196855475	0.730881796766345	0.661193592591318	0.652455342021105	0.910695312721617	0.583339701030455	0.81714500651587	0.843264511411935	0.742071835824467	0.711803719952339	0.371401286920986	0.754435651881384	0.572375172091898	0.281911648747892	0.796375936466683	0.658007570760037	0.224334460469965	0.574490110958789	0.791675233663088	0.437751551128333	0.735440705299919	0.817406837102518	0.524332575490853	0.64528399700356	0.334491527614692	0.551233490338596	0.554965555842745	0.590364000228323	0.856675385248511	0.433159589793005	0.559011446859025	0.0531172188850783	0.733447138059328	0.621658188460453	0.709316901401462	0.415324172921611	0.51157659148738	0.616262091678632	0.680186308792209	0.713075895695657	0.693252597517206	0.81561918993678	0.633529720029718	0.594197221030304	0.564988769512607	0.456225682676969	0.598846157754361	0.372349498735512	0.480840309623334	0.716270989755457	0.690752608119735	0.77481283943199	0.592878453072921	0.733585351909765	0.626349814714822	0.562627189759885	0.428080697025156	0.699510624290884	0.618207531037806	0.756479305356391	0.77067334453025	0.6235786859306	0.381414330156153	0.677880751231111	0.406637024453812	0.731159352878129	0.747297919564892	0.233323404242563	-0.164112057288392
CRTAM	0.0636313577784003	0.401598573248853	0.383829811217142	0.547637913194065	0.15914673993685	0.136626277365235	0.154063492655727	0.641492558909388	0.0972106394518277	0.0438793885105828	0.447612166791521	0.129180206823705	-0.277279445612457	0.219307084721997	0.260853678712717	0.217306202147411	-0.0159860164920222	0.338255700641793	0.0871099595849184	-0.256655865490269	0.0569371055160872	0.348835963122826	1	0.718418304335873	0.305724589842479	0.0624968356557146	-0.0702483019274767	0.300643043483387	0.426146393395749	-0.0485443328419764	0.369167659888561	0.0794731247656717	-0.0837139814167149	0.636579913895631	0.226565531655551	0.625494502586348	0.837947854760255	0.282783465930391	0.0469877084884845	0.870948214344138	-0.293850904426524	0.572129977708929	-0.0278086846945443	-0.0374689479477326	-0.0536441029961667	-0.263397332560897	-0.321553986868681	0.622251108819794	0.23439386018791	-0.186157690047991	-0.049095451356024	0.219855494820214	0.142084146903495	0.0374542629104321	0.666714025000924	0.0436801356387856	0.786520478507098	0.0568083687530615	-0.271400154353112	0.0869983322592023	-0.0731309524600832	-0.264319599560105	-0.0543430022374988	0.217454738290193	0.12167136590425	-0.0526019946136832	-0.301176081788047	0.215913947453733	0.0237047721833442	-0.0349131694357999	0.661031725802245	0.363846466177397	0.223405675375872	-0.175234160296622	-0.0291449285422528	-0.190791818457728	0.0492537039337903	-0.285721928978043	0.0562684891015338	0.145816616715348	0.138316341580665	0.254350478831545	-0.000153047371709482	-0.1145905345256	0.0261865239302671	0.0117267318711098	0.273775364179353	0.190817379765447	0.0749555158696063	0.20005088239318	-0.0393912255275354	-0.0854407580007086
ADRB2	0.13901233552978	0.471955529663659	0.472961704949892	0.476403694225607	0.246083736694193	0.173276151919027	0.176743776498188	0.625144183385421	0.0786508132224409	0.103284987390738	0.491778881646104	0.244850903050977	-0.204526500554726	0.27208280798145	0.244953705155791	0.203416575564268	0.0526741062239079	0.258562500034851	0.144306082531878	-0.074505326932049	0.155660345381802	0.346115196855475	0.718418304335873	1	0.363991726064289	0.251982749049431	0.0706513891491401	0.314891127178547	0.289978001233604	0.0536116833295955	0.414919295083902	0.206064355144026	0.0141413174609861	0.598653087207788	0.235721466565502	0.58319110036044	0.631026333997571	0.310896483213572	0.143985922668226	0.696124937327853	-0.120529521762505	0.60471110737375	-0.0103464950221914	0.0769627127974702	0.0529419411781299	-0.129159368592816	-0.166455509748504	0.548151321542853	0.258582822200662	-0.118750350437	0.127273500804467	0.245142603445377	0.195378152928748	0.219740903683432	0.630724184850518	0.21373868502057	0.605429181527849	0.217386526463626	-0.167898298010873	0.165448345955787	0.0196132872814572	-0.136322159293352	0.0129375917669535	0.34260747218715	0.161221721438524	0.0598636573119113	-0.124494928547926	0.395565680079567	0.0986504559686391	-0.0122223396362009	0.674380321380484	0.390300818669267	0.301041887466161	-0.0406469441644393	0.0565349738020516	-0.0292414833954447	0.118132036203315	-0.168151178749095	0.189813910579823	0.239937760585839	0.206448346411372	0.400507981692135	0.129744295960989	0.0027159007924816	0.199745154386814	0.13817640112717	0.328794359114006	0.237396883829326	0.164392875295536	0.325109831665955	0.103549687437253	-0.0638923619410948
ITGB2	0.619269270744471	0.777024125983197	0.770272109770321	0.627019241959462	0.730715222488534	0.830163623275393	0.761217042572901	0.519616577215757	0.690445897662586	0.588533297456105	0.785705675522514	0.518898738699959	0.567507318724701	0.718303157977098	0.828838605401346	0.82260475264033	0.714628662900172	0.740768438935243	0.679361980311368	0.5257983748606	0.759503839021583	0.730881796766345	0.305724589842479	0.363991726064289	1	0.640578900670223	0.630833481385814	0.790057462903302	0.675676212307778	0.651895093982154	0.774639817039714	0.685537365234662	0.589512429490323	0.432018395720513	0.779876011938911	0.726759853867415	0.26635007582632	0.767147252817066	0.704459574999898	0.253793235956482	0.634975795473856	0.790646901330569	0.572266014580003	0.734872116713225	0.615138530064464	0.234861182232804	0.524291864715473	0.352532545558024	0.690866268965279	0.590691602761261	0.587002933888403	0.817771008018931	0.675493616520371	0.67240218511316	0.180926509356569	0.748237104202735	0.564713809841331	0.674413959205908	0.554195493955704	0.788131007011344	0.700587714843167	0.446560586771788	0.675434555015618	0.570335366063883	0.78248793134308	0.660755702672148	0.544182782514289	0.682451501319613	0.610184437486566	0.678471388107035	0.430926762440259	0.753826576596502	0.729813151373073	0.601054565665401	0.701373637755582	0.303512386243569	0.750448362848257	0.454582421365927	0.675974518219664	0.72913204519626	0.711610820287291	0.745185898066146	0.711997867196327	0.530526867422179	0.712656725947283	0.611320408808463	0.743483389677989	0.7150261667906	0.786860186010413	0.707847870800561	0.509429496576271	-0.0236205501728376
CD46	0.667869485537335	0.786867371254466	0.799019157075331	0.40648740679891	0.749891532162987	0.710855402079835	0.688049884985428	0.205402581442447	0.466036856893361	0.617077786697294	0.630976468489626	0.660737259424686	0.609095547779355	0.758726463479494	0.669045019237278	0.687008777896546	0.72730356889616	0.549999605978299	0.60860530390702	0.732275649429	0.763393647163158	0.661193592591318	0.0624968356557146	0.251982749049431	0.640578900670223	1	0.820984839226765	0.738281226138855	0.35498653147319	0.725304740359746	0.712185563642578	0.812774993313382	0.67994737629379	0.290457813027815	0.656151862197039	0.448214477446448	-0.111254397285743	0.663178031951716	0.624119351164481	-0.10252597180284	0.72221823590041	0.635111925620101	0.579698114285489	0.742740019357703	0.730604199448745	0.541911334917306	0.618759466959687	0.0545365364779104	0.524238581074062	0.679890263936965	0.703193481284154	0.68736423190131	0.661592194446531	0.771088447203339	-0.0509224950710273	0.84135747720292	0.327190802541114	0.843696423971133	0.624360118289246	0.646765032143859	0.670920412669356	0.596405603644726	0.688413693536562	0.772048551111088	0.764605229951376	0.720437846488824	0.705695936781623	0.77269511720803	0.602614916822259	0.483103035744624	0.26502701545368	0.475678840393315	0.615794407383861	0.676476657779471	0.727526502983869	0.473558359509417	0.704649315342442	0.507746143752587	0.807147248181902	0.550391783351236	0.821529345855874	0.714761400891987	0.76871307323692	0.659349852928225	0.759593697289499	0.603499418758856	0.747471169540168	0.466755677559229	0.770663129515368	0.867659249859205	0.567827633424189	0.12329187869233
CD28	0.707750019143427	0.803464655005783	0.779885618882009	0.375211790981299	0.849156475775611	0.844671168634582	0.760193829874847	0.222429522959433	0.661792164141911	0.626736153656368	0.676511045396454	0.601822945176645	0.793719997926948	0.741957717340528	0.779080100117567	0.790350397905904	0.87809143801569	0.650352657807845	0.718543267602825	0.796770766955678	0.850185400040387	0.652455342021105	-0.0702483019274767	0.0706513891491401	0.630833481385814	0.820984839226765	1	0.789042741769929	0.403605161265731	0.795065795041822	0.746527925196734	0.804066221745896	0.673123660887245	0.227278771665508	0.765598166999179	0.301033048893903	-0.239020023068996	0.694003336239217	0.645731257297399	-0.244133917103869	0.848676792771224	0.589236535366793	0.756129700306382	0.834462400466685	0.748549017040662	0.526827047927039	0.737591786943574	-0.105221958053889	0.526043062760179	0.847143712446983	0.64749451619719	0.746330797647739	0.727097159709997	0.795468412531679	-0.181121441397637	0.870488550003041	0.245743866543896	0.896279502458424	0.796173617607415	0.699243049998841	0.838902856658652	0.672496202013462	0.833888300836031	0.71540885041788	0.831224932454776	0.831208757319498	0.87277580740888	0.718332448831049	0.740020643744596	0.65008075028602	0.144446029373603	0.39200348399487	0.663735731672231	0.719851159105627	0.821685474863318	0.421261512754458	0.717144901004487	0.617270488237861	0.805096090079783	0.470429565381262	0.853965801709975	0.661087783444089	0.863899085701095	0.675148805906211	0.710951651561433	0.515030062085019	0.727935376362614	0.401635043156337	0.750382527032393	0.852816562884915	0.451664623303434	0.0176876963744079
CD3G	0.836887586786947	0.88467248403867	0.895409248848048	0.579570511415281	0.803500746901825	0.897384770011999	0.878913153811264	0.442342619447181	0.681971312402415	0.760820282428657	0.821150212739864	0.752360743331218	0.582227137217452	0.857048894138228	0.906758429791894	0.93988791483698	0.743657687605201	0.776054277510551	0.817757651726582	0.672040353191657	0.842200914091077	0.910695312721617	0.300643043483387	0.314891127178547	0.790057462903302	0.738281226138855	0.789042741769929	1	0.660621787410981	0.824638003607518	0.908279434678302	0.781938435141504	0.694746780682429	0.436920067132129	0.856988130231125	0.565741370837682	0.210146861714175	0.853729677653147	0.65161640318354	0.181629338902084	0.669926670093294	0.816607942679982	0.598769725734569	0.786571264107495	0.791788364168538	0.480280551317696	0.670121031953128	0.194426841150769	0.563171503409727	0.667661590209433	0.586786007396512	0.897784782156368	0.59274127213557	0.655610021556075	0.0470796224869703	0.813087727459924	0.585422003463434	0.828324388882305	0.557748500618192	0.635212202000444	0.753709684035669	0.649394678894389	0.78920968642097	0.731935981090722	0.890173488317659	0.753510492047181	0.684415660972763	0.678272805992167	0.605837500438868	0.671415378998319	0.414670674473213	0.50225885273528	0.774027150909339	0.677545669568494	0.812246358848232	0.459041711208696	0.756878832449946	0.596769379125386	0.670757120951274	0.45561786013121	0.808739999040092	0.689749682810592	0.817639898375824	0.722673838805631	0.664468877239563	0.420422302324641	0.76871862479518	0.419169713912021	0.759471020762659	0.82773699198161	0.283116178656503	-0.123969345142273
