""	CD69	PTPRC	CD44	LAG3	ITGA4	IL2RG	SIGIRR	CCR5	CXCR6	IFITM1	ITGAL	PTGER4	CTLA4	CD47	CD2	CD3D	TNFRSF1B	CD27	CD6	CD226	CD82	CXCR4	CRTAM	ADRB2	ITGB2	CD46	CD28	CD3G	CXCR3	S1PR4	CD96	ITGB1	C1QBP	F2R	TSPAN5	CD81	CD8B	SPN	SLC1A5	CD8A	CD4	ADGRE5	TIGIT	CD7	RACK1	SELL	TNFRSF25	KLRD1	TNFRSF1A	ICOS	SORL1	CD247	PTPRJ	TFRC	PTGDR	TSPAN14	JMJD6	CLEC2D	IL2RA	HAVCR2	SIRPG	TRADD	CD5	SLC16A7	TNFRSF14	FAS	CCR6	IGF2R	TNFRSF9	PDCD1	PILRB	HLA.DPB1	JAML	VSIR	SMAP1	PTGER2	ATP5F1B	KLRB1	LPP	CD74	PTPRA	ADCY7	LRP10	RPSA	CANX	CD63	STX4	HLA.DPA1	LAMP1	NCL	APLP2	PTPRZ1
CXCR3	0.357433641641785	0.620231823094398	0.575471568182801	0.710516028942242	0.543998114756285	0.635482077326944	0.569451285269314	0.59668206413148	0.61931201544407	0.344182910823723	0.668270996921081	0.240375571389262	0.399770619745142	0.511451871087551	0.734180941589917	0.703614546387609	0.516714358885386	0.787240184777825	0.4222388922372	0.168054449082482	0.487304035356914	0.583339701030455	0.426146393395749	0.289978001233604	0.675676212307778	0.35498653147319	0.403605161265731	0.660621787410981	1	0.432078327628831	0.615660137559751	0.365971482017839	0.266386899932564	0.49012759245607	0.620030675723765	0.59728220170573	0.508280646536305	0.580167124396148	0.370742821491911	0.458200283780007	0.267755164231405	0.60863571804897	0.49276734913459	0.475937635182599	0.319905285817813	-0.0392590676524925	0.19876988247168	0.293328502031652	0.441064849881215	0.425293968976292	0.153261609898624	0.646493436794769	0.453355186510203	0.295319288851116	0.272468704055389	0.421050704208708	0.617121887059217	0.44415080242296	0.317474678843871	0.531097417031674	0.50688262984822	0.121031292742454	0.414075867866755	0.332688146915616	0.59302068560198	0.523790087043787	0.233319743270317	0.389308344362982	0.446379936343371	0.520118300351353	0.399579361913198	0.493595306384367	0.558514050629971	0.218484984348649	0.44430231859615	-0.016753775065857	0.440766080875047	0.123058189376671	0.376348686883768	0.328328851190526	0.471949200369201	0.423319130309521	0.42699411449918	0.219367181988764	0.302614524071854	0.230778012170906	0.472131796625711	0.365911019154487	0.405288077760067	0.413511767977654	0.0861072444150138	-0.105773087445523
S1PR4	0.865896919227834	0.666223213387921	0.716674614648909	0.318202235380012	0.690567687678808	0.818381660001721	0.847688192642469	0.0825330435180405	0.565319258329126	0.835419511267949	0.554180711149212	0.754828450437154	0.660291424588592	0.800968986210921	0.736171648640456	0.843710435865084	0.731891882461082	0.594124020897703	0.784717360380799	0.787982201794838	0.789483186310354	0.81714500651587	-0.0485443328419764	0.0536116833295955	0.651895093982154	0.725304740359746	0.795065795041822	0.824638003607518	0.432078327628831	1	0.710714877969121	0.787261002543606	0.801043925328704	0.110122608576771	0.701734279159674	0.323620805459098	-0.132330769930278	0.714951132718252	0.698107935475043	-0.191368986284388	0.783225889109293	0.566888002055961	0.589828292988737	0.84883580683152	0.900236243267734	0.687717496502729	0.84634123249239	0.00258388687634148	0.536692883746774	0.75499083364286	0.648788674712237	0.815309177869515	0.490467434922853	0.635228733985773	-0.247780381068835	0.810347541835477	0.300606361022754	0.772633226907345	0.672987183994817	0.549931222647235	0.752663157848968	0.844679874175186	0.813519146759567	0.662666578236613	0.853185843397562	0.756764292582559	0.81461090597731	0.580154311554415	0.56700627954709	0.680012866847862	0.097479188369074	0.389746431861908	0.659878877299778	0.821433741551284	0.84468158785541	0.690327749005136	0.79262130327424	0.757225596355877	0.652267728705918	0.445692873938463	0.745697980323104	0.577809575643314	0.820541642678541	0.86352926415503	0.685533250959398	0.458417409421093	0.641083969596434	0.388581868601346	0.764047055448379	0.746330656401942	0.349550857089521	-0.0764307850406287
CD96	0.761330395020733	0.873618839373056	0.862803900926345	0.616683548006053	0.799659219797201	0.861261494246657	0.802919735660355	0.543856914519013	0.71276633095825	0.65668012984205	0.828854180270534	0.681374663180081	0.549013000719266	0.792815042352171	0.882271754888522	0.873884536610313	0.717090676260313	0.717035096277343	0.788037677705916	0.621865227078395	0.808890362906787	0.843264511411935	0.369167659888561	0.414919295083902	0.774639817039714	0.712185563642578	0.746527925196734	0.908279434678302	0.615660137559751	0.710714877969121	1	0.730850135538384	0.601945158998212	0.480038334618648	0.819781078578965	0.586999845514434	0.257389325531399	0.842254786898295	0.638727291381909	0.247260198903104	0.61401918283063	0.851072964100666	0.559081864618733	0.740839107282235	0.675699270955164	0.338332241016267	0.60013029257413	0.300105513170291	0.580066910678928	0.596530417122061	0.523167048301934	0.865536930808753	0.61553421709075	0.686443768136812	0.184265146423165	0.790327173723151	0.594751690080777	0.800494415732284	0.516883406566327	0.654825430035817	0.727369564760466	0.530922476522198	0.71881794313845	0.701471768734921	0.826953291080933	0.700044835814194	0.620516385271394	0.676184606619164	0.601104778577796	0.674413125747403	0.47109429611575	0.495675955083696	0.796626128280113	0.591909216401939	0.755709739868884	0.356981409170964	0.711228883783192	0.542719598860244	0.662387119242538	0.450975505649579	0.784124565803777	0.704877075056623	0.76369230177324	0.601052606837866	0.651265680312446	0.444297689305614	0.762600818809514	0.414839639544298	0.723657450128977	0.80378369151228	0.299629834525843	-0.0828518245944786
ITGB1	0.767129819480865	0.757103999631465	0.805163147698188	0.402642794983475	0.728024996516265	0.791097687412167	0.800256373919903	0.196101407387675	0.455869827511543	0.772743442858015	0.658367636984763	0.762329552729563	0.555393438902114	0.821550373792893	0.678797520674161	0.736376083347751	0.711938592560004	0.500778291486912	0.752888187279746	0.792164371619555	0.850004673159488	0.742071835824467	0.0794731247656717	0.206064355144026	0.685537365234662	0.812774993313382	0.804066221745896	0.781938435141504	0.365971482017839	0.787261002543606	0.730850135538384	1	0.868938565553886	0.383146517496405	0.739016064137198	0.553602594062154	-0.101262640191226	0.732666597557252	0.737947828806528	-0.0983801342191947	0.774610299478172	0.679265813440224	0.493762918117658	0.782079792955156	0.864613163628842	0.635712154870978	0.72843154352602	0.0917814515441512	0.715122617123312	0.650630177215018	0.79163698971089	0.741058660898195	0.610915596271031	0.748648565501244	-0.0880721663671755	0.893724604972353	0.38124277151229	0.793186510428031	0.632515125944569	0.626091795489924	0.657237027943205	0.729988739968243	0.761093714586467	0.777851236282686	0.806487573686768	0.68119571594397	0.753707556221149	0.731974792045552	0.538323116708448	0.558178778731351	0.327601737834176	0.550779619639658	0.711020582502703	0.837344456018603	0.837239516570138	0.549619572823991	0.882253251964979	0.664662299930749	0.867292345921734	0.649421490995514	0.811669872400237	0.737150335366339	0.861981143033368	0.809139019006408	0.913098611366884	0.702605255815735	0.824486139953288	0.547900353803712	0.893473232901336	0.908994606671794	0.651447933695252	0.11526494028655
C1QBP	0.803457219262158	0.518783721078899	0.618396812092392	0.227424473696766	0.503924159587236	0.70670140402678	0.784447203922008	-0.0505570385371023	0.360177930829687	0.873785769148209	0.436546026042215	0.790343146426034	0.500198940215317	0.759279155226562	0.563408762765453	0.691075938582209	0.548705721207608	0.364509427267461	0.72669231426935	0.771151042702294	0.771922349205827	0.711803719952339	-0.0837139814167149	0.0141413174609861	0.589512429490323	0.67994737629379	0.673123660887245	0.694746780682429	0.266386899932564	0.801043925328704	0.601945158998212	0.868938565553886	1	0.146754993986099	0.604079437932942	0.419612656324206	-0.176338013391183	0.601058874521438	0.708190736969998	-0.225531357912021	0.7310599806397	0.488477872809076	0.331505185993232	0.759542220613103	0.943099254760555	0.782916514739876	0.79924175543556	0.0570868057279205	0.628061690439361	0.58926815506567	0.746653101849469	0.683043472532608	0.356163341687074	0.597840550835242	-0.26049872409651	0.767222396637277	0.214617327310617	0.621491581433626	0.548216961115263	0.455948196567628	0.564068731922276	0.862762211313437	0.735362569064654	0.623052736209393	0.752679192355302	0.573873784261805	0.707814986053698	0.528248792652472	0.377496103792587	0.550000139086197	0.0808551905218732	0.416250052097477	0.563974583261	0.90518184977789	0.839808456711716	0.710102681584459	0.896368082946293	0.785953605320306	0.703720409847169	0.554957590437069	0.651468584860941	0.53269130214994	0.774286112299667	0.931485236534843	0.853072549419865	0.644926917990652	0.636941193255101	0.45586689237986	0.842553969511439	0.756702249125607	0.55158940275104	0.0734478727346808
F2R	0.149339233479291	0.557112586202535	0.529669421554759	0.593980760185475	0.403503598863184	0.338256302215021	0.306887917864065	0.720555818294474	0.256112963765794	0.164821323318919	0.639593776131731	0.184728124511743	-0.0596472995307974	0.350279799216741	0.424136397195005	0.334499515012986	0.206910632803093	0.379915933647466	0.259795059557622	-0.00801202997029327	0.326269637115102	0.371401286920986	0.636579913895631	0.598653087207788	0.432018395720513	0.290457813027815	0.227278771665508	0.436920067132129	0.49012759245607	0.110122608576771	0.480038334618648	0.383146517496405	0.146754993986099	1	0.449324995725422	0.701523662906762	0.590387385640968	0.384764758639911	0.203051763992228	0.646496575267738	0.0161347706543361	0.637134809038545	0.0945715522508609	0.152318571427737	0.121680124208179	-0.160162837107896	-0.0936745714943419	0.446901220344987	0.436894685946785	0.00730970924561183	0.175219802010561	0.363922103452636	0.372271264083217	0.285370989525619	0.591362295665642	0.307683377255291	0.627812257104737	0.285552829232898	-0.0435836028742337	0.318795049826077	0.134930715739197	-0.0864529195050482	0.182262212745082	0.395276385956117	0.303168461521689	0.158345802565268	-0.0328495488878084	0.382360477623165	0.143403195725383	0.0845237564039261	0.733186693648919	0.444073304830617	0.492157887203058	0.0419464019790053	0.186849314618857	-0.144269616409779	0.282003170465562	-0.0532524448532714	0.407943237597058	0.302618907251448	0.372414163560019	0.415542296279434	0.27598884596873	0.0469987640165534	0.343928805718824	0.284839096950453	0.509634494329123	0.292599881712788	0.310293382543162	0.436887920652868	0.196195486565462	-0.000962718872848211
TSPAN5	0.693002696708155	0.814788413336323	0.799279653082041	0.546751369894864	0.80892141134765	0.878560586775138	0.787967894909126	0.463165012565372	0.750688631445568	0.595793202468174	0.811786463928736	0.556016431410294	0.640244598456745	0.727937747396005	0.864054002880499	0.855160252112394	0.78878733084796	0.75127753980621	0.750069609021766	0.628693747962623	0.808509977938165	0.754435651881384	0.226565531655551	0.235721466565502	0.779876011938911	0.656151862197039	0.765598166999179	0.856988130231125	0.620030675723765	0.701734279159674	0.819781078578965	0.739016064137198	0.604079437932942	0.449324995725422	1	0.532573484017294	0.131293282651058	0.802452576258632	0.635925577708507	0.110962800060649	0.668973580447978	0.720443418676918	0.664970075217633	0.746672626487905	0.65614675072097	0.301186479419129	0.612625534862239	0.195395459658319	0.613360433069706	0.650290838569466	0.537682941985138	0.834937930748218	0.676539459027015	0.668123689989928	0.0489282917454433	0.76813308563845	0.508155302527862	0.781410038306504	0.628545270487329	0.702123948682102	0.765082515890571	0.525906447308448	0.765048324669543	0.645371328905719	0.812506957774149	0.738047501097331	0.69096195912672	0.648002649202947	0.662882822097634	0.686961704054151	0.378139120246073	0.498215600243044	0.747178023593745	0.615271895952885	0.756350738667364	0.29881559889923	0.734500051173527	0.55268951684511	0.701661338795754	0.476328596226563	0.80677644514763	0.673699743079527	0.791702484296195	0.570035003415191	0.653389829691969	0.489067291230667	0.705811867854724	0.447228398815717	0.726465196101243	0.785189577009296	0.349991654136525	-0.00797275039969712
CD81	0.34468060597787	0.615311576525479	0.634288434783009	0.691838713819103	0.442275730513502	0.504048517955396	0.490159189174051	0.603945984514336	0.351916648300623	0.398313111141215	0.656013117220804	0.375538369778494	0.100077883150026	0.582827859945483	0.542944003721896	0.524169102477117	0.336293375544422	0.524068420647546	0.4072889980586	0.163058873401476	0.478478999258846	0.572375172091898	0.625494502586348	0.58319110036044	0.726759853867415	0.448214477446448	0.301033048893903	0.565741370837682	0.59728220170573	0.323620805459098	0.586999845514434	0.553602594062154	0.419612656324206	0.701523662906762	0.532573484017294	1	0.602464679458811	0.52553847835101	0.482888804634473	0.60708575508822	0.213932881735606	0.738350726208711	0.193404291063978	0.37181531308763	0.376088210218904	0.0342893933787327	0.0979244975016531	0.522345338267068	0.717335848937395	0.1881041249861	0.442429653463515	0.536061504263394	0.483285108443388	0.450213721714375	0.457108167583857	0.472827792825728	0.729639781543421	0.37057621433663	0.13021795892501	0.559732204894542	0.271775033511742	0.124948990963288	0.304857069133285	0.467659347413511	0.481536669402724	0.299218422490311	0.0927431517612392	0.518683271532709	0.259149760119633	0.295033246582611	0.658470720207466	0.791858493399562	0.573533266566833	0.303462929759159	0.414261792019525	0.0721910138487032	0.588682340851501	0.103128970942897	0.547081027519919	0.70765235869414	0.489860768941926	0.563727981431567	0.427333433132244	0.293888845170094	0.608368921818747	0.640396173531741	0.687592986923949	0.697184718553389	0.621503534676492	0.578617021900465	0.555588689848292	0.16783550018059
CD8B	-0.0278147754005161	0.247055262882342	0.23509642461442	0.526243672625042	0.0157810192418165	0.0347170993809118	0.0510964315154132	0.63733846546878	0.046695647511403	0.0083556599963707	0.34763877471833	0.0260989848872223	-0.383013320459314	0.116042024779512	0.187383755260514	0.153794017188684	-0.170954455522119	0.299884701325011	-0.0300516152044106	-0.400327405615784	-0.0927109935444534	0.281911648747892	0.837947854760255	0.631026333997571	0.26635007582632	-0.111254397285743	-0.239020023068996	0.210146861714175	0.508280646536305	-0.132330769930278	0.257389325531399	-0.101262640191226	-0.176338013391183	0.590387385640968	0.131293282651058	0.602464679458811	1	0.167610271386179	-0.0548138455043394	0.949530202578417	-0.450035723545686	0.462215808456282	-0.141836289405381	-0.132401197240527	-0.153904497652351	-0.37005527892322	-0.434658150987213	0.688745477496465	0.152819555142982	-0.310153217065277	-0.198696882163385	0.16727381673785	-0.0208716956755921	-0.135165809801462	0.680535292359856	-0.132985394228825	0.724651637066447	-0.104004681179051	-0.40280305356765	-0.00222828092423799	-0.177302537341254	-0.345851738673649	-0.172758829559534	0.0310907330230099	0.0182180839989113	-0.154467420870531	-0.445278228472974	0.0265138411825462	-0.120557226345275	-0.0962645762953765	0.605195431972626	0.304311100740583	0.137742039406034	-0.306049022287713	-0.135934109950471	-0.214029048386228	-0.0530250665332213	-0.35026452713955	-0.128651037598471	0.0417947509954825	-0.0208249281066379	0.0822067424077792	-0.139946486517292	-0.201868479751298	-0.117282184176241	-0.0935799325679723	0.123257841678174	0.117058830392092	-0.0572723601374673	0.00617187322469021	-0.194392818306396	-0.132135915196451
SPN	0.742060718931472	0.821325218801059	0.823831445901503	0.528434432110085	0.777239830280593	0.837579572308058	0.771195367101804	0.40798449830238	0.670902746791955	0.653034254091376	0.764303498808144	0.675734477228162	0.55485055378432	0.763111630524197	0.834539187610632	0.83070241598276	0.71067192041322	0.664297042768951	0.772088197719525	0.648155954433723	0.751541871582462	0.796375936466683	0.282783465930391	0.310896483213572	0.767147252817066	0.663178031951716	0.694003336239217	0.853729677653147	0.580167124396148	0.714951132718252	0.842254786898295	0.732666597557252	0.601058874521438	0.384764758639911	0.802452576258632	0.52553847835101	0.167610271386179	1	0.599193628869389	0.165705365797295	0.62164445651064	0.781415972197137	0.553834329927948	0.724699096191539	0.674641559083942	0.350503046011159	0.623761409286364	0.265217440942911	0.509108223602224	0.591851259887437	0.532664451775294	0.840502204893954	0.562604034226852	0.622071817655903	0.0931732690982374	0.749343038592849	0.549237594220158	0.767411424271772	0.540850493325202	0.617451265862241	0.693453307260179	0.534574638176653	0.707961582236698	0.672267147196459	0.805413184589511	0.683594247891639	0.636784358239492	0.690097535352414	0.592272330896119	0.662810544100003	0.419695419270769	0.489828041965392	0.750566532375197	0.617371411413992	0.706827601184619	0.373888762242312	0.694916117244958	0.556442478664035	0.603800763168489	0.452142537163751	0.760855619656141	0.677907405612627	0.721422578559833	0.608184324237196	0.638937642019433	0.420247320345394	0.725735507201905	0.419363303371646	0.693265187167641	0.762410423391811	0.310022090238911	-0.075613743606128
SLC1A5	0.673528914773586	0.581944988397103	0.625454228588327	0.388679964648813	0.598551807544556	0.752282123304278	0.709818919364574	0.160435595924124	0.506784652349149	0.634402320845665	0.534928757227499	0.566810189113822	0.603662943067778	0.690355247933116	0.600569685339846	0.671354179295018	0.702786014378169	0.510808835954766	0.63335124981323	0.682217428431968	0.729629093983325	0.658007570760037	0.0469877084884845	0.143985922668226	0.704459574999898	0.624119351164481	0.645731257297399	0.65161640318354	0.370742821491911	0.698107935475043	0.638727291381909	0.737947828806528	0.708190736969998	0.203051763992228	0.635925577708507	0.482888804634473	-0.0548138455043394	0.599193628869389	1	-0.106206408193519	0.712754881758619	0.583849434183729	0.531812802791472	0.768681568621581	0.687478292568021	0.432700316954258	0.669815600951346	0.218639738559438	0.705468727429263	0.634492697963801	0.711514797635724	0.717534129289116	0.570433529334781	0.66908995325092	-0.0617135315370732	0.752287908323874	0.29642911211048	0.627653503906683	0.640356791770837	0.666756429730915	0.669386864375989	0.619747603257839	0.639992403049477	0.558850795135522	0.719200825648897	0.62834248955376	0.65477407999018	0.551327655353111	0.584965890283285	0.578775904839108	0.200357766178973	0.557202537953777	0.619417112559837	0.717396977162486	0.737412796592498	0.513706321673417	0.76704424752303	0.582244537208873	0.70989196524267	0.660309155511677	0.665388615065842	0.6596665295822	0.788797987684244	0.637329631243121	0.741660677296755	0.665573219319063	0.642830370183213	0.592593725249977	0.777740964036997	0.682949604949031	0.558124634814956	0.0291187195750108
CD8A	-0.0861012598602348	0.265562843696202	0.246208608599124	0.5501676839015	0.0102438906303222	0.00374675616881238	0.00451501166574737	0.689099422805474	0.0205990525115053	-0.0586596528564844	0.375095303573524	-0.020774151148625	-0.423463691563568	0.0932587663456191	0.172805551636242	0.104147952223805	-0.190358970588122	0.268086642614996	-0.0331542586228429	-0.44382905712239	-0.101876753398733	0.224334460469965	0.870948214344138	0.696124937327853	0.253793235956482	-0.10252597180284	-0.244133917103869	0.181629338902084	0.458200283780007	-0.191368986284388	0.247260198903104	-0.0983801342191947	-0.225531357912021	0.646496575267738	0.110962800060649	0.60708575508822	0.949530202578417	0.165705365797295	-0.106206408193519	1	-0.473566924305665	0.484675111129315	-0.176205500627697	-0.179827555884004	-0.202211347105894	-0.399990354717332	-0.476934804252481	0.654162923890963	0.123871096093254	-0.353690290188284	-0.214765456895848	0.112736751634505	-0.0045186671991294	-0.135112192059916	0.731595708775682	-0.137434053387861	0.716821623036427	-0.101301344314316	-0.434421627816329	-0.0166059613013315	-0.213955075222568	-0.408263263453303	-0.204469591786195	0.0708737159326107	-0.0303178720125134	-0.184104099360216	-0.477356594089867	0.0711014314181675	-0.13926757118884	-0.124421860382142	0.673171910240343	0.309682022898034	0.132104501098513	-0.340529614429427	-0.179276569960693	-0.299075947962135	-0.088316731925506	-0.401441236367106	-0.115977580053661	0.0455324171355325	-0.0469963331368404	0.0971232545551128	-0.166025380448239	-0.250645713172721	-0.112174847415236	-0.10870429536981	0.131375614786027	0.106464514000765	-0.0747931701655096	0.0163115786644593	-0.175643981119093	-0.112867195379061
CD4	0.692565870967233	0.607723972895698	0.606523793065445	0.232700101337772	0.724244483313195	0.80327121422882	0.740992366336279	0.000308818203319036	0.633318635624572	0.618465614625092	0.512147465941955	0.562130765089531	0.853303607157945	0.64538414293823	0.676907086680481	0.720565703825141	0.851896500616262	0.511908291928402	0.721317233844841	0.857936580397879	0.841677392499409	0.574490110958789	-0.293850904426524	-0.120529521762505	0.634975795473856	0.72221823590041	0.848676792771224	0.669926670093294	0.267755164231405	0.783225889109293	0.61401918283063	0.774610299478172	0.7310599806397	0.0161347706543361	0.668973580447978	0.213932881735606	-0.450035723545686	0.62164445651064	0.712754881758619	-0.473566924305665	1	0.439773151134351	0.689694215365563	0.85763368421507	0.766833722313821	0.564943660807349	0.876991581903387	-0.197342855205397	0.549038460538265	0.845894235828352	0.713360721120077	0.687996251887083	0.661111696572103	0.763480634000295	-0.368239102111244	0.858935294097832	0.0441984918774756	0.778240836602884	0.855143633626805	0.720937639979491	0.836073145027853	0.751272150541935	0.8294964702792	0.57496633129725	0.788164706228587	0.789271640527102	0.909644057602917	0.626399486364162	0.719515824142312	0.730112468293005	-0.0152829102227342	0.411628110705574	0.633402564104904	0.829556225813281	0.834760222467437	0.506818180975126	0.779217726900227	0.737846443707252	0.772650803507888	0.585885897010625	0.741488803874215	0.655120865512456	0.850795013778613	0.724014600939311	0.769856977131621	0.623013434035157	0.658380509702945	0.495714790434704	0.787372950334555	0.708052237129559	0.571655029677247	0.0519319549927687
ADGRE5	0.634271061041584	0.871693313316191	0.870139880475205	0.683085088109913	0.736597368304351	0.734807311088984	0.69325764813468	0.615105540344087	0.542555447381995	0.572958672857178	0.850744477784493	0.623412260805709	0.333499303364924	0.770403477357879	0.767005993681707	0.743760420168901	0.586245408420059	0.651363490353115	0.679881074522724	0.468138037545576	0.671511810955041	0.791675233663088	0.572129977708929	0.60471110737375	0.790646901330569	0.635111925620101	0.589236535366793	0.816607942679982	0.60863571804897	0.566888002055961	0.851072964100666	0.679265813440224	0.488477872809076	0.637134809038545	0.720443418676918	0.738350726208711	0.462215808456282	0.781415972197137	0.583849434183729	0.484675111129315	0.439773151134351	1	0.42449142451595	0.618393799171239	0.548384495672565	0.212437828922363	0.371269530825399	0.520511673166955	0.584670569431416	0.429906733358249	0.487296971217844	0.764832801869306	0.589646175559306	0.591679664797309	0.407587627463803	0.691630376832261	0.733755413060751	0.678901097462655	0.330414821543505	0.60361985597328	0.539186458594742	0.350203916384819	0.564483199612785	0.706963852146959	0.691763244317974	0.537584410041947	0.40796433812159	0.696456427152746	0.493686887999423	0.491397215531357	0.661417110864705	0.602037773426128	0.715317425369139	0.459579207065814	0.599810825578188	0.270949598991027	0.616478338074801	0.34523786053024	0.612089790108971	0.507027771983706	0.702568159311112	0.728911732350134	0.644972459525216	0.472260704647197	0.600630475296681	0.454617481269687	0.782966972729987	0.48315940834637	0.662534365099668	0.758948143811043	0.33233484851693	-0.0363324378012229
TIGIT	0.397078599086864	0.66892736592014	0.563883480114942	0.437647389533675	0.76853479534629	0.733423896708592	0.587362724168438	0.276279735141256	0.717699735871436	0.276032840581871	0.597925432368372	0.209017955306178	0.886948189104088	0.479825058832626	0.705542247941505	0.680233618905138	0.914184724492514	0.80654116410132	0.414335112210411	0.513173035162363	0.639423925762485	0.437751551128333	-0.0278086846945443	-0.0103464950221914	0.572266014580003	0.579698114285489	0.756129700306382	0.598769725734569	0.49276734913459	0.589828292988737	0.559081864618733	0.493762918117658	0.331505185993232	0.0945715522508609	0.664970075217633	0.193404291063978	-0.141836289405381	0.553834329927948	0.531812802791472	-0.176205500627697	0.689694215365563	0.42449142451595	1	0.742461177075597	0.417220839485239	0.159492053519311	0.516327261791112	-0.0755028351617758	0.416029892122126	0.860665210349083	0.357656670724428	0.633063128713713	0.735645785393037	0.629625702087171	-0.104291110420091	0.687360001278275	0.230672469673064	0.738292276175894	0.856130101001206	0.703079011236826	0.879702177544351	0.343660647223556	0.614988552349057	0.447030874214933	0.690137030539875	0.823479046610235	0.710487758241426	0.565456158980152	0.898362593824187	0.658045563294043	0.0511671439502651	0.378281054921638	0.526736910789733	0.418628314902946	0.586296442123091	0.155698461700658	0.491701536219203	0.265500156497315	0.616944825467263	0.388304232036165	0.70886388453039	0.57190889703199	0.691208527750848	0.307498665722275	0.426158263768293	0.373657275988085	0.515640757080205	0.382829662185612	0.508491941102997	0.566074026902337	0.335033873429764	0.0229446262111685
CD7	0.756407475038212	0.712838747485672	0.701415890282541	0.478896193770197	0.746416266892348	0.896495718879993	0.851916163839792	0.161989846205998	0.684649346440748	0.74045223383794	0.648117475622691	0.632732697040304	0.822431021990363	0.737977364214251	0.784415195794464	0.853945784918637	0.87167544816701	0.693912581576219	0.748961334016302	0.785339488171064	0.843003372582768	0.735440705299919	-0.0374689479477326	0.0769627127974702	0.734872116713225	0.742740019357703	0.834462400466685	0.786571264107495	0.475937635182599	0.84883580683152	0.740839107282235	0.782079792955156	0.759542220613103	0.152318571427737	0.746672626487905	0.37181531308763	-0.132401197240527	0.724699096191539	0.768681568621581	-0.179827555884004	0.85763368421507	0.618393799171239	0.742461177075597	1	0.813380117421841	0.540271050689781	0.817986619220485	0.138769516885536	0.611087457124715	0.850694527651206	0.643091864296318	0.84265187692989	0.624507387744705	0.704535578645501	-0.138118251528544	0.875675071365173	0.310796934612187	0.800327864633303	0.804391227221757	0.703862833107872	0.873000407680826	0.728776190909261	0.812168154551278	0.616271346385324	0.868146697973809	0.815937476272573	0.833712586139644	0.645771283043182	0.768400821281431	0.769137654483988	0.142189774998882	0.44634066470848	0.67733313588643	0.812395704037049	0.872602510135973	0.539487069114944	0.836426835739364	0.684853675324384	0.748173073205765	0.52860751948835	0.78030153254568	0.687525710635866	0.886594301017684	0.757048349454727	0.756618078899873	0.59427472492254	0.696760102640381	0.456395472690941	0.794580092650742	0.74864349355483	0.461411341159745	-0.00594543015447435
RACK1	0.90175294100204	0.614764626328405	0.708629235377451	0.246971942937335	0.580539117874598	0.761998030982868	0.852947322760791	-0.0103251376435588	0.416172498020529	0.928364382331667	0.502545122171081	0.869931793935588	0.542128036281425	0.819904545768714	0.644602448530153	0.781800612255958	0.613649893619127	0.459624910156941	0.795028106336554	0.825673233365203	0.79906820197308	0.817406837102518	-0.0536441029961667	0.0529419411781299	0.615138530064464	0.730604199448745	0.748549017040662	0.791788364168538	0.319905285817813	0.900236243267734	0.675699270955164	0.864613163628842	0.943099254760555	0.121680124208179	0.65614675072097	0.376088210218904	-0.153904497652351	0.674641559083942	0.687478292568021	-0.202211347105894	0.766833722313821	0.548384495672565	0.417220839485239	0.813380117421841	1	0.833956512227413	0.851369286152029	0.0187594513594479	0.561850732265797	0.657085476914912	0.743655810036846	0.750847640279733	0.388461940987142	0.617033343240582	-0.270942136777403	0.804254227461877	0.275553029545615	0.715187698483063	0.579603405490231	0.466737995459828	0.637105270520588	0.917228204517262	0.799565669851731	0.68605162320457	0.823099476506099	0.656740502889407	0.780282974565221	0.570261975343168	0.440362790458431	0.589219067213219	0.0944413788459345	0.392612540499617	0.596179177079903	0.916179533806408	0.880929582778809	0.762832001117208	0.864127120213555	0.819428847428885	0.675232569758855	0.496841646177424	0.696289111140779	0.575640887063844	0.827052157656941	0.982384356155136	0.796577901723133	0.536333622210707	0.666756176147097	0.411468357448071	0.831590872321231	0.785183872685336	0.442915485297648	-0.0376219941056863
