""	CD74	NRP1	PLXNB2	TLR4	TLR2	TNFRSF21	HLA.DPB1	FPR1	SORL1	SIRPA	ITGAV	ENG	STAB1	TLR1	RXRA	ITGB1	CD93	LAMP1	KCNQ3	APLP2	PTPRJ	ABCA1	C5AR1	TREM1	LY96	ITGA5	CD44	EPHB2	ADCY7	MERTK	CD163	ST14	LRP1	THBD	KCNQ1	VSIR	SDC4	SIGLEC10	FPR3	ACKR3	HAVCR2	ITGAM	ACTR2	CCR1	ITGA4	PDE1B	TSPAN15	MS4A4A	CMKLR1	CD4	PLAUR	SIGLEC8	NCL	ITGB5	CSF3R	NRP2	PILRA	PLSCR1	SDC2	INSR	SDC3	CSF2RA	CD63	TLR7	NOTCH2	PECAM1	NCSTN	NETO2	C5AR2	FPR2	TNFRSF10D	CXCR4	CD33	RHBDF2	CD36	SIGLEC7	NECTIN2	IL6R	CCR2	TNFRSF14	ERAP1	SORT1	LRP10	DIP2A	KCNN4	AXL	BMPR2	STX3	STX4	TREM2	CCR5	SLAMF9	NOTCH1	MILR1	CD46	SLC16A7	PLD2	GPNMB	RPSA	ACVR1B	ADORA3	ASGR1	AMFR	SIGLEC9	PTPRC	CD81	ITGA6	ATP5F1B	SCARF1	CD47	ACVR1	JAML	PLXNA1	MCFD2	UNC5B	CADM1	FZD5	GPR84	PLXNA3	PILRB	LILRB2	LILRB1	PTPRA	ITGAX	TNFRSF10A	TLR6	C3AR1	SCARB1	EDNRB	CD82	JMJD6	TRADD	S1PR1	RACK1	ADGRE2	CD99L2	CLEC2D	FGFR1	TSPAN14	CANX	RIPK1	SPN	SMAP1	TSPAN17	CD9	TFRC	TNFRSF1B	TNFRSF1A	TNFRSF10B	PTPRZ1	SLC16A1	PTGER4	TNFRSF12A	LPP	ADGRE5
CD74	1	0.432016912787095	0.713065903232524	0.434935934480133	0.750471665789906	0.164973221257829	0.92755330023554	0.837998543409394	0.945492541185508	0.755867341172903	0.863379724029043	0.754098690745755	0.859539202680723	0.910473773015278	0.736203307178018	0.528037155031153	0.927215702212652	-0.00555144336038916	0.898504139498505	0.2520995330993	0.812151160451736	-0.286819228972302	-0.133415423947514	0.304103234451276	0.117348322578487	0.686908776923479	0.314638891163168	0.602191670999746	0.873032816697962	0.542673241412982	0.76307682505636	0.564567712508892	0.279581698510705	0.100287112099113	0.734908652405149	0.885521113227716	0.0980875888883587	0.903463159317617	0.899915344597986	0.272299063441776	0.70683751724131	0.764642578650085	0.801216008275829	0.298293288918209	0.863705845871562	0.771957660135721	0.705508179554804	0.6062163898537	0.147326039113943	0.810850975976239	0.299964448179263	0.337515107210088	0.726873024845061	0.166002490710199	0.707228638788786	-0.121565062554992	-0.436373848678292	0.658344716109101	-0.330382825141191	0.0178674916296684	-0.178625663979314	0.853299735855764	0.323438907362885	0.878739112817297	0.0775125955436413	0.355396480956275	0.596554789968178	0.736048955987164	-0.0690166370378307	0.477308137249132	0.464846071780124	0.253103985923206	0.793837079294097	0.819203763678012	-0.468479380998323	0.18595584324579	0.659682566629844	0.775176899388299	0.781057988870949	-0.151029183044791	0.834939265590435	0.861295225952311	0.609653917446491	0.434511364334234	0.65225106009188	0.818627915506915	0.710644790268017	0.513595520237152	0.385879990067554	0.93524447525837	0.759548423317718	-0.522354216399909	0.803926200623248	0.741650666872267	0.454114442305729	0.697631698671166	0.770273712150509	-0.493371182674331	0.756011672692682	0.389082995091751	0.811740694598339	0.812983759743946	0.431798114952372	0.835741210215118	0.846597413704139	0.835856613005683	0.600762689364645	0.769400566935879	0.882505757388983	0.489929788533715	0.315011850102896	0.479627078261857	0.204319359498444	0.405960997555317	0.899910484597034	-0.17781539164418	0.710163163222064	0.686222185127784	-0.120018921913051	0.381356240552201	0.820308429080107	0.873329306042115	0.761967189380832	-0.415652276561424	0.647389233136559	0.386474565215184	0.934456868513249	0.594864260169382	-0.174773931116623	-0.112349702918623	0.55014272421589	0.410145448484135	0.324309031850096	0.739323541173319	0.803385805625838	0.693672516337138	0.377546245725567	0.127285697489513	0.713738405287623	0.400177733858179	0.700714198941424	0.818237071802584	0.570384123998744	0.719073284491564	0.293980754316699	-0.130705872712727	0.789357677077955	0.721814445003466	0.477632575775916	-0.0556995102880967	0.284868263655943	0.764163269152425	0.211905227756742	0.772191206860184	0.155329621338902
NRP1	0.432016912787095	1	0.844481123889733	0.824028052366545	0.842407675056412	0.885946208524598	0.269658811749895	0.741969169381357	0.294340678710114	0.853378372961141	0.78617753881222	0.836111449660724	0.591418970684601	0.649946389171841	0.820757249694874	0.922080982012706	0.586498798594985	0.761681967526763	0.471156801200611	0.877346300049712	0.800901213038049	0.647284383098113	0.745104859460038	0.900367386169011	0.710010949386313	0.872523911139556	0.886872538431872	0.724919711252771	0.381514671990241	0.857515467734427	0.879349396803161	0.892502351235043	0.77418098847512	0.695519687061939	0.700727466874663	0.275672054965133	0.836611778097313	0.223433213735063	0.635859487867525	0.814663168559371	0.900052299276484	0.852939216203461	0.774843941233293	0.782561950434684	0.654982909174684	0.493069385527758	0.808225998481875	0.838913092251706	-0.228124505988634	0.800450769302555	0.896571925291385	-0.336039832853983	0.747181492240994	0.851026720438513	0.0413911434409915	0.714114064381977	0.155175862391239	0.890068858246388	0.573684705060239	0.208639253474826	0.553694262880815	0.411773609399651	0.864017695567768	0.295018230243431	0.644062031185119	-0.152459956381238	0.871842290094668	0.663353513668504	0.699269016775216	0.757871165747429	0.743911305815285	0.534223590841985	0.439882826030218	0.549611019408662	0.286856276671027	0.687944621458674	0.887362601408288	0.758953541219033	0.143630702112786	0.586534596363735	0.678953104838896	0.496453902256343	0.78698903431347	0.755452623642095	0.743534273905797	0.286490677474763	0.763063645444997	0.805355762040449	0.906686869561997	0.599880127344191	0.675387161662046	0.264047792997125	0.564777689004367	0.407251352907152	0.666914880739803	0.608488426020084	0.672242188864566	0.4007313793075	0.68579526862325	0.814871991679923	0.181270045874787	0.58630693369	0.911681627478812	0.599816099187865	0.757212546844178	0.742708378941366	0.463367275952715	0.731546304378515	0.4548272623793	0.875678513143162	0.875746658460342	-0.278393296797694	0.65087696957287	0.815058387810544	0.475310746961446	0.244677611635598	0.688142265492756	0.779539204248349	0.675957035762095	0.470007234864145	0.659773600456389	0.620386047418937	0.730231953302016	0.484444335665012	0.741076651677104	0.181591736743505	0.60737487681411	0.659699081268752	0.678199196627666	0.711502826591221	0.768952571592393	0.825624621389768	0.819740780339284	0.705012316780154	0.822751988124221	0.771574874500979	-0.0701851809819075	0.559106189317059	0.5997948752406	0.89565428391471	0.795027758047921	0.592910920272368	0.813830552867871	0.65679676114958	0.804427790886205	0.661917260818678	0.817163964885024	0.84027482381033	0.566941420369962	0.122565324642245	0.524353868688655	0.67629277641543	0.558235851238407	0.70014428436516	0.431692678709793
PLXNB2	0.713065903232524	0.844481123889733	1	0.76298031284532	0.917031014350395	0.695330166583959	0.556925079120588	0.902947991920436	0.623924162539877	0.925425667736409	0.908769374226213	0.902294910076787	0.784320970808437	0.834092901698501	0.916302020528217	0.884796657554143	0.77417877041088	0.568808648815317	0.625430693878277	0.758493359005701	0.917490570255134	0.32690502280191	0.446845428457757	0.771270611453227	0.5981467545191	0.913456030329435	0.777205961706547	0.874895057582322	0.694314671755237	0.805721315608455	0.949447646755334	0.912149175794331	0.642502717954165	0.666486748027613	0.808908779220371	0.598441868826301	0.613342421400386	0.569832864825743	0.839389253159034	0.688830492391909	0.931714343330815	0.933664105775472	0.902949628334011	0.732035040477348	0.83928800979227	0.698276937981593	0.896649712420132	0.901608418739182	-0.0940401002816942	0.943482770660344	0.767534749392171	-0.0878184733214196	0.872618715623681	0.716200472944539	0.289793330188514	0.461992564042959	-0.030979988450226	0.917735253346595	0.261225586108687	0.053669663988247	0.350518782811119	0.610789316665019	0.776886185350561	0.552742051022439	0.474566232186776	-0.0407639354385801	0.837115554618002	0.836757837636126	0.49684225471649	0.720984783031719	0.730286327008087	0.566516991500295	0.696320875094046	0.770690078556375	0.0493169570421866	0.610187296222759	0.905420953187191	0.846925417699981	0.429555947788818	0.399644494370405	0.894448736119908	0.6896423682769	0.864266778295649	0.709318029329937	0.873252290274782	0.526053619982035	0.774437098016477	0.8147296903139	0.828749419293572	0.810952492064232	0.717892351682728	0.00673010528051887	0.73312715440837	0.600020602145567	0.699653543210036	0.774535726331111	0.844723273279031	0.0928809358627235	0.855211459810077	0.686923377383609	0.51065058410235	0.80143371028573	0.836432703088396	0.79882851724624	0.904740801023507	0.91575722257524	0.559118368545632	0.875227736031699	0.611200515689831	0.877231512692155	0.794096710809915	-0.0267279090858642	0.487917445848062	0.827163233684408	0.721517075366388	0.0833188462127592	0.753962694430008	0.865237944251348	0.385124698944743	0.560432815438036	0.830863492177525	0.837070180521449	0.873191094602961	0.149042214724077	0.854067358925001	0.29492103120948	0.830145202482977	0.701725654025765	0.360693541185877	0.54407374515044	0.824520497510603	0.776668423552982	0.648046511247689	0.84739710111357	0.897369914748493	0.88689565019515	0.124672678117076	0.401117089666782	0.717121817265135	0.837808088429611	0.873713333326578	0.814808388302143	0.866846706893616	0.798673351375036	0.702314725789395	0.430319783514823	0.933028181506743	0.93649479052692	0.588536674085413	-0.00880906507828783	0.470145565270957	0.815121012171184	0.452721844286512	0.790336385855574	0.42881018606064
TLR4	0.434935934480133	0.824028052366545	0.76298031284532	1	0.729023323062965	0.756680696661308	0.309817793251516	0.618854136199262	0.361596736173692	0.681259903251215	0.677450116486211	0.627739110976259	0.580718392972924	0.671785159058796	0.72918567148461	0.803465825133129	0.527542212676531	0.686071834960539	0.503058975069173	0.776765312790404	0.748475546638246	0.575443118480779	0.654986739337349	0.728048693502137	0.660059349619407	0.69729943239832	0.681155838774372	0.684230068693083	0.482338550188375	0.891470376600071	0.771169274212025	0.694661357964002	0.848509270487492	0.526910602888208	0.578376822675914	0.442413466916199	0.670907515434618	0.301956784912502	0.524635264337369	0.681955254422797	0.735088722435495	0.752548730418926	0.584340329360825	0.66893381328729	0.475642121503967	0.517836982400109	0.699006053691056	0.726849199226421	0.122613651929897	0.678076634439139	0.732333353576329	0.0205067341239271	0.526542877568851	0.73853789889385	0.313387386592672	0.66588233981353	0.303105566142415	0.732790057266897	0.496495366987149	0.10599762644238	0.500229509313739	0.51539222627845	0.731020800256712	0.392526141790381	0.680965260703405	0.0852082709410111	0.684114963820533	0.440228285329157	0.595287309447983	0.703922260503784	0.778429067103834	0.574680995029492	0.568653667816868	0.646881171723781	0.242568161498613	0.667439589210008	0.67568534483948	0.708926238766544	0.0724944935314835	0.55623950371069	0.579312026564261	0.548409831111831	0.631766256688354	0.652807292378968	0.497608475486822	0.413488063817875	0.761781140071954	0.793398882712157	0.715888856068976	0.573723311810279	0.499950043867016	0.301465112082759	0.485563341957534	0.504183890992152	0.614482087527421	0.362151809530776	0.64631484871782	0.408660927816793	0.476499841780947	0.806857027719725	0.377735860888785	0.456545726835656	0.754014983319256	0.404159040307912	0.603628840305905	0.637205948451597	0.521687832424418	0.527635676994061	0.4452552461379	0.674673015204323	0.713881562814572	-0.0687278373300342	0.635123597489972	0.664215040838972	0.51473835869928	0.436382781882847	0.527896100043441	0.618771391952338	0.605588795940401	0.438649903768089	0.512477553699346	0.575437542492859	0.551378878887567	0.456423908547457	0.602765763605339	0.420879631130936	0.55701339581404	0.628057045189759	0.63515467293734	0.563620355831966	0.559422517435766	0.68327957348013	0.602293544742338	0.534626550044067	0.694160555685468	0.57587554735006	0.207127517159126	0.346842910518906	0.782619871595182	0.770188123100421	0.624733340724694	0.476541517367479	0.665545487016915	0.57819986659483	0.65438007641302	0.560583021697899	0.75498664575694	0.676461144657824	0.365321598741485	-0.0846607131882544	0.238325542941122	0.552879101844113	0.288561376064878	0.702134612744853	0.377609906391585
TLR2	0.750471665789906	0.842407675056412	0.917031014350395	0.729023323062965	1	0.663179231160139	0.607407330928803	0.93207924924992	0.618278941337528	0.956278104077857	0.91393214182111	0.931983374792932	0.768012076374521	0.85807852042133	0.89491458495816	0.85975943362186	0.831218732271083	0.484998503069649	0.692091151209977	0.681650568563257	0.92004933819674	0.273177227460595	0.43786986489307	0.762181521829948	0.485127375697102	0.908297033936596	0.775155821465427	0.731605437416204	0.668598922869434	0.790380381671509	0.954495741350249	0.865383717890357	0.575655495930301	0.61946976780246	0.80135533521277	0.569037809742011	0.593997653445809	0.586614072077131	0.867069868556984	0.69749690190655	0.943882134796404	0.928176458320168	0.927643884137099	0.681158036888939	0.878518737358307	0.714104732215785	0.854570846507718	0.86965390482553	-0.211001734645006	0.912927318069796	0.741770129810201	-0.143070017812633	0.893212690925445	0.607357963824383	0.313298217582992	0.386763979473856	-0.138827239890356	0.939719938639833	0.223054195437224	0.104591348122795	0.201806205928596	0.633822160239006	0.71837778684165	0.602833911492648	0.437612471210458	-0.0173199180572663	0.865860044335871	0.852965000844523	0.468472124666212	0.737963967848887	0.733611497658678	0.48996753732682	0.638898864932956	0.711940213518338	-0.0422995351569641	0.539769563408764	0.933383751271538	0.857627232796335	0.503041624835655	0.358212426389887	0.902901140211256	0.742730673079995	0.817851969349873	0.718172455329776	0.853163066575776	0.517220089015361	0.801957771632696	0.765817059172339	0.797887100756605	0.79999105335957	0.839159421108663	-0.0875391493426942	0.74714819284235	0.659154925473414	0.643632623118102	0.797012492469974	0.847607166526925	0.0172197130492149	0.854384914981651	0.742983107595189	0.450553668618807	0.833055237918385	0.806251096774035	0.841430308103891	0.933051274723647	0.869254716860726	0.533929979564926	0.884095705631488	0.7238217226039	0.838589108684571	0.735559493311154	-0.0177892649539466	0.499623510869553	0.781059157434842	0.726807196895156	-0.046666805989934	0.829549275772026	0.840155067654471	0.331127942397888	0.515153694624714	0.880275497871889	0.837261306138601	0.85954326857832	0.0863087244543341	0.848715015548155	0.282979235317365	0.861474580262897	0.655235356000996	0.372117199512213	0.448752716437832	0.810838577723043	0.746770509186512	0.695950060776022	0.851910294812506	0.926697185521582	0.867477068763411	0.0847526993128166	0.424716786966817	0.679621517205778	0.804839111909769	0.896883521511002	0.790524881027588	0.831970152177963	0.827575955553901	0.634036814818106	0.378101754756377	0.914420423987397	0.911470787409297	0.630578872611158	0.0203656640916226	0.493659579088578	0.831096463036773	0.453919794670719	0.785871697654284	0.360332971782961
TNFRSF21	0.164973221257829	0.885946208524598	0.695330166583959	0.756680696661308	0.663179231160139	1	0.0732975176213244	0.520805014800497	0.0540328359909458	0.676426393811125	0.546522083912398	0.630186562621337	0.288867134845356	0.420155364066431	0.675642717369064	0.865390747544468	0.283656210742373	0.900492503834329	0.167037752025399	0.933049173008777	0.601045659916722	0.850825084210442	0.894228846353234	0.903910904710678	0.851139851384525	0.717461038950884	0.887972427173887	0.617156996212014	0.159645517298895	0.723470077489831	0.687027097322297	0.808624959342976	0.731972204745933	0.806064775830384	0.520148659723665	0.0795281004559419	0.884061907198742	-0.0506168338597746	0.351115628265088	0.83021788102454	0.73325946475661	0.661350592712736	0.57187226159479	0.766366944877374	0.417682387894952	0.231710464737141	0.634339602774612	0.765330835966133	-0.248409739339747	0.601966239769624	0.936444991458955	-0.426797003587549	0.579237079387655	0.900079946595773	-0.150528519735654	0.861768389262734	0.462366690510318	0.752711148543859	0.803087970574366	0.16010238879428	0.712020840044856	0.202298429436904	0.906970664328163	-0.0164787433082928	0.760358403473724	-0.298511631577471	0.757580041459407	0.479262257936044	0.842961198519608	0.637516363914594	0.646896182839253	0.653072457631921	0.231021312581951	0.393599417919393	0.560069118306495	0.802566279227429	0.748793302052218	0.565565055682579	-0.0741012330874238	0.806571907196965	0.483382292365976	0.278884643730041	0.68416233386182	0.669456746155799	0.602401428629788	0.152310324926079	0.547043544607623	0.778434149201584	0.902898885674153	0.341424943550027	0.486873187362429	0.57780776808301	0.293900069742162	0.166257756176819	0.611850844977529	0.420839247536403	0.483872604092771	0.68653239416467	0.524510501016149	0.813911785503177	-0.0519935031544696	0.392426800249973	0.858478519591285	0.361961362889593	0.562415349406116	0.584136306485594	0.294115794794084	0.55344760477243	0.195434389345562	0.814192369167036	0.888314853905347	-0.3949852870874	0.589041168985601	0.810236967045836	0.216430285426499	0.429820914578398	0.457366746849154	0.638222547564594	0.734630614477697	0.42673670857961	0.431496049867937	0.390747476708798	0.514463512820374	0.744030496268575	0.625786363462509	0.0760949712349401	0.360535675586279	0.538885080759064	0.834492566660827	0.861983928516674	0.701813389834987	0.817263190820161	0.694411955135658	0.575340625634262	0.603398123660726	0.569075841474281	-0.169034969932921	0.532195249624999	0.459544420061025	0.891360708040621	0.60206003510409	0.401258825630745	0.772541927121835	0.495931493056861	0.820409411081147	0.837697147182653	0.646482105963066	0.662679954655002	0.429979092399543	0.0126645200682184	0.390194005009011	0.511877957492842	0.470222392932676	0.500614627157388	0.50732562100401
HLA-DPB1	0.92755330023554	0.269658811749895	0.556925079120588	0.309817793251516	0.607407330928803	0.0732975176213244	1	0.697576446110427	0.88504805392843	0.610874882386028	0.716332461940202	0.604522293522814	0.655649391556874	0.798987249428819	0.580196667079405	0.434239113257757	0.772009306758036	-0.0493152754796905	0.818044797003139	0.168119598584451	0.646030278304771	-0.306536854991058	-0.168384893428999	0.209897105211247	0.124671748720405	0.528449345674466	0.223804078526441	0.445020995855994	0.739984971095295	0.360431234846761	0.590754250413324	0.428990396551347	0.153392677966665	0.0213748273573287	0.623395925007745	0.866706956134889	0.0371262035957621	0.814501031327689	0.736772303587782	0.183305410258817	0.560139262625472	0.61249846680452	0.648949679615592	0.200035281982463	0.717000553255626	0.653726927417437	0.551059365499056	0.498522361394175	0.142900603645391	0.640639574671542	0.217945977710508	0.395923775423096	0.572288528036082	0.0746030415004853	0.686981760325819	-0.145500436330381	-0.334976535984666	0.533347612103279	-0.313192644059068	0.0283771459853719	-0.231821401005645	0.81389418225628	0.270329207188401	0.729835702005727	0.063960817703903	0.356035915968692	0.472077446356467	0.568156436910547	-0.113687272198649	0.306715118656781	0.361030590808603	0.344377569264357	0.706851626120308	0.720662434241689	-0.438487090603831	0.14530112811468	0.527165081319934	0.664639267230436	0.79555213141315	-0.127434506253776	0.70250332763812	0.784717607217046	0.515407425562378	0.288128313293891	0.483393433986117	0.800159485305307	0.590305144505216	0.476436863122044	0.294659530640086	0.822181691892588	0.658144510913535	-0.447074010752029	0.679277981832724	0.597288110012661	0.406480009727411	0.532493832514275	0.654779119039904	-0.441503089645495	0.652708209686204	0.289420236948808	0.722340789361245	0.719443672142762	0.305792533250981	0.715207068855534	0.722190506398467	0.745636010523868	0.490553110294913	0.643096350248469	0.786071559039155	0.3601084750273	0.220995569735247	0.666273577145279	0.109223103723008	0.311794742489343	0.773991469233194	-0.130196911226612	0.549589434546655	0.564478707200806	-0.158949459494683	0.257820685509707	0.669303165605069	0.708515620663156	0.622295532265816	-0.378625292000306	0.512070990098137	0.317026965888621	0.796414976937211	0.432201674241549	-0.168920363753281	-0.181191429617895	0.434294782341655	0.326370991568113	0.229767275757681	0.683777362242695	0.645504086332369	0.514143650905263	0.372392514951742	0.0632605728572538	0.626444560287667	0.313258987106905	0.571643975688805	0.722055291484304	0.487845431284024	0.563831586976494	0.268984711069432	-0.156561775344896	0.647595917894002	0.563289879228097	0.410858893519364	-0.0867562213151743	0.179348865899206	0.612200517258765	0.137238982502496	0.60278582108316	0.172495065729668
FPR1	0.837998543409394	0.741969169381357	0.902947991920436	0.618854136199262	0.93207924924992	0.520805014800497	0.697576446110427	1	0.707202766795627	0.934736038614127	0.925076071999562	0.944995043242816	0.838052897349229	0.884699942825668	0.898296953301498	0.777641153053555	0.908948258145269	0.345217835867722	0.740674968065373	0.570794123981526	0.900344485948368	0.0790357335037134	0.268845262702994	0.674534405196827	0.400333399037371	0.895255746505796	0.667781102864026	0.744045430972845	0.71786103247788	0.685733310169015	0.935001905029382	0.842536330019705	0.438451160226836	0.522928992065484	0.871609429149962	0.682177646965317	0.441011906577905	0.682865766313972	0.944831759780559	0.633898378468711	0.919568537322148	0.918350098184795	0.959140111599057	0.629418093770776	0.935925872470795	0.70747634284629	0.854813192238837	0.830547821704137	-0.229027074171743	0.940668146041743	0.645238720132841	-0.115418031130203	0.88682493751832	0.503727075901392	0.376392639825551	0.202038148257985	-0.28312563647867	0.919677304715749	0.0394552225649588	-0.0226402704530948	0.0568007189001843	0.672977847761778	0.640335559886368	0.68455107096209	0.263993094528948	-0.030063170516157	0.798466420671409	0.891756285364833	0.310728279081777	0.69445521006231	0.677307622323747	0.416710888459713	0.691418712959757	0.750039176258268	-0.172875946387567	0.451165317385935	0.900703047994703	0.900403661861917	0.674929960535882	0.176275878792385	0.915685472203782	0.737872298819759	0.783859334013846	0.577844711861714	0.850221588949814	0.529409219549888	0.732660001840111	0.682795256983235	0.70371688898345	0.857989915469263	0.854239954846853	-0.240992441341937	0.818684647311057	0.68113180929316	0.567634056948066	0.837094639841932	0.892207451371682	-0.173395885908976	0.898329295226566	0.59816312561472	0.539546689001425	0.884550308497688	0.71342566219593	0.921368891674728	0.954345742274187	0.894681576121203	0.478674964633121	0.913247563612729	0.741943588906781	0.767619452523924	0.630341070908931	0.0635298517488818	0.331117469519752	0.688570979958696	0.763979800801299	-0.20993981610225	0.819420921314925	0.872531798074753	0.161714190279546	0.396331818480833	0.928791077495333	0.910051738166138	0.876316423349246	-0.0969404964474364	0.795187623293586	0.20535555556128	0.93540542321614	0.62309139404277	0.174316147573598	0.302099988116502	0.814567225848708	0.691240276213769	0.599281059152915	0.887591004039889	0.912870222026924	0.883926915193577	0.0485033093864126	0.283775308941702	0.604188987456969	0.691373273549663	0.871030259182975	0.833558100401849	0.782288016662547	0.857708217778914	0.513917344421294	0.217330017522102	0.913166724311265	0.910926064566874	0.573819639052709	-0.0509654549181863	0.397498713830685	0.88233258084951	0.386113663458444	0.743596163501183	0.289962878024733
SORL1	0.945492541185508	0.294340678710114	0.623924162539877	0.361596736173692	0.618278941337528	0.0540328359909458	0.88504805392843	0.707202766795627	1	0.600054033328384	0.770340597828905	0.59234870298842	0.809366464710044	0.848427740046679	0.633484342524356	0.385951534374276	0.8227470037904	-0.122174106369308	0.860766958285888	0.12107349086011	0.732465252704623	-0.354646300638	-0.257184842260587	0.131256259792191	0.0327060913771781	0.531736942058743	0.142271523184245	0.582110899901191	0.890795150081045	0.510978298900506	0.652055695885056	0.414993860377583	0.280479402116537	-0.010446546540638	0.568054938381744	0.881259457736373	-0.0357319542643179	0.885958811388252	0.790969598093871	0.125820589960605	0.553437198466926	0.628502939369086	0.64173429162739	0.137945098430259	0.725499750367621	0.746742881849804	0.592870251557114	0.455146202994211	0.349106337702647	0.694263795553453	0.137225860987205	0.535641434134585	0.586498210072375	0.0658620677972894	0.812910645193211	-0.1969636612082	-0.377107685573423	0.488676513939656	-0.425557022408199	0.0611642365238428	-0.146064264163339	0.881980133408699	0.162340747481943	0.868161132737247	0.0465732427855807	0.514642201019575	0.426060232245496	0.588756788815377	-0.182811809804671	0.415719145807555	0.313746988071157	0.178089617941958	0.789940790253651	0.796517117458981	-0.459207021235592	0.139731157485342	0.513992155094869	0.618009804568743	0.666942327011407	-0.221769143588707	0.751599918792105	0.822296548145348	0.459593679016193	0.375618996305704	0.523078380853704	0.883565618565222	0.652295829037699	0.430637522339133	0.23887233020933	0.89408171769745	0.589397529470233	-0.558549563135909	0.685933138241783	0.729851646769335	0.438888327826636	0.576970901085284	0.6989723588535	-0.525354156392215	0.594361024858778	0.311249259172306	0.893961870963026	0.681438718538932	0.321432458742965	0.687660447962043	0.712780616065306	0.736665267861233	0.618459960192447	0.609244952935081	0.821850613071593	0.375218911875615	0.192258930899035	0.599699448064702	0.188943587778199	0.262317299572339	0.87467974617451	-0.0770495752295037	0.545701425566315	0.53016567425585	-0.214232805299371	0.366408711236563	0.671647357553165	0.764588219945275	0.661216492976597	-0.46922071434496	0.535941690981992	0.555273427647274	0.838375689680685	0.596236156379204	-0.296470531133039	-0.171566532031374	0.362254480268913	0.233944925105783	0.167138108189079	0.567463679295593	0.713466838479453	0.575868665566124	0.509426568798505	0.0351487096265157	0.721889526106109	0.268299867391061	0.569119502680045	0.72776648958448	0.438669039648596	0.582031662506207	0.200662307077189	-0.223128363903615	0.706031566132559	0.584032258837148	0.367499528089209	-0.0691955505729726	0.194312788729195	0.64300300726122	0.103246634905053	0.740085659893127	0.142018126474397
SIRPA	0.755867341172903	0.853378372961141	0.925425667736409	0.681259903251215	0.956278104077857	0.676426393811125	0.610874882386028	0.934736038614127	0.600054033328384	1	0.929315847193212	0.969638178014894	0.752333861773883	0.830290717485302	0.889945350148814	0.883159923756535	0.827569586663296	0.507991468321608	0.670160550229738	0.715924941632761	0.912062271334282	0.275935428657143	0.448959002266737	0.800259262407127	0.511893040262573	0.953203193358672	0.812903240163262	0.746913153473296	0.629652558111135	0.741427910864952	0.949645805405158	0.913630105648124	0.536576813487111	0.617785834285316	0.851114435008485	0.559808425896783	0.630500619121589	0.569452572767141	0.885750922441539	0.727138429818606	0.980571737457374	0.943768751156118	0.966596959092419	0.710634394048854	0.911492315669575	0.669220384172101	0.881907208778616	0.904419967083026	-0.242184364672274	0.946308916564277	0.785054482276068	-0.203261264161549	0.923578120377944	0.636564439758604	0.222901679472918	0.401478167167049	-0.165269260435595	0.963070915952587	0.242170282396914	0.0770831181316275	0.217675531627108	0.601167312391643	0.769261372676554	0.568835228805402	0.430271942533657	-0.0788236244032533	0.908095561853208	0.891165053755547	0.480663957155039	0.706175428150748	0.743189695056891	0.485087854769031	0.592445760284149	0.698355337348361	-0.0552126566016981	0.526029702227638	0.952883427486705	0.882259831103715	0.536099869094605	0.358654661930439	0.896831499603142	0.727530879830277	0.87988555496096	0.686162494270364	0.889582921409516	0.503255424542377	0.792518758798234	0.768578341205147	0.840451691793082	0.815005842549215	0.871261652113815	-0.070271963059837	0.770027638365552	0.599998580887708	0.630103274991017	0.833586021238841	0.83184012923036	0.0168090375351359	0.913025700558974	0.697113660949237	0.414958676821712	0.860013025610258	0.828297682273468	0.873520073319926	0.953402699741151	0.915545232081536	0.506711472223487	0.936922042439455	0.679376242987731	0.856135560514777	0.771129849639632	-0.0722552003234033	0.467123558787105	0.808657958640664	0.718469417834748	-0.066626667704736	0.84557714416381	0.885878654770037	0.362235297483253	0.51501502242794	0.908970094716227	0.840117709513848	0.895878961621244	0.10109357326211	0.854375030305268	0.160278333324384	0.872350019791106	0.664577214650128	0.35672607748836	0.446645964612503	0.880541530181015	0.801150200525651	0.711736510918279	0.903361381502406	0.921386209385684	0.895313080495599	0.00410232070862647	0.456910541811931	0.638287210155217	0.820639643166485	0.905501772300694	0.839647779477651	0.867688621278168	0.854845293152497	0.684694771798919	0.395049595270368	0.925341625818154	0.944417456566848	0.673535477588602	0.0660954166435246	0.545389580940081	0.877331293633471	0.528437236024048	0.781830014184287	0.37972144288469
