""	CD3D	IFITM1	CD3G	LAG3	PTPRC	CD44	CD69	ITGA4	PTGER4	CXCR4	CD2	CXCR3	S1PR4	CD6	CD247	CCR5	CD46	CD47	CXCR6	CD8A	C1QBP	CD8B	KLRD1	CD4	CD226	ITGB2	ITGB1	SIGIRR	TFRC	TNFRSF1B	TNFRSF25	ITGAL	SLC1A5	RIPK1	CD96	IL2RG	SELL	ADGRE5	FAS	TRADD	SORL1	TSPAN5	SIRPG	PDCD1	PTGDR	KLRB1	TSPAN14	ADCY7	CD82	DPP4	F2R	CRTAM	HLA.DPB1	SPN	TIGIT	IGF2R	PDCD2	SLC16A7	CD81	STX3	TNFRSF14	CLEC2D	PTGER2	RACK1	PLSCR1	TNFRSF1A	PILRB	SMAP1	JMJD6	LPP	ATP5F1B	VSIR	STX4	PTPRA	CD74	CD63	RPSA	MCFD2	LAMP1	ERAP1	CANX	LRP10	NCL	APLP2
CD2	0.914314766639329	0.85928987606629	0.948632390539684	0.63507029815896	0.591991607037678	0.508279651237808	0.493626269137069	0.711436140839575	0.49107860702057	0.688090340371096	1	0.647070728669467	0.674320075884965	0.658304663738285	0.884251574439272	0.0285031882341671	0.465128292525168	0.662804929859302	0.0610296417926351	0.489451732220331	0.304303362253459	0.715253552457598	0.369942971625332	0.464971953248448	0.66947891423826	0.122120239540025	0.266458657940063	0.80913789566127	0.189737706501657	0.350313710711265	0.607915988282109	0.227868763970441	0.243862841659997	-0.0352194946124921	0.938098439968666	0.849008605202	0.614520920815857	0.800501857366323	0.399167887913076	0.776350873590025	-0.306605028439548	0.20803455183979	0.645128733505404	0.402640286440176	0.662783353612877	0.673994803866041	0.0250144950373906	-0.129546960356834	0.459338987494691	0.69428966781487	-0.398822838108665	0.439834521707818	0.0790149962404314	0.608847921663105	0.2034511956331	0.0719188907018929	0.49094050308849	0.792648297312177	-0.0621404176970302	0.622735648293752	0.688780739644312	0.793379876733374	0.797753905503355	0.626550703635092	0.0464099156561518	-0.145231582415802	-0.227787309916835	0.508786581817539	0.470328631691598	-0.122307264712627	0.267111879578662	0.257043193186698	0.331733708251492	-0.129038641673137	-0.0076536085190595	0.148462432218553	0.681033185282789	0.0600380950223423	0.130575304442571	0.21919510798636	-0.164508188357123	0.170964738907068	0.235842018272658	-0.137716852958058
CXCR3	0.77620494297613	0.769142255854114	0.669258897810307	0.579904325215574	0.0784967288059022	0.295565088073062	0.25118466879313	0.211575833461065	0.264054615037861	0.416908793243364	0.647070728669467	1	0.687250797972505	0.375043512697173	0.743987491075971	-0.107370193615057	0.289795681562833	0.458422620192132	0.281175901081644	0.356854057478769	0.264296174692162	0.647593700788443	-0.153397274765575	0.217118196670877	0.352119028742938	0.189283199126928	0.0593762152639552	0.703689569601578	0.040023214524699	0.248782898722203	0.345564046596493	0.418300057848076	0.0152124025101363	-0.12409166070548	0.655560820759331	0.636326266043577	0.545884975905103	0.374694878898794	-0.0104803470356774	0.605721921259137	-0.270947757328172	0.233610711887255	0.829990007646343	0.404029325065293	0.1891280398012	0.404313031207838	-0.372653173200724	-0.427893495170737	0.328935680482374	0.428207706515293	-0.288727099855195	0.480314471133457	-0.0163855321529031	0.472260791115037	0.324308185330456	-0.205377333231574	0.396506621346783	0.385908800105299	-0.0727707672293496	0.182959720509772	0.558497468741921	0.390654798388101	0.684952856707465	0.59210973359938	-0.094850254435523	-0.22249233681683	-0.388353649870435	0.575590078976593	0.298987395526594	-0.178004386869593	0.255558755713369	0.313923551084248	0.315984168381603	-0.306365601643259	-0.0570992872108981	0.0959732240290251	0.651080110455403	-0.0575970029329956	0.209602901917087	-0.191852759954757	-0.220375336098599	-0.0254839378981863	0.0434374662365387	-0.150208670656221
S1PR4	0.811991723015292	0.764032728840733	0.748482851671427	0.451943087601917	0.280145542410464	0.228262663106271	0.41074543484265	0.261348426194301	0.267303930825753	0.535614719469339	0.674320075884965	0.687250797972505	1	0.294447530150511	0.790410269469933	-0.225340001376726	0.492792086358285	0.632414906643405	0.177991100359177	0.320985370942402	0.408694591784314	0.631294641189535	0.102475285948893	0.318565346408138	0.517882443290907	0.202136338152928	0.211667309390947	0.719600294845718	0.35538431306997	0.403503435805152	0.495533925990719	0.158051828422594	0.131242574509545	-0.0950990694727781	0.779325038397371	0.795110266742648	0.503661466880962	0.553279380558334	0.133875315163766	0.749502178792907	-0.0897009495411277	0.344391555132326	0.832240036540912	0.227473326908886	0.23478754872016	0.54943932575281	-0.0664990071457677	-0.0726394630980713	0.471479915639569	0.480245642233615	-0.469364742560935	0.384030637130057	0.145894721362734	0.786106116728707	0.172223066424528	-0.0711728154910199	0.596706529596242	0.369960855248226	0.0266662466803555	0.38495834861082	0.548791339697173	0.454249565999995	0.745478009427852	0.74349581741826	0.0766869380335244	0.0201425258733133	-0.248934283686848	0.669929215815292	0.491890226780327	-0.00692014341398076	0.335607608062527	0.342136770313637	0.502531775858368	-0.0990444310379514	0.0647220043460633	0.20624068617272	0.790498846654087	0.173424108766903	0.31344606181557	-0.0108418306493789	-0.0427430388935682	-0.00963062406880787	0.202228813648475	-0.0305683845485154
CD6	0.444818784908909	0.391298356569504	0.575208961024987	0.534244059627443	0.271379518044242	0.349821922723579	0.321278248449011	0.458177291901602	0.437517229248943	0.614960681052115	0.658304663738285	0.375043512697173	0.294447530150511	1	0.41982151903776	0.220445670913187	0.00145175979216152	0.197625678774871	-0.0265258873007767	0.304298206202703	-0.0222922527807087	0.298237006687924	0.294193744045938	0.312128242049072	0.336478705735091	0.0151186246748202	0.0740213247970264	0.438088600829521	-0.0839484196602008	0.212593693152786	0.318541820218649	0.0978690682750804	-0.0602506814688008	-0.257199428295665	0.565938442700304	0.388500091299882	0.186407212096641	0.435398861681969	0.179246278042358	0.685949320961234	-0.420094380536371	-0.106601635091029	0.355784816272324	0.458939727806155	0.606062436156349	0.624615997218344	0.0986762804187996	-0.162811905736422	0.102184003932713	0.386134089352562	-0.14370669460157	0.0539388087612454	-0.0489854159603891	0.0965846622996841	0.112438364173008	0.063306440674632	-0.00592142583625962	0.544717261398641	-0.113566937281491	0.475468131296579	0.407678231760383	0.53787415403561	0.415817599092135	0.246950416148739	-0.108162758972329	-0.0662495431861213	-0.213712411942313	0.0879917359220027	0.199577235596887	-0.265920609197439	0.0144400089872294	0.11865400315581	-0.0390274738107995	-0.162840295037324	-0.0921640569351496	-0.094976343325103	0.187039611961973	-0.14375421358649	-0.139516636414626	0.233834020634317	-0.290114587211862	0.161296196650076	0.000537006327131582	-0.212480884251522
CD247	0.893268731314578	0.854480927783929	0.857583825909195	0.605179170440081	0.38706094792215	0.333819229788642	0.418015144851886	0.515834363236831	0.328217227812396	0.558689787655281	0.884251574439272	0.743987491075971	0.790410269469933	0.41982151903776	1	-0.0226257228735678	0.449324388889478	0.674946345882711	0.203626836852175	0.378610712595161	0.303870102862971	0.761113709573112	0.260921159459849	0.320982242056805	0.507191279892546	0.167572126241638	0.205165878658454	0.902618169761098	0.145287169755698	0.229743903229987	0.405358980488004	0.201359112992383	0.135423239747829	-0.0276295607856077	0.912581092842894	0.818286526701477	0.6551667644621	0.607170155569658	0.311208416018538	0.673817424114732	-0.275538885038528	0.176032048659547	0.774574762668455	0.508667414234996	0.473898640481493	0.501371548164015	-0.124269055405263	-0.253172756664792	0.374661918237168	0.495019054462257	-0.441653661141259	0.648584597794576	0.0226360331090153	0.640925046212869	0.24187971325995	-0.210715019857581	0.558904698531384	0.653916056768064	-0.0836690155444724	0.398979030412621	0.474763918384495	0.545734001170357	0.773422413659332	0.663639611126682	-0.0358742944768602	-0.243458926339675	-0.241250335418141	0.542964951275545	0.4753657165375	-0.16023157369149	0.265112584737488	0.305727578259389	0.3995876790711	-0.206674959771681	-0.0542128702053765	0.14999711436568	0.757062771454111	0.035056824902641	0.276014659878734	-0.0497204980104575	-0.19122833047756	0.158850782500844	0.148547970014784	-0.160781615547092
CCR5	-0.213367564238935	-0.256378556489112	-0.133422957485234	0.218681127556756	0.0681740677481462	0.245205953841492	-0.458376118217478	0.118404519053081	-0.424216608647036	-0.314583939492547	0.0285031882341671	-0.107370193615057	-0.225340001376726	0.220445670913187	-0.0226257228735678	1	-0.444082009041839	-0.229519786287695	0.549712808085276	0.620270028488495	-0.382144936070707	0.378982482922607	0.461833090452182	-0.354278111320052	-0.49377899670515	-0.0297698544300129	-0.0223434279967837	0.0596934674630344	-0.229972135825643	-0.193709762864212	-0.473533358681037	0.13684070828993	0.188605163050747	0.210381426036979	0.0182019739843734	-0.354709078618631	-0.286339912830127	-0.125998953463563	0.199546172116993	-0.3085892979154	-0.153336267937551	-0.0226268934650788	-0.118564351207822	0.381932589993951	0.332009227151758	-0.467144718649067	0.00137242759674738	0.0508630145984088	-0.211691766044298	-0.524063042649932	0.511789448411599	0.0971005320124187	-0.0188538400225454	-0.418269964529241	0.678407581326237	0.0267452675103772	-0.233272791889359	-0.109148338409948	-0.068770674529029	-0.161223284061299	-0.202958029292748	-0.194048146291777	-0.406452414108247	-0.42442094008008	-0.0926150179091538	-0.0859292291733574	0.390425888111608	-0.356850567668233	-0.407718316373067	-0.119742087929866	-0.244111156810631	-0.0843835273013807	-0.402097021055669	-0.124329583626783	-0.0887772998921262	-0.218446542220308	-0.447229854912409	-0.26877225566941	-0.17896792556975	0.061866806661791	-0.161236619129949	-0.0370660324385737	-0.23050387502094	-0.198858161947387
CD46	0.603817101582785	0.540274631393653	0.556105856686912	0.140156882594142	0.703026243045645	0.500735798917552	0.582934567938372	0.527651711452731	0.57993406266722	0.493908533616793	0.465128292525168	0.289795681562833	0.492792086358285	0.00145175979216152	0.449324388889478	-0.444082009041839	1	0.808720940143532	-0.230897269819638	0.0727683052663244	0.776574960285657	0.21524341872047	0.0492659863228735	0.66912770748084	0.713194823438126	0.509272708983332	0.638015992014074	0.404430264095171	0.698046168946253	0.693266809087611	0.559962230904829	0.395594592819952	0.572140132420617	0.435831886699009	0.457216408699086	0.685546298159753	0.693543887016533	0.743976977292859	0.420336167610181	0.382664425382773	0.493556965138356	0.573847345985314	0.306976552055339	-0.294883863198163	0.0312189227422572	0.351032760930135	0.434369151649689	0.413636819031843	0.708280167746917	0.60061909570679	-0.183372064625728	0.325931921512552	0.550241887122715	0.833870269211472	-0.117042376905989	0.451696588225618	0.804704864945472	0.511282225375858	0.468724356292726	0.506017893488952	0.643408976342984	0.651098297992838	0.527952544052188	0.769403879367695	0.627827613421825	0.379675043131988	0.120441255950196	0.763246291317973	0.74170120252686	0.553742960114235	0.672758476872795	0.547858425200985	0.776673147189294	0.482572974710385	0.514798816174959	0.64671487010672	0.77059268740593	0.649638423242529	0.619132538411307	0.407668306531917	0.530024785709962	0.377622948452083	0.717333181276906	0.503594370112808
CD47	0.703574128659521	0.612619366999647	0.712821190265931	0.473015824144482	0.643201155997212	0.674142491457547	0.509842984706779	0.500609961385258	0.49187091742432	0.590038312593479	0.662804929859302	0.458422620192132	0.632414906643405	0.197625678774871	0.674946345882711	-0.229519786287695	0.808720940143532	1	0.0799002351498524	0.151006205075138	0.79217020605596	0.407083899443767	0.0795196490391281	0.584145797040952	0.671944641324847	0.60173766127811	0.730795808977876	0.714912382077659	0.670784866909107	0.594996593809151	0.495867286973371	0.413381769206632	0.438712851168705	0.423437772906808	0.655494638031297	0.729258582494574	0.886367484532366	0.804884591152912	0.543422589465564	0.570205657555892	0.346606989436971	0.531572633733409	0.477297066791147	0.16725877690992	0.249365568847614	0.422200210262972	0.401575686098858	0.291917016131978	0.709510250865931	0.560701551718249	-0.0804543488214328	0.432881150458888	0.496308794305228	0.768707474729139	0.162226349883295	0.24423999601274	0.859966460701747	0.522746923843633	0.508221653087619	0.458598197769067	0.586228129212014	0.616111428086629	0.593308347904917	0.882310792400512	0.542801828078474	0.350513043354833	0.156869108721026	0.835627388899321	0.752308346444796	0.463657723649763	0.737162226354906	0.656640180911781	0.815343683073727	0.444769330416629	0.485389828616472	0.692299022839002	0.844677768145457	0.650196893036742	0.734121556187335	0.420508426478255	0.468177380571385	0.531267595818819	0.703580585544411	0.48355557968187
CXCR6	0.0238353942619979	-0.076015500453586	0.0728858425179091	0.372752644265196	-0.0260527158403441	0.222003242388741	-0.358726447469194	-0.0988135028919155	-0.440312570851784	-0.225135301431137	0.0610296417926351	0.281175901081644	0.177991100359177	-0.0265258873007767	0.203626836852175	0.549712808085276	-0.230897269819638	0.0799002351498524	1	0.496662825939952	-0.166276396701957	0.382956544399981	0.182609417405355	-0.342210039630633	-0.355781627903185	0.152264471039875	0.0565542746856506	0.242620766079325	-0.105969428678032	-0.140535100988997	-0.291430379541761	0.318821982184775	0.0770144627275573	0.150616068656403	0.0847322800015879	-0.112602494957154	0.0294227721303988	-0.118128007538057	0.220374107179082	-0.117703466933862	-0.072353073338743	0.0360864626847819	0.123627275485908	0.411499418397678	0.221614272690915	-0.324928120899745	-0.192148716111468	0.00627484169857902	-0.196594185097078	-0.368099424253688	0.390708029478624	0.174508871914097	0.022431785351673	-0.029251925980929	0.633816261063487	-0.25282877501713	-0.0152789409206029	-0.311791128075577	-0.0234225736918131	-0.355855029101513	-0.146264240413979	-0.228425764508603	-0.191484737581744	-0.05889704085112	-0.0823234463488923	-0.0624809861029792	0.128521762445122	0.00852524584153678	-0.250293076904771	-0.124397715416481	-0.109255635975892	0.0793085024855971	-0.136294819884565	-0.20786571482298	-0.0339836691247106	-0.110815083189229	-0.0844585187692061	-0.137415876468236	0.141679697362144	-0.18374697715346	-0.149095973904952	-0.178552038348391	-0.183737317550037	-0.150681479702614
CD8A	0.42541948003501	0.342171241749655	0.397919846986218	0.407026136005017	0.451491124701141	0.487221682980974	-0.106706521486136	0.445187289973745	-0.121257841774059	0.0178113050196496	0.489451732220331	0.356854057478769	0.320985370942402	0.304298206202703	0.378610712595161	0.620270028488495	0.0727683052663244	0.151006205075138	0.496662825939952	1	-0.0250976421889774	0.800868377865257	0.53805454716308	-0.00527431616192389	0.010857929478279	0.0555236992370979	0.107824472842581	0.354890826702569	0.0919686602748029	0.230298078667863	0.0569711433511239	0.361084988271681	0.554748514953599	0.180782624738029	0.482640179982424	0.266315688757515	0.019345257729764	0.404095133629558	0.301997451414771	0.103505851630146	-0.159293163883357	0.376108496959069	0.312736481759568	0.185725771931597	0.483353790364686	-0.106656950915686	-0.0322240579429828	0.0702979007956166	0.192387994852544	0.0121641547004537	0.202286520049755	0.326783672536415	0.192895563379324	0.21005008766439	0.67720801238797	0.285105458488647	0.222667761254974	0.160665876225097	-0.0498709946181268	0.234473253441006	0.459637734286881	0.345101339208528	0.11161274035777	0.0690414503060677	0.111021761473305	-0.0681046565112898	0.169106095068035	0.153077306072018	-0.0610189029245897	-0.0224715282935283	0.0210705987826597	0.108520202784866	-0.0389379733711158	-0.131765257846695	0.0361724815366755	-0.0293161567721551	0.11901563446244	-0.0964870556742564	-0.058863900824911	0.190707581374955	-0.119532452325038	-0.195929096219373	0.0294705193205086	-0.168480995160918
C1QBP	0.417095538112793	0.423355051345936	0.333238413824838	0.0601519788552016	0.553445487489487	0.654288190669506	0.543927184255715	0.242584229298311	0.578580483897309	0.519327074370764	0.304303362253459	0.264296174692162	0.408694591784314	-0.0222922527807087	0.303870102862971	-0.382144936070707	0.776574960285657	0.79217020605596	-0.166276396701957	-0.0250976421889774	1	0.162939726268712	-0.0639363094965946	0.712050002807227	0.606949647260585	0.818953736185662	0.859858415056444	0.406900945369942	0.904654025338959	0.82217129178588	0.369067276846546	0.526554474007073	0.548378875889222	0.59134724995136	0.305517419989643	0.525079867940938	0.708496224611095	0.661767049349635	0.337767237685909	0.37502204063104	0.7089565131939	0.783714435858229	0.369185839573231	-0.0930058545607462	-0.0577792398119536	0.230135224608731	0.605841936704984	0.495666271823927	0.848222667325976	0.421410436519069	0.121109737074951	0.300995693416429	0.787497862044375	0.665519938891682	0.0418031309892596	0.43110821033553	0.865958960069586	0.274197653624371	0.838264815543537	0.44978442679775	0.559823689937235	0.440304528272543	0.395807859485039	0.863007969983152	0.847210797525555	0.697107286003636	0.276461429106982	0.905283772695772	0.878324422817203	0.793506557703757	0.964370313085374	0.840743835194903	0.965418242899728	0.774176424181948	0.824698858962718	0.952980692506682	0.773962934486704	0.913510741696741	0.844393285371501	0.614170180032846	0.815164358633792	0.632592663420929	0.932998232638162	0.851017378052274
CD8B	0.724348374586901	0.684087342566625	0.621212849455255	0.526795213018701	0.349337466207617	0.392400679481033	0.117382527227509	0.432458583125754	0.0186592984172775	0.245069777861906	0.715253552457598	0.647593700788443	0.631294641189535	0.298237006687924	0.761113709573112	0.378982482922607	0.21524341872047	0.407083899443767	0.382956544399981	0.800868377865257	0.162939726268712	1	0.397164175534266	0.110372548497946	0.220137059957489	0.127434050253645	0.135984381842033	0.723953217591193	0.126966047128157	0.190772063472265	0.144261294040643	0.291954646536411	0.340883304798682	0.0925012440357937	0.779634420381545	0.594036419833089	0.350703677337361	0.492487190080383	0.244234427718558	0.403685492617546	-0.234505678741748	0.366345164855511	0.71585631247555	0.426349379835639	0.440833633146436	0.110574331097123	-0.182794832479665	-0.213304188372019	0.378589858855657	0.204892223883468	-0.162484078632214	0.61577944331716	0.106467687345412	0.415284906807914	0.623965548339925	-0.0126546222297319	0.467540700283979	0.371510412581289	-0.0607460184288608	0.276882191059415	0.479921336900643	0.352559227184629	0.507432761386384	0.404009936820465	0.028383065110624	-0.205122005007065	-0.00522298211866425	0.420850729737268	0.201914235530392	-0.088990036289251	0.184518775757385	0.247547472353525	0.214396703754463	-0.222483888565686	-0.012725907085718	0.089889303808575	0.508874337258513	-0.0684292603745951	0.151555216585614	0.00951042023639523	-0.171860603487179	-0.0169853070669727	0.0630167572256402	-0.17614499908743
KLRD1	0.187522778236032	0.151978811721805	0.282109707248428	-0.083544288638809	0.587174310835375	0.300284035421298	0.24303227609936	0.549463865177545	0.147912350821052	0.235117428136859	0.369942971625332	-0.153397274765575	0.102475285948893	0.294193744045938	0.260921159459849	0.461833090452182	0.0492659863228735	0.0795196490391281	0.182609417405355	0.53805454716308	-0.0639363094965946	0.397164175534266	1	0.204305115998273	0.188087333749348	-0.0147294587253482	0.210518222724646	0.0839483652012577	0.0859662703126827	0.13352812908696	0.133123999687097	0.225730211762694	0.403491505674928	0.118791018107996	0.371169103982219	0.243134929739404	-0.127374645226047	0.302852016281535	0.548260456536937	0.0934081377232736	-0.0618355076881585	0.0809991823109449	-0.0235080288733257	0.139525759778961	0.742505938265979	0.0336388670204123	0.363033319553668	0.313494981670888	-0.0293759257817558	0.0290920570502265	0.0268106790190712	0.185027056530978	0.14413476960034	0.224527755001107	0.183248036610138	0.19729415591248	0.075648673527167	0.239630574393948	-0.0634141817322293	0.39986962647066	0.0826493512079627	0.365363549350631	0.0734996699905616	-0.0361396441631578	0.147689362171952	0.0247775673239658	0.101574728328295	-0.0403713576000906	0.12008700136631	-0.0295096661447678	-0.116415605940436	-0.0561946069472508	-0.106669457909846	0.0200204345929581	0.0393882024966064	-0.05888233417637	-0.00249108384220486	-0.030529490080992	-0.0978841648578796	0.340751191241337	-0.0722768505312336	-0.0748590867806586	0.0843885657087685	-0.110744168894917
CD4	0.461847187742715	0.522645243382755	0.464324110392111	-0.0967550877801463	0.698034884447211	0.579737188839317	0.900412791551626	0.527343796518176	0.925773674026861	0.856998154021776	0.464971953248448	0.217118196670877	0.318565346408138	0.312128242049072	0.320982242056805	-0.354278111320052	0.66912770748084	0.584145797040952	-0.342210039630633	-0.00527431616192389	0.712050002807227	0.110372548497946	0.204305115998273	1	0.675139699373668	0.621544543119977	0.683435798824748	0.3245613560736	0.686294132648208	0.76768230442767	0.570557018685206	0.520966047540848	0.507478618068763	0.28577432322615	0.417594956327246	0.600919891653497	0.510267377768157	0.639960954798282	0.34006118487467	0.565472536604503	0.435039597708068	0.579538129445632	0.289700512821047	-0.0566609555810119	0.345023566152108	0.482973674965153	0.653213862219786	0.437070847525526	0.661958995521015	0.659138972229993	-0.114616093099498	0.212135020844168	0.60684216184059	0.626922767782415	-0.183668571237141	0.397018531381679	0.582143640396028	0.573606560664788	0.527793712535904	0.827985964326876	0.566507106828678	0.705523471037846	0.598070966833504	0.684827151088033	0.616870012800466	0.541238726942547	-0.0321121431947675	0.64568084888646	0.813379771276061	0.566618432313563	0.659758720151423	0.647144325855631	0.656814543174309	0.522769598191548	0.615310771744673	0.607902200603137	0.654407006892273	0.590826912744951	0.489085686805469	0.555123319159443	0.497227827453416	0.518768353794816	0.755977904617353	0.543955723379551
CD226	0.709299489520886	0.728849400911457	0.720578057739668	0.178315182926638	0.605132674905779	0.392159038639796	0.661141772645562	0.472964925245612	0.709073336163434	0.69827484140356	0.66947891423826	0.352119028742938	0.517882443290907	0.336478705735091	0.507191279892546	-0.49377899670515	0.713194823438126	0.671944641324847	-0.355781627903185	0.010857929478279	0.606949647260585	0.220137059957489	0.188087333749348	0.675139699373668	1	0.217473818624617	0.43996285606585	0.365000238902204	0.470606978482727	0.580929769561699	0.882918836823348	0.260461986273233	0.216939971027105	0.0458506459868862	0.569803932865028	0.815645711011907	0.598191361740217	0.808097176846984	0.365664436441913	0.693900725494676	0.15143352749869	0.317380174735578	0.414137537182639	-0.146523193748064	0.322278795697551	0.784444528592294	0.273478627663658	0.219857533558236	0.646515120157515	0.869498240123484	-0.498743070148956	0.0372522675938836	0.262131849003713	0.758622700715398	-0.298607457828937	0.307358058986886	0.53214983564949	0.66117522507276	0.224978868252982	0.668721758512023	0.729958233333099	0.794617961394951	0.754298681177012	0.725645546973107	0.368732018217536	0.241012623965412	-0.241285192339128	0.690639555032352	0.703361062176533	0.222753559771873	0.470795265139637	0.281154412593306	0.57088776009292	0.227288221434174	0.265250226793893	0.428282933197375	0.708848896416904	0.416730026742773	0.264721089537343	0.487731089473355	0.23394920518652	0.165602264500776	0.520850707970167	0.258647814474222
ITGB2	0.141370327802674	0.139008473488671	0.10561217831466	0.0305232351468072	0.466047001368131	0.705527687464448	0.408084628564562	0.149050150318567	0.44304827371972	0.431810812861495	0.122120239540025	0.189283199126928	0.202136338152928	0.0151186246748202	0.167572126241638	-0.0297698544300129	0.509272708983332	0.60173766127811	0.152264471039875	0.0555236992370979	0.818953736185662	0.127434050253645	-0.0147294587253482	0.621544543119977	0.217473818624617	1	0.897914058428231	0.369921967568236	0.799751597608235	0.745117322659748	-0.0201524850858505	0.664978818325811	0.568007915620759	0.740933337725082	0.138078745340419	0.216463236821277	0.574578645426618	0.405194194571754	0.304626991253512	0.191616694970559	0.76962953448382	0.723251767408809	0.252681878658105	0.130670687920934	-0.00993379793814724	-0.0625813647337238	0.683311605482955	0.556012518529364	0.6576019142711	0.0615765813007828	0.479111630323159	0.346057422253619	0.874617520435639	0.36684906069776	0.260490264269059	0.364309597744089	0.678710236252212	0.104776632913968	0.916887819282169	0.295755712003925	0.311179136144757	0.174109242513317	0.110045350283888	0.648960872947474	0.845632880322933	0.768375799395551	0.458912198811635	0.689820054444158	0.722753386696322	0.81148145336044	0.880491049231551	0.945937694637106	0.781626611577078	0.771941706795131	0.911165225048793	0.878503529073515	0.520946081132056	0.818769745141437	0.874088982691046	0.548603300541721	0.790640740193394	0.756470296594174	0.845592980134001	0.848672804648368
ITGB1	0.234775787016664	0.191155452668216	0.269158355849427	0.0441613742097901	0.710586195416678	0.820830951685614	0.495118264943092	0.392010971354725	0.523620389822994	0.497367617503191	0.266458657940063	0.0593762152639552	0.211667309390947	0.0740213247970264	0.205165878658454	-0.0223434279967837	0.638015992014074	0.730795808977876	0.0565542746856506	0.107824472842581	0.859858415056444	0.135984381842033	0.210518222724646	0.683435798824748	0.43996285606585	0.897914058428231	1	0.341726629071977	0.863281605007497	0.767895166338815	0.202943735805036	0.645260800259808	0.670121461841498	0.761437358185844	0.250116809068151	0.353874595288404	0.611482264165685	0.614081988238489	0.575866425706804	0.250205222453412	0.754642373821684	0.713137603352061	0.146724845714747	0.0108220362162657	0.16400876513472	0.0652677077621095	0.798143448965241	0.692405454484427	0.701942364857278	0.231427071204741	0.400433740881754	0.251552959058945	0.869994486215226	0.501137269465438	0.222195348494685	0.507244331957643	0.738878799427208	0.233297311285341	0.889476065512633	0.421080040071779	0.411979225412427	0.407157348460412	0.185821739734937	0.683034885349586	0.906578063921175	0.776061350782433	0.470933655086515	0.715460903829355	0.762720817457328	0.813085018675483	0.859210905400752	0.835872240217543	0.792869157668284	0.829778477361911	0.888555957558516	0.892465959262033	0.550100138525781	0.879625972361215	0.815038827368748	0.732575731084248	0.817625763591433	0.730978812153526	0.926601590223354	0.847356771835986
SIGIRR	0.790754889192774	0.723797620715177	0.750758127870835	0.711195254445055	0.338700285544467	0.450388920548135	0.358972083139927	0.466146518871993	0.278009545417505	0.548809145255587	0.80913789566127	0.703689569601578	0.719600294845718	0.438088600829521	0.902618169761098	0.0596934674630344	0.404430264095171	0.714912382077659	0.242620766079325	0.354890826702569	0.406900945369942	0.723953217591193	0.0839483652012577	0.3245613560736	0.365000238902204	0.369921967568236	0.341726629071977	1	0.255239733218078	0.283690141357428	0.215900029051078	0.180418801404501	0.176597057602213	0.134645928345779	0.844512988009011	0.703112688395875	0.721573015942921	0.5984036264631	0.261825278288727	0.653370594881001	-0.15084666761139	0.27274423801202	0.752555122291711	0.60252404372496	0.344062512272687	0.39522821435931	-0.0248778744736653	-0.220951686090246	0.492167947233613	0.378711405488158	-0.222350601334144	0.675037377809968	0.195825305203342	0.494741050950744	0.371941256287146	-0.136708612128167	0.63943707205225	0.581287013542533	0.131518373415226	0.344346922124385	0.453756317810448	0.421545326733389	0.674965526225989	0.708949803454278	0.0981165953783249	-0.0880458380237548	-0.0301745220885229	0.58366722504805	0.501994713361518	-0.00304346164855298	0.448763083277932	0.521700070504345	0.505488289722532	-0.0272075237351934	0.135094761371648	0.316711882768577	0.753563620171469	0.170830732532951	0.444690820409872	0.0207016096738504	-0.0294082004796824	0.425703415463081	0.270766641233205	0.0221412769574965
TFRC	0.257507409092751	0.260749955160676	0.214669776326923	-0.0987182391873424	0.634799118040207	0.663071402077839	0.481164723365132	0.233051894637015	0.48765430863717	0.448089363484192	0.189737706501657	0.040023214524699	0.35538431306997	-0.0839484196602008	0.145287169755698	-0.229972135825643	0.698046168946253	0.670784866909107	-0.105969428678032	0.0919686602748029	0.904654025338959	0.126966047128157	0.0859662703126827	0.686294132648208	0.470606978482727	0.799751597608235	0.863281605007497	0.255239733218078	1	0.863271638379464	0.305222808737581	0.480555101503496	0.685790234105054	0.666745773429235	0.213812312624535	0.38000275199111	0.484435231269982	0.6141813877494	0.318815687464362	0.264060238617889	0.791194356882698	0.872801290856443	0.215434674403112	-0.196770480538695	0.00194275156876334	0.11440473092068	0.757517374345346	0.716344960994463	0.810983969185963	0.314012220601379	0.263709197094735	0.176670930415962	0.868672633393823	0.613885188268505	0.101438111560702	0.58619611350541	0.77987305527076	0.169256885604734	0.856127399619334	0.505630584670183	0.509559804501765	0.397636492904201	0.232988836532654	0.702718624403292	0.903193143291679	0.826198346294395	0.415369074932981	0.76577333180626	0.779389100264636	0.88382406609669	0.890196639351858	0.776767330210088	0.854848813890144	0.856809475377716	0.871751897600579	0.893924384007565	0.605000271022199	0.934220594710734	0.750203466936666	0.710525899120242	0.884512041529555	0.560580290408281	0.937461745951971	0.86646695197098
