""	PARD3	EGFR	SDC1	SDC4	F2R	PVR	ERBB2	CHRM3	TFRC	LRP6	CD9	TNFRSF1A	ITGB8	THY1	PLXNB1	KCND2	CANX	CXADR	CD99L2	PTPRA	TNFRSF12A	PTPRZ1	SMAP1	PLXNB2	APLP2	PILRB	KCNJ10	ADCYAP1R1	GRIN2B	TNFRSF11B	CNR1	CAV1	INSR	ADORA1	ACKR3	ADCY1	IGF1R	MCAM	EDNRB	LRP4	NOTCH1	TNFRSF10B	ITGA3	LRP5	IGF2R	PTPRS	HMMR	VLDLR	RIPK1	ADGRE5	LIFR	NOTCH3	SDC3	GPR37L1	LINGO1	CD81	SMAD3	TRAF2	TNFRSF19	LRP8	SLC16A1	NRCAM	RACK1	GPC2	RXRA	LRP1	ABCA1	NOTCH2	LPP	MCFD2	SORT1	NCL	C1QBP	S1PR2	CD63	ITGAV	AMFR	ASGR1	SIRPA	ITGB1	CD44	LAMP1	SCARB1	CD46	SORL1	CLEC2D	CD74
CD9	0.780742697910213	0.69889825367799	0.674182133311798	0.609422525291623	0.707507557364026	0.813343856654055	0.533190361935136	0.747145432606745	0.811476400753534	0.571816443957682	1	0.689567200289031	0.587088288240282	0.689661500384198	0.653100097318579	0.482637240837118	0.778145793733909	0.791507400732354	0.604795632204478	0.734033438388245	0.753539152335616	0.618905948872324	0.862031225951415	0.686523748937603	0.745687953528841	0.662569480608968	0.621053789264808	0.505228869230115	0.589490019474082	0.695774173125946	0.552400970441691	0.585794976770404	0.62174190060461	0.656985695448972	0.735783353969724	0.579701733830887	0.671401555829043	0.668084288443158	0.586036295463034	0.455449438109405	0.724630623662599	0.673225783808276	0.408818460287677	0.730718714907024	0.61450960210804	0.733048361239022	0.610185711827999	0.689633689315744	0.695447483586354	0.681701185401289	0.51704546374952	0.807754580855059	0.661230106742141	0.626854371519563	0.712670072722663	0.779650088344754	0.51298210999262	0.794057108956972	0.762882713749153	0.641143751386851	0.908532564761705	0.527463261536097	0.929421632070966	0.598468197154648	0.744339802332007	0.725764363555817	0.526002865809196	0.707237537982146	0.642540664943818	0.700324398902027	0.704152980899725	0.80340816492736	0.854907103294049	0.765960478507896	0.820312212722178	0.558637185003828	0.76277457172484	0.706077095911164	0.497675945034229	0.708127111304597	0.279974057525932	0.70767528133326	0.759956484037547	0.683881442463182	0.400552885515742	0.541442781745391	0.0707607696460146
TNFRSF1A	0.656751514691713	0.636616071436318	0.663007962424446	0.889977301330673	0.927108581595218	0.860966131787623	0.943864462606538	0.392952182167011	0.814924408712091	0.464964784900415	0.689567200289031	1	0.862794588379507	0.508429197316266	0.704663272319693	0.308988358147353	0.926127020875921	0.55027906939979	0.926196519594854	0.884007249315812	0.907432495037873	0.719862190522108	0.814480456601409	0.947449015720162	0.964201963097922	0.759559196572227	0.735897227300993	0.785192555718764	0.407820004131836	0.578723405780142	0.863209254215519	0.723830716709078	0.605637636916149	0.901985337114819	0.537361665993554	0.423488656656574	0.7405187485187	0.776172677358055	0.887685560081511	0.436069135231688	0.53349947158587	0.804680327476175	0.869913509520887	0.728522347858197	0.857018056564641	0.766402612516485	0.413826933095572	0.848729314178004	0.883529571940783	0.915771159039084	0.91256157925646	0.818519229222227	0.85923412732115	0.911441196876998	0.325045505332692	0.935693231144575	0.9077788676242	0.608006280599855	0.84389052268239	0.647516015747666	0.64043864754171	0.8773547735201	0.7797080713507	0.335211955235922	0.77745015697359	0.81837450344119	0.922588069182587	0.919762507362119	0.917818911383071	0.961331066282394	0.888734053254954	0.735220452057174	0.790252879243183	0.454735846631276	0.92130229536419	0.91716117933715	0.92062765734994	0.665672391375043	0.919793948919941	0.932677971715911	0.84079451387779	0.974579739727414	0.793549181713505	0.724927398822455	0.866932684809463	0.494851681751854	0.202805547084348
ITGB8	0.690352328044363	0.756178215458763	0.582044696434555	0.740721207685456	0.888174968974191	0.827710661804986	0.868833145184057	0.551636340857375	0.849132830186157	0.700576646218829	0.587088288240282	0.862794588379507	1	0.55092986356996	0.834582981012855	0.561081162315608	0.93591874495889	0.627966623080342	0.899677982551346	0.93233709665451	0.679649430566912	0.920367003962228	0.813281624917727	0.869606759810355	0.904517063699277	0.822126146308149	0.880680865844123	0.781070244212287	0.609361352136212	0.651556091151405	0.923956343753232	0.573416463343713	0.753414155371457	0.870845901016966	0.614898840865906	0.554905609473449	0.889776446036597	0.797067846309851	0.941433239014349	0.656725978930058	0.651070587591018	0.824434030013803	0.727207686905883	0.80004836897561	0.899099622178714	0.856097080976445	0.380937430127743	0.825897531092863	0.921045963937297	0.851361030911796	0.92913633143569	0.817877364975758	0.907702166816114	0.931620598873078	0.455318868487912	0.825222767733378	0.788310933916415	0.546658645573602	0.815536819976961	0.769193064564539	0.656022458407632	0.914345174865084	0.642178376420048	0.495489169777777	0.852203320336632	0.914069802755673	0.894255480194538	0.922091764010837	0.959547785641717	0.894450576192487	0.931046285501252	0.807954429862786	0.690749306859514	0.528666344125028	0.755376345996717	0.905402238216676	0.836169561576431	0.749528637667353	0.858742460236288	0.847990125056137	0.697863517878382	0.884175050055372	0.731163177241462	0.892326355010808	0.745916296275197	0.715117141557864	0.11644507075581
THY1	0.750292284639567	0.806722881793697	0.712494935409608	0.364834571386585	0.681714717770844	0.761212681221377	0.38499137846181	0.582147307552801	0.614080439097158	0.823909977232542	0.689661500384198	0.508429197316266	0.55092986356996	1	0.846091065089638	0.835122181179883	0.632903563913599	0.914330239979527	0.581179570424565	0.682316692747703	0.428930640492254	0.720168925334485	0.803127311100407	0.54327569845775	0.577850919852583	0.707165891153817	0.757056429239237	0.403934708735912	0.567597777479212	0.688978974364938	0.35439232890067	0.32782736564205	0.810450531416657	0.515663650500153	0.782651872636552	0.689646145508766	0.705544128871674	0.697299510801668	0.520498030253686	0.685506285784111	0.872305133895156	0.774135532701563	0.246747727233305	0.800475154824894	0.61958952611337	0.750294721850833	0.568925988964326	0.43429465360871	0.635732740476497	0.680618209906223	0.387737576903374	0.668599464123798	0.540125852311048	0.62434459885148	0.874025035942974	0.685638068297468	0.443110710934529	0.777092543248893	0.509192961151121	0.799093844554106	0.626151670433333	0.57710009394555	0.751334056326543	0.87902293962258	0.768985448969379	0.757312355753337	0.421134696633635	0.623515155502443	0.55639510796237	0.620237966084039	0.655861582687548	0.818943609632103	0.799392912933557	0.887205122297113	0.56023903629929	0.578321544520666	0.597064272683441	0.781532071570872	0.399602177188417	0.513116547858693	0.19734130575581	0.587425417893737	0.695679371767106	0.714839427799246	0.247048678729748	0.707592756649252	0.047931233323948
PLXNB1	0.781784959567458	0.875575451049584	0.690368687254129	0.541545015038321	0.839416439371165	0.847595801386071	0.646523223288866	0.622184407628649	0.769117960317525	0.89008214485168	0.653100097318579	0.704663272319693	0.834582981012855	0.846091065089638	1	0.836459968403563	0.828938848187158	0.854363793631073	0.792997160290239	0.87730223385542	0.523822805376107	0.925937250120143	0.861639250963676	0.745805842443585	0.767098582403495	0.85969035106989	0.939359432445037	0.65651400062483	0.666856628743992	0.732207204679527	0.674338796635019	0.418813368142583	0.890461993033819	0.730138356412882	0.790337784873825	0.714890769404972	0.889663683258744	0.814222896590847	0.780849011962453	0.778306591950976	0.873782611169479	0.865338002150913	0.465046881315687	0.896333714946133	0.821887382614192	0.897591963033446	0.524737705651357	0.652042221894718	0.829363785758277	0.806956256484292	0.696010102792148	0.800119790252037	0.797713404603146	0.843457534856234	0.776339811747924	0.793268157972571	0.644161825106656	0.722507534582774	0.693226663346683	0.876205501841703	0.669404014486005	0.792020466320123	0.712438037044751	0.807570142394745	0.891935873267956	0.933627670986624	0.68820667864761	0.819443165376977	0.803324404651902	0.787654597499199	0.867760654904901	0.876420391775452	0.776276213399564	0.796960888467963	0.654587645049733	0.785759440812878	0.757495481999225	0.857724105886314	0.663991359110461	0.686319904984863	0.436763234647865	0.763885712580045	0.771341092435286	0.890361635441884	0.499353093089401	0.82112202041662	0.0904644064508023
KCND2	0.690629194957816	0.8186126770837	0.533967057964018	0.123224491706008	0.535272318739055	0.607019333469874	0.259326634342778	0.619375434517496	0.534110872609942	0.917718219951276	0.482637240837118	0.308988358147353	0.561081162315608	0.835122181179883	0.836459968403563	1	0.527521878624359	0.816712879141152	0.441477875405735	0.636986553911304	0.137548969343895	0.807349165108065	0.679036407067157	0.386221080640572	0.422377078716709	0.683934807990078	0.783573833514319	0.40022485610671	0.680208608717621	0.66429178866484	0.337032150903461	0.0605119722910303	0.831726080674617	0.384074949787482	0.76356556475701	0.767439714573642	0.724849615609646	0.582632505564214	0.478800126392983	0.820089599442173	0.87006100902762	0.6287805206892	0.0207874329527451	0.753389019743909	0.530545358625645	0.724148257944243	0.495109719749582	0.282965841052974	0.564106191668693	0.498692531790228	0.329757610003799	0.583603062125425	0.525997574478296	0.554108066433243	0.865814252009005	0.481326681640525	0.26466515214869	0.633611991282186	0.417700012379065	0.786099993754455	0.544219461377848	0.467834409799037	0.499034279775015	0.885801884722169	0.712366344941998	0.752966357467985	0.295763110404799	0.522538990835539	0.473693853809309	0.425539419858875	0.600754020641529	0.752190436400752	0.5667879498127	0.820302946198179	0.319526898752044	0.452921773079388	0.442465727151365	0.746678702480737	0.290052456807305	0.310647460800716	-0.0120004999930836	0.39679527373974	0.525603987728048	0.756255320625821	0.0853707443016058	0.820812743753226	0.0164358586374106
CANX	0.77878890212937	0.778426076127583	0.715774475548755	0.840630731418851	0.930201282739433	0.924493203179007	0.871827671689113	0.63363541771126	0.90121677027184	0.682454975249132	0.778145793733909	0.926127020875921	0.93591874495889	0.632903563913599	0.828938848187158	0.527521878624359	1	0.705958362752241	0.920021028806971	0.949113007208566	0.81987508421827	0.86898023841424	0.901501228005711	0.946945434030015	0.975780503124954	0.857978565918766	0.853088428344866	0.770060497990779	0.605439849971156	0.670065072923936	0.885221727791872	0.690091870222611	0.759967984336102	0.904036921932027	0.670493266184455	0.608379997462253	0.893780079634289	0.848607524945552	0.904245787857019	0.590478691736157	0.71841402121946	0.866037865403185	0.756138335090065	0.842566057756265	0.918061977981093	0.879343122049487	0.522625921875193	0.894807239264676	0.938586983136636	0.890811437655162	0.906079477744431	0.908968074712949	0.909710272017956	0.922594676619621	0.536738956128785	0.90602768497252	0.840702515148024	0.698699932171195	0.886122192454008	0.790833579189318	0.813248930908016	0.8934794352992	0.811491551079745	0.521247998030758	0.905845476728002	0.923873143651905	0.90174147593638	0.955955028750307	0.960818406233252	0.947768787075408	0.958094909388835	0.874962341155685	0.816254446892487	0.634329751069763	0.875778613637408	0.909123845158302	0.935955322024668	0.778169572540921	0.874207160811373	0.928795784195361	0.696444144730252	0.945732910237856	0.845066073334816	0.876477888233314	0.777977902355715	0.697846840854431	0.165012913003622
CXADR	0.795308426871562	0.852443854115539	0.685377112185979	0.387185247396993	0.717460875262698	0.801646111888061	0.431294876939287	0.731865422819099	0.762363689748629	0.825923355905419	0.791507400732354	0.55027906939979	0.627966623080342	0.914330239979527	0.854363793631073	0.816712879141152	0.705958362752241	1	0.605005446227362	0.750442825635218	0.481651086352024	0.774604252103029	0.855055036565073	0.580646951902605	0.632692762645692	0.705704081258686	0.784153038129488	0.481841074876098	0.706641257278878	0.81213901302964	0.460865715225149	0.348577490837805	0.802872402251379	0.603541231803422	0.874354296749887	0.698010925429219	0.736952762458579	0.718146139142537	0.599336071233249	0.695117444068622	0.894511154911234	0.770472392259104	0.244208211000247	0.855542425497901	0.664354324789573	0.80229859965256	0.54465465174582	0.520231286038296	0.687907673978021	0.705861407738182	0.441801610680134	0.754366505391915	0.648911511398798	0.673959360439359	0.903871490928954	0.728799035784182	0.444525190677388	0.779879465989667	0.609612461417911	0.790462407475712	0.75202610459613	0.563450199331644	0.820645863154048	0.870174236120279	0.799104062779032	0.817421842433044	0.453386163916937	0.676274567216335	0.614849862261549	0.651512645529716	0.710926410061251	0.870356149122332	0.846956925824953	0.914560268633929	0.643902557650856	0.585788642605546	0.647746915911305	0.802590205342521	0.424938118195619	0.563445404372187	0.171676857910538	0.631666695738618	0.738248813666307	0.786815542604852	0.265213601349059	0.728703941910393	0.0494631945112322
CD99L2	0.676208188812238	0.707653901434416	0.688702068175213	0.833067494211994	0.928165679457762	0.857255361396874	0.898594902414404	0.41025418818279	0.781599336721382	0.60562680944634	0.604795632204478	0.926196519594854	0.899677982551346	0.581179570424565	0.792997160290239	0.441477875405735	0.920021028806971	0.605005446227362	1	0.900603599432139	0.777479286396345	0.805509188896093	0.818221458636534	0.923951258085266	0.936073840145645	0.81610717943159	0.822884140089696	0.790104778465323	0.448384378980783	0.591651803947382	0.827396876957359	0.653530200452615	0.680753216242574	0.8822670217965	0.566696277922255	0.49768500136603	0.812787600464938	0.834202605603829	0.902517365845183	0.549711646863974	0.621171259678297	0.85835421858743	0.819163902805252	0.784958779941545	0.901283255621647	0.817611992525901	0.44553964803945	0.815743206066803	0.900675988889543	0.899119411153218	0.904001877944512	0.825144825357186	0.858988218294852	0.921914534198572	0.402463545322762	0.894861973289928	0.891114020763523	0.601725145839504	0.798086591076469	0.72510090954393	0.599307212916651	0.914987898710098	0.715846519546197	0.446416156264791	0.834402018523161	0.861444117265122	0.922563866008005	0.926076131770158	0.930019868150676	0.957770599758451	0.920236198625363	0.778211593329221	0.761050736734398	0.506590284393327	0.820364385933955	0.951060569536993	0.884882623283511	0.689175679474685	0.908991511979679	0.894489491515249	0.812052213380436	0.94697869915515	0.787613584052171	0.778835102477832	0.825935861366727	0.621304501412459	0.167658260774136
PTPRA	0.846983512139245	0.882261173697025	0.753314591983594	0.708098505235204	0.939119325086901	0.910824827008529	0.842346138978101	0.570723324259185	0.894672474600605	0.736650762284573	0.734033438388245	0.884007249315812	0.93233709665451	0.682316692747703	0.87730223385542	0.636986553911304	0.949113007208566	0.750442825635218	0.900603599432139	1	0.717709653293852	0.930595626883948	0.932946762177023	0.894989759863056	0.926074286108938	0.884950201451771	0.902316185498354	0.818734797634688	0.64522443286434	0.784026160045635	0.840093371428364	0.501775623332649	0.824288103828504	0.885745006395807	0.780524425678371	0.696058814014786	0.879940967167505	0.863418589218136	0.933780258006747	0.691778783292413	0.793391593040019	0.864937235529644	0.631580404598347	0.89161332603271	0.879711032598561	0.924720080272091	0.575826198869101	0.764007900752191	0.952919251827689	0.879736921766518	0.865413327717458	0.926586356341059	0.932431798013755	0.948362483343311	0.589009041718805	0.912299148935917	0.786148904651031	0.754388110364317	0.887179307322107	0.815905246918101	0.74122510471935	0.837420012433275	0.805043912766734	0.608943391525955	0.906204812962795	0.963051802262079	0.817812772338702	0.959595898457594	0.918329746673952	0.919706353717347	0.974068064713875	0.91889421949997	0.852127338307651	0.693396279608749	0.85346355606636	0.879900043581355	0.887674705384647	0.805496706307406	0.839087999228215	0.830421771143219	0.604074956495833	0.917031408968884	0.799051455559527	0.901990499033724	0.688537168750906	0.762279936071397	0.120728458393126
TNFRSF12A	0.575811550333404	0.473617168198182	0.62562378916622	0.878989825574631	0.79486331880553	0.778118500422847	0.810394111129981	0.413499558760646	0.731193616251847	0.294741541492365	0.753539152335616	0.907432495037873	0.679649430566912	0.428930640492254	0.523822805376107	0.137548969343895	0.81987508421827	0.481651086352024	0.777479286396345	0.717709653293852	1	0.507390666333323	0.726672231838113	0.851303385399003	0.873792980458359	0.591504440700328	0.53212495491874	0.59747091875693	0.345941846002889	0.460484058356516	0.714987520020686	0.786875699368856	0.434091874630778	0.801667197023807	0.42571299052199	0.317502377397653	0.590521149027676	0.63421769219871	0.703381915224143	0.241880501177493	0.417187689799043	0.68400715876119	0.825918470940527	0.596879886827553	0.701325070082383	0.622974751177382	0.371306661615693	0.812908478643441	0.735736038382375	0.827004611843968	0.735170461604618	0.722955516045404	0.703652136677051	0.735461942177402	0.277017101223977	0.852771397310353	0.790736849305992	0.574706236679038	0.753026670613995	0.511356458754201	0.663648028237297	0.721830493916285	0.814301299289969	0.219611610481898	0.645996542254522	0.643330532872458	0.782908127032165	0.773467368769027	0.774932763858002	0.845044867159867	0.732016348388372	0.62525650155611	0.766236134846348	0.387171163608077	0.929277800710723	0.759927578844709	0.843404410674142	0.555335151395453	0.756415357002049	0.885889457305653	0.733860556824756	0.873900752310455	0.737676937624094	0.553305457391192	0.74330378765804	0.305372509056514	0.125811753159172
PTPRZ1	0.795314337381075	0.896376089972873	0.627732657464022	0.541085347368527	0.837285324199306	0.820341580616632	0.704575227973841	0.642566157134767	0.824180454985212	0.878561162284965	0.618905948872324	0.719862190522108	0.920367003962228	0.720168925334485	0.925937250120143	0.807349165108065	0.86898023841424	0.774604252103029	0.805509188896093	0.930595626883948	0.507390666333323	1	0.855652050474467	0.759617012032061	0.79927953151122	0.870388586450081	0.943598049904338	0.730046264760535	0.715064810489421	0.757994869691104	0.774744443817948	0.378194359529163	0.861490658514356	0.762552489504341	0.775094634312929	0.729447196391302	0.912047145402239	0.808243020203803	0.860059035802344	0.819327919049626	0.834238283909291	0.8156036102162	0.475534299879706	0.881843400212192	0.828234731416361	0.92149391350786	0.517492381155105	0.667699797116749	0.882695856092898	0.775385329451008	0.780253991573518	0.834999779513765	0.864406236665935	0.875781212723158	0.685092570505379	0.767780435839898	0.646912642835346	0.655451317582618	0.769039311079764	0.86150709489572	0.696526698281767	0.804220261978563	0.651428442879698	0.721424252535777	0.884399931419902	0.958168501103068	0.725749117036625	0.869089760613483	0.850122114595401	0.790641360288595	0.909031040590322	0.889517386893241	0.713281617767386	0.714083428765899	0.656395890310033	0.801087190927298	0.761215586313864	0.816094950378549	0.709825353407212	0.694088581134458	0.448063616905973	0.769930962005811	0.711447627954435	0.948283193091775	0.531534019423187	0.867688384978098	0.073085327699879
SMAP1	0.902642474578198	0.900667517213023	0.805572303076721	0.652817523649808	0.896316019145075	0.931150286601133	0.705544822078946	0.645884691514231	0.860543295901158	0.766890880875442	0.862031225951415	0.814480456601409	0.813281624917727	0.803127311100407	0.861639250963676	0.679036407067157	0.901501228005711	0.855055036565073	0.818221458636534	0.932946762177023	0.726672231838113	0.855652050474467	1	0.832918937611307	0.879188823527088	0.874045358758355	0.853468375561783	0.680049109672268	0.648017166138107	0.82544827297364	0.690085644888806	0.505443975668579	0.825936614510263	0.792752283025601	0.851120192598827	0.737966691612036	0.846958193664733	0.850894330864607	0.813401128026102	0.672425216442287	0.870743569987795	0.870354723448007	0.522599346379611	0.89430423428309	0.8147078984438	0.915989031218358	0.694552206640322	0.701575684664454	0.903030207068852	0.853346695794158	0.714237438305672	0.913931783664017	0.822831982433635	0.845998332517345	0.721554333380203	0.913245400474447	0.686597275806536	0.864934773843088	0.831672640505575	0.845060565878757	0.811770444002161	0.749417406807225	0.918707130359005	0.722926520649336	0.907575306324915	0.91297863141921	0.695494225474771	0.899091745129596	0.830620859359108	0.870487018371673	0.910026986290741	0.961330548675641	0.938780433903533	0.815119575652814	0.864772054281739	0.794302805449328	0.855062998176687	0.827762416408759	0.702237802588056	0.796373318092561	0.461718591341133	0.87014334980056	0.838551344012553	0.866572918972132	0.566706023451136	0.761664081318679	0.126040977553034
PLXNB2	0.702131711022304	0.681060907187693	0.724631536633853	0.884692504493569	0.916476796558782	0.889138777359675	0.895070845796072	0.454739067799359	0.799478424314994	0.556407328348912	0.686523748937603	0.947449015720162	0.869606759810355	0.54327569845775	0.745805842443585	0.386221080640572	0.946945434030015	0.580646951902605	0.923951258085266	0.894989759863056	0.851303385399003	0.759617012032061	0.832918937611307	1	0.968360122910216	0.808684956293081	0.770563000011011	0.751119246368076	0.441249397611367	0.563381322901456	0.834293073217317	0.700625150651908	0.669541465820919	0.878890041505333	0.561912388538162	0.520310557748125	0.807208094772489	0.792720781821192	0.855503618471645	0.476343644881026	0.6129056288582	0.850329109876676	0.824940269705516	0.762861928089217	0.888706368611271	0.796881246014159	0.499069307834957	0.855346180068726	0.903874212894227	0.884312458071062	0.90157986500565	0.851136536450739	0.851097738375765	0.893132212565648	0.385321762258517	0.902616328173676	0.891969038505215	0.656685666313367	0.829649483012416	0.707912279190038	0.686888581759955	0.884688405077616	0.766353300453789	0.391927966400247	0.836507645369261	0.845491866909655	0.909501031231854	0.924369386077481	0.930405463005165	0.950264411323702	0.919897742823491	0.788775164302625	0.779532329295926	0.512829712343822	0.87576585042398	0.91873976445206	0.927073874116862	0.688622510528212	0.912669846805869	0.935520742970373	0.79176860963509	0.955407265040952	0.8389432370869	0.763817425634073	0.855457375834703	0.596337375425942	0.222142716964525
APLP2	0.742551604746921	0.721199280342947	0.725548161096441	0.888098214731653	0.937724903549289	0.906186457937398	0.901271592746736	0.510788214667494	0.856565972188928	0.58499524832241	0.745687953528841	0.964201963097922	0.904517063699277	0.577850919852583	0.767098582403495	0.422377078716709	0.975780503124954	0.632692762645692	0.936073840145645	0.926074286108938	0.873792980458359	0.79927953151122	0.879188823527088	0.968360122910216	1	0.827286306171203	0.795138792146841	0.754374151712173	0.493487818078808	0.622614046456272	0.859662504052161	0.720257384789792	0.690682820486661	0.898569652275369	0.604947271969145	0.539703051727395	0.831656719030067	0.827742765617445	0.892963110133736	0.501150383471138	0.640654022260128	0.858008028497322	0.826322148628509	0.790974910866865	0.911957013881072	0.836161136075036	0.514833814131075	0.873587805895861	0.933828210819979	0.912651960822323	0.909060104232122	0.877735042711969	0.870679301407603	0.910449717927909	0.427578926216272	0.936513637768177	0.888176873324804	0.677585890335015	0.860427863911846	0.738835574147284	0.738775969640412	0.900068792221671	0.813300662091067	0.429598758365464	0.855147705766238	0.876713291134264	0.919155543124897	0.952745344448506	0.95350917981787	0.971781294650767	0.938498493630792	0.832776214182782	0.819745694825313	0.554697257810063	0.91191432219444	0.938756915691203	0.938997708479055	0.718852679781536	0.913260134880456	0.963040944887209	0.776812969676562	0.976977832394804	0.854253115541687	0.815946140527853	0.854410732796644	0.622754274044144	0.243449614432278
PILRB	0.843431335904092	0.863795578059744	0.679495772672551	0.638584323844379	0.863048619925685	0.856201725359491	0.688008504092143	0.534362439609266	0.714147521642505	0.786910489594247	0.662569480608968	0.759559196572227	0.822126146308149	0.707165891153817	0.85969035106989	0.683934807990078	0.857978565918766	0.705704081258686	0.81610717943159	0.884950201451771	0.591504440700328	0.870388586450081	0.874045358758355	0.808684956293081	0.827286306171203	1	0.86309419725337	0.634926664483138	0.566202297428784	0.658209183239504	0.68947850642407	0.441142042576484	0.784331058865487	0.724763426257605	0.730265307202968	0.67512952589241	0.86052252165632	0.888863763806451	0.784637448493181	0.682820064344095	0.821251140168809	0.803368556032241	0.534414840138596	0.821997996149314	0.802960488674874	0.889270395387694	0.752900732087343	0.651283894209677	0.873079183157388	0.773010455834086	0.754994707543336	0.83149272969514	0.790567386943808	0.802106952861662	0.618256552289703	0.782909764864221	0.683416365035421	0.768668027266421	0.771758379548692	0.862762413347375	0.679496527235086	0.79507627585562	0.715821690337413	0.692995953135444	0.877194828175561	0.88375732934053	0.726362333726599	0.897680598843075	0.836371571642724	0.816833586992956	0.90004762487686	0.877363363968249	0.749943312740532	0.689890722708114	0.700291655381541	0.800133085808846	0.807644694949611	0.749109165396154	0.708953792403574	0.732769599837585	0.510333815365433	0.794329141813391	0.752116813156619	0.839626188351173	0.580869269109432	0.808796229772967	0.131015310064063
KCNJ10	0.757393711025451	0.857999563732086	0.64660679118267	0.563899236858999	0.845634333611007	0.832285055292278	0.699588601122333	0.592764870584266	0.770484048773784	0.85509122187942	0.621053789264808	0.735897227300993	0.880680865844123	0.757056429239237	0.939359432445037	0.783573833514319	0.853088428344866	0.784153038129488	0.822884140089696	0.902316185498354	0.53212495491874	0.943598049904338	0.853468375561783	0.770563000011011	0.795138792146841	0.86309419725337	1	0.703264265959549	0.653520044745659	0.721773710019145	0.733602926005763	0.422506546437976	0.861100458584267	0.766023446080062	0.756220071392286	0.670324636819992	0.896374985865344	0.811618029879712	0.829724726467608	0.790885342517969	0.829848237227434	0.852592057103117	0.516396976867812	0.882664509553824	0.844271605771816	0.896226483718911	0.513553084390759	0.683336902874513	0.859820812382549	0.806086459890876	0.763231380417593	0.816933785805575	0.840805800000792	0.872771946275915	0.697090872266381	0.794667270719464	0.678403316144444	0.680817014571286	0.733437943388327	0.850910264831627	0.652294604160359	0.810935546130171	0.673859900197719	0.726183273396382	0.879024293598583	0.940068477419408	0.736295550686364	0.857911150291849	0.839019580579909	0.806602225790859	0.899752470423357	0.861340955020157	0.739018309541762	0.732215666039415	0.663011899307258	0.81563779346071	0.780705135603567	0.825309950479401	0.710416841416365	0.709981959736278	0.491838581726952	0.788486067730366	0.749342702452547	0.898063520196095	0.555578423735708	0.82007839616282	0.102429041114744
ADCYAP1R1	0.579434278199698	0.625899179185232	0.544073260135473	0.62583568059074	0.763347934008313	0.703376571397435	0.816190203238995	0.348600178651493	0.746150805327341	0.466687911416632	0.505228869230115	0.785192555718764	0.781070244212287	0.403934708735912	0.65651400062483	0.40022485610671	0.770060497990779	0.481841074876098	0.790104778465323	0.818734797634688	0.59747091875693	0.730046264760535	0.680049109672268	0.751119246368076	0.754374151712173	0.634926664483138	0.703264265959549	1	0.456776105554672	0.59609157528485	0.788778791888246	0.399410408668499	0.607427069878978	0.790618910297469	0.536853508865278	0.473265416844026	0.667754627708241	0.659683374545477	0.832062139067015	0.547137172353545	0.514538009398453	0.645869725647359	0.596597103224633	0.688198501571369	0.724800394735256	0.686960730556878	0.264516247324778	0.6681524568478	0.75088454168043	0.703332648060219	0.809233470322403	0.740397646496278	0.846712250237748	0.84983602433347	0.321571490684553	0.748661477854316	0.730031205834659	0.489661413550545	0.751579916108242	0.560416501198141	0.521038571505941	0.684192806147183	0.573843333866359	0.315559697755259	0.674010055235223	0.781804586963242	0.748926392158718	0.767501471743424	0.751260767149958	0.764420113926501	0.787543341637144	0.635836848965933	0.615539206529381	0.439137421931462	0.696664568263238	0.733119666493295	0.759765439359627	0.590337540193556	0.821025951178279	0.656974289982821	0.61835525210211	0.779172613426903	0.595803522068299	0.687640511123387	0.671907610055839	0.496721445863832	0.0902317108186213
GRIN2B	0.659159896024697	0.712096021524116	0.493264860301527	0.217823554269584	0.533049470346062	0.582860314831896	0.356943295361018	0.771806547498551	0.716235898266418	0.681130875171991	0.589490019474082	0.407820004131836	0.609361352136212	0.567597777479212	0.666856628743992	0.680208608717621	0.605439849971156	0.706641257278878	0.448384378980783	0.64522443286434	0.345941846002889	0.715064810489421	0.648017166138107	0.441249397611367	0.493487818078808	0.566202297428784	0.653520044745659	0.456776105554672	1	0.682326191610756	0.514811535550616	0.154964581006078	0.633223861116013	0.580922006017828	0.738398296696582	0.636361574227497	0.635012619129838	0.567343063749904	0.601301913963285	0.60676430138109	0.720954168419036	0.488994089829697	0.107849554846092	0.722294721245692	0.535167473196018	0.689682472259021	0.391144636517142	0.463712297891665	0.559706332675846	0.492000789667417	0.38911193968431	0.681225945235912	0.68565705343989	0.577433080147661	0.711783037931287	0.508717891718241	0.271971268580461	0.565433203683621	0.608520728700845	0.632261285515458	0.683558146532271	0.369715187032489	0.567105138240672	0.635953355002743	0.655969144955684	0.712840180818322	0.363942832052467	0.567283485610034	0.522157905524988	0.441289053537767	0.627218226239143	0.701922852626904	0.585541783881459	0.682625982243701	0.505272397986694	0.42653361055458	0.4972235949101	0.683158499940834	0.338691258532346	0.410000861159002	0.0280534338909492	0.464633912592022	0.523496066499909	0.69927479077573	0.173258825156548	0.629652136962755	0.000475800775222508
