""	CD93	CD68	CCR1	TLR4	GPR84	ITGB2	C3AR1	TREM2	LAIR1	CD33	NRP1	PLXDC2	CD4	HAVCR2	CD163	VSIR	LILRB2	LILRB1	LRP1	ITGB1	TLR1	RHBDF2	TNFRSF1B	TFRC	HLA.DPB1	PLAUR	ADRB2	SCARB1	PTGER4	C5AR1	PTPRC	ITGAM	ITGAX	FPR1	ABCA1	CD81	ADORA3	TMIGD3	CD44	CD46	ENG	AXL	MERTK	IL2RA	SORL1	TLR2	CD74	SIGIRR	SDC2	ITGAV	STAB1	UNC5B	TNFRSF1A	SORT1	C1QBP	GPNMB	TNFRSF14	CD69	IL6R	CD47	PTPRJ	ADGRE2	ADCY7	ITGA4	CD40	CXCR4	ALOX5	TRPM2	ITGB5	PLXND1	SLC1A5	ST14	PECAM1	CD63	ITGA6	TSPAN14	CANX	FPR3	APLP2	PLXNB2	ITGA5	IGF2R	TLR7	KCNQ3	THBD	SIRPA	NOTCH2	PILRA	NRP2	TRADD	CCRL2	LPP	NCSTN	CD9	TREM1	SDC3	RAMP1	CD82	RACK1	MCFD2	RPSA	EDNRB	LRP10	RXRA	SMAP1	ATP5F1B	CADM1	LAMP1	PTPRA	NCL	PTPRZ1
CD93	1	0.774825460593855	0.831778591868078	0.62638996281019	0.198036605535194	0.704264338086046	0.577929570700476	0.5519664725567	0.892413555927739	0.842966757079593	0.852157480563066	0.0741061508124973	0.829215376566667	0.21230958659077	0.916009305939715	0.148052210355907	0.856518021200301	0.808622222514489	0.620510559288239	0.548744563307083	0.454224114510997	-0.231148004318063	0.601530407827165	-0.00852786582901314	0.32412155327459	0.159589805176081	0.00653343802182983	0.121079347282536	0.304037235836622	0.754961290019765	0.626793748626463	0.834897051576966	0.0486248773675604	0.658488880130166	0.346056117051682	0.711748781282342	0.817130681906558	-0.00535779891163658	0.807494471835099	0.511044133375288	0.85427972752288	0.295874511966008	0.504098724921237	0.919795068655684	-0.292769464350596	0.745492100123142	0.61253515888168	0.428125259542077	0.112918731240759	0.264021849506927	0.897322440784821	0.28763828074286	0.775294324781409	0.139078566368157	0.645658376687776	0.311754484195651	0.693465831300515	-0.0939289176209989	0.363599782125503	0.817196682524756	0.574733020822039	-0.0398979733345624	0.575961996433269	0.833486254486989	0.664175907507894	-0.307147965737962	0.82996280945935	0.582077050202588	0.886417834904902	0.565068599829285	0.563405754731162	0.539543568273732	0.0993951098188646	0.774584929302469	0.116454551034111	0.302203450065499	0.82747381286839	0.784912743159184	0.776938045199193	0.764574493061271	0.631540726322704	0.591915365564786	0.18079067806196	0.198928212747047	0.819072909810879	0.411313500189597	0.463607804892281	0.339585085370745	0.354350301457294	0.739957803077648	-0.20521736370034	0.442328101470948	0.482221649455492	0.358574285101862	0.227830101461089	0.449492583139122	-0.134328909958149	0.622766950564869	0.612037494679678	0.706369804470493	0.739154190676444	0.549936263133018	0.607370729949693	0.563262896279721	0.705707726775957	0.645963990149699	0.499795363400903	0.751183072681095	0.188226708814116	0.70084809517525	0.0174993345524479
CD68	0.774825460593855	1	0.908552151081163	0.686800974764941	0.495992537074944	0.809593366194386	0.776604210795191	0.698229309730911	0.823674776252348	0.77599405132122	0.893489317824268	0.329955497765325	0.777397585114721	0.425727536091367	0.891714492449357	-0.0443078404955027	0.691197195177083	0.734412770014342	0.837452136641396	0.716669314473303	0.526079679063281	-0.0783298842255378	0.549366897293874	0.328118182685372	-0.0414730282225866	0.567682637257524	0.340819271724303	0.387245721206821	0.277363428462112	0.875314847382407	0.493296838034461	0.823159988091482	0.436753583780642	0.616111314870903	0.769454276474176	0.869841905153484	0.856963352850376	0.457474803205349	0.8688631887779	0.576355543032772	0.880153688794318	0.406407525320022	0.674104645748671	0.802057277862082	0.0224899167687377	0.744231112503031	0.29668987913305	0.204661692611433	0.446026229273786	0.519665602141994	0.840531338592568	0.364678942348061	0.767634957238851	0.38203610217302	0.557263583255638	0.777366679889969	0.765219221163029	-0.146939265217444	0.663410089069824	0.742166504773092	0.691792298405178	-0.0352979605165936	0.372513131139566	0.523012082535412	0.723227808161952	-0.315249929854036	0.808278882986483	0.591253196820281	0.84362266425523	0.6276668590508	0.695712829876003	0.792345167494327	-0.0388082026820367	0.824869643011392	0.177722620505465	0.539783577078598	0.849817183803919	0.790563714182897	0.894231195157936	0.696710948526132	0.710001685113377	0.773491416380808	0.408099676186969	0.00873180914313076	0.821043298809173	0.706834851662404	0.559494775519672	0.6941402886007	0.668179083847184	0.704873307219304	0.208141180237422	0.453246503900231	0.669063650823669	0.488243561506338	0.338060620981259	0.531396436503375	0.318992603838867	0.754667731916804	0.419196784616884	0.783264665918648	0.566518246620095	0.566839524106559	0.736004450235103	0.754422952464564	0.62428740649496	0.51985906813359	0.39977834142014	0.954372813580808	0.298452416535483	0.613002821174105	0.10069892097962
CCR1	0.831778591868078	0.908552151081163	1	0.729966424893122	0.428903857510858	0.736545897223732	0.652386210373458	0.600186574433588	0.813650332322214	0.751124395429716	0.932235412447108	0.218977669919828	0.763244619746667	0.345118259066414	0.930661250755178	-0.102892637801301	0.718229090922141	0.707635348866909	0.791818477716323	0.611568938307796	0.477213347541139	-0.108264926372419	0.441849608779566	0.283684109397292	-0.0362673347838354	0.455731793020483	0.269044102458662	0.221899342607908	0.218598400291866	0.828099041052704	0.443456777737826	0.89189454980405	0.375933491969789	0.569790151726422	0.659637363625877	0.816814662817546	0.853253050403937	0.380052588148001	0.842303147898123	0.473211243461333	0.861653837736031	0.330479131843355	0.651981755610139	0.843403990110139	-0.0454483350257049	0.739939882024939	0.300404612839301	0.173495482448049	0.318977722232136	0.394377874985923	0.87884498315577	0.368783907164663	0.760695437384129	0.304888704058608	0.515523366106119	0.660863174802397	0.708890012041238	-0.170479938662901	0.5605698024997	0.73939700508137	0.640648814778136	-0.109402979710806	0.419648416848684	0.538864663584943	0.693651096510314	-0.418744018576994	0.799453993639461	0.560883716896916	0.857411137781289	0.65502082657925	0.608608628921736	0.760539053694099	-0.115739018611836	0.744462940659726	0.106451623395658	0.483049477916686	0.787725106583121	0.866466433597667	0.832323765377683	0.73332318270654	0.679653631638568	0.756520865463671	0.351980236959115	-0.0294192243452112	0.850052171342408	0.638517414751032	0.499722625774678	0.588644704449094	0.65880907228336	0.643375613966836	0.116303556249224	0.39803930400105	0.594954874147907	0.368805467868348	0.284821698183771	0.549293910785604	0.172717940577374	0.761176941900901	0.351297775010402	0.707898971655692	0.540388535969471	0.539855453390405	0.64547177663332	0.69621535651827	0.550540042615977	0.480270315873126	0.282251200722762	0.904148924229732	0.230010109304771	0.584604012062453	0.0577215573822365
TLR4	0.62638996281019	0.686800974764941	0.729966424893122	1	0.23205963243416	0.465845839801292	0.454024368252028	0.335362597357133	0.614866013387268	0.49920922022765	0.692027847780636	0.102612591676169	0.492158200964317	0.0376912886134189	0.746416763816712	-0.115359709995102	0.626451158147873	0.45742991980703	0.545431655618963	0.371137377674719	0.189716422807335	-0.242692704743491	0.360058681037783	0.0723351409730877	0.0388010007536394	0.297897632409547	0.053307648115138	0.246829926043001	0.00281843002687875	0.744712204836337	0.208537241237402	0.674394470012194	0.041378524234353	0.325767031204773	0.588552336846768	0.539265842672651	0.628542646910432	0.193865907898512	0.638119172452143	0.295014625787025	0.573714399983422	0.177208989955011	0.539027042301388	0.675584943602464	-0.213381774595943	0.537482541918999	0.209941456109053	0.0562499433985629	0.231767820403507	0.137792246809938	0.681695037461754	0.155338384328503	0.563054935445528	0.157495502741492	0.236099364676936	0.606084014910961	0.607542545896496	-0.344548070940517	0.302525398572096	0.465565859497256	0.350609092701765	-0.125752259105363	0.358841309735348	0.404731102140831	0.407197844076697	-0.20780376070924	0.541568507741488	0.397863543311117	0.639532185610458	0.587359101998743	0.392433420495934	0.564450267204655	-0.052426845466277	0.494488427216678	-0.0785058135063779	0.344789515789418	0.541842797901912	0.751365443160514	0.577109454258219	0.458247520987693	0.393870240690033	0.516504936368575	0.250690564940743	-0.0292134772702674	0.690393821382638	0.44063397107956	0.487101044066855	0.495718064920811	0.334245494086009	0.405086718622226	-0.0185564943716151	0.17974291518175	0.395414086852519	0.284737030217674	0.227557484928864	0.419102905830497	0.00204185674731047	0.560399933652957	0.201407588915538	0.45110111932118	0.271454968098747	0.383279143068515	0.401869416128763	0.503327588823914	0.391286106672891	0.225692016197803	0.174165576812644	0.6865691817913	0.0597144526525154	0.281833128100895	-0.0158402602773838
GPR84	0.198036605535194	0.495992537074944	0.428903857510858	0.23205963243416	1	0.497885049277173	0.634448112607557	0.588649331526092	0.352826163718643	0.340762964113697	0.384628744770217	0.647324626425815	0.452308861785143	0.611148449281341	0.329069323754831	0.0312611448752725	0.148026142360444	0.418798349854212	0.487362023839401	0.469380561069297	0.370717601196592	0.527564299273458	0.309009392449567	0.74370273419005	-0.313996958411929	0.790688297899816	0.60992177392277	0.506331171446269	0.208578515915636	0.501459138544701	0.28833374021006	0.30547368025893	0.638581405097398	0.480946450202683	0.530721771756476	0.554025236889014	0.444992547992718	0.705380941996765	0.352060286785735	0.401041029213404	0.461598921913109	0.493830068306084	0.68010669721505	0.18864466034318	0.614847564722035	0.31021789871274	0.0158680250047362	-0.212698186319519	0.38003691384518	0.650636178915078	0.347992570741747	0.655731164055252	0.349075526888595	0.48952853999631	0.202574392987243	0.403254836410715	0.154352366422889	0.178434589920539	0.677697733829734	0.270455604619314	0.463359180150808	0.331956167391192	0.286281828980293	0.0103836547600317	0.224125002015614	-0.135942433004289	0.375385006289723	0.449343814419226	0.328447307624473	0.403998064875088	0.392869720023971	0.60535287728618	-0.189497456948559	0.287497843853142	0.235011744052215	0.6494879419136	0.320781599345145	0.372411161742521	0.478106626988604	0.354219642332794	0.380444786182998	0.310312105741418	0.447901030515132	-0.0745120566070024	0.265225613818585	0.658119593907841	0.229632430825457	0.546229412544467	0.71465430898982	0.150554905454487	0.71115970419878	0.258553722426574	0.386266646755457	0.2609760901454	0.0901533668386304	0.310132198763988	0.597491760324351	0.293233632481613	0.123086326577996	0.328373955096628	0.170066074779518	0.151158040189542	0.38133309579514	0.486438506222175	0.164860500627919	0.114973233819416	0.0125321084333096	0.40987866155067	0.176473034216059	0.20756322442304	0.0561583211176671
ITGB2	0.704264338086046	0.809593366194386	0.736545897223732	0.465845839801292	0.497885049277173	1	0.858776870443275	0.857590940506407	0.851695088173664	0.840634309709083	0.700548983539876	0.577128608070091	0.874768562184064	0.661832414045145	0.760322055563809	0.310430659706679	0.594263818512416	0.829473540244893	0.764269811077686	0.768403264407337	0.767018730825881	0.181767584895434	0.728548612261866	0.41543552076182	0.187057599090908	0.450247396212068	0.484986180357505	0.526526903681834	0.491663441818315	0.717923971675481	0.771683831951097	0.641543210520716	0.442918189106712	0.801386405388233	0.53290318456523	0.888804809373332	0.848599121500459	0.367493877595818	0.674360129124145	0.653589046611983	0.833887855761712	0.600517481006376	0.633813769434202	0.715584848832208	0.27306399384943	0.724061361116482	0.551346532627006	0.412243659700471	0.3288755123659	0.705629705673821	0.74237082209841	0.549101875448327	0.796919539019651	0.550946553308136	0.638016706555664	0.485242309633626	0.625103265654376	0.256219924035083	0.686646876245626	0.741967014751281	0.764343235939241	0.257878898013433	0.541331872976627	0.611862866469588	0.650330341685906	-0.0515222212586846	0.730228162358401	0.644390978131499	0.767078779198186	0.577627532880928	0.753270672313199	0.714261358340592	0.0922202735827118	0.774943662146819	0.495142089737102	0.621594517596684	0.799823459125589	0.569409924385103	0.823519189435574	0.713876050830946	0.685905826332012	0.628763147613945	0.479449797480924	0.337994768312154	0.606343906267385	0.700530878044387	0.460617672934516	0.632380514363758	0.627925025765902	0.674536245067793	0.237585743780194	0.60248124640437	0.580005333504867	0.562502294341207	0.109998609583505	0.477065634040165	0.398020516535106	0.589282994762444	0.631877684413669	0.709033498501599	0.711781888219945	0.550846874681612	0.753209743139367	0.66489432657615	0.684178939982079	0.618727852005705	0.572016520797855	0.761620523529548	0.398890690001815	0.689972842280183	0.180052474786784
C3AR1	0.577929570700476	0.776604210795191	0.652386210373458	0.454024368252028	0.634448112607557	0.858776870443275	1	0.903170348865527	0.782306534294737	0.71811437400378	0.620782629677871	0.709950445175673	0.787369058466454	0.723071745068852	0.690626784684874	0.330753587475907	0.459787391386447	0.777598934851595	0.694755122699306	0.637346013368937	0.63806141782647	0.357346809705422	0.659855707386581	0.558019774982138	0.0535054360996774	0.563831490118951	0.5308524745127	0.580257997618554	0.433636831283132	0.676802860919437	0.644567385015222	0.516250090232785	0.489685148851659	0.815155163245593	0.575813057869505	0.836237326596371	0.797872598584669	0.509597781780161	0.548560483530247	0.63093705549106	0.756200368283741	0.673538183307188	0.687320990174887	0.570220707147295	0.402586404631765	0.661682933657533	0.445419456692418	0.189189803963431	0.232559114637272	0.719330960306119	0.698985231957333	0.603100799513474	0.703033956105278	0.495333567483753	0.468385762626123	0.494780559664921	0.46595021654849	0.198471328094884	0.684001739092671	0.572837791216213	0.698940170615501	0.402326666582532	0.521283416269862	0.426230758459459	0.534909848352242	-0.0805285037920918	0.703432257478115	0.712461529997943	0.648074647344489	0.55157945402578	0.693501568551286	0.702314716025734	0.00903195670317593	0.636638451663063	0.425697902318198	0.708108982420598	0.649186809989553	0.524770307053214	0.742036893447182	0.591097395354274	0.532184203253947	0.499075408364292	0.561065226654746	0.280749859332628	0.479655179501304	0.710548766293963	0.3163165850777	0.686137487270708	0.591867853404492	0.486602841587152	0.383386619392672	0.427125304381115	0.49954430514878	0.432319180944377	0.0192648273258933	0.386941615185351	0.452709088303184	0.431149026457656	0.468197348543118	0.550695596898167	0.512436333758275	0.35735210173684	0.639411166403183	0.611923650531356	0.528565979366956	0.424696311358924	0.420380453654205	0.687448541058472	0.260806027490098	0.482261408158665	0.0750955518174893
TREM2	0.5519664725567	0.698229309730911	0.600186574433588	0.335362597357133	0.588649331526092	0.857590940506407	0.903170348865527	1	0.774591417755585	0.755239508903054	0.570963360348811	0.768927761497592	0.791867956392106	0.778964329381877	0.620443292308479	0.43979225692567	0.369733696497705	0.78479042921004	0.671351153289098	0.656888955235206	0.688704185454551	0.443237833668663	0.652039466306494	0.57257942446012	0.122783161458833	0.466650560325165	0.521781748579198	0.559237269027585	0.52729080900966	0.544346169929061	0.659315243740693	0.432914380110446	0.437993373102009	0.873010704380053	0.470633693987182	0.799095296926805	0.800803395561237	0.50679143119872	0.468585623016584	0.595836961365751	0.72118007616084	0.793159727064889	0.674901929851627	0.524025479983171	0.463115589653778	0.628247426676115	0.528303071606292	0.260223015424217	0.150958631203498	0.777081182721229	0.641113924672183	0.6920846415849	0.713470395537948	0.450813312224187	0.473953870674025	0.359848351395464	0.387035234811855	0.33235226274276	0.629868197114142	0.538330819189125	0.667486126288476	0.407398305525541	0.571798526354807	0.441634894442201	0.469436914652815	-0.0657620807564151	0.631100722909638	0.660146416691431	0.606375511326658	0.494577466413138	0.6104061282412	0.653484904644504	-0.00476716392364902	0.606841896287402	0.540934563683874	0.69791716105693	0.608880356989674	0.445330561338727	0.684213521676334	0.597064596323621	0.46464849183664	0.420790395132896	0.554701365316343	0.384977053419628	0.37180931535451	0.705458238502939	0.299557884876225	0.61265139905294	0.561486690543476	0.470080502117988	0.358544801788473	0.46280730739772	0.471842724118459	0.456250445115556	-0.0149084569962303	0.36392397590594	0.479639736125154	0.356888372718543	0.545726967969797	0.494366937560009	0.565661615058974	0.337505611902648	0.627370133128906	0.515250624859712	0.491732710540193	0.428143219104511	0.469909361420767	0.592288357172988	0.295448511586919	0.482320298859632	0.102643720786913
LAIR1	0.892413555927739	0.823674776252348	0.813650332322214	0.614866013387268	0.352826163718643	0.851695088173664	0.782306534294737	0.774591417755585	1	0.877535481707274	0.793014726206707	0.390467289073052	0.898034167809455	0.486186984848056	0.897358539486447	0.344652967339806	0.742916759907827	0.883625133353866	0.679082970639224	0.583797708828354	0.630931692971341	0.0376375355391422	0.70667289316226	0.215005034739601	0.331718357067464	0.294083738489351	0.22682810132784	0.332847835446249	0.467102571043002	0.75001783713793	0.739062499919185	0.730229555063013	0.18557778260783	0.825605067190219	0.399651671556653	0.808608718868157	0.909791847211086	0.141527124307931	0.720894031024744	0.61631999168478	0.866024569048502	0.528172173628778	0.585951003504207	0.886639420925581	-0.0157567402888671	0.820315557122372	0.678291921159743	0.407327548399248	0.0915040223922677	0.468345394304129	0.875520692742436	0.459529711902506	0.812457275996497	0.26805909319927	0.608235338081977	0.362326997576543	0.686835922360877	0.0878588672834594	0.49754710727463	0.782098345748565	0.654720043843856	0.203165310779326	0.630864196807838	0.7694877783335	0.667975135368967	-0.176517944953325	0.825981825740847	0.672068362655167	0.857505304049215	0.582453751259468	0.689500910371068	0.590060434549386	0.0529757428723703	0.773724299119352	0.26209587163811	0.465769662940916	0.804777856637294	0.700920311519645	0.788831325181167	0.718954522724751	0.555981787549058	0.558991866692154	0.355966779987158	0.32147593411783	0.691301775210201	0.518465664769387	0.412615769952415	0.562448812999778	0.460959348061194	0.697879756981744	-0.0240993779537067	0.456900918233721	0.454987528646859	0.400038784879216	0.0895528722193516	0.428644380368212	0.0508874484038776	0.52003656597607	0.655017341477153	0.66228636787321	0.721931382734473	0.53083058764511	0.686990754737763	0.614271071961445	0.723147497163726	0.598826708197194	0.547748984754103	0.769099101383801	0.230321930259367	0.648588402105096	0.043700514488369
CD33	0.842966757079593	0.77599405132122	0.751124395429716	0.49920922022765	0.340762964113697	0.840634309709083	0.71811437400378	0.755239508903054	0.877535481707274	1	0.787298955597759	0.320653684505705	0.880607477086468	0.447739103163128	0.822544745834303	0.285197211370478	0.711801115199615	0.860984177889112	0.673964816511632	0.688103812981424	0.570703513404567	0.00379777883273234	0.607399657752532	0.215448904894962	0.260772243566669	0.23959791034678	0.2583644469635	0.336949453993125	0.372231135314015	0.653823180482229	0.709612292209923	0.728049671617879	0.191651952602825	0.785002386980561	0.424235324425645	0.775995713858113	0.882466028212743	0.205106808419705	0.714537423312541	0.620304127147559	0.870360959103866	0.529541252734103	0.561121944829143	0.809005967440756	-0.0216309696818907	0.732407847055458	0.631774152852771	0.471124632686147	0.186169199172301	0.512199716085674	0.810859193715332	0.46765386003093	0.808047560719966	0.254995220624337	0.752417624519579	0.359123457901969	0.626760450169728	0.0567973782432735	0.497628857540122	0.790957735980379	0.717711234184076	0.113565228566799	0.579811015261366	0.770843068522173	0.67487931096004	-0.20662509724493	0.770421830509163	0.597775989627353	0.854311095637705	0.57718566160528	0.636137949330118	0.616319051253675	0.0869148588793058	0.796929337467153	0.333751538490297	0.447369017322759	0.81166753339371	0.649428438131396	0.791838186697325	0.769394628759752	0.618485495317203	0.590751778186308	0.301593883196408	0.235671585777862	0.659642892752504	0.554301294692865	0.510304017388767	0.495392582408065	0.465487587546919	0.763803530621985	-0.0249495234193342	0.500450010946276	0.561643091313919	0.444776355258348	0.113045759898251	0.415588482442547	0.115437426725745	0.558549681867401	0.703957957192855	0.726048741101833	0.810881235536855	0.562657704359642	0.713932092302715	0.47117039593348	0.689629590437835	0.738155432548069	0.531836061798768	0.735034284944151	0.255415708869793	0.753964864528438	0.0546765397335033
