""	CD93	CD68	CCR1	TLR4	GPR84	ITGB2	C3AR1	TREM2	LAIR1	CD33	NRP1	PLXDC2	CD4	HAVCR2	CD163	VSIR	LILRB2	LILRB1	LRP1	ITGB1	TLR1	RHBDF2	TNFRSF1B	TFRC	HLA.DPB1	PLAUR	ADRB2	SCARB1	PTGER4	C5AR1	PTPRC	ITGAM	ITGAX	FPR1	ABCA1	CD81	ADORA3	TMIGD3	CD44	CD46	ENG	AXL	MERTK	IL2RA	SORL1	TLR2	CD74	SIGIRR	SDC2	ITGAV	STAB1	UNC5B	TNFRSF1A	SORT1	C1QBP	GPNMB	TNFRSF14	CD69	IL6R	CD47	PTPRJ	ADGRE2	ADCY7	ITGA4	CD40	CXCR4	ALOX5	TRPM2	ITGB5	PLXND1	SLC1A5	ST14	PECAM1	CD63	ITGA6	TSPAN14	CANX	FPR3	APLP2	PLXNB2	ITGA5	IGF2R	TLR7	KCNQ3	THBD	SIRPA	NOTCH2	PILRA	NRP2	TRADD	CCRL2	LPP	NCSTN	CD9	TREM1	SDC3	RAMP1	CD82	RACK1	MCFD2	RPSA	EDNRB	LRP10	RXRA	SMAP1	ATP5F1B	CADM1	LAMP1	PTPRA	NCL	PTPRZ1
PLAUR	0.159589805176081	0.567682637257524	0.455731793020483	0.297897632409547	0.790688297899816	0.450247396212068	0.563831490118951	0.466650560325165	0.294083738489351	0.23959791034678	0.371153025195015	0.556312149830276	0.330032494593824	0.524695413577029	0.316007937230782	-0.16058980785043	0.122403622187529	0.322443001210284	0.517165009037116	0.441783069863831	0.360189929078882	0.333235146331603	0.218272254280426	0.659461401173362	-0.44413358749596	1	0.60363031806896	0.456408936706719	0.220412913271461	0.58211872876758	0.11258656859561	0.348993074026959	0.717620912222307	0.353314677468215	0.621575961098744	0.517702272918432	0.371771447078699	0.733094755509379	0.440288473374646	0.245499180183489	0.412005575499528	0.348249509188205	0.562791774472996	0.152302118072274	0.457183500244775	0.276543028403698	-0.19461649316733	-0.233185060982442	0.514907039738493	0.541362107620516	0.279952875794746	0.445143473530979	0.277080545382041	0.395951328053849	0.148865392522761	0.600955313298375	0.229574599344226	0.0501735236780263	0.741373578589622	0.241713853285368	0.419923519439529	0.22068505445674	0.0522347862303107	-0.128860052037501	0.322649028695115	-0.209563477139683	0.374193085853371	0.306380280258557	0.25346194275018	0.295075111823552	0.446336739508942	0.617707001727696	-0.199864720089824	0.300796687816806	0.100878577613127	0.572995513183649	0.333204817645811	0.294326866161964	0.487668295229541	0.245155395567072	0.418825219455374	0.422369205517032	0.362440443277482	-0.188347853356344	0.408979115101112	0.639999934239431	0.18674935456908	0.599826075089866	0.709194079571739	0.150649874382184	0.811229873424917	0.186751117498609	0.409828531803437	0.201269645398606	0.386067929371137	0.220271364930881	0.604827760899166	0.422224884394731	-0.0106580883053839	0.338104034018546	0.0675850344833613	0.175432591120849	0.395909260649101	0.55307411269049	0.126907152477011	0.0602397715660852	-0.0982031134260498	0.49796261045876	0.13026600489437	0.192893247077578	0.0417106837733263
ADRB2	0.00653343802182983	0.340819271724303	0.269044102458662	0.053307648115138	0.60992177392277	0.484986180357505	0.5308524745127	0.521781748579198	0.22682810132784	0.2583644469635	0.164971153236545	0.663152117593774	0.347563490014216	0.694650341936754	0.148562246583108	0.172056047248357	-0.0664944957479164	0.349079632682387	0.424574645202996	0.370427187174963	0.506342426228538	0.527240154731191	0.237300724420493	0.668001879472604	-0.216768819651155	0.60363031806896	1	0.419726059929409	0.384188215877021	0.247003378579396	0.334908898836629	0.133093102232925	0.698206326886007	0.428984893142488	0.428271829740652	0.456592289195762	0.342654464009213	0.58632481329703	0.154499117597124	0.325991126206697	0.285405964313729	0.486360927752664	0.41270047856776	0.0574537551613548	0.668942043394608	0.205858905807223	0.0514623894808785	-0.0297951599746021	0.338970220710556	0.589179945058722	0.143285119984881	0.499777352235375	0.260683097310093	0.446603427691465	0.153701227676836	0.351603777218203	0.113298616748829	0.328833662073568	0.67832472982298	0.179181929711419	0.444191091702426	0.35252857088975	0.145002975905734	-0.0723838701097298	0.275259800380898	0.0284247522600309	0.292955152785336	0.233066791237909	0.172133240885159	0.190558752617551	0.387695578161431	0.403402597694111	-0.0494954935377199	0.209208777823346	0.365307547450169	0.518019435588284	0.213990961863468	0.0710126713784462	0.345640243632174	0.214105400627041	0.270608469316408	0.286577867104822	0.436001559507066	0.0896689940586515	0.0726222644652566	0.507238414664489	0.0583486206104632	0.535401244626708	0.595575511151387	0.140655369111134	0.612656690163119	0.241016117855187	0.292569060171818	0.181942462647101	-0.0212120953142188	0.129897174153691	0.573799265383425	0.149816276948287	0.121450476525811	0.235459504135579	0.129165498763981	0.130600879740247	0.417377393833166	0.313562906077237	0.127061737978423	0.100144570550692	0.0550952374476813	0.294904432932283	0.223315696000047	0.162543174921201	0.103513765796863
SCARB1	0.121079347282536	0.387245721206821	0.221899342607908	0.246829926043001	0.506331171446269	0.526526903681834	0.580257997618554	0.559237269027585	0.332847835446249	0.336949453993125	0.269491925560134	0.624084027094647	0.467630298907951	0.538285180319027	0.265408051851697	0.200807342200521	0.119359864401677	0.336060771804655	0.531471947338187	0.586878354670177	0.359614067854128	0.382230626067189	0.42070699461848	0.512451756803049	-0.0743158045163929	0.456408936706719	0.419726059929409	1	0.226996554923092	0.375248473058242	0.339116717413292	0.114504361534292	0.3517043463753	0.39672745593181	0.507087633510607	0.554824280347051	0.410575134691929	0.452984710643521	0.270132077025522	0.560416788823368	0.40793958571233	0.549858095599295	0.611092916855461	0.116145588928527	0.499113737899732	0.356863094372224	0.163977989172875	0.0285686826129658	0.393063567440377	0.720288786926329	0.28885144092345	0.540070463814737	0.469478831299216	0.599261913911611	0.311048275715315	0.351953418538839	0.221525382789636	0.157271421754891	0.488250898483298	0.254692897215539	0.461762344281003	0.399396003145966	0.27358563841511	0.0881712327042246	0.129643396560237	0.119448311965227	0.252578737979039	0.491231830207828	0.316739642352127	0.5075448010792	0.404719940074668	0.537995982634506	0.0859938667050455	0.398917739202648	0.414022615168272	0.607084395134904	0.377776671214871	0.211147182641548	0.453044037713333	0.279970828873292	0.29991514752291	0.270997452733641	0.35233829506189	0.175244073680229	0.0722833403369481	0.6250562522663	0.357949089003574	0.510627673559673	0.526554026325835	0.216804671181711	0.455643791586073	0.508285054907201	0.433277762367316	0.573389190760548	-0.071270332738983	0.476502506445456	0.645456544101924	0.220396809631519	0.322523190168308	0.359548977934009	0.266772145500601	0.288210697593094	0.495077379153798	0.428218950679208	0.329865885837254	0.277224154438856	0.389738691339688	0.344828794120222	0.470085230580168	0.294521168290023	0.392257548984698
PTGER4	0.304037235836622	0.277363428462112	0.218598400291866	0.00281843002687875	0.208578515915636	0.491663441818315	0.433636831283132	0.52729080900966	0.467102571043002	0.372231135314015	0.13319407757077	0.565861324400912	0.462177031808694	0.60543914994564	0.217360849439035	0.52056194188668	0.0587409580914353	0.490386394183595	0.250073080707676	0.298352284471901	0.594686572886446	0.405749876583834	0.49871259053426	0.301538151717647	0.392371193392214	0.220412913271461	0.384188215877021	0.226996554923092	1	0.162957552565912	0.598381103150839	0.0802158369596578	0.189439296783983	0.548074059584317	0.00197703742079872	0.43026248788861	0.395927317291585	0.113711046969223	0.11910890114891	0.261432663345958	0.323285525318143	0.578463282122299	0.197575365193697	0.263444418629661	0.275487005335416	0.322747734857147	0.566361445739595	0.421226605940279	-0.140597392219389	0.389092675279159	0.238009734978963	0.376158567652555	0.385320939568997	0.145473430878742	0.285130788756366	-0.0139881231057113	0.280741602044803	0.639098954873325	0.386772964897191	0.287169905483669	0.362581444369659	0.366956757291123	0.378983072168074	0.332809072958158	0.35521516825241	0.222241962857433	0.293066638865353	0.278038516029606	0.200178723451118	0.138146006599671	0.453569592334556	0.184003459845317	0.264284064644664	0.265087734172449	0.476501748264768	0.300599841731498	0.294367409430685	-0.00812709644478531	0.232039664216647	0.245786114618689	0.186430472317091	0.0980777803382526	0.40276309149973	0.432605933788302	0.0540705298387645	0.115061199992468	-0.0184888232589907	0.304584813617492	0.271150140929476	0.310604235641694	0.244172537884218	0.279803851296794	0.0371353431309785	0.122283122895066	-0.168023695252437	-0.011737341102336	0.0950967181414993	0.00935894400764183	0.530048466000979	0.219310744036417	0.449228249863446	0.0878358097051118	0.413012034286893	0.254103175092117	0.364890363273758	0.275218515580162	0.434689119094072	0.178151264552772	0.130560486681669	0.291125711314035	-0.0381872608889681
C5AR1	0.754961290019765	0.875314847382407	0.828099041052704	0.744712204836337	0.501459138544701	0.717923971675481	0.676802860919437	0.544346169929061	0.75001783713793	0.653823180482229	0.799302448803595	0.268532545964186	0.70395302251077	0.291208577428864	0.841574388568673	-0.0645493754071185	0.739807072964807	0.673147004745142	0.75945935972253	0.630561878603748	0.424664925122528	-0.0915105713964698	0.611556350800309	0.259483913127959	-0.0305382949944269	0.58211872876758	0.247003378579396	0.375248473058242	0.162957552565912	1	0.412051576082028	0.815440220485539	0.347035566521298	0.543261548711347	0.688757739234467	0.772664035859717	0.740112685544684	0.321087513317623	0.864976706681112	0.500646917281823	0.768038745318808	0.240640818403973	0.695012290092079	0.750832974181014	-0.0265211460935295	0.675660274098352	0.254639091295597	0.112267984068045	0.471008655265566	0.409545592208035	0.794048919741204	0.294425178875882	0.687561922474828	0.402254408247389	0.4415249673429	0.674599314167761	0.695586103160045	-0.193491938050074	0.57654180480145	0.669566004419511	0.593160128723543	0.00208580355169921	0.420707135033249	0.50111305585356	0.540715778123261	-0.27789262496482	0.768396444356669	0.612086074849316	0.795165955278505	0.618053436631546	0.570731877018573	0.724669657667775	-0.0892283512392182	0.706929161497887	0.0542728086106058	0.503482679863723	0.784553947223345	0.79539201554105	0.832242497762652	0.635540816223552	0.670423515819777	0.687561844453642	0.319580205484522	0.0456817518926809	0.847421854285945	0.658028315132125	0.571430766644637	0.597355452927025	0.559872313818101	0.556727667926715	0.196974006931292	0.43392135548996	0.599126899705894	0.485529333886345	0.399855380704372	0.524445070338241	0.250167948725157	0.711220181416466	0.361584779766288	0.705931732907126	0.461187135016925	0.534942248122312	0.610092351633613	0.755559892885383	0.600870054692546	0.411240235293956	0.330412960615532	0.844401473651419	0.237633621000317	0.523491202991187	0.114142328651755
PTPRC	0.626793748626463	0.493296838034461	0.443456777737826	0.208537241237402	0.28833374021006	0.771683831951097	0.644567385015222	0.659315243740693	0.739062499919185	0.709612292209923	0.43859276818382	0.449377069013186	0.778311411469128	0.616653036086161	0.53333855478046	0.565203264645055	0.459079803851273	0.777189747041125	0.441062731749621	0.596021464895375	0.649750611994393	0.221154099215716	0.739338525906559	0.216929143254679	0.560365511018869	0.11258656859561	0.334908898836629	0.339116717413292	0.598381103150839	0.412051576082028	1	0.367305052917559	0.210252599229006	0.768581434629789	0.156727620385231	0.650440579243409	0.661350422235128	-0.0142583765107754	0.412100533008656	0.704071500844716	0.6707050302275	0.551801171416149	0.352308345415172	0.63011540417958	0.209627745994739	0.572459406434268	0.80816257112787	0.661925303654681	0.0798982507839921	0.513080251271549	0.538260109358596	0.513900004454967	0.681473868612014	0.385816985427088	0.672030976161975	0.0485998995393326	0.48792691651512	0.513828558070213	0.486129523946932	0.713917391525311	0.585699688624603	0.412719047576725	0.641212589111242	0.762706050518631	0.588509999503445	0.291581896392769	0.587226666639476	0.475064123414902	0.588462793405369	0.420840607621073	0.635977373449477	0.343985707918662	0.429407351082598	0.649154250236378	0.579340435671356	0.43608926604383	0.632060805634896	0.343947768740342	0.586623430701446	0.598316585316806	0.507396519761143	0.371545680299188	0.307068969020493	0.449755860380306	0.331513281851831	0.373077264035106	0.279610394968004	0.356532534739805	0.36353198984268	0.644478742882989	-0.00284707250590758	0.580533420223844	0.362433849142986	0.41975611966492	-0.119298998697535	0.304650524898771	0.0816199288505586	0.288709610867481	0.825771315092772	0.580732859229085	0.816277552680686	0.468849884945252	0.655064871247063	0.445861803176368	0.744605344790112	0.689084213618833	0.713197921298987	0.460692534652046	0.397744587509875	0.692389061058666	0.148566991514579
ITGAM	0.834897051576966	0.823159988091482	0.89189454980405	0.674394470012194	0.30547368025893	0.641543210520716	0.516250090232785	0.432914380110446	0.730229555063013	0.728049671617879	0.888422653952889	0.00253120237329782	0.703676392053492	0.169685505304269	0.874792030720211	-0.21661057440322	0.801651291870374	0.636660639685511	0.724837783433799	0.564176982397736	0.394707797386433	-0.28713911479359	0.391639144411107	0.113915718139423	-0.0615818095211448	0.348993074026959	0.133093102232925	0.114504361534292	0.0802158369596578	0.815440220485539	0.367305052917559	1	0.299458183214046	0.459200196653412	0.537065761010226	0.69993492194572	0.725923083845605	0.210433278903275	0.896193223021287	0.432686830146022	0.797062162087459	0.0957926629295548	0.544302620302491	0.807050684075472	-0.223797972294629	0.677257872062844	0.218931999356108	0.190738021597994	0.359520914547185	0.278983260944684	0.837483694269165	0.215690054711485	0.669067188087391	0.231974237964174	0.579277265972023	0.574044994610369	0.681745145153538	-0.302055144485641	0.440961990101369	0.740402274814106	0.628100919957628	-0.192103767405945	0.308954257151147	0.599200970699281	0.655075947650236	-0.497519669011003	0.801346129052528	0.523348207496422	0.847220956680665	0.581570374598206	0.54629651940198	0.632386313321771	-0.139512130280089	0.734303777569855	0.00326748788747784	0.31143480145882	0.819350989604395	0.828733400891357	0.807730716172837	0.727837089444594	0.737878449768168	0.760442449331267	0.115120077676245	-0.0813828984079511	0.90926401492377	0.545435405765349	0.575562820725434	0.399173950362558	0.536069990628393	0.662710690952417	-0.0255315182532288	0.419502100706492	0.637495741128326	0.382045287347031	0.411344263302571	0.519609873924605	0.0671727910816393	0.754622660400376	0.341111084955116	0.751873403413128	0.558653001960143	0.602537180659963	0.573483971982438	0.65086086238617	0.601574085679559	0.554659638673893	0.243457629244043	0.851540213914327	0.208463322750226	0.647824405669088	0.0849637413071884
ITGAX	0.0486248773675604	0.436753583780642	0.375933491969789	0.041378524234353	0.638581405097398	0.442918189106712	0.489685148851659	0.437993373102009	0.18557778260783	0.191651952602825	0.305820602162037	0.501959402561263	0.329512920936144	0.678865178747594	0.226172373571839	-0.176778019098949	-0.00172786847725857	0.269849973925984	0.550260237115529	0.440718527439992	0.466085781410017	0.409805274211523	0.118839539765986	0.702686766515654	-0.469144008014734	0.717620912222307	0.698206326886007	0.3517043463753	0.189439296783983	0.347035566521298	0.210252599229006	0.299458183214046	1	0.333899849578443	0.500964662706321	0.501120028833914	0.278742234112343	0.660502858831756	0.329478866222788	0.325668330617159	0.351130375223154	0.239196293153321	0.426000106265892	0.0910462158326722	0.607252914687201	0.275657706643504	-0.225254395438578	-0.171185818962933	0.508067111932259	0.603298538396376	0.226353664077012	0.436703637249787	0.261434239606617	0.537781829641947	0.195039327518032	0.482414296849441	0.130244440054422	0.178165079780735	0.718775922429201	0.228899604377843	0.5063350192593	0.219856623331813	-0.0087123704060386	-0.126761797796543	0.381071115222469	-0.234390918694998	0.396133889598963	0.22134520232247	0.200154070522052	0.168995616150652	0.426494387296786	0.462601707462884	-0.1555072185242	0.302438812420519	0.329797467341791	0.502888324262807	0.31399000745232	0.196971827270537	0.458397605014854	0.250327184464818	0.435163715136684	0.498851039443091	0.26528718553111	-0.169471012793867	0.247372913043073	0.640539601478243	0.117567979804774	0.497892268503625	0.748344449829253	0.190066164793686	0.666499062465357	0.354533315376916	0.44399256658092	0.239241502716598	0.259806923467787	0.303470413512387	0.637558519193757	0.351289680777744	-0.0336204795539398	0.361882160730458	0.0948157474435545	0.293144447097219	0.394175768846041	0.527499925340175	0.199552103750592	0.125321202554902	-0.0568457064020162	0.452910832616398	0.345561186990703	0.239615988149858	0.243747111443892
FPR1	0.658488880130166	0.616111314870903	0.569790151726422	0.325767031204773	0.480946450202683	0.801386405388233	0.815155163245593	0.873010704380053	0.825605067190219	0.785002386980561	0.542830521174821	0.63511922094308	0.844476581264312	0.687954539435048	0.646377369093532	0.527141278785842	0.465827145743249	0.870253925755011	0.599787574005466	0.57047393842244	0.662999497973803	0.387061845651392	0.734234078382281	0.416305702615576	0.275053450621007	0.353314677468215	0.428984893142488	0.39672745593181	0.548074059584317	0.543261548711347	0.768581434629789	0.459200196653412	0.333899849578443	1	0.300160880277955	0.743686970864836	0.787571009721311	0.243988662638185	0.501215401602661	0.613967620293577	0.711742880444701	0.685317101675052	0.562053480154479	0.630129061000726	0.277650188201722	0.643690494532867	0.673572752309074	0.350981071982597	0.0586545327593506	0.624404844724091	0.663599662316662	0.646672882554647	0.733931437242785	0.323980830315992	0.536172552179858	0.169842319901737	0.403636201803323	0.353603849613131	0.560179282572561	0.623841720289647	0.652574963244025	0.468142482140754	0.687325542882961	0.611481797514903	0.519375530353232	-0.0290773813980322	0.7124626953403	0.606603560166783	0.638792031236692	0.408985947108791	0.580963648238639	0.4760158908366	0.0803626832089651	0.630637154320647	0.47714877863534	0.536376385311555	0.654713645524705	0.43178358979551	0.684549966312691	0.639472762065988	0.436409859513291	0.422313552080825	0.381106195214865	0.401063191197346	0.41644239618734	0.520922216573928	0.281274799034382	0.547766594415924	0.455828509858854	0.512546235171227	0.186550355545472	0.475892222957135	0.412645824167211	0.368896036743556	0.020166916068591	0.339232295035756	0.200921603759028	0.312968526786092	0.650501384573313	0.520491749262422	0.651841411274625	0.433387121687249	0.62287173131234	0.437923818480952	0.625107041079318	0.510814114608126	0.513329114680249	0.551988846380909	0.266593677169234	0.559262466546238	0.099611095939422
ABCA1	0.346056117051682	0.769454276474176	0.659637363625877	0.588552336846768	0.530721771756476	0.53290318456523	0.575813057869505	0.470633693987182	0.399651671556653	0.424235324425645	0.656663256132046	0.325181731807139	0.445832884626844	0.325097914861265	0.57645718222674	-0.314654504785169	0.357428970008775	0.365778871712397	0.779916460778062	0.667732804420429	0.240082098753316	-0.00387658126942943	0.300632357027477	0.47086915615255	-0.374777624034208	0.621575961098744	0.428271829740652	0.507087633510607	0.00197703742079872	0.688757739234467	0.156727620385231	0.537065761010226	0.500964662706321	0.300160880277955	1	0.709706156950214	0.587962979741123	0.661831084178896	0.635140123547648	0.473339101536498	0.579701326089876	0.329566412800421	0.65538453793893	0.422520573492209	0.224730325772041	0.431379542584004	-0.102702043096678	-0.0794486929018541	0.663390238660798	0.542070203239235	0.533281225916868	0.303086470917717	0.567386514131656	0.494123911475133	0.271871293063441	0.9017126882305	0.54513338924441	-0.250255192258999	0.613637883160672	0.402430260197013	0.56590363274273	-0.094518369677644	0.133788430068047	0.071739775631459	0.406887932341886	-0.209733105835002	0.458378682381251	0.382174428839036	0.550748034564246	0.595222251978119	0.449183976760047	0.766508203238131	-0.0956573877979329	0.592455843027829	0.184299912797971	0.584938231275069	0.584855315541397	0.609647735009292	0.720275882780413	0.461264987766581	0.546699994868265	0.687422104160994	0.44839956600835	-0.26329754950009	0.54102719987368	0.749375488713072	0.546597625872609	0.68734812005482	0.68393094823559	0.389737209236746	0.404213601593468	0.378142692664759	0.681432406141983	0.52451168088115	0.322620086902828	0.616060758954018	0.614865701491425	0.707883941872835	0.0809347589027229	0.60850235098745	0.191932685846464	0.471031496100729	0.585815172903292	0.601776099652207	0.310137823783325	0.235454193317449	0.222908254759327	0.784876595272951	0.383701799625497	0.32012967258422	0.290940344813492
CD81	0.711748781282342	0.869841905153484	0.816814662817546	0.539265842672651	0.554025236889014	0.888804809373332	0.836237326596371	0.799095296926805	0.808608718868157	0.775995713858113	0.802678064612929	0.551035861475676	0.882323073648279	0.620946689035914	0.820163623617464	0.116422627198403	0.58484965822926	0.79997144797283	0.906320670501906	0.82396698504225	0.620533721386637	0.204405092829617	0.645132128809438	0.517392421120974	-0.00348206486344448	0.517702272918432	0.456592289195762	0.554824280347051	0.43026248788861	0.772664035859717	0.650440579243409	0.69993492194572	0.501120028833914	0.743686970864836	0.709706156950214	1	0.85779070228288	0.476911164604159	0.765646862118398	0.692936349843107	0.877309171531617	0.553561882070421	0.746415033605141	0.713860332804657	0.283091591644598	0.709793121570075	0.400289756602498	0.250900423825093	0.426375951865332	0.741997270372137	0.827179194307053	0.580258272240991	0.862573798526178	0.620495075743773	0.634805814921085	0.607537512313135	0.639381624810484	0.114565581862491	0.739404331845085	0.732004223662014	0.814222725639869	0.205376111282305	0.490781017680585	0.520519659969425	0.63827222691398	-0.183057422220315	0.770035989442693	0.686633676604611	0.814331879667292	0.703803250958066	0.758527603740478	0.804552657168117	0.0556066359182195	0.825526116533565	0.46436550086885	0.665820141802552	0.852546862236438	0.685705021157427	0.908373138784799	0.772131053456022	0.747354753491863	0.75007298801539	0.485899196024918	0.158425234821261	0.644509501110291	0.77193156339652	0.522046742747428	0.659889375142951	0.76084789355607	0.644479594391934	0.281270194653702	0.685206563009999	0.712671138787919	0.631443615786274	0.118117659045602	0.706267760420175	0.478779489446355	0.68361610987476	0.518372209290041	0.79786778953794	0.626379308823734	0.630391456574765	0.783949265533532	0.767692925505259	0.67506214651902	0.587685925264328	0.570133929718538	0.861657338745427	0.531516706542241	0.690325881863568	0.352193578747953
ADORA3	0.817130681906558	0.856963352850376	0.853253050403937	0.628542646910432	0.444992547992718	0.848599121500459	0.797872598584669	0.800803395561237	0.909791847211086	0.882466028212743	0.825411500340517	0.449763781195879	0.870528374735066	0.527763043800567	0.879232105292509	0.202191965940859	0.636671425285496	0.824355113126198	0.762819430310411	0.674656754063713	0.576431683165627	0.0499538027889082	0.629534483019684	0.323300594222211	0.190227821255225	0.371771447078699	0.342654464009213	0.410575134691929	0.395927317291585	0.740112685544684	0.661350422235128	0.725923083845605	0.278742234112343	0.787571009721311	0.587962979741123	0.85779070228288	1	0.347833452709278	0.716181252267718	0.628879108301408	0.863735789090925	0.620518310504137	0.662358377507728	0.839636715790139	0.104481430991335	0.749843018835995	0.57236465840072	0.355627084956311	0.217859264073037	0.533331343937292	0.8472758545024	0.508885301416228	0.847181326441654	0.317195098116628	0.572032810785995	0.53226025208862	0.673075991136444	0.053093347734787	0.550986195993684	0.757810794682371	0.712313411382581	0.12220772418373	0.607457130671321	0.657864958556837	0.645596355189122	-0.15993505466384	0.767730230511988	0.622050429632542	0.85308704007896	0.654028361594677	0.627516283982433	0.732244715097992	0.00870348116406283	0.759163277459787	0.32726265588667	0.545167847363436	0.784033419686083	0.72792624839646	0.816019476846334	0.738770131870369	0.554956982366778	0.634466269411422	0.428290028057774	0.181472858105329	0.678895478101207	0.637531374788745	0.485906843757659	0.681101774970848	0.558112429051404	0.669932237771188	0.128509682302151	0.459497773843779	0.585659198825762	0.43384641241824	0.06273489450575	0.499512973200423	0.233534565265139	0.600282680851635	0.577243342064912	0.676516026603929	0.669115737750236	0.541510841504187	0.754973524491457	0.572194189587609	0.62264329063368	0.554936642009241	0.497722460608039	0.813687772589577	0.282944156081089	0.61057316490281	0.082954474368731
TMIGD3	-0.00535779891163658	0.457474803205349	0.380052588148001	0.193865907898512	0.705380941996765	0.367493877595818	0.509597781780161	0.50679143119872	0.141527124307931	0.205106808419705	0.336662803774528	0.581320822660782	0.228553562211149	0.538558014446061	0.216044297452823	-0.222743030206799	-0.0547703308012426	0.174550408150056	0.493294264939322	0.413194481875532	0.286387594090543	0.42560636631473	-0.027305975270896	0.785392242153493	-0.596559750514164	0.733094755509379	0.58632481329703	0.452984710643521	0.113711046969223	0.321087513317623	-0.0142583765107754	0.210433278903275	0.660502858831756	0.243988662638185	0.661831084178896	0.476911164604159	0.347833452709278	1	0.200783904731795	0.168931480816877	0.294045495446137	0.472818932418571	0.638335688904725	-0.0266952795513377	0.580785045772496	0.185257332236049	-0.304736968275028	-0.344221402785108	0.394759132540886	0.647788740543358	0.235324594052569	0.481220450235809	0.20259695352735	0.36228636476727	0.014891765168719	0.599627883052126	0.023199708485368	0.0674453096077004	0.613227601167855	0.0426701952667027	0.452681690699466	0.0577398735988636	-0.0295904443009352	-0.318027177016594	0.12339718271412	-0.266371398738467	0.193591492490335	0.336520965963683	0.158174773325039	0.34519946386097	0.266206232667956	0.63904833343969	-0.257886060632459	0.140805301828555	0.255381542137698	0.627918546514199	0.14086719316472	0.284443049453554	0.351568689229004	0.168003171051789	0.243538552599108	0.295395729508904	0.568390976143975	-0.260237328261669	0.137030546945052	0.660819642201838	0.136782390729191	0.537823010541538	0.666468564168947	0.0778748320138715	0.768191458242504	0.0863927055152149	0.382567429172547	0.142944810095341	0.10526378235862	0.251286301222302	0.755993929131669	0.303169600750256	-0.167956697943108	0.188887096396673	-0.0674085353101938	0.0121638668855921	0.257007419645417	0.305127865745536	-0.132802830292314	-0.0758341422267974	-0.193666806982456	0.384691798665774	0.104266145737285	0.00675944824058383	0.014501874694968
CD44	0.807494471835099	0.8688631887779	0.842303147898123	0.638119172452143	0.352060286785735	0.674360129124145	0.548560483530247	0.468585623016584	0.720894031024744	0.714537423312541	0.8814452635633	0.0558099841695026	0.722079466286609	0.18776492813455	0.845636047780986	-0.184354004302254	0.781312039748581	0.658856712467708	0.808540909730341	0.70066490857205	0.386237170904907	-0.277379516054245	0.501104466322015	0.115771439212318	-0.0325071906600528	0.440288473374646	0.154499117597124	0.270132077025522	0.11910890114891	0.864976706681112	0.412100533008656	0.896193223021287	0.329478866222788	0.501215401602661	0.635140123547648	0.765646862118398	0.716181252267718	0.200783904731795	1	0.546337095582947	0.828053484056142	0.122555637663118	0.55588256007995	0.802015047101676	-0.191292393212854	0.68565537333619	0.235849213048044	0.22221330472186	0.528075684642515	0.369457592131399	0.805007406081726	0.227650804175494	0.742977224027731	0.34876535273659	0.648130075224326	0.634786902439111	0.754119778687075	-0.276083978562118	0.529671613958453	0.798441578498691	0.627840185990168	-0.162291717854737	0.323357988920932	0.604198586486351	0.67499729350125	-0.370103889068645	0.812515516371634	0.512342582836568	0.855514847116585	0.557796937446462	0.603436106178557	0.666680373012283	-0.071137352008407	0.855266196942392	0.0656141099313514	0.33951745898824	0.920882757808754	0.773566347008987	0.899956757936224	0.745485303151179	0.803573319531373	0.828350468252418	0.0986574280524883	-0.0504032871792598	0.914694555301585	0.617512107984179	0.651828769993567	0.462553801978303	0.59008761343966	0.694073209187206	0.0238097447565092	0.568473733668969	0.725592493286203	0.564720344308624	0.523861337104433	0.631633363637756	0.178005601995955	0.840946374420081	0.440843718785212	0.862619553596854	0.616818455479109	0.683459581128693	0.675132172872728	0.749297087547328	0.718161487273966	0.611207647295035	0.414909610368691	0.897864821722669	0.388051833836057	0.731345275592599	0.251885650215993
