""	CD3D	KLRD1	CD3G	CD2	CXCR3	CD247	KLRB1	CXCR4	CD8B	ITGA4	CD8A	KLRF1	ITGAL	ITGB2	ITGB1	CD53	S1PR4	TNFRSF1A	ADGRE5	SIRPG	CD47	S1PR1	PILRB	CLEC2D	CD69	RACK1	CD44	RIPK1	TGFBR3	SELL	TNFRSF14	NCR3	PTGDR	TNFRSF25	TRADD	GPR171	LAG3	SLC16A7	TNFRSF1B	EGFR	PTPRA	CD9	SMAP1	PTGER2	PTPRC	VSIR	NOTCH2	ADRB2	NCL	CD81	CANX	LAMP1	RPSA	PTPRZ1	CD63	SORL1	PTGER4	NCSTN	CD74	LRP10	C1QBP
CD8A	0.987706573569531	0.953274625809326	0.974507328698029	0.983942582345861	0.947609712020963	0.991059189881504	0.821387725946929	0.933137709911856	0.992807716591796	0.910857944736096	1	0.94479437174991	0.932198386979689	0.90836895942632	0.858045106560375	0.905885426920121	0.924081694437077	0.798100797561878	0.89723452100777	0.937477592611769	0.851170705127728	0.771993094206059	0.861324115886973	0.914852444634772	0.925047616858761	0.869910827951653	0.806437772227593	0.857236113970133	0.990282138227872	0.855444680736494	0.772888060048071	0.901836966976382	0.968687310083166	0.925569998820192	0.959958664990495	0.965559231771389	0.952083654630067	0.964852300475295	0.921200512888619	-0.752059624753955	0.79638278724478	-0.342214231283534	0.813514333939176	0.987764155926602	0.960835966900167	0.854998096416436	0.573213898598746	0.922914640598145	0.890371043127396	0.678037556916823	0.265899766933212	0.846246944777521	0.883326556662374	-0.725924382643731	0.14401505999277	0.727682646565251	0.959435125268766	0.695726432301883	0.732376143047222	0.816629679800071	0.586645490134064
KLRF1	0.888127793314865	0.994908040309183	0.849147529320044	0.888069689840046	0.800009984434139	0.953257254846887	0.605474865033478	0.768857306462335	0.901521284719096	0.738760375235805	0.94479437174991	1	0.991038429445328	0.941121227897503	0.66940952520638	0.832995081987248	0.751997375135318	0.840691589888598	0.974338948908741	0.780054739382082	0.67560032224371	0.538398724648657	0.777655817761119	0.738937047296098	0.755009266718702	0.687773245534821	0.58231315301456	0.665502752278136	0.909444034757003	0.644140112835411	0.546166068688213	0.987920116854962	0.992593987888343	0.767721534274731	0.834910654816799	0.833889179882026	0.998417672044309	0.845979574464493	0.876344967154338	-0.607344120502831	0.605061520295727	-0.475254023172852	0.652872664802132	0.894022928584177	0.845018532306371	0.889311861197472	0.62227598699699	0.90957306445949	0.756053767983295	0.686171740061022	0.345217472951286	0.708743537420898	0.690461089307295	-0.585600968157087	0.198526848921583	0.735450110205646	0.844242064892715	0.490124951512472	0.633554315928225	0.860830420864145	0.339335633863478
ITGAL	0.878656567633622	0.984770851976301	0.836895562978708	0.873643446867983	0.790867200728254	0.945593615626491	0.576526759262583	0.755677402019214	0.889558058468747	0.732034360992945	0.932198386979689	0.991038429445328	1	0.957123790400567	0.649809651466136	0.84969046435486	0.733444789279105	0.861270463736877	0.991186509249388	0.761593966899621	0.654658290037996	0.50722105529842	0.765389949517975	0.721320144411766	0.736242258479972	0.681203244070323	0.560512025747839	0.629611533120407	0.893323756014458	0.629308283939199	0.523668716588902	0.987797605589556	0.976053231999559	0.743827293607071	0.827928001635258	0.811768636033463	0.989217810536273	0.832320324214615	0.888805427188533	-0.593637217226521	0.588580052165977	-0.456172721963903	0.669327751888803	0.88203655519562	0.836745335756692	0.917399965816315	0.645552800918757	0.919133699326192	0.738842623989849	0.714138176904755	0.396191913836438	0.714407674908178	0.67670575454241	-0.560036128057552	0.231725708536712	0.765451217759766	0.838472358497692	0.474370494673948	0.656460464377128	0.860828963464398	0.3095869134779
ITGB2	0.865339895203591	0.932058215423292	0.837797667882873	0.889410498352907	0.810655838778465	0.90071199006031	0.61967415926529	0.783495037079566	0.876280309281031	0.777529229014256	0.90836895942632	0.941121227897503	0.957123790400567	1	0.722501918219905	0.942273405087932	0.760252090374348	0.945982512635752	0.968687536790781	0.793465208569086	0.712773768706612	0.564845715538115	0.828666547163113	0.743446652130161	0.756143377337664	0.758397497969474	0.627706139398263	0.669668391824727	0.877940435560732	0.67859310966951	0.607386499751947	0.910587941327093	0.944863998268002	0.77504149582213	0.852352610276347	0.82110309901506	0.938755950591798	0.839117521087158	0.965764267197356	-0.574277040259722	0.650890561471037	-0.29832240068476	0.747975336396607	0.874188956810759	0.881525739681253	0.984774794166813	0.754057705628017	0.977091386839036	0.805590720177143	0.873695530429813	0.507909812759888	0.827851149858113	0.727855970221141	-0.539377944799512	0.385726809034815	0.89730734353829	0.887660568558677	0.552075701476175	0.832307735945961	0.885522351490971	0.430192974325549
ITGB1	0.907327439192812	0.70113913030365	0.936233645198891	0.92245676524589	0.959486417154017	0.821694808716521	0.982243305698781	0.975288043003519	0.898402858871827	0.98334078387535	0.858045106560375	0.66940952520638	0.649809651466136	0.722501918219905	1	0.880543602437764	0.977585488226108	0.678867176129816	0.613443219756466	0.963651548208514	0.979059073792789	0.976263091291735	0.903003948954082	0.979767171285752	0.976380080467382	0.974263705666271	0.987655228165229	0.982915790376186	0.903659850512786	0.983492562261015	0.982853819073727	0.568482558244201	0.742778979611796	0.984105288109373	0.940758386705094	0.955318589445206	0.681905742272956	0.943600930280299	0.842395863555821	-0.721250650222431	0.953158617670164	0.00421864347102649	0.88209348307959	0.916304506361732	0.95717156177481	0.673810806498854	0.561605950443672	0.809272486457439	0.941587129421593	0.6518156100386	0.244622418479905	0.950982146817699	0.98559835256801	-0.690034904393702	0.135731104355873	0.706313401143567	0.942391570069458	0.922298797390532	0.823349671651734	0.683150419725662	0.863581543735198
CD53	0.9076254222865	0.834651833535152	0.908815421982154	0.938849221402841	0.911871177414727	0.876384486592537	0.797371700194578	0.900840117274235	0.909494337018711	0.91043439577341	0.905885426920121	0.832995081987248	0.84969046435486	0.942273405087932	0.880543602437764	1	0.884300070131783	0.898793020919984	0.852188548281836	0.903896347600656	0.855641489780485	0.763618555872393	0.888228336943307	0.870008041392671	0.876315124568704	0.911423225109026	0.819900654680735	0.819463822684297	0.905001988477775	0.849243920043905	0.810965134348526	0.767427966178218	0.869994978056535	0.888084306608948	0.932783079407647	0.900529217714886	0.836526191680322	0.909653638778977	0.990362296404581	-0.670069589594707	0.807627410918027	-0.110271135083695	0.884814839224148	0.912499123747603	0.957894017949466	0.935152205374991	0.721188195856207	0.966459501429462	0.902458214686092	0.885721006967689	0.463591058482687	0.959078715381624	0.881502716391617	-0.630189849954464	0.382938719611535	0.897068020009895	0.963886902781321	0.736086925357079	0.944132758662214	0.810295048648254	0.673703561660871
S1PR4	0.96291924834802	0.776251176471322	0.983286877346915	0.964135572996948	0.988512785311515	0.892929797662439	0.970388401975432	0.998292195738727	0.958682252156455	0.99167496880136	0.924081694437077	0.751997375135318	0.733444789279105	0.760252090374348	0.977585488226108	0.884300070131783	1	0.670469770611714	0.686531777847552	0.993182577878323	0.956410278187742	0.951086314255635	0.874463523907006	0.996307700849608	0.998096522131749	0.971004684578031	0.968718921882235	0.976315478874273	0.951752388347525	0.987414401727036	0.948524387481165	0.669924131465489	0.813384728040636	0.992836997061053	0.974723261761991	0.989493828754171	0.766022840353767	0.974982215718302	0.86323821780216	-0.795774422600537	0.924571274129123	-0.118130251825972	0.890264317946813	0.9618471491707	0.974448579808614	0.711312349590921	0.491339225656642	0.830897930638979	0.938928361860789	0.612652443149277	0.174600516194646	0.917847223786296	0.9913181732823	-0.768087566619349	0.0867172749239564	0.659560577381483	0.968815577690159	0.86384398532001	0.778675960637085	0.682110867819856	0.812660317638418
TNFRSF1A	0.75534490010997	0.838369892971704	0.730531055034964	0.790892900756615	0.714849499070775	0.791050803277125	0.55270912118995	0.694371320770591	0.764678544323176	0.701864046204472	0.798100797561878	0.840691589888598	0.861270463736877	0.945982512635752	0.678867176129816	0.898793020919984	0.670469770611714	1	0.899140856403663	0.695222454665642	0.707667749567046	0.510218819597158	0.818245160279222	0.657507437550152	0.665468548632579	0.712056187470911	0.572110803811419	0.600569456264971	0.786605945806797	0.601324484539458	0.563972304455608	0.800482516922672	0.847307753831048	0.699212587714681	0.769425798450354	0.725314824026679	0.835547854994162	0.769628432565	0.916225181830811	-0.353061154535448	0.658983504247979	-0.0836981617391013	0.682508323743977	0.7768960928768	0.81072908050159	0.939192134892368	0.847216861715365	0.932690990985948	0.76738586448797	0.921622249775679	0.719559779587328	0.814436108353524	0.657639865031142	-0.323274357390982	0.55133125566726	0.933239435702336	0.80609016468994	0.592571220364104	0.838930257470857	0.897926276050144	0.426691367244875
ADGRE5	0.839212364607283	0.96385872482393	0.794342807958625	0.841685063184411	0.752273399355511	0.911011845142595	0.523806661091894	0.713059023640373	0.849727201397709	0.694685434696356	0.89723452100777	0.974338948908741	0.991186509249388	0.968687536790781	0.613443219756466	0.852188548281836	0.686531777847552	0.899140856403663	1	0.719324378429855	0.627396423719675	0.454376294364962	0.746988684261257	0.673647080606639	0.688450072223048	0.656990492485623	0.514758569879536	0.577492821234851	0.853431594679979	0.58245199870272	0.482493963695313	0.974562384200848	0.955143014406144	0.700014545914203	0.797701326449529	0.768218687152836	0.971397404791511	0.79735127552359	0.891932804476269	-0.520721707644324	0.561653488848145	-0.393260290573322	0.658013761053038	0.845031920079149	0.809200333475653	0.938488842944983	0.682781645290397	0.918054358161628	0.722610474897668	0.765860977066143	0.490927330636269	0.706990832838103	0.637246512307486	-0.487904828471489	0.327346728537524	0.798216636072537	0.813936147062343	0.451825354625813	0.677444747997656	0.872093070361263	0.283652007578893
SIRPG	0.970073663933851	0.795506230468714	0.987923422618845	0.978174893099245	0.988330225171905	0.902935296578636	0.946578081265981	0.993240885180415	0.967061153526355	0.984857302507761	0.937477592611769	0.780054739382082	0.761593966899621	0.793465208569086	0.963651548208514	0.903896347600656	0.993182577878323	0.695222454665642	0.719324378429855	1	0.940222868692397	0.925096588089958	0.865850578729585	0.98462466335423	0.989449594708165	0.972426954688476	0.948679518698825	0.958925600394801	0.953145925273964	0.974740156858211	0.92629091839726	0.700865162600722	0.838986414251401	0.984462511048703	0.98208214833201	0.989620595080265	0.793921357564797	0.971708900867508	0.888397044968256	-0.797994335953	0.909011825842018	-0.139550966535266	0.898433278356168	0.964002890245731	0.978365841280402	0.749977839546761	0.496613656273983	0.849937744841752	0.943102000723757	0.652910501510684	0.187839339563416	0.916214097035069	0.984838044327614	-0.776805797976562	0.140845543951422	0.673364377633532	0.981648750932386	0.826378913410296	0.801440074332421	0.691342415764803	0.802671649719546
CD47	0.897028900124204	0.708626829989573	0.920637134300579	0.907273056211326	0.942593187624453	0.822830566031243	0.960661158890487	0.955223232332943	0.886118935456334	0.960952629376713	0.851170705127728	0.67560032224371	0.654658290037996	0.712773768706612	0.979059073792789	0.855641489780485	0.956410278187742	0.707667749567046	0.627396423719675	0.940222868692397	1	0.951695234339985	0.900731499194667	0.961593420315113	0.957901947152171	0.963557812705746	0.961952200714395	0.958031258755695	0.899538721569853	0.956767090188998	0.95501671291055	0.581331499469593	0.74362515474066	0.967413900343173	0.935646715644413	0.94131374804882	0.687417490347535	0.944507947093808	0.821108980547965	-0.619764652471887	0.969541910005047	0.0906307058604606	0.865365956044314	0.907684208205297	0.937953510042834	0.655338085290783	0.572659565197698	0.790526267158145	0.949654999608437	0.650210018668668	0.357070497198867	0.927589654305022	0.96703193607906	-0.595192719614515	0.219811748015629	0.688345197408639	0.921796767622588	0.952095624506724	0.781903010407568	0.71465417457712	0.851945765344123
S1PR1	0.842228241861888	0.577594056031492	0.883258511853501	0.848799704598022	0.914900380726267	0.732582167468245	0.994362247335439	0.940716951087084	0.828805199860539	0.947321483903512	0.771993094206059	0.538398724648657	0.50722105529842	0.564845715538115	0.976263091291735	0.763618555872393	0.951086314255635	0.510218819597158	0.454376294364962	0.925096588089958	0.951695234339985	1	0.822708206489632	0.95810290650894	0.951633194553092	0.935990755109422	0.993592818587252	0.981417771212308	0.831893066988053	0.978004124580418	0.99035913910182	0.431049789120495	0.622966417314228	0.951732381481092	0.878519754663659	0.909173969315268	0.554202633604654	0.886970219653252	0.714741249803382	-0.721849131684734	0.937494724396832	0.0498530741873034	0.82903385201235	0.847873071419758	0.884226692175684	0.506839057532243	0.415566406947555	0.671434273751824	0.882480779259756	0.490078140330179	0.0954491351497301	0.876083483094514	0.964972784365841	-0.696241966135088	0.00910445375030045	0.548557242540523	0.866190043979062	0.923413343680641	0.710920174188354	0.542673193801932	0.895229053735868
PILRB	0.867782714442728	0.80705596871259	0.873241814174126	0.887401252719065	0.873593282698469	0.844393369452262	0.84316112787078	0.88049562228053	0.868318597113535	0.88806760963875	0.861324115886973	0.777655817761119	0.765389949517975	0.828666547163113	0.903003948954082	0.888228336943307	0.874463523907006	0.818245160279222	0.746988684261257	0.865850578729585	0.900731499194667	0.822708206489632	1	0.878124414958499	0.877295552780302	0.848545939852921	0.842074128991266	0.859999515696346	0.899616046476435	0.842493175166424	0.836775164898887	0.691492269227218	0.824083686011723	0.915337429439468	0.87807086925326	0.893144457571118	0.776319605883119	0.897396114086519	0.870319951482879	-0.528574559052558	0.841795670435269	-0.151063728435158	0.76614495062313	0.892656962266977	0.922707647351055	0.769030922892499	0.801663197516636	0.88611004656008	0.915069632368966	0.727281773658832	0.421072547852605	0.910589997185935	0.856379762851016	-0.47052499581674	0.142383651548662	0.863324705024042	0.8967046482112	0.856358554608838	0.807045682252197	0.899440073251584	0.623994821465261
CLEC2D	0.959643162786854	0.768480706748801	0.978010261725992	0.954311998766662	0.988250898243878	0.891780854108119	0.976248347865498	0.996248677961427	0.94982038451447	0.992924335165514	0.914852444634772	0.738937047296098	0.721320144411766	0.743446652130161	0.979767171285752	0.870008041392671	0.996307700849608	0.657507437550152	0.673647080606639	0.98462466335423	0.961593420315113	0.95810290650894	0.878124414958499	1	0.998993163048276	0.96571662175283	0.970257049454134	0.97923353816091	0.946018682070379	0.986694066948237	0.951374829117978	0.659092815716839	0.798527990068483	0.993517515927804	0.969408461855739	0.984878312143892	0.753372554150953	0.972339562806457	0.841569624138817	-0.782142914231989	0.937285618161215	-0.106554520066112	0.883487240282426	0.960889285088067	0.968087957918624	0.684808488402962	0.501079280140211	0.812331492660923	0.934728454023587	0.593199222044864	0.181434706446293	0.910109513875462	0.990031196894344	-0.749994581087189	0.0614847801454351	0.654564243015151	0.957165335562608	0.880846799697755	0.75834853218419	0.686417284611964	0.806553694249058
CD69	0.966459397061418	0.781430712777566	0.983735342154457	0.962522042928781	0.99071192942834	0.900747566904871	0.971887084302018	0.997961174150766	0.958267723676917	0.992177366619784	0.925047616858761	0.755009266718702	0.736242258479972	0.756143377337664	0.976380080467382	0.876315124568704	0.998096522131749	0.665468548632579	0.688450072223048	0.989449594708165	0.957901947152171	0.951633194553092	0.877295552780302	0.998993163048276	1	0.966806326459284	0.965637953123652	0.977289828919544	0.952996418244572	0.9846246344112	0.945661929981508	0.676359474516992	0.813811164458052	0.994347495425799	0.975365537144818	0.989675585594829	0.768871417669112	0.9757185585513	0.851744887225166	-0.789068463872056	0.931248127633921	-0.120547013595514	0.884884831095531	0.966118247406299	0.971959154893158	0.699149969785118	0.498344074319827	0.821395133726435	0.938219964641211	0.602172232481407	0.179147447784181	0.909464568956219	0.989914744914561	-0.759842959414424	0.0721591381900119	0.655457505555217	0.963821772509923	0.869771055813722	0.762434203738259	0.691180155239494	0.803835522164257
RACK1	0.919940404899129	0.704471798568622	0.945093205370669	0.935953135682816	0.967623130508463	0.832072194707048	0.948864888189101	0.974201551188513	0.908759267964123	0.981665302524889	0.869910827951653	0.687773245534821	0.681203244070323	0.758397497969474	0.974263705666271	0.911423225109026	0.971004684578031	0.712056187470911	0.656990492485623	0.972426954688476	0.963557812705746	0.935990755109422	0.848545939852921	0.96571662175283	0.966806326459284	1	0.963835153293751	0.947406990373965	0.897449195813066	0.975622922237752	0.954456443172594	0.600711892226692	0.754186852409284	0.961055570594334	0.966236788313616	0.949276353202061	0.701762770829252	0.940812519103461	0.877997587427274	-0.728321905366795	0.945072399094988	0.0725840890724436	0.935731761248192	0.915790856810554	0.957310341043866	0.728870290311582	0.522015122542869	0.820344367531089	0.947638557603834	0.713482353135351	0.30265299823426	0.950773346067165	0.989556952695695	-0.710367536620471	0.285872671668003	0.695389941577276	0.961351736069492	0.883458213605085	0.859870933245114	0.650193007407992	0.885674745115621
CD44	0.870695316139322	0.615264489284096	0.909785573314486	0.88194393282477	0.939291532023009	0.76353437873595	0.993632595838201	0.961511928106748	0.860142995575217	0.969089946799134	0.806437772227593	0.58231315301456	0.560512025747839	0.627706139398263	0.987655228165229	0.819900654680735	0.968718921882235	0.572110803811419	0.514758569879536	0.948679518698825	0.961952200714395	0.993592818587252	0.842074128991266	0.970257049454134	0.965637953123652	0.963835153293751	1	0.980603993511833	0.859059693252663	0.991216633233503	0.995441861344088	0.47802885204996	0.663508227000449	0.964136983507823	0.91145725353223	0.92948919828033	0.5972694393484	0.911008714520334	0.775739332774982	-0.743623842664939	0.93871081435703	0.0474308029930235	0.869502656078735	0.873879459080812	0.916337512088862	0.582485850928941	0.448806593438928	0.728142738934037	0.907510677674199	0.557126961862578	0.144209287242651	0.914334432574055	0.982388564947047	-0.716067826320359	0.0749842414311788	0.602879224333544	0.904627803830244	0.921635694609	0.770423845555822	0.573598678372786	0.899987397300436
