""	CD3D	KLRD1	CD3G	CD2	CXCR3	CD247	KLRB1	CXCR4	CD8B	ITGA4	CD8A	KLRF1	ITGAL	ITGB2	ITGB1	CD53	S1PR4	TNFRSF1A	ADGRE5	SIRPG	CD47	S1PR1	PILRB	CLEC2D	CD69	RACK1	CD44	RIPK1	TGFBR3	SELL	TNFRSF14	NCR3	PTGDR	TNFRSF25	TRADD	GPR171	LAG3	SLC16A7	TNFRSF1B	EGFR	PTPRA	CD9	SMAP1	PTGER2	PTPRC	VSIR	NOTCH2	ADRB2	NCL	CD81	CANX	LAMP1	RPSA	PTPRZ1	CD63	SORL1	PTGER4	NCSTN	CD74	LRP10	C1QBP
RIPK1	0.905299174308181	0.700292347804985	0.933664311377351	0.91256196137843	0.949490525389838	0.823540913972662	0.98752866513347	0.968461969056523	0.89742351217859	0.965812387679311	0.857236113970133	0.665502752278136	0.629611533120407	0.669668391824727	0.982915790376186	0.819463822684297	0.976315478874273	0.600569456264971	0.577492821234851	0.958925600394801	0.958031258755695	0.981417771212308	0.859999515696346	0.97923353816091	0.977289828919544	0.947406990373965	0.980603993511833	1	0.902734116642829	0.976713378797457	0.970596853774203	0.566577310734542	0.740207032464392	0.981053961598465	0.922724051240031	0.957083878696884	0.680261509295013	0.936193976692951	0.788544230650667	-0.758249963695143	0.939462021153442	-0.0628323078086025	0.834582061768387	0.913533735371367	0.934869444459141	0.605827808845821	0.479191494507259	0.759009753503	0.910557879950032	0.552344420491045	0.121915555139103	0.895772750271318	0.974976894160745	-0.742598162731808	0.0352146991888923	0.609548562922797	0.916377474116026	0.890395128028132	0.735710700443143	0.630752126588242	0.855861731992857
TGFBR3	0.988215792241642	0.927570679835321	0.982933297120748	0.984603434153962	0.963257261032622	0.978379559210712	0.873945858426788	0.957227315241884	0.991806427587493	0.939828258037151	0.990282138227872	0.909444034757003	0.893323756014458	0.877940435560732	0.903659850512786	0.905001988477775	0.951752388347525	0.786605945806797	0.853431594679979	0.953145925273964	0.899538721569853	0.831893066988053	0.899616046476435	0.946018682070379	0.952996418244572	0.897449195813066	0.859059693252663	0.902734116642829	1	0.895244369147454	0.830142808971303	0.852803503739981	0.942979329796094	0.957475404880894	0.968035863144319	0.981963347143471	0.91638912888562	0.982735850279863	0.911099956496833	-0.746210963207839	0.845390449997705	-0.290938432236811	0.830799254965983	0.993163508451592	0.975287938974259	0.819134950868634	0.59459322621246	0.915741617789638	0.90958439897591	0.663551818295972	0.26664750370623	0.881507709429909	0.915686143479461	-0.715235816682222	0.116704991793166	0.732460905322681	0.964426338607428	0.767306008190754	0.741432655968679	0.815324551002774	0.642765900908935
SELL	0.915193117027248	0.672827250840724	0.947252230044106	0.917466386112257	0.966502375189435	0.818332957346952	0.984880295326717	0.983590828429188	0.905266387377894	0.986397128800859	0.855444680736494	0.644140112835411	0.629308283939199	0.67859310966951	0.983492562261015	0.849243920043905	0.987414401727036	0.601324484539458	0.58245199870272	0.974740156858211	0.956767090188998	0.978004124580418	0.842493175166424	0.986694066948237	0.9846246344112	0.975622922237752	0.991216633233503	0.976713378797457	0.895244369147454	1	0.976761615470798	0.552159927325575	0.715795952734858	0.975618425552814	0.943379574500749	0.955549614486461	0.660459103011126	0.938629474643419	0.812612475651529	-0.779481329717154	0.938789278392701	-0.0183767958315862	0.896477077349845	0.911843000453707	0.941459257651656	0.636084499527518	0.449252667567083	0.76476062350234	0.918405447420569	0.5757256806539	0.148031940631866	0.915311585833021	0.994790414915591	-0.749531534150469	0.0777637235821857	0.616498722311407	0.935624155369624	0.892023414084787	0.777026669241547	0.601703433570371	0.866514240267103
TNFRSF14	0.839411883278514	0.578380620869722	0.881140201644062	0.858443304616168	0.920248033294452	0.727200169561197	0.988712097237243	0.941529985585808	0.826764522950333	0.954277617686416	0.772888060048071	0.546166068688213	0.523668716588902	0.607386499751947	0.982853819073727	0.810965134348526	0.948524387481165	0.563972304455608	0.482493963695313	0.92629091839726	0.95501671291055	0.99035913910182	0.836775164898887	0.951374829117978	0.945661929981508	0.954456443172594	0.995441861344088	0.970596853774203	0.830142808971303	0.976761615470798	1	0.437048986169286	0.631349380793143	0.948704956117186	0.890772996228749	0.905899827614291	0.559168231410359	0.888338022480694	0.760498455897088	-0.720560906815083	0.926847513766781	0.0916555030819692	0.858049635154494	0.845475088477191	0.898169621964227	0.563520855137934	0.454816530395519	0.709845648490153	0.898791640680612	0.565927496927113	0.155288873492583	0.917082796109029	0.968717588988133	-0.692782380144743	0.0959745659291062	0.607074703026461	0.885089201845262	0.928940610638713	0.780047836922089	0.556617462042052	0.916811988998851
NCR3	0.837804953442834	0.977898046509986	0.78719605868863	0.825340256916112	0.732501837511274	0.924778400311869	0.506879520478698	0.691505319910207	0.848740109036889	0.658151718262431	0.901836966976382	0.987920116854962	0.987797605589556	0.910587941327093	0.568482558244201	0.767427966178218	0.669924131465489	0.800482516922672	0.974562384200848	0.700865162600722	0.581331499469593	0.431049789120495	0.691492269227218	0.659092815716839	0.676359474516992	0.600711892226692	0.47802885204996	0.566577310734542	0.852803503739981	0.552159927325575	0.437048986169286	1	0.963081201000673	0.68181445349278	0.772107486575848	0.761505587633106	0.98553307392513	0.779920018471356	0.817292892875498	-0.56128149643394	0.513976758873485	-0.515904586194218	0.584784952068215	0.839395379513459	0.770650408095628	0.859625546258576	0.570444766904934	0.854722533288314	0.675301469877221	0.6314757881251	0.337566024542888	0.614586800225887	0.603369082093401	-0.539007644289959	0.187410353363315	0.676198731639848	0.772935698496195	0.39009467508564	0.547123650589991	0.823428311932783	0.226748128303675
PTGDR	0.92118359135574	0.990409321269196	0.892505961595163	0.929446441439838	0.849950378670897	0.965150482775402	0.683131939288232	0.825931098552871	0.935250902774804	0.797410490856138	0.968687310083166	0.992593987888343	0.976053231999559	0.944863998268002	0.742778979611796	0.869994978056535	0.813384728040636	0.847307753831048	0.955143014406144	0.838986414251401	0.74362515474066	0.622966417314228	0.824083686011723	0.798527990068483	0.813811164458052	0.754186852409284	0.663508227000449	0.740207032464392	0.942979329796094	0.715795952734858	0.631349380793143	0.963081201000673	1	0.828998927631658	0.879651357983762	0.885024358237832	0.992829574018029	0.89036761285044	0.907170594361264	-0.650435210835782	0.671422658552473	-0.430540409101868	0.703649830866353	0.928153408176251	0.893126461381104	0.892863824757522	0.627078312963328	0.931569562681901	0.814124954653789	0.70891750280618	0.328283738534444	0.76963001922516	0.7577117638183	-0.631780350474587	0.20185502410225	0.753430823077972	0.89203924136521	0.564532213498712	0.687336216555234	0.863207671921004	0.436699618990512
TNFRSF25	0.95976568551116	0.795378486780163	0.976930795996398	0.964945741465406	0.983717756266775	0.898726597436821	0.970846546641805	0.991992205593017	0.954014539389888	0.987495505640225	0.925569998820192	0.767721534274731	0.743827293607071	0.77504149582213	0.984105288109373	0.888084306608948	0.992836997061053	0.699212587714681	0.700014545914203	0.984462511048703	0.967413900343173	0.951732381481092	0.915337429439468	0.993517515927804	0.994347495425799	0.961055570594334	0.964136983507823	0.981053961598465	0.957475404880894	0.975618425552814	0.948704956117186	0.68181445349278	0.828998927631658	1	0.969598193614075	0.990102331974811	0.779303347130233	0.97740813554592	0.865305632739156	-0.75429360451879	0.931664230683527	-0.128279850877662	0.870233056408211	0.965765429926704	0.978437881878599	0.714057413059689	0.55704397455152	0.84281789242289	0.95173228375248	0.632691340761149	0.213412528686935	0.925860677153998	0.982612165799209	-0.723146123034054	0.0851537653086593	0.698421383463364	0.965660912086404	0.883909845013067	0.781103540760417	0.736574006947771	0.797250642037604
TRADD	0.983829072961625	0.845514086762871	0.988784671488085	0.987007611226632	0.990690997063949	0.939314346770508	0.913411865051867	0.983053009154713	0.976939888042137	0.97700214469086	0.959958664990495	0.834910654816799	0.827928001635258	0.852352610276347	0.940758386705094	0.932783079407647	0.974723261761991	0.769425798450354	0.797701326449529	0.98208214833201	0.935646715644413	0.878519754663659	0.87807086925326	0.969408461855739	0.975365537144818	0.966236788313616	0.91145725353223	0.922724051240031	0.968035863144319	0.943379574500749	0.890772996228749	0.772107486575848	0.879651357983762	0.969598193614075	1	0.983908442150444	0.84440589374378	0.977805521619408	0.918955049353441	-0.759619729590028	0.895393209629077	-0.113818216340507	0.90411059066618	0.979085416379293	0.983407630012995	0.807942820037124	0.552195924245808	0.885505310271907	0.951940269349623	0.708847158597737	0.299560369550463	0.918677084661052	0.966157522221986	-0.73708344750324	0.227309723670904	0.722569577656972	0.98792468992119	0.82527309844449	0.815122489151533	0.750539414626189	0.762416324761411
GPR171	0.985927340102946	0.854104150912573	0.99477627489251	0.987764212999874	0.989405159712478	0.941386884263307	0.938606716268169	0.990781054625807	0.984825197541177	0.977495147388762	0.965559231771389	0.833889179882026	0.811768636033463	0.82110309901506	0.955318589445206	0.900529217714886	0.989493828754171	0.725314824026679	0.768218687152836	0.989620595080265	0.94131374804882	0.909173969315268	0.893144457571118	0.984878312143892	0.989675585594829	0.949276353202061	0.92948919828033	0.957083878696884	0.981963347143471	0.955549614486461	0.905899827614291	0.761505587633106	0.885024358237832	0.990102331974811	0.983908442150444	1	0.845806822516177	0.987613764256648	0.891938417281342	-0.782637127702456	0.898804491599468	-0.197390945361062	0.868375243723929	0.987473976570376	0.985300185320429	0.763803742145626	0.534120703763342	0.872767549447331	0.943941122705711	0.642243727407015	0.210420480297091	0.905137435647818	0.968778489380078	-0.757557265179751	0.104597856767196	0.692981698555354	0.979454061404917	0.827841918793122	0.767778608138493	0.750931067544448	0.750368632706709
LAG3	0.898871614238811	0.995584245729337	0.861182258059544	0.896764541449509	0.812554850692435	0.959658240487655	0.619428752620464	0.782354426321477	0.911787725477757	0.751302537452573	0.952083654630067	0.998417672044309	0.989217810536273	0.938755950591798	0.681905742272956	0.836526191680322	0.766022840353767	0.835547854994162	0.971397404791511	0.793921357564797	0.687417490347535	0.554202633604654	0.776319605883119	0.753372554150953	0.768871417669112	0.701762770829252	0.5972694393484	0.680261509295013	0.91638912888562	0.660459103011126	0.559168231410359	0.98553307392513	0.992829574018029	0.779303347130233	0.84440589374378	0.845806822516177	1	0.855684202345288	0.879319005517497	-0.621527747523668	0.621772583512211	-0.469194870199988	0.665018238986546	0.903989572244528	0.854306823351145	0.886461873122106	0.609769202972999	0.909356617903993	0.76645273019688	0.681736507492087	0.33686880994676	0.713858969311386	0.705635072198591	-0.601208556707011	0.194242007011427	0.7294521437587	0.853701488204338	0.500696001086876	0.635858996324601	0.856407242824708	0.35454285651234
SLC16A7	0.981658502339372	0.866799159613581	0.985832116472802	0.980753957859395	0.982165728769422	0.947558921960053	0.920368283452429	0.979367784206774	0.97851113399194	0.969965594956244	0.964852300475295	0.845979574464493	0.832320324214615	0.839117521087158	0.943600930280299	0.909653638778977	0.974982215718302	0.769628432565	0.79735127552359	0.971708900867508	0.944507947093808	0.886970219653252	0.897396114086519	0.972339562806457	0.9757185585513	0.940812519103461	0.911008714520334	0.936193976692951	0.982735850279863	0.938629474643419	0.888338022480694	0.779920018471356	0.89036761285044	0.97740813554592	0.977805521619408	0.987613764256648	0.855684202345288	1	0.901547644996899	-0.730621185799171	0.902658160871363	-0.182570296100469	0.8596582552613	0.984815336915316	0.981747026765896	0.784377388056418	0.574443775620985	0.886175364102938	0.931578451480627	0.665127131997033	0.295089137515263	0.914482248324399	0.956656008093631	-0.69798466380955	0.145297752169489	0.719649204084329	0.97114882946961	0.830567706862682	0.769421946726379	0.77742915826629	0.722302593431194
TNFRSF1B	0.905402943051265	0.872835851279872	0.901292535511377	0.938366841867529	0.889594317546343	0.890199143175976	0.754698025230894	0.878351708894251	0.915579774596834	0.878454633228736	0.921200512888619	0.876344967154338	0.888805427188533	0.965764267197356	0.842395863555821	0.990362296404581	0.86323821780216	0.916225181830811	0.891932804476269	0.888397044968256	0.821108980547965	0.714741249803382	0.870319951482879	0.841569624138817	0.851744887225166	0.877997587427274	0.775739332774982	0.788544230650667	0.911099956496833	0.812612475651529	0.760498455897088	0.817292892875498	0.907170594361264	0.865305632739156	0.918955049353441	0.891938417281342	0.879319005517497	0.901547644996899	1	-0.662143090017446	0.762111008558833	-0.180121809808357	0.851292615719271	0.910114329051033	0.947035925734973	0.962458356279765	0.709169210550759	0.982919433529981	0.885632825769303	0.88128491525087	0.452423940506733	0.92821068888618	0.84781829827222	-0.630131161325096	0.387138043376102	0.887969421578482	0.955503210493352	0.679839589355347	0.919046642213339	0.826537139038303	0.618250432072737
EGFR	-0.778901546398667	-0.612300706437603	-0.795552458918862	-0.772429089091546	-0.792138312961714	-0.719370280841733	-0.752197800791343	-0.792044515381531	-0.78024215139312	-0.775008683606441	-0.752059624753955	-0.607344120502831	-0.593637217226521	-0.574277040259722	-0.721250650222431	-0.670069589594707	-0.795774422600537	-0.353061154535448	-0.520721707644324	-0.797994335953	-0.619764652471887	-0.721849131684734	-0.528574559052558	-0.782142914231989	-0.789068463872056	-0.728321905366795	-0.743623842664939	-0.758249963695143	-0.746210963207839	-0.779481329717154	-0.720560906815083	-0.56128149643394	-0.650435210835782	-0.75429360451879	-0.759619729590028	-0.782637127702456	-0.621527747523668	-0.730621185799171	-0.662143090017446	1	-0.578474736708011	0.370771595876717	-0.696966936806822	-0.76087761977399	-0.750908271020527	-0.554511830080766	-0.110218865399409	-0.628528070749877	-0.621593503423642	-0.350816248921695	0.267812196399751	-0.660511895329695	-0.767165558744094	0.977510615429257	0.153003204591189	-0.37493108199433	-0.761603357532325	-0.471108265150292	-0.559307852697697	-0.321273612876566	-0.609398733046335
PTPRA	0.860662037962482	0.644434475780055	0.884236158545478	0.857266735547787	0.907710006244593	0.77853007267434	0.932640395123631	0.925103977998589	0.8407438839639	0.936449016538002	0.79638278724478	0.605061520295727	0.588580052165977	0.650890561471037	0.953158617670164	0.807627410918027	0.924571274129123	0.658983504247979	0.561653488848145	0.909011825842018	0.969541910005047	0.937494724396832	0.841795670435269	0.937285618161215	0.931248127633921	0.945072399094988	0.93871081435703	0.939462021153442	0.845390449997705	0.938789278392701	0.926847513766781	0.513976758873485	0.671422658552473	0.931664230683527	0.895393209629077	0.898804491599468	0.621772583512211	0.902658160871363	0.762111008558833	-0.578474736708011	1	0.145349273764936	0.848460794009164	0.867874254204043	0.896251672331701	0.592585633944416	0.562529557507255	0.723980563622488	0.89734455417086	0.619327347755328	0.36123801333437	0.885472337583096	0.94916550673073	-0.560531282568243	0.215436351799529	0.642300054595204	0.878355763183995	0.925628471331028	0.749454221730118	0.656061034103765	0.8474523304618
CD9	-0.262345463881796	-0.469344414510043	-0.22052563027767	-0.232951036969112	-0.136652607245692	-0.368873429178912	0.000124798752225182	-0.117496043731677	-0.28780262726278	-0.0708782710949425	-0.342214231283534	-0.475254023172852	-0.456172721963903	-0.29832240068476	0.00421864347102649	-0.110271135083695	-0.118130251825972	-0.0836981617391013	-0.393260290573322	-0.139550966535266	0.0906307058604606	0.0498530741873034	-0.151063728435158	-0.106554520066112	-0.120547013595514	0.0725840890724436	0.0474308029930235	-0.0628323078086025	-0.290938432236811	-0.0183767958315862	0.0916555030819692	-0.515904586194218	-0.430540409101868	-0.128279850877662	-0.113818216340507	-0.197390945361062	-0.469194870199988	-0.182570296100469	-0.180121809808357	0.370771595876717	0.145349273764936	1	0.0910742971403979	-0.257858020461241	-0.163952189422118	-0.255523268808774	-0.0698483507154507	-0.265206029147218	0.00101314530372029	0.0903104976702164	0.401133241254746	0.020577855695958	-0.0104001103057326	0.336069084548343	0.54784762096843	-0.103286360807313	-0.14980628817709	0.251240985452972	0.0886546762485139	-0.269732396572738	0.366690199074646
SMAP1	0.861318091485814	0.66123218823232	0.880839808443815	0.872862776503605	0.902581584247165	0.780924541953645	0.846251961254346	0.901344309558631	0.850123641426681	0.913977979857587	0.813514333939176	0.652872664802132	0.669327751888803	0.747975336396607	0.88209348307959	0.884814839224148	0.890264317946813	0.682508323743977	0.658013761053038	0.898433278356168	0.865365956044314	0.82903385201235	0.76614495062313	0.883487240282426	0.884884831095531	0.935731761248192	0.869502656078735	0.834582061768387	0.830799254965983	0.896477077349845	0.858049635154494	0.584784952068215	0.703649830866353	0.870233056408211	0.90411059066618	0.868375243723929	0.665018238986546	0.8596582552613	0.851292615719271	-0.696966936806822	0.848460794009164	0.0910742971403979	1	0.851295372500384	0.891537593238137	0.737221045983624	0.509777552249225	0.788815661561888	0.878555617661695	0.747270226415727	0.317903426278076	0.908593794552148	0.912113869597006	-0.653086888652968	0.352449853397779	0.682712580171192	0.905014181462244	0.770648062020736	0.83725463104089	0.592433068840074	0.811873888432218
PTGER2	0.996177234417443	0.913418639602931	0.990860962276799	0.988438602313713	0.978092603432942	0.979420172189908	0.887091745102592	0.970051986655074	0.993965127823835	0.956222168195234	0.987764155926602	0.894022928584177	0.88203655519562	0.874188956810759	0.916304506361732	0.912499123747603	0.9618471491707	0.7768960928768	0.845031920079149	0.964002890245731	0.907684208205297	0.847873071419758	0.892656962266977	0.960889285088067	0.966118247406299	0.915790856810554	0.873879459080812	0.913533735371367	0.993163508451592	0.911843000453707	0.845475088477191	0.839395379513459	0.928153408176251	0.965765429926704	0.979085416379293	0.987473976570376	0.903989572244528	0.984815336915316	0.910114329051033	-0.76087761977399	0.867874254204043	-0.257858020461241	0.851295372500384	1	0.981824347822952	0.813940044044436	0.587287699655142	0.904731065577109	0.922329911370233	0.669059491827035	0.271334223993872	0.885787696824813	0.933194738439695	-0.728500446931386	0.118520208180725	0.733435690570967	0.973460052505962	0.781710212636128	0.754535914777678	0.806552059396414	0.661652156345876
PTPRC	0.975957817792272	0.862673355185379	0.982952869026075	0.987829203266597	0.981196474641706	0.935163832736588	0.913126994543653	0.980948208831483	0.9758085744881	0.977770206586837	0.960835966900167	0.845018532306371	0.836745335756692	0.881525739681253	0.95717156177481	0.957894017949466	0.974448579808614	0.81072908050159	0.809200333475653	0.978365841280402	0.937953510042834	0.884226692175684	0.922707647351055	0.968087957918624	0.971959154893158	0.957310341043866	0.916337512088862	0.934869444459141	0.975287938974259	0.941459257651656	0.898169621964227	0.770650408095628	0.893126461381104	0.978437881878599	0.983407630012995	0.985300185320429	0.854306823351145	0.981747026765896	0.947035925734973	-0.750908271020527	0.896251672331701	-0.163952189422118	0.891537593238137	0.981824347822952	1	0.840384807227738	0.634448987426497	0.930019340215094	0.950898006584678	0.748454931583325	0.316231464594435	0.952144814748354	0.960160556747887	-0.717705764295882	0.199659156209538	0.797556869305124	0.994139083364265	0.825060940133926	0.855287825861947	0.798952211169086	0.739751571500812
VSIR	0.809205987759492	0.871821783403432	0.786517925873015	0.842202842529506	0.758977181333789	0.835796960166405	0.558990360228421	0.734881509355517	0.826717623163143	0.731866233831378	0.854998096416436	0.889311861197472	0.917399965816315	0.984774794166813	0.673810806498854	0.935152205374991	0.711312349590921	0.939192134892368	0.938488842944983	0.749977839546761	0.655338085290783	0.506839057532243	0.769030922892499	0.684808488402962	0.699149969785118	0.728870290311582	0.582485850928941	0.605827808845821	0.819134950868634	0.636084499527518	0.563520855137934	0.859625546258576	0.892863824757522	0.714057413059689	0.807942820037124	0.763803742145626	0.886461873122106	0.784377388056418	0.962458356279765	-0.554511830080766	0.592585633944416	-0.255523268808774	0.737221045983624	0.813940044044436	0.840384807227738	1	0.722401864146131	0.965437250242789	0.757366881807553	0.897847777942774	0.523276011424348	0.81173601763814	0.684482985437577	-0.520192753349027	0.449331948235488	0.895311146072624	0.856308549763075	0.491091524016387	0.860748194537904	0.824828381774979	0.411329175297706
NOTCH2	0.547579226289769	0.643758668606032	0.526154982269478	0.577210760230889	0.523055086676396	0.585884330258171	0.43094193860118	0.515460009355196	0.54578392612535	0.546371606902332	0.573213898598746	0.62227598699699	0.645552800918757	0.754057705628017	0.561605950443672	0.721188195856207	0.491339225656642	0.847216861715365	0.682781645290397	0.496613656273983	0.572659565197698	0.415566406947555	0.801663197516636	0.501079280140211	0.498344074319827	0.522015122542869	0.448806593438928	0.479191494507259	0.59459322621246	0.449252667567083	0.454816530395519	0.570444766904934	0.627078312963328	0.55704397455152	0.552195924245808	0.534120703763342	0.609769202972999	0.574443775620985	0.709169210550759	-0.110218865399409	0.562529557507255	-0.0698483507154507	0.509777552249225	0.587287699655142	0.634448987426497	0.722401864146131	1	0.754584686817482	0.604985222543365	0.795422806450653	0.700440637468772	0.696026400667034	0.486786420190135	-0.0379860456125851	0.359401756723034	0.908028926801974	0.600717367733835	0.550059208327069	0.704308037676273	0.861372672105289	0.268503336460253
ADRB2	0.890609044586018	0.912711450329069	0.879149103791664	0.918502470534373	0.856191693537393	0.900006069330044	0.714387751999909	0.845733275515248	0.907364802661072	0.841755580570267	0.922914640598145	0.90957306445949	0.919133699326192	0.977091386839036	0.809272486457439	0.966459501429462	0.830897930638979	0.932690990985948	0.918054358161628	0.849937744841752	0.790526267158145	0.671434273751824	0.88611004656008	0.812331492660923	0.821395133726435	0.820344367531089	0.728142738934037	0.759009753503	0.915741617789638	0.76476062350234	0.709845648490153	0.854722533288314	0.931569562681901	0.84281789242289	0.885505310271907	0.872767549447331	0.909356617903993	0.886175364102938	0.982919433529981	-0.628528070749877	0.723980563622488	-0.265206029147218	0.788815661561888	0.904731065577109	0.930019340215094	0.965437250242789	0.754584686817482	1	0.846506777081235	0.857773539382776	0.461841856693268	0.896493930355115	0.798991642223766	-0.589060298407976	0.323339470567085	0.911442832393703	0.926982944966551	0.646659941291784	0.874816483180515	0.874311781076641	0.525487511366236
NCL	0.916672344845377	0.771076231597514	0.92960261725095	0.93593030504524	0.940406894865494	0.860503363441274	0.904811618217327	0.942911882643774	0.910987766807785	0.940918400854016	0.890371043127396	0.756053767983295	0.738842623989849	0.805590720177143	0.941587129421593	0.902458214686092	0.938928361860789	0.76738586448797	0.722610474897668	0.943102000723757	0.949654999608437	0.882480779259756	0.915069632368966	0.934728454023587	0.938219964641211	0.947638557603834	0.907510677674199	0.910557879950032	0.90958439897591	0.918405447420569	0.898791640680612	0.675301469877221	0.814124954653789	0.95173228375248	0.951940269349623	0.943941122705711	0.76645273019688	0.931578451480627	0.885632825769303	-0.621593503423642	0.89734455417086	0.00101314530372029	0.878555617661695	0.922329911370233	0.950898006584678	0.757366881807553	0.604985222543365	0.846506777081235	1	0.734077282525402	0.355967917256761	0.914697622354506	0.940228029936843	-0.597614335493571	0.272604465364016	0.754526609376132	0.95100845283257	0.88690368381366	0.832083228532471	0.793168333468377	0.786547398387681
CD81	0.657212597188646	0.669632173817513	0.648541116057319	0.717898118463037	0.655949386521076	0.64978105410554	0.51574153946595	0.637454935090981	0.660513164945741	0.660911404849249	0.678037556916823	0.686171740061022	0.714138176904755	0.873695530429813	0.6518156100386	0.885721006967689	0.612652443149277	0.921622249775679	0.765860977066143	0.652910501510684	0.650210018668668	0.490078140330179	0.727281773658832	0.593199222044864	0.602172232481407	0.713482353135351	0.557126961862578	0.552344420491045	0.663551818295972	0.5757256806539	0.565927496927113	0.6314757881251	0.70891750280618	0.632691340761149	0.708847158597737	0.642243727407015	0.681736507492087	0.665127131997033	0.88128491525087	-0.350816248921695	0.619327347755328	0.0903104976702164	0.747270226415727	0.669059491827035	0.748454931583325	0.897847777942774	0.795422806450653	0.857773539382776	0.734077282525402	1	0.688884498757347	0.820376965813106	0.632920994811134	-0.32129399946632	0.69154964613057	0.913443953357086	0.763147311842012	0.537703271103238	0.920046283513837	0.751131374957509	0.525265737015881
CANX	0.244831928388516	0.346411346310042	0.216929457623335	0.270382526799982	0.231941411891885	0.284804901505722	0.109021296261813	0.207538386050205	0.237905210476284	0.241657551284017	0.265899766933212	0.345217472951286	0.396191913836438	0.507909812759888	0.244622418479905	0.463591058482687	0.174600516194646	0.719559779587328	0.490927330636269	0.187839339563416	0.357070497198867	0.0954491351497301	0.421072547852605	0.181434706446293	0.179147447784181	0.30265299823426	0.144209287242651	0.121915555139103	0.26664750370623	0.148031940631866	0.155288873492583	0.337566024542888	0.328283738534444	0.213412528686935	0.299560369550463	0.210420480297091	0.33686880994676	0.295089137515263	0.452423940506733	0.267812196399751	0.36123801333437	0.401133241254746	0.317903426278076	0.271334223993872	0.316231464594435	0.523276011424348	0.700440637468772	0.461841856693268	0.355967917256761	0.688884498757347	1	0.414945041374591	0.211205635452321	0.298608439793028	0.73733335610407	0.642443724712811	0.313095327706874	0.361892930928033	0.490842821845243	0.591229841565417	0.135766950196386
LAMP1	0.87468655399398	0.726866809279197	0.896227107257202	0.909800761706873	0.919534659008136	0.805962054657509	0.89106067979872	0.925245932751202	0.871275389117693	0.944855309676393	0.846246944777521	0.708743537420898	0.714407674908178	0.827851149858113	0.950982146817699	0.959078715381624	0.917847223786296	0.814436108353524	0.706990832838103	0.916214097035069	0.927589654305022	0.876083483094514	0.910589997185935	0.910109513875462	0.909464568956219	0.950773346067165	0.914334432574055	0.895772750271318	0.881507709429909	0.915311585833021	0.917082796109029	0.614586800225887	0.76963001922516	0.925860677153998	0.918677084661052	0.905137435647818	0.713858969311386	0.914482248324399	0.92821068888618	-0.660511895329695	0.885472337583096	0.020577855695958	0.908593794552148	0.885787696824813	0.952144814748354	0.81173601763814	0.696026400667034	0.896493930355115	0.914697622354506	0.820376965813106	0.414945041374591	1	0.930928739458388	-0.614353340533328	0.324364464968934	0.845022673497994	0.943619428336602	0.852190663933692	0.932733459199677	0.737709026648004	0.803828795093873
RPSA	0.936578377430832	0.714390651022028	0.962384912742763	0.941736405047277	0.980844360280516	0.849808151606575	0.977311865605803	0.990965532708005	0.925351232570871	0.993279293399738	0.883326556662374	0.690461089307295	0.67670575454241	0.727855970221141	0.98559835256801	0.881502716391617	0.9913181732823	0.657639865031142	0.637246512307486	0.984838044327614	0.96703193607906	0.964972784365841	0.856379762851016	0.990031196894344	0.989914744914561	0.989556952695695	0.982388564947047	0.974976894160745	0.915686143479461	0.994790414915591	0.968717588988133	0.603369082093401	0.7577117638183	0.982612165799209	0.966157522221986	0.968778489380078	0.705635072198591	0.956656008093631	0.84781829827222	-0.767165558744094	0.94916550673073	-0.0104001103057326	0.912113869597006	0.933194738439695	0.960160556747887	0.684482985437577	0.486786420190135	0.798991642223766	0.940228029936843	0.632920994811134	0.211205635452321	0.930928739458388	1	-0.742173903494525	0.150698094005781	0.65340183906005	0.957206439008293	0.889873617840403	0.804617641986243	0.643282935532359	0.866415328345693
PTPRZ1	-0.749011840274836	-0.58501167660249	-0.766441181184458	-0.748527365381264	-0.759989103384076	-0.68853548001715	-0.725402457265719	-0.761144042619158	-0.751731458134156	-0.738328242851676	-0.725924382643731	-0.585600968157087	-0.560036128057552	-0.539377944799512	-0.690034904393702	-0.630189849954464	-0.768087566619349	-0.323274357390982	-0.487904828471489	-0.776805797976562	-0.595192719614515	-0.696241966135088	-0.47052499581674	-0.749994581087189	-0.759842959414424	-0.710367536620471	-0.716067826320359	-0.742598162731808	-0.715235816682222	-0.749531534150469	-0.692782380144743	-0.539007644289959	-0.631780350474587	-0.723146123034054	-0.73708344750324	-0.757557265179751	-0.601208556707011	-0.69798466380955	-0.630131161325096	0.977510615429257	-0.560531282568243	0.336069084548343	-0.653086888652968	-0.728500446931386	-0.717705764295882	-0.520192753349027	-0.0379860456125851	-0.589060298407976	-0.597614335493571	-0.32129399946632	0.298608439793028	-0.614353340533328	-0.742173903494525	1	0.110751453789022	-0.309466930008208	-0.733831711943733	-0.433409412696349	-0.528055676696179	-0.267238528168467	-0.627459636330707
