""	F2R	SDC4	CHL1	MCFD2	ITGB1	SDC3	CD63	LRP1	INSR	NOTCH1	PTPRZ1	CHRM3	CD44	CAV1	DDR1	PTPRA	LIFR	THY1	CDH11	MAG	LINGO1	NT5E	GPC1	MYLK	DDR2	KLRC2	GRM5	FGFR1	NGFR	ITGA3	ITGA5	FZD6	NCAM2	FZD3	APLP1	CD99L2	SLC16A1	CNR1	RAMP1	FGFR2	ROBO1	VLDLR	LRP8	ITGAV	GFRA1	CD81	PILRB	AMFR	EPHB2	NOTCH2	LAMP1	CALCRL	PLXNB2	LRP6	SMAP1	ERAP1	TFRC	APLP2	SORT1	RAMP2	CANX	NRP2	NCL	TREM1	ABCA1	RPSA	RXRA	LRP10	TNFRSF21	NRP1	SCARB1	ENG	NCSTN	TNFRSF1A	TNFRSF14	PLAUR	SORL1	CXCR4	CD74	STAB1
LINGO1	0.241240466729249	-0.0470411640989051	0.968197310045714	0.132070390981578	0.203804222452803	0.971128505430039	0.234568458435152	0.409029866680705	0.699848212878661	0.777067718422016	0.965220795142676	0.942261041063537	0.0394792819306319	0.0213393419681621	0.453022711626607	0.687282283056593	0.724082312448816	0.225811750031492	0.832094986602222	0.214786304405511	1	0.00381974706333409	0.14921694002444	0.248085287574053	0.112279938667114	0.950267900725352	0.958994477076911	0.410140142152999	0.317639339015952	0.177459872045747	-0.0618748262616544	0.561744058339756	0.970876295706144	0.60267753853921	0.790708039001862	0.402834084701001	0.32610341779661	0.869870014796388	0.759462966583366	0.0255763068955392	0.64052376932164	0.587931323664848	0.746551543313943	0.303510968455013	0.894525405776132	0.264403287239271	0.416592227669095	0.0358510992533111	0.768006031017086	0.234738093006658	0.351859644968997	0.305165318174279	0.325710452167072	0.884288202718163	0.481896569110611	-0.0163373408305097	0.148826134255194	0.388051749245203	0.764365846769998	0.91414190448495	0.228598146136788	0.0589710194580109	0.583372967430967	-0.084518779249008	0.261029117005136	0.419078489110754	0.417726464125701	0.338295961234022	0.752547475780449	0.0137898039761966	0.0560591148285072	0.143954062011661	0.302991616300851	0.205187597300664	-0.0883092944403981	-0.0719355025540314	0.692592850778543	0.334019061531754	0.0916588353494507	-0.138278472764079
NT5E	0.909433327723783	0.980592379234062	-0.0148525495584325	0.888846547997743	0.956677490526761	0.114257375413254	0.882804061237438	0.824127489384477	0.00885055801860273	0.491778650770548	-0.00200136087821131	0.0139507060268903	0.953543815152191	0.986499184786103	0.565259645994075	0.658474590162191	0.476380569676479	0.701878625135571	0.31290643163851	-0.0945536593330186	0.00381974706333409	1	0.823167252033694	0.667641857963252	0.948843833477037	-0.0409208927671125	-0.0262323996951702	0.86454278442026	0.468563143107643	0.742531803104546	0.945063625143952	0.692220995582387	0.00867220955449254	0.671948530026928	0.0659866742249884	0.736074396614285	0.812619720133347	0.067877732601493	0.27344023425966	-0.0656734185643701	0.724593218332894	0.654677004763911	0.50416813327498	0.763187499621853	0.00810244968726769	0.876905361763254	0.801848099905057	0.451634354992384	0.564753094845234	0.921271852358212	0.862257970636489	0.645101730978378	0.810455263426746	0.333180203403761	0.730542963219165	0.897734015647426	0.889925285941426	0.877866490880644	0.357475923082845	-0.0647681200459178	0.85384900969821	0.800252432185589	0.742354229880838	0.798684505890533	0.808526653642029	0.864573587514215	0.809606055828379	0.80879632134519	0.417414560469251	0.976621163589125	0.853019430190931	0.870769161322852	0.877635172640443	0.885330500267342	0.809376461085691	0.918824136859653	0.162353300456713	0.480001643805815	0.153094535200051	-0.0220863127644928
GPC1	0.847534179065118	0.857409825356937	0.13990341142089	0.710203020217124	0.844235489114725	0.276031123979342	0.890507098113032	0.617339435924473	0.132436060676723	0.687002213398269	0.14800042803395	0.155809280908653	0.934430720170518	0.854749673096799	0.891667240647671	0.70333640978388	0.633582767487673	0.95418640101625	0.504096126682025	0.137581253653868	0.14921694002444	0.823167252033694	1	0.908408998590001	0.784470447229969	0.0950916130226201	0.0987676999041443	0.701790841112834	0.489928492034508	0.9477809287877	0.64342980514535	0.84263029921641	0.163087903147733	0.79547838741518	0.326056961058264	0.907283238627755	0.602296386012053	0.279097541045213	0.593389897262792	0.137564010345063	0.75634936534635	0.560911089361318	0.698008549439391	0.960068805096822	0.171595843605257	0.949431104054955	0.867173639877568	0.624602362821441	0.602961656089297	0.933157030385573	0.858449480185089	0.899208637192645	0.950098734214196	0.50932099672566	0.552859133818261	0.672484979870765	0.592183147129893	0.875580848614	0.627670397744712	0.0972731033478518	0.677962829632339	0.950188263722852	0.794147002130544	0.373944828436359	0.882932675684029	0.797602249192789	0.788601798003569	0.907500575054393	0.677083730357313	0.844667827921861	0.614504243772892	0.871585440051854	0.859746785128345	0.960778255498802	0.542550425076723	0.635408553728889	0.390899572045332	0.697184649497314	0.280582152333931	0.0703180407336776
MYLK	0.732782862194516	0.705701763529144	0.251967513409697	0.578659905282418	0.71998558311193	0.369123182451733	0.784719043773269	0.487480798931379	0.2824524196926	0.725608501488384	0.251161690484343	0.27763110757591	0.820025274653413	0.705232958633487	0.903587658732942	0.685919443438691	0.68485860518098	0.909313096451067	0.588846514425434	0.259185618520026	0.248085287574053	0.667641857963252	0.908408998590001	1	0.642034958021924	0.186114733340275	0.206002757318362	0.583141829151082	0.471638005119484	0.932872410002207	0.444203338177317	0.830434411246343	0.28502322702358	0.770699037521065	0.461166291792515	0.907608917961702	0.50293593639392	0.391317303826253	0.637732766564412	0.236649398427234	0.710463360640923	0.517425037395196	0.749599362551923	0.901177288534207	0.287728048597271	0.848250191817641	0.804400454468539	0.550606104096612	0.63276811557669	0.826243565304491	0.79755970660312	0.886567152639623	0.888257922074392	0.574241284688096	0.478183060511936	0.504052113905082	0.422830533650927	0.784480858140877	0.722471173173076	0.213115467240162	0.55930109767507	0.879781589142653	0.773508958752007	0.170590131780088	0.833929845797583	0.70574754236523	0.733498721595194	0.838369423373387	0.754218347072972	0.678991357483975	0.453981255845102	0.780278458072195	0.748450753902118	0.865858446812209	0.387423218250081	0.451711601817937	0.53165433928449	0.73410311149119	0.304151996675839	0.0833136875809592
DDR2	0.942508687818845	0.923422452115878	0.109882953808276	0.966602127695193	0.973756365013446	0.227535662045924	0.89879042262293	0.904884502324308	0.140421698041571	0.537924611472058	0.120433919231471	0.143912395914411	0.910140560201129	0.965531577485972	0.57355553156174	0.75241176991732	0.588142037529643	0.660249042963616	0.431462542187201	-0.116883816457316	0.112279938667114	0.948843833477037	0.784470447229969	0.642034958021924	1	0.0612182591716571	0.0899140140367541	0.930880713568517	0.591492533637827	0.692694957539429	0.926790570596744	0.750983771824464	0.132148599525459	0.762059429363573	0.129351813656828	0.734165619121499	0.914919556890852	0.195477493518805	0.310890916157604	-0.104628115826809	0.797359936092471	0.783007500598385	0.56732483874478	0.77067536419684	0.137873874151162	0.860267596925516	0.856237667489238	0.398298999856978	0.636957658227398	0.927065471563427	0.916192908773342	0.646628207578263	0.821319715276565	0.441070168323973	0.860039020719804	0.949864389627493	0.940777665397514	0.920379879694385	0.448476438461201	0.0358631684372313	0.951087698734016	0.741400604133975	0.794807627153142	0.790171868089734	0.873598436968013	0.890475566916102	0.893795028041364	0.856759857730503	0.48113669164697	0.955641757826031	0.929368224529994	0.859914697563654	0.930436779673312	0.873897969722134	0.864463745328027	0.899240636089743	0.277294088199046	0.516417415929244	0.156699128120671	-0.0445140962666391
KLRC2	0.190340266926567	-0.0900544620909759	0.958745261691752	0.0865940173516622	0.153024858376029	0.942379591759312	0.183166010510577	0.363077134893923	0.71578881142264	0.707302347291111	0.958999301231594	0.911426075400439	-0.0131464188369618	-0.026971341265826	0.38680884324494	0.645178800699704	0.669064218020277	0.173589331148346	0.779062193013903	0.150400143700783	0.950267900725352	-0.0409208927671125	0.0950916130226201	0.186114733340275	0.0612182591716571	1	0.958315555661416	0.364457230934489	0.260198270483734	0.133444029726612	-0.103825940367841	0.507350341531916	0.930189006593002	0.538321822067449	0.731145407280225	0.370144592988971	0.281039855868628	0.822332754105733	0.73463929818696	-0.00923242838367321	0.571028625076279	0.500454270369498	0.675842564046493	0.244788832473527	0.880656217512964	0.201901811824918	0.368499819797607	-0.0184877554595392	0.718552295131702	0.174210627393874	0.291161731289914	0.269105467596983	0.262981780963412	0.827697414237895	0.430254169108042	-0.0646301276780031	0.10046941692611	0.331431450674359	0.698567186801298	0.932710334388942	0.176009746995716	0.0199229337246476	0.542127734280621	-0.124078095802804	0.214207638352179	0.367628248682494	0.365956703542296	0.279578698967137	0.656114137890689	-0.0357693990702914	0.00434553195083198	0.114148175229122	0.235375476228756	0.149310997886573	-0.132921947240094	-0.121236194623355	0.639021236908643	0.299799785006732	0.0831129925984891	-0.134307782623569
GRM5	0.222446005355048	-0.0847398821999122	0.973258083547335	0.109133825762152	0.183680511363237	0.950547061691418	0.166609505662732	0.387562681842029	0.731541293859167	0.739619307882885	0.981399069367353	0.948925219041945	0.00486792156813799	-0.00829113385343678	0.388372841539727	0.673313574274373	0.709133219041681	0.171886239340922	0.82015969670309	0.0978659723688273	0.958994477076911	-0.0262323996951702	0.0987676999041443	0.206002757318362	0.0899140140367541	0.958315555661416	1	0.391231400171714	0.299085168154998	0.150560514135277	-0.0843073757192003	0.541908918522406	0.960691409744152	0.577958990742088	0.709484063272627	0.376556706877236	0.314471433705266	0.870220189003942	0.69079100014119	-0.0634522253682215	0.595593642652524	0.549559302185126	0.719091078397452	0.267148642247753	0.907721318205445	0.191336208773069	0.388780875147395	-0.0921879099405317	0.743075066446222	0.198708278484831	0.312101461126243	0.287541160193086	0.278869789683852	0.866529486216386	0.456889315815922	-0.0401224764884103	0.126791903232105	0.361289344777766	0.736666663686805	0.909496126149154	0.203545769882037	0.0401504959999542	0.562303993291142	-0.104817211693131	0.248274223547715	0.357108902348341	0.403639111570618	0.299939994805566	0.6809945967944	-0.00873203925658477	0.0179241191633381	0.127412652002804	0.251474694209062	0.147927122702251	-0.121998222107426	-0.110064730015844	0.673516289564151	0.293506542317618	0.0858291909478383	-0.166880565511057
FGFR1	0.926730483347111	0.813757049375941	0.412435494011709	0.905755578285117	0.94825545688021	0.509000205644749	0.850271421731059	0.979052667034793	0.367602245142296	0.698277695953802	0.421531270131832	0.439516525013459	0.813362399558712	0.870167939900999	0.58806128531651	0.890533305209644	0.747095372101469	0.590846308537743	0.64350151204981	-0.0793895617116121	0.410140142152999	0.86454278442026	0.701790841112834	0.583141829151082	0.930880713568517	0.364457230934489	0.391231400171714	1	0.647018098297811	0.616582000163571	0.856486726287501	0.820147365930924	0.424140591751307	0.851318958831144	0.331257473979254	0.736048871832217	0.959982041374477	0.451165792950694	0.471870640807766	-0.118899170171161	0.914433998473063	0.900896583505547	0.707839270400276	0.735747973953425	0.421394577722287	0.823748773527934	0.874461866042537	0.324201435550931	0.814502747766409	0.88720336331154	0.912473130393416	0.614700736626145	0.796391497615796	0.662328769765733	0.938961216942244	0.855982516977337	0.932542869432399	0.942597473483632	0.609814013593772	0.328145047736838	0.929312151912383	0.637008504838391	0.881873239181031	0.754732796285297	0.832985924596239	0.925796575516973	0.928377863121352	0.848061121382395	0.614782213812667	0.873569762847387	0.864640973547868	0.811754370598619	0.918917216379134	0.814790023775808	0.759044565212602	0.81942797431961	0.451801117977484	0.524068379416241	0.153137717405842	-0.0985716544629402
NGFR	0.630730221731241	0.456413984743532	0.383555374915883	0.60215712799827	0.628384590402881	0.433942192724445	0.577388906702309	0.667991637909884	0.525343639332517	0.473584770873153	0.373827298703559	0.418552038816622	0.524954243464658	0.484515264119057	0.533221529616219	0.644898412851309	0.696841595107542	0.340704170440192	0.64288746313368	0.195484733975069	0.317639339015952	0.468563143107643	0.489928492034508	0.471638005119484	0.591492533637827	0.260198270483734	0.299085168154998	0.647018098297811	1	0.380890814610307	0.498972296541067	0.599198875724979	0.390850794652565	0.647112669318422	0.408985693547775	0.505292872388399	0.694660582342023	0.575207170636788	0.405853435806609	0.178883691572764	0.640349258231751	0.690085650749567	0.522962012383411	0.53240021006015	0.486552631479655	0.543350108532981	0.692467063717403	0.31423025995923	0.54353353105247	0.56498547880857	0.687739189816749	0.456504352256098	0.586406748326742	0.531634186708375	0.64349964580475	0.560222833288582	0.585277421320373	0.654439109934284	0.642335828795413	0.268325328766506	0.644936073161488	0.378429857578979	0.554003364966314	0.442603451511469	0.687544060637891	0.527822892035078	0.664594525633566	0.689567922501594	0.510508320164778	0.529592410087349	0.583180829732004	0.611043587000635	0.672690654015334	0.557632755217835	0.522749983172858	0.497620969823222	0.637490986954643	0.443916628688883	0.264354682505121	0.126805316768653
ITGA3	0.766840880320713	0.777865539730852	0.177417895475448	0.627077682428834	0.766381541171323	0.303835830251095	0.785518551704992	0.504610507364645	0.157690559447207	0.717905981984233	0.195426344528348	0.201818259234288	0.872611697177404	0.777317023869588	0.872295099922099	0.687428102989082	0.629033507120018	0.954785764970856	0.506672977394048	0.0400225718974002	0.177459872045747	0.742531803104546	0.9477809287877	0.932872410002207	0.692694957539429	0.133444029726612	0.150560514135277	0.616582000163571	0.380890814610307	1	0.504334651969247	0.846053798834305	0.2004932990901	0.772966129501705	0.288544649559226	0.91367021978835	0.506700383498647	0.297794251816642	0.563715526160018	0.018550677408255	0.703991274196178	0.47548606892391	0.736798476084148	0.935950758885782	0.214585673888826	0.859081044041385	0.820204704277815	0.472086397670911	0.614120840897605	0.873102349838333	0.794004965380858	0.915400499463567	0.896373634848631	0.529206152032805	0.482519127091486	0.570642018114763	0.467478042596522	0.81565359952818	0.628685410599923	0.118161464058951	0.591080992890376	0.967974445409784	0.807148627950832	0.209133454850543	0.834318757559365	0.721277368510958	0.747579179069145	0.842602574195485	0.67327821219445	0.747475143524024	0.487333160077463	0.781370778307831	0.760232642570522	0.886867779270575	0.422108081152311	0.493671123216438	0.397440014441225	0.683121731088592	0.263254441746266	-0.00135580569717825
ITGA5	0.846978392400716	0.910315975953053	-0.0755712231402651	0.879616331743462	0.901739766109295	0.031305307144012	0.793100582749338	0.85738956519053	-0.0193047836100394	0.321283275686548	-0.0687038039742398	-0.043944024165776	0.838432218816421	0.919884733800283	0.355827146571896	0.560283822739383	0.36612451141069	0.468312392648439	0.214012422269286	-0.116827132711724	-0.0618748262616544	0.945063625143952	0.64342980514535	0.444203338177317	0.926790570596744	-0.103825940367841	-0.0843073757192003	0.856486726287501	0.498972296541067	0.504334651969247	1	0.529620641506374	-0.0544876705456969	0.545964253474937	-0.0195058449600998	0.542592409816847	0.8494077988376	-0.00436258426375836	0.10489690513792	-0.0696648646178299	0.637886335068408	0.665479275393599	0.33579213138204	0.577324490276054	-0.0540684722042637	0.750637306841192	0.6891742356733	0.384589166614959	0.46574448359487	0.806278532685274	0.777465534462052	0.423831773144044	0.658128401102979	0.216818109272725	0.747189288040867	0.918623692193796	0.951033205831436	0.784953619095999	0.214391032845318	-0.12285200584774	0.85798174403498	0.594808965935222	0.602470548849993	0.9381612090535	0.696579243189875	0.791444366857912	0.730792455610339	0.692935681207761	0.254078781438292	0.932602946046363	0.905359338942378	0.791293422231833	0.81597405030198	0.751435627236235	0.869367089390362	0.969211941306515	0.0808817411348937	0.337406880029625	0.105965112434377	-0.000182846416017868
FZD6	0.849291984367936	0.678549205778126	0.573740697489325	0.71571138295799	0.829934911546319	0.669628685618926	0.815966485931451	0.750715398615801	0.485097913375928	0.913325356881896	0.591669251305795	0.598478654497554	0.78445388915996	0.738697323554607	0.872990927534629	0.943886440100229	0.895204150045638	0.842822644165216	0.82588288249619	0.0469459350731378	0.561744058339756	0.692220995582387	0.84263029921641	0.830434411246343	0.750983771824464	0.507350341531916	0.541908918522406	0.820147365930924	0.599198875724979	0.846053798834305	0.529620641506374	1	0.596624925016816	0.971311294934485	0.529792189479791	0.909872021378892	0.724605827629382	0.667734860116975	0.74003725301384	-0.0384635582569398	0.937827393424422	0.773147970010122	0.929338431188276	0.921692628672415	0.597601842496099	0.855401204968684	0.921068017219417	0.370196802847486	0.867706304374862	0.886781848875272	0.885470642950127	0.889460861881466	0.902222148411778	0.847307191288468	0.752013029746672	0.609343173718758	0.61313671613733	0.925772362597107	0.866296766601439	0.476947862941474	0.732577304296976	0.799346953485304	0.949965624148782	0.308460708485434	0.894593748016467	0.833184344144327	0.889696248492303	0.908420371125747	0.867121745595373	0.725454364254024	0.586190748993684	0.772333341602542	0.857133673570592	0.860289303912009	0.466381287614459	0.508143649449815	0.670829355524522	0.723827437646859	0.252634624338197	-0.0778675951722916
NCAM2	0.271205497963593	-0.0429434478226087	0.978775976725806	0.145529826012562	0.231312996170958	0.972086580651687	0.230611357993926	0.418984594543828	0.752396957445669	0.786135467441877	0.972614977469375	0.973568920281061	0.0584819826127111	0.0311160216847715	0.47210561568496	0.707108608510538	0.766685038771589	0.229287086968751	0.879463459696676	0.210216928526543	0.970876295706144	0.00867220955449254	0.163087903147733	0.28502322702358	0.132148599525459	0.930189006593002	0.960691409744152	0.424140591751307	0.390850794652565	0.2004932990901	-0.0544876705456969	0.596624925016816	1	0.637776598068751	0.794299356075169	0.424583935093985	0.35300344617173	0.920096319373167	0.737362360830809	0.0237907243662256	0.656736566556525	0.613285989409678	0.775005448651173	0.332899672232701	0.929715009080586	0.26301119243866	0.440823690863363	0.00957456531458514	0.788133410359156	0.251741064104097	0.376147349887419	0.341344249409302	0.342640702807215	0.913196444220156	0.493763237880742	0.000949728456639166	0.153055983858092	0.414459647933997	0.811883213083395	0.908059069257177	0.245171004698172	0.0864749219692194	0.600703657107407	-0.0864492042055886	0.308746647974553	0.403790874045883	0.439349778803173	0.367760672215401	0.772124584098551	0.0329077497839837	0.0623085691388547	0.171350927763217	0.320118930107067	0.216251603214396	-0.0845671582848968	-0.0698953267722771	0.761889577880578	0.380986261716928	0.105757575504154	-0.138062116545295
FZD3	0.863504026936636	0.643320164920634	0.615477613316048	0.727555469199448	0.833613063596895	0.709221234827064	0.795528778261081	0.794530771129633	0.536122823434087	0.904743495201122	0.627548419598602	0.647645720190365	0.752033514818282	0.721179407788628	0.83643710037307	0.962022975531255	0.925975730144032	0.782219692534868	0.860118108165761	0.0290483398221348	0.60267753853921	0.671948530026928	0.79547838741518	0.770699037521065	0.762059429363573	0.538321822067449	0.577958990742088	0.851318958831144	0.647112669318422	0.772966129501705	0.545964253474937	0.971311294934485	0.637776598068751	1	0.541431421543082	0.874234364406489	0.769356111862438	0.697204751981305	0.735370609951292	-0.0676863320817958	0.96322239235717	0.844573846230428	0.92931455924286	0.899074719450021	0.637332292169773	0.829802399504153	0.918961408442774	0.328132507472201	0.88523045431068	0.868403114174167	0.882008000312554	0.860543601640444	0.879248545724275	0.881765313629969	0.80111751058828	0.621690134762346	0.64749544364675	0.930213466974512	0.875992479226362	0.513916193836468	0.75690151219673	0.746361832350974	0.939583385028577	0.348437460784337	0.898530697413844	0.828145283586934	0.899966959911564	0.901378893100323	0.877873608430996	0.724520327302833	0.617275720601449	0.761346767178753	0.86742787653031	0.828089853651004	0.479127745274574	0.516291521660105	0.688635741712147	0.712516904036154	0.23375472921166	-0.100087241732383
APLP1	0.249212207091009	0.0736235936703092	0.768169303294684	0.13597813766703	0.222394253121875	0.793168394224907	0.392443880350827	0.329901953049569	0.621306983636958	0.706279162419289	0.72519416995509	0.745584202450783	0.16013181254755	0.0791910590620768	0.633401191566862	0.571140408175512	0.659835747178902	0.353118559068787	0.735985449090153	0.693479093782685	0.790708039001862	0.0659866742249884	0.326056961058264	0.461166291792515	0.129351813656828	0.731145407280225	0.709484063272627	0.331257473979254	0.408985693547775	0.288544649559226	-0.0195058449600998	0.529792189479791	0.794299356075169	0.541431421543082	1	0.481147252227193	0.275004666687186	0.746398407444398	0.819996862477155	0.54504375336684	0.577026204336067	0.537075761749066	0.683281023548202	0.381752016183834	0.703218549674526	0.42347687309707	0.451392502559088	0.463104284603418	0.674714036965173	0.29057505337661	0.428858867870234	0.354467016493461	0.458427020945776	0.750311241315783	0.38015105679158	0.026226687348431	0.114945471796405	0.39727258747072	0.789938097406305	0.785771010192261	0.220069578280981	0.15539702625347	0.515125237309712	-0.0862334386797745	0.316445395319627	0.455972763946515	0.380539688273718	0.452142135484433	0.791647152520955	0.0678502684411676	0.101442551908962	0.292207238499448	0.393292319953876	0.359262361355033	-0.0294364064361617	0.00447989378697744	0.742806651565813	0.491864204577067	0.191747982175843	0.113013550604438
CD99L2	0.81958832754562	0.757607821402479	0.408194261663854	0.683539381991129	0.814739108205504	0.523451891318018	0.840354336580188	0.66308190953845	0.366779180386646	0.829146857991627	0.414670772379655	0.42359743682161	0.835369932476648	0.769078343961641	0.893658763393382	0.8296857371692	0.773226158785877	0.89849321333856	0.686589195313716	0.111570909861335	0.402834084701001	0.736074396614285	0.907283238627755	0.907608917961702	0.734165619121499	0.370144592988971	0.376556706877236	0.736048871832217	0.505292872388399	0.91367021978835	0.542592409816847	0.909872021378892	0.424583935093985	0.874234364406489	0.481147252227193	1	0.645056601317665	0.475309978426648	0.696677426254555	0.0638720200901992	0.839868657180491	0.664617313743828	0.849618043769666	0.929208205987229	0.421847876675278	0.895362614878397	0.898378408743372	0.494748403447256	0.770245598681113	0.890830507799144	0.872935541092154	0.894155137819652	0.936736063777252	0.70629845903881	0.644770433047382	0.590451372843842	0.55943277960496	0.885730233883693	0.766710045876973	0.357721287209511	0.678606454589684	0.870637363560857	0.895942433908059	0.293841073239974	0.877436511548951	0.820058917094798	0.841570296021435	0.882789824877811	0.795808147473243	0.744908175756773	0.551342455304546	0.817389201451839	0.837238034578403	0.89624279192317	0.470581162064521	0.537866738143451	0.547394874469656	0.73000359855019	0.274111669496853	0.00827745911583903
SLC16A1	0.874547082051084	0.771824325833031	0.343830484690681	0.932362401298909	0.905235926548806	0.424999757470367	0.817864785470641	0.968673827541555	0.378341240941295	0.573969172416365	0.342747977135431	0.384955375785246	0.741456717997723	0.818335378298588	0.479533173967404	0.818217794438867	0.691950675934107	0.454781322537061	0.580960138450107	-0.0776172651233504	0.32610341779661	0.812619720133347	0.602296386012053	0.50293593639392	0.914919556890852	0.281039855868628	0.314471433705266	0.959982041374477	0.694660582342023	0.506700383498647	0.8494077988376	0.724605827629382	0.35300344617173	0.769356111862438	0.275004666687186	0.645056601317665	1	0.394204555215495	0.359193902896711	-0.088125344454159	0.829854454752932	0.903427937146489	0.597199227642364	0.624555094213615	0.366800393162791	0.745011348003873	0.818130398698992	0.317457982528857	0.739913709248076	0.812826336364233	0.881292740881892	0.501832872102613	0.726149899946411	0.571772596736902	0.959485356127361	0.882594689661014	0.944469484034023	0.87581684127469	0.531706814865872	0.26705145359607	0.959052078035004	0.521880402240737	0.794570921606643	0.784205558322633	0.796650130788306	0.869890557438216	0.903428561242928	0.804590040889383	0.507949328509557	0.822839754846624	0.909009703762651	0.767173107850832	0.89464592597991	0.749931585567042	0.832325617503651	0.825294400864472	0.434864907081979	0.484180552076895	0.134010602627175	-0.055179112090385
CNR1	0.356852753215735	0.0318786089094127	0.921600004879372	0.198790166885014	0.310697323076891	0.916644299391221	0.295303169557725	0.437299711887471	0.772644736449499	0.777277316312706	0.922343245975743	0.9297859614134	0.171677235409591	0.0973323675554999	0.560826152282008	0.741584207658078	0.858231496869898	0.309496953171956	0.933596781575422	0.209274966239574	0.869870014796388	0.067877732601493	0.279097541045213	0.391317303826253	0.195477493518805	0.822332754105733	0.870220189003942	0.451165792950694	0.575207170636788	0.297794251816642	-0.00436258426375836	0.667734860116975	0.920096319373167	0.697204751981305	0.746398407444398	0.475309978426648	0.394204555215495	1	0.74973813706717	0.0577517104486804	0.677286224390796	0.606212258321245	0.782597498899548	0.440706722802158	0.933286398078237	0.331267511266812	0.518315408395839	0.0584253496169476	0.747949529723812	0.329683805275118	0.448239022633556	0.454236496999641	0.430124493881162	0.901306918020095	0.476086272044034	0.057821697082614	0.180761111992551	0.484118031749863	0.885730472435507	0.8012109755864	0.286104881345493	0.185895016622476	0.601076783836597	-0.0638894100578713	0.444079599300877	0.384504186035657	0.498566489722897	0.483889183562089	0.776708895522322	0.116025720323903	0.0944973705587096	0.272951003823032	0.390548694788215	0.310025858635459	-0.0372026179043548	-0.0190444719675704	0.857305778465262	0.452597870134812	0.18260512020391	-0.075503919627275
RAMP1	0.462532828180085	0.283266272481376	0.741621805778001	0.292593763096012	0.421482665596994	0.806960082587991	0.580414973914284	0.433766761987788	0.561034924679145	0.840455461790089	0.729745279205637	0.702180159620689	0.410723845457362	0.30339664791163	0.825148362004129	0.734213337713057	0.793303649751085	0.651936109520934	0.802981725407619	0.409879473227009	0.759462966583366	0.27344023425966	0.593389897262792	0.637732766564412	0.310890916157604	0.73463929818696	0.69079100014119	0.471870640807766	0.405853435806609	0.563715526160018	0.10489690513792	0.74003725301384	0.737362360830809	0.735370609951292	0.819996862477155	0.696677426254555	0.359193902896711	0.74973813706717	1	0.289344489203936	0.728326402411708	0.560289955889971	0.811290255614673	0.664624794646573	0.709871793499724	0.640823002387471	0.647491182242661	0.491641731258277	0.747013788396436	0.528769743924882	0.580735281138653	0.669911423591874	0.670951905684803	0.823951231349243	0.449527385462623	0.154931669338381	0.215229127264348	0.601176131115948	0.862985864901178	0.744767873593421	0.339231005100466	0.462832787986104	0.695786404554509	-0.0520821888069747	0.545143729360593	0.606346292959367	0.562764536469	0.649285223875151	0.873890620757581	0.291024354707199	0.186295262591527	0.485306839344552	0.548704853241126	0.592594935744698	0.0634006817439357	0.114009737373708	0.706672126479141	0.632736206780243	0.24686836424421	0.0478497467403137
FGFR2	-0.0817217376681732	0.0067612287037098	-0.00311556036553486	-0.101024069692061	-0.080147932412367	0.0123605586963041	0.180783449441013	-0.0980023666611431	0.0815318632466728	0.00677147989897299	-0.0661919058114577	-0.0317640425862986	0.00963508969122097	-0.0832732438002747	0.283984355367931	-0.096904860194677	0.00257149782329639	0.0718863331481552	0.0348253689668249	0.899881662747164	0.0255763068955392	-0.0656734185643701	0.137564010345063	0.236649398427234	-0.104628115826809	-0.00923242838367321	-0.0634522253682215	-0.118899170171161	0.178883691572764	0.018550677408255	-0.0696648646178299	-0.0384635582569398	0.0237907243662256	-0.0676863320817958	0.54504375336684	0.0638720200901992	-0.088125344454159	0.0577517104486804	0.289344489203936	1	-0.0263421411934618	-0.00308918469429505	-0.00520041891161713	0.0170101049116737	-0.0367722574416863	0.180962575757557	0.0255402747950945	0.681297792205531	-0.0252610629548656	-0.0223944154379871	0.0672593183128675	-0.0285956327028962	0.129353345583569	-0.0235831744025954	-0.113846238072756	-0.0713898389195939	-0.104071610543851	-0.0287284380780029	0.189162201127898	0.107086429899002	-0.0755123458934749	-0.0426606806130592	-0.0851687586901123	-0.0859107442714574	-0.0213415308363786	0.0592456278509764	-0.0710159239381624	0.122911078474472	0.184714573560442	-0.0753563595677334	-0.0297124897372949	0.127791548510776	0.0776030846465519	0.131799400448943	-0.027742630552961	-0.0138363768482033	0.243379281490646	0.19479404495985	0.166068060124774	0.412286365131214
