""	NCL	ENG	CD74	SORL1	FPR1	PLXNB2	LRP1	LAMP1	ADRB2	TLR2	TREM1	ITGB1	KCNQ3	TLR7	TLR4	TLR1	CD163	ADCY7	SDC4	PLAUR	RXRA	CCRL2	ACTR2	APLP2	HAVCR2	C5AR1	SIRPA	PDE1B	SDC2	NRP2	PILRA	ITGAV	CXCR4	LILRB1	CSF3R	LRP10	CSF2RA	SDC3	BMPR2	TREM2	SCARF1	PECAM1	NCSTN	CD93	CD33	CMKLR1	TGFBR2	LILRA4	CD63	PLXND1	NRP1	ITGB5	ITGAM	ABCA1	ITGA6	RPSA	NOTCH2	CD44	GPNMB	CD81	TFRC	STAB1	LILRB3	AXL	CD46	SORT1	MILR1	MCFD2	ITGA5	TNFRSF14	PTPRA	UNC5B	RACK1	TSPAN14	PTPRJ	CD40	P2RY12	CCR1	GPR84	MERTK	FPR3	TLR6	STX4	ST14	IL6R	CD47	RHBDF2	SCARB1	DIP2A	PLD1	APP	PLXDC2	JMJD6	AMFR	ADORA3	RAMP1	PTPRC	TMIGD3	TNFRSF1B	CD4	CD68	PTGER4	C5AR2	CLEC2D	ITGAX	C3AR1	CADM1	TNFRSF1A	ITGB2	CANX	CD69	SMAP1	LAIR1	SIGIRR	SPN	LPP	C1QBP
APLP2	0.806357373040425	0.774236910213109	0.657610041085678	0.305523301771132	0.207520926331996	0.715923962144402	0.876831583434153	0.955261533790884	0.318110778107648	0.479517172488025	0.671692021053178	0.764687056113473	0.0607035093819677	0.620653523485297	0.766040321529967	0.532612705747441	0.720412787473682	0.714664605680326	0.757411198101466	0.832859472219535	0.838749828797837	0.750945168741398	0.871332787273695	1	0.485580080313821	0.858782369456136	0.881439018658732	0.554844930542689	0.534197213186832	0.56811779772096	0.687351288413463	0.450643946285578	0.531997566313115	0.577346053036519	0.40156614986616	0.829915220420024	0.365868473285044	0.855542094736793	0.650192979713984	0.634291666071933	0.387738540293291	0.845670786553787	0.779754728038974	0.122431611515242	0.635633014730534	0.794768123790955	0.702156090456282	0.320418465880849	0.83435268887599	0.811910225781928	0.559105919774639	0.644732420058048	0.796175207932275	0.88816095336217	0.789419209642232	0.760686593443639	0.846224152518031	0.75446281264464	0.92837851929668	0.926160341734859	0.282311101425873	0.613644428414467	0.791753197419841	0.632326719106516	0.826342306745999	0.846526634737109	0.458678043779107	0.860083165172929	0.611128304130253	0.885102726851942	0.615044455779979	0.438047929519534	0.816796213452275	0.806366171159394	0.719091704659119	0.400753045535512	-0.050595596489452	0.765179761756356	0.105521514319686	0.711136855620809	0.818889659964385	0.360561134437919	0.645615315825815	0.83625563648076	0.599798887120207	0.746939751171249	0.194276916098686	0.756720503342358	0.193711573887201	0.566935411977007	0.56705990522856	0.74945515607543	0.224937381397588	0.810930406373981	0.761390096586588	0.425893995535072	0.47146610561598	0.576984622611293	0.648373836526292	0.838397015064151	0.935814885076553	0.580068787754716	0.264796727867783	0.0249038281352219	0.585293199439951	0.761641638152101	0.880675277906649	0.715250429980788	0.835805477562444	0.921330415035058	-0.0570231711384006	0.850479778757394	0.892556695109415	0.651156505590361	0.777177681481987	0.582058385810215	0.646532521993403
HAVCR2	0.581235103699226	0.793552046553932	0.412513248371582	0.856123673990026	0.809199271932502	0.481094328643374	0.626915119012209	0.539481355695824	0.626570531508042	0.713165764082449	0.518738818856829	0.778434663582851	0.611642079849662	0.636531958885014	0.359755505671454	0.675003050469614	0.31282720733459	0.694055050079871	0.022477484558793	0.420756506342064	0.520818005083023	0.590327923992182	0.693694135928287	0.485580080313821	1	0.348393171074944	0.725334781277738	0.725104679018848	0.409405030546045	0.636270162144225	0.832396895871441	0.855539234020796	0.335625018432447	0.813142400843691	0.663356839445535	0.709813912794002	0.877770758167137	0.311302940294606	0.777844112702564	0.850548290892643	0.693853446914645	0.298081403625193	0.625707346697329	0.00569168057337923	0.59983412830351	0.368972191224058	0.793721488486985	0.760516974767922	0.653954188754078	0.453932294371487	0.610982006582431	0.786924130463029	0.590485303270054	0.345012406020784	0.742636102461696	0.499790078771103	0.279081337614775	0.113318977613452	0.368791841232599	0.684804723738734	0.501774124878263	0.391781797996309	0.289294342270565	0.832712160565159	0.373762107300675	0.708550355760581	0.769249217123071	0.597917445983955	0.483183201173156	0.407093831271405	0.568475049484344	0.691518308458895	0.482844795363303	0.604363177998763	0.822454462162535	0.780677154091197	0.58613441985223	0.688528787755807	0.368772705864586	0.458876559180349	0.0809502943575327	0.676852499991638	0.547764232031203	0.543861336290372	0.84277055662501	0.560856833673469	0.783570892704406	0.488249989846444	0.432533850632648	0.751987430733298	0.379401793207235	0.87433188876905	0.514132626801632	0.25411648535889	0.739937239936937	0.825224522281346	0.608463377451066	0.824373773933702	0.446433915885342	0.747186094097746	0.607307499168294	0.600176783580467	0.322527726541746	0.194285945341309	0.826639661696459	0.750166164921562	0.271102513893363	0.727430937531994	0.778130368847395	0.529721946665964	0.387613766544922	0.498612094091423	0.697959998556769	0.481740837881168	0.539600652295707	0.512997378513786	0.506901695070701
C5AR1	0.688202983366135	0.662416179179728	0.598799846414789	0.0764995305344107	0.1690796925961	0.638996970703605	0.799472114261059	0.810887813706982	0.398158263259281	0.339253291568368	0.691592228444039	0.584115677327208	-0.0241411473234087	0.659505772108369	0.802554942131333	0.481258977486605	0.789292036168256	0.625510695607463	0.78384321005033	0.951712978464689	0.755622033375176	0.853479498810479	0.732548734142056	0.858782369456136	0.348393171074944	1	0.771827639911041	0.541574100520509	0.518293059479543	0.671532903597964	0.627724323174241	0.400100324151488	0.670386949575271	0.610799734552366	0.541442801291511	0.689656163063954	0.344804655089154	0.738202017261396	0.479436377177184	0.417517708330451	0.354865715025846	0.816506216737443	0.586678143943668	0.170135466865994	0.549377419627949	0.789329513113796	0.620413631088175	0.111079130089544	0.545668629057921	0.845016904565443	0.566330943696835	0.523219781361933	0.761357888569133	0.916188201881924	0.591240551984714	0.628983582298975	0.768233052260522	0.835289088821097	0.79949971973718	0.792386014811344	0.52523255752283	0.679900603214589	0.768177226096439	0.54639619103746	0.669744019564184	0.679789186860722	0.233351121058855	0.674744498921064	0.55807774865316	0.792771393762102	0.435776123769715	0.455019183926074	0.763756174994313	0.829053042691206	0.554711268163292	0.353095830809619	-0.222620956508692	0.732550670793484	0.373138375753648	0.829829708924079	0.76130990576789	0.151168157090673	0.778093000845407	0.77738282096149	0.428078158026572	0.493955894905832	0.234635396658411	0.75547158548868	0.229727857464969	0.425946351592629	0.387111588461581	0.635681258171765	0.428286135331915	0.682869795667186	0.645970918231882	0.235259164587313	0.375748508672099	0.527935276674254	0.724446327748112	0.7647283951046	0.804722507472802	0.704676331217985	0.419876322907836	-0.0753471126069972	0.508770790470016	0.593631757802007	0.728561608327138	0.602172381822668	0.677420419254528	0.729348469423391	0.103044102265076	0.686877241697995	0.769777533747179	0.580628672425107	0.596749726790848	0.393863526374757	0.402916247922307
SIRPA	0.76400220738944	0.882608384647648	0.600304506531848	0.55974321874706	0.431424607147908	0.689541279929395	0.859417610614635	0.87590935700614	0.522134409306621	0.604925997979815	0.688868567174368	0.859950626070951	0.269227811370718	0.715720679004063	0.720378164784407	0.639259866301427	0.64312621118991	0.773578592436104	0.55411857153772	0.785156212363476	0.770204703887768	0.804726063831722	0.886254622973684	0.881439018658732	0.725334781277738	0.771827639911041	1	0.688099529287795	0.54939713084114	0.688894723025216	0.828467882751887	0.675616959207258	0.499828375395826	0.744226429159243	0.540061839680253	0.861728275257441	0.592850363780241	0.689986764410504	0.759991679677475	0.813741409237383	0.539093605506764	0.700909810032542	0.802593120039155	0.0306914771637182	0.682895211343775	0.696917579136288	0.806716059341437	0.561725906010691	0.854481612082095	0.77147133414069	0.649428270843921	0.805137809657555	0.776974416068129	0.780036606289196	0.858552453365249	0.711194848381021	0.698709173431579	0.598228759511476	0.81324297622552	0.935295072098055	0.426386233677542	0.603422249274881	0.682655715619716	0.797351103506045	0.671509662608716	0.868406459576119	0.604993631281397	0.843440381136158	0.649446746704242	0.801292403570106	0.640546669123273	0.607354094513213	0.765073335758174	0.798806073081681	0.800575656978619	0.604396874320096	0.172719955155497	0.829202240935405	0.270176230413113	0.719447460740658	0.605511647842104	0.488312397603357	0.715707265299231	0.811796625738694	0.755924029239824	0.737103119271881	0.442352257070535	0.747527647017362	0.289887652482635	0.738804647425837	0.490786997802411	0.893188748365176	0.374450818002876	0.642446577661721	0.836472757049236	0.663423594332539	0.539768890622415	0.761591423685124	0.598139629430591	0.914771759354781	0.918085403872142	0.680605158758988	0.305712332955665	0.0375133733367275	0.74754767694317	0.835136385619374	0.71998495553237	0.775757078418184	0.917541683362776	0.842650136961711	0.108995643926784	0.802480272776508	0.915521479604587	0.623650316381398	0.777017044171347	0.580854355059796	0.622834605390602
PDE1B	0.62085125402777	0.751592150074028	0.405023574672519	0.568167673383286	0.597168591590549	0.538940660443993	0.674862741267508	0.542896445121228	0.526542247128599	0.557547734443719	0.545333185629533	0.703142223792682	0.495147350218264	0.628969777043985	0.447448526186419	0.61323215230865	0.468434980861497	0.602604013094874	0.201669852740026	0.562845843179514	0.544722364009279	0.652001734752922	0.644294842082273	0.554844930542689	0.725104679018848	0.541574100520509	0.688099529287795	1	0.482827751358528	0.699198012409616	0.720376811648831	0.706520670742301	0.463732589960595	0.746062344701953	0.672185220335843	0.714246672680724	0.712358080466047	0.422587639233888	0.672121543158949	0.593226328972231	0.569346120173956	0.415059511731796	0.524465093609287	0.108688137564725	0.529969864977758	0.460362163004441	0.706856705256264	0.548879371521603	0.487400186267552	0.572269214605986	0.660499411516299	0.723220186015383	0.713672332030333	0.49260255873706	0.639875112883615	0.506122760734185	0.422089729164107	0.308771636734982	0.407043348609993	0.674677217143263	0.578788094894631	0.519551582816317	0.379237725191496	0.677462266659016	0.43368992280627	0.667452022397445	0.462497415659387	0.587063938693421	0.51356149603392	0.481342834102344	0.599466651529068	0.655509976528211	0.561046220306857	0.651058333697048	0.691840628589158	0.686786364079432	0.292769974315543	0.620641147408559	0.406495426727829	0.605796677367204	0.205625016533181	0.505377332281789	0.640690517453202	0.642991589589417	0.649600288380461	0.414560628806232	0.590984255092482	0.524584890805809	0.436080558046227	0.630172442653802	0.39938930547808	0.765521092298143	0.578806133442634	0.384972571155139	0.623376835559727	0.620846509176765	0.580119691904232	0.666491030734823	0.606603125714613	0.723429018728649	0.579354918637579	0.67908975636047	0.508466226924321	0.222758353141058	0.747104024100433	0.582289941451839	0.328763971544611	0.709464434087392	0.676192891404485	0.543757122860246	0.391868771446556	0.526606485213986	0.677434045969087	0.496163038559161	0.519227470827943	0.534396815396345	0.449752219758789
SDC2	0.625442115911795	0.553979992858804	0.265684924033073	0.279238570609272	0.277757058802503	0.544779197478641	0.651297182761845	0.512385185051708	0.54235462361884	0.395044831907168	0.479139999366975	0.640962046961464	0.258232106733308	0.434968385979915	0.479391135102947	0.389903930440489	0.557915505017224	0.464762346606479	0.2346380682631	0.510903851440502	0.546677073117272	0.62499397397641	0.575320642130889	0.534197213186832	0.409405030546045	0.518293059479543	0.54939713084114	0.482827751358528	1	0.666216461983028	0.482469979879549	0.614195942023048	0.409550598275292	0.532379251305026	0.466440253439549	0.614176177256857	0.405437324299039	0.622819173077414	0.532384663962831	0.340682559525839	0.374033903817766	0.410536232450357	0.519225742871261	0.201078629330849	0.367980547042676	0.507656941545476	0.595976358091203	0.169748844926385	0.421838348255081	0.53955377440075	0.695696460154238	0.535074674394441	0.470866954174813	0.552938989363896	0.488660206640547	0.475749800699491	0.453383728883324	0.471772455159958	0.3214232911366	0.516837139574842	0.532097219284947	0.52429623246301	0.325604681132887	0.526735109255965	0.409777694295913	0.585066126987531	0.163687630787844	0.552296707144207	0.498780159271463	0.381501486348625	0.609531785383994	0.654908569614554	0.526377869825143	0.588429412014565	0.40011338392961	0.465026553912688	0.108195267781593	0.586881229483707	0.467131795470731	0.612620282849359	0.230830000371518	0.209977763715364	0.585354896555924	0.480389794590878	0.464528023821176	0.345300260045378	0.387747266595032	0.607296493361816	0.488056014051828	0.330190773265803	0.613018687353641	0.464562648417779	0.541570915072809	0.360855489323388	0.53789752385679	0.456370151318185	0.430287229719969	0.606075497296881	0.537575412877123	0.560712039284746	0.487161666136793	0.607623848752117	0.425913003677556	0.146616531188073	0.470164894574416	0.352463113206069	0.301070370365762	0.654864939370316	0.445813813200243	0.627579293328096	0.308949001437016	0.502942320030978	0.44806327562247	0.50404938080162	0.314782135328572	0.580867766190536	0.45644745064932
NRP2	0.623366353995425	0.724995232608188	0.316208052617528	0.398556800555541	0.503360094679892	0.5751649759122	0.756810388255286	0.539661555210493	0.688505588315008	0.447142033858571	0.638957942979249	0.671162829679719	0.404583270272705	0.626397634374689	0.475969940592225	0.523847142958843	0.539966729152073	0.574505542307175	0.217566891267835	0.738664094748513	0.591686547677784	0.855182935555035	0.592398082745201	0.56811779772096	0.636270162144225	0.671532903597964	0.688894723025216	0.699198012409616	0.666216461983028	1	0.659596900995581	0.794504306596701	0.505999978269774	0.769002783377206	0.800092855818103	0.679244026181434	0.69007547700292	0.585626049701888	0.628506409207879	0.475410096858662	0.651700307824976	0.425209674167422	0.582797055156105	0.0430786690587038	0.432893492033727	0.554973610899586	0.687759795852738	0.338637849312641	0.407462026429454	0.627884157625985	0.70696897615951	0.710706694975783	0.624700749248723	0.609433268089798	0.627443358882661	0.39481771179446	0.420960405981457	0.414677444018983	0.37791529375855	0.652492190429917	0.862258758334967	0.596854644432526	0.351585230606671	0.68377255557835	0.380397542304631	0.654208277741853	0.290126866950474	0.541309340107694	0.559529441842001	0.391724757394858	0.619014502957483	0.796062446626536	0.4831182812549	0.763978225768785	0.627292457236558	0.684282487829934	0.188459238192144	0.717078864187476	0.730077108338701	0.733633200699006	0.220820116059199	0.273041333481366	0.850823623191439	0.61679840232969	0.606539520497342	0.304359682314775	0.662364083962173	0.693005525295393	0.592300959260377	0.5301584089833	0.529962847343113	0.683863473304275	0.760577657601095	0.338790886224133	0.609451847870041	0.551555162414564	0.42536588356782	0.699909578342192	0.651371455890418	0.731908416317608	0.544683873765101	0.844794987257634	0.669011413571686	0.0902610761779524	0.732708211778569	0.488984852088708	0.291769808640578	0.729068673067302	0.580423674770092	0.53464494271919	0.516558477803185	0.434796740284935	0.588323665391791	0.489865803493213	0.373984652994625	0.501344992415585	0.335745140610888
PILRA	0.705210815882703	0.856996211006193	0.627494955356734	0.690306882373193	0.724402979850611	0.543472846668254	0.742244399101109	0.722929031880289	0.58236025267018	0.720346192508871	0.654885740799897	0.818168046777081	0.48519206733223	0.757878232130233	0.602298580310632	0.741387036321955	0.558432005371763	0.764809274782039	0.294444850614279	0.656677494687263	0.696306610615347	0.739674804748287	0.845581041837548	0.687351288413463	0.832396895871441	0.627724323174241	0.828467882751887	0.720376811648831	0.482469979879549	0.659596900995581	1	0.78725911647651	0.533944684969532	0.839784107062842	0.650835138820612	0.798988993886219	0.780693405082672	0.465641819087844	0.788892113601703	0.843603340018352	0.637166613119998	0.580021632794154	0.689844474167379	0.174044129625208	0.726870155828737	0.573218991648648	0.845843849242259	0.641627487908527	0.748385079510717	0.666503062715588	0.691257034823889	0.797624206918286	0.694422200549668	0.584125206015911	0.776510354750334	0.686315270703144	0.487710522247182	0.435412704444745	0.571459988143643	0.808905952036066	0.498307623954904	0.567964235510135	0.517691879464113	0.886297996574813	0.537558161815658	0.811040374224397	0.737689370599742	0.726823109344391	0.572929963404706	0.60726568596889	0.558716788463086	0.648539222495914	0.71186201909922	0.709501832170698	0.805347954986538	0.741941466462612	0.302110362623921	0.794485436033433	0.372939946726972	0.638323407808425	0.362106751244224	0.571111161359582	0.667601469447205	0.672676158625263	0.756100439370402	0.638753230299487	0.64183794236397	0.603063101171377	0.325665297484419	0.722800588763988	0.408566789914389	0.912049685569739	0.51225303364674	0.437938267467743	0.812603732410262	0.729535192692311	0.653187120941418	0.848382333785499	0.612072642431407	0.87063725688968	0.791741400769118	0.706856185712097	0.340115991103935	0.132202483628919	0.769052852029937	0.823425423378022	0.490184219946822	0.790168593961365	0.862346979992955	0.689774860074432	0.283646340558137	0.699685336020123	0.850115902166378	0.622479550607621	0.682613175154829	0.543255303852887	0.609882503370175
ITGAV	0.636717598485336	0.791652653327937	0.363090285523568	0.762814504101803	0.774496068595299	0.525074219657512	0.68589974144174	0.477975513553456	0.716245524665537	0.661217422198546	0.517962647828153	0.78799880498346	0.647750926351817	0.666134026195223	0.354307680605493	0.681606861848646	0.384616914346231	0.643450297817896	-0.027720925527411	0.486450873916624	0.53838508038619	0.675819838632961	0.66042902309074	0.450643946285578	0.855539234020796	0.400100324151488	0.675616959207258	0.706520670742301	0.614195942023048	0.794504306596701	0.78725911647651	1	0.382148375973273	0.832372134862753	0.749919616123591	0.691027668755218	0.882944794270878	0.397095267725358	0.788188186695248	0.717880754941947	0.752404966091337	0.304650116143312	0.607842622680878	0.0830767255052747	0.510113639508554	0.398806644709449	0.813030763974325	0.633780788939748	0.534509128264562	0.506640228440808	0.760998670523046	0.810369151485292	0.525949935215698	0.398140243798291	0.694546667364331	0.465513546423218	0.257384724048069	0.183864145928224	0.252870663447023	0.642659324925216	0.68947854381985	0.495489365685597	0.197470321707771	0.838774541737615	0.351635192269419	0.693917180785551	0.608936697663891	0.548234161075659	0.565001713494926	0.320087771983295	0.65957172120047	0.832629777211877	0.483650536110105	0.649070957012878	0.71962411781275	0.849378965914387	0.493832411872234	0.682324997473859	0.578276547551519	0.570125111421995	0.00338979782450627	0.526667593419641	0.705997644144601	0.516811166898111	0.77424846930587	0.433401955538796	0.805911921686795	0.572882299200294	0.563956521757187	0.692556782594613	0.517072221224115	0.816642375083221	0.686434230611383	0.239442555725354	0.68823844613629	0.82131957433848	0.564313973588985	0.841599819070955	0.526226096790614	0.717902609447269	0.523261147350072	0.708478648836263	0.470060182482208	0.25377363557268	0.799663132543947	0.608231058329194	0.200128761272736	0.792692262308269	0.665779435870797	0.526585219212007	0.536723078388241	0.472269812827834	0.599337687952253	0.517732580344103	0.398673677500664	0.59349920493485	0.477937663783297
CXCR4	0.654683141883927	0.475234773292618	0.662283952411808	0.0813904383523546	0.294476940370068	0.477138283474724	0.54149540932905	0.523255780744517	0.316227431685165	0.344067018143892	0.486177951925229	0.471248964822361	0.0544812542803587	0.534133686042762	0.444152914711624	0.510025908899017	0.569834967169086	0.516739677286929	0.484565197305032	0.708362717772382	0.535769425205337	0.655444350847469	0.592841439482692	0.531997566313115	0.335625018432447	0.670386949575271	0.499828375395826	0.463732589960595	0.409550598275292	0.505999978269774	0.533944684969532	0.382148375973273	1	0.538576236331221	0.599483098457684	0.513788578125943	0.449493073359504	0.434147294001274	0.423798496197409	0.264752650119763	0.32195315492894	0.654540645525449	0.355359611790321	0.304708467426594	0.616677365949661	0.51694210466396	0.571994506350114	0.0267368424622128	0.319287104752787	0.598275637658751	0.523116749495242	0.314771267378098	0.458377575429941	0.59963530260205	0.409567832489349	0.711894583728114	0.560655420253034	0.721596958951285	0.439996804641579	0.501054865142147	0.465701112225427	0.474178869703426	0.598692169335788	0.472641180773203	0.525625450712377	0.470659256808467	0.175401509027607	0.516509665506264	0.460366778039133	0.528826944351566	0.384320162414836	0.41484552041767	0.758975062631302	0.705507559927813	0.405653975600054	0.393961305508899	-0.174700877002132	0.473662152975769	0.355073072521592	0.56885909282075	0.438332065623575	0.156429574919043	0.657363657578569	0.51423964661991	0.306263343398867	0.389835035820724	0.36136314413562	0.508553259231968	0.400439679048353	0.228940613435137	0.33071295447201	0.498412150930601	0.494068535266969	0.485615669141983	0.467856567568315	0.145962678190423	0.59582876528635	0.428114438115201	0.665068027403359	0.524067994924412	0.496766987072919	0.737567819028122	0.400870231480478	0.312423911048291	0.32342226444235	0.421307203971852	0.468112003446787	0.532194842427834	0.459104876789638	0.53680880740731	0.448311268372498	0.571267452741739	0.5400479026991	0.637895279668105	0.466795602187688	0.408771523191695	0.478958170156983
LILRB1	0.638805398944939	0.762695253039654	0.519912046617969	0.650357607448775	0.708302109895326	0.531567375671289	0.724438327306353	0.607484587831405	0.704225640576847	0.642497055191921	0.564953039671274	0.734769742227807	0.548643315859258	0.759699340381645	0.548072679815179	0.711448960574507	0.579713874809554	0.729758187676718	0.214997289319968	0.637369906529483	0.617761149765645	0.745613327663984	0.719117894855435	0.577346053036519	0.813142400843691	0.610799734552366	0.744226429159243	0.746062344701953	0.532379251305026	0.769002783377206	0.839784107062842	0.832372134862753	0.538576236331221	1	0.77730356238378	0.71146179298415	0.80769522847201	0.437872329107091	0.705745964427826	0.689059455088533	0.651101925949882	0.485004613179324	0.585502700764826	0.136062509527005	0.61859094711431	0.575281111663399	0.830921092256145	0.53904929364438	0.551346785655584	0.644982791608603	0.758356726562538	0.706923290885987	0.640250613751279	0.561861581193119	0.6763297905099	0.551114074760114	0.395054262229137	0.380263275672119	0.421789023545249	0.709311581827878	0.686356282915044	0.620864070224443	0.421208969268423	0.823728426296425	0.449640862779603	0.684674523303233	0.61205794861926	0.598653515635866	0.55164938244529	0.486246384635988	0.53851783036819	0.758091889053018	0.610692693871776	0.744119989517784	0.712500831233479	0.7551427255736	0.329521596151417	0.764502569004624	0.515527167041017	0.701078540390406	0.225465586111332	0.546824216074732	0.758192199442246	0.628805174284006	0.716965926321253	0.461410718998497	0.734072442416658	0.622810502310688	0.480363654076823	0.635213121484729	0.409244618976733	0.836572907621564	0.634741222100796	0.337861726338333	0.767450043571063	0.664508339111342	0.607259479055275	0.833487266223343	0.640013088876966	0.795201714022257	0.6514052880657	0.73599760150236	0.463729050719866	0.134592702657714	0.741517529430869	0.69599546646784	0.335100437074367	0.788093062161536	0.730601995379706	0.587648185670858	0.420948847149755	0.550747471941696	0.725460545878173	0.548228217216706	0.489585484677603	0.492123590270995	0.460708361350518
CSF3R	0.550689634434685	0.595075703681104	0.411119231428175	0.447057799274207	0.690315365666098	0.483252719781474	0.602444782947728	0.381200501055015	0.669382193619064	0.581017793216359	0.540418242879703	0.527965858522961	0.4876580566758	0.653709850715417	0.328098762510984	0.610917364037275	0.471193914294888	0.565733109201877	0.0949783002820528	0.606145661884826	0.47261033137314	0.696063090951769	0.512892401677317	0.40156614986616	0.663356839445535	0.541442801291511	0.540061839680253	0.672185220335843	0.466440253439549	0.800092855818103	0.650835138820612	0.749919616123591	0.599483098457684	0.77730356238378	1	0.554167352415793	0.791685717938201	0.374017232877671	0.564288845769928	0.392856356013214	0.621001078834458	0.350704404361266	0.450564034973686	0.20638110622558	0.503269775656667	0.430459503079777	0.651989278652714	0.276592321012652	0.254170704828409	0.506819517004402	0.620888762663878	0.545443997315203	0.537342071239575	0.448941680432955	0.493850873912821	0.41217888145751	0.246719391621472	0.331062939417071	0.201334178200642	0.490401750263875	0.822454928316824	0.527288261251835	0.340641899051288	0.613867563560621	0.32251219065194	0.513949927363057	0.329878926439758	0.419481523563275	0.445296604264199	0.25734117405118	0.464684838253741	0.721558063835929	0.485354134431755	0.728088084491565	0.577421201560633	0.644294664479472	0.247626530273657	0.600896654612211	0.694600779778285	0.60150489703678	0.0889319208804157	0.37424262671796	0.767478462480284	0.502161645180541	0.6004238476853	0.214957435815909	0.777248774395096	0.548357753806097	0.630383620225257	0.395358216823541	0.348708591056087	0.636977752011989	0.765036123595653	0.209339160169662	0.51390617712554	0.420256201976967	0.554378286469816	0.628061849028858	0.727080523761693	0.613775846750452	0.395202471613495	0.778651100526218	0.706275251565007	0.198494810124189	0.640333882941932	0.440893427459944	0.151979462952138	0.657497345203463	0.480431259785041	0.392052846110826	0.608994000414044	0.359949505250414	0.528593682681556	0.463800537144197	0.299625613072616	0.414556308043351	0.316535399900518
LRP10	0.848057369976637	0.859158640671073	0.557208222535047	0.558881620405643	0.495806446510336	0.734357657484874	0.84800226307677	0.80067469637344	0.478929299317265	0.644147675991099	0.671688507849462	0.895796402874142	0.369721957036502	0.632192288792985	0.636614927079014	0.649883887079629	0.571974817939782	0.716081059977784	0.422324668649677	0.70416532777761	0.754381168385659	0.737410727661699	0.869856811000244	0.829915220420024	0.709813912794002	0.689656163063954	0.861728275257441	0.714246672680724	0.614176177256857	0.679244026181434	0.798988993886219	0.691027668755218	0.513788578125943	0.71146179298415	0.554167352415793	1	0.63556664045345	0.700935438784984	0.833084011516953	0.733816335235002	0.601754467606382	0.669510333115423	0.791225184346359	0.161130626795067	0.66075030144761	0.636318507690631	0.810554086111267	0.549582431076792	0.810638806223064	0.683778312530535	0.694984908985107	0.82471483512658	0.781900917027439	0.683589930524119	0.835845864747662	0.740559890384529	0.68250899311549	0.539853861690018	0.690486194969799	0.868978555524613	0.465379545939206	0.561795169959733	0.624929238254558	0.732304534843044	0.673019148666246	0.887044307361237	0.534188961214671	0.874292277489578	0.64016211095546	0.734227288791021	0.771588780385162	0.651316332532364	0.747188873920877	0.764247252958849	0.78261692402932	0.630024582070176	0.175508863365131	0.757312432388688	0.32852715901006	0.641144418209291	0.482498278856117	0.491906891445374	0.674869008540561	0.771199448347248	0.759337256700058	0.726130168418019	0.495028109215958	0.693347226988622	0.441135524537119	0.700973593519154	0.653581197717623	0.844198068054124	0.488877040192859	0.650655511233433	0.742245711975349	0.666305503340291	0.6303234941686	0.689481381084394	0.65734455698513	0.865728140979327	0.810679635936826	0.69959232256469	0.361221219050645	0.230359301057797	0.75854094036362	0.767186850982032	0.652844528572771	0.843100245622624	0.84188043004246	0.841784316505485	0.257736929943922	0.787506212696569	0.859598479589294	0.698239952561444	0.736941763994293	0.768437736685758	0.736567705045557
CSF2RA	0.588877838136255	0.746605451158199	0.420040739829117	0.776949637908228	0.842476796099523	0.478759084858063	0.589822384274049	0.383308238228787	0.63240473523007	0.710024082724484	0.509151888221822	0.702503009456178	0.680646317960098	0.615794634090751	0.245581751887067	0.731651440488834	0.275823890758091	0.647225618986865	-0.0731781252335442	0.439645319640981	0.465234165793157	0.61661080801439	0.605614615295582	0.365868473285044	0.877770758167137	0.344804655089154	0.592850363780241	0.712358080466047	0.405437324299039	0.69007547700292	0.780693405082672	0.882944794270878	0.449493073359504	0.80769522847201	0.791685717938201	0.63556664045345	1	0.242630701342853	0.777073705304939	0.694995766602093	0.765219861123944	0.263037980955656	0.536196453350897	0.0957760329582744	0.560888043656351	0.282081452157557	0.776074511768818	0.670346021509638	0.45495815763257	0.416164527489106	0.620908300185424	0.728387117305861	0.512858486119014	0.285492718590962	0.650194465052459	0.466590943340584	0.192951406932027	0.127254194309053	0.197208952297015	0.574305072343851	0.635694385527583	0.395169120065353	0.195788427719474	0.786288955599436	0.300097483128373	0.631192158403149	0.655519083132184	0.497349610352909	0.482637508887425	0.276053500028136	0.573190091379208	0.74301105522283	0.470387195335242	0.610266760885181	0.728170063941322	0.859984033758493	0.536118358358448	0.580989331546787	0.549033182193695	0.464886292553849	-0.0577340467767262	0.554284330398117	0.655372842047278	0.452426394340662	0.760425156999342	0.389389327592763	0.860870148118588	0.443178930384406	0.55100915153412	0.682922452958664	0.371760078784295	0.809136619729664	0.666471260870131	0.181172499291621	0.603814600442487	0.751297515467785	0.615080937459314	0.751228913346257	0.529961748779316	0.662885466599678	0.449324923844859	0.701653242127858	0.476941901027305	0.307744078550808	0.804197787236029	0.605088912418943	0.135855846770175	0.710250596196795	0.645234074172468	0.408624347102729	0.58841253340493	0.404794215427576	0.600355372704138	0.50217057317897	0.416491289123237	0.555128381079246	0.466962707484526
