""	NCL	ENG	CD74	SORL1	FPR1	PLXNB2	LRP1	LAMP1	ADRB2	TLR2	TREM1	ITGB1	KCNQ3	TLR7	TLR4	TLR1	CD163	ADCY7	SDC4	PLAUR	RXRA	CCRL2	ACTR2	APLP2	HAVCR2	C5AR1	SIRPA	PDE1B	SDC2	NRP2	PILRA	ITGAV	CXCR4	LILRB1	CSF3R	LRP10	CSF2RA	SDC3	BMPR2	TREM2	SCARF1	PECAM1	NCSTN	CD93	CD33	CMKLR1	TGFBR2	LILRA4	CD63	PLXND1	NRP1	ITGB5	ITGAM	ABCA1	ITGA6	RPSA	NOTCH2	CD44	GPNMB	CD81	TFRC	STAB1	LILRB3	AXL	CD46	SORT1	MILR1	MCFD2	ITGA5	TNFRSF14	PTPRA	UNC5B	RACK1	TSPAN14	PTPRJ	CD40	P2RY12	CCR1	GPR84	MERTK	FPR3	TLR6	STX4	ST14	IL6R	CD47	RHBDF2	SCARB1	DIP2A	PLD1	APP	PLXDC2	JMJD6	AMFR	ADORA3	RAMP1	PTPRC	TMIGD3	TNFRSF1B	CD4	CD68	PTGER4	C5AR2	CLEC2D	ITGAX	C3AR1	CADM1	TNFRSF1A	ITGB2	CANX	CD69	SMAP1	LAIR1	SIGIRR	SPN	LPP	C1QBP
NCL	1	0.800980679738287	0.669035599302359	0.409949996709363	0.426911293569436	0.762196260776032	0.833046626136236	0.755118572510902	0.3652670676163	0.624844150288201	0.61514728409309	0.857537558590824	0.298114273587034	0.602190166418908	0.607269023311577	0.663074357764278	0.579967806919471	0.67402386574791	0.466510023948006	0.719404883247811	0.806984030008225	0.733475576802572	0.874501843324203	0.806357373040425	0.581235103699226	0.688202983366135	0.76400220738944	0.62085125402777	0.625442115911795	0.623366353995425	0.705210815882703	0.636717598485336	0.654683141883927	0.638805398944939	0.550689634434685	0.848057369976637	0.588877838136255	0.72257883481832	0.774216351970581	0.598184611104519	0.557236205917009	0.732364307270237	0.753549249996345	0.365200590852901	0.733142214310642	0.626447129266751	0.810115087432932	0.386216096016239	0.740498028590022	0.687922256996404	0.693809739703351	0.681176694442447	0.719522271221781	0.685891712158386	0.792198049784196	0.871330698792327	0.744607506080106	0.683804008723198	0.631640749866611	0.782998297399608	0.396422912764794	0.561232544056261	0.683785640812114	0.673855660821104	0.733875180915109	0.796804215296107	0.468162351815459	0.86424518918933	0.69872139950056	0.722553414184524	0.823563104985799	0.621247952456861	0.861606569354908	0.797674476959735	0.688042538605383	0.612605471861684	0.0617462131376806	0.630529481174427	0.254408216081053	0.594474693283268	0.49189178827154	0.393180057054952	0.703718203992124	0.709383317133469	0.69611382438851	0.735471497595544	0.423245878340484	0.642682257955741	0.476699310456955	0.545738852484808	0.721693885381832	0.744620398786221	0.430424436607438	0.713637925614133	0.661044466291233	0.550172779688796	0.702202994589351	0.590418706538204	0.699771638712478	0.778179684049503	0.727015889627872	0.700707080536833	0.351924486199187	0.387480531872822	0.627683430174266	0.658299802619779	0.687824536613779	0.818236337305358	0.750764486923923	0.87387530896895	0.3043830852203	0.817909284452892	0.771845963811004	0.814729021158804	0.679648514801085	0.797274647261447	0.823042329235588
ENG	0.800980679738287	1	0.559982290778054	0.642966416561336	0.584871518262993	0.675213444548305	0.859480779308663	0.769553958032532	0.509209813999958	0.646934985211796	0.690625848006861	0.911955201696846	0.441070203816207	0.665575341547794	0.581161853333471	0.685687812505682	0.515065925046784	0.744399250964588	0.376332734467038	0.707539030378159	0.750976289588998	0.779993094554148	0.858726450256403	0.774236910213109	0.793552046553932	0.662416179179728	0.882608384647648	0.751592150074028	0.553979992858804	0.724995232608188	0.856996211006193	0.791652653327937	0.475234773292618	0.762695253039654	0.595075703681104	0.859158640671073	0.746605451158199	0.598019461473993	0.878757171703056	0.839043291417559	0.711829798299647	0.592606885882193	0.80088112593413	0.0904055126153637	0.675405501494047	0.562137016368704	0.863841604110915	0.68294159562339	0.802517698327515	0.712759426089387	0.690357000799594	0.882146975795752	0.759042775154292	0.649554006064722	0.875213331372498	0.694965903752692	0.606149371559376	0.471607345835556	0.653614941716659	0.889001498106557	0.479137731805739	0.540623569588054	0.529527944680282	0.818429484539736	0.601263472763237	0.875789766288411	0.650984342709426	0.797876985000595	0.657052112475059	0.70116552356668	0.728054010750676	0.67798847873626	0.717895792142249	0.770696605776192	0.849725199550794	0.746249282445812	0.262820629380956	0.750140107124433	0.370535042967369	0.642029211530778	0.410863550312731	0.51022049465411	0.71562597781118	0.742825751837818	0.801226037204805	0.703759025809081	0.54430328934937	0.674156669693793	0.351341655021833	0.823555279360503	0.563156558845106	0.92059221473958	0.493119158004252	0.57951579129766	0.764969196100671	0.787325058243833	0.585021534300532	0.747135154805249	0.598224312395519	0.884934087462639	0.806696836486278	0.710876552588898	0.34076237347654	0.203203618424006	0.865256499986651	0.782500187102084	0.605486578994485	0.809690308500092	0.893020798658702	0.759207724036353	0.289791465424721	0.733980983403416	0.858485323733008	0.654528804289637	0.724195399517996	0.68887693637908	0.658355130791979
CD74	0.669035599302359	0.559982290778054	1	0.288367611367178	0.336228188183085	0.558203925194367	0.593593691781962	0.693033959101805	0.188018381850012	0.534976546244006	0.382614478562557	0.534611841385691	0.275045883099056	0.655428914761499	0.540779229081025	0.65879764197154	0.697460688922942	0.669191897122779	0.535415273652073	0.606189126701839	0.705785223189725	0.529975294160469	0.736489451229118	0.657610041085678	0.412513248371582	0.598799846414789	0.600304506531848	0.405023574672519	0.265684924033073	0.316208052617528	0.627494955356734	0.363090285523568	0.662283952411808	0.519912046617969	0.411119231428175	0.557208222535047	0.420040739829117	0.476930660938821	0.492417684958039	0.485363921517839	0.320328172301211	0.79606799015173	0.465724153587578	0.391005538873725	0.728242277093102	0.637508304951428	0.627737296058208	0.168382521369476	0.568986317934864	0.708044481749902	0.530966840331113	0.408179177769223	0.483574457187117	0.633976290603033	0.520576897588713	0.799503235853398	0.651337238548151	0.628125790051626	0.59628643679048	0.653416792440469	0.145112168656133	0.624026813244923	0.718265820040123	0.604728370308677	0.706797071585503	0.545407510874028	0.506040349174401	0.590054709019919	0.414124249323554	0.706396960105919	0.360760345617892	0.355419453228092	0.827522420529805	0.63665737139618	0.509788899307603	0.392786572980018	-0.0553839743089995	0.530716482668342	0.0464739955302125	0.56938462475464	0.626824510585315	0.317331966969447	0.533719255171286	0.609119763301439	0.428086190231406	0.580238894284659	0.279781898700967	0.5559440571575	0.179676605500803	0.301506152681555	0.25531980511622	0.624566465810732	0.135126959220371	0.663295244358265	0.683901651172246	0.214117493025658	0.638976935234409	0.439085375543027	0.608573953799444	0.651736348156023	0.679798781163964	0.49269121362532	0.143547285557449	0.216889350165164	0.29993686158792	0.63441480806678	0.709137743440533	0.580650901856903	0.645199379865145	0.689135987282696	-0.00799720388618284	0.7588797994107	0.708335933460874	0.668191674832625	0.545390061774541	0.368078178072915	0.563291018243246
SORL1	0.409949996709363	0.642966416561336	0.288367611367178	1	0.729366010681408	0.324822431844834	0.444321899004185	0.362929136834802	0.565569997262923	0.712964283526863	0.310165487420966	0.677839239845279	0.679671771258923	0.476850142396341	0.178168365409652	0.60292403585249	0.120879413356889	0.59464002347932	-0.171107863486568	0.135648414450121	0.327912609176116	0.323485785150792	0.551454631849294	0.305523301771132	0.856123673990026	0.0764995305344107	0.55974321874706	0.568167673383286	0.279238570609272	0.398556800555541	0.690306882373193	0.762814504101803	0.0813904383523546	0.650357607448775	0.447057799274207	0.558881620405643	0.776949637908228	0.134076035138911	0.708454508111253	0.819338620168696	0.581091981904642	0.112278016812868	0.520007167410118	-0.0826210991131416	0.45036888232341	0.211461866699782	0.664860603969832	0.81446552299289	0.595797609018243	0.256396461993657	0.48619294305752	0.701858464461918	0.363190435588699	0.12086812020007	0.648894124208106	0.357896005968551	0.0743277863078169	-0.123611908318128	0.209137416783601	0.52815328563271	0.259003714794879	0.235835720467194	0.0607228222892688	0.733916411380242	0.235321694993109	0.581628870500356	0.813448063916445	0.457554182105504	0.34237835976904	0.22292146911861	0.449972294179084	0.587524155316878	0.30237348755679	0.360730096842286	0.679156945854067	0.706058605044534	0.724633428112636	0.497977572204387	0.184631585643733	0.259875582908816	-0.0892663478663506	0.689442542639973	0.314714133024555	0.340923919749517	0.754408500261224	0.49637988426732	0.697428731143348	0.301619016652248	0.327654473640056	0.701262940715115	0.278260131807236	0.744313557596807	0.304400908838214	0.11434497016273	0.633116405133883	0.837749975681419	0.516656187914528	0.732801720967322	0.253513749836908	0.583739303631455	0.458834098608409	0.34421665271987	0.113920173314647	0.222085151484026	0.672242260008502	0.674449391501636	0.127186729378387	0.593411020791412	0.665624362165871	0.376092194330728	0.252960201476302	0.358066445077195	0.541241558455439	0.350484443424808	0.43536186695627	0.458812268529965	0.43670177233681
FPR1	0.426911293569436	0.584871518262993	0.336228188183085	0.729366010681408	1	0.269781017337755	0.376951095188182	0.231577549491414	0.520245781195528	0.705441541886363	0.440371260835555	0.553362263594046	0.679257401345932	0.50941419553256	0.138431854029367	0.611047301334937	0.164535994802794	0.528831838209871	-0.237421243605919	0.240901529032239	0.351657780472718	0.395946803393286	0.485292506797388	0.207520926331996	0.809199271932502	0.1690796925961	0.431424607147908	0.597168591590549	0.277757058802503	0.503360094679892	0.724402979850611	0.774496068595299	0.294476940370068	0.708302109895326	0.690315365666098	0.495806446510336	0.842476796099523	0.0644156826311334	0.616800308042615	0.637244180259053	0.605196401505157	0.112730074673998	0.406187414617579	0.221704069142873	0.485295719679621	0.14936071192867	0.626538049202674	0.623233749572585	0.391177725662539	0.244657035032426	0.490714046112766	0.581594316878388	0.392752843273733	0.091362683318666	0.520793325896106	0.360800689204655	0.00330996075850853	-0.0383572971486054	0.0406655074013209	0.379313209365735	0.52421121674008	0.290880253221348	0.127891695979957	0.674763900448859	0.173231316081695	0.456183021206105	0.654666016731123	0.376781503264955	0.356059631344847	0.0970997228989284	0.41750915415562	0.612971260330722	0.322412873979964	0.428302451253964	0.606844714988758	0.721493406644266	0.50889939929953	0.484965847477786	0.441524203437658	0.258649344645946	-0.166870940557807	0.581795250483053	0.444170213382406	0.291897202174521	0.665009580776185	0.316111991291873	0.824936863562908	0.253814063658713	0.40076668300705	0.557326325466834	0.257283327829547	0.65831736483542	0.581855831583764	0.0264926990790983	0.494650595034071	0.670005868184671	0.580823858226324	0.654118755142558	0.439213333242337	0.507155617191072	0.319707376382432	0.498725911264098	0.404083056702877	0.258656777404839	0.650733249505223	0.529457153960714	0.00839465087842048	0.590957101912868	0.53401117813886	0.288189158361371	0.526681754292123	0.295032940027952	0.46754017198496	0.367067917278402	0.333155430181658	0.386583561815195	0.394678974521552
PLXNB2	0.762196260776032	0.675213444548305	0.558203925194367	0.324822431844834	0.269781017337755	1	0.7600736020319	0.677110042168293	0.282270000604542	0.524424628532466	0.492432224802076	0.713615494532839	0.284230942184879	0.57772190948407	0.579870115388577	0.536773219693168	0.602370183331139	0.560517008146419	0.452000384520913	0.618665828619466	0.690226139158626	0.649721007027162	0.742609456163479	0.715923962144402	0.481094328643374	0.638996970703605	0.689541279929395	0.538940660443993	0.544779197478641	0.5751649759122	0.543472846668254	0.525074219657512	0.477138283474724	0.531567375671289	0.483252719781474	0.734357657484874	0.478759084858063	0.693617190937762	0.620233402573548	0.448119912258642	0.437209358286943	0.606538013126649	0.626212571779126	0.228512497295024	0.585679024223303	0.598713205673242	0.671329118234125	0.253020307816032	0.568320072778175	0.651198537267483	0.610434462845318	0.613571599611029	0.697850052362751	0.657271101071049	0.633243447671318	0.651424990056187	0.68462379659119	0.577645291427292	0.573574085556794	0.709929589239353	0.378259383182835	0.630774916243727	0.587081133355856	0.520951432783693	0.607164023915302	0.711315643361873	0.308547309306856	0.730039479010221	0.518167530312237	0.670473662930304	0.675106662428242	0.536910859889037	0.698556331927794	0.713605114260773	0.578277211537826	0.459542208042911	0.0143329157720794	0.59665019298576	0.26829736789537	0.607752759153297	0.475121537862805	0.356713309850849	0.619274206629554	0.73627392424302	0.59584840004784	0.5280111957056	0.32304968289825	0.68555743248875	0.406688277765512	0.458021223942176	0.57259940761245	0.6231261543502	0.357732079159044	0.646590366107624	0.62523824943519	0.40249379470607	0.512578296890447	0.499914069473333	0.626684810080356	0.71450150284329	0.643859327454988	0.616960132631383	0.275666607952147	0.277445953560107	0.563135724994666	0.487680809783188	0.595395443474821	0.702925012465274	0.629842279471766	0.744994994920443	0.132903829276812	0.679811670632979	0.680039642565654	0.638354183898874	0.531526662265723	0.667648967462855	0.562265258160026
LRP1	0.833046626136236	0.859480779308663	0.593593691781962	0.444321899004185	0.376951095188182	0.7600736020319	1	0.860252810957244	0.516747729378247	0.53809794721266	0.643223263267487	0.819829867229903	0.298710323055252	0.719881424150508	0.67834161616937	0.604453961910514	0.709470616816349	0.728991608267789	0.575813793357327	0.79669346586164	0.810023406285528	0.822645820585489	0.846694428255247	0.876831583434153	0.626915119012209	0.799472114261059	0.859417610614635	0.674862741267508	0.651297182761845	0.756810388255286	0.742244399101109	0.68589974144174	0.54149540932905	0.724438327306353	0.602444782947728	0.84800226307677	0.589822384274049	0.83622450738033	0.751033457117723	0.636485409675204	0.586508995123974	0.719962312621654	0.767587972385557	0.110805581815332	0.641196297054435	0.739321052273943	0.813823753651371	0.399800557040108	0.722142279536663	0.81317835250146	0.729462082221143	0.751835337069431	0.778262981235554	0.842264107653817	0.794551945245472	0.680796621834708	0.740127916004713	0.633852042437832	0.728377917781414	0.8963762041457	0.504202586521387	0.669027289128953	0.611167044971497	0.720133197805498	0.734132766214942	0.868571461579825	0.480539011542776	0.817002811432258	0.633893230225674	0.741825664929809	0.751012621515389	0.66432612288664	0.759203002232997	0.862003905228747	0.765845872432054	0.581644304192281	0.108601643215423	0.785169305310212	0.353823821381569	0.800723928576871	0.581284988897528	0.440308238234878	0.754229257354151	0.79472347341556	0.705052297656307	0.612559198810473	0.428768539666352	0.815281275398963	0.381928142219481	0.621784356238068	0.674056909934919	0.810924941022382	0.455122668230772	0.722234017969002	0.778156488942428	0.568590620580185	0.503928975301167	0.703929370208336	0.690538451696108	0.853602977183776	0.820273454638001	0.689801341674126	0.420729345833653	0.130139168497585	0.712307792318531	0.709826843117172	0.720578477698974	0.837850428889523	0.798132334956135	0.842435392842212	0.162271779861011	0.753172088625603	0.830778142750025	0.65610122204255	0.613214723044408	0.671031215525371	0.615366649229595
LAMP1	0.755118572510902	0.769553958032532	0.693033959101805	0.362929136834802	0.231577549491414	0.677110042168293	0.860252810957244	1	0.34863209228423	0.471468444079701	0.598002229212589	0.758325202877994	0.0913395807282382	0.656567677128815	0.764789560522026	0.557702155228169	0.755763533814505	0.737842399327793	0.75609685629149	0.781353814084006	0.826746789971947	0.718333413155192	0.873071463243493	0.955261533790884	0.539481355695824	0.810887813706982	0.87590935700614	0.542896445121228	0.512385185051708	0.539661555210493	0.722929031880289	0.477975513553456	0.523255780744517	0.607484587831405	0.381200501055015	0.80067469637344	0.383308238228787	0.814430679872127	0.644047154115142	0.682368136111243	0.395132240562944	0.843769058362338	0.757145745853356	0.0532907881762979	0.639778133406041	0.799300742660036	0.719016853973742	0.353620264105684	0.833977620173665	0.813130336240117	0.577082982413678	0.639550226098983	0.763572975472608	0.871427751092829	0.74218593152161	0.740334283427156	0.827667378140969	0.692560660299539	0.920542351980135	0.940015171535788	0.253387401180731	0.614545839568757	0.741787713340052	0.680993485189397	0.846838415832585	0.857777588902672	0.521280068384092	0.812300826506164	0.555654627634493	0.892291467381865	0.560516889038189	0.429573521874865	0.799405764490753	0.791640962604908	0.740338456709893	0.398685797528702	0.0180270590817564	0.803360519770107	0.0894026830702724	0.743739906962445	0.806811629187036	0.416434912138923	0.618518077689243	0.816149330344046	0.609092556709676	0.741450901967527	0.218664636872092	0.765132515654806	0.187497719543707	0.568642725398409	0.514196709503039	0.778274000804353	0.203939855154499	0.793895518241524	0.832159741761779	0.46196749302441	0.483489293447443	0.631452399483735	0.569474868618606	0.841971726976779	0.95295799401749	0.551704792184359	0.214817347058229	0.00768161405168779	0.592672274738214	0.79773439492395	0.854551455841614	0.724296308971363	0.853754555105459	0.894826113179055	-0.0700810313596621	0.84213589511563	0.902927245918059	0.642489116415007	0.749770172715389	0.528543230219702	0.593432603230906
ADRB2	0.3652670676163	0.509209813999958	0.188018381850012	0.565569997262923	0.520245781195528	0.282270000604542	0.516747729378247	0.34863209228423	1	0.456643935387755	0.361141249184549	0.486992433465919	0.452549338652783	0.578591255575071	0.385817785009479	0.454364476514702	0.401595653495484	0.4853551148098	0.0566037581093022	0.428390600001219	0.352992610472438	0.562121634137959	0.426960834126486	0.318110778107648	0.626570531508042	0.398158263259281	0.522134409306621	0.526542247128599	0.54235462361884	0.688505588315008	0.58236025267018	0.716245524665537	0.316227431685165	0.704225640576847	0.669382193619064	0.478929299317265	0.63240473523007	0.305902983562094	0.498526609078475	0.46266303793173	0.522651060238169	0.24094078394859	0.41358783653932	-0.049127586704968	0.303511683991971	0.419665724615078	0.594161100603268	0.364922831591318	0.304199797406407	0.414022669917323	0.623217016410493	0.557514599612391	0.366242450686734	0.401360542367317	0.438011437991707	0.229940472673339	0.119182323532989	0.159408371153738	0.181748448448186	0.448774323032723	0.661960410649045	0.423456274011107	0.164348501838603	0.629490461779312	0.225031415622813	0.450616602758895	0.381130659486014	0.315891403338452	0.401428025069215	0.198966156302505	0.358762455229119	0.685709997132533	0.307949424439983	0.518164375530179	0.429243261957959	0.555796344048271	0.449220320526752	0.604892405260619	0.554724829236604	0.582575665648336	0.0118601430809839	0.374411727417396	0.567295659042842	0.353706579249123	0.506896928466725	0.211880588338556	0.702288866664507	0.482717280426743	0.560109205692291	0.400337648273458	0.271870702250647	0.575912615456477	0.616969199282116	0.0701915854519745	0.556007020137925	0.538626885590778	0.407907161788055	0.730597016631857	0.436962075830549	0.541033979055081	0.39748609907429	0.562378689320345	0.426632408672115	0.0304759258997386	0.520477804750298	0.490398936185844	0.0829495431694577	0.567902688443586	0.455279813157327	0.316955193908201	0.451676541107043	0.271929314805964	0.418098626168648	0.310248961397677	0.202895868778264	0.305739722855619	0.208864348252998
TLR2	0.624844150288201	0.646934985211796	0.534976546244006	0.712964283526863	0.705441541886363	0.524424628532466	0.53809794721266	0.471468444079701	0.456643935387755	1	0.491476456021757	0.703992227214358	0.62075031042469	0.521718792054146	0.358067543107443	0.675872574655497	0.390414269840943	0.601789727669704	0.0353139463003279	0.360916991577247	0.516489134093681	0.483383646079879	0.68264056547011	0.479517172488025	0.713165764082449	0.339253291568368	0.604925997979815	0.557547734443719	0.395044831907168	0.447142033858571	0.720346192508871	0.661217422198546	0.344067018143892	0.642497055191921	0.581017793216359	0.644147675991099	0.710024082724484	0.319443083832658	0.680238809702342	0.666872612408699	0.517773814929916	0.367098419269769	0.603666432368229	0.301656514166757	0.651797766328263	0.370566245348119	0.697957444371123	0.585911314348702	0.605125234830872	0.415018179800916	0.555844740007079	0.631794333887657	0.553429743756435	0.307540179545137	0.695660250357104	0.603755626359902	0.29175488451004	0.242103369643945	0.335860829081991	0.566257444969089	0.335855507414436	0.486018818778134	0.42736306932642	0.643175492671546	0.394794762937345	0.587662897734883	0.62675951303972	0.606181672594222	0.439789126060422	0.419951794560269	0.512282890632235	0.612232154992991	0.553824351565642	0.54164784243244	0.620097343070596	0.619514031085447	0.395341595125938	0.542067865235628	0.265128549526578	0.352107696775862	0.157669744915224	0.587925707898103	0.453735669683592	0.507958850814918	0.75855864028322	0.532248395563716	0.638767759249743	0.397456952401776	0.436339029661382	0.550360716551629	0.319044738979339	0.700162820029584	0.380494697082088	0.373883846008513	0.626713440636412	0.621418558392185	0.729797079246155	0.617687602506897	0.602415223341111	0.696753187939911	0.542977811613297	0.506434913335652	0.290618179087731	0.380670872440094	0.625295263821664	0.605443358808478	0.294877174149774	0.649737318440044	0.678586928796629	0.570766227675232	0.311932617833811	0.551226091219016	0.671897510971285	0.572308685396248	0.585772834426702	0.539313139044234	0.589283050787474
