""	CD3D	CD3G	CD2	CXCR3	CD8B	CD8A	KLRB1	CD247	DPP4	CCR5	CXCR4	KLRD1	ADGRE5	ITGAL	CD53	F2R	SIRPG	CD47	S1PR4	TRADD	FAS	PTPRC	CD69	TNFRSF1B	LAG3	CD44	CD4	SMAP1	TNFRSF14	ICOS	TNFRSF25	PTGDR	IGF2R	SLC16A7	RIPK1	CD226	VSIR	ITGB1	ITGB2	RACK1	TFRC	ADCY7	PTPRA	CD81	TSPAN5	TSPAN14	LPP	CANX	PTGER4	CD74	CD63	EGFR	APLP2	SORL1	NCL	PTPRZ1
TNFRSF14	0.665091699565767	0.715558373064558	0.651407023530857	0.62542825941699	-0.278108587961982	-0.416669996473428	0.831013028270824	0.513205059075754	0.816816913557864	-0.575183271737061	0.797758055250989	-0.508253781820134	0.530730426284464	0.142253971073151	0.734650534136372	-0.417571368889931	0.538304306306913	0.791549459264537	0.735902973709479	0.795000464937019	0.492990121941001	0.567476498334282	0.844385499831	0.586391646802349	-0.198054862939257	0.677390806170697	0.647444816573168	0.568601915504665	1	0.379132779905061	0.76294491749484	0.171476961810623	0.234188272040999	0.0556499287537577	0.512428156669435	0.637062509345156	0.641561324268928	0.106550183728333	0.305927002983484	0.755783948143701	0.209421156772277	0.328188861303727	0.0773363837913859	0.0424286655094352	0.266847440235512	0.614384715038716	-0.00397545129815844	0.0659824773728835	0.723013665262319	0.0448369887769644	0.338239919156631	-0.233220364239754	-0.0679108000607995	0.0517581858314268	0.533512602706541	-0.255004578556914
ICOS	0.489577347448887	0.510983380677644	0.486068124589999	0.511737496413193	-0.180501626209374	-0.149583126766629	0.549729849797043	0.473040752196491	0.527819391028544	-0.384784637837708	0.552812847569995	-0.280497544660563	0.53698416477458	0.320951647456161	0.558381096541928	-0.11783374373588	0.495424544527684	0.519769119677563	0.539074077720555	0.476408966821409	0.378884868816822	0.592547853827309	0.517051552867831	0.590558503104168	-0.0940201111633226	0.561166618440047	0.598783954345103	0.460705182109794	0.379132779905061	1	0.545223380514659	0.0559425758205928	0.171082780417678	-0.0742003909887707	0.485442091549333	0.586308800032027	0.42885725222365	0.235386995222757	0.421823444881139	0.551235028133114	0.360775337594959	0.397832658338254	0.128442109983333	0.218376724457342	0.280003716749706	0.413775546000766	0.0533312914809147	0.0166939710245983	0.235629352571173	0.201844591376751	0.326703061962189	-0.295461178218269	0.0397367776361857	0.132690788169692	0.503510769593355	-0.334208910166052
TNFRSF25	0.524916295513579	0.597426605299963	0.581919628295632	0.579694358491223	-0.363137768723504	-0.447939767588055	0.792951558857627	0.455293959731157	0.79008740756954	-0.651218649959405	0.710914449244533	-0.617667991455187	0.537207655208412	0.183193342015848	0.658344863640686	-0.385615982516155	0.569142149510312	0.702021981988254	0.570545115950035	0.700782599324737	0.552075676022904	0.726228080289965	0.794800699881118	0.63094859298534	-0.32124290711791	0.778453628845286	0.744728686965833	0.477157733458426	0.76294491749484	0.545223380514659	1	0.0346382032370987	0.293630927438129	-0.0719939156808316	0.646459564309162	0.81677025611563	0.633738412404722	0.00579545826490637	0.398011216127269	0.686227831104753	0.38802306172393	0.452259489599304	0.179674935945939	0.0485577938769124	0.42882755862515	0.684541601427439	0.2057236915084	0.142319852682126	0.549857230418267	0.124883295382705	0.273455755436103	-0.160590829582215	0.0268783037243946	0.23562165519638	0.647686103306757	-0.168679725416968
PTGDR	0.473991552698711	0.384270106794672	0.543360971087874	0.214904226424946	0.691354931269863	0.581853377654764	0.0926432428695058	0.544076981184112	0.291762168699678	0.294145875837461	0.0497370664209497	0.565612609791101	0.419336596163229	0.589188781476598	0.227236827130865	0.169914349886932	0.465816013696366	0.0810531911283269	0.0660029354605925	0.00826371570316521	0.447835006515107	0.472324531470086	0.10866771456291	-0.0559071268103806	0.526262493051815	0.304359313195022	-0.0564488737870428	0.181176908375334	0.171476961810623	0.0559425758205928	0.0346382032370987	1	0.471693471409661	0.14836645213959	0.232882190323951	0.254206299462569	0.137363251366411	0.550548444972213	0.231521700144611	0.173938725451778	-0.0267295455569634	0.149269274836997	0.118764113533561	-0.132469442409336	0.415406064517199	0.339143707454933	-0.0936678270194276	-0.178131309478937	0.434235130145158	-0.0990899265893609	0.125149101250821	-0.342833080236735	-0.144704804327009	-0.208952911809675	0.249048780385699	-0.354266609420565
IGF2R	0.358721739143831	0.311020432396579	0.391864685664224	0.405218324002575	0.238900974606073	0.138101156059886	0.286495135708774	0.291710555588531	0.474345055517885	-0.144808360430241	0.100315345261817	0.0672900078010269	0.642438575745149	0.438466376464572	0.42151643697856	0.117728698691128	0.622911829948823	0.237071407875079	0.027614279992599	0.110676686093115	0.447954646055169	0.536208001270438	0.209114526114825	0.239971477988294	0.0890721072538696	0.433048677356953	0.319115635835876	0.377951871413545	0.234188272040999	0.171082780417678	0.293630927438129	0.471693471409661	1	-0.279685880033512	0.410733594482772	0.544411937706699	0.40106371056848	0.42533188408807	0.466092510737788	0.370575997935335	0.50620885912134	0.522654560047803	0.631197220953705	0.30103840902562	0.724961930347753	0.655128086989369	0.388701134171977	0.463476024919389	0.316465709903837	0.372814484891161	0.502020154450169	0.273553758543094	0.434220930147898	0.381896866227046	0.650386076356192	0.2494236788012
SLC16A7	0.423536849331037	0.340452190316701	0.403521842198242	0.15422529434323	0.345742889441179	0.205762470633545	0.0315961363312671	0.381946631382811	-0.0628054442375254	0.262934423999229	0.181400323756119	0.204755654505144	-0.0448349789645097	-0.105200532614834	0.219710515818703	-0.311093041759551	0.0530372876426931	0.263336172227634	0.245781323433038	0.254275281083855	-0.0552017066109872	-0.253953196250121	0.103751938636268	0.00812739059671049	0.316000319026952	-0.162735179473526	-0.194650603645244	0.207189619099052	0.0556499287537577	-0.0742003909887707	-0.0719939156808316	0.14836645213959	-0.279685880033512	1	-0.315439246333266	-0.236612571688988	0.0109574477184353	0.305161613335796	-0.00126217227969901	0.152109695343131	-0.140335966950715	0.00786812847983663	-0.365719772517425	-0.0848800682570045	-0.139436271576964	-0.211817388270828	-0.504239748859467	-0.37100696765963	0.119299630206047	-0.175074293280108	0.111507842554238	-0.393588397336296	-0.301923094403148	-0.431609922528711	-0.142675847097028	-0.399069975247551
RIPK1	0.374856561945979	0.571739269207202	0.368459637274395	0.481281290289839	-0.272511335998695	-0.344150986927092	0.637476595360772	0.484032525691897	0.511646954352142	-0.343110070362885	0.474098976438284	-0.342375897306133	0.650116579145023	0.333751374213134	0.539500577990905	-0.205332342870312	0.631565312974673	0.555916609868554	0.449024473710163	0.517924184626775	0.474851801610638	0.773889464841843	0.604523035999814	0.512504590333842	-0.363960871913736	0.6063157812663	0.527784049899189	0.493630095557396	0.512428156669435	0.485442091549333	0.646459564309162	0.232882190323951	0.410733594482772	-0.315439246333266	1	0.737225858212692	0.632071657628513	0.107788134379295	0.499048639785754	0.627781837049342	0.4630532709871	0.572955436269697	0.453034837222304	0.185775941204602	0.640353876692465	0.758174741780349	0.205505549839037	0.190903278507796	0.314093463030541	0.235433377891951	0.390969522505679	-0.0729009113636237	0.244438930830068	0.349174989120875	0.644917956248443	-0.085640697765212
CD226	0.541692304606403	0.609183906411352	0.557676899728097	0.546799802021813	-0.251536305761184	-0.303113951287275	0.763521066977854	0.443876088108503	0.81552334703758	-0.629358575902121	0.578226579019114	-0.454054937962352	0.627762089489461	0.393627972202138	0.667505513104408	-0.271518468443489	0.759795784881326	0.630720783085274	0.498106518041833	0.629813856099569	0.51928880831051	0.815654645700634	0.670209322039988	0.660623754457644	-0.226918767447217	0.687225085967198	0.76406482167519	0.623366888813739	0.637062509345156	0.586308800032027	0.81677025611563	0.254206299462569	0.544411937706699	-0.236612571688988	0.737225858212692	1	0.631431258711319	0.232246666597684	0.526865376082953	0.719886620715776	0.513011053403909	0.56415247030779	0.405873568183211	0.13441219567413	0.606140515869189	0.756494348526726	0.305720372662971	0.249557012460555	0.462105228245541	0.230947026316247	0.416396514383995	-0.05871469529953	0.220569755344912	0.362079423774084	0.747364117128818	-0.0708049757893303
VSIR	0.676808647043312	0.677503124765444	0.627259059173419	0.558324537995053	-0.17972790130366	-0.393181032603446	0.739347027326796	0.567390840398437	0.56026171356037	-0.509425518781798	0.646580002351026	-0.352888656996473	0.689715391596086	0.0722538111547701	0.766010920872112	-0.495304295185543	0.677469725010946	0.798299399733196	0.553942098782935	0.698245466308007	0.432243966264085	0.570232138691045	0.675305605193434	0.703468787113431	-0.167192269393005	0.534993987148556	0.576448605975867	0.662748745516318	0.641561324268928	0.42885725222365	0.633738412404722	0.137363251366411	0.40106371056848	0.0109574477184353	0.632071657628513	0.631431258711319	1	0.371640579589894	0.723999965819526	0.838033906810594	0.572882065335966	0.647572762820872	0.484637633437516	0.452308736554296	0.411557689093949	0.808947276727301	0.142222843260649	0.345280989056317	0.472880021901837	0.492446613846433	0.657376662593524	0.0188973444010752	0.393372264191998	0.450350261378105	0.697950764265745	-0.0183170187276364
ITGB1	0.602041158722282	0.45100750164395	0.626904292227031	0.311374740333368	0.542341104150351	0.468476844215675	0.182316986781471	0.649507389470609	0.235872646883757	0.121600415552325	0.183538925274521	0.439517576416551	0.501653026401885	0.549933244301539	0.443637780633293	0.183986957522024	0.508285914315136	0.334678276746748	0.182542116059674	0.0990482653506022	0.399469013434192	0.390579822343688	0.138188853687116	0.373851633688659	0.546205979737191	0.279798051041176	0.209627769658916	0.527840523577176	0.106550183728333	0.235386995222757	0.00579545826490637	0.550548444972213	0.42533188408807	0.305161613335796	0.107788134379295	0.232246666597684	0.371640579589894	1	0.64460824731504	0.367435173884533	0.333060737333797	0.430981253846456	0.376718945357216	0.505120495703952	0.465455591228815	0.414987959158317	0.174993560779067	0.205406269044004	0.33844455758405	0.49729070725899	0.630256950993165	-0.0454143794508055	0.382726674333135	0.212491818854363	0.520706248962036	-0.0951800375625343
ITGB2	0.589075894228149	0.519245153078068	0.575632307499341	0.481147651842129	0.0559343305460173	-0.0274798134660297	0.428074266270689	0.613595847055033	0.32703353381564	-0.227233977501296	0.358997885627557	-0.0357370777820904	0.682135054031872	0.366457754170509	0.670525633037711	-0.0563423035564564	0.642105831831714	0.612102065233177	0.338569073767425	0.353135029657111	0.437864372823091	0.597529438205517	0.409600097486061	0.724133770476668	0.0919542017665507	0.524215484081512	0.500942032301568	0.746650509891273	0.305927002983484	0.421823444881139	0.398011216127269	0.231521700144611	0.466092510737788	-0.00126217227969901	0.499048639785754	0.526865376082953	0.723999965819526	0.64460824731504	1	0.661443356288148	0.692656542715225	0.707547267630193	0.603695855986962	0.712249555412351	0.532883517357168	0.708336459431191	0.362987028284375	0.472114263654855	0.266968961123606	0.773216451652242	0.782906287538794	0.121791395863721	0.613506165444075	0.584549083028292	0.747809153451634	0.0660238627196406
RACK1	0.814209892074135	0.821516732526379	0.70221693449522	0.723414530317564	-0.262224558817496	-0.440829477994351	0.893892841980993	0.66415116763478	0.694086653760964	-0.609141056144852	0.806687291315865	-0.464654919420722	0.725266238204712	0.0916912601522719	0.942983183607328	-0.571582381666048	0.813324123405428	0.939395867092125	0.819310690129451	0.896729600319218	0.46207508229677	0.584909567019807	0.857950521484591	0.807579851260489	-0.234399565601048	0.514860656098118	0.62424172141064	0.869887775828998	0.755783948143701	0.551235028133114	0.686227831104753	0.173938725451778	0.370575997935335	0.152109695343131	0.627781837049342	0.719886620715776	0.838033906810594	0.367435173884533	0.661443356288148	1	0.509913447730696	0.629110377363807	0.364613616231742	0.329326204418942	0.469461081241609	0.752580832181699	0.0170058243383435	0.20296086428803	0.54880130197414	0.339222817426963	0.714739121287741	-0.140068079032895	0.243063475929671	0.230406299140936	0.727153242681079	-0.179467925778567
TFRC	0.29102324750438	0.317388498003453	0.308361772008848	0.440053456659598	-0.21386186190601	-0.271629214759319	0.341489659998119	0.259239960288672	0.317942187213415	-0.265691720391501	0.126292388346273	-0.26732342276908	0.517992260698406	0.165138469456875	0.49557780777176	0.00898584702076828	0.553378159015709	0.487859149252538	0.0779640119280643	0.25865902274582	0.170494573771368	0.417029605680716	0.303230064603703	0.644522730440766	-0.282861492186136	0.450403822543071	0.587366969451118	0.544787584688633	0.209421156772277	0.360775337594959	0.38802306172393	-0.0267295455569634	0.50620885912134	-0.140335966950715	0.4630532709871	0.513011053403909	0.572882065335966	0.333060737333797	0.692656542715225	0.509913447730696	1	0.71264879330159	0.825255582144393	0.757235408272504	0.464358168574732	0.690410687428584	0.609786802707676	0.807606964064517	0.0515522771494691	0.744380199087584	0.758779338028134	0.577014720933598	0.792822247705077	0.7830984464701	0.778866149607711	0.544347157258432
ADCY7	0.496707363267117	0.551702562939904	0.49531954904344	0.611906381302281	-0.113761293736256	-0.234319139147405	0.449351203027934	0.567455071963314	0.420649232125675	-0.269157949135469	0.252417383069646	-0.203932277549669	0.644207939276727	0.346409009818352	0.612246097582104	-0.107418188121234	0.721382334271453	0.620961803546336	0.316722271144245	0.383893423833813	0.363413997614808	0.526526316204691	0.378149970719838	0.590482018270123	-0.269648029942425	0.414024818235675	0.53942099196521	0.544345174164473	0.328188861303727	0.397832658338254	0.452259489599304	0.149269274836997	0.522654560047803	0.00786812847983663	0.572955436269697	0.56415247030779	0.647572762820872	0.430981253846456	0.707547267630193	0.629110377363807	0.71264879330159	1	0.578904813743878	0.590854297954716	0.587266242321214	0.759353865139194	0.391955979704361	0.468746754124622	0.204304338304012	0.625776543240153	0.728940978444763	0.141068480542641	0.515826006479635	0.548381494926906	0.735567228244822	0.108174789726458
PTPRA	0.106437104743076	0.141377002015234	0.115863682236838	0.22258888735933	-0.143603736949901	-0.178862105033683	0.270054036408108	0.126952753677969	0.21064434097121	-0.189683906778987	-0.0330263570610874	-0.0928381483207783	0.459196406722412	0.177131697207185	0.322975439146645	0.0944695629194722	0.500852268314864	0.252712254885411	-0.0987698636167377	0.0676580176278424	0.185397891088647	0.420471550023578	0.152410166439875	0.502944810656723	-0.231673959934988	0.312128380770659	0.438693863489186	0.398904129580824	0.0773363837913859	0.128442109983333	0.179674935945939	0.118764113533561	0.631197220953705	-0.365719772517425	0.453034837222304	0.405873568183211	0.484637633437516	0.376718945357216	0.603695855986962	0.364613616231742	0.825255582144393	0.578904813743878	1	0.701617436250312	0.556054900122075	0.69413958474002	0.710334570602892	0.848667306735838	0.118381146915304	0.731567435662901	0.688920665527676	0.685062797005519	0.880282715369968	0.819320690639596	0.71485067250204	0.666635614711499
CD81	0.201353901566114	0.167819472611201	0.200005367067013	0.325826940570765	-0.111816620454617	-0.122469845250488	0.131413758134695	0.219626653273769	0.0578636658992021	-0.0934340554252795	0.0121098324677665	-0.0411909543290048	0.416709644456421	0.153926209109963	0.384601093871556	0.203953199760653	0.321401894940914	0.345554048751977	-0.0182576540780654	0.0329798847819977	0.00625668152963233	0.192260016785962	0.112838204118349	0.547286824805882	-0.112450024260503	0.261020415368529	0.442628541964018	0.46257784696186	0.0424286655094352	0.218376724457342	0.0485577938769124	-0.132469442409336	0.30103840902562	-0.0848800682570045	0.185775941204602	0.13441219567413	0.452308736554296	0.505120495703952	0.712249555412351	0.329326204418942	0.757235408272504	0.590854297954716	0.701617436250312	1	0.281002053253913	0.466105662243689	0.572162457367242	0.778826975292079	0.00260614134315299	0.957365317814528	0.807642465678614	0.552150308949173	0.837024108297496	0.751492242689327	0.63657880316955	0.486454206766182
TSPAN5	0.373823569974712	0.469673334669063	0.422522628413575	0.367332204438277	0.174385394384299	0.15340559811429	0.426355696088242	0.564873898309891	0.436200574485877	-0.0898362248672028	0.294001496290454	0.0591112427523347	0.600527302019151	0.523202698651225	0.498835117393494	0.0726263061760457	0.59858815138611	0.345012288314383	0.246379258625431	0.226637516719614	0.58611798530188	0.70877356621955	0.337253865044986	0.361710473584056	0.0383414438407455	0.51534901792964	0.349898703881302	0.487767884077854	0.266847440235512	0.280003716749706	0.42882755862515	0.415406064517199	0.724961930347753	-0.139436271576964	0.640353876692465	0.606140515869189	0.411557689093949	0.465455591228815	0.532883517357168	0.469461081241609	0.464358168574732	0.587266242321214	0.556054900122075	0.281002053253913	1	0.67669727491395	0.29815292892193	0.277934206000359	0.442754879889742	0.347693195997844	0.538506597852875	0.0840706717162989	0.382076955221021	0.284971474575313	0.717407257829532	0.0488595294779611
TSPAN14	0.587856111276082	0.630208573350077	0.615355085828419	0.624675163532652	-0.131995130434531	-0.273141062939627	0.689442680612	0.593671879122117	0.66648228727883	-0.448620829468118	0.467834519247252	-0.280859263881979	0.768423913652172	0.355115305896424	0.715593871771585	-0.18295637905696	0.804542576418698	0.686502533743129	0.408790551778061	0.519390399543902	0.587555374213209	0.785694983829766	0.629692606205092	0.669027415813704	-0.218188753123478	0.688184924581772	0.671046595871904	0.595441269153158	0.614384715038716	0.413775546000766	0.684541601427439	0.339143707454933	0.655128086989369	-0.211817388270828	0.758174741780349	0.756494348526726	0.808947276727301	0.414987959158317	0.708336459431191	0.752580832181699	0.690410687428584	0.759353865139194	0.69413958474002	0.466105662243689	0.67669727491395	1	0.462717858927826	0.498060351572418	0.52235649093042	0.531711571981898	0.679108397821804	0.145921632225004	0.484610960268126	0.567968286291076	0.880667078414701	0.117768073162237
LPP	-0.185546310369533	-0.187729407132362	-0.0473007335239701	0.0474190321689841	-0.263586738897644	-0.187833620564304	0.0649942937378387	-0.0905439277149506	0.208181842412329	-0.289108574810332	-0.162469195144124	-0.203592284185166	0.184179385188821	0.321878569787283	0.0169163694312834	0.407833676643525	0.163114812337731	-0.00314205930545102	-0.296825236991079	-0.20117256559241	0.192597623111201	0.375058306731681	-0.0112320477806118	0.373990276014669	-0.237928718751356	0.372696054570517	0.539685482629006	0.0768306063689932	-0.00397545129815844	0.0533312914809147	0.2057236915084	-0.0936678270194276	0.388701134171977	-0.504239748859467	0.205505549839037	0.305720372662971	0.142222843260649	0.174993560779067	0.362987028284375	0.0170058243383435	0.609786802707676	0.391955979704361	0.710334570602892	0.572162457367242	0.29815292892193	0.462717858927826	1	0.822174020056354	0.0461706344355179	0.651745302762917	0.351063333062746	0.687277626219476	0.708008431893209	0.797251172336791	0.550530135836518	0.679544743413937
CANX	-0.0641072295858595	-0.0764747233558509	-0.0230970997792735	0.153521447076531	-0.296122395588766	-0.312010967918021	0.125766776908144	-0.104969894890405	0.157939422743603	-0.28491092875823	-0.114165762573417	-0.258009476539912	0.260788430562255	0.0514759621325111	0.186431034141408	0.206287187411479	0.238389460934594	0.177007128306407	-0.207846756589456	-0.0344546979143643	0.0199262971702635	0.200835687870216	0.0574000293944169	0.447187909136163	-0.311247990907232	0.258736965755918	0.480326849028208	0.283683330188098	0.0659824773728835	0.0166939710245983	0.142319852682126	-0.178131309478937	0.463476024919389	-0.37100696765963	0.190903278507796	0.249557012460555	0.345280989056317	0.205406269044004	0.472114263654855	0.20296086428803	0.807606964064517	0.468746754124622	0.848667306735838	0.778826975292079	0.277934206000359	0.498060351572418	0.822174020056354	1	-0.0140250321493686	0.780044876887982	0.626024371838014	0.876569909181093	0.908294813728472	0.859186548093608	0.620951788705563	0.845669451417207
PTGER4	0.556352662789581	0.502272880147662	0.610148490388269	0.324392466797812	0.114752152933319	-0.00526029359894933	0.664232920993673	0.587066577325116	0.687362567135013	-0.328725509174422	0.656975447849682	-0.0740531727798163	0.447602659357632	0.259899633906433	0.571750179318576	-0.187386113459958	0.413675953219579	0.468334417732224	0.500005387293803	0.466280323742596	0.629780772446714	0.614900449084222	0.623578119592194	0.393487854632326	0.0968884423099325	0.637814850232483	0.413936234739631	0.382048416278184	0.723013665262319	0.235629352571173	0.549857230418267	0.434235130145158	0.316465709903837	0.119299630206047	0.314093463030541	0.462105228245541	0.472880021901837	0.33844455758405	0.266968961123606	0.54880130197414	0.0515522771494691	0.204304338304012	0.118381146915304	0.00260614134315299	0.442754879889742	0.52235649093042	0.0461706344355179	-0.0140250321493686	1	0.0766708127196127	0.262751295941404	-0.274243292667264	-0.101214095282424	-0.0715150395288179	0.480869069007873	-0.3161558727156
CD74	0.178724272692943	0.121797563789739	0.192590249222036	0.272287069379244	-0.115621751190871	-0.128158676351575	0.164355825284345	0.218318104640049	0.107737839089409	-0.179615612039981	0.0245633173061024	-0.0608721510978416	0.442373398909805	0.204754145205967	0.378090989138322	0.203112010446416	0.355256360195775	0.310218886242709	-0.0486921762814771	0.0180188318069142	0.0886349842934309	0.299082862110097	0.116634139109047	0.571502179254628	-0.125843826222713	0.317230737982873	0.478860005308443	0.447327924415515	0.0448369887769644	0.201844591376751	0.124883295382705	-0.0990899265893609	0.372814484891161	-0.175074293280108	0.235433377891951	0.230947026316247	0.492446613846433	0.49729070725899	0.773216451652242	0.339222817426963	0.744380199087584	0.625776543240153	0.731567435662901	0.957365317814528	0.347693195997844	0.531711571981898	0.651745302762917	0.780044876887982	0.0766708127196127	1	0.758697604095811	0.531286529904188	0.840772422744104	0.81142392031597	0.663006746883057	0.468653418718232
CD63	0.592661656523964	0.565538641054566	0.532544409416788	0.615462362360604	-0.0579076762638611	-0.181612646161804	0.489230196517014	0.535995621637767	0.369146202409309	-0.277918894413565	0.355915231444841	-0.132053142095093	0.659522703751602	0.207114258005486	0.746336804571444	-0.128815525563584	0.679809504268713	0.675260489392077	0.391757760053473	0.443405097240522	0.271014842967819	0.365618780091457	0.456640562390828	0.678757553487807	-0.065990100403156	0.329386206308006	0.50369354246714	0.792525992821078	0.338239919156631	0.326703061962189	0.273455755436103	0.125149101250821	0.502020154450169	0.111507842554238	0.390969522505679	0.416396514383995	0.657376662593524	0.630256950993165	0.782906287538794	0.714739121287741	0.758779338028134	0.728940978444763	0.688920665527676	0.807642465678614	0.538506597852875	0.679108397821804	0.351063333062746	0.626024371838014	0.262751295941404	0.758697604095811	1	0.351842610478776	0.711158137636173	0.526055002973046	0.821946995387003	0.279387545266751
EGFR	-0.407364387033745	-0.402548537913769	-0.385192663958062	-0.181084656370503	-0.272225593838713	-0.244076114507678	-0.185866894749266	-0.440724150672545	-0.1725985230958	-0.104121852493889	-0.376899946912473	-0.163650392531975	-0.105381488486181	-0.185039958933047	-0.173133709738889	0.2547875932332	-0.117650763269522	-0.164457470831442	-0.446051353574561	-0.279894918759663	-0.235748445942941	-0.16726829698423	-0.25623364572676	0.0936438508993794	-0.273090397752877	-0.100279827871193	0.130545177103543	-0.0111170223343508	-0.233220364239754	-0.295461178218269	-0.160590829582215	-0.342833080236735	0.273553758543094	-0.393588397336296	-0.0729009113636237	-0.05871469529953	0.0188973444010752	-0.0454143794508055	0.121791395863721	-0.140068079032895	0.577014720933598	0.141068480542641	0.685062797005519	0.552150308949173	0.0840706717162989	0.145921632225004	0.687277626219476	0.876569909181093	-0.274243292667264	0.531286529904188	0.351842610478776	1	0.806001855533396	0.688440307324531	0.267089924545117	0.989213405335915
APLP2	-0.0241241361412249	-0.0185441252122038	-0.0337221016643903	0.0890729318107844	-0.210122248317566	-0.198906490857371	0.0993464454430437	-0.00663056643192131	0.0112334833696786	-0.188901093918459	-0.104838241517523	-0.119227003674143	0.267154371219775	0.0839837885163559	0.207885778980841	0.158443273006716	0.27377776674201	0.189854513506184	-0.152054949976966	-0.0273187048745739	0.0107999530325032	0.196809349260406	-0.00111837866391188	0.478680460939926	-0.186779291220354	0.131686116024354	0.376009163750968	0.387573756143329	-0.0679108000607995	0.0397367776361857	0.0268783037243946	-0.144704804327009	0.434220930147898	-0.301923094403148	0.244438930830068	0.220569755344912	0.393372264191998	0.382726674333135	0.613506165444075	0.243063475929671	0.792822247705077	0.515826006479635	0.880282715369968	0.837024108297496	0.382076955221021	0.484610960268126	0.708008431893209	0.908294813728472	-0.101214095282424	0.840772422744104	0.711158137636173	0.806001855533396	1	0.873807246344336	0.606312090921115	0.771702766985724
SORL1	-0.0490904722948886	-0.00222065749749661	-0.018101109477917	0.147536702885076	-0.363501078106235	-0.336390248474561	0.177590904078824	-0.0703079580139989	0.140991496275491	-0.320408468173595	-0.0637896298039094	-0.291197021021002	0.289366051517576	0.108289471965962	0.189461343271182	0.106545817967395	0.306039357703401	0.221323580270239	-0.168447808400329	0.0188420696542776	0.022588493520596	0.318501146986985	0.092425182651353	0.531140233515826	-0.332251915676662	0.28793893594796	0.554616343122436	0.283767269619776	0.0517581858314268	0.132690788169692	0.23562165519638	-0.208952911809675	0.381896866227046	-0.431609922528711	0.349174989120875	0.362079423774084	0.450350261378105	0.212491818854363	0.584549083028292	0.230406299140936	0.7830984464701	0.548381494926906	0.819320690639596	0.751492242689327	0.284971474575313	0.567968286291076	0.797251172336791	0.859186548093608	-0.0715150395288179	0.81142392031597	0.526055002973046	0.688440307324531	0.873807246344336	1	0.589430300445193	0.676770789211235
NCL	0.580950974189533	0.601934857351915	0.634280543810229	0.660625009831756	-0.129508504055279	-0.206532445256623	0.662875823345731	0.568237976067341	0.694427062928292	-0.4582426106228	0.480203101762865	-0.27779916050503	0.760017269985536	0.457022402368501	0.757100919302911	-0.053936372835317	0.773217639685109	0.670022631136417	0.382161378667369	0.478198565709849	0.528624120770021	0.751793067333962	0.621018842658588	0.744715967077441	-0.138689008104925	0.710802880059762	0.784162020496869	0.709727074094803	0.533512602706541	0.503510769593355	0.647686103306757	0.249048780385699	0.650386076356192	-0.142675847097028	0.644917956248443	0.747364117128818	0.697950764265745	0.520706248962036	0.747809153451634	0.727153242681079	0.778866149607711	0.735567228244822	0.71485067250204	0.63657880316955	0.717407257829532	0.880667078414701	0.550530135836518	0.620951788705563	0.480869069007873	0.663006746883057	0.821946995387003	0.267089924545117	0.606312090921115	0.589430300445193	1	0.206845652623184
PTPRZ1	-0.444908526833977	-0.430244045849897	-0.428974412010504	-0.214852751874139	-0.291613327808487	-0.257507761300873	-0.214267721037128	-0.489873782815748	-0.201417793237976	-0.0917662856735671	-0.418411414048995	-0.178437597370825	-0.155293866805545	-0.218312642048363	-0.226550855196759	0.238578490242382	-0.137363978615464	-0.197081322414629	-0.48117877435086	-0.296343815960893	-0.269401471016898	-0.196473247151591	-0.288797227584474	0.0600393621412982	-0.30123195043739	-0.135039582216605	0.100081389850022	-0.061963349446177	-0.255004578556914	-0.334208910166052	-0.168679725416968	-0.354266609420565	0.2494236788012	-0.399069975247551	-0.085640697765212	-0.0708049757893303	-0.0183170187276364	-0.0951800375625343	0.0660238627196406	-0.179467925778567	0.544347157258432	0.108174789726458	0.666635614711499	0.486454206766182	0.0488595294779611	0.117768073162237	0.679544743413937	0.845669451417207	-0.3161558727156	0.468653418718232	0.279387545266751	0.989213405335915	0.771702766985724	0.676770789211235	0.206845652623184	1
