""	CD2	CD3D	KLRD1	CD3G	CD247	SIGLEC10	ADRB2	CD69	SORL1	ADORA3	KLRK1	TNFRSF1B	VSIR	LILRB1	CD44	IFITM1	TNFRSF1A	PTPRC	CXCR4	MRC2	FPR1	TRPM2	LAIR1	CD4	PTGER4	ITGAX	LPP	CD47	SIRPA	TMIGD3	TNFRSF14	KCNQ3	ITGB2	TLR2	CD46	SLC1A5	ADCY7	TLR1	SORT1	HAVCR2	C3AR1	ITGB1	CD81	ABCA1	P2RY12	CANX	APLP2	PTPRA	TREM2
KLRK1	0.922489478779138	0.920528610071236	0.93524955634713	0.886332446900178	0.853046287216634	0.0330390054425488	0.386006460825779	0.911531492110263	0.113433052834163	0.111895361938057	1	0.384856807379254	0.425396458063797	0.0770116085064321	0.954430156865014	0.873359452213734	0.47305696462794	0.550904816632347	0.867213209793992	-0.204958243109956	0.322395628038167	0.0937349575187784	0.397351589311979	0.361711451538226	0.610747013077773	-0.127095341004277	-0.0687572684495814	0.641654550308074	0.020959841062545	0.385342566994993	0.850289874882141	-0.126355637187075	0.490246610159877	0.146046722582895	-0.137181049238212	0.32933709934422	-0.00307852686272178	0.19104572190971	-0.247319520225322	0.313722779829147	0.463586119008133	0.398431143651655	0.535061715143377	0.0252388785017859	0.361266733183064	0.34400152501925	0.260471777967231	0.230810432310178	0.387532519311519
TNFRSF1B	0.19964134972015	0.238808075238065	0.24674356970491	0.170520560571865	0.221888113178006	0.718462890782758	0.582927378903275	0.47704120021661	0.856269111691218	0.892299159943227	0.384856807379254	1	0.741838105518482	0.639474758565194	0.248158470417001	0.146415663885254	0.765600074164878	0.848057712491154	0.660818105592406	0.473844919350643	0.854450351073714	0.620523956176641	0.722488815796034	0.882726122236083	0.680852745760961	0.629184933422216	0.751358430836699	0.620931081757915	0.720578760411688	0.815147929916229	0.623481921275344	0.706371062928643	0.868902160061259	0.731428693096818	0.434365783182165	0.883110141809371	0.395945213264572	0.745068565364374	0.441025617009176	0.857729797184968	0.863396287258245	0.825590467795991	0.807114939599087	0.79432703250675	0.806874643838974	0.890237192604605	0.794817495345253	0.442790204517122	0.858899572314034
VSIR	0.331873324386219	0.356153050206925	0.358788208175391	0.334755139947621	0.363578268985418	0.755800017752167	0.797555976584521	0.507368583091517	0.739703710077851	0.664816382820327	0.425396458063797	0.741838105518482	1	0.435172991544986	0.31037050441815	0.247301239779233	0.92510911085696	0.853087420202508	0.684794398655997	0.15471206064176	0.675926144451526	0.319678818375923	0.874567869258724	0.78560684757733	0.44509025357838	0.509674712943537	0.417197818748645	0.544702057178109	0.633769893899606	0.79156069430467	0.675826068668161	0.342574434328358	0.878415412597689	0.495173377211779	0.160368541601253	0.675211933067574	0.539432290010029	0.678464372092303	0.0141162149331222	0.731945462670609	0.75943340486794	0.690603666079502	0.82719072738287	0.489228025016118	0.887119532413719	0.711685597987235	0.706520875346395	0.442788527191155	0.763614433100002
LILRB1	-0.0918655470262826	-0.042423383220852	-0.0870918841457383	-0.065709797287418	-0.0685278321472255	0.53751423529059	0.376343703537462	0.130229031237357	0.683303747456525	0.637837993527597	0.0770116085064321	0.639474758565194	0.435172991544986	1	-0.013108099767332	-0.112132241046133	0.403666421210794	0.540036696591421	0.217535583020474	0.407107134830162	0.653409055365741	0.503553808885565	0.46164441924045	0.702013923886751	0.36253466621847	0.450630677888256	0.632044026089096	0.349940767707871	0.633985741131936	0.543066596558609	0.211407804035144	0.488267985177313	0.49375434564929	0.533475566735206	0.601794317670811	0.677989984411397	0.386307858539054	0.421509767238219	0.58351409563437	0.595957888649218	0.601617611639614	0.687258383294417	0.470536380688607	0.68494908248294	0.518659059132601	0.654895123294511	0.692349999235725	0.357094563485947	0.587357824338122
CD44	0.960319701070861	0.960932960959022	0.941286927100884	0.949012841668819	0.887900428553186	-0.0764744925504927	0.27779280814199	0.890564983784538	0.0263995487271361	-0.0070234344322582	0.954430156865014	0.248158470417001	0.31037050441815	-0.013108099767332	1	0.91451030121747	0.34620654660449	0.450602417551696	0.794282860076187	-0.297809389031692	0.174983865326014	0.0251538969380792	0.29749669248153	0.249025154525144	0.557132647296287	-0.217222964284053	-0.148057653107579	0.590456572353162	-0.124034275747742	0.249046878835521	0.817078189820759	-0.219883870573296	0.357006751568156	-0.0244989253397692	-0.167714681742785	0.186843024740145	-0.0972796914450189	0.0682353365544011	-0.288481844160329	0.166157710897726	0.31516876132748	0.287385961113476	0.404408716584427	-0.0838604439957777	0.224058780045964	0.215742708912267	0.115488968845401	0.139270494739372	0.245173023489023
IFITM1	0.951635398080909	0.927433575063489	0.93276750646712	0.91739807520441	0.839190229911194	-0.13467946699721	0.194930177051412	0.819574081006916	-0.0638589573445923	-0.0929436184643759	0.873359452213734	0.146415663885254	0.247301239779233	-0.112132241046133	0.91451030121747	1	0.244402492414464	0.346305205485955	0.707445309738445	-0.250615853134036	-0.0167645822510311	-0.0802307005331011	0.172414249042712	0.102740615438325	0.429494900075522	-0.274579912473629	-0.187381777111073	0.585827850515106	-0.219537887949593	0.0763776387781476	0.714361591211523	-0.317069023970848	0.223068344102148	-0.178746144910321	-0.125128782838279	0.0131651469462058	-0.245326479822918	-0.0284045095039814	-0.216423245101583	0.00267483337676381	0.138663238521463	0.198247923656192	0.25048834232812	-0.185441437623832	0.112669221482301	0.0447003246832518	-0.00488704300661803	-0.0410501915888206	0.0682774505345796
TNFRSF1A	0.351011297040056	0.387190625587292	0.373946972841375	0.358657000006231	0.383121308625579	0.693365905021787	0.729870472047265	0.557291041358574	0.731579220324373	0.702721443097954	0.47305696462794	0.765600074164878	0.92510911085696	0.403666421210794	0.34620654660449	0.244402492414464	1	0.840593238096191	0.707373652277981	0.161333409874931	0.67331545040924	0.363733276265949	0.807535264379276	0.774266667403123	0.504120922985615	0.455452095396702	0.441783227442873	0.583312061624976	0.630604998168778	0.796828718396073	0.687795862638476	0.37125753648604	0.880360540609542	0.493017400105441	0.0787846202470264	0.698652583016747	0.534059403261137	0.721564182076951	-0.0110452999719238	0.744563813186183	0.751100281852582	0.677893364790348	0.839708468019399	0.46245559975487	0.864563203322464	0.74186637568549	0.670127132615195	0.406567027942212	0.759478062183478
PTPRC	0.450010818700118	0.495121991173668	0.499378324900102	0.453729594678796	0.531317671432759	0.758565923203144	0.779839671056969	0.613954406644529	0.839101465011104	0.792506426480509	0.550904816632347	0.848057712491154	0.853087420202508	0.540036696591421	0.450602417551696	0.346305205485955	0.840593238096191	1	0.767434859070716	0.369486825886789	0.740296600749628	0.548466266531537	0.855885892190122	0.880662782975046	0.690380824727438	0.478288941840176	0.554880998073067	0.633715712678978	0.736030828209906	0.80570138308662	0.775860227105669	0.443769586165859	0.930258762777307	0.644804366703095	0.261014215810842	0.731537618818873	0.461488474434935	0.755508720256039	0.223097675126157	0.833736062967707	0.776925523253906	0.747110445837564	0.830916891895121	0.626597491302468	0.863268043654835	0.791376709974545	0.80614422010732	0.496595564838338	0.790648874081532
CXCR4	0.772981583545676	0.800141829774301	0.785266209093527	0.75206005553177	0.720321758194756	0.345405497154493	0.547805445581245	0.936753171484799	0.450697788554428	0.464743489432625	0.867213209793992	0.660818105592406	0.684794398655997	0.217535583020474	0.794282860076187	0.707445309738445	0.707373652277981	0.767434859070716	1	-0.0478536266039284	0.615797511505241	0.299377115365049	0.660236033918953	0.604094423923211	0.765633188761383	0.164519760110313	0.192417979195888	0.801110432821182	0.343477034375131	0.704962004117205	0.950978691779926	0.149641207357939	0.753347717652967	0.366668560784306	-0.00728540393227149	0.580255651607506	0.203892143716164	0.506564874589445	-0.0640214767616465	0.637498157195165	0.728284730167014	0.644197276411288	0.807003853411838	0.309393435568868	0.668730859388169	0.612161212698236	0.527913300432761	0.43756880178895	0.697276126492992
MRC2	-0.289069175344217	-0.263610093171739	-0.205909093395934	-0.309588931303408	-0.173713333128336	0.400574281408838	0.137758085784702	-0.195410409571112	0.474376362165293	0.595375632069182	-0.204958243109956	0.473844919350643	0.15471206064176	0.407107134830162	-0.297809389031692	-0.250615853134036	0.161333409874931	0.369486825886789	-0.0478536266039284	1	0.319088034836722	0.448883146316886	0.242104850876704	0.445307456425449	0.315549610670054	0.424794478717173	0.696593974664444	0.0663026564198712	0.574817019590727	0.221513698898046	-0.0831051932906385	0.634497659987234	0.289712637892806	0.438420429727712	0.559565511780428	0.315789706905141	0.0120057778141718	0.507672316990913	0.661974493341763	0.423865447014045	0.214868435242407	0.304702209859587	0.12589306444546	0.56539095181352	0.247679169156843	0.385823075762534	0.431657080964586	0.109612119381648	0.23305854293358
FPR1	0.0539893141105929	0.108979357636017	0.0935070613326647	0.0523524782892513	0.0573930594930616	0.662547469787137	0.592183155902073	0.432125544702487	0.753212676838635	0.79047165388185	0.322395628038167	0.854450351073714	0.675926144451526	0.653409055365741	0.174983865326014	-0.0167645822510311	0.67331545040924	0.740296600749628	0.615797511505241	0.319088034836722	1	0.564585771292879	0.756232113150418	0.851667770994421	0.656435308953669	0.530660117800301	0.5844979565184	0.511914727234915	0.752942502052825	0.928189981053599	0.542290184831364	0.611351825860061	0.831711067057285	0.730255208348868	0.375694092192189	0.905199539885511	0.516367838015349	0.650573800484249	0.370533538740773	0.913235515838303	0.953260730746753	0.866688191062644	0.878940304821267	0.755344377936566	0.805622804252318	0.924655414232045	0.874354968224024	0.739365288900017	0.966866878371258
TRPM2	-0.0524096127001474	-0.0203635250061992	-0.016322236046706	-0.050660850585974	-0.0242491529827947	0.516509339397355	0.290603614479065	0.155571884849714	0.663551958291599	0.672586456908046	0.0937349575187784	0.620523956176641	0.319678818375923	0.503553808885565	0.0251538969380792	-0.0802307005331011	0.363733276265949	0.548466266531537	0.299377115365049	0.448883146316886	0.564585771292879	1	0.321466931607319	0.681350030130672	0.456387201689309	0.654213508012958	0.716838664474574	0.306872931942977	0.576299987252591	0.488639211900265	0.282449370496583	0.646911511343789	0.586080047967068	0.632847309027229	0.396673053726676	0.623000407317927	0.434787929894502	0.732732042024557	0.585456777314927	0.697835051333879	0.549176272069398	0.449293133532328	0.432733063977713	0.679088111710965	0.471102784629267	0.608555178954097	0.585207665084053	0.314992978831754	0.540298676322502
LAIR1	0.289369394891019	0.342600040800421	0.314566707647291	0.327707309080423	0.348745691858199	0.717603767247803	0.805437572282898	0.525166414665329	0.752279631753456	0.695076900331179	0.397351589311979	0.722488815796034	0.874567869258724	0.46164441924045	0.29749669248153	0.172414249042712	0.807535264379276	0.855885892190122	0.660236033918953	0.242104850876704	0.756232113150418	0.321466931607319	1	0.770461061952473	0.567338577550001	0.377069403211683	0.375642391514899	0.531109651208671	0.73996558347955	0.865382886246287	0.668285089660766	0.309343480876263	0.870779787031904	0.541572886932983	0.116436729375078	0.711173599648752	0.546073110659968	0.633688713966825	0.0386912792490269	0.760382071437396	0.801951370722126	0.730150409296197	0.864918625527864	0.615179728381084	0.897610492528279	0.750245593123373	0.761846428754495	0.612344839414417	0.806687906361044
CD4	0.178254139270419	0.22331805763856	0.205379408063738	0.180517678456296	0.211880847003442	0.779785061422303	0.671524573374244	0.428354440366336	0.88326436609426	0.841298094589934	0.361711451538226	0.882726122236083	0.78560684757733	0.702013923886751	0.249025154525144	0.102740615438325	0.774266667403123	0.880662782975046	0.604094423923211	0.445307456425449	0.851667770994421	0.681350030130672	0.770461061952473	1	0.603703965601142	0.60059841991956	0.679894375663183	0.54763043289856	0.789695179428205	0.84703567531248	0.588874894740967	0.580615749042106	0.898941288082049	0.679433347748691	0.379975212520372	0.837870522124769	0.537716553680522	0.766770417362611	0.384771282153827	0.889644461065504	0.859489537974899	0.814056100591308	0.824069348954762	0.735161741076585	0.867199767115655	0.901643160377695	0.866239759148905	0.560113203282858	0.860420591005603
PTGER4	0.486622880121813	0.554516078714743	0.529635292038515	0.511914695973746	0.528022594865625	0.253363665747613	0.334155955369898	0.744409969697231	0.454347793001981	0.586814699257873	0.610747013077773	0.680852745760961	0.44509025357838	0.36253466621847	0.557132647296287	0.429494900075522	0.504120922985615	0.690380824727438	0.765633188761383	0.315549610670054	0.656435308953669	0.456387201689309	0.567338577550001	0.603703965601142	1	0.238755743171833	0.413444334400331	0.707966816789765	0.402595686426617	0.627037653353233	0.731111350461396	0.429197379604558	0.611948425534399	0.479281193334431	0.213730975142577	0.542087543132868	0.0914629091017696	0.555897722820024	0.290464833335211	0.681940744847916	0.649846143585313	0.591763067229497	0.646986395705433	0.549561602505433	0.506435563411236	0.641218891642027	0.550501751257829	0.462542742673226	0.622114998100579
ITGAX	-0.247004397683036	-0.235914500397772	-0.163375270992122	-0.280196079143883	-0.155337244739645	0.666131374549875	0.39443846513535	-0.0835769680100139	0.644867604315305	0.609501659526586	-0.127095341004277	0.629184933422216	0.509674712943537	0.450630677888256	-0.217222964284053	-0.274579912473629	0.455452095396702	0.478288941840176	0.164519760110313	0.424794478717173	0.530660117800301	0.654213508012958	0.377069403211683	0.60059841991956	0.238755743171833	1	0.668466664297827	0.0721914656196834	0.531458552949045	0.42806873642639	0.170595529976969	0.81280029764111	0.569275056548327	0.624118441128245	0.48040433404365	0.604412495794839	0.438031799640495	0.647340645079383	0.425241568057738	0.653918418003623	0.493995986335045	0.385782357183944	0.378636373966553	0.712815028411662	0.463777264321627	0.537759929920024	0.560259779936044	0.244223053821082	0.528820049197866
LPP	-0.201425418997237	-0.164179672782549	-0.167402930572484	-0.201451312750084	-0.139889082050835	0.615262372773819	0.254126731501774	0.0271717314025935	0.760358420348869	0.801932815590089	-0.0687572684495814	0.751358430836699	0.417197818748645	0.632044026089096	-0.148057653107579	-0.187381777111073	0.441783227442873	0.554880998073067	0.192417979195888	0.696593974664444	0.5844979565184	0.716838664474574	0.375642391514899	0.679894375663183	0.413444334400331	0.668466664297827	1	0.289295859323154	0.584828566333581	0.470698193165939	0.191049345750123	0.764738673989977	0.545107810916579	0.603420025067413	0.706551854562437	0.669853186224908	0.234797229372847	0.695789943235001	0.712753883453221	0.667353858125397	0.53164407207295	0.589105715309785	0.39488930045352	0.733781705773322	0.471137697604184	0.67214280732132	0.605081443497998	0.230891747919345	0.538038473552236
CD47	0.604184803791913	0.647869185362326	0.549204155464462	0.61441659453989	0.488147069261674	0.228378385257765	0.256541980153599	0.816894164696721	0.458732831058943	0.473617778875348	0.641654550308074	0.620931081757915	0.544702057178109	0.349940767707871	0.590456572353162	0.585827850515106	0.583312061624976	0.633715712678978	0.801110432821182	0.0663026564198712	0.511914727234915	0.306872931942977	0.531109651208671	0.54763043289856	0.707966816789765	0.0721914656196834	0.289295859323154	1	0.345054146246071	0.617968231672826	0.780122068843053	0.0851373144894853	0.577923702205714	0.291627265585505	0.176928114327698	0.453072081673878	0.0536022357008431	0.477534727960919	0.180360806808154	0.492198707006714	0.609180151362109	0.679413836064397	0.699053656489098	0.369083321113779	0.572330298136371	0.613807134064164	0.517454154819386	0.38221870057866	0.562564367405381
SIRPA	-0.130064563865763	-0.0755065845577672	-0.0926292508127692	-0.112653016196207	-0.06563865306267	0.796893406521593	0.574147371154579	0.141283543112575	0.847954194884941	0.846139860059145	0.020959841062545	0.720578760411688	0.633769893899606	0.633985741131936	-0.124034275747742	-0.219537887949593	0.630604998168778	0.736030828209906	0.343477034375131	0.574817019590727	0.752942502052825	0.576299987252591	0.73996558347955	0.789695179428205	0.402595686426617	0.531458552949045	0.584828566333581	0.345054146246071	1	0.789888499786181	0.299543021937049	0.577126555146768	0.756326991061831	0.627976050945446	0.311530153487251	0.740814551642562	0.589933483392848	0.703685929850738	0.426658559312334	0.793712656992985	0.706187136234666	0.684921682222654	0.708458269745893	0.718788954089021	0.821184797506658	0.748536558065739	0.80974115359403	0.526795799537964	0.757970037074729
TMIGD3	0.181283622790546	0.244208522277058	0.184584265423543	0.199147576865236	0.164367184352338	0.716141361960364	0.665250898254561	0.539128306081248	0.786149222771802	0.778571886804567	0.385342566994993	0.815147929916229	0.79156069430467	0.543066596558609	0.249046878835521	0.0763776387781476	0.796828718396073	0.80570138308662	0.704962004117205	0.221513698898046	0.928189981053599	0.488639211900265	0.865382886246287	0.84703567531248	0.627037653353233	0.42806873642639	0.470698193165939	0.617968231672826	0.789888499786181	1	0.649293017088791	0.444859702295964	0.896716789386016	0.634763100932037	0.199961596169975	0.865274788019992	0.56046132874448	0.702697152780531	0.18024810792033	0.873386327838608	0.950155082380599	0.863810462354039	0.973600058331543	0.675996020017321	0.929158379658745	0.906911027656874	0.861122676327301	0.74095497631744	0.967355291677767
TNFRSF14	0.805740875127662	0.840891012148735	0.803640644761073	0.807567170889532	0.789136292449874	0.377705985836273	0.533514503829441	0.926896367677476	0.462714242118622	0.40984353201821	0.850289874882141	0.623481921275344	0.675826068668161	0.211407804035144	0.817078189820759	0.714361591211523	0.687795862638476	0.775860227105669	0.950978691779926	-0.0831051932906385	0.542290184831364	0.282449370496583	0.668285089660766	0.588874894740967	0.731111350461396	0.170595529976969	0.191049345750123	0.780122068843053	0.299543021937049	0.649293017088791	1	0.0952545323543999	0.740970673756789	0.31910322949751	0.0120272680013634	0.531969428672237	0.176502418461608	0.458216569965844	-0.0984633993151186	0.579665495368051	0.664897487835966	0.616598324143495	0.766762400860024	0.317661735852163	0.638092254886968	0.582615756996916	0.502683806215241	0.408721606446203	0.638753089111594
KCNQ3	-0.293527979688081	-0.267842307328795	-0.205448408884699	-0.327738858681765	-0.207180702501556	0.529723183660972	0.247756153675461	-0.0726550251258657	0.609816703541986	0.74466859666295	-0.126355637187075	0.706371062928643	0.342574434328358	0.488267985177313	-0.219883870573296	-0.317069023970848	0.37125753648604	0.443769586165859	0.149641207357939	0.634497659987234	0.611351825860061	0.646911511343789	0.309343480876263	0.580615749042106	0.429197379604558	0.81280029764111	0.764738673989977	0.0851373144894853	0.577126555146768	0.444859702295964	0.0952545323543999	1	0.491679039088654	0.648820257586636	0.519781098573976	0.650898287203964	0.337831054129934	0.623461697849843	0.613193872345166	0.663106556909587	0.507452870531302	0.428507704517911	0.360012503134789	0.740735225670328	0.404515976852128	0.589521483076076	0.530918620958269	0.197488098330879	0.535343851278184
ITGB2	0.321007530390781	0.360882397211972	0.368556719796196	0.314490505242273	0.361013199424878	0.800935949368263	0.795615856675042	0.559996936818977	0.845063762580369	0.796373300670835	0.490246610159877	0.868902160061259	0.878415412597689	0.49375434564929	0.357006751568156	0.223068344102148	0.880360540609542	0.930258762777307	0.753347717652967	0.289712637892806	0.831711067057285	0.586080047967068	0.870779787031904	0.898941288082049	0.611948425534399	0.569275056548327	0.545107810916579	0.577923702205714	0.756326991061831	0.896716789386016	0.740970673756789	0.491679039088654	1	0.65823981675881	0.190250014637672	0.839896437910466	0.580842232611332	0.789423557547602	0.174095948783846	0.889061804712437	0.885118974513778	0.781930563554295	0.915988558457853	0.679453362906437	0.921162004719406	0.856550887169133	0.828326353807776	0.573905742302286	0.898212645797395
