""	CD2	CD3D	KLRD1	CD3G	CD247	SIGLEC10	ADRB2	CD69	SORL1	ADORA3	KLRK1	TNFRSF1B	VSIR	LILRB1	CD44	IFITM1	TNFRSF1A	PTPRC	CXCR4	MRC2	FPR1	TRPM2	LAIR1	CD4	PTGER4	ITGAX	LPP	CD47	SIRPA	TMIGD3	TNFRSF14	KCNQ3	ITGB2	TLR2	CD46	SLC1A5	ADCY7	TLR1	SORT1	HAVCR2	C3AR1	ITGB1	CD81	ABCA1	P2RY12	CANX	APLP2	PTPRA	TREM2
TLR2	-0.0847930598663844	-0.0417132259817503	0.0194727814274464	-0.107729703374154	0.0418268276553263	0.57097287998826	0.510932095700417	0.156812041513398	0.642232277122535	0.714857861896937	0.146046722582895	0.731428693096818	0.495173377211779	0.533475566735206	-0.0244989253397692	-0.178746144910321	0.493017400105441	0.644804366703095	0.366668560784306	0.438420429727712	0.730255208348868	0.632847309027229	0.541572886932983	0.679433347748691	0.479281193334431	0.624118441128245	0.603420025067413	0.291627265585505	0.627976050945446	0.634763100932037	0.31910322949751	0.648820257586636	0.65823981675881	1	0.36534757172361	0.680845411889605	0.521905526024515	0.698146999458747	0.359039062548094	0.793216673727583	0.66587191952364	0.517317811717873	0.560168427758386	0.690860998248308	0.595806779791151	0.680113332824982	0.739148730683832	0.46790217394899	0.676979653764474
CD46	-0.228302749960479	-0.215051344117523	-0.209352103073761	-0.253011074236099	-0.229122239915719	0.370404506071901	0.0360561914503999	-0.110977692836136	0.42640813159362	0.374495077223643	-0.137181049238212	0.434365783182165	0.160368541601253	0.601794317670811	-0.167714681742785	-0.125128782838279	0.0787846202470264	0.261014215810842	-0.00728540393227149	0.559565511780428	0.375694092192189	0.396673053726676	0.116436729375078	0.379975212520372	0.213730975142577	0.48040433404365	0.706551854562437	0.176928114327698	0.311530153487251	0.199961596169975	0.0120272680013634	0.519781098573976	0.190250014637672	0.36534757172361	1	0.395416796215915	-0.177048532668993	0.268790115446455	0.703268370547523	0.314013866546772	0.290012205453138	0.486590907581325	0.144028763035396	0.544073880820963	0.11889442632597	0.414448431172703	0.458418984820309	0.23516723542524	0.302645326102401
SLC1A5	0.0785670219121074	0.121897698877535	0.107451436759583	0.0681911667519155	0.0584017637192484	0.714358583514952	0.558645126239454	0.397216897078439	0.803070303905472	0.800912909431268	0.32933709934422	0.883110141809371	0.675211933067574	0.677989984411397	0.186843024740145	0.0131651469462058	0.698652583016747	0.731537618818873	0.580255651607506	0.315789706905141	0.905199539885511	0.623000407317927	0.711173599648752	0.837870522124769	0.542087543132868	0.604412495794839	0.669853186224908	0.453072081673878	0.740814551642562	0.865274788019992	0.531969428672237	0.650898287203964	0.839896437910466	0.680845411889605	0.395416796215915	1	0.520530795541417	0.662615447204188	0.335250814492754	0.844269277942352	0.928729744955088	0.827703795032075	0.833743056619723	0.776444169371832	0.802900153756129	0.882478709389007	0.791228978477902	0.544072752606878	0.921503882864835
ADCY7	-0.122723760738659	-0.0967011961318212	-0.09661532215462	-0.0798282719063763	-0.0583624470828244	0.568972264693983	0.569299262953393	0.0519240453021394	0.550335759729892	0.551226201833531	-0.00307852686272178	0.395945213264572	0.539432290010029	0.386307858539054	-0.0972796914450189	-0.245326479822918	0.534059403261137	0.461488474434935	0.203892143716164	0.0120057778141718	0.516367838015349	0.434787929894502	0.546073110659968	0.537716553680522	0.0914629091017696	0.438031799640495	0.234797229372847	0.0536022357008431	0.589933483392848	0.56046132874448	0.176502418461608	0.337831054129934	0.580842232611332	0.521905526024515	-0.177048532668993	0.520530795541417	1	0.461367943115737	0.0437229657575848	0.600818246979881	0.517169377918232	0.33914198789181	0.507215660710691	0.39073538817575	0.651620525647697	0.472031460940093	0.534657704362863	0.304057217631992	0.534037695394413
TLR1	0.0450331756819694	0.102778405856638	0.104298605995092	0.0572623803160541	0.13489746300731	0.626331725134618	0.540451962898946	0.308882150031275	0.75900684499857	0.822885763434429	0.19104572190971	0.745068565364374	0.678464372092303	0.421509767238219	0.0682353365544011	-0.0284045095039814	0.721564182076951	0.755508720256039	0.506564874589445	0.507672316990913	0.650573800484249	0.732732042024557	0.633688713966825	0.766770417362611	0.555897722820024	0.647340645079383	0.695789943235001	0.477534727960919	0.703685929850738	0.702697152780531	0.458216569965844	0.623461697849843	0.789423557547602	0.698146999458747	0.268790115446455	0.662615447204188	0.461367943115737	1	0.35362741337934	0.817896335606218	0.660028167215701	0.545716270635607	0.664419135449406	0.646262012797483	0.710028813968267	0.706122813586947	0.676755741406474	0.418840334712033	0.682163320929576
SORT1	-0.337754313681757	-0.306595878838291	-0.301831697650201	-0.339823010608336	-0.303497860441	0.28789414325001	-0.0214086620624351	-0.134169065012585	0.469525878876507	0.541081385876738	-0.247319520225322	0.441025617009176	0.0141162149331222	0.58351409563437	-0.288481844160329	-0.216423245101583	-0.0110452999719238	0.223097675126157	-0.0640214767616465	0.661974493341763	0.370533538740773	0.585456777314927	0.0386912792490269	0.384771282153827	0.290464833335211	0.425241568057738	0.712753883453221	0.180360806808154	0.426658559312334	0.18024810792033	-0.0984633993151186	0.613193872345166	0.174095948783846	0.359039062548094	0.703268370547523	0.335250814492754	0.0437229657575848	0.35362741337934	1	0.366675301041866	0.239094741615682	0.431908087191802	0.0933797543502659	0.56801454204393	0.11909549437562	0.382849737734297	0.423624891628884	0.167267352638036	0.262823423153757
HAVCR2	0.0919900469838461	0.147231347664034	0.159590487864146	0.0967715233750818	0.168552848725915	0.721969113425983	0.638109298552059	0.42335116724601	0.8109927040512	0.864112201600503	0.313722779829147	0.857729797184968	0.731945462670609	0.595957888649218	0.166157710897726	0.00267483337676381	0.744563813186183	0.833736062967707	0.637498157195165	0.423865447014045	0.913235515838303	0.697835051333879	0.760382071437396	0.889644461065504	0.681940744847916	0.653918418003623	0.667353858125397	0.492198707006714	0.793712656992985	0.873386327838608	0.579665495368051	0.663106556909587	0.889061804712437	0.793216673727583	0.314013866546772	0.844269277942352	0.600818246979881	0.817896335606218	0.366675301041866	1	0.878890583994663	0.754831836140802	0.826743785533601	0.733764874511855	0.836999012181853	0.865918369014203	0.850534216213569	0.615506494130895	0.904837712606858
C3AR1	0.216939580850013	0.261690601511827	0.231367143047103	0.208210113107897	0.173131046574753	0.671433310051156	0.63126086298692	0.556829385731353	0.74734564585533	0.743544465743709	0.463586119008133	0.863396287258245	0.75943340486794	0.601617611639614	0.31516876132748	0.138663238521463	0.751100281852582	0.776925523253906	0.728284730167014	0.214868435242407	0.953260730746753	0.549176272069398	0.801951370722126	0.859489537974899	0.649846143585313	0.493995986335045	0.53164407207295	0.609180151362109	0.706187136234666	0.950155082380599	0.664897487835966	0.507452870531302	0.885118974513778	0.66587191952364	0.290012205453138	0.928729744955088	0.517169377918232	0.660028167215701	0.239094741615682	0.878890583994663	1	0.879510827318808	0.943799041560848	0.721029167949227	0.867305403353541	0.927651593473452	0.855288693396347	0.706025790099963	0.969569495946078
ITGB1	0.220523563809676	0.267657470694134	0.201583889863244	0.220494017935999	0.159241925351811	0.662373607122596	0.541493408472011	0.527745654497444	0.768225253667178	0.727293991326017	0.398431143651655	0.825590467795991	0.690603666079502	0.687258383294417	0.287385961113476	0.198247923656192	0.677893364790348	0.747110445837564	0.644197276411288	0.304702209859587	0.866688191062644	0.449293133532328	0.730150409296197	0.814056100591308	0.591763067229497	0.385782357183944	0.589105715309785	0.679413836064397	0.684921682222654	0.863810462354039	0.616598324143495	0.428507704517911	0.781930563554295	0.517317811717873	0.486590907581325	0.827703795032075	0.33914198789181	0.545716270635607	0.431908087191802	0.754831836140802	0.879510827318808	1	0.869292919093234	0.68752819222957	0.796930695515194	0.9142775371919	0.865469635555028	0.698924133640217	0.879315771857645
CD81	0.353568637968987	0.403972642610844	0.349992518725871	0.357663707140632	0.312294773850584	0.678240699661513	0.683075268169402	0.661293416743435	0.739440833989022	0.709770562365034	0.535061715143377	0.807114939599087	0.82719072738287	0.470536380688607	0.404408716584427	0.25048834232812	0.839708468019399	0.830916891895121	0.807003853411838	0.12589306444546	0.878940304821267	0.432733063977713	0.864918625527864	0.824069348954762	0.646986395705433	0.378636373966553	0.39488930045352	0.699053656489098	0.708458269745893	0.973600058331543	0.766762400860024	0.360012503134789	0.915988558457853	0.560168427758386	0.144028763035396	0.833743056619723	0.507215660710691	0.664419135449406	0.0933797543502659	0.826743785533601	0.943799041560848	0.869292919093234	1	0.609229184805592	0.921401950557051	0.891481032907539	0.828510519764523	0.714944601501878	0.941929442397157
ABCA1	-0.144206357182749	-0.0980898832918067	-0.0980900628483493	-0.147489880508912	-0.102348784199202	0.686299905936336	0.456961221093877	0.137159500009229	0.782251364260925	0.7730893834958	0.0252388785017859	0.79432703250675	0.489228025016118	0.68494908248294	-0.0838604439957777	-0.185441437623832	0.46245559975487	0.626597491302468	0.309393435568868	0.56539095181352	0.755344377936566	0.679088111710965	0.615179728381084	0.735161741076585	0.549561602505433	0.712815028411662	0.733781705773322	0.369083321113779	0.718788954089021	0.675996020017321	0.317661735852163	0.740735225670328	0.679453362906437	0.690860998248308	0.544073880820963	0.776444169371832	0.39073538817575	0.646262012797483	0.56801454204393	0.733764874511855	0.721029167949227	0.68752819222957	0.609229184805592	1	0.627140225467778	0.778366167982743	0.790247419634583	0.49929162454959	0.709472233203168
P2RY12	0.226155161466409	0.270550450295126	0.229059367376914	0.237095590233896	0.229918356787296	0.822584324257729	0.751002517867538	0.487660461540419	0.848271333169969	0.804200695363857	0.361266733183064	0.806874643838974	0.887119532413719	0.518659059132601	0.224058780045964	0.112669221482301	0.864563203322464	0.863268043654835	0.668730859388169	0.247679169156843	0.805622804252318	0.471102784629267	0.897610492528279	0.867199767115655	0.506435563411236	0.463777264321627	0.471137697604184	0.572330298136371	0.821184797506658	0.929158379658745	0.638092254886968	0.404515976852128	0.921162004719406	0.595806779791151	0.11889442632597	0.802900153756129	0.651620525647697	0.710028813968267	0.11909549437562	0.836999012181853	0.867305403353541	0.796930695515194	0.921401950557051	0.627140225467778	1	0.833934836360984	0.822784830032986	0.573971404915944	0.877107744132695
CANX	0.131107486511163	0.182045649174087	0.128010179507227	0.129878564027182	0.105356556518652	0.713318678987156	0.56536987991805	0.445016123793876	0.821443958242144	0.814382407347586	0.34400152501925	0.890237192604605	0.711685597987235	0.654895123294511	0.215742708912267	0.0447003246832518	0.74186637568549	0.791376709974545	0.612161212698236	0.385823075762534	0.924655414232045	0.608555178954097	0.750245593123373	0.901643160377695	0.641218891642027	0.537759929920024	0.67214280732132	0.613807134064164	0.748536558065739	0.906911027656874	0.582615756996916	0.589521483076076	0.856550887169133	0.680113332824982	0.414448431172703	0.882478709389007	0.472031460940093	0.706122813586947	0.382849737734297	0.865918369014203	0.927651593473452	0.9142775371919	0.891481032907539	0.778366167982743	0.833934836360984	1	0.913845796534498	0.722626858254783	0.911118138205563
APLP2	0.0707655569276178	0.119161158651407	0.0950111839556608	0.0655897042816613	0.0885040347177053	0.792572741749399	0.666977601718318	0.33352365324499	0.822946295862477	0.765378356185836	0.260471777967231	0.794817495345253	0.706520875346395	0.692349999235725	0.115488968845401	-0.00488704300661803	0.670127132615195	0.80614422010732	0.527913300432761	0.431657080964586	0.874354968224024	0.585207665084053	0.761846428754495	0.866239759148905	0.550501751257829	0.560259779936044	0.605081443497998	0.517454154819386	0.80974115359403	0.861122676327301	0.502683806215241	0.530918620958269	0.828326353807776	0.739148730683832	0.458418984820309	0.791228978477902	0.534657704362863	0.676755741406474	0.423624891628884	0.850534216213569	0.855288693396347	0.865469635555028	0.828510519764523	0.790247419634583	0.822784830032986	0.913845796534498	1	0.767143847050719	0.855373564594498
PTPRA	0.044018514942217	0.109227121412057	0.0340339722043539	0.0681041608985589	0.0354103629946018	0.45865951640004	0.508295803518695	0.337890105863627	0.47109717544569	0.402766158037956	0.230810432310178	0.442790204517122	0.442788527191155	0.357094563485947	0.139270494739372	-0.0410501915888206	0.406567027942212	0.496595564838338	0.43756880178895	0.109612119381648	0.739365288900017	0.314992978831754	0.612344839414417	0.560113203282858	0.462542742673226	0.244223053821082	0.230891747919345	0.38221870057866	0.526795799537964	0.74095497631744	0.408721606446203	0.197488098330879	0.573905742302286	0.46790217394899	0.23516723542524	0.544072752606878	0.304057217631992	0.418840334712033	0.167267352638036	0.615506494130895	0.706025790099963	0.698924133640217	0.714944601501878	0.49929162454959	0.573971404915944	0.722626858254783	0.767143847050719	1	0.718357508508549
TREM2	0.146175697846059	0.201032649272612	0.177408467685738	0.146598466565456	0.143767402633583	0.718255015370512	0.641256965942319	0.511917704757546	0.785230396518463	0.779637355436772	0.387532519311519	0.858899572314034	0.763614433100002	0.587357824338122	0.245173023489023	0.0682774505345796	0.759478062183478	0.790648874081532	0.697276126492992	0.23305854293358	0.966866878371258	0.540298676322502	0.806687906361044	0.860420591005603	0.622114998100579	0.528820049197866	0.538038473552236	0.562564367405381	0.757970037074729	0.967355291677767	0.638753089111594	0.535343851278184	0.898212645797395	0.676979653764474	0.302645326102401	0.921503882864835	0.534037695394413	0.682163320929576	0.262823423153757	0.904837712606858	0.969569495946078	0.879315771857645	0.941929442397157	0.709472233203168	0.877107744132695	0.911118138205563	0.855373564594498	0.718357508508549	1
