""	CAV1	ERBB3	THY1	TNFRSF1A	ITGB8	CD9	LPP	KLRC2	SMAP1	PARD3	ITGB1	C1QBP	LRP1	VLDLR	CANX	CXADR	LRP6	MYLK	PDE1C	INSR	PTPRA	NOTCH1	KCND2	RACK1	TNFRSF21	CD47	PLXNB1	ITGB5	APLP2	NOTCH2	CD44	KCNJ10	LRP8	IL1RAPL1	CELSR2	CD63	PTPRZ1	TRAF2	GRIN2B	AR	ACKR3	ADORA1	TSPAN12	PLXNB2	NECTIN2	CD99L2	LINGO1	IGF1R	TYRO3	GPC1	NRCAM	S1PR2	NCAM2	GPR37L1	MRC2	CADM1	ROBO1	TNFRSF12A	SORT1	AMFR	MCAM	PILRB	SLC16A1	ABCA1	MCFD2	TSPAN5	ITGAV	EPHB2	CD81	SCARB1	FGFR1	EDNRB	TSPAN17	TFRC	TRADD	RXRA	SLC16A7	ADGRE5	SDC3	GPNMB	CD46	TSPAN14	NCL	HLA.DPB1	CD74
ITGB1	0.926965571574529	0.838514292047804	0.805716354225021	0.902294373405935	0.913103165933458	0.898813032385978	0.965560906068799	0.779069170076304	0.939221804267453	0.899787353444656	1	0.840623896146631	0.942811662276177	0.856854646125946	0.943388099938636	0.906623107470329	0.889435679728761	0.544953024741918	0.845652938788683	0.838950195984976	0.954249516787468	0.921697496773364	0.843263891925231	0.865903268654349	0.868830853905805	0.938418514551165	0.890954362745324	0.85723864679345	0.974280341454224	0.895399031388472	0.420818287358084	0.863395239903973	0.891909520171544	0.692649453651606	0.915526099368183	0.957150719419622	0.867982439788036	0.814816574925759	0.890533676430668	0.913273210935953	0.866879899639111	0.805324883785414	0.787449462374518	0.888868015164686	0.863504773679405	0.915104375304186	0.912419769211014	0.844315779623567	0.885557618934679	0.957540262675341	0.928243584177036	0.856594557907002	0.897791524450182	0.710242292909148	0.849260502192346	0.925735516795715	0.919040291668588	0.857106365415065	0.935109497583148	0.928684796293892	0.857236705788901	0.852977873699815	0.881232196210058	0.643310828185845	0.946902496538019	0.915503485844442	0.93230763532145	0.900395573040553	0.950852344918199	0.604081762245749	0.934519469899126	0.807055324647995	0.848400859449279	0.871114796439111	0.79510171352637	0.812907541522325	0.854023117562683	0.868924801173044	0.941952659027513	0.472475077566924	0.891256456742988	0.888350178789221	0.87151908652892	0.728294526354623	0.348847348396397
C1QBP	0.807715363099869	0.904441744715227	0.964768371805688	0.705008796556748	0.760113215782852	0.717018390138762	0.845197318321383	0.905809981045845	0.932615582407134	0.739429560378857	0.840623896146631	1	0.844032630092591	0.782853268849953	0.819963303611951	0.854915692016537	0.866995807353992	0.239472095237637	0.781246904134129	0.633790904426003	0.84406260992882	0.915229134892009	0.940848500119173	0.816457500110256	0.816809522390924	0.893808228714476	0.816097740563916	0.94115982929159	0.871368498662499	0.7083017144199	0.176830467953182	0.878394309568396	0.863153399239959	0.729873236316881	0.819376909479596	0.835410827033494	0.898384814203645	0.817021305026155	0.821511349390037	0.832926313752003	0.825075013796728	0.813646979304513	0.927544981278135	0.73389792333267	0.684778879459624	0.88449318617497	0.892708824396987	0.555414657020901	0.844911929841746	0.82083098799883	0.74356252149729	0.875853767954296	0.858325894658	0.765035607258759	0.533979594266365	0.86431418674737	0.741917661030922	0.786758171977873	0.870227344262109	0.842388199103165	0.928726713611962	0.624575288014666	0.731082520559345	0.227131461741922	0.813742212141358	0.799854563831791	0.76252196825541	0.857489388737039	0.868906780775339	0.548343990475746	0.833064092396491	0.775161167394973	0.924778786671481	0.865824823130971	0.517370002915205	0.512660522093043	0.574937590805341	0.824206725548844	0.839857615203458	0.214042348879797	0.748694685013286	0.824858717092379	0.961933370170575	0.645791756518896	0.191917977933823
LRP1	0.916775808416567	0.908591317079953	0.823512638017324	0.870789871031297	0.905226580921331	0.84512184421501	0.970491834300866	0.824662042636355	0.92584362595235	0.877809842428186	0.942811662276177	0.844032630092591	1	0.888513422582863	0.924580642723207	0.928044154877173	0.924221345695711	0.505054367109377	0.892814147200884	0.832392784631118	0.965457462155499	0.949954103784079	0.891083417676787	0.852884617445342	0.904450303808799	0.928627724684952	0.933097439537481	0.884801349875323	0.957384688136617	0.902272389220147	0.338134251022043	0.922581047331325	0.907189434880586	0.746865372950063	0.944661988092961	0.923309630466087	0.928502944780223	0.761935250435276	0.93259178099272	0.900844276789251	0.853361344007811	0.823507007696959	0.821207541262945	0.892179821690775	0.810162201552045	0.94043817538064	0.939519906293402	0.814133426634915	0.940022549930234	0.955020658727347	0.947879575337495	0.891519769869842	0.935945080690477	0.774998961468661	0.826966678584313	0.930382575279616	0.933957323066413	0.837391943598342	0.945484935732364	0.925064685132734	0.878487235010438	0.838197860754383	0.840590876943323	0.586738579532503	0.927624476165088	0.899553388477515	0.937306861762765	0.902455655986263	0.967949873076396	0.610219422197979	0.921120865935884	0.855393546255695	0.862024843513142	0.885747368541254	0.779998070851302	0.798373918894222	0.818369150343824	0.912450444264575	0.963129940932375	0.477334382597243	0.899797883629967	0.901924456695942	0.855037253523389	0.672102527776213	0.297964785217802
VLDLR	0.84919139091868	0.8617398410811	0.791142058696732	0.75930964703629	0.789043308493577	0.755325175233395	0.889620891194643	0.765288888249861	0.861259443606449	0.821220318303493	0.856854646125946	0.782853268849953	0.888513422582863	1	0.836543966022297	0.851381127904794	0.854539387860256	0.440640836325205	0.82373456482379	0.73690699559297	0.870657375204279	0.869191178746693	0.837748281789867	0.779094839847173	0.830528669688955	0.830408436846652	0.833393762838118	0.794602175687896	0.871886294667292	0.817503380497842	0.20084968591136	0.854551376948495	0.844412726799564	0.734550437604388	0.849311616193788	0.825343659231265	0.872612207854238	0.683564621546526	0.851332326950771	0.794417228639944	0.737599899691907	0.756433652969225	0.7765639517903	0.781730342195616	0.738048199905036	0.853929722197748	0.886451779340439	0.711606379179669	0.83803237151855	0.869711752413977	0.824385984947001	0.830714334174633	0.842974221737594	0.747611890429133	0.702311065011947	0.86530665851178	0.822175571680565	0.783317126682238	0.846979665329576	0.815855984014196	0.820044576829016	0.759232695890978	0.784834797435328	0.489674765742627	0.871431512174513	0.816362672722727	0.833681507263213	0.828114139966178	0.86987709441687	0.569236747706573	0.84121352320501	0.771301802128237	0.788446917680138	0.814597433175499	0.679201555952352	0.715900576331748	0.729167331567407	0.859070814040922	0.870913725593429	0.431216706001494	0.858640144132492	0.77804880116285	0.796924115641434	0.51860963030492	0.150030833987589
CANX	0.915601825940207	0.823659856591593	0.779738492154935	0.84573913031454	0.843331525718108	0.863306792557421	0.936311083862169	0.749817632180034	0.919128050050502	0.863451062911688	0.943388099938636	0.819963303611951	0.924580642723207	0.836543966022297	1	0.854936639811281	0.849320174242941	0.516195288446907	0.796881095901148	0.875304645864971	0.916477877505971	0.889339422856737	0.823215494298563	0.9441943599256	0.825877058075096	0.899759072034858	0.845897346407793	0.841588695718865	0.93451822926381	0.856949384266978	0.37479544895002	0.82688917041833	0.857418071186549	0.648635317858405	0.861630498427257	0.922127623687423	0.82962019606229	0.777145641967025	0.848340149884196	0.853951606903594	0.797509358740342	0.739659823781586	0.75776579486915	0.875630077620306	0.780514225640538	0.875335098502681	0.882465436343564	0.828578694038144	0.834854364193798	0.89783864973859	0.871836732373166	0.852399380167325	0.84812148594095	0.674519394133477	0.80371535107748	0.908272821567432	0.860630831751687	0.796439794803778	0.888375662758648	0.903374830410363	0.822514059737624	0.807062147203893	0.928438605203718	0.630821090305349	0.956238985519025	0.865125992653928	0.874724251777379	0.871798715260785	0.916006634149241	0.710975145943418	0.929129038300422	0.774677772738834	0.835771346437611	0.86706744137715	0.793824028088361	0.835470550163936	0.830113257537664	0.868627025095947	0.90230545288939	0.570200300195793	0.880480094971842	0.869232372374963	0.853353684818523	0.673276508797328	0.28263351483776
CXADR	0.852253002145345	0.924411426670815	0.872180652581098	0.842821169101821	0.904354895754986	0.806347526890356	0.926833188333201	0.880599696466919	0.916733759568668	0.804987424381667	0.906623107470329	0.854915692016537	0.928044154877173	0.851381127904794	0.854936639811281	1	0.926105396304873	0.410840100747952	0.893193962764206	0.748288408713681	0.922048683087458	0.925554132803072	0.905075878058843	0.759272764792858	0.890546267396501	0.946511362659138	0.921064528633907	0.862715588977473	0.946235185136482	0.864741742486226	0.319652438059932	0.930942436700827	0.86056312970919	0.753732181173439	0.93230603711825	0.905715319668323	0.937235495524842	0.743431628498992	0.91919557067056	0.895235058719491	0.894472812251229	0.87630319210888	0.874904925030472	0.816457405401032	0.816183825233682	0.937021665624887	0.907364662245963	0.70742950967479	0.94082184571267	0.91848546071381	0.924407787109002	0.87583384010022	0.943919213372239	0.836288448842401	0.749295228925477	0.900998893141729	0.901546507027568	0.821284388747842	0.937444174205437	0.889095088466837	0.891138713457144	0.766601918228585	0.725250570856124	0.461090464893042	0.866653757129736	0.916369963813981	0.915326727322377	0.840900693140946	0.934804362788789	0.459009817295227	0.865129288975081	0.906876994967062	0.855394994473287	0.832580757284526	0.678393089172561	0.6538360512954	0.755412450933492	0.870862689366639	0.930338311365447	0.400300736204828	0.838594347180196	0.878166702950068	0.861190432671516	0.669931649405711	0.30677182528593
LRP6	0.834188473583748	0.940360692664826	0.885600245745847	0.774720312157918	0.866657025937604	0.735472609980454	0.919785464840801	0.871090837857478	0.908664208301027	0.827787943904602	0.889435679728761	0.866995807353992	0.924221345695711	0.854539387860256	0.849320174242941	0.926105396304873	1	0.36432066067698	0.859263178823813	0.745847966389866	0.907865287811955	0.944113616306705	0.928461459895038	0.778510225444571	0.885940475085179	0.898055093639049	0.903075467746919	0.899767741981901	0.921095752493342	0.853589403872135	0.246738542440266	0.929739771968824	0.897991095316201	0.778267227109307	0.912708042738291	0.836765878715476	0.952704727218435	0.739260227114947	0.897065809370299	0.903116944353812	0.864914079640959	0.816976237115535	0.89517965576624	0.798107864328425	0.759015231273771	0.91267305198146	0.928024621064634	0.705039726675509	0.925800899791351	0.877790661768799	0.884423143380189	0.855626392558121	0.926069708102909	0.769032238692854	0.699060388017944	0.926029401215372	0.87969964913248	0.763474053201204	0.929871161882422	0.872539813688143	0.930791177832458	0.788752555758945	0.741101169941189	0.422430991873554	0.865012142863838	0.862958927573899	0.885129828506738	0.878270642855414	0.921248986523967	0.475430887431632	0.854927034072533	0.854889850080764	0.888246043040641	0.86662731882951	0.647653737886758	0.635873142182043	0.732819323938453	0.879418277534485	0.902659534734461	0.32464837158747	0.861737396178934	0.865360019248972	0.89120418920511	0.637536532551622	0.238466330197545
MYLK	0.597455358194143	0.277564509262283	0.131781482624698	0.675357703013889	0.594195562865442	0.690560181702658	0.559238524663585	0.150242223510768	0.400377585318821	0.520584720851224	0.544953024741918	0.239472095237637	0.505054367109377	0.440640836325205	0.516195288446907	0.410840100747952	0.36432066067698	1	0.485308669682975	0.559934947424404	0.515630784586321	0.419245781035147	0.24649832079175	0.45924755313788	0.407138021420712	0.452986550937625	0.471792977748282	0.315868808081682	0.507987058300506	0.630672844126356	0.601116843171259	0.350103751121684	0.396896743125433	0.213956212455165	0.516377610333823	0.564405579474435	0.300451893696173	0.289307631599744	0.44528992740757	0.502183560525409	0.449593317638553	0.303681365249215	0.215590481642745	0.557268561142701	0.45448846942326	0.429523527974709	0.384059259013593	0.689667529241698	0.394426731737143	0.548749068430414	0.567269173492959	0.312933546503398	0.442128836552063	0.164376937146715	0.753496624667911	0.521797596295326	0.597656299843591	0.391256714882255	0.486858486516971	0.525376390199644	0.301696370162221	0.612273000186511	0.526334596645253	0.776280528564681	0.545824507673357	0.459699102549166	0.625224299091982	0.418962957130914	0.528985021290279	0.493058523755853	0.483324780475924	0.34125547193229	0.262144853306737	0.491106529474534	0.647713239124279	0.726223716231056	0.620584261266579	0.429402002450661	0.543523944925522	0.504744770680378	0.556866739937981	0.484483437758807	0.258909395145124	0.510511547459964	0.464906492709879
PDE1C	0.813920364622057	0.866650730857857	0.77727501266632	0.814126414880064	0.862910145800533	0.757116161729033	0.890050444006865	0.773336492206073	0.851169688273835	0.77195287540448	0.845652938788683	0.781246904134129	0.892814147200884	0.82373456482379	0.796881095901148	0.893193962764206	0.859263178823813	0.485308669682975	1	0.747640937601592	0.892186956810841	0.872717569127903	0.837910313580914	0.728284300106338	0.868394137431586	0.859253796149528	0.88795869040682	0.793959741738113	0.867775639998474	0.831252806641954	0.327307849349279	0.890913227835089	0.822774895812136	0.737851549528885	0.893983015762959	0.845513614598431	0.87894510352511	0.66994203564253	0.881381579094317	0.835909772751121	0.818488969194288	0.797628310092192	0.80382698101625	0.80681695020479	0.770341710530869	0.879182410592115	0.881239617583956	0.716851927737894	0.889348627967924	0.878793353347057	0.880715913967896	0.79181936492898	0.891400943098007	0.778062877236252	0.744407175821953	0.858306820990984	0.880581520285003	0.769894493142111	0.888383977834618	0.849998672406712	0.83029515325528	0.776399096726495	0.679356320568833	0.495552516321072	0.824060187197122	0.832466304887308	0.883033628030602	0.821811417416385	0.905847308077596	0.490440086468474	0.820926630465028	0.821132179587795	0.770208803188929	0.81238477619081	0.641191617864247	0.678183575107447	0.711742610845685	0.828893881848261	0.911923719927365	0.415658711230208	0.833998901983719	0.822500878980621	0.766854932082748	0.635466621184413	0.302857920648397
INSR	0.78938551398049	0.692450075722654	0.596015522417449	0.757207106513628	0.761125233925079	0.735833170290749	0.844173191567225	0.602486611101232	0.773552794111718	0.786989234484072	0.838950195984976	0.633790904426003	0.832392784631118	0.73690699559297	0.875304645864971	0.748288408713681	0.745847966389866	0.559934947424404	0.747640937601592	1	0.830931206426981	0.771776850233728	0.680982108273204	0.825635265620313	0.706667528607139	0.757248112755582	0.771703334370806	0.705550984108219	0.820548718905615	0.795314407212801	0.335528450212766	0.703756783132306	0.754562569157265	0.564380120125142	0.781900091499159	0.791150049214699	0.720659885957441	0.674950665839694	0.762814673807323	0.764177393227967	0.684135429634158	0.627510631244074	0.59488784191368	0.81895957665794	0.730645210261567	0.760335440222145	0.778191113187043	0.786925321655657	0.755463502515156	0.80733042772563	0.813503225825471	0.70908312518163	0.74770595386085	0.570997986850239	0.797244338963681	0.799012050756817	0.820910059098743	0.686365596501739	0.788315250877426	0.806584524796307	0.687312111672538	0.77135647210602	0.839959634516251	0.699536688328607	0.84201575351484	0.801582218921934	0.797499567554102	0.792044006316891	0.804693299424104	0.652358788667267	0.832013853042307	0.693182653281773	0.693830062706114	0.731028063533663	0.75498077251024	0.833023981407097	0.800568256845218	0.783251681353943	0.795353312800223	0.604264847096877	0.839043826497241	0.763682728497977	0.703748914241393	0.554961594589471	0.225766616859678
PTPRA	0.912740429260907	0.88540834781801	0.819531395754714	0.890191961405875	0.933516647174986	0.859374557882702	0.97111276506881	0.817170816308027	0.936728492057737	0.895926855838399	0.954249516787468	0.84406260992882	0.965457462155499	0.870657375204279	0.916477877505971	0.922048683087458	0.907865287811955	0.515630784586321	0.892186956810841	0.830931206426981	1	0.942470837803671	0.886601796593761	0.846294381809366	0.902602268670891	0.94329940967717	0.936422880828176	0.885878894636623	0.962515224990842	0.907413329318912	0.405597057909744	0.910687803606002	0.897153268317667	0.742288562378764	0.938361610533042	0.938954175869485	0.905504284882525	0.780269899897936	0.917799115182984	0.921642208130628	0.865520902026107	0.840684915928311	0.816680571975073	0.889340153508464	0.841652874379588	0.939522815403726	0.935615839491533	0.822505425115651	0.936822562581084	0.955774569792297	0.951685999962273	0.868280802172191	0.937513509897694	0.76294278023674	0.838775095518634	0.921030562719601	0.936755809587677	0.837126272003846	0.948714350656459	0.9336795640495	0.873957021969788	0.846895062769434	0.835781844800822	0.601774652162413	0.929979202693005	0.914742576740784	0.947742180681463	0.905070696753302	0.968983572539754	0.60153368506733	0.933059622560455	0.850651008118638	0.845305442314916	0.865880844422029	0.777754768328678	0.789198320738289	0.820947563877926	0.87997526014803	0.954817962356687	0.466070824659734	0.884523162781833	0.897199543822765	0.849299714579874	0.72299868507919	0.363982079482118
NOTCH1	0.880286384568101	0.934517984098369	0.888014868026417	0.816268041406954	0.873471186677873	0.796530783911709	0.943408003347683	0.88541750991918	0.95690664553629	0.858449240555667	0.921697496773364	0.915229134892009	0.949954103784079	0.869191178746693	0.889339422856737	0.925554132803072	0.944113616306705	0.419245781035147	0.872717569127903	0.771776850233728	0.942470837803671	1	0.940831081858036	0.851568144365132	0.887689269461064	0.934470120252018	0.930663937992668	0.942020197162504	0.950586365108193	0.853702364734732	0.275582474356081	0.929737886874833	0.928925830586889	0.735076150161692	0.936622253489337	0.897221326299558	0.936588021915166	0.798780126536929	0.929254569569743	0.922552865539751	0.881681160081364	0.839869560188132	0.902235686027867	0.851638002083183	0.772601670615502	0.943473100507578	0.957564220560275	0.741456191445637	0.921550776579572	0.92166955603715	0.888796505986627	0.878672967289624	0.92601527119294	0.760234237900928	0.7320648359036	0.943124552475924	0.888171299691797	0.809292969418341	0.953863404166552	0.928610653450409	0.935913569470808	0.787198336831314	0.800379768782178	0.461286028659356	0.906650041556009	0.881316611614224	0.896058813728284	0.917937413557894	0.96439032822398	0.598030158984483	0.900204356465342	0.828373223077612	0.913735126536161	0.905242391964839	0.685749630750322	0.702655626820862	0.7342296441025	0.904368697225109	0.945442805946385	0.339199261944135	0.865609465434615	0.885725475821727	0.914524889955697	0.671757184599037	0.264168553907053
KCND2	0.801812747661379	0.956964279472389	0.956425616280316	0.708509080537655	0.793481603196553	0.686380914678572	0.877911845523617	0.932571880328382	0.925332135469118	0.784859552080357	0.843263891925231	0.940848500119173	0.891083417676787	0.837748281789867	0.823215494298563	0.905075878058843	0.928461459895038	0.24649832079175	0.837910313580914	0.680982108273204	0.886601796593761	0.940831081858036	1	0.78467138506972	0.850080672281393	0.898182475080973	0.861312230489775	0.938381541118579	0.890882086314828	0.753716711695476	0.130552002201759	0.927379277318139	0.888348882179128	0.803677901290565	0.860113320178325	0.819985490795339	0.957568190851042	0.780858152671597	0.875251452961498	0.854258523132407	0.831446878899302	0.829590127566125	0.940417416431701	0.752176720738571	0.70433564324582	0.909079379815527	0.925904201149038	0.585945749589648	0.912596644667372	0.840531445698201	0.812780023996665	0.885173188455027	0.90153277952224	0.824967909311848	0.582761960358309	0.885101603541542	0.797205898371261	0.755941154808543	0.896375110912941	0.847446186630918	0.947141981227566	0.700841799395273	0.715324622115767	0.261443174009623	0.828163613292115	0.815920018599702	0.804759276235845	0.869669604490673	0.89518615143104	0.513950966231043	0.844230063904856	0.847157878610767	0.919229517076823	0.860088098075712	0.554943719961172	0.544383060835498	0.622078398210949	0.855510864756714	0.869312294078524	0.258693392534499	0.806218761006365	0.834476948628387	0.926117374147296	0.593616568142047	0.152747732911322
RACK1	0.887583261016442	0.774014924230388	0.741730201010422	0.756121427030862	0.741262653191985	0.795924159193097	0.858806955499635	0.727959914040068	0.887255421202791	0.817534575092845	0.865903268654349	0.816457500110256	0.852884617445342	0.779094839847173	0.9441943599256	0.759272764792858	0.778510225444571	0.45924755313788	0.728284300106338	0.825635265620313	0.846294381809366	0.851568144365132	0.78467138506972	1	0.751392113172499	0.825125202885493	0.785632859883981	0.833204166044087	0.851776727189409	0.784934509315626	0.315398103344086	0.759940441270651	0.818139836137269	0.577878098957883	0.787398100642921	0.84974515017595	0.752174428630341	0.73073578394627	0.769120606741333	0.789561541987754	0.705389698324448	0.666622737969381	0.721333533719013	0.81392875488062	0.671752187775019	0.80332812486005	0.824007219333214	0.765774962762916	0.742239216657331	0.815034407735162	0.757040683040054	0.816516821589326	0.765231945702116	0.559858020864601	0.704136318567119	0.860010776528228	0.770818839941531	0.72139948915526	0.815138377592648	0.853770183183329	0.775540677207686	0.708857687621092	0.901149561520658	0.5649751225447	0.903637633092542	0.786239363902341	0.785466650061466	0.846997586838345	0.856760577528721	0.790610648456216	0.885071913219628	0.641706898840951	0.805460820845945	0.850192950764843	0.717953866135174	0.787437038720406	0.733009250639424	0.831557767502545	0.829079392437008	0.539866405214156	0.803058754707983	0.807623130043548	0.832971444166409	0.628057248042353	0.223223352434661
TNFRSF21	0.846329650630909	0.904233378666075	0.815575582923361	0.82777834869709	0.87086223213833	0.778875507037486	0.894688738707763	0.811263610917979	0.860415717432468	0.786916747006751	0.868830853905805	0.816809522390924	0.904450303808799	0.830528669688955	0.825877058075096	0.890546267396501	0.885940475085179	0.407138021420712	0.868394137431586	0.706667528607139	0.902602268670891	0.887689269461064	0.850080672281393	0.751392113172499	1	0.899097179281113	0.873778791368757	0.837544416302357	0.885533786331175	0.817112114311052	0.340091473050837	0.913938830366059	0.818829000756871	0.733809106895565	0.883262030433646	0.882354381196235	0.883080462983403	0.671298975215058	0.850679439367411	0.860168468057897	0.817177443814178	0.835346068527917	0.798814015970088	0.776810175514926	0.787191888126043	0.896638336904156	0.892161585790658	0.727721184342483	0.903773752900238	0.897235818392262	0.893745533303096	0.849476802317127	0.920106248035605	0.802213291490667	0.728530701578022	0.877335361115812	0.862252755834163	0.818415278407744	0.894189468333263	0.861772017708788	0.839456488685989	0.756182646585563	0.686424842572555	0.482605079237599	0.841128330992539	0.813855482130864	0.88357063265632	0.80130657554439	0.913442840546863	0.455400069820116	0.864415922020456	0.831222262849398	0.838961720541089	0.818330460638244	0.698712333204193	0.662326675015033	0.724547465330724	0.857915863469903	0.917650309120604	0.39901805780252	0.818824045885178	0.841731055143437	0.777896434617205	0.651868995282857	0.32679117953777
CD47	0.905201840560122	0.896369525477815	0.871020092363864	0.894862047267057	0.93504687533925	0.866830711511164	0.944992530368484	0.853179788920929	0.949094282533166	0.845099786780208	0.938418514551165	0.893808228714476	0.928627724684952	0.830408436846652	0.899759072034858	0.946511362659138	0.898055093639049	0.452986550937625	0.859253796149528	0.757248112755582	0.94329940967717	0.934470120252018	0.898182475080973	0.825125202885493	0.899097179281113	1	0.905937233972474	0.892495829341952	0.961788808719611	0.869124322047025	0.460808316956022	0.921137922061776	0.872915186518674	0.727211154748079	0.921003740931287	0.962694126238191	0.899193953550816	0.772875771775434	0.894376113792599	0.928461414729909	0.900081300317702	0.879602314309919	0.873916500463731	0.84773212974042	0.839447196395842	0.943100143787508	0.90540902968561	0.768970877575822	0.92094825571631	0.931268726233053	0.91964484961512	0.885523820710707	0.938677332730082	0.791223650370776	0.774961298431024	0.919293282356127	0.909434721749079	0.844570231790292	0.949705628232519	0.939554324583446	0.897291904917912	0.795238562744596	0.781635527748236	0.523983615878305	0.901761790178002	0.908630109630786	0.932277106146909	0.853322463509171	0.959088599507134	0.523857760406374	0.910957924521633	0.854152036906418	0.866813997283551	0.862420235227287	0.721018297353786	0.687485416002368	0.780117778626719	0.860182136400242	0.937246742193624	0.391893081509423	0.838981726876264	0.888131558287469	0.877205295679637	0.783530779128818	0.430629697812913
PLXNB1	0.850283970258919	0.893391037566448	0.800087059022749	0.837639974866087	0.902473821620136	0.778783314466223	0.921972734326127	0.823220935958788	0.898689454262436	0.831092891249305	0.890954362745324	0.816097740563916	0.933097439537481	0.833393762838118	0.845897346407793	0.921064528633907	0.903075467746919	0.471792977748282	0.88795869040682	0.771703334370806	0.936422880828176	0.930663937992668	0.861312230489775	0.785632859883981	0.873778791368757	0.905937233972474	1	0.860834189418221	0.919584433626302	0.889095434702785	0.372564445071175	0.91068759022628	0.856290906522029	0.70361816149723	0.944112886354903	0.885040632076131	0.8996273236274	0.699934639972675	0.920564843523181	0.900238113632572	0.855062732163661	0.83488545321971	0.819943275458702	0.850653851941966	0.792950247834313	0.923173693603155	0.908523312834955	0.772850146874919	0.923706874103238	0.914673327767312	0.91951098460187	0.834306526706878	0.921781829113443	0.765692078112537	0.785616452564656	0.884070727299252	0.91104223337847	0.792919775335045	0.935814991624413	0.906118118184861	0.866187684319171	0.783587129491408	0.735837547344966	0.542999938376926	0.872365200060366	0.887803044765727	0.92368967204311	0.860720687954362	0.948045511142717	0.511554855924286	0.875739327795459	0.837331022120305	0.81994396149623	0.818711627771514	0.712400428939964	0.708713506128921	0.752503818120637	0.863086732745083	0.934019573431643	0.422358649573158	0.84290479890239	0.869379963111382	0.808288439090205	0.690783639521766	0.360484419358933
ITGB5	0.827276387650481	0.912891184896797	0.91141780151917	0.728310328382971	0.797911434283444	0.729342115905297	0.878696780873043	0.89794550786539	0.931050937893222	0.81161752439095	0.85723864679345	0.94115982929159	0.884801349875323	0.794602175687896	0.841588695718865	0.862715588977473	0.899767741981901	0.315868808081682	0.793959741738113	0.705550984108219	0.885878894636623	0.942020197162504	0.938381541118579	0.833204166044087	0.837544416302357	0.892495829341952	0.860834189418221	1	0.894210921341406	0.772117907901076	0.209597818861684	0.894944494547062	0.906752640655229	0.744425676559622	0.853517636259117	0.842356939668169	0.906274312554426	0.781984963410346	0.839896439706249	0.866960452102883	0.824467725924026	0.821991476228693	0.889716339623854	0.777385573109765	0.706061841156316	0.888871967349014	0.913165555349515	0.633090495692424	0.88274397445588	0.844536420186283	0.80611816344629	0.865967971487441	0.885139198961443	0.744070644773833	0.624482421201421	0.889723405376024	0.802236005348726	0.755982578006493	0.890401748757353	0.872909189288037	0.938950888035784	0.686237419053009	0.76017068077921	0.338943349026906	0.844359834773786	0.818611669541046	0.805585724666457	0.890046011689818	0.908393812986132	0.598966131879168	0.858473742139332	0.793103297555766	0.918200463859579	0.876932108536271	0.602280054981058	0.599914943479319	0.638734305725294	0.843777447551307	0.867831325043051	0.279743190855242	0.801658076731643	0.841077767071723	0.928304691447702	0.64582733132721	0.218333543795881
APLP2	0.920508990280336	0.891369816855295	0.848385024739348	0.891004697569811	0.922872117930214	0.887258421966437	0.971101368523495	0.835692073902362	0.959837351229254	0.894866070715469	0.974280341454224	0.871368498662499	0.957384688136617	0.871886294667292	0.93451822926381	0.946235185136482	0.921095752493342	0.507987058300506	0.867775639998474	0.820548718905615	0.962515224990842	0.950586365108193	0.890882086314828	0.851776727189409	0.885533786331175	0.961788808719611	0.919584433626302	0.894210921341406	1	0.908492076093154	0.381452284202589	0.908211335512772	0.911967636781215	0.721832298388545	0.939450289887059	0.95856906076765	0.913711605679	0.800984013971309	0.927681323834516	0.928218166856151	0.89498576685876	0.839683412901499	0.849552462173716	0.884442381802162	0.8559376767402	0.943765387591698	0.936468107261711	0.805562131166266	0.921508722408567	0.958508199977591	0.938725478002683	0.881304981395091	0.934569526496307	0.760722539023791	0.82114028301161	0.947442990326446	0.923189728874637	0.85350013037517	0.960665406930701	0.936163361014001	0.898346128433513	0.845157805043167	0.858287973204919	0.579469211460532	0.941924856838065	0.929937883418792	0.942061918468621	0.911538231975578	0.970058748605592	0.588863351761145	0.93525633434068	0.854451003904871	0.87577038515937	0.885404052752297	0.764623932300208	0.777729853975865	0.826926858574611	0.887561172811016	0.956286144316473	0.452866783428667	0.891812135504338	0.907424699136345	0.894869913322599	0.722514461346056	0.336514043518023
