""	CD2	CXCR3	CD3D	CCR5	CD3G	CD8B	CD8A	KLRD1	F2R	ITGA4	KLRB1	CD44	CD247	ITGAL	TNFRSF14	ITGB1	CXCR4	ADGRE5	TNFRSF1A	SMAP1	TSPAN5	CD69	SIRPG	CD47	IGF2R	ICOS	LAG3	ITGB2	S1PR4	PTGDR	SLC16A7	TRADD	TNFRSF1B	NOTCH1	PTGER4	IFITM1	RACK1	TFRC	PTPRC	ADCY7	ADRB2	VSIR	TSPAN14	SIGIRR	HAVCR2	CD74	PTPRA	RHBDF2	CD46	APLP2	LPP	CD81	ITGAX	SORL1	CANX	SLC1A5	C1QBP	TMIGD3
ITGB2	0.796790972135919	0.751329805864473	0.724657305463482	0.522757522090074	0.773956805556726	0.709001443016553	0.752080796912136	0.775032182256093	0.775772738371389	0.774540417612043	0.640639899271768	0.692041813471891	0.670558522893936	0.795362474796424	0.727655011515593	0.841092329190055	0.795416138330191	0.786067491668359	0.778940822805788	0.726831172028025	0.832006507658918	0.821600278278763	0.787813038354583	0.813211086051258	0.538516062358754	0.561976135041546	0.75199477424105	1	0.640798082955129	0.784512266815527	0.741631853575887	0.582478463035596	0.679035400975734	0.447160095524635	0.859390948769596	0.750035717711528	0.7992214183756	-0.14620726217028	0.862736878584915	-0.137174128506706	0.185022242779721	0.279615261341496	0.0720446103830229	0.545806971339254	0.24200959011292	0.224869518749745	0.561728602229815	-0.380627331564939	0.718051957937481	0.307311488396157	0.115107099773966	0.8005928914776	-0.525531699003781	-0.445540905790284	0.14001122044432	0.603695650166835	0.887821934339915	-0.0643440496019351
S1PR4	0.923850989335576	0.844304783114613	0.908752384995202	0.693346262907455	0.886526938500469	0.867713907787479	0.850787436004342	0.762666540042628	0.752255225589485	0.828568656568631	0.81341667392274	0.864514917538619	0.972960783303792	0.900856156947554	0.798532436953228	0.720412995655673	0.953259393306166	0.938691512000237	0.703428796456598	0.898165333187448	0.792397172827848	0.900114810954145	0.903260753440417	0.712659500876029	0.370899846306543	0.829813522313348	0.739155041872262	0.640798082955129	1	0.891245688281019	0.909351980509366	0.88315677283006	0.720960242906714	0.398693711403357	0.731241261172906	0.886148390946082	0.922086280652589	-0.380966786491434	0.752521442878956	-0.303909764365649	-0.301211486997722	-0.0893945385684824	-0.510244616344808	0.905251077492359	-0.383502336700865	-0.353572841472195	0.29393102313646	-0.826391180052551	0.810232374998028	-0.247152388735741	-0.290876745214431	0.500927428997172	-0.870612387270839	-0.812668161274931	-0.343983624846624	0.0812934358689357	0.773965587323468	-0.614765766395634
PTGDR	0.944666510110409	0.929629366263558	0.933365126082328	0.742475879804427	0.904271059063695	0.863943991912105	0.871940746583247	0.764979390216587	0.876206024949607	0.862373702807413	0.704762583426116	0.877331185258197	0.927295419084759	0.918627868962938	0.755237379384113	0.772015005068473	0.933404215578311	0.970613937830342	0.691581749033858	0.930175766371197	0.884745498455063	0.915993779297352	0.968609325881487	0.752474925556599	0.408785667313751	0.784083214672823	0.829244525995046	0.784512266815527	0.891245688281019	1	0.967244877791237	0.859366222728284	0.605707320543572	0.473536773423978	0.781516277112925	0.879537879132734	0.934964010375434	-0.383860155507943	0.850151814498043	-0.252972962678822	-0.18084279504398	-0.0917382681197568	-0.442652409209419	0.855634004505465	-0.3278437437257	-0.266310733041798	0.310416667865412	-0.80843381221595	0.817469135798847	-0.230845021509237	-0.371990635733629	0.627450607531151	-0.895119143596153	-0.837849835846991	-0.28819876962641	0.162981205870455	0.892633392604675	-0.551189608076957
SLC16A7	0.904073852293429	0.853833524080707	0.880825616522007	0.756247368632743	0.842896687100292	0.794284418722137	0.799805829108599	0.717921060229653	0.801716130773497	0.81968334736775	0.697592277565892	0.819539080928411	0.912933677975979	0.90559667616247	0.690627030818416	0.716984885755054	0.904411393824427	0.950327823045505	0.629327252068371	0.935529866045997	0.814866017849704	0.866079528629762	0.923562756005088	0.690195169966193	0.395687582184356	0.720052109317954	0.75262426726413	0.741631853575887	0.909351980509366	0.967244877791237	1	0.853803635136221	0.622846803032116	0.530220040302165	0.740079382176419	0.827635393765538	0.883604559470841	-0.350145374120042	0.81881328095751	-0.222113521224673	-0.167858619320983	-0.091976848389269	-0.468046028823383	0.834595933734213	-0.332850882514688	-0.253019901109491	0.288984084515265	-0.781387651345971	0.79518342205382	-0.20392905897751	-0.331895691332197	0.579479503526714	-0.848478710123699	-0.789994040131389	-0.26028388461665	0.119643615496241	0.822036146763181	-0.540887320955285
TRADD	0.815777830859638	0.90006885704876	0.934437564958402	0.530634446308253	0.837944446610588	0.849265074382514	0.801694474486118	0.553254742422921	0.605793639820735	0.671970374821924	0.544141217332777	0.839254120801201	0.915902086435548	0.813787352424735	0.680206723216152	0.566797032593675	0.873674097141883	0.842845704463916	0.623307334685183	0.894141164231142	0.698621145733443	0.804396152965811	0.858405704345317	0.512574222372452	0.235547543901469	0.900208876911398	0.609082777627239	0.582478463035596	0.88315677283006	0.859366222728284	0.853803635136221	1	0.615276946639532	0.253373538382949	0.590034717336124	0.816022154901048	0.876556631659097	-0.158857683219641	0.634871692433727	-0.234517412135961	-0.294519777462501	0.161105762510116	-0.55275013357832	0.947579071044386	-0.274341802879858	-0.192651421759586	0.0542354203870169	-0.692331287378074	0.876155566139996	-0.231628535783959	-0.396789403628468	0.658628639637643	-0.759133387894309	-0.682630963809361	-0.301588036213836	0.208129767576601	0.747156233893745	-0.432872169702221
TNFRSF1B	0.737950020210368	0.631710887559014	0.647886026063563	0.609902704336725	0.747122459611655	0.741879007365301	0.746331312107493	0.737520265691332	0.636373854192608	0.772914150863599	0.742124369730954	0.78467497847518	0.724031947515178	0.779707405424819	0.844669384073674	0.764690826539591	0.760865592315379	0.713232050765257	0.86274736038878	0.59732794948385	0.732463814126496	0.748024762464459	0.667267165985648	0.718745798222878	0.698407000316075	0.707381998043911	0.683505189830459	0.679035400975734	0.720960242906714	0.605707320543572	0.622846803032116	0.615276946639532	1	0.365165486804043	0.738598858405312	0.778285545413451	0.73894952444584	-0.0484329256508481	0.792335336865362	0.1756519428881	0.21425692475419	0.355934981200343	0.0241420293024367	0.673073844809984	0.121456859394834	0.158660309841394	0.647531971916656	-0.372603157128986	0.792653515266777	0.328772794333624	0.190021413303168	0.576950018555378	-0.458290478035769	-0.396358865301124	0.22330087371802	0.388383877921496	0.69425138598175	-0.165217983320221
NOTCH1	0.401642600212177	0.278610896882737	0.271879186446939	0.638074019010437	0.249248500228521	0.210273967824893	0.242550412189414	0.283872096876395	0.529068289564333	0.388336136510446	0.353963223245142	0.367618503575505	0.411727520314048	0.499554555557699	0.245011473574346	0.288072889946829	0.36508297580326	0.501665984846079	0.304699378218036	0.512645084780887	0.397309092982521	0.299838550007795	0.405604768138391	0.320509120452095	0.520709276936712	0.101130257509737	0.316680764976706	0.447160095524635	0.398693711403357	0.473536773423978	0.530220040302165	0.253373538382949	0.365165486804043	1	0.290072127263988	0.253920877137189	0.309099481732046	0.0692957964329654	0.521946501251566	0.0774668315240933	0.108670015729424	-0.0458639802197792	-0.00419356579029501	0.246562582247397	-0.116817411806811	0.0571729002503552	0.52189719416915	-0.292647798265877	0.305437774339885	0.235870032410589	0.117729062877549	0.279616982934488	-0.398380001420816	-0.302055471927208	0.296195719960955	0.012143466461073	0.29595352323183	-0.191790976733121
PTGER4	0.900212100910018	0.765966515152877	0.763471862415423	0.592991413390362	0.899627475678287	0.8522496552217	0.898097310149565	0.963047057770836	0.83714751899865	0.931104362487021	0.827822851926724	0.809438679970268	0.742627527817869	0.866362512236107	0.886091793849243	0.985920219333501	0.855177294366469	0.827429907555271	0.824357639439856	0.636752762432282	0.944751787511455	0.927654425127842	0.794951333388199	0.963963426313743	0.586946374370015	0.697783531108138	0.887485716466487	0.859390948769596	0.731241261172906	0.781516277112925	0.740079382176419	0.590034717336124	0.738598858405312	0.290072127263988	1	0.902549926381334	0.866900162644592	-0.384184790501964	0.907943830020063	-0.163278182934242	0.00461475304850618	0.0431268399293064	-0.00314586758445959	0.599422881391262	0.0152796085345958	-0.120994893792158	0.637634329634874	-0.56079788072887	0.709797405031135	0.0992855927245195	0.0811915114795906	0.540063051141159	-0.654153078776925	-0.613519855736335	-0.0441924771971543	0.297675911187221	0.936746654615013	-0.389054096654627
IFITM1	0.968467033407703	0.904449582433428	0.91730973697565	0.654721025193812	0.987075615717862	0.981920582764394	0.977246528940169	0.915893667930809	0.858172555617935	0.952894466932126	0.854617090375449	0.950285348230447	0.923869933856527	0.915103728888034	0.952095440767839	0.913042967272697	0.959685497865581	0.920604708665144	0.871814560299719	0.774750746657121	0.941508929093782	0.975275841376497	0.907252353107486	0.894108132209448	0.547699007416049	0.910834092705503	0.908611666081885	0.750035717711528	0.886148390946082	0.879537879132734	0.827635393765538	0.816022154901048	0.778285545413451	0.253920877137189	0.902549926381334	1	0.971033757420322	-0.375983987362427	0.873484153126958	-0.210861039805754	-0.150699376026399	0.0178234256918254	-0.302073640159146	0.856682897321387	-0.208313159876853	-0.258702157696636	0.466105270896398	-0.736258048202945	0.843467424087066	-0.129603289109976	-0.161210054063933	0.571683953728488	-0.822121296499947	-0.774638931309198	-0.223222206341495	0.203049139720069	0.931100276911438	-0.54216573983348
RACK1	0.980757781826613	0.955050670804976	0.974890906068189	0.655012641888004	0.987276602547655	0.969043303030327	0.966348567698379	0.856566911630959	0.858410823805672	0.90972968151467	0.793086536616919	0.938940981724687	0.950102247887548	0.92974068453781	0.901950934403936	0.866722530776402	0.990162432487633	0.958154693109583	0.829482150985102	0.876417218507031	0.929082759044361	0.985323079793983	0.966745729500327	0.839652292158933	0.452829567061945	0.904347715927568	0.877130452366541	0.7992214183756	0.922086280652589	0.934964010375434	0.883604559470841	0.876556631659097	0.73894952444584	0.309099481732046	0.866900162644592	0.971033757420322	1	-0.349288352049474	0.858249831799822	-0.270881391114399	-0.180300886039414	0.0380350845392684	-0.35790653431188	0.891714083979994	-0.211879799062961	-0.217303030806525	0.388414404456125	-0.761746679385509	0.881342183161815	-0.135548213608268	-0.240699163008431	0.674178026704526	-0.849321950234389	-0.789844639746783	-0.243376042432227	0.284382431615878	0.938701760932798	-0.506122594958592
TFRC	-0.427061581945535	-0.244309816376257	-0.300714790072112	-0.46078826282831	-0.377146322907101	-0.321919763815506	-0.375436805007489	-0.469785477831813	-0.421888224565996	-0.470863531516699	-0.440514066934114	-0.299316172185116	-0.318259578251996	-0.347117404641136	-0.329988271346884	-0.404125842648835	-0.331452399198859	-0.39950872018265	-0.16007282968797	-0.190113964199748	-0.374945572027546	-0.410772889802765	-0.359189852176394	-0.41545914951549	0.0764152625616312	-0.214793475602548	-0.50038963097491	-0.14620726217028	-0.380966786491434	-0.383860155507943	-0.350145374120042	-0.158857683219641	-0.0484329256508481	0.0692957964329654	-0.384184790501964	-0.375983987362427	-0.349288352049474	1	-0.337407500011247	0.214040630182119	0.174917206731357	0.606370760964457	0.320912973845101	-0.271292504417264	0.55243224932364	0.662026013461992	-0.0546641830268404	0.689643487163638	-0.106843053776642	0.580514256270537	0.513535650356959	0.167114195929999	0.576636974448638	0.672748976002487	0.689104730142713	0.380925208035748	-0.310311157115785	0.56255888060184
PTPRC	0.908372729153777	0.782787222447029	0.767650246571957	0.80905036747296	0.868128345080696	0.828774864550013	0.869037032294093	0.882333162818882	0.929931003965149	0.95104391937278	0.791956808537034	0.88357615356101	0.799428555443386	0.935695180115255	0.876954754865737	0.924090817370046	0.850240433223023	0.895020307246186	0.876160861005672	0.714327300635854	0.943525546482	0.885214950161254	0.84293454212231	0.899454525362505	0.70464129735676	0.691608611375137	0.912929283744032	0.862736878584915	0.752521442878956	0.850151814498043	0.81881328095751	0.634871692433727	0.792335336865362	0.521946501251566	0.907943830020063	0.873484153126958	0.858249831799822	-0.337407500011247	1	0.0181669187121614	0.18237486181205	0.0926036777980528	-0.0242168338592493	0.671708518364421	-0.0298981804305855	-0.0140721767822789	0.704307050727687	-0.598891023253547	0.792312676884397	0.133103491149502	0.00300138504291492	0.596998927494992	-0.699551818365814	-0.658242085665292	0.0397031643866321	0.293064346708645	0.903258269060443	-0.34071364580688
ADCY7	-0.24080195023835	-0.259704086104892	-0.285410241569225	0.196114733696314	-0.215076255637226	-0.198210887781904	-0.151498669144879	-0.218198298889059	-0.111743235965082	-0.106049441357808	-0.290989553010875	-0.0737698592724192	-0.281404538730488	-0.123783312959733	-0.108774189920989	-0.10499545931316	-0.292675013520186	-0.235601660915062	0.00495590818900674	-0.294577928746481	-0.136278218140365	-0.25996252446668	-0.254090986581278	-0.215454002155277	0.232751289505885	-0.135125704502627	-0.0424982482973011	-0.137174128506706	-0.303909764365649	-0.252972962678822	-0.222113521224673	-0.234517412135961	0.1756519428881	0.0774668315240933	-0.163278182934242	-0.210861039805754	-0.270881391114399	0.214040630182119	0.0181669187121614	1	0.70891206529418	0.358884574801187	0.441162782165402	-0.142715268988846	0.258861760077549	0.391311218781205	0.199981509944514	0.366567933859986	0.0397173090998758	0.33769808119681	0.15786208686077	-0.044063100077948	0.338714323771004	0.328395317134114	0.428607630422783	0.0358490246054463	-0.22583776017253	0.370588829214003
ADRB2	-0.165918771381639	-0.232270281697757	-0.252560533574844	0.167112713309365	-0.152344560484128	-0.184907575285912	-0.122329153638074	-0.0621565204020221	0.0319148512740165	-0.00147391394171705	-0.161767978828347	-0.0958671341901416	-0.286918936569228	-0.0682897544215107	0.00916349515775119	0.0689136650006457	-0.188085963769143	-0.167398432921664	0.194204618409348	-0.233593598789452	-0.048285451857177	-0.144091732206819	-0.150854049874895	-0.019303786208428	0.329643367947165	-0.214869867268107	0.0971522693427818	0.185022242779721	-0.301211486997722	-0.18084279504398	-0.167858619320983	-0.294519777462501	0.21425692475419	0.108670015729424	0.00461475304850618	-0.150699376026399	-0.180300886039414	0.174917206731357	0.18237486181205	0.70891206529418	1	0.494326071876839	0.615341578587158	-0.188963475078377	0.616899178260261	0.700801648523869	0.352654140313072	0.458165620753779	0.115724014368145	0.567477817625861	0.324990138849453	0.188616556937901	0.403350414727447	0.401231699304506	0.568578326837896	0.427530304570696	-0.0753867484238577	0.615432794518206
VSIR	-0.0669659226973718	0.0783269914048313	0.0496286445511602	-0.19800796718585	0.0280762659438732	0.072574562728645	0.0412436037209996	-0.112093716025777	-0.14553185178394	-0.0823844170636179	-0.183415852616958	0.0778602000279799	-0.0317804191040053	0.0580323787582682	0.104577037259208	0.0285284393928037	0.018786321750652	-0.077641081280111	0.313485878120096	0.0304521120451359	-0.0114730432630391	-0.0117622204675689	-0.0541506933502256	-0.0653890038255933	0.203797448027409	0.173456422289956	-0.103299377424477	0.279615261341496	-0.0893945385684824	-0.0917382681197568	-0.091976848389269	0.161105762510116	0.355934981200343	-0.0458639802197792	0.0431268399293064	0.0178234256918254	0.0380350845392684	0.606370760964457	0.0926036777980528	0.358884574801187	0.494326071876839	1	0.492908400654649	0.0626446197353368	0.80314835856736	0.83777673200844	0.117950549680106	0.525134311976951	0.347577416227942	0.71549248101233	0.437843993584513	0.582342717305593	0.391965482474431	0.50466568355778	0.5912943709772	0.743433848718212	0.0941037452393012	0.727654966523664
TSPAN14	-0.325164007070675	-0.390453167669955	-0.450319928456478	-0.213652472410177	-0.30339609484844	-0.31275921655473	-0.242071783914398	-0.0964512281732337	-0.168379008873854	-0.18969565687888	-0.220943389281102	-0.288434077356108	-0.496942362470672	-0.23361478588722	-0.124536960016501	-0.00160206255039767	-0.37592739502482	-0.392500122259903	0.0152718614898378	-0.508057132908353	-0.136492146321445	-0.281785105793298	-0.428783883877914	-0.0193227492568021	0.241223449411717	-0.382164856902167	-0.156864705312363	0.0720446103830229	-0.510244616344808	-0.442652409209419	-0.468046028823383	-0.55275013357832	0.0241420293024367	-0.00419356579029501	-0.00314586758445959	-0.302073640159146	-0.35790653431188	0.320912973845101	-0.0242168338592493	0.441162782165402	0.615341578587158	0.492908400654649	1	-0.563566718943458	0.770058729120371	0.625124354229918	0.416394066912307	0.701758702052615	-0.215864339781749	0.744366445419746	0.715116153070897	-0.0251059972195199	0.578171025192153	0.64678588294836	0.633907740314522	0.367333856337392	-0.171462249366887	0.612845263195114
SIGIRR	0.846198830202209	0.880128073965481	0.929917199686412	0.640769774992247	0.868827979491714	0.883904442270019	0.843675484597137	0.613206933473875	0.686941239747578	0.747318479869155	0.620430132430933	0.879844743367791	0.930512985068772	0.814370666438891	0.763636409964525	0.615427422543802	0.892298555674656	0.859669439160653	0.696380439216847	0.855992736944613	0.721596710833183	0.829625577361752	0.882631205064035	0.562263696972951	0.314712257443615	0.927260278820622	0.71908397024646	0.545806971339254	0.905251077492359	0.855634004505465	0.834595933734213	0.947579071044386	0.673073844809984	0.246562582247397	0.599422881391262	0.856682897321387	0.891714083979994	-0.271292504417264	0.671708518364421	-0.142715268988846	-0.188963475078377	0.0626446197353368	-0.563566718943458	1	-0.358659825225059	-0.260604545431876	0.118880651954949	-0.757206245656898	0.892344010699254	-0.311112647231604	-0.455423245223928	0.577572935749562	-0.814592689543493	-0.759459600067038	-0.348466801528372	0.14330173447214	0.725841459927803	-0.517408891408961
HAVCR2	-0.270130936401242	-0.23170619626408	-0.27025498741118	-0.389834469863647	-0.206980592650642	-0.213397024522027	-0.195126618101336	-0.120212098463868	-0.237132770640876	-0.209224809453427	-0.225716198054763	-0.24945122363922	-0.36106909394654	-0.180183067271787	-0.0739392054372724	-0.000973439806593317	-0.217755372807267	-0.31190478583705	0.129221642785291	-0.258246566549192	-0.141747588631722	-0.186728768010271	-0.292359711580857	-0.0480559270951036	0.176267841677852	-0.231026657002304	-0.198049930803777	0.24200959011292	-0.383502336700865	-0.3278437437257	-0.332850882514688	-0.274341802879858	0.121456859394834	-0.116817411806811	0.0152796085345958	-0.208313159876853	-0.211879799062961	0.55243224932364	-0.0298981804305855	0.258861760077549	0.616899178260261	0.80314835856736	0.770058729120371	-0.358659825225059	1	0.88772540973666	0.232137923176191	0.747919220088205	0.00441181673904376	0.844536589874926	0.704257433380536	0.356207630392146	0.630646020799034	0.718847513003074	0.702328991889989	0.710905139219135	-0.0483121053118015	0.840262414548584
CD74	-0.283292879559295	-0.186448886336762	-0.241736841211499	-0.248128238711233	-0.245893318489095	-0.24194729144085	-0.235649206526605	-0.254582550118568	-0.208121675238667	-0.251258977978513	-0.322986512859484	-0.205963377544385	-0.308033761744888	-0.162248674251804	-0.13839332436643	-0.111844532750654	-0.222304155143765	-0.268096990113754	0.127549421962658	-0.148404284452907	-0.188442082895923	-0.241089694551041	-0.235452210195923	-0.176512947031836	0.194861594864397	-0.218965434588947	-0.228607799843203	0.224869518749745	-0.353572841472195	-0.266310733041798	-0.253019901109491	-0.192651421759586	0.158660309841394	0.0571729002503552	-0.120994893792158	-0.258702157696636	-0.217303030806525	0.662026013461992	-0.0140721767822789	0.391311218781205	0.700801648523869	0.83777673200844	0.625124354229918	-0.260604545431876	0.88772540973666	1	0.204791733289363	0.697168188235264	0.0818726052219533	0.837648036744361	0.552934399233209	0.465640365703026	0.604986038638646	0.666985830618359	0.78865465829129	0.771463882193573	-0.0891983904701108	0.887546599309169
PTPRA	0.479540061571368	0.252016853259566	0.220045568063507	0.5216505746959	0.420845405107742	0.396525342636598	0.455224065254586	0.660881117110246	0.629370090369542	0.628815498738541	0.632903417338243	0.48992275316018	0.329685641733409	0.540464541160667	0.619706353540026	0.678737505252929	0.394660545251932	0.441051788801005	0.67907276801706	0.199084411627108	0.610067212660444	0.457720535871681	0.33380634549742	0.708647939463672	0.799456781741871	0.223404385059739	0.578699615646711	0.561728602229815	0.29393102313646	0.310416667865412	0.288984084515265	0.0542354203870169	0.647531971916656	0.52189719416915	0.637634329634874	0.466105270896398	0.388414404456125	-0.0546641830268404	0.704307050727687	0.199981509944514	0.352654140313072	0.117950549680106	0.416394066912307	0.118880651954949	0.232137923176191	0.204791733289363	1	-0.14371477688252	0.337599328269542	0.543510600355164	0.544088343137332	0.261085950709786	-0.221322458271185	-0.203312336337717	0.519809076760217	0.235720611343867	0.50477580599725	-0.0659357537832956
RHBDF2	-0.802422835875546	-0.720223578747501	-0.767349078056954	-0.710324859276986	-0.743794568853787	-0.721134243318879	-0.722163969823472	-0.645528619385877	-0.727512773665908	-0.731103803956579	-0.675009275663142	-0.734717466233031	-0.819204035733867	-0.726553198038787	-0.617071855612699	-0.573258933715834	-0.760857970779651	-0.822132982082897	-0.447799220639414	-0.713012876611633	-0.688614565262877	-0.746315057064409	-0.798649123960954	-0.591899777643243	-0.144804197370428	-0.66105989095499	-0.707203164174229	-0.380627331564939	-0.826391180052551	-0.80843381221595	-0.781387651345971	-0.692331287378074	-0.372603157128986	-0.292647798265877	-0.56079788072887	-0.736258048202945	-0.761746679385509	0.689643487163638	-0.598891023253547	0.366567933859986	0.458165620753779	0.525134311976951	0.701758702052615	-0.757206245656898	0.747919220088205	0.697168188235264	-0.14371477688252	1	-0.537965819765615	0.607606257897794	0.598055848426997	-0.194930445744195	0.940545281919976	0.981715520625728	0.614063063688666	0.270131448476152	-0.632758616342769	0.823366252168511
CD46	0.837400780171266	0.867031827879034	0.894422850816277	0.658305612567573	0.872350082920671	0.868648020541583	0.865432507310932	0.646359469195037	0.728195213551088	0.765617536206688	0.566109836985093	0.883855474314433	0.843612034871712	0.86182497172315	0.796418977817628	0.716174399673541	0.873020507767339	0.828097119765852	0.791066344137175	0.80570326781843	0.792751193099801	0.843179426383822	0.856366270702733	0.629915928300462	0.439150824162872	0.882148562336274	0.759773702051894	0.718051957937481	0.810232374998028	0.817469135798847	0.79518342205382	0.876155566139996	0.792653515266777	0.305437774339885	0.709797405031135	0.843467424087066	0.881342183161815	-0.106843053776642	0.792312676884397	0.0397173090998758	0.115724014368145	0.347577416227942	-0.215864339781749	0.892344010699254	0.00441181673904376	0.0818726052219533	0.337599328269542	-0.537965819765615	1	0.0462508471059367	-0.193775627050122	0.742924644811542	-0.629714416421462	-0.557541498701347	-0.0120669387530132	0.427632298245834	0.798271657993423	-0.252668225124094
APLP2	-0.147428705502892	-0.186893573568633	-0.226531023442657	-0.148935417658426	-0.143032436507638	-0.153359404134616	-0.124624846395139	-0.00716345485635259	-0.0805727991019556	-0.0729878071372221	-0.052693542120827	-0.104457866642994	-0.222942521814794	-0.0161708825951957	0.0340611811193201	0.0946292270280588	-0.125730193545815	-0.154867088986519	0.233751825156538	-0.141160657402354	-0.00764366079940878	-0.112568125337995	-0.200175900949596	0.0697917519034541	0.405076881561834	-0.205137057060064	-0.114622633820273	0.307311488396157	-0.247152388735741	-0.230845021509237	-0.20392905897751	-0.231628535783959	0.328772794333624	0.235870032410589	0.0992855927245195	-0.129603289109976	-0.135548213608268	0.580514256270537	0.133103491149502	0.33769808119681	0.567477817625861	0.71549248101233	0.744366445419746	-0.311112647231604	0.844536589874926	0.837648036744361	0.543510600355164	0.607606257897794	0.0462508471059367	1	0.807644932350044	0.373957439029811	0.499984016672022	0.584446426349258	0.891282353927616	0.641001065208451	0.0201595490634724	0.703811145425291
LPP	-0.21285052609867	-0.341299741781311	-0.370379595218616	-0.290686128680283	-0.219759683507882	-0.211752233681633	-0.199078851661121	0.0534315714479437	-0.160607157516233	-0.0961891295389319	0.0752677632706304	-0.213209796966269	-0.29124404618425	-0.134768493689633	-0.0028172826488295	0.0707454977229843	-0.208802998951524	-0.261638777196447	0.140622824799311	-0.32323605137701	-0.0908701215367716	-0.179153338998182	-0.353783129953012	0.111957158357553	0.392592633411313	-0.296123519286717	-0.185680969406905	0.115107099773966	-0.290876745214431	-0.371990635733629	-0.331895691332197	-0.396789403628468	0.190021413303168	0.117729062877549	0.0811915114795906	-0.161210054063933	-0.240699163008431	0.513535650356959	0.00300138504291492	0.15786208686077	0.324990138849453	0.437843993584513	0.715116153070897	-0.455423245223928	0.704257433380536	0.552934399233209	0.544088343137332	0.598055848426997	-0.193775627050122	0.807644932350044	1	0.0154473595945845	0.510710801425913	0.583727412471661	0.713568089987932	0.337741686310682	-0.0897289186606433	0.489180423553128
CD81	0.58209233148721	0.707080764133567	0.679712792894623	0.267738131521899	0.613715704669334	0.602955338814954	0.59021577087893	0.421746327757014	0.497978802920957	0.48038990805507	0.309620591355626	0.576990203204085	0.568036837314362	0.59245622900914	0.53543244625796	0.539053386489614	0.650063031368261	0.601784473718414	0.655254530338272	0.713149203290152	0.584402310009713	0.613312825267804	0.657132336031548	0.464195571002725	0.346884263001439	0.584745837551126	0.485534171722043	0.8005928914776	0.500927428997172	0.627450607531151	0.579479503526714	0.658628639637643	0.576950018555378	0.279616982934488	0.540063051141159	0.571683953728488	0.674178026704526	0.167114195929999	0.596998927494992	-0.044063100077948	0.188616556937901	0.582342717305593	-0.0251059972195199	0.577572935749562	0.356207630392146	0.465640365703026	0.261085950709786	-0.194930445744195	0.742924644811542	0.373957439029811	0.0154473595945845	1	-0.331767957225279	-0.220014126629826	0.243380538475327	0.784990935173953	0.707882280974541	0.216829564149081
ITGAX	-0.88081350835914	-0.821999801964061	-0.848314091554353	-0.729355167666356	-0.830192033482379	-0.811329710171381	-0.807199763192983	-0.719415711819011	-0.817944932110602	-0.809885417742343	-0.728686064354242	-0.823194184229771	-0.890387380131236	-0.805849637205654	-0.710015185175445	-0.664255462525344	-0.848615065524538	-0.89965814289641	-0.565739040503428	-0.804890417934944	-0.793683689107537	-0.831369556763701	-0.878157884328373	-0.686708930672902	-0.319014385705915	-0.742688435222001	-0.779874602626582	-0.525531699003781	-0.870612387270839	-0.895119143596153	-0.848478710123699	-0.759133387894309	-0.458290478035769	-0.398380001420816	-0.654153078776925	-0.822121296499947	-0.849321950234389	0.576636974448638	-0.699551818365814	0.338714323771004	0.403350414727447	0.391965482474431	0.578171025192153	-0.814592689543493	0.630646020799034	0.604986038638646	-0.221322458271185	0.940545281919976	-0.629714416421462	0.499984016672022	0.510710801425913	-0.331767957225279	1	0.954962635869056	0.534262187743761	0.171369406236365	-0.733568033314321	0.793729803816332
SORL1	-0.833869624051908	-0.758766212311742	-0.785987937051763	-0.741738906460555	-0.78205339620573	-0.758961740014945	-0.764134729226026	-0.692450955391703	-0.792978823306733	-0.782661210227469	-0.695507726461079	-0.777653439800473	-0.827617688776469	-0.753295078111294	-0.666602483149852	-0.62904882567948	-0.78114818586926	-0.846537178315705	-0.508990339720461	-0.707267745306439	-0.746142517310569	-0.779987679446533	-0.832061752058171	-0.653394125970766	-0.228406766353311	-0.684365456662394	-0.773193629140004	-0.445540905790284	-0.812668161274931	-0.837849835846991	-0.789994040131389	-0.682630963809361	-0.396358865301124	-0.302055471927208	-0.613519855736335	-0.774638931309198	-0.789844639746783	0.672748976002487	-0.658242085665292	0.328395317134114	0.401231699304506	0.50466568355778	0.64678588294836	-0.759459600067038	0.718847513003074	0.666985830618359	-0.203312336337717	0.981715520625728	-0.557541498701347	0.584446426349258	0.583727412471661	-0.220014126629826	0.954962635869056	1	0.582326756136307	0.227260488526065	-0.687707687671957	0.82333074875247
