""	CD2	CXCR3	CD3D	CCR5	CD3G	CD8B	CD8A	KLRD1	F2R	ITGA4	KLRB1	CD44	CD247	ITGAL	TNFRSF14	ITGB1	CXCR4	ADGRE5	TNFRSF1A	SMAP1	TSPAN5	CD69	SIRPG	CD47	IGF2R	ICOS	LAG3	ITGB2	S1PR4	PTGDR	SLC16A7	TRADD	TNFRSF1B	NOTCH1	PTGER4	IFITM1	RACK1	TFRC	PTPRC	ADCY7	ADRB2	VSIR	TSPAN14	SIGIRR	HAVCR2	CD74	PTPRA	RHBDF2	CD46	APLP2	LPP	CD81	ITGAX	SORL1	CANX	SLC1A5	C1QBP	TMIGD3
KLRB1	0.843718733108553	0.625236821353348	0.661640767894511	0.606697201538689	0.794492501006438	0.769525766384354	0.768787099502352	0.930547838678516	0.775497449722152	0.893847228967552	1	0.761708665882357	0.801503549392938	0.796713607600168	0.876127733552476	0.849643930146174	0.826896424370803	0.813289773364035	0.797804822699621	0.619373760208178	0.801960944904745	0.835718377795224	0.725326506943154	0.903382002881042	0.64390799934081	0.631506561551461	0.785689890890114	0.640639899271768	0.81341667392274	0.704762583426116	0.697592277565892	0.544141217332777	0.742124369730954	0.353963223245142	0.827822851926724	0.854617090375449	0.793086536616919	-0.440514066934114	0.791956808537034	-0.290989553010875	-0.161767978828347	-0.183415852616958	-0.220943389281102	0.620430132430933	-0.225716198054763	-0.322986512859484	0.632903417338243	-0.675009275663142	0.566109836985093	-0.052693542120827	0.0752677632706304	0.309620591355626	-0.728686064354242	-0.695507726461079	-0.173156045355218	0.0284045279244874	0.750581966676835	-0.559525304663051
CD44	0.941521524672375	0.914694781123585	0.91153174239036	0.75668683520696	0.950157893047394	0.961995500986028	0.953436533484835	0.81057018984224	0.876428256102135	0.915727625601369	0.761708665882357	1	0.931475013252083	0.937235200522804	0.917514241481389	0.827765784974485	0.918339163609922	0.920803544020404	0.863567139371066	0.780975634165943	0.922028434710907	0.916645489953976	0.900158292522382	0.803031749493513	0.567686150268948	0.92574227822492	0.876599020706318	0.692041813471891	0.864514917538619	0.877331185258197	0.819539080928411	0.839254120801201	0.78467497847518	0.367618503575505	0.809438679970268	0.950285348230447	0.938940981724687	-0.299316172185116	0.88357615356101	-0.0737698592724192	-0.0958671341901416	0.0778602000279799	-0.288434077356108	0.879844743367791	-0.24945122363922	-0.205963377544385	0.48992275316018	-0.734717466233031	0.883855474314433	-0.104457866642994	-0.213209796966269	0.576990203204085	-0.823194184229771	-0.777653439800473	-0.148059539197408	0.184922298181162	0.881246705769821	-0.519224204705726
CD247	0.945254086494775	0.908938273239003	0.941684121980628	0.702350805941637	0.919630493089558	0.919339658925604	0.890091283077825	0.769751045065665	0.810261347539184	0.860157608436452	0.801503549392938	0.931475013252083	1	0.92701036714274	0.838881101359938	0.742350014044257	0.963158830753381	0.96225462804716	0.767826423865436	0.910621728078539	0.843753536697862	0.912216276655789	0.931081058548372	0.740653408550848	0.451085523020785	0.885990732585935	0.779275774188065	0.670558522893936	0.972960783303792	0.927295419084759	0.912933677975979	0.915902086435548	0.724031947515178	0.411727520314048	0.742627527817869	0.923869933856527	0.950102247887548	-0.318259578251996	0.799428555443386	-0.281404538730488	-0.286918936569228	-0.0317804191040053	-0.496942362470672	0.930512985068772	-0.36106909394654	-0.308033761744888	0.329685641733409	-0.819204035733867	0.843612034871712	-0.222942521814794	-0.29124404618425	0.568036837314362	-0.890387380131236	-0.827617688776469	-0.296515900021864	0.121587412903076	0.832773588549159	-0.596696934291578
ITGAL	0.961999443620834	0.867945431003104	0.888177771775046	0.797853067644403	0.921627743795603	0.896708400046263	0.91216215904865	0.840277232950455	0.887477711667972	0.924986799819831	0.796713607600168	0.937235200522804	0.92701036714274	1	0.86588880073861	0.855318411969414	0.932811943142535	0.963100761070833	0.823106327392432	0.84529804537482	0.92848465720364	0.929009202675699	0.905306925495442	0.833470584930534	0.551283730719874	0.808808580319297	0.853095631362878	0.795362474796424	0.900856156947554	0.918627868962938	0.90559667616247	0.813787352424735	0.779707405424819	0.499554555557699	0.866362512236107	0.915103728888034	0.92974068453781	-0.347117404641136	0.935695180115255	-0.123783312959733	-0.0682897544215107	0.0580323787582682	-0.23361478588722	0.814370666438891	-0.180183067271787	-0.162248674251804	0.540464541160667	-0.726553198038787	0.86182497172315	-0.0161708825951957	-0.134768493689633	0.59245622900914	-0.805849637205654	-0.753295078111294	-0.121043771469888	0.209503170391053	0.895806119256549	-0.479275196833592
TNFRSF14	0.904574784443812	0.793991909364962	0.810883274576355	0.634836404951114	0.927118058077817	0.929555386643679	0.927943130384458	0.917080834255314	0.838590795286922	0.941327420577638	0.876127733552476	0.917514241481389	0.838881101359938	0.86588880073861	1	0.920850135127391	0.89103091328151	0.845424981569956	0.944496365023756	0.647907765855278	0.907685187409002	0.916671847305187	0.81977567435915	0.908276806851367	0.668761021717336	0.847747219925289	0.902479760685225	0.727655011515593	0.798532436953228	0.755237379384113	0.690627030818416	0.680206723216152	0.844669384073674	0.245011473574346	0.886091793849243	0.952095440767839	0.901950934403936	-0.329988271346884	0.876954754865737	-0.108774189920989	0.00916349515775119	0.104577037259208	-0.124536960016501	0.763636409964525	-0.0739392054372724	-0.13839332436643	0.619706353540026	-0.617071855612699	0.796418977817628	0.0340611811193201	-0.0028172826488295	0.53543244625796	-0.710015185175445	-0.666602483149852	-0.0816364739608805	0.259742913148968	0.8667782899609	-0.425342943206416
ITGB1	0.900731779480625	0.756750702876305	0.753118451432146	0.627282814482642	0.902259097337998	0.862704828069139	0.906663931469431	0.975393532224852	0.868413254311037	0.954662641605071	0.849643930146174	0.827765784974485	0.742350014044257	0.855318411969414	0.920850135127391	1	0.850874487440631	0.826645238340319	0.869617170109693	0.617231364124441	0.949128523900131	0.923591080475798	0.797416943871087	0.976382151135979	0.639838118690387	0.708793937880873	0.928401459731003	0.841092329190055	0.720412995655673	0.772015005068473	0.716984885755054	0.566797032593675	0.764690826539591	0.288072889946829	0.985920219333501	0.913042967272697	0.866722530776402	-0.404125842648835	0.924090817370046	-0.10499545931316	0.0689136650006457	0.0285284393928037	-0.00160206255039767	0.615427422543802	-0.000973439806593317	-0.111844532750654	0.678737505252929	-0.573258933715834	0.716174399673541	0.0946292270280588	0.0707454977229843	0.539053386489614	-0.664255462525344	-0.62904882567948	-0.0335190420872516	0.293207159598431	0.928144633049597	-0.386220922067443
CXCR4	0.978373356629717	0.925712416759138	0.959788237046362	0.666469053838083	0.96814187125803	0.944977831210375	0.939357177830235	0.856148598972274	0.847126350884358	0.904059123931733	0.826896424370803	0.918339163609922	0.963158830753381	0.932811943142535	0.89103091328151	0.850874487440631	1	0.965758477030248	0.81867813871711	0.899369636879332	0.907005488725395	0.978820158484688	0.962034739729295	0.834047767808103	0.47239281952606	0.875471586176772	0.853516954356882	0.795416138330191	0.953259393306166	0.933404215578311	0.904411393824427	0.873674097141883	0.760865592315379	0.36508297580326	0.855177294366469	0.959685497865581	0.990162432487633	-0.331452399198859	0.850240433223023	-0.292675013520186	-0.188085963769143	0.018786321750652	-0.37592739502482	0.892298555674656	-0.217755372807267	-0.222304155143765	0.394660545251932	-0.760857970779651	0.873020507767339	-0.125730193545815	-0.208802998951524	0.650063031368261	-0.848615065524538	-0.78114818586926	-0.235374309868749	0.264268601230213	0.909128241033998	-0.522105613748748
ADGRE5	0.978871467748933	0.904510659548375	0.927159140016715	0.784822529805484	0.929378523910844	0.896772364440665	0.901851589686789	0.83255998804889	0.901734847062029	0.918082284255377	0.813289773364035	0.920803544020404	0.96225462804716	0.963100761070833	0.845424981569956	0.826645238340319	0.965758477030248	1	0.779366846857171	0.91283301072305	0.915616833981267	0.944531341452898	0.967273534248674	0.819942672868982	0.503724258392128	0.804742993324909	0.863616468941392	0.786067491668359	0.938691512000237	0.970613937830342	0.950327823045505	0.842845704463916	0.713232050765257	0.501665984846079	0.827429907555271	0.920604708665144	0.958154693109583	-0.39950872018265	0.895020307246186	-0.235601660915062	-0.167398432921664	-0.077641081280111	-0.392500122259903	0.859669439160653	-0.31190478583705	-0.268096990113754	0.441051788801005	-0.822132982082897	0.828097119765852	-0.154867088986519	-0.261638777196447	0.601784473718414	-0.89965814289641	-0.846537178315705	-0.247504733891238	0.162920778932023	0.893871175453422	-0.565192920061941
TNFRSF1A	0.82300486886451	0.734945041046942	0.728863582399406	0.586263887036932	0.840047049317215	0.855354211937626	0.84618586330873	0.833948952602351	0.798583695760426	0.874288997539504	0.797804822699621	0.863567139371066	0.767826423865436	0.823106327392432	0.944496365023756	0.869617170109693	0.81867813871711	0.779366846857171	1	0.616328627856039	0.837852277172213	0.82917117287304	0.74334613367411	0.851713758941727	0.739681280998416	0.776986982701941	0.834235566448063	0.778940822805788	0.703428796456598	0.691581749033858	0.629327252068371	0.623307334685183	0.86274736038878	0.304699378218036	0.824357639439856	0.871814560299719	0.829482150985102	-0.16007282968797	0.876160861005672	0.00495590818900674	0.194204618409348	0.313485878120096	0.0152718614898378	0.696380439216847	0.129221642785291	0.127549421962658	0.67907276801706	-0.447799220639414	0.791066344137175	0.233751825156538	0.140622824799311	0.655254530338272	-0.565739040503428	-0.508990339720461	0.115701172946823	0.449854728470222	0.834088890491295	-0.18404065555635
SMAP1	0.85417174998666	0.871066399201928	0.901866842525343	0.610578932755401	0.8053421456952	0.775206588562318	0.755292641545477	0.610316482579967	0.723239982581147	0.711360340064079	0.619373760208178	0.780975634165943	0.910621728078539	0.84529804537482	0.647907765855278	0.617231364124441	0.899369636879332	0.91283301072305	0.616328627856039	1	0.743563866442658	0.824197253734289	0.910961690267969	0.596066583247095	0.339253610091219	0.735429175755506	0.647094442506213	0.726831172028025	0.898165333187448	0.930175766371197	0.935529866045997	0.894141164231142	0.59732794948385	0.512645084780887	0.636752762432282	0.774750746657121	0.876417218507031	-0.190113964199748	0.714327300635854	-0.294577928746481	-0.233593598789452	0.0304521120451359	-0.508057132908353	0.855992736944613	-0.258246566549192	-0.148404284452907	0.199084411627108	-0.713012876611633	0.80570326781843	-0.141160657402354	-0.32323605137701	0.713149203290152	-0.804890417934944	-0.707267745306439	-0.208615645619564	0.249735774298261	0.776247695184892	-0.43155020994116
TSPAN5	0.959177808776577	0.879227805985673	0.861824151702102	0.724660254851308	0.949906910640998	0.918033962992159	0.95317680103686	0.924047825457774	0.937551113748258	0.96041034639488	0.801960944904745	0.922028434710907	0.843753536697862	0.92848465720364	0.907685187409002	0.949128523900131	0.907005488725395	0.915616833981267	0.837852277172213	0.743563866442658	1	0.955287194886606	0.897365382929643	0.9342414780639	0.603827798752942	0.790227580545655	0.93975514649383	0.832006507658918	0.792397172827848	0.884745498455063	0.814866017849704	0.698621145733443	0.732463814126496	0.397309092982521	0.944751787511455	0.941508929093782	0.929082759044361	-0.374945572027546	0.943525546482	-0.136278218140365	-0.048285451857177	-0.0114730432630391	-0.136492146321445	0.721596710833183	-0.141747588631722	-0.188442082895923	0.610067212660444	-0.688614565262877	0.792751193099801	-0.00764366079940878	-0.0908701215367716	0.584402310009713	-0.793683689107537	-0.746142517310569	-0.0874394304022397	0.234741536795285	0.958721463837628	-0.492343492281847
CD69	0.985508722461783	0.916359974075746	0.935837621380156	0.664879474998116	0.987692623432544	0.954346408134107	0.970406542227011	0.91901811664243	0.877431996955295	0.942912412457553	0.835718377795224	0.916645489953976	0.912216276655789	0.929009202675699	0.916671847305187	0.923591080475798	0.978820158484688	0.944531341452898	0.82917117287304	0.824197253734289	0.955287194886606	1	0.944959204086269	0.900540267596477	0.482062716072958	0.858902372356242	0.910548800337722	0.821600278278763	0.900114810954145	0.915993779297352	0.866079528629762	0.804396152965811	0.748024762464459	0.299838550007795	0.927654425127842	0.975275841376497	0.985323079793983	-0.410772889802765	0.885214950161254	-0.25996252446668	-0.144091732206819	-0.0117622204675689	-0.281785105793298	0.829625577361752	-0.186728768010271	-0.241089694551041	0.457720535871681	-0.746315057064409	0.843179426383822	-0.112568125337995	-0.179153338998182	0.613312825267804	-0.831369556763701	-0.779987679446533	-0.229740369042628	0.256355016696379	0.951039226318232	-0.524773842439767
SIRPG	0.95585429051741	0.944785980056283	0.959634834458018	0.729338491558567	0.938418872711239	0.899699636134243	0.90701031090803	0.785453424076445	0.876223942471974	0.872882048079846	0.725326506943154	0.900158292522382	0.931081058548372	0.905306925495442	0.81977567435915	0.797416943871087	0.962034739729295	0.967273534248674	0.74334613367411	0.910961690267969	0.897365382929643	0.944959204086269	1	0.77255411916291	0.412169539645363	0.828642869498442	0.865126236922936	0.787813038354583	0.903260753440417	0.968609325881487	0.923562756005088	0.858405704345317	0.667267165985648	0.405604768138391	0.794951333388199	0.907252353107486	0.966745729500327	-0.359189852176394	0.84293454212231	-0.254090986581278	-0.150854049874895	-0.0541506933502256	-0.428783883877914	0.882631205064035	-0.292359711580857	-0.235452210195923	0.33380634549742	-0.798649123960954	0.856366270702733	-0.200175900949596	-0.353783129953012	0.657132336031548	-0.878157884328373	-0.832061752058171	-0.265734137165691	0.24018275338829	0.894599748226372	-0.531719998116365
CD47	0.887686488665799	0.723989843083521	0.711204451662426	0.606269297057473	0.868469774719814	0.830921166378661	0.867068890012632	0.987208560497854	0.879649902738458	0.947171752585509	0.903382002881042	0.803031749493513	0.740653408550848	0.833470584930534	0.908276806851367	0.976382151135979	0.834047767808103	0.819942672868982	0.851713758941727	0.596066583247095	0.9342414780639	0.900540267596477	0.77255411916291	1	0.666180244348964	0.654894056817282	0.902760056558282	0.813211086051258	0.712659500876029	0.752474925556599	0.690195169966193	0.512574222372452	0.718745798222878	0.320509120452095	0.963963426313743	0.894108132209448	0.839652292158933	-0.41545914951549	0.899454525362505	-0.215454002155277	-0.019303786208428	-0.0653890038255933	-0.0193227492568021	0.562263696972951	-0.0480559270951036	-0.176512947031836	0.708647939463672	-0.591899777643243	0.629915928300462	0.0697917519034541	0.111957158357553	0.464195571002725	-0.686708930672902	-0.653394125970766	-0.0560340689766618	0.228059876584475	0.902262877649934	-0.443880577408562
IGF2R	0.51039612325563	0.354614186156001	0.311270215046218	0.500134785840388	0.473878740480512	0.482372347900407	0.481214858774718	0.622882648551925	0.614296504067171	0.659286590640067	0.64390799934081	0.567686150268948	0.451085523020785	0.551283730719874	0.668761021717336	0.639838118690387	0.47239281952606	0.503724258392128	0.739681280998416	0.339253610091219	0.603827798752942	0.482062716072958	0.412169539645363	0.666180244348964	1	0.367339402214824	0.583493751035867	0.538516062358754	0.370899846306543	0.408785667313751	0.395687582184356	0.235547543901469	0.698407000316075	0.520709276936712	0.586946374370015	0.547699007416049	0.452829567061945	0.0764152625616312	0.70464129735676	0.232751289505885	0.329643367947165	0.203797448027409	0.241223449411717	0.314712257443615	0.176267841677852	0.194861594864397	0.799456781741871	-0.144804197370428	0.439150824162872	0.405076881561834	0.392592633411313	0.346884263001439	-0.319014385705915	-0.228406766353311	0.40360740373079	0.17153879192628	0.51576551976034	-0.12080047003134
ICOS	0.850397892851342	0.906734383577091	0.922777764378997	0.529617095267698	0.919364153816313	0.959451655102067	0.920200988095902	0.687596126641636	0.684217314128799	0.776486374408013	0.631506561551461	0.92574227822492	0.885990732585935	0.808808580319297	0.847747219925289	0.708793937880873	0.875471586176772	0.804742993324909	0.776986982701941	0.735429175755506	0.790227580545655	0.858902372356242	0.828642869498442	0.654894056817282	0.367339402214824	1	0.748952467479124	0.561976135041546	0.829813522313348	0.784083214672823	0.720052109317954	0.900208876911398	0.707381998043911	0.101130257509737	0.697783531108138	0.910834092705503	0.904347715927568	-0.214793475602548	0.691608611375137	-0.135125704502627	-0.214869867268107	0.173456422289956	-0.382164856902167	0.927260278820622	-0.231026657002304	-0.218965434588947	0.223404385059739	-0.66105989095499	0.882148562336274	-0.205137057060064	-0.296123519286717	0.584745837551126	-0.742688435222001	-0.684365456662394	-0.261308330044153	0.217340949380489	0.800166422627394	-0.475749626527477
LAG3	0.913603479464699	0.795762741217232	0.799968073921693	0.777495412688958	0.909650109735996	0.877544370417993	0.918924196052895	0.903860194516747	0.945293799816824	0.960335846268547	0.785689890890114	0.876599020706318	0.779275774188065	0.853095631362878	0.902479760685225	0.928401459731003	0.853516954356882	0.863616468941392	0.834235566448063	0.647094442506213	0.93975514649383	0.910548800337722	0.865126236922936	0.902760056558282	0.583493751035867	0.748952467479124	1	0.75199477424105	0.739155041872262	0.829244525995046	0.75262426726413	0.609082777627239	0.683505189830459	0.316680764976706	0.887485716466487	0.908611666081885	0.877130452366541	-0.50038963097491	0.912929283744032	-0.0424982482973011	0.0971522693427818	-0.103299377424477	-0.156864705312363	0.71908397024646	-0.198049930803777	-0.228607799843203	0.578699615646711	-0.707203164174229	0.759773702051894	-0.114622633820273	-0.185680969406905	0.485534171722043	-0.779874602626582	-0.773193629140004	-0.169827173927596	0.17511829938136	0.881860486672715	-0.507473871334313
