""	EGFR	LRP4	LRP6	GPR37L1	LRP1	C1QBP	MRC2	NRCAM	ITGB8	CHL1	TFRC	ITGAV	LRP5	SDC2	LRP8	SCARB1	SDC3	FZD3	GPR37	ADCY1	SORT1	CD9	TNFRSF12A	CAV1	CNR1	ITGB5	NT5E	NRP1	ADORA1	F2R	TSPAN5	EDNRB	AR	RIPK1	CADM1	LPP	CD44	CD81	CD47	CD82	NOTCH2	TNFRSF1A	ABCA1	CHRM3	IGF1R	ITGB1	SORL1	FGFR1	IL17RC	ADGRV1	SIGIRR	CD46	ATP5F1B	TYRO3	RYK	ANTXR1	SMAD3	ERBB4	VANGL2	ADCYAP1R1	AQP1	IL18BP	PTK7	ADCY9	ADORA2B	FZD4	FZD7	NOTCH1	PLXNB1	KCNJ10	ITGA6	CANX	FZD6	PTPRA	UNC5B	FGFR2	ITGA3	FZD2	INSR	KCNQ5	EPHA3	CELSR2	TLR4	HMMR	NOTCH3	TNFRSF21	MCFD2	PODXL	GRIN2B	AMFR	SMAP1	TSPAN17	TSPAN12	APLP2	PLD2	PLSCR4	ALK	PDGFRA	NOTCH4	PDGFRB	PTPRS	NGFR	TNFRSF19	GPC1	PLXNA4	PLXNB2	PRTG	PLXNA2	IGF2R	NCSTN	PLSCR1	PLXNA1	DPP4	EPHB2	SLC16A1	LIFR	PLXNA3	PLXND1	CD99L2	NRP2	TNFRSF10B	PTPRJ	ACKR3	CD63	STX4	PILRB	TSPAN14	ROBO2	RACK1	SIRPA	ADGRE5	PLAUR	JMJD6	RXRA	LAMP1	ERAP1	TNFRSF14	PTPRZ1	GPC2	TRADD	SDC4	LRP10	RPSA	HLA.DPB1	CDH10	NCL	CD74	CLEC2D
EGFR	1	0.87510143802496	0.861182178903704	0.909546213785057	0.941055621763441	0.822172914368579	0.910142311980776	0.919430981762234	0.848310869942109	0.909849600720771	0.893895728435343	0.936382818978478	0.783744148872107	0.775447457004775	0.951955363761761	0.84925081755725	0.817567741292781	0.952786000601216	0.884462027786126	0.871800478519587	0.91661241019614	0.719664629550147	0.569661275145229	0.398190304631564	0.653735753707365	0.903543208784293	0.934403220826269	0.728733099799927	0.840714333825859	0.961519466190693	0.94780531372984	0.814019713281546	0.872206077502373	0.919378336078328	0.940767449894956	0.858916332399368	0.584040830659652	0.833499970182865	0.819583376733639	0.861238397020209	0.929437255450268	0.759970451651122	0.607454775221382	0.883486859863275	-0.111857770991024	0.915779291358704	0.859321419624849	0.856574435240919	0.820474928631297	0.156033738320941	0.808118469201938	0.880331477990408	0.831529466919589	0.911250671576518	0.952954600011842	0.643836051863539	0.826500445996189	0.814735823955286	0.831067185406102	0.123081645932753	-0.0342366312568293	0.459271400884148	0.870441166825268	0.839908041864416	0.715793563656355	0.824236598192917	0.636333621300676	0.87004793840549	0.863080452962357	0.618998245413156	0.703236076894536	0.98253731841505	0.855211139645935	0.960676412768847	0.907165700639119	0.559611385936333	0.695826158735354	0.8745756284	0.533693940073358	0.738625692618379	0.891939578919429	0.815800149638179	0.751959356978841	0.834144661975514	0.910650268389062	0.927740806100698	0.954851921779026	0.790502108871864	0.888098920036814	0.876562177728804	0.922093172026795	0.886306309816312	0.888162793087568	0.976210134109079	0.76688548088578	0.458737301930382	0.803823446742981	0.61592477419771	0.855406606901146	0.486905135936517	0.920702723004925	0.839287842682816	0.762497446393109	0.846598704234679	0.799320179719463	0.859013134198857	0.659025010582727	0.928471764652758	0.819509964611498	0.943575274689549	0.636007824477534	0.895006804762245	0.878970732276893	0.902023743171937	0.85230599306291	0.744968887863758	0.821105661637317	0.583300774027602	0.91756447408451	0.778520214138545	0.803665467236285	0.940204317675597	0.666314378796073	0.812546659350696	0.876271222730829	0.808543990997037	0.927555096380935	0.916676578565644	0.806158898339348	0.869761822537025	0.899521991303203	0.654396425388244	0.860018656352978	0.785941191786583	0.948573676457199	0.860450455007841	0.652967247943603	0.915127674576635	0.78206399071263	0.741330127009617	0.20074760796725	0.817312452619263	0.82666211371517	0.655211264537984	0.89466984440197	0.957526109840665	0.573568459575119	0.789429252520835
LRP4	0.87510143802496	1	0.922779942377489	0.807341802267807	0.93187456616955	0.551025126495008	0.923124286916093	0.919575631046758	0.943254731523589	0.888218938872974	0.741585274389092	0.926905286980467	0.790584406034438	0.676930354798698	0.878757606626459	0.81236264920229	0.924570546833596	0.919415591402487	0.839254276390095	0.820235159550189	0.930105372405642	0.496896301631095	0.361514026751817	0.267679230130867	0.654750129418369	0.821688581656284	0.732872428652139	0.664608796163741	0.796069375900712	0.894782680608165	0.768307207525644	0.916459617548247	0.905692190057986	0.814175077142376	0.816241527357954	0.878576411118106	0.537101586523163	0.632608706169818	0.646985801669039	0.694296688096202	0.926240242681514	0.652143880519687	0.787013888704603	0.879258505099348	0.180278470776656	0.761158122319438	0.935765669975478	0.796445709003545	0.750476024700282	0.492782988794904	0.618282401438951	0.880941411068935	0.560688229607169	0.869776358238085	0.88826440316298	0.795612849518711	0.871337836162185	0.920758295793755	0.887932978096375	0.39592306509329	0.207274206536344	0.335071635551682	0.863194766212413	0.823650301463686	0.607558793947157	0.856074259979987	0.796749721900238	0.854982804726825	0.89481183890597	0.796720716341328	0.75322651269103	0.896623838799868	0.841903932340987	0.906773500690564	0.835335084572131	0.73695165367634	0.691615637238935	0.778235616053597	0.658672749515053	0.748681206032922	0.833094195190123	0.910810363842755	0.795195954053153	0.663102760024322	0.803812208405533	0.79232544933858	0.80906884902421	0.828746473228402	0.799107590072004	0.901991245392224	0.699393465336285	0.684926922599686	0.756540339651406	0.845995784052828	0.847528546087965	0.625317879631462	0.777458561090077	0.545885478080811	0.689272032763905	0.756100386336725	0.852710839199536	0.709596382339758	0.836662958424486	0.697416296943061	0.876877087062855	0.911615349291242	0.759467882972173	0.852766108456203	0.847808859899687	0.845506880953097	0.456823655851519	0.814544012161223	0.723481959578636	0.767810790982943	0.756395286773695	0.918634784010055	0.846995412486225	0.708312650727358	0.877994653703227	0.841353270324255	0.720281693453628	0.852517419088717	0.608215316162383	0.565405643503415	0.651710549233534	0.868574142369736	0.834743138740251	0.944031459402096	0.535483398126075	0.906459053333536	0.674907683996357	0.535069448478679	0.660991103604212	0.75934598487013	0.770394903176769	0.858934869089352	0.516803947237504	0.93022926558518	0.581471041481902	0.50094838430013	0.352217457914178	0.785563309830409	0.546918948161836	0.548957255325013	0.884432710096334	0.78410690093856	0.55339313302051	0.782967993140323
LRP6	0.861182178903704	0.922779942377489	1	0.77598892333298	0.904521796345101	0.521237598159781	0.886345954998006	0.915600905355659	0.945309814083908	0.869738549778424	0.751926905899651	0.907971335392643	0.769342393062872	0.607471733157166	0.88257052713595	0.802237907296656	0.871470549061143	0.927134323608471	0.785162542273889	0.810241323270484	0.906653426929035	0.456722694376321	0.313413076445593	0.256510916300358	0.616962674872323	0.784021039552691	0.723641056282166	0.6360065602533	0.746389179733929	0.890468871822622	0.769358163659969	0.854002818750038	0.875350383932323	0.808232006485604	0.788160463178729	0.871269840718578	0.462856645533228	0.56628898819524	0.602942093329138	0.637058528105553	0.878356033184454	0.552732550937462	0.76843189285564	0.860234215242033	0.151012866451153	0.768317162331799	0.914203651807024	0.808262220025562	0.670653422019496	0.444418459984898	0.55596423551229	0.883978090552317	0.532253766981124	0.81698067369035	0.882483019759494	0.787745072689041	0.829583753804062	0.932715984637579	0.87507025590213	0.32492024948953	0.1181917364764	0.28400883559136	0.836123178374315	0.83078997484083	0.595175927258388	0.829763012432786	0.750603058164622	0.873475121844566	0.855156981590829	0.762845587696051	0.720949458108773	0.89056380981403	0.855833465524708	0.889802736149841	0.816974358671098	0.743856241221734	0.611576315519123	0.788443012829059	0.689988250247324	0.709989328063585	0.847481824797921	0.869751363012788	0.718228964546932	0.701396842323079	0.765587115781888	0.766916103037818	0.793850964433958	0.803253177580171	0.85223543111517	0.852835767545267	0.69357346017543	0.640865494867778	0.743157552833037	0.841755827001247	0.79678373975107	0.555518659575859	0.782680313100306	0.580181005290213	0.6659173171031	0.705401846762119	0.870421618158593	0.696421424736873	0.829456850174669	0.641115341033626	0.870317354741615	0.859847682912266	0.806692061201194	0.840860920598894	0.86452774367957	0.806054678699253	0.401391225071223	0.776976695080412	0.743998969168942	0.770338093790003	0.767019442267057	0.89825117322472	0.793169886499326	0.693042659580854	0.8468916785074	0.832751370975061	0.66415584837643	0.826502796276447	0.5453068809841	0.52948420622913	0.629572303710812	0.855087682580574	0.851804972443403	0.9506643287692	0.50681116524992	0.845321822233247	0.69352549667064	0.54714827486368	0.651726232714376	0.754694011326635	0.748190848359917	0.830563348648987	0.464837998714979	0.933501399229859	0.539323762272892	0.4310539575246	0.265867577017751	0.692562308758834	0.518955232734155	0.501969099113027	0.894369825438747	0.804347365533157	0.505971048899401	0.820655475522343
GPR37L1	0.909546213785057	0.807341802267807	0.77598892333298	1	0.898921453828474	0.758350479690807	0.80928402343632	0.782115642686853	0.750961372578418	0.823267947831933	0.833395510732874	0.832538996373098	0.799779244061501	0.608293363479075	0.859177757488655	0.799022315360429	0.787946043108267	0.826531072660249	0.744622076715845	0.888315597648759	0.814111656513961	0.706878318652722	0.397887422293641	0.291086781575545	0.588519576033486	0.928077586496224	0.829457686047686	0.55560244532703	0.745779487539997	0.873586990152121	0.871223425916933	0.7704032652737	0.793909843755855	0.797850136521489	0.815743922529555	0.69092515814503	0.388743294754461	0.773678797076902	0.667318496360434	0.790386621140852	0.825823409661019	0.651890407236678	0.466864917297147	0.783101862243358	-0.183981207189022	0.80109028096691	0.76038099985393	0.737300180435845	0.720112636107168	0.167664938800479	0.745491615233034	0.754411486672594	0.763117085289742	0.87061862523012	0.850929836730678	0.6276170361901	0.723529628911976	0.766890919674648	0.756631757406203	0.139931189621042	-0.0466420867505337	0.273010947157768	0.811550163843587	0.775015634025935	0.74918178408633	0.811987364288722	0.557110120508446	0.816190718797153	0.803703148527875	0.608462427575425	0.602078014225962	0.883907229507736	0.755436848677842	0.848748439422907	0.832865826244323	0.508857446337672	0.548435132481214	0.763487412164476	0.484561166865562	0.623952095157681	0.748162561197411	0.737138177807219	0.649693546056794	0.697887014256898	0.89350494088278	0.806044370291802	0.856587277567155	0.655657381577479	0.769485843724959	0.773888982183377	0.840334267433833	0.813585770337474	0.887416149042015	0.842360369045188	0.685943388674508	0.388744630095308	0.669235415374097	0.542009025765182	0.779024798593044	0.423217293020369	0.852563008885913	0.908452102270386	0.662731421271445	0.709141370655145	0.703841554188609	0.784745358459816	0.589818644716367	0.810294890825936	0.732154927648969	0.858985975096942	0.510304422375507	0.792647572867308	0.752410914725687	0.793803104390482	0.754911909392992	0.701109202210527	0.747475862871533	0.605568206241353	0.822965108513948	0.643546791213155	0.639519945867779	0.875157543579227	0.58247212427153	0.699229534021089	0.782669882552721	0.708812796572988	0.808216800773227	0.843872914885188	0.742107202867781	0.846256522096498	0.838330188669883	0.598674981698762	0.792411685146058	0.695912273039243	0.852438271357573	0.706570247568634	0.460568791199167	0.850023509835799	0.812734394166343	0.647865213297184	0.0730863316086651	0.688243738781257	0.776976699294388	0.511889204063629	0.880521737948753	0.854208572744311	0.392782917655438	0.712350261444468
LRP1	0.941055621763441	0.93187456616955	0.904521796345101	0.898921453828474	1	0.675554143324588	0.951219365004913	0.941526466731945	0.909372892540503	0.930339575861156	0.848929730191071	0.966554877426758	0.828045801962047	0.731366263575487	0.932837619978604	0.858173521575317	0.912815060703404	0.949425707971583	0.877372488949394	0.875955025209591	0.935789640672095	0.637113429418153	0.455122066496086	0.388782741716843	0.726202029227567	0.896335484553875	0.846555980193445	0.735905601105517	0.865048274886169	0.947724012990372	0.860859499866956	0.896846362339524	0.900833769492547	0.885800497666335	0.893952674279471	0.880639363392251	0.577547045105887	0.741472552363508	0.719458113483894	0.793236905717104	0.947337346703064	0.729893610396405	0.735468559314571	0.909350989823997	0.0542522356343177	0.831296243645788	0.920603925462136	0.864669490120137	0.796988208339463	0.349123638974316	0.736464034924821	0.883438763944035	0.687237871723822	0.910040064981879	0.932531503492755	0.728999964419091	0.850214340213685	0.895687578009675	0.864818092206466	0.294276657506293	0.115468754937573	0.390284650825046	0.879292929961775	0.854180606964721	0.734874191857968	0.889578906516544	0.767389864597808	0.854820162266365	0.910855485964496	0.733215202512931	0.776918046736189	0.95992079842614	0.851900784427721	0.95666096892249	0.908288951200669	0.684010361870682	0.732332511948047	0.840665146090619	0.598771998986714	0.752792661946078	0.856196494249926	0.898382643936108	0.781279191192483	0.731913057565452	0.898402304709299	0.900609876672539	0.892769422007429	0.814402231078337	0.838102942002893	0.878591091709412	0.812215722796605	0.792403439800139	0.832492388332732	0.921795225085394	0.805793466468857	0.575915519236856	0.79823084691805	0.511029658828932	0.758433522448725	0.635440760903399	0.904071627763516	0.820766076031552	0.827498822605613	0.776655154346357	0.869127704204649	0.92472669123362	0.715082015397384	0.916617183918669	0.864229156838633	0.929655200099379	0.543977953645743	0.893966253203978	0.780428695800791	0.835993863672217	0.833167568039683	0.86995767258268	0.862635816536741	0.666859013079327	0.934415965617459	0.829976430298303	0.773054646745244	0.928000110136758	0.632846327086301	0.688969222064308	0.770290053921523	0.846070098251792	0.883731751520688	0.953676193386924	0.66133019435823	0.910617161081493	0.786659738532916	0.602886919984314	0.7542841429	0.781416425622979	0.86233619027374	0.876688916117823	0.589912137973401	0.959156939067913	0.664028771220231	0.635512639390067	0.289789754151254	0.831199907268304	0.677760991526157	0.611287364074473	0.918802119735373	0.8712102081962	0.576839724980185	0.783350818230035
C1QBP	0.822172914368579	0.551025126495008	0.521237598159781	0.758350479690807	0.675554143324588	1	0.65973044409983	0.65565786046004	0.462057859467412	0.700537823887232	0.826833862801946	0.688575853589881	0.564933018763659	0.808805769082866	0.74545860762098	0.642916241969478	0.43246473203263	0.714473817494451	0.687850357425676	0.696347755318545	0.660880388525651	0.85290232261418	0.797897241797741	0.511672244365448	0.503190349950999	0.765901971275886	0.926252591487321	0.668608799167282	0.715707395453212	0.742335858431396	0.913681240327183	0.505257021497607	0.628713158992417	0.80345488783282	0.855199532442203	0.636406909759803	0.630486239700227	0.94355606089691	0.893519792646835	0.880425712363672	0.673293171481266	0.819214330189262	0.268048789606707	0.676089432059792	-0.325530858870622	0.856666391826919	0.557263886276794	0.680848393633655	0.801274815200313	-0.194523510053139	0.893575634634782	0.67485937678064	0.992288269670399	0.744230308712932	0.741645955800541	0.258631017562768	0.593066221371053	0.415589564733517	0.525700539774836	-0.155177862413934	-0.225041959358028	0.573361427959904	0.674729057977268	0.570235705284589	0.68484765716603	0.607939394962631	0.322918072835655	0.546867650358394	0.582476046474719	0.214628294205708	0.452756879976829	0.783430220283549	0.610987009626722	0.764110067418186	0.726314107371391	0.168832699851569	0.58308765412556	0.687601823559246	0.272185051445127	0.544838933571893	0.676930858756435	0.496931926441994	0.564847049687838	0.720455803404198	0.809102770816358	0.833921596837312	0.881944188025516	0.571148497547056	0.690398485924806	0.680025449745705	0.948397517745089	0.94707903312585	0.787085389901374	0.844959891132722	0.501338443723164	0.2297502181485	0.641823619356151	0.419739325398735	0.858501628285137	0.119803788429434	0.711457353588404	0.773445384425229	0.430334265460441	0.901602531164306	0.466817516545159	0.591106661924225	0.379621685137043	0.764711564237641	0.546401075956843	0.797677721012828	0.78067948006344	0.779753389279605	0.778993859556372	0.845969518077535	0.73859955128864	0.349450098373553	0.595154599972266	0.351772840487782	0.676793220312024	0.536074427641009	0.728195102147113	0.738682662681407	0.59675599550512	0.974975599734853	0.964168916278043	0.502344307886233	0.766464157210684	0.5997033334311	0.993349769110296	0.618808534980482	0.883599111411839	0.71710179665709	0.907680258256124	0.63097446295955	0.926763717151796	0.627511135318656	0.739122487344461	0.625804187551016	0.783039961505353	0.912760970122203	0.17807904380521	0.716143410179645	0.988528531100444	0.693213813843518	0.622240963391545	0.889005083001576	0.516868187906247	0.552009548430652
MRC2	0.910142311980776	0.923124286916093	0.886345954998006	0.80928402343632	0.951219365004913	0.65973044409983	1	0.963651185007809	0.910258986375519	0.931510641214802	0.772082032322173	0.958154019000404	0.808483089376687	0.805360457744099	0.909473343738365	0.825502030922506	0.89872145689015	0.952538942665539	0.913194275763072	0.834217722275756	0.954643700561305	0.57367836156572	0.538255666039845	0.38783799822384	0.709550939911528	0.837432802599385	0.829847361041301	0.786522191836362	0.89846971081383	0.942212628536461	0.833984960962572	0.905203785004041	0.90899545129239	0.897509201760789	0.90936640962783	0.931995704973688	0.697777566380257	0.75066071669259	0.771160005029998	0.808191106245011	0.957250437983031	0.795861016738412	0.774640934502528	0.876844139912151	0.108148050386695	0.811667627836478	0.927003672628991	0.841028833258233	0.865757348175881	0.41504305589267	0.742285972147719	0.90283590873119	0.671220334823487	0.869907927203149	0.902028592731423	0.714220424448549	0.842869368042875	0.871056361692306	0.87784790486226	0.349970965444345	0.203464652483847	0.511308830848722	0.888543942891171	0.823650081501251	0.666825458804564	0.875308795457829	0.816864358356338	0.821153601016922	0.923310216773676	0.723152295269996	0.839088820655539	0.947146151982084	0.88019686104616	0.960008082673568	0.871832412934205	0.698191001942445	0.818032058031723	0.839487406810742	0.580494975335494	0.831268897188723	0.841282421439922	0.915949132256252	0.838096307476573	0.705983285435784	0.839365060732524	0.901715578861155	0.884611797101127	0.886859379194219	0.829724312201823	0.906615701857046	0.775147595456327	0.783424577153363	0.763543282796272	0.915001927011163	0.839305861049462	0.626502681968481	0.83420772086536	0.476460665782082	0.752489445558515	0.686749296468086	0.857256922713528	0.719299840497439	0.827104514992476	0.820152394758809	0.89715538804511	0.928177821788622	0.694723991345652	0.917314075274364	0.881115179809384	0.91914595902249	0.61689529443914	0.915260508237005	0.811475092516544	0.856330827656338	0.790184604009033	0.879982560952275	0.88912162982472	0.664359003106504	0.927316840460327	0.856472498922973	0.804608772902748	0.901453931373079	0.69261682446574	0.705045914828112	0.76203838729607	0.859968205674991	0.87616605288774	0.918002496277004	0.641109056085953	0.909988120928021	0.71998378680333	0.615564620188865	0.711541940835618	0.786718581968207	0.843620234565081	0.933305627532728	0.69667439330589	0.930611821342967	0.601858663298027	0.649342694640663	0.414257317609741	0.890858960395769	0.643495253537085	0.673507421303681	0.858925365684395	0.837392980302232	0.659120511187053	0.741044386104932
NRCAM	0.919430981762234	0.919575631046758	0.915600905355659	0.782115642686853	0.941526466731945	0.65565786046004	0.963651185007809	1	0.934091250890154	0.953215047008234	0.805888851246443	0.971685393690747	0.757023228981346	0.790902164778349	0.910134181613484	0.811341039434168	0.863670817028294	0.973424299567087	0.907312243552268	0.808145995810694	0.950444710140665	0.563745541355743	0.55057380293535	0.38774008504326	0.705041145033454	0.823520765688583	0.855614552489839	0.812850351691868	0.869863331744018	0.94302732892977	0.847133335352073	0.878765856449418	0.907667119541635	0.915708764150252	0.920137848316892	0.95910800666731	0.684346113035551	0.715860673525583	0.786388065042441	0.794067996583727	0.946929031432552	0.748694066717331	0.788636343171532	0.900360606580624	0.103041206580669	0.837643815553096	0.912496292784456	0.874216949327454	0.823059675134903	0.369195582197163	0.715765462229026	0.934389602247286	0.666861364961861	0.845509575377331	0.922911186216029	0.71080246442762	0.85808669006003	0.897005729828164	0.877763166945171	0.282064022650482	0.124324820501623	0.518849104504784	0.862339299849915	0.85422419700274	0.63930624540202	0.858370336029281	0.768911722328446	0.830621772763871	0.894643546162165	0.698685639056894	0.803615378040592	0.960476226100893	0.882597357799286	0.970480868700292	0.854268143755881	0.702580988237244	0.800796728886503	0.85179340420244	0.604863928229652	0.811496080507035	0.889759346623939	0.896808688634871	0.819621021896804	0.731849621412682	0.818561041617164	0.905704471541139	0.891762771691024	0.872688470030144	0.892970609063857	0.896547192152954	0.793209204150716	0.769517470203093	0.782046886760108	0.935542222580444	0.812514016445849	0.589359798316349	0.841283742031085	0.537923780108191	0.752815522213457	0.667678819544507	0.881468096203358	0.704408687618971	0.84715964032307	0.80184852662713	0.883509560822335	0.913170017653338	0.71696038946017	0.918044882192076	0.895958899953225	0.898444166320155	0.618020389675227	0.895400766160993	0.841194919502121	0.868082659483397	0.821802674346877	0.873042302431638	0.861876103220811	0.614239100144429	0.919167356197735	0.862506251274127	0.825111172538565	0.894689440914596	0.67663503872958	0.704136744888603	0.771253108892617	0.863820775529826	0.878828483242315	0.945213176634167	0.637782044919975	0.875795504177501	0.755963711201986	0.605284500599941	0.719522460826791	0.758083834396469	0.853152275372575	0.935860271820877	0.695323664641213	0.955395063598293	0.573405914159335	0.627500207338449	0.356990473055754	0.858139587195117	0.641571501589854	0.635460958889037	0.881578193141119	0.873250877032317	0.637143607871952	0.778770047340663
ITGB8	0.848310869942109	0.943254731523589	0.945309814083908	0.750961372578418	0.909372892540503	0.462057859467412	0.910258986375519	0.934091250890154	1	0.87393693104681	0.695415282156889	0.917819199137532	0.768651536753599	0.610841077083791	0.856327920325894	0.776664188590778	0.931330632626942	0.923507763591094	0.830250847683077	0.774681840433594	0.936688647339737	0.399841471965929	0.283031991456057	0.207187217468488	0.612213892172936	0.770738909010505	0.692285751563388	0.616330634004211	0.769918362844389	0.904421976915807	0.734631909025588	0.922802843298382	0.910764771662274	0.792588822826481	0.779806725114854	0.881614945515947	0.482888498195645	0.546764266173533	0.585911756909146	0.626716785130762	0.900162777155194	0.560536023872722	0.798075006764546	0.8441190966588	0.179973407985278	0.727814273028761	0.935613479187797	0.771778091079605	0.6782021650462	0.541496935828021	0.528349832468904	0.869143673046105	0.479159340401335	0.820000467865143	0.868641125783919	0.842402764912544	0.862046241450289	0.956994511838772	0.919607114176823	0.453464429850286	0.27973413455145	0.285604461653355	0.851300214183306	0.832255053956284	0.534927575594843	0.835405023477965	0.82167996882767	0.884227805430342	0.903225412444105	0.841821536678745	0.786719349011382	0.888115129700459	0.853207524915182	0.896291991698421	0.79166781777207	0.813747231469249	0.675438404373852	0.794255788283554	0.648148316570626	0.768063362895077	0.831559375679403	0.919653005147319	0.77815405750729	0.680117142018129	0.752241198497036	0.761785361707109	0.775539663292824	0.843576706850772	0.832008890810812	0.876472128080868	0.655432163396769	0.605852383719674	0.728578401379114	0.833161163305508	0.83769929270603	0.642934200128627	0.752581794853248	0.572000175847895	0.644512067383704	0.760365401738454	0.836499625332744	0.636494205728064	0.859780132957694	0.626538196226579	0.921655210092894	0.883804433116486	0.76978938085724	0.830785718563981	0.859937287074465	0.804796980692308	0.385913447503685	0.765551750235264	0.726032514331633	0.73951546160582	0.71978695532768	0.955211448139767	0.808513551463662	0.688260381973603	0.881365278122997	0.850172116401589	0.658953820433217	0.811757139245613	0.610304079480383	0.484675301465703	0.581367698073677	0.885504828470474	0.818415929902611	0.948280974310121	0.440991518538972	0.88163799067969	0.64110801792474	0.458507458619628	0.577483437676119	0.714150510552995	0.71856987235951	0.857472500741876	0.45690743360298	0.930219767910874	0.493255237192698	0.391083901514119	0.315019475886021	0.741814668571776	0.467296860008112	0.474605886221384	0.873573495075904	0.76757676068574	0.504604743648217	0.79563657166456
CHL1	0.909849600720771	0.888218938872974	0.869738549778424	0.823267947831933	0.930339575861156	0.700537823887232	0.931510641214802	0.953215047008234	0.87393693104681	1	0.847802538660019	0.94836889631887	0.771947471421122	0.780421762449817	0.900554138389259	0.78006758918867	0.828640181919311	0.934678423080182	0.867878492701171	0.85124524069588	0.90060373509782	0.65733968030238	0.590680009324026	0.414088926587952	0.709038680681089	0.872008512967985	0.87626447487983	0.819355502595478	0.866786491691305	0.923948896632463	0.850931869676853	0.871467423807891	0.897549896459508	0.917248510062619	0.929994704661578	0.927542376291757	0.703477569571798	0.771679017101712	0.804410236553629	0.836977364378154	0.907638091508726	0.798865091187135	0.724037460830615	0.869441373782063	0.0591650324906936	0.835170672298589	0.863001852539533	0.860767117503854	0.826887022047949	0.337875182630653	0.768996652836126	0.925101437532188	0.699095776732682	0.852914749817063	0.898192101014769	0.683493393043203	0.832878991224989	0.842764987879693	0.837813101560626	0.275097412584427	0.0958249453197081	0.546764403001257	0.822657720480507	0.822397171596374	0.711296510223618	0.842676319260696	0.734327957314342	0.774569257493474	0.880602033859256	0.658953760057749	0.796553903564113	0.944737673380851	0.825044351815998	0.956326990043984	0.817365513603987	0.648164534296523	0.784033499613566	0.802956959132895	0.553724330056374	0.79590812448324	0.838597757998548	0.850441641693773	0.778020383113089	0.644721331864447	0.837692306772901	0.90054723059164	0.906991302904527	0.840207260305656	0.843204844504574	0.851079990096364	0.819550241042296	0.791721445965138	0.798999524568156	0.911366178567839	0.761109475022173	0.589902824576936	0.833420950418212	0.483393255373928	0.763594561154588	0.62516108035313	0.875846313368101	0.741321953839871	0.771729954626753	0.812289533639344	0.821387414060091	0.854528456343074	0.67408243578022	0.884441272657064	0.874193243461271	0.87849124516073	0.682830850462716	0.888813359107832	0.827573197286013	0.838699121159998	0.817221297558493	0.835485877656673	0.839487276526491	0.600898593383933	0.861871705790905	0.823874699688425	0.810267425008479	0.878619598820066	0.713507393974077	0.734115836730315	0.81465305871387	0.786202943063398	0.829548123558885	0.928658175960428	0.678689230624972	0.857051616857266	0.772710571981762	0.641003663301012	0.734512195166955	0.733750056606191	0.868009766603185	0.882957847394539	0.69502827472018	0.962656801653486	0.630536963414712	0.687508656306009	0.328409589647085	0.836843516054474	0.674868330308807	0.596300681403148	0.896677745316252	0.872876129974255	0.563097521853542	0.717540608624612
