""	EGFR	LRP4	LRP6	GPR37L1	LRP1	C1QBP	MRC2	NRCAM	ITGB8	CHL1	TFRC	ITGAV	LRP5	SDC2	LRP8	SCARB1	SDC3	FZD3	GPR37	ADCY1	SORT1	CD9	TNFRSF12A	CAV1	CNR1	ITGB5	NT5E	NRP1	ADORA1	F2R	TSPAN5	EDNRB	AR	RIPK1	CADM1	LPP	CD44	CD81	CD47	CD82	NOTCH2	TNFRSF1A	ABCA1	CHRM3	IGF1R	ITGB1	SORL1	FGFR1	IL17RC	ADGRV1	SIGIRR	CD46	ATP5F1B	TYRO3	RYK	ANTXR1	SMAD3	ERBB4	VANGL2	ADCYAP1R1	AQP1	IL18BP	PTK7	ADCY9	ADORA2B	FZD4	FZD7	NOTCH1	PLXNB1	KCNJ10	ITGA6	CANX	FZD6	PTPRA	UNC5B	FGFR2	ITGA3	FZD2	INSR	KCNQ5	EPHA3	CELSR2	TLR4	HMMR	NOTCH3	TNFRSF21	MCFD2	PODXL	GRIN2B	AMFR	SMAP1	TSPAN17	TSPAN12	APLP2	PLD2	PLSCR4	ALK	PDGFRA	NOTCH4	PDGFRB	PTPRS	NGFR	TNFRSF19	GPC1	PLXNA4	PLXNB2	PRTG	PLXNA2	IGF2R	NCSTN	PLSCR1	PLXNA1	DPP4	EPHB2	SLC16A1	LIFR	PLXNA3	PLXND1	CD99L2	NRP2	TNFRSF10B	PTPRJ	ACKR3	CD63	STX4	PILRB	TSPAN14	ROBO2	RACK1	SIRPA	ADGRE5	PLAUR	JMJD6	RXRA	LAMP1	ERAP1	TNFRSF14	PTPRZ1	GPC2	TRADD	SDC4	LRP10	RPSA	HLA.DPB1	CDH10	NCL	CD74	CLEC2D
CADM1	0.940767449894956	0.816241527357954	0.788160463178729	0.815743922529555	0.893952674279471	0.855199532442203	0.90936640962783	0.920137848316892	0.779806725114854	0.929994704661578	0.865108832078578	0.91756066222041	0.721172614229651	0.880378225409738	0.903143469559692	0.765782868017495	0.733912971334858	0.926876893838074	0.904459707475484	0.802354338886501	0.891311160671628	0.73868666104988	0.743891041409829	0.476301922373931	0.660877658258675	0.861846690399737	0.960993255836317	0.856398048697983	0.885561469178983	0.927426738989872	0.931888899387661	0.792072689952255	0.857118181857372	0.961120524058519	1	0.904825584405665	0.772478480528905	0.894466532407448	0.929613474749643	0.923764527637944	0.897567494390166	0.8876018763171	0.619465579541465	0.864545725231258	-0.0841129343354504	0.903708304746884	0.816628369805348	0.849243606521374	0.900121740011378	0.14826087645983	0.875982321745258	0.891321008817396	0.862947524018529	0.862072408257019	0.922255810727373	0.547984543960338	0.80027411950999	0.728847673025517	0.773763570972786	0.121322335927893	-0.00623886244224531	0.666483564819587	0.817324220461723	0.78756063577261	0.707188859781328	0.80313988533699	0.645066785086795	0.734125796895784	0.82740567774017	0.535081604953614	0.748793656787093	0.955063582381363	0.810635351483881	0.963427711025696	0.867512388232721	0.51146095490291	0.810852427415028	0.864242832414899	0.486430413038207	0.783298252675307	0.840656991966991	0.776167404269581	0.785702640079935	0.776629616432814	0.863613749997111	0.963187167087934	0.957051358510465	0.798058392136289	0.838409164847354	0.858652911745736	0.919737634760294	0.914160806067907	0.824467452507926	0.968387570146148	0.734398370515407	0.492509537078606	0.840477367150083	0.477921732999251	0.847973438822423	0.489767552600707	0.876138349366536	0.766280360566374	0.709428272916066	0.920686658491312	0.763408918342442	0.842016705223997	0.585932419744254	0.927854012482119	0.813101728995522	0.930137036889381	0.804219087544723	0.928248089189635	0.873575491282939	0.913366206682451	0.825049652855762	0.707500734044592	0.824202252924929	0.516780969213274	0.887788639480136	0.782185544678022	0.891795689426116	0.898102729731976	0.759620242380486	0.892398575727279	0.936823583995487	0.760379736219566	0.891234680319863	0.851377353480435	0.84067539715078	0.810413630989643	0.863423104740709	0.714612236321815	0.838824180752137	0.755332616773361	0.955718826115431	0.889048374888054	0.823528632371307	0.87225920768772	0.703420910803528	0.832419259777405	0.306883667147092	0.89603594456635	0.8375190099246	0.745091701880433	0.82672836186511	0.937426896567754	0.686589241395653	0.70813983019662
LPP	0.858916332399368	0.878576411118106	0.871269840718578	0.69092515814503	0.880639363392251	0.636406909759803	0.931995704973688	0.95910800666731	0.881614945515947	0.927542376291757	0.767973888835582	0.914308658466591	0.716671219917695	0.810471341835111	0.876101903557759	0.757325240039539	0.807832243569184	0.939392156094115	0.872028840674355	0.774266040510718	0.911600453770327	0.502586818285046	0.643475856404584	0.371969157603984	0.64769854410555	0.745909585004195	0.827693955726608	0.856113334003335	0.84231128378099	0.896137602847363	0.792985266568423	0.829084870148509	0.888983090995349	0.916707423080261	0.904825584405665	1	0.765269399226204	0.694333689720799	0.814141450947081	0.788361015896064	0.896858550428005	0.778714697199964	0.778728426237701	0.88615139096069	0.117841348905953	0.814490939421055	0.892381856774267	0.827547462048753	0.826618019523985	0.367249812772853	0.686924600415837	0.91670942779593	0.63676429641482	0.791119698334795	0.881273196297749	0.64879404429747	0.824151804953619	0.842117727504764	0.830639260580708	0.271877946579874	0.140147845425085	0.628176247031723	0.832359254413896	0.807129191603459	0.5532429163192	0.8271484770638	0.758675907258082	0.751650604176975	0.84711564327924	0.629605869852172	0.8137267489259	0.908281080702013	0.864904088593991	0.934250136461854	0.799173693763088	0.635877908885101	0.835749713850365	0.795327831043083	0.609609345470632	0.810765515539283	0.840904781699247	0.849332714837167	0.79179326534363	0.677373221333165	0.763024872362978	0.88332283995415	0.847587133598681	0.867680527579264	0.848076465338076	0.856660059557192	0.743882727297431	0.73744645145871	0.690817511819341	0.894630734046182	0.77217325227485	0.580104862497331	0.850861686927851	0.480232552107883	0.727798006020869	0.670043380956218	0.83735182271624	0.623536933587406	0.784542008235905	0.827959205188479	0.868164356330709	0.867473921183667	0.688870472418489	0.903477270489335	0.894970452397199	0.849261565459227	0.695101398171345	0.894806529853836	0.817638638884054	0.862065129515614	0.759099433598186	0.838462078799898	0.862251789844342	0.593621811294143	0.850722883353622	0.853725793090784	0.823029414137627	0.847494166394003	0.694918092926879	0.706415446170948	0.76287603334057	0.843473180871402	0.846595882366147	0.892347839951432	0.614649885793	0.817368164494886	0.713285756330973	0.645887636264601	0.681935250963414	0.742377974884947	0.812269688642533	0.934578481048062	0.767494731028712	0.905383698209829	0.524706763637793	0.619915544108881	0.422784929681032	0.844601686762208	0.597866842246557	0.651436456116509	0.815841651806294	0.836628136384238	0.673115481528178	0.738614465290428
CD44	0.584040830659652	0.537101586523163	0.462856645533228	0.388743294754461	0.577547045105887	0.630486239700227	0.697777566380257	0.684346113035551	0.482888498195645	0.703477569571798	0.55122887074832	0.638759655409345	0.44434001367489	0.852203132893386	0.584504747738699	0.494428328116274	0.447643579228108	0.641684830963659	0.690956911784717	0.50408246383835	0.631387397898058	0.513204061805261	0.845172272933404	0.537144366722366	0.551178618599152	0.492215756808993	0.682995464151698	0.870542993470031	0.727241201868908	0.608089589024235	0.605971997928307	0.539308687523973	0.616063968015713	0.743046185300757	0.772478480528905	0.765269399226204	1	0.710550307334583	0.840107975015844	0.725857724674062	0.631105443761389	0.890917598201249	0.574891435961776	0.606160214857035	0.154931544660743	0.614263422142824	0.571853908803121	0.650830802086122	0.795354798856515	0.168063187501601	0.690839349382872	0.676647316133788	0.619105408657885	0.542160232057098	0.564490685419775	0.276061186280098	0.571356971515829	0.390185621676125	0.507469240195827	0.206786511815826	0.197568885186147	0.834875189439985	0.56729827155148	0.469104833306237	0.473067668882588	0.566639804358063	0.582269982590374	0.327629965629037	0.565658164890938	0.280634288296915	0.670347069968426	0.639230256263491	0.556499346972697	0.696689397308442	0.582810559702166	0.34502987447538	0.817712502693195	0.570356650742256	0.279287653551227	0.706484055616615	0.512926874541642	0.562537242477169	0.657735096435512	0.420900040797607	0.561854658948176	0.746884363016246	0.674764138714352	0.715084923615751	0.504994646005463	0.653832629301744	0.609785124878613	0.651245064847406	0.412132317712507	0.676205881982343	0.512990169765734	0.516642657891822	0.698493091712962	0.136136105478994	0.59519281298577	0.393702174367916	0.516966681406787	0.426141286151695	0.461303187537064	0.826336288286519	0.563316398568053	0.623141031112852	0.374272133399854	0.660986508884647	0.614663644686999	0.657130195976162	0.860227627231621	0.757231308950155	0.618288042031617	0.693964083787174	0.602399429326858	0.479783023053028	0.635149875495273	0.335448391598285	0.577852110970329	0.663156868232899	0.742614733849813	0.554326765889432	0.712557443351877	0.730990165976251	0.722461709690376	0.500612432177905	0.581136145498947	0.503435962524998	0.62103087551253	0.544529007515826	0.489634714112671	0.609602976742298	0.571797280253348	0.521873170460889	0.673764270778627	0.708023861239916	0.867118385506986	0.573568105796522	0.336827453287991	0.71318066316714	0.66845869135012	0.806434384473818	0.560508126687248	0.668946213610417	0.452255399957388	0.61378681661447	0.651187438103146	0.372134278229038
CD81	0.833499970182865	0.632608706169818	0.56628898819524	0.773678797076902	0.741472552363508	0.94355606089691	0.75066071669259	0.715860673525583	0.546764266173533	0.771679017101712	0.775255360441291	0.763654747481888	0.645249638970176	0.867327982265829	0.747465513316188	0.645064105898991	0.546002910641453	0.747566444398337	0.784826996480965	0.705469215280457	0.745274503706823	0.844711750272169	0.755227130247424	0.479937631635216	0.527809718045728	0.825848474692918	0.905480654057295	0.676723114771286	0.819703752566006	0.797329595861926	0.915672951792792	0.670146473068014	0.697888459420937	0.826557154010757	0.894466532407448	0.694333689720799	0.710550307334583	1	0.894060651163383	0.922189870900988	0.740781222825125	0.904330145910355	0.378835226127281	0.675031914948594	-0.222374952182364	0.82081778391581	0.638984409379192	0.693544587148394	0.895929265813652	0.0366987693154973	0.947355965554636	0.716890866438023	0.947437318546176	0.816762121061749	0.765629507467752	0.385932220907173	0.671429064957299	0.472293633599288	0.607621766119299	0.106231872726471	0.0218676023260764	0.601892138825641	0.718956459674724	0.587706506312723	0.740165559059657	0.663927104300402	0.494414559926893	0.56188961253715	0.713663610960391	0.394551952559559	0.613979514416133	0.814741198313036	0.627753146798095	0.826937630255553	0.760965100747095	0.340114168036718	0.704735602436886	0.727793594182203	0.292456257020532	0.657595323819179	0.655945133372284	0.622348870811255	0.689741358955728	0.678265445112522	0.807727545336191	0.852941358228279	0.916449923193796	0.659851423645408	0.640496293257129	0.765357130167218	0.924926232067637	0.937837437987964	0.783719644675902	0.859730115592586	0.613996980047841	0.4513454082698	0.695281055721771	0.327172791109936	0.831098146081385	0.306067669807001	0.72053267008221	0.753356252607051	0.461717450497291	0.904142455419334	0.559143418371833	0.677342845580428	0.392083302052907	0.78395101733483	0.586085677090658	0.846386299254829	0.786497633742857	0.800336242731014	0.747341583131202	0.821143462254621	0.708620676476559	0.487426762381001	0.660663701707677	0.442457085139365	0.757394715463425	0.630978781286342	0.752556053945388	0.739635519112159	0.722942748311924	0.94848669629595	0.946691946610239	0.548296226724973	0.765434478633486	0.650900390617514	0.935143444450212	0.716825310245813	0.813847679212639	0.685192746060626	0.848997818490089	0.671893282722187	0.934783910641553	0.692841966876031	0.774298262747357	0.6790085307262	0.729728954486608	0.921998047162792	0.296205294192303	0.839308523486805	0.933433946446609	0.759128476562494	0.654079878288586	0.8518729421642	0.612469473782195	0.526900438381188
CD47	0.819583376733639	0.646985801669039	0.602942093329138	0.667318496360434	0.719458113483894	0.893519792646835	0.771160005029998	0.786388065042441	0.585911756909146	0.804410236553629	0.764426104829837	0.75945443796478	0.581017198619586	0.889055414209046	0.770129329349049	0.641264812054522	0.524987555510025	0.792584711675398	0.783064819617194	0.671831707957207	0.759178681856083	0.69277202286257	0.893479835998525	0.449753567599392	0.525088825687639	0.712734561251303	0.91820499427736	0.847272529825122	0.788395829433396	0.78444358189228	0.86724276635022	0.607199406593634	0.723537751801913	0.900677876703224	0.929613474749643	0.814141450947081	0.840107975015844	0.894060651163383	1	0.907140468775395	0.752017388303389	0.908418878350441	0.445983729175953	0.733818819250751	-0.171610127046587	0.835148531496668	0.64700745497611	0.715720357191003	0.872503008016045	-0.0126435764296095	0.859506863116841	0.775448018912286	0.890791758017077	0.719288856004483	0.77844087323653	0.346282084116837	0.647961154066995	0.519530491524111	0.606139341362472	-0.024985601976969	-0.0863256019858009	0.816883617886818	0.715914323511457	0.616488799665914	0.581974902810082	0.665450313216557	0.492662302072153	0.569158647483443	0.668018937877584	0.300104817091137	0.626089984928751	0.824569982617726	0.68829511553304	0.842352281843099	0.726519856648607	0.304157704525044	0.758636950470078	0.767055750506221	0.363794720505769	0.708440339086643	0.712838574253046	0.608034224071883	0.681552381327104	0.712072086645557	0.764667866169046	0.882650237421102	0.871309756682901	0.704050670358587	0.729435222772227	0.753988840491011	0.874008031715119	0.891260653488963	0.714907287845814	0.875910809982686	0.599532974678272	0.375110799307547	0.795071998544456	0.418333645365328	0.815763888763069	0.326536116690518	0.727521889855303	0.661455686059644	0.535431723938753	0.943138558623182	0.612416258185489	0.711217063231914	0.45248083612583	0.825443521279991	0.687704002306946	0.819596235372425	0.92727874118258	0.851036261908312	0.832581337630127	0.894147628362698	0.720132519329235	0.503222972530981	0.704392444261484	0.374321602683449	0.729607280814439	0.643147449355337	0.831854476087424	0.759351348732362	0.751264879388833	0.935291515320824	0.936491995067086	0.617239954680773	0.795669800113128	0.669833397983712	0.879521999797268	0.667374233480496	0.799407880997766	0.749803739016825	0.802522725510453	0.671147881676096	0.898903580779252	0.794082627909236	0.903682643431622	0.699851332973304	0.649855197057565	0.85953927630928	0.3469146664247	0.831110377960416	0.86017858202002	0.760017666973909	0.650104342757414	0.87027206937993	0.681739159231528	0.603184837534578
CD82	0.861238397020209	0.694296688096202	0.637058528105553	0.790386621140852	0.793236905717104	0.880425712363672	0.808191106245011	0.794067996583727	0.626716785130762	0.836977364378154	0.782616456727545	0.803385048204896	0.673568518499716	0.845134749593851	0.804799502426906	0.652370886222195	0.599925573255304	0.801672968080858	0.814642354234255	0.757471497930884	0.781559575000113	0.717643705585691	0.769008156812276	0.380285044848778	0.527851011741884	0.824027491270164	0.930247340901001	0.754516952928594	0.84774788856655	0.839848120863275	0.885418187850329	0.699690412805295	0.766073245865539	0.884318765063689	0.923764527637944	0.788361015896064	0.725857724674062	0.922189870900988	0.907140468775395	1	0.798294656306636	0.897494083034978	0.434268185140978	0.72522540201972	-0.26244798194969	0.827283867981591	0.670525847953684	0.705725581095147	0.896354306848133	0.0591977584767829	0.92246532689794	0.769863516255806	0.876845827106981	0.797456540078359	0.799684605492644	0.415590587150412	0.660897275305819	0.584407499110278	0.64107041737344	0.0691800352487271	-0.0239269083785317	0.702959103243865	0.740965275515622	0.670465396893661	0.653503957510418	0.721818409110716	0.530599318263968	0.611343379495932	0.760555254652663	0.397471549786864	0.703145839759986	0.860947861327809	0.699097190281988	0.868820638645348	0.75514879982176	0.386500966369894	0.771252007732384	0.745251634137558	0.399420001592542	0.751412001172026	0.703518289296109	0.656566899352754	0.720118039570318	0.648929143573784	0.798310703256556	0.893374911237162	0.912428614490986	0.719658918470655	0.730571965314836	0.75694170126289	0.881843514247738	0.922121716118606	0.790255559419269	0.87789901482062	0.625447119722889	0.428503551868146	0.752481815968078	0.374559953303139	0.835050732571901	0.367712051563585	0.773276995902019	0.730054364392461	0.535307891949256	0.889250661414511	0.638366005882087	0.731221820046752	0.429254585133354	0.836276019290203	0.703443497621717	0.857815780167234	0.842221591246529	0.872154132701474	0.804785528544393	0.861736390681624	0.680113705971419	0.56623245471267	0.766617168755971	0.482175053696603	0.770750651611532	0.645749309729294	0.787317611301278	0.821847598212569	0.732894361358689	0.908660187941248	0.926899142573878	0.625984925858447	0.787279658006871	0.722070296377485	0.853875670799757	0.732553601634878	0.826463557929189	0.713003794842827	0.786568261923876	0.642213553603452	0.903526763934485	0.802691271996955	0.840156079661629	0.759368422547878	0.73871619465428	0.874563084898291	0.22551673361068	0.84314238395953	0.857657788616094	0.751965813172377	0.744170514827568	0.866005439951096	0.650904607637539	0.595071859223638
NOTCH2	0.929437255450268	0.926240242681514	0.878356033184454	0.825823409661019	0.947337346703064	0.673293171481266	0.957250437983031	0.946929031432552	0.900162777155194	0.907638091508726	0.814263394063732	0.953586259865022	0.784111093047771	0.77455260617467	0.911878766526797	0.835645942418444	0.88100765179555	0.944478931246484	0.910123200552318	0.834122381356119	0.939639169957599	0.615403992479861	0.50145082203658	0.411214998840765	0.740192452249967	0.83736321771241	0.84174815545107	0.760632117006901	0.869376083336045	0.939792488438693	0.848269612685418	0.878190467850831	0.887111304440368	0.872502346574175	0.897567494390166	0.896858550428005	0.631105443761389	0.740781222825125	0.752017388303389	0.798294656306636	1	0.75622414779372	0.759101828748545	0.890497409814244	0.102168810086981	0.842139469767406	0.914994248162266	0.866100926655179	0.830950748849984	0.336653995611298	0.726597518220192	0.895182256388045	0.690451192227809	0.886700369965217	0.924249091019718	0.704868853301366	0.84927826316174	0.85956645696317	0.864265512766757	0.282351677598893	0.138112167619115	0.444403752567359	0.878808867395926	0.844947880514175	0.668574652476059	0.860738861981176	0.757794801295903	0.848656067974345	0.895109772072711	0.696573359826978	0.782118378289098	0.954119842894928	0.863616710897885	0.951657477826958	0.885691451623093	0.66329549446865	0.772118812456594	0.82998196581022	0.58968843775499	0.776089826325997	0.876460639599458	0.886563245794519	0.794072062012456	0.735245258633022	0.851840066819787	0.892960808657017	0.887467265991477	0.840762290611207	0.846136539143934	0.902502386241963	0.803049523874993	0.78994309317405	0.802118273591292	0.921118506075113	0.837582995185026	0.582511651036811	0.790824621767704	0.546488522468728	0.777097732645969	0.623463675137348	0.879558133305879	0.744507144530646	0.831546696335026	0.800245026599907	0.870680364102045	0.916078183832301	0.700475442417555	0.909861357171648	0.867720458816704	0.926418123877305	0.5667907525221	0.885876550622261	0.825915172989894	0.837936420579546	0.82744939399608	0.842772300706399	0.864617945032976	0.635443938358684	0.921698481731117	0.83664717166608	0.802987407418375	0.910131363497782	0.657551095608243	0.702197122810561	0.763747605588821	0.853427314156111	0.884080917618686	0.918499249521672	0.663355678621696	0.895348821154932	0.763301221740267	0.601051675087767	0.747780941916373	0.78237267336139	0.854670236591041	0.896939556657447	0.637889950008886	0.925578488440257	0.656079374281251	0.65387322348369	0.349250875777751	0.852405618591131	0.669817281027314	0.656039589763828	0.88765228387283	0.854367552871348	0.62453620069034	0.783638789429359
TNFRSF1A	0.759970451651122	0.652143880519687	0.552732550937462	0.651890407236678	0.729893610396405	0.819214330189262	0.795861016738412	0.748694066717331	0.560536023872722	0.798865091187135	0.699735779367338	0.759437997571199	0.602070775711383	0.894933863028286	0.718292030587772	0.609650838294973	0.574416388828341	0.736771777497023	0.795543256127353	0.662266649248728	0.7426265109759	0.713361228989121	0.835025226978589	0.507480718920791	0.58185707660475	0.72949051772764	0.840137019212798	0.824242205758618	0.842164356480447	0.755710461613534	0.786040617616309	0.674229645689155	0.709395209934137	0.837256624595406	0.8876018763171	0.778714697199964	0.890917598201249	0.904330145910355	0.908418878350441	0.897494083034978	0.75622414779372	1	0.507302656600394	0.698991388337145	-0.059765590324137	0.745935160313203	0.659495287887115	0.701872865712137	0.928640847921491	0.134610479766123	0.883970363781172	0.733336676311595	0.815519952407701	0.738723870944319	0.712295602911608	0.379669502787454	0.659146039781077	0.485685532627336	0.594146292271335	0.175758878387697	0.122352687097741	0.761366445751036	0.704773017712097	0.572900084896479	0.64411410543847	0.6897008790979	0.610886784268093	0.480515180913207	0.711182982762586	0.37997785495682	0.705158437543314	0.780280418553824	0.63370886906258	0.817936896065526	0.722018388942068	0.363585080592968	0.838939084462689	0.685844548343508	0.299521296729045	0.71488846595721	0.625901555186396	0.661145940369186	0.735935320903336	0.556930066633351	0.748614094359589	0.86663293833622	0.836715004676044	0.724852085674887	0.597737818985466	0.754651067564912	0.791486260088669	0.849542801075231	0.636100412956471	0.808241683821903	0.611145222062073	0.514699945438108	0.750216863550894	0.228935666239741	0.755339078683369	0.413250502895945	0.680990826294779	0.641298557239874	0.515410263743999	0.92471716894404	0.615403572652767	0.722017475058219	0.396919746524254	0.783252847843494	0.653823756996534	0.82308269969104	0.869623971143148	0.850960201279114	0.720772629176658	0.799868257500546	0.677618998080724	0.543957150155079	0.740051269678746	0.432248989100948	0.723236529775567	0.67031509503824	0.823144126729171	0.729236852563802	0.761061279061102	0.87865371550454	0.872201069730065	0.573795205158815	0.701875850256629	0.629741028906459	0.805650005921588	0.690774594134754	0.686156800073792	0.681764187879504	0.737067551554728	0.616468266667389	0.846633759048948	0.7631736231323	0.864152845304842	0.6840032346728	0.590121691439313	0.867808568815074	0.496000347820347	0.904078761059055	0.771717275920148	0.764579497424008	0.613652830535977	0.756052150721091	0.688441303864987	0.485121957346398
ABCA1	0.607454775221382	0.787013888704603	0.76843189285564	0.466864917297147	0.735468559314571	0.268048789606707	0.774640934502528	0.788636343171532	0.798075006764546	0.724037460830615	0.551415770777603	0.76558261185692	0.566317935398079	0.57116423994423	0.657647288023964	0.655759559450385	0.751585964626889	0.748776699142319	0.688585932339329	0.57305276548375	0.732358635356352	0.316961569748085	0.251340007017741	0.423715124768245	0.699505778877363	0.531323902676606	0.479497042839224	0.669886933821966	0.661328296222444	0.670421284902759	0.495460845517393	0.742897392710014	0.722553122288541	0.61626367789758	0.619465579541465	0.778728426237701	0.574891435961776	0.378835226127281	0.445983729175953	0.434268185140978	0.759101828748545	0.507302656600394	1	0.753839261625932	0.505586149786703	0.570399321950279	0.834809554545904	0.782291103790648	0.550474032623073	0.544183812040714	0.367558238325905	0.770717936224387	0.282832943753498	0.610528840060531	0.671353572059432	0.636169922810623	0.753805679669527	0.760450818485333	0.745737543059779	0.442455062822061	0.33053285498355	0.258904941352963	0.666801774195492	0.68976686358686	0.478462416536614	0.717874426744625	0.756983936251197	0.625134859176892	0.68441737510686	0.656171530401283	0.667855073598103	0.680106691407757	0.691265191566865	0.715609050978181	0.665822561128839	0.708198223609303	0.668543401036939	0.579334590458988	0.60156113318894	0.599194081462574	0.68247048326723	0.771906773750468	0.688531176486703	0.422815507196787	0.555449428222824	0.622262179755615	0.581092663593347	0.749688667636718	0.620631270654473	0.726864162233201	0.440629146709323	0.402501052772361	0.451188549790538	0.631012447170614	0.686520123782801	0.59208027161452	0.610894965862336	0.343416939935685	0.434335456999064	0.71243151462782	0.622522975193369	0.43097623981867	0.778114769618151	0.504082053592239	0.752374830811398	0.752357636019964	0.694182818787753	0.658967027674922	0.744019504230766	0.644033404833811	0.286219577275427	0.636542858292661	0.509447895251606	0.538412492866388	0.695740359362565	0.811581789122226	0.697747149155275	0.579311643399285	0.690393223865191	0.829776232313968	0.617469270569744	0.620541263726865	0.446562589323396	0.335208749789134	0.412131895027809	0.743537864181045	0.627495086413867	0.745266371042061	0.277059733884972	0.693765930928957	0.395803194209089	0.434182572667518	0.454383053680501	0.619632788202558	0.53022314176447	0.699473328521981	0.404386525163605	0.756997915972588	0.224921451702812	0.303610341302416	0.54892375742723	0.667613108144264	0.249232855132273	0.45834449580043	0.642360542680855	0.533813444060457	0.525911166946168	0.61987481627258
CHRM3	0.883486859863275	0.879258505099348	0.860234215242033	0.783101862243358	0.909350989823997	0.676089432059792	0.876844139912151	0.900360606580624	0.8441190966588	0.869441373782063	0.869910412215785	0.896954369469971	0.713975541577305	0.711061625212134	0.904148498459884	0.812656315383281	0.807741177988009	0.919190097286419	0.808659039427244	0.824347620089763	0.86375116092184	0.629800846599534	0.538455186817839	0.489979536971811	0.738771585132913	0.781760282235782	0.826604975379008	0.796548390495843	0.772978875330982	0.872349602193409	0.81338591261745	0.774402901518968	0.853010847420723	0.863881818444345	0.864545725231258	0.88615139096069	0.606160214857035	0.675031914948594	0.733818819250751	0.72522540201972	0.890497409814244	0.698991388337145	0.753839261625932	1	0.120029741842784	0.858814412782932	0.882900639793583	0.877368344381517	0.743883434336303	0.246632060201739	0.646597564124684	0.879834290834233	0.680202020465701	0.828124367234224	0.906740097013105	0.633497646440577	0.840768031282458	0.842248853194669	0.790599141363669	0.138712867325662	-0.0096959336506408	0.41343801443902	0.825329192379224	0.832655139654962	0.639871236536201	0.855881310042153	0.686555892345196	0.787625726321167	0.780776847714261	0.583421062858388	0.656547257491881	0.903788876247169	0.815863500269437	0.901215045627996	0.849503647534729	0.548876120944908	0.706398261130168	0.767722904175367	0.609247660463503	0.659825408941232	0.868342614868896	0.800803578413766	0.718781098472319	0.72361851554647	0.857687179178983	0.880133366020447	0.837143977706662	0.75580467913693	0.852174762656332	0.836053926456044	0.79276613260027	0.759576250205198	0.769055999336523	0.890462312707669	0.735749749936125	0.451370654152326	0.781598361513601	0.536277836474481	0.749715234808742	0.551459329869148	0.868905120760473	0.745876423167908	0.828395034161402	0.791001981613835	0.805143913302244	0.851760374461951	0.721433355920547	0.89592918267125	0.82459389783884	0.859075793002916	0.557952325055251	0.865941145897485	0.756887867757945	0.831793208394638	0.864547829892844	0.77976133767278	0.829576926548083	0.603729509688198	0.845661995144143	0.813109110813825	0.810465936017524	0.88872843047856	0.557859241598053	0.69448990161333	0.758015982967199	0.828927710941311	0.866885423427975	0.897739513605639	0.674598128052667	0.802350488784996	0.799495955525379	0.624281528505104	0.786121132327208	0.727938018008875	0.831146547147342	0.823664230490167	0.592282377666813	0.899035782198572	0.596358598652385	0.604815037789802	0.323615370692174	0.778500256620004	0.661300736657254	0.580241508044254	0.843394981298493	0.867324852818903	0.563015615530316	0.78722448938413
