""	CXCR4	CD3D	GPR171	PTGER2	RPSA	ITGB2	ITGA4	CLEC2D	CD2	NCL	SORL1	ITGB1	CD3G	CD8A	TIGIT	HMMR	CD69	PTPRC	CD247	PILRB	FGFR1	SELL	LAG3	ADCY7	CD96	DPP4	FAS	RXRA	CD47	CD44	ACTR2	S1PR4	HAVCR2	LRP10	TNFRSF14	ITGA1	CD63	IL2RG	CXCR3	CD74	IL2RA	JAML	KLRD1	KLRC1	PTPRZ1	CCR5	LRP8	RACK1	TSPAN5	CXCR6	NCR3	PLXNA3	DIP2A	TRADD	TGFBR2	SIRPG	CD46	DAG1	PTPRA	SPN	F2R	PTGER4	CADM1	JMJD6	APLP2	KLRK1	TNFRSF25	IFITM1	SLC16A1	TNFRSF1B	LDLR	AMFR	SMAP1	PLAUR	LRP1	CCR1	STX4	CD82	TSPAN14	LAMP1	ITGAL	CANX	CD81	LPP	TFRC	RAMP1	C1QBP	TNFRSF1A	CD4	CD68
RXRA	-0.755788107525345	-0.761596491508596	-0.751386083762677	-0.703566622769049	-0.45467739289366	0.184313534290176	-0.642104119619353	-0.687202857083479	-0.795400561685602	-0.112083830507564	0.623735151328477	-0.0654307402513543	-0.810336483980017	-0.59445629100375	-0.527282098395039	-0.377066058233667	-0.685208610388813	-0.529839973881752	-0.736649843666886	-0.0142505711013925	0.220035507876433	-0.48787705364312	-0.57373561456733	-0.00829740042535554	-0.726707464905759	-0.644010771514151	-0.494938657511795	1	-0.623138737386448	0.027874965434313	-0.158430393182605	-0.592950408743671	0.627312289423316	0.0629422649925795	-0.193347927049148	0.109332378760698	0.153431528116063	-0.668772203807248	-0.425442574752088	0.119331714205263	-0.364695627726896	-0.303214234539264	0.24778690036061	0.341363359239252	0.338955097698365	-0.171979222616792	-0.404669469647442	-0.334169331078066	-0.328239387887569	-0.702828133819651	-0.27886298924362	-0.226056533969744	0.0630737534558448	-0.608240821259591	0.357947371430956	-0.721215359409703	0.408413816952944	0.24273841976803	0.346526319880501	-0.605903372562546	0.0804232174261418	-0.024801464936589	0.290328245467425	-0.133438188998279	0.556343783838424	0.330208279360287	-0.792887373088408	-0.141873185131362	0.215515672492623	-0.302752283348981	0.245318683724128	0.243224648998128	-0.328740837205739	0.603006860109249	0.781177305254308	0.535661671884213	0.772976675068577	-0.545446768802717	0.693209139916402	0.636788151022287	-0.6011317614971	0.251774247040587	0.817230501242057	0.25492892654955	0.803806388471983	0.330400912673035	-0.236078949947635	0.628924800309338	0.189018269982789	0.547681288808399
CD47	0.828247492608917	0.824106787326366	0.664305901720919	0.522981306661277	0.904096481610899	0.257199822234276	0.920281591505293	0.877517340907012	0.76020305981689	0.710729902138159	-0.343531565656156	0.615289603747132	0.838975668203499	0.726524892517362	0.725913849747233	0.547920069831365	0.745114419936568	0.846244820922148	0.781947350753567	0.172094578268549	-0.0209030190158222	0.558055115474246	0.612503501805729	0.371321077180444	0.782641897283456	0.244624758789884	0.777661767270308	-0.623138737386448	1	-0.195924083319699	0.826335959951644	0.790098996094918	-0.22327786806823	0.370504096027258	0.205231475705144	0.282540095541852	0.254925941791392	0.756462816218865	0.599162149936345	0.486725236551267	0.32996956814092	0.672588142973462	-0.303810754031458	-0.149132585096617	-0.248432003124417	0.292007284751979	0.56604308513294	0.829792166314782	0.555632299245067	0.566325838843895	0.637729855035382	0.563547798350409	0.478958733835932	0.873570465589718	-0.0607978388398903	0.704875069165375	0.0061864125471889	-0.078533364201864	-0.0380751677577174	0.837838174873395	0.311192160809483	0.530784339291198	0.0903598037751205	0.736430369254246	-0.306230274384422	-0.146233628947533	0.674512252801383	0.391716171233679	0.284015702695444	0.441029805325712	-0.199719994960245	0.208515833761753	0.498469884989762	-0.549660678515727	-0.609384014341652	-0.341473005957589	-0.486141135153374	0.844608883038328	-0.372589468018176	-0.327532690020591	0.655566826830828	-0.0475800224000016	-0.320419207669881	0.13886748188164	-0.573536060523554	-0.135331300125045	0.720312435032044	-0.193861038138298	0.399383895856226	-0.397829030035044
CD44	-0.25387853441236	-0.231855817579659	-0.182696428874628	0.0620093918189198	-0.100848239550141	0.220107550478586	-0.320040096421526	-0.370457982511864	-0.235486199665084	-0.199397646725643	-0.0378765204445076	0.0529970290119654	-0.255034378595612	-0.286533807164324	-0.245932751841149	-0.287335284592937	-0.197556167779596	-0.204842373243965	-0.286707577745432	-0.490525129945609	-0.327190195637626	-0.370081160906836	-0.3178895635169	0.188889584806503	-0.420475643422231	0.406381943981701	-0.38767706328297	0.027874965434313	-0.195924083319699	1	-0.1105756945419	-0.317856146142559	-0.015884672072507	-0.200701389473359	0.360438437603321	-0.26670976312	-0.0117398312322029	-0.338799149934961	-0.133477382815401	0.0591609003617494	-0.176748761350771	-0.0609484088344589	-0.502107676388984	-0.194700711469562	-0.369325984049168	0.112739876421754	-0.172250566836856	0.0111839611796476	-0.468943871850175	-0.277541386580107	-0.192448792968815	-0.437316328933813	-0.229450788028721	-0.203266053342158	0.317815693362438	-0.119668770550072	-0.337652670792356	-0.36959072555002	-0.44434303820646	-0.261580402742066	-0.526169460724303	0.0190239352500739	-0.312158726920015	-0.0755587733139277	0.0464987285443906	-0.591589031078176	-0.312705741189414	-0.314645666851009	-0.353857988996027	0.0109545647098421	-0.0085470997345523	-0.129929071713859	-0.407266286281481	0.666815240210589	0.0146816569244072	0.586013362363551	-0.0969130587758332	-0.0396503905159851	0.14310514405815	0.201098806725778	-0.262352097882821	0.336985959888191	0.128217286526999	-0.418383056350923	0.21074858164826	-0.200902538391153	-0.115670540561382	-0.09735598481404	0.0695011853976731	0.7127138074242
ACTR2	0.584197980478965	0.574499467075085	0.405169290098896	0.253730642018887	0.86485034090796	0.581991423518328	0.746794113569485	0.602710027620025	0.455009982607353	0.768320957409633	0.00444252351669311	0.802967029519379	0.529545903233287	0.473014080110957	0.539454734867282	0.323901893523859	0.500938575469666	0.79027166949773	0.513290419616618	0.0597353428378152	-0.00382771336740364	0.498076742915914	0.344671956793019	0.51835219201846	0.446262225170582	-0.071891884879074	0.56254368295577	-0.158430393182605	0.826335959951644	-0.1105756945419	1	0.597766903227481	0.17263718958511	0.48610492594186	0.376392421712997	0.5349697083434	0.360848768252113	0.570259413689226	0.611316943542968	0.772060556165494	0.179256844417988	0.694324289347872	-0.203884194228561	0.0374535408883237	-0.263601993246538	0.36197606364571	0.587484453704391	0.865941364080238	0.407013087776507	0.295589303163475	0.706078266332192	0.465445970160444	0.658387510907257	0.76992263141383	0.331706348318645	0.377273640267628	0.222689118056564	-0.0721596608712998	0.014186884237701	0.743431978795585	0.315369484606246	0.766980184320829	0.158386180697495	0.821093224741556	-0.105757016580995	-0.0200416184494413	0.340040954419723	0.467850175297626	0.502446163146237	0.541135689684477	-0.174154640252136	0.327451284251529	0.332117549803474	-0.20708000276871	-0.372198366081143	-0.00245639307804335	-0.0713380222739434	0.762668946536837	0.0551289758636462	-0.0308129210577093	0.446794059813215	0.0657472615275095	0.147966609854812	0.30443096375614	-0.152832597750931	-0.0716731623775774	0.713655360719132	0.112738672191628	0.705285022556495	-0.0544138220713086
S1PR4	0.758307257159714	0.850455627115323	0.580805849975359	0.284834797456954	0.519245304104266	0.103669775955369	0.906255850426144	0.900395194567801	0.821757937702501	0.36201512263768	-0.290063290503954	0.319625790922483	0.881247905928761	0.882277215167505	0.89188101395315	0.633233791325663	0.599529203162314	0.834785230184724	0.766231946330289	0.120493457224582	0.0130458872611402	0.59451099760656	0.847079695994612	0.203149263129066	0.76419145255598	0.00939824469685978	0.794835094054982	-0.592950408743671	0.790098996094918	-0.317856146142559	0.597766903227481	1	-0.261098440039489	-0.0434650985263763	0.279992610134243	0.113363034480472	0.0389549060451363	0.908784542854937	0.716571488546367	0.190804413068267	0.59331856304196	0.230338647519034	0.0762083432223932	-0.156907589338868	-0.174996781551869	0.52274914602142	0.509992502167982	0.398135102629841	0.536880620453614	0.797467178317679	0.440141788659765	0.731598674218248	0.605385844506463	0.727367305993227	-0.0773423768360834	0.450768411441559	-0.224121551490292	0.002488151359553	-0.0606314590735244	0.759060276177773	0.317226321708293	0.243146374015945	-0.0333891011852077	0.607625019233666	-0.319174288298805	0.208985129771261	0.600308139691754	0.121317223799117	-0.0294033673258868	0.668373491086939	-0.278708741041205	0.0856410312188556	0.366091042823416	-0.597438756708884	-0.540165648263733	-0.422169224930573	-0.454586584007106	0.660624563563283	-0.384107025992307	-0.413598560677305	0.806784737016601	-0.261908426042698	-0.430542682793154	-0.0116856992103963	-0.538762616287964	-0.136161387133534	0.314136891393058	-0.341903299363339	0.2153765784853	-0.502869460802223
HAVCR2	-0.285183711348983	-0.387402532152393	-0.396569846892394	-0.384886735585164	-0.0952350410473406	0.690764940046978	-0.22714528032856	-0.339930828577793	-0.425420405162896	-0.0848188346549982	0.902306936032417	0.0716698341762257	-0.413794112231893	-0.217237934320174	-0.273996150252386	-0.289468313289442	-0.224346443426879	0.0244646564562462	-0.296582418915126	-0.365687579863142	-0.279326366541667	-0.198104646357819	-0.367127237826806	0.563614616148956	-0.331457841693131	-0.541260695499958	-0.254763864489306	0.627312289423316	-0.22327786806823	-0.015884672072507	0.17263718958511	-0.261098440039489	1	-0.0365464411738251	-0.13166760878146	0.0158056904755503	-0.0320848872749129	-0.379713458694185	-0.104693331324175	0.585531304934614	-0.296037522883397	0.0386513970616868	0.0475052789851513	0.117777077867437	-0.21729159555677	0.0755577208330831	-0.286508439283992	0.0169057968773171	-0.464910082925827	-0.515296935364352	-0.110727083453708	-0.289686666997109	0.274606073150955	-0.28593265457492	0.608045742827484	-0.292490282769959	0.14520400466776	-0.20982655906519	-0.140269178499603	-0.258858783790109	-0.293823153021424	0.542529729737466	-0.0437450713685914	0.383966116936537	0.17340588976001	0.315895839093989	-0.35041547209125	-0.0324448331605424	0.00767003606820087	0.130640614116785	-0.274944541791857	-0.0230227316412723	-0.538821907645247	0.658160882962568	0.322449666366153	0.649689769185698	0.870874436760151	-0.340303243693081	0.892799516943491	0.288675784001662	-0.254274596570754	-0.126195508262812	0.713679940345319	-0.101569138734128	0.856745715443341	-0.0627689359850645	-0.0836093640612551	0.305707661813834	0.693526656419394	0.600642674047567
LRP10	0.0214329731552635	-0.0347203977108626	-0.0723608577229664	-0.0537372830710972	0.565108461872451	-0.0365348543981949	0.251530890061271	0.152512936745282	-0.0552967568567233	0.796094647908252	-0.134289486905396	0.661180923720163	-0.0217895092404955	-0.195034377083155	0.0965941306551077	0.297444270268097	-0.0242003026052496	0.000320219187804337	-0.073495018852106	0.607494118386474	0.56303330309931	0.380980787570507	-0.0502826556443145	-0.174442762454485	0.0770664993012334	-0.0348093975333243	0.308398016448418	0.0629422649925795	0.370504096027258	-0.200701389473359	0.48610492594186	-0.0434650985263763	-0.0365464411738251	1	-0.0259517682105971	0.553862916717079	0.804237547549726	0.100839992001745	-0.0601949029542901	0.348724781819337	0.12212492160006	0.539417477413881	-0.0645826344602896	-0.00458272265500758	0.41452589166056	-0.357102293355707	0.31727017115443	0.615291947340333	0.635973926170059	-0.0382089599012498	0.319855886194708	0.0736128289844748	0.090555947652253	0.248050846420771	0.0499278635223264	0.10471439694271	0.805760655193753	0.526460458073255	0.608453882414011	0.454137413302625	0.576552461137558	0.376181844031515	0.701245209336638	0.173950876967897	0.457826146663187	-0.144191102946745	0.00583677331057664	0.540063998088776	0.815127497828477	-0.0765773890135883	0.5821959979234	0.64546778981542	0.715984283562693	-0.275690056220932	0.168567362227795	-0.137542636796361	0.0678453532009189	0.400319186742521	-0.0435051244128239	0.41115732980908	-0.278226837288959	0.589335501632424	0.321422653254155	0.807398591076428	-0.153451065716361	0.565680057532823	0.793623712506281	0.675098400447189	0.260266721359612	-0.177470353795462
TNFRSF14	0.22080233432423	0.316150060758843	0.260242993728531	0.100443313902341	0.245412919073741	0.395776503173596	0.25003953024509	0.0965105570793983	0.258291612837721	0.0879560744102334	-0.165941947329053	0.323987611254322	0.227472461029845	0.145509829703239	0.246092659059664	-0.0440612862271581	0.0696757229574117	0.414529302425906	0.0923255226697905	-0.147648251358832	-0.23365981990715	0.419149228859205	0.172121566591031	0.0930393617062946	-0.123579543421389	-0.00595307030278636	-0.0754303423881722	-0.193347927049148	0.205231475705144	0.360438437603321	0.376392421712997	0.279992610134243	-0.13166760878146	-0.0259517682105971	1	0.243780206260628	0.0189834712970477	0.435482214170515	0.630485137932273	0.280206257669706	0.26402458305672	0.130652425760455	0.0669329368830599	-0.274619475142804	-0.37221817141519	0.664161043407584	0.571868820917634	0.267853319519291	0.0644354837534908	0.362978581804951	0.222273532780195	0.163406332698654	0.132805083637779	0.341149100498561	0.524095739350014	-0.0867106551764823	-0.0768246718711822	-0.233691131728436	-0.312003796031363	0.448858582940594	-0.102972741816189	0.23375944704671	-0.235051157628303	0.155713019978774	-0.169406288029066	-0.289886916793943	-0.0167499821538846	0.0970655827919691	0.0440604463748375	0.615024045160575	-0.155015056785645	-0.061833019722067	-0.00962128405438038	0.0854793502862475	-0.351321577402759	0.174176851946503	-0.17361681558737	0.398144706911222	0.0596557230498317	-0.021941128594141	0.260409246432623	-0.0457432511103458	-0.00768514725851081	-0.0392470716188303	-0.0868233900147721	-0.199958380121409	0.0997304370444641	-0.144895508924381	0.246024385780714	0.199792297943681
ITGA1	0.201036212138724	0.179346407699703	0.223706621695592	0.178632260393928	0.505403445654827	0.0731477821576907	0.258084036462715	0.0714588859981987	0.0545949551720803	0.59156018463509	-0.198029353156184	0.713887993957562	0.0598943897501921	-0.0301350442649952	-0.0461919898865727	-0.212175203265947	0.138625045266505	0.236215085723314	0.175555148933522	0.178967779121389	0.168049825928399	0.338779653619684	-0.196335434160439	-0.0752767353916989	0.0230955878095373	-0.127328702863052	0.224183535598382	0.109332378760698	0.282540095541852	-0.26670976312	0.5349697083434	0.113363034480472	0.0158056904755503	0.553862916717079	0.243780206260628	1	0.269575001618046	0.211801849082154	0.235392017031349	0.318090325559406	-0.212131585292641	0.571775625844407	0.259680902070277	0.408281314753436	-0.0708227806037605	-0.140775467064703	0.577615300347201	0.50898960685819	0.343735255720225	-0.000741341935758019	0.572872464054054	0.0590463935938378	0.171396477917607	0.445237210138817	0.0639314556308832	0.0462060455303115	0.47521411460498	0.0198747669369421	0.177815817636271	0.399087106221312	0.422471120234144	0.373695355363152	0.107282155827076	0.072857315310351	-0.136803609128513	0.254807069112768	0.10524841616245	0.849286623232917	0.759421055576173	0.0645849380911992	0.121677426699978	0.0792225884280112	0.351517396974612	-0.299159988509118	-0.24554364537173	-0.344487142005163	0.0861468165224608	0.309583334518605	-0.0343241835536441	-0.124825051477848	0.0927824999371721	0.100384743354596	0.0675572277488202	0.718704057044738	-0.181815476059946	-0.0609799624007775	0.504126339234056	0.22941161280008	0.161210355354515	-0.296616478354796
CD63	-0.242058327438826	-0.20481414060199	-0.425860255214575	-0.443949822002264	0.320173066568959	-0.135606845978097	0.212427208412623	0.120883427473857	-0.191593338305045	0.722892957782851	-0.123168614344635	0.589805854401545	-0.14093305912209	-0.105599631166978	0.256637615455298	0.549376180330785	-0.366177468643226	-0.123173440662491	-0.327224100223582	0.624596889274704	0.705076253894397	0.227004491886416	0.111950170133261	-0.323467145091928	-0.107041314517542	-0.27665385448925	0.367182800001988	0.153431528116063	0.254925941791392	-0.0117398312322029	0.360848768252113	0.0389549060451363	-0.0320848872749129	0.804237547549726	0.0189834712970477	0.269575001618046	1	0.040106650877376	-0.199085791429733	0.254619561394975	0.384051266175468	0.1701969910186	-0.0501332962048771	-0.146022941372909	0.583377652773191	-0.21515847910467	0.0645386263280469	0.413699794269599	0.680477986777153	-0.0389603158830597	0.0586287681382494	0.203545929696827	0.150523839866805	-0.0440399526012487	0.10242591666426	-0.216827985607745	0.672033850606556	0.718470744178967	0.707494362260778	0.310710680810874	0.64649200505977	0.128677471495898	0.847436116852202	0.222009736549667	0.7487856994983	-0.0903424902320264	-0.311587532985425	0.103743619122953	0.581842500974204	0.0476323138120567	0.739921443868399	0.797852618911953	0.691772832797861	-0.101408752965968	0.42781201885365	0.0311110650513084	0.113842826102628	0.226738207775261	0.0356755617921552	0.613199881659131	-0.324530113624588	0.822548296135541	0.415486935172618	0.684576131735613	-0.0512556139052007	0.792177828667336	0.699424912313416	0.782591880221886	0.258279983941657	0.00887340157955397
IL2RG	0.799125205534526	0.889176167361661	0.695705502918403	0.387244778624016	0.558185676125305	0.0697474110866131	0.885192822009521	0.858954876928206	0.871451554617676	0.347982994750794	-0.35014811866195	0.313281154055767	0.899241837376454	0.718269595430093	0.84632542025464	0.570652369502298	0.638103566405833	0.80675125966422	0.772732554877664	0.208386572896661	0.0258917998434462	0.818138739893444	0.806447390653624	0.0840794528729127	0.750724676864836	0.153462137856979	0.698343284029947	-0.668772203807248	0.756462816218865	-0.338799149934961	0.570259413689226	0.908784542854937	-0.379713458694185	0.100839992001745	0.435482214170515	0.211801849082154	0.040106650877376	1	0.841932624753438	0.124149947821083	0.657042262288548	0.307316678555708	0.156085745520253	-0.267637361436547	-0.160691323189945	0.504053089041748	0.705954789471173	0.420213119988902	0.614862664270088	0.919949383843916	0.464062434342412	0.64094973152685	0.47723381201631	0.806562366705954	-0.0300046998317186	0.484983617201206	-0.0873004561597644	0.0348921446726406	-0.0506101419509731	0.894804692318491	0.274867337714081	0.264167248296835	-0.0449331370082394	0.452053248504803	-0.340068605664393	0.0490560521754798	0.689450660751971	0.26518370920568	0.0776168289270656	0.697494035645597	-0.232702361977299	0.0571227291609232	0.462046130595763	-0.674492363653093	-0.612888864251507	-0.471695725899095	-0.499034589966736	0.780807445480815	-0.448236351246196	-0.385880229409217	0.727447479809025	-0.289590570223558	-0.465612613945957	0.0814136097215963	-0.606006679150972	-0.10161228646747	0.342146784969284	-0.327893077687804	0.144229669474928	-0.577940039359421
CXCR3	0.725479730521695	0.788014623657137	0.699992149888129	0.411284627713737	0.511738065859537	0.449554192388487	0.693821316661385	0.616438397370394	0.726338499804084	0.17479979508379	-0.0660252326792624	0.27095737303196	0.740194021608506	0.530505450536377	0.618770769683584	0.22770592464786	0.630521336426992	0.841062976690741	0.686761285891645	-0.104532935506831	-0.294591041701541	0.673102198401336	0.579852958755599	0.399476625361334	0.538891388134327	0.115935619375663	0.364119502028811	-0.425442574752088	0.599162149936345	-0.133477382815401	0.611316943542968	0.716571488546367	-0.104693331324175	-0.0601949029542901	0.630485137932273	0.235392017031349	-0.199085791429733	0.841932624753438	1	0.329345441044668	0.419530861812011	0.363447071428768	0.132296443199003	-0.206102703151961	-0.449777708418806	0.684816361007708	0.687545084012885	0.410107158297891	0.242695666949044	0.735566457187895	0.458583669686072	0.442418228516877	0.526713665105615	0.770515147113836	0.310017965667369	0.408713066251162	-0.176110417164205	-0.287405555036318	-0.331018247363058	0.739280160269528	-0.0624338813359564	0.450193611054239	-0.302775514247307	0.480828026813853	-0.455796669106966	0.00290041089022714	0.575823691839577	0.289845242254846	0.0465001985951986	0.747041676570609	-0.536972782429863	-0.124929622063499	0.0475757849941927	-0.320165384984244	-0.620196343963124	-0.113607552810726	-0.310422227068525	0.719539930432969	-0.142662915019294	-0.338327303147315	0.631583656306399	-0.480098906434586	-0.222935805271909	-0.114499179160276	-0.266678285975615	-0.361576134339395	0.190720328232099	-0.414158523861977	0.367957144673675	-0.21004359612466
CD74	0.232000847622991	0.131614452155612	0.0808434914907219	0.0514585118525373	0.64003705239645	0.784891369132591	0.348270612322779	0.159936296849361	-0.000127852605123693	0.548575473565935	0.334160859419024	0.57524839165379	0.0972724696068371	0.145414565005915	0.103434924560989	0.0405825040982632	0.204325675854751	0.538702198948405	0.141388428320382	-0.139008288789815	-0.226270821435326	0.160751549205475	-0.00252453771067774	0.692755689801754	0.060228379237542	-0.228644541848859	0.134774914740709	0.119331714205263	0.486725236551267	0.0591609003617494	0.772060556165494	0.190804413068267	0.585531304934614	0.348724781819337	0.280206257669706	0.318090325559406	0.254619561394975	0.124149947821083	0.329345441044668	1	-0.148563341673092	0.667886068238262	-0.203534950682283	0.00770518679671749	-0.37724060633901	0.213562961072923	0.152781936932602	0.74438886532424	-0.0210823421367536	-0.147543428082386	0.368743550792876	0.0845950449106464	0.486834280827037	0.352144867350679	0.493266013628448	0.163429868511298	0.171380314439855	-0.268076126232575	-0.149495959599183	0.375618828721061	-0.0429999423250563	0.878039941041477	0.0965622574095455	0.774320077646973	-0.0384638799965257	0.00266631810960315	-0.00179845110990752	0.313189905637816	0.333100826725238	0.355343721622729	-0.259473872332364	0.107945249085476	-0.0907817303305954	0.248463793085297	-0.1523338246448	0.342897044127969	0.334805965063205	0.309633615651847	0.418815710744778	0.038940440091205	0.0660133249709341	0.0662708808130531	0.411833955847465	0.0920826517625468	0.250950768915588	-0.172935249617015	0.548092591151663	0.154774667259276	0.831237049000213	0.33655039912803
IL2RA	0.23071129783214	0.366472117956768	0.0502549119190306	-0.227736325056529	0.0710155103433966	-0.134429379770963	0.574237405808464	0.591948998753271	0.469011240641807	0.11165762680255	-0.118468098906057	0.0902135635900364	0.478249705539289	0.409789402337643	0.832929415272049	0.831273401845768	0.042616575989122	0.297608176950572	0.189636301004295	0.342265805138215	0.358374758307169	0.601277516512443	0.790969430776608	-0.23770717143016	0.406546954950846	-0.096629331803736	0.547344780779444	-0.364695627726896	0.32996956814092	-0.176748761350771	0.179256844417988	0.59331856304196	-0.296037522883397	0.12212492160006	0.26402458305672	-0.212131585292641	0.384051266175468	0.657042262288548	0.419530861812011	-0.148563341673092	1	-0.264219466024291	0.120066133673244	-0.44698460300054	0.314015902367359	0.416381407813987	0.256330998474434	0.00733278309562732	0.645040479485641	0.753269880360667	0.0333876711602856	0.488676798398538	0.370384454340431	0.211661665372846	0.109146640056853	0.00532440399773244	0.0284743384011795	0.514207148405132	0.261439734851111	0.561757783687127	0.317937856790573	-0.100688409024413	0.326631316160668	0.207416693527693	0.325270532497993	-0.0166057326025336	0.214438287744345	-0.270866735926302	-0.0456275357552005	0.651137631306845	0.170286274266146	0.47400226143415	0.496524785168896	-0.366132965300803	0.00657575144807263	-0.104344325941247	-0.257200840313304	0.445548280225708	-0.206734685256292	0.217005997113497	0.27086188819716	0.125426453086281	-0.0768815603970303	0.0595339403926491	-0.255674966822231	0.484823607455821	0.148377468650791	0.0924611114471775	0.118766203470326	-0.257539588640212
JAML	0.549407932210302	0.431444309760114	0.528581975089024	0.606044766491578	0.892707893604712	0.34617600982426	0.464909757281723	0.331225028510459	0.291381533188203	0.705120764511761	-0.212107241940645	0.628117175962495	0.363181162990429	0.150766290587923	0.0528505841287676	-0.0468565718381299	0.569097975428438	0.523001167417687	0.49755517884248	0.0616369869091667	-0.19195682119197	0.342916687049223	-0.0430173504326333	0.420612813738356	0.364079549401001	0.316533972885487	0.316850888209591	-0.303214234539264	0.672588142973462	-0.0609484088344589	0.694324289347872	0.230338647519034	0.0386513970616868	0.539417477413881	0.130652425760455	0.571775625844407	0.1701969910186	0.307316678555708	0.363447071428768	0.667886068238262	-0.264219466024291	1	-0.207083271092764	0.0555929200834477	-0.401627787701654	-0.141611942684415	0.46928665187873	0.899593444867106	0.205847493232687	0.0574753217920171	0.546746477675638	0.00785559515781484	0.154414392379083	0.667553733686777	-0.0160942184388958	0.633680363280973	0.208127015030626	-0.323400472044598	-0.139173010201244	0.557166455668361	0.0282525325811307	0.72321343689383	-0.0155245918628125	0.473804664156404	-0.380864352942561	-0.130566746039096	0.452934853999634	0.759263538168285	0.512464756588919	0.056228825500342	-0.20181211754545	-0.0801060733269332	0.206041237858697	-0.251496220021237	-0.531112416202352	-0.212149636085227	-0.166940551243221	0.556518376718455	-0.163202835056982	-0.340284491316073	0.164372009480356	-0.000147070255932822	-0.109520940852586	0.267815946099696	-0.321966216101195	-0.335099584130136	0.763537139973349	-0.0927670631459559	0.382899603362425	-0.182088271932852
KLRD1	-0.208291988105685	-0.128027278524527	-0.132866107416884	-0.372002879380944	-0.323155850251798	-0.291193817863813	-0.13387860848238	-0.184439984556768	-0.153380429832962	-0.113752671114389	0.095435071016944	-0.241939008390033	-0.148598658879408	-0.160391703235746	-0.0901466764251397	-0.0508782648007062	-0.29756044930162	-0.138919761160808	-0.1596357914397	0.425519444423464	0.295504261905086	0.248137521412605	0.0600728600471928	-0.377232820898036	-0.191739308097385	-0.49338501934459	-0.104905550782366	0.24778690036061	-0.303810754031458	-0.502107676388984	-0.203884194228561	0.0762083432223932	0.0475052789851513	-0.0645826344602896	0.0669329368830599	0.259680902070277	-0.0501332962048771	0.156085745520253	0.132296443199003	-0.203534950682283	0.120066133673244	-0.207083271092764	1	-0.0258895260262602	0.330694802860087	-0.0926708956739629	0.124297318578475	-0.359468261031577	0.221815460881317	0.167315302584607	-0.331807011559191	0.175870293302256	0.0584019749349156	-0.18177023030914	-0.0156117750156736	-0.366062886085787	0.351258044733576	0.31264380235127	0.34251247507164	0.0250450609143716	0.237708847894231	-0.210068678853008	0.163364809501842	-0.260394577753142	0.0942741341087281	0.630839254699824	-0.169723064157737	0.210082183654584	0.0991458808258398	0.0511378108818437	0.157282836723867	-0.121965181612627	0.0207994166065513	-0.252048704327986	0.225009783118637	-0.311087341458179	0.275003671890229	-0.279280415489922	0.0152818011769498	-0.05880571690429	-0.157061560022244	-0.218672626861263	0.043510939047832	0.388313320985545	0.0497884776990247	0.168637333998857	-0.219613508252351	0.1414121078487	-0.26164307162763	-0.357617699301982
KLRC1	-0.151409738537163	-0.175185398736144	-0.0975766663464739	-0.0442301160602424	-0.0837880670184186	-0.0759612028535233	-0.157932224920065	-0.128739221382064	-0.231975018098331	0.0454374058045115	-0.0159478761710322	0.0439478794851122	-0.213637597464475	-0.146743499685013	-0.273185620638668	-0.30359476358343	-0.0900709623777268	-0.119159428876095	-0.0221368281289765	-0.256853454274412	0.150413153883627	-0.368485121954293	-0.272191387156405	-0.0285712699495675	-0.0551963380001441	-0.105347003159156	-0.0981427961464985	0.341363359239252	-0.149132585096617	-0.194700711469562	0.0374535408883237	-0.156907589338868	0.117777077867437	-0.00458272265500758	-0.274619475142804	0.408281314753436	-0.146022941372909	-0.267637361436547	-0.206102703151961	0.00770518679671749	-0.44698460300054	0.0555929200834477	-0.0258895260262602	1	0.0309513042301701	-0.285361996145963	-0.164610998072234	-0.0659339794977891	-0.148314295110931	-0.279062159334988	0.505329382009675	-0.146652226376237	0.228133901198043	-0.00685131746281689	-0.292097361573446	-0.213576652516896	-0.0893193469041008	-0.0527802057810216	0.0608325144925732	-0.276846599794353	0.202763769285603	0.0182283437445744	-0.0132283355083155	-0.16949865525636	-0.107417294515163	0.422056475626866	-0.147742075412752	0.149912620955619	0.365192077743975	-0.251401313981081	-0.0540430028040725	-0.0968037351480748	-0.0464697516585923	-0.00899217525365608	0.0489686823955179	-0.209724349171185	0.189794968472563	-0.201768959060534	-0.0454270764308108	-0.140466056617782	0.0017318721376381	0.0590105093199009	0.0310082834187566	0.190737100630597	0.0635298805082257	-0.159880183833584	-0.124502225666699	0.0139152838210799	-0.134451260348321	-0.105282448960022
