""	LILRB2	LILRB1	CCR1	C5AR1	THBD	TNFRSF1A	CD163	TLR2	TREM1	KCNN4	KCNQ3	HAVCR2	ITGB2	IGF2R	ENG	APLP2	ITGB1	SMAP1	TLR4	CANX	PILRA	ITGB5	CD4	CD44	CXCR4	NECTIN2	LTBR	TNFRSF14	SIRPA	TFRC	PLXNB2	TMIGD3	PECAM1	TLR7	SDC2	TREM2	ADORA3	ITGA4	CD81	GPNMB	LPP	PTPRC	ITGAM	RXRA	CD68	ADGRE2	GPR84	ADCY7	CD47	FPR3	CD74	CD9	VSIR	SCARB1	TSPAN15	RACK1	TSPAN14	TRPM2	FPR1	ACKR3	CD36	TNFRSF21	TNFRSF1B	UNC5B	PLAUR	AXL	CD33	CD93	ITGA5	TRADD	ASGR1	SDC3	STAB1	HLA.DPB1	LRP1	TLR1	RHBDF2	ADGRE5	IL6R	CD180	PTGER4	C3AR1	ITGA6	NOTCH2	ABCA1	C5AR2	TNFRSF12A	ERAP1	EPHB2	NRP1	SORL1	ITGAX	JMJD6	AMFR	MRC2	CADM1	LAMP1	SLC1A5	ITGAV	CD63	C1QBP	MCFD2	PTPRA	CD46	NRP2	CD69	SIGIRR	SORT1	NCSTN	LRP10	CLEC2D	RPSA
CXCR4	0.64988589830331	0.680601716149568	0.480429228994606	0.425546532282394	0.52485707727287	0.721958007929916	0.399076423793919	0.669414276111313	0.459186215817965	0.581567993046967	0.594402299302131	0.797795921737487	0.794613413306969	0.252373351077362	0.534276714152839	0.571759148471552	0.64631726513058	0.745752905594971	0.549920994433526	0.663369538257219	0.390414871273335	0.228336576693646	0.51666715563261	0.727518151155719	1	0.758556205966905	0.617468347794014	0.548532689522967	0.618984475200211	0.649657762360962	0.535893136007802	0.259873209462183	0.516897430574467	0.611672431163992	0.287124410645474	0.666182454627512	0.478825021703447	0.77216250146571	0.560320508223867	0.212747643541469	0.606543756854834	0.873046707799211	0.665698452527737	0.592955600994075	0.447821004464596	0.635057458430839	0.756420402084121	0.673855612187198	0.707827143108244	0.469891618024712	0.740883396435933	0.770663273426377	0.872883063143734	0.602515020466706	0.598658031526684	0.780206175928227	0.605893992533925	0.584515720208834	0.798100928134883	0.321980099357723	0.207215182138496	0.494701428848241	0.697407296401641	0.545364952031159	0.695958263926828	0.748596327526069	0.725138293562304	0.455809109354289	0.464453968073674	0.791404092490058	0.641877828840284	0.113067823418567	0.234752031961702	0.716625316897021	0.402192361787725	0.72775667742123	0.62827557078982	0.61324466482837	0.582160516197074	0.642590494888938	0.831477013646864	0.760201075359147	0.611079048369139	0.585731322089682	0.100831812696929	0.364803435568249	0.522532060964697	0.52609915754089	0.448009774671579	0.342282012250183	0.779359454298863	0.256550198417157	0.700797279509472	0.581320526487756	0.555015752014486	0.536517286283427	0.446869172906738	0.670724758253323	0.616332007535817	0.661672532816144	0.633695586879439	0.624497002130293	0.690810885913382	0.734090291157768	0.390455489355577	0.856279663368405	0.785833281982302	0.719921612695329	0.625703063085485	0.826633847314222	0.659929617578995	0.704425142591435
NECTIN2	0.798449913446173	0.840440141660164	0.763693309280418	0.385548377772919	0.792795400905815	0.926389855226547	0.730229146319078	0.850906913769014	0.654605758566963	0.819065744207877	0.716782286605143	0.91743887971475	0.938821294343301	0.468081610927953	0.872650378482992	0.863398263633414	0.887805048021055	0.844718985455863	0.696585126996098	0.911551098783878	0.281136445914739	0.58172076923993	0.8294156000275	0.833299737372402	0.758556205966905	1	0.851459374929874	0.581098073188933	0.88712705390699	0.67428086589641	0.838972234333834	0.525413462958259	0.518723910709938	0.772939597674998	0.362424367025486	0.848429733007989	0.665289104600384	0.929702971666388	0.873133707963959	0.263015860873157	0.816836199579568	0.920200344945903	0.867169496337951	0.828543600639055	0.558283931896077	0.771108896139783	0.876320763499609	0.869619927673895	0.92223156105854	0.753816684766608	0.649055659397073	0.763725839211707	0.847284764276352	0.806330249683872	0.87987256773783	0.885793433540722	0.767278728056892	0.836806326341531	0.843046357415768	0.569340054462788	0.506174992718905	0.738054931613149	0.742910086536621	0.696765620065166	0.878360598838209	0.605568738308503	0.908306354451806	0.792960522202476	0.731919954068811	0.879469482750023	0.829439812414151	0.353140194522572	0.612535154557128	0.544455517337825	0.655925367438659	0.773781991980408	0.760787913124183	0.823309500733272	0.75556608122541	0.801116641811123	0.768776088362769	0.874837660873063	0.810081049079328	0.664157759727003	0.16180035529021	0.472938150770194	0.804742496417083	0.808880653329433	0.718813542661814	0.721509449407124	0.872251958813624	0.279991073896081	0.765029901066589	0.728320171348436	0.805412498517463	0.564168589963641	0.665708075380553	0.857753278401672	0.780018862419993	0.907362325093931	0.816547263070907	0.855936200826447	0.887559432225967	0.836495618847384	0.603043937354797	0.802390457826685	0.883658958270587	0.760243499388712	0.872512411785099	0.868069586804585	0.705701940811974	0.839615326021142
LTBR	0.792410898621684	0.815775446044303	0.81277889835653	0.551785828525054	0.734152155952622	0.901829919726171	0.813917447339559	0.845379950131203	0.580070161742953	0.691121678736778	0.707675283664691	0.818442009709046	0.838917117223256	0.642612009829241	0.881773296262296	0.904633782616319	0.885947299931798	0.832409547161309	0.800520055288014	0.890875297668261	0.398180383037312	0.703585187916052	0.858662912697538	0.818871970364906	0.617468347794014	0.851459374929874	1	0.693499436843867	0.886777802327424	0.733809345052893	0.835639355972311	0.642462397933662	0.570202853270224	0.758734448598508	0.447134766261809	0.790706108576593	0.693683523882244	0.784300256526901	0.888213955847797	0.397726540220086	0.87105572113635	0.814847519787379	0.851312567749748	0.760018339368085	0.679149886055005	0.766002939152753	0.791608234068948	0.833131315682332	0.844691083664499	0.830156987681488	0.615409453212672	0.717200374484	0.728124822248364	0.826956006588775	0.854186573923196	0.817416273677058	0.812056326939136	0.80084306454505	0.723471704242291	0.56635424144772	0.565172306566367	0.777189488898926	0.779156410176072	0.68986205272647	0.851850154051933	0.53045358211809	0.84176443970229	0.792968723130846	0.745189482770605	0.830073738931342	0.709268413807004	0.539517362377508	0.72456406432021	0.517137940501957	0.784180020894882	0.732316422033673	0.756472532365645	0.818386212242656	0.761817193388212	0.714660258077721	0.702408478409915	0.821554588547047	0.753052707827227	0.723886123638199	0.365431479933021	0.489270351596329	0.699623154746603	0.784711603884877	0.789905029395486	0.782256877004685	0.795193961211098	0.444719253029875	0.681368268937036	0.772472234229805	0.744592946695243	0.591368461708706	0.758795663404862	0.733536646895641	0.823344871199756	0.867196609582453	0.70865009151484	0.86963118607899	0.825645921659613	0.839895314437989	0.73396377995287	0.627157440750437	0.816449890520598	0.660071132046413	0.844357198209641	0.817553291613039	0.724494548312975	0.742064120603927
TNFRSF14	0.515546369752913	0.583040747016717	0.731559544764144	0.773733204404747	0.414852921602962	0.632045125479823	0.656437673802448	0.642307450158361	0.57757834523284	0.30898548093981	0.622604353688665	0.600890627819774	0.649937925357551	0.734837064903388	0.54213740958667	0.762848321535664	0.744386871891163	0.772488630684476	0.762619137043057	0.664891249278181	0.619604498095121	0.660504352045277	0.684851943297059	0.730707449793514	0.548532689522967	0.581098073188933	0.693499436843867	1	0.639273603586039	0.672483840357352	0.668786245483722	0.657521428484232	0.56658065157986	0.501910813443859	0.721612870251811	0.600882204502398	0.561008366663046	0.439350651913527	0.664785173993529	0.777640365056091	0.720881443076103	0.58783206977709	0.688318695065558	0.576828768432208	0.833075050589165	0.601781272443833	0.447936084853903	0.523961995282433	0.520574556521047	0.664803171656316	0.509450188152388	0.730426241651796	0.506114226629583	0.642317906391669	0.559672984344578	0.556929804192165	0.725653647068043	0.509507481446883	0.499313346524221	0.531745767806211	0.483806721631347	0.647614740273483	0.802743131967546	0.507441579569099	0.738654685468233	0.462648411691033	0.583603032428919	0.464964565650902	0.589044863644618	0.682690289299043	0.394678667156218	0.505306993365128	0.497213283647289	0.451418793284976	0.766057921582809	0.587251154530827	0.638186282447929	0.609156040914216	0.58547096476962	0.500283705656498	0.530062085568271	0.611600827858276	0.456677165724541	0.738633609805932	0.730924820291889	0.58602515105268	0.441564589182492	0.505721565922109	0.618728192350078	0.614468608473695	0.519967531167396	0.733302280617814	0.586353437964813	0.752229517965202	0.487910611484901	0.659736271703009	0.809298537762606	0.356074372793616	0.644589434614607	0.713842752836483	0.31091418304101	0.678636344336686	0.534156310288757	0.698728659109901	0.829090140598264	0.351298662982822	0.640197402995781	0.520712552473416	0.633925713617738	0.672528986355951	0.637278674581612	0.420842324463611
SIRPA	0.810233351772036	0.875894776246702	0.815503442808274	0.550875866640226	0.730426197167275	0.914764796646727	0.874048505398855	0.902720321486904	0.608358518629455	0.7095318883599	0.768708475074865	0.873419051363803	0.88230671716441	0.572981824487206	0.934046532884392	0.92581717546307	0.935809589272289	0.808822457051021	0.815895403005754	0.872340169575118	0.411432101774155	0.757179284191429	0.914369088998268	0.770763166806069	0.618984475200211	0.88712705390699	0.886777802327424	0.639273603586039	1	0.765061214394462	0.870079205189282	0.712936849987615	0.649554322062466	0.787713605438115	0.434765001319038	0.889487141836274	0.781389262662553	0.824761336937661	0.95354464567217	0.352879575414758	0.880193932545504	0.82596660149242	0.87072441157461	0.784900743477607	0.672643346574811	0.862556471422652	0.819122967298483	0.873682065922566	0.859213677450891	0.869578100660782	0.661231397938846	0.781180929081007	0.744044980607542	0.852810198350089	0.902566973528299	0.784097421338068	0.861139600749586	0.87230314463337	0.801465044071571	0.597118811433254	0.498297869546896	0.791243986857326	0.78737979068561	0.779246015689125	0.886557845638147	0.584056498219347	0.859777569687756	0.878474345246648	0.693054537289251	0.8386467393075	0.706395401887667	0.602284799788509	0.80892795432278	0.547614438484165	0.821654221153025	0.777492913203889	0.843642282700838	0.804802465880325	0.693913599329165	0.688228784436644	0.735327582671124	0.87958253847045	0.828155129780176	0.65937388887728	0.292564064220613	0.516544974655198	0.747134529840867	0.844331228955553	0.819048907777108	0.859373051512765	0.814854428597833	0.415324581669099	0.668165299416028	0.762626663972424	0.81819748799809	0.654046191394173	0.755300025193662	0.735317886862986	0.86373789503262	0.899785207798822	0.692640113453643	0.850271888960698	0.84201266712085	0.849444495372027	0.692775064834359	0.653025535248832	0.803121583620122	0.693794279025042	0.870958763562987	0.831479764310926	0.735616046590586	0.706481569750964
TFRC	0.727654215736895	0.746663512474606	0.612963941885098	0.744778694591988	0.486665844786967	0.729200879124711	0.705566337001178	0.793484426328362	0.39901016167864	0.420505013342176	0.722928286219582	0.701687323800969	0.686900607033348	0.478424605796533	0.688448311089738	0.740858854086008	0.763182613196856	0.723756076474921	0.804300161729901	0.672607227633339	0.641804697443547	0.569550764058207	0.713771275421961	0.660879196859479	0.649657762360962	0.67428086589641	0.733809345052893	0.672483840357352	0.765061214394462	1	0.632523702198505	0.588984909298251	0.730873022069252	0.692702309791179	0.465766530991148	0.747289700277065	0.702708099882626	0.601494134748224	0.760055957087924	0.38043154524166	0.77189860666697	0.695441597461312	0.697373972562323	0.565759203904981	0.691890037419763	0.792812299881815	0.662027955991786	0.692164930469791	0.653222942903955	0.735313124482716	0.748884750125878	0.785108253186273	0.677043676213053	0.712599800465679	0.679506684105432	0.637475813611444	0.80291257265921	0.665410152676169	0.714500722226344	0.415099655222754	0.317148413436462	0.655665514105653	0.783102150545688	0.706249388829822	0.721381024224193	0.679720540042102	0.686051649307634	0.642255107005814	0.473986250421766	0.727249779017521	0.480973605346375	0.56827005169133	0.618524013810985	0.6994326713378	0.744629902017698	0.70824793764207	0.763911049410146	0.668928811131636	0.512542242170417	0.457392887052076	0.717059224127544	0.760965651742381	0.665168907190145	0.670312848404063	0.359095904169319	0.443220542454433	0.458899622260295	0.646000871692559	0.688695794312031	0.637297533273166	0.70946123712315	0.484551017985167	0.542942915772452	0.702890484847748	0.639927908622204	0.70169551469082	0.663857212634627	0.511717356616199	0.805579876413256	0.689662134907627	0.463360687457411	0.675669139432754	0.672853595673905	0.755516403642939	0.620451582187228	0.544223957431778	0.676017222449853	0.574600382400887	0.671237015516157	0.768888804393544	0.708850763410528	0.509674038342349
PLXNB2	0.679223745675373	0.723198726262048	0.815547306917692	0.442095335684058	0.77022814029472	0.845268433294813	0.775215578250365	0.797806929353609	0.691416421870415	0.727277232496581	0.666520034087845	0.768410494425909	0.829145907229451	0.659321241560483	0.853056462137229	0.899689125243141	0.885469564376667	0.82530592855856	0.73439602276415	0.88994948270779	0.214820177074353	0.714934873948444	0.891332909065497	0.837760683338268	0.535893136007802	0.838972234333834	0.835639355972311	0.668786245483722	0.870079205189282	0.632523702198505	1	0.604351768032722	0.445465389559198	0.667438242811772	0.417402826592011	0.709634691037523	0.574401382402068	0.791575700377059	0.877583044325376	0.439589165618997	0.84593331499268	0.775799757876369	0.871669510294836	0.852149030511957	0.564214536877331	0.695083314563796	0.697670342304155	0.775467302103514	0.813809313486918	0.785128772147433	0.433484056905801	0.651420616298447	0.619050789439836	0.77266062065474	0.827372602869154	0.787479157605947	0.761042656087018	0.786863308642283	0.611346470503056	0.711973278656247	0.6170581092224	0.776125526080692	0.730025241115595	0.609222044608101	0.839104827710045	0.361174400927214	0.805319263112808	0.807821729722697	0.821871306106756	0.754109975125002	0.742209655751446	0.461365382971833	0.710808678762406	0.31166230428145	0.755083866559341	0.604610085167424	0.700555150822224	0.839192457541073	0.776019838401959	0.778396478672481	0.591754013309542	0.72817152372658	0.717396341276698	0.724347077476354	0.407356278465906	0.647885783549199	0.773118020447942	0.791161022900118	0.777976225209899	0.796594451437176	0.747699750172598	0.45007065832566	0.693124963665353	0.817840713492505	0.764036812510542	0.5260502516837	0.701142783954535	0.7303336997602	0.74293903808417	0.844854372739359	0.701890975862041	0.870635957533965	0.823719637124576	0.775080210375507	0.781063085828066	0.585089306570251	0.812257395297542	0.669234190446922	0.851434325872184	0.723113505460235	0.684502471422134	0.745725803114253
TMIGD3	0.515243115772034	0.645901886639366	0.73892331476726	0.677967125785297	0.317051215900304	0.596139049645573	0.848571542273258	0.652845689368433	0.482017942866699	0.235856281025861	0.621556961967105	0.565236031506872	0.571353244714288	0.608522129441584	0.657304865303918	0.772603044405829	0.740697319458768	0.542753480158773	0.726712221283074	0.536955547917584	0.605693618655273	0.851307116980146	0.750153489362164	0.41302358046421	0.259873209462183	0.525413462958259	0.642462397933662	0.657521428484232	0.712936849987615	0.588984909298251	0.604351768032722	1	0.615711120194589	0.538912720970892	0.611538156067624	0.73788897925228	0.804281479330784	0.350241833672114	0.771024584495306	0.583786676215277	0.62969546183222	0.413610492315583	0.586907647346866	0.436725760670374	0.826993312316481	0.668097383104681	0.40676739585887	0.537570195154005	0.456221854971001	0.768590725839572	0.501839978470113	0.646870917393029	0.37488829814767	0.632368581573749	0.653311928231891	0.318411330436188	0.721163833445974	0.584051323487717	0.533418891194157	0.456263871325992	0.409562638976866	0.600846781996184	0.646488652421012	0.654554122760596	0.695428423518911	0.422748674462944	0.501749615118132	0.648811672274715	0.423649103296944	0.567844924199009	0.262064336552539	0.786729754717842	0.780404324412229	0.412051135098605	0.839156819716809	0.605956691188821	0.698130107707295	0.461968270034822	0.306517654124951	0.317138144606757	0.441046496167571	0.638407045208561	0.531495439353301	0.4380659526019	0.515452532048151	0.386922010941313	0.438016939849624	0.528140720169536	0.645160567664353	0.825985639071857	0.39504533254195	0.588840827053804	0.374901802366446	0.55652414524198	0.539412862415706	0.639094259417429	0.808136651489698	0.254066878635617	0.643996256099638	0.715393542771379	0.170124554407904	0.548168444337481	0.430290521969955	0.57347110847414	0.653165323665783	0.148447546857044	0.396984929694274	0.33027392255739	0.601059694680454	0.512384540864587	0.456489617483747	0.194593311219513
PECAM1	0.635170235359881	0.726123588286762	0.423438021750187	0.777164757714511	0.166120153415307	0.587150020257209	0.657697988903807	0.718997066941987	0.113550336844915	0.130338100641049	0.738219350996296	0.557864776084894	0.523021422974954	0.348448057652223	0.522128479807076	0.607987001831727	0.652238588180963	0.491872001702103	0.757039925227084	0.425938311987382	0.7498391960008	0.54118716195878	0.604877226693137	0.364604971442858	0.516897430574467	0.518723910709938	0.570202853270224	0.56658065157986	0.649554322062466	0.730873022069252	0.445465389559198	0.615711120194589	1	0.702200279059586	0.389535921080565	0.759325655083147	0.808960389661455	0.416748796868689	0.655645068269315	0.249396632195285	0.63391773126149	0.517694888010223	0.513129822756628	0.284404666456948	0.654741904259299	0.809714268181472	0.514325629410818	0.586723958662883	0.428348370820492	0.668068162401097	0.827758065373492	0.749256971931921	0.602301970164977	0.61856173415174	0.511835657624484	0.34980606896094	0.73777926123241	0.605730038016509	0.722419468241068	0.21561984475112	0.000660331601915633	0.462418709888082	0.704462538144392	0.818493357562864	0.551780187393954	0.770803035346978	0.470862915191125	0.579335748135883	0.141465645934259	0.59863689305517	0.176747311116635	0.677829583444665	0.64166416907342	0.788291216452935	0.704008829991338	0.755097689241925	0.803334997734086	0.458010624430292	0.221008670080959	0.156187106507229	0.705343590043418	0.716054547564584	0.652517955512017	0.458045430422714	0.241078304160041	0.268580305888659	0.193664024157712	0.526104589201575	0.567388067045952	0.58019198527153	0.583192975528104	0.361926920610617	0.293996926918043	0.495688920577848	0.620208693785788	0.849176951674142	0.562537450189882	0.257904991118899	0.782108330975516	0.532205291722349	0.167478591548703	0.401212827999579	0.486982773628629	0.654665374618299	0.405053941903554	0.414852435425392	0.471377032179977	0.456857178903814	0.543888149496465	0.655007768359271	0.664647233679418	0.182448654174444
TLR7	0.838140342862024	0.847186016461922	0.553608800198284	0.523599394819961	0.566828227546299	0.825651475374308	0.734379637833156	0.829193898871045	0.27408915528471	0.549677851306715	0.72126554953571	0.747452197964381	0.733115496705204	0.326772706955494	0.771417685949214	0.745965000902327	0.765880110434739	0.670108606671273	0.697238180355541	0.718137658568662	0.476324286206975	0.508927380222552	0.732869709677484	0.576316482218644	0.611672431163992	0.772939597674998	0.758734448598508	0.501910813443859	0.787713605438115	0.692702309791179	0.667438242811772	0.538912720970892	0.702200279059586	1	0.172452309945645	0.831277114330821	0.777460875725481	0.745806656939393	0.799278908150131	0.0704387090124042	0.731434895632265	0.767009988177034	0.687072988182715	0.545411660989536	0.536281745285198	0.803203023569347	0.771355626122378	0.792616379954287	0.743244386041657	0.751212244562864	0.796290332643661	0.681355951893845	0.785104426223436	0.717503528656427	0.787392529583497	0.679785620634091	0.727791253682472	0.807622373362078	0.83654052729885	0.374280567109355	0.283136504322514	0.610086683322181	0.693095971411966	0.783566211890688	0.675173121079004	0.703357093787365	0.75384038538709	0.776970473559129	0.450902837138647	0.755110643242357	0.592954675784264	0.494456166577866	0.679824761091808	0.720277779903037	0.656578344960631	0.802788826344552	0.774372360301097	0.657134898594111	0.531579604069618	0.493152270730648	0.754739161924025	0.835458025519736	0.790138155675528	0.521375529764173	0.0102193308625823	0.311022290816092	0.510089189432908	0.741328730016255	0.686588760762122	0.663566932450231	0.824303587920646	0.131275331741197	0.510747479451904	0.561151318612789	0.75450977247298	0.661563231967522	0.565752296142673	0.65540223403958	0.828817948307999	0.720128197057308	0.600322849957574	0.663178199159761	0.71665491175593	0.759732904080143	0.446918642226788	0.62814237938976	0.710521861243598	0.573827393314732	0.731585954678744	0.752144992802797	0.645565219110218	0.596073742420667
SDC2	0.246796172000275	0.322226735520126	0.628743085510806	0.648074646326516	0.224059756979482	0.352786760938238	0.530818787057372	0.407998660297548	0.640427671008729	0.144506920655246	0.404764066058588	0.414594882284196	0.446545023614265	0.658426625069592	0.360969144708699	0.577458635608575	0.547798451804973	0.518550533452865	0.577351059198975	0.431251963658879	0.54986344000008	0.614179615849912	0.474765043868016	0.502467649721574	0.287124410645474	0.362424367025486	0.447134766261809	0.721612870251811	0.434765001319038	0.465766530991148	0.417402826592011	0.611538156067624	0.389535921080565	0.172452309945645	1	0.431808202909999	0.390420204551829	0.162829233424344	0.472179349665883	0.853352558877369	0.466150575549581	0.279193496086035	0.483468412967962	0.415040516648498	0.797994687374877	0.380434308430619	0.220664239287017	0.271609375045626	0.290911856788005	0.479470714831894	0.254983728701171	0.601846340242599	0.220570417837712	0.440492442546757	0.34576147820847	0.286167920155856	0.531469004112052	0.251317917894901	0.266679763418508	0.445457535605476	0.481519581958577	0.538334843563133	0.549471323929261	0.306315597315563	0.618211890532085	0.230016816452504	0.358023809310105	0.24746776058377	0.405740737717229	0.443136126966037	0.169331274173387	0.444912900532021	0.340974882848859	0.215524718131693	0.616299679430484	0.344200511923433	0.416789727313541	0.383297684319446	0.347710448516081	0.308700157652865	0.246188811856254	0.398161871304397	0.194242315514294	0.542120448300444	0.780500987737318	0.473233037847258	0.346328652372155	0.296972659009064	0.430789574063376	0.54099740563171	0.185933668981628	0.766440103302236	0.406016476956131	0.544887088436362	0.235463195859546	0.487310793901778	0.742989625953937	0.130351758586617	0.356009143712843	0.578955124506298	0.086048468547959	0.467532195138801	0.299678172513482	0.4490901626345	0.679166848259629	0.0645030723590179	0.359771254578318	0.286056689958434	0.382446841938971	0.444067006099318	0.376514422521334	0.157704278997318
TREM2	0.794433759646216	0.919553438896568	0.712863212876626	0.597313479178697	0.550242052750573	0.863324599660803	0.832949997941246	0.888174997645399	0.492270040984641	0.578057799043332	0.815253829312609	0.878270297932808	0.865328214947132	0.420035726750229	0.83655874770879	0.848329059360409	0.882844486235494	0.719956387080786	0.770704206914829	0.757368879616447	0.581029259567058	0.685155147909681	0.815909261581627	0.612386530782595	0.666182454627512	0.848429733007989	0.790706108576593	0.600882204502398	0.889487141836274	0.747289700277065	0.709634691037523	0.73788897925228	0.759325655083147	0.831277114330821	0.431808202909999	1	0.910600299718514	0.75917257944449	0.894382597368758	0.284788335489676	0.778431045853087	0.794873629248337	0.757252990431349	0.618309584399864	0.716936303333916	0.901449092729921	0.792767012997607	0.831262421510718	0.777485063196236	0.803312603956039	0.824382914852333	0.869956907960173	0.818281848078575	0.808007377778139	0.847431340269894	0.673019103301965	0.839143006353894	0.828991234315917	0.921916403368693	0.437210637276773	0.30855079148836	0.665973775681973	0.781033652146367	0.866164012885938	0.843735133212167	0.770518846108582	0.795433729669072	0.801538764091499	0.484787043813407	0.844830164797561	0.58250779644514	0.585380050507581	0.736252991176668	0.724729593292654	0.767211104407313	0.896443290508806	0.898964230576258	0.676543547972576	0.488401545156343	0.539173544729543	0.791691867418975	0.944433507755998	0.833811319475787	0.55307521824312	0.17055153871838	0.367382363698095	0.622021122064877	0.750907534826884	0.731457602387047	0.796351564117949	0.802302110330091	0.325749521947164	0.583012237539544	0.633822568439506	0.801977027162717	0.758234542667391	0.72078365422795	0.638620554893208	0.846904115944889	0.869422854380523	0.557615865337552	0.70615318679852	0.744553039414439	0.815246981232152	0.523666909707519	0.64027057219754	0.721707552809062	0.652511735632972	0.806946210947617	0.831833866275217	0.676734400583593	0.562569819559751
ADORA3	0.719458388953765	0.855918613473891	0.62565840375553	0.671550100983955	0.337410810321113	0.732912411230636	0.821269282031636	0.794616014603085	0.275662936367258	0.315776875801536	0.772718897188206	0.703452658326123	0.665074123237153	0.37804725810104	0.719297358485735	0.755324922796007	0.765897371747923	0.564517777743545	0.753070016535374	0.57721961364526	0.668220647354704	0.709877200118174	0.752149684493002	0.398052470957188	0.478825021703447	0.665289104600384	0.693683523882244	0.561008366663046	0.781389262662553	0.702708099882626	0.574401382402068	0.804281479330784	0.808960389661455	0.777460875725481	0.390420204551829	0.910600299718514	1	0.549193834947391	0.818889670563781	0.239799800961453	0.679260299754467	0.591588514349341	0.596441964373758	0.414878693728535	0.722858185651357	0.84425049400946	0.614143428880449	0.714330504918786	0.58204620855145	0.794635714622604	0.810213177366787	0.742842216535483	0.658796089363789	0.73663660071757	0.737909765398841	0.43966989196043	0.794870418965005	0.738307227517595	0.817034051834838	0.319171656634011	0.180040959910765	0.55992668419792	0.692491169467293	0.870770396576356	0.679827928765749	0.732700499558749	0.614413296785518	0.761586630905814	0.308494469872991	0.707816744833208	0.355778282333999	0.732665591959186	0.79535578685466	0.728237342110016	0.77626743526179	0.837635696748829	0.854532398365232	0.518868783850526	0.287910839901857	0.299554329586923	0.704775948342287	0.8360374117504	0.754906178476736	0.416228901522135	0.174793794020291	0.250104214632462	0.397052569609701	0.65163799030879	0.685967064824178	0.768496241314824	0.640967105828471	0.300086341872765	0.357148682486523	0.506060981969158	0.732456237873129	0.782011364686682	0.674367327389009	0.414960460945994	0.816055737884702	0.722357548870545	0.304933443313905	0.525821714236705	0.574375553139221	0.691926508203661	0.457491158466433	0.43321081566596	0.51686422157944	0.476859301668083	0.688407645143424	0.686779560443362	0.591395437802563	0.30640109629865
ITGA4	0.763203026326051	0.791736206384148	0.647422492236533	0.216914977945261	0.820165461891181	0.889888911148296	0.601712946817866	0.798595674226402	0.586286483295949	0.869261228887513	0.642077793293765	0.887028719080062	0.907824760610744	0.353409158684175	0.834541369366969	0.763944149861315	0.800481711568084	0.789195191916947	0.570823202574064	0.873188633509246	0.104188568024068	0.42924831470092	0.752092320396969	0.809142730523233	0.77216250146571	0.929702971666388	0.784300256526901	0.439350651913527	0.824761336937661	0.601494134748224	0.791575700377059	0.350241833672114	0.416748796868689	0.745806656939393	0.162829233424344	0.75917257944449	0.549193834947391	1	0.787796431879186	0.0788021364165719	0.749312122320598	0.93547319640493	0.823242042981996	0.825910001450693	0.358282840263922	0.707539035112844	0.890638234342296	0.855624198278852	0.918467410751355	0.650669382481518	0.586372657642334	0.653602047656277	0.859186187273089	0.739640535506193	0.850522551585098	0.916467743018908	0.669878256338994	0.802411829334536	0.813133174835038	0.542130498646606	0.446084516200173	0.658987455070246	0.655555597033096	0.632963633860606	0.799224358663901	0.560138861368726	0.896295692079905	0.781384254031413	0.717038055951052	0.834334066601112	0.887627239193729	0.191187450302593	0.51959707496944	0.486536989858792	0.510844960053439	0.717300324019865	0.689089143044315	0.798770995588778	0.754550929790969	0.818487531915826	0.771806715653392	0.816930185282559	0.797440426715942	0.602297159589736	-0.00722808564776547	0.437328525637242	0.78334679551777	0.79146933798105	0.644223685550905	0.600408129682926	0.891551458160962	0.122920025694215	0.742167395863076	0.649964871413222	0.776191793023154	0.440901060069991	0.491935672286932	0.900457565181795	0.708897083704296	0.8132391710663	0.882755432209714	0.812801404585895	0.886812346093621	0.78949411604363	0.482050189916999	0.884896359676964	0.885409043815759	0.763480379090442	0.826651515446083	0.818509024124177	0.659189428540305	0.903321865125025
