""	EGFR	NRCAM	C1QBP	THY1	KLRC2	ITGB8	ITGAV	GPR37L1	CD44	LRP6	EDNRB	IGF1R	F2R	LRP1	LRP4	AR	S1PR1	CADM1	NOTCH2	TSPAN5	SMAD3	NOTCH1	LRP5	PTPRK	CD47	LRP8	SDC2	SDC3	ERBB4	ITGB1	ADGRV1	PLXNB1	CD9	TGFBR3	IL1RAPL1	CANX	TSPAN12	CD81	CD46	KCNJ10	FZD3	RACK1	KCND2	ADCY8	CD99L2	TSHR	CD82	LIFR	ATP5F1B	ANTXR1	IGF2R	SMAP1	TNFRSF21	CACNA1C	INSR	TYRO3	PTPRS	GPC1	ADCYAP1R1	SORL1	TFRC	CELSR2	MCFD2	VANGL2	PILRB	APLP2	SORT1	FGFR2	RAMP2	PRTG	ASGR1	ITGA6	LINGO1	TSPAN15	FGFR1	RXRA	SLC16A1	CD63	RYK	S1PR2	NRP2	NCSTN	PDGFRA	PTPRA	TNFRSF10B	SLC16A7	CHL1	AMFR	ABCA1	LPP	SCARB1	DCC	APLP1	TSPAN14	LAMP1	STX4	PLXNB2	TLR4	SEMA4C	SIRPA	RPSA	PLXDC2	MERTK	LRP10	HLA.DPB1	CD74
TNFRSF21	0.909818449571531	0.931023528498927	0.954252773436019	0.905933825959754	0.855416448845546	0.555006205314775	0.625819464037157	0.89621982087298	0.120219905379063	0.847311451033804	0.0898084068292718	0.90634635157087	0.730021778776546	0.948087314812731	0.878733264408875	0.855214932339988	0.0937001497130171	0.823697791127265	0.928788491235515	0.770632081243481	0.925280763696767	0.953613062669408	0.896177668142315	0.873201907493158	0.726285871227803	0.8745866907404	0.104543703912398	0.504543031304295	0.868004981545531	0.947427577512923	0.074748930124419	0.897201479327321	0.274064373539049	0.0834187968501438	0.72835120085847	0.879875079448311	0.868385740299449	0.8470289987738	0.755851599536235	0.8330085989853	0.681898352509435	0.928213659311217	0.873506643044248	-0.00412242792916105	0.894740724479306	0.852608013342538	0.92891705720705	0.238383734249797	0.952638102822094	0.918716574060507	0.931653631902012	0.903096195733498	1	0.850044495743829	0.923113644010616	0.864262968600253	0.848164516354523	0.894055624539332	0.220578753533535	0.233036591804872	0.720060987002773	0.771401875798547	0.83295582621053	0.786369360438761	0.835465605276451	0.839673737182547	0.675212223541106	0.573321869190779	0.904882935180122	0.903613501950646	0.889019733459914	0.231231040157038	0.920598704429899	0.931633101031853	0.391097661143884	0.587771280055774	0.953269732216878	0.637643616903436	0.928202094906565	0.875450888471268	0.235330217040114	0.863646555021972	0.771555325787713	0.75981976261812	0.920617680108819	0.84481546365427	0.129073672339082	0.776363359170809	0.326740497125066	0.507187255921126	0.924591407373872	0.878497481320762	0.855050231201473	0.928344433527366	0.890004950377235	0.937477147947108	0.846557203615294	0.165772306941219	0.898636698304538	0.299716386764064	0.951540782030424	0.25597626049187	0.127720916991893	0.434558671740077	0.459390349635191	0.470615752635882
CACNA1C	0.910014679891045	0.916587335094708	0.802626059826841	0.862994917217676	0.857199897998388	0.511613654812903	0.450416458839575	0.714793155154338	-0.0842086662932862	0.798280220722421	-0.142869087637004	0.885389613690719	0.581053322008492	0.850486519392025	0.776006356206956	0.716265097353357	-0.111185737382327	0.636633477754665	0.818284445697113	0.587766605816214	0.901589093489623	0.825940411096362	0.844043932280338	0.876011265934413	0.55728775248373	0.862794248024125	-0.12660437543085	0.27396938085078	0.776949327520075	0.879238236608053	-0.144282958169322	0.693502212107926	-0.00738378663967603	-0.0480788446829175	0.759234728093021	0.727056261999493	0.845354214761607	0.589909962728846	0.867780801040839	0.703875050581519	0.583201103210069	0.796982853587997	0.857162296997744	-0.163445603175929	0.761968088521678	0.815321320798774	0.873602814086516	0.05855662055931	0.775467595742928	0.808445070908104	0.865999931736281	0.727181741502757	0.850044495743829	1	0.847807228585269	0.838061316177356	0.88754725361508	0.682434498194248	-0.0294524348810798	0.0296096521864095	0.704094798753184	0.598336700982999	0.670664434518227	0.739999662171177	0.694721541160801	0.71918563014916	0.539308663554376	0.452104955212913	0.760470309158148	0.841500242603076	0.839598544342423	0.0102494652239407	0.87035486559253	0.842919634596697	0.318160081913719	0.405236897193477	0.873823901390942	0.352016106389568	0.85817401449709	0.84403571165256	0.0748960708908374	0.690756282266635	0.859015398484661	0.577460964825752	0.834506682635637	0.795563481335611	-0.116529254620018	0.589370624411825	0.201666767287816	0.355471194453668	0.730747717277628	0.846536880006363	0.717299785599575	0.830926843042178	0.712600783719332	0.762877627738408	0.695769551860895	-0.083062063247023	0.810322655298588	0.0516164486126823	0.806884194489508	0.121590968109435	0.140198671982017	0.199614211430792	0.319411508603639	0.35676588940486
INSR	0.900650123415294	0.926483682427551	0.864033984049576	0.81828919626479	0.791049473240694	0.719257944530278	0.703693140306598	0.859648121183164	0.198956227148459	0.921992518166715	0.159850596120985	0.940107198880976	0.808926270256119	0.937405282583899	0.915284235251604	0.887292436985778	0.193277599024857	0.862923796528229	0.93897998912301	0.822092923632958	0.900226415081074	0.929235980531742	0.898871186611899	0.902197331829758	0.793291627442036	0.859309126656079	0.164591691733124	0.53850505833098	0.905505024873749	0.944102003384209	0.129367118667848	0.8752224958567	0.275267927066212	0.227984276018531	0.834701394069009	0.907218054882686	0.854760409096024	0.783838791483042	0.841248073715628	0.879980000907695	0.782424874023947	0.813386171100128	0.884168338804297	0.111333979403843	0.907688440978364	0.81238750433835	0.891821556141503	0.356827594847092	0.858247530263928	0.924918866272742	0.939986539103919	0.894432651762518	0.923113644010616	0.847807228585269	1	0.885657087760475	0.873145003550318	0.860039151101295	0.240758077866146	0.338921091796735	0.818213628323363	0.811452571022024	0.867024256983927	0.87206635846602	0.854385900759641	0.900706133604291	0.788826818407804	0.697400568791375	0.836874176032646	0.914304091661107	0.807351027025916	0.312656886266491	0.850645415619374	0.858833849634161	0.537520461831546	0.674713820088711	0.934476071980979	0.610756266986817	0.936728514158495	0.828581434238069	0.362591821299768	0.858276426235001	0.782999164930884	0.817152670901895	0.851303336771367	0.895024331321438	0.146587940248229	0.809188592646604	0.47978500508076	0.60784745484562	0.856953491527456	0.842125981786679	0.899786138134994	0.945952257041559	0.906588894247571	0.911854609554637	0.845811387162308	0.193078631507334	0.875057425332727	0.346166103597439	0.84663300147364	0.383165059553428	0.319438062077707	0.48649899534425	0.454375247153812	0.482131891832589
TYRO3	0.924179267845987	0.90716738597754	0.786813551115288	0.819440961994653	0.802243427699023	0.630015368899148	0.567240247341812	0.752295274406384	0.0322294988037637	0.846088584266761	-0.0158288989107786	0.883096752201344	0.686230462650614	0.881524113290527	0.841153346512056	0.788029210637115	0.0256586934655203	0.743144284402215	0.883190666898527	0.722022718763919	0.902539652678475	0.869387260287837	0.84439334253496	0.915029256909071	0.709625944744755	0.871073312668012	-0.00559723992721486	0.391522968656982	0.83398419407393	0.919678377099871	-0.0232061744813037	0.778689958755269	0.105758314420483	0.0754582262898421	0.839377294232931	0.790938218679032	0.843186409820352	0.661596860089601	0.827851586384306	0.807078830473505	0.682496873082371	0.781415556114852	0.858329195225151	-0.064042817873998	0.787002386422615	0.814940890335531	0.863452410854402	0.188496542730727	0.78885702575845	0.821817774867735	0.873798143669947	0.784057945653573	0.864262968600253	0.838061316177356	0.885657087760475	1	0.881321376336309	0.756909403795583	0.0741635983820201	0.164212842208626	0.735473784249247	0.740425749302717	0.723518199756117	0.826636827546439	0.809346628903145	0.787400486630192	0.717575220913479	0.646810366279668	0.796614793421649	0.871118742862063	0.79014438876818	0.15140915423252	0.848509326717762	0.863733583644771	0.419291781667803	0.522675405615151	0.883802611879169	0.440892681657088	0.880733937077599	0.829170126270646	0.182292416707334	0.744730910575506	0.854190846836693	0.682317583581056	0.820622879629395	0.860929101971442	-0.0177703253891579	0.679555230001651	0.320946617096141	0.470604625834297	0.759483297438059	0.835283118501197	0.865235348009757	0.859759076328408	0.823657063024249	0.818440715540697	0.734931597336623	0.022762540206354	0.814171880575185	0.192995967790785	0.803160173969129	0.233980563453867	0.231797823732529	0.318966522891654	0.396003031356507	0.401523357072995
PTPRS	0.94678167174964	0.949193739825695	0.785371491572521	0.844555303714622	0.885307130032062	0.534153469569284	0.439030770468372	0.688592326269639	-0.121229003047825	0.833058425531741	-0.167707538095478	0.906074977813891	0.575865211135785	0.849644450530667	0.786159399619949	0.730242785738354	-0.137310205512858	0.655994926176402	0.839837123539046	0.604368220370794	0.907102466755166	0.840139429784173	0.865434447227744	0.93413941889207	0.581922874882333	0.900409505595255	-0.152162289341035	0.24988946671185	0.787149000459015	0.901239566226368	-0.170651123554492	0.69172670975823	-0.0387935963536395	-0.0715824941744332	0.826940019343226	0.724574720246719	0.878259059040229	0.548251454160094	0.900036446787578	0.723103610522625	0.585353106861308	0.780015980512095	0.857654313404047	-0.211951169294596	0.725363473139297	0.853817718536847	0.850659488069377	0.0334838747685389	0.752048912880289	0.815735251550632	0.871143090613834	0.705261943284446	0.848164516354523	0.88754725361508	0.873145003550318	0.881321376336309	1	0.669586776276156	-0.0603643250838948	-0.00385979843278922	0.730895342801746	0.600012297633279	0.65247251300533	0.811226323828713	0.704367318637479	0.719400503115839	0.569722657117844	0.460879462675908	0.755933255323816	0.854985197635456	0.795520037282592	-0.000486907334434333	0.862978337718661	0.856135962010334	0.305531119614429	0.380566150028276	0.895410409677073	0.31125855347405	0.909638381464111	0.880170964713655	0.0417197080858299	0.663367123554511	0.905655590763993	0.57513261058331	0.835728422342051	0.830785170318901	-0.130241018459042	0.589452756219746	0.178719152770742	0.337673591661219	0.713166129811471	0.856194289965954	0.726841271971849	0.835741737539846	0.731311852002753	0.752328469272383	0.664778560935706	-0.102012014901188	0.805888478269514	0.0389205790852911	0.791491060702859	0.0981239383877866	0.106500532180198	0.171000930455558	0.306450278809845	0.323363611050149
GPC1	0.748078653582275	0.785753394068219	0.884404726488186	0.766388158463377	0.669678092717354	0.653554881431524	0.752869410541531	0.914813081354903	0.364557293289212	0.819357537773676	0.349981219395928	0.809848544011835	0.844131658674212	0.88850141314154	0.876715721856822	0.886684804933717	0.360998560447491	0.888159010097434	0.907751486147044	0.855175998865	0.786994383154524	0.906568568611455	0.800418329002846	0.744417055300234	0.795714451448979	0.69819287062283	0.360992898499544	0.667698684151665	0.84732243379606	0.85967626315403	0.329526086279625	0.943321781175817	0.484754423079863	0.333324311970571	0.645760125247082	0.912665780668353	0.708607722282693	0.922115173281786	0.579312469506936	0.850684434815535	0.773792784084576	0.832621099178797	0.747529226494113	0.295591824575656	0.917051762645965	0.746774022916117	0.805497391433664	0.479122256633684	0.9090505301062	0.898954081158308	0.859642206067775	0.91871581448717	0.894055624539332	0.682434498194248	0.860039151101295	0.756909403795583	0.669586776276156	1	0.439250446099066	0.485554232534553	0.688499348011042	0.838949510299714	0.885217287585151	0.738186556495478	0.861079601570879	0.865232984401574	0.758780536362631	0.688437518462425	0.817857204613066	0.844225391238872	0.779207816895926	0.468276125104374	0.768788929864053	0.812848774585424	0.477926389547381	0.745083012755874	0.851613341577349	0.783645972005189	0.833087006538601	0.727757269277019	0.444199382778659	0.906956672466591	0.527789467750759	0.856164417858015	0.816153029757437	0.771968659271257	0.346684405380831	0.860083164530986	0.530874441998361	0.640707280959467	0.913876407605698	0.711701112300696	0.859773012029244	0.893902446825429	0.914756075095907	0.925216033031526	0.905410829902305	0.383677982391128	0.819384298722789	0.51061747645655	0.870845744038878	0.442199909525071	0.26014062658507	0.616969999848485	0.495246506650132	0.48967375750219
ADCYAP1R1	-0.0140224308042745	0.0499668155178414	0.16455513731591	-0.102799327186047	-0.138347085187549	0.505746660856333	0.788659590342905	0.545485726280126	0.912373523345433	0.329227577219951	0.952999079635063	0.167586017816973	0.587107583368827	0.314759896184092	0.364749307860777	0.29578882660533	0.890291457581952	0.556707272293084	0.265817856037784	0.680071357565647	0.0748168030593622	0.312134147626951	0.0892540356472174	0.0232863072960631	0.657888494548328	0.0561566417822616	0.943551195080449	0.925009835857654	0.461054928981496	0.132365103051158	0.902967219380066	0.488122105804835	0.959709049986614	0.769686198310107	0.142930448712926	0.548131678696471	0.0756047973217481	0.618222018388337	-0.0696121971525872	0.551484249807566	0.598925913039518	0.00900260422976428	0.262113759623144	0.823390864512265	0.441101422284951	-0.0373083983667457	0.125104797868314	0.887847623715255	0.209002187703347	0.411890758427946	0.229642645091847	0.55051522740694	0.220578753533535	-0.0294524348810798	0.240758077866146	0.0741635983820201	-0.0603643250838948	0.439250446099066	1	0.912720038144723	0.204584539993955	0.662121461930173	0.591953573610756	0.260463234128589	0.37461617968548	0.531837817305774	0.592904644829809	0.602490806928514	0.224772944911381	0.28477553420334	-0.0480293389572995	0.928532333232933	0.0145360025034307	-0.00946032759973956	0.616531382171225	0.759124211505826	0.175846598880158	0.853568983002385	0.107974644297323	-0.0542072502203842	0.783677252801056	0.459229667646784	-0.125080522648573	0.708584828005723	-0.0277323151999799	0.279612746572785	0.928678172004971	0.675326140353104	0.785895050754571	0.776748021513378	0.426545532258444	-0.0270064485052826	0.410475753495239	0.270720540562563	0.504524304504988	0.408201514559571	0.441424506184739	0.937783299924286	0.132985503229654	0.953201719683432	0.0999739214147421	0.693898727681423	0.382286608555179	0.918902973933629	0.207299640106408	0.198683423892968
SORL1	0.0409525243173802	0.103316015659226	0.141945538717601	-0.105657264024315	-0.165241140236159	0.721456092170937	0.863353688223882	0.507567189678892	0.944201443197724	0.453633508969763	0.955556688214993	0.250343838041238	0.715416443577381	0.35059332892954	0.461235581883043	0.454907572079358	0.947513173719446	0.656197562168222	0.364211783379892	0.735175345889382	0.0981678762181769	0.332683310810386	0.149425019071336	0.125508581392951	0.740457957846346	0.0689674243874208	0.926759002482123	0.890811437904165	0.527213164392768	0.218270034825094	0.904988418119133	0.512437883114924	0.872530600020633	0.912864847217514	0.275777389283372	0.617903870732478	0.0926030939694637	0.585272616434012	0.0752335211965092	0.618062780084324	0.731934488201256	-0.00631054277738296	0.276271816698487	0.922054472870984	0.500450529754385	-0.0180224533087702	0.125534456161939	0.975978322537919	0.194001213324891	0.453588678155077	0.313234954312236	0.567950047818479	0.233036591804872	0.0296096521864095	0.338921091796735	0.164212842208626	-0.00385979843278922	0.485554232534553	0.912720038144723	1	0.36640271604516	0.718859416292553	0.666319502497051	0.40585595671477	0.486512092029587	0.632530870457442	0.740350794589939	0.7471882257848	0.18952284963744	0.348546825777385	-0.0255792368152988	0.957432937378707	-0.0027058175673008	0.0114147451771078	0.752285579977308	0.855416648679809	0.21517364158489	0.802001853596814	0.199257722690771	-0.0343201297514393	0.903350006811678	0.483627239581465	-0.0835518640453029	0.771602119313318	0.0125786743806992	0.362963586681569	0.872242188831235	0.72551791359141	0.93995191761901	0.882915866762485	0.397701057283925	0.00919692396043428	0.495772792415489	0.36312899433665	0.576915852346696	0.451146441225089	0.50452292400405	0.88652368353837	0.216414101478406	0.919853610608161	0.0799433920745999	0.850057568194066	0.648188646809683	0.937031313784382	0.289924893126695	0.304190587374066
TFRC	0.730287650701393	0.767540140036396	0.646730282362047	0.586177240770036	0.562060019560469	0.713158803831043	0.647157795792523	0.664715144119325	0.248154477826997	0.823892482005346	0.187077314400303	0.808042016494281	0.740165810470993	0.759003601760693	0.791112775644284	0.80335862198906	0.245888132998579	0.768970043291945	0.807703334171571	0.721240878335141	0.706838599848617	0.732583263874671	0.719418888954035	0.769076310692673	0.7306917766099	0.693778861691786	0.202366387683863	0.453362653935455	0.787539358456332	0.808541941408306	0.150065219438836	0.695718342630431	0.219803681457043	0.320026244974483	0.768545868255754	0.782252228125462	0.704863165782131	0.611675327715599	0.791525956960052	0.762348594994391	0.704551905025527	0.588987564770815	0.698631381594445	0.15351874436751	0.750122294971616	0.634404051652604	0.682215475091635	0.353862614612841	0.644651692281404	0.766674632741086	0.794196472799036	0.717266221786779	0.720060987002773	0.704094798753184	0.818213628323363	0.735473784249247	0.730895342801746	0.688499348011042	0.204584539993955	0.36640271604516	1	0.703222857839251	0.769299515845498	0.793819423438844	0.786211863334514	0.81583123252132	0.766856131835749	0.660399782121539	0.635759218145993	0.75937717658638	0.632897348887761	0.324640806111884	0.615452939768531	0.661395289420126	0.554854257981953	0.601298949558398	0.77932616004626	0.502800466081451	0.804580796043837	0.630244916305647	0.426901508682323	0.706457276356856	0.625549397790694	0.706308061997011	0.658143494589408	0.776518277146451	0.16484565036425	0.689667048797053	0.510817806322677	0.627554448694931	0.667051509547128	0.663109352667237	0.76181653638816	0.801651718541776	0.796918175759201	0.744631302692715	0.715992328736421	0.21611469379082	0.714409440617443	0.338438669320785	0.620522940536413	0.549019657808947	0.537255602650514	0.468841413492491	0.525092001125029	0.57036159001557
CELSR2	0.66911649838062	0.695726895635524	0.661700439430038	0.518900392152831	0.464939480989406	0.827568059079507	0.925741080270356	0.871537859417538	0.616147500328893	0.84770633056995	0.598712641064598	0.755427700593376	0.901295200681754	0.842563001127673	0.861185927579219	0.808798954373062	0.607975360658126	0.921796306001846	0.835569959527316	0.96190702904021	0.692645833430995	0.82097328333504	0.677042380300497	0.693199232761194	0.942419737579208	0.660200250885304	0.596303712574594	0.856257598867275	0.904435732349152	0.762963788543403	0.571577138709322	0.875420376866092	0.662794523695799	0.594773601883049	0.726177262523975	0.940097997481662	0.649273616015612	0.861603431880607	0.582599066941977	0.939624232636036	0.895139012180913	0.565147810803848	0.78320225229698	0.508586231813605	0.868544662174575	0.543981890357863	0.704304384762069	0.727084559760874	0.698128090595416	0.859314252298019	0.799122769075564	0.914469131512972	0.771401875798547	0.598336700982999	0.811452571022024	0.740425749302717	0.600012297633279	0.838949510299714	0.662121461930173	0.718859416292553	0.703222857839251	1	0.915535573405244	0.79951185277797	0.854141013253826	0.93178684999668	0.926463735058762	0.882930499679921	0.711621427651906	0.81698740821677	0.551066362836732	0.708757679731993	0.603240636746956	0.609805002986809	0.742149418491609	0.882019859413267	0.760019892965728	0.847245600799486	0.726092555405932	0.558851820643241	0.659023157512756	0.829741236114168	0.545709805552397	0.952087453319242	0.596947595729829	0.811718672997947	0.57275270594876	0.94070801746388	0.765949170963046	0.853766923595805	0.80855914257932	0.60783702317295	0.89239580200758	0.811797352855934	0.92847440685091	0.858108537571162	0.829077201558896	0.610758453425646	0.705933621544887	0.728300283712495	0.634385231845421	0.637752873684925	0.465252336970136	0.818351854659962	0.421359859277584	0.431413385271275
MCFD2	0.713915140249524	0.77004170154541	0.766423458129219	0.610838803324693	0.557696073702974	0.83139123842857	0.902394509349684	0.90084695093886	0.573540543326638	0.894747515379798	0.532373642193454	0.841042034668617	0.931593087803578	0.889113800015694	0.91008276456578	0.889168223176015	0.539134625646473	0.942056672655826	0.88873596551972	0.937943562883825	0.744016883821957	0.880953408510009	0.753289797001182	0.732856385797997	0.899049774931877	0.70249538777817	0.529610249566046	0.805024677131561	0.932180746841008	0.831698474811697	0.475700799750688	0.913226925161587	0.588592125153169	0.546023372106299	0.728031337820915	0.974113514494028	0.712584502592704	0.886337763813806	0.647707534003772	0.933129034447829	0.915531173354152	0.65977647613038	0.805664312611299	0.472992886939024	0.923237062204212	0.627375579452125	0.755354560800225	0.672851500730267	0.778869214617619	0.927975367952113	0.863986024474438	0.952378177761923	0.83295582621053	0.670664434518227	0.867024256983927	0.723518199756117	0.65247251300533	0.885217287585151	0.591953573610756	0.666319502497051	0.769299515845498	0.915535573405244	1	0.834724379076403	0.866569996138769	0.954692658151218	0.874982584019329	0.80818341677785	0.756071988378992	0.861688494893904	0.648706151816669	0.631953577320811	0.670373252094455	0.68486909663406	0.703805783696438	0.864690168651724	0.8286060233271	0.847456580763237	0.818905945837206	0.635863453321644	0.65059690211232	0.887422786311084	0.551625227844751	0.959098776427644	0.677544659644452	0.83495678296105	0.503673170494014	0.93790031277835	0.745440967802181	0.839550295880071	0.857398122452813	0.674552122447136	0.869444472778104	0.876038994596275	0.948528056342384	0.903991103522622	0.893937156573183	0.520979936636726	0.765744017888641	0.653272779824382	0.723919026405649	0.610317443762835	0.445705426643149	0.781486625206117	0.454210814451982	0.47015865256631
VANGL2	0.829983148745271	0.850782540022437	0.665283914496788	0.623433145599906	0.621525550209858	0.829894276278129	0.730233070744918	0.719546114601347	0.290204734349043	0.925729188607661	0.242488193978844	0.890538342795174	0.805741800175438	0.845406017217941	0.884103169895807	0.853031719105587	0.288381054795066	0.830246934765713	0.891704379748338	0.792252827017965	0.805303904145797	0.829944070211336	0.772879588117422	0.849301909369956	0.786298504838263	0.775476234481546	0.226136174989721	0.526291675948906	0.884053174273888	0.870917367001494	0.209977419233078	0.77118121551884	0.242289230104705	0.37199167211698	0.863182207927249	0.861359761444337	0.743143368626638	0.630896882967078	0.825943109559426	0.87337883189832	0.836377974888452	0.609928865508257	0.818214019610448	0.235854487229005	0.802529081437384	0.693674949360511	0.739267276919807	0.443531239977306	0.654655221169037	0.855335622728675	0.87759474053906	0.805804288580607	0.786369360438761	0.739999662171177	0.87206635846602	0.826636827546439	0.811226323828713	0.738186556495478	0.260463234128589	0.40585595671477	0.793819423438844	0.79951185277797	0.834724379076403	1	0.8205270728471	0.880303566753534	0.793691908611576	0.734972047089213	0.665183965055795	0.879368116075662	0.644692711808679	0.377893444490047	0.682744893640968	0.704589899030843	0.645987008990685	0.694143284894742	0.841587573293112	0.525294665417466	0.87004654010422	0.721536761089953	0.468283416053617	0.721554456127856	0.735122542656308	0.798583304425617	0.701719775826994	0.889001479854672	0.212790274631214	0.773955973879613	0.59009118769445	0.69138578945094	0.696920906238196	0.712242782374096	0.790852465842948	0.850427212808781	0.853382551611921	0.781200609883034	0.749451155115373	0.204913725689245	0.769632623059281	0.355063535942695	0.650250326959458	0.422311924668122	0.433999585220252	0.518449416044172	0.316518809014276	0.341517402334715
PILRB	0.779858501737808	0.796239285798611	0.75878647912407	0.672055897374511	0.575719425601104	0.754819694194132	0.771673284657318	0.819287276295005	0.380897638462688	0.879253486032413	0.325806812738597	0.839421038491226	0.847539020645971	0.859462179295564	0.897711859186202	0.910954929029318	0.366161076628228	0.868878310019595	0.911382350681758	0.848401942835202	0.77436270400706	0.858904104865553	0.751958254755218	0.794542556607725	0.840767446835682	0.733234832279832	0.333180033131558	0.624739568753476	0.880489280205167	0.87358559978473	0.320424523542381	0.894042556325412	0.389896208358221	0.386741359572401	0.753044184715985	0.905573199547704	0.710457456888696	0.80230790740955	0.683939240679733	0.880146017996998	0.822350005440133	0.711530508604095	0.767038112960253	0.303113350373918	0.869068773351005	0.698254702525401	0.762203899960631	0.499069026503204	0.785502721711398	0.873448888530385	0.866160743286555	0.863668592829069	0.835465605276451	0.694721541160801	0.854385900759641	0.809346628903145	0.704367318637479	0.861079601570879	0.37461617968548	0.486512092029587	0.786211863334514	0.854141013253826	0.866569996138769	0.8205270728471	1	0.892748774311359	0.836108526958727	0.786644835391048	0.74827128045097	0.87286340921519	0.719947766917996	0.45521475399958	0.693012818096903	0.742793267131611	0.598245808382454	0.74192169854656	0.839369154390442	0.681925195389259	0.849971790699651	0.697321524149363	0.47846371096317	0.833932523159472	0.609863502711473	0.852735566230966	0.761605711488649	0.814024267352029	0.284830130340948	0.849575517420583	0.589247119868202	0.696413884103543	0.812917428204862	0.713833707301979	0.874027218361681	0.864594783183318	0.912186753383968	0.856500358769569	0.851586721136727	0.338537658408649	0.807441066524685	0.47258347074293	0.753724036738524	0.493102597120291	0.381129572747457	0.610373245242352	0.462723788122494	0.4756709036418
APLP2	0.766486363996443	0.811078842545309	0.741363229221746	0.62208330139167	0.576449662216157	0.866144822783475	0.905036081456201	0.877600805882815	0.522143542451464	0.93539678324353	0.477183452693917	0.870724016622364	0.921924249410334	0.899389783105028	0.925855903993771	0.888784939274874	0.48836780963891	0.946717681045159	0.906780042715318	0.942835741207846	0.779723541375974	0.881267677045384	0.781001301637267	0.788891249130979	0.932808629709352	0.732186289462681	0.472140541551075	0.766115671668441	0.950737947704814	0.854507174354315	0.432716740622159	0.887833916615409	0.53403232732517	0.529342711669959	0.799432738966766	0.974276482048648	0.763128491612633	0.846127189927161	0.731144282260193	0.949203121498312	0.918688766003163	0.644961461075846	0.845103403921738	0.423526071535462	0.922465856215856	0.630770209378059	0.778479318020349	0.644624578841485	0.757423210986208	0.933867500284659	0.881073235034711	0.945090768769258	0.839673737182547	0.71918563014916	0.900706133604291	0.787400486630192	0.719400503115839	0.865232984401574	0.531837817305774	0.632530870457442	0.81583123252132	0.93178684999668	0.954692658151218	0.880303566753534	0.892748774311359	1	0.90721784611638	0.825962096412699	0.761852121830491	0.882283512890295	0.659992183251238	0.607892480828394	0.688496764817547	0.693569512088135	0.75014932776776	0.855820246810869	0.849746038973884	0.791919314795496	0.848674214583748	0.672850798413366	0.613010154299396	0.868032318624243	0.645938918851027	0.950350339020272	0.683747935829428	0.872195123269489	0.45170417527705	0.923815688962767	0.731768270694615	0.836269446204296	0.837953907637304	0.708269995905712	0.888750537126193	0.887205493271374	0.953820804607827	0.901485035864749	0.861245403287629	0.480479482804617	0.80205973043529	0.60739027556689	0.707678889855739	0.614438881640815	0.475481016921557	0.742995202700054	0.439607522294457	0.469429701271345
SORT1	0.611187511056733	0.637920105832634	0.544342096662574	0.41495499255558	0.360290136376987	0.894881281279712	0.908456089410562	0.759766764240616	0.60976655643883	0.850294733913631	0.588776452754088	0.722603966479228	0.89858334884088	0.762047693293025	0.828113438890823	0.806397396629189	0.630410345131532	0.906258741714903	0.793824873075251	0.924382590692941	0.61090483560256	0.736885987058608	0.621742070862633	0.678295027207873	0.941232588481441	0.591061388436685	0.580155482021477	0.786273320997175	0.868612567339758	0.71893636186599	0.56176127837511	0.79787536348856	0.593028804050543	0.650546434148236	0.758462052256953	0.889844839527031	0.592137740902003	0.74751409906341	0.614525376942269	0.905554769858345	0.888888594284665	0.446561542863329	0.708077431651908	0.543600672331636	0.800414547230444	0.475189449117806	0.611374626994965	0.7450082949562	0.581192223165025	0.791807055949378	0.761091203608223	0.828787531278652	0.675212223541106	0.539308663554376	0.788826818407804	0.717575220913479	0.569722657117844	0.758780536362631	0.592904644829809	0.740350794589939	0.766856131835749	0.926463735058762	0.874982584019329	0.793691908611576	0.836108526958727	0.90721784611638	1	0.942704446432164	0.594415063161986	0.75991891823013	0.4571496909988	0.702628906020931	0.499655018371225	0.530102040230329	0.773827600744697	0.875532990117388	0.68919786274572	0.744346564651507	0.696435711903329	0.486539459512873	0.704963045476382	0.76229995697142	0.501069340598175	0.912954946497638	0.510105150163269	0.781577243165044	0.521769287766894	0.886026128175424	0.816758170014105	0.870304659838886	0.700005511367275	0.545785541811483	0.899595178336887	0.772749942629187	0.888065609637699	0.78743338692946	0.761291128176682	0.569146469740321	0.655110987368378	0.690212443003718	0.514110657334935	0.719103250879171	0.626239669350013	0.783619570212078	0.430580264211783	0.453375229683648
