""	EGFR	NRCAM	C1QBP	THY1	KLRC2	ITGB8	ITGAV	GPR37L1	CD44	LRP6	EDNRB	IGF1R	F2R	LRP1	LRP4	AR	S1PR1	CADM1	NOTCH2	TSPAN5	SMAD3	NOTCH1	LRP5	PTPRK	CD47	LRP8	SDC2	SDC3	ERBB4	ITGB1	ADGRV1	PLXNB1	CD9	TGFBR3	IL1RAPL1	CANX	TSPAN12	CD81	CD46	KCNJ10	FZD3	RACK1	KCND2	ADCY8	CD99L2	TSHR	CD82	LIFR	ATP5F1B	ANTXR1	IGF2R	SMAP1	TNFRSF21	CACNA1C	INSR	TYRO3	PTPRS	GPC1	ADCYAP1R1	SORL1	TFRC	CELSR2	MCFD2	VANGL2	PILRB	APLP2	SORT1	FGFR2	RAMP2	PRTG	ASGR1	ITGA6	LINGO1	TSPAN15	FGFR1	RXRA	SLC16A1	CD63	RYK	S1PR2	NRP2	NCSTN	PDGFRA	PTPRA	TNFRSF10B	SLC16A7	CHL1	AMFR	ABCA1	LPP	SCARB1	DCC	APLP1	TSPAN14	LAMP1	STX4	PLXNB2	TLR4	SEMA4C	SIRPA	RPSA	PLXDC2	MERTK	LRP10	HLA.DPB1	CD74
SDC2	-0.108657736700474	-0.0470301387780169	0.0447869485434359	-0.224001171876986	-0.273934216671861	0.534393045119164	0.749538305596749	0.426586440554329	0.935239910364754	0.271483587129893	0.963528321666379	0.0866387018416469	0.570714046232196	0.210548556382918	0.310365726485862	0.279193010238514	0.910169052368663	0.520545810894939	0.206684426754958	0.618358991784368	-0.0320724405111589	0.203848370457386	-0.0118043450745889	-0.0575642775955523	0.61256400258086	-0.0596749551566857	1	0.862169005907825	0.374627999946902	0.0532221725815662	0.902287793517564	0.407306180196354	0.90518681993933	0.844392013215556	0.090860621829711	0.475000447149087	-0.0361165659110095	0.521390635975319	-0.125032979857371	0.4776812744996	0.571207983487378	-0.108526734150919	0.135549390846322	0.868235294495499	0.349734413146184	-0.122736448815471	0.00815965559452673	0.892484452313295	0.0961513072464683	0.316130494961445	0.149110883899854	0.450177156806748	0.104543703912398	-0.12660437543085	0.164591691733124	-0.00559723992721486	-0.152162289341035	0.360992898499544	0.943551195080449	0.926759002482123	0.202366387683863	0.596303712574594	0.529610249566046	0.226136174989721	0.333180033131558	0.472140541551075	0.580155482021477	0.594722454980595	0.0918792111978188	0.198530402923834	-0.1440142383317	0.913536770585044	-0.120109418443136	-0.11922385330923	0.620358507796712	0.729680777708512	0.0706869280338619	0.778766442717181	0.0357535569234554	-0.16374426419697	0.818655957376269	0.370438924406358	-0.224726819944775	0.647028876533806	-0.115415487017194	0.194256341883825	0.912117177872582	0.605996467951951	0.817423353303368	0.778111884816601	0.311166691578016	-0.127947550037551	0.343919450309597	0.197169221054223	0.434867329411752	0.319894459991118	0.394392211174055	0.913574575557223	0.049118882402678	0.916977507165709	-0.0215240372013986	0.754099481941072	0.479866182139646	0.887393298507194	0.191437427514873	0.187712079203244
SDC3	0.317526293929678	0.373399523312379	0.430303402678809	0.201173330115021	0.157406481742776	0.697537799333505	0.920061415176282	0.762000780310176	0.845841595884698	0.606348914594921	0.862939253210767	0.478476684792213	0.799733424132873	0.608225814714847	0.645929239255215	0.559305775306247	0.827713843469308	0.775334027150228	0.560133938049692	0.870958739682749	0.389432503395786	0.599044389076356	0.395329634722318	0.34334165710652	0.840549779688174	0.3635648716247	0.862169005907825	1	0.720674719869053	0.445682996987449	0.810871498034678	0.722077650570422	0.904246464234254	0.742064662513324	0.42902891846726	0.784946067937215	0.379493908040279	0.796077283093509	0.232996446961983	0.783595306343584	0.790730397518416	0.280197220847161	0.551077042104022	0.734096359148183	0.6871669998699	0.243316333737199	0.430988129512343	0.882977992171779	0.471295620333304	0.672739728807636	0.520316401123234	0.78184276139611	0.504543031304295	0.27396938085078	0.53850505833098	0.391522968656982	0.24988946671185	0.667698684151665	0.925009835857654	0.890811437904165	0.453362653935455	0.856257598867275	0.805024677131561	0.526291675948906	0.624739568753476	0.766115671668441	0.786273320997175	0.762948406478704	0.485154243246604	0.566128920520386	0.239139418562901	0.901754135774776	0.315963633958388	0.284758688489381	0.722304345483737	0.88788616961062	0.471535884685416	0.931094535491448	0.419303950289941	0.250927363160537	0.798871491420879	0.699319703204346	0.194465496078827	0.890612642411409	0.268704271113505	0.558445509646699	0.82493449247255	0.858609663091916	0.838046416013003	0.879276289892604	0.654219875957526	0.291475484621113	0.66438040446821	0.557016630570782	0.741797140708484	0.658061476319015	0.673869281722317	0.858672197261867	0.42605107279517	0.93302453181398	0.37235401001772	0.712169614271578	0.442301403040452	0.937553867233735	0.32883453487507	0.324040132414738
ERBB4	0.839261130189071	0.8734323032697	0.769260245092722	0.687523899365185	0.663472849903666	0.82398415137825	0.8458249652252	0.890674660416259	0.415821650135593	0.956618720806629	0.378936109266931	0.917305036162779	0.888223269447407	0.938159309550213	0.938739321886067	0.867516732940672	0.399426298843751	0.910134202861499	0.922897219347978	0.908063414662491	0.84163138953526	0.918412293819325	0.813947248992763	0.857524995370274	0.882800729169131	0.822327691306165	0.374627999946902	0.720674719869053	1	0.895491899065038	0.359802925184474	0.888834574233993	0.454114607451818	0.413784198587457	0.846846434004318	0.962892259075117	0.816563550564645	0.810178211759389	0.778963319413479	0.960885262755652	0.895905798721589	0.687065993433362	0.91337684356456	0.320092492703951	0.914228925191847	0.704781318441989	0.831687198728731	0.558675753827246	0.77156476140568	0.945120920174813	0.909099862161587	0.932968248370623	0.868004981545531	0.776949327520075	0.905505024873749	0.83398419407393	0.787149000459015	0.84732243379606	0.461054928981496	0.527213164392768	0.787539358456332	0.904435732349152	0.932180746841008	0.884053174273888	0.880489280205167	0.950737947704814	0.868612567339758	0.796556255610348	0.777157158920833	0.930111957907134	0.705314789772929	0.521555871340233	0.767134134590264	0.754140979119399	0.657190769503281	0.785004113048804	0.88334816567305	0.722516489794327	0.878626609206975	0.740673798636098	0.51129811889577	0.867645581247732	0.732250139948808	0.916700887353758	0.72378556777172	0.897021667490131	0.362186206595551	0.898581713742971	0.646899143542584	0.761408690372418	0.842624614987775	0.774615321663069	0.887716410492185	0.888448471263204	0.936053998615946	0.884918817399552	0.856789145919378	0.394739437031047	0.811564628103093	0.531647964342272	0.745245375148516	0.481325117103047	0.381575305997126	0.663855156766241	0.392205290876792	0.395227112524837
ITGB1	0.953181089183123	0.967663160907889	0.896235145730178	0.882738312516087	0.836758089950677	0.651574495422636	0.619090704410618	0.833881175064676	0.0930054091290315	0.913678508573116	0.0409104992347239	0.963521835544115	0.763337943545138	0.945785933522445	0.916043679516707	0.900723164168672	0.0762273352445576	0.816030521068119	0.966716767725483	0.761338902921379	0.943624503271257	0.950393381811636	0.90518510824311	0.942630073148269	0.727956166076983	0.909908697594121	0.0532221725815662	0.445682996987449	0.895491899065038	1	0.02798429610707	0.874206732557483	0.164285172945166	0.117491632567008	0.838731306606623	0.881047436578426	0.865118280857243	0.760375691974077	0.853901618297361	0.854881928674003	0.738656918854378	0.877254610424663	0.884721122979799	0.0013911971829793	0.876391367324025	0.886525797282281	0.908172366056167	0.237272552157742	0.887465450440286	0.921278961340994	0.959207601638634	0.866388938041682	0.947427577512923	0.879238236608053	0.944102003384209	0.919678377099871	0.901239566226368	0.85967626315403	0.132365103051158	0.218270034825094	0.808541941408306	0.762963788543403	0.831698474811697	0.870917367001494	0.87358559978473	0.854507174354315	0.71893636186599	0.636954973502646	0.848951297559011	0.941095755402087	0.87315135508187	0.20289640350443	0.892177571059087	0.927565788505681	0.431994219600262	0.583107329616126	0.962773542973797	0.541761373840154	0.967512320512932	0.887614604455075	0.256716872207486	0.828861431376986	0.813183897676278	0.754219516252321	0.916584465500067	0.892433923337904	0.0407995116579795	0.762931240122345	0.3750062966428	0.534185408072619	0.863055881807627	0.880345495489365	0.863962097259533	0.947158116647091	0.892414787196964	0.899085713063676	0.841427639469439	0.0857946856662531	0.882661155891788	0.241243117957436	0.899525252473531	0.292438737896144	0.248074394844045	0.395525039248254	0.465391316767484	0.473763874512572
ADGRV1	-0.124850427243262	-0.0661341316174952	-0.0135120508516648	-0.257965941984224	-0.309961499477149	0.499824687984951	0.70544087825459	0.367885253716239	0.873251337239636	0.262965700159638	0.94044833730986	0.0616759791882573	0.526573660924476	0.166759684614742	0.294308525851467	0.246788184419623	0.936081126911534	0.482272858304217	0.179081771014459	0.572553658977078	-0.0722517044981483	0.16175103213325	-0.0489049453373903	-0.0566817964209411	0.578618577612855	-0.0672547225638264	0.902287793517564	0.810871498034678	0.359802925184474	0.02798429610707	1	0.341076033847551	0.880550663681002	0.803441339735425	0.111798363275736	0.438154534766286	-0.0889466149367022	0.44294615165177	-0.134563650438891	0.465607791142263	0.531097687737848	-0.146874731426769	0.109267491612348	0.884933910408346	0.321585116162916	-0.135503283980232	-0.0447792838638028	0.906519679129902	0.0349165205573218	0.278320578857727	0.139332373304467	0.392582527471982	0.074748930124419	-0.144282958169322	0.129367118667848	-0.0232061744813037	-0.170651123554492	0.329526086279625	0.902967219380066	0.904988418119133	0.150065219438836	0.571577138709322	0.475700799750688	0.209977419233078	0.320424523542381	0.432716740622159	0.56176127837511	0.605907666318452	0.0300482964114121	0.191008240415203	-0.183394415257381	0.920192261754052	-0.163780574731487	-0.144708748340483	0.593129156923824	0.707604203234365	0.0418681136308084	0.685013855648279	0.0016826863885925	-0.177466107281582	0.785359440799832	0.304232218133577	-0.24078357344894	0.613189897636148	-0.143739584367762	0.196223966213904	0.887814215350382	0.588579920875703	0.784192215934049	0.726464147204288	0.251722859616116	-0.163039266383872	0.299378635689501	0.168875876863817	0.387716892741225	0.265450602739156	0.323315993506057	0.911539099384782	0.0218353844751069	0.86639832349852	-0.0677435149754989	0.672525570737011	0.453826931570867	0.852385610433848	0.100616679055574	0.0902963864763077
PLXNB1	0.771903771008741	0.80263954483849	0.86941568363554	0.745723626546752	0.661885106464009	0.687064930902031	0.795885710607128	0.939262580613383	0.422363204351013	0.850008301947579	0.383321747588475	0.845562376780123	0.860488655870269	0.914217209666001	0.891716896344478	0.893856760674168	0.3721836324748	0.900215383158997	0.911326429319104	0.888850742698437	0.817270006348213	0.929692332947672	0.803533502915871	0.763498533590509	0.829967463696452	0.750969593517444	0.407306180196354	0.722077650570422	0.888834574233993	0.874206732557483	0.341076033847551	1	0.509478883964779	0.372211059491564	0.682395942819698	0.940653053520479	0.729602799848678	0.932660081107986	0.605143232044816	0.891640847658696	0.814440336356616	0.803239971168349	0.803245478459754	0.3079620641332	0.917844373754567	0.746793292941895	0.829700280047837	0.504610241912832	0.892482695226456	0.924958912329032	0.87493570254301	0.944940594204519	0.897201479327321	0.693502212107926	0.8752224958567	0.778689958755269	0.69172670975823	0.943321781175817	0.488122105804835	0.512437883114924	0.695718342630431	0.875420376866092	0.913226925161587	0.77118121551884	0.894042556325412	0.887833916615409	0.79787536348856	0.74377442877033	0.835126160184775	0.885049769213924	0.756156236078827	0.487035427887508	0.780452633128226	0.800463313426567	0.535883491169487	0.779648043422848	0.869434524581126	0.817680271197113	0.847305500041649	0.744490600478423	0.489253297349108	0.919857057183436	0.575938140205682	0.891230075232758	0.806325860022273	0.803012274538479	0.375201333247948	0.893421106205989	0.567833374392369	0.703070269352046	0.923632227632649	0.732960650857961	0.902866853923489	0.896781981623981	0.947257381401906	0.931609821844848	0.917436661553438	0.411257481797523	0.826950198038883	0.561126992705113	0.852875458266419	0.473822643611158	0.256455957215752	0.662366093848734	0.502984376810625	0.49908776592166
CD9	0.0198888375966335	0.0747286892889888	0.227237022596407	-0.0450974613123125	-0.0948532946954645	0.448779365610564	0.766126749838615	0.574271171994808	0.837362675024575	0.3160010576678	0.925774713650137	0.17626282229402	0.57295773405717	0.329541724815977	0.384488950109986	0.308940497300167	0.851236857724816	0.588802194780398	0.290808602572896	0.689522350263146	0.10384046113028	0.336888077473613	0.119489437746691	0.0408647411576848	0.672836161817648	0.0797528153957201	0.90518681993933	0.904246464234254	0.454114607451818	0.164285172945166	0.880550663681002	0.509478883964779	1	0.708870320527332	0.155116981492151	0.551850208891059	0.126523313107223	0.673012824013568	-0.0560038778468762	0.545921910974606	0.541142100592508	0.0789985945966763	0.267748769809216	0.751930463561537	0.458805656006399	-0.00519336302759898	0.170120873717675	0.832915166280876	0.27644950190759	0.414933605758068	0.247049469614395	0.572094382400618	0.274064373539049	-0.00738378663967603	0.275267927066212	0.105758314420483	-0.0387935963536395	0.484754423079863	0.959709049986614	0.872530600020633	0.219803681457043	0.662794523695799	0.588592125153169	0.242289230104705	0.389896208358221	0.53403232732517	0.593028804050543	0.594163557411966	0.276762205818844	0.287263550167032	0.00401664469108624	0.898825005423011	0.0620209027308703	0.0433460634662058	0.560951985488452	0.750883788608248	0.194594434423103	0.870527092176133	0.132617348595755	-0.0194716557795932	0.761011018407005	0.503982013466365	-0.103535538966275	0.698514080922641	0.0331498837058577	0.279856301172278	0.914937547976946	0.660949179981448	0.720115126010553	0.751034826897287	0.481082842692345	0.0253305774855758	0.443640905056513	0.306504946164692	0.515444813866114	0.448711215642458	0.455727762161251	0.949223864223766	0.191918729663237	0.947707277583301	0.164411425787749	0.670824547606728	0.36011226129022	0.892648849730587	0.263466090682282	0.256488671989927
TGFBR3	-0.0468414447628433	0.00960210613579881	-0.0154747837339233	-0.228405459472785	-0.279124987365332	0.726552028215506	0.760258280676163	0.327966214676618	0.899724955029605	0.383177664456456	0.8833846978575	0.170846347680533	0.659073501011158	0.217735963736055	0.368600423988781	0.402262744054896	0.889216435521165	0.547658698525105	0.27053137558657	0.609235601514567	-0.011411642702983	0.185738474046056	0.0516457753578555	0.0560703374041072	0.62538723108329	-0.0335354998852224	0.844392013215556	0.742064662513324	0.413784198587457	0.117491632567008	0.803441339735425	0.372211059491564	0.708870320527332	1	0.237059757268278	0.49245104983977	-0.0164724058655765	0.397710309829116	0.0519643079084829	0.484934606641679	0.672803819152792	-0.152588601278999	0.153931983151621	0.902652094562655	0.357102624154773	-0.117340157575421	0.00550349167959946	0.90848232607618	0.0356568593439816	0.32598309834405	0.20775863119009	0.414652490894261	0.0834187968501438	-0.0480788446829175	0.227984276018531	0.0754582262898421	-0.0715824941744332	0.333324311970571	0.769686198310107	0.912864847217514	0.320026244974483	0.594773601883049	0.546023372106299	0.37199167211698	0.386741359572401	0.529342711669959	0.650546434148236	0.681637202504396	0.0437931945722243	0.234260392609568	-0.145802089971563	0.84459953751173	-0.13714250713792	-0.115371891856253	0.729929208328639	0.748230391430941	0.0911684062800995	0.632200050741432	0.113422287392997	-0.122979625283019	0.87811112968392	0.342366808921521	-0.141730469840934	0.647221060360151	-0.102198283202784	0.251346009847688	0.754445549818486	0.601552011405535	0.911986732143011	0.823748472072555	0.219604963197014	-0.0815010793673773	0.372999411502227	0.235611011869149	0.445666163469128	0.302632197596214	0.381442291116301	0.76085647701547	0.108754909540054	0.769149113258107	-0.0741905896941247	0.781559811356294	0.648588435573815	0.812464607755242	0.142539590223375	0.157767224181408
IL1RAPL1	0.844931264644132	0.841902897619227	0.613690975704497	0.632509873710542	0.639769843113277	0.742540295168159	0.61929207340074	0.653836164480067	0.140677410168979	0.87700467852578	0.10850537989725	0.865050087084706	0.704265352521353	0.806265095767437	0.825485638017404	0.755789502773799	0.164698965055439	0.738628786325418	0.827175219309452	0.710664574989493	0.790698230168251	0.794775498123906	0.762295319354396	0.863834380603574	0.720198258425839	0.789042018835122	0.090860621829711	0.42902891846726	0.846846434004318	0.838731306606623	0.111798363275736	0.682395942819698	0.155116981492151	0.237059757268278	1	0.782707256728513	0.79859135770361	0.542888347869439	0.876721883697018	0.806137374490313	0.728297762943484	0.579105241204952	0.844076590137883	0.0829189923732614	0.732828760852003	0.643904806974103	0.748623220441157	0.331505304601443	0.606724547818275	0.796069747191122	0.826666349542858	0.727137618307457	0.72835120085847	0.759234728093021	0.834701394069009	0.839377294232931	0.826940019343226	0.645760125247082	0.142930448712926	0.275777389283372	0.768545868255754	0.726177262523975	0.728031337820915	0.863182207927249	0.753044184715985	0.799432738966766	0.758462052256953	0.684630232947914	0.659878232765438	0.832137858921829	0.639019787769065	0.272718572060917	0.690465029627685	0.692131768250652	0.523919281030316	0.57209859704269	0.806931938210669	0.397579503548734	0.833347657651156	0.724977367694003	0.312022969809363	0.661968974957646	0.809132536229043	0.697837275290261	0.672012209214297	0.848662158781163	0.0666569986557761	0.690779092135822	0.459261052176162	0.584160509092555	0.624892906669273	0.749669620281029	0.776951306828981	0.782782280879859	0.771090755711788	0.715489275897551	0.663334418805831	0.132445324167111	0.727110808783216	0.260701474220833	0.612430376201872	0.32964367426031	0.370239895346768	0.381159803443047	0.291948087008786	0.317607298514337
CANX	0.785466124717	0.830848925039055	0.80528310284785	0.673824607323106	0.624458899841748	0.828701605209875	0.894284620832385	0.929545131733377	0.508677869811707	0.934046191005131	0.473265199429716	0.887973362286664	0.933885923844237	0.931686952534893	0.938455073824134	0.911636610147011	0.485640343763214	0.953521319042787	0.933416023000024	0.947705617504697	0.809430205405197	0.927164241868984	0.809580639080381	0.798014689971944	0.914748193461916	0.761744682761066	0.475000447149087	0.784946067937215	0.962892259075117	0.881047436578426	0.438154534766286	0.940653053520479	0.551850208891059	0.49245104983977	0.782707256728513	1	0.766174948374105	0.895548667291977	0.698550522879974	0.960296383472089	0.919138660222694	0.714453586258152	0.85932026820415	0.414043459664449	0.94730496529978	0.689006834238017	0.81106165282049	0.632976901706853	0.81894728055513	0.963135993542536	0.906337622861265	0.971981120193893	0.879875079448311	0.727056261999493	0.907218054882686	0.790938218679032	0.724574720246719	0.912665780668353	0.548131678696471	0.617903870732478	0.782252228125462	0.940097997481662	0.974113514494028	0.861359761444337	0.905573199547704	0.974276482048648	0.889844839527031	0.816072806829529	0.796716826330679	0.914177883485558	0.707226468851072	0.597894976951959	0.735417459660417	0.74392447072834	0.677255033636522	0.849608500583233	0.8816204304392	0.822627409133568	0.867494068688999	0.716574026684877	0.590818399127966	0.905627493774086	0.631926482454196	0.961825337140577	0.743174084448405	0.87885231905689	0.451920282135976	0.949884382915771	0.703960317468972	0.814555482534586	0.883014540630487	0.726581793064903	0.906404408837601	0.914208106069836	0.971446425824647	0.933473974924008	0.910191597232619	0.487815509510631	0.821316958013155	0.616970452887234	0.77420333192234	0.575477981428499	0.408741623322107	0.746806662806618	0.457650726761402	0.468683065016518
TSPAN12	0.918442101192882	0.914905566083334	0.812112086766822	0.831813174207644	0.854256949960395	0.533196625664496	0.523205945206112	0.762603452556099	-0.00824288783036185	0.812414018023023	-0.0498325418510892	0.879039611008336	0.613772220100613	0.872312051205704	0.797193584005607	0.711289351395067	-0.0527049621073623	0.704958230391705	0.831766382828306	0.668790334866404	0.880950665869323	0.864559497187557	0.872767681872754	0.859046957247066	0.647154999047521	0.861880676565888	-0.0361165659110095	0.379493908040279	0.816563550564645	0.865118280857243	-0.0889466149367022	0.729602799848678	0.126523313107223	-0.0164724058655765	0.79859135770361	0.766174948374105	1	0.661987997043543	0.834950872696544	0.727277082887355	0.591139223247483	0.784580922240602	0.910623740731448	-0.145632691974116	0.785681730739494	0.728484410433988	0.90802162620759	0.121195615551528	0.797736346844428	0.837986831134425	0.830474904695423	0.784882074259295	0.868385740299449	0.845354214761607	0.854760409096024	0.843186409820352	0.878259059040229	0.708607722282693	0.0756047973217481	0.0926030939694637	0.704863165782131	0.649273616015612	0.712584502592704	0.743143368626638	0.710457456888696	0.763128491612633	0.592137740902003	0.46195771763312	0.832018681529274	0.816667716717611	0.818772293828809	0.106795616704543	0.870498835333755	0.810684044090606	0.389199211358651	0.466768657953047	0.880010733018558	0.452057002596988	0.892713570891729	0.841555994121903	0.103082116869422	0.767478707163343	0.900297418388619	0.636242441881993	0.813976278413779	0.805870481346322	-0.00842755003305262	0.627064584489151	0.222169429847367	0.41206016309158	0.760956629834737	0.901068444564964	0.745305416756276	0.82165873661736	0.758188308892365	0.799729565152663	0.703627048738119	0.0284523998884877	0.856731602741831	0.168857923902258	0.808424225325987	0.143531278145237	0.0897177002416643	0.270089392214935	0.354355888607905	0.374291512906216
CD81	0.641042860782032	0.679538731904052	0.847029635007614	0.671670023825282	0.577607732339112	0.584430589350798	0.801795884149662	0.943564459341989	0.503900733904923	0.726162074091215	0.497340220770438	0.716219515748476	0.810740268199993	0.846564449273528	0.808831623773328	0.785113097866807	0.4574330856332	0.867907563590376	0.810228216370415	0.880587671775838	0.714847676280027	0.858397392588598	0.715377145989139	0.620496936867458	0.820651614517171	0.629523078254903	0.521390635975319	0.796077283093509	0.810178211759389	0.760375691974077	0.44294615165177	0.932660081107986	0.673012824013568	0.397710309829116	0.542888347869439	0.895548667291977	0.661987997043543	1	0.454059674560877	0.826997462171274	0.741952444584684	0.764436669561513	0.719404355438971	0.360470656958194	0.884127696398636	0.623303979452841	0.761857069552911	0.552337606812388	0.882715616136706	0.853718711349883	0.771500564175142	0.935989324715922	0.8470289987738	0.589909962728846	0.783838791483042	0.661596860089601	0.548251454160094	0.922115173281786	0.618222018388337	0.585272616434012	0.611675327715599	0.861603431880607	0.886337763813806	0.630896882967078	0.80230790740955	0.846127189927161	0.74751409906341	0.675410184032317	0.82941437033558	0.767120463078444	0.688200543935965	0.569955871067072	0.708370068233546	0.716016965326178	0.500238987925828	0.775489279905825	0.775746076582773	0.922420615290752	0.724673226873447	0.616490159668764	0.522302790281279	0.912449737916505	0.44644131123264	0.876292265975161	0.708281054666781	0.707575399945084	0.509854866503645	0.869733211682665	0.56490532441744	0.709047141002012	0.9241349677625	0.646199990966309	0.843596637971625	0.825563034672308	0.896905145509427	0.920366895118646	0.87747622058315	0.554691080706206	0.745165090344336	0.667773631407957	0.819627309320375	0.532673363191741	0.247076887717736	0.741113828866059	0.569505091848437	0.569588711111589
CD46	0.882122088345833	0.885152537032298	0.655959296635727	0.716094109458486	0.743498669178792	0.638478282239682	0.464191124177327	0.578451233121037	-0.0528683723417229	0.844595489281579	-0.117187795016025	0.877448194832282	0.589816008529925	0.776105542815845	0.759566326302935	0.724057104515962	-0.062032807505345	0.637601398224859	0.794587687227239	0.577367221853563	0.820171687755891	0.752021553737745	0.803084363275094	0.898954590870719	0.587526669608862	0.822786990664856	-0.125032979857371	0.232996446961983	0.778963319413479	0.853901618297361	-0.134563650438891	0.605143232044816	-0.0560038778468762	0.0519643079084829	0.876721883697018	0.698550522879974	0.834950872696544	0.454059674560877	1	0.70019229638771	0.614867001203146	0.640037331374081	0.823971105085942	-0.12167538734505	0.686993965991504	0.710682920699154	0.765958664943863	0.1167582495635	0.623490389421325	0.763045254151486	0.832747091168842	0.654017472954785	0.755851599536235	0.867780801040839	0.841248073715628	0.827851586384306	0.900036446787578	0.579312469506936	-0.0696121971525872	0.0752335211965092	0.791525956960052	0.582599066941977	0.647707534003772	0.825943109559426	0.683939240679733	0.731144282260193	0.614525376942269	0.517940395363425	0.632734908551747	0.804016390291111	0.703475815390982	0.0518613094374674	0.748181853020656	0.748965691453642	0.411284856730072	0.40986587744384	0.824316192756488	0.258123781647443	0.864200073990585	0.76359228432597	0.156920616617758	0.600254355885967	0.867232537583631	0.56624817716599	0.74049132256234	0.813285353634718	-0.123338992080385	0.564927770374505	0.296829715387312	0.426277580966799	0.609428794865672	0.800599095247388	0.69619321462258	0.784858254572547	0.692239383122613	0.686722804886549	0.60485920952587	-0.0838418949648649	0.765365667033492	0.0477076166737356	0.652869628322976	0.225416868552602	0.325820749737464	0.195472092044442	0.314502766168431	0.359536769248448
KCNJ10	0.777196799832056	0.811123317550864	0.720367909647492	0.615142121054552	0.573200901844799	0.836078749544944	0.888529226391546	0.894325887723885	0.496405667747896	0.922982843089255	0.479164960870501	0.864227913551795	0.898436536473326	0.907088745927107	0.9250097802569	0.855359726820799	0.502092654624651	0.926752924902583	0.901372338182918	0.929384282642733	0.797027430376934	0.890377791139067	0.748982119954019	0.801373551042543	0.917436674455952	0.754755229887202	0.4776812744996	0.783595306343584	0.960885262755652	0.854881928674003	0.465607791142263	0.891640847658696	0.545921910974606	0.484934606641679	0.806137374490313	0.960296383472089	0.727277082887355	0.826997462171274	0.70019229638771	1	0.910034176176589	0.633441223716736	0.855071258068999	0.409903283212431	0.896140177647239	0.679016091396965	0.768013448121606	0.6376308831067	0.732471645110015	0.91860089484845	0.887549223206534	0.929942345230731	0.8330085989853	0.703875050581519	0.879980000907695	0.807078830473505	0.723103610522625	0.850684434815535	0.551484249807566	0.618062780084324	0.762348594994391	0.939624232636036	0.933129034447829	0.87337883189832	0.880146017996998	0.949203121498312	0.905554769858345	0.860119126091582	0.733604936713362	0.902073707750081	0.633212101154476	0.612945389450392	0.696238142884722	0.708681179194817	0.693932833494685	0.843598202898836	0.840683300328662	0.771654359156567	0.81898694226343	0.670741959719312	0.592820800215052	0.840511988375159	0.64883521677543	0.942994207132365	0.669821640224269	0.883216021864351	0.455342437089534	0.928932215132484	0.71501276296014	0.819446781975891	0.832971000475797	0.682373489520503	0.899346947216885	0.871469965116288	0.948288303767124	0.876384864418049	0.844318406208958	0.487781344985396	0.74907471034679	0.626369680541597	0.69668116481867	0.553171864510951	0.43496927011767	0.740191614546864	0.384262416707665	0.397378202676828
FZD3	0.626765787418963	0.679089370326065	0.5836222778922	0.457011344471339	0.421017559706323	0.937285370397924	0.920594189482915	0.787401117619105	0.654355363477674	0.884576864670994	0.580951132055849	0.779204234493632	0.934355088830353	0.801821058640651	0.850962615850684	0.835839575412425	0.616319982009613	0.87830541886862	0.818269565968391	0.904628172204499	0.650004004752181	0.780415541221775	0.667083410978112	0.693367802084586	0.886413097243663	0.613372408578028	0.571207983487378	0.790730397518416	0.895905798721589	0.738656918854378	0.531097687737848	0.814440336356616	0.541142100592508	0.672803819152792	0.728297762943484	0.919138660222694	0.591139223247483	0.741952444584684	0.614867001203146	0.910034176176589	1	0.476480256874953	0.74571025415019	0.596801599439901	0.837478597991007	0.52795614726282	0.625171404117629	0.763637695890299	0.599684333377845	0.852180517658525	0.784020994546212	0.859687652604374	0.681898352509435	0.583201103210069	0.782424874023947	0.682496873082371	0.585353106861308	0.773792784084576	0.598925913039518	0.731934488201256	0.704551905025527	0.895139012180913	0.915531173354152	0.836377974888452	0.822350005440133	0.918688766003163	0.888888594284665	0.851161551616317	0.59203523077814	0.811627850484047	0.505214215619263	0.68312115385805	0.535435341493898	0.545704385195575	0.774613428185236	0.861142080139538	0.721043152580812	0.756603879345746	0.723604683249896	0.530689833676721	0.702551539530652	0.76877895952864	0.499435649432087	0.940147238886912	0.528613080512746	0.793507594299143	0.502348457053677	0.910124648249096	0.847719489502993	0.873732865639619	0.691726897504571	0.538469726338376	0.807691671665048	0.779345104172212	0.879106990976899	0.784435337504165	0.809241064240951	0.521558010573067	0.642831134161653	0.642401449109456	0.547460457675722	0.657751655483531	0.538542739698965	0.790244620196641	0.335786606912496	0.341758255791171
