""	SDC3	CHL1	CD9	TNFRSF1A	LRP1	GPR37	CAV1	SDC4	F3	ITGB1	SORT1	MRC2	ABCA1	RAMP1	MET	LDLR	GPR37L1	SDC2	ITGA3	C1QBP	EGFR	THY1	AR	EDNRB	CNR1	ITGA6	TNFRSF21	CD82	CELSR2	NRCAM	SCARB1	ADGRV1	FZD3	PTPRK	HRH1	ITGB8	CD47	ITGAV	TNFRSF12A	NOTCH1	LRP6	LPP	CD63	CD46	LRP4	CHRM3	ERBB2	DDR1	ITGA5	ADORA1	NRP1	INSR	IGF1R	CD44	FZD7	TLR4	CD68	LRP8	RIPK1	FAS	CADM1	FGFR1	F2R	FZD5	IGF2R	ADGRG1	VANGL2	RAMP2	CD81	MCAM	PTK7	DPP4	FZD1	CALCRL	TYRO3	CANX	TRADD	ADGRE5	ANTXR1	PTPRA	TFRC	SMAD3	ACKR3	PLXNB1	MTTP	SORL1	PTPRZ1	TSPAN5	SMAP1	RYK	NCSTN	AMFR	APLP2	CAP1	PLXNB2	TSPAN12	AXL	DDR2	NOTCH3	NT5E	GPC1	TNFRSF19	CDH11	IL17RC	CNTNAP1	APLP1	TSPAN17	NOTCH2	CD99L2	PDGFRA	DAG1	SLC16A7	NRP2	ITGA2	PILRB	PLAUR	SLC16A1	PLXND1	MCFD2	TNFRSF10B	RACK1	SIRPA	PDGFRB	LIFR	ERAP1	JMJD6	ITGA7	RXRA	LRP10	TREM1	LY96	RPSA	TSPAN14	CXCR4	LAMP1	NCL	GPNMB	CD163	STAB1	CD74
TNFRSF21	0.707301048843325	0.906562999180658	0.760897315583515	0.902899504951564	0.730562699296399	0.706083539974498	0.0217147635234441	0.261075335170283	0.79110948666676	0.510290998189659	0.898355327110646	0.827383847347015	0.668487547956025	0.887075308304772	0.584505623233817	0.787773852591395	0.763667695137149	0.602846922907483	0.581271789410101	0.807785446091094	0.747319055790687	0.705963580934979	0.845958429770178	0.732861366574963	0.824484661098773	0.641530644430382	1	0.210801851679523	0.832736606845243	0.695283760851004	0.517262938912386	0.722248770247313	0.846061685680321	0.593606094691483	0.843363026618516	0.885332434751301	0.805440312050193	0.848937619035376	0.66470989028948	0.8148366367469	0.790642154163599	0.721898042144733	0.850177780099589	0.727207870804636	0.797959127947268	0.756230551708019	0.649302634988267	0.873821435931947	0.248991496440649	0.801837313339993	0.396203859801133	0.587609333527122	0.595365002765189	0.593150293097569	0.694625917013402	0.625291656249488	0.408457389420162	0.598591309115266	0.742044900841649	0.469669795370343	0.853789845533847	0.805428725619874	0.694323482111577	0.897393027624563	0.550561053031632	0.773079396263085	0.777606685657944	0.816184699459592	0.764556241613376	0.731980841980395	0.638616566566211	0.5979767560193	0.603219451610764	0.729336279547433	0.876774879498936	0.74957808447165	0.71534692704012	0.737850941653376	0.605085420929139	0.915078982655008	0.467182185202684	0.539343353183405	0.732816690055734	0.656570236940029	0.825955245800869	0.775052830954749	0.886771600619351	0.78946593509433	0.784060173301828	0.690873747096638	0.810397383252656	0.724887228244236	0.869605896309595	0.679978215040484	0.627196737758633	0.646247447741769	0.641168569509841	0.421292712765203	0.294129983538613	0.287238202267586	0.754011552814575	0.713485048421825	0.633993033437904	0.831395801570206	0.726727908790793	0.8033163103063	0.80965084685631	0.698553999071588	0.810803243070789	0.458170674296414	0.86976086872317	0.74850502418327	0.742741717531583	0.338933580415796	0.771272345457004	0.258236761996515	0.367464560967152	0.585274173352091	0.786280595317765	0.514046927337232	0.681976393119358	0.799972632866487	0.344035438310174	0.597581029233407	0.692760110045055	0.465289813615093	0.850476479408146	0.717958381517455	0.842284386879241	0.0313944659884098	0.723639531656027	0.692025907278964	0.837968309621649	0.319887811967494	0.846888427176821	0.796648474247249	0.0118494500031258	0.110933040128896	0.302223925735732	0.234892676462625
CD82	-0.0408241049549295	0.135567933655659	0.176407457930383	0.369768446512771	0.513879174464951	0.184329221534884	0.791910921191688	0.752828563809298	0.625638007570434	0.878125722087407	0.228492718949886	0.340593585776763	0.570555510192263	0.0542971347194239	0.434571754380408	0.32367170248744	-0.016260903661184	0.750678607702023	0.513787395792264	0.561797039472487	0.543555784063057	0.394486328589709	0.335766638371128	0.0532246167456265	0.00077981972938575	-0.185063216064854	0.210801851679523	1	0.197278474417962	0.426263480634535	0.551088770202461	-0.069111399408451	0.253402581966871	0.653949516580224	0.230064467157821	0.242838538179241	0.587621637730746	0.431195943985621	0.748318027988627	0.0356172582684872	0.13254508854833	0.587815628649829	0.482303957440107	0.501457137464123	0.136233787637328	0.105319781026138	0.362523442859474	0.154125686092085	0.953348280328007	0.194984581920178	0.640065899581471	0.547758371824218	0.4869560553557	0.672284960610978	0.255250338435926	0.325966191417653	0.629798083093587	0.63647540058541	0.473873884168015	0.84372294959822	0.0804685286776585	0.396167243265032	0.667898874331255	0.0162274678333644	0.640482774986906	0.458094365924962	0.318797989522407	0.306410743685151	0.530183005321653	0.183597894796388	0.728565687493671	0.678987300842131	0.525814649436071	0.339371555071661	0.160043192098289	0.48922063836616	0.543229605502981	0.665313710490638	0.623209797527972	0.290345392755961	0.609301996059867	0.568876381755316	0.00696233687456982	0.253704044593261	0.152896560433665	0.108426490576871	0.0282679631211745	0.570461421918916	0.464393786287168	0.563808578069441	0.429246325763655	0.395857567196882	0.482794512764369	0.722958244494104	0.584998873280666	-0.0780678479457464	0.681172987889673	0.839020968742195	0.796896338617129	0.887524867878326	0.50278815601638	0.126168098988603	0.68498728722208	0.367931815930855	0.283356646763916	0.534053017053437	0.518965534542432	0.684797363625271	0.346948195883628	0.596347639441543	0.185979909310072	0.488636195232633	0.588343842556441	0.857195094910345	0.411604578205733	0.915796157540233	0.595938825648962	0.750502424552099	0.573891756121485	0.619640654114303	0.632380803828998	0.346855162189818	0.776284791135622	0.131593621126522	0.584912370139274	0.761747402502129	0.167315045739148	0.404320970353593	0.505420477912004	0.831744349458674	0.298737788494543	0.638371672467391	0.305464785586947	0.715070876349317	0.505397297762131	0.590401302962571	0.39323026531811	0.0980888452802725	0.261174414767358	0.0699897318333491
CELSR2	0.531035215542801	0.925020517633846	0.687029254672324	0.853544295495347	0.819197708391712	0.87115093869168	0.0603338932650243	0.379143647614445	0.741092320711882	0.479498747402749	0.902135627056659	0.884133233327639	0.784185902124055	0.705181934230142	0.758361666465995	0.821909872557054	0.711579103991023	0.562789001491609	0.718811342595376	0.686800591224007	0.743668708267665	0.756978206047845	0.815018352805467	0.550085424836098	0.824658316965847	0.477408151347195	0.832736606845243	0.197278474417962	1	0.805049927124348	0.598849767166163	0.770057296746711	0.788784181545681	0.657932514716355	0.859516137580282	0.930416266726704	0.727681274577743	0.8786063173618	0.636514849685109	0.806125816994157	0.770981639771036	0.80359490636481	0.789223896232543	0.8077764979494	0.702720125725006	0.868904440173057	0.674852587601574	0.8650233039419	0.254873569500869	0.890334903136995	0.453617592707946	0.679262414895224	0.683238320441774	0.604061728300568	0.845354138233318	0.750815829041839	0.447145949259616	0.714280170630024	0.807613129662772	0.434443905216122	0.687453174395134	0.789827704197482	0.669592818955997	0.775648439926764	0.688320623609917	0.823356720794732	0.809116635413982	0.627742549357187	0.827729223438136	0.720074669467958	0.595225102301437	0.526168046478543	0.714844011954285	0.828346440054889	0.816120528341329	0.79098813700173	0.69153181692677	0.684002758925659	0.502795724919039	0.902754415405184	0.518621994225537	0.554414248797766	0.563314129430344	0.678794660817795	0.826600377637026	0.864803943126562	0.912769864287343	0.621642571140945	0.704216660287161	0.653352885035602	0.888746322509353	0.797358377068432	0.797485061055618	0.639566189504954	0.76180259198858	0.376342015350975	0.536113234564945	0.400758219258413	0.272789372203105	0.282428891957401	0.839121751297567	0.593192563472435	0.672625677343242	0.837412052976893	0.859313644695116	0.838978207068077	0.68372939979038	0.693710475094679	0.853612498172006	0.167238381252502	0.884495255020048	0.821413873296524	0.692778820939426	0.413975554992508	0.863392588373182	0.256414290840825	0.45762995770367	0.614671238333408	0.764472099980294	0.526241215454925	0.598668681989613	0.891115659357746	0.33380867496276	0.701720339355987	0.713308057504558	0.413756931568061	0.91917571577601	0.822279639770222	0.829135011866143	0.0771936564391832	0.773535367168458	0.532555760341181	0.812578428941552	0.386529439024895	0.773268424278692	0.671873628668408	0.00830516676509919	0.144937859239372	0.327805531637326	0.179634711614835
NRCAM	0.36894805464663	0.811407349793097	0.750476538509868	0.872807340905523	0.917839113097641	0.830037087131669	0.419986942636129	0.665510380682186	0.748624030439567	0.667818133580646	0.802502336400073	0.823734261602479	0.954209740971773	0.579704802378461	0.865291321296209	0.843602132376658	0.379957207874497	0.715751555605159	0.928208366022816	0.748140515312697	0.822419206006304	0.761132826281787	0.760008320229819	0.400943035536377	0.699696685858182	0.21713280751093	0.695283760851004	0.426263480634535	0.805049927124348	1	0.775118222523939	0.54406167244165	0.804279170457564	0.757815493371425	0.899565250063395	0.865868678009466	0.819401721971166	0.902593451658759	0.815538045771915	0.623506203387821	0.68921708404197	0.93958215447435	0.866598302774316	0.920945235113366	0.574936314687931	0.855303189304106	0.644122156055603	0.693108286100499	0.495985049860293	0.840175838700487	0.748327605362259	0.818880375992963	0.814648572385245	0.829277665381622	0.900367888113079	0.677393643827041	0.631473052467174	0.850994873882792	0.825811832529237	0.656005341124697	0.620667653805327	0.858515679844621	0.747492904615617	0.568864919888538	0.801475013330694	0.783013744066544	0.711729353655716	0.627406701895019	0.841704715220005	0.626054309891596	0.646297440628242	0.706724176317185	0.891019166517938	0.887696239737611	0.639579771211428	0.924361469686247	0.838486888976338	0.793597408695104	0.569473085856823	0.863133834777478	0.701976505325041	0.708179756585542	0.357777166765697	0.658753971352024	0.804553097418254	0.803061852086262	0.732562930127242	0.674971385318375	0.791365859973349	0.663318194262476	0.894986913915195	0.86326047112031	0.846553128863181	0.790003623399098	0.857935399787785	0.223691734555924	0.654943315777981	0.580204456033429	0.462911046714234	0.581207909446184	0.925943208170071	0.538738625658998	0.814747182838686	0.859068041531152	0.81684623105871	0.891237210364901	0.75291272429149	0.802200791005845	0.859437765215001	0.205228011541051	0.794716644033705	0.902952540073807	0.799893530328461	0.607148761506632	0.83774596312429	0.47060954813239	0.732594132216141	0.727439510621029	0.818904296773527	0.755718093501488	0.747649877702795	0.840577898634802	0.457849333611378	0.611076432584234	0.829465488704974	0.593009272871846	0.831636705324125	0.888892471112291	0.898959500784681	0.378563181500258	0.830054286173598	0.644487035199231	0.724379309530649	0.581816805641423	0.833511403030186	0.750423833698009	0.136027871648304	0.140630423153495	0.338674613380229	0.201523207981672
SCARB1	0.226762039704351	0.538580195196828	0.599947008898049	0.666205316704799	0.780633426215916	0.558871884990812	0.641826717376439	0.665804761191424	0.657124367424538	0.713723837911347	0.552417604880038	0.643647200401075	0.812044205745566	0.34386529261885	0.695382732309265	0.632680117453376	0.202352008089984	0.704003513269674	0.781314455444098	0.636619875830186	0.70842904386283	0.606815298280528	0.577638902466644	0.231960964075196	0.476039934815844	0.0882863219293329	0.517262938912386	0.551088770202461	0.598849767166163	0.775118222523939	1	0.357045778402473	0.656694758350742	0.744460610919114	0.641376608482396	0.623824041021156	0.68450845365951	0.709538365113085	0.707785317887454	0.437690418544451	0.49560609207876	0.794315144271412	0.671577042716585	0.808303756620772	0.477099258270258	0.665884189439259	0.580936863512256	0.482397442768738	0.671944103012238	0.574330686809259	0.836641135374485	0.774805873872151	0.822564617828042	0.784952582315543	0.628388033291086	0.607821923233572	0.675983404761563	0.779720577893535	0.698972663673913	0.723402447946368	0.425535293759122	0.750275306835898	0.73519618817942	0.330169188602915	0.832713983988827	0.601552175771165	0.554370031054252	0.438899150166742	0.708384702768122	0.452213745540363	0.692635730286167	0.659394693257243	0.710851845023031	0.654615000842622	0.432718223717272	0.812070631638189	0.809776882445904	0.67213974213616	0.559811537882966	0.655489893265228	0.801049750026881	0.694138896605502	0.236846045779519	0.478100792940028	0.575920056141896	0.555995010271088	0.459546112057018	0.641588425715687	0.741987665287868	0.715798181920869	0.713192133401565	0.723399140431054	0.701562784844827	0.777160021093834	0.759090787796666	0.110230900934289	0.693329950404032	0.707265958279408	0.626808124860626	0.652533477276881	0.762885177448429	0.426544123128709	0.746858544783462	0.653748757965067	0.6514610795225	0.708430427737617	0.617795491439449	0.768138605719868	0.651381436383131	0.365306409152548	0.584881677538112	0.717340199120951	0.719959144547141	0.65061508610203	0.687844800098867	0.601061046610877	0.831918169596859	0.727186096673003	0.758818873568496	0.764285654784051	0.748296070319102	0.633849419171399	0.595755076520923	0.45654585566032	0.787610993228796	0.765612662209498	0.580832212390071	0.749317194976802	0.716857918462561	0.506233435464338	0.625601647876599	0.643046138012306	0.599782887934915	0.592332111324076	0.690924711329756	0.697915961181687	0.387529500367735	0.194588386356669	0.361195168098101	0.2471736962942
ADGRV1	0.647895834018333	0.812262026466719	0.428552815776946	0.67055404895551	0.637560711955938	0.64047758750081	-0.299899512524465	-0.0547619653005996	0.636005188714297	0.155622064111235	0.772837371265375	0.821326739302708	0.462880700138744	0.702413188133775	0.3508810701262	0.75557788243571	0.773146665548132	0.385818012892356	0.44869981509487	0.426830952177974	0.508871411212543	0.430925803943488	0.737251887507866	0.746217697789212	0.842096397237935	0.765746436625739	0.722248770247313	-0.069111399408451	0.770057296746711	0.54406167244165	0.357045778402473	1	0.686664480946931	0.402189963101856	0.717751885033778	0.767966722358259	0.457799939968404	0.661717218661674	0.280563200470793	0.851927898607293	0.796141154073241	0.559546590433182	0.51523506077688	0.50841144180057	0.769909915463838	0.67404428467153	0.671859789583589	0.890213255310723	-0.0337230522706133	0.772116505247405	0.0951311902049667	0.449897895137765	0.448566341315362	0.391171337517212	0.609047809385958	0.680965047775541	0.128302784479515	0.40817608502217	0.585870781701681	0.152757887548083	0.717047704453479	0.626978296545613	0.424077660305502	0.756114850414516	0.440859087241555	0.756752308879241	0.775440936059561	0.519234746438298	0.706316259744223	0.631226114584487	0.335685955456535	0.262196151387859	0.380192602461546	0.663831180493754	0.799997600165905	0.486328015256012	0.454826595988132	0.438819985619214	0.341337686078451	0.754940920151042	0.224258444058385	0.439077183854417	0.718861182531151	0.743887025285074	0.722490145316263	0.774134701203447	0.892747889240864	0.46640929980428	0.449932825480045	0.416143763724204	0.654805291337371	0.605577404081934	0.617247074135592	0.329313542217825	0.5651192317701	0.553168309079472	0.33386785172355	0.14416601014178	0.0839373381113623	-0.104570356519604	0.62257893093433	0.701467505206293	0.421116910464166	0.631121248703396	0.736340855554034	0.638333062310798	0.418379852199972	0.417503332077126	0.702324596725712	0.133353870435821	0.838477253123934	0.500513238330984	0.519778516901377	0.121878996312046	0.688314783417989	-0.0307533057093013	0.0888888904883885	0.346468562205128	0.452496828268723	0.290837202486208	0.231701055489856	0.732766445871415	0.121964654206558	0.843695530157105	0.364566269144284	0.0874450041101719	0.82497482298081	0.582428454522593	0.59944626048937	-0.281176980951686	0.433455775441825	0.231859735825498	0.64447271206714	-0.0231394880764363	0.591615571917711	0.458227125871214	-0.113334834854596	0.140669222640871	0.272656715397879	0.144948935150431
FZD3	0.693302678242139	0.830088931673365	0.80305197373356	0.911482575519129	0.783332242113979	0.632143868967268	0.181959457871388	0.340623681292673	0.733021796754641	0.501159922058356	0.846607772564801	0.805305886699914	0.740341356265848	0.8394278736441	0.588261490533654	0.836566532390374	0.591278455366258	0.638910620282708	0.704931189910439	0.771418409788871	0.782149404578643	0.581960946075022	0.848264261001238	0.716921769836836	0.820389391681211	0.591573045335454	0.846061685680321	0.253402581966871	0.788784181545681	0.804279170457564	0.656694758350742	0.686664480946931	1	0.646963576755527	0.872250948778789	0.869257597796013	0.796607375295321	0.856359069903948	0.685180066191182	0.77219333655761	0.802585586768423	0.788164936435521	0.843609593756324	0.77385998344948	0.799847056550588	0.790165786460589	0.684329517653912	0.840247372732982	0.301027556846188	0.779720849568934	0.553797459106526	0.708553791063095	0.750500586749176	0.752856319377639	0.697565515171596	0.670653810637099	0.450653752947689	0.662965148480007	0.775195028249178	0.56120816964001	0.877789684625543	0.902258653639504	0.68774890695385	0.787940657070778	0.65645998579605	0.755522292449466	0.780336302382827	0.810376446202417	0.775109017789151	0.682525153203121	0.551710838421009	0.651323940357689	0.620202415793216	0.765185669302021	0.742135304341373	0.812558729878846	0.793568580774478	0.773211376014768	0.578845651664214	0.904029707433227	0.616138687757161	0.652182844970709	0.654894414239127	0.719045376595694	0.868885393551759	0.782254071304738	0.805152114986217	0.806626023952535	0.844318835996033	0.649148620298815	0.808037437127199	0.797389763268397	0.918317182831071	0.689482870067129	0.683470882603673	0.654077875269604	0.681980931138404	0.437658197034752	0.344503048340695	0.380157397049549	0.802668633482372	0.747750282281488	0.646053761387396	0.826710779753024	0.719097532951719	0.841250739967543	0.771351000505225	0.691238448632422	0.818140362849021	0.445037137431726	0.883173171633248	0.715687380658643	0.847357943116762	0.418330436475287	0.781116958019539	0.318280174028213	0.578542291432465	0.568680334108432	0.787081156540514	0.659171420049249	0.707337486371544	0.754894381178488	0.291151062440654	0.637456960461861	0.671325246442536	0.547051519656994	0.821376469856041	0.713925916680792	0.846558296079648	0.121238340582963	0.697050795718497	0.673991205402178	0.811210556086796	0.352042674422935	0.863978281098542	0.802513223589531	0.0924831459997202	0.124552347097422	0.316613729088524	0.275869274401285
PTPRK	0.218951213189254	0.607412028045136	0.538435854638603	0.73491291384488	0.781998258886835	0.613142357836973	0.535992475736539	0.659189861136819	0.782072874260401	0.810692806034764	0.641830818651504	0.71125568712982	0.813943305080297	0.426640184237535	0.719040459916061	0.710371211092839	0.335814789220654	0.777607337042681	0.756362302615818	0.738962092526466	0.737368560909366	0.70202395119751	0.676945469598317	0.357258483765836	0.479574020348324	0.131219520967697	0.593606094691483	0.653949516580224	0.657932514716355	0.757815493371425	0.744460610919114	0.402189963101856	0.646963576755527	1	0.669702089754442	0.717542840519414	0.793620238083637	0.787096173371203	0.815024270653862	0.471539213203975	0.575604252630558	0.845616288764155	0.759126887116372	0.804143634158185	0.496222312499149	0.605994149258895	0.612328596043397	0.567556457550117	0.682240483206014	0.625652867446767	0.689547579018872	0.779005787252435	0.758248342583437	0.804879769767459	0.699836712789825	0.664128728667627	0.689943365811375	0.762149067185503	0.750028973813595	0.785745537277068	0.470485071031606	0.728605178650233	0.815355945539667	0.449381926494984	0.786619449191415	0.699355234011131	0.636880290962774	0.545681546126938	0.782468399954236	0.563515208446888	0.793385220043612	0.716867322348272	0.751747908048021	0.739432831833658	0.534679357893531	0.802224443618233	0.765439896949111	0.76838749048846	0.679630188572851	0.717265448405517	0.69591932230569	0.71649632558834	0.312366513611207	0.534523445503424	0.608960908321187	0.608848091417177	0.534123179357987	0.699049424941233	0.744121125951763	0.73990728803028	0.791757470464708	0.699873216676448	0.762221039258797	0.826820506396282	0.800050211029065	0.157000249749072	0.7441507563914	0.777448917040503	0.660737216791933	0.686564492696361	0.79827277165599	0.408486922980018	0.83557114850058	0.734109230608886	0.656154061197253	0.803887730078507	0.7033474729783	0.812041524579139	0.735924591622353	0.42184650869016	0.607607558830135	0.787393512625641	0.757188752348702	0.707054972290688	0.757698424050233	0.685270560177849	0.675653192447246	0.82314080107231	0.830620688932823	0.767328705182945	0.775834927193792	0.730373771603272	0.673325650405618	0.456825003766092	0.79116408599019	0.735802927272579	0.661395367466837	0.734142808010673	0.804990872099876	0.532345071526235	0.68891436792581	0.725463546025965	0.661617048809334	0.693564565634005	0.778059762985435	0.763184721678683	0.326803458405063	0.180610975419581	0.37051917481583	0.233275712089676
HRH1	0.583781489179464	0.927312275168798	0.803626232751577	0.946438303817489	0.828465022264901	0.808583351659753	0.125197667651043	0.394510337905333	0.771821632765924	0.548445176602124	0.906800899791541	0.862703670240078	0.837271341091021	0.785680990809125	0.729409610027226	0.886693887171006	0.578278338514516	0.667983530972141	0.780161988905173	0.800614912286961	0.782293782958747	0.757408159252138	0.839038496325158	0.627775142958578	0.85417603460096	0.482098434636422	0.843363026618516	0.230064467157821	0.859516137580282	0.899565250063395	0.641376608482396	0.717751885033778	0.872250948778789	0.669702089754442	1	0.924257982281875	0.833110324190198	0.933887150695378	0.73951586413575	0.798554831740562	0.810117873859906	0.857741990505569	0.899494661081063	0.851711545059053	0.728316766000558	0.87345862406022	0.677430615067787	0.828421010421616	0.290766012640662	0.912696065515945	0.552826522161879	0.695511744474511	0.72491191194834	0.740280479325201	0.872654440698285	0.694841561364584	0.492330110501824	0.747206970902322	0.837273602333393	0.541213785716989	0.800183902248173	0.880905630113569	0.698237258197363	0.769768136784417	0.660995950047195	0.812521549945159	0.783509625988175	0.77836906883566	0.843917991202926	0.742075272974401	0.590462045149014	0.61744332870365	0.76449309596823	0.879452144151929	0.77031410151531	0.868355454782324	0.803533013037669	0.763862338471692	0.553869810736045	0.942151852445348	0.570878005134573	0.612469430285732	0.577061400995114	0.72750118059864	0.887370240168275	0.872961371869017	0.884977010489345	0.731239966992825	0.813440481955723	0.65818882625196	0.884718285649206	0.828951847274924	0.889915288676386	0.730038331931525	0.777502327336642	0.474692878076088	0.613772299096547	0.462328143883331	0.340438602170131	0.347095913704539	0.868770140771768	0.669332275226883	0.753451265669535	0.904303634694051	0.826158333359101	0.870057876141711	0.799422362889945	0.710075593305616	0.882961086733249	0.267512472075535	0.907489302573769	0.842703454924036	0.783324260614715	0.440536954195296	0.837466188452614	0.287710921342039	0.517120638960775	0.651111950810656	0.81540612156238	0.65353321214847	0.699902382148547	0.852777599240361	0.353329247066151	0.669268984472785	0.749697214469277	0.480062014394645	0.906017107965916	0.84668670474032	0.908149331023209	0.0943742116737964	0.816895215380227	0.659097521573679	0.794169663385875	0.391786790595995	0.885316746367937	0.791307532402245	0.0375194344129855	0.142942758128864	0.330578408592147	0.234130547859872
ITGB8	0.562751580976014	0.953878941062287	0.76412499186007	0.92107386618727	0.853118966843219	0.870281557435201	0.105330686210518	0.405283736083535	0.796591611568361	0.541932541341899	0.93286805763154	0.89820353237792	0.826832607498947	0.777540893427279	0.772561074881278	0.896926566041678	0.705728063435467	0.643819417407196	0.751929576848442	0.774527886868074	0.787028753251812	0.781678057751065	0.870699545832728	0.62853603360759	0.872497362931872	0.494713905819432	0.885332434751301	0.242838538179241	0.930416266726704	0.865868678009466	0.623824041021156	0.767966722358259	0.869257597796013	0.717542840519414	0.924257982281875	1	0.817708930141098	0.938917953215773	0.720021503642778	0.812389174623424	0.824825670547081	0.863901037179717	0.874146450918472	0.855279709282299	0.750955738661962	0.896351831322431	0.696540638108738	0.892391755165748	0.281630648541379	0.899008843553763	0.501458255201257	0.720443920817214	0.731130073345757	0.694002893642274	0.875095165761629	0.756316615019289	0.491048026409947	0.727885743668573	0.837007192205286	0.518163833077902	0.778182825880801	0.85182180237861	0.738550596143066	0.811115737308934	0.695519292833904	0.831260986482579	0.829163780563194	0.724054774039284	0.845293891513503	0.741734856081304	0.626088552062978	0.619150705832055	0.756165235843794	0.891153698481917	0.845708497042598	0.848245683240791	0.772107359847375	0.753633251072324	0.589132374987434	0.952507159004118	0.549546490364867	0.610388881155261	0.616776039195988	0.7201794504748	0.88300441018968	0.882232190618179	0.927163513599073	0.718436967418946	0.788264736480964	0.682896303955711	0.930334541491242	0.816079372788788	0.878380268453397	0.713445390482081	0.772240232273182	0.457878815029463	0.621316683342602	0.467118988572129	0.317799977614309	0.345468932191862	0.879184996125135	0.635164997812563	0.734540044208918	0.900781953138581	0.846378690321721	0.895104585682045	0.769833496206475	0.741758875726401	0.905766367363326	0.254273683131437	0.904423906052537	0.855005676204736	0.772707054903342	0.431769710058991	0.877072472829483	0.299214918992895	0.493624365120544	0.640903916878613	0.823748845774917	0.611389110938721	0.680618323103537	0.911369758185592	0.362525235075988	0.689262007187556	0.763708820474119	0.467950536876366	0.94115625769585	0.851709239966082	0.906979818220442	0.107435211048347	0.820481527748486	0.62912421225879	0.840029191549356	0.426779212892586	0.859642631063461	0.761333357404531	0.0360598709473601	0.141113252499236	0.331540808696629	0.211877167946773
CD47	0.449682572934064	0.773579688922166	0.794638835173732	0.916854663312401	0.781345642835366	0.66313470965429	0.426243147639989	0.599584887667206	0.870040237173819	0.831268812340415	0.821578607038581	0.75667909766577	0.849267253137467	0.711143680117989	0.722022847195186	0.795643772530151	0.449943768788116	0.836547103296958	0.738458619798952	0.95081948927443	0.81414495571626	0.791801434473073	0.763284843553146	0.549795781088392	0.647190517734714	0.303881999308439	0.805440312050193	0.587621637730746	0.727681274577743	0.819401721971166	0.68450845365951	0.457799939968404	0.796607375295321	0.793620238083637	0.833110324190198	0.817708930141098	1	0.921601023176884	0.926419511993583	0.60993733576799	0.642301895002305	0.88092113643805	0.96263658738102	0.860379967449711	0.630773372051582	0.672842533144305	0.606478539709942	0.682648409901748	0.607789628789451	0.743636273865438	0.677798226855215	0.696335866415193	0.757824621768345	0.843423780373446	0.73693967407323	0.645750339000415	0.696189978121348	0.791362737483634	0.845104453813616	0.800338032200193	0.704212307224427	0.827075076010378	0.860908876388054	0.648558075435266	0.72717184401262	0.751703993748776	0.714760614308166	0.824668758507447	0.823387373116044	0.668609915655126	0.803903160258201	0.819110846665941	0.784095123657554	0.793495491497601	0.667452494507371	0.89998593274985	0.868340078480483	0.895877118375258	0.762753142280517	0.866455669298561	0.698347247023928	0.631036111352349	0.47673374478303	0.549603758637034	0.790777960954208	0.717333207417075	0.677707923213141	0.896843368503239	0.894192331213822	0.808191259878053	0.861955075931571	0.773287318606406	0.928055270071107	0.922197153503252	0.762026399195572	0.410128831553887	0.846069125639975	0.739733612950551	0.577097804334935	0.647471144514195	0.86368060067841	0.549397061976926	0.863830490628372	0.879712784880837	0.69726428136784	0.890891978056385	0.916575406317507	0.848221900350781	0.802126727258299	0.564750450543894	0.742249551861923	0.855269718410695	0.842998357163524	0.666135001356209	0.783772286923518	0.614348151627091	0.64833401432663	0.816511215561024	0.940282986260483	0.743128231690102	0.917923517712454	0.79719411117321	0.602970402386263	0.495095491717685	0.84419311403713	0.753263894959588	0.730365675159601	0.802736990365017	0.94330596015279	0.422484320255292	0.83922673828934	0.914782331208898	0.778093872872912	0.667410153911856	0.951707086486987	0.928149822770071	0.241592416912637	0.173166296196064	0.366369749235833	0.289589706707047
